signal_type,wavelet,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,wavelet_psnr,signal_length,scales_used,emd_value,kl_divergence,is_complex,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,dynamic_cutoff,dominant_frequency,amplitude_max,num_fft_peaks,positive_frequencies,positive_amplitudes,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,max_autocorrelation,upper_envelope,lower_envelope,spectral_magnitude,spectral_centroid,spectral_bandwidth,frequency_max,wavelet_type,htid,max_autocorrelation_diff,frequency_max_diff,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,relative_num_peaks_diff,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,spectral_centroid_diff,lower_envelope_diff,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,spectral_bandwidth_diff,spectral_magnitude_diff,avg_prominence_diff,num_fft_peaks_diff,amplitude_max_diff,prominence_min_diff,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,prominence_max_diff,upper_envelope_diff,dominant_frequency_diff,dynamic_cutoff_diff,emd_value_normalized,smoothness_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,correlation_normalized,avg_variance_across_levels_normalized,kl_divergence_normalized,prominence_min_diff_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,spectral_centroid_diff_normalized,dynamic_cutoff_diff_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,amplitude_max_diff_normalized,frequency_max_diff_normalized,spectral_bandwidth_diff_normalized,num_fft_peaks_diff_normalized,relative_num_peaks_diff_normalized,dominant_frequency_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_weighted_score,reconstruction_normalized_weighted_score,reconstruction_normalized_weighted_rank,signal_weighted_score,signal_normalized_weighted_score,signal_normalized_weighted_rank,reconstruction_missing_metrics_count,reconstruction_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_rank,signal_missing_metrics_count,signal_dynamically_weighted_score,signal_normalized_dynamically_weighted_score,signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank
smoothed,mexh,4835560674.974989,0.7141025641025641,1980.138737441271,-44.574947735222494,195,96,132751.5097211555,-468635.17972283676,False,13.285216399310386,591927.2425237029,0.018330446967053767,4.922116535879272e-06,0.4240303945156338,132204.97882892808,,,,[],[],3,75036.94155057432,9802.66594121288,168230.7825861252,"[33, 86, 129]","[47077.376124384915, 9802.66594121288, 168230.7825861252]","[0, 68, 0]","[68, 96, 194]",3724700922802.8115,194436.10590919276,-194436.10590919276,0.0,,,,CWT,uva.x030718200,3724657231708.7715,,0.0,-20.5,19.0,0.0,-20.5,,193622.50590919275,74842.94155057432,220842.82465172297,74842.94155057434,,0.0,74842.94155057432,,,9801.26594121288,0.0,-20.5,167417.1825861252,193622.50590919275,,131716.5788289281,1.0,0.8312574977880756,0.0,0.6278471348326724,1.0,1.0,0.6242193299333568,0.06343019510918954,0.0,0.0,0.5328927898480597,0.5328927898480597,0.5328927898480598,,1.0,0.7661989244723535,0.8567853947241448,,,,,0.5,,0.9999999999999999,0.0909090909090909,0.5,0.6666344943426008,0.6666344943426008,0.034482758620689724,2.8237369290135907,1.0,1,2.0383606267697774,1.0,1,0,0.54859453763969,1.0,1,0.0,0.5718615730736992,0.9762960308888945,2,0.5,0.95,1.25,1.1428571428571428,0.9125,1,mexh,1.0,1.0,,1,0.14285714285714285,,,2,1.25
smoothed,gaus2,2242955140.923911,0.6954594017094017,1469.0449796727837,-41.11198718857566,195,96,83761.13913951122,,False,13.415344362617407,455995.4985594666,0.018178047102767436,4.98352401014188e-06,0.655792748897171,91003.46458769563,,,,[],[],4,70223.39870736393,12193.883338079911,133309.83533013953,"[30, 85, 132, 167]","[133309.83533013953, 12193.883338079911, 118183.87905821338, 17205.997103022906]","[0, 71, 96, 153]","[194, 96, 194, 194]",1683501653279.7693,143570.71463902236,-143570.71463902236,0.0,,,,CWT,uva.x030718200,1683457962185.7292,,0.0,-20.0,18.0,0.0,-11.0,,142757.11463902236,70029.39870736393,276625.5948294557,70029.39870736393,,0.0,70029.39870736393,,,12192.483338079912,0.0,-20.0,132496.23533013952,142757.11463902236,,90515.06458769564,0.4940831952018375,0.8485863846269883,0.32345271497934613,1.0,0.37309578754722433,0.7977983777520274,0.8933966248366266,0.0,,0.05610652599542751,0.48528996999874885,0.48528996999874885,0.48528996999874885,,0.6860315017025145,0.9999999999999999,0.6474245398461185,,,,,0.0,,0.40075147065261485,0.18181818181818182,1.0,0.3866814769775158,0.3866814769775158,0.689655172413793,2.231482130353709,0.7902585072375092,4,1.9598983977453293,0.961507189653291,2,0,0.4922157325985665,0.8972304659034859,3,0.11111111111111112,0.5857460800624507,1.0,1,1.2909944487358056,0.8709005551264195,2.5,1.9200000000000004,0.8104502775632098,2,gaus,5.875,5.5,2.900123150094541,8,0.8392857142857143,1.0,0.11249999999999998,1,1.75
smoothed,gaus8,1056276024.6665063,0.642147435897436,818.002701072172,-36.59919773907724,195,96,47573.18492576651,,False,13.174821915689385,703465.6601109795,0.020825182322347313,2.6586273745948334e-06,0.6454155046731598,24269.551006905906,,,,[],[],4,67637.04221309104,19092.3554892186,112764.87285737056,"[28, 85, 131, 181]","[112764.87285737056, 19092.3554892186, 75478.148549339, 63212.79195643598]","[0, 69, 96, 149]","[96, 96, 194, 194]",595104208197.7518,101424.72556075001,-101424.72556075001,0.0,,,,CWT,uva.x030718200,595060517103.7118,,0.0,-20.0,18.0,0.0,-6.5,,100611.12556075,67443.04221309104,266280.1688523642,67443.04221309104,,0.0,67443.04221309104,,,19090.9554892186,0.0,-20.0,111951.27285737055,100611.12556075,,23781.151006905904,0.12037517971563523,0.19251200291127935,0.7449631480057367,0.3121300334953452,0.0861511956913745,0.21958285052143725,0.881344112959864,0.11547766675490478,,0.21796939450069455,0.4597125800651311,0.4597125800651311,0.4597125800651311,,0.1774980893186885,0.9566394477626502,0.5242517382836235,,,,,0.0,,0.08122334909726492,0.18181818181818182,1.0,0.15471831857716692,0.15471831857716692,1.0,1.729007598252625,0.6123118554307447,6,1.2265465102793587,0.6017318496889761,6,0,0.4162838984379166,0.758818890594435,6,0.11111111111111112,0.3285114682013916,0.5608427941444638,6,0.0,1.0,6.0,6.0,0.7,3,gaus,5.875,5.5,2.900123150094541,8,0.8392857142857143,1.0,0.11249999999999998,1,2.5
smoothed,gaus5,1036998118.0061572,0.6727564102564103,944.4617304006346,-37.59636060990697,195,96,50077.03828293495,,False,13.31011373547836,735520.4158773441,0.018487608520189294,2.7539644681546806e-06,-0.11123775298200932,3505.959423552354,,,,[],[],2,113285.29277160062,36258.5198055029,190312.06573769834,"[56, 142]","[190312.06573769834, 36258.5198055029]","[2, 107]","[107, 160]",741885873749.6127,121711.6417912297,-121711.6417912297,0.0,,,,CWT,uva.x030718200,741842182655.5726,,0.0,-21.0,20.0,0.0,-21.0,,120898.0417912297,113091.29277160062,222302.58554320125,113091.29277160062,,0.0,113091.29277160062,,,36257.1198055029,0.0,-21.0,189498.46573769834,120898.0417912297,,3017.559423552354,0.14623212823638046,0.2194156612311822,0.6518246228906346,0.6990510079624218,0.08148970718727483,0.5515643105446122,0.002539280229918117,0.1304354636104566,,0.620749102324534,0.911144200921685,0.911144200921685,0.911144200921685,,0.01927299034492752,0.7723171876090426,0.9891688688472504,,,,,1.0,,0.12431502492255816,0.0,0.0,0.266373478793857,0.266373478793857,0.0,2.4653409389063095,0.8730774151002519,3,1.1648750899034925,0.5714764475947952,7,0,0.4851430524572203,0.8843381024983084,4,0.11111111111111112,0.30476346718105446,0.5202996273548453,7,2.0615528128088303,0.793844718719117,5.25,4.602739726027398,0.6344223593595585,4,gaus,5.875,5.5,2.900123150094541,8,0.8392857142857143,1.0,0.11249999999999998,1,3.25
smoothed,gaus6,1078494624.552253,0.6616452991452991,914.7166895410996,-37.36811926372512,195,96,52929.44865715745,,False,13.277425681486687,701714.0830422788,0.019220556931604287,3.0439943576084167e-06,0.60515676521529,29616.23400744592,,,,[],[],4,64653.393648905774,12871.563634023689,113598.37902519057,"[28, 85, 132, 172]","[113598.37902519057, 12871.563634023689, 77737.48439181657, 54406.14754459227]","[0, 73, 96, 149]","[96, 96, 194, 194]",710127559862.0609,109692.7895503593,-109692.7895503593,0.0,,,,CWT,uva.x030718200,710083868768.0209,,0.0,-20.0,18.0,0.0,-6.5,,108879.1895503593,64459.393648905774,254345.5745956231,64459.39364890577,,0.0,64459.393648905774,,,12870.16363402369,0.0,-20.0,112784.77902519057,108879.1895503593,,29127.83400744592,0.17568857703165605,0.3012606677975332,0.6731431687125163,0.6055664667416861,0.09152375764892487,0.4310544611819232,0.8345861370478443,0.11466032363860004,,0.07200733333765211,0.430206228980108,0.430206228980108,0.4302062289801079,,0.21824149556156613,0.9066182501003303,0.5292488410987825,,,,,0.0,,0.114991524186584,0.18181818181818182,1.0,0.20022410166186605,0.20022410166186605,1.0,1.6916093204035887,0.5990676054212014,8,1.4476361556189192,0.7101962903949001,4,0,0.40814232259765393,0.7439781014839719,7,0.11111111111111112,0.39787988941952995,0.6792702554272477,5,1.8257418583505538,0.8174258141649446,6.0,5.5721393034825875,0.6087129070824724,5,gaus,5.875,5.5,2.900123150094541,8,0.8392857142857143,1.0,0.11249999999999998,1,4.0
smoothed,gaus4,1050205695.671564,0.691292735042735,978.0958850707123,-37.64353991078643,195,96,55624.853315040615,,False,13.35408391420293,580414.088890713,0.019893211688764675,3.6941898942981913e-06,0.6057964459564262,42733.0207813276,,,,[],[],4,65435.87527691077,10403.030390015534,116565.79631751915,"[28, 84, 132, 170]","[116565.79631751915, 10403.030390015534, 92600.6864366664, 42173.98796344199]","[0, 75, 96, 149]","[96, 96, 194, 194]",758125716737.2609,115688.99616672097,-115688.99616672097,0.0,,,,CWT,uva.x030718200,758082025643.2208,,0.0,-20.0,18.0,0.0,-11.0,,114875.39616672097,65241.87527691077,257475.50110764307,65241.87527691077,,0.0,65241.87527691077,,,10401.630390015534,0.0,-20.0,115752.19631751915,114875.39616672097,,42244.6207813276,0.20352364943393067,0.48474264639641584,0.6474179099770074,0.8248012892886565,0.08468336158860713,0.7526071842410194,0.8353290857116178,0.058057781278798626,,0.014086700605979968,0.43794446528268016,0.43794446528268016,0.43794446528268016,,0.3181955366138389,0.919736641003134,0.547039338491297,,,,,0.0,,0.1290826643061714,0.18181818181818182,1.0,0.23322603270135792,0.23322603270135792,0.689655172413793,1.7048063848885469,0.6037412222689182,7,1.7080705806665144,0.8379628993194012,3,0,0.3985642640359396,0.7265188343849526,8,0.11111111111111112,0.4808398079339511,0.8209014525247617,3,2.6299556396765835,0.7370044360323417,5.25,4.280254777070064,0.6060022180161708,6,gaus,5.875,5.5,2.900123150094541,8,0.8392857142857143,1.0,0.11249999999999998,1,4.75
smoothed,morl,699991823.2241684,0.6446581196581197,635.6384480669223,-33.86871345035041,195,96,35916.674196786626,,False,13.065681695776153,472096.27017347375,0.026549588278375974,1.976432610793191e-06,0.7475785335108405,16221.380872612259,,,,[],[],4,68860.309899192,28449.118824868765,97703.00030641962,"[28, 85, 128, 182]","[97703.00030641962, 28449.118824868765, 91346.35266163219, 57942.76780384741]","[0, 67, 67, 150]","[67, 97, 150, 194]",318435960006.78827,73313.5521747261,-73313.5521747261,0.0,,,,CWT,uva.x030718200,318392268912.7483,,0.0,-15.5,18.0,0.0,-11.0,,72499.95217472609,68666.309899192,271173.239596768,68666.309899192,,0.0,68666.309899192,,,28447.718824868763,0.0,-20.0,96889.40030641961,72499.95217472609,,15732.98087261226,0.0,0.0,1.0,0.0,0.0,0.24681344148319845,1.0,0.007513146341693894,,0.43751258033253926,0.4718099048809023,0.4718099048809023,0.4718099048809023,,0.11616850137412503,0.9771476656053548,0.4339515957870461,,,,,0.0,,0.0,1.0,1.0,0.0,0.0,0.689655172413793,1.6574476043585957,0.5869695534766364,9,1.101730635129957,0.5404983890784267,8,0,0.43356180215396906,0.7903137424943283,5,0.11111111111111112,0.276235267922556,0.47159558949691055,9,1.8929694486000912,0.8107030551399909,7.75,7.309644670050761,0.5178515275699954,7,morl,7.0,7.0,,1,1.0,,,3,6.0
smoothed,gaus7,1069805456.4609005,0.6575854700854701,913.6246777450258,-37.15578499472589,195,96,47731.479633461764,,False,13.258126905093642,755631.9933562774,0.019467864680919676,2.4113574509387115e-06,-0.09815709062637559,2291.705555910191,,,,[],[],2,122270.28981768122,52421.904157136436,192118.67547822598,"[55, 141]","[192118.67547822598, 52421.904157136436]","[3, 107]","[107, 161]",670295122427.1005,111499.36995470397,-111499.36995470397,0.0,,,,CWT,uva.x030718200,670251431333.0604,,0.0,-21.0,20.0,0.0,-21.0,,110685.76995470397,122076.28981768122,240272.57963536243,122076.2898176812,,0.0,122076.28981768122,,,52420.504157136435,0.0,-21.0,191305.07547822598,110685.76995470397,,1803.3055559101908,0.12200986734471081,0.12273364812373036,0.6929759374853104,0.5503739105349162,0.08942267593493675,0.3870220162224795,0.0177316410334164,0.13982018307508695,,1.0,1.0,1.0,1.0,,0.010019993934567456,0.8476344214535863,1.0,,,,,1.0,,0.10329764896841422,0.0,0.0,0.2101671616222742,0.2101671616222742,0.0,2.664542896827194,0.9436229237395681,2,1.0269364464990383,0.503805083856256,9,0,0.5272347419715084,0.9610645126725443,2,0.11111111111111112,0.2597056794137679,0.4433758726752021,10,4.349329450233296,0.5650670549766704,5.75,3.3027522935779814,0.49503352748833523,8,gaus,5.875,5.5,2.900123150094541,8,0.8392857142857143,1.0,0.11249999999999998,1,6.25
smoothed,gaus3,1239939039.8268113,0.652724358974359,953.715523367685,-38.38795220478443,195,96,54369.79287420519,,False,13.217712971079536,874137.2352134543,0.02116781266377385,3.4097449752381966e-06,-0.11342407989614152,14380.02899041656,,,,[],[],2,83628.96526208172,19110.7496042002,148147.18091996326,"[57, 142]","[148147.18091996326, 19110.7496042002]","[2, 107]","[107, 159]",890255616958.6222,151846.07457875993,-151846.07457875993,0.0,,,,CWT,uva.x030718200,890211925864.5822,,0.0,-21.0,20.0,0.0,-21.0,,151032.47457875992,83434.96526208172,162989.93052416344,83434.96526208172,,0.0,83434.96526208172,,,19109.349604200197,0.0,-21.0,147333.58091996325,151032.47457875992,,13891.62899041656,0.19056281324270705,0.404473690972275,0.5778871791718859,0.43479413080265833,0.130561776616064,0.3342989571263036,0.0,0.19511860265866937,,0.21840098632991511,0.6178623372692077,0.6178623372692077,0.6178623372692077,,0.10213682084157627,0.5237213847891453,0.7363785803546777,,,,,1.0,,0.16787292333314469,0.0,0.0,0.43222741552356014,0.43222741552356014,0.0,1.9595422203099575,0.6939535337643793,5,1.0196882363909765,0.5002491821120449,10,0,0.39046803846451467,0.7117607115529997,9,0.11111111111111112,0.27790658826826486,0.47444890837107306,8,2.160246899469287,0.7839753100530713,8.0,7.461139896373057,0.49198765502653563,9,gaus,5.875,5.5,2.900123150094541,8,0.8392857142857143,1.0,0.11249999999999998,1,7.0
smoothed,gaus1,3715250485.4025507,0.6219017094017094,1350.4932657408,-44.08458354498201,195,96,103329.4602030564,,False,13.101015248711736,2599008.6759624626,0.023953372247431798,5.520080557337267e-06,-0.07253696290351921,0.0,,,,[],[],2,21151.430505398595,16982.06795586677,25320.793054930426,"[61, 91]","[25320.793054930426, 16982.06795586677]","[2, 78]","[105, 105]",3305745321550.181,255006.15098618012,-255006.15098618012,0.0,,,,CWT,uva.x030718200,3305701630456.141,,0.0,-21.0,20.0,0.0,-21.0,,254192.5509861801,20957.430505398595,38034.86101079719,20957.430505398595,,0.0,20957.430505398595,,,16980.667955866767,0.0,-21.0,24507.193054930427,254192.5509861801,,488.4,0.6961625497810142,0.9999999999999999,0.04580174290911687,0.10105040167649476,0.7291037267827986,0.0,0.04748779661751812,1.0,,0.16845448945569122,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,1.0,,0.8770044004713207,0.0,0.0,1.0,1.0,0.0,1.2890385470723678,0.4565009345692357,10,1.3704019935564284,0.672305957816761,5,0,0.288961349280501,0.526730270636211,10,0.11111111111111112,0.4468952216653122,0.7629504266040764,4,3.2015621187164243,0.6798437881283576,7.25,6.153846153846153,0.4774218940641788,10,gaus,5.875,5.5,2.900123150094541,8,0.8392857142857143,1.0,0.11249999999999998,1,7.75
