signal_type,wavelet,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,wavelet_psnr,signal_length,scales_used,emd_value,kl_divergence,is_complex,change_point_indices,change_point_prominences,num_change_points,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,prominence_threshold,distance_factor,max_autocorrelation,upper_envelope,lower_envelope,fft_frequency_max,fft_amplitude_max,fft_spectral_centroid,fft_spectral_bandwidth,fft_spectral_magnitude,fft_variance_magnitude,fft_num_peaks,fft_peak_amplitude,fft_dominant_frequency,fft_positive_frequencies,fft_positive_amplitudes,fft_snr_threshold,fft_stationarity_threshold,fft_dynamic_cutoff,fft_dynamic_cutoff_percentile,wavelet_type,htid,max_autocorrelation_diff,fft_amplitude_max_diff,fft_dominant_frequency_diff,prominence_max_diff,fft_variance_magnitude_diff,avg_prominence_diff,upper_envelope_diff,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,fft_snr_threshold_diff,lower_envelope_diff,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,fft_peak_amplitude_diff,fft_stationarity_threshold_diff,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,fft_frequency_max_diff,fft_num_peaks_diff,fft_dynamic_cutoff_percentile_diff,prominence_min_diff,fft_dynamic_cutoff_diff,fft_spectral_centroid_diff,fft_spectral_bandwidth_diff,prominence_threshold_diff,distance_factor_diff,fft_spectral_magnitude_diff,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,relative_num_peaks_diff,emd_value_normalized,smoothness_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,correlation_normalized,avg_variance_across_levels_normalized,kl_divergence_normalized,prominence_min_diff_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,relative_num_peaks_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_signal_weighted_score,reconstruction_signal_normalized_weighted_score,reconstruction_signal_normalized_weighted_rank,wavelet_signal_weighted_score,wavelet_signal_normalized_weighted_score,wavelet_signal_normalized_weighted_rank,reconstruction_signal_num_missing_metrics,reconstruction_signal_missing_metrics_count,reconstruction_signal_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_rank,wavelet_signal_num_missing_metrics,wavelet_signal_missing_metrics_count,wavelet_signal_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank
smoothed,gaus8,20.854564370795533,0.6797802326947937,739.3841433925436,-36.6061565025072,268,127,43680.49157017298,,False,"[37, 82, 112, 127, 162, 196, 209, 254]","[106891.81373309018, 18992.707105206995, 36520.7727751906, 4346.706259004997, 56995.04382772172, 14437.211601814022, 27955.937964269462, 91043.3301573259]",8,14.171441267254664,440597.16264988866,0.01510094260909278,1.3856196020094458e-06,0.35505314797033705,6,57565.97589765774,4346.706259004997,145040.74112466286,"[37, 91, 123, 136, 196, 254]","[145040.74112466286, 18992.707105206995, 4346.706259004997, 37856.221551886345, 48116.149187859315, 91043.3301573259]","[0, 82, 112, 112, 162, 162]","[162, 112, 127, 162, 209, 267]",0.05,20,843640279556.4114,117159.69469388685,-117159.69469388685,,,,,,,,,,,,,,,,CWT,uva.x030718199,,,,144214.74112466286,,57195.23347341532,116333.69469388685,57195.23347341532,337239.52205261315,57195.23347341532,,116333.69469388685,0.0,-19.0,,,0.0,-10.0,,,,4338.706259004997,,,,0.0,10.0,,0.0,-19.0,16.0,0.05255195224518468,0.023716868010928288,0.7991157932068352,0.5134246611382288,0.7383823365301623,0.35284535186794064,0.7644531987012246,0.055699453227578334,,0.7453149915221168,1.0,1.0,1.0,0.9965941019692643,0.5302681781860082,0.8181818181818181,,0.0,0.36363636363636365,0.12825489203405488,0.12825489203405488,0.06451612903225806,2.314867183790708,0.9450987513134775,2,1.597452822353828,0.6517234913531618,5,0,0,0.5645851138829948,0.8898033086186986,4,1,0.11111111111111112,0.40696814631045486,0.6469888925691223,4,1.2583057392117916,0.9101210186277292,3.75,3.3333333333333335,0.8211319378852933,1,gaus,7.125,6.0,4.998213966722799,8,0.59375,1.0,0.284375,1,1.0
smoothed,gaus6,20.90380502569103,0.6887707133623222,761.7065440084034,-37.42602193515155,268,127,47770.145068295315,,False,"[42, 89, 112, 128, 161, 196, 209, 254]","[120631.56031727047, 10856.130222735124, 25991.67584806581, 5829.121516012881, 60772.079810419724, 19104.003935956494, 17123.11411070895, 90705.11492181782]",8,14.170350786576604,439273.5148676832,0.012730177769308992,1.5715309528463201e-06,0.32527085022529323,6,56044.59614094083,5829.121516012881,159725.32552968498,"[42, 89, 122, 136, 196, 254]","[159725.32552968498, 14334.789092779818, 5829.121516012881, 25991.67584806581, 39681.549937283635, 90705.11492181782]","[0, 83, 112, 112, 161, 161]","[161, 161, 128, 161, 209, 267]",0.05,20,1019027244799.811,123491.92145912813,-123491.92145912813,,,,,,,,,,,,,,,,CWT,uva.x030718199,,,,158899.32552968498,,55673.8537166984,122665.92145912813,55673.8537166984,328111.24351231166,55673.853716698395,,122665.92145912813,0.0,-19.0,,,0.0,-1.0,,,,5821.121516012881,,,,0.0,10.0,,0.0,-14.5,16.0,0.075971085552679,0.027679228668311063,0.7440830579717688,0.5121774968361509,0.7438329191921965,0.3860773240660293,0.6959648235363587,0.055354446774967155,,1.0,0.9712913137656937,0.9712913137656937,0.9712762318916027,0.9687830356070632,0.5907739035084718,0.8181818181818181,,0.2727272727272727,0.6909090909090909,0.14715808452437346,0.14715808452437346,0.06451612903225806,2.4493389506372285,1.0,1,1.560508774814474,0.6366511816673036,6,0,0,0.6345055232031427,1.0,1,1,0.11111111111111112,0.3995869922692521,0.6352544983117475,5,2.6299556396765835,0.8121460257373869,3.25,1.6901408450704225,0.7900015842972649,2,gaus,7.125,6.0,4.998213966722799,8,0.59375,1.0,0.284375,1,1.75
smoothed,cgau8,16.002794193400767,0.8196027735339053,874.9508513948944,-35.715493666885706,268,127,43688.5381776384,-510196.4093733297,True,"[2, 21, 36, 98, 112, 143, 161, 183, 220, 263]","[1014.6422357593692, 2843.4650860226393, 10855.092248266432, 2998.978919400939, 13825.495019176513, 1894.384221470158, 27757.6932066055, 4015.077861732032, 1190.2222785794365, 6827.104011705742]",10,14.596887220578884,397940.71453492227,0.01704619598722648,4.719218078143248e-05,0.30766246997332586,7,38030.632294514005,958.4791623948149,96913.78458664587,"[37, 91, 107, 123, 137, 195, 254]","[96913.78458664587, 17301.153743086048, 958.4791623948149, 2112.545969124473, 38925.75159759366, 43591.664105427975, 66411.04689732523]","[0, 82, 104, 82, 82, 162, 162]","[162, 112, 112, 127, 162, 210, 267]",0.05,20,692364705021.1294,98602.99456471406,-98602.99456471406,,,,,,,,,,,,,,,,CWT,uva.x030718199,,,,96087.78458664587,,37659.88987027158,97776.99456471406,37659.88987027158,258058.09272826472,37659.88987027158,,97776.99456471406,0.0,-9.5,,,0.0,-14.0,,,,950.4791623948149,,,,0.0,10.0,,0.0,-18.5,15.0,0.05259803061661453,1.0,0.8589007409126781,1.0,0.20132663600778233,0.8696785403996525,0.6554719991389178,0.0445811254949422,0.9786117030630391,0.16320370877203044,0.6313648531828253,0.6313648531828253,0.6311711937159875,0.7553525605470788,0.3319679517322372,0.7272727272727272,,0.030303030303030304,0.21818181818181814,0.07285875927829649,0.07285875927829649,0.6774193548387097,1.641176589232395,0.6700487855326928,7,2.4511205189751033,1.0,1,0,0,0.41194329752382186,0.6492351641704063,7,0,0.0,0.6290187528481807,1.0,1,3.4641016151377544,0.7525641703473033,4.0,1.75,0.7334249423165088,3,cgau,3.0,3.0,,1,0.25,,,2,2.75
smoothed,gaus2,22.327712212261336,0.6539252556117052,1356.212460705147,-44.28977796721776,268,127,128823.15513876734,,False,"[49, 91, 121, 135, 165, 177, 195, 241]","[186642.56178353782, 14219.58182474543, 6953.367919404525, 11192.44208875703, 289.57187590401736, 38.58524546063563, 35826.31382912872, 50873.77845451067]",8,13.932659628684323,445660.02478093805,0.02279115139751218,2.403197568347239e-06,0.4067183875929977,8,38254.52537768111,38.58524546063563,186642.56178353782,"[49, 91, 121, 135, 165, 177, 195, 241]","[186642.56178353782, 14219.58182474543, 6953.367919404525, 11192.44208875703, 289.57187590401736, 38.58524546063563, 35826.31382912872, 50873.77845451067]","[0, 82, 112, 128, 162, 162, 162, 211]","[267, 267, 128, 267, 167, 178, 211, 267]",0.05,30,4943069695961.877,205467.66004817974,-205467.66004817974,0.4962686567164179,34524006.19596799,0.023372798197249408,0.0678594198484016,62103175.115031,9175689633857.605,19.0,3484105.175948744,0.011194029850746268,"[0.0, 0.0037313432835820895, 0.007462686567164179, 0.011194029850746268, 0.014925373134328358, 0.018656716417910446, 0.022388059701492536, 0.026119402985074626, 0.029850746268656716, 0.033582089552238806, 0.03731343283582089, 0.041044776119402986, 0.04477611940298507, 0.048507462686567165, 0.05223880597014925, 0.055970149253731345, 0.05970149253731343, 0.06343283582089553, 0.06716417910447761, 0.0708955223880597, 0.07462686567164178, 0.07835820895522388, 0.08208955223880597, 0.08582089552238806, 0.08955223880597014, 0.09328358208955223, 0.09701492537313433, 0.10074626865671642, 0.1044776119402985, 0.10820895522388059, 0.11194029850746269, 0.11567164179104478, 0.11940298507462686, 0.12313432835820895, 0.12686567164179105, 0.13059701492537312, 0.13432835820895522, 0.13805970149253732, 0.1417910447761194, 0.1455223880597015, 0.14925373134328357, 0.15298507462686567, 0.15671641791044777, 0.16044776119402984, 0.16417910447761194, 0.16791044776119401, 0.17164179104477612, 0.17537313432835822, 0.1791044776119403, 0.1828358208955224, 0.18656716417910446, 0.19029850746268656, 0.19402985074626866, 0.19776119402985073, 0.20149253731343283, 0.20522388059701493, 0.208955223880597, 0.2126865671641791, 0.21641791044776118, 0.22014925373134328, 0.22388059701492538, 0.22761194029850745, 0.23134328358208955, 0.23507462686567163, 0.23880597014925373, 0.24253731343283583, 0.2462686567164179]","[34524006.19596799, 5111717.226186703, 3283125.391026013, 3484105.175948744, 2711666.7543865317, 2607192.5604879195, 509185.72267228836, 420549.8149237972, 858780.0098336664, 758982.1147363082, 609166.1464132136, 291636.61748407374, 276283.0851715048, 499570.21677697205, 276315.7147235286, 295750.7357300437, 230567.65264169595, 351889.576898903, 112396.92100894402, 237477.75784676123, 142407.70090369182, 147037.98226926895, 152494.3421740772, 70336.50888107409, 148225.75977438266, 111100.10632132746, 89855.61807517723, 83310.71961251445, 55532.03893213234, 95336.1163125081, 109202.36743890755, 100766.47872030271, 60881.50634852039, 57184.26697501242, 76451.06476763672, 37708.219399531205, 71824.27160904891, 38171.84749241488, 52284.10065284827, 61921.25535832283, 30734.718141092464, 49079.64030042165, 74236.9178441895, 49100.72929963853, 35460.9653896052, 46786.72516154911, 59604.29489152675, 48804.92029247223, 42982.24584169437, 41056.72251669468, 45244.62046585785, 35984.99600491767, 34610.291024418395, 52278.96910307733, 43506.097778868854, 42035.849382717046, 40162.82180965243, 39133.979463351396, 40856.430160762975, 36189.1685125546, 37666.7100042, 35934.12694167331, 35332.290698255, 38113.76764910392, 33051.41336941561, 32035.29478001905, 36832.82252158542]",3.0,0.3,93556.13387171598,15.0,CWT,uva.x030718199,,34402452.19596799,0.007462686567164178,185816.56178353782,9175577037542.617,37883.782953438684,204641.66004817974,37883.782953438684,297879.86968811555,37883.782953438684,0.0,204641.66004817974,0.0,-4.5,3470384.128268464,0.0,0.0,-4.5,0.0,2.0,0.0,30.585245460635633,93345.95053838265,0.06527826259822214,0.050319866489390006,0.0,0.0,61704667.22442421,0.0,-13.5,14.0,0.5401158471285853,0.04540468256063957,0.28335956190672174,0.240334140959297,0.9014490971235661,0.2572762814943525,0.8832643241741855,0.057019079284732634,,0.005162168842110022,0.6355897524864327,0.6355897524864327,0.635398312535975,0.8766773072451133,0.7016825174872565,0.6363636363636364,,0.3333333333333333,0.5636363636363636,0.39187502589970835,0.39187502589970835,1.0,2.0636943428737777,0.8425515555276168,4,1.3955873890735402,0.5693671030329763,8,0,0,0.5672652663513391,0.894027310412748,3,1,0.11111111111111112,0.3954723212734545,0.6287130860292576,6,2.217355782608345,0.841617444099404,5.25,4.571428571428572,0.733308722049702,4,gaus,7.125,6.0,4.998213966722799,8,0.59375,1.0,0.284375,1,3.25
smoothed,gaus4,21.032396589213413,0.6793395228581502,747.2598412327949,-38.11860444428622,268,127,51181.07864139281,,False,"[43, 89, 121, 136, 161, 196, 243, 253]","[140690.4360442476, 12020.834936079875, 7495.823313954263, 16003.892270666265, 33660.78136624102, 36533.003266600164, 92100.3598184954, 1232.893840507124]",8,14.06619804044925,369062.12878257676,0.011132987874531389,1.8329502708164679e-06,0.36052014475852984,7,48972.99713588537,1232.893840507124,177394.12656088138,"[43, 89, 121, 136, 196, 243, 253]","[177394.12656088138, 12020.834936079875, 7495.823313954263, 16033.938214679423, 36533.003266600164, 92100.3598184954, 1232.893840507124]","[0, 83, 113, 113, 161, 161, 250]","[161, 161, 128, 161, 209, 267, 267]",0.05,30,1198431034105.6853,141626.77701922346,-141626.77701922346,,,,,,,,,,,,,,,,CWT,uva.x030718199,,,,176568.12656088138,,48602.25471164295,140800.77701922346,48602.25471164295,334654.6466178643,48602.25471164296,,140800.77701922346,0.0,-18.5,,,0.0,-0.5,,,,1224.893840507124,,,,0.0,0.0,,0.0,-14.0,15.0,0.09550357359550549,0.033250903641043814,0.6975940753460314,0.39305976321022706,0.7580670707912452,0.3512163336229367,0.7770252886809904,0.03705397321108948,,0.21034927361366193,0.8378490774570733,0.8378490774570733,0.8377638927928384,0.9887187789347583,0.6635756657160023,0.7272727272727272,,0.30303030303030304,0.7090909090909091,0.20129491160680396,0.20129491160680396,0.0967741935483871,2.1352846341951857,0.8717799688931018,3,1.4988644435853264,0.6115017323636345,7,0,0,0.5512386435106117,0.8687688654431581,5,1,0.11111111111111112,0.3872908172068281,0.6157063131316599,8,2.217355782608345,0.841617444099404,5.75,4.992570579494799,0.7154515791925591,5,gaus,7.125,6.0,4.998213966722799,8,0.59375,1.0,0.284375,1,4.0
smoothed,morl,20.461320483136287,0.6771065930191562,602.9070707227455,-34.358975898563926,268,127,34503.41091091982,,False,"[13, 26, 36, 81, 98, 111, 125, 136, 162, 172, 195, 210, 245, 254]","[376.7845543777148, 379.52033016703353, 79230.30143396581, 39237.013354936105, 4757.703681987507, 15244.705449501704, 2355.1947799294276, 33146.90893546297, 34259.06715535989, 971.2441241542401, 10629.758410102868, 54521.84371331322, 264.30533674497565, 85969.3931785817]",14,14.15385187110745,305220.24879803986,0.014289392179733348,2.728397844236509e-07,0.45748111406364733,12,28876.146266635158,180.84711663633425,114330.12652267578,"[13, 26, 36, 91, 106, 125, 136, 164, 177, 195, 245, 254]","[376.7845543777148, 379.52033016703353, 114330.12652267578, 15244.705449501704, 4757.703681987507, 2355.1947799294276, 75184.37141544631, 1153.294659963216, 180.84711663633425, 46317.50817361022, 264.30533674497565, 85969.3931785817]","[0, 0, 0, 81, 98, 81, 81, 162, 162, 162, 210, 210]","[14, 27, 210, 111, 111, 127, 210, 167, 178, 210, 246, 267]",0.05,30,503925467821.1893,100391.89300122196,-100391.89300122196,,,,,,,,,,,,,,,,CWT,uva.x030718199,,,,113504.12652267578,,28505.403842392734,99565.89300122196,28505.403842392734,338357.4218662886,28505.403842392738,,99565.89300122196,0.0,-7.0,,,0.0,-2.5,,,,172.84711663633425,,,,0.0,0.0,,0.0,-16.0,10.0,0.0,0.0,0.9499557850861271,0.49330796635283447,0.6948530958940397,0.3429626411815812,1.0,0.02041370014328428,,0.029603340568575626,0.45861819617599253,0.45861819617599253,0.45833378566226535,1.0,0.4037294924227,0.2727272727272727,,0.18181818181818182,0.6363636363636364,0.07819904362764424,0.07819904362764424,0.8387096774193549,1.5133474456302176,0.6178595433827155,9,1.7094045387050596,0.6973971803801062,3,0,0,0.40790998888243823,0.6428785470979141,8,1,0.11111111111111112,0.4321310930266777,0.686992384678516,3,3.2015621187164243,0.7713169915202553,5.75,4.430769230769231,0.6803013529029849,6,morl,6.0,6.0,,1,0.5,,,6,6.0
smoothed,gaus7,20.88442152173848,0.663444588083206,749.0492385113727,-37.12202337882922,268,127,48510.39774523993,,False,"[3, 61, 96, 125, 143, 154, 184, 219, 266]","[6480.849250523679, 79233.1524928835, 19726.763787973403, 2447.700094530899, 26215.493237644474, 2301.2791062185097, 52515.34721128625, 85111.53980297179, 917.843936067191]",9,14.178644169641105,486719.64696811035,0.014108703529323084,1.2624690595593512e-06,0.16309115104732855,7,39478.61207596512,917.843936067191,168027.43611715446,"[61, 96, 125, 143, 154, 202, 266]","[168027.43611715446, 19726.763787973403, 2447.700094530899, 30413.914278525066, 2301.2791062185097, 52515.34721128625, 917.843936067191]","[3, 86, 118, 131, 150, 184, 3]","[219, 219, 131, 219, 219, 219, 267]",0.05,30,942205552368.6055,140567.42655356688,-140567.42655356688,,,,,,,,,,,,,,,,CWT,uva.x030718199,,,,167201.43611715446,,39107.86965172269,139741.42655356688,39107.86965172269,268193.9511984225,39107.86965172269,,139741.42655356688,0.0,-18.5,,,0.0,-18.5,,,,909.843936067191,,,,0.0,0.0,,0.0,-18.5,15.0,0.08021009409718155,0.021092139277889485,0.7644886896715585,0.5216624987344881,0.7416873061657764,0.2924630755864466,0.3230109239913186,0.06772119716442145,,0.15622241057449268,0.658688469811592,0.658688469811592,0.6585091645838281,0.7862334140735014,0.6249815602556624,0.7272727272727272,,0.030303030303030304,0.05454545454545451,0.1981325002609349,0.1981325002609349,0.0967741935483871,1.7432418198070236,0.7117193066943617,6,1.3940368649624633,0.5687345253612244,9,0,0,0.40404032460851136,0.6367798385249898,9,1,0.11111111111111112,0.3459864350305796,0.550041526526772,10,1.7320508075688772,0.8762820851736516,8.5,8.181818181818182,0.6345696140153972,7,gaus,7.125,6.0,4.998213966722799,8,0.59375,1.0,0.284375,1,5.5
smoothed,fbsp,19.20181921337196,0.6425549418263016,1178.8832077240406,-43.157864156462225,268,127,105376.75935548128,-638554.9522887291,True,"[6, 20, 32, 41, 49, 89, 123, 138, 152, 166, 177, 189, 197, 264]","[5060.741989733127, 7129.878010247747, 3897.4199326257512, 622.9468863297952, 1231.9691542410292, 16635.61138443096, 5377.15806277439, 26769.407320383303, 2085.749299572977, 1962.0905761911781, 342.50057134424424, 111.52890892938012, 44141.528297005076, 5217.230608297163]",14,14.219106081275442,813160.9732871205,0.017182395944466234,3.4584644780122733e-07,0.2023141583369884,14,23626.51143764862,56.226086357433815,138815.62539899262,"[24, 41, 49, 74, 89, 123, 138, 147, 167, 177, 189, 197, 244, 252]","[1250.8532718668139, 138815.62539899262, 2499.8693761064787, 56.226086357433815, 16619.79152987378, 5545.168079234492, 23605.07365373683, 648.9636961901851, 1015.9788682166836, 453.10845581161993, 144.6789375972876, 43716.829711542545, 94106.32740017513, 2292.665661378822]","[0, 0, 47, 73, 82, 112, 112, 146, 160, 160, 160, 160, 160, 250]","[25, 160, 160, 82, 160, 127, 160, 160, 169, 178, 190, 210, 267, 267]",0.05,30,3810204184402.656,203772.4029644381,-203772.4029644381,,,,,,,,,,,,,,,,CWT,uva.x030718199,,,,137989.62539899262,,23255.769013406196,202946.4029644381,23255.769013406196,322614.8267937474,23255.7690134062,,202946.4029644381,0.0,-15.0,,,0.0,7.5,,,,48.226086357433815,,,,0.0,0.0,,0.0,-15.0,8.0,0.4058515949905614,0.0015560035973700218,0.35933826594271184,0.567938102511283,0.555435458205083,0.21524761077324056,0.4132094728522955,0.15280755132379972,0.3975096872613399,0.008192937509741274,0.35955672353270696,0.35955672353270696,0.3592202718825285,0.9520371388380922,0.5046184810744484,0.09090909090909083,,0.24242424242424243,1.0,0.3868142831053332,0.3868142831053332,0.32258064516129037,1.4341337097740274,0.5855186802140709,10,1.3710217483844598,0.5593448946189438,10,0,0,0.4143937350896261,0.6530971282923793,6,0,0.0,0.3409881941619649,0.5420954345446446,12,2.516611478423583,0.8202420372554584,9.5,8.88888888888889,0.5708353043420149,8,fbsp,8.0,8.0,,1,0.6666666666666666,,,4,7.0
smoothed,cmor,19.39549175366053,0.6615936067693031,753.8364425298927,-38.735276214703724,268,127,66321.75386705087,-588721.2678881066,True,"[6, 21, 32, 47, 80, 91, 101, 122, 136, 150, 170, 195, 262]","[4064.3509465921234, 2156.4571133292484, 7037.384346397084, 273.7728088239819, 8.390570705509163, 9566.102177379478, 140.77939583621628, 3168.7752567689313, 15139.610642517975, 222.30377830230282, 131.44711567992636, 25209.924193628445, 5840.065379436521]",13,14.345159982923278,226901.28195912766,0.01683589157913736,1.3131976065207152e-06,0.22323362986100906,12,14986.370899487412,31.95564378482959,73138.85209344554,"[43, 80, 91, 101, 112, 122, 136, 150, 170, 195, 245, 254]","[73138.85209344554, 31.95564378482959, 9274.299376688396, 148.88371586191352, 187.43099807687395, 3152.6793205504873, 14407.63568180531, 98.431520832346, 92.47171659026571, 25330.281255585254, 53165.04860386063, 808.4808667670441]","[0, 79, 83, 100, 111, 113, 113, 149, 162, 162, 162, 251]","[162, 83, 162, 113, 113, 128, 162, 162, 172, 210, 267, 267]",0.05,30,1383425319943.055,112616.6519282517,-112616.6519282517,,,,,,,,,,,,,,,,CWT,uva.x030718199,,,,72312.85209344554,,14615.628475244988,111790.6519282517,14615.628475244988,171680.1174605156,14647.34041149522,,111790.6519282517,0.0,-11.5,,,0.0,-11.5,,,,23.95564378482959,,,,0.0,0.0,,0.0,-2.5,10.0,0.18220566012629835,0.022173325541025576,0.6562005332877121,0.7121038171688224,0.5768736009846485,0.2856211989574283,0.46131659427902566,0.0,0.6231156641000909,0.004023176140148993,0.1965158505125098,0.1965158505125098,0.19669247049217914,0.49218534979667244,0.23400675001775623,0.2727272727272727,,1.0,0.3090909090909091,0.11469283636637884,0.11469283636637884,0.5483870967741935,0.9367748081058089,0.3824602584554883,12,1.647544107684178,0.6721595674018803,4,0,0,0.3066275332330758,0.48325431697606547,11,0,0.0,0.3910678216050057,0.6217109105797891,7,3.696845502136472,0.735939606990252,8.5,7.0534351145038165,0.5643983749236974,9,cmor,9.0,9.0,,1,0.75,,,3,7.5
smoothed,mexh,23.218022716490466,0.6555411916793983,2005.3218439925795,-48.51120561067857,268,127,209132.14052379644,-726360.1273942196,False,"[43, 56, 68, 80, 91, 101, 112, 121, 135, 164, 174, 188, 223]","[306.85406518925447, 5706.581926587416, 2258.4865757941734, 54.020298206130974, 259043.44993264176, 1061.1691870960058, 411.2984881341108, 5542.679450179683, 9423.978990970121, 184.23502401495352, 1198.7495502717793, 7842.114054976584, 9163.26819280535]",13,13.920946856039885,830112.1707241386,0.018183995058911905,4.794390686693504e-07,0.21560632986417327,13,23245.91428745133,54.020298206130974,259043.44993264176,"[43, 56, 68, 80, 91, 101, 112, 121, 135, 164, 174, 188, 223]","[306.85406518925447, 5706.581926587416, 2258.4865757941734, 54.020298206130974, 259043.44993264176, 1061.1691870960058, 411.2984881341108, 5542.679450179683, 9423.978990970121, 184.23502401495352, 1198.7495502717793, 7842.114054976584, 9163.26819280535]","[0, 0, 63, 0, 0, 100, 111, 113, 113, 163, 172, 181, 214]","[44, 63, 70, 81, 267, 113, 113, 128, 267, 267, 181, 267, 267]",0.05,30,13030735448893.086,286863.8791671054,-286863.8791671054,0.4962686567164179,56168967.66037744,0.011527508152990765,0.045895156551164704,86582501.90195957,24385453004740.465,18.0,623042.6090216716,0.029850746268656716,"[0.0, 0.0037313432835820895, 0.007462686567164179, 0.011194029850746268, 0.014925373134328358, 0.018656716417910446, 0.022388059701492536, 0.026119402985074626, 0.029850746268656716, 0.033582089552238806, 0.03731343283582089, 0.041044776119402986, 0.04477611940298507, 0.048507462686567165, 0.05223880597014925, 0.055970149253731345, 0.05970149253731343, 0.06343283582089553, 0.06716417910447761, 0.0708955223880597, 0.07462686567164178, 0.07835820895522388, 0.08208955223880597, 0.08582089552238806, 0.08955223880597014, 0.09328358208955223, 0.09701492537313433, 0.10074626865671642, 0.1044776119402985, 0.10820895522388059, 0.11194029850746269, 0.11567164179104478, 0.11940298507462686, 0.12313432835820895, 0.12686567164179105, 0.13059701492537312, 0.13432835820895522, 0.13805970149253732, 0.1417910447761194, 0.1455223880597015, 0.14925373134328357, 0.15298507462686567, 0.15671641791044777, 0.16044776119402984, 0.16417910447761194, 0.16791044776119401, 0.17164179104477612, 0.17537313432835822, 0.1791044776119403, 0.1828358208955224, 0.18656716417910446, 0.19029850746268656, 0.19402985074626866, 0.19776119402985073, 0.20149253731343283, 0.20522388059701493, 0.208955223880597, 0.2126865671641791, 0.21641791044776118, 0.22014925373134328, 0.22388059701492538, 0.22761194029850745, 0.23134328358208955, 0.23507462686567163, 0.23880597014925373, 0.24253731343283583, 0.2462686567164179]","[56168967.66037744, 11456072.687298892, 4093508.4397028363, 3154445.9731811243, 2138543.912231083, 2017826.303246686, 532393.3505565702, 398755.17023709026, 623042.6090216716, 588996.4325537154, 504426.4976052196, 234074.9936126572, 211578.37995615322, 376940.30837708566, 215572.13701774727, 225485.78006888664, 198069.30436412166, 261350.91358243008, 102809.6293010696, 182170.92421094736, 97438.11234610398, 103822.364735356, 115801.27801424297, 35048.95946544142, 95679.80275302647, 94287.26403380875, 64281.29351904155, 55653.749958491695, 36401.56962912189, 72533.41009724968, 77774.21897896385, 87080.93077988074, 24182.176028863734, 33183.125420736906, 42989.7058391107, 21573.73380331248, 38368.21865133055, 18133.201714734154, 36791.34027597964, 37394.74919673207, 16874.948169478906, 26092.75249837361, 43047.57824722391, 29403.767354302672, 14471.027754321893, 23454.61629590524, 48602.161484585406, 30271.35517925088, 25894.809902087767, 21934.819517795542, 29589.07469828444, 20428.932393653376, 11531.592911422173, 34303.317149639384, 25016.334166100078, 31968.068693061316, 28197.086112644636, 23111.31352771862, 31298.04763721653, 19603.753882897712, 30312.90772353725, 25774.498935780917, 15789.071407859059, 7665.760864169304, 19724.414722764413, 22206.276045103954, 29201.860635711717]",3.0,0.3,135603.8597491463,15.0,CWT,uva.x030718199,,56047413.66037744,0.01119402985074627,258217.44993264176,24385340408425.477,22875.171863208907,286037.8791671054,22875.171863208907,294040.552403534,22875.171863208896,0.0,286037.8791671054,0.0,-6.5,609321.5613413913,0.0,0.0,7.0,0.0,3.0,0.0,46.020298206130974,135393.67641581298,0.07712355264248079,0.0722841297866269,0.0,0.0,86183994.01135278,0.0,-6.5,9.0,1.0,0.004403286147153483,0.0,0.22693844104971217,0.9999999999999998,0.26324934839270187,0.44377659826695837,0.15722585094540523,0.0,0.007813974077356699,0.3523747927107378,0.3523747927107378,0.3520345680917962,0.8649800844538029,1.0,0.18181818181818177,,0.7575757575757576,0.9818181818181819,0.6348619647811637,0.6348619647811637,0.870967741935484,1.926674481470319,0.7866099875515672,5,1.2604909254110281,0.514250896948177,12,0,0,0.582623500396197,0.918232354314219,2,0,0.0,0.34395483608910343,0.5468117357895688,11,4.795831523312719,0.6574406054776629,7.5,4.575389948006932,0.5608631598816887,10,mexh,10.0,10.0,,1,0.8333333333333334,,,5,8.75
