signal_type,wavelet,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,wavelet_psnr,signal_length,decomposition_levels,original_level,padded,emd_value,kl_divergence,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,dynamic_cutoff,dominant_frequency,amplitude_max,num_fft_peaks,positive_frequencies,positive_amplitudes,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,max_autocorrelation,upper_envelope,lower_envelope,spectral_magnitude,spectral_centroid,spectral_bandwidth,frequency_max,wavelet_type,htid,max_autocorrelation_diff,frequency_max_diff,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,relative_num_peaks_diff,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,spectral_centroid_diff,lower_envelope_diff,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,spectral_bandwidth_diff,spectral_magnitude_diff,avg_prominence_diff,num_fft_peaks_diff,amplitude_max_diff,prominence_min_diff,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,prominence_max_diff,upper_envelope_diff,dominant_frequency_diff,dynamic_cutoff_diff,emd_value_normalized,smoothness_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,correlation_normalized,avg_variance_across_levels_normalized,kl_divergence_normalized,prominence_min_diff_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,spectral_centroid_diff_normalized,spectral_magnitude_diff_normalized,dynamic_cutoff_diff_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,amplitude_max_diff_normalized,frequency_max_diff_normalized,spectral_bandwidth_diff_normalized,num_fft_peaks_diff_normalized,relative_num_peaks_diff_normalized,dominant_frequency_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_weighted_score,reconstruction_normalized_weighted_score,reconstruction_normalized_weighted_rank,signal_weighted_score,signal_normalized_weighted_score,signal_normalized_weighted_rank,reconstruction_missing_metrics_count,reconstruction_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_rank,signal_missing_metrics_count,signal_dynamically_weighted_score,signal_normalized_dynamically_weighted_score,signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank
smoothed,bior1.5,111223.38321350417,0.7105263157894737,62.06270561620078,13.014576453180842,190,1,False,False,151.3466255736549,,7.1625397362485606,101057.56403224316,1.0,5.2940643250054524e-05,0.9987033922376563,529.3058859115358,,,,[],[],12,639.1855840769565,408.46133700675495,1123.956172385128,"[13, 27, 41, 50, 66, 84, 100, 130, 142, 152, 166, 180]","[680.8013040720625, 422.3349930245039, 488.8140789994955, 670.0875314827406, 609.1117250032028, 984.3147364985863, 604.6481134469625, 595.3894340308011, 408.46133700675495, 454.1448544887882, 1123.956172385128, 628.1627284844517]","[1, 22, 22, 1, 1, 1, 94, 123, 137, 123, 1, 170]","[22, 35, 46, 54, 73, 123, 123, 137, 145, 156, 188, 188]",63502640.02172607,1121.0758171061384,-1121.0758171061384,0.0,,,,SWT,mdp.39015067403843,32135830.861726075,,0.0,13.0,8.0,0.0,26.5,,350.27581710613845,363.55558407695645,2157.6270089234768,363.5555840769565,,0.0,363.55558407695645,,,407.26133700675496,0.0,26.5,353.156172385128,350.27581710613845,,155.90588591153585,0.17469483966575305,0.6889076200719264,0.9597047657841911,0.25687675655123304,0.14143858291525668,0.7096774193548385,0.9989386661762186,0.5383331554035727,,1.0,0.998858903321892,0.998858903321892,0.9988589033218911,,0.0,0.13750916229413693,0.5608097268503139,0.5791564790565873,,,,,1.0,,0.6302506783091134,0.452991452991453,0.6837606837606838,0.4200951191012515,0.4200951191012515,0.6837606837606838,2.971301434312629,0.9419104089443114,5,1.9328409634989154,0.7521032563882343,3,0,0.6376670543460767,1.0,1,0,0.5585714757403737,0.7535566345805839,5,1.9148542155126762,0.981935337589503,3.5,2.307692307692308,0.9744582348324873,1,bior,21.8,16.0,24.469222650972327,15,0.3121326299924642,0.7385970089849339,0.5599280563097948,1,1.0
smoothed,rbio3.1,624553.452017665,0.6947368421052632,158.56392271031032,9.825874909332512,190,1,False,False,155.09332915146527,,7.4219577302772795,105610.08882375345,1.0,3.273045008557017e-05,0.7137316685698545,545.0909399471798,,,,[],[],14,639.4543398965244,124.59221484506975,1184.6867011999414,"[11, 25, 39, 49, 58, 67, 83, 98, 107, 129, 140, 151, 164, 179]","[690.1715737771299, 518.5214026440952, 569.0088268208148, 740.6236426147899, 750.2756501779862, 124.59221484506975, 1086.5402799712488, 686.954237922731, 250.5632879134531, 708.874548139514, 421.5770629434196, 487.93903435777713, 1184.6867011999414, 732.0322952233732]","[0, 21, 30, 30, 30, 66, 30, 93, 104, 114, 136, 114, 114, 169]","[30, 30, 44, 53, 72, 72, 114, 114, 114, 136, 143, 155, 186, 186]",65232599.442499995,1185.6766506936026,-1185.6766506936026,0.0,,,,SWT,mdp.39015067403843,33865790.2825,,0.0,-13.0,6.0,0.0,-13.0,,414.87665069360264,363.82433989652435,3439.7607585513406,363.82433989652463,,0.0,363.82433989652435,,,123.39221484506974,0.0,-13.0,413.8867011999414,414.87665069360264,,171.6909399471798,1.0,0.041182074500443644,0.5102133946252092,0.9999999999999999,1.0,0.6129032258064518,0.7656760420166542,1.0,,0.25700852871449476,1.0,1.0,1.0,,0.0,0.26026162795050245,1.0,0.7718390480099536,,,,,0.6000000000000001,,1.0,0.008547008547008544,0.008547008547008544,0.7274010319481163,0.7274010319481163,0.008547008547008572,3.0275321127926267,0.9597356826613026,4,2.5699143662545008,1.0,1,0,0.5579701529474808,0.8750180037444076,6,0,0.7412468421185948,1.0,1,2.449489742783178,0.9768916062001587,3.0,1.6551724137931036,0.974294859703853,2,rbio,47.13333333333333,42.0,33.129328108978925,15,0.6748555639286612,1.0,0.22760110524993715,3,2.25
smoothed,rbio5.5,41707.90460647776,0.6578947368421053,32.18933466199835,12.326475532699979,190,1,False,False,153.20379899647543,,7.084280182486629,103560.67352078077,1.0,5.668440898967049e-05,0.9717643330359768,540.38392765665,,,,[],[],14,634.791774191932,149.80481872648159,1237.7303759748413,"[12, 28, 41, 50, 67, 84, 100, 109, 131, 141, 151, 165, 175, 185]","[771.4811706248288, 522.124841237587, 559.037968261526, 681.8326353190865, 642.2667137661522, 1046.6546211590844, 619.3849849350631, 225.35221802677063, 612.3550547765824, 512.7708996308334, 524.6365192246858, 1237.7303759748413, 149.80481872648159, 781.6520170235251]","[0, 23, 23, 0, 0, 0, 95, 106, 124, 137, 124, 0, 170, 170]","[23, 35, 45, 55, 73, 124, 124, 124, 146, 146, 156, 188, 177, 188]",64865981.037056506,1162.81655640461,-1162.81655640461,0.0,,,,SWT,mdp.39015067403843,33499171.87705651,,0.0,0.5,6.0,0.0,9.5,,392.0165564046101,359.1617741919319,3374.4848386870462,359.161774191932,,0.0,359.1617741919319,,,148.6048187264816,0.0,0.5,466.93037597484135,392.0165564046101,,166.98392765665005,0.5837837301151942,0.8088932474456392,0.862707470179842,0.03269611079394047,0.025171659449796546,0.3870967741935487,0.9768877919319414,0.7921709074587713,,0.3229993258471223,0.9802034491921903,0.9802034491921903,0.9802034491921896,,0.0,0.22365754897600992,0.9776399700237067,0.9401331781915039,,,,,0.6000000000000001,,0.9216415685221788,0.2393162393162393,0.23931623931623933,0.6186556527769185,0.6186556527769185,0.3931623931623932,3.124577022490301,0.9904991755616607,2,1.8268236499317283,0.7108500088250864,8,0,0.6023858744323867,0.9446714713058671,3,0,0.5586759614460842,0.7536975939746393,4,2.6299556396765835,0.9751890977389002,4.25,3.3103448275862073,0.9675473790581293,3,rbio,47.13333333333333,42.0,33.129328108978925,15,0.6748555639286612,1.0,0.22760110524993715,3,3.0
smoothed,bior1.3,111223.38321350417,0.7105263157894737,62.06270561620078,13.056940109273969,190,1,False,False,151.22771998597642,,7.166455026414818,100691.71951783243,1.0,5.225515610239632e-05,0.9993233383643229,530.5422179242667,,,,[],[],13,594.6754431571535,135.55236995346104,1119.1909355925377,"[13, 29, 41, 50, 59, 68, 84, 100, 130, 142, 152, 165, 180]","[672.2994498826399, 415.67272132051204, 479.2416209491827, 657.2734307824256, 135.55236995346104, 604.8414629574431, 983.5855326304877, 594.853579673183, 591.1766244110131, 400.41689251641225, 454.6519826334203, 1119.1909355925377, 622.0241577402762]","[0, 22, 22, 0, 0, 0, 0, 94, 123, 137, 123, 0, 170]","[22, 35, 46, 54, 63, 73, 123, 123, 137, 145, 156, 188, 188]",63363619.10625,1112.7385862142105,-1112.7385862142105,0.0,,,,SWT,mdp.39015067403843,31996809.946250007,,0.0,18.0,7.0,0.0,45.0,,341.93858621421055,319.04544315715344,2218.180761042994,319.0454431571534,,0.0,319.04544315715344,,,134.35236995346105,0.0,4.5,348.39093559253774,341.93858621421055,,157.14221792426667,0.14850291039629657,0.6669381350162661,0.9656765061941216,0.26809241311463294,0.14143858291525668,0.7096774193548385,0.9994461209457044,0.5012332404517906,,0.28569534645461786,0.809875557668715,0.809875557668715,0.8098755576687138,,0.0,0.14712349763881888,0.5815521953652627,0.5640375909983718,,,,,0.8,,0.6005373286311616,0.5384615384615384,0.3076923076923077,0.3804349443391079,0.3804349443391079,1.0,2.5180112745060637,0.7982162300692538,13,1.9129464276561199,0.7443619339130458,5,0,0.5343730911284293,0.8380127019051116,13,0,0.5501256660486135,0.7421625763372856,6,4.349329450233296,0.9589685900921388,9.25,7.684729064039408,0.9358522195743713,4,bior,21.8,16.0,24.469222650972327,15,0.3121326299924642,0.7385970089849339,0.5599280563097948,1,3.25
smoothed,haar,111223.38321350417,0.7105263157894737,62.06270561620078,13.217180419676694,190,1,False,False,150.55354949433462,-23934.02557114463,7.183834842954295,99033.82271191137,1.0,5.0678651844347107e-05,0.9999999999999998,528.0673441901138,,,,[],[],13,573.4092067129681,127.56206332605313,1090.0758138771816,"[13, 29, 41, 50, 59, 68, 84, 100, 130, 142, 152, 165, 180]","[656.1950929411163, 407.8591913884007, 448.30569927227117, 614.0515287823978, 127.56206332605313, 598.7780223087684, 974.1103017625879, 556.3516154375757, 565.9682676617128, 373.3523804664972, 444.06305858515174, 1090.0758138771816, 597.6466514588699]","[1, 24, 24, 1, 1, 1, 1, 94, 117, 137, 117, 1, 170]","[24, 35, 46, 54, 63, 73, 117, 117, 137, 147, 156, 187, 187]",62733618.32000001,1090.0758138771816,-1090.0758138771816,0.0,,,,SWT,mdp.39015067403843,31366809.16000001,,0.0,45.0,7.0,0.0,45.0,,319.2758138771817,297.779206712968,1941.7196872685836,297.779206712968,,0.0,297.779206712968,,,126.36206332605313,0.0,45.0,319.2758138771817,319.2758138771817,,154.6673441901138,0.0,0.6164120429433233,0.9882645834561081,0.3178782642685465,0.14143858291525668,0.7096774193548385,1.0,0.33310763496724544,0.0,0.26478173094085056,0.7195823249441785,0.7195823249441785,0.7195823249441775,,0.0,0.1278776431508048,0.48685145564799026,0.4716626922944376,,,,,0.8,,0.4658854052487908,0.9999999999999999,1.0,0.27262822492205735,0.27262822492205735,1.0,2.3322484998718505,0.7393289394693289,18,1.8246548082773968,0.710006073446223,9,0,0.554737490130635,0.8699484885564843,7,0,0.5133473159881649,0.6925457038318587,13,4.856267428111155,0.9541861563385741,11.75,10.350710900473933,0.9216685498674002,5,haar,5.0,5.0,,1,0.0715900527505652,,,7,5.5
smoothed,db1,111223.38321350417,0.7105263157894737,62.06270561620078,13.217180419676694,190,1,False,False,150.55354949433462,-23934.02557114463,7.183834842954295,99033.82271191137,1.0,5.0678651844347107e-05,0.9999999999999998,528.0673441901138,,,,[],[],13,573.4092067129681,127.56206332605313,1090.0758138771816,"[13, 29, 41, 50, 59, 68, 84, 100, 130, 142, 152, 165, 180]","[656.1950929411163, 407.8591913884007, 448.30569927227117, 614.0515287823978, 127.56206332605313, 598.7780223087684, 974.1103017625879, 556.3516154375757, 565.9682676617128, 373.3523804664972, 444.06305858515174, 1090.0758138771816, 597.6466514588699]","[1, 24, 24, 1, 1, 1, 1, 94, 117, 137, 117, 1, 170]","[24, 35, 46, 54, 63, 73, 117, 117, 137, 147, 156, 187, 187]",62733618.32000001,1090.0758138771816,-1090.0758138771816,0.0,,,,SWT,mdp.39015067403843,31366809.16000001,,0.0,45.0,7.0,0.0,45.0,,319.2758138771817,297.779206712968,1941.7196872685836,297.779206712968,,0.0,297.779206712968,,,126.36206332605313,0.0,45.0,319.2758138771817,319.2758138771817,,154.6673441901138,0.0,0.6164120429433233,0.9882645834561081,0.3178782642685465,0.14143858291525668,0.7096774193548385,1.0,0.33310763496724544,0.0,0.26478173094085056,0.7195823249441785,0.7195823249441785,0.7195823249441775,,0.0,0.1278776431508048,0.48685145564799026,0.4716626922944376,,,,,0.8,,0.4658854052487908,0.9999999999999999,1.0,0.27262822492205735,0.27262822492205735,1.0,2.3322484998718505,0.7393289394693289,19,1.8246548082773968,0.710006073446223,12,0,0.554737490130635,0.8699484885564843,10,0,0.5133473159881649,0.6925457038318587,14,3.8622100754188224,0.9635640558922752,13.75,13.012637586628616,0.9169235373800999,6,db,69.84210526315789,74.5,25.91308374087486,38,1.0,0.7821795738094588,0.06534612785716236,5,5.75
smoothed,rbio1.1,111223.38321350417,0.7105263157894737,62.06270561620078,13.217180419676694,190,1,False,False,150.55354949433462,-23934.02557114463,7.183834842954295,99033.82271191137,1.0,5.0678651844347107e-05,0.9999999999999998,528.0673441901138,,,,[],[],13,573.4092067129681,127.56206332605313,1090.0758138771816,"[13, 29, 41, 50, 59, 68, 84, 100, 130, 142, 152, 165, 180]","[656.1950929411163, 407.8591913884007, 448.30569927227117, 614.0515287823978, 127.56206332605313, 598.7780223087684, 974.1103017625879, 556.3516154375757, 565.9682676617128, 373.3523804664972, 444.06305858515174, 1090.0758138771816, 597.6466514588699]","[1, 24, 24, 1, 1, 1, 1, 94, 117, 137, 117, 1, 170]","[24, 35, 46, 54, 63, 73, 117, 117, 137, 147, 156, 187, 187]",62733618.32000001,1090.0758138771816,-1090.0758138771816,0.0,,,,SWT,mdp.39015067403843,31366809.16000001,,0.0,45.0,7.0,0.0,45.0,,319.2758138771817,297.779206712968,1941.7196872685836,297.779206712968,,0.0,297.779206712968,,,126.36206332605313,0.0,45.0,319.2758138771817,319.2758138771817,,154.6673441901138,0.0,0.6164120429433233,0.9882645834561081,0.3178782642685465,0.14143858291525668,0.7096774193548385,1.0,0.33310763496724544,0.0,0.26478173094085056,0.7195823249441785,0.7195823249441785,0.7195823249441775,,0.0,0.1278776431508048,0.48685145564799026,0.4716626922944376,,,,,0.8,,0.4658854052487908,0.9999999999999999,1.0,0.27262822492205735,0.27262822492205735,1.0,2.3322484998718505,0.7393289394693289,20,1.8246548082773968,0.710006073446223,11,0,0.554737490130635,0.8699484885564843,9,0,0.5133473159881649,0.6925457038318587,12,4.83045891539648,0.9544296328736182,13.0,11.927710843373495,0.9158940617198279,7,rbio,47.13333333333333,42.0,33.129328108978925,15,0.6748555639286612,1.0,0.22760110524993715,3,6.0
smoothed,bior1.1,111223.38321350417,0.7105263157894737,62.06270561620078,13.217180419676694,190,1,False,False,150.55354949433462,-23934.02557114463,7.183834842954295,99033.82271191137,1.0,5.0678651844347107e-05,0.9999999999999998,528.0673441901138,,,,[],[],13,573.4092067129681,127.56206332605313,1090.0758138771816,"[13, 29, 41, 50, 59, 68, 84, 100, 130, 142, 152, 165, 180]","[656.1950929411163, 407.8591913884007, 448.30569927227117, 614.0515287823978, 127.56206332605313, 598.7780223087684, 974.1103017625879, 556.3516154375757, 565.9682676617128, 373.3523804664972, 444.06305858515174, 1090.0758138771816, 597.6466514588699]","[1, 24, 24, 1, 1, 1, 1, 94, 117, 137, 117, 1, 170]","[24, 35, 46, 54, 63, 73, 117, 117, 137, 147, 156, 187, 187]",62733618.32000001,1090.0758138771816,-1090.0758138771816,0.0,,,,SWT,mdp.39015067403843,31366809.16000001,,0.0,45.0,7.0,0.0,45.0,,319.2758138771817,297.779206712968,1941.7196872685836,297.779206712968,,0.0,297.779206712968,,,126.36206332605313,0.0,45.0,319.2758138771817,319.2758138771817,,154.6673441901138,0.0,0.6164120429433233,0.9882645834561081,0.3178782642685465,0.14143858291525668,0.7096774193548385,1.0,0.33310763496724544,0.0,0.26478173094085056,0.7195823249441785,0.7195823249441785,0.7195823249441775,,0.0,0.1278776431508048,0.48685145564799026,0.4716626922944376,,,,,0.8,,0.4658854052487908,0.9999999999999999,1.0,0.27262822492205735,0.27262822492205735,1.0,2.3322484998718505,0.7393289394693289,21,1.8246548082773968,0.710006073446223,10,0,0.554737490130635,0.8699484885564843,8,0,0.5133473159881649,0.6925457038318587,15,5.802298395176403,0.9452613358945623,13.5,11.789473684210526,0.9089514226642623,8,bior,21.8,16.0,24.469222650972327,15,0.3121326299924642,0.7385970089849339,0.5599280563097948,1,6.25
smoothed,db2,63015.51622021754,0.7052631578947368,40.52072587207586,12.641819043643682,190,1,False,False,151.6862939228711,,7.1455222066213695,99033.82271191137,1.0,5.59537002061153e-05,0.9761165631611696,527.7467899883011,,,,[],[],15,560.1306943775247,117.84013249240218,1134.0446622520767,"[12, 28, 41, 50, 67, 77, 88, 100, 109, 132, 141, 152, 166, 175, 185]","[719.9794504109439, 500.1939744324766, 482.53326011934894, 613.8095149474455, 596.80662359339, 202.43983531652373, 1037.181987318611, 556.3283660929883, 201.58088675170427, 581.4945658832412, 458.9227667448165, 467.9510702006299, 1134.0446622520767, 117.84013249240218, 730.8533191062712]","[0, 23, 23, 0, 0, 73, 0, 95, 106, 125, 137, 125, 0, 170, 170]","[23, 35, 45, 55, 73, 79, 125, 125, 125, 146, 146, 156, 188, 178, 188]",63781327.24520591,1134.0446622520767,-1134.0446622520767,0.0,,,,SWT,mdp.39015067403843,32414518.085205913,,0.0,5.5,5.0,0.0,5.5,,363.24466225207675,284.50069437752467,2889.360415662869,284.50069437752467,,0.0,284.50069437752467,,,116.64013249240217,0.0,5.5,363.24466225207675,363.24466225207675,,154.3467899883011,0.24951528798479833,0.7854744338979345,0.907159478362805,0.2081287047463004,0.06080934041479573,0.6774193548387094,0.9804502949300713,0.33310763496724544,,0.23933580840153323,0.6632037641355202,0.6632037641355202,0.6632037641355193,,0.0,0.12538485354361295,0.8114623556200511,0.611164699343145,,,,,0.4000000000000001,,0.6898153193106277,0.3247863247863248,0.3247863247863248,0.48178786476445257,0.48178786476445257,0.3247863247863248,2.270227419971458,0.7196680931958639,26,1.7856525400574612,0.6948295879056643,16,0,0.4536472688342273,0.7114171349175935,21,0,0.5252580662678326,0.708614238094514,9,7.2571803523590805,0.9315360344117067,18.0,15.402879811930651,0.8808623568284949,9,db,69.84210526315789,74.5,25.91308374087486,38,1.0,0.7821795738094588,0.06534612785716236,5,8.0
smoothed,sym2,63015.516220163445,0.7052631578947368,40.520725872065185,12.641819043643874,190,1,False,False,151.68629392287107,,7.145522206621384,99033.82271190587,1.0,5.595370020615738e-05,0.9761165631611665,527.7467899882845,,,,[],[],15,560.1306943774671,117.8401324923284,1134.044662252086,"[12, 28, 41, 50, 67, 77, 88, 100, 109, 132, 141, 152, 166, 175, 185]","[719.9794504108569, 500.1939744324363, 482.533260119278, 613.8095149474366, 596.8066235932961, 202.43983531645665, 1037.1819873185382, 556.3283660930101, 201.58088675169017, 581.494565883208, 458.92276674469565, 467.95107020056486, 1134.044662252086, 117.8401324923284, 730.8533191061252]","[0, 23, 23, 0, 0, 73, 0, 95, 106, 125, 137, 125, 0, 170, 170]","[23, 35, 45, 55, 73, 79, 125, 125, 125, 146, 146, 156, 188, 178, 188]",63781327.24520497,1134.044662252086,-1134.044662252086,0.0,,,,SWT,mdp.39015067403843,32414518.085204974,,0.0,5.5,5.0,0.0,5.5,,363.2446622520861,284.500694377467,2889.360415662005,284.50069437746714,,0.0,284.500694377467,,,116.64013249232839,0.0,5.5,363.2446622520861,363.2446622520861,,154.3467899882845,0.24951528798479206,0.7854744338992831,0.907159478362832,0.2081287047463411,0.060809340414705246,0.6774193548387094,0.9804502949300687,0.3331076349666876,,0.2393358084013401,0.6632037641352755,0.6632037641352755,0.663203764135275,,0.0,0.1253848535434839,0.8114623556197551,0.6111646993431746,,,,,0.4000000000000001,,0.689815319310427,0.3247863247863248,0.3247863247863248,0.48178786476449686,0.48178786476449686,0.3247863247863248,2.2702274199708996,0.7196680931956869,27,1.785652540057631,0.6948295879057304,15,0,0.4536472688341317,0.7114171349174436,22,0,0.5252580662679274,0.7086142380946419,8,8.286535263104035,0.9218251390273204,18.0,14.59011360147375,0.8760069091363017,10,sym,46.578947368421055,41.0,27.75951446396089,19,0.6669178598342126,0.8379135964558644,0.28178341917929184,2,8.0
