wavelet,wavelet_level,wavelet_mode,wavelet_mse,wavelet_psnr,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,signal_length,signal_type,emd_value,kl_divergence,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,dynamic_cutoff,dominant_frequency,amplitude_max,num_fft_peaks,positive_frequencies,positive_amplitudes,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,max_autocorrelation,upper_envelope,lower_envelope,spectral_magnitude,spectral_centroid,spectral_bandwidth,frequency_max,wavelet_type,htid,positive_frequencies_dtw,positive_frequencies_euclidean,positive_frequencies_wasserstein,max_autocorrelation_diff,frequency_max_diff,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,relative_num_peaks_diff,positive_amplitudes_dtw,positive_amplitudes_euclidean,positive_amplitudes_wasserstein,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,spectral_centroid_diff,lower_envelope_diff,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,spectral_bandwidth_diff,spectral_magnitude_diff,avg_prominence_diff,num_fft_peaks_diff,amplitude_max_diff,prominence_min_diff,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,prominence_max_diff,upper_envelope_diff,dominant_frequency_diff,dynamic_cutoff_diff,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,avg_variance_across_levels_normalized,max_autocorrelation_diff_normalized,reconstruction_weighted_score,reconstruction_normalized_weighted_score,reconstruction_normalized_weighted_rank,signal_weighted_score,signal_normalized_weighted_score,signal_normalized_weighted_rank,reconstruction_missing_metrics_count,reconstruction_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_rank,signal_missing_metrics_count,signal_dynamically_weighted_score,signal_normalized_dynamically_weighted_score,signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank,spectral_centroid_diff_normalized,amplitude_max_diff_normalized,frequency_max_diff_normalized,spectral_bandwidth_diff_normalized,num_fft_peaks_diff_normalized,dominant_frequency_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,across_smoothness_normalized,across_wavelet_psnr_normalized,across_wavelet_entropy_normalized,across_wavelet_energy_entropy_normalized,across_wavelet_sparsity_normalized,across_avg_variance_across_levels_normalized,across_prominence_min_diff_normalized,across_avg_prominence_diff_normalized,across_relative_prominences_avg_diff_normalized,across_relative_prominences_wasserstein_normalized,across_relative_prominences_total_diff_normalized,across_max_autocorrelation_diff_normalized,across_relative_right_bases_global_alignment_score_normalized,across_relative_left_bases_global_alignment_score_normalized,across_relative_peaks_global_alignment_score_normalized,across_reconstruction_weighted_score,across_reconstruction_normalized_weighted_score,across_reconstruction_normalized_weighted_rank,across_signal_weighted_score,across_signal_normalized_weighted_score,across_signal_normalized_weighted_rank,across_rank_variability,across_normalized_rank_stability,across_average_rank,across_harmonic_average_rank,across_stability_score_weighted,across_stability_rank,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,across_normalized_family_mean_rank,across_normalized_family_std_dev,across_final_family_stability_score,across_final_family_stability_rank,across_family_informed_rank
coif6,1,symmetric,1.899610081856601e-26,313.675011272056,5102466.262516933,0.5166666666666667,99.34697850421531,86,smoothed,1.1093968121417148e-13,-8.679861274174539e-11,5.743231990858461,26261.69133731926,0.9739366247657844,0.00012494480117176797,0.9999999999999998,521.7,,,,[],[],8,177.475,45.80000000000018,665.3999999999997,"[8, 12, 22, 29, 36, 44, 60, 80]","[137.2000000000001, 71.79999999999984, 665.3999999999997, 45.80000000000018, 114.60000000000002, 106.40000000000009, 71.00000000000006, 207.5999999999999]","[2, 11, 2, 27, 27, 41, 41, 41]","[17, 17, 84, 31, 84, 49, 72, 84]",21789879.400000006,665.3999999999997,-665.3999999999997,0.0,,,,DWT,inu.32000013032919,,,,7.450580596923828e-09,,0.0,29.0,3.0,,,,0.0,24.5,,2.2737367544323206e-13,47.238636363636374,12.799999999999955,47.23863636363641,,0.0,47.238636363636374,,,34.80000000000018,0.0,24.5,2.2737367544323206e-13,2.2737367544323206e-13,,0.0,0.8944730922870123,0.7766820101656134,0.6655759035755965,0.12007042253521226,0.037500102202009465,0.0002748007694421544,0.20013740038472108,0.3828825276660621,106,1.3208410221377012,0.6538784153276685,48,0,0.6667582669231474,0.8126604890030145,144,0,0.4988603061530888,0.6078821064022794,60,44.10215414239989,0.9379716538081577,89.5,74.24124513618678,0.9060463051037976,13,coif,0.6425338757037795,0.7893221624566445,0.31342963827036097,2,10.25,,,,,,,1.0,1.0,0.9999999999667062,0.8887134524934518,0.8084651418912471,0.03909352786124297,0.06797752808988822,0.00740425587577359,0.9999999998695848,0.9999999997783058,0.9999999997783058,0.9999999997783223,3.065542264479859e-11,0.00011823126034523528,0.6428571428571428,0.35294117647058826,0.0,1.299638947339629,0.8986858202414285,104,1.2871601199485927,0.8374241760424089,76,19.79898987322333,0.9860766597234716,90.0,87.82222222222222,0.9613927602414827,1,577.436507936508,537.5,434.4574086564851,126,0.6134755030592053,1.0,0.2705671478585563,2,1.25
db16,1,antisymmetric,1.934334638168283e-26,313.5963398426067,5019178.2547612535,0.5172413793103449,122.1163808575179,86,smoothed,9.482853778705285e-14,-8.742420121166113e-11,5.680986662075686,183853.16455341055,0.9967745348726949,0.000124944801171768,0.9999999999999998,521.7,,,,[],[],8,177.47500000000008,45.80000000000007,665.4000000000001,"[8, 12, 22, 29, 36, 44, 60, 80]","[137.20000000000027, 71.7999999999999, 665.4000000000001, 45.80000000000007, 114.60000000000014, 106.39999999999992, 71.00000000000006, 207.60000000000014]","[2, 11, 2, 27, 27, 41, 41, 41]","[17, 17, 84, 31, 84, 49, 72, 84]",21789879.400000006,665.4000000000001,-665.4000000000001,0.0,,,,DWT,inu.32000013032919,,,,7.450580596923828e-09,,0.0,29.0,3.0,,,,0.0,24.5,,1.1368683772161603e-13,47.23863636363646,12.799999999999272,47.23863636363643,,0.0,47.23863636363646,,,34.80000000000007,0.0,24.5,1.1368683772161603e-13,1.1368683772161603e-13,,0.0,0.8935900310594733,0.6705405340237128,0.6120304809623137,0.12797474502185602,0.7796297511075477,0.0002748007694421544,0.20013740038472108,0.3828825276660621,115,1.540481324580459,0.7626106930933327,23,0,0.6667582669231474,0.8126604890030145,161,0,0.6167531084349808,0.7515394070470647,20,69.84447007458786,0.9017658648739973,79.75,36.9054441260745,0.8947999507211055,17,db,0.8826993297104554,0.8262495710537796,0.13423559788654735,4,13.75,,,,,,,1.0,1.0,0.9999999999667064,0.8878754324346716,0.7632122984015001,0.03594846287387051,0.07245253777605623,0.15393499821599507,0.9999999998695442,0.9999999997783222,0.9999999997783222,0.9999999997783264,3.065314668759811e-11,0.00011823126034523528,0.6428571428571428,0.35294117647058826,0.0,1.2996389473396268,0.898685820241427,105,1.3228606544853205,0.8606508828486196,41,45.254833995939045,0.968175222225078,73.0,58.97260273972602,0.9584195379761115,2,628.6085858585859,538.0,414.66923933742504,396,0.6678413351712328,0.9544531433351477,0.2461751223795927,4,2.5
db14,1,reflect,1.2856774771281345e-26,315.3703355719196,4926059.521241894,0.5178571428571429,128.10770018616935,86,smoothed,7.860895397148261e-14,-8.527500927613125e-11,5.652177392512989,24391.853970081356,0.9717990589089034,0.00012494480117176805,1.0,521.7,,,,[],[],8,177.47500000000002,45.79999999999984,665.3999999999997,"[8, 12, 22, 29, 36, 44, 60, 80]","[137.20000000000005, 71.80000000000018, 665.3999999999997, 45.79999999999984, 114.60000000000002, 106.40000000000003, 71.00000000000006, 207.60000000000036]","[2, 11, 2, 27, 27, 41, 41, 41]","[17, 17, 84, 31, 84, 49, 72, 84]",21789879.400000006,665.3999999999997,-665.3999999999997,0.0,,,,DWT,inu.32000013032919,,,,7.450580596923828e-09,,0.0,29.0,3.0,,,,0.0,24.5,,2.2737367544323206e-13,47.2386363636364,12.799999999999727,47.23863636363643,,0.0,47.2386363636364,,,34.79999999999984,0.0,24.5,2.2737367544323206e-13,2.2737367544323206e-13,,0.0,0.9135025565765766,0.6214146243731123,0.5521649364035559,0.13644366197183191,0.028694665457624557,0.0002748007694421544,0.20013740038472108,0.3828825276660621,116,1.2009466453060627,0.5945250610515496,70,0,0.6667582669231474,0.8126604890030145,126,0,0.45044408895654026,0.5488849247655501,81,26.961392150010848,0.9620796172292393,98.25,92.61705273533761,0.9119469816104002,9,db,0.8826993297104554,0.8262495710537796,0.13423559788654735,4,7.75,,,,,,,1.0,1.0,0.9999999999667069,0.9067723053625104,0.7422677328884105,0.032432176719934556,0.0772471910112365,0.005665655100710343,0.9999999998694631,0.9999999997783113,0.9999999997783113,0.9999999997783264,3.0654645488681354e-11,0.00011823126034523528,0.6428571428571428,0.35294117647058826,0.0,1.2996389473395968,0.8986858202414062,121,1.2645784764564698,0.8227325973475768,109,8.48528137423857,0.9940328541672021,115.0,114.68695652173912,0.956580421457722,3,628.6085858585859,538.0,414.66923933742504,396,0.6678413351712328,0.9544531433351477,0.2461751223795927,4,3.25
coif6,1,antireflect,1.4214548860785975e-26,314.9343251239337,5203920.693329132,0.5083333333333333,82.50386445666072,86,smoothed,8.521349001099694e-14,-8.739848844641084e-11,5.762178004368875,203328.07321297436,0.9965683485188678,0.00012494480117176794,1.0,521.7,,,,[],[],8,177.47500000000002,45.80000000000007,665.3999999999999,"[8, 12, 22, 29, 36, 44, 60, 80]","[137.2, 71.80000000000007, 665.3999999999999, 45.80000000000007, 114.59999999999991, 106.40000000000009, 71.0, 207.60000000000014]","[2, 11, 2, 27, 27, 41, 41, 41]","[17, 17, 84, 31, 84, 49, 72, 84]",21789879.400000006,665.3999999999999,-665.3999999999999,0.0,,,,DWT,inu.32000013032919,,,,7.450580596923828e-09,,0.0,29.0,3.0,,,,0.0,24.5,,1.1368683772161603e-13,47.2386363636364,12.799999999999727,47.238636363636395,,0.0,47.2386363636364,,,34.80000000000007,0.0,24.5,1.1368683772161603e-13,1.1368683772161603e-13,,0.0,0.9086084810003038,0.8089889780991845,0.7308004241304044,0.005457746478873232,0.871340976537692,0.0002748007694421544,0.20013740038472108,0.3828825276660621,123,1.6657792789216028,0.8246390723268817,15,0,0.6667582669231474,0.8126604890030145,124,0,0.6650393212492917,0.8103781729174133,15,62.643834493108734,0.9118933410786094,69.25,26.750855038147854,0.9072476550681373,11,coif,0.6425338757037795,0.7893221624566445,0.31342963827036097,2,8.75,,,,,,,1.0,1.0,0.999999999966706,0.902127855607273,0.8222390426948466,0.04292458093550136,0.0030898876404493736,0.17204303899165876,0.9999999998695442,0.9999999997783113,0.9999999997783113,0.9999999997783195,3.0654645488681354e-11,0.00011823126034523528,0.6428571428571428,0.35294117647058826,0.0,1.299638947339619,0.8986858202414216,107,1.3439116958223927,0.8743466543950814,27,56.568542494923804,0.9602190277813475,67.0,43.11940298507463,0.9565511453955964,4,577.436507936508,537.5,434.4574086564851,126,0.6134755030592053,1.0,0.2705671478585563,2,3.5
coif6,1,zero,1.9441350883155012e-26,313.5743915445495,4111558.7863220167,0.575,28.266069243682388,86,smoothed,1.0757802917216691e-13,-8.721470212691439e-11,5.2996638336994515,61794.77292777779,0.9934783264125344,0.0001249448011717679,1.0,521.7,,,,[],[],8,177.47500000000002,45.799999999999955,665.3999999999999,"[8, 12, 22, 29, 36, 44, 60, 80]","[137.20000000000016, 71.80000000000024, 665.3999999999999, 45.799999999999955, 114.60000000000002, 106.40000000000009, 71.00000000000011, 207.5999999999998]","[2, 11, 2, 27, 27, 41, 41, 41]","[17, 17, 84, 31, 84, 49, 72, 84]",21789879.400000006,665.3999999999999,-665.3999999999999,0.0,,,,DWT,inu.32000013032919,,,,7.450580596923828e-09,,0.0,29.0,3.0,,,,0.0,24.5,,1.1368683772161603e-13,47.2386363636364,12.799999999999727,47.238636363636424,,0.0,47.2386363636364,,,34.799999999999955,0.0,24.5,1.1368683772161603e-13,1.1368683772161603e-13,,0.0,0.8933436685469262,0.020304304543656504,0.028526693091865424,0.9223591549295763,0.20483246370039945,0.0002748007694421544,0.20013740038472108,0.3828825276660621,141,1.011298347397907,0.5006402358323292,135,0,0.6667582669231474,0.8126604890030145,94,0,0.41387325696248484,0.5043218394464143,115,21.297495940446456,0.9700457159768685,121.25,118.22582278481012,0.8997556287338633,15,coif,0.6425338757037795,0.7893221624566445,0.31342963827036097,2,11.75,,,,,,,1.0,1.0,0.9999999999667054,0.8876416358180752,0.4859876036489434,0.0016755550571841017,0.5221910112359547,0.040443409053471685,0.9999999998695036,0.9999999997783113,0.9999999997783113,0.9999999997783251,3.0654645488681354e-11,0.00011823126034523528,0.6428571428571428,0.35294117647058826,0.0,1.2996389473396084,0.8986858202414142,115,1.301470328949691,0.8467343735819489,57,41.012193308819754,0.971158795141477,86.0,76.22093023255815,0.9553402977113854,5,577.436507936508,537.5,434.4574086564851,126,0.6134755030592053,1.0,0.2705671478585563,2,4.25
coif6,1,smooth,1.9441350883155012e-26,313.5743915445495,4111558.7863220167,0.575,28.266069243682388,86,smoothed,1.0757802917216691e-13,-8.721470212691439e-11,5.2996638336994515,61794.77292777779,0.9934783264125344,0.0001249448011717679,1.0,521.7,,,,[],[],8,177.47500000000002,45.799999999999955,665.3999999999999,"[8, 12, 22, 29, 36, 44, 60, 80]","[137.20000000000016, 71.80000000000024, 665.3999999999999, 45.799999999999955, 114.60000000000002, 106.40000000000009, 71.00000000000011, 207.5999999999998]","[2, 11, 2, 27, 27, 41, 41, 41]","[17, 17, 84, 31, 84, 49, 72, 84]",21789879.400000006,665.3999999999999,-665.3999999999999,0.0,,,,DWT,inu.32000013032919,,,,7.450580596923828e-09,,0.0,29.0,3.0,,,,0.0,24.5,,1.1368683772161603e-13,47.2386363636364,12.799999999999727,47.238636363636424,,0.0,47.2386363636364,,,34.799999999999955,0.0,24.5,1.1368683772161603e-13,1.1368683772161603e-13,,0.0,0.8933436685469262,0.020304304543656504,0.028526693091865424,0.9223591549295763,0.20483246370039945,0.0002748007694421544,0.20013740038472108,0.3828825276660621,119,1.011298347397907,0.5006402358323292,134,0,0.6667582669231474,0.8126604890030145,88,0,0.41387325696248484,0.5043218394464143,113,19.157244060668017,0.9730559155264866,113.5,110.86707482531833,0.9067107988321603,12,coif,0.6425338757037795,0.7893221624566445,0.31342963827036097,2,9.5,,,,,,,1.0,1.0,0.9999999999667054,0.8876416358180752,0.4859876036489434,0.0016755550571841017,0.5221910112359547,0.040443409053471685,0.9999999998695036,0.9999999997783113,0.9999999997783113,0.9999999997783251,3.0654645488681354e-11,0.00011823126034523528,0.6428571428571428,0.35294117647058826,0.0,1.2996389473396084,0.8986858202414142,116,1.301470328949691,0.8467343735819489,58,41.012193308819754,0.971158795141477,87.0,77.33333333333333,0.9549886802711605,6,577.436507936508,537.5,434.4574086564851,126,0.6134755030592053,1.0,0.2705671478585563,2,5.0
coif6,1,constant,1.9441350883155012e-26,313.5743915445495,4111558.7863220167,0.575,28.266069243682388,86,smoothed,1.0757802917216691e-13,-8.721470212691439e-11,5.2996638336994515,61794.77292777779,0.9934783264125344,0.0001249448011717679,1.0,521.7,,,,[],[],8,177.47500000000002,45.799999999999955,665.3999999999999,"[8, 12, 22, 29, 36, 44, 60, 80]","[137.20000000000016, 71.80000000000024, 665.3999999999999, 45.799999999999955, 114.60000000000002, 106.40000000000009, 71.00000000000011, 207.5999999999998]","[2, 11, 2, 27, 27, 41, 41, 41]","[17, 17, 84, 31, 84, 49, 72, 84]",21789879.400000006,665.3999999999999,-665.3999999999999,0.0,,,,DWT,inu.32000013032919,,,,7.450580596923828e-09,,0.0,29.0,3.0,,,,0.0,24.5,,1.1368683772161603e-13,47.2386363636364,12.799999999999727,47.238636363636424,,0.0,47.2386363636364,,,34.799999999999955,0.0,24.5,1.1368683772161603e-13,1.1368683772161603e-13,,0.0,0.8933436685469262,0.020304304543656504,0.028526693091865424,0.9223591549295763,0.20483246370039945,0.0002748007694421544,0.20013740038472108,0.3828825276660621,162,1.011298347397907,0.5006402358323292,133,0,0.6667582669231474,0.8126604890030145,96,0,0.41387325696248484,0.5043218394464143,114,28.217902119044926,0.9603123739535233,126.25,121.6536391707102,0.8913727833199403,20,coif,0.6425338757037795,0.7893221624566445,0.31342963827036097,2,15.5,,,,,,,1.0,1.0,0.9999999999667054,0.8876416358180752,0.4859876036489434,0.0016755550571841017,0.5221910112359547,0.040443409053471685,0.9999999998695036,0.9999999997783113,0.9999999997783113,0.9999999997783251,3.0654645488681354e-11,0.00011823126034523528,0.6428571428571428,0.35294117647058826,0.0,1.2996389473396084,0.8986858202414142,117,1.301470328949691,0.8467343735819489,59,41.012193308819754,0.971158795141477,88.0,78.44318181818181,0.9546370628309353,7,577.436507936508,537.5,434.4574086564851,126,0.6134755030592053,1.0,0.2705671478585563,2,5.75
bior1.5,1,symmetric,9.03603475725775e-27,316.9018770029313,4186946.6669964907,0.5638297872340425,99.99355473066304,86,smoothed,6.810056394770497e-14,-8.842107046547203e-11,5.3420926799973545,32279.869009411854,0.9827011781593589,0.00012494480117176808,1.0,521.7,,,,[],[],8,177.47500000000002,45.79999999999984,665.4000000000001,"[8, 12, 22, 29, 36, 44, 60, 80]","[137.2, 71.80000000000013, 665.4000000000001, 45.79999999999984, 114.60000000000014, 106.40000000000003, 70.99999999999989, 207.60000000000008]","[2, 11, 2, 27, 27, 41, 41, 41]","[17, 17, 84, 31, 84, 49, 72, 84]",21789879.400000006,665.4000000000001,-665.4000000000001,0.0,,,,DWT,inu.32000013032919,,,,7.450580596923828e-09,,0.0,29.0,3.0,,,,0.0,24.5,,1.1368683772161603e-13,47.2386363636364,12.799999999999727,47.23863636363638,,0.0,47.2386363636364,,,34.79999999999984,0.0,24.5,1.1368683772161603e-13,1.1368683772161603e-13,,0.0,0.930693611392325,0.09265447868722149,0.0769931655097892,0.7687293976625705,0.06584090003640135,0.0002748007694421544,0.20013740038472108,0.3828825276660621,166,0.9770681080134891,0.48369465774243514,156,0,0.6667582669231474,0.8126604890030145,115,0,0.3869823106576615,0.47155409889599603,149,22.128413107737,0.9688770561072616,146.5,143.670861956284,0.8814146180676955,23,bior,1.0,0.8112115073539259,0.05663654779382223,5,18.5,,,,,,,1.0,1.0,0.9999999999667071,0.9230865181463022,0.5168337085457474,0.0045223008297210175,0.43521396127181444,0.013000041128811193,0.9999999998694631,0.9999999997783113,0.9999999997783113,0.9999999997783169,3.0654645488681354e-11,0.00011823126034523528,0.6428571428571428,0.35294117647058826,0.0,1.299638947339594,0.8986858202414042,122,1.2938155165257776,0.8417541656905556,69,37.476659402887016,0.9736451059051427,95.5,88.14659685863874,0.9532430874110805,8,651.3851851851852,612.0,387.0639167064486,270,0.6920394687111368,0.8909133760738572,0.2482983590800471,3,6.75
bior1.5,1,antisymmetric,9.036089794065091e-27,316.90185055094264,4186883.415377687,0.5638297872340425,99.99355473066304,86,smoothed,6.812121925979101e-14,-8.842107046547203e-11,5.342241012443384,52909.18260911229,0.9893475864558361,0.00012494480117176808,1.0,521.7,,,,[],[],8,177.47500000000002,45.79999999999984,665.4000000000001,"[8, 12, 22, 29, 36, 44, 60, 80]","[137.2, 71.80000000000013, 665.4000000000001, 45.79999999999984, 114.60000000000014, 106.40000000000003, 70.99999999999989, 207.60000000000008]","[2, 11, 2, 27, 27, 41, 41, 41]","[17, 17, 84, 31, 84, 49, 72, 84]",21789879.400000006,665.4000000000001,-665.4000000000001,0.0,,,,DWT,inu.32000013032919,,,,7.450580596923828e-09,,0.0,29.0,3.0,,,,0.0,24.5,,1.1368683772161603e-13,47.2386363636364,12.799999999999727,47.23863636363638,,0.0,47.2386363636364,,,34.79999999999984,0.0,24.5,1.1368683772161603e-13,1.1368683772161603e-13,,0.0,0.9306933144773489,0.09290741694121034,0.07695250137636747,0.7687293976625705,0.16298844835530812,0.0002748007694421544,0.20013740038472108,0.3828825276660621,171,1.0160330862523497,0.5029841542049754,132,0,0.6667582669231474,0.8126604890030145,95,0,0.40645421576256113,0.4952814280597626,126,31.20897306865447,0.9561055231101906,131.0,125.44480171489819,0.8859289922161361,21,bior,1.0,0.8112115073539259,0.05663654779382223,5,17.0,,,,,,,1.0,1.0,0.9999999999667071,0.9230862363756867,0.5169415474004193,0.004519912365198285,0.43521396127181444,0.032181463664206836,0.9999999998694631,0.9999999997783113,0.9999999997783113,0.9999999997783169,3.0654645488681354e-11,0.00011823126034523528,0.6428571428571428,0.35294117647058826,0.0,1.299638947339594,0.8986858202414042,125,1.3015406416726414,0.8467801189194322,56,48.79036790187178,0.9656889114614122,90.5,77.34806629834254,0.9510230773903404,9,651.3851851851852,612.0,387.0639167064486,270,0.6920394687111368,0.8909133760738572,0.2482983590800471,3,7.5
bior2.8,1,antisymmetric,6.096638123590802e-27,318.61075175572284,4470550.391032679,0.5196078431372549,77.52596419456161,86,smoothed,5.464362812364374e-14,-8.719305277793415e-11,5.465801741617121,110896.18216299312,0.9938503250381062,0.000124944801171768,0.9999999999999998,521.7,,,,[],[],8,177.47500000000005,45.80000000000007,665.4000000000001,"[8, 12, 22, 29, 36, 44, 60, 80]","[137.20000000000016, 71.80000000000001, 665.4000000000001, 45.80000000000007, 114.59999999999991, 106.39999999999998, 71.00000000000006, 207.60000000000014]","[2, 11, 2, 27, 27, 41, 41, 41]","[17, 17, 84, 31, 84, 49, 72, 84]",21789879.400000006,665.4000000000001,-665.4000000000001,0.0,,,,DWT,inu.32000013032919,,,,7.450580596923828e-09,,0.0,29.0,3.0,,,,0.0,24.5,,1.1368683772161603e-13,47.23863636363643,12.7999999999995,47.2386363636364,,0.0,47.23863636363643,,,34.80000000000007,0.0,24.5,1.1368683772161603e-13,1.1368683772161603e-13,,0.0,0.9498751751121399,0.30360464425346056,0.25932050971479065,0.16052195526097846,0.43606078369034634,0.0002748007694421544,0.20013740038472108,0.3828825276660621,164,1.0900207776319395,0.5396115405309546,106,0,0.6667582669231474,0.8126604890030145,156,0,0.4218766136063432,0.5140742635919111,103,32.23223024655084,0.9546663428318554,132.25,126.38024001404393,0.884330358476406,22,bior,1.0,0.8112115073539259,0.05663654779382223,5,17.75,,,,,,,1.0,1.0,0.9999999999667064,0.9412897125055135,0.6067711691265956,0.01523155137838527,0.09087904824851337,0.08609858187694941,0.9999999998695442,0.9999999997783167,0.9999999997783167,0.9999999997783209,3.065392384371535e-11,0.00011823126034523528,0.6428571428571428,0.35294117647058826,0.0,1.299638947339622,0.8986858202414236,106,1.2465662397959956,0.8110138669345486,156,35.35533905932738,0.9751368923633422,131.0,126.22900763358778,0.9415065615121916,10,651.3851851851852,612.0,387.0639167064486,270,0.6920394687111368,0.8909133760738572,0.2482983590800471,3,8.25
