signal_type,wavelet,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,wavelet_psnr,signal_length,scales_used,emd_value,kl_divergence,is_complex,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,prominence_threshold,distance_factor,max_autocorrelation,upper_envelope,lower_envelope,wavelet_type,htid,avg_prominence_diff,prominence_max_diff,upper_envelope_diff,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,lower_envelope_diff,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,max_autocorrelation_diff,prominence_threshold_diff,relative_num_peaks_diff,prominence_min_diff,distance_factor_diff,emd_value_normalized,smoothness_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,correlation_normalized,avg_variance_across_levels_normalized,kl_divergence_normalized,prominence_min_diff_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,relative_num_peaks_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_signal_weighted_score,reconstruction_signal_normalized_weighted_score,reconstruction_signal_normalized_weighted_rank,wavelet_signal_weighted_score,wavelet_signal_normalized_weighted_score,wavelet_signal_normalized_weighted_rank,reconstruction_signal_num_missing_metrics,reconstruction_signal_missing_metrics_count,reconstruction_signal_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_rank,wavelet_signal_num_missing_metrics,wavelet_signal_missing_metrics_count,wavelet_signal_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank
smoothed,gaus2,20.625939729946953,0.6675192283099184,363.39085380483823,-29.721206806931114,862,127,27108.429849945285,,False,15.75545046033975,128646.74935011638,0.013310928761375854,3.277183911743227e-06,0.4724753353511886,17,29274.460891511633,41.75013393393965,120950.9589730828,"[15, 57, 90, 131, 201, 246, 282, 336, 398, 451, 479, 540, 572, 675, 724, 769, 828]","[41.75013393393965, 156.86186853298568, 93154.21716254714, 6836.32820203184, 28599.19590953939, 39049.03252337965, 13749.395748382718, 473.5865634285292, 15054.634120112922, 97415.75829869893, 13112.391755126371, 22759.637876532717, 6181.074947227888, 5393.856578579793, 120950.9589730828, 21355.777382011467, 13381.37711254868]","[0, 0, 0, 126, 178, 178, 267, 334, 343, 343, 470, 521, 565, 616, 343, 745, 804]","[16, 59, 343, 343, 229, 343, 343, 343, 418, 616, 616, 616, 616, 684, 860, 860, 860]",0.05,30,1037157602761.144,71293.86228677286,-71293.86228677286,CWT,uc1.c2693407,28752.059746454303,119925.3295242614,70193.52895343953,0.0,3.5,0.0,3.5,28750.113065424677,485605.8351556978,28751.046127246605,70193.52895343953,0.0,-10.0,,0.0,6.0,1.7048669637454168,0.0,0.5316649971980671,0.07053826015253797,0.48146176543235336,0.39322774893476453,0.9727355682176949,0.01136516476126434,0.7861645700059418,0.6354623356295879,,0.0,0.7462202535485628,0.7462202535485629,0.7462723198707972,0.5292525593638561,0.9647259263414854,1.0,,0.9230769230769231,1.0,0.7212220607987732,0.7212220607987732,0.23076923076923075,2.345553453724096,0.9539601419272011,2,1.7257165231995408,0.8293330897415953,7,0,0,0.6940817990097471,1.0,1,1,0.11111111111111112,0.4797719957359709,0.8636435872790296,6,2.943920288775949,0.7897199793731465,4.0,2.2105263157894735,0.7520028468294304,1,gaus,6.25,5.5,4.527692569068709,8,0.44642857142857145,1.0,0.3875,1,1.0
smoothed,gaus4,20.34708269522581,0.6803898642600069,331.67397270991006,-27.340334872625984,862,127,21623.884481380854,,False,15.802595318776888,98747.92070545319,0.013097232031652016,2.5386225471541162e-06,0.49609403176606093,17,33129.40776391578,533.9336348190773,102747.02732260906,"[15, 57, 91, 147, 210, 246, 298, 337, 397, 451, 483, 541, 572, 660, 724, 770, 832]","[651.9812079834519, 768.3227129026673, 81272.00951952908, 9500.464050435876, 25269.87496615643, 19899.703078924103, 67506.54592445328, 533.9336348190773, 24452.19475372528, 102747.02732260906, 16521.934743150232, 32738.877868845877, 7768.933253472902, 19309.00436330829, 26233.45089130333, 98297.06967425797, 29728.60402069126]","[1, 1, 1, 126, 178, 178, 178, 334, 343, 343, 470, 521, 565, 616, 616, 343, 803]","[18, 59, 343, 178, 229, 267, 343, 343, 418, 616, 616, 616, 616, 684, 745, 860, 860]",0.05,30,600451580116.5605,57504.30413645726,-57504.30413645726,CWT,uc1.c2693407,32607.006618858446,101721.39787378766,56403.97080312392,0.0,-14.5,0.0,-1.0,32605.05993782882,551139.9319865683,32605.059937828817,56403.97080312392,0.0,-5.5,,0.0,6.0,490.4786339213922,0.0,0.31378774583325864,0.05297902264724967,0.677877773173208,0.4562156655565652,0.9469888291734215,0.10611970410221876,0.8266539186501146,0.41161379926850783,,0.3704232021268054,0.9788664322386693,0.9788664322386694,0.9788660787408576,0.7086902898013991,0.7122971128350943,1.0,,0.6923076923076924,0.0,0.4865383479108665,0.4865383479108665,0.4615384615384615,2.4587541456245563,1.0,1,1.7561139106214072,0.843941259097191,6,0,0,0.6545776998041152,0.9430843752681705,2,1,0.11111111111111112,0.46847400174501247,0.8433059265857656,7,2.943920288775949,0.7897199793731465,4.0,2.2105263157894735,0.7520028468294304,2,gaus,6.25,5.5,4.527692569068709,8,0.44642857142857145,1.0,0.3875,1,1.75
smoothed,gaus1,20.921234547170087,0.6992071176717759,489.47728513070064,-31.940966504507372,862,127,38897.65774989313,,False,15.946784035647497,177337.03492766246,0.012989690245515178,3.7158016117335e-06,0.013881089385928455,17,23035.727481497514,388.41905499776476,118885.38315249095,"[36, 79, 122, 161, 221, 265, 308, 410, 466, 505, 549, 577, 630, 681, 742, 790, 842]","[6826.086376292653, 6008.368518748168, 11479.031931356134, 33958.211759580045, 21369.654371620854, 10547.762204200284, 118885.38315249095, 15718.776602938731, 9390.809031445428, 67937.68599827158, 14095.386195046874, 440.4563698732236, 388.41905499776476, 14360.43547095656, 4471.76319062825, 41697.58609519902, 14031.550861811273]","[28, 43, 43, 43, 188, 240, 43, 384, 384, 384, 529, 575, 628, 642, 642, 642, 825]","[43, 84, 128, 240, 240, 272, 642, 432, 473, 642, 642, 642, 642, 690, 747, 861, 861]",0.05,30,1721532156111.8516,87674.31134450788,-87674.31134450788,CWT,uc1.c2693407,22513.326336440183,117859.75370366954,86573.97801117455,0.0,-14.5,0.0,-14.5,22511.379655410557,379547.3671854577,22511.37965541056,86573.97801117455,0.0,-14.5,,0.0,6.0,344.9640541000797,0.0,1.0,0.08096636096774552,0.29833711615581704,0.6488590879174646,0.9999999999999999,0.24465366509751124,0.0,0.9999999999999999,,0.2601431906829468,0.3697124738704208,0.3697124738704208,0.3697019311516686,0.23885577804592023,0.9360831658867173,1.0,,0.0,0.0,1.0,1.0,0.0,1.7982504928389558,0.73136653212726,7,1.8255831879815505,0.8773263311299874,4,0,0,0.4620174177923412,0.6656526917310117,7,1,0.11111111111111112,0.5285464732117616,0.9514431359588857,3,2.0615528128088303,0.8527462276565121,5.25,4.602739726027397,0.738873113828256,3,gaus,6.25,5.5,4.527692569068709,8,0.44642857142857145,1.0,0.3875,1,2.5
smoothed,gaus6,20.21238654617415,0.6723970988545226,300.0139779479533,-25.841352999913525,862,127,18213.76509966829,,False,15.746742161919686,86265.98868691649,0.016520494970032402,2.1186711143270667e-06,0.5266057845489314,19,31528.30487489979,120.18926609316622,85799.1997789859,"[13, 57, 91, 147, 201, 246, 298, 337, 396, 451, 484, 542, 573, 631, 660, 704, 732, 770, 832]","[1825.8293500576583, 1145.662008111196, 71177.5342476131, 14838.232780938182, 28496.390880697945, 20615.568793577797, 80370.75315595255, 758.1984822015584, 33881.59245470384, 85799.1997789859, 19977.01045670601, 43504.34101583608, 10026.839990189887, 120.18926609316622, 31743.656246425096, 30823.092215372046, 182.50532964399827, 80549.71824297955, 43201.47792701034]","[1, 1, 1, 126, 178, 178, 178, 335, 343, 343, 470, 521, 565, 616, 616, 616, 731, 343, 803]","[18, 59, 343, 178, 229, 267, 343, 343, 418, 616, 616, 616, 616, 632, 685, 744, 744, 860, 860]",0.05,30,425849028726.62054,51587.782935462805,-51587.782935462805,CWT,uc1.c2693407,31005.90372984246,84773.5703301645,50487.44960212947,0.0,-13.5,0.0,0.0,31003.957048812834,586977.792623096,31003.957048812834,50487.44960212947,0.0,4.5,,0.0,4.0,76.73426519548116,0.0,0.17831846118262049,0.042994710844263956,0.8015400461715332,0.3815930215650314,0.9345523969945825,0.04727639542703439,0.8789599805288109,0.31816324150538067,,0.05686195091778548,0.8822398168407364,0.8822398168407366,0.8822378470849668,0.8068172906655703,0.4772863426075323,0.5,,0.7435897435897436,0.05555555555555555,0.3858454070861009,0.3858454070861009,0.9743589743589742,2.082250133762584,0.8468720378033829,4,1.7031505355752825,0.8184884811469003,8,0,0,0.5860731793861502,0.8443863248140294,4,1,0.11111111111111112,0.4423692262218516,0.7963143927357083,8,2.309401076758503,0.8350427802315354,6.0,5.333333333333333,0.7032356758300534,4,gaus,6.25,5.5,4.527692569068709,8,0.44642857142857145,1.0,0.3875,1,3.25
smoothed,mexh,20.90607768910657,0.6883552258983868,455.9609153374962,-31.15464811509687,862,127,32519.430674301868,,False,15.87405358561089,170426.11089004207,0.015199900056287083,6.183669439853023e-07,0.42696739272904116,20,19340.106312131094,8.679788548986835,123494.75267473611,"[34, 62, 90, 132, 199, 246, 276, 316, 369, 402, 453, 483, 541, 572, 630, 677, 724, 764, 807, 849]","[2399.9495326962933, 151.42853283196018, 88340.81821627826, 5161.963151961776, 15573.672274728464, 21457.254025920243, 8961.479706402022, 380.0666021079014, 361.4637501263642, 8464.122628730447, 62461.86971879017, 10325.70963750742, 16313.863103517491, 5990.551303416465, 700.0592234399483, 1978.411179602008, 123494.75267473611, 12944.57292705476, 1331.4382642248656, 8.679788548986835]","[1, 1, 1, 126, 178, 230, 268, 315, 344, 344, 344, 469, 522, 565, 615, 344, 344, 744, 806, 848]","[37, 63, 344, 344, 344, 344, 344, 344, 370, 418, 615, 615, 615, 615, 631, 683, 861, 861, 861, 861]",0.05,30,1441280903481.2512,83210.49563733292,-83210.49563733292,CWT,uc1.c2693407,18817.705167073764,122469.12322591471,82110.16230399959,0.0,0.5,0.0,5.0,18815.75848604414,374742.1262426219,18819.541231826926,82110.16230399959,0.0,-8.5,,0.0,3.0,34.77521234869823,0.0,0.7466206421090891,0.007325098919922592,0.363206425855293,0.5516875261684719,0.9986005744137575,0.16476126429051752,0.7081506558363649,0.9482588348490346,,0.02506276740092546,0.1466816069357587,0.1466816069357587,0.14689562627428276,0.225698634349971,1.0,0.25,,1.0,0.8333333333333334,0.9240305720902884,0.9240305720902884,0.30769230769230765,1.4669298231469134,0.5966150888885614,11,1.9477199301033608,0.9360219745645499,3,0,0,0.49417558559190944,0.7119846483468582,6,1,0.11111111111111112,0.5555208222497507,1.0,1,4.349329450233296,0.6893336106976218,5.25,2.5142857142857142,0.6571668053488109,5,mexh,5.0,5.0,,1,0.35714285714285715,,,5,5.0
smoothed,fbsp,14.182074815432214,0.7920236768547783,490.91544067925736,-35.55728309187059,862,127,31078.84552516972,-538024.5981944912,True,16.18383728513937,145167.75528879973,0.013738154617290745,3.1026500889735177e-07,0.37547043754265597,21,26277.35423831307,157.64983199047856,94164.35798227941,"[1, 30, 61, 91, 148, 201, 245, 283, 314, 370, 398, 451, 485, 513, 543, 574, 631, 661, 723, 770, 831]","[2497.309574140869, 1680.4242905131555, 1074.5074093892035, 76037.3179580659, 10090.377033665673, 29371.825590845277, 19980.298240474138, 54039.560343702935, 2101.9964555224306, 157.64983199047856, 28505.44512125171, 81378.22257282589, 20276.927176996218, 2965.5697536174375, 36057.02063367203, 10095.540192827813, 1202.979216282347, 21139.054926336514, 26766.6041471072, 94164.35798227941, 32241.450553067672]","[0, 2, 2, 2, 125, 178, 178, 178, 313, 345, 345, 345, 469, 511, 520, 566, 614, 614, 345, 345, 803]","[2, 32, 62, 345, 178, 231, 266, 345, 345, 371, 419, 614, 614, 520, 614, 614, 633, 685, 745, 859, 859]",0.05,30,1023343223302.1573,64621.501737718805,-64621.501737718805,CWT,uc1.c2693407,25754.95309325574,93138.72853345801,63521.16840438547,0.0,1.0,0.0,-12.5,25753.006412226114,539764.4390045744,25753.006412226106,63521.16840438547,0.0,-12.5,,0.0,2.0,114.19483109279349,0.0,0.6893924287281084,0.0,0.0,0.9655742252389689,0.37777654716782616,0.9279757901815735,0.6198698237349812,0.7591529003182179,0.0,0.08525190085216289,0.5653447621157874,0.5653447621157875,0.5653374917070652,0.6775432573098237,0.5932836447615251,0.0,,0.10256410256410259,0.861111111111111,0.6076655327135743,0.6076655327135743,0.10256410256410253,1.5297436810386864,0.6221621156230369,10,1.801292520515739,0.8656528876469538,5,0,0,0.444473016710718,0.6403755542140015,9,0,0.0,0.48219352392996395,0.8680026105541363,5,2.6299556396765835,0.8121460257373869,7.25,6.545454545454545,0.647144441440122,6,fbsp,6.0,6.0,,1,0.42857142857142855,,,4,5.5
smoothed,gaus8,20.14019832078171,0.6659754827630305,268.3053367256631,-24.847931606129716,862,127,16208.044806652291,,False,15.62203871771051,79645.72511661433,0.01911541127277842,1.8538528406130066e-06,0.5535858604746603,19,33132.45411833989,31.911191058221448,80364.74534672973,"[12, 56, 91, 147, 201, 246, 299, 355, 396, 451, 487, 542, 573, 630, 659, 704, 732, 770, 832]","[3016.4257413058112, 1701.02334055561, 62605.29357885942, 20733.483825248157, 35714.91982917974, 22987.415456144052, 80364.74534672973, 31.911191058221448, 73046.29222491126, 41631.39045623136, 23161.69552348678, 52585.775709498485, 11829.813571269155, 306.8213362495062, 41155.591586244955, 35552.865852455936, 174.00313646853465, 73866.83220161052, 49050.328340950684]","[1, 1, 1, 126, 178, 178, 178, 343, 343, 419, 470, 513, 565, 616, 616, 616, 731, 343, 802]","[18, 59, 178, 178, 229, 267, 343, 356, 616, 616, 513, 616, 616, 632, 685, 744, 744, 802, 860]",0.05,30,339229075063.22296,46645.25197568559,-46645.25197568559,CWT,uc1.c2693407,32610.05297328256,79339.11589790833,45544.918642352255,0.0,-13.5,0.0,-4.5,32608.106292252935,617456.6282484579,32609.754084498523,45544.918642352255,0.0,0.0,,0.0,4.0,11.54380983946362,0.0,0.09863987433863412,0.036698677519433044,0.8834948381785712,0.21498290952550825,0.9278872920489354,0.0,0.9252117160782471,0.2685982124485906,,0.00745656369459384,0.9790502798348006,0.9790502798348009,0.9791493753952694,0.8902708416484781,0.40192828750555804,0.5,,0.5128205128205129,0.05555555555555555,0.30172875127596543,0.30172875127596543,0.7435897435897436,2.0557585702707994,0.8360976529227607,5,1.6196575406625198,0.7783639864735801,10,0,0,0.5543607452026037,0.7986965599638476,5,1,0.11111111111111112,0.41388363446168436,0.7450371217149638,10,2.886751345948129,0.7938034752894194,7.5,6.666666666666667,0.6290445947875669,7,gaus,6.25,5.5,4.527692569068709,8,0.44642857142857145,1.0,0.3875,1,5.5
smoothed,gaus3,20.4793636618206,0.7010705738348831,376.1143153749002,-28.58184233888047,862,127,25738.152812016524,,False,15.88393034525302,113587.70855641724,0.013048389208824332,2.6606465895393426e-06,0.024214842358747567,18,27341.963349412777,437.4434280705682,101284.04832644004,"[10, 44, 79, 121, 160, 220, 265, 309, 409, 465, 505, 554, 583, 630, 674, 736, 790, 842]","[768.5804383439099, 437.4434280705682, 10620.68579267979, 62756.258581556394, 11517.396056359277, 23970.273294247287, 11377.022796302419, 98235.35716139802, 16452.10783117648, 11930.374482764275, 101284.04832644004, 24401.311404493707, 6359.795526931655, 788.9226800555771, 21713.586511956568, 10471.52058687107, 60846.783189129754, 18223.872200653197]","[6, 43, 43, 43, 129, 188, 239, 43, 384, 384, 384, 529, 568, 627, 642, 692, 384, 825]","[43, 46, 84, 239, 239, 239, 271, 384, 431, 473, 692, 692, 692, 642, 692, 748, 861, 861]",0.05,30,794198870448.1233,66695.1022415053,-66695.1022415053,CWT,uc1.c2693407,26819.562204355447,100258.41887761863,65594.76890817197,0.0,-14.0,0.0,-14.0,26817.61552332582,480095.34028943,26817.615523325825,65594.76890817197,0.0,-14.0,,0.0,5.0,393.9884271728831,0.0,0.4772298207943071,0.05588013451733726,0.5754564977620468,0.5648833768604752,0.9592022686903627,0.25837256220578303,0.01771507282068996,0.5227173087011484,,0.29729691390529095,0.6295939592367723,0.6295939592367724,0.6295877635141063,0.5141643725999081,0.6920103935000376,0.75,,0.02564102564102566,0.027777777777777776,0.642956022805435,0.642956022805435,0.02564102564102566,1.826561656410115,0.7428809666312303,6,1.586771685517189,0.7625599262528979,11,0,0,0.4589349363886322,0.661211599329357,8,1,0.11111111111111112,0.4233765747384632,0.76212548257664,9,2.0816659994661326,0.8513095714667048,8.5,8.10230179028133,0.6220833571619239,8,gaus,6.25,5.5,4.527692569068709,8,0.44642857142857145,1.0,0.3875,1,6.25
smoothed,morl,19.985378904884076,0.6670442296801067,230.41275472971316,-23.43570521392909,862,127,13725.018870851844,,False,15.461129461148813,67516.3008969905,0.021910835489625705,3.8679840281510983e-07,0.5972121926456367,20,33479.59095369773,1364.6608174545581,72981.80081690733,"[8, 56, 91, 147, 201, 246, 299, 338, 368, 396, 451, 487, 544, 572, 630, 659, 703, 733, 771, 833]","[5383.784015743903, 4644.097990531191, 46095.10997239709, 31318.04072199044, 50269.05477015677, 29854.618480299552, 67040.60250893862, 2902.1103085382892, 1364.6608174545581, 72981.80081690733, 40503.64521425647, 28603.127542939226, 56917.49360980515, 14460.313263626722, 1482.9451701332946, 49860.403720556715, 41211.08205561234, 1434.2716986754858, 68212.52788957278, 55052.12850581853]","[1, 1, 1, 126, 178, 178, 178, 334, 344, 344, 418, 470, 513, 565, 616, 616, 684, 731, 616, 802]","[19, 61, 178, 178, 230, 267, 344, 344, 370, 802, 616, 513, 616, 616, 631, 684, 744, 744, 802, 861]",0.05,30,245640115564.17758,37219.88283520862,-37219.88283520862,CWT,uc1.c2693407,32957.189808640396,71956.17136808592,36119.549501875284,0.0,-13.0,0.0,-4.0,32955.24312761077,657531.8190739545,32955.24312761077,36119.549501875284,0.0,5.0,,0.0,3.0,1321.205816556873,0.0,0.0,0.00181957533296552,1.0,0.0,0.9135928880935561,0.007868190988567197,1.0,0.17778683349010188,,1.0,1.0,1.0,1.0,0.9999999999999999,0.29955106682432847,0.25,,0.5384615384615385,0.08333333333333333,0.14131892515143468,0.14131892515143468,0.9999999999999999,2.2684825906522255,0.922614648027772,3,1.5316043264381352,0.7360479726713852,12,0,0,0.6211653157435058,0.8949454035961295,3,1,0.11111111111111112,0.3820778804325932,0.6877831849493102,12,5.196152422706632,0.6288462555209549,7.5,4.8,0.5465659849033346,9,morl,9.0,9.0,,1,0.6428571428571429,,,6,8.25
smoothed,cgau8,15.30003854442788,0.7325849060050789,316.81717921736396,-30.29129580714134,862,127,17217.341973663104,-479689.79788122076,True,15.96584839580777,76667.32247809031,0.020361137096759546,4.2371394620401174e-05,0.41842364923935316,19,25681.06335109135,11.885260942257446,55638.877871964854,"[10, 55, 91, 148, 201, 246, 299, 353, 395, 451, 487, 543, 573, 630, 659, 704, 732, 770, 832]","[3167.3409370438667, 1932.0233878472227, 39771.339990214066, 20261.023643775236, 33352.56022812916, 19479.08999192101, 55299.93119620404, 11.885260942257446, 55638.877871964854, 30482.483279340813, 19594.84267187098, 42339.666859293284, 9566.77156700248, 328.1504966263574, 35287.277369578755, 29240.389082236026, 77.37938861979728, 53255.70738987894, 38853.46305824649]","[1, 1, 1, 125, 178, 178, 178, 343, 343, 419, 470, 513, 565, 616, 616, 616, 731, 616, 802]","[19, 59, 178, 178, 230, 267, 343, 354, 802, 616, 513, 616, 616, 632, 685, 744, 744, 802, 860]",0.05,30,306161104922.62305,37758.14448057856,-37758.14448057856,CWT,uc1.c2693407,25158.66220603402,54613.24842314345,36657.81114724522,0.0,-9.0,0.0,-4.5,25156.715525004394,475880.20367073565,25162.080607640717,36657.81114724522,0.0,-4.5,,0.0,4.0,31.56973995542762,0.0,0.13873488272693435,1.0,0.4344308420698383,0.6743300378371561,0.4809976131889799,0.49038332212508423,0.6935041824322471,0.24629930973065473,0.7836995934008082,0.02263346077991922,0.5293585861990879,0.5293585861990879,0.5296745021961202,0.5026229829276787,0.059061619501520946,0.5,,0.5128205128205129,0.3055555555555556,0.1504795697539363,0.1504795697539363,0.5128205128205128,1.2087433791301483,0.491608069591322,12,2.0654973586485688,0.9926226487796412,2,0,0,0.3587387882089891,0.5168537609267453,12,0,0.0,0.549153309279078,0.9885377600341144,2,5.773502691896258,0.5876069505788387,7.0,3.428571428571429,0.5438034752894194,10,cgau,10.0,10.0,,1,0.7142857142857143,,,2,8.0
