wavelet,wavelet_level,wavelet_mode,wavelet_mse,wavelet_psnr,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,signal_length,signal_type,emd_value,kl_divergence,change_point_indices,change_point_prominences,num_change_points,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,fft_frequency_max,fft_amplitude_max,fft_spectral_centroid,fft_spectral_bandwidth,fft_spectral_magnitude,fft_variance_magnitude,fft_num_peaks,fft_peak_amplitude,fft_dominant_frequency,fft_positive_frequencies,fft_positive_amplitudes,fft_snr_threshold,fft_stationarity_threshold,fft_dynamic_cutoff,fft_dynamic_cutoff_percentile,stft_frequency_max,stft_amplitude_max,stft_spectral_centroid,stft_spectral_bandwidth,stft_spectral_magnitude,stft_variance_magnitude,stft_peak_freq_over_time,stft_num_peaks,stft_peak_amplitude,stft_dominant_frequency,stft_positive_frequencies,stft_positive_amplitudes,stft_snr_threshold,stft_stationarity_threshold,stft_window,stft_nperseg,stft_noverlap,stft_dynamic_cutoff,stft_dynamic_cutoff_percentile,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,prominence_threshold,distance_factor,max_autocorrelation,upper_envelope,lower_envelope,wavelet_type,htid,stft_amplitude_max_diff,stft_frequency_max_diff,avg_prominence_diff,fft_variance_magnitude_diff,stft_noverlap_diff,prominence_max_diff,stft_spectral_magnitude_diff,upper_envelope_diff,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,stft_num_peaks_diff,fft_peak_amplitude_diff,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,stft_window_diff,stft_nperseg_diff,prominence_threshold_diff,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,stft_dominant_frequency_diff,relative_num_peaks_diff,max_autocorrelation_diff,stft_variance_magnitude_diff,fft_amplitude_max_diff,fft_dominant_frequency_diff,fft_snr_threshold_diff,stft_stationarity_threshold_diff,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,stft_dynamic_cutoff_percentile_diff,lower_envelope_diff,fft_stationarity_threshold_diff,stft_dynamic_cutoff_diff,fft_frequency_max_diff,fft_num_peaks_diff,fft_dynamic_cutoff_percentile_diff,fft_dynamic_cutoff_diff,prominence_min_diff,fft_spectral_centroid_diff,stft_peak_amplitude_diff,fft_spectral_bandwidth_diff,stft_spectral_bandwidth_diff,fft_spectral_magnitude_diff,distance_factor_diff,stft_snr_threshold_diff,stft_spectral_centroid_diff,emd_value_normalized,wavelet_mse_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,avg_variance_across_levels_normalized,kl_divergence_normalized,prominence_min_diff_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,max_autocorrelation_diff_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,reconstruction_signal_weighted_score,reconstruction_signal_normalized_weighted_score,reconstruction_signal_normalized_weighted_rank,wavelet_signal_weighted_score,wavelet_signal_normalized_weighted_score,wavelet_signal_normalized_weighted_rank,reconstruction_signal_num_missing_metrics,reconstruction_signal_missing_metrics_count,reconstruction_signal_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_rank,wavelet_signal_num_missing_metrics,wavelet_signal_missing_metrics_count,wavelet_signal_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank
dmey,1,smooth,0.5483934313211607,59.966280742635405,352495920.5492634,0.5367647058823529,163.86319731821715,619,smoothed,0.35815986224472857,-61.62855827030038,"[23, 55, 87, 111, 148, 168, 194, 216, 237, 260, 280, 307, 347, 386, 420, 442, 463, 502, 524, 551, 581, 602]","[419.01526550803936, 309.2441069938283, 634.5036631545427, 380.29676708068814, 433.2555370561574, 517.495428127959, 548.644532041188, 44.89254791076158, 460.6316594970846, 512.6779746085182, 241.91622002057804, 573.0593052020944, 274.65295307926567, 641.5454663778926, 376.77026486804573, 732.9920840570942, 438.5172254882766, 576.639690401977, 336.46378839847426, 459.96389326394, 257.4412958314177, 484.16093246239745]",22,3.9003994461195033,2021757.8467297377,0.9992695927985363,3.8214474217279984e-05,0.9999851363173949,0.4975767366720517,184001.9853394468,0.13719595033644516,0.14590845189821472,881152.2293559543,111078015.19084354,54,12333.182473833003,0.03231017770597738,"[0.0, 0.0016155088852988692, 0.0032310177705977385, 0.004846526655896608, 0.006462035541195477, 0.008077544426494346, 0.009693053311793216, 0.011308562197092085, 0.012924071082390954, 0.014539579967689823, 0.01615508885298869, 0.017770597738287562, 0.019386106623586433, 0.0210016155088853, 0.02261712439418417, 0.024232633279483037, 0.025848142164781908, 0.02746365105008078, 0.029079159935379646, 0.030694668820678516, 0.03231017770597738, 0.033925686591276254, 0.035541195476575124, 0.037156704361873995, 0.038772213247172865, 0.04038772213247173, 0.0420032310177706, 0.04361873990306947, 0.04523424878836834, 0.04684975767366721, 0.048465266558966075, 0.050080775444264945, 0.051696284329563816, 0.053311793214862686, 0.05492730210016156, 0.05654281098546042, 0.05815831987075929, 0.05977382875605816, 0.06138933764135703, 0.0630048465266559, 0.06462035541195477, 0.06623586429725364, 0.06785137318255251, 0.06946688206785137, 0.07108239095315025, 0.07269789983844911, 0.07431340872374799, 0.07592891760904685, 0.07754442649434573, 0.0791599353796446, 0.08077544426494346, 0.08239095315024234, 0.0840064620355412, 0.08562197092084008, 0.08723747980613894, 0.0888529886914378, 0.09046849757673668, 0.09208400646203554, 0.09369951534733442, 0.09531502423263329, 0.09693053311793215, 0.09854604200323103, 0.10016155088852989, 0.10177705977382877, 0.10339256865912763, 0.1050080775444265, 0.10662358642972537, 0.10823909531502424, 0.10985460420032311, 0.11147011308562198, 0.11308562197092084, 0.11470113085621972, 0.11631663974151858, 0.11793214862681746, 0.11954765751211632, 0.12116316639741519, 0.12277867528271406, 0.12439418416801293, 0.1260096930533118, 0.12762520193861068, 0.12924071082390953, 0.1308562197092084, 0.1324717285945073, 0.13408723747980614, 0.13570274636510501, 0.1373182552504039, 0.13893376413570274, 0.14054927302100162, 0.1421647819063005, 0.14378029079159937, 0.14539579967689822, 0.1470113085621971, 0.14862681744749598, 0.15024232633279483, 0.1518578352180937, 0.15347334410339258, 0.15508885298869146, 0.1567043618739903, 0.1583198707592892, 0.15993537964458807, 0.16155088852988692, 0.1631663974151858, 0.16478190630048467, 0.16639741518578352, 0.1680129240710824, 0.16962843295638128, 0.17124394184168015, 0.172859450726979, 0.17447495961227788, 0.17609046849757676, 0.1777059773828756, 0.17932148626817448, 0.18093699515347336, 0.1825525040387722, 0.1841680129240711, 0.18578352180936997, 0.18739903069466884, 0.1890145395799677, 0.19063004846526657, 0.19224555735056545, 0.1938610662358643, 0.19547657512116318, 0.19709208400646205, 0.1987075928917609, 0.20032310177705978, 0.20193861066235866, 0.20355411954765754, 0.20516962843295639, 0.20678513731825526, 0.20840064620355414, 0.210016155088853, 0.21163166397415187, 0.21324717285945075, 0.21486268174474962, 0.21647819063004847, 0.21809369951534735, 0.21970920840064623, 0.22132471728594508, 0.22294022617124395, 0.22455573505654283, 0.22617124394184168, 0.22778675282714056, 0.22940226171243944, 0.23101777059773831, 0.23263327948303716, 0.23424878836833604, 0.23586429725363492, 0.23747980613893377, 0.23909531502423265, 0.24071082390953152, 0.24232633279483037, 0.24394184168012925, 0.24555735056542813, 0.247172859450727]","[184001.9853394468, 1742.9476913729945, 2645.5261787588543, 2810.22351072288, 2253.3764305742266, 3897.14337208901, 2146.923726775019, 5582.148637731517, 4132.457080594298, 5449.714537487489, 7227.394606897431, 6080.2204277041865, 9850.400489603648, 2689.718003358588, 3842.709392141571, 1997.5577601584284, 7093.42750680871, 1116.6807920384774, 7119.750026485866, 1146.1526192652348, 12333.182473833003, 1444.4673642199205, 3200.1519040074963, 4312.555983925211, 2070.553323790161, 2308.7374844278356, 1849.0398098697594, 1235.3146381043018, 8890.491380574449, 4450.807322505056, 5782.716063386678, 9475.498246831683, 1704.65607287194, 4792.059801723858, 6151.382721342205, 1577.0123306605608, 1225.3340443377185, 4666.950818636649, 10445.570832239518, 4115.71310513017, 9000.533400750339, 9570.340708025398, 1807.1736334555528, 5548.185241853107, 1444.9796523219834, 5697.941775884414, 3007.6418161893366, 5260.00433426328, 6911.655187103296, 2530.1443167903926, 7192.256759794837, 4767.111021142263, 4228.814859818456, 1398.5186480216757, 6148.488055076089, 2331.7235491194315, 4504.375239532397, 6052.852417307411, 7067.007963146528, 2249.8528636202504, 3698.797309638561, 5048.170141388121, 2375.2818504572765, 3667.2435672544498, 4235.07862909162, 7334.234367208717, 5170.323490384655, 6185.470662196218, 5951.111594132924, 7064.217846197822, 5147.059729693769, 1135.1999330565668, 3326.8930469904876, 4086.392003541282, 3354.735677298227, 5276.750105126122, 7624.865195833703, 5102.702714204764, 3291.350868633778, 2411.6648461488526, 1490.5286708104557, 5161.652686767477, 3609.6994043976297, 2428.6664485988395, 5885.6734886684335, 3989.2810231818107, 3543.0681462662415, 1565.1592329978862, 2908.5775046500594, 2924.1470738448097, 3426.2870827122083, 1870.6802110395436, 1002.7285792395508, 6220.0035905393215, 1541.6874787592035, 3367.7089659544317, 3270.705787560703, 4429.294712378804, 2338.898678223516, 1389.844646504653, 3753.425621904304, 615.2185953344149, 1949.8944405928085, 597.5764113727479, 5977.07186191186, 1875.4021316405262, 1029.0970304575656, 1335.645959822204, 2570.1391127987986, 936.216808438519, 3221.7425105254297, 1122.4600327005276, 5161.694717005201, 2359.611512869298, 1744.1589461648014, 2383.397504052583, 2339.422916459646, 2655.9703886348416, 1377.1874335267698, 2609.6623332450536, 6031.17632720557, 784.0725545891763, 1553.6116611925665, 1930.8238676979627, 2641.2009775838574, 2124.510631500047, 993.8838140617115, 970.8115114707124, 2012.1732372185274, 1620.7270746621102, 1658.1961954095598, 1777.4344303893677, 1300.1756734576893, 1855.0794178850733, 4148.74470466361, 1897.3533156039568, 3556.4032672884728, 2127.550552590786, 2800.6712282466806, 1336.9621639081354, 1772.4700383448326, 1981.7650498116388, 1332.7278455414069, 2988.40705913318, 220.9979100754319, 2366.8201975191187, 900.9047759918824, 1766.927514941966, 1916.420771645751, 1712.1942493958186, 1662.764736718535, 2701.924509229068, 1413.9028782664275, 1492.6286949255395]",3.0,0.5,171.4163879655415,15,0.5,2241966.2767729308,0.12107556440590234,0.11788676050859141,18801417.542259287,3407237838.441924,"[0.015625, 0.015625, 0.046875, 0.078125, 0.109375, 0.109375, 0.015625, 0.09375, 0.125, 0.078125, 0.0625, 0.0625, 0.09375, 0.09375, 0.078125, 0.0625, 0.0625, 0.0625]",4,2241966.2767729308,0.0625,"[0.0, 0.015625, 0.03125, 0.046875, 0.0625, 0.078125, 0.09375, 0.109375, 0.125, 0.140625, 0.15625, 0.171875, 0.1875, 0.203125, 0.21875, 0.234375]","[123328.15452876127, 1996884.6097530476, 1416043.051599103, 1875105.692532718, 2241966.2767729308, 1633783.2505329056, 1645032.7315054985, 1580850.437775067, 1287746.63111127, 788888.7516734739, 670639.6715363443, 434869.3675970505, 394590.2195248502, 274254.31212639355, 289996.4532280971, 206887.81791914435]",3.0,0.3,tukey,64,32,171.4163879655415,15,22,438.8536637013736,44.89254791076158,732.9920840570942,"[23, 55, 87, 111, 148, 168, 194, 216, 237, 260, 280, 307, 347, 386, 420, 442, 463, 502, 524, 551, 581, 602]","[419.01526550803936, 309.2441069938283, 634.5036631545427, 380.29676708068814, 433.2555370561574, 517.495428127959, 548.644532041188, 44.89254791076158, 460.6316594970846, 512.6779746085182, 241.91622002057804, 573.0593052020944, 274.65295307926567, 641.5454663778926, 376.77026486804573, 732.9920840570942, 438.5172254882766, 576.639690401977, 336.46378839847426, 459.96389326394, 257.4412958314177, 484.16093246239745]","[0, 52, 0, 94, 117, 117, 117, 215, 215, 245, 263, 117, 310, 0, 412, 0, 458, 497, 515, 527, 556, 556]","[64, 64, 373, 117, 154, 180, 285, 217, 285, 285, 285, 373, 350, 437, 424, 618, 497, 618, 527, 618, 594, 618]",0.05,30,64333683.17586537,738.7906458498263,-738.7906458498263,DWT,txu.059172014718840,1797.2981984941289,0.0,0.702148549858407,94219.70555852354,0.0,4.67458260957244,84652.22710532323,1.1239791831596904,1.0,88,0.0,31.39053968988992,1.0,88,,0.0,0.0,1.0,88,0.0,0.0,82853.84253209084,28516793.043882847,68.65200611343607,0.0,0.0,0.0,0.702148549858407,15.447268096884727,1.1271106052742048,0.0,1.1239791831596904,0.0,0.2836120344584856,0.0,0.0,0.0,0.2836120344584856,0.22588124409489296,3.7284397455844553e-05,1797.2981984941289,2.4810908204331295e-06,2.7571402659756772e-05,1605.5713055544766,0.0,0.0,3.887654653866868e-06,1.0,1.0,0.0,0.0,0.7208477588050557,0.08218966604479047,0.7105775218691585,0.0,0.9999999999999999,0.6907343285379506,0.6907343285379506,1.0,0.6907343285379474,1.0,0.9999999999999999,0.9999999999998987,0.9999999999998987,2.7598077613917034,1.0,1,1.5775307545681074,0.8139456202694584,28,0,0,0.8969114428459604,1.0,1,0,0.0,0.43920186833987557,0.857400721263679,13,12.816005617976296,0.986566031846985,10.75,1.893368010403121,0.9876488440157356,1,dmey,732.0,835.0,281.3978500273234,9,0.9999520682548052,1.0,3.355222163635707e-05,7,2.5
coif17,1,smooth,1.8951768025637563e-26,314.5807058654061,486005524.4328764,0.5347222222222222,164.0527844614924,619,smoothed,1.0191596265536411e-13,-6.502629175860391e-10,"[23, 55, 87, 111, 148, 168, 194, 216, 237, 260, 280, 307, 347, 386, 420, 442, 463, 502, 524, 551, 581, 602]","[418.00000000000006, 308.66666666666674, 633.0, 379.00000000000006, 432.66666666666686, 516.0, 547.3333333333335, 44.6666666666668, 459.6666666666668, 511.00000000000034, 241.3333333333332, 572.0000000000005, 273.666666666667, 640.333333333333, 376.00000000000006, 737.666666666667, 437.0, 575.3333333333335, 336.33333333333326, 459.3333333333332, 257.33333333333337, 483.0000000000003]",22,4.247753922751992,2839926.226418361,0.9995114135298676,3.8402989715281e-05,1.0,0.4975767366720517,183933.33333333337,0.13715866593898934,0.14590597080739431,879546.6580503999,110983795.48528503,54,12301.79193414312,0.03231017770597738,"[0.0, 0.0016155088852988692, 0.0032310177705977385, 0.004846526655896608, 0.006462035541195477, 0.008077544426494346, 0.009693053311793216, 0.011308562197092085, 0.012924071082390954, 0.014539579967689823, 0.01615508885298869, 0.017770597738287562, 0.019386106623586433, 0.0210016155088853, 0.02261712439418417, 0.024232633279483037, 0.025848142164781908, 0.02746365105008078, 0.029079159935379646, 0.030694668820678516, 0.03231017770597738, 0.033925686591276254, 0.035541195476575124, 0.037156704361873995, 0.038772213247172865, 0.04038772213247173, 0.0420032310177706, 0.04361873990306947, 0.04523424878836834, 0.04684975767366721, 0.048465266558966075, 0.050080775444264945, 0.051696284329563816, 0.053311793214862686, 0.05492730210016156, 0.05654281098546042, 0.05815831987075929, 0.05977382875605816, 0.06138933764135703, 0.0630048465266559, 0.06462035541195477, 0.06623586429725364, 0.06785137318255251, 0.06946688206785137, 0.07108239095315025, 0.07269789983844911, 0.07431340872374799, 0.07592891760904685, 0.07754442649434573, 0.0791599353796446, 0.08077544426494346, 0.08239095315024234, 0.0840064620355412, 0.08562197092084008, 0.08723747980613894, 0.0888529886914378, 0.09046849757673668, 0.09208400646203554, 0.09369951534733442, 0.09531502423263329, 0.09693053311793215, 0.09854604200323103, 0.10016155088852989, 0.10177705977382877, 0.10339256865912763, 0.1050080775444265, 0.10662358642972537, 0.10823909531502424, 0.10985460420032311, 0.11147011308562198, 0.11308562197092084, 0.11470113085621972, 0.11631663974151858, 0.11793214862681746, 0.11954765751211632, 0.12116316639741519, 0.12277867528271406, 0.12439418416801293, 0.1260096930533118, 0.12762520193861068, 0.12924071082390953, 0.1308562197092084, 0.1324717285945073, 0.13408723747980614, 0.13570274636510501, 0.1373182552504039, 0.13893376413570274, 0.14054927302100162, 0.1421647819063005, 0.14378029079159937, 0.14539579967689822, 0.1470113085621971, 0.14862681744749598, 0.15024232633279483, 0.1518578352180937, 0.15347334410339258, 0.15508885298869146, 0.1567043618739903, 0.1583198707592892, 0.15993537964458807, 0.16155088852988692, 0.1631663974151858, 0.16478190630048467, 0.16639741518578352, 0.1680129240710824, 0.16962843295638128, 0.17124394184168015, 0.172859450726979, 0.17447495961227788, 0.17609046849757676, 0.1777059773828756, 0.17932148626817448, 0.18093699515347336, 0.1825525040387722, 0.1841680129240711, 0.18578352180936997, 0.18739903069466884, 0.1890145395799677, 0.19063004846526657, 0.19224555735056545, 0.1938610662358643, 0.19547657512116318, 0.19709208400646205, 0.1987075928917609, 0.20032310177705978, 0.20193861066235866, 0.20355411954765754, 0.20516962843295639, 0.20678513731825526, 0.20840064620355414, 0.210016155088853, 0.21163166397415187, 0.21324717285945075, 0.21486268174474962, 0.21647819063004847, 0.21809369951534735, 0.21970920840064623, 0.22132471728594508, 0.22294022617124395, 0.22455573505654283, 0.22617124394184168, 0.22778675282714056, 0.22940226171243944, 0.23101777059773831, 0.23263327948303716, 0.23424878836833604, 0.23586429725363492, 0.23747980613893377, 0.23909531502423265, 0.24071082390953152, 0.24232633279483037, 0.24394184168012925, 0.24555735056542813, 0.247172859450727]","[183933.33333333337, 1713.6390859825106, 2612.965086776855, 2742.5129052670104, 2267.1558995373452, 3872.739721532229, 2126.1276725671214, 5514.594782031391, 4086.3066637049956, 5498.065478293535, 7247.059849156407, 6107.1243528214845, 9844.761735759494, 2693.728718742343, 3844.9174903169787, 2003.0654721721785, 7043.704563722805, 1129.730530055837, 7084.435515443752, 1140.774198904087, 12301.79193414312, 1422.509745199523, 3154.23901056021, 4323.962922463316, 2093.2477825791393, 2322.882572157784, 1867.7025389774667, 1206.189068781032, 8840.098080985164, 4417.390712894827, 5772.403467495521, 9479.877923825594, 1715.4915375208648, 4766.5055438275, 6160.314076031367, 1571.3416565879652, 1237.3313995127066, 4677.514089171336, 10430.670747829077, 4121.2076183612935, 8987.548726630672, 9564.695800442682, 1818.473255809608, 5559.323424807132, 1436.4873452276524, 5694.555466889239, 2994.034247635602, 5262.293275522395, 6895.730733400291, 2516.1682801768766, 7163.164282877853, 4758.524302293684, 4225.560265324811, 1403.5570458310826, 6114.510172556021, 2332.6765555264124, 4490.987887944966, 6031.72901682112, 7038.5558962959385, 2229.4052576954427, 3671.3180062602923, 5025.05500929722, 2374.979513750455, 3661.6797688905267, 4216.036026915648, 7309.194826463395, 5142.8926661320775, 6174.854583805768, 5933.169914028663, 7042.44232193622, 5133.275298539125, 1141.041416611084, 3317.9871440210313, 4092.9213890778415, 3349.215319448424, 5273.6052216661565, 7619.89934183192, 5108.604928095489, 3285.9143008695023, 2421.0183908367285, 1483.2919955727416, 5155.613820324403, 3611.498696932621, 2435.2004601883823, 5888.4652839146875, 3978.6675515162624, 3532.298690382311, 1565.3420624210812, 2895.2271144653196, 2922.6490414335385, 3414.9753810753728, 1863.158369702553, 992.8177489457336, 6198.348551257356, 1532.3439383102873, 3343.8376669606005, 3253.936245071611, 4410.263408355469, 2321.361590013224, 1378.339242307858, 3736.3927694537824, 616.4610272568611, 1947.1488699255103, 593.0470119329325, 5948.873675701914, 1868.078740004761, 1032.9260098158643, 1331.7226494958675, 2563.1819961344927, 942.2045320598455, 3225.976685665243, 1128.1194252943571, 5160.55727066543, 2354.730813362114, 1745.6328581168516, 2391.8751363759993, 2336.999115259908, 2652.4270547885812, 1374.7577510830452, 2605.8499396157795, 6027.322654613997, 778.9704234302209, 1548.9888353048912, 1925.014894581035, 2638.1166394313695, 2121.2514424035858, 991.5653933129419, 972.7432224332117, 1998.4916715516179, 1617.2923037938262, 1650.8986981133003, 1765.8936440101309, 1296.3445603892837, 1839.867559070357, 4127.405412072767, 1882.368249847396, 3537.7248693000297, 2112.404005506124, 2785.3695357855445, 1333.7829344544828, 1767.8696106456916, 1975.0171230217059, 1324.9693612026788, 2981.9892293464104, 224.18856116687667, 2361.631344410575, 899.5613769695572, 1769.120393838614, 1913.024338599416, 1709.124757980006, 1662.5679108234242, 2706.4486433697843, 1413.1096334239446, 1490.8258949404424]",3.0,0.5,171.70000000000005,15,0.5,2240168.978574437,0.12107167675124844,0.11785918910593166,18716765.315153968,3378721045.398042,"[0.015625, 0.015625, 0.046875, 0.078125, 0.109375, 0.109375, 0.015625, 0.09375, 0.125, 0.078125, 0.0625, 0.0625, 0.125, 0.09375, 0.078125, 0.0625, 0.0625, 0.0625]",4,2240168.978574437,0.0625,"[0.0, 0.015625, 0.03125, 0.046875, 0.0625, 0.078125, 0.09375, 0.109375, 0.125, 0.140625, 0.15625, 0.171875, 0.1875, 0.203125, 0.21875, 0.234375]","[122668.31457878467, 1986862.9050065645, 1403781.6677365573, 1867282.5815626013, 2240168.978574437, 1627635.304457907, 1632987.1857297453, 1572588.1343605565, 1286564.851602125, 786031.1979688741, 664709.3639067031, 432753.02823902917, 394849.96826738975, 273090.9429688224, 287014.44202472235, 206054.1611215205]",3.0,0.3,tukey,64,32,171.70000000000005,15,22,438.15151515151535,44.6666666666668,737.666666666667,"[23, 55, 87, 111, 148, 168, 194, 216, 237, 260, 280, 307, 347, 386, 420, 442, 463, 502, 524, 551, 581, 602]","[418.00000000000006, 308.66666666666674, 633.0, 379.00000000000006, 432.66666666666686, 516.0, 547.3333333333335, 44.6666666666668, 459.6666666666668, 511.00000000000034, 241.3333333333332, 572.0000000000005, 273.666666666667, 640.333333333333, 376.00000000000006, 737.666666666667, 437.0, 575.3333333333335, 336.33333333333326, 459.3333333333332, 257.33333333333337, 483.0000000000003]","[0, 52, 0, 94, 117, 117, 117, 215, 215, 245, 263, 117, 310, 0, 412, 0, 458, 497, 515, 527, 556, 556]","[64, 64, 373, 117, 154, 180, 285, 217, 285, 285, 285, 373, 350, 437, 424, 618, 497, 618, 527, 618, 594, 618]",0.05,30,64250829.33333329,737.666666666667,-737.666666666667,DWT,txu.059172014718840,4.656612873077393e-10,0.0,1.7053025658242404e-13,1.4901161193847656e-08,0.0,3.410605131648481e-13,3.725290298461914e-09,3.410605131648481e-13,1.0,88,0.0,7.275957614183426e-12,1.0,88,,0.0,0.0,1.0,88,0.0,0.0,1.4901161193847656e-08,9.5367431640625e-07,0.0,0.0,0.0,0.0,1.7053025658242404e-13,3.637978807091713e-12,1.5502750598402185e-13,0.0,3.410605131648481e-13,0.0,5.684341886080802e-14,0.0,0.0,0.0,5.684341886080802e-14,1.1368683772161603e-13,2.7755575615628914e-17,4.656612873077393e-10,2.7755575615628914e-17,0.0,0.0,0.0,0.0,2.7755575615628914e-17,2.2306522977877159e-13,3.2244959185498984e-26,0.9559147258795356,0.07751164898830853,1.0,0.06455821953353179,1.0,0.99999999971032,5.033035751912897e-13,1.677580937817481e-13,1.677580937817481e-13,1.111815469431542e-13,1.6267451518230286e-13,7.296063448882832e-14,1.798487642631198e-13,3.034402400639096e-13,3.034402400639096e-13,6.141184459020712e-13,2.2252218233939105e-13,228,1.9381279477194835,1.0,1,0,0,2.191517448622233e-13,2.4434044922745113e-13,228,0,0.0,0.5122480742639899,1.0,1,131.05851110604505,0.8626221057588627,114.5,1.9912663755458513,0.8713005706991379,2,coif,256.1111111111111,199.0,199.8945628507938,153,0.3498617968013549,0.7103627935728161,0.5419879041672068,1,1.75
