signal_type,wavelet,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,wavelet_psnr,signal_length,scales_used,emd_value,kl_divergence,is_complex,change_point_indices,change_point_prominences,num_change_points,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,prominence_threshold,distance_factor,max_autocorrelation,upper_envelope,lower_envelope,wavelet_type,htid,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,max_autocorrelation_diff,prominence_min_diff,prominence_max_diff,avg_prominence_diff,upper_envelope_diff,prominence_threshold_diff,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,distance_factor_diff,lower_envelope_diff,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,relative_num_peaks_diff,emd_value_normalized,smoothness_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,correlation_normalized,avg_variance_across_levels_normalized,kl_divergence_normalized,prominence_min_diff_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,relative_num_peaks_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_right_bases_array_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_signal_weighted_score,reconstruction_signal_normalized_weighted_score,reconstruction_signal_normalized_weighted_rank,wavelet_signal_weighted_score,wavelet_signal_normalized_weighted_score,wavelet_signal_normalized_weighted_rank,reconstruction_signal_num_missing_metrics,reconstruction_signal_missing_metrics_count,reconstruction_signal_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_rank,wavelet_signal_num_missing_metrics,wavelet_signal_missing_metrics_count,wavelet_signal_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank,across_emd_value_normalized,across_smoothness_normalized,across_wavelet_psnr_normalized,across_wavelet_entropy_normalized,across_wavelet_energy_entropy_normalized,across_wavelet_sparsity_normalized,across_correlation_normalized,across_avg_variance_across_levels_normalized,across_kl_divergence_normalized,across_prominence_min_diff_normalized,across_avg_prominence_diff_normalized,across_relative_prominences_avg_diff_normalized,across_relative_prominences_wasserstein_normalized,across_relative_prominences_total_diff_normalized,across_prominence_max_diff_normalized,across_relative_num_peaks_diff_normalized,across_max_autocorrelation_diff_normalized,across_relative_right_bases_global_alignment_score_normalized,across_relative_right_bases_array_alignment_score_normalized,across_relative_left_bases_global_alignment_score_normalized,across_upper_envelope_diff_normalized,across_lower_envelope_diff_normalized,across_relative_peaks_global_alignment_score_normalized,across_reconstruction_signal_weighted_score,across_reconstruction_signal_normalized_weighted_score,across_reconstruction_signal_normalized_weighted_rank,across_wavelet_signal_weighted_score,across_wavelet_signal_normalized_weighted_score,across_wavelet_signal_normalized_weighted_rank,across_rank_variability,across_normalized_rank_stability,across_average_rank,across_harmonic_average_rank,across_stability_score_weighted,across_stability_rank,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,across_normalized_family_mean_rank,across_normalized_family_std_dev,across_final_family_stability_score,across_final_family_stability_rank,across_family_informed_rank,across_top_wavelet_rank
smoothed,morl,21.54600343037909,0.6595510788424174,516.4145478914973,-27.88145841025012,924,127,27622.988724869174,,False,"[21, 57, 110, 165, 209, 246, 295, 331, 388, 424, 454, 493, 554, 588, 654, 711, 765, 816, 854, 890]","[98471.0191873274, 45686.853660179666, 55954.62097035816, 46851.903254157696, 42783.65977799263, 8597.448220898374, 85711.65534833494, 83276.72134567235, 51221.620970660515, 1962.3873540689456, 51591.53908039684, 94239.02746144787, 49884.61481344857, 27797.920720521615, 61112.28818322613, 39607.03796206072, 42487.42134875777, 69268.23944149853, 13768.26476630691, 63969.4839883175]",20,15.702740386060867,303312.38015335344,0.02223177565055851,1.9420680307690113e-07,0.5374103468465217,19,65017.97051912136,194.31419207655563,142419.30301709435,"[21, 58, 92, 144, 209, 240, 295, 370, 424, 454, 514, 554, 588, 634, 697, 753, 791, 854, 890]","[122705.60282993733, 194.31419207655563, 55834.32126714791, 85408.95378700738, 89885.25428651721, 448.98132794585945, 142419.30301709435, 98711.06603397136, 1962.3873540689456, 136101.08105215582, 5154.321542092834, 119826.51602250939, 36285.13391518462, 38170.61369738321, 74568.3123262527, 103494.8534779918, 3702.7000363838506, 48442.52946002368, 72025.1942375609]","[0, 57, 57, 110, 110, 239, 110, 331, 388, 331, 493, 493, 571, 598, 654, 654, 788, 816, 493]","[493, 59, 110, 165, 268, 268, 493, 388, 425, 493, 517, 816, 654, 654, 711, 816, 816, 868, 923]",0.05,30,1189179005811.958,100539.38072267822,-100539.38072267822,CWT,mdp.39015056038220,0.0,-9.0,,171.64752540988889,140980.30301709435,64114.477765498166,99100.38072267822,0.0,64114.477765498166,1214561.1065299725,64114.47776549817,0.0,99100.38072267822,0.0,-13.5,0.0,4.5,4.0,0.0,0.0,0.9862625057324018,0.7145109858981892,0.8042285788490955,0.2645591851071297,1.0,0.0,,0.06810890082597357,0.7990036714183137,0.7990036714183137,0.7990036714183141,0.9874017298412883,0.21961278903011675,0.3333333333333333,,0.6666666666666666,,0.5238095238095237,0.07687198517454114,0.07687198517454114,0.8260869565217392,1.791390371715094,0.7626466358434514,7,1.8569509598559355,0.7135867346741533,3,0,0,0.5146479070527221,0.9172146224398321,5,1,0.11111111111111112,0.4656396013927964,0.7004335804629046,3,1.9148542155126762,0.8527035218836403,4.5,3.9622641509433962,0.753274837864897,3,morl,0.2727272727272727,,,5,3.5,0.0,0.017775445930342415,0.9566251436436125,0.680606763974286,0.8193056032909489,0.2198867285572483,1.0,0.0,,0.06810890082597357,0.8114159525595073,0.8114159525595073,0.8114159525595073,0.8929207645176808,0.21656848300977377,0.6666666666666666,,0.06896551724137931,0.0,0.5238095238095237,0.07668320627519172,0.07668320627519172,0.8260869565217392,1.8272864959012574,0.794788362393188,7,1.8172185950207869,0.7306784434267543,5,1.4142135623730951,0.9456071706779579,6.0,5.833333333333333,0.8574189699543635,1,8.5,8.5,10.606601717798213,2,0.3617021276595745,1.0,0.44680851063829785,3,1.5,1
smoothed,gaus8,21.639188463157865,0.6544551249275659,527.984146831609,-28.828377896509277,924,127,30305.023798176404,,False,"[22, 78, 111, 166, 209, 250, 295, 331, 387, 425, 455, 493, 555, 588, 654, 711, 765, 816, 854, 886]","[110662.55385988553, 21584.325157258696, 58829.67854712495, 60641.826609210686, 39590.470859099994, 10815.02980125009, 82274.04487507159, 85341.94321147366, 44463.51078440039, 397.9231890914016, 43219.62189162728, 105231.1344482628, 59798.12053932544, 31551.032554747206, 66130.37578892328, 39585.82927878356, 51780.24711836772, 68083.27673877789, 38528.82821365762, 90181.57296685321]",20,15.691798868474942,330695.66374924604,0.01962104561323175,5.993959137543672e-07,0.45459041292426866,18,69086.13739794528,397.9231890914016,145292.24855864403,"[22, 78, 145, 209, 250, 295, 369, 425, 455, 515, 555, 588, 633, 698, 742, 782, 854, 886]","[136536.78010383085, 37990.3772952605, 77151.48558561262, 76605.4294310979, 11602.786545725376, 145292.24855864403, 88719.97324150792, 397.9231890914016, 129636.28589078334, 1969.9045621609512, 129595.24742544944, 31551.032554747206, 17959.845055001304, 67755.4885340054, 96998.18793226736, 54378.13535979515, 38528.82821365762, 100880.5136843763]","[0, 58, 111, 166, 246, 166, 331, 387, 331, 493, 493, 571, 626, 654, 654, 765, 816, 493]","[493, 166, 166, 268, 268, 493, 387, 427, 493, 517, 816, 816, 654, 711, 816, 816, 868, 923]",0.05,30,1477203873310.369,113559.49675950043,-113559.49675950043,CWT,mdp.39015056038220,0.0,-9.5,,375.25652242473484,143853.24855864403,68182.64464432209,112120.49675950043,0.0,68182.64464432209,1222770.1398296817,68182.64464432208,0.0,112120.49675950043,0.0,-14.0,0.0,-0.5,5.0,0.03454633684931366,0.04130452481052869,0.9155280818266391,0.7074707659803515,0.8127113259396425,0.2225500526870387,0.8438661142529269,0.012865822444452911,,0.15179549977447349,0.906644890256771,0.906644890256771,0.9066448902567708,1.0,0.2384294417254209,0.6666666666666666,,0.3333333333333333,,0.47619047619047616,0.10823063293271162,0.10823063293271162,0.6086956521739131,1.993384203253061,0.848641245681658,3,1.7638759493077005,0.677819988921196,4,0,0,0.5342922505416683,0.9522251196154211,4,1,0.11111111111111112,0.44329982254330613,0.6668291979329525,5,0.816496580927726,0.9371925706978672,4.0,3.8709677419354844,0.8147501315027798,1,gaus,0.6363636363636364,1.0,0.2545454545454545,1,1.0,0.03454633684931367,0.058345764393423066,0.8880163016404896,0.6739006091487959,0.8271240423977345,0.18497109826589575,0.843866114252927,0.012816012406641042,,0.1517954997744735,0.9124099202763567,0.9124099202763567,0.9124099202763563,0.9043135509406145,0.23512429639177565,0.8333333333333333,,0.03448275862068967,0.0,0.4761904761904761,0.10796484482128797,0.10796484482128797,0.6086956521739131,1.9857522270250054,0.8637139081233135,3,1.7278510271005656,0.6947449813767277,7,2.8284271247461903,0.8912143413559157,5.0,4.2,0.8494533245241117,2,13.125,13.5,7.881412732922104,16,0.5585106382978723,0.7430667185038959,0.38612253764032056,4,2.5,2
raw,gaus6,21.719928433350002,0.654957902989399,540.3965690751119,-29.09223653460026,924,127,33106.697412196445,,False,"[22, 78, 112, 166, 209, 265, 296, 331, 369, 429, 493, 555, 589, 621, 655, 712, 764, 815, 854, 885]","[118752.47694784052, 34137.133908369084, 48902.57713228502, 69543.1819538742, 32786.20539028689, 77.35391151818112, 80977.61127791082, 78307.82743950849, 41136.53889010487, 34512.100408105245, 105726.13732401017, 70665.76525183352, 32444.398678660895, 5192.788867765097, 67036.16793696022, 53920.279529754946, 57245.371571584205, 47371.773749034866, 37350.92674568856, 108604.20489427111]",20,15.67383815368761,354876.0428084022,0.017079917730599622,2.526840368714219e-07,0.3308239660537747,18,64329.047592635354,3.6017667678206635,151398.80020791822,"[22, 78, 144, 209, 249, 296, 369, 429, 468, 514, 555, 589, 633, 698, 753, 791, 854, 885]","[143293.91798790207, 34137.133908369084, 58557.17149224462, 65052.29207165632, 13382.948990344914, 151398.80020791822, 121248.71625012509, 75982.61683430284, 3.6017667678206635, 3391.662754514975, 138525.54486512882, 32444.398678660895, 16806.72289729682, 66333.71165750572, 75004.94762344717, 5094.654633498381, 37350.92674568856, 119913.08730206397]","[0, 58, 112, 166, 246, 166, 331, 387, 467, 493, 493, 571, 626, 655, 655, 789, 655, 493]","[493, 166, 166, 267, 267, 493, 493, 493, 493, 517, 655, 655, 655, 712, 764, 815, 869, 923]",0.05,30,1750712550010.4697,120221.56906263491,-120221.56906263491,CWT,mdp.39015056038220,0.0,-13.0,,235.39823323217934,149878.80020791822,63189.91122899899,118701.56906263491,0.0,63189.91122899899,1132861.8566674364,63216.32921450963,0.0,118701.56906263491,0.0,-8.5,0.0,0.5,4.0,0.06973417961774611,0.07589849365655846,0.8642615553108286,0.6617258724593442,0.8338983120589317,0.15767785722942684,0.7084664657530637,0.016604571022543493,,0.1386743478439133,0.9056815969044123,0.9056815969044123,0.9062628007430222,0.7724050588983739,0.2696265275925472,1.0,,0.0,0.0,0.0,0.12191576604981472,0.12191576604981472,1.0,2.0266722023841144,0.9992121541904604,2,1.66315838502994,0.6541737649256107,5,0,0,0.47247411238356224,0.9066861978950352,3,1,0.11111111111111112,0.4179778578329998,0.6457411583154332,6,1.8257418583505538,0.8595583185884189,4.0,3.3333333333333335,0.7759330054480555,2,gaus,0.6136363636363636,1.0,0.27045454545454545,1,1.75,0.0706336950554169,0.023630588468395993,0.8688984823595071,0.6628923250424615,0.8338983120589317,0.1884159514217316,0.6105389989096646,0.024132991136902305,,0.09431147535080175,0.7884631962639566,0.7884631962639566,0.7891190339557909,0.7795356592787066,0.27404219800547464,0.6666666666666666,,0.4137931034482758,0.0,0.14285714285714285,0.12377628033001663,0.12377628033001663,0.6521739130434784,1.7671729852303533,0.7686416586272476,9,1.6272488696108638,0.6542942463680934,10,0.7071067811865476,0.9728035853389789,9.5,9.473684210526315,0.8037094849771818,4,13.125,13.5,7.881412732922104,16,0.5585106382978723,0.7430667185038959,0.38612253764032056,4,4.0,3
raw,gaus4,21.897184145318434,0.636457374646351,532.9276202629677,-30.686114689344315,924,127,39787.31830219872,,False,"[33, 78, 112, 166, 209, 266, 296, 331, 387, 439, 493, 555, 589, 621, 655, 712, 764, 807, 854, 885]","[121894.17290519309, 33095.419100603256, 13497.722083122128, 61035.45263575262, 29824.069136882248, 24613.89037786848, 75070.02578461006, 72543.94008140024, 46755.50094790239, 23423.734669579855, 102973.56526509003, 80365.27972301448, 27790.218114671123, 2235.905322206807, 62029.58022122711, 73195.39256668059, 53541.04837369915, 23502.629517348076, 37731.03827178704, 134412.0501741505]",20,15.538893710449189,407953.78909432475,0.014106224652650021,2.9279308123806096e-07,0.25450227133812325,19,61346.09950539325,941.2931829544978,155019.59093300134,"[33, 78, 144, 179, 209, 250, 296, 368, 423, 455, 514, 555, 589, 621, 669, 753, 807, 854, 885]","[155019.59093300134, 33095.419100603256, 36350.25154057333, 941.2931829544978, 54747.21201816408, 12339.515451719859, 136727.49474102352, 104331.3559250881, 64713.759455824445, 39299.56717990813, 2040.099831688317, 154177.36691043258, 27790.218114671123, 2235.905322206807, 62029.58022122711, 60507.37015783996, 30892.36175840823, 37731.03827178704, 150606.49048535014]","[0, 56, 112, 166, 166, 246, 166, 331, 387, 439, 493, 493, 571, 617, 655, 712, 712, 493, 493]","[493, 493, 166, 183, 266, 266, 493, 493, 493, 493, 517, 712, 712, 712, 712, 764, 815, 869, 923]",0.05,30,2524309863374.9126,136650.88108065777,-136650.88108065777,CWT,mdp.39015056038220,0.0,-12.5,,702.2931829544978,153499.59093300134,60206.96314175689,135130.88108065777,0.0,60206.96314175689,1140514.8906024718,60206.963141756896,0.0,135130.88108065777,0.0,-8.0,0.0,-3.5,3.0,0.15589598836745,0.08879736128109006,0.7446929115057555,0.5787310192292201,0.8487704749914191,0.026118046297418512,0.5414362107552527,0.04163783149946311,,0.46520389218439184,0.8206194211443211,0.8206194211443211,0.8204635825890496,0.7833697355304909,0.29315477836779236,0.75,,0.058823529411764705,0.0,0.25,0.16147202309293315,0.16147202309293315,0.6923076923076923,1.9502668527076548,0.9615419508136733,3,1.4776513343291888,0.5812078665063979,7,0,0,0.46750046914351445,0.8971416883424265,4,1,0.11111111111111112,0.37270442493532807,0.5757974556709281,10,3.1622776601683795,0.75674787229474,6.0,4.84149855907781,0.6476047053781393,5,gaus,0.6136363636363636,1.0,0.27045454545454545,1,4.0,0.15668438914421226,0.027646581643739915,0.7534143930806271,0.5801836585261708,0.8487704749914191,0.061657032755298324,0.4666557307348432,0.04897460856144533,,0.2862128695983396,0.7144102451935082,0.7144102451935082,0.7144102451935083,0.7901568101409415,0.2974282023756392,0.5,,0.4482758620689654,0.0,0.19047619047619044,0.1632487242510511,0.1632487242510511,0.47826086956521746,1.6974524566799294,0.738316329328271,13,1.4527399426641914,0.5841266223657596,13,0.0,1.0,13.0,13.0,0.75,6,13.125,13.5,7.881412732922104,16,0.5585106382978723,0.7430667185038959,0.38612253764032056,4,5.5,4
raw,fbsp,15.22506976211552,0.7525905852677506,1004.5861857379751,-34.583279394098724,924,127,66972.92988530968,-2373205.619444288,True,"[4, 37, 79, 129, 166, 207, 238, 299, 330, 368, 399, 429, 464, 502, 552, 590, 635, 669, 699, 754, 784, 853, 887, 920]","[8301.733606397494, 2202.9731456016307, 42411.93854568966, 49464.347893110375, 2540.516767849029, 73219.86265398124, 42529.70808498084, 98790.1091681401, 699.5877080302307, 36791.08908914169, 3401.1414422051457, 28171.327536844023, 11399.132274232958, 45986.31845452818, 95531.81685273508, 34947.72427761906, 24131.15771041806, 18489.254275841624, 27066.795792492176, 54177.58520565079, 40311.861629184255, 36423.83859601866, 1341.9638743567339, 2509.6320632268034]",24,15.869562373546252,736444.3706722785,0.015301745570318999,1.6677579712162515e-08,0.1694672426647298,23,55525.78525819259,1705.9823395653912,154962.1586657268,"[32, 79, 112, 144, 207, 238, 292, 322, 368, 398, 429, 466, 524, 555, 586, 635, 669, 699, 754, 784, 853, 883, 917]","[154962.1586657268, 51087.8795288097, 1705.9823395653912, 51637.63352581154, 76489.90253121208, 42774.040560565496, 114348.41936082445, 2436.439192489288, 105726.81528527799, 9361.54743265471, 72830.8844529718, 5495.482805431948, 2853.2073071234336, 130956.43633267266, 30997.066513963364, 18127.220206420756, 61826.71458242091, 37880.891555177004, 64807.55136799424, 39338.1139828769, 47310.540942735985, 145278.47506671835, 8859.657398984811]","[0, 58, 111, 111, 166, 221, 166, 321, 330, 387, 387, 464, 492, 492, 570, 626, 655, 679, 655, 655, 492, 492, 915]","[492, 166, 114, 166, 267, 267, 492, 330, 492, 400, 492, 492, 525, 655, 655, 655, 711, 711, 764, 815, 871, 923, 923]",0.05,30,6208711549054.568,232834.1198174316,-232834.1198174316,CWT,mdp.39015056038220,0.0,-12.0,,1466.9823395653912,153442.1586657268,54386.64889455623,231314.1198174316,0.0,54386.64889455623,1252032.0609384296,54386.64889455622,0.0,231314.1198174316,0.0,0.0,0.0,-12.0,1.0,0.5065163131149816,0.0,0.45233762886038303,0.7821020992302998,0.28896469435254823,0.8519573385044232,0.3553367985765771,0.1965651008028455,0.0,0.9999999999999999,0.6546465047560639,0.6546465047560639,0.6545221850496489,0.9431429342438508,0.29278157790147846,0.25,,1.0,0.0,0.5,0.39304890899891476,0.39304890899891476,0.038461538461538436,1.9220186857330712,0.9476147297557236,4,1.5204345631956868,0.5980358885127128,6,0,0,0.5210999279358826,1.0,1,0,0.0,0.3815311081602286,0.5894339499084003,8,2.9860788111948193,0.7703016299080908,4.75,2.5945945945945943,0.7024585072617378,3,fbsp,0.2727272727272727,,,3,3.0,0.5068525523243709,0.0,0.4710461861014499,0.7828534649083567,0.28896469435254823,0.857359724411747,0.30634590165608167,0.20271582641887068,0.09016950862936424,0.600512511106305,0.569918476125855,0.569918476125855,0.5699184761258547,0.9449242788235809,0.2970572581937051,0.16666666666666663,,0.9999999999999999,0.0,0.23809523809523805,0.3943349372961222,0.3943349372961222,0.10869565217391303,1.684020446183226,0.7324740021123313,14,1.5532289414350589,0.6245318578198744,11,2.1213203435596424,0.9184107560169368,12.5,12.32,0.718820762623853,8,8.5,8.5,0.7071067811865476,2,0.3617021276595745,0.06666666666666667,0.7268085106382978,1,6.25,5
smoothed,mexh,23.09979751586172,0.6605566349660837,867.90010305839,-37.933685906529334,924,127,95075.78073050632,,False,"[47, 93, 128, 206, 236, 290, 333, 388, 438, 492, 555, 589, 620, 654, 699, 753, 807, 846, 880]","[9037.56174926649, 201855.61086038998, 22934.716917282, 18374.19308526862, 12692.158667327414, 35626.299563157816, 31721.595136003696, 35777.27687739144, 23254.29504316816, 71591.2490855508, 15909.159231645855, 86546.40878365756, 1649.1782497924942, 63.85737760289339, 27829.869848714898, 24444.3464998696, 15801.454821458872, 224088.30360873023, 9852.280683994119]",19,15.403797940061681,792970.0094488498,0.016838446549024222,3.28282548397057e-07,0.14374280139660844,20,43242.717805945875,57.95056994602419,261569.61071224685,"[47, 93, 128, 206, 236, 290, 332, 367, 424, 456, 516, 555, 589, 620, 654, 699, 753, 807, 846, 880]","[9037.56174926649, 261569.61071224685, 22934.716917282, 18374.19308526862, 12692.158667327414, 35626.299563157816, 128.40766290372267, 31721.595136003696, 1251.3838231101472, 35777.27687739144, 57.95056994602419, 15909.159231645855, 86546.40878365756, 1649.1782497924942, 63.85737760289339, 27829.869848714898, 24444.3464998696, 15801.454821458872, 253586.645858277, 9852.280683994119]","[0, 0, 111, 167, 220, 270, 331, 333, 388, 388, 492, 492, 492, 617, 653, 653, 492, 492, 492, 872]","[54, 492, 492, 492, 492, 492, 333, 492, 425, 492, 517, 571, 653, 653, 655, 710, 763, 814, 923, 923]",0.05,30,11982179492185.816,228886.5160119253,-228886.5160119253,CWT,mdp.39015056038220,0.0,-4.0,,35.283903279357446,260130.61071224685,42339.22505232268,227447.5160119253,0.0,42339.22505232268,844074.0227855841,42357.404990113304,0.0,227447.5160119253,0.0,-13.0,0.0,-4.0,3.0,0.8688353471753798,0.013667531538069266,0.2353660132249319,0.5221591895333122,0.9456723479276341,0.2728486125746395,0.2578496425593937,0.23006182202460762,,0.012061241224907454,0.22284374180420746,0.22284374180420746,0.22332477188986521,0.41882121604432493,1.0,0.0,,1.0,,1.0,0.38599308631705254,0.38599308631705254,0.4565217391304348,1.3594342393920267,0.5787504307785907,11,1.4441902711429233,0.55497158627873,9,0,0,0.44403355204433764,0.7913644672555566,9,1,0.11111111111111112,0.41275200776419047,0.6208779617901226,7,1.632993161855452,0.8743851413957344,9.0,8.772151898734178,0.5910387245440211,7,mexh,0.6363636363636364,,,4,6.25,0.86883534717538,0.03120003100055548,0.22829322305314903,0.4973822422351703,0.9496725096445702,0.22677643486892005,0.2578496425593938,0.22917113756944835,,0.012061241224907454,0.27083607099465745,0.27083607099465745,0.2712873956588142,0.37874570109030975,0.986137847282084,0.5,,0.10344827586206895,0.0,1.0,0.3850451811754594,0.3850451811754594,0.4565217391304348,1.4856152557305855,0.6461765677669925,18,1.4160328092236454,0.5693671921032218,16,1.4142135623730951,0.9456071706779579,17.0,16.941176470588236,0.645880508415902,10,11.5,11.5,2.1213203435596424,2,0.48936170212765956,0.19999999999999998,0.5974468085106384,2,8.0,6
raw,gaus2,22.463506517965843,0.6566111054300031,684.5354273066215,-34.43571076050401,924,127,64427.47856332298,,False,"[36, 78, 128, 179, 209, 250, 295, 331, 387, 439, 491, 555, 589, 620, 655, 711, 753, 807, 854, 885]","[38525.00099024411, 147729.91219568034, 26428.685416817898, 5185.591831375248, 58102.15407667769, 8882.51547733663, 71573.68420873843, 60967.13956152368, 51107.01183281395, 35140.69119185727, 95033.68733626159, 88558.10382460749, 24593.393596611815, 2152.1170340929166, 44610.80830261225, 41667.315909059034, 40933.76404215211, 21355.978056626947, 184862.829759026, 828.6644685373467]",20,15.430299194864782,540247.8594151719,0.01591630503275438,3.2456397487586156e-07,0.17719837988548257,19,55244.53696910158,475.4698289582393,208829.0564668747,"[36, 78, 128, 179, 209, 250, 295, 368, 423, 455, 515, 555, 589, 620, 669, 753, 807, 854, 885]","[38525.00099024411, 197833.544055357, 26428.685416817898, 5185.591831375248, 58102.15407667769, 8882.51547733663, 71573.68420873843, 71977.56321925625, 35140.69119185727, 51107.01183281395, 475.4698289582393, 137263.9897605754, 24593.393596611815, 2152.1170340929166, 48457.326858025925, 40933.76404215211, 21355.978056626947, 208829.0564668747, 828.6644685373467]","[0, 0, 112, 166, 166, 246, 269, 331, 387, 387, 491, 491, 571, 618, 655, 655, 491, 491, 884]","[56, 491, 491, 189, 491, 269, 491, 491, 439, 491, 517, 655, 655, 655, 711, 764, 815, 923, 923]",0.05,30,5986246480430.721,189042.11983403814,-189042.11983403814,CWT,mdp.39015056038220,0.0,-12.5,,236.4698289582393,207309.0564668747,54105.40060546522,187522.11983403814,0.0,54105.40060546522,1024585.2024129301,54105.40060546521,0.0,187522.11983403814,0.0,-3.5,0.0,-3.5,3.0,0.4736869259071371,0.09901472142562454,0.46340784858487716,0.5119421565963184,0.8962862278255233,0.16943400799903094,0.37225641528865966,0.10403218984417756,,0.1394237833740163,0.6466263881803835,0.6466263881803835,0.6465035915227144,0.6172746216383025,0.6428139261313853,0.75,,0.5882352941176471,0.0,0.25,0.2876125032702339,0.2876125032702339,0.6923076923076923,1.8911283884434897,0.932384856635642,5,1.412258440814423,0.5554867351126709,8,0,0,0.4765412839994609,0.9144911723305702,2,1,0.11111111111111112,0.380702006128363,0.5881530559653712,9,3.1622776601683795,0.75674787229474,6.0,4.27299703264095,0.6476047053781393,4,gaus,0.6136363636363636,1.0,0.27045454545454545,1,3.25,0.47406550204376097,0.030827701863350782,0.4817382388195895,0.5136251003564216,0.8962862278255233,0.19974309569685314,0.32092080456113725,0.11089130458585258,,0.09475191856832405,0.5629363680966268,0.5629363680966268,0.5629363680966264,0.6292654932952007,0.6449733911693097,0.5,,0.7586206896551723,0.0,0.19047619047619044,0.2891219337547564,0.2891219337547564,0.47826086956521746,1.6783983845177988,0.7300286553129315,15,1.3980886504923968,0.5621520942573838,18,2.1213203435596424,0.9184107560169368,16.5,16.363636363636363,0.6418976857007761,11,13.125,13.5,7.881412732922104,16,0.5585106382978723,0.7430667185038959,0.38612253764032056,4,9.25,7
