signal_type,wavelet,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,wavelet_psnr,signal_length,scales_used,emd_value,kl_divergence,is_complex,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,dynamic_cutoff,dominant_frequency,amplitude_max,num_fft_peaks,positive_frequencies,positive_amplitudes,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,max_autocorrelation,upper_envelope,lower_envelope,spectral_magnitude,spectral_centroid,spectral_bandwidth,frequency_max,wavelet_type,htid,max_autocorrelation_diff,frequency_max_diff,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,relative_num_peaks_diff,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,spectral_centroid_diff,lower_envelope_diff,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,spectral_bandwidth_diff,spectral_magnitude_diff,avg_prominence_diff,num_fft_peaks_diff,amplitude_max_diff,prominence_min_diff,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,prominence_max_diff,upper_envelope_diff,dominant_frequency_diff,dynamic_cutoff_diff,emd_value_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,correlation_normalized,avg_variance_across_levels_normalized,kl_divergence_normalized,prominence_min_diff_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,spectral_centroid_diff_normalized,dynamic_cutoff_diff_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,amplitude_max_diff_normalized,frequency_max_diff_normalized,spectral_bandwidth_diff_normalized,num_fft_peaks_diff_normalized,relative_num_peaks_diff_normalized,dominant_frequency_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_weighted_score,reconstruction_normalized_weighted_score,reconstruction_normalized_weighted_rank,signal_weighted_score,signal_normalized_weighted_score,signal_normalized_weighted_rank,reconstruction_missing_metrics_count,reconstruction_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_rank,signal_missing_metrics_count,signal_dynamically_weighted_score,signal_normalized_dynamically_weighted_score,signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank,top_wavelet_rank
raw,mexh,5588399784.120467,0.7424630541871922,2162.4684995679795,-43.00470381406895,203,100,144313.2624480356,-491945.8176908556,False,13.401147954531064,613352.4581514789,0.01812289607433346,1.1161117428322122e-07,0.26187962110852225,159874.8292138292,,,,[],[],6,42019.972088930175,3711.7268417829764,158182.84816945595,"[30, 45, 55, 72, 91, 163]","[3711.7268417829764, 70235.72897278731, 4512.709652996389, 8948.72530444144, 6528.093592117017, 158182.84816945595]","[0, 0, 53, 64, 85, 0]","[31, 122, 122, 122, 122, 202]",4531476316154.133,188461.813639084,-188461.813639084,0.0,,,,CWT,uc1.b3747699,4531417784252.133,,0.0,-22.5,24.0,0.0,-18.0,,187407.813639084,41456.30542226351,235209.83253358107,41456.30542226351,,0.0,41456.30542226351,,,3672.7268417829764,0.0,-13.5,157129.84816945595,187407.813639084,,159474.8292138292,1.0,0.0,0.7318342708326494,1.0,1.0,0.5952874271033122,0.07573372581763678,0.0,0.0,0.0,0.0,0.0,,0.9999999999999999,0.7950601800515166,0.8668139426471335,,,,,0.0,,1.0,1.0,1.0,0.5324285938165003,0.5324285938165003,1.0,2.4439084988759254,1.0,1,1.834325596584704,0.9416539150109576,2,0,0.5519093793094038,1.0,1,0.0,0.5503569279691998,0.9761027121225689,2,0.5773502691896257,0.9422649730810374,1.5,1.3333333333333333,0.8961324865405187,1,mexh,1.0,1.0,,1,0.14285714285714285,,,2,1.25,1
raw,gaus4,1274496916.2709024,0.6497044334975369,968.3678398992107,-36.494489947152715,203,100,59622.66082721899,,False,13.429143752777858,645995.0720536112,0.020601890302442326,5.686115117966927e-07,0.36144218757883656,40434.681315807204,,,,[],[],3,86863.75976358958,6595.7016822774585,127803.79567245884,"[24, 95, 169]","[127803.79567245884, 6595.7016822774585, 126191.78193603245]","[0, 86, 120]","[120, 120, 202]",1015191070284.4237,129111.89924470353,-129111.89924470353,0.0,,,,CWT,uc1.b3747699,1015132538382.4237,,0.0,-24.0,27.0,0.0,-24.0,,128057.89924470353,86300.09309692291,243681.27929076873,86300.09309692292,,0.0,86300.09309692291,,,6556.7016822774585,0.0,-24.0,126750.79567245884,128057.89924470353,,40034.681315807204,0.24926294927440668,0.5673128244139158,0.811615114060631,0.11602602452532265,0.33462897526501745,0.8027282148243439,0.08997774984843951,,0.06592574168012777,1.0,1.0,1.0,,0.2195631968154165,0.8279695632714588,0.6289913031156368,,,,,0.6,,0.16412940713155036,0.7857142857142857,0.34375,0.2294328636993152,0.2294328636993152,0.4782608695652174,2.3804762056352673,0.974044734788625,2,1.3699211246987686,0.7032511527564247,3,0,0.5409407210494519,0.9801259796061506,2,0.125,0.41825740745886814,0.7418134832833495,3,0.5773502691896257,0.9422649730810374,2.5,2.4000000000000004,0.8461324865405186,2,gaus,5.875,5.5,2.900123150094541,8,0.8392857142857143,1.0,0.11249999999999998,1,1.75,2
raw,gaus2,2618891421.0611663,0.661871921182266,1505.766533620268,-39.682933818821255,203,100,91654.01605754321,-452980.6821695026,False,13.495249662995338,477455.72213211335,0.01902062378364528,5.647418527771125e-07,0.38803120373384536,94501.30620910753,,,,[],[],5,60974.98024962435,5238.921165822627,147820.55209095354,"[27, 38, 72, 92, 166]","[139931.9900579893, 6027.70734557035, 5238.921165822627, 5855.730587785976, 147820.55209095354]","[0, 33, 66, 87, 0]","[120, 120, 120, 120, 202]",2114886561761.0618,161998.1277896802,-161998.1277896802,0.0,,,,CWT,uc1.b3747699,2114828029859.0618,,0.0,-23.0,25.0,0.0,-27.5,,160944.1277896802,60411.313582957686,287964.90124812175,60411.31358295769,,0.0,60411.313582957686,,,5199.921165822627,0.0,-18.5,146767.55209095354,160944.1277896802,,94101.30620910753,0.5332038434957405,0.2894655623579403,1.0,0.39150968547250786,0.4219081272084804,0.8581270122987623,0.01643343879494054,1.0,0.03491064384068365,0.4226897223359522,0.4226897223359522,0.4226897223359522,,0.5728412581146533,1.0,0.7856926303468267,,,,,0.19999999999999996,,0.4255425343842528,0.9285714285714285,0.6875,0.3973250490624216,0.3973250490624216,0.17391304347826086,2.2182519258551925,0.9076657030635461,3,1.9479827645206136,1.0,1,0,0.4908350574192006,0.8893399456870535,3,0.0,0.5638309587035464,1.0,1,1.1547005383792515,0.8845299461620748,2.0,1.5,0.8422649730810374,3,gaus,5.875,5.5,2.900123150094541,8,0.8392857142857143,1.0,0.11249999999999998,1,2.5,3
raw,gaus6,1291301417.369954,0.6431527093596059,937.0064526856969,-36.055852509924144,203,100,56722.70120760184,,False,13.38305729263124,771242.0157491463,0.020833867642405482,4.329731645106139e-07,0.36319435358051205,25738.82594015023,,,,[],[],4,65007.29226314504,7837.476362857795,121867.34351322745,"[24, 73, 95, 169]","[121867.34351322745, 7837.476362857795, 10122.235674557018, 120202.11350193791]","[0, 66, 86, 120]","[120, 120, 120, 202]",916282347469.5265,120353.25136906243,-120353.25136906243,0.0,,,,CWT,uc1.b3747699,916223815567.5265,,0.0,-23.5,26.0,0.0,-23.5,,119299.25136906243,64443.62559647838,243119.16905258017,64443.625596478385,,0.0,64443.62559647838,,,7798.476362857795,0.0,-23.5,120814.34351322745,119299.25136906243,,25338.82594015023,0.22355635266995455,0.605536552312074,0.6802805252242125,0.11946948213145143,0.287632508833922,0.8063788910623249,0.14463086314177367,,0.09431188280292133,0.512608799706825,0.512608799706825,0.512608799706825,,0.12353864735460125,0.8257859101398723,0.5825177430169332,,,,,0.4,,0.14061740881563992,0.8571428571428571,0.375,0.18471783866516817,0.18471783866516817,0.5217391304347827,1.7873205865078519,0.7313369495338836,6,1.325720746081271,0.6805608192367772,4,0,0.4162796897256015,0.7542536969501882,4,0.125,0.40339073933938757,0.7154462398924146,4,1.0,0.9,4.5,4.363636363636364,0.7250000000000001,4,gaus,5.875,5.5,2.900123150094541,8,0.8392857142857143,1.0,0.11249999999999998,1,3.25,4
raw,gaus8,1213759004.920554,0.6426108374384236,843.358996686111,-35.003322998618664,203,100,49185.445322402455,,False,13.27510415188782,741364.0241599854,0.023887267759648067,3.267538405535465e-07,0.38614493159540314,16558.467972703074,,,,[],[],4,65259.14149117982,13945.061918166833,116281.57552021793,"[24, 73, 95, 169]","[115830.23379233324, 13945.061918166833, 14979.694734001307, 116281.57552021793]","[0, 66, 86, 120]","[120, 120, 120, 202]",719526450604.3398,109670.51919269715,-109670.51919269715,0.0,,,,CWT,uc1.b3747699,719467918702.3398,,0.0,-23.5,26.0,0.0,-23.5,,108616.51919269715,64695.474824513156,244126.56596471928,64695.47482451316,,0.0,64695.474824513156,,,13906.061918166833,0.0,-23.5,115228.57552021793,108616.51919269715,,16158.467972703074,0.15674259594222012,0.6972560414170536,0.37264176737578075,0.10358004820106657,0.283745583038869,0.8541969229878227,0.13159321758238018,,0.23392721576454525,0.5182249450213542,0.5182249450213542,0.5182249450213542,,0.06355304493955913,0.8296993870212614,0.5387895165345771,,,,,0.4,,0.09384575729611443,0.8571428571428571,0.375,0.1301798958820422,0.1301798958820422,0.5217391304347827,1.7391585382983974,0.7116299726844612,7,1.2113016008649506,0.6218235720186387,7,0,0.4091951097115605,0.7414172055267124,5,0.125,0.36514373950645607,0.6476120792410106,5,1.1547005383792515,0.8845299461620748,6.0,5.833333333333333,0.6422649730810375,5,gaus,5.875,5.5,2.900123150094541,8,0.8392857142857143,1.0,0.11249999999999998,1,4.0,5
raw,gaus5,1248396503.2859085,0.6829556650246306,990.6810034032181,-36.40072725743802,203,100,60894.245314215805,,False,13.448264706868816,826748.5148913539,0.01960879039164794,1.607042818903987e-07,-0.012423561509877369,29362.691607762954,,,,[],[],3,67590.39577587055,13459.772551058526,175195.80469942052,"[60, 78, 102]","[175195.80469942052, 14115.61007713258, 13459.772551058526]","[5, 69, 89]","[137, 137, 137]",984239649609.5846,129692.95473617542,-129692.95473617542,0.0,,,,CWT,uc1.b3747699,984181117707.5846,,0.0,-28.5,27.0,0.0,-28.5,,128638.95473617542,67026.72910920388,185861.18732761164,67026.72910920388,,0.0,67026.72910920388,,,13420.772551058526,0.0,-28.5,174142.80469942052,128638.95473617542,,28962.691607762954,0.2605348681089254,0.5754834893742491,0.8661049281124551,0.11067771545702479,0.5731448763250884,0.02377073871307578,0.16885183729592035,,0.22283382444681465,0.5702110596110476,0.5702110596110476,0.5702110596110473,,0.14721743699589301,0.6033534358533914,0.9999999999999998,,,,,0.6,,0.15677181793141717,0.1428571428571428,0.0625,0.23239929313183677,0.23239929313183677,0.0869565217391304,1.9045981822606128,0.7793246691259643,5,1.2181488567756007,0.625338621553656,6,0,0.37128013892290046,0.6727193862649661,9,0.125,0.3621169219123913,0.6422437723977246,6,1.7320508075688772,0.8267949192431123,6.5,6.206896551724139,0.5883974596215562,6,gaus,5.875,5.5,2.900123150094541,8,0.8392857142857143,1.0,0.11249999999999998,1,4.75,6
raw,morl,708275495.9217333,0.651871921182266,634.3199060485321,-31.529176403522822,203,100,31503.322484419223,,False,13.215883443913942,439795.69035264326,0.033163621602804345,6.899310696495672e-08,0.4561240745888401,12633.407530251372,,,,[],[],4,63098.80419397069,12059.05304525789,99428.55470314402,"[19, 75, 95, 169]","[96039.96985021871, 12059.05304525789, 44867.63917726214, 99428.55470314402]","[0, 65, 65, 121]","[121, 85, 121, 202]",324742312266.1573,84171.26323460019,-84171.26323460019,0.0,,,,CWT,uc1.b3747699,324683780364.1573,,0.0,-23.5,26.0,0.0,-19.0,,83117.26323460019,62535.137527304025,235485.21677588276,62535.13752730403,,0.0,62535.137527304025,,,12020.05304525789,0.0,-19.0,98375.55470314402,83117.26323460019,,12233.407530251372,0.0,1.0,0.20387794156648542,0.0,0.35017667844522954,1.0,0.0,,0.19081431061156362,0.4700502164974764,0.4700502164974764,0.4700502164974764,,0.03790621112427714,0.7961299767252606,0.4068555171054651,,,,,0.4,,0.0,0.8571428571428571,0.65625,0.0,0.0,0.9130434782608696,1.594683321875159,0.6525135137459659,9,1.2420096421613345,0.6375875930642463,5,0,0.40487807146162313,0.7335951999370643,6,0.125,0.3586149457159593,0.636032733180431,7,1.707825127659933,0.8292174872340067,6.75,6.445012787723785,0.5771087436170033,7,morl,7.0,7.0,,1,1.0,,,3,6.0,7
raw,gaus1,4218641305.7914495,0.6030541871921182,1252.8831078818157,-42.43102855737696,203,100,104314.76293095638,,False,13.144340884470736,2731466.487280713,0.022982875661703213,2.387053845522781e-07,-0.023832483444515443,6832.139004135373,,,,[],[],1,47457.534882708045,47457.534882708045,47457.534882708045,[109],[47457.534882708045],[3],[131],3946706044636.816,280048.3284705578,-280048.3284705578,0.0,,,,CWT,uc1.b3747699,3946647512734.816,,0.0,-29.5,29.0,0.0,-29.5,,278994.3284705578,46893.86821604138,30547.534882708045,46893.86821604138,,0.0,46893.86821604138,,,47418.534882708045,0.0,-29.5,46404.534882708045,278994.3284705578,,6432.139004135373,0.6454346174638548,0.049991188741771664,0.0,0.7193189358637013,0.0,0.0,0.9999999999999999,,1.0,0.12125565380933606,0.12125565380933606,0.121255653809336,,0.0,0.0,0.0,,,,,1.0,,0.8609918594860391,0.0,0.0,1.0,1.0,0.0,1.639626018171422,0.6709031941766916,8,0.9832845664160701,0.5047706706265701,9,0,0.37319705863671776,0.6761926371022973,7,0.125,0.3387135345813325,0.6007359641268348,8,0.816496580927726,0.9183503419072274,8.0,7.937007874015748,0.5591751709536137,8,gaus,5.875,5.5,2.900123150094541,8,0.8392857142857143,1.0,0.11249999999999998,1,6.25,8
raw,gaus7,1265123533.3321307,0.6645812807881774,940.1349078872445,-35.77847341600758,203,100,56989.86241876108,,False,13.381445131259742,833540.5843968168,0.02132438557206462,1.6137534956216478e-07,-0.014228402980503686,27838.49162403166,,,,[],[],3,69957.1094852935,15091.124517389537,174142.08440345357,"[50, 78, 102]","[174142.08440345357, 15091.124517389537, 20638.119535037407]","[5, 69, 89]","[137, 137, 137]",852814899383.6848,114494.3845253019,-114494.3845253019,0.0,,,,CWT,uc1.b3747699,852756367481.6848,,0.0,-28.5,27.0,0.0,-28.5,,113440.3845253019,69393.44281862683,192961.32845588052,69393.44281862685,,0.0,69393.44281862683,,,15052.124517389537,0.0,-28.5,173089.08440345357,113440.3845253019,,27438.49162403166,0.22592459443344987,0.6297079114133255,0.6756862788839654,0.11410529825172369,0.4413427561837456,0.020010311981911277,0.1718156441021019,,0.2601254425329373,0.6229879063527503,0.6229879063527503,0.6229879063527504,,0.13725812445608543,0.6309356507929614,0.9917509427873188,,,,,0.6,,0.12553030132864804,0.1428571428571428,0.0625,0.15480690020638116,0.15480690020638116,0.0869565217391304,1.9213140368759563,0.7861644729169132,4,1.0937653986529783,0.5614861787148036,8,0,0.37260654614037425,0.6751226924365943,8,0.125,0.3192632564643176,0.5662393161213081,9,2.217355782608345,0.7782644217391654,7.25,6.545454545454545,0.5266322108695827,9,gaus,5.875,5.5,2.900123150094541,8,0.8392857142857143,1.0,0.11249999999999998,1,7.0,9
raw,gaus3,1443178972.0748565,0.6645812807881774,959.9045060827895,-37.08941657722872,203,100,61244.79515606435,,False,13.312191428659741,946267.8886568699,0.0185484753055406,1.7729386384489327e-07,-0.018973054195626417,24469.26011403963,,,,[],[],3,52728.76316248259,12017.57169407517,129522.52647132843,"[60, 78, 102]","[12017.57169407517, 129522.52647132843, 16646.19132204418]","[5, 5, 89]","[69, 137, 137]",1153418874696.8406,166178.7086674487,-166178.7086674487,0.0,,,,CWT,uc1.b3747699,1153360342794.8406,,0.0,-28.5,27.0,0.0,-28.5,,165124.7086674487,52165.096495815924,141276.28948744776,52165.09649581594,,0.0,52165.096495815924,,,11978.57169407517,0.0,-28.5,128469.52647132843,165124.7086674487,,24069.26011403963,0.2636423056446745,0.515469749251265,0.4783309921590828,0.1505911392319022,0.4413427561837456,0.010124727264485878,0.22100565185154014,,0.1898660745852931,0.23880210902889015,0.23880210902889015,0.23880210902889037,,0.1152431461165409,0.43015262011326794,0.6424464000207046,,,,,0.6,,0.19698810565745264,0.1428571428571428,0.0625,0.41866792997975855,0.41866792997975855,0.0869565217391304,1.409691047081016,0.5768182596563671,10,0.9718248610595625,0.4988878129518371,10,0,0.287196585581123,0.5203690974422068,10,0.125,0.29096533165524235,0.5160506480954471,10,0.0,1.0,10.0,10.0,0.5,10,gaus,5.875,5.5,2.900123150094541,8,0.8392857142857143,1.0,0.11249999999999998,1,7.75,10
