signal_type,wavelet,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,wavelet_psnr,signal_length,scales_used,emd_value,kl_divergence,is_complex,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,dynamic_cutoff,dominant_frequency,amplitude_max,num_fft_peaks,positive_frequencies,positive_amplitudes,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,max_autocorrelation,upper_envelope,lower_envelope,spectral_magnitude,spectral_centroid,spectral_bandwidth,frequency_max,wavelet_type,htid,max_autocorrelation_diff,frequency_max_diff,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,relative_num_peaks_diff,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,spectral_centroid_diff,lower_envelope_diff,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,spectral_bandwidth_diff,spectral_magnitude_diff,avg_prominence_diff,num_fft_peaks_diff,amplitude_max_diff,prominence_min_diff,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,prominence_max_diff,upper_envelope_diff,dominant_frequency_diff,dynamic_cutoff_diff,emd_value_normalized,smoothness_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,correlation_normalized,avg_variance_across_levels_normalized,kl_divergence_normalized,prominence_min_diff_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,spectral_centroid_diff_normalized,dynamic_cutoff_diff_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,amplitude_max_diff_normalized,frequency_max_diff_normalized,spectral_bandwidth_diff_normalized,num_fft_peaks_diff_normalized,relative_num_peaks_diff_normalized,dominant_frequency_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_weighted_score,reconstruction_normalized_weighted_score,reconstruction_normalized_weighted_rank,signal_weighted_score,signal_normalized_weighted_score,signal_normalized_weighted_rank,reconstruction_missing_metrics_count,reconstruction_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_rank,signal_missing_metrics_count,signal_dynamically_weighted_score,signal_normalized_dynamically_weighted_score,signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank
smoothed,mexh,14935517665.181467,0.6742313104398072,2497.9916140302958,-49.174687295768564,263,127,233289.43031771798,,False,14.021272763616633,1201201.9362211449,0.014189252196003792,1.5988785378524663e-06,0.5039700911040634,241500.11908684822,,,,[],[],2,203050.1271955808,83239.94858228316,322860.30580887845,"[95, 206]","[322860.30580887845, 83239.94858228316]","[0, 170]","[262, 262]",16202433639924.53,353182.2717996896,-353182.2717996896,0.0,,,,CWT,uva.x030718198,16202359127861.809,,0.0,-31.0,30.0,0.0,-31.0,,352320.8717996896,202845.9459455808,399566.4543911616,202845.94594558084,,0.0,202845.9459455808,,,83238.74858228317,0.0,-31.0,321998.9058088784,352320.8717996896,,240984.71908684823,0.9999999999999999,0.15290820281076062,0.0,0.8705969659846065,0.9999999999999999,0.9467963386727694,0.7150069165189511,0.11479385798819354,,0.3078608362042111,0.7542640406789256,0.7542640406789256,0.7542640406789258,,0.9999999999999999,0.870136543302987,1.0,,,,,0.6666666666666666,,1.0,0.33333333333333337,0.08333333333333334,0.690742692646777,0.690742692646777,0.0909090909090909,3.309076387697652,1.0,1,1.9918097891074968,0.9380792115958503,2,0,0.642608379362854,1.0,1,0,0.6000127852469102,0.9303564736103589,2,0.5773502691896257,0.9422649730810374,1.5,1.3333333333333333,0.8961324865405187,1,mexh,1.0,1.0,,1,0.1,,,2,1.25
smoothed,gaus2,6864302798.103481,0.6770156582138259,1779.28521981956,-45.65108033985351,263,127,146574.65430973613,,False,14.071674563797552,874165.4035265939,0.013122271311078022,5.0803920121803536e-06,0.6983121463354576,175278.0561318801,,,,[],[],3,152039.0738895552,16338.041245604283,238282.26297335347,"[55, 91, 226]","[16338.041245604283, 238282.26297335347, 201496.91744970783]","[0, 0, 167]","[65, 167, 262]",7212783527431.185,240756.48788933753,-240756.48788933753,0.0,,,,CWT,uva.x030718198,7212709015368.465,,0.0,-30.5,29.0,0.0,-30.5,,239895.08788933753,151834.8926395552,449583.4216686656,151834.8926395552,,0.0,151834.8926395552,,,16336.841245604282,0.0,-30.5,237420.86297335348,239895.08788933753,,174762.6561318801,0.5147335385588735,0.903167017312176,0.3125906780033157,1.0,0.3878813977865092,1.0,0.9999999999999999,0.04105003925139845,,0.023503436083421047,0.46296460771996945,0.46296460771996945,0.46296460771996933,,0.7246132554188698,1.0,0.664230973522254,,,,,0.33333333333333337,,0.40028841607415266,0.6666666666666666,0.16666666666666666,0.3213919996439216,0.3213919996439216,0.18181818181818182,2.199872603168508,0.6647995831547147,3,2.123285288157118,1.0,1,0,0.44234276800223576,0.6883551198644787,3,0,0.6449278338640341,1.0,1,1.1547005383792515,0.8845299461620748,2.0,1.5,0.8422649730810374,2,gaus,5.5,5.5,2.449489742783178,8,0.55,1.0,0.31499999999999995,1,1.75
smoothed,gaus4,2910465778.374118,0.6638723391515224,1057.9460082670496,-41.817405396719565,263,127,94459.10445732997,,False,14.002265300393328,944551.4323739576,0.015257129467170874,3.6880590197902385e-06,0.639758875020273,85160.78023015035,,,,[],[],3,134608.73528650613,12487.350886281842,211910.33678502758,"[50, 89, 232]","[211910.33678502758, 12487.350886281842, 179428.51818820898]","[0, 73, 166]","[166, 166, 262]",2985506863778.4263,184149.84915442314,-184149.84915442314,0.0,,,,CWT,uva.x030718198,2985432351715.706,,0.0,-30.5,29.0,0.0,-30.5,,183288.44915442314,134404.55403650613,397292.4058595184,134404.55403650616,,0.0,134404.55403650613,,,12486.150886281841,0.0,-30.5,211048.9367850276,183288.44915442314,,84645.38023015036,0.2230885660733552,0.6031221925643758,0.6526884995571255,0.8217966572416096,0.08802354122409542,0.748855835240275,0.9141345020760012,0.0569214604353147,,0.007136603763727177,0.3634283813086039,0.3634283813086039,0.3634283813086039,,0.34985743940068237,0.8642322308448268,0.559536236144412,,,,,0.33333333333333337,,0.11828113526477453,0.6666666666666666,0.16666666666666666,0.13542308292305055,0.13542308292305055,0.18181818181818182,1.5823795813337327,0.47819373019511985,5,1.7823511456590835,0.8394308365438992,3,0,0.329189985976799,0.5122715429001887,5,0,0.5135789068015191,0.7963354655116243,4,0.9574271077563381,0.9042572892243662,4.25,4.067796610169491,0.7396286446121831,3,gaus,5.5,5.5,2.449489742783178,8,0.55,1.0,0.31499999999999995,1,2.5
smoothed,gaus1,12262207091.621256,0.6246818957516242,1976.8269405801054,-49.07129498644422,263,127,203640.60325379975,,False,13.971989589478614,5126883.469431678,0.01793656702051157,5.52973739469486e-06,0.016393649024566512,72366.36242773593,,,,[],[],1,70966.78328013922,70966.78328013922,70966.78328013922,[148],[70966.78328013922],[4],[189],15757136584533.166,447316.3721760005,-447316.3721760005,0.0,,,,CWT,uva.x030718198,15757062072470.445,,0.0,-31.5,31.0,0.0,-31.5,,446454.9721760005,70762.60203013923,64432.98328013922,70762.60203013924,,0.0,70762.60203013923,,,70965.58328013922,0.0,-31.5,70105.38328013923,446454.9721760005,,71850.96242773594,0.8340815480643902,1.0,0.00917226934683224,0.7440659247028141,0.7972568989279503,0.0,0.0,1.0,,0.25569542694304687,0.0,0.0,0.0,,0.29665140941315793,0.0,0.0,,,,,1.0,,0.9702936377873997,0.0,0.0,1.0,1.0,0.0,1.510181151683193,0.4563754276866144,6,1.7263892378427985,0.81307455360424,4,0,0.3230457481531147,0.5027101396863428,7,0,0.5480720801302483,0.8498192376758154,3,1.8257418583505538,0.8174258141649446,5.0,4.48,0.6587129070824723,4,gaus,5.5,5.5,2.449489742783178,8,0.55,1.0,0.31499999999999995,1,3.25
smoothed,gaus8,2737902304.1384277,0.6468668602736445,890.792751022508,-40.652890624547254,263,127,75884.37887979783,,False,13.845295174920153,1076940.6747480938,0.016826916602514886,2.628937078565351e-06,0.6271681609566674,33949.622613988635,,,,[],[],3,119902.23885126361,31557.10590594403,182433.76966253674,"[47, 94, 232]","[145715.8409853101, 31557.10590594403, 182433.76966253674]","[0, 73, 166]","[166, 166, 262]",2280107342500.7456,177463.10658649262,-177463.10658649262,0.0,,,,CWT,uva.x030718198,2280032830438.0254,,0.0,-30.5,29.0,0.0,-26.0,,176601.70658649263,119698.05760126362,353172.91655379086,119698.05760126363,,0.0,119698.05760126362,,,31555.90590594403,0.0,-30.5,181572.36966253674,176601.70658649263,,33434.22261398863,0.11914213654651981,0.37488364691599974,0.7559964072586774,0.4187870343096227,0.07493637722439692,0.42391304347826003,0.895670837997,0.08677405277996991,,0.0881899873547594,0.27944669901126895,0.27944669901126895,0.27944669901126895,,0.13689406506823276,0.7496809155449561,0.4425162872923021,,,,,0.33333333333333337,,0.07122298962926656,0.6666666666666666,0.16666666666666666,0.11345523074986757,0.11345523074986757,1.0,1.440164913050562,0.4352165814016104,8,1.411210458863064,0.6646353491611618,6,0,0.33717296214926623,0.5246943130177871,4,0,0.3937629420638058,0.6105534935662589,6,1.632993161855452,0.8367006838144548,6.0,5.647058823529412,0.6183503419072274,5,gaus,5.5,5.5,2.449489742783178,8,0.55,1.0,0.31499999999999995,1,4.0
smoothed,gaus3,3910878385.27503,0.6393521152061316,1197.5613347319525,-43.182128758896276,263,127,102667.13120266904,,False,13.967149718691415,1629498.0622783795,0.01858972609989122,3.4868913982072105e-06,0.11696543659039532,0.0,,,,[],[],1,246082.30886790444,246082.30886790444,246082.30886790444,[137],[246082.30886790444],[5],[194],4060011675219.149,242990.48306696734,-242990.48306696734,0.0,,,,CWT,uva.x030718198,4059937163156.4287,,0.0,-31.5,31.0,0.0,-31.5,,242129.08306696735,245878.12761790445,239548.50886790446,245878.12761790445,,0.0,245878.12761790445,,,246081.10886790443,0.0,-31.5,245220.90886790445,242129.08306696735,,515.4,0.26902168471230764,0.5597709941853177,0.5316194341343624,0.7316399009921938,0.16389454412240345,0.2803203661327225,0.1474835892594617,0.21137081110534145,,1.0,1.0,1.0,1.0,,0.0,0.4546678599677843,0.6951966204997821,,,,,1.0,,0.18996278853729914,0.0,0.0,0.3287313095275028,0.3287313095275028,0.0,2.401406158313434,0.7257028478524349,2,1.2710465933062138,0.5986226158093926,8,0,0.49980642057570523,0.7777776272871872,2,0,0.3618901655805139,0.5611328067704531,7,3.2015621187164243,0.6798437881283576,4.75,3.154929577464789,0.6024218940641788,6,gaus,5.5,5.5,2.449489742783178,8,0.55,1.0,0.31499999999999995,1,4.75
smoothed,gaus5,2915329668.7583404,0.6381545462710697,1055.5785237543362,-41.90357057746834,263,127,92751.16573060435,,False,14.015494283649003,1214566.9898732095,0.014026050515454809,2.8469996188897693e-06,0.16306010749618863,18752.977719691546,,,,[],[],2,150336.72256987737,10808.293462431942,289865.1516773228,"[63, 137]","[10808.293462431942, 289865.1516773228]","[4, 4]","[76, 196]",3024550137138.908,194273.93423040223,-194273.93423040223,0.0,,,,CWT,uva.x030718198,3024475625076.188,,0.0,-31.0,30.0,0.0,-31.0,,193412.53423040223,150132.54131987737,294139.64513975475,150132.54131987737,,0.0,150132.54131987737,,,10807.093462431942,0.0,-31.0,289003.7516773228,193412.53423040223,,18237.577719691544,0.21353073267481057,0.4218756646684369,0.645044505034603,0.8557611300199318,0.08839241726473387,0.2574370709382141,0.21507916129272542,0.11780755827973231,,0.0,0.45324330337551455,0.45324330337551455,0.45324330337551444,,0.07369829043883544,0.596407634431654,0.8690115021604372,,,,,0.6666666666666666,,0.12088576425652182,0.33333333333333337,0.08333333333333334,0.16868358339520628,0.16868358339520628,0.0909090909090909,1.6319091535549213,0.4931615237478246,4,1.2858549120703375,0.605596864087153,7,0,0.3236673351747736,0.5036774271379556,6,0,0.35186603002164846,0.5455897722904453,8,1.707825127659933,0.8292174872340067,6.25,5.843478260869565,0.6021087436170034,7,gaus,5.5,5.5,2.449489742783178,8,0.55,1.0,0.31499999999999995,1,5.5
smoothed,gaus7,2858800854.413828,0.6361186790814646,999.6945065860755,-41.29777678739543,263,127,85305.02494552973,,False,13.968157416962908,1186264.404630356,0.015404926609236305,2.5537091466958945e-06,0.1531031587358005,19502.637252202814,,,,[],[],2,137582.98401706145,27153.429179850158,248012.53885427275,"[61, 137]","[27153.429179850158, 248012.53885427275]","[4, 4]","[77, 196]",2630724203971.702,195644.5383289185,-195644.5383289185,0.0,,,,CWT,uva.x030718198,2630649691908.982,,0.0,-31.0,30.0,0.0,-31.0,,194783.13832891852,137378.80276706145,268632.1680341229,137378.80276706145,,0.0,137378.80276706145,,,27152.229179850157,0.0,-31.0,247151.13885427275,194783.13832891852,,18987.237252202813,0.17186122078178542,0.35867218618262786,0.6987864501318568,0.7342270945693131,0.08410528832674836,0.21853546910754984,0.20047778473577194,0.11142557795864981,,0.06947276217158499,0.3804128760903911,0.3804128760903911,0.380412876090391,,0.07681577559393966,0.5301803254031212,0.7028595010970713,,,,,0.6666666666666666,,0.09461310945736043,0.33333333333333337,0.08333333333333334,0.17318640788983658,0.17318640788983658,0.0909090909090909,1.46123748757966,0.44158469505635733,7,1.1997736163372574,0.5650553051109716,9,0,0.29541395300116785,0.4597107079339219,8,0,0.3222613839742879,0.4996859602778877,9,0.9574271077563381,0.9042572892243662,8.25,8.161943319838057,0.5396286446121832,8,gaus,5.5,5.5,2.449489742783178,8,0.55,1.0,0.31499999999999995,1,6.25
smoothed,gaus6,2842410701.4959354,0.6524654950450586,1000.9072867248292,-41.428704681361175,263,127,86142.80558622515,,False,13.953636889485908,1092305.6589267238,0.015260507407139372,3.0124948236310865e-06,0.6096890371749131,55158.89400978105,,,,[],[],3,123979.7160561685,17316.347260443406,179783.9245045592,"[48, 89, 233]","[174838.87640350295, 17316.347260443406, 179783.9245045592]","[0, 73, 166]","[166, 166, 262]",2725955532529.2964,185041.58305212634,-185041.58305212634,0.0,,,,CWT,uva.x030718198,2725881020466.576,,0.0,-30.5,29.0,0.0,-30.5,,184180.18305212635,123775.5348061685,365405.34816850553,123775.5348061685,,0.0,123775.5348061685,,,17315.147260443406,0.0,-30.5,178922.5245045592,184180.18305212635,,54643.49400978105,0.17654954341479,0.45753953241746514,0.6871714091649307,0.6969466739438013,0.08286226386768106,0.5308924485125863,0.8700385610450149,0.09023871955229315,,0.027661591896561335,0.3027311975799657,0.3027311975799657,0.3027311975799656,,0.22509355544950854,0.7814410549489128,0.43199658384230477,,,,,0.33333333333333337,,0.10096611877073373,0.6666666666666666,0.16666666666666666,0.13835268253654714,0.13835268253654714,0.18181818181818182,1.358876587941589,0.4106513204087897,9,1.588901928798334,0.7483223934440784,5,0,0.29289590794327586,0.45579223264048013,9,0,0.4490298939898203,0.6962482783530883,5,2.309401076758503,0.7690598923241497,7.0,6.428571428571429,0.5345299461620749,9,gaus,5.5,5.5,2.449489742783178,8,0.55,1.0,0.31499999999999995,1,7.0
smoothed,morl,1749813394.9770482,0.6462980150294901,663.4248351060054,-37.902415907439824,263,127,54594.25375336298,,False,13.682179830815295,692118.1115133025,0.022544113534341253,8.893207717438481e-07,0.6835068389210593,27085.15306985576,,,,[],[],4,88983.13681957172,16256.14479284989,164524.0955103046,"[30, 99, 127, 232]","[100667.61922955976, 16256.14479284989, 74484.68774557259, 164524.0955103046]","[0, 73, 73, 168]","[168, 109, 168, 262]",1212477878781.7056,142928.7372258126,-142928.7372258126,0.0,,,,CWT,uva.x030718198,1212403366718.9856,,0.0,-30.0,28.0,0.0,-30.0,,142067.3372258126,88778.95556957173,349398.7472782869,88778.95556957173,,0.0,88778.95556957173,,,16254.944792849888,0.0,-25.5,163662.69551030462,142067.3372258126,,26569.75306985576,0.0,0.0,1.0,0.0,0.0,0.4130434782608691,0.9782887434894607,0.0,,0.023155346420339243,0.10288267404595708,0.10288267404595708,0.10288267404595697,,0.10834793049189749,0.7398817074970693,0.3714161098346274,,,,,0.0,,0.0,1.0,1.0,0.0,0.0,0.2727272727272727,0.9639093390247147,0.29129256206000476,10,1.156532888700132,0.5446902943993608,10,0,0.2731554563649342,0.4250729762281777,10,0,0.29891652771879124,0.46348833469918105,10,0.0,1.0,10.0,10.0,0.5,10,morl,10.0,10.0,,1,1.0,,,3,8.25
