signal_type,wavelet,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,wavelet_psnr,signal_length,scales_used,emd_value,kl_divergence,is_complex,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,prominence_threshold,distance_factor,max_autocorrelation,upper_envelope,lower_envelope,fft_frequency_max,fft_amplitude_max,fft_spectral_centroid,fft_spectral_bandwidth,fft_spectral_magnitude,fft_variance_magnitude,fft_num_peaks,fft_peak_amplitude,fft_dominant_frequency,fft_positive_frequencies,fft_positive_amplitudes,fft_snr_threshold,fft_stationarity_threshold,fft_dynamic_cutoff,fft_dynamic_cutoff_percentile,wavelet_type,htid,fft_frequency_max_diff,fft_stationarity_threshold_diff,fft_amplitude_max_diff,fft_spectral_magnitude_diff,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,fft_snr_threshold_diff,lower_envelope_diff,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,max_autocorrelation_diff,prominence_threshold_diff,prominence_min_diff,fft_peak_amplitude_diff,fft_dynamic_cutoff_diff,avg_prominence_diff,fft_num_peaks_diff,prominence_max_diff,upper_envelope_diff,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,fft_dominant_frequency_diff,fft_dynamic_cutoff_percentile_diff,fft_spectral_centroid_diff,relative_num_peaks_diff,fft_variance_magnitude_diff,fft_spectral_bandwidth_diff,distance_factor_diff,emd_value_normalized,smoothness_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,correlation_normalized,avg_variance_across_levels_normalized,kl_divergence_normalized,prominence_min_diff_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,relative_num_peaks_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_signal_weighted_score,reconstruction_signal_normalized_weighted_score,reconstruction_signal_normalized_weighted_rank,wavelet_signal_weighted_score,wavelet_signal_normalized_weighted_score,wavelet_signal_normalized_weighted_rank,reconstruction_signal_num_missing_metrics,reconstruction_signal_missing_metrics_count,reconstruction_signal_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_rank,wavelet_signal_num_missing_metrics,wavelet_signal_missing_metrics_count,wavelet_signal_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank,across_emd_value_normalized,across_smoothness_normalized,across_wavelet_psnr_normalized,across_wavelet_entropy_normalized,across_wavelet_energy_entropy_normalized,across_wavelet_sparsity_normalized,across_correlation_normalized,across_avg_variance_across_levels_normalized,across_kl_divergence_normalized,across_prominence_min_diff_normalized,across_avg_prominence_diff_normalized,across_relative_prominences_avg_diff_normalized,across_relative_prominences_wasserstein_normalized,across_relative_prominences_total_diff_normalized,across_prominence_max_diff_normalized,across_relative_num_peaks_diff_normalized,across_max_autocorrelation_diff_normalized,across_relative_right_bases_global_alignment_score_normalized,across_relative_left_bases_global_alignment_score_normalized,across_upper_envelope_diff_normalized,across_lower_envelope_diff_normalized,across_relative_peaks_global_alignment_score_normalized,across_reconstruction_signal_weighted_score,across_reconstruction_signal_normalized_weighted_score,across_reconstruction_signal_normalized_weighted_rank,across_wavelet_signal_weighted_score,across_wavelet_signal_normalized_weighted_score,across_wavelet_signal_normalized_weighted_rank,across_rank_variability,across_normalized_rank_stability,across_average_rank,across_harmonic_average_rank,across_stability_score_weighted,across_stability_rank,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,across_normalized_family_mean_rank,across_normalized_family_std_dev,across_final_family_stability_score,across_final_family_stability_rank,across_family_informed_rank
smoothed,morl,19.904311395991048,0.6684808205557591,567.0717247509982,-31.47878242183632,197,97,24648.985336945676,,False,13.255594692329298,292351.1269769581,0.02023415619522117,9.279440070147903e-07,0.5699670624505557,6,40964.74606701111,3474.9507570285277,97386.75776379992,"[25, 77, 99, 134, 148, 182]","[97386.75776379992, 11546.947640876373, 67364.24912678119, 3474.9507570285277, 18480.029225525526, 47535.541888055115]","[0, 60, 60, 118, 118, 118]","[118, 85, 118, 137, 163, 196]",0.05,20,202115125304.75275,71945.25793223419,-71945.25793223419,,,,,,,,,,,,,,,,CWT,mdp.39015014188836,,,,,0.0,-13.5,,71096.92459890086,0.0,-4.5,40583.015908280955,237772.1430687333,40583.015908280955,,0.0,3446.6174236951942,,,40583.015908280955,,96538.42443046659,71096.92459890086,0.0,-18.0,,,,15.0,,,10.0,0.0,0.009481227741682665,0.9647960937873509,0.2710926786060102,0.7205292853874153,0.3267239480061688,1.0,0.0469419090715227,,0.4763364022009098,0.922043842661525,0.922043842661525,0.9217569051072816,0.9999999999999999,0.5761485312812009,0.8,,0.0333333333333333,0.20833333333333337,0.1362582475047807,0.1362582475047807,1.0,2.359398529098552,0.8311443065029976,4,1.6269993494227046,0.7114189110554967,4,0,0,0.5943760571323892,0.739782938957226,6,1,0.11111111111111112,0.4118900872694632,0.7260547572800082,5,0.9574271077563381,0.9316123494459758,4.75,4.615384615384615,0.7961633175801308,2,morl,0.18181818181818182,,,6,3.0,0.0,0.019654167789999833,0.9427125489124567,0.267194092624067,0.7303871000604589,0.3267239480061688,0.9999999999999999,0.04694190907152271,,0.4767142348477844,0.9220438426615251,0.9220438426615251,0.9217569051072813,0.7760000018060078,0.5761485312812009,0.8235294117647058,,0.01785714285714285,0.26415094339622647,0.1361462813366152,0.1361462813366152,0.5818181818181818,2.177276636356541,0.8373488888770745,5,1.6197807188578135,0.7157443688098515,7,1.4142135623730951,0.9494923727723894,6.0,5.833333333333333,0.8676033292433376,1,5.5,5.5,6.363961030678928,2,0.22916666666666666,0.7899854723657623,0.6025876916236046,2,1.25
smoothed,gaus6,20.297532241974416,0.6928149039719503,749.346485462373,-34.565879688924156,197,97,36434.94517441223,,False,13.365137158937351,407480.9013713156,0.016491400567270987,1.7331539815696422e-06,0.4385484833157035,5,43937.83422760524,6193.606082732564,120537.46285511043,"[25, 76, 98, 149, 181]","[120537.46285511043, 22431.822753248263, 14282.27025071223, 6193.606082732564, 56244.009196222774]","[0, 63, 86, 117, 117]","[117, 117, 117, 162, 196]",0.05,10,410028179961.694,101815.23712667916,-101815.23712667916,,,,,,,,,,,,,,,,CWT,mdp.39015014188836,,,,,0.0,-0.5,,100966.90379334583,0.0,-5.0,43556.10406887509,211672.83780469288,43556.104068875095,,0.0,6165.272749399231,,,43556.10406887509,,119689.1295217771,100966.90379334583,0.0,-5.0,,,,16.0,,,20.0,0.11237987658750975,0.027033744722623626,0.7284233497709907,0.43992549721183793,0.7671331966039483,0.4291694205772194,0.768372255869971,0.09748416234752184,,0.8528645314877275,0.997465009196701,0.997465009196701,0.9974556785153803,0.882804420696036,0.7536567456843143,1.0,,0.8999999999999999,0.75,0.27268080287754226,0.27268080287754226,0.9642857142857143,2.838735115717288,1.0,1,1.6004177786814127,0.6997958995788022,5,0,0,0.8034465595681382,1.0,1,1,0.11111111111111112,0.41568463240589726,0.7327435503176986,4,2.0615528128088303,0.8527462276565121,2.75,1.6326530612244896,0.8281588281139703,1,gaus,0.7045454545454546,1.0,0.2068181818181818,1,1.0,0.11224820722121594,0.03702641488818323,0.7117502207687354,0.43110299341800223,0.7753471441532097,0.4291694205772194,0.768372255869971,0.09748416234752183,,0.8529706923584675,0.997465009196701,0.997465009196701,0.9974556785153801,0.6855558221881959,0.7536567456843143,0.8823529411764706,,0.4821428571428572,0.7547169811320755,0.27245673552610056,0.27245673552610056,0.5636363636363637,2.5715503279522243,0.9889808092579282,2,1.593067923397552,0.7039405902469522,8,4.242640687119285,0.8484771183171684,5.0,3.2,0.8349528448728699,2,13.3125,13.5,8.055795015597985,16,0.5546875,1.0,0.31171875,4,2.5
smoothed,gaus8,20.270640589765023,0.6780574598356796,717.6036188792401,-33.81699079912857,197,97,33411.40510153382,,False,13.336848287964271,413615.77708335896,0.018714168337576945,1.4501832939652402e-06,0.4688325691154505,6,38517.37775194889,21.019366522099517,115105.01505931781,"[25, 77, 98, 135, 149, 181]","[115105.01505931781, 18082.487777703136, 33089.38608418979, 21.019366522099517, 9891.852145424575, 54914.50607853593]","[0, 61, 61, 117, 117, 117]","[117, 85, 117, 136, 162, 196]",0.05,20,345116560211.2482,93209.22594060951,-93209.22594060951,,,,,,,,,,,,,,,,CWT,mdp.39015014188836,,,,,0.0,0.0,,92360.89260727618,0.0,-9.0,38135.64759321873,223087.93317836,38149.53002660025,,0.0,7.313966811233826,,,38135.64759321873,,114256.68172598448,92360.89260727618,0.0,-9.0,,,,15.0,,,10.0,0.08355022970823581,0.020865356406233666,0.78576424528846,0.396325147781596,0.7639460406206527,0.3670411985018728,0.8217485328242191,0.10017738782881895,,0.0,0.8599591134867485,0.8599591134867485,0.859797122417103,0.9340624408461023,0.7120034092409581,0.8,,0.6333333333333333,0.7708333333333333,0.2333753172617861,0.2333753172617861,0.6785714285714286,2.286428609146377,0.8054392241414342,5,1.5985056648705056,0.6989598120132772,6,0,0,0.6312724941032775,0.7857056410106401,4,1,0.11111111111111112,0.41187171181445553,0.7260223661471845,6,0.9574271077563381,0.9316123494459758,5.25,5.1063829787234045,0.7783061747229879,3,gaus,0.7045454545454546,1.0,0.2068181818181818,1,2.5,0.08345233846530656,0.030921377864363227,0.767778621089053,0.3887742245900218,0.7722724092264851,0.3670411985018728,0.8217485328242191,0.10017738782881895,,0.0007215178760994929,0.8599591134867486,0.8599591134867486,0.8597971224171029,0.7251135393720659,0.7120034092409581,0.8235294117647058,,0.3392857142857143,0.7735849056603774,0.23318354802581903,0.23318354802581903,0.41818181818181815,2.1102981440337047,0.8115899360693871,6,1.5910894521225507,0.7030663486552059,9,2.1213203435596424,0.9242385591585842,7.5,7.199999999999999,0.8281907081507207,3,13.3125,13.5,8.055795015597985,16,0.5546875,1.0,0.31171875,4,3.25
raw,gaus6,20.317774201434375,0.6987283478988958,766.5034555155211,-34.27606469942447,197,97,36601.34762124026,,False,13.379629933423331,417102.8791758733,0.016472007160693313,6.20964687692757e-07,0.3495389632288336,8,27191.354093469527,99.47935001386213,119051.03554580247,"[26, 76, 90, 97, 135, 149, 157, 181]","[119051.03554580247, 23370.85483842358, 423.73733418184383, 15776.266378762717, 354.7378547742974, 6540.3493533520705, 99.47935001386213, 51914.37209244537]","[0, 62, 86, 86, 117, 117, 156, 117]","[117, 117, 91, 117, 136, 161, 161, 196]",0.05,30,415549425330.8818,102234.2448462131,-102234.2448462131,,,,,,,,,,,,,,,,CWT,mdp.39015014188836,,,,,0.0,-14.5,,101351.2448462131,0.0,-10.0,26634.397571730395,204720.8327477562,26644.20256309495,,0.0,95.47935001386213,,,26634.397571730395,,118169.03554580247,101351.2448462131,0.0,-14.5,,,,15.0,,,0.0,0.1130334188373003,0.11851249958065327,0.7260739101306392,0.4527885990922925,0.7776758111411365,0.45178452671248076,0.7552712998786693,0.10207508494049643,,0.06890647263701687,0.6603372328877908,0.6603372328877908,0.6605472947872901,0.661464437850091,0.7430204308092467,0.8235294117647058,,0.14285714285714285,0.22641509433962265,0.2690378845575993,0.2690378845575993,0.3818181818181818,1.8675986829018703,0.7037221009731283,4,1.6439926913331429,0.668182352872626,5,0,0,0.4639423918128397,0.6636883237513265,6,1,0.11111111111111112,0.4315963382336529,0.6878304788819193,4,0.9574271077563381,0.9316123494459758,4.75,4.615384615384615,0.7961633175801308,1,gaus,0.5833333333333334,1.0,0.29166666666666663,1,1.0,0.11383300613375706,0.01303114925096257,0.7334328368040053,0.4527885990922927,0.7776615672036141,0.4540647719762062,0.6114912845526475,0.10170823419837254,,0.012923430507411893,0.5681959210155161,0.5681959210155161,0.5668562038834877,0.6614644378500911,0.742001413100018,0.8235294117647058,,0.14285714285714288,0.22641509433962265,0.2742106605335122,0.2742106605335122,0.38181818181818183,1.7689712574042342,0.6803205858680581,11,1.560249748136663,0.6894389827984084,11,0.0,1.0,11.0,11.0,0.8035714285714286,4,13.3125,13.5,8.055795015597985,16,0.5546875,1.0,0.31171875,4,4.0
raw,gaus8,20.288004278988087,0.6820869747239521,728.6989284620535,-33.503344371028845,197,97,33398.91328170045,,False,13.352127545490074,421719.3171502909,0.018746827017032116,4.691043336027355e-07,0.3757891637877782,9,25498.15619790783,1.899388009109316,113152.19856773244,"[25, 61, 77, 90, 97, 134, 149, 164, 182]","[113152.19856773244, 492.40354682846373, 19887.46816929576, 1.899388009109316, 34072.64857830163, 797.5350868997984, 10310.00407258526, 87.6389020327988, 50681.609469485236]","[0, 60, 62, 86, 62, 118, 118, 163, 118]","[118, 62, 86, 91, 118, 136, 163, 165, 196]",0.05,30,347879794280.52496,93170.19454935318,-93170.19454935318,,,,,,,,,,,,,,,,CWT,mdp.39015014188836,,,,,0.0,-14.0,,92287.19454935318,0.0,-14.0,24941.199676168697,216673.40578117047,24962.03657789852,,0.0,2.100611990890684,,,24941.199676168697,,112270.19856773244,92287.19454935318,0.0,-8.0,,,,14.0,,,0.0,0.08250626064429145,0.08871548872300418,0.7854812246877232,0.4116366484841511,0.7742719185063229,0.3812901795610731,0.8127447796558125,0.10412222574423806,,0.0,0.609191484271143,0.609191484271143,0.6097218890905494,0.70288472284973,0.6971555467910958,0.7647058823529411,,0.375,0.24528301886792453,0.22737965244845157,0.22737965244845157,0.23636363636363633,1.7545868351903406,0.6611385761321057,5,1.6348724171025089,0.6644755199126041,6,0,0,0.44202141414625545,0.632329480111975,7,1,0.11111111111111112,0.4245405351952715,0.6765857208687988,6,0.816496580927726,0.9416788156480196,6.0,5.91549295774648,0.7565536935382955,3,gaus,0.5833333333333334,1.0,0.29166666666666663,1,2.5,0.08333336772380032,0.009754791929224299,0.7912441950507734,0.4116366484841512,0.774257736914618,0.38400528750826174,0.6577577620815973,0.10373486178939637,,0.0,0.5252429530710174,0.5252429530710174,0.5240260236567604,0.7028847228497302,0.696772033912544,0.7647058823529411,,0.375,0.24528301886792453,0.2328472298890379,0.2328472298890379,0.23636363636363636,1.6805042313770875,0.6462974559133582,12,1.5538193221774579,0.6865975233861769,12,0.0,1.0,12.0,12.0,0.7857142857142857,5,13.3125,13.5,8.055795015597985,16,0.5546875,1.0,0.31171875,4,4.75
raw,gaus4,20.38366082959001,0.7079909990057042,753.4695821596571,-34.806804888896245,197,97,37482.683314521426,,False,13.303716696712732,350290.8990074845,0.015066169890832036,8.983703166487183e-07,0.36449211811011667,8,27255.306981606358,77.84256655024728,127306.36558715993,"[26, 76, 90, 97, 135, 149, 163, 180]","[127306.36558715993, 17388.27219034404, 683.9959332206317, 10844.939694143464, 314.63723759817367, 7038.805221205319, 77.84256655024728, 54387.59742262904]","[0, 62, 86, 86, 117, 117, 162, 117]","[117, 117, 91, 117, 136, 164, 164, 196]",0.05,30,470887386071.02295,112340.7998318813,-112340.7998318813,,,,,,,,,,,,,,,,CWT,mdp.39015014188836,,,,,0.0,-10.0,,111457.7998318813,0.0,-14.5,26698.350459867226,205232.45585285086,26700.416786325357,,0.0,73.84256655024728,,,26698.350459867226,,126424.36558715993,111457.7998318813,0.0,-10.0,,,,15.0,,,0.0,0.12143473835781401,0.17294315455643336,0.6852702089396779,0.3391992709510414,0.7852092875455945,0.4910219463533588,0.7880104723944797,0.07244758175743002,,0.052940156757679685,0.6622690320877124,0.6622690320877124,0.6622457661193442,0.6632374096417025,0.8072076182643402,0.8235294117647058,,0.30357142857142855,0.3962264150943396,0.3154874517629673,0.3154874517629673,0.21818181818181817,1.9163626034827654,0.7220966313029279,2,1.6022717726885063,0.6512253543829462,7,0,0,0.49022108267472647,0.7012810520647607,4,1,0.11111111111111112,0.4263865270514231,0.6795276583922387,5,2.0816659994661326,0.8513095714667048,4.5,3.6601307189542487,0.7649405000190668,2,gaus,0.5833333333333334,1.0,0.29166666666666663,1,1.75,0.12222675198858286,0.019016121227140758,0.6937253124876508,0.3391992709510415,0.7851949056246532,0.49306014540647736,0.6378465043060467,0.07237761107064028,,0.009928942967570034,0.569818275001013,0.569818275001013,0.5682874926703565,0.6632374096417027,0.8052992214894381,0.8235294117647058,,0.3035714285714286,0.39622641509433965,0.32033151958799866,0.32033151958799866,0.2181818181818182,1.8207847318015784,0.7002472936143366,10,1.5021188420584208,0.6637522536041905,14,2.8284271247461903,0.8989847455447789,12.0,11.666666666666666,0.7352066584866752,6,13.3125,13.5,8.055795015597985,16,0.5546875,1.0,0.31171875,4,5.5
raw,fbsp,18.706076087498623,0.690407661311424,1119.5688704041745,-39.0438010591246,197,97,69088.60182103224,-392359.05555835704,True,13.442345216492518,689235.9613856209,0.01706785407011955,1.6966178030453258e-08,0.2124920164995138,24,13134.224893007731,420.96488460664114,125595.62340414814,"[15, 21, 27, 34, 41, 47, 53, 60, 69, 76, 82, 89, 95, 102, 109, 127, 133, 142, 149, 155, 162, 168, 174, 181]","[3057.9739408567693, 4039.3105361512717, 125595.62340414814, 7478.355962771981, 420.96488460664114, 3163.294461453799, 6491.096353116147, 6494.810374742774, 1972.2716481560346, 30022.204847564575, 1808.4512705061861, 1801.334831350985, 21820.060733187936, 4056.5011873202966, 2574.6623699805787, 7377.058946133842, 4661.03670215093, 1371.0739297880064, 16650.336296514208, 2368.8440810983157, 3389.596939474497, 1132.8533351049482, 2171.5773449343833, 55302.103051072336]","[0, 0, 0, 33, 40, 46, 52, 58, 65, 65, 81, 87, 87, 101, 107, 117, 117, 117, 117, 154, 161, 163, 117, 117]","[17, 22, 117, 117, 117, 117, 117, 61, 70, 117, 87, 91, 117, 117, 117, 128, 138, 144, 163, 163, 163, 169, 175, 196]",0.05,30,1244626523804.3967,149228.78681935303,-149228.78681935303,,,,,,,,,,,,,,,,CWT,mdp.39015014188836,,,,,0.0,-3.5,,148345.78681935303,0.0,7.0,12577.268371268601,302411.39743218553,12577.268371268601,,0.0,416.96488460664114,,,12577.268371268601,,124713.62340414814,148345.78681935303,0.0,-3.5,,,,1.0,,,0.0,0.4227176911949513,0.0,0.3595267866273235,0.5466297679937712,0.5933942649104825,0.4165373531367769,0.4552139763667964,0.22275140285633166,0.39880694520705673,0.3061385734517066,0.23571917835137748,0.23571917835137748,0.23552524375262954,1.0,0.7939061840832474,0.0,,0.5357142857142857,0.6415094339622641,0.4850240577652174,0.4850240577652174,0.9999999999999999,1.712615739287493,0.6453236218492061,6,1.5098672668137911,0.6136685814867534,9,0,0,0.4961900160997768,0.70981985233256,3,0,0.0,0.37950868758816547,0.6048189458509697,10,3.1622776601683795,0.7741230242736872,7.0,5.625,0.6370615121368436,7,fbsp,0.5833333333333334,,,4,6.25,0.4232381026855224,0.0,0.37673287099742675,0.5466297679937713,0.5933833962802456,0.419035029742234,0.3699434355362056,0.22117532460289827,0.42374162530695314,0.05741638525719524,0.21159530066167961,0.21159530066167961,0.2086933757348257,1.0000000000000002,0.7921820922697113,0.0,,0.5357142857142857,0.6415094339622642,0.48866837137038,0.48866837137038,0.9999999999999999,1.6160708753452768,0.6215173254609675,14,1.4965759016164377,0.661302953917011,15,0.7071067811865476,0.9747461863861947,14.5,14.482758620689655,0.7284445217645259,7,9.0,9.0,2.8284271247461903,2,0.375,0.3511046543847833,0.632168603684565,1,5.5
smoothed,gaus4,20.36880156299309,0.7077293421947773,744.8812957141871,-35.093244410130914,197,97,37223.6921729745,,False,13.289648346176218,342520.0525375513,0.015074590575342677,2.222507847467571e-06,0.46331808966187993,5,44037.76308697907,7255.971929949632,128199.78400950575,"[26, 76, 96, 149, 180]","[128199.78400950575, 16510.5162998877, 9828.885317162596, 7255.971929949632, 58393.65787838967]","[0, 63, 86, 117, 117]","[117, 117, 117, 163, 196]",0.05,10,464310073790.49774,111387.1435658426,-111387.1435658426,,,,,,,,,,,,,,,,CWT,mdp.39015014188836,,,,,0.0,-0.5,,110538.81023250928,0.0,-14.0,43656.03292824891,212172.482101562,43656.03292824891,,0.0,7227.638596616299,,,43656.03292824891,,127351.45067617242,110538.81023250928,0.0,-5.0,,,,16.0,,,20.0,0.11990062937977877,0.037701014518444306,0.6880441082167861,0.32357802552972104,0.7755799235339784,0.49195858118528313,0.8120291579512701,0.06896619041496396,,0.9999999999999999,1.0,1.0,1.0,0.8850480092599882,0.8124076537424205,1.0,,0.8999999999999999,0.75,0.3163977377879796,0.3163977377879796,0.32142857142857145,2.8045726409021103,0.9879655996693635,2,1.5588675044519953,0.6816276988005795,7,0,0,0.7751399758339115,0.9647685544270153,2,1,0.11111111111111112,0.4091641482857226,0.7212496380786202,7,2.886751345948129,0.7938034752894194,4.5,3.1111111111111116,0.736187451930424,4,gaus,0.7045454545454546,1.0,0.2068181818181818,1,3.25,0.11976014835801531,0.04758412846038514,0.6722952333637947,0.3181487328006235,0.7834959283496498,0.49195858118528313,0.8120291579512701,0.06896619041496396,,1.0,1.0,1.0,0.9999999999999999,0.6872872827797277,0.8124076537424205,0.8823529411764706,,0.4821428571428572,0.7547169811320755,0.3161377473436206,0.3161377473436206,0.23636363636363636,2.600202454769331,1.0,1,1.5535843254595405,0.6864936836654171,13,8.48528137423857,0.6969542366343369,7.0,1.8571428571428572,0.7234771183171684,8,13.3125,13.5,8.055795015597985,16,0.5546875,1.0,0.31171875,4,7.0
smoothed,cgau8,15.207112486262352,0.8284054633942122,860.6204517620515,-33.04039500559909,197,97,33395.813309783276,-323259.651761852,True,13.72852588292076,384197.7103043001,0.02114192527382437,1.5349793170900973e-05,0.3652714655890479,6,30274.787923589534,992.3722010324823,80198.69102491422,"[25, 77, 99, 134, 148, 182]","[80198.69102491422, 11006.405572447427, 39867.66605020301, 992.3722010324823, 11128.445793749888, 38455.146899190164]","[0, 61, 61, 118, 118, 118]","[118, 85, 118, 137, 164, 196]",0.05,20,290999115570.25354,63637.345219093004,-63637.345219093004,,,,,,,,,,,,,,,,CWT,mdp.39015014188836,,,,,0.0,-13.5,,62789.01188575967,0.0,-4.5,29893.057764859375,173632.39420820386,29893.057764859375,,0.0,964.0388676991489,,,29893.057764859375,,79350.3576915809,62789.01188575967,0.0,-18.0,,,,15.0,,,10.0,0.08340156098232226,0.32385854588857466,0.8452266019382362,1.0,0.16382471798853748,1.0,0.639220119053875,0.08726278437494196,0.9628960440265586,0.1325044163441921,0.650861466008442,0.650861466008442,0.6495763724320521,0.7119886928761558,0.4443588936080776,0.8,,0.0333333333333333,0.20833333333333337,0.09831424109076367,0.09831424109076367,1.0,1.7868072725830273,0.6294378304935785,8,2.2869779312006298,1.0,1,0,0,0.45653720467712955,0.5682234857319242,9,0,0.0,0.5672989304725605,1.0,1,4.349329450233296,0.6893336106976218,4.75,1.7888198757763976,0.6750239482059537,7,cgau,0.6363636363636364,,,2,5.75,0.08330384392642298,0.33080273177328573,0.8258799236986044,0.9748432263465584,0.19331926082704387,1.0,0.639220119053875,0.08726278437494195,0.9215930478366341,0.13313032991523716,0.650861466008442,0.650861466008442,0.649576372432052,0.5537309832288821,0.44435889360807757,0.8235294117647058,,0.01785714285714285,0.26415094339622647,0.0982334542829732,0.0982334542829732,0.5818181818181818,1.6376434201357766,0.6298138120483603,13,2.2630715510220565,1.0,1,8.48528137423857,0.6969542366343369,7.0,1.8571428571428572,0.7234771183171684,9,13.0,13.0,5.656854249492381,2,0.5416666666666666,0.7022093087695666,0.4101705407024634,3,7.5
raw,morl,19.927266980602866,0.6750745721911141,580.8331432449824,-31.16755883204794,197,97,24743.64047039726,,False,13.274151994836206,299817.5546779236,0.01991049838348087,1.7921450107110502e-07,0.4613153422757413,13,19436.057425765826,146.18135101145162,95620.56959773085,"[17, 25, 54, 78, 90, 98, 134, 149, 157, 164, 176, 182, 189]","[631.0315864677832, 95620.56959773085, 202.8174701926364, 12349.821276268944, 2065.901128868052, 69810.46821291349, 5261.702663584499, 19859.584252338227, 562.8758970488934, 435.74814535692894, 146.18135101145162, 43793.878996606465, 1928.1659565675582]","[0, 0, 53, 59, 59, 59, 118, 118, 156, 163, 118, 118, 188]","[18, 118, 59, 85, 92, 118, 137, 163, 163, 165, 177, 196, 196]",0.05,30,203871426818.96704,72484.89141042839,-72484.89141042839,,,,,,,,,,,,,,,,CWT,mdp.39015014188836,,,,,0.0,6.0,,71601.89141042839,0.0,-3.0,18879.100904026694,239858.74653495575,18879.100904026698,,0.0,142.18135101145162,,,18879.100904026694,,94738.56959773085,71601.89141042839,0.0,1.5,,,,10.0,,,0.0,0.0,0.031835267817246084,0.9650581571857151,0.29496147042551035,0.7330252194162803,0.3515850144092219,1.0,0.05006538075073693,,0.10336903040945838,0.4260761020101651,0.4260761020101651,0.4259304700674083,0.7832308892484482,0.5608428918817109,0.5294117647058822,,0.7142857142857143,1.0,0.1323103256919643,0.1323103256919643,0.6363636363636362,1.6498625367746758,0.6216778483115556,7,1.6632389776414818,0.6760047896373159,4,0,0,0.48918393769720975,0.6997973742983779,5,1,0.11111111111111112,0.42276075819503317,0.6737493092546801,7,1.5,0.8928571428571429,5.75,5.4368932038834945,0.7410714285714286,4,morl,0.3333333333333333,,,6,4.5,0.0009014852570979892,0.0035004757121722373,0.9659968573264182,0.29496147042551046,0.7330117933005672,0.35448336638025985,0.808499277608875,0.05021968914113802,,0.019386894002720145,0.3714599044865986,0.3714599044865986,0.3691464020782184,0.7832308892484483,0.5623481301148601,0.5294117647058822,,0.7142857142857144,1.0,0.13845067716434092,0.13845067716434092,0.6363636363636362,1.578071716647283,0.606903402368827,15,1.5801862678017802,0.6982484787492163,10,3.5355339059327378,0.8737309319309736,12.5,11.999999999999998,0.7136511802512011,10,5.5,5.5,6.363961030678928,2,0.22916666666666666,0.7899854723657623,0.6025876916236046,2,8.0
