amplitude_max,amplitude_max_diff,avg_prominence,avg_prominence_diff,avg_variance_across_levels,correlation,dominant_frequency,dominant_frequency_diff,dynamic_cutoff,dynamic_cutoff_diff,emd_value,frequency_max,frequency_max_diff,htid,is_complex,kl_divergence,lower_envelope,lower_envelope_diff,max_autocorrelation,max_autocorrelation_diff,num_fft_peaks,num_fft_peaks_diff,positive_amplitudes,positive_frequencies,prominence_max,prominence_max_diff,prominence_min,prominence_min_diff,relative_left_bases,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,relative_num_peaks,relative_num_peaks_diff,relative_peaks,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,relative_prominences,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,relative_right_bases,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,scales_used,signal_length,signal_type,smoothness,spectral_bandwidth,spectral_bandwidth_diff,spectral_centroid,spectral_centroid_diff,spectral_magnitude,spectral_magnitude_diff,upper_envelope,upper_envelope_diff,variance_ratio_across_levels,wavelet,wavelet_adaptive_threshold,wavelet_energy_entropy,wavelet_entropy,wavelet_psnr,wavelet_sparsity,wavelet_type,emd_value_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,correlation_normalized,avg_variance_across_levels_normalized,kl_divergence_normalized,prominence_min_diff_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,spectral_centroid_diff_normalized,dynamic_cutoff_diff_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,amplitude_max_diff_normalized,frequency_max_diff_normalized,spectral_bandwidth_diff_normalized,num_fft_peaks_diff_normalized,relative_num_peaks_diff_normalized,dominant_frequency_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_weighted_score,reconstruction_normalized_weighted_score,reconstruction_normalized_weighted_rank,signal_weighted_score,signal_normalized_weighted_score,signal_normalized_weighted_rank,reconstruction_missing_metrics_count,reconstruction_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_rank,signal_missing_metrics_count,signal_dynamically_weighted_score,signal_normalized_dynamically_weighted_score,signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank,smoothness_normalized,across_emd_value_normalized,across_smoothness_normalized,across_wavelet_psnr_normalized,across_wavelet_entropy_normalized,across_wavelet_energy_entropy_normalized,across_wavelet_sparsity_normalized,across_correlation_normalized,across_avg_variance_across_levels_normalized,across_kl_divergence_normalized,across_prominence_min_diff_normalized,across_avg_prominence_diff_normalized,across_relative_prominences_avg_diff_normalized,across_relative_prominences_wasserstein_normalized,across_spectral_centroid_diff_normalized,across_spectral_magnitude_diff_normalized,across_dynamic_cutoff_diff_normalized,across_relative_prominences_total_diff_normalized,across_prominence_max_diff_normalized,across_amplitude_max_diff_normalized,across_frequency_max_diff_normalized,across_spectral_bandwidth_diff_normalized,across_num_fft_peaks_diff_normalized,across_relative_num_peaks_diff_normalized,across_dominant_frequency_diff_normalized,across_max_autocorrelation_diff_normalized,across_relative_right_bases_global_alignment_score_normalized,across_relative_left_bases_global_alignment_score_normalized,across_upper_envelope_diff_normalized,across_lower_envelope_diff_normalized,across_relative_peaks_global_alignment_score_normalized,across_reconstruction_weighted_score,across_reconstruction_normalized_weighted_score,across_reconstruction_normalized_weighted_rank,across_signal_weighted_score,across_signal_normalized_weighted_score,across_signal_normalized_weighted_rank,across_rank_variability,across_normalized_rank_stability,across_average_rank,across_harmonic_average_rank,across_stability_score_weighted,across_stability_rank,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,across_normalized_family_mean_rank,across_normalized_family_std_dev,across_final_family_stability_score,across_final_family_stability_rank,across_family_informed_rank,across_top_wavelet_rank
,,42371.184143585895,42207.32858803034,262643.52379212796,0.3693134784087475,,,78012.07798001112,77669.67798001113,69277.44170956989,,,uiug.30112087716855,False,,-91336.70249031161,90726.70249031161,802275115050.7557,802256911319.8757,,,[],[],73534.42971308765,72924.42971308765,11207.938574084139,11202.938574084139,"[0, 0]",0.0,-17.0,2,16.0,"[84, 125]",0.0,-12.5,"[11207.938574084139, 73534.42971308765]",42207.32858803034,81792.9682871718,42207.32858803034,"[101, 150]",0.0,-17.0,74,151,smoothed,1.3811369644819986e-05,,,,,0.0,0.0,91336.70249031161,90726.70249031161,0.028745173430362977,mexh,1239.0632801057648,1418987400.9229603,12.382670998563249,-41.50822173503983,0.6731698586003222,CWT,1.0,0.0,0.5583214590771755,1.0,1.0,0.5975736450983589,0.128714213825983,,0.14961737417459575,0.6438252968048626,0.6438252968048626,0.6438252968048626,,1.0,0.5568585773718553,1.0,,,,,0.5,,0.9999999999999999,0.3333333333333333,0.3333333333333333,0.5328805109279289,0.5328805109279289,0.47619047619047633,2.977814234338616,1.0,1,2.069675873108325,1.0,1,0.0,0.5961835719052888,0.7926892901200238,2,0,0.6605761647501898,1.0,1,0.5,0.95,1.25,1.1428571428571428,0.9125,1,mexh,0.16666666666666666,,,2,1.25,1.0,0.9762788786662344,1.0,0.0,0.5717559347243846,0.9546529305535311,0.9460616438356163,0.6063334324130222,0.13314948371834104,,0.1610727147953545,0.6444555464819608,0.6444555464819608,0.6444555464819608,,0.0,1.0,0.5822723119646208,0.9999999999999999,,,,,0.24999999999999997,,0.9570890391223122,0.3684210526315789,0.3684210526315789,0.5279652283469428,0.5279652283469428,0.5925925925925927,2.901401302199449,0.8088038311162209,2,2.03030592022562,1.0,1,0.7071067811865476,0.9646446609406726,1.5,1.3333333333333333,0.9448223304703363,1,1.5,1.5,0.7071067811865476,2,0.12972972972972974,0.12687229593911026,0.8711275004074561,1,1.0,1
,,39003.8228399097,38623.91374900061,273426.97953562334,0.21289079867773342,,,77284.74992922484,77237.74992922484,70665.01236490892,,,uiug.30112087716855,False,,-94029.63733909758,93378.63733909758,836637893499.883,836616213188.883,,,[],[],71275.5569694849,70638.5569694849,6732.088710334501,6725.088710334501,"[0, 0]",0.0,-12.0,2,20.0,"[86, 127]",0.0,-16.5,"[6732.088710334501, 71275.5569694849]",38623.91374900061,69649.6456798194,38623.91374900061,"[100, 150]",0.0,-12.0,74,151,raw,1.651116448568354e-06,,,,,0.0,186788.44565545584,94029.63733909758,93378.63733909758,0.0292271244068597,mexh,1235.3262827728513,1481366620.7582126,12.366640522867417,-41.125385851425776,0.6624306425630929,CWT,1.0,0.0,0.5150729244507598,0.9999999999999999,0.8433219178082193,0.5802600371498343,0.14256816769119973,,0.7638248163680466,1.0,1.0,1.0,,0.9999999999999998,0.5175799548931057,1.0,,,,,0.6000000000000001,,0.9999999999999999,0.8947368421052632,0.894736842105263,0.5530689569249482,0.5530689569249482,0.42105263157894735,3.6123228998637886,1.0,1,1.6839965112850812,1.0,1,0.0,0.7998620714928947,1.0,1,0,0.5830318638714306,1.0,1,0.0,1.0,1.0,1.0,0.95,1,mexh,0.14285714285714285,,,2,1.25,,1.0,0.07246572422300755,0.027141526627985635,0.5150729244507597,1.0,0.8433219178082192,0.3487632982229647,0.14256816769119973,,0.08185574497186004,0.5660916352742047,0.5660916352742047,0.5660916352742047,,1.0,0.9944355430394001,0.4430794087951532,0.9500870966650126,,,,,0.7499999999999999,,1.0,0.894736842105263,0.894736842105263,0.5530689569249482,0.5530689569249482,0.29629629629629634,3.5872744299384167,1.0,1,1.6294224489580271,0.8025502131112122,5,2.8284271247461903,0.8585786437626906,3.0,1.6666666666666667,0.8542893218813452,2,1.5,1.5,0.7071067811865476,2,0.12972972972972974,0.12687229593911026,0.8711275004074561,1,1.75,2
,,27629.87948022163,27249.970389312537,177317.07297836948,0.28004257432622776,,,7337.180656169429,7290.180656169429,19951.852373408976,,,uiug.30112087716855,False,,-53279.13459007383,52628.13459007383,87783833530.07574,87762153219.07574,,,[],[],50397.7339012092,49760.7339012092,6153.542841823402,6146.542841823402,"[0, 51, 70, 70]",0.0,-15.5,4,18.0,"[18, 56, 85, 130]",0.0,-20.0,"[45215.76586836156, 6153.542841823402, 8752.475309492354, 50397.7339012092]",27249.970389312537,102161.51792088652,27249.970389312537,"[70, 70, 100, 150]",0.0,-11.0,74,151,raw,1.3289003327791382e-06,,,,,0.0,186788.44565545584,53279.13459007383,52628.13459007383,0.026357654916509394,gaus6,459.085206980851,181863273.61991647,12.480586100814893,-31.308413402255965,0.6745122606049758,CWT,0.13303656520243565,0.7154009955383124,0.9179791443273335,0.05531571757015211,0.9589041095890408,0.764229257928684,0.05862208787631368,,0.668318720266224,0.5606169091270308,0.5606169091270308,0.5606169091270308,,0.09383482687771014,0.9529087759382373,0.5201753266239572,,,,,0.2,,0.0647642553108028,1.0,0.5263157894736842,0.16731681037539398,0.16731681037539398,0.05263157894736842,1.8309770455565486,0.5068697058132843,4,1.6685011799900764,0.9907984777930566,2,0.0,0.435388115826419,0.544328992889728,5,0,0.514783982576039,0.882943136517078,2,1.5,0.85,3.25,2.7586206896551726,0.7625,3,gaus,0.8392857142857143,1.0,0.11249999999999998,1,2.5,,0.13303656520243562,0.04788839949309563,0.7231254469962074,0.9179791443273334,0.05531571757015212,0.9589041095890407,0.45933736519730745,0.05862208787631368,,0.07162077685058103,0.3173605428500911,0.3173605428500911,0.3173605428500911,,1.0,0.09331268702214376,0.8157469258360789,0.49421186582893006,,,,,0.49999999999999994,,0.06476425531080282,1.0,0.5263157894736842,0.16731681037539392,0.16731681037539392,0.03703703703703709,2.068094299124167,0.5765085274392209,6,1.5655456136201915,0.771088533025712,6,0.0,1.0,6.0,6.0,0.85,3,11.5625,11.5,5.573374202401988,16,1.0,1.0,0.0,3,3.0,3
,,25424.792571251564,25260.93701569601,156338.49937971987,0.6083877003332026,,,43013.10712969801,42670.70712969801,43616.21666869013,,,uiug.30112087716855,False,,-78456.20946171388,77846.20946171388,327419225131.7837,327401021400.9037,,,[],[],71939.88145046664,71329.88145046664,2864.534602453634,2859.534602453634,"[0, 51, 51, 0]",0.0,-16.0,4,14.0,"[25, 58, 84, 128]",0.0,-11.5,"[15873.548671867662, 2864.534602453634, 11021.205560218332, 71939.88145046664]",25260.93701569601,98749.77028500626,25260.93701569601,"[51, 69, 100, 150]",0.0,-16.0,74,151,smoothed,8.420981467228618e-06,,,,,0.0,0.0,78456.20946171388,77846.20946171388,0.032865073638706124,gaus2,807.1582526944034,615186752.0576155,12.394398141168018,-37.592822583090296,0.6320028637909433,CWT,0.5455963638427976,0.3018976275287673,0.6015675261344406,0.38334640969986544,0.5660377358490568,0.9999999999999998,0.03254223595958804,,0.0,0.2725761909617825,0.2725761909617825,0.27257619096178254,,0.5473916609432413,0.7630509492352266,0.9644550010185464,,,,,0.0,,0.3763078129772349,1.0,1.0,0.40384494715309643,0.40384494715309643,0.5714285714285716,2.0467449770996824,0.68733131620424,3,1.6107037159008295,0.7782395962715688,4,0.0,0.4891466044853116,0.650372289586804,3,0,0.4847056847060307,0.7337619953171213,2,0.816496580927726,0.9183503419072274,3.0,2.823529411764706,0.8091751709536137,2,gaus,1.0,1.0,0.0,1,1.75,0.4466575786337301,0.5375891222739435,0.588843281980326,0.2775860751051306,0.6132225610029325,0.37032366286662477,0.5522260273972601,1.0,0.0402985968149046,,0.013470807461100139,0.27386336440966436,0.27386336440966436,0.27386336440966436,,0.0,0.549114102204438,0.7766397495158015,0.9651824304227294,,,,,0.0,,0.36404664866464853,0.47368421052631576,0.47368421052631576,0.4060359882342628,0.4060359882342628,0.6666666666666667,1.9684943063431377,0.5487437174905325,7,1.6332643279590038,0.8044424791794458,4,2.1213203435596424,0.8939339828220179,5.5,5.090909090909091,0.8094669914110089,4,11.5625,11.5,5.573374202401988,16,1.0,1.0,0.0,3,3.75,4
,,28509.113628270814,28129.204537361722,147536.4771581066,0.31213605029012875,,,13633.375309577219,13586.375309577219,19067.1544692818,,,uiug.30112087716855,False,,-59267.395478782586,58616.395478782586,100689325422.49393,100667645111.49393,,,[],[],55822.81335883269,55185.81335883269,4921.942839236206,4914.942839236206,"[0, 53, 70, 70]",0.0,-15.5,4,18.0,"[19, 56, 86, 130]",0.0,-11.0,"[47894.48027600087, 5397.218039013492, 4921.942839236206, 55822.81335883269]",28129.204537361722,105678.45451308326,28129.204537361722,"[70, 70, 100, 150]",0.0,-11.0,74,151,raw,1.6028483467159544e-06,,,,,0.0,186788.44565545584,59267.395478782586,58616.395478782586,0.024409007425175034,gaus4,467.6112363995197,200014711.24256155,12.437279851836143,-31.882829242487247,0.6788079470198676,CWT,0.1179122713534848,0.6735410773117733,0.7648502788868087,0.06851104935854631,1.0000000000000002,0.8521526480125021,0.03261057290128464,,0.46500673653568714,0.5945823163173043,0.5945823163173043,0.5945823163173043,,0.17540152572673912,0.9999999999999999,0.644857242467411,,,,,0.2,,0.08088178470107245,1.0,0.5263157894736842,0.2240028470151133,0.2240028470151133,1.0,2.1474290998473053,0.5944731850877116,3,1.6100842802813018,0.9561090355541318,3,0.0,0.5231582658490526,0.6540605993138404,4,0,0.5013682711177715,0.8599328822075024,3,0.5,0.95,3.25,3.2000000000000006,0.8125,2,gaus,0.8392857142857143,1.0,0.11249999999999998,1,1.75,,0.11791227135348475,0.06878403123748683,0.6824016708548593,0.7648502788868087,0.06851104935854631,1.0,0.5121834161974707,0.032610572901284635,,0.04983272606545079,0.33658807574918725,0.33658807574918725,0.33658807574918725,,1.0,0.17442551148600913,0.856059831155287,0.6126705452592686,,,,,0.49999999999999994,,0.08088178470107246,1.0,0.5263157894736842,0.22400284701511328,0.22400284701511328,0.7037037037037038,2.362871380788876,0.6586815218453861,4,1.5000481530523868,0.7388286356795395,8,2.8284271247461903,0.8585786437626906,6.0,5.333333333333333,0.7792893218813453,5,11.5625,11.5,5.573374202401988,16,1.0,1.0,0.0,3,4.5,5
,,27295.397032620232,26915.48794171114,177198.51490475115,0.29245015055392676,,,2551.3059739946157,2504.3059739946157,18009.966933227235,,,uiug.30112087716855,False,,-48088.41960598782,47437.41960598782,71605064621.10062,71583384310.10062,,,[],[],46804.210825983086,46167.210825983086,8162.763633843484,8155.763633843484,"[0, 51, 70, 101]",0.0,-15.5,4,18.0,"[18, 56, 85, 130]",0.0,-20.0,"[43784.816868089736, 8162.763633843484, 10429.796802564622, 46804.210825983086]",26915.48794171114,100823.58813048093,26915.487941711137,"[101, 70, 101, 150]",0.0,-15.5,74,151,raw,1.1426633551938304e-06,,,,,0.0,186788.44565545584,48088.41960598782,47437.41960598782,0.030521552120187475,gaus8,419.93230788988234,173488995.63106883,12.432410875583367,-30.423871967096776,0.6536602827993556,CWT,0.0998391925385054,0.7798609730501456,0.7476338071990767,0.04922796965462428,0.7594178082191776,0.7982210937114381,0.058518534706123726,,1.0,0.5476956269452732,0.5476956269452732,0.5476956269452731,,0.03183420262463684,0.9349941079062094,0.4375871645248303,,,,,0.2,,0.0445587656198611,0.5263157894736843,0.5263157894736842,0.11818049763907854,0.11818049763907854,0.05263157894736842,1.7604748573283566,0.4873525723281104,5,1.5427622046731853,0.9161314731560114,5,0.0,0.4024060910488752,0.5030943526273327,6,0,0.47038848272558464,0.8067972127665978,5,0.5,0.95,5.25,5.217391304347826,0.7124999999999999,5,gaus,0.8392857142857143,1.0,0.11249999999999998,1,4.0,,0.09983919253850536,0.03368300612343031,0.7858358823119638,0.7476338071990767,0.04922796965462429,0.7594178082191775,0.4797680411033676,0.058518534706123726,,0.10716560030227941,0.3100459130899805,0.3100459130899805,0.3100459130899804,,1.0,0.03165706257425703,0.8004108981453779,0.4157459186812712,,,,,0.49999999999999994,,0.044558765619861114,0.5263157894736842,0.5263157894736842,0.11818049763907851,0.11818049763907851,0.03703703703703709,1.9173200887398254,0.5344782302514671,8,1.429070831024077,0.7038697059334141,11,2.1213203435596424,0.8939339828220179,9.5,9.263157894736842,0.709466991411009,6,11.5625,11.5,5.573374202401988,16,1.0,1.0,0.0,3,5.25,6
,,19930.18943802436,19550.28034711527,110200.6167911619,0.35231574096049795,,,2204.297851444202,2157.297851444202,12169.857948919682,,,uiug.30112087716855,False,,-35603.9402920053,34952.9402920053,35926346467.78077,35904666156.78077,,,[],[],37162.9551352349,36525.9551352349,2105.0783956751357,2098.0783956751357,"[0, 50, 63, 50, 101]",0.0,-15.0,5,17.0,"[17, 57, 65, 78, 130]",0.0,-15.0,"[36611.97243522458, 2913.745732204045, 2105.0783956751357, 20857.195491783154, 37162.9551352349]",19550.28034711527,91292.9471901218,19550.280347115273,"[101, 63, 70, 101, 150]",0.0,-15.0,74,151,raw,8.944939982193332e-07,,,,,0.0,186788.44565545584,35603.9402920053,34952.9402920053,0.038724512193416896,morl,317.30427685949667,105771227.34719005,12.377053054451192,-27.403050391460546,0.6534812958654018,CWT,0.0,1.0,0.551891147810845,0.0,0.7577054794520546,0.9622290579417871,0.0,,0.0,0.26317269804584953,0.26317269804584953,0.26317269804584975,,0.02733874011302009,0.8073803348940765,0.2160069572580277,,,,,0.0,,0.0,0.5789473684210527,0.5789473684210527,0.0,0.0,0.5789473684210527,0.9937973917422477,0.27511311122815774,8,1.563919388862959,0.9286951477527173,4,0.0,0.2555061594047023,0.31943777372493154,7,0,0.46740366931495536,0.801677744010963,6,1.707825127659933,0.8292174872340067,6.25,5.843478260869566,0.6021087436170034,7,morl,1.0,,,3,6.0,,0.0,0.014753664679920203,1.0,0.5518911478108449,0.0,0.7577054794520545,0.5783444635307498,0.0,,0.0,0.14897986299629945,0.14897986299629945,0.14897986299629953,,1.0,0.027186614870304163,0.6911658731675223,0.20522542288072304,,,,,0.37499999999999994,,0.0,0.5789473684210527,0.5789473684210527,0.0,0.0,0.4074074074074075,1.543141787321636,0.43017109994233904,13,1.4147916505025202,0.6968366867320664,12,0.7071067811865476,0.9646446609406726,12.5,12.48,0.6698223304703363,8,11.0,11.0,4.242640687119285,2,0.9513513513513514,0.7612337756346614,0.10568392136365558,2,6.5,7
,,18265.89747311093,17885.98838220184,199546.6167053797,0.0010863910300363184,,,0.0,47.0,19402.312625247243,,,uiug.30112087716855,False,,-54255.89376209597,53604.89376209597,82770511787.46959,82748831476.46959,,,[],[],61458.9666438337,60821.9666438337,3222.474134282402,3215.474134282402,"[3, 55, 76, 105]",0.0,-20.0,4,18.0,"[47, 58, 87, 112]",0.0,-20.0,"[61458.9666438337, 3828.553036361649, 4553.596077965965, 3222.474134282402]",17885.98838220184,64705.58989244372,17885.98838220184,"[117, 117, 117, 117]",0.0,-20.0,74,151,raw,7.010690189320345e-07,,,,,0.0,186788.44565545584,54255.89376209597,53604.89376209597,0.026985250419687284,gaus7,447.4239142184633,178432098.00751275,12.503782351809061,-31.122080327003854,0.6473062466439949,CWT,0.12364194519248284,0.7289798120448565,1.0,0.052821397198886885,0.6986301369863007,0.0,0.07803822424353044,,0.1844591943415553,0.19887997875462518,0.19887997875462518,0.1988799787546252,,0.0,0.4513798307925636,0.7743901636071759,,,,,0.2,,0.05850317195164755,0.052631578947368474,0.05263157894736842,0.17656300175590478,0.17656300175590478,0.05263157894736842,1.0481441546386323,0.2901579354044333,7,1.3115585138760348,0.778836835520025,9,0.0,0.19831378837933808,0.24793498210159817,8,0,0.38315878795229397,0.6571832719537052,9,0.9574271077563381,0.9042572892243662,8.25,8.161943319838057,0.5396286446121832,9,gaus,0.8392857142857143,1.0,0.11249999999999998,1,7.0,,0.1236419451924828,0.0,0.7363357136929626,1.0,0.05282139719888689,0.6986301369863006,0.0,0.07803822424353044,,0.019767680292887595,0.11258429239650486,0.11258429239650486,0.11258429239650486,,1.0,0.0,0.38640814173518406,0.7357381022274858,,,,,0.49999999999999994,,0.05850317195164757,0.05263157894736842,0.05263157894736842,0.17656300175590475,0.17656300175590475,0.03703703703703709,1.5861397991011223,0.44215736210857776,11,1.3159720548648983,0.6481644178620429,15,2.8284271247461903,0.8585786437626906,13.0,12.692307692307692,0.6042893218813452,10,11.5625,11.5,5.573374202401988,16,1.0,1.0,0.0,3,8.25,8
,,58629.475122624666,58465.61956706911,211551.92838094052,0.056363381553933584,,,0.0,342.4,20660.942313292944,,,uiug.30112087716855,False,,-62535.25964911526,61925.25964911526,101409198349.89307,101390994619.01306,,,[],[],58629.475122624666,58019.475122624666,58629.475122624666,58624.475122624666,[3],0.0,-17.5,1,17.0,[45],0.0,-17.5,[58629.475122624666],58465.61956706911,55680.075122624665,58465.61956706911,[107],0.0,-17.5,74,151,smoothed,4.6237623685133295e-06,,,,,0.0,0.0,62535.25964911526,61925.25964911526,0.022571763557450008,gaus5,464.27443020929377,189946093.8443173,12.47024994567952,-32.567746376929,0.6533918023984249,CWT,0.1391091396568298,0.6893571242280979,0.881285470639087,0.05711355706534138,0.7915094339622636,0.07079428039046576,0.08249269409817224,,1.0,1.0,1.0,1.0,,0.0,0.23932940067330044,0.6677450233674502,,,,,0.75,,0.07945840901022462,0.0,0.0,0.24435037420947597,0.24435037420947597,0.0,2.0910065662092783,0.702195100720814,2,1.319522973952264,0.6375505416558535,9,0.0,0.44465954153356635,0.5912220210914051,5,0,0.34606516262410775,0.5238838170235514,8,3.1622776601683795,0.683772233983162,6.0,4.27299703264095,0.541886116991581,9,gaus,1.0,1.0,0.0,1,7.0,0.05685960095260445,0.14515876484381554,0.2992069717940289,0.6338437967420055,0.8814309845069421,0.06119158794825661,0.7568493150684924,0.09102070039553112,0.0885241240661346,,1.0,1.0,1.0,1.0,,0.0,0.0038055888779831744,0.2829531283067027,0.6745446308119409,,,,,0.37499999999999994,,0.08178516808576361,0.3157894736842105,0.3157894736842105,0.2553251957038621,0.2553251957038621,0.22222222222222227,2.0812766755040264,0.5801832884973219,5,1.359484941076219,0.669596107430522,14,6.363961030678928,0.6818019484660536,9.5,7.368421052631578,0.6034009742330269,11,11.5625,11.5,5.573374202401988,16,1.0,1.0,0.0,3,9.0,9
,,,,1255101.0906333101,0.17821883057401033,,,0.0,47.0,58245.463885107005,,,uiug.30112087716855,False,,-141243.02257197618,140592.02257197618,757898425358.7051,757876745047.7051,,,[],[],,,,,[],,,0,22.0,[],,,[],,,,[],,,74,151,raw,1.6462353766214105e-06,,,,,0.0,186788.44565545584,141243.02257197618,140592.02257197618,0.032341425013940724,gaus1,811.9716872832771,1155790020.3624222,12.27281917498896,-40.73548133630793,0.5742795775908359,CWT,0.7876824396174752,0.02841385974387456,0.1833250383251671,0.7633195037179733,0.0,0.48527260169764785,0.9999999999999999,,,,,,,0.0,,,,,,,1.0,,0.9016631289594462,,,1.0,1.0,,1.250831564479723,0.34626792763373637,6,1.3207843594321964,0.7843153774851276,7,0.6428571428571429,0.7481897686490322,0.9353984834567549,2,0,0.4640019204431626,0.7958431591750595,7,2.3804761428476167,0.7619523857152384,5.5,4.2,0.6059761928576192,6,gaus,0.8392857142857143,1.0,0.11249999999999998,1,4.75,,0.787682439617475,0.07209341605966117,0.05478419084101793,0.18332503832516717,0.7633195037179734,0.0,0.2916714270667727,1.0,,,,,,,1.0,0.0,,,,,,,0.9999999999999998,,0.9016631289594464,,,1.0,1.0,,1.850831564479723,0.5159436783071811,9,1.280794113056031,0.6308379935737474,18,6.363961030678928,0.6818019484660536,13.5,12.0,0.5034009742330268,16,11.5625,11.5,5.573374202401988,16,1.0,1.0,0.0,3,12.75,10
