amplitude_max,amplitude_max_diff,avg_prominence,avg_prominence_diff,avg_variance_across_levels,correlation,dominant_frequency,dominant_frequency_diff,dynamic_cutoff,dynamic_cutoff_diff,emd_value,frequency_max,frequency_max_diff,htid,is_complex,kl_divergence,lower_envelope,lower_envelope_diff,max_autocorrelation,max_autocorrelation_diff,num_fft_peaks,num_fft_peaks_diff,positive_amplitudes,positive_frequencies,prominence_max,prominence_max_diff,prominence_min,prominence_min_diff,relative_left_bases,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,relative_num_peaks,relative_num_peaks_diff,relative_peaks,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,relative_prominences,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,relative_right_bases,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,scales_used,signal_length,signal_type,smoothness,spectral_bandwidth,spectral_bandwidth_diff,spectral_centroid,spectral_centroid_diff,spectral_magnitude,spectral_magnitude_diff,upper_envelope,upper_envelope_diff,variance_ratio_across_levels,wavelet,wavelet_adaptive_threshold,wavelet_energy_entropy,wavelet_entropy,wavelet_psnr,wavelet_sparsity,wavelet_type,emd_value_normalized,smoothness_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,correlation_normalized,avg_variance_across_levels_normalized,kl_divergence_normalized,prominence_min_diff_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,spectral_centroid_diff_normalized,spectral_magnitude_diff_normalized,dynamic_cutoff_diff_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,amplitude_max_diff_normalized,frequency_max_diff_normalized,spectral_bandwidth_diff_normalized,num_fft_peaks_diff_normalized,relative_num_peaks_diff_normalized,dominant_frequency_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_weighted_score,reconstruction_normalized_weighted_score,reconstruction_normalized_weighted_rank,signal_weighted_score,signal_normalized_weighted_score,signal_normalized_weighted_rank,reconstruction_missing_metrics_count,reconstruction_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_rank,signal_missing_metrics_count,signal_dynamically_weighted_score,signal_normalized_dynamically_weighted_score,signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank
131724.54279062749,,11940.438590249845,11676.224304535559,123553.12050584797,0.27667799604772403,0.038834951456310676,,15356.298492286474,15046.298492286474,32227.525705191096,0.48543689320388345,,inu.32000013032935,False,,-43015.12143341135,42532.12143341135,119986264700.94878,119976732038.94878,6.0,,"[3346503.5501325284, 611280.7563271765, 335716.02175655356, 242193.04435688304, 98071.90455437833, 131724.54279062749, 29300.631669310747, 49473.406722574626, 48245.459019347305, 23150.33108767051, 22169.77127796025, 10209.97785177948, 7789.665077466176, 19780.048545641763, 2824.8146137293147, 10879.387669869719, 5554.222145077018, 8922.563050729688, 8454.675424183888, 4123.334754138336, 7246.311145392461, 2853.166354243769, 1979.0831739646958, 2466.0735759172144, 4372.004622179545, 1818.4805659880078, 2858.142770843888, 4462.200005868217, 2998.28226433599, 2574.356090325002, 2244.411559130012, 1530.453884695897, 1324.7124599673632, 2043.680628260749, 1513.977183030044, 1555.4013322471287, 1641.4669197011076, 2258.996446190892, 2253.219215188905, 2410.2708510141747, 2042.8880436632326, 1662.6994464756658, 1990.8006538267714, 2428.582310632294, 2227.2814567154846, 1739.0222811605895, 2129.0543785704167, 1223.188427534351, 1040.3946278891844, 1225.3955819018881, 1665.112303317387]","[0.0, 0.009708737864077669, 0.019417475728155338, 0.029126213592233007, 0.038834951456310676, 0.04854368932038834, 0.058252427184466014, 0.06796116504854369, 0.07766990291262135, 0.08737864077669902, 0.09708737864077668, 0.10679611650485436, 0.11650485436893203, 0.1262135922330097, 0.13592233009708737, 0.14563106796116504, 0.1553398058252427, 0.16504854368932037, 0.17475728155339804, 0.1844660194174757, 0.19417475728155337, 0.20388349514563106, 0.21359223300970873, 0.2233009708737864, 0.23300970873786406, 0.24271844660194172, 0.2524271844660194, 0.2621359223300971, 0.27184466019417475, 0.2815533980582524, 0.2912621359223301, 0.30097087378640774, 0.3106796116504854, 0.3203883495145631, 0.33009708737864074, 0.3398058252427184, 0.3495145631067961, 0.35922330097087374, 0.3689320388349514, 0.37864077669902907, 0.38834951456310673, 0.39805825242718446, 0.4077669902912621, 0.4174757281553398, 0.42718446601941745, 0.4368932038834951, 0.4466019417475728, 0.45631067961165045, 0.4660194174757281, 0.4757281553398058, 0.48543689320388345]",40553.94108224395,40072.94108224395,1150.4421573504296,1100.4421573504296,"[0, 0, 0, 61]",0.0,-7.5,4,10.0,"[19, 35, 51, 69]",0.0,-12.0,"[1523.9348644121128, 1150.4421573504296, 40553.94108224395, 4533.436256992885]",11676.224304535559,44062.75436099938,11676.224304535559,"[23, 39, 102, 102]",0.0,-3.0,50,103,raw,5.70782262510203e-06,0.044249737631464454,,0.014997049721020558,,5088147.2193877995,5088147.2193877995,43015.12143341135,42532.12143341135,0.04365373662175001,mexh,851.1013424075446,344265623.0951575,11.252825991273767,-36.915338211388274,0.6854368932038835,CWT,1.0,0.9999999999999999,0.0,0.3437167114343511,1.0,0.8936507936507934,0.7084556895982247,0.1281690361141271,,0.0,0.5248590166853246,0.5248590166853246,0.5248590166853245,,1.0,0.7233483045889654,0.8177067861548581,1.0000000000000002,,,,,0.0,,1.0,0.5263157894736842,0.5,0.6061321422003493,0.6061321422003493,1.0,3.387985096216212,1.0,1,1.9639685634624335,1.0,1,0.0,0.6236141476449454,0.9856881679549007,2,0,0.634249028849687,1.0,1,0.5,0.95,1.25,1.1428571428571428,0.9125,1,mexh,1.0,1.0,,1,0.16666666666666666,,,2,1.25
,,17650.899290176163,17386.685004461877,74965.72218410474,0.31768360559133985,,,2593.7719719785455,2283.7719719785455,8669.045685707824,,,inu.32000013032935,False,,-18915.817842621218,18432.817842621218,11334327580.80274,11324794918.80274,,,[],[],25424.33077287742,24943.33077287742,6839.3812783145895,6789.3812783145895,"[0, 39, 61]",0.0,-3.5,3,11.0,"[12, 51, 92]",0.0,-12.5,"[20688.98581933648, 6839.3812783145895, 25424.33077287742]",17386.685004461877,49253.697870528486,17386.685004461877,"[61, 61, 102]",0.0,1.0,50,103,raw,2.9777075350911096e-06,,,,,0.0,0.0,18915.817842621218,18432.817842621218,0.03793625334231998,gaus6,324.3948215233328,38537233.54238139,11.48944828557564,-26.614430563707067,0.6984466019417476,CWT,0.11942345373634408,0.337432817248735,0.7311583191623519,0.9292195649367141,0.044753121234012636,1.0,0.7758571875406506,0.042388046496559424,,0.8123948264884593,0.9827269011494167,0.9827269011494167,0.9827269011494165,,0.0,0.09862536990454454,0.9798169655578473,0.48835296722680016,,,,,0.25,,0.056813935215512354,0.9473684210526315,0.9444444444444444,0.11151226906929909,0.11151226906929909,0.0,2.2737634721107916,0.6711255827689999,3,1.7900363094931822,0.9114383716699556,2,0.0,0.5166014780984727,0.8165433167811882,4,0,0.49752906379442097,0.7844380380002635,3,0.816496580927726,0.9183503419072274,3.0,2.823529411764706,0.8091751709536137,2,gaus,6.0,6.0,2.9277002188455996,8,1.0,1.0,0.0,1,1.75
,,17508.741240831874,17244.526955117588,77831.72884666333,0.3354516180361622,,,961.6684525163115,651.6684525163115,7839.82757138546,,,inu.32000013032935,False,,-17636.34679409385,17153.34679409385,9529593085.849655,9520060423.849655,,,[],[],24514.09004382314,24033.09004382314,8153.119840016563,8103.119840016563,"[0, 39, 61]",0.0,-3.5,3,11.0,"[12, 51, 92]",0.0,-12.5,"[19859.013838655916, 8153.119840016563, 24514.09004382314]",17244.526955117588,48827.22372249562,17244.526955117588,"[61, 61, 102]",0.0,1.0,50,103,raw,2.695744690233784e-06,,,,,0.0,0.0,17636.34679409385,17153.34679409385,0.04247225131670703,gaus8,311.8646697448373,37948513.48397659,11.45251459225781,-25.865027254947144,0.6885436893203883,CWT,0.08842866873300903,0.26900371385994604,0.7843509583305084,0.8378301086229185,0.04291366825066109,0.919047619047619,0.8050627198463431,0.04744797759508871,,1.0,0.9713285904468054,0.9713285904468054,0.9713285904468052,,0.0,0.018734252831072024,0.96649842326945,0.45757081496993635,,,,,0.25,,0.04114739054642517,0.9473684210526315,0.9444444444444444,0.08525209913064116,0.08525209913064116,0.0,2.239453298412531,0.6609985684156667,4,1.726835504808602,0.8792582207956673,5,0.0,0.5140169144477108,0.812458140363201,5,0,0.4742606792857617,0.7477515261567054,5,0.5,0.95,4.75,4.705882352941176,0.7375,3,gaus,6.0,6.0,2.9277002188455996,8,1.0,1.0,0.0,1,2.5
,,12567.071839246508,12302.857553532222,69592.65003769078,0.45404723147940257,,,21008.043295532818,20698.043295532818,20192.92128410488,,,inu.32000013032935,False,,-29271.340481002357,28788.340481002357,47427650242.59764,47418117580.59764,,,[],[],30493.720589070617,30012.720589070617,1265.38276045386,1215.38276045386,"[0, 24, 39, 0]",0.0,-7.5,4,10.0,"[17, 28, 51, 80]",0.0,-12.0,"[11672.620413467326, 1265.38276045386, 6836.563593994228, 30493.720589070617]",12302.857553532222,46569.28735698603,12302.857553532223,"[61, 39, 61, 102]",0.0,1.5,50,103,raw,4.930933146215098e-06,,,,,0.0,0.0,29271.340481002357,28788.340481002357,0.053849305963174394,gaus2,555.9333642483848,146326347.79636335,11.279146508873456,-32.84068837041588,0.6343689320388349,CWT,0.550166632651801,0.811457958230928,0.2892186039131373,0.40884471725368815,0.38153968890175743,0.476190476190476,1.0,0.03290189449159152,,0.016413807447963127,0.5751028157638587,0.5751028157638587,0.5751028157638587,,0.0,0.9999999999999999,0.8959843695870401,0.6597875385336487,,,,,0.0,,0.37013295987985,1.0,0.5,0.32405149346245776,0.32405149346245776,1.0,2.4650897078071146,0.727597565455701,2,1.580847690963251,0.8049251502153635,6,0.0,0.5210486739776663,0.8235725805899924,3,0,0.4937899964541724,0.7785427710464772,4,1.707825127659933,0.8292174872340067,3.75,3.2,0.7271087436170034,4,gaus,6.0,6.0,2.9277002188455996,8,1.0,1.0,0.0,1,3.25
,,17866.326830519265,17602.11254480498,60630.43163720942,0.3659122456916406,,,6394.5932665476985,6084.5932665476985,8654.054560711307,,,inu.32000013032935,False,,-19553.67284419003,19070.67284419003,12758293655.950043,12748760993.950043,,,[],[],25202.338810470457,24721.338810470457,6303.141335433234,6253.141335433234,"[0, 39, 60]",0.0,-8.0,3,11.0,"[12, 51, 91]",0.0,-12.5,"[22093.5003456541, 6303.141335433234, 25202.338810470457]",17602.11254480498,49899.98049155779,17602.11254480498,"[102, 60, 102]",0.0,-8.0,50,103,raw,3.552131925727893e-06,,,,,0.0,0.0,19553.67284419003,19070.67284419003,0.035869570815557875,gaus4,332.0858165928861,42295977.663317546,11.486091307549536,-27.08166428461005,0.6811650485436893,CWT,0.11886311057909785,0.4768389366465452,0.6979940744456936,0.9209129925605648,0.05649729911313124,0.8587301587301587,0.8551312825404777,0.017079109363826665,,0.7358184128390463,1.0,1.0,1.0,,0.0,0.2846747567227425,1.0,0.4808457329661328,,,,,0.25,,0.06917510423286408,0.0,0.4444444444444444,0.12460375774088639,0.12460375774088639,0.0,2.2323792683533825,0.6589105928613914,5,1.7785884249257424,0.905609416573415,3,0.0,0.43427773111246687,0.6864219209593296,6,0,0.500255870497437,0.7887373062355835,2,1.8257418583505538,0.8174258141649446,4.0,3.3333333333333335,0.7087129070824723,5,gaus,6.0,6.0,2.9277002188455996,8,1.0,1.0,0.0,1,4.0
,,12712.67600509647,12448.461719382183,50956.615872895665,0.428208937384852,,,1175.6080399117423,865.6080399117423,5474.053653904415,,,inu.32000013032935,False,,-13482.619193753155,12999.619193753155,4789548828.166717,4780016166.166717,,,[],[],21048.678423648053,20567.678423648053,1957.5639824621708,1907.5639824621708,"[0, 25, 39, 61]",0.0,-3.0,4,10.0,"[12, 28, 50, 92]",0.0,-12.0,"[16630.817029355774, 1957.5639824621708, 11213.644584919883, 21048.678423648053]",12448.461719382183,47151.70402038588,12448.461719382187,"[61, 39, 61, 102]",0.0,1.5,50,103,raw,1.9998132658635154e-06,,,,,0.0,0.0,13482.619193753155,12999.619193753155,0.05526361438012239,morl,251.53977049289662,24213920.913493264,11.433354994095755,-22.82686054832565,0.6844660194174758,CWT,0.0,0.10010925042864816,0.9999999999999999,0.7904212225374408,0.0,0.885714285714286,0.9575292320823265,0.0,,0.11525902828708307,0.58677743798615,0.58677743798615,0.5867774379861501,,0.0,0.029206549728569314,0.9141729069151229,0.3403789285601014,,,,,0.0,,0.0,1.0,1.0,0.0,0.0,1.0,1.604556595275557,0.4736020229450143,6,1.7625407935159598,0.8974383940283845,4,0.0,0.4106233151632885,0.649033612805898,7,0,0.4667217488453377,0.7358651375340896,7,1.4142135623730951,0.8585786437626906,6.0,5.694915254237289,0.6292893218813453,6,morl,6.0,6.0,,1,1.0,,,3,5.25
414347.9221324124,,9595.632237125512,9331.417951411226,90797.52066903515,-0.154331080507709,0.019417475728155338,,0.0,310.0,8568.697684814844,0.48543689320388345,,inu.32000013032935,False,,-22977.135021017977,22494.135021017977,11901589981.504454,11892057319.504454,7.0,,"[41725.2786312267, 325911.5446490917, 346483.2218476161, 414347.9221324124, 202205.7868729248, 283156.4985826133, 94319.94582516205, 128681.97223166854, 123501.32568343072, 85645.73396573571, 81197.1480754916, 55555.54047311474, 45330.84042242807, 69456.73499296488, 39911.74433839843, 52633.393229946974, 40802.47091173981, 43655.68321755636, 36688.910795462536, 35692.38544840371, 37817.442929472345, 32157.786080109563, 29346.864605298844, 24581.591453795587, 31110.306699189787, 22455.27188352015, 26799.10170657364, 21440.962625979115, 27358.246849917134, 25623.47996748149, 25353.249303888955, 24546.545595037205, 22381.173073309114, 21828.25850249587, 22843.129842400955, 20976.061924259422, 20438.72343776708, 21669.09870156956, 17673.37524148377, 22333.353479139012, 24473.54107931646, 22978.988660211697, 19019.750693237136, 22421.152928390053, 19457.761646204937, 19633.310061093332, 20327.81294992469, 21140.128854925042, 19534.874288097595, 19334.672040350288, 18020.407985104128]","[0.0, 0.009708737864077669, 0.019417475728155338, 0.029126213592233007, 0.038834951456310676, 0.04854368932038834, 0.058252427184466014, 0.06796116504854369, 0.07766990291262135, 0.08737864077669902, 0.09708737864077668, 0.10679611650485436, 0.11650485436893203, 0.1262135922330097, 0.13592233009708737, 0.14563106796116504, 0.1553398058252427, 0.16504854368932037, 0.17475728155339804, 0.1844660194174757, 0.19417475728155337, 0.20388349514563106, 0.21359223300970873, 0.2233009708737864, 0.23300970873786406, 0.24271844660194172, 0.2524271844660194, 0.2621359223300971, 0.27184466019417475, 0.2815533980582524, 0.2912621359223301, 0.30097087378640774, 0.3106796116504854, 0.3203883495145631, 0.33009708737864074, 0.3398058252427184, 0.3495145631067961, 0.35922330097087374, 0.3689320388349514, 0.37864077669902907, 0.38834951456310673, 0.39805825242718446, 0.4077669902912621, 0.4174757281553398, 0.42718446601941745, 0.4368932038834951, 0.4466019417475728, 0.45631067961165045, 0.4660194174757281, 0.4757281553398058, 0.48543689320388345]",28035.12947943063,27554.12947943063,1565.8089235879488,1515.8089235879488,"[2, 26, 48, 2]",0.0,-12.0,4,10.0,"[20, 32, 54, 99]",0.0,-12.0,"[28035.12947943063, 1565.8089235879488, 4950.098087009785, 3831.492458473691]",9331.417951411226,34683.52894850205,9331.417951411227,"[67, 67, 67, 102]",0.0,-7.5,50,103,raw,1.587312039784019e-06,0.126610576161335,,0.11597972823335068,,3271980.507416933,3271980.507416933,22977.135021017977,22494.135021017977,0.038692900561960876,gaus7,338.9283627555323,40640596.10502033,11.518053148619732,-26.96139437798059,0.681747572815534,CWT,0.11567261344538626,0.0,0.7065308311844849,1.0,0.05132506741739851,0.8634920634920636,0.0,0.07033906648059289,,0.05931541976659656,0.3368511516812185,0.3368511516812185,0.3368511516812185,,0.6430593232344826,0.0020096553929838112,0.5247989724809341,0.5766439003084723,,,,,0.0,,0.06173822838137111,0.05263157894736836,0.0,0.19486771458894692,0.19486771458894692,1.0,1.5726018783959612,0.4641702468385363,7,1.3578152684420688,0.6913630358972092,8,0.0,0.2880323975155839,0.45526569159947566,8,0,0.35091995525249076,0.5532841822224636,8,0.5,0.95,7.75,7.724137931034484,0.5874999999999999,7,gaus,6.0,6.0,2.9277002188455996,8,1.0,1.0,0.0,1,5.5
,,,,617368.8074127408,-0.058809875461989285,,,0.0,310.0,27686.796588150894,,,inu.32000013032935,False,,-62205.49690231822,61722.49690231822,116991510408.81831,116981977746.81831,,,[],[],,,,,[],,,0,14.0,[],,,[],,,,[],,,50,103,raw,4.934333990619566e-06,,,,,0.0,0.0,62205.49690231822,61722.49690231822,0.04645214884538961,gaus1,594.7244147037206,284514050.5309399,11.175920826968493,-36.87612707201595,0.5761165048543689,CWT,0.8302751467796188,0.8122833036181198,0.002783206270407179,0.1534210620634583,0.813306499678286,0.0,0.1570095500836054,1.0,,,,,,,0.0,0.0020096553929838112,,,,,,,1.0,,0.9740031278718247,,,1.0,1.0,,1.2880063916324043,0.3801688481660922,8,1.4406050597858804,0.7335173722160426,7,0.6,0.6326687972108014,1.0,1,0,0.47113484606168693,0.742823125667478,6,3.1091263510296048,0.6890873648970395,5.5,2.788381742738589,0.5695436824485197,8,gaus,6.0,6.0,2.9277002188455996,8,1.0,1.0,0.0,1,6.25
,,8645.814296465973,8381.600010751687,93583.1490431977,-0.14861920475055232,,,41.05544846467342,268.9445515353266,8863.254758347772,,,inu.32000013032935,False,,-26376.5654733019,25893.5654733019,13752097647.734015,13742564985.734015,,,[],[],24993.402024514828,24512.402024514828,2081.5550673267962,2031.5550673267962,"[2, 26, 48, 2]",0.0,-12.0,4,10.0,"[21, 32, 54, 99]",0.0,-12.0,"[24993.402024514828, 2081.5550673267962, 4037.2961252085834, 3471.003968813682]",8381.600010751687,30884.25718586389,8381.600010751687,"[67, 67, 67, 102]",0.0,-7.5,50,103,raw,1.8338964405156154e-06,,,,,0.0,0.0,26376.5654733019,25893.5654733019,0.03387016435698062,gaus5,329.25852340013176,42139106.34784171,11.448695449304267,-27.58760394272376,0.6778640776699029,CWT,0.12668266376589266,0.05984316642947429,0.662082482702876,0.8283799462710154,0.05600715544444737,0.8317460317460313,0.009388690629848817,0.07525708981372342,,0.13296526731212674,0.2606942260024488,0.2606942260024488,0.2606942260024487,,0.0,0.0,0.4061499010912411,0.47377999337433474,,,,,0.0,,0.07780212093429055,0.05263157894736836,0.0,0.2646384385724019,0.2646384385724019,1.0,1.0644989246194727,0.3141982312166403,9,1.2619575144139086,0.6425548442532629,9,0.0,0.23031256112076745,0.36403338071377767,9,0,0.3311734033504136,0.5221504303302601,9,0.0,1.0,9.0,9.0,0.55,9,gaus,6.0,6.0,2.9277002188455996,8,1.0,1.0,0.0,1,7.0
,,5394.4743733195555,5130.26008760527,159469.52797432404,-0.1171608795463123,,,0.0,310.0,9813.538087672081,,,inu.32000013032935,False,,-35332.67327657157,34849.67327657157,22872284449.346733,22862751787.346733,,,[],[],10983.535430984944,10502.535430984944,2313.460446024516,2263.460446024516,"[2, 2, 48, 2]",0.0,-12.0,4,10.0,"[21, 35, 54, 99]",0.0,-12.0,"[2313.460446024516, 10983.535430984944, 5155.0536855494975, 3125.8479307192647]",5130.26008760527,17878.897493278222,5130.26008760527,"[26, 64, 64, 102]",0.0,-7.5,50,103,raw,2.445198153928736e-06,,,,,0.0,0.0,35332.67327657157,34849.67327657157,0.06140606415488741,gaus3,339.0466997289604,73931039.78165098,11.11391798021458,-29.793162043014974,0.6615533980582524,CWT,0.16220266384298943,0.20819898320404562,0.5055319913695377,0.0,0.15534089814006935,0.6984126984126984,0.061097182836761244,0.19157940758023898,,0.16608193913492955,0.0,0.0,0.0,,0.0,0.0020096553929838112,0.0,0.0,,,,,0.0,,0.15697266614049793,0.05263157894736836,0.0,0.448455738052134,0.448455738052134,1.0,0.5139611956228102,0.15170113829509319,10,0.8725458535377473,0.44427689412679194,10,0.0,0.15164048771466987,0.23968384150316202,10,0,0.2477954781732926,0.3906911432291976,10,0.0,1.0,10.0,10.0,0.5,10,gaus,6.0,6.0,2.9277002188455996,8,1.0,1.0,0.0,1,7.75
