signal_type,wavelet,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,wavelet_psnr,signal_length,decomposition_levels,original_level,padded,emd_value,kl_divergence,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,dynamic_cutoff,dominant_frequency,amplitude_max,num_fft_peaks,positive_frequencies,positive_amplitudes,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,max_autocorrelation,upper_envelope,lower_envelope,spectral_magnitude,spectral_centroid,spectral_bandwidth,frequency_max,wavelet_type,htid,max_autocorrelation_diff,frequency_max_diff,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,relative_num_peaks_diff,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,spectral_centroid_diff,lower_envelope_diff,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,spectral_bandwidth_diff,spectral_magnitude_diff,avg_prominence_diff,num_fft_peaks_diff,amplitude_max_diff,prominence_min_diff,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,prominence_max_diff,upper_envelope_diff,dominant_frequency_diff,dynamic_cutoff_diff,emd_value_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,correlation_normalized,avg_variance_across_levels_normalized,prominence_min_diff_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,spectral_centroid_diff_normalized,spectral_magnitude_diff_normalized,dynamic_cutoff_diff_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,amplitude_max_diff_normalized,frequency_max_diff_normalized,spectral_bandwidth_diff_normalized,num_fft_peaks_diff_normalized,relative_num_peaks_diff_normalized,dominant_frequency_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_weighted_score,reconstruction_normalized_weighted_score,reconstruction_normalized_weighted_rank,signal_weighted_score,signal_normalized_weighted_score,signal_normalized_weighted_rank,reconstruction_missing_metrics_count,reconstruction_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_rank,signal_missing_metrics_count,signal_dynamically_weighted_score,signal_normalized_dynamically_weighted_score,signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank
raw,bior3.9,2012827.390084552,0.6417910447761194,128.94785119582255,8.80957841185915,670,1,False,False,252.018117223356,,8.963562659596901,278805.1838311484,1.0,2.085265414826495e-06,0.7071993013767215,876.4973741285169,,,,[],[],15,1694.7547157880472,980.6505259039261,2215.604793897487,"[15, 51, 84, 133, 168, 226, 281, 336, 382, 445, 479, 527, 565, 598, 648]","[1170.0857661775244, 1834.7073156306503, 1920.4965365893079, 1111.0445833942438, 1959.8708804371086, 2013.5171479254695, 1581.1728823271085, 2002.207226573704, 1652.8902187034832, 1821.2881582797309, 980.6505259039261, 2215.604793897487, 1375.3211896543776, 2046.776166128725, 1735.6873451978593]","[0, 30, 64, 112, 87, 87, 261, 314, 368, 423, 475, 314, 557, 530, 642]","[17, 87, 87, 135, 204, 261, 297, 475, 423, 475, 487, 530, 568, 642, 664]",566571041.9173212,1871.5333517728511,-1871.5333517728511,0.0,,,,SWT,mdp.39015056038238,301110566.9173212,,0.0,-71.0,77.0,0.0,-75.5,,682.5333517728511,1127.4612375271777,26769.679263179292,1127.4612375271774,,0.0,1127.4612375271777,,,976.6505259039261,0.0,-71.0,1031.604793897487,682.5333517728511,,243.99737412851687,0.7189304538716845,0.477575482993699,0.06957421734152819,0.0,0.19607843137254824,0.7752978412338418,0.7888495303312577,0.8825381089902218,0.7490548712851446,0.7490548712851446,0.7490548712851436,,0.0,0.17558549717673697,0.20536746010725998,0.5930854005090096,,,,,0.5,,0.8156836775112508,0.2222222222222222,0.2393162393162393,0.4294259503821991,0.4294259503821991,0.1496062992125984,2.2816173206550703,0.6638661422637214,32,1.241101855803548,0.5702619107747096,40,0,0.45929476131102476,0.7335022105412256,19,0,0.43232942244922284,0.5937531958773178,25,9.055385138137417,0.9145718383194583,29.0,26.86699072028281,0.8204934663295405,1,bior,25.333333333333332,14.0,23.72059583287626,15,0.38078396699086353,0.7343014951446393,0.5131607745630038,1,1.0
raw,rbio1.1,3665389.1484329826,0.6537313432835821,169.83375523352242,13.1725918750643,670,1,False,False,222.29729080008389,-124617.81243056004,9.136449233801773,252200.63762419252,1.0,2.142951701288393e-06,1.0,894.4900782009827,,,,[],[],14,1412.6983335562668,1033.7901140947324,1674.4288578497446,"[23, 81, 126, 160, 214, 258, 312, 362, 418, 470, 520, 566, 599, 648]","[1538.6643558619276, 1418.4562030602142, 1033.7901140947324, 1350.573952066306, 1466.5394641808996, 1393.0003589374987, 1366.13030125241, 1561.291772859897, 1530.179074487689, 1446.7404743076763, 1448.1546878700494, 1042.275395468971, 1674.4288578497446, 1507.5516574897197]","[1, 27, 117, 147, 88, 234, 262, 1, 399, 426, 504, 558, 504, 612]","[340, 88, 130, 175, 340, 262, 315, 399, 504, 504, 558, 569, 667, 667]",530920950.0,1681.4999256616102,-1681.4999256616102,0.0,,,,SWT,mdp.39015056038238,265460475.0,,0.0,-22.0,78.0,0.0,-22.0,,492.4999256616102,845.4048552953972,32413.223330212266,845.4048552953973,,0.0,845.4048552953972,,,1029.7901140947324,0.0,-26.5,490.42885784974465,492.4999256616102,,261.9900782009827,0.0,1.0,0.4313707135608159,0.17009755423616055,0.3529411764705877,1.0,0.17994195999622403,0.9331647561029075,0.2714700933763011,0.2714700933763011,0.27147009337630096,,0.0,0.2172382949205034,0.9142103191712947,0.0,,,,,0.75,,0.28415938454714734,1.0,0.9999999999999999,0.07222478157082332,0.07222478157082332,0.9921259842519684,1.959391619667739,0.5701103966721397,47,1.5138873884852129,0.6956015018576887,14,0,0.4699839054842914,0.7505729710643911,17,0,0.4477644863233984,0.6149514258102774,13,16.25576820700886,0.8466436961602938,22.75,17.509165889046084,0.8160105273254299,2,rbio,62.666666666666664,66.0,32.30361913971575,15,0.9419392867668729,1.0,0.040642499263188976,5,2.75
raw,bior3.7,2012827.390084552,0.6417910447761194,128.94785119582255,8.836475640471784,670,1,False,False,250.94195481835936,,8.963403155963166,278270.959410363,1.0,2.062333958438244e-06,0.7088328994743867,872.3038692489158,,,,[],[],14,1687.0106888189202,628.0617033652252,2178.2392457255673,"[15, 51, 102, 168, 226, 281, 336, 382, 445, 479, 527, 572, 606, 648]","[1154.856773249678, 1849.3680422628488, 2055.796179742887, 1959.1999727411712, 1991.403024245697, 1559.9070796245703, 1987.0475675718822, 1648.2665974798083, 1839.085905192326, 970.6406102703135, 2178.2392457255673, 628.0617033652252, 2057.5273483956553, 1738.7495935972497]","[0, 30, 87, 87, 87, 261, 87, 368, 423, 475, 87, 553, 530, 642]","[17, 87, 146, 204, 261, 297, 475, 423, 475, 487, 530, 573, 642, 664]",565855181.1934673,1852.3557237835046,-1852.3557237835046,0.0,,,,SWT,mdp.39015056038238,300394706.19346726,,0.0,-71.5,78.0,0.0,-76.0,,663.3557237835046,1119.7172105580507,28572.850356535117,1119.7172105580503,,0.0,1119.7172105580507,,,624.0617033652252,0.0,-71.5,994.2392457255673,663.3557237835046,,239.80386924891582,0.692898676852925,0.480796140409787,0.06924042707420869,0.0,0.19607843137254824,0.7765515029253187,0.7766225488393119,0.5466230125003996,0.7359424950612612,0.7359424950612612,0.7359424950612599,,0.0,0.16587760614023517,0.431850134471836,0.5521357580237483,,,,,0.75,,0.8050105671588377,0.21428571428571427,0.23076923076923075,0.3933782335515066,0.3933782335515066,0.14173228346456693,2.3339754268215938,0.6791004121135947,30,1.2306684940937256,0.5654679861208827,41,0,0.4555245506067576,0.7274811144636385,20,0,0.4274553896391572,0.5870592897781388,31,8.582928793055823,0.9190289736504168,30.5,28.575175644028104,0.8156465622969065,3,bior,25.333333333333332,14.0,23.72059583287626,15,0.38078396699086353,0.7343014951446393,0.5131607745630038,1,2.5
raw,haar,3665389.1484329826,0.6537313432835821,169.83375523352242,13.1725918750643,670,1,False,False,222.29729080008389,-124617.81243056004,9.136449233801773,252200.63762419252,1.0,2.142951701288393e-06,1.0,894.4900782009827,,,,[],[],14,1412.6983335562668,1033.7901140947324,1674.4288578497446,"[23, 81, 126, 160, 214, 258, 312, 362, 418, 470, 520, 566, 599, 648]","[1538.6643558619276, 1418.4562030602142, 1033.7901140947324, 1350.573952066306, 1466.5394641808996, 1393.0003589374987, 1366.13030125241, 1561.291772859897, 1530.179074487689, 1446.7404743076763, 1448.1546878700494, 1042.275395468971, 1674.4288578497446, 1507.5516574897197]","[1, 27, 117, 147, 88, 234, 262, 1, 399, 426, 504, 558, 504, 612]","[340, 88, 130, 175, 340, 262, 315, 399, 504, 504, 558, 569, 667, 667]",530920950.0,1681.4999256616102,-1681.4999256616102,0.0,,,,SWT,mdp.39015056038238,265460475.0,,0.0,-22.0,78.0,0.0,-22.0,,492.4999256616102,845.4048552953972,32413.223330212266,845.4048552953973,,0.0,845.4048552953972,,,1029.7901140947324,0.0,-26.5,490.42885784974465,492.4999256616102,,261.9900782009827,0.0,1.0,0.4313707135608159,0.17009755423616055,0.3529411764705877,1.0,0.17994195999622403,0.9331647561029075,0.2714700933763011,0.2714700933763011,0.27147009337630096,,0.0,0.2172382949205034,0.9142103191712947,0.0,,,,,0.75,,0.28415938454714734,1.0,0.9999999999999999,0.07222478157082332,0.07222478157082332,0.9921259842519684,1.959391619667739,0.5701103966721397,48,1.5138873884852129,0.6956015018576887,13,0,0.4699839054842914,0.7505729710643911,16,0,0.4477644863233984,0.6149514258102774,15,16.713268182295565,0.842327658657589,23.0,17.6271186440678,0.8126732632910586,4,haar,4.0,4.0,,1,0.060123784261715295,,,7,4.75
raw,db2,3226503.6228290694,0.6611940298507463,175.4458498090714,10.165900142738742,670,1,False,False,237.94545900374507,,9.118571211580026,252200.63762419252,1.0,2.3943996854987016e-06,0.8006910209436721,859.8538708414073,,,,[],[],15,1715.4739279086539,964.0633249906112,2144.4465545788494,"[15, 51, 84, 134, 168, 226, 282, 336, 382, 420, 472, 511, 551, 606, 648]","[964.0633249906112, 1818.7876937683693, 1891.4483175766397, 1133.9612203236352, 1848.5133850581572, 2027.9539344455843, 1687.5037583184653, 1965.2095654567242, 1334.001266556724, 1696.4333249660708, 2144.4465545788494, 1370.345116276439, 2143.7698109204375, 2095.9490138220212, 1609.7226315710825]","[4, 30, 30, 117, 87, 87, 262, 314, 368, 400, 400, 507, 400, 586, 642]","[17, 64, 87, 135, 175, 400, 291, 400, 400, 423, 476, 513, 586, 642, 666]",541304316.5972211,1838.9865142178642,-1838.9865142178642,0.0,,,,SWT,mdp.39015056038238,275843841.59722114,,0.0,-66.5,77.0,0.0,-75.5,,649.9865142178642,1148.1804496477844,26458.89108137019,1148.1804496477846,,0.0,1148.1804496477844,,,960.0633249906112,0.0,-71.0,960.4465545788494,649.9865142178642,,227.35387084140734,0.37852058717013415,0.6399806030181026,0.39395771125622997,0.12492323374995615,0.45098039215686253,0.8470455908540808,0.17994195999622403,0.8667353074289765,0.7841371489516531,0.7841371489516531,0.7841371489516529,,0.0,0.13705607584164367,0.16633170868223462,0.5151016801425389,,,,,0.5,,0.43896996966357865,0.2936507936507936,0.2393162393162393,0.3682484583290385,0.3682484583290385,0.1496062992125984,2.024991089921017,0.5891974130869186,42,1.3481721876678616,0.619458623962036,31,0,0.4263784291634427,0.6809342205989003,34,0,0.4307642968859415,0.5916036815095864,27,6.3508529610858835,0.9400862928199445,33.5,32.64869294435795,0.8120242784854439,5,db,56.63157894736842,59.5,28.354341917026623,38,0.8512262087579692,0.8777450537164835,0.14081813775447655,3,4.5
raw,db1,3665389.1484329826,0.6537313432835821,169.83375523352242,13.1725918750643,670,1,False,False,222.29729080008389,-124617.81243056004,9.136449233801773,252200.63762419252,1.0,2.142951701288393e-06,1.0,894.4900782009827,,,,[],[],14,1412.6983335562668,1033.7901140947324,1674.4288578497446,"[23, 81, 126, 160, 214, 258, 312, 362, 418, 470, 520, 566, 599, 648]","[1538.6643558619276, 1418.4562030602142, 1033.7901140947324, 1350.573952066306, 1466.5394641808996, 1393.0003589374987, 1366.13030125241, 1561.291772859897, 1530.179074487689, 1446.7404743076763, 1448.1546878700494, 1042.275395468971, 1674.4288578497446, 1507.5516574897197]","[1, 27, 117, 147, 88, 234, 262, 1, 399, 426, 504, 558, 504, 612]","[340, 88, 130, 175, 340, 262, 315, 399, 504, 504, 558, 569, 667, 667]",530920950.0,1681.4999256616102,-1681.4999256616102,0.0,,,,SWT,mdp.39015056038238,265460475.0,,0.0,-22.0,78.0,0.0,-22.0,,492.4999256616102,845.4048552953972,32413.223330212266,845.4048552953973,,0.0,845.4048552953972,,,1029.7901140947324,0.0,-26.5,490.42885784974465,492.4999256616102,,261.9900782009827,0.0,1.0,0.4313707135608159,0.17009755423616055,0.3529411764705877,1.0,0.17994195999622403,0.9331647561029075,0.2714700933763011,0.2714700933763011,0.27147009337630096,,0.0,0.2172382949205034,0.9142103191712947,0.0,,,,,0.75,,0.28415938454714734,1.0,0.9999999999999999,0.07222478157082332,0.07222478157082332,0.9921259842519684,1.959391619667739,0.5701103966721397,49,1.5138873884852129,0.6956015018576887,12,0,0.4699839054842914,0.7505729710643911,15,0,0.4477644863233984,0.6149514258102774,12,18.05547008526779,0.8296653765540775,22.0,15.76407506702413,0.8110591033713783,6,db,56.63157894736842,59.5,28.354341917026623,38,0.8512262087579692,0.8777450537164835,0.14081813775447655,3,5.25
raw,bior1.1,3665389.1484329826,0.6537313432835821,169.83375523352242,13.1725918750643,670,1,False,False,222.29729080008389,-124617.81243056004,9.136449233801773,252200.63762419252,1.0,2.142951701288393e-06,1.0,894.4900782009827,,,,[],[],14,1412.6983335562668,1033.7901140947324,1674.4288578497446,"[23, 81, 126, 160, 214, 258, 312, 362, 418, 470, 520, 566, 599, 648]","[1538.6643558619276, 1418.4562030602142, 1033.7901140947324, 1350.573952066306, 1466.5394641808996, 1393.0003589374987, 1366.13030125241, 1561.291772859897, 1530.179074487689, 1446.7404743076763, 1448.1546878700494, 1042.275395468971, 1674.4288578497446, 1507.5516574897197]","[1, 27, 117, 147, 88, 234, 262, 1, 399, 426, 504, 558, 504, 612]","[340, 88, 130, 175, 340, 262, 315, 399, 504, 504, 558, 569, 667, 667]",530920950.0,1681.4999256616102,-1681.4999256616102,0.0,,,,SWT,mdp.39015056038238,265460475.0,,0.0,-22.0,78.0,0.0,-22.0,,492.4999256616102,845.4048552953972,32413.223330212266,845.4048552953973,,0.0,845.4048552953972,,,1029.7901140947324,0.0,-26.5,490.42885784974465,492.4999256616102,,261.9900782009827,0.0,1.0,0.4313707135608159,0.17009755423616055,0.3529411764705877,1.0,0.17994195999622403,0.9331647561029075,0.2714700933763011,0.2714700933763011,0.27147009337630096,,0.0,0.2172382949205034,0.9142103191712947,0.0,,,,,0.75,,0.28415938454714734,1.0,0.9999999999999999,0.07222478157082332,0.07222478157082332,0.9921259842519684,1.959391619667739,0.5701103966721397,50,1.5138873884852129,0.6956015018576887,11,0,0.4699839054842914,0.7505729710643911,14,0,0.4477644863233984,0.6149514258102774,14,18.553975315279473,0.8249624970256654,22.25,15.762538382804504,0.8075284183241535,7,bior,25.333333333333332,14.0,23.72059583287626,15,0.38078396699086353,0.7343014951446393,0.5131607745630038,1,5.5
raw,sym2,3226503.62282732,0.6611940298507463,175.44584980881805,10.16590014273964,670,1,False,False,237.94545900373663,,9.11857121158,252200.63762415937,1.0,2.3943996855001547e-06,0.8006910209436904,859.8538708414571,,,,[],[],15,1715.4739279082821,964.0633249902386,2144.4465545785215,"[15, 51, 84, 134, 168, 226, 282, 336, 382, 420, 472, 511, 551, 606, 648]","[964.0633249902386, 1818.7876937679641, 1891.448317576222, 1133.9612203232095, 1848.5133850577768, 2027.9539344451646, 1687.5037583182188, 1965.2095654563125, 1334.0012665562738, 1696.4333249658303, 2144.4465545785215, 1370.345116276029, 2143.7698109201224, 2095.9490138214906, 1609.722631570859]","[4, 30, 30, 117, 87, 87, 262, 314, 368, 400, 400, 507, 400, 586, 642]","[17, 64, 87, 135, 175, 400, 291, 400, 400, 423, 476, 513, 586, 642, 666]",541304316.5971881,1838.9865142176213,-1838.9865142176213,0.0,,,,SWT,mdp.39015056038238,275843841.5971881,,0.0,-66.5,77.0,0.0,-75.5,,649.9865142176213,1148.1804496474124,26458.89108137577,1148.1804496474126,,0.0,1148.1804496474124,,,960.0633249902386,0.0,-71.0,960.4465545785215,649.9865142176213,,227.35387084145714,0.37852058716993,0.63998060301821,0.3939577112561779,0.12492323374977607,0.45098039215686253,0.847045590854095,0.17994195999546533,0.8667353074286215,0.7841371489510232,0.7841371489510232,0.7841371489510229,,0.0,0.13705607584175894,0.16633170868293506,0.5151016801421795,,,,,0.5,,0.4389699696630863,0.2936507936507936,0.2393162393162393,0.3682484583285821,0.3682484583285821,0.1496062992125984,2.0249910899201424,0.5891974130866643,43,1.3481721876674513,0.6194586239618475,32,0,0.42637842916322977,0.6809342205985602,35,0,0.4307642968857882,0.5916036815093759,28,6.3508529610858835,0.9400862928199445,34.5,33.67243488900542,0.8073072973533685,8,sym,52.63157894736842,45.0,29.885355994600047,19,0.7911024244962538,0.9251395599156701,0.16868643487792132,2,6.5
raw,bior3.5,2012827.390084552,0.6417910447761194,128.94785119582255,8.865160961143484,670,1,False,False,249.49474879913308,,8.962149890387346,277757.46723860974,1.0,2.013069792722012e-06,0.7107436561659229,868.6641078724896,,,,[],[],14,1680.6537256101287,640.6829379288363,2128.5460909798926,"[15, 51, 102, 168, 226, 282, 336, 382, 445, 479, 527, 572, 606, 648]","[1134.7544663318886, 1876.7995040622977, 2036.470291953121, 1967.9251283518497, 1960.3762110355108, 1536.9960258000651, 1963.8675507676192, 1647.2273438609748, 1854.8129025847786, 947.3601207739969, 2128.5460909798926, 640.6829379288363, 2090.091635481146, 1743.2419486298245]","[0, 30, 87, 87, 204, 261, 87, 368, 423, 475, 87, 553, 87, 642]","[17, 87, 146, 261, 261, 297, 423, 423, 475, 487, 585, 574, 642, 664]",565167101.6833191,1851.8297958516478,-1851.8297958516478,0.0,,,,SWT,mdp.39015056038238,299706626.6833191,,0.0,-76.0,78.0,0.0,-76.0,,662.8297958516478,1113.3602473492592,28661.8478414582,1113.3602473492592,,0.0,1113.3602473492592,,,636.6829379288363,0.0,-76.0,944.5460909798926,662.8297958516478,,236.16410787248958,0.657891558765741,0.4842309028563083,0.06661774167339585,0.0,0.19607843137254824,0.7780178626556193,0.7648700735948146,0.5586473960180895,0.7251787291850097,0.7251787291850097,0.7251787291850091,,0.0,0.15745162170580781,0.4430284350065835,0.4976760479336554,,,,,0.75,,0.7947516602257845,0.14285714285714285,0.15384615384615385,0.3923896597210278,0.3923896597210278,0.14173228346456693,2.2816816077595052,0.6638848474302855,31,1.2168014272293983,0.5590963414328066,43,0,0.44002041653699137,0.7027207262104835,24,0,0.42110093870263254,0.5783322049310503,35,7.932002689527196,0.9251697859478566,33.25,31.808645876980552,0.8057452703324188,9,bior,25.333333333333332,14.0,23.72059583287626,15,0.38078396699086353,0.7343014951446393,0.5131607745630038,1,7.0
raw,bior2.6,2417892.5380892777,0.6343283582089553,140.7418619759283,12.480969477243896,670,1,False,False,230.32052646444157,,9.029729387971422,263847.46899550274,1.0,2.1959900848824553e-06,0.9714791856368005,870.7101600137551,,,,[],[],14,1571.7753608840376,951.9052153382254,1813.019024826444,"[15, 52, 103, 169, 222, 255, 312, 362, 411, 461, 497, 545, 599, 649]","[951.9052153382254, 1500.3010508466932, 1587.3497626009664, 1568.7978770703437, 1608.4345267188871, 1386.4720508229111, 1644.8864337162265, 1720.9943253131564, 1516.3352495372708, 1579.1503622886535, 1769.1286859473257, 1697.338012705843, 1813.019024826444, 1660.7424746435752]","[1, 1, 88, 146, 171, 235, 171, 171, 401, 424, 424, 530, 554, 613]","[18, 88, 171, 171, 262, 262, 315, 424, 424, 475, 554, 554, 665, 665]",537211351.6391182,1706.1588935875589,-1706.1588935875589,0.0,,,,SWT,mdp.39015056038238,271750876.6391182,,0.0,-67.0,78.0,0.0,-31.0,,517.1588935875589,1004.481882623168,30186.144947623474,1004.4818826231677,,0.0,1004.481882623168,,,947.9052153382254,0.0,-67.0,629.0190248264439,517.1588935875589,,238.21016001375506,0.1940776604105315,0.9171855644775775,0.20804009071713853,0.0416932018630102,0.09803921568627488,0.9781124546925166,0.44650707023111197,0.8551521479073307,0.5408232140736432,0.5408232140736432,0.5408232140736423,,0.0,0.16218819691263006,0.6344838584007135,0.1518837021621281,,,,,0.75,,0.37794599501218346,0.2857142857142857,0.3076923076923077,0.11857563860202255,0.11857563860202255,0.8503937007874014,1.983387068221254,0.5770921835471342,45,1.3424647793437416,0.6168361820075222,33,0,0.41567167426759705,0.6638353354267533,40,0,0.4119507511540232,0.5657655073672228,38,4.96655480858378,0.9531457093529832,39.0,38.52041469345962,0.7926105905255482,10,bior,25.333333333333332,14.0,23.72059583287626,15,0.38078396699086353,0.7343014951446393,0.5131607745630038,1,7.75
