signal_type,wavelet,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,wavelet_psnr,signal_length,scales_used,emd_value,kl_divergence,is_complex,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,prominence_threshold,distance_factor,max_autocorrelation,upper_envelope,lower_envelope,wavelet_type,htid,avg_prominence_diff,prominence_max_diff,upper_envelope_diff,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,lower_envelope_diff,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,max_autocorrelation_diff,prominence_threshold_diff,relative_num_peaks_diff,prominence_min_diff,distance_factor_diff,emd_value_normalized,smoothness_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,correlation_normalized,avg_variance_across_levels_normalized,kl_divergence_normalized,prominence_min_diff_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,relative_num_peaks_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_right_bases_array_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_signal_weighted_score,reconstruction_signal_normalized_weighted_score,reconstruction_signal_normalized_weighted_rank,wavelet_signal_weighted_score,wavelet_signal_normalized_weighted_score,wavelet_signal_normalized_weighted_rank,reconstruction_signal_num_missing_metrics,reconstruction_signal_missing_metrics_count,reconstruction_signal_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_rank,wavelet_signal_num_missing_metrics,wavelet_signal_missing_metrics_count,wavelet_signal_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank,top_wavelet_rank
raw,gaus8,21.663741960506567,0.6594914272079626,543.3882169390586,-28.383001001044327,924,127,30358.468548085657,,False,15.715404970136001,339502.759617773,0.019572387847204838,2.1002909803609807e-07,0.3831680760488829,18,67636.59172246367,181.41665459791875,146926.10298680014,"[22, 78, 144, 209, 249, 295, 369, 424, 455, 520, 555, 589, 633, 698, 753, 791, 854, 886]","[136801.83618917203, 39864.00254714915, 77822.97733128672, 80605.82904354298, 13908.615650815927, 146926.10298680014, 132029.42325475073, 1209.556481364838, 87732.97652477161, 181.41665459791875, 132463.84271690837, 35214.86505072072, 20293.066354858594, 70011.63394753734, 99485.26330350884, 4520.0056342768385, 39737.04696579056, 98650.19036649234]","[0, 58, 111, 165, 246, 165, 331, 387, 387, 493, 493, 571, 626, 654, 654, 789, 815, 493]","[493, 165, 165, 267, 267, 493, 493, 427, 493, 521, 815, 815, 654, 712, 815, 815, 869, 923]",0.05,30,1487781550818.6294,115348.17068323666,-115348.17068323666,CWT,mdp.39015056038220,66497.4553588273,145406.10298680014,113828.17068323666,0.0,-13.0,0.0,-8.5,66497.4553588273,1192397.6510043459,66504.11613457902,113828.17068323666,0.0,-4.0,,0.0,4.0,57.58334540208125,0.0,0.03428951456508675,0.06218087913201578,0.9174665827046997,0.687290703048793,0.8291841374382675,0.18991637377287596,0.8230217055533591,0.009354010676153268,,0.014317007215904842,1.0,1.0,1.0,0.8577033521611255,0.24056250543540003,1.0,,0.0,0.0,0.0,0.11018226200792162,0.11018226200792162,0.6538461538461539,2.0282701665354335,1.0,1,1.7465753239764361,0.6869843339612332,4,0,0,0.46052258020572506,0.8837509957636933,5,1,0.11111111111111112,0.4385324328058508,0.677496273575518,4,1.7320508075688772,0.8667653224947017,3.5,2.3529411764705883,0.7987672766319662,1,gaus,6.75,6.0,4.527692569068709,8,0.6136363636363636,1.0,0.27045454545454545,1,1.0,1
raw,gaus6,21.719928433350002,0.654957902989399,540.3965690751119,-29.09223653460026,924,127,33106.697412196445,,False,15.67383815368761,354876.0428084022,0.017079917730599622,2.526840368714219e-07,0.3308239660537747,18,64329.047592635354,3.6017667678206635,151398.80020791822,"[22, 78, 144, 209, 249, 296, 369, 429, 468, 514, 555, 589, 633, 698, 753, 791, 854, 885]","[143293.91798790207, 34137.133908369084, 58557.17149224462, 65052.29207165632, 13382.948990344914, 151398.80020791822, 121248.71625012509, 75982.61683430284, 3.6017667678206635, 3391.662754514975, 138525.54486512882, 32444.398678660895, 16806.72289729682, 66333.71165750572, 75004.94762344717, 5094.654633498381, 37350.92674568856, 119913.08730206397]","[0, 58, 112, 166, 246, 166, 331, 387, 467, 493, 493, 571, 626, 655, 655, 789, 655, 493]","[493, 166, 166, 267, 267, 493, 493, 493, 493, 517, 655, 655, 655, 712, 764, 815, 869, 923]",0.05,30,1750712550010.4697,120221.56906263491,-120221.56906263491,CWT,mdp.39015056038220,63189.91122899899,149878.80020791822,118701.56906263491,0.0,-13.0,0.0,-8.5,63189.91122899899,1132861.8566674364,63216.32921450963,118701.56906263491,0.0,0.5,,0.0,4.0,235.39823323217934,0.0,0.06973417961774611,0.07589849365655846,0.8642615553108286,0.6617258724593442,0.8338983120589317,0.15767785722942684,0.7084664657530637,0.016604571022543493,,0.1386743478439133,0.9056815969044123,0.9056815969044123,0.9062628007430222,0.7724050588983739,0.2696265275925472,1.0,,0.0,0.0,0.0,0.12191576604981472,0.12191576604981472,1.0,2.0266722023841144,0.9992121541904604,2,1.66315838502994,0.6541737649256107,5,0,0,0.47247411238356224,0.9066861978950352,3,1,0.11111111111111112,0.4179778578329998,0.6457411583154332,6,1.8257418583505538,0.8595583185884189,4.0,3.3333333333333335,0.7759330054480555,2,gaus,6.75,6.0,4.527692569068709,8,0.6136363636363636,1.0,0.27045454545454545,1,1.75,2
raw,fbsp,15.22506976211552,0.7525905852677506,1004.5861857379751,-34.583279394098724,924,127,66972.92988530968,-2373205.619444288,True,15.869562373546252,736444.3706722785,0.015301745570318999,1.6677579712162515e-08,0.1694672426647298,23,55525.78525819259,1705.9823395653912,154962.1586657268,"[32, 79, 112, 144, 207, 238, 292, 322, 368, 398, 429, 466, 524, 555, 586, 635, 669, 699, 754, 784, 853, 883, 917]","[154962.1586657268, 51087.8795288097, 1705.9823395653912, 51637.63352581154, 76489.90253121208, 42774.040560565496, 114348.41936082445, 2436.439192489288, 105726.81528527799, 9361.54743265471, 72830.8844529718, 5495.482805431948, 2853.2073071234336, 130956.43633267266, 30997.066513963364, 18127.220206420756, 61826.71458242091, 37880.891555177004, 64807.55136799424, 39338.1139828769, 47310.540942735985, 145278.47506671835, 8859.657398984811]","[0, 58, 111, 111, 166, 221, 166, 321, 330, 387, 387, 464, 492, 492, 570, 626, 655, 679, 655, 655, 492, 492, 915]","[492, 166, 114, 166, 267, 267, 492, 330, 492, 400, 492, 492, 525, 655, 655, 655, 711, 711, 764, 815, 871, 923, 923]",0.05,30,6208711549054.568,232834.1198174316,-232834.1198174316,CWT,mdp.39015056038220,54386.64889455623,153442.1586657268,231314.1198174316,0.0,-12.0,0.0,0.0,54386.64889455623,1252032.0609384296,54386.64889455622,231314.1198174316,0.0,-12.0,,0.0,1.0,1466.9823395653912,0.0,0.5065163131149816,0.0,0.45233762886038303,0.7821020992302998,0.28896469435254823,0.8519573385044232,0.3553367985765771,0.1965651008028455,0.0,0.9999999999999999,0.6546465047560639,0.6546465047560639,0.6545221850496489,0.9431429342438508,0.29278157790147846,0.25,,1.0,0.0,0.5,0.39304890899891476,0.39304890899891476,0.038461538461538436,1.9220186857330712,0.9476147297557236,4,1.5204345631956868,0.5980358885127128,6,0,0,0.5210999279358826,1.0,1,0,0.0,0.3815311081602286,0.5894339499084003,8,2.9860788111948193,0.7703016299080908,4.75,2.5945945945945943,0.7024585072617378,3,fbsp,3.0,3.0,,1,0.2727272727272727,,,3,3.0,3
raw,gaus2,22.463506517965843,0.6566111054300031,684.5354273066215,-34.43571076050401,924,127,64427.47856332298,,False,15.430299194864782,540247.8594151719,0.01591630503275438,3.2456397487586156e-07,0.17719837988548257,19,55244.53696910158,475.4698289582393,208829.0564668747,"[36, 78, 128, 179, 209, 250, 295, 368, 423, 455, 515, 555, 589, 620, 669, 753, 807, 854, 885]","[38525.00099024411, 197833.544055357, 26428.685416817898, 5185.591831375248, 58102.15407667769, 8882.51547733663, 71573.68420873843, 71977.56321925625, 35140.69119185727, 51107.01183281395, 475.4698289582393, 137263.9897605754, 24593.393596611815, 2152.1170340929166, 48457.326858025925, 40933.76404215211, 21355.978056626947, 208829.0564668747, 828.6644685373467]","[0, 0, 112, 166, 166, 246, 269, 331, 387, 387, 491, 491, 571, 618, 655, 655, 491, 491, 884]","[56, 491, 491, 189, 491, 269, 491, 491, 439, 491, 517, 655, 655, 655, 711, 764, 815, 923, 923]",0.05,30,5986246480430.721,189042.11983403814,-189042.11983403814,CWT,mdp.39015056038220,54105.40060546522,207309.0564668747,187522.11983403814,0.0,-12.5,0.0,-3.5,54105.40060546522,1024585.2024129301,54105.40060546521,187522.11983403814,0.0,-3.5,,0.0,3.0,236.4698289582393,0.0,0.4736869259071371,0.09901472142562454,0.46340784858487716,0.5119421565963184,0.8962862278255233,0.16943400799903094,0.37225641528865966,0.10403218984417756,,0.1394237833740163,0.6466263881803835,0.6466263881803835,0.6465035915227144,0.6172746216383025,0.6428139261313853,0.75,,0.5882352941176471,0.0,0.25,0.2876125032702339,0.2876125032702339,0.6923076923076923,1.8911283884434897,0.932384856635642,5,1.412258440814423,0.5554867351126709,8,0,0,0.4765412839994609,0.9144911723305702,2,1,0.11111111111111112,0.380702006128363,0.5881530559653712,9,3.1622776601683795,0.75674787229474,6.0,4.27299703264095,0.6476047053781393,4,gaus,6.75,6.0,4.527692569068709,8,0.6136363636363636,1.0,0.27045454545454545,1,3.25,4
raw,gaus4,21.897184145318434,0.636457374646351,532.9276202629677,-30.686114689344315,924,127,39787.31830219872,,False,15.538893710449189,407953.78909432475,0.014106224652650021,2.9279308123806096e-07,0.25450227133812325,19,61346.09950539325,941.2931829544978,155019.59093300134,"[33, 78, 144, 179, 209, 250, 296, 368, 423, 455, 514, 555, 589, 621, 669, 753, 807, 854, 885]","[155019.59093300134, 33095.419100603256, 36350.25154057333, 941.2931829544978, 54747.21201816408, 12339.515451719859, 136727.49474102352, 104331.3559250881, 64713.759455824445, 39299.56717990813, 2040.099831688317, 154177.36691043258, 27790.218114671123, 2235.905322206807, 62029.58022122711, 60507.37015783996, 30892.36175840823, 37731.03827178704, 150606.49048535014]","[0, 56, 112, 166, 166, 246, 166, 331, 387, 439, 493, 493, 571, 617, 655, 712, 712, 493, 493]","[493, 493, 166, 183, 266, 266, 493, 493, 493, 493, 517, 712, 712, 712, 712, 764, 815, 869, 923]",0.05,30,2524309863374.9126,136650.88108065777,-136650.88108065777,CWT,mdp.39015056038220,60206.96314175689,153499.59093300134,135130.88108065777,0.0,-12.5,0.0,-8.0,60206.96314175689,1140514.8906024718,60206.963141756896,135130.88108065777,0.0,-3.5,,0.0,3.0,702.2931829544978,0.0,0.15589598836745,0.08879736128109006,0.7446929115057555,0.5787310192292201,0.8487704749914191,0.026118046297418512,0.5414362107552527,0.04163783149946311,,0.46520389218439184,0.8206194211443211,0.8206194211443211,0.8204635825890496,0.7833697355304909,0.29315477836779236,0.75,,0.058823529411764705,0.0,0.25,0.16147202309293315,0.16147202309293315,0.6923076923076923,1.9502668527076548,0.9615419508136733,3,1.4776513343291888,0.5812078665063979,7,0,0,0.46750046914351445,0.8971416883424265,4,1,0.11111111111111112,0.37270442493532807,0.5757974556709281,10,3.1622776601683795,0.75674787229474,6.0,4.84149855907781,0.6476047053781393,5,gaus,6.75,6.0,4.527692569068709,8,0.6136363636363636,1.0,0.27045454545454545,1,4.0,5
raw,gaus7,21.699663315264875,0.6448171251320858,535.9519668913804,-28.92716808741959,924,127,32386.530872133902,,False,15.695839289792053,355091.229017822,0.017923258488029427,1.7685125214086715e-07,0.04463356814471547,19,64808.456725674434,306.0637349099634,165706.2975895149,"[50, 105, 159, 214, 256, 305, 349, 380, 433, 464, 523, 559, 593, 647, 703, 757, 811, 864, 922]","[140667.46350048023, 62010.10418562902, 65197.952698214096, 84016.36921586619, 42913.09861532179, 165706.2975895149, 306.0637349099634, 81890.38201998772, 40346.01803712507, 116135.45624686652, 1551.7957815739792, 2756.6971411427485, 94457.35088802187, 34807.62158916028, 69281.95250601284, 141289.4957722788, 34973.727459378606, 50538.77918799134, 2514.0516183385043]","[4, 71, 137, 192, 231, 4, 346, 346, 399, 346, 510, 510, 510, 628, 662, 510, 774, 825, 4]","[276, 276, 276, 276, 276, 510, 350, 399, 444, 510, 524, 561, 662, 662, 726, 825, 825, 875, 923]",0.05,30,1665745190753.6606,151313.038623038,-151313.038623038,CWT,mdp.39015056038220,63669.320362038074,164186.2975895149,149793.038623038,0.0,-12.5,0.0,-8.0,63669.320362038074,1206299.6777878143,63669.320362038095,149793.038623038,0.0,-12.5,,0.0,3.0,67.06373490996339,0.0,0.06044599327781093,0.051511050193741484,0.8766445660859347,0.6752572266823414,0.832198021926325,0.08556538601381682,0.08213793205408398,0.016706060117472825,,0.020947250845698012,0.9193524965456012,0.9193524965456012,0.919177908227125,0.8776211036706197,0.36259803904399757,0.75,,0.058823529411764705,0.0,0.25,0.1967735665730774,0.1967735665730774,0.0,1.8633503965769236,0.9186894464654993,6,1.3870652282715092,0.5455774331194801,9,0,0,0.42087845826435083,0.807673222929589,8,1,0.11111111111111112,0.3295027239883853,0.5090544072345636,11,2.0816659994661326,0.8398718461949128,8.5,8.10230179028133,0.5930128461743795,7,gaus,6.75,6.0,4.527692569068709,8,0.6136363636363636,1.0,0.27045454545454545,1,5.5,6
raw,shan,11.781008339192805,0.7734090056924703,836.2600430784913,-27.282811129544147,924,127,31435.59766303493,-1944484.7326781712,True,16.223850739123062,451498.3479386046,0.01525595972986112,3.8903711345816665e-08,0.3316961184384664,22,52580.30137855939,520.0540390302995,119351.89341689332,"[22, 57, 93, 143, 207, 237, 296, 334, 368, 426, 456, 488, 532, 589, 635, 669, 699, 754, 784, 832, 887, 917]","[77589.75155516701, 665.372521621066, 49537.09956566676, 79927.59000940225, 84896.73350944255, 34346.881141080856, 119351.89341689332, 520.0540390302995, 107771.90012429275, 8710.280974787272, 93775.58665569268, 5714.053947582048, 75097.20655950575, 36257.53229369679, 51037.631078274906, 72724.09961983544, 8292.314544859972, 71907.85450206205, 60075.46876761332, 55409.24181369033, 14437.382451715173, 48720.70123639373]","[0, 56, 59, 59, 59, 221, 59, 330, 330, 387, 387, 487, 494, 573, 597, 655, 694, 711, 764, 817, 494, 494]","[59, 59, 111, 166, 267, 267, 494, 335, 494, 427, 494, 494, 869, 597, 655, 869, 711, 869, 869, 869, 897, 923]",0.05,30,1175052410691.4956,69585.024807062,-69585.024807062,CWT,mdp.39015056038220,51441.165014923026,117831.89341689332,68065.024807062,0.0,-11.0,0.09090909090909091,-2.0,51441.165014923026,1131705.6303283065,51441.16501492302,68065.024807062,0.0,-11.0,,0.0,0.0,281.05403903029946,0.0,0.0481815456096691,0.00714781252645294,1.0,1.0,0.0,1.0,0.7103751738308226,0.06217491832356063,1.0,0.17060437722766209,0.5706526637169055,0.5706526637169055,0.5705442947405146,0.7707485069962506,0.06138260608481269,0.0,,0.7647058823529411,1.0,1.0,0.0,0.0,0.11538461538461536,1.280349267673345,0.631251836563942,12,2.22561884430259,0.8754075810047413,2,0,0,0.43035966232466205,0.8258678216083242,6,0,0.0,0.5364310500322783,0.8287415256877255,2,4.725815626252608,0.6364757210574917,5.5,3.2,0.6066993989902842,6,shan,6.0,6.0,,1,0.5454545454545454,,,6,6.0,7
raw,morl,21.595454913797504,0.6651242458329073,541.5110221523697,-27.440666244965954,924,127,27699.805149119544,,False,15.747719224150886,319669.5538760586,0.02159788470195535,2.0348612956185068e-08,0.46403536180037885,23,57251.20363052643,107.67102679228992,144357.54426742552,"[22, 59, 92, 145, 179, 209, 239, 296, 326, 369, 425, 455, 486, 520, 554, 588, 633, 698, 752, 785, 816, 855, 891]","[123054.01650495481, 4529.627613388657, 60108.276044334954, 90136.24364489308, 3364.9521937969935, 95192.94629260393, 8601.537896217471, 144357.54426742552, 107.67102679228992, 101781.93862727238, 10408.069680937802, 139877.63289824798, 5039.609258169381, 5698.96172258703, 122836.98030904765, 41420.990525620946, 42654.62343604754, 77798.86067431101, 107870.18713168448, 3158.294250550085, 1019.9188569380349, 53566.24447743251, 74192.55616885325]","[0, 58, 58, 110, 167, 110, 238, 110, 325, 332, 389, 332, 485, 493, 493, 571, 599, 654, 654, 784, 815, 817, 493]","[493, 60, 110, 167, 180, 269, 269, 493, 332, 389, 426, 493, 493, 521, 817, 654, 654, 710, 817, 817, 817, 869, 923]",0.05,30,1199296184863.7395,100924.27313284368,-100924.27313284368,CWT,mdp.39015056038220,56112.067266890066,142837.54426742552,99404.27313284368,0.0,-12.0,0.0,-7.5,56112.067266890066,1291716.6835021079,56123.48717760377,99404.27313284368,0.0,-7.5,,0.0,1.0,131.32897320771008,0.0,0.0,0.0011805858904802916,0.988158114839268,0.7071649320636766,0.8234546967699947,0.22997212459095917,1.0,0.0,,0.06589204836551664,0.7038487826887134,0.7038487826887134,0.7040407092646364,1.0,0.2238717607144382,0.25,,0.11764705882352941,0.0,0.5,0.0754543684454246,0.0754543684454246,0.3846153846153846,1.5340945074430927,0.7563560973060797,9,1.8505477089239242,0.7278800220217354,3,0,0,0.36959025108090615,0.7092502440844349,11,1,0.11111111111111112,0.4631857512137417,0.715583607836634,3,4.123105625617661,0.6828380287986415,6.5,4.604651162790698,0.5914190143993208,8,morl,8.0,8.0,,1,0.7272727272727273,,,5,7.25,8
raw,gaus3,22.159853508539967,0.6730834782015884,624.7784653498552,-32.59344738921716,924,127,44789.414268780616,,False,15.358001453877073,550426.1407073798,0.017606129956150796,2.0952255983172018e-07,0.00809744207935837,19,52150.40767009702,1175.0694473694857,200163.77953302776,"[50, 105, 159, 214, 256, 308, 349, 380, 433, 463, 523, 559, 593, 644, 703, 757, 811, 866, 922]","[24312.404423673062, 51428.601509719076, 110808.31450045406, 63238.08179855901, 37853.29502714969, 200163.77953302776, 1376.2523225685927, 65658.76975182259, 39887.785189755035, 58752.63214076296, 1386.5485130474262, 1175.0694473694857, 22250.127205536188, 158528.5022018919, 34411.261305984124, 46820.54661649359, 50009.057259894915, 20826.13792978781, 1970.579054345988]","[4, 4, 4, 192, 231, 4, 346, 346, 399, 399, 510, 510, 510, 510, 662, 737, 776, 825, 4]","[61, 121, 276, 276, 276, 510, 350, 510, 444, 510, 524, 561, 601, 825, 825, 825, 825, 873, 923]",0.05,30,3877186325348.206,241512.72361456294,-241512.72361456294,CWT,mdp.39015056038220,51011.27130646066,198643.77953302776,239992.72361456294,0.0,-12.5,0.0,-8.0,51011.27130646066,965796.7457318433,51011.27130646065,239992.72361456294,0.0,-12.5,,0.0,3.0,936.0694473694857,0.0,0.22040939859033537,0.06201797898447517,0.6016097131257099,0.4674768917943954,0.8708090402022209,0.2865713246879167,0.002178511917186987,0.10883261157690617,,0.6286986079495651,0.5583937530292601,0.5583937530292601,0.5582877120637371,0.5330470561157724,0.586506112668397,0.75,,0.058823529411764705,0.0,0.25,0.41394406773703596,0.41394406773703596,0.0,1.7473687122496222,0.8615068845756234,8,1.273869986418981,0.5010540983602352,13,0,0,0.40846451228783287,0.7838506405207014,9,1,0.11111111111111112,0.3219326283043378,0.4973592366317021,12,2.3804761428476167,0.8168864505501834,10.5,10.091644204851752,0.5045970714289378,10,gaus,6.75,6.0,4.527692569068709,8,0.6136363636363636,1.0,0.27045454545454545,1,7.75,9
raw,mexh,23.114886376278264,0.6532365272522753,869.4879204183497,-37.48237370895374,924,127,95223.28567520418,,False,15.403762197860003,812357.5247718422,0.016817738020325632,2.52986773150204e-08,0.12491902554779309,23,39850.4871197056,49.37647109120735,263796.8496847645,"[47, 92, 128, 172, 205, 235, 294, 326, 366, 409, 455, 487, 526, 556, 588, 619, 653, 690, 724, 754, 807, 845, 881]","[11267.54692846231, 263796.8496847645, 24420.4824834693, 993.5470157084055, 22206.92246098726, 12995.234119191824, 38401.78551367821, 1696.8545760569941, 36739.36967238147, 12060.91692734453, 38001.37526300202, 9112.686477453877, 49.37647109120735, 20076.631682388106, 89734.16078313519, 5255.818112894958, 1257.7888700684725, 9624.34372525302, 5389.507372997548, 26916.43725988416, 18771.188841180177, 255840.40222281942, 11951.977289015776]","[0, 0, 111, 167, 167, 225, 269, 325, 332, 388, 388, 485, 491, 491, 491, 618, 652, 654, 654, 491, 491, 491, 871]","[54, 491, 491, 173, 491, 491, 491, 332, 491, 411, 491, 491, 527, 571, 654, 654, 654, 691, 725, 762, 815, 923, 923]",0.05,30,12049708892141.994,230147.36252673535,-230147.36252673535,CWT,mdp.39015056038220,38711.35075606924,262276.8496847645,228627.36252673535,0.0,-12.0,0.0,0.0,38711.35075606924,891500.2037532288,38727.839758583046,228627.36252673535,0.0,-9.0,,0.0,1.0,189.62352890879265,0.0,0.87086893733329,0.002772501776430361,0.2348550223898307,0.4956211127746871,0.9509384998238902,0.1454369167373656,0.25784289343647193,0.23236831200103714,,0.1066611651056441,0.20764745336439572,0.20764745336439572,0.20807813384126828,0.4266007023434952,1.0,0.25,,1.0,0.0,0.5,0.38658010118233255,0.38658010118233255,0.2692307692307692,1.3907888071935457,0.6857019494445387,10,1.3805445003360528,0.5430126207829111,11,0,0,0.3806942984318948,0.730559107808467,10,1,0.11111111111111112,0.3932824689785697,0.6075888287002096,7,1.7320508075688772,0.8667653224947017,9.5,9.221556886227546,0.5679980458627355,9,mexh,9.0,9.0,,1,0.8181818181818182,,,4,7.75,10
