amplitude_max,amplitude_max_diff,avg_prominence,avg_prominence_diff,avg_variance_across_levels,correlation,dominant_frequency,dominant_frequency_diff,dynamic_cutoff,dynamic_cutoff_diff,emd_value,frequency_max,frequency_max_diff,htid,is_complex,kl_divergence,lower_envelope,lower_envelope_diff,max_autocorrelation,max_autocorrelation_diff,num_fft_peaks,num_fft_peaks_diff,positive_amplitudes,positive_amplitudes_dtw,positive_amplitudes_euclidean,positive_amplitudes_wasserstein,positive_frequencies,positive_frequencies_dtw,positive_frequencies_euclidean,positive_frequencies_wasserstein,prominence_max,prominence_max_diff,prominence_min,prominence_min_diff,relative_left_bases,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,relative_num_peaks,relative_num_peaks_diff,relative_peaks,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,relative_prominences,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,relative_right_bases,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,scales_used,signal_length,signal_type,smoothness,spectral_bandwidth,spectral_bandwidth_diff,spectral_centroid,spectral_centroid_diff,spectral_magnitude,spectral_magnitude_diff,upper_envelope,upper_envelope_diff,variance_ratio_across_levels,wavelet,wavelet_adaptive_threshold,wavelet_energy_entropy,wavelet_entropy,wavelet_psnr,wavelet_sparsity,wavelet_type,emd_value_normalized,smoothness_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,correlation_normalized,avg_variance_across_levels_normalized,kl_divergence_normalized,prominence_min_diff_normalized,positive_amplitudes_dtw_normalized,positive_amplitudes_euclidean_normalized,positive_amplitudes_wasserstein_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,spectral_centroid_diff_normalized,spectral_magnitude_diff_normalized,dynamic_cutoff_diff_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,amplitude_max_diff_normalized,spectral_bandwidth_diff_normalized,num_fft_peaks_diff_normalized,relative_num_peaks_diff_normalized,dominant_frequency_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_weighted_score,reconstruction_normalized_weighted_score,reconstruction_normalized_weighted_rank,signal_weighted_score,signal_normalized_weighted_score,signal_normalized_weighted_rank,reconstruction_missing_metrics_count,reconstruction_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_rank,signal_missing_metrics_count,signal_dynamically_weighted_score,signal_normalized_dynamically_weighted_score,signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank
37951.269840679204,36141.68815688439,12743.047644205108,12558.047644205108,126537.92089347466,0.31123925353542276,0.07692307692307693,0.025641025641025633,13314.512639304821,13119.612639304822,25277.633701396328,0.48717948717948717,0.0,inu.32000013032836,False,,-32970.22845242564,32502.22845242564,56039611276.64843,56030741719.64843,2.0,4.0,"[1990695.2009821753, 344914.12408938824, 236681.99265091118, 119848.95943753456, 75597.16772301466, 49598.53723801287, 36751.08042056361, 37951.269840679204, 28225.1880620085, 23115.66782085178, 18764.636035468662, 17868.049024253785, 10108.911660919517, 16716.61651706647, 13147.32060088049, 10840.750005350685, 7611.925995832032, 7668.629970298472, 11283.770011235802, 8416.315535502848, 8067.903325187295, 8097.405244411562, 7000.802869267875, 6778.583245876914, 6007.116793167041, 7780.443629940875, 7402.02178038943, 6477.981316286361, 6024.497655147622, 6151.987863608921, 5803.81388845136, 5835.333486324196, 5944.955872658816, 5781.558865591577, 5579.522982531083, 5741.526426431731, 5693.174339696499, 5766.133642571755, 5832.275658731816]",2949210.7615023176,2016360.8285815702,80325.83883219553,"[0.0, 0.01282051282051282, 0.02564102564102564, 0.038461538461538464, 0.05128205128205128, 0.0641025641025641, 0.07692307692307693, 0.08974358974358974, 0.10256410256410256, 0.11538461538461538, 0.1282051282051282, 0.14102564102564102, 0.15384615384615385, 0.16666666666666666, 0.1794871794871795, 0.1923076923076923, 0.20512820512820512, 0.21794871794871795, 0.23076923076923075, 0.24358974358974358, 0.2564102564102564, 0.2692307692307692, 0.28205128205128205, 0.2948717948717949, 0.3076923076923077, 0.3205128205128205, 0.3333333333333333, 0.34615384615384615, 0.358974358974359, 0.3717948717948718, 0.3846153846153846, 0.3974358974358974, 0.41025641025641024, 0.4230769230769231, 0.4358974358974359, 0.4487179487179487, 0.4615384615384615, 0.47435897435897434, 0.48717948717948717]",0.0,0.0,0.0,24260.263606113203,23801.263606113203,1225.8316822970119,1184.8316822970119,"[0, 56]",0.0,-1.0,2,9.0,"[26, 60]",0.0,-5.5,"[24260.263606113203, 1225.8316822970119]",12558.047644205108,23451.095288410215,12558.047644205108,"[77, 77]",0.0,-1.0,38,78,raw,1.1301396624538923e-05,0.07831045645788727,0.06220730782035745,0.03134756850156062,0.0810114729271794,3187573.1525082216,3132707.714455625,32970.22845242564,32502.22845242564,0.058268052711444356,mexh,890.7171577887851,226240022.78581044,10.452342592699473,-35.056238404934895,0.6906207827260459,CWT,1.0,1.0,0.0,0.771671711500879,0.9999999999999999,1.0,0.38145120623854134,0.1445961239475116,,0.023341740436278513,1.0,1.0,1.0,0.5103335908147741,0.5103335908147741,0.5103335908147741,1.0,1.0,0.8100570379317021,0.7729638915650283,0.9999999999999998,0.0,1.0,1.0,0.6666666666666666,0.0,0.9999999999999999,0.37999999999999995,0.6333333333333333,0.6198905567635449,0.6198905567635449,0.3125,6.086269441317965,1.0,1,2.0962547878248605,1.0,1,0.0,0.6682454154741054,1.0,1,0,0.6622148802108665,1.0,1,0.0,1.0,1.0,1.0,0.95,1,mexh,1.0,1.0,,1,0.1,,,2,1.25
,,12622.690446104996,12437.690446104996,69817.604119482,0.5031245197733278,,,16356.957745630016,16162.057745630016,15851.283735237464,,,inu.32000013032836,False,,-22204.922540547115,21736.922540547115,22291023092.701107,22282153535.701107,,,[],,,,[],,,,16014.061858998812,15555.061858998812,9231.319033211179,9190.319033211179,"[0, 45]",0.0,-5.5,2,9.0,"[20, 67]",0.0,-10.0,"[16014.061858998812, 9231.319033211179]",12437.690446104996,23210.380892209992,12437.690446104996,"[77, 77]",0.0,-1.0,38,78,raw,6.782597316511785e-06,,,,,0.0,54865.4380525967,22204.922540547115,21736.922540547115,0.07148834299715409,gaus2,557.1291243215542,95635353.21313587,10.450747928949518,-30.989791397525725,0.6190958164642375,CWT,0.5603070171660629,0.44385083340764897,0.26368782698181076,0.767084092697117,0.3885462853383332,0.39080459770114934,0.9999999999999999,0.048964941248018826,,0.4135925392032487,,,,0.5034144493113288,0.5034144493113288,0.5034144493113288,,0.0,1.0,0.7610708744327334,0.4280993051434119,,,,0.6666666666666666,,0.3793229417126764,0.37999999999999995,0.33333333333333326,0.3310406007747516,0.3310406007747516,0.03125,2.338063567095482,0.3841538054860057,3,1.6131830559585922,0.7695548581823307,2,0.3478260869565216,0.4203193763172113,0.628989539747166,4,0,0.4829056993175176,0.729228100648762,2,0.9574271077563381,0.9042572892243662,2.75,2.5263157894736845,0.8146286446121831,2,gaus,5.5,5.5,2.449489742783178,8,0.55,1.0,0.31499999999999995,1,1.75
,,15040.65047911445,14855.65047911445,60919.76261628217,0.41270248011403476,,,6947.8851986563095,6752.98519865631,7227.419183991227,,,inu.32000013032836,False,,-15940.862047682673,15472.862047682673,6193840058.536623,6184970501.536623,,,[],,,,[],,,,18686.515478569436,18227.515478569436,11394.785479659464,11353.785479659464,"[0, 0]",0.0,-1.0,2,9.0,"[15, 69]",0.0,-5.5,"[18686.515478569436, 11394.785479659464]",14855.65047911445,28046.3009582289,14855.65047911445,"[44, 77]",0.0,-1.0,38,78,raw,5.504009583821995e-06,,,,,0.0,54865.4380525967,15940.862047682673,15472.862047682673,0.06099399702644107,gaus4,299.5251098555975,27144615.202359132,10.531709876759846,-25.36212989329759,0.6298920377867746,CWT,0.1580460421644684,0.2864892305837602,0.6286122512606269,1.0,0.06789223588028492,0.48275862068965497,0.7085214271148768,0.03396306617362235,,0.5190570127353403,,,,0.6424190778849499,0.6424190778849499,0.6424190778849499,,0.0,0.4125819702803658,0.9999999999999999,0.6134425854650789,,,,0.6666666666666666,,0.08327641799142144,0.37999999999999995,0.6333333333333333,0.16296608320079622,0.16296608320079622,0.3125,2.284231194065809,0.3753089172422779,4,1.5345712961122486,0.7320538061618778,3,0.3478260869565216,0.4408785214207507,0.6597554000545699,3,0,0.4207853592334118,0.6354211779406449,4,0.5773502691896257,0.9422649730810374,3.5,3.428571428571429,0.7961324865405187,3,gaus,5.5,5.5,2.449489742783178,8,0.55,1.0,0.31499999999999995,1,2.5
,,14402.101650923858,14217.101650923858,75184.37278425295,0.35660083676301313,,,4551.942889588306,4357.042889588306,7243.039085279825,,,inu.32000013032836,False,,-15112.068346146212,14644.068346146212,5396440101.034612,5387570544.034612,,,[],,,,[],,,,18590.82590658789,18131.82590658789,10213.377395259826,10172.377395259826,"[0, 44]",0.0,-1.0,2,9.0,"[15, 70]",0.0,-10.0,"[18590.82590658789, 10213.377395259826]",14217.101650923858,26769.203301847716,14217.101650923858,"[44, 77]",0.0,-1.0,38,78,raw,4.940312105689482e-06,,,,,0.0,54865.4380525967,15112.068346146212,14644.068346146212,0.06286978943785737,gaus6,258.22036047628586,24617898.096232112,10.417034660445854,-24.833006956830303,0.6305668016194332,CWT,0.15877463393263014,0.2171124202180708,0.662923107167289,0.6700958564447901,0.0560628689403774,0.48850574712643713,0.5276758390029375,0.058013382157325405,,0.46146583453504414,,,,0.6057099340293834,0.6057099340293834,0.6057099340293834,,0.0,0.26300083956973963,0.9369022187841163,0.606806204936804,,,,0.6666666666666666,,0.06861127534298911,0.37999999999999995,0.6333333333333333,0.14072825492427293,0.14072825492427293,0.03125,2.051780262273492,0.33711623878241986,6,1.3032773305528473,0.6217170441886831,5,0.3478260869565216,0.3923835413258666,0.5871847860676741,7,0,0.3548954818737322,0.5359219378470086,5,0.9574271077563381,0.9042572892243662,5.75,5.63758389261745,0.6646286446121832,4,gaus,5.5,5.5,2.449489742783178,8,0.55,1.0,0.31499999999999995,1,3.25
,,,,633891.0399264327,0.19290604036925188,,,50.519736051154894,144.3802639488451,20999.906207222375,,,inu.32000013032836,False,,-47136.73376632303,46668.73376632303,52838674272.27586,52829804715.27586,,,[],,,,[],,,,,,,,[],,,0,11.0,[],,,[],,,,[],,,38,78,raw,9.472411179680932e-06,,,,,0.0,54865.4380525967,47136.73376632303,46668.73376632303,0.06186623425207443,gaus1,591.6618503499169,182939698.53710967,10.334653168315853,-34.907179078436144,0.5732118758434548,CWT,0.8004649977545306,0.7748984494486422,0.009665717965637532,0.4330961238126585,0.7972802642160495,0.0,0.0,1.0000000000000002,,,,,,,,,,0.0,0.0,,,,,,1.0,,0.9411309251572778,,,1.0,1.0,,1.270565462578639,0.20875931879603105,8,1.4935966589546885,0.7125072141180372,4,0.7391304347826083,0.6198986324537493,0.9276511564451885,2,0,0.47692569414968977,0.7201977913843074,3,2.6299556396765835,0.7370044360323417,4.25,3.3103448275862073,0.6560022180161709,5,gaus,5.5,5.5,2.449489742783178,8,0.55,1.0,0.31499999999999995,1,4.0
,,20099.988283948485,19914.988283948485,90271.4305735891,0.23390314014696628,,,0.0,194.9,7401.863116552091,,,inu.32000013032836,False,,-19387.7701979235,18919.7701979235,6099200055.660814,6090330498.660814,,,[],,,,[],,,,20099.988283948485,19640.988283948485,20099.988283948485,20058.988283948485,[3],0.0,-10.5,1,10.0,[28],0.0,-10.5,[20099.988283948485],19914.988283948485,18064.988283948485,19914.988283948485,[58],0.0,-10.5,38,78,raw,3.7782434182239863e-06,,,,,0.0,54865.4380525967,19387.7701979235,18919.7701979235,0.05526477202686181,gaus5,266.03168295238123,25891573.209371865,10.436895027983073,-25.54526078700167,0.6224696356275303,CWT,0.16618299584434792,0.07409134581254165,0.6167371703051683,0.7272312842526442,0.06202585159443988,0.4195402298850572,0.13215556937958395,0.0834503553956582,,0.9434174793613133,,,,0.9332722610594149,0.9332722610594149,0.9332722610594149,,0.0,0.003153998830912469,0.5068515863119789,0.7114714846294782,,,,0.8333333333333333,,0.08153587470525217,0.0,0.0,0.25545200748798985,0.25545200748798985,0.0,2.209990887329208,0.3631109185416938,5,1.0908116344678296,0.5203621433822412,7,0.3478260869565216,0.4086409993406069,0.6115133600290921,5,0,0.2851768503086801,0.43064095783814516,8,1.5,0.85,6.25,5.989304812834224,0.6125,6,gaus,5.5,5.5,2.449489742783178,8,0.55,1.0,0.31499999999999995,1,4.75
,,6950.73953580636,6765.73953580636,75682.35253492682,0.36140192437230617,,,3628.5370053656707,3433.6370053656706,6510.493228157045,,,inu.32000013032836,False,,-13929.763587648658,13461.763587648658,4317977978.395475,4309108421.395475,,,[],,,,[],,,,16615.957235054873,16156.957235054873,747.0062490080727,706.0062490080727,"[0, 0, 37, 44]",0.0,4.5,4,7.0,"[10, 15, 41, 70]",0.0,-9.0,"[747.0062490080727, 16615.957235054873, 874.2057712224578, 9565.788887940042]",6765.73953580636,25767.95814322544,6765.739535806361,"[12, 44, 44, 77]",0.0,0.0,38,78,raw,4.5195562231975035e-06,,,,,0.0,54865.4380525967,13929.763587648658,13461.763587648658,0.07078627812474235,gaus8,219.07827232869403,23704571.524946105,10.289512660577639,-23.86985619218477,0.6126855600539811,CWT,0.12460496336689703,0.1653280816281575,0.7253783984135559,0.303233359880765,0.0517869351124427,0.3362068965517242,0.5431523109994344,0.058852982413915934,,0.0,,,,0.1773431252156295,0.1773431252156295,0.17734312521562956,,0.0,0.20535166506995958,0.8874335288632306,0.46984269129302725,,,,0.3333333333333333,,0.048777062009219066,0.41999999999999993,1.0,0.10900517336459929,0.10900517336459929,0.09375,1.3029966889909579,0.21408790747009673,7,1.0750019760292837,0.5128202841910927,8,0.3478260869565216,0.2631772291818311,0.3938331982346825,8,0,0.28856799104586156,0.43576186471976286,7,0.5773502691896257,0.9422649730810374,7.5,7.466666666666667,0.5961324865405186,7,gaus,5.5,5.5,2.449489742783178,8,0.55,1.0,0.31499999999999995,1,5.5
245611.94818374596,243802.36649995114,21260.705070914828,21075.705070914828,86392.31660441097,0.20915230861265888,0.01282051282051282,0.08974358974358974,0.0,194.9,6956.25914414653,0.48717948717948717,0.0,inu.32000013032836,False,,-17100.26597882643,16632.26597882643,5122716757.978775,5113847200.978775,4.0,2.0,"[65874.53548688651, 220641.93951214728, 245611.94818374596, 173363.98295731304, 136048.23720339706, 96213.91387881084, 70992.32172940916, 78143.02245003717, 64216.01016667497, 36477.32882404885, 39182.45307585009, 35885.87899567449, 35156.125373428695, 32387.166787724218, 26522.494903586175, 26756.42665490566, 20064.596640704633, 25649.86435840543, 22600.43694335636, 23934.249473347765, 18835.512824212736, 19850.453517783273, 19300.422930656125, 18762.88266649893, 17696.851257047067, 19409.784522665814, 18632.36252160123, 15749.974707636993, 15792.040326160633, 16497.279536646107, 18000.893242336522, 15512.891143466519, 15745.929216079832, 15029.286945737074, 15294.730624320837, 14617.346860217282, 14853.948453212515, 14573.2656171925, 15465.060002264205]",1708973.2093141708,442757.8307270882,44627.65160160497,"[0.0, 0.01282051282051282, 0.02564102564102564, 0.038461538461538464, 0.05128205128205128, 0.0641025641025641, 0.07692307692307693, 0.08974358974358974, 0.10256410256410256, 0.11538461538461538, 0.1282051282051282, 0.14102564102564102, 0.15384615384615385, 0.16666666666666666, 0.1794871794871795, 0.1923076923076923, 0.20512820512820512, 0.21794871794871795, 0.23076923076923075, 0.24358974358974358, 0.2564102564102564, 0.2692307692307692, 0.28205128205128205, 0.2948717948717949, 0.3076923076923077, 0.3205128205128205, 0.3333333333333333, 0.34615384615384615, 0.358974358974359, 0.3717948717948718, 0.3846153846153846, 0.3974358974358974, 0.41025641025641024, 0.4230769230769231, 0.4358974358974359, 0.4487179487179487, 0.4615384615384615, 0.47435897435897434, 0.48717948717948717]",0.0,0.0,0.0,21260.705070914828,20801.705070914828,21260.705070914828,21219.705070914828,[3],0.0,-10.5,1,10.0,[28],0.0,-10.5,[21260.705070914828],21075.705070914828,19225.705070914828,21075.705070914828,[58],0.0,-10.5,38,78,raw,3.176239599284671e-06,0.12962373029502178,0.010894033983222945,0.12280324348880989,0.010444202060069865,1795343.8505151907,1740478.412462594,17100.26597882643,16632.26597882643,0.06387045506511513,gaus7,248.63043180439553,24798950.636971783,10.411293916267718,-24.789817742720103,0.6211201079622132,CWT,0.1453977565424921,0.0,0.6657237018872055,0.6535805591352857,0.05691050516155097,0.4080459770114938,0.052370407703034916,0.07691011941325405,,0.9999999999999998,0.0,0.0,0.0,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.0,0.5476606086455855,0.003153998830912469,0.5641993181096681,0.7919709384816771,1.0,0.0,0.0,0.8333333333333333,1.0,0.06357717440737487,0.0,0.0,0.1940746998277128,0.1940746998277128,0.0,3.6510102933665864,0.5998765464737575,2,1.0132296818946025,0.4833523519085012,9,0.0,0.39965412049843385,0.5980648894012809,6,0,0.25736737835678963,0.3886463231917065,9,3.3166247903554,0.66833752096446,6.5,4.5,0.5091687604822299,8,gaus,5.5,5.5,2.449489742783178,8,0.55,1.0,0.31499999999999995,1,6.25
,,9841.323707496294,9656.323707496294,157511.97200527662,0.24643680132766388,,,0.0,194.9,8077.016811430602,,,inu.32000013032836,False,,-26047.500362896208,25579.500362896208,10104501011.92042,10095631454.92042,,,[],,,,[],,,,9841.323707496294,9382.323707496294,9841.323707496294,9800.323707496294,[3],0.0,-10.5,1,10.0,[30],0.0,-10.5,[9841.323707496294],9656.323707496294,7806.323707496294,9656.323707496294,[57],0.0,-10.5,38,78,raw,4.95216142751786e-06,,,,,0.0,54865.4380525967,26047.500362896208,25579.500362896208,0.0826205350158421,gaus3,294.59796648645965,46205654.63691905,10.195992136629746,-27.732108759661802,0.6160593792172739,CWT,0.19767560359159175,0.21857077010491588,0.4749315132291837,0.03418823095433743,0.15713057173541162,0.36494252873563204,0.17255825978272998,0.19681877200885547,,0.44332899383198127,,,,0.34351815443910727,0.34351815443910727,0.34351815443910727,,0.0,0.003153998830912469,0.0,0.0,,,,0.8333333333333333,,0.1551981684147441,0.0,0.0,0.43414295977454037,0.43414295977454037,0.0,1.0283316380107688,0.16895926937274836,9,0.7992200456022239,0.38126092793878347,10,0.3478260869565216,0.2048656874706656,0.30657252968255366,9,0,0.22710203126783224,0.34294311114772447,10,0.5773502691896257,0.9422649730810374,9.5,9.473684210526317,0.4961324865405187,9,gaus,5.5,5.5,2.449489742783178,8,0.55,1.0,0.31499999999999995,1,7.0
,,3865.8883815638715,3680.8883815638715,40775.74873288854,0.42372045761070914,,,1520.689678277894,1325.789678277894,3839.152001271042,,,inu.32000013032836,False,,-9867.190570352466,9399.190570352466,1665782353.3238015,1656912796.3238015,,,[],,,,[],,,,10492.490399065966,10033.490399065966,967.7822126415381,926.7822126415381,"[0, 12, 31, 37, 45, 0]",0.0,-3.5,6,5.0,"[8, 14, 33, 40, 52, 70]",0.0,5.5,"[10492.490399065966, 1328.172702170773, 967.7822126415381, 1513.4979277806597, 1497.8781140724018, 7395.508933651892]",3680.8883815638715,21160.33028938323,3680.8883815638715,"[56, 56, 56, 56, 56, 77]",0.0,14.5,38,78,raw,3.882888465662445e-06,,,,,0.0,54865.4380525967,9867.190570352466,9399.190570352466,0.1129109502388887,morl,168.89635771593538,12643038.351851225,10.184108252002437,-19.634794594069582,0.6464237516869096,CWT,0.0,0.08697048736183177,1.0,0.0,0.0,0.6235632183908045,0.7440382587292915,0.0,,0.010762367408733597,,,,0.0,0.0,0.0,,0.0,0.07375659896262635,0.6597836754684876,0.04516051083839612,,,,0.0,,0.0,0.9999999999999998,0.4666666666666666,0.0,0.0,1.0,0.7392457695240418,0.12146122951861298,10,1.173131737056588,0.5596322278523529,6,0.3478260869565216,0.19968401694183466,0.2988183866553925,10,0,0.30682149556024096,0.463326187207604,6,2.309401076758503,0.7690598923241497,8.0,7.5,0.48452994616207484,10,morl,10.0,10.0,,1,1.0,,,3,8.25
