amplitude_max,amplitude_max_diff,avg_prominence,avg_prominence_diff,avg_variance_across_levels,correlation,dominant_frequency,dominant_frequency_diff,dynamic_cutoff,dynamic_cutoff_diff,emd_value,frequency_max,frequency_max_diff,htid,is_complex,kl_divergence,lower_envelope,lower_envelope_diff,max_autocorrelation,max_autocorrelation_diff,num_fft_peaks,num_fft_peaks_diff,positive_amplitudes,positive_frequencies,prominence_max,prominence_max_diff,prominence_min,prominence_min_diff,relative_left_bases,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,relative_num_peaks,relative_num_peaks_diff,relative_peaks,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,relative_prominences,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,relative_right_bases,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,scales_used,signal_length,signal_type,smoothness,spectral_bandwidth,spectral_bandwidth_diff,spectral_centroid,spectral_centroid_diff,spectral_magnitude,spectral_magnitude_diff,upper_envelope,upper_envelope_diff,variance_ratio_across_levels,wavelet,wavelet_adaptive_threshold,wavelet_energy_entropy,wavelet_entropy,wavelet_psnr,wavelet_sparsity,wavelet_type,emd_value_normalized,smoothness_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,correlation_normalized,avg_variance_across_levels_normalized,kl_divergence_normalized,prominence_min_diff_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,spectral_centroid_diff_normalized,spectral_magnitude_diff_normalized,dynamic_cutoff_diff_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,amplitude_max_diff_normalized,frequency_max_diff_normalized,spectral_bandwidth_diff_normalized,num_fft_peaks_diff_normalized,relative_num_peaks_diff_normalized,dominant_frequency_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_weighted_score,reconstruction_normalized_weighted_score,reconstruction_normalized_weighted_rank,signal_weighted_score,signal_normalized_weighted_score,signal_normalized_weighted_rank,reconstruction_missing_metrics_count,reconstruction_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_rank,signal_missing_metrics_count,signal_dynamically_weighted_score,signal_normalized_dynamically_weighted_score,signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank,top_wavelet_rank
,,61651.623526069816,61521.38716243345,426082.61861003516,0.6898603000106253,,,56709.59864737933,56187.898647379334,46379.50613845769,0.4883720930232558,,inu.32000013032919,False,,-64226.34675701182,63560.94675701182,217485789225.67596,217463999346.27597,0.0,,"[3985851.527245775, 997008.1289267493, 565343.4519245109, 210794.46567555694, 152291.13773133, 102604.10516173493, 82431.19689587476, 54791.76645306281, 40536.73941443157, 32885.5113072962, 26213.738184463065, 23222.57040930318, 17093.578265886757, 18074.20455219815, 14681.31802951163, 14016.399407015882, 12813.49268447843, 12108.758675407971, 11365.916060710424, 10034.82465362696, 9342.983903842358, 8853.505323807949, 9085.442733450924, 8108.223063859777, 8551.353063908156, 8169.076549433445, 8078.769344650396, 6676.826022324901, 7335.621031679894, 7212.199427543934, 7040.886603728073, 7097.475970780506, 6859.403977457476, 6816.6956701544805, 6431.512122338374, 6565.441306744247, 6603.490298217183, 6318.337482579424, 6643.607199153413, 6592.999047761409, 6677.576230376822, 6532.3325767526285, 6565.830359785688]","[0.0, 0.011627906976744186, 0.023255813953488372, 0.03488372093023256, 0.046511627906976744, 0.05813953488372093, 0.06976744186046512, 0.08139534883720931, 0.09302325581395349, 0.10465116279069767, 0.11627906976744186, 0.12790697674418605, 0.13953488372093023, 0.1511627906976744, 0.16279069767441862, 0.1744186046511628, 0.18604651162790697, 0.19767441860465115, 0.20930232558139533, 0.22093023255813954, 0.23255813953488372, 0.2441860465116279, 0.2558139534883721, 0.26744186046511625, 0.27906976744186046, 0.29069767441860467, 0.3023255813953488, 0.313953488372093, 0.32558139534883723, 0.3372093023255814, 0.3488372093023256, 0.36046511627906974, 0.37209302325581395, 0.38372093023255816, 0.3953488372093023, 0.4069767441860465, 0.41860465116279066, 0.43023255813953487, 0.4418604651162791, 0.45348837209302323, 0.46511627906976744, 0.47674418604651164, 0.4883720930232558]",61651.623526069816,60986.223526069814,61651.623526069816,61640.623526069816,[0],0.0,-10.5,1,10.0,[33],0.0,-10.5,[61651.623526069816],61521.38716243345,60219.02352606982,61521.38716243345,[85],0.0,-10.5,42,86,smoothed,1.6511469869302187e-05,0.06251202403168864,,0.022448380058259366,,6552322.420969256,6552322.420969256,64226.34675701182,63560.94675701182,0.04956246603548333,mexh,1383.9735371392192,763394588.1943749,10.682172554595502,-37.48386070492571,0.659468438538206,CWT,1.0,0.9999999999999999,0.018496460062740416,0.8105072656958889,1.0,0.9999999999999999,0.7997945170507881,0.1702528428534963,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,0.5,,0.9519357099583735,0.0,0.0,0.6972039890940231,0.6972039890940231,0.0,4.2548494506167955,1.0,1,2.3043704528473024,1.0,1,0.0,0.7230895792097614,1.0,1,0,0.7248813857078642,1.0,1,0.0,1.0,1.0,1.0,0.95,1,mexh,1.0,1.0,,1,0.14285714285714285,,,2,1.25,1
,,29068.808153247868,28938.571789611506,246563.2119562439,0.8311875209044494,,,32378.50057719401,31856.800577194008,29542.921787469557,,,inu.32000013032919,False,,-43534.21065693896,42868.81065693896,87036341979.77055,87014552100.37056,,,[],[],47471.70799262019,46806.30799262019,10665.908313875545,10654.908313875545,"[0, 43]",0.0,-10.0,2,9.0,"[24, 66]",0.0,-10.0,"[47471.70799262019, 10665.908313875545]",28938.571789611506,56705.01630649574,28938.571789611506,"[85, 85]",0.0,-10.0,42,86,smoothed,1.0114958493528469e-05,,,,,0.0,0.0,43534.21065693896,42868.81065693896,0.07006126123731492,gaus2,862.6820730923473,332100650.5150704,10.61941410183934,-33.45661586422157,0.6190476190476191,CWT,0.5689768746246953,0.4776331205043002,0.27185962928582663,0.6990279113500929,0.4037942802728217,0.39166666666666616,1.0,0.07419463053190012,,0.0,0.30309883913569075,0.30309883913569075,0.30309883913569063,,0.0,0.5653536540254249,0.9248402667913886,0.6967113036996276,,,,,0.0,,0.36438873730205523,1.0,1.0,0.41153136198239726,0.41153136198239726,1.0,2.113048480924329,0.4966212096218857,2,1.6148543908010786,0.7007789866450288,3,0.0,0.4855768802126909,0.6715307399995454,3,0,0.48589413915453783,0.6703084790624751,3,0.5,0.95,2.75,2.666666666666667,0.8374999999999999,2,gaus,5.875,5.5,2.900123150094541,8,0.8392857142857143,1.0,0.11249999999999998,1,1.75,2
,,29274.46707253686,29144.230708900497,148920.41639404482,0.6575235406343019,,,12643.412555218121,12121.71255521812,12813.338156811538,,,inu.32000013032919,False,,-23867.835429147824,23202.435429147823,19829863879.845535,19808074000.445534,,,[],[],30078.046408185914,29412.646408185912,28470.887736887806,28459.887736887806,"[0, 43]",0.0,-10.0,2,9.0,"[21, 73]",0.0,-10.0,"[30078.046408185914, 28470.887736887806]",29144.230708900497,57116.33414507372,29144.230708900493,"[43, 85]",0.0,-10.0,42,86,smoothed,7.536651560226063e-06,,,,,0.0,0.0,23867.835429147824,23202.435429147823,0.05470743334112509,gaus4,475.5186568112229,81046011.1945872,10.788849444529507,-26.94585816758748,0.6243078626799557,CWT,0.1406930094183566,0.26707738660342917,0.6814662634268968,1.0,0.05674508980121135,0.4708333333333332,0.7539859566969902,0.021947396861635285,,0.34921505658812135,0.3074975977437068,0.3074975977437068,0.3074975977437066,,0.0,0.21280960231452384,0.9336377840074207,0.3246850435016173,,,,,0.0,,0.06168938836523147,1.0,1.0,0.1400202405633616,0.1400202405633616,1.0,1.6039313602655139,0.3769654787745788,4,1.5582900965200628,0.6762324584550303,4,0.0,0.40563800994231725,0.5609789182491393,4,0,0.42409355451773156,0.5850523449482621,4,0.0,1.0,4.0,4.0,0.8,3,gaus,5.875,5.5,2.900123150094541,8,0.8392857142857143,1.0,0.11249999999999998,1,2.5,3
,,30432.69485486698,30302.458491230616,165106.57884566006,0.4656977470782156,,,7880.201133289866,7358.501133289867,12207.475301578372,,,inu.32000013032919,False,,-20856.19936395324,20190.79936395324,16554104097.788813,16532314218.388813,,,[],[],35622.353365040915,34956.953365040914,25243.036344693042,25232.036344693042,"[0, 0]",0.0,-10.0,2,9.0,"[14, 75]",0.0,-10.0,"[35622.353365040915, 25243.036344693042]",30302.458491230616,59432.78970973396,30302.458491230613,"[43, 85]",0.0,-10.0,42,86,smoothed,6.457784230310512e-06,,,,,0.0,0.0,20856.19936395324,20190.79936395324,0.061484360503347386,gaus6,348.96444574810465,64926271.43781624,10.632569058013539,-26.232973613069532,0.5991140642303433,CWT,0.1251826840478738,0.17897239821049046,0.7263154586378031,0.7223953775055266,0.03446172292799874,0.0916666666666659,0.48224371625581897,0.030608375963730977,,0.2859061203741059,0.3322704811429858,0.3322704811429858,0.33227048114298563,,0.0,0.12772045287813322,0.9831835508059787,0.44327006785292694,,,,,0.0,,0.04693529945392595,1.0,1.0,0.0984420302477419,0.0984420302477419,1.0,1.6247467667354982,0.3818576392873243,3,1.1472718536314401,0.4978678025548626,5,0.0,0.4053807330193008,0.5606231159662497,5,0,0.29898080002698857,0.41245479042757677,5,1.0,0.9,4.5,4.285714285714286,0.7250000000000001,4,gaus,5.875,5.5,2.900123150094541,8,0.8392857142857143,1.0,0.11249999999999998,1,3.25,4
,,,,1976764.3742200306,0.125276679643044,,,1793.9672255976766,1272.2672255976765,42642.62301861706,,,inu.32000013032919,False,,-86158.7815568549,85493.3815568549,228157208465.31628,228135418585.9163,,,[],[],,,,,[],,,0,11.0,[],,,[],,,,[],,,42,86,smoothed,9.40388068147444e-06,,,,,0.0,0.0,86158.7815568549,85493.3815568549,0.05277447323122789,gaus1,1234.7054251099346,667705591.5238177,10.72496049696219,-37.77786465817344,0.5930232558139535,CWT,0.9043343348093403,0.41956342032865357,0.0,0.8865125204359399,0.8677228633518104,0.0,0.0,1.0,,,,,,,0.0,0.018997068463086124,,,,,,,1.0,,1.0,,,1.0,1.0,,1.309498534231543,0.3077661264940207,7,1.6742870184352734,0.7265702510490483,2,0.6,0.6398328447438476,0.8848597229724953,2,0,0.509766642365718,0.7032414577288649,2,2.5,0.75,3.25,2.4347826086956523,0.7125,5,gaus,5.875,5.5,2.900123150094541,8,0.8392857142857143,1.0,0.11249999999999998,1,4.0,5
,,28558.06770386457,28427.831340228207,176994.85763296843,0.42976616582681004,,,6261.858793881182,5740.158793881182,11423.59820008165,,,inu.32000013032919,False,,-19453.418973437885,18788.018973437884,14422837146.698702,14401047267.298702,,,[],[],33267.815031907216,32602.415031907214,23848.320375821924,23837.320375821924,"[0, 43]",0.0,-10.0,2,9.0,"[13, 76]",0.0,-10.0,"[33267.815031907216, 23848.320375821924]",28427.831340228207,55683.53540772914,28427.831340228204,"[43, 85]",0.0,-10.0,42,86,smoothed,5.985651802323519e-06,,,,,0.0,0.0,19453.418973437885,18788.018973437884,0.0646717697352581,gaus8,309.4144268652448,65669395.87164595,10.506183818098986,-25.6558935865586,0.5985603543743079,CWT,0.10511512455042604,0.14041601510916873,0.7626208808794237,0.49789422545745404,0.035488992266172775,0.08333333333333279,0.43134269710275036,0.036969620294779335,,0.25855108645790925,0.29217481037995363,0.29217481037995363,0.29217481037995346,,0.0,0.0988106773172075,0.9029922092799144,0.3929097635365269,,,,,0.0,,0.03733602961052873,1.0,1.0,0.07907544781849801,0.07907544781849801,1.0,1.4881771742788195,0.3497602421780373,6,1.018581739579691,0.44202169764897026,8,0.0,0.3816850061985963,0.5278530035182171,6,0,0.26164761112418844,0.3609523106579475,8,1.1547005383792515,0.8845299461620748,7.0,6.857142857142858,0.5922649730810374,6,gaus,5.875,5.5,2.900123150094541,8,0.8392857142857143,1.0,0.11249999999999998,1,4.75,6
,,21220.872042039922,21090.63567840356,107903.79150615644,0.5094304377912653,,,3402.0375820180534,2880.3375820180536,7317.601196981474,,,inu.32000013032919,False,,-13725.744099655825,13060.344099655826,6133347707.189367,6111557827.789368,,,[],[],22748.01752279404,22082.61752279404,19693.726561285803,19682.726561285803,"[0, 0]",0.0,-10.0,2,9.0,"[12, 77]",0.0,-10.0,"[22748.01752279404, 19693.726561285803]",21090.63567840356,41009.144084079846,21090.635678403556,"[43, 85]",0.0,-10.0,42,86,smoothed,5.706403137530776e-06,,,,,0.0,0.0,13725.744099655825,13060.344099655826,0.10280928847421783,morl,221.99482571622517,39996735.05626145,10.225889126680046,-21.882717573246694,0.6229235880398671,CWT,0.0,0.1176113572164934,1.0,0.0,0.0,0.4499999999999996,0.5441958611398711,0.0,,0.1770656390684713,0.13524238708545558,0.13524238708545558,0.13524238708545544,,0.0,0.047723347173236653,0.5891273626909184,0.16790590759982946,,,,,0.0,,0.0,1.0,1.0,0.0,0.0,1.0,0.9772161488294435,0.22967114587045692,9,1.0329617516208962,0.4482620189581752,7,0.0,0.2925032945192549,0.40451875248834485,7,0,0.26397590229454554,0.3641642722509238,7,1.0,0.9,7.5,7.411764705882353,0.575,7,morl,7.0,7.0,,1,1.0,,,3,6.0,7
,,30062.865923531674,29932.62955989531,242751.63091972217,0.17643800049987485,,,0.0,521.7,13460.582209050015,,,inu.32000013032919,False,,-33169.656438878206,32504.256438878205,22541023776.532158,22519233897.132156,,,[],[],30062.865923531674,29397.465923531672,30062.865923531674,30051.865923531674,[5],0.0,-10.5,1,10.0,[37],0.0,-10.5,[30062.865923531674],29932.62955989531,28630.265923531675,29932.629559895307,[58],0.0,-10.5,42,86,smoothed,4.7939573794562575e-06,,,,,0.0,0.0,33169.656438878206,32504.256438878205,0.049074232359618365,gaus5,411.2632265038412,82705026.62265639,10.661522475440414,-27.73457090973225,0.615171650055371,CWT,0.1572627095701592,0.04309707664166655,0.6318465437771995,0.7738260316899609,0.05903845495411075,0.33333333333333276,0.07247561287684678,0.07215510919372371,,0.3804390608022098,0.3243603540216885,0.3243603540216885,0.32436035402168834,,0.0,0.005589070966497189,0.3243603540216885,0.3243603540216884,,,,,0.5,,0.07390050787026595,0.0,0.0,0.2684398310744852,0.2684398310744852,0.0,1.0775371127300466,0.2532491749088428,8,1.0468337276134647,0.45428187395823744,6,0.0,0.2079073381264257,0.28752639244730943,9,0,0.26787935900462506,0.36954923148293345,6,1.5,0.85,7.25,7.024390243902439,0.5625,8,gaus,5.875,5.5,2.900123150094541,8,0.8392857142857143,1.0,0.11249999999999998,1,6.25,8
664733.9075410197,,33485.55380856788,33355.31744493151,216800.80713691807,0.15983475123408417,0.011627906976744186,,0.0,521.7,12748.281113772655,0.4883720930232558,,inu.32000013032919,False,,-28820.258233795517,28154.858233795516,18743620940.149433,18721831060.74943,1.0,,"[93465.12945256542, 301947.34591778537, 664733.9075410197, 295143.1748005214, 250380.78120176482, 182656.39772879548, 158571.75231939243, 97790.5488234134, 93055.02439131911, 72067.96426565465, 67854.12047112342, 54776.48403392058, 53674.90742064872, 51045.40691654052, 45693.32511632728, 43093.19647303831, 40285.2145401793, 37506.99504822808, 35372.988847800465, 34151.33879924236, 32532.48805187595, 30755.070597502257, 30829.16887901045, 28526.400252409316, 28897.705006442993, 26780.655706763417, 26310.059614317266, 25256.00717099464, 25236.410886363457, 24629.02455799723, 24104.638431120547, 23240.92705767969, 23022.088391010235, 22476.41244219824, 22026.491754493745, 21760.011778006115, 21514.413469586554, 21580.64163977339, 21242.152175985066, 21375.804948632, 20457.449445562313, 20731.59382718529, 20780.32066439241]","[0.0, 0.011627906976744186, 0.023255813953488372, 0.03488372093023256, 0.046511627906976744, 0.05813953488372093, 0.06976744186046512, 0.08139534883720931, 0.09302325581395349, 0.10465116279069767, 0.11627906976744186, 0.12790697674418605, 0.13953488372093023, 0.1511627906976744, 0.16279069767441862, 0.1744186046511628, 0.18604651162790697, 0.19767441860465115, 0.20930232558139533, 0.22093023255813954, 0.23255813953488372, 0.2441860465116279, 0.2558139534883721, 0.26744186046511625, 0.27906976744186046, 0.29069767441860467, 0.3023255813953488, 0.313953488372093, 0.32558139534883723, 0.3372093023255814, 0.3488372093023256, 0.36046511627906974, 0.37209302325581395, 0.38372093023255816, 0.3953488372093023, 0.4069767441860465, 0.41860465116279066, 0.43023255813953487, 0.4418604651162791, 0.45348837209302323, 0.46511627906976744, 0.47674418604651164, 0.4883720930232558]",33485.55380856788,32820.15380856788,33485.55380856788,33474.55380856788,[5],0.0,-10.5,1,10.0,[32],0.0,-10.5,[33485.55380856788],33355.31744493151,32052.95380856788,33355.31744493151,[59],0.0,-10.5,42,86,smoothed,4.2662230382837305e-06,0.12450687137139278,,0.11088491674146891,,3237331.9408585834,3237331.9408585834,28820.258233795517,28154.858233795516,0.059464616981479396,gaus7,388.3500424311052,73793981.03549953,10.6653459603046,-26.934530100944023,0.608250276854928,CWT,0.13902752374538818,0.0,0.6821789379673041,0.7806177801364458,0.04672013585971397,0.22916666666666638,0.04895529232741025,0.058269202442392115,,0.4475693907542666,0.39756689351390034,0.39756689351390034,0.39756689351390023,,0.49407396841434725,0.005589070966497189,0.3975668935139004,0.39756689351390023,,,,,0.5,,0.056796927996390946,0.0,0.0,0.208392670859055,0.208392670859055,0.0,1.5006423637763646,0.3526898850813222,5,0.9992410424766662,0.433628647356589,9,0.0,0.2605766111612743,0.3603656015151665,8,0,0.2481169423931651,0.3422862654293059,9,1.8929694486000912,0.8107030551399909,7.75,7.309644670050761,0.5178515275699954,9,gaus,5.875,5.5,2.900123150094541,8,0.8392857142857143,1.0,0.11249999999999998,1,7.0,9
,,14897.76917402346,14767.532810387096,518532.716924992,0.16249526618932314,,,312.8709928577737,208.82900714222637,16831.376340486007,,,inu.32000013032919,False,,-46685.50293068478,46020.10293068478,45593293759.21865,45571503879.81865,,,[],[],14897.76917402346,14232.36917402346,14897.76917402346,14886.76917402346,[5],0.0,-10.5,1,10.0,[38],0.0,-10.5,[14897.76917402346],14767.532810387096,13465.16917402346,14767.532810387098,[56],0.0,-10.5,42,86,smoothed,5.955617821036524e-06,,,,,0.0,0.0,46685.50293068478,46020.10293068478,0.081085579703376,gaus3,519.1740265113287,179154033.37781218,10.497873765135653,-30.789352067513946,0.6071428571428571,CWT,0.24355635388899674,0.13796330985124644,0.4396632854870939,0.48313287781029135,0.192366203076058,0.21249999999999847,0.05272420307325576,0.2197215400747224,,0.08300091197182577,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,0.5,,0.17772840233157192,0.0,0.0,0.4550376456393256,0.4550376456393256,0.0,0.495779533013064,0.11652105174748176,10,0.9099817081166947,0.3948938448643587,10,0.0,0.11138697370546995,0.15404311845732968,10,0,0.2477034716577079,0.34171586764615214,10,0.0,1.0,10.0,10.0,0.5,10,gaus,5.875,5.5,2.900123150094541,8,0.8392857142857143,1.0,0.11249999999999998,1,7.75,10
