signal_type,wavelet,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,wavelet_psnr,signal_length,scales_used,emd_value,kl_divergence,is_complex,change_point_indices,change_point_prominences,num_change_points,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,prominence_threshold,distance_factor,max_autocorrelation,upper_envelope,lower_envelope,wavelet_type,htid,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,prominence_min_diff,prominence_max_diff,avg_prominence_diff,upper_envelope_diff,prominence_threshold_diff,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,distance_factor_diff,lower_envelope_diff,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,relative_num_peaks_diff,emd_value_normalized,smoothness_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,correlation_normalized,avg_variance_across_levels_normalized,kl_divergence_normalized,prominence_min_diff_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,relative_num_peaks_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,relative_peaks_array_alignment_score_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_signal_weighted_score,reconstruction_signal_normalized_weighted_score,reconstruction_signal_normalized_weighted_rank,wavelet_signal_weighted_score,wavelet_signal_normalized_weighted_score,wavelet_signal_normalized_weighted_rank,reconstruction_signal_num_missing_metrics,reconstruction_signal_missing_metrics_count,reconstruction_signal_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_rank,wavelet_signal_num_missing_metrics,wavelet_signal_missing_metrics_count,wavelet_signal_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank
smoothed,gaus8,14.311674453961793,0.6585365853658537,77.19790630813681,-6.751308477242453,85,41,1619.158951463514,,False,"[8, 33, 55, 58, 60, 78]","[4958.116160357454, 2008.7005973690393, 38.07672673838874, 1980.7808347922894, 0.38872002098923986, 4225.860593460977]",6,10.798483460417126,5083.522991846364,0.04173905118224683,1.0457369412797139e-05,0.45059997433604515,4,2288.4445694528486,0.38872002098923986,4959.234106312824,"[8, 55, 58, 60]","[4959.234106312824, 38.07672673838874, 4156.078724739193, 0.38872002098923986]","[0, 33, 33, 59]","[78, 56, 78, 78]",0.05,30,343631792.93643934,5382.329513652828,-5382.329513652828,CWT,inu.32000013032919,0.0,-15.0,0.5446133123440973,4376.367439646157,2242.742608668535,4876.796180319494,0.0,2242.742608668535,8376.844944478062,2243.187464344315,0.0,4876.796180319494,0.0,-15.0,0.0,-10.5,13.0,0.478003383711409,0.06357556582921264,0.8219000758087758,0.34083654180369044,0.9814069759155423,0.07239819004524886,0.8941722833000456,0.6202752725508565,,0.0,0.7479489933347232,0.7479489933347232,0.7481264447252098,0.7775858432948888,0.7624277926630093,0.9285714285714285,0.038461538461538464,0.05,0.8471455438758042,0.8471455438758042,0.0,0.16129032258064513,2.1946051547385217,0.8789532275454127,5,1.9514737875655288,0.9023897502200002,3,0,0,0.5120501880552133,0.875336155254597,3,1,0.11111111111111112,0.528515480565042,0.8707491471187062,4,0.9574271077563381,0.9316123494459758,3.75,3.582089552238806,0.8318776032944165,1,gaus,6.875,6.5,4.611708700997618,8,0.5288461538461539,1.0,0.3298076923076923,1,1.0
smoothed,gaus6,14.255773689858655,0.636728837876614,70.36770467367327,-6.870965118860868,85,41,1637.0018288907609,,False,"[8, 33, 55, 58, 78]","[4728.742701908579, 1999.3688530342577, 23.079852627696255, 1859.934350998871, 3952.8361890298465]",5,10.74056547203513,4780.809112493934,0.04160298190445735,1.1605599441950204e-05,0.4489273125199182,3,2920.31519381661,23.079852627696255,4728.742701908579,"[8, 55, 58]","[4728.742701908579, 23.079852627696255, 4009.1230269135553]","[0, 33, 33]","[78, 56, 78]",0.05,30,353043773.9062886,5363.180003253286,-5363.180003253286,CWT,inu.32000013032919,0.0,-15.5,22.146519294362918,4145.876035241912,2874.6132330322966,4857.646669919952,0.0,2874.6132330322966,7984.012248116497,2874.613233032297,0.0,4857.646669919952,0.0,-15.5,0.0,-15.5,14.0,0.4904128941447353,0.0788264226953362,0.8090815872797835,0.24214625792203998,0.972881957524006,0.003619909502262292,0.8901634445008021,0.5600169919971069,,0.5055633729192427,0.9999999999999999,0.9999999999999999,1.0,0.7239290866464662,0.6938940242482674,1.0,0.0,0.0,0.8406473816113242,0.8406473816113242,0.0,0.0,2.496839519967669,1.0,1,1.8452549935429832,0.8532726410805284,8,0,0,0.5849754805412788,1.0,1,1,0.11111111111111112,0.5003381276402035,0.8243258976026563,5,3.4034296427770228,0.7568978826587841,3.75,1.7204301075268815,0.7445203699008207,2,gaus,6.875,6.5,4.611708700997618,8,0.5288461538461539,1.0,0.3298076923076923,1,1.75
smoothed,morl,14.177755223797805,0.6355810616929699,65.23254961385464,-5.088800549492916,85,41,1273.9289144579748,,False,"[8, 26, 33, 42, 56, 60, 78]","[4409.283123581146, 75.7505117112488, 1354.5652462266087, 21.798208564661536, 75.58151821753677, 1443.1803230821492, 4614.7066375405475]",7,10.740495627407277,4423.992808721017,0.04617551091039691,6.583743913653211e-06,0.4947558982024072,6,1406.7064644130542,21.798208564661536,5103.356006213779,"[8, 27, 31, 41, 56, 60]","[5103.356006213779, 75.7505117112488, 49.534261488491666, 21.798208564661536, 75.58151821753677, 3114.218280282608]","[0, 26, 30, 33, 33, 33]","[78, 33, 33, 42, 58, 78]",0.05,20,236716945.8215547,5099.878449342428,-5099.878449342428,CWT,inu.32000013032919,0.0,-14.0,20.8648752313282,4520.489339547113,1361.0045036287404,4594.345116009094,0.0,1361.0045036287404,7663.305453144992,1361.0045036287404,10.0,4594.345116009094,0.0,-14.0,0.0,-0.5,11.0,0.23789997193905565,0.012125850580095701,1.0,0.24202724504982387,0.9609839294966775,0.0,1.0,0.4889890728779178,,0.475568228234829,0.3962267128216943,0.3962267128216943,0.39622671282169425,0.680123958884282,0.805280657119428,0.7857142857142857,0.11538461538461538,0.15,0.7512990804744262,0.7512990804744262,0.0,0.4838709677419355,1.9800948195741617,0.7930404832745525,6,1.872108963180163,0.8656903056721398,6,0,0,0.4759400778841007,0.8136068839051382,6,1,0.11111111111111112,0.48719770318739075,0.8026765537218835,8,1.0,0.9285714285714286,6.5,6.4,0.7321428571428572,3,morl,3.0,3.0,,1,0.23076923076923078,,,6,3.75
smoothed,gaus4,14.22881667877977,0.6479196556671449,70.76922904350457,-6.966223983179227,85,41,1581.8219513399815,,False,"[8, 33, 55, 58, 78]","[4464.285885135098, 1625.5601816827752, 1367.219307989884, 30.90157647772594, 3657.631327992835]",5,10.72015856448131,4644.882917325959,0.03917657411328224,1.3034640788877906e-05,0.4554754971671331,3,2544.5091857767447,30.90157647772594,4464.285885135098,"[8, 55, 58]","[4464.285885135098, 3138.34009571741, 30.90157647772594]","[0, 33, 56]","[78, 78, 78]",0.05,30,360921997.59327734,5454.316147904621,-5454.316147904621,CWT,inu.32000013032919,0.0,-15.5,29.968243144392602,3881.4192184684316,2498.807224992431,4948.782814571287,0.0,2498.807224992431,6856.594223996901,2498.8072249924317,0.0,4948.782814571287,0.0,-15.5,0.0,-15.5,14.0,0.45203594126994756,0.09780703153191413,0.7988767658588068,0.20737358097148612,0.9687709401002667,0.03891402714932124,0.9058573620789225,0.5329594985628541,,0.688620233501613,0.850092283158939,0.850092283158939,0.8500922831589391,0.5699358087917324,0.6152610605449157,1.0,0.0,0.0,0.87157336581391,0.87157336581391,0.0,0.0,2.3128969058874165,0.9263298211161628,2,1.823443567008158,0.8431867214703773,9,0,0,0.5513262064571459,0.9424774623835565,2,1,0.11111111111111112,0.49476883788488424,0.8151502831072841,6,3.4034296427770228,0.7568978826587841,4.75,3.1304347826086953,0.7088060841865349,4,gaus,6.875,6.5,4.611708700997618,8,0.5288461538461539,1.0,0.3298076923076923,1,3.25
smoothed,gaus2,14.378191669930544,0.6705882352941176,79.85853729562304,-8.195308521060417,85,41,1696.675216557222,,False,"[8, 33, 37, 49, 54, 78]","[3993.602671300234, 844.3481783678586, 21.956774726996173, 6.863530344350465, 459.35611816503865, 3194.3654383383023]",6,10.786754193875169,5427.920790538268,0.030563936115793174,1.6479102090721774e-05,0.4255980965440676,4,1366.2037546221163,6.863530344350465,3993.602671300234,"[8, 36, 49, 54]","[3993.602671300234, 21.956774726996173, 6.863530344350465, 1442.3920421168852]","[0, 33, 33, 33]","[78, 37, 50, 78]",0.05,20,476242306.76300365,5832.778098657642,-5832.778098657642,CWT,inu.32000013032919,0.0,-15.0,5.930197011017128,3410.736004633567,1320.5017938378026,5327.244765324308,0.0,1320.5017938378026,4687.881685155132,1320.5017938378028,10.0,5327.244765324308,0.0,-10.5,0.0,-10.5,13.0,0.5319150302132192,0.1435565633866674,0.667208303190144,0.3208502702309517,0.9915510320583379,0.11040723981900427,0.8342507278606424,0.688831161762363,,0.12604229747626977,0.3800703219691258,0.3800703219691258,0.3800703219691258,0.2737128059337628,0.47530922825406713,0.9285714285714285,0.3846153846153846,0.05,1.0,1.0,0.0,0.16129032258064513,1.601535170515248,0.6414249525079554,8,1.912562762915501,0.8843967287208253,5,0,0,0.4261348025645334,0.7284660925791798,9,1,0.11111111111111112,0.5305157355096106,0.8740446424278331,3,2.753785273643051,0.8033010518826392,6.25,5.1985559566787005,0.6784362402270339,5,gaus,6.875,6.5,4.611708700997618,8,0.5288461538461539,1.0,0.3298076923076923,1,4.0
smoothed,shan,7.876333516246637,0.7764705882352941,77.26025029743444,-7.870703540947037,85,41,931.8670690644317,-4188.950556759429,True,"[7, 13, 19, 21, 25, 28, 32, 34, 36, 38, 46, 50, 52, 55, 59, 61, 65, 67, 79]","[1873.1227052558386, 8.026326003476697, 59.10089807974816, 174.56636114266843, 125.93682782974031, 102.96890105805136, 73.20968753215928, 229.1871571123196, 346.0701302972341, 21.27398807498207, 309.75881498848594, 381.66863510898133, 82.5542106812741, 305.05331701443214, 151.55957305496605, 83.32575555133968, 274.0672227233699, 149.08056143488398, 2033.4432471920013]",19,11.035815006275016,3840.4562568098936,0.049716069611925144,2.35477419732179e-05,0.4333204703790578,17,413.39949955443785,25.824024718784017,3759.3236180636704,"[8, 20, 23, 27, 29, 33, 35, 37, 40, 48, 50, 52, 55, 59, 61, 65, 67]","[3759.3236180636704, 167.0142197755153, 143.02925944601768, 123.66303592264264, 229.84157453026944, 29.55416449227036, 77.2130757687227, 256.3979272877188, 60.276914141821905, 210.94705533810082, 25.824024718784017, 41.86793542173436, 191.3973334706817, 76.6974281314425, 82.73113451433693, 1362.3703032281578, 189.64248817355605]","[0, 19, 21, 21, 21, 32, 32, 21, 38, 21, 49, 51, 21, 21, 21, 21, 66]","[78, 21, 25, 28, 32, 34, 36, 43, 43, 53, 53, 53, 56, 60, 63, 78, 78]",0.05,30,139979111.10151458,3719.430292216354,-3719.430292216354,CWT,inu.32000013032919,0.0,-5.5,24.89069138545068,3176.4569513970036,367.69753877012414,3213.8969588830205,0.0,367.69753877012414,6250.85815909211,367.6975387701242,0.0,3213.8969588830205,0.0,-2.5,0.11764705882352941,15.5,0.0,0.0,0.23744264226376854,0.7019823463001487,0.7452414303213102,0.0,0.444343891402715,0.8527588037630709,0.37283017942496754,1.0,0.5697870066761896,0.0,0.0,0.0,0.4871987226764395,0.40564924930413665,0.0,1.0,1.0,0.2828601525046572,0.2828601525046572,1.0,0.9999999999999999,1.3305041489950076,0.5328753163167795,11,1.9330160654561763,0.8938546321210442,4,0,0,0.4637196372050829,0.7927163661218798,7,0,0.0,0.48384436594177554,0.7971518043928778,9,2.9860788111948193,0.7867086563432272,7.75,6.724075197089146,0.6165686138858992,6,shan,6.0,6.0,,1,0.46153846153846156,,,7,6.25
smoothed,fbsp,11.464759206872637,0.6674318507890962,99.32564197321084,-14.423492494473852,85,41,2369.706017112611,-5470.0025656136295,True,"[8, 21, 24, 28, 31, 36, 44, 47, 55, 59, 62, 65, 71, 78]","[2722.7087074251313, 136.11868282461364, 48.98649422283188, 204.32081403324491, 77.7207956043294, 89.51363961299967, 36.275300020857685, 99.52554552290133, 101.9366770711024, 114.9046436413953, 19.42283801039457, 249.72391954779846, 9.492335199014633, 2761.384000972374]",14,10.879152208895967,6991.11053460146,0.031141710050636647,9.759173160110163e-06,0.37258554064829313,6,1245.6523829636417,18.071897542994975,4518.53440045517,"[8, 35, 50, 55, 57, 59]","[4518.53440045517, 72.76647087784568, 37.460216639201235, 2782.1143857385287, 18.071897542994975, 44.96692652810975]","[0, 33, 33, 33, 56, 56]","[78, 36, 51, 78, 58, 78]",0.05,30,614360049.3133966,5817.857717272829,-5817.857717272829,CWT,inu.32000013032919,0.0,-14.0,17.138564209661638,3935.667733788503,1199.950422179328,5312.324383939495,0.0,1199.950422179328,6696.980964448517,1199.9504221793281,0.0,5312.324383939495,0.0,-14.0,0.0,-9.5,11.0,1.0,0.05430208330058819,0.0,0.47829334771425225,0.5472446665095063,0.10045248868778285,0.7071964788348991,1.0,0.0,0.38835896206044507,0.33198279675461917,0.33198279675461917,0.3319827967546192,0.5481343398590992,0.6313911856374281,0.7857142857142857,0.11538461538461538,0.15,0.9949369431769517,0.9949369431769517,0.0,0.1935483870967742,1.7825635989598656,0.7139279816361396,7,1.5521192191111286,0.7177224123479659,11,0,0,0.4460272347977236,0.7624716755393129,8,0,0.0,0.43194322944966973,0.7116427285060628,11,2.0615528128088303,0.8527462276565121,9.25,8.895306859205776,0.5960159709711133,7,fbsp,7.0,7.0,,1,0.5384615384615384,,,4,6.25
smoothed,gaus1,14.295883068985864,0.6863701578192253,82.88744043671062,-8.204184900056493,85,41,2238.993507354226,,False,"[1, 18, 21, 24, 26, 28, 39, 47, 62, 65, 68, 72]","[28.622793989306047, 17.31243763785551, 63.06288833491817, 2334.991129102632, 17.285076083838703, 1.59210162488489, 22.88035220702909, 14.853706262785636, 4.967176668347292, 1513.3616854675156, 37.163202318221465, 40.92863027670455]",12,10.881625653387133,3037.757408804304,0.04602215620427163,1.8812296004847134e-05,0.07751242699009624,11,651.5877309419965,1.59210162488489,5434.0577834798605,"[18, 21, 24, 26, 28, 39, 47, 62, 65, 68, 72]","[17.31243763785551, 63.06288833491817, 5434.0577834798605, 17.285076083838703, 1.59210162488489, 22.88035220702909, 14.853706262785636, 4.967176668347292, 1513.3616854675156, 37.163202318221465, 40.92863027670455]","[1, 1, 1, 25, 27, 38, 46, 46, 46, 67, 71]","[19, 22, 84, 84, 84, 46, 48, 63, 84, 84, 84]",0.05,30,463420160.43749267,3110.128391105205,-3110.128391105205,CWT,inu.32000013032919,0.0,-7.0,0.6587682915515529,4851.191116813194,605.8857701576827,2604.595057771872,0.0,605.8857701576827,6390.531707028628,605.8857701576828,0.0,2604.595057771872,0.0,-2.5,0.0,2.0,6.0,0.9090909938586497,0.17454617829116753,0.6662574010020061,0.4825080130681087,0.9789987468062006,0.16018099547511314,0.0,0.21304479896350786,,0.0026716427879875937,0.09501246170053657,0.09501246170053657,0.09501246170053651,0.5062766396656955,0.9036107405170184,0.4285714285714285,1.0,0.85,0.07610068247815494,0.07610068247815494,0.0,0.564516129032258,1.291028468684521,0.5170650569890204,12,1.6048892899587521,0.7421240575838385,10,0,0,0.3609911792794082,0.6171048040259439,11,1,0.11111111111111112,0.4425228353775386,0.7290730274798884,10,0.9574271077563381,0.9316123494459758,10.75,10.68825910931174,0.5818776032944164,8,gaus,6.875,6.5,4.611708700997618,8,0.5288461538461539,1.0,0.3298076923076923,1,6.25
smoothed,cgau8,10.205144697413116,0.9526542324246772,106.95428679179187,-11.439421376677846,85,41,1753.625350870012,-5007.870835459149,True,"[7, 23, 33, 39, 41, 47, 55, 58, 60, 65, 78]","[2058.111017444631, 86.70589721088845, 231.46514213325236, 40.43229332302781, 14.142084589300111, 217.81252655324465, 75.91868029340571, 3.2836435569261084, 40.139959405811624, 59.69935307745891, 1994.1386317845863]",11,11.18532419095381,5047.166724822014,0.040352673980672736,2.29514636694329e-05,0.3516776861139087,5,1325.9182213330037,8.918823460174963,3809.3046724949672,"[8, 27, 55, 58, 60]","[3809.3046724949672, 8.918823460174963, 40.43407127304749, 17.55918630559154, 2753.3743531312366]","[0, 26, 33, 33, 33]","[78, 33, 56, 59, 78]",0.05,30,311537783.28907245,4094.9243488936895,-4094.9243488936895,CWT,inu.32000013032919,0.0,-14.5,7.985490126841626,3226.4380058283004,1280.21626054869,3589.391015560356,0.0,1280.21626054869,5852.657773331684,1280.2162605486897,0.0,3589.391015560356,0.0,-14.5,0.0,-5.5,12.0,0.5715231757500319,0.2295228397568549,0.3196753717620513,1.0,0.3551500318176396,1.0,0.6570869960582456,0.6130381873437729,0.3607439252742131,0.1741436511641736,0.3640005620720067,0.3640005620720067,0.3640005620720066,0.43280879690409557,0.4205104976807204,0.8571428571428571,0.07692307692307693,0.1,0.41027966656677534,0.41027966656677534,0.0,0.3225806451612903,1.3956806947148845,0.5589789345904606,10,2.1620416870886094,0.9997593974403334,2,0,0,0.33051311879429107,0.5650033715745945,12,0,0.0,0.5674156141958676,0.9348385814445122,2,5.259911279353167,0.6242920514747738,6.5,3.380281690140845,0.5800031685945297,9,cgau,9.0,9.0,,1,0.6923076923076923,,,2,7.25
smoothed,gaus7,14.228812999755249,0.636441893830703,65.9109779446731,-6.60818108599732,85,41,1736.8914543856977,,False,"[3, 13, 16, 23, 46, 70, 74]","[398.7417600227577, 2246.2762955854396, 48.9012968872953, 61.49702323565111, 1992.898398584296, 23.845781535599144, 1705.0939272727107]",7,10.701667396402945,4547.5254733752245,0.03906609686580368,5.670794176644237e-06,0.10841103037891912,5,2156.4240647057554,23.845781535599144,5758.232220427044,"[13, 16, 23, 70, 74]","[4889.644001443188, 48.9012968872953, 61.49702323565111, 23.845781535599144, 5758.232220427044]","[3, 15, 22, 46, 3]","[46, 46, 46, 71, 84]",0.05,30,319339144.93915707,3045.1459847094957,-3045.1459847094957,CWT,inu.32000013032919,0.0,-14.5,22.912448202265807,5175.365553760377,2110.722103921442,2539.6126513761624,0.0,2110.722103921442,10005.186990195445,2110.722103921442,0.0,2539.6126513761624,0.0,-10.0,0.0,-5.5,12.0,0.5598849484596736,0.0,0.837232921508316,0.17586525898141545,0.9687703790390323,0.002714932126696795,0.0740541327082872,0.5135795078464416,,0.5234889023803031,0.6952864705984136,0.6952864705984136,0.6952864705984136,0.9999999999999999,1.0,0.8571428571428571,0.423076923076923,0.1,0.054049663298792905,0.054049663298792905,0.0,0.3225806451612903,2.2641053237692725,0.9067884842669384,4,1.4787624855256858,0.6838011960247361,12,0,0,0.49386523585801534,0.8442494639280282,5,1,0.11111111111111112,0.3859572045281772,0.6358790215717655,12,4.349329450233296,0.6893336106976218,8.25,6.486486486486486,0.5500239482059537,10,gaus,6.875,6.5,4.611708700997618,8,0.5288461538461539,1.0,0.3298076923076923,1,7.75
