signal_type,wavelet,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,wavelet_psnr,signal_length,scales_used,emd_value,kl_divergence,is_complex,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,prominence_threshold,distance_factor,max_autocorrelation,upper_envelope,lower_envelope,wavelet_type,htid,avg_prominence_diff,prominence_max_diff,upper_envelope_diff,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,lower_envelope_diff,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,max_autocorrelation_diff,prominence_threshold_diff,relative_num_peaks_diff,prominence_min_diff,distance_factor_diff,emd_value_normalized,smoothness_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,correlation_normalized,avg_variance_across_levels_normalized,kl_divergence_normalized,prominence_min_diff_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,relative_num_peaks_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_right_bases_array_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_signal_weighted_score,reconstruction_signal_normalized_weighted_score,reconstruction_signal_normalized_weighted_rank,wavelet_signal_weighted_score,wavelet_signal_normalized_weighted_score,wavelet_signal_normalized_weighted_rank,reconstruction_signal_num_missing_metrics,reconstruction_signal_missing_metrics_count,reconstruction_signal_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_rank,wavelet_signal_num_missing_metrics,wavelet_signal_missing_metrics_count,wavelet_signal_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank,top_wavelet_rank
raw,gaus8,21.05089419242826,0.6782114093548374,313.5289099461428,-25.992726608685807,1927,127,18176.16870710681,,False,16.875865305336134,95681.62999538277,0.01680321600900472,4.22678231543881e-07,0.40499214288336965,21,52080.68863310843,1003.7217831664711,106741.75918349138,"[4, 69, 154, 292, 394, 479, 544, 649, 796, 907, 1006, 1088, 1183, 1291, 1388, 1483, 1557, 1630, 1702, 1771, 1876]","[6244.44948619615, 1688.3877429466029, 41211.95527003237, 104491.34414732008, 67631.17942467699, 40437.29197116062, 3109.0804951675154, 79811.32909110232, 71649.41866224457, 33538.255425953306, 106741.75918349138, 33593.28858178599, 74794.30911563539, 64986.80541524919, 66548.46124690183, 77382.38398566374, 2494.6630809947055, 80582.52100685278, 1003.7217831664711, 103985.61774660394, 31768.238432131082]","[0, 65, 87, 212, 324, 409, 541, 324, 708, 833, 708, 1066, 1066, 1254, 1354, 1429, 1550, 1429, 1699, 708, 1855]","[87, 87, 212, 708, 581, 581, 581, 708, 833, 920, 1429, 1105, 1429, 1354, 1429, 1550, 1561, 1663, 1703, 1855, 1889]",0.05,30,994192461856.2615,71016.53712840095,-71016.53712840095,CWT,uiug.30112070958894,51313.56311927472,105667.73335311661,69935.53712840095,0.0,-11.5,0.0,-7.0,51311.68863310843,1076776.461295277,51311.68863310843,69935.53712840095,0.0,-11.5,,0.0,1.0,530.6207294842847,0.0,0.10600974861003004,0.07048693536515757,0.9047603925624612,0.1245066408822432,0.9672288222889417,0.1201099973387737,0.9262080331309783,0.23745676582170816,,0.19116342608315695,1.0,1.0,1.0,0.9226297998334434,0.4591886757039071,0.5,,0.9230769230769229,0.0,0.05555555555555556,0.587108260901938,0.587108260901938,0.75,2.3309648178176454,1.0,1,1.6551828908322097,0.6857119793647148,5,0,0,0.6135254540043739,0.963493647991278,2,1,0.11111111111111112,0.42654036144448115,0.6669419702818999,7,2.753785273643051,0.8033010518826392,3.75,2.170542635658915,0.7677219545127483,1,gaus,6.75,6.5,4.590362575159894,8,0.48214285714285715,1.0,0.36249999999999993,1,1.0,1
raw,gaus2,21.29897249691009,0.6671992285344197,356.5020039396737,-29.282906368793256,1927,127,26112.483340687828,,False,16.909239162487506,122852.16990344862,0.010069120383532451,6.17059365923385e-07,0.32884705586093704,22,42083.93893800886,3.4239570019108214,152009.11319113168,"[5, 71, 154, 292, 394, 477, 560, 649, 748, 835, 928, 1006, 1086, 1190, 1290, 1388, 1525, 1628, 1707, 1772, 1840, 1922]","[3574.085166258481, 3.4239570019108214, 30482.514678789677, 91130.0056541456, 33478.64222734118, 21601.470196615384, 4233.796725448989, 47101.91740437206, 96380.63583243184, 476.9177004230587, 450.2578552942359, 152009.11319113168, 19181.626415381, 71070.89467266631, 33755.26564647315, 35199.7831902699, 124897.89197525609, 24660.0824129627, 117.70262201542573, 131810.46408409093, 509.0135178184555, 3721.151510007039]","[0, 70, 78, 78, 365, 454, 541, 579, 579, 834, 867, 867, 1070, 1109, 1263, 1354, 1354, 1598, 1662, 867, 1839, 1889]","[78, 78, 212, 867, 579, 579, 579, 708, 867, 867, 929, 1662, 1109, 1354, 1354, 1417, 1662, 1662, 1708, 1889, 1889, 1926]",0.05,30,2113886829410.1746,88533.83475781372,-88533.83475781372,CWT,uiug.30112070958894,41316.81342417515,150935.0873607569,87452.83475781372,0.0,-11.0,0.0,-11.0,41314.93893800886,908928.656636195,41425.455696867684,87452.83475781372,0.0,-11.0,,0.0,0.0,469.67709668027567,0.0,0.684781829321135,0.10519295494971828,0.5085951152985624,0.19229950547736374,0.9924185983910707,0.04042106508175861,0.7455237603819369,0.41905168757923333,,0.1683685307035905,0.613525004765304,0.613525004765304,0.6177975898710665,0.6070805871189495,1.0,0.0,,0.30769230769230765,0.0,0.11111111111111112,0.9702259415285321,0.9702259415285321,1.0,2.037475851082809,0.8740912070008786,7,1.6165071616117823,0.6696893325720218,7,0,0,0.536888616852669,0.8431415007154403,5,1,0.11111111111111112,0.4554800090045417,0.7121922380352432,4,1.5,0.8928571428571429,5.75,5.4368932038834945,0.7410714285714286,2,gaus,6.75,6.5,4.590362575159894,8,0.48214285714285715,1.0,0.36249999999999993,1,1.75,2
raw,gaus4,21.19487272984104,0.6673585884795018,326.6799645560369,-27.666592378782084,1927,127,21457.03389785398,,False,16.8593756761493,110392.48458119489,0.01246474710143008,6.425841797018264e-07,0.3685029308184403,23,43635.53168908609,151.51080703675922,135545.93476673146,"[5, 69, 154, 292, 394, 477, 544, 649, 750, 856, 937, 1006, 1086, 1190, 1290, 1383, 1483, 1556, 1627, 1691, 1771, 1840, 1922]","[4224.5740534075085, 1531.1103387544208, 32777.67931552678, 100780.49492084846, 50832.888742231225, 28447.739349524207, 2756.8674612411796, 65070.761957932795, 86794.62258920353, 5692.335315921257, 151.51080703675922, 135545.93476673146, 26602.153334554965, 79719.95082375268, 48716.18238546603, 49267.10294320858, 108768.15688734323, 3637.072111941784, 41640.12915629993, 392.53766089388046, 124825.0405841788, 887.2787539206183, 4555.104589060025]","[0, 65, 79, 212, 338, 454, 541, 579, 579, 841, 867, 867, 1070, 1105, 1256, 1354, 1428, 1550, 1598, 1690, 1662, 1839, 1855]","[79, 79, 212, 867, 579, 579, 579, 708, 867, 867, 938, 1662, 1105, 1428, 1428, 1428, 1662, 1560, 1662, 1698, 1855, 1855, 1926]",0.05,30,1459039684716.714,84872.50717529574,-84872.50717529574,CWT,uiug.30112070958894,42868.40617525238,134471.9089363567,83791.50717529574,0.0,-12.0,0.0,-12.0,42866.53168908609,986699.2288489802,42905.8081068945,83791.50717529574,0.0,-12.0,,0.0,1.0,321.59024664542727,0.0,0.34527359595633506,0.10975031433397475,0.703212895081325,0.09101098607624833,0.9818483478799255,0.04157426298826075,0.8396229755396071,0.33577709720032184,,0.11297924558352364,0.6735096817221264,0.6735096817221264,0.6750281105963418,0.7532871036947514,0.8033135905332571,0.5,,0.15384615384615383,0.0,0.0,0.8901497013969952,0.8901497013969952,0.5,2.090252858944653,0.8967329077500373,5,1.5816543114052508,0.6552504345904179,9,0,0,0.5096748438840207,0.8004044028134152,7,1,0.11111111111111112,0.4254532538264443,0.6652421599890905,8,1.707825127659933,0.8780124908814334,7.25,6.908841672378342,0.6800776740121453,3,gaus,6.75,6.5,4.590362575159894,8,0.48214285714285715,1.0,0.36249999999999993,1,2.5,3
raw,fbsp,11.525264218324676,0.7537153341042541,540.7681657415193,-33.50682363383453,1927,127,30434.85939181948,-1548227.167280657,True,17.175438592071046,209774.64083150937,0.01252018540166991,3.574556274691757e-08,0.2507578745021762,24,44072.427065581964,1019.498037083692,126089.41257541056,"[4, 70, 148, 225, 292, 395, 478, 562, 650, 749, 873, 939, 1006, 1087, 1184, 1291, 1383, 1484, 1554, 1630, 1704, 1769, 1833, 1922]","[7433.6885112011205, 1576.8727644553455, 38855.421936047904, 1019.498037083692, 96221.73572262278, 50224.99732671787, 30601.891390688783, 8253.148234485789, 70009.25476362504, 86590.04000741827, 4357.6688176301905, 7137.639954215895, 126089.41257541056, 36704.44917127154, 78758.62465196819, 53421.1965259558, 54106.4811238133, 103518.0222758707, 15157.422906079497, 49246.20986725421, 11392.740988675027, 119641.38305139277, 2566.112188256562, 4854.336781826391]","[2, 69, 76, 212, 212, 340, 452, 550, 579, 579, 866, 866, 866, 1067, 1104, 1255, 1351, 1426, 1553, 1598, 1702, 866, 1832, 1889]","[76, 76, 212, 227, 866, 579, 579, 579, 710, 866, 875, 941, 1660, 1104, 1426, 1426, 1426, 1660, 1561, 1660, 1706, 1857, 1857, 1924]",0.05,30,2339396674168.4795,83624.40130357919,-83624.40130357919,CWT,uiug.30112070958894,43305.30155174825,125015.3867450358,82543.40130357919,0.0,-8.5,0.0,-13.0,43303.427065581964,1040820.2495739672,43303.42706558196,82543.40130357919,0.0,-13.0,,0.0,2.0,546.3969834015055,0.0,0.9999999999999999,0.001401564379743002,0.0,0.7330347822900942,0.0,0.6664892516041274,0.5602263565032204,0.9999999999999999,0.0,0.1970642567520643,0.690400085473265,0.690400085473265,0.6904000854732648,0.8550331200681052,0.690336050722548,1.0,,0.0,0.0,0.3888888888888889,0.8628526013040221,0.8628526013040221,0.0,2.237193868757382,0.9597716154514696,2,1.5576241037019092,0.6452951593274415,10,0,0,0.5329405981122649,0.8369414466611178,6,0,0.0,0.4401279949752427,0.6881877043263535,6,3.265986323710904,0.7667152625920783,6.0,4.2857142857142865,0.6690719170103249,4,fbsp,4.0,4.0,,1,0.2857142857142857,,,4,4.0,4
raw,gaus6,21.08869435440609,0.6707174057835401,313.59966589261114,-26.513598996230993,1927,127,19125.845146257943,,False,16.870850426936695,99335.13302707631,0.01520476385939187,5.096709418513342e-07,0.395323910078688,23,45434.35479110419,301.55850356064184,115886.84766400969,"[4, 69, 154, 292, 394, 479, 544, 649, 751, 829, 907, 1006, 1089, 1190, 1291, 1383, 1483, 1557, 1630, 1702, 1771, 1840, 1922]","[5267.1292427509, 1770.0586575046145, 36992.862341524924, 104267.02363772749, 62472.09782049733, 32803.227538742314, 2954.4047936181223, 75219.3406670501, 80943.88130100392, 914.3674978194758, 27442.894659749203, 110201.77935971982, 31981.21252006721, 77455.07706684941, 59135.511241793414, 57800.82890711798, 95068.06749435136, 3254.5520971123333, 56306.099984313514, 301.55850356064184, 115886.84766400969, 1351.520248053508, 5199.816950459102]","[0, 65, 79, 212, 324, 454, 541, 581, 708, 828, 833, 708, 1068, 1068, 1254, 1354, 1428, 1550, 1598, 1699, 1428, 1839, 1855]","[79, 79, 212, 1428, 581, 581, 581, 708, 833, 833, 920, 1428, 1105, 1428, 1428, 1428, 1662, 1560, 1662, 1703, 1855, 1855, 1926]",0.05,30,1120218128031.7598,75760.90534124548,-75760.90534124548,CWT,uiug.30112070958894,44667.229277270475,114812.82183363492,74679.90534124548,0.0,-12.0,0.0,-12.0,44665.35479110419,1028072.1601953963,44680.349703838045,74679.90534124548,0.0,-12.0,,0.0,1.0,171.54255012154465,0.0,0.1752668577427866,0.0860191562120117,0.8420429823063696,0.1143198359602887,0.9710670362707513,0.06588012655607739,0.9032663348364096,0.26187503647168947,,0.056856540276368994,0.7430523001715305,0.7430523001715305,0.7436320044758409,0.8310670659681275,0.5684455015196882,0.5,,0.15384615384615383,0.0,0.0,0.6908714887808531,0.6908714887808531,0.5,1.9774674381694457,0.8483471835584546,8,1.6187136288314516,0.6706034315595011,6,0,0,0.4785919110762266,0.7515910925818957,10,1,0.11111111111111112,0.42191161523899245,0.6597044251554106,9,1.707825127659933,0.8780124908814334,8.25,7.955801104972376,0.6443633882978596,6,gaus,6.75,6.5,4.590362575159894,8,0.48214285714285715,1.0,0.36249999999999993,1,4.75,5
raw,morl,21.044986635749517,0.6713139840394886,297.84718706552286,-25.201755146179686,1927,127,16722.527891948044,,False,16.814571733040324,94779.90446749645,0.016950992010445583,2.789569470380881e-08,0.43609001129941266,23,49341.27960240932,652.7512185776116,96281.07036737059,"[6, 91, 156, 227, 292, 392, 465, 530, 648, 750, 826, 896, 1008, 1089, 1181, 1292, 1388, 1483, 1566, 1631, 1705, 1770, 1875]","[6436.958524392705, 3894.1054409463122, 44159.97060748059, 3970.0819065344076, 94821.35921952574, 74452.72046998757, 652.7512185776116, 43655.27407824097, 84395.72192300184, 65737.06815830307, 5375.727272311964, 52651.65831443992, 96281.07036737059, 42484.62303935381, 66975.23105703328, 66336.2026572847, 82364.31349396022, 77995.67104121647, 2414.6774733380007, 81823.17364936657, 12881.140892919266, 87828.4659298902, 37261.46411993861]","[1, 88, 88, 212, 212, 324, 452, 498, 324, 708, 822, 822, 708, 1069, 1069, 1253, 1350, 1428, 1550, 1350, 1700, 708, 1854]","[88, 92, 212, 228, 708, 580, 466, 580, 708, 822, 827, 981, 1350, 1160, 1350, 1350, 1428, 1550, 1568, 1662, 1741, 1854, 1890]",0.05,30,829740796615.8508,65786.90858692359,-65786.90858692359,CWT,uiug.30112070958894,48574.154088575604,95207.04453699582,64705.908586923586,0.0,-3.0,0.0,-12.0,48572.27960240932,1117931.4308554144,48572.27960240932,64705.908586923586,0.0,-12.0,,0.0,1.0,179.65016489542506,0.0,0.0,0.0,1.0,0.0,0.9666289712444943,0.07019722641118903,1.0,0.23143006273677358,,0.05988905117283584,0.8940942681995623,0.8940942681995623,0.8940942681995624,1.0,0.3342143074043866,0.5,,0.15384615384615383,0.0,1.0,0.472731991243465,0.472731991243465,0.5,2.0942361223156514,0.8984417552369451,4,1.6039654012814322,0.6644935108000132,8,0,0,0.5519766384237685,0.8668360562544615,3,1,0.11111111111111112,0.40297647699350153,0.6300972893471112,10,3.304037933599835,0.7639972904571546,6.25,4.948453608247423,0.6587843595142916,5,morl,5.0,5.0,,1,0.35714285714285715,,,6,5.25,6
raw,gaus1,21.31017378039162,0.6674157946136339,350.79618068374896,-30.0737766858839,1927,127,29017.982163706067,,False,16.920585219094345,124207.03220509317,0.009227687968104902,5.09484878904418e-07,0.01466380821092847,23,35048.56373540189,16.485841900328523,145959.84436347394,"[41, 112, 179, 249, 315, 399, 492, 556, 626, 704, 808, 882, 975, 1044, 1136, 1237, 1336, 1403, 1545, 1644, 1709, 1836, 1905]","[11380.738528089467, 3484.029005490189, 29423.972097572183, 1199.1095396714688, 118352.18862151, 31495.257656346694, 14749.245330135425, 1516.1672501949324, 482.65383591378486, 18468.316714207005, 145959.84436347394, 323.40865434953594, 16.485841900328523, 63085.278880040176, 10696.635037170312, 28685.911915355897, 108351.38242474118, 232.41047815027196, 115536.78261751469, 28777.482962786926, 2237.7333344729923, 71459.40993852635, 202.52088662967708]","[0, 96, 96, 215, 96, 373, 474, 555, 623, 597, 597, 881, 939, 939, 1119, 1166, 939, 1402, 1455, 1610, 1705, 1455, 1904]","[96, 122, 215, 253, 1455, 597, 597, 597, 627, 718, 1455, 939, 976, 1166, 1166, 1268, 1455, 1455, 1745, 1745, 1745, 1921, 1921]",0.05,30,2525304676122.3965,89895.19464866297,-89895.19464866297,CWT,uiug.30112070958894,34281.438221568176,144885.81853309917,88814.19464866297,0.0,-12.0,0.0,-7.5,34279.56373540189,789198.9659142435,34409.91727954119,88814.19464866297,0.0,-12.0,,0.0,1.0,456.61521178185797,0.0,0.8966713116491752,0.08598593537347586,0.41336768661856527,0.21534693675710284,0.9935559724292622,0.04198823146751819,0.0,0.4281069406029807,,0.16348296208845892,0.3415369405613272,0.3415369405613272,0.3465764170798557,0.3819920926784154,0.9277290851778859,0.5,,0.846153846153846,0.0,0.0,1.0,1.0,0.5,1.797415951630826,0.7711038527443962,10,1.3353073094993164,0.55319338021708,11,0,0,0.4883852526385473,0.76697076807265,9,1,0.11111111111111112,0.37882232130670446,0.59232965551829,11,0.9574271077563381,0.9316123494459758,10.25,10.179948586118252,0.5997347461515594,7,gaus,6.75,6.5,4.590362575159894,8,0.48214285714285715,1.0,0.36249999999999993,1,5.5,7
raw,cgau8,16.052196362429513,0.7998030474524883,393.4426291447517,-29.75348241885343,1927,127,20137.410273953174,-1423554.3582861992,True,17.30686332376584,97436.47998009263,0.017059016338862767,5.6286858949714365e-06,0.2975197893795594,21,38862.410414133854,453.56815552050466,74946.1216517567,"[5, 71, 154, 292, 392, 479, 544, 649, 797, 896, 1006, 1088, 1183, 1291, 1388, 1483, 1557, 1630, 1702, 1771, 1876]","[5182.246342126007, 453.56815552050466, 31688.160816882624, 74946.1216517567, 53820.6171787388, 28680.13695399675, 2408.1062259986275, 61940.17117785649, 49921.04068050308, 32728.632681451138, 73606.50594290972, 26769.8693079772, 51968.48119656165, 49288.91078531899, 56465.27244432537, 57992.89231731604, 1777.107656153672, 61028.03617115228, 928.2964469080243, 68741.57922973644, 25774.86533362093]","[0, 70, 87, 212, 324, 452, 541, 324, 708, 832, 708, 1066, 1066, 1254, 1351, 1429, 1550, 1429, 1698, 708, 1855]","[87, 87, 212, 708, 581, 581, 581, 708, 832, 983, 1429, 1110, 1429, 1351, 1429, 1550, 1561, 1662, 1704, 1855, 1889]",0.05,30,990832991920.8239,53491.602750058184,-53491.602750058184,CWT,uiug.30112070958894,38095.28490030014,73872.09582138192,52410.602750058184,0.0,-7.0,0.0,-7.0,38093.410414133854,799192.6186968109,38095.57275430074,52410.602750058184,0.0,-11.5,,0.0,1.0,19.53289816168183,0.0,0.24903732687888608,1.0,0.45193380651349135,0.9999999999999998,0.4596629575396166,1.0,0.6711874560615336,0.2491853456271827,0.6749110493521686,0.0,0.48898050191320674,0.48898050191320674,0.48906409812509377,0.4007798824507407,0.07932461655272027,0.5,,0.9230769230769229,0.0,0.5555555555555556,0.20382355830657428,0.20382355830657428,0.75,1.25955245127306,0.5403566976408979,12,2.413816501157923,1.0,1,0,0,0.39103147663081494,0.6140842917590738,12,0,0.0,0.6395464379969865,1.0,1,6.3508529610858835,0.5463676456367226,6.5,1.8461538461538458,0.5410409656755042,9,cgau,9.0,9.0,,1,0.6428571428571429,,,2,7.25,8
raw,mexh,21.373636965903923,0.6757801486542256,380.6696154282144,-29.532607309592464,1927,127,27430.516836279334,,False,16.949293786731133,132568.74525387926,0.010372438279923183,3.878926818515185e-08,0.29953362598079347,24,32932.322494815075,1390.7503550346928,132634.53973737848,"[11, 91, 156, 224, 290, 391, 477, 564, 648, 744, 823, 941, 1008, 1083, 1191, 1279, 1388, 1456, 1522, 1586, 1712, 1776, 1842, 1922]","[3786.5047915970367, 2187.264543722091, 18770.511323579572, 2965.5874430340264, 82559.3584009891, 17423.62718459705, 15412.426521925812, 8880.28174016879, 104583.94935318382, 29892.819827404386, 1739.5128631996486, 4099.471737729386, 132634.53973737848, 14267.55628213196, 52828.355318210175, 22192.771184397894, 21595.777381376844, 1920.2276366278238, 127168.44582299901, 1390.7503550346928, 1793.9911515686672, 111540.83779347377, 4302.283931494939, 6438.887549736777]","[0, 74, 74, 74, 74, 365, 454, 498, 498, 709, 822, 867, 867, 1069, 1107, 1262, 1353, 1353, 1353, 1585, 1662, 1662, 1839, 1890]","[74, 92, 187, 225, 867, 498, 498, 578, 867, 867, 867, 942, 1662, 1107, 1353, 1353, 1405, 1457, 1662, 1662, 1713, 1890, 1890, 1926]",0.05,30,2237932489438.8594,86656.09008366484,-86656.09008366484,CWT,uiug.30112070958894,32165.19698098136,131560.5139070037,85575.09008366484,0.0,-8.5,0.0,-8.5,32163.322494815075,773457.7398755618,32163.322494815075,85575.09008366484,0.0,-13.0,,0.0,2.0,917.6493013525063,0.0,0.7809021350185186,0.0019450065244048034,0.47852902479366427,0.2736631220782416,1.0000000000000002,0.10251633697034154,0.6759660782413491,0.4839926400403489,,0.3359246652598733,0.2597229161717618,0.2597229161717618,0.25972291617176185,0.3523990247574157,0.7685310096669733,1.0,,0.6923076923076923,0.0,0.3888888888888889,0.929158123901175,0.929158123901175,0.0,1.7747759490248702,0.7613911353181623,11,1.663793140479012,0.6892790482130187,4,0,0,0.47504125209219056,0.7460150608867584,11,1,0.11111111111111112,0.46913373740280306,0.7335413185508408,3,4.349329450233296,0.6893336106976218,7.25,5.227722772277228,0.5857382339202395,8,mexh,8.0,8.0,,1,0.5714285714285714,,,5,7.25,9
raw,gaus7,21.06049220414283,0.6813577467320996,315.3270603934446,-26.218227364579036,1927,127,18594.99106343986,,False,16.88417869523348,96658.37328211631,0.01615232199985569,3.4041687559512135e-07,0.035115617718274705,22,50429.02142331989,746.2050267386076,121857.7671585118,"[42, 113, 178, 246, 312, 401, 492, 573, 660, 734, 814, 915, 1038, 1136, 1209, 1331, 1403, 1543, 1644, 1710, 1789, 1884]","[21184.903267459827, 5347.1768315044965, 55134.965078094676, 17204.905242865138, 121857.7671585118, 42671.58230842647, 57751.9328832844, 9907.1174931595, 75940.95296732787, 746.2050267386076, 103899.90666068846, 47008.03239838102, 84882.29034911888, 23915.838595178262, 68222.64199354273, 1158.808864242401, 81578.10882266557, 75286.93259269255, 110613.54327307337, 5292.42744432634, 67615.19811763692, 32217.233944118496]","[0, 96, 96, 229, 274, 373, 373, 553, 373, 731, 731, 883, 997, 1120, 1165, 1269, 1165, 1455, 1455, 1705, 1746, 1865]","[96, 122, 274, 274, 1455, 432, 623, 623, 731, 737, 1455, 997, 1455, 1165, 1269, 1332, 1455, 1610, 1746, 1746, 1907, 1907]",0.05,30,1038819208374.4519,72671.99099844186,-72671.99099844186,CWT,uiug.30112070958894,49661.89590948618,120783.74132813702,71590.99099844186,0.0,-11.0,0.0,-11.0,49660.02142331989,1092520.4713130377,49660.0214233199,71590.99099844186,0.0,-11.0,,0.0,0.0,273.10397305642107,0.0,0.13655323104676764,0.05579948002272591,0.8776082075770602,0.1413937664272762,0.9682034007254584,0.14287826369792112,0.04852999020341431,0.2439848518049724,,0.09484380660566002,0.9361464379422004,0.9361464379422004,0.9361464379422009,0.9522281015578182,0.6397803729712428,0.0,,0.30769230769230765,0.0,0.11111111111111112,0.6233143961456227,0.6233143961456227,1.0,2.1581952737327996,0.9258806727736885,3,1.3132265637259746,0.5440457313536516,12,0,0,0.5508249081581528,0.8650273541250267,4,1,0.11111111111111112,0.3213133433826439,0.5024081509842728,13,5.228129047119374,0.6265622109200447,8.0,5.379310344827586,0.5275668197457366,10,gaus,6.75,6.5,4.590362575159894,8,0.48214285714285715,1.0,0.36249999999999993,1,7.75,10
