signal_type,wavelet,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,wavelet_psnr,signal_length,decomposition_levels,original_level,padded,emd_value,kl_divergence,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,prominence_threshold,distance_factor,max_autocorrelation,upper_envelope,lower_envelope,wavelet_type,htid,avg_prominence_diff,prominence_max_diff,upper_envelope_diff,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,lower_envelope_diff,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,prominence_threshold_diff,relative_num_peaks_diff,prominence_min_diff,distance_factor_diff,emd_value_normalized,smoothness_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,correlation_normalized,avg_variance_across_levels_normalized,kl_divergence_normalized,prominence_min_diff_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,relative_num_peaks_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_signal_weighted_score,reconstruction_signal_normalized_weighted_score,reconstruction_signal_normalized_weighted_rank,wavelet_signal_weighted_score,wavelet_signal_normalized_weighted_score,wavelet_signal_normalized_weighted_rank,reconstruction_signal_num_missing_metrics,reconstruction_signal_missing_metrics_count,reconstruction_signal_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_rank,wavelet_signal_num_missing_metrics,wavelet_signal_missing_metrics_count,wavelet_signal_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank,top_wavelet_rank
smoothed,bior2.4,157923.0103321029,0.66,8.504162773898747,19.784664024531722,100,2,False,False,34.050843125791076,,4.922186177292533,4065.0496792505205,0.5871362615139949,1.7179217214203346e-05,0.8355843209852174,25,93.35063873305725,7.841445798798883,785.4567021026268,"[2, 6, 11, 15, 21, 25, 29, 33, 38, 42, 45, 49, 52, 56, 61, 65, 68, 72, 77, 80, 84, 87, 91, 95, 98]","[202.50785757976152, 785.4567021026268, 105.03535984342736, 34.23892362237148, 39.917257467009264, 26.89837510822, 42.45151091354533, 55.519999845317244, 71.31118695419, 24.491842557640716, 9.415200658082316, 31.57607223310564, 21.707034124992152, 19.400187541450705, 37.70634138521039, 28.29961169797689, 83.31210261274916, 35.886968811530586, 37.319572899432906, 9.0133557302998, 42.09358695083526, 7.841445798798883, 435.48264026843856, 135.82658161941865, 11.056249999999999]","[0, 4, 8, 13, 19, 23, 23, 23, 23, 40, 44, 40, 50, 53, 53, 53, 23, 70, 70, 79, 70, 86, 89, 93, 97]","[4, 93, 89, 19, 23, 26, 31, 35, 53, 46, 46, 53, 53, 58, 63, 67, 89, 75, 82, 82, 89, 89, 93, 97, 99]",0.05,30,1422497.4243314164,810.2563700018814,-810.2563700018814,SWT,mdp.39015035518102,49.950638733057254,276.5233687692934,366.7897033352147,0.0,-12.5,0.0,-17.0,49.950638733057254,1639.3659683264314,53.255919920977526,366.7897033352147,0.0,-12.5,0.0,9.0,7.77477913213222,0.0,0.4377714957813571,0.08240568978558505,0.7850175818125471,0.1285228278698991,0.29215694695048233,0.8636363636363635,0.93886907440044,0.9273097442144753,,0.5040123358425144,0.329345051889134,0.329345051889134,0.27570145667149915,0.4961958123310569,0.7535618867977948,1.0,0.0,0.16363636363636366,0.8309329923944746,0.8309329923944746,0.06796116504854369,1.8187290847832454,0.8223130470829456,9,1.9293296650683134,1.0,1,0,0,0.46513542574124916,0.7414404667817652,22,0,0,0.5569612155563937,1.0,1,9.912113800799505,0.8805769421590421,8.25,1.85480093676815,0.8905896758987981,2,bior,24.2,15.5,22.270059621733292,10,0.40047281323877065,0.7172369389709844,0.5044979490415652,1,1.75,1
smoothed,sym13,136394.97844251432,0.625,9.768120625837984,20.977495468067676,100,2,False,False,29.21159369270417,,5.26725380817408,3207.9540523511896,0.5135683307868391,2.0505590699581907e-05,0.8895220267124218,20,108.69295444143013,14.269148557456846,781.1400711897293,"[6, 10, 14, 20, 25, 28, 33, 38, 42, 49, 52, 55, 59, 65, 68, 72, 76, 83, 90, 95]","[781.1400711897293, 138.3269730115651, 42.11585299920407, 40.665180480145196, 22.402371351201353, 61.26888659155443, 25.79919473751864, 69.5411223827925, 30.427538529170395, 23.50857054326652, 23.12954775619236, 14.269148557456846, 32.120521572045746, 83.53287499593668, 26.483361029561546, 26.91178519838244, 33.20891480334201, 51.333864203346124, 350.611657868787, 297.06165102740454]","[3, 8, 13, 18, 23, 23, 30, 23, 40, 44, 50, 53, 53, 23, 67, 70, 70, 70, 8, 93]","[93, 87, 23, 23, 26, 34, 34, 53, 53, 53, 53, 57, 62, 87, 70, 73, 79, 87, 93, 97]",0.05,30,1287601.3560050325,795.8366739304327,-795.8366739304327,SWT,mdp.39015035518102,65.29295444143014,272.20673785639593,352.370007263766,0.0,-12.0,0.0,-12.0,65.29295444143014,1479.4590888286025,69.25099632804381,352.370007263766,0.0,-7.5,0.0,4.0,14.202481890790184,0.0,0.334786239151198,0.20917679963630972,0.9463686166343022,0.3069160865090099,0.18064859961113286,0.5454545454545454,0.9768872043866488,0.20043271171534188,,0.9243514623934126,0.4509279993579836,0.4509279993579836,0.41159853914988376,0.4304750894729883,0.7417146497352343,0.375,0.2173913043478261,0.18181818181818182,0.7971014151828397,0.7971014151828397,0.16504854368932037,1.799207893109491,0.8134868119156291,13,1.6639022092995197,0.8624250377866888,12,0,0,0.4952880499740411,0.7895046961408358,11,0,0,0.4625838503873111,0.8305494843571802,15,1.707825127659933,0.9794237936426514,12.75,12.585258525852586,0.912904667905663,1,sym,53.61538461538461,70.0,31.049794582086104,13,0.8872522276777596,1.0,0.07892344062556829,5,2.0,2
smoothed,sym17,135399.32946647133,0.635,9.532912435135366,21.23334537324899,100,2,False,False,28.021129655609897,,5.258511742362275,3204.9176278922555,0.5131074724461973,2.086842756277597e-05,0.9029706027008074,23,98.28805693376903,9.096052856531657,742.2974049197419,"[1, 6, 10, 14, 20, 25, 28, 33, 38, 42, 49, 52, 56, 60, 65, 68, 72, 76, 80, 84, 90, 95, 98]","[80.92752701015819, 742.2974049197419, 55.47290762771231, 194.06302353411812, 42.17356684741029, 15.320890125540032, 60.025211992195125, 39.21921163216524, 68.32998926016445, 21.444254824379684, 23.344704789252866, 15.378762685510356, 18.601227518883793, 30.38081582908461, 67.196743570363, 22.77423659656495, 31.802597294133914, 22.570225393093708, 10.601102742959913, 75.18024956679031, 346.99385153911714, 267.4307513208159, 9.096052856531657]","[0, 3, 8, 8, 18, 23, 23, 30, 23, 40, 40, 50, 53, 53, 23, 67, 70, 73, 78, 23, 88, 93, 97]","[3, 93, 12, 88, 23, 26, 34, 34, 53, 44, 53, 53, 58, 62, 70, 70, 82, 82, 82, 88, 93, 97, 99]",0.05,30,1269639.9974138525,809.6171996629282,-809.6171996629282,SWT,mdp.39015035518102,54.88805693376903,233.36407158640856,366.1505329962616,0.0,-10.5,0.0,-15.0,54.88805693376903,1566.2253094766875,61.048798088983766,366.1505329962616,0.0,-10.5,0.0,7.0,9.029386189864994,0.0,0.30945168137228146,0.2230048415095548,0.980976730952349,0.3023966083898329,0.17549145508356637,0.6363636363636364,0.9863664676063666,0.19785761142215483,,0.586057267696534,0.36847251277180065,0.36847251277180065,0.34191116897232254,0.4661354610502615,0.6351087608538122,0.75,0.08695652173913046,0.2363636363636364,0.8294333671203682,0.8294333671203682,0.10679611650485438,1.735560735575169,0.7847096353212084,18,1.715502113329523,0.889170028528422,8,0,0,0.467095057747074,0.7445641817015733,21,0,0,0.4764886290874678,0.8555149187748463,10,6.238322424070967,0.9248394888666148,14.25,12.18863361547763,0.8765763709393315,3,sym,53.61538461538461,70.0,31.049794582086104,13,0.8872522276777596,1.0,0.07892344062556829,5,3.5,3
smoothed,db34,102864.02834183541,0.61,20.949992194267264,17.21185782210207,100,2,False,False,58.034636620578176,,6.545759893086453,3190.633639204959,0.5109277275615771,2.4826711507681127e-05,0.05454278248489131,22,158.97626704629394,4.7686717318445275,619.3706623143405,"[3, 6, 11, 15, 22, 26, 31, 38, 41, 44, 48, 52, 56, 61, 67, 73, 77, 81, 85, 89, 92, 96]","[104.76319598070609, 38.163209959939906, 131.21608844383064, 195.5412632672752, 97.57841124300481, 182.68277941022478, 322.6314667759302, 4.7686717318445275, 21.671299060347142, 31.875101794610615, 39.112401708947026, 116.15588339484091, 174.09903505315611, 208.22924751690167, 619.3706623143405, 349.16329523877556, 275.0977457887018, 251.8122883631998, 97.48366764327452, 120.0131252275271, 22.946837650329847, 93.10219745075773]","[1, 5, 8, 12, 19, 19, 19, 37, 40, 42, 46, 50, 54, 59, 19, 69, 75, 80, 83, 83, 91, 94]","[8, 8, 12, 19, 23, 28, 66, 50, 50, 46, 50, 54, 66, 66, 69, 80, 80, 83, 86, 94, 94, 99]",0.05,30,867839.2503099272,402.1008558844149,-402.1008558844149,SWT,mdp.39015035518102,115.57626704629394,110.43732898100717,41.36581078225174,0.0,-9.5,0.0,-5.0,115.57626704629394,2803.077875018467,121.02297289042657,41.36581078225174,0.0,4.0,0.0,6.0,4.702005065177865,0.0,0.9481765001478748,0.37385863198306324,0.43700114964398834,0.9678788841344494,0.006968959520430806,0.40909090909090906,0.3883499461766122,0.18574379006614777,,0.30306851253766715,0.8494071775475236,0.8494071775475236,0.8514626817093351,0.9744740949572916,0.2977293808787501,0.625,0.5217391304347826,0.2727272727272727,0.06742150831988275,0.06742150831988275,0.3883495145631068,1.9261905492774156,0.8709002528694129,3,1.539509009386582,0.7979502089561616,24,0,0,0.5056839966285849,0.8060761613821679,7,0,0,0.4646335963454345,0.8342297154053615,13,9.142392101268317,0.8898506975750805,11.75,6.725173210161664,0.8741422162574197,4,db,29.484848484848484,27.0,16.913606231598738,33,0.48792893473744536,0.544725221511027,0.49503217923048015,2,3.5,4
smoothed,bior2.2,168150.78573966897,0.64,7.797482959575671,19.87901763827623,100,2,False,False,31.57012011252709,,4.6735833541500895,4150.762251757812,0.5914228973569536,1.501695720188766e-05,0.8606681632773251,24,97.74789460240724,5.111139960741269,822.3276143255425,"[2, 6, 11, 14, 17, 21, 25, 29, 33, 38, 42, 45, 49, 52, 56, 61, 65, 68, 72, 77, 80, 85, 91, 95]","[185.87916666666666, 822.3276143255425, 100.2910400807497, 37.852329210105665, 5.111139960741269, 38.65621631847866, 30.97163177805841, 42.453173973565356, 50.249339785705395, 75.7444467806746, 24.517174101714218, 11.65153138486728, 34.62648145550014, 28.006426142070683, 16.97997233265658, 38.91331288725472, 33.49792022415549, 90.23369159976622, 33.85075274547699, 37.368067555568004, 9.223121693796589, 44.825531470501275, 446.60814950994194, 106.11123847421524]","[0, 4, 8, 13, 16, 18, 23, 23, 23, 23, 40, 44, 40, 50, 53, 53, 53, 23, 70, 70, 79, 70, 89, 93]","[4, 93, 89, 23, 18, 23, 26, 31, 35, 53, 44, 46, 53, 53, 58, 63, 67, 89, 75, 82, 82, 89, 93, 96]",0.05,30,1456004.985158322,845.8271660939248,-845.8271660939248,SWT,mdp.39015035518102,54.347894602407244,313.3942809922092,402.36049942725816,0.0,-16.0,0.0,-16.0,54.347894602407244,1651.5494704577736,56.9447772617152,402.36049942725816,0.0,-16.0,0.0,8.0,5.044473294074606,0.0,0.3849786195963478,0.0,0.7977805361254545,0.0,0.3451335654590836,0.6818181818181818,0.9565494848657654,0.9999999999999999,,0.3254641959740221,0.3641918989709277,0.3641918989709277,0.307042660522439,0.5012031551641432,0.8547561854608074,0.875,0.043478260869565244,0.036363636363636376,0.9143894070445782,0.9143894070445782,0.0,1.8099868191851216,0.818360353346122,11,1.8220757569572976,0.9444087187104864,4,0,0,0.4583725588654688,0.7306602447310137,25,0,0,0.5207825484831041,0.9350427533142541,4,9.899494936611665,0.8807289766673293,11.0,6.340057636887608,0.8740994280927008,5,bior,24.2,15.5,22.270059621733292,10,0.40047281323877065,0.7172369389709844,0.5044979490415652,1,4.0,5
smoothed,db23,109410.44134749881,0.625,15.250278403267298,17.088280728960562,100,2,False,False,53.41971044166732,,6.255876192046481,3199.643010798113,0.5123048292643093,2.533862058575195e-05,0.03466895157238001,21,148.72646986719212,8.347304770122745,611.0144282222477,"[2, 6, 13, 17, 23, 31, 36, 40, 47, 50, 53, 56, 59, 62, 66, 71, 76, 82, 88, 91, 94]","[61.10002683054222, 262.635800401667, 91.42688032169252, 186.32583010181662, 421.0843657830209, 20.194248877597353, 36.93814248013244, 24.87581467836014, 33.6754261458196, 8.347304770122745, 13.63380596720771, 20.47962941932126, 42.01924462783902, 72.34547013217467, 172.57307938006159, 255.06997190472805, 611.0144282222477, 304.7485358240675, 185.06251408103546, 266.76440699999637, 32.94094026158328]","[0, 4, 10, 10, 10, 30, 35, 38, 38, 49, 51, 51, 51, 51, 64, 68, 10, 78, 85, 89, 93]","[4, 10, 15, 19, 75, 51, 51, 42, 51, 51, 55, 57, 60, 64, 68, 75, 89, 89, 89, 96, 96]",0.05,30,879819.8732331017,359.95443137290613,-359.95443137290613,SWT,mdp.39015035518102,105.32646986719212,102.08109488891438,83.51223529376051,0.0,-4.0,0.0,-8.5,105.32646986719212,2428.8558672110344,107.94102247285618,83.51223529376051,0.0,3.5,0.0,5.0,8.280638103456083,0.0,0.8499651218265047,0.39336795114248824,0.4202852154969645,0.8180146447018082,0.04087729350127112,0.5454545454545454,0.37434182557212925,0.1933843672465552,,0.5370929442881675,0.768180811483827,0.768180811483827,0.7403160482309663,0.8206712007995316,0.27479522499725473,0.5,0.3695652173913043,0.4727272727272727,0.1663057017169076,0.1663057017169076,0.3786407766990291,1.818344082582856,0.822138973695554,10,1.4998893155997084,0.7774147377486162,25,0,0,0.4968984759612496,0.7920717657072327,10,0,0,0.45446137061778336,0.8159659199317588,16,7.088723439378913,0.9145936935014589,15.25,13.223140495867769,0.8654293768712114,6,db,29.484848484848484,27.0,16.913606231598738,33,0.48792893473744536,0.544725221511027,0.49503217923048015,2,5.0,6
smoothed,bior1.5,164561.2320656383,0.635,7.233659945131546,20.271172531653132,100,2,False,False,29.13649276473552,,4.932134147166398,3416.566933688504,0.5298725365134335,2.1502160205882135e-05,0.9059513852595922,23,87.21253903555402,3.8124999999999996,875.2483026207362,"[1, 6, 11, 14, 20, 25, 28, 33, 38, 42, 45, 49, 52, 56, 60, 65, 68, 72, 77, 84, 90, 95, 98]","[33.88986628988076, 875.2483026207362, 97.22282937596489, 33.317828005656914, 37.17008815919426, 16.58484348969779, 70.13760623532002, 21.018308062892274, 81.039965016873, 21.985806069300835, 3.917433464742501, 26.132557417954718, 10.071344130668347, 11.043030763995436, 37.20441106115214, 17.39275419570786, 69.25700557510815, 23.597413737126914, 34.08105003646624, 48.42974964229536, 324.13263494026444, 109.20106952674323, 3.8124999999999996]","[0, 3, 8, 13, 18, 23, 23, 30, 23, 40, 44, 40, 50, 53, 53, 53, 53, 70, 73, 82, 8, 93, 97]","[3, 93, 23, 23, 23, 26, 34, 34, 53, 44, 46, 53, 53, 58, 62, 67, 88, 73, 82, 88, 93, 97, 99]",0.05,30,1470751.9368978627,882.3161161417264,-882.3161161417264,SWT,mdp.39015035518102,43.81253903555402,366.3149692874029,438.84944947505977,0.0,-15.0,0.0,-15.0,43.81253903555402,1311.4883978177422,50.84300038746425,438.84944947505977,0.0,-10.5,0.0,7.0,3.7458333333333367,0.0,0.33318799784395436,0.24715696720089417,0.8508262520140387,0.13366573495193632,0.3265408208956278,0.6363636363636364,0.9884674798250481,0.37735102440832113,,0.2405397358211619,0.2807025739695316,0.2807025739695316,0.2552008528285131,0.3614401907439883,0.9999999999999999,0.75,0.08695652173913046,0.07272727272727275,1.0,1.0,0.10679611650485438,1.7351914190962268,0.7845426540144939,19,1.715575374884462,0.8892080010720808,7,0,0,0.4529221531919985,0.7219721270279861,26,0,0,0.48669498918793214,0.8738400010523769,6,9.678154093971983,0.8833957338075664,14.5,9.984600577478345,0.8543484693134218,7,bior,24.2,15.5,22.270059621733292,10,0.40047281323877065,0.7172369389709844,0.5044979490415652,1,5.5,7
smoothed,db31,105572.77007545416,0.625,17.20010445559117,16.60364999617347,100,2,False,False,57.49605338666566,,6.442309136682358,3192.915625271135,0.511277268934429,2.4969951644022686e-05,-0.10663739816658854,22,149.7014064586667,6.688008455999501,477.74244885569055,"[1, 4, 8, 12, 19, 23, 29, 34, 37, 42, 47, 52, 56, 60, 65, 70, 73, 77, 82, 85, 88, 93]","[23.173216164009673, 18.609017180039856, 193.8056192015047, 206.77021408821696, 75.46339809123785, 179.57805472441362, 437.0018913785883, 6.688008455999501, 11.52306931521247, 31.46271116445785, 9.858935397457033, 61.896289457998, 119.434360797947, 254.62148355849575, 201.7289448973067, 477.74244885569055, 12.566547162239033, 230.61706251416354, 303.64507146379674, 221.3235901195541, 67.57588164094685, 148.3451264613913]","[0, 2, 6, 6, 16, 16, 16, 33, 36, 40, 45, 40, 54, 58, 62, 69, 72, 74, 79, 83, 87, 90]","[6, 6, 10, 16, 21, 26, 69, 54, 40, 45, 49, 54, 58, 69, 69, 83, 74, 79, 83, 90, 90, 98]",0.05,30,868849.1604288016,328.42568301007697,-328.42568301007697,SWT,mdp.39015035518102,106.30140645866669,31.190884477642783,115.04098365658967,0.0,4.0,0.0,-9.5,106.30140645866669,2599.0309420906674,111.5891496596369,115.04098365658967,0.0,-5.0,0.0,6.0,6.621341789332838,0.0,0.9367147779679952,0.3793176434677949,0.3547305466748344,0.9143968536801281,0.02099937881904901,0.5454545454545454,0.27474168315184777,0.18767907384070998,,0.42858338969991,0.7759068723106175,0.7759068723106175,0.7713112012753467,0.8906120874495478,0.08023304326247574,0.625,0.32608695652173914,0.7636363636363637,0.24027863979673902,0.24027863979673902,0.21359223300970873,1.808737300571407,0.8177954008926602,12,1.4784962916640674,0.7663264181508954,27,0,0,0.5109521915891504,0.814473829490191,6,0,0,0.4517543128821131,0.8111055137489585,17,8.888194417315589,0.8929133202733062,15.5,11.565354330708661,0.8530831661607494,8,db,29.484848484848484,27.0,16.913606231598738,33,0.48792893473744536,0.544725221511027,0.49503217923048015,2,6.5,8
smoothed,db37,102382.71624940218,0.605,20.65298099687288,16.808884561202127,100,2,False,False,59.37641971742786,,6.579257566300285,3188.4948543318924,0.510599666697152,2.504528316436617e-05,-0.06136326229294127,19,172.9060764936999,3.003806854421704,505.95522395288276,"[5, 8, 13, 17, 24, 28, 34, 38, 44, 49, 53, 57, 64, 67, 74, 78, 81, 85, 92]","[51.97683559042865, 109.99831532175625, 118.68447723106445, 207.87997052222397, 87.20458018956768, 173.09375981577648, 287.07847242033904, 3.003806854421704, 29.09888717270959, 83.36837826923048, 138.47586155552955, 173.73377309296535, 505.95522395288276, 334.1666333741197, 240.81306014403742, 383.3719284568916, 85.97752330792432, 155.35709201020518, 115.97687409822409]","[2, 2, 2, 15, 21, 21, 21, 37, 43, 47, 51, 55, 21, 65, 71, 65, 80, 80, 80]","[7, 11, 15, 21, 26, 30, 55, 51, 47, 51, 55, 59, 65, 71, 75, 80, 83, 87, 95]",0.05,30,856808.9233151111,342.9645533756501,-342.9645533756501,SWT,mdp.39015035518102,129.5060764936999,2.978109380450576,100.50211329101654,0.0,-11.0,0.0,-11.0,129.5060764936999,2590.815453380298,132.2977473142034,100.50211329101654,0.0,5.5,0.0,3.0,2.937140187755041,0.0,0.9767313160303305,0.38218859601797106,0.3824920628790042,0.9851965301453987,0.0044759162056989266,0.36363636363636365,0.3066532737442052,0.18392995091810227,,0.18765530988808532,0.9597964644379485,0.9597964644379485,0.9472552187875753,0.887235573203423,0.002801490388574579,0.25,0.2608695652173913,0.2181818181818182,0.2061674551430793,0.2061674551430793,0.4174757281553398,1.6752368350896867,0.757435023156496,23,1.4736952698369103,0.7638379777800856,29,0,0,0.4586168785820218,0.7310496980271077,24,0,0,0.44816300119713437,0.8046574674852863,23,2.8722813232690143,0.9653942009244697,24.75,24.52393718881655,0.8336007149200662,9,db,29.484848484848484,27.0,16.913606231598738,33,0.48792893473744536,0.544725221511027,0.49503217923048015,2,7.25,9
smoothed,bior2.6,153649.72348126702,0.645,8.601106992187509,19.621253922298923,100,2,False,False,35.86673576321276,,5.043345524877534,4094.4270562307393,0.5890153299186016,1.811395554466958e-05,0.8184225912427612,25,92.3555625437815,3.7293721697271796,765.6514332576563,"[2, 6, 11, 15, 21, 25, 29, 33, 38, 42, 45, 49, 52, 56, 61, 65, 68, 72, 77, 80, 84, 87, 91, 95, 98]","[211.04864798495097, 765.6514332576563, 110.73401468419604, 34.93288504691967, 40.31354574990824, 25.07857849076505, 42.64126149306567, 59.41952337646132, 69.16329610051255, 24.476949203793907, 6.9173031571233174, 29.624287577749314, 18.168918103744677, 21.739062900986077, 36.2282395660004, 25.46377573242074, 79.29660871655221, 37.32810290091406, 37.28823693956574, 8.589794410535683, 3.7293721697271796, 42.710503696494655, 423.30332605627297, 145.47897398266173, 9.562422295559067]","[0, 4, 8, 13, 18, 23, 23, 23, 23, 40, 44, 40, 51, 53, 53, 53, 23, 70, 70, 79, 70, 70, 89, 93, 97]","[4, 93, 89, 23, 23, 27, 31, 35, 53, 46, 46, 53, 53, 58, 63, 67, 89, 75, 82, 82, 86, 89, 93, 97, 99]",0.05,30,1424030.4766814474,793.0927411701589,-793.0927411701589,SWT,mdp.39015035518102,48.955562543781504,256.718099924323,349.62607450349225,0.0,-17.0,0.0,-12.5,48.955562543781504,1614.4890635945376,52.80891287124922,349.62607450349225,0.0,-12.5,0.0,9.0,3.6627055030605167,0.0,0.47641595332865005,0.1180294151712305,0.7629135458748022,0.191159855791236,0.2700226823373697,0.7272727272727272,0.9267725852498492,0.9522238143973324,,0.23510359776672518,0.3214593911878495,0.3214593911878495,0.2719036033596819,0.48597156077549103,0.6992052091413745,1.0,0.1956521739130435,0.0,0.7906635837207368,0.7906635837207368,0.06796116504854369,1.6869890638983722,0.7627486298737042,21,1.909180657907112,0.9895564726308772,2,0,0,0.43167027165183597,0.6880959608683817,31,0,0,0.5531013224278997,0.9930697272616406,2,14.445299120013633,0.8259602515661009,14.0,3.7041251778093884,0.82864277638546,10,bior,24.2,15.5,22.270059621733292,10,0.40047281323877065,0.7172369389709844,0.5044979490415652,1,7.75,10
