signal_type,wavelet,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,wavelet_psnr,signal_length,decomposition_levels,original_level,padded,emd_value,kl_divergence,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,prominence_threshold,distance_factor,max_autocorrelation,upper_envelope,lower_envelope,wavelet_type,htid,avg_prominence_diff,prominence_max_diff,upper_envelope_diff,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,lower_envelope_diff,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,prominence_threshold_diff,relative_num_peaks_diff,prominence_min_diff,distance_factor_diff,emd_value_normalized,smoothness_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,correlation_normalized,avg_variance_across_levels_normalized,kl_divergence_normalized,prominence_min_diff_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,relative_num_peaks_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_signal_weighted_score,reconstruction_signal_normalized_weighted_score,reconstruction_signal_normalized_weighted_rank,wavelet_signal_weighted_score,wavelet_signal_normalized_weighted_score,wavelet_signal_normalized_weighted_rank,reconstruction_signal_num_missing_metrics,reconstruction_signal_missing_metrics_count,reconstruction_signal_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_rank,wavelet_signal_num_missing_metrics,wavelet_signal_missing_metrics_count,wavelet_signal_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank,top_wavelet_rank
smoothed,db25,108282.11818391253,0.61,14.825972668738073,17.15326445990694,100,2,False,False,55.74685398483074,,6.3055066443431285,3197.888471963647,0.512037252666833,2.538589654879856e-05,-0.0005130727474683655,21,156.6499779579589,2.5616588797354325,571.8473880620484,"[4, 8, 15, 19, 24, 29, 34, 38, 41, 45, 50, 56, 60, 64, 68, 74, 80, 84, 88, 92, 96]","[180.36135864865824, 196.34607081825948, 114.84656363254362, 162.34892128712644, 340.3631092106503, 2.5616588797354325, 15.623520002859047, 40.84440574335156, 8.81895155741551, 27.568634627787112, 40.32802761799692, 57.16713412939232, 75.36633006125493, 145.39094881811764, 259.70061445015165, 571.8473880620484, 237.6067564654965, 326.1064296943382, 258.42820387340356, 63.410784464521996, 164.61372507202816]","[1, 6, 11, 11, 11, 28, 33, 36, 40, 40, 40, 52, 52, 62, 66, 11, 76, 76, 87, 90, 90]","[11, 11, 17, 21, 71, 62, 52, 52, 43, 49, 52, 58, 62, 66, 71, 87, 82, 87, 90, 93, 98]",0.05,30,825803.1692272176,364.1580011745774,-364.1580011745774,SWT,mdp.39015035518102,113.24997795795889,62.91405472871503,79.30866549208923,0.0,0.5,0.0,-13.0,113.24997795795889,2595.2495371171367,118.26694891399114,79.30866549208923,0.0,-4.0,0.0,5.0,2.4949922130687696,0.0,0.8994896355598307,0.39516968096357563,0.42907538638958853,0.8436726239515954,0.0350329389461731,0.40909090909090906,0.3495436856487373,0.19189639561144733,,0.15874107715765332,0.8309720801736609,0.8309720801736609,0.8280470000266525,0.8890579537621168,0.1672990736746394,0.5,0.17391304347826086,0.6363636363636364,0.1564432610936739,0.1564432610936739,0.23300970873786409,1.7130050991470984,0.7745114181841727,20,1.4654082043800964,0.7595426696184706,30,0,0,0.46343851464462443,0.7387355372366471,23,0,0,0.4441214070202322,0.7974009582993374,26,4.272001872658765,0.9485300979197739,24.75,24.20236087689713,0.8251686634177183,11,db,29.484848484848484,27.0,16.913606231598738,33,0.48792893473744536,0.544725221511027,0.49503217923048015,2,8.75,11
smoothed,db38,101518.58662045009,0.585,20.962483343676418,17.29285566832161,100,2,False,False,58.79948171086084,,6.607892046720241,3187.813162481054,0.5104950118124375,2.4578113443403167e-05,0.08156311637459528,22,157.88815961571873,3.0420061262032405,436.627599399475,"[2, 5, 9, 13, 18, 25, 29, 34, 39, 43, 47, 51, 56, 63, 66, 72, 77, 80, 83, 88, 91, 98]","[3.0420061262032405, 98.37808005839948, 68.41017588440388, 166.70046678590055, 194.09453661944224, 70.4448781705685, 191.72115480862334, 270.7059041679941, 29.20552664254113, 67.53763108981916, 91.9434841471864, 149.4464947036053, 196.13418373897952, 436.627599399475, 375.8667368701158, 289.0397883713993, 327.5115167742565, 180.08728706883784, 120.42542653905909, 19.820814562240862, 107.42953442578602, 18.966284590975107]","[1, 1, 8, 11, 11, 22, 22, 22, 38, 41, 45, 49, 53, 22, 64, 70, 70, 79, 82, 86, 86, 86]","[3, 11, 11, 16, 22, 27, 31, 53, 49, 49, 49, 53, 58, 64, 70, 74, 79, 86, 86, 89, 93, 99]",0.05,30,875588.3727888842,402.3109858111934,-402.3109858111934,SWT,mdp.39015035518102,114.48815961571873,72.30573393385833,41.155680855473236,0.0,-5.0,0.0,-5.0,114.48815961571873,2779.139511545812,125.59776939822464,41.155680855473236,0.0,-2.0,0.0,6.0,2.9753394595365776,0.0,0.9644533565063271,0.3643843343271365,0.44795750594787265,1.0,0.0,0.18181818181818182,0.40739529770277866,0.1833518285545466,,0.1901533483224083,0.8407842739984922,0.8407842739984922,0.8903309860875128,0.9646355779628843,0.1930750670833894,0.625,0.5217391304347826,0.4363636363636364,0.066928500228238,0.066928500228238,0.27184466019417475,1.8344217960551807,0.8294082881119612,7,1.4764519340489657,0.7652667974691032,28,0,0,0.4923806629085208,0.7848702299108355,14,0,0,0.4436700631071054,0.796590589640766,27,10.23067283548187,0.8767388815002184,19.0,13.935483870967742,0.823911609424808,12,db,29.484848484848484,27.0,16.913606231598738,33,0.48792893473744536,0.544725221511027,0.49503217923048015,2,9.5,12
smoothed,bior2.8,151581.55274740056,0.635,8.460337362826928,19.476257104456042,100,2,False,False,37.193853300406616,,5.118224423795361,4136.814957270592,0.5913858451215371,1.860163949540946e-05,0.8060293051946146,25,91.75658943499509,4.330598069278029,753.454133608524,"[2, 6, 11, 15, 21, 25, 29, 33, 38, 42, 45, 49, 52, 56, 61, 65, 68, 72, 77, 80, 84, 87, 91, 95, 98]","[213.69970531237226, 753.454133608524, 116.70354667068756, 36.57427784556191, 41.18665917206184, 23.80762434691094, 42.97009303155365, 62.45853025002803, 67.93670474819484, 24.074958892337815, 4.839841817828936, 28.22682481763824, 17.683335733782776, 23.761468875058725, 34.82079829145377, 23.685387255537147, 76.64935673900158, 38.32084068265028, 36.819931566425595, 8.25791721295038, 4.330598069278029, 47.06162501438007, 413.16074684717745, 147.30524658660983, 6.124582486871757]","[0, 4, 8, 13, 18, 23, 23, 23, 23, 40, 44, 40, 51, 53, 53, 53, 23, 70, 75, 79, 82, 70, 89, 93, 97]","[4, 93, 89, 23, 23, 27, 31, 35, 53, 46, 46, 53, 53, 58, 63, 67, 89, 75, 82, 82, 85, 89, 93, 97, 99]",0.05,30,1432648.4652943825,782.6763027006816,-782.6763027006816,SWT,mdp.39015035518102,48.356589434995094,244.52080027519065,339.209636034015,0.0,-17.0,0.0,-12.5,48.356589434995094,1599.5147358748773,52.666355826872106,339.209636034015,0.0,-12.5,0.0,9.0,4.263931402611366,0.0,0.5046586678314053,0.1366154927609647,0.7433002243685729,0.22987079123057086,0.25931021676077465,0.6363636363636364,0.918037145846518,0.9881717188723292,,0.2744207191343204,0.31671272077608836,0.31671272077608836,0.2706924127454856,0.47981720615897777,0.6657290321454221,1.0,0.1956521739130435,0.0,0.7662244734507129,0.7662244734507129,0.06796116504854369,1.665981930963093,0.753250547042668,26,1.899981887227521,0.9847886142155217,3,0,0,0.4266789247999496,0.6801395973343966,33,0,0,0.5520409867543465,0.9911659399889597,3,15.56438241627338,0.8124773202858628,16.25,5.438985736925516,0.8083470938778712,14,bior,24.2,15.5,22.270059621733292,10,0.40047281323877065,0.7172369389709844,0.5044979490415652,1,10.75,13
smoothed,sym9,139234.86599695662,0.61,9.412346156995929,20.720823265928296,100,2,False,False,29.746691252726357,,5.18065872414843,3209.7837693728115,0.513845618096151,1.9839508843693605e-05,0.8777108000023247,20,102.91388789074195,15.425943828580444,726.7884572879161,"[6, 10, 14, 20, 25, 28, 33, 38, 42, 49, 52, 55, 59, 65, 68, 72, 76, 84, 90, 95]","[726.7884572879161, 134.87125513893488, 41.96102364280507, 31.935323575574824, 22.913337080323608, 65.27915826998566, 23.760355605298344, 73.79004778860175, 30.322037050473647, 22.780047866805685, 22.831996331037267, 15.425943828580444, 28.74801828427435, 90.18189158323996, 23.871701857180373, 25.50715072246645, 30.010804323909568, 51.60609108453691, 278.5060942398421, 317.1870222530513]","[3, 8, 13, 18, 23, 23, 30, 23, 40, 44, 50, 50, 50, 23, 67, 69, 69, 69, 8, 93]","[93, 87, 23, 23, 26, 34, 34, 50, 50, 50, 53, 57, 62, 87, 69, 73, 79, 87, 93, 97]",0.05,30,1311742.076362615,793.8476106602961,-793.8476106602961,SWT,mdp.39015035518102,59.51388789074195,217.85512395458278,350.3809439936295,0.0,-12.0,0.0,-12.0,59.51388789074195,1363.8777578148388,64.30754566774897,350.3809439936295,0.0,-7.5,0.0,4.0,15.35927716191378,0.0,0.3461737818482696,0.18379181611189327,0.9116492724640968,0.2621481110776484,0.19535831248454225,0.40909090909090906,0.9685620309980711,0.20198443971073618,,0.9999999999999999,0.4051307443537828,0.4051307443537828,0.3695980819458703,0.38297188856645453,0.592543579143212,0.375,0.2173913043478261,0.18181818181818182,0.792434663035706,0.792434663035706,0.16504854368932037,1.6816201276196112,0.7603211400469232,22,1.566587406567489,0.8119853412983309,23,0,0,0.47329186619082014,0.7544420888460708,17,0,0,0.43484483422327086,0.7807452692892972,33,6.701989754294367,0.9192531354904293,23.75,22.46441784548422,0.8165542785885882,13,sym,53.61538461538461,70.0,31.049794582086104,13,0.8872522276777596,1.0,0.07892344062556829,5,11.0,14
smoothed,db35,103935.1811616119,0.6,16.74764857733174,16.946694596458936,100,2,False,False,58.66578425395696,,6.51587137397652,3189.904906932408,0.5108159992314437,2.503967839317044e-05,-0.03238732221309168,20,176.14374039171162,3.9002142416899517,581.6326486839764,"[3, 7, 11, 16, 23, 26, 32, 40, 47, 51, 55, 60, 66, 69, 72, 76, 80, 84, 87, 95]","[108.1575451446211, 76.84125518031087, 166.1142208346522, 179.22071605204678, 58.50095763668075, 176.66173573465863, 295.43893497619956, 31.742946213927144, 47.71578758161755, 104.18580978125719, 197.980072912502, 194.3093994589658, 581.6326486839764, 3.9002142416899517, 265.74837971892555, 338.47705480035756, 325.16561784792646, 76.55463617095906, 159.97263626409404, 134.55423859886372]","[0, 5, 9, 13, 20, 20, 20, 39, 45, 49, 53, 57, 20, 68, 68, 68, 68, 82, 82, 90]","[9, 9, 13, 20, 24, 29, 63, 49, 49, 53, 63, 63, 68, 70, 74, 79, 82, 85, 90, 98]",0.05,30,848448.8689491458,378.66344605146463,-378.66344605146463,SWT,mdp.39015035518102,132.7437403917116,72.69931535064308,64.80322061520201,0.0,-12.0,0.0,-12.0,132.7437403917116,2828.4748078342323,137.005147355036,64.80322061520201,0.0,4.5,0.0,4.0,3.833547575023289,0.0,0.9616081080643052,0.3819749931053501,0.4011332480338777,0.9524271006498704,0.012517189906457199,0.3181818181818181,0.32707703930071286,0.18512577413521306,,0.24627580189676973,0.9854539158368217,0.9854539158368217,0.987250146934662,0.9849120747882505,0.19415527348559422,0.375,0.2173913043478261,0.18181818181818182,0.12241049952159025,0.12241049952159025,0.39805825242718446,1.869360607199119,0.8452053853781829,4,1.4583808770964843,0.7559003023181351,33,0,0,0.483382488867941,0.7705268580848796,15,0,0,0.4425056589222005,0.7944999518146802,28,13.089435944047908,0.8422959524813505,20.0,10.452488687782807,0.8006660485298318,15,db,29.484848484848484,27.0,16.913606231598738,33,0.48792893473744536,0.544725221511027,0.49503217923048015,2,11.75,15
smoothed,db28,107468.6784383671,0.595,14.343656626873113,17.40388886698043,100,2,False,False,53.702444309487745,,6.365431903554139,3195.33855325681,0.5116478525087821,2.5328677484861064e-05,0.08183759574536809,19,163.8905733420934,6.691511281771419,459.59277920692,"[6, 10, 17, 21, 26, 31, 34, 40, 47, 53, 56, 60, 64, 71, 74, 80, 85, 88, 91]","[180.1081615712331, 200.70235714721267, 111.62474270058159, 178.38052151596395, 296.4263624783284, 6.691511281771419, 11.043163401144021, 15.166082818843778, 8.017979578859787, 37.456341710368235, 65.25203399427305, 144.02005798050635, 251.2915794675776, 459.59277920692, 309.0856664495666, 219.66409163241633, 382.8298988696813, 62.708669672372544, 173.85889202215395]","[3, 8, 14, 14, 14, 30, 32, 39, 43, 43, 54, 58, 62, 14, 72, 78, 72, 87, 87]","[8, 14, 19, 23, 66, 58, 58, 54, 48, 54, 58, 62, 66, 72, 78, 84, 87, 90, 94]",0.05,30,846620.8937951631,378.20896363134784,-378.20896363134784,SWT,mdp.39015035518102,120.4905733420934,49.34055412641334,65.2577030353188,0.0,-6.5,0.0,2.5,120.4905733420934,2419.5208934997745,128.17319945665636,65.2577030353188,0.0,2.5,0.0,3.0,6.624844615104756,0.0,0.8559820507610709,0.3929890105512299,0.4629766619235594,0.8746528182924411,0.030819580189036577,0.2727272727272727,0.4075887651900565,0.1897338862197648,,0.42881245672131896,0.888351483972006,0.888351483972006,0.9122123089496772,0.8168345852512093,0.1300458355245344,0.25,0.8478260869565217,0.38181818181818183,0.12347680889533333,0.12347680889533333,0.3592233009708738,1.7529583411021525,0.7925757205631156,17,1.4532334844434025,0.753232332843411,34,0,0,0.5125357784939162,0.8169981167168368,5,0,0,0.43593375573180393,0.7827003812039487,31,13.400870618483463,0.8385437274881511,21.75,12.480757844878624,0.7882477673585334,16,db,29.484848484848484,27.0,16.913606231598738,33,0.48792893473744536,0.544725221511027,0.49503217923048015,2,12.5,16
smoothed,bior1.3,163683.2600449359,0.64,6.969365462623923,20.602249161975365,100,2,False,False,26.776044287183424,,4.846925993651365,3324.609974487306,0.523285149786223,2.147905076918171e-05,0.9128119527068684,23,80.03653159320973,0.525788851800955,848.7440683277844,"[1, 6, 11, 14, 20, 25, 28, 33, 38, 42, 45, 49, 52, 56, 60, 65, 68, 72, 77, 84, 87, 90, 95]","[20.333333333333336, 848.7440683277844, 77.24564929736775, 32.8988687135815, 33.98060814861064, 17.87045603136503, 69.18554798557557, 18.86796444908814, 82.18304345634189, 21.59958932625366, 6.130918707023044, 24.831594496533356, 11.553333611190507, 10.007057471306021, 34.49934252025153, 16.933299342068754, 65.47870755912622, 19.735333675264897, 32.56473482046375, 29.871263812414306, 0.525788851800955, 298.8857701366376, 66.91395257044096]","[0, 3, 8, 13, 18, 23, 23, 30, 23, 40, 44, 40, 50, 53, 53, 53, 23, 70, 73, 82, 86, 23, 93]","[3, 93, 23, 23, 23, 26, 34, 34, 53, 44, 46, 53, 53, 58, 62, 66, 82, 73, 82, 88, 88, 93, 96]",0.05,30,1416087.4499835116,873.6793405160113,-873.6793405160113,SWT,mdp.39015035518102,36.63653159320973,339.810734994451,430.21267384934464,0.0,-15.0,0.0,-15.0,36.63653159320973,1146.4402266438237,44.627471497431856,430.21267384934464,0.0,-6.0,0.0,7.0,0.45912218513429215,0.0,0.2829547136158451,0.2462762456128298,0.8956100789304708,0.08961477563901774,0.3219932055102167,0.6818181818181818,0.9933031683563486,0.2993650920058665,,0.025605513575400196,0.22383500896287006,0.22383500896287006,0.202392587289853,0.29360642930723013,0.9272576337504206,0.75,0.08695652173913046,0.07272727272727275,0.9797363453436789,0.9797363453436789,0.1941747572815534,1.559830336206546,0.7052555806305191,32,1.691733902573661,0.8768506145961118,10,0,0,0.4133219520236632,0.6588481635239984,37,0,0,0.4763669326860971,0.8552964181001644,11,14.011899704655802,0.8311819312692073,22.5,16.052258581376716,0.7800487969599048,17,bior,24.2,15.5,22.270059621733292,10,0.40047281323877065,0.7172369389709844,0.5044979490415652,1,13.0,17
smoothed,db16,115069.9742244991,0.66,12.834810298748806,17.019276662543458,100,2,False,False,44.70432981737533,,5.965370526812579,3205.743575591269,0.5132329184636565,2.7306292375796384e-05,-0.11512043441798425,22,124.50460520526279,4.150320592962789,560.6997406409337,"[1, 9, 12, 17, 22, 25, 32, 36, 39, 44, 49, 52, 57, 61, 67, 71, 75, 81, 84, 87, 91, 95]","[144.78729007405468, 35.330260732510865, 189.49250301810685, 377.11599479083657, 33.07023405264138, 20.504237675951487, 16.389591445622315, 18.61870436880057, 38.35775621837326, 20.507821381364874, 28.66269322098733, 15.75939218673306, 46.78998010588011, 29.594109145393595, 24.02249206174389, 99.31668484950322, 278.3751352476063, 560.6997406409337, 4.150320592962789, 315.5204292689283, 147.08449148060353, 294.95145195624286]","[0, 4, 4, 4, 21, 24, 29, 33, 37, 42, 37, 51, 37, 59, 65, 69, 73, 4, 82, 82, 89, 82]","[4, 10, 14, 77, 69, 37, 37, 37, 47, 47, 56, 53, 69, 69, 69, 73, 77, 82, 85, 94, 94, 99]",0.05,30,750560.3223059817,334.86645529607773,-334.86645529607773,SWT,mdp.39015035518102,81.1046052052628,51.76640730760033,108.60021137058891,0.0,-9.5,0.0,-0.5,81.1046052052628,2044.7013145157812,85.59837811012065,108.60021137058891,0.0,4.0,0.0,6.0,4.083653926296126,0.0,0.6644909645976045,0.46835770732661886,0.4109512248617878,0.6678288618690271,0.07019187093518059,0.8636363636363635,0.26876239332972574,0.19855807283347973,,0.2626314874637866,0.5762302771077317,0.5762302771077317,0.5504888722628346,0.662786093094126,0.13670372643446108,0.625,0.717391304347826,0.2727272727272727,0.22516726131714382,0.22516726131714382,0.3883495145631068,1.5061678490939077,0.6809928338251575,40,1.487818434816271,0.7711582223370782,26,0,0,0.43490611231193027,0.6932539924365607,30,0,0,0.4515971824237236,0.8108233927430415,18,9.146948489341495,0.889795801333235,28.5,26.25525946704067,0.7732111536786657,18,db,29.484848484848484,27.0,16.913606231598738,33,0.48792893473744536,0.544725221511027,0.49503217923048015,2,14.0,18
smoothed,db36,103903.25233839943,0.6,16.555785430582873,16.528914725736374,100,2,False,False,60.46980890140864,,6.523839558130243,3189.1920326880504,0.5107066528291808,2.4540929170189573e-05,-0.0948697904072192,20,177.97928246564612,14.838231800335581,587.5182543505315,"[1, 4, 8, 12, 16, 23, 27, 33, 39, 46, 50, 54, 58, 65, 68, 75, 79, 82, 86, 93]","[23.378897683234424, 21.418728598318555, 80.06783036502637, 154.9428838289499, 229.666108454271, 72.2657454420707, 190.89517633180157, 297.751581250043, 14.838231800335581, 62.061661589950184, 105.46401280181783, 211.77646581421487, 218.6980465702066, 587.5182543505315, 247.1053704833548, 295.625728121095, 351.8724678070539, 74.09726779331464, 174.46478033444717, 145.6764098928846]","[0, 3, 6, 10, 14, 20, 20, 20, 37, 44, 48, 52, 56, 20, 66, 66, 66, 81, 81, 88]","[10, 6, 10, 14, 20, 25, 30, 56, 48, 48, 52, 56, 62, 66, 72, 78, 81, 84, 88, 97]",0.05,30,901680.8459222482,335.50093845067374,-335.50093845067374,SWT,mdp.39015035518102,134.57928246564612,78.58492101719816,107.9657282159929,0.0,1.5,0.0,-3.0,134.57928246564612,2865.1856493129226,138.50580410380311,107.9657282159929,0.0,-3.0,0.0,4.0,14.771565133668918,0.0,0.9999999999999999,0.3629672079566311,0.3446213118051002,0.956546496992517,0.012351808773282874,0.3181818181818181,0.28303611161132114,0.184521206921216,,0.9615666172050118,1.0,1.0,1.0,1.0,0.21030865027305345,0.375,0.6086956521739131,0.6727272727272727,0.22367863314302447,0.22367863314302447,0.2524271844660194,2.211723492938563,1.0,1,1.4144077570386915,0.7331083861132723,38,0,0,0.6273402202609433,1.0,1,0,0,0.43277824528023584,0.7770347973833306,34,20.273134932713294,0.7557453622564664,18.5,1.9457831325301207,0.7664268979957031,19,db,29.484848484848484,27.0,16.913606231598738,33,0.48792893473744536,0.544725221511027,0.49503217923048015,2,14.75,19
smoothed,db20,112361.78440145058,0.625,13.302872789848136,16.9395014334701,100,2,False,False,48.483026495526346,,6.120927007198905,3202.3098888939376,0.512710980952747,2.643930039180267e-05,-0.03609582842928033,22,127.71738707238373,6.771160798264042,476.1120156205725,"[4, 11, 15, 20, 27, 30, 34, 37, 40, 44, 53, 56, 59, 62, 66, 70, 75, 80, 86, 91, 94, 97]","[269.61127027142254, 49.42097039266531, 145.5873311780045, 476.1120156205725, 6.771160798264042, 7.437126562298991, 40.49901978181744, 10.584811549780053, 8.447028080911284, 35.913772137111486, 33.417197265196236, 56.44363357061645, 15.385391535939487, 28.381930626797164, 70.1181787172506, 221.89608073322117, 317.62867079327555, 323.88222419943986, 197.6239916175362, 384.7978578770575, 28.16942297860597, 81.65342930465737]","[2, 7, 7, 7, 25, 29, 33, 36, 38, 38, 49, 49, 58, 58, 49, 68, 72, 78, 84, 78, 92, 92]","[7, 13, 17, 78, 49, 33, 49, 38, 42, 49, 54, 64, 60, 64, 68, 72, 78, 84, 88, 92, 95, 99]",0.05,30,846650.6418724185,361.73379942853535,-361.73379942853535,SWT,mdp.39015035518102,84.31738707238372,32.821317712760845,81.73286723813129,0.0,8.5,0.0,4.0,84.31738707238372,2115.382515592442,91.53303443682593,81.73286723813129,0.0,8.5,0.0,6.0,6.704494131597379,0.0,0.7449063373755018,0.43531585663676564,0.400160248622955,0.7482485389266919,0.056164310357502634,0.5454545454545454,0.32446308919881567,0.19564606637964088,,0.43402113071415627,0.6016905463659024,0.6016905463659024,0.6009107933456772,0.6918356226817364,0.08470785925691418,0.625,0.9130434782608695,0.9272727272727272,0.16213093773688642,0.16213093773688642,0.47572815533980584,1.6537952727228924,0.7477405191033215,27,1.4225947124327516,0.737351805753933,35,0,0,0.5233468945897887,0.8342313750776279,4,0,0,0.4312948741190524,0.7743714680172066,35,14.660036380127666,0.8233730556611125,25.25,11.621829362029208,0.7595780940956165,20,db,29.484848484848484,27.0,16.913606231598738,33,0.48792893473744536,0.544725221511027,0.49503217923048015,2,15.5,20
smoothed,db33,103989.7993931953,0.58,16.798241277766092,17.06127646517229,100,2,False,False,58.833615551565416,,6.5068346942463755,3191.378332305063,0.5110418502724604,2.4897507706018224e-05,0.03712801232916998,22,157.6997546457157,1.1895617008368902,609.5696864813289,"[1, 5, 10, 14, 21, 25, 31, 35, 39, 42, 45, 50, 54, 58, 62, 68, 74, 78, 83, 86, 90, 98]","[12.174810727548934, 121.43453791359299, 119.17444149705912, 215.2646762918983, 63.41361917539402, 192.76559305801297, 383.0308389580531, 1.1895617008368902, 27.842477879842715, 16.829055361167484, 30.708791836268965, 50.86659081736522, 88.03378915455676, 171.15106076857026, 252.5251724886069, 609.5696864813289, 351.9154829699258, 245.243660919371, 247.22119363477506, 72.31125988152546, 165.26153269762426, 31.466767992420017]","[0, 3, 8, 12, 18, 18, 18, 34, 38, 41, 41, 47, 52, 56, 60, 18, 70, 76, 81, 84, 87, 95]","[3, 12, 12, 18, 23, 27, 67, 52, 52, 43, 47, 52, 56, 60, 67, 81, 81, 81, 87, 87, 95, 99]",0.05,30,889825.3412634847,384.34746138879433,-384.34746138879433,SWT,mdp.39015035518102,114.2997546457157,100.63635314799552,59.11920527787231,0.0,4.0,0.0,-9.5,114.2997546457157,2774.994602205745,118.59188513578206,59.11920527787231,0.0,-0.5,0.0,6.0,1.1228950341702273,0.0,0.9651797671601569,0.3765567392989903,0.41663242286607854,0.9477553128608504,0.01280009494718265,0.13636363636363635,0.37607510084283613,0.18637534189506616,,0.06901288788438592,0.83929122483915,0.83929122483915,0.8308077173504802,0.9629320462645243,0.270830049784405,0.625,0.32608695652173914,0.7636363636363637,0.10907462872347105,0.10907462872347105,0.30097087378640774,1.8531983227608948,0.8378978333763952,6,1.412303741202023,0.732017843695995,39,0,0,0.5038340501961289,0.803127288708762,9,0,0,0.4272173020293496,0.7670503620302674,37,17.67059704707229,0.7871012403967194,22.75,12.104858441104508,0.7565024274272754,21,db,29.484848484848484,27.0,16.913606231598738,33,0.48792893473744536,0.544725221511027,0.49503217923048015,2,16.25,21
smoothed,db22,109762.96289511166,0.6,14.234029578440717,17.300553675570068,100,2,False,False,51.5087781315202,,6.229363186269978,3200.5304831750045,0.5124400618436105,2.637396417560139e-05,-0.009756003767945326,22,127.05410509631061,9.640771946543111,548.8893679242451,"[1, 6, 13, 16, 22, 32, 35, 44, 48, 51, 54, 57, 60, 63, 67, 72, 77, 80, 83, 89, 92, 95]","[61.62261613698737, 169.0213739743242, 24.63135779884075, 146.8774924387881, 421.78287668734424, 16.988366447499487, 29.459073175855544, 23.67974359944584, 44.391387226086096, 9.640771946543111, 50.194717878722926, 18.223445532763243, 30.267045715769665, 65.92237545020626, 143.3785723444124, 280.07410764738376, 548.8893679242451, 19.9495247226576, 215.59300941349682, 231.76931194774374, 224.5828747949533, 18.250899314763345]","[0, 4, 9, 9, 9, 29, 33, 39, 39, 50, 50, 56, 56, 50, 65, 70, 76, 79, 79, 79, 90, 94]","[9, 9, 14, 19, 76, 50, 39, 47, 50, 52, 62, 58, 62, 65, 70, 76, 90, 81, 86, 90, 97, 97]",0.05,30,778743.4107771611,296.33926946902875,-296.33926946902875,SWT,mdp.39015035518102,83.65410509631062,39.95603459091177,147.1273971976379,0.0,-0.5,0.0,-9.5,83.65410509631062,2100.7903121188333,86.62514339106023,147.1273971976379,0.0,1.0,0.0,6.0,9.574105279876449,0.0,0.8092981016440322,0.43282583419109294,0.44899879425590217,0.8043079360061687,0.04270324282062479,0.3181818181818181,0.3430287820529616,0.1941370058874422,,0.6216791306090034,0.5964342487386856,0.5964342487386856,0.5592124571034888,0.6858383187296535,0.10428949223302789,0.625,0.32608695652173914,0.6,0.3155599752548283,0.3155599752548283,0.33009708737864074,1.642044034268133,0.7424273601608596,28,1.4076810891663643,0.7296218550169451,41,0,0,0.47301599088021506,0.7540023349426939,18,0,0,0.42418518938000527,0.7616063336766679,40,10.90489186863706,0.8686157606188306,31.75,28.43734948049267,0.7430428200684515,22,db,29.484848484848484,27.0,16.913606231598738,33,0.48792893473744536,0.544725221511027,0.49503217923048015,2,17.0,22
