amplitude_max,amplitude_max_diff,avg_prominence,avg_prominence_diff,avg_variance_across_levels,correlation,dominant_frequency,dominant_frequency_diff,dynamic_cutoff,dynamic_cutoff_diff,emd_value,frequency_max,frequency_max_diff,htid,is_complex,kl_divergence,lower_envelope,lower_envelope_diff,max_autocorrelation,max_autocorrelation_diff,num_fft_peaks,num_fft_peaks_diff,positive_amplitudes,positive_frequencies,prominence_max,prominence_max_diff,prominence_min,prominence_min_diff,relative_left_bases,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,relative_num_peaks,relative_num_peaks_diff,relative_peaks,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,relative_prominences,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,relative_right_bases,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,scales_used,signal_length,signal_type,smoothness,spectral_bandwidth,spectral_bandwidth_diff,spectral_centroid,spectral_centroid_diff,spectral_magnitude,spectral_magnitude_diff,upper_envelope,upper_envelope_diff,variance_ratio_across_levels,wavelet,wavelet_adaptive_threshold,wavelet_energy_entropy,wavelet_entropy,wavelet_psnr,wavelet_sparsity,wavelet_type,emd_value_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,correlation_normalized,avg_variance_across_levels_normalized,kl_divergence_normalized,prominence_min_diff_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,spectral_centroid_diff_normalized,dynamic_cutoff_diff_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,amplitude_max_diff_normalized,frequency_max_diff_normalized,spectral_bandwidth_diff_normalized,num_fft_peaks_diff_normalized,relative_num_peaks_diff_normalized,dominant_frequency_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_weighted_score,reconstruction_normalized_weighted_score,reconstruction_normalized_weighted_rank,signal_weighted_score,signal_normalized_weighted_score,signal_normalized_weighted_rank,reconstruction_missing_metrics_count,reconstruction_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_rank,signal_missing_metrics_count,signal_dynamically_weighted_score,signal_normalized_dynamically_weighted_score,signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank,smoothness_normalized,across_emd_value_normalized,across_smoothness_normalized,across_wavelet_psnr_normalized,across_wavelet_entropy_normalized,across_wavelet_energy_entropy_normalized,across_wavelet_sparsity_normalized,across_correlation_normalized,across_avg_variance_across_levels_normalized,across_kl_divergence_normalized,across_prominence_min_diff_normalized,across_avg_prominence_diff_normalized,across_relative_prominences_avg_diff_normalized,across_relative_prominences_wasserstein_normalized,across_spectral_centroid_diff_normalized,across_dynamic_cutoff_diff_normalized,across_relative_prominences_total_diff_normalized,across_prominence_max_diff_normalized,across_amplitude_max_diff_normalized,across_frequency_max_diff_normalized,across_spectral_bandwidth_diff_normalized,across_num_fft_peaks_diff_normalized,across_relative_num_peaks_diff_normalized,across_dominant_frequency_diff_normalized,across_max_autocorrelation_diff_normalized,across_relative_right_bases_global_alignment_score_normalized,across_relative_left_bases_global_alignment_score_normalized,across_upper_envelope_diff_normalized,across_lower_envelope_diff_normalized,across_relative_peaks_global_alignment_score_normalized,across_reconstruction_weighted_score,across_reconstruction_normalized_weighted_score,across_reconstruction_normalized_weighted_rank,across_signal_weighted_score,across_signal_normalized_weighted_score,across_signal_normalized_weighted_rank,across_rank_variability,across_normalized_rank_stability,across_average_rank,across_harmonic_average_rank,across_stability_score_weighted,across_stability_rank,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,across_normalized_family_mean_rank,across_normalized_family_std_dev,across_final_family_stability_score,across_final_family_stability_rank,across_family_informed_rank,across_top_wavelet_rank
,,37817.67525682783,37342.72788840678,291179.84103360574,0.11059942695324672,,,140028.6820903844,139757.6820903844,127857.48190541725,,,uc1.b4952553,False,-410141.27591319685,-182482.4367825052,181721.4367825052,4707186933035.949,4707157922018.949,,,[],[],169145.6418559827,168385.6418559827,4302.705142920371,4192.705142920371,"[0, 92, 114, 149, 167]",0.0,-31.0,5,33.0,"[80, 93, 118, 152, 171]",0.0,-35.5,"[169145.6418559827, 4589.157288575749, 6628.912117519067, 4302.705142920371, 4421.959879141272]",37342.72788840678,171040.37628413917,37342.72788840678,"[260, 260, 260, 260, 260]",0.0,-31.0,127,261,raw,4.414646516429802e-08,,,,,0.0,0.0,182482.4367825052,181721.4367825052,0.019090301870069822,mexh,1266.2023454275109,4355174877.132157,13.889847026446635,-44.92780970812028,0.6658822819561347,CWT,1.0,0.0,0.6153299588698424,1.0,0.960880999342538,0.5065470919213724,0.14426800236645748,0.0,0.0324844560819458,0.5294076285971638,0.5294076285971638,0.529407628597164,,1.0000000000000002,0.8268111587490113,1.0000000000000002,,,,,0.6428571428571429,,0.9999999999999999,0.26530612244897955,0.32500000000000007,0.6879618530056308,0.6879618530056308,0.09999999999999999,3.010975992526545,1.0,1,1.7523434168870686,1.0,1,0.0,0.5826146765671312,0.7443109158691181,2,0.0,0.5283782565625262,1.0,1,0.5,0.95,1.25,1.1428571428571428,0.9125,1,mexh,0.1111111111111111,,,2,1.25,,1.0,0.0017940066983093417,0.15392093261317014,0.629416436366881,1.0,0.9608809993425378,0.28537288933378346,0.14919581793753758,1.0,0.009358232028332542,0.14467328393688256,0.14467328393688256,0.14467328393688256,,0.9992900142794976,0.8268111587490115,1.0,,,,,0.6428571428571428,,0.997917016913982,0.2653061224489796,0.325,0.690154587914233,0.690154587914233,0.09523809523809526,2.6563054437240075,0.7212878879413254,2,2.1657788624063787,1.0,1,0.7071067811865476,0.9646446609406726,1.5,1.3333333333333333,0.9448223304703363,1,1.5,1.5,0.7071067811865476,2,0.08571428571428572,0.13642001992460012,0.8990739940226198,1,1.0,1
,,168493.1562906606,168325.91386641818,287336.7293827004,0.22905532155899685,,,140122.789557684,139856.789557684,127743.85876693783,,,uc1.b4952553,False,-425758.56502249313,-180694.52341294946,180147.92341294946,4716746403771.998,4716725188167.998,,,[],[],168493.1562906606,167946.5562906606,168493.1562906606,168487.9562906606,[0],0.0,-32.5,1,32.0,[81],0.0,-32.5,[168493.1562906606],168325.91386641818,162974.1562906606,168325.91386641818,[260],0.0,-32.5,127,261,smoothed,1.599152557921993e-06,,,,,0.0,0.0,180694.52341294946,180147.92341294946,0.018146603798905873,mexh,1266.0738273856812,4339524762.096547,13.890866511813178,-47.79961169106164,0.6660029565269858,CWT,1.0,0.0,0.6565704628283076,1.0,1.0,0.5893329276407001,0.14642595531243235,0.0,1.0,1.0,1.0,0.9999999999999999,,1.0,1.0000000000000002,1.0,,,,,0.8333333333333334,,1.0,0.0,0.0,0.6818336323114358,0.6818336323114358,0.0,3.806066786257907,1.0,1,1.8467952526115834,1.0,1,0.0,0.7283571855683005,0.9295470045360843,2,0.0,0.49700195250022533,0.9072579935951018,4,1.4142135623730951,0.8585786437626906,2.0,1.4545454545454546,0.8292893218813453,2,mexh,0.25,,,2,2.0,0.08068822672058895,0.9989718171895021,0.1503868673962632,0.0,0.6320894895750695,0.9962204150858246,0.9621959237343854,0.5893329276407002,0.14642595531243233,0.0,0.9999999999999999,1.0,1.0,1.0,,1.0,0.7805367228880051,0.9965287269291667,,,,,0.5714285714285714,,0.9999999999999999,0.20408163265306123,0.25,0.681485844994379,0.681485844994379,0.2380952380952381,3.6827257023621196,1.0,1,1.838144480381184,0.8487221443923583,2,0.7071067811865476,0.9646446609406726,1.5,1.3333333333333333,0.9448223304703363,2,1.5,1.5,0.7071067811865476,2,0.08571428571428572,0.13642001992460012,0.8990739940226198,1,1.75,2
,,32411.291190738128,32244.048766495704,150792.94178145836,0.38909588383950966,,,78917.62558085598,78651.62558085598,79276.16993575514,,,uc1.b4952553,False,,-125216.78391640549,124670.18391640548,1814461446292.1829,1814440230688.1829,,,[],[],124029.80003692607,123483.20003692606,2686.016342445495,2680.816342445495,"[0, 0, 113, 148, 164]",0.0,-30.5,5,28.0,"[61, 80, 118, 153, 222]",0.0,-21.5,"[3025.080289993348, 124029.80003692607, 2686.016342445495, 2788.9647941854637, 29526.59449014027]",32244.048766495704,156537.45595369063,32244.0487664957,"[67, 260, 164, 164, 260]",0.0,-30.5,127,261,smoothed,1.0490249959776877e-05,,,,,0.0,0.0,125216.78391640549,124670.18391640548,0.024411475999456377,gaus2,808.724804706536,1799858058.9592676,13.87200223932622,-43.63977303107766,0.627839623495339,CWT,0.5607900796890599,0.26253202153592214,0.6051933801182755,0.3843301864757851,0.5660377358490567,0.9999999999999999,0.048014155624568206,,0.00024208178165150904,0.04268594345710773,0.04268594345710773,0.04268594345710773,,0.5615386647588535,0.9489362050778133,0.6472621706105961,,,,,0.16666666666666669,,0.36811515609028383,0.17391304347826086,0.17391304347826086,0.37604169999234227,0.37604169999234227,0.6875,1.6907820272739211,0.44423341003332306,2,1.7661387767147514,0.9563262490615706,3,0.0,0.32915916159274256,0.42008085968893216,3,0.11111111111111112,0.5478066393560278,1.0,1,0.9574271077563381,0.9042572892243662,2.25,1.8461538461538463,0.8396286446121831,1,gaus,0.703125,1.0,0.20781249999999998,1,1.0,1.0000000000000002,0.5603847020324738,1.0,0.2229562657412958,0.5826280595769119,0.3828775779009189,0.5463510848126236,1.0,0.0480141556245682,,0.00024208178165150557,0.1113786557978489,0.1113786557978489,0.11137865579784889,,0.5615386647588534,0.7436105446855202,0.6450153468679863,,,,,0.2857142857142857,,0.3681151560902838,0.28571428571428575,0.35000000000000003,0.3758498899557817,0.3758498899557817,0.7619047619047619,1.7400313221742891,0.472484638499746,3,1.7223880849683115,0.7952742151405895,4,0.7071067811865476,0.9646446609406726,3.5,3.428571428571429,0.8948223304703362,3,10.75,10.5,5.183306537980044,16,0.6142857142857143,1.0,0.26999999999999996,2,2.75,3
,,55545.96284453918,55378.720420296755,119074.23564938642,0.3116746072567377,,,32199.217264887608,31933.217264887608,33387.45606804218,,,uc1.b4952553,False,,-72646.52233583518,72099.92233583517,433586001660.717,433564786056.717,,,[],[],77611.42295977734,77064.82295977733,14295.607115026345,14290.407115026344,"[0, 69, 0]",0.0,-31.5,3,30.0,"[43, 78, 239]",0.0,-27.0,"[77611.42295977734, 14295.607115026345, 74730.85845881388]",55378.720420296755,161118.88853361754,55378.72042029677,"[135, 135, 260]",0.0,-31.5,127,261,smoothed,8.272812236955693e-06,,,,,0.0,0.0,72646.52233583518,72099.92233583517,0.016256350635041623,gaus4,432.2045209338186,463440075.2209728,14.016964531154624,-37.40699828952271,0.644613388843636,CWT,0.14495060297683948,0.6558893333035752,1.0,0.06035373325766844,0.756775300171527,0.8013355580640946,0.02515339418631368,,0.07024377354104985,0.20543464146639717,0.20543464146639717,0.20543464146639728,,0.22685749801423363,0.9852817426147279,0.27901472027114765,,,,,0.5,,0.06747125737835587,0.08695652173913043,0.08695652173913043,0.08627571426316086,0.08627571426316086,0.34375,1.3059285085743955,0.34311760195316315,4,1.8317185026788276,0.9918362634344898,2,0.0,0.2453848134445207,0.3131660163660329,5,0.11111111111111112,0.5213421656086228,0.9516901186547954,2,1.5,0.85,3.25,2.7586206896551726,0.7625,4,gaus,0.703125,1.0,0.20781249999999998,1,3.25,0.7707238473534077,0.14513489089318246,0.7881066729010565,0.5570163808490081,0.9627138675294935,0.060125621197933576,0.7291255752794221,0.8013355580640946,0.025153394186313672,,0.07024377354104985,0.2624492118016246,0.2624492118016246,0.2624492118016247,,0.22685749801423366,0.7698933894681762,0.2780461839863043,,,,,0.42857142857142855,,0.06747125737835587,0.2448979591836735,0.3,0.08623170704824976,0.08623170704824976,0.5,1.288822637273551,0.34996433116017667,7,1.7478478530233224,0.807029694195696,3,2.8284271247461903,0.8585786437626906,5.0,4.2,0.8042893218813453,4,10.75,10.5,5.183306537980044,16,0.6142857142857143,1.0,0.26999999999999996,2,3.5,4
,,,,1471648.3000420975,-0.0006128925692561508,,,18190.009067424773,17924.009067424773,108830.48283604953,,,uc1.b4952553,False,,-238417.27211113562,237870.67211113562,4496385547103.744,4496364331499.744,,,[],[],,,,,[],,,0,33.0,[],,,[],,,,[],,,127,261,smoothed,1.0235602792316834e-05,,,,,0.0,0.0,238417.27211113562,237870.67211113562,0.019017990645081927,gaus1,905.7932069463789,3526938947.046404,13.832628247406864,-47.60899832044863,0.5780613630192778,CWT,0.8286086558748421,0.012029820771703448,0.49795781930545396,0.8030117272450212,0.0,0.0,1.0,,,,,,,0.12649838233150645,,,,,,,1.0,,0.9520230826539714,,,1.0,1.0,,1.3392607324927388,0.3518752580296912,3,1.598386345353676,0.8654919071799495,5,0.6428571428571429,0.7835614358542384,1.0,1,0.11111111111111112,0.5088542318661402,0.9288938747882319,3,1.632993161855452,0.8367006838144548,3.0,2.1428571428571432,0.7683503419072274,3,gaus,0.703125,1.0,0.20781249999999998,1,2.5,0.9736702761765459,0.827823508131452,0.975666493361184,0.010216368658971797,0.47939089809010627,0.79997667623482,0.003944773175542982,0.0,1.0,,,,,,,0.12649838233150648,,,,,,,0.6428571428571428,,0.9520230826539715,,,0.999489923493686,0.999489923493686,,1.1961995590330705,0.324813645030859,8,1.5884385180758542,0.7334259954457925,5,2.1213203435596424,0.8939339828220179,6.5,6.153846153846153,0.784466991411009,5,10.75,10.5,5.183306537980044,16,0.6142857142857143,1.0,0.26999999999999996,2,4.25,5
,,32890.11545526822,32415.168086847167,150674.86629847254,0.13498164044768454,,,22646.154440074653,22375.154440074653,32834.65099001426,,,uc1.b4952553,False,,-76075.49971387423,75314.49971387423,370400996343.95605,370371985326.95605,,,[],[],71222.6799062045,70462.6799062045,3435.188483978134,3325.188483978134,"[0, 0, 69, 114, 135]",0.0,-22.0,5,33.0,"[25, 43, 80, 121, 240]",0.0,-31.0,"[3435.188483978134, 66807.8540273421, 17174.396509985472, 5810.458348830871, 71222.6799062045]",32415.168086847167,146402.5772763411,32415.168086847167,"[33, 135, 135, 135, 260]",0.0,-26.5,127,261,raw,5.413359260536048e-07,,,,,0.0,0.0,76075.49971387423,75314.49971387423,0.017028400434912955,gaus6,400.8856083040701,412809082.74464524,14.002193139430297,-33.87233670431083,0.647026880260657,CWT,0.14013252353746003,0.7003410340431536,0.9210943233691864,0.04250228044923891,0.7554240631163708,0.6183623594620131,0.04152882452199708,,0.011842690771765148,0.4116605212781962,0.4116605212781962,0.41166052127819625,,0.15847388177080102,0.6854685904996362,0.21144920080266452,,,,,0.6428571428571429,,0.05351088605363111,0.44897959183673464,0.7750000000000001,0.09760005207031686,0.09760005207031686,0.32499999999999996,1.4120793930999298,0.4689773005845316,7,1.5101687782364952,0.8617995557738437,4,0.0,0.33876883232625715,0.43278920013202676,8,0.125,0.45366220121420286,0.858593622238727,5,1.8257418583505538,0.8174258141649446,6.0,5.5721393034825875,0.6087129070824724,4,gaus,0.625,1.0,0.26249999999999996,1,3.25,,0.14013252353746006,0.04930430562671844,0.7464648215491299,0.9239838206510202,0.04789797079933726,0.7554240631163707,0.34793810461870506,0.047929054566630776,,0.00412741597762022,0.11249607346667656,0.11249607346667656,0.11249607346667656,,0.1583854816648798,0.6854685904996363,0.22585170709694652,,,,,0.6428571428571428,,0.05371293467388364,0.44897959183673475,0.775,0.10394134042369835,0.10394134042369835,0.30952380952380953,1.14721616228174,0.3115127910682866,10,1.4511673263245928,0.6700440896870759,10,0.0,1.0,10.0,10.0,0.75,7,10.75,10.5,5.183306537980044,16,0.6142857142857143,1.0,0.26999999999999996,2,5.75,6
,,55036.5406505572,54869.29822631478,169840.26470708562,0.12565354448264926,,,0.0,266.0,30416.031260262276,,,uc1.b4952553,False,,-84814.32113963866,84267.72113963866,352133707349.3932,352112491745.3932,,,[],[],99514.52765568031,98967.92765568031,10558.553645434085,10553.353645434085,"[3, 3]",0.0,-32.0,2,31.0,"[65, 99]",0.0,-32.0,"[10558.553645434085, 99514.52765568031]",54869.29822631478,104554.0813011144,54869.29822631477,"[73, 202]",0.0,-32.0,127,261,smoothed,5.320385899424929e-06,,,,,0.0,0.0,84814.32113963866,84267.72113963866,0.01793913635651203,gaus7,375.3931516483923,404071449.4050137,13.980064723183355,-36.54837083582136,0.6317313784052856,CWT,0.11802381351137375,0.7100782621519179,0.8995029102004948,0.04596150189118717,0.6102915951972562,0.3240020361241863,0.061742215767597676,,0.04771067395199062,0.20185093818120353,0.20185093818120353,0.2018509381812035,,0.0,0.5365403743481932,0.4527769878613896,,,,,0.6666666666666667,,0.04973748173914659,0.043478260869565216,0.043478260869565216,0.15334432127655248,0.15334432127655248,0.03125,1.0584565158742458,0.2780971998956727,6,1.4722362947137717,0.7971843617379123,8,0.0,0.19884858310023096,0.25377535698071496,7,0.11111111111111112,0.3988262565031761,0.7280420276979755,8,0.9574271077563381,0.9042572892243662,7.25,7.148936170212766,0.5896286446121831,7,gaus,0.703125,1.0,0.20781249999999998,1,5.5,0.46545216162583924,0.11824628395156662,0.5059794982636517,0.6030365240295006,0.865963925533153,0.045787786492006384,0.588757396449705,0.32400203612418643,0.06174221576759766,,0.047710673951990606,0.2591226595497851,0.2591226595497851,0.25912265954978503,,0.0,0.44539138649939086,0.45120527529633325,,,,,0.5,,0.04973748173914659,0.22448979591836737,0.275,0.15326610394089263,0.15326610394089263,0.2619047619047619,1.0843270410969852,0.2944360043979089,12,1.3947661644314413,0.6440021133467562,12,0.0,1.0,12.0,12.0,0.7,8,10.75,10.5,5.183306537980044,16,0.6142857142857143,1.0,0.26999999999999996,2,6.5,7
,,39499.18958173928,39331.947157496856,146966.2750205056,0.27032555771632394,,,16012.65564719824,15746.65564719824,29050.804039462957,,,uc1.b4952553,False,,-71374.67120827573,70828.07120827572,293661226351.8665,293640010747.8665,,,[],[],71890.06608103901,71343.466081039,6451.158587930964,6445.958587930964,"[0, 69, 113, 135]",0.0,-31.0,4,29.0,"[23, 79, 121, 240]",0.0,-26.5,"[60708.02879631567, 18947.50486167147, 6451.158587930964, 71890.06608103901]",39331.947157496856,152477.75832695712,39331.947157496856,"[135, 135, 135, 260]",0.0,-31.0,127,261,smoothed,5.7323726851084485e-06,,,,,0.0,0.0,71374.67120827573,70828.07120827572,0.019940402252521205,gaus8,349.52115125863753,382986105.635438,13.887476080804792,-35.72806529309837,0.6291670437747006,CWT,0.10565224487846184,0.7618486527874572,0.6473365814548846,0.04084996121119468,0.581132075471698,0.6952331245457827,0.045256145396736606,,0.022944546671391213,0.09254816981673908,0.09254816981673908,0.09254816981673909,,0.11090026567118934,0.9167297085493147,0.2336259062767298,,,,,0.33333333333333337,,0.03700686601069673,0.13043478260869565,0.13043478260869565,0.07926530220513439,0.07926530220513439,0.375,1.005434500827574,0.26416627907260365,7,1.513961768180715,0.8197778102579573,7,0.0,0.19475609325646662,0.2485524227518211,8,0.11111111111111112,0.4176143316402112,0.7623389379346266,6,0.816496580927726,0.9183503419072274,7.0,6.927835051546392,0.6091751709536137,6,gaus,0.703125,1.0,0.20781249999999998,1,4.75,0.5080503118199184,0.10589225835753027,0.5453480225026163,0.6470027149137185,0.6231999039257529,0.04069556531405619,0.5608152531229457,0.6952331245457828,0.0452561453967366,,0.022944546671391206,0.1576629846550031,0.1576629846550031,0.1576629846550031,,0.11090026567118935,0.7203207983613136,0.23281492695962233,,,,,0.3571428571428571,,0.03700686601069673,0.2653061224489796,0.325,0.07922487083671369,0.07922487083671369,0.5238095238095238,1.037641086890962,0.2817589934068165,14,1.4360432570523656,0.6630608886157426,11,2.1213203435596424,0.8939339828220179,12.5,12.32,0.6344669914110089,11,10.75,10.5,5.183306537980044,16,0.6142857142857143,1.0,0.26999999999999996,2,8.75,8
,,49954.53747573694,49787.29505149452,181846.126033153,0.12352313441854251,,,0.0,266.0,32514.14936987123,,,uc1.b4952553,False,,-94613.11290067041,94066.51290067041,426144703578.8168,426123487974.8168,,,[],[],93114.25021325592,92567.65021325591,6794.824738217965,6789.624738217965,"[3, 3]",0.0,-32.0,2,31.0,"[65, 99]",0.0,-32.0,"[6794.824738217965, 93114.25021325592]",49787.29505149452,94390.07495147389,49787.29505149451,"[72, 202]",0.0,-32.0,127,261,smoothed,5.5673418368097175e-06,,,,,0.0,0.0,94613.11290067041,94066.51290067041,0.015182455558108827,gaus5,388.9705436934024,433408384.6889561,13.949870318290717,-37.37673192604274,0.6337526774670408,CWT,0.13703677472217143,0.65779947699866,0.8172680697834167,0.05307340576948929,0.63327615780446,0.3185353641037642,0.07039525257474767,,0.025016730987943287,0.16609986237783544,0.16609986237783544,0.16609986237783542,,0.0,0.4559070205092961,0.4020021439731456,,,,,0.6666666666666667,,0.0658511395932814,0.043478260869565216,0.043478260869565216,0.2073550198772944,0.2073550198772944,0.03125,0.9834293742657939,0.25838468673659126,8,1.4271401570513953,0.7727657708851337,9,0.0,0.18904713216839714,0.24126650893978469,9,0.11111111111111112,0.39174083669149395,0.7151078657097029,9,0.5,0.95,8.75,8.727272727272728,0.5375,9,gaus,0.703125,1.0,0.20781249999999998,1,7.0,0.490986636219687,0.1372322845458445,0.5295780483743286,0.5586385772683014,0.786795304269557,0.05287281032569901,0.6107823800131499,0.31853536410376426,0.07039525257474766,,0.02501673098794328,0.22593692617427336,0.22593692617427336,0.22593692617427333,,0.0,0.3870823321594943,0.4006066847563543,,,,,0.5,,0.0658511395932814,0.22448979591836737,0.275,0.20724925295318875,0.20724925295318875,0.2619047619047619,1.0228479642618586,0.27774209836095004,16,1.3549455022113255,0.6256158122745075,15,0.7071067811865476,0.9646446609406726,15.5,15.483870967741938,0.5948223304703363,13,10.75,10.5,5.183306537980044,16,0.6142857142857143,1.0,0.26999999999999996,2,10.25,9
,,15662.670274432341,15187.722906011288,93880.50057873948,0.21820078067581686,,,3696.699898050616,3425.699898050616,17348.788977149892,,,uc1.b4952553,False,,-58484.04548684298,57723.04548684298,125215653292.59933,125186642275.59933,,,[],[],64203.85975846261,63443.85975846261,2937.472742285214,2827.472742285214,"[0, 34, 47, 61, 67, 92, 106, 113, 135, 155, 167, 167, 113, 113]",0.0,-17.5,14,24.0,"[20, 35, 49, 62, 80, 93, 108, 123, 143, 157, 177, 191, 227, 242]",0.0,-17.5,"[50090.09744621496, 6324.905709845119, 5612.571118548993, 3559.1421855441113, 31861.719947925165, 3804.338578255887, 4283.876313893186, 16160.387780103993, 12016.666712783459, 2937.472742285214, 5872.9125163366625, 9115.069742142743, 3434.3632897106945, 64203.85975846261]",15187.722906011288,201229.38384205278,15187.72290601129,"[113, 67, 67, 67, 113, 113, 113, 167, 167, 167, 182, 196, 228, 260]",0.0,-13.0,127,261,raw,2.5372404733563302e-08,,,,,0.0,0.0,58484.04548684298,57723.04548684298,0.029176741139599182,morl,294.75425242637294,237811760.8657376,13.861763533201398,-29.141967573489296,0.6694723504389537,CWT,0.0,0.9999999999999999,0.5388971278888514,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,,0.022623502310446353,1.0,0.15492827734690948,,,,,0.0,,0.0,0.9999999999999999,1.0,0.0,0.0,0.9999999999999999,0.9887758898286778,0.32839049274484067,10,1.6694485639444254,0.9526948586996145,2,0.0,0.2983965556898112,0.3812121846403272,9,0.125,0.49930673255555014,0.9449797117010323,2,4.349329450233296,0.5650670549766704,5.75,3.3027522935779814,0.49503352748833523,9,morl,1.0,,,3,7.5,,0.0,0.0,1.0000000000000002,0.5557825479562172,0.0056351991654140995,1.0,0.5614799729723284,0.006995403605282863,,0.0011263675671909466,0.0,0.0,0.0,,0.022635446851920787,1.0,0.17036311149712513,,,,,0.0,,0.00033123560134031005,1.0,1.0,0.0070271373219046585,0.0070271373219046585,0.9523809523809523,0.9902898526503026,0.2689013336005789,17,1.5080990241918601,0.6963310291597472,7,7.0710678118654755,0.6464466094067263,12.0,9.916666666666666,0.5232233047033632,17,17.5,17.5,0.7071067811865476,2,1.0,0.13642001992460012,0.25907399402261994,3,13.5,10
