wavelet,wavelet_level,wavelet_mode,wavelet_mse,wavelet_psnr,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,signal_length,signal_type,emd_value,kl_divergence,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,fft_frequency_max,fft_amplitude_max,fft_spectral_centroid,fft_spectral_bandwidth,fft_spectral_magnitude,fft_variance_magnitude,fft_num_peaks,fft_peak_amplitude,fft_dominant_frequency,fft_positive_frequencies,fft_positive_amplitudes,fft_snr_threshold,fft_stationarity_threshold,fft_dynamic_cutoff,fft_dynamic_cutoff_percentile,stft_frequency_max,stft_amplitude_max,stft_spectral_centroid,stft_spectral_bandwidth,stft_spectral_magnitude,stft_variance_magnitude,stft_peak_freq_over_time,stft_num_peaks,stft_peak_amplitude,stft_dominant_frequency,stft_positive_frequencies,stft_positive_amplitudes,stft_snr_threshold,stft_stationarity_threshold,stft_window,stft_nperseg,stft_noverlap,stft_dynamic_cutoff,stft_dynamic_cutoff_percentile,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,prominence_threshold,distance_factor,max_autocorrelation,upper_envelope,lower_envelope,wavelet_type,htid,fft_frequency_max_diff,fft_snr_threshold_diff,lower_envelope_diff,stft_dynamic_cutoff_percentile_diff,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,prominence_threshold_diff,prominence_min_diff,stft_window_diff,fft_peak_amplitude_diff,avg_prominence_diff,stft_spectral_bandwidth_diff,stft_num_peaks_diff,stft_variance_magnitude_diff,stft_noverlap_diff,fft_spectral_centroid_diff,stft_dominant_frequency_diff,stft_nperseg_diff,fft_variance_magnitude_diff,stft_snr_threshold_diff,stft_dynamic_cutoff_diff,distance_factor_diff,fft_stationarity_threshold_diff,fft_amplitude_max_diff,fft_spectral_magnitude_diff,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,stft_spectral_centroid_diff,stft_amplitude_max_diff,fft_dynamic_cutoff_diff,fft_num_peaks_diff,stft_peak_amplitude_diff,prominence_max_diff,upper_envelope_diff,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,stft_stationarity_threshold_diff,fft_dominant_frequency_diff,fft_dynamic_cutoff_percentile_diff,stft_frequency_max_diff,stft_spectral_magnitude_diff,relative_num_peaks_diff,fft_spectral_bandwidth_diff,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,avg_variance_across_levels_normalized,relative_right_bases_global_alignment_score_normalized,relative_right_bases_array_alignment_score_normalized,reconstruction_signal_weighted_score,reconstruction_signal_normalized_weighted_score,reconstruction_signal_normalized_weighted_rank,wavelet_signal_weighted_score,wavelet_signal_normalized_weighted_score,wavelet_signal_normalized_weighted_rank,reconstruction_signal_num_missing_metrics,reconstruction_signal_missing_metrics_count,reconstruction_signal_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_rank,wavelet_signal_num_missing_metrics,wavelet_signal_missing_metrics_count,wavelet_signal_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank
db7,1,antisymmetric,5.8086368850948384e-27,319.8023831719192,3956781.8881347068,0.5694444444444444,293.6738526163139,59,raw,5.5187492993570474e-14,-5.840994354855459e-11,5.028371661165244,145635.7565801351,0.9410123893745489,1.0369060324828097e-05,0.9999999999999999,0.4745762711864407,30072.0,0.10067187867245334,0.13988685781142182,65466.19384033428,28436256.169857405,3,2993.8359554776316,0.06779661016949153,"[0.0, 0.01694915254237288, 0.03389830508474576, 0.05084745762711865, 0.06779661016949153, 0.0847457627118644, 0.1016949152542373, 0.11864406779661017, 0.13559322033898305, 0.15254237288135594, 0.1694915254237288, 0.1864406779661017, 0.2033898305084746, 0.22033898305084745]","[30072.0, 4461.956743542107, 1631.5164666187522, 2578.9480056852544, 2993.8359554776316, 2643.0758994466623, 893.3985151674733, 998.5535729581834, 983.2843232961877, 694.8534930071497, 691.0066422783552, 1242.0187657897027, 985.1252049075904, 1483.0954398222425]",3.0,0.3,263.09999999999997,15,0.4915254237288136,674883.3213979964,0.12823513686702942,0.13430393033575122,2344512.508474576,17501657478.116257,[0.01694915254237288],5,674883.3213979964,0.01694915254237288,"[0.0, 0.01694915254237288, 0.03389830508474576, 0.05084745762711865, 0.06779661016949153, 0.0847457627118644, 0.1016949152542373, 0.11864406779661017, 0.13559322033898305, 0.15254237288135594, 0.1694915254237288, 0.1864406779661017, 0.2033898305084746, 0.22033898305084745, 0.23728813559322035]","[3.5050025955636766e-27, 674883.3213979964, 90232.06714739463, 225456.70562806615, 303832.3297732431, 236808.4817029078, 27056.30192893041, 33800.31315483234, 32774.51052339122, 16366.826330313072, 16186.107785518894, 52291.88523978902, 32897.344723532966, 74561.7655464925, 43024.32023893238]",3.0,0.3,boxcar,59,29,263.09999999999997,15,16,233.9375,7.999999999999943,740.9999999999999,"[2, 5, 8, 11, 15, 17, 22, 26, 28, 32, 35, 38, 42, 45, 50, 54]","[159.0, 159.0, 439.9999999999999, 365.0, 230.0, 276.0, 740.9999999999999, 16.0, 51.0, 135.0000000000001, 119.0, 329.0000000000001, 7.999999999999943, 145.99999999999994, 501.0, 68.00000000000023]","[0, 3, 3, 10, 12, 3, 3, 23, 23, 23, 34, 34, 41, 44, 48, 52]","[3, 6, 16, 16, 16, 19, 57, 27, 29, 57, 36, 57, 44, 48, 57, 57]",0.05,20,17672058.0,746.9999999999999,-746.9999999999999,DWT,mdp.39015061285097,0.0,0.0,1.1368683772161603e-13,0.0,1.0,64,0.0,5.684341886080802e-14,,4.547473508864641e-13,0.0,0.0,0.0,7.62939453125e-06,0.0,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.275957614183426e-12,1.0,64,0.0,0.0,4.973799150320701e-14,0.0,3.4924596548080444e-10,0.0,0.0,3.4924596548080444e-10,1.1368683772161603e-13,1.1368683772161603e-13,1.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9574804015323942,0.517857827737626,0.289240437156862,0.5,0.5035097785514272,1.0,1.0,0.2,1.0,67,1.3794412847872515,0.6505196266788971,78,0,0,1.0,1.0,210,0,0,0.5536176889956619,0.6320860652284187,76,68.33434958593908,0.8831891460069418,107.75,87.59312293834653,0.8495005559094537,1,db,292.68888888888887,337.0,155.7180511141404,135,0.808001402217256,0.8408369130346439,0.18214794453752758,4,1.75
sym10,1,antireflect,1.3156564630541525e-23,286.2517004199134,4154268.5263804826,0.5641025641025641,296.92557362358235,59,raw,2.6314167417556264e-12,-6.536449159712282e-11,5.159378683611671,187041.45948595254,0.9555105615271556,1.0369060324827653e-05,0.9999999999999996,0.4745762711864407,30072.000000000004,0.10067187867245468,0.13988685781142213,65466.193840334905,28436256.16985737,3,2993.8359554776553,0.06779661016949153,"[0.0, 0.01694915254237288, 0.03389830508474576, 0.05084745762711865, 0.06779661016949153, 0.0847457627118644, 0.1016949152542373, 0.11864406779661017, 0.13559322033898305, 0.15254237288135594, 0.1694915254237288, 0.1864406779661017, 0.2033898305084746, 0.22033898305084745]","[30072.000000000004, 4461.9567435421, 1631.5164666187482, 2578.9480056852617, 2993.8359554776553, 2643.0758994466933, 893.3985151674851, 998.5535729582056, 983.2843232962107, 694.853493007173, 691.0066422783716, 1242.0187657897409, 985.1252049076204, 1483.0954398222987]",3.0,0.3,263.0999999999935,15,0.4915254237288136,674883.321397994,0.1282351368670318,0.13430393033575136,2344512.508474628,17501657478.116257,[0.01694915254237288],5,674883.321397994,0.01694915254237288,"[0.0, 0.01694915254237288, 0.03389830508474576, 0.05084745762711865, 0.06779661016949153, 0.0847457627118644, 0.1016949152542373, 0.11864406779661017, 0.13559322033898305, 0.15254237288135594, 0.1694915254237288, 0.1864406779661017, 0.2033898305084746, 0.22033898305084745, 0.23728813559322035]","[3.7021589915641333e-26, 674883.321397994, 90232.06714739407, 225456.70562806743, 303832.3297732477, 236808.4817029136, 27056.301928931047, 33800.31315483388, 32774.51052339278, 16366.8263303142, 16186.107785519627, 52291.88523979225, 32897.34472353497, 74561.76554649814, 43024.32023893548]",3.0,0.3,boxcar,59,29,263.0999999999935,15,16,233.93750000000557,8.000000000001421,741.0000000000093,"[2, 5, 8, 11, 15, 17, 22, 26, 28, 32, 35, 38, 42, 45, 50, 54]","[159.00000000000168, 159.0000000000059, 440.00000000001467, 365.0000000000068, 230.00000000000125, 276.0000000000091, 741.0000000000093, 15.999999999999773, 51.000000000000796, 135.00000000000637, 119.0000000000008, 329.0000000000091, 8.000000000001421, 146.00000000000318, 501.000000000015, 68.00000000000398]","[0, 3, 3, 10, 12, 3, 3, 23, 23, 23, 34, 34, 41, 44, 48, 52]","[3, 6, 16, 16, 16, 19, 57, 27, 29, 57, 36, 57, 44, 48, 57, 57]",0.05,20,17672058.000000056,747.0000000000038,-747.0000000000038,DWT,mdp.39015061285097,0.0,0.0,3.751665644813329e-12,0.0,1.0,64,0.0,1.4210854715202004e-12,,2.319211489520967e-11,5.5706550483591855e-12,1.3877787807814457e-16,0.0,7.62939453125e-06,0.0,1.3600232051658168e-15,0.0,0.0,3.3527612686157227e-08,0.0,6.480149750132114e-12,0.0,0.0,3.637978807091713e-12,6.184563972055912e-10,1.0,64,5.5706550483591855e-12,8.913048077374697e-11,5.60085311462899e-12,2.3869795029440866e-15,2.0954757928848267e-09,6.480149750132114e-12,0.0,2.0954757928848267e-09,9.322320693172514e-12,3.751665644813329e-12,1.0,64.0,0.0,0.0,0.0,0.0,5.21540641784668e-08,0.0,3.0531133177191805e-16,0.5699872555041672,0.690911850887949,0.45445299692576746,0.4519230769230771,0.7004945981668507,1.0,1.0,0.2,1.0,111,1.3756418472453298,0.6487278804707634,79,0,0,1.0,1.0,209,0,0,0.5735539556815623,0.654848048118987,61,65.98989821682306,0.8871967551849178,115.0,93.35898236721127,0.8453077793018606,2,sym,362.23809523809524,385.5,173.08441540803972,126,1.0,0.9346107564589621,0.019616773062311375,6,3.0
db12,1,symmetric,1.6587150955177322e-26,315.2454074842351,4357808.306880233,0.5609756097560976,320.9616991087729,59,raw,8.719202384581567e-14,-6.383316097924358e-11,5.204762979117646,45429.57119009839,0.8505766828290284,1.0369060324828097e-05,0.9999999999999999,0.4745762711864407,30072.0,0.10067187867245335,0.13988685781142185,65466.193840334294,28436256.169857405,3,2993.8359554776334,0.06779661016949153,"[0.0, 0.01694915254237288, 0.03389830508474576, 0.05084745762711865, 0.06779661016949153, 0.0847457627118644, 0.1016949152542373, 0.11864406779661017, 0.13559322033898305, 0.15254237288135594, 0.1694915254237288, 0.1864406779661017, 0.2033898305084746, 0.22033898305084745]","[30072.0, 4461.956743542108, 1631.5164666187534, 2578.948005685254, 2993.8359554776334, 2643.0758994466632, 893.3985151674731, 998.5535729581836, 983.2843232961869, 694.8534930071492, 691.0066422783558, 1242.0187657897034, 985.1252049075933, 1483.0954398222436]",3.0,0.3,263.1,15,0.4915254237288136,674883.321397996,0.12823513686702942,0.13430393033575122,2344512.508474576,17501657478.11625,[0.01694915254237288],5,674883.321397996,0.01694915254237288,"[0.0, 0.01694915254237288, 0.03389830508474576, 0.05084745762711865, 0.06779661016949153, 0.0847457627118644, 0.1016949152542373, 0.11864406779661017, 0.13559322033898305, 0.15254237288135594, 0.1694915254237288, 0.1864406779661017, 0.2033898305084746, 0.22033898305084745, 0.23728813559322035]","[2.839052102406578e-25, 674883.321397996, 90232.06714739464, 225456.7056280662, 303832.32977324334, 236808.481702908, 27056.301928930407, 33800.31315483239, 32774.51052339118, 16366.826330313059, 16186.10778551888, 52291.88523978908, 32897.34472353313, 74561.76554649255, 43024.320238932334]",3.0,0.3,boxcar,59,29,263.1,15,16,233.93750000000006,8.000000000000057,741.0000000000003,"[2, 5, 8, 11, 15, 17, 22, 26, 28, 32, 35, 38, 42, 45, 50, 54]","[159.0, 158.99999999999977, 439.9999999999998, 365.0000000000002, 230.0, 275.9999999999999, 741.0000000000003, 16.00000000000034, 51.0, 135.00000000000023, 118.99999999999989, 329.0000000000001, 8.000000000000057, 145.9999999999999, 501.00000000000034, 68.00000000000023]","[0, 3, 3, 10, 12, 3, 3, 23, 23, 23, 34, 34, 41, 44, 48, 52]","[3, 6, 16, 16, 16, 19, 57, 27, 29, 57, 36, 57, 44, 48, 57, 57]",0.05,20,17672058.0,747.0000000000003,-747.0000000000003,DWT,mdp.39015061285097,0.0,0.0,3.410605131648481e-13,0.0,1.0,64,0.0,5.684341886080802e-14,,1.3642420526593924e-12,5.684341886080802e-14,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,0.0,5.684341886080802e-14,0.0,0.0,0.0,7.275957614183426e-12,1.0,64,5.684341886080802e-14,9.094947017729282e-13,1.6697754290362354e-13,0.0,0.0,5.684341886080802e-14,0.0,0.0,3.410605131648481e-13,3.410605131648481e-13,1.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.9048496739061648,0.7508623388731557,0.624729469551298,0.42378048780487876,0.02678565679686743,1.0,1.0,0.2,1.0,98,1.410932166396624,0.6653701583936107,73,0,0,1.0,1.0,214,0,0,0.5462015253864728,0.6236187532765073,78,66.38461167067761,0.886522031332175,115.75,96.62740922056118,0.8443293917344636,3,db,292.68888888888887,337.0,155.7180511141404,135,0.808001402217256,0.8408369130346439,0.18214794453752758,4,3.25
sym12,1,antireflect,4.8282427555484904e-23,280.605234479601,4197967.421952809,0.5365853658536586,311.60832707237944,59,raw,5.2797540351001155e-12,-9.254652599827263e-11,5.2608575262694615,199987.25505390638,0.9496310857693665,1.0369060324827251e-05,0.9999999999999997,0.4745762711864407,30072.000000000025,0.10067187867245592,0.1398868578114226,65466.19384033549,28436256.16985738,3,2993.8359554777057,0.06779661016949153,"[0.0, 0.01694915254237288, 0.03389830508474576, 0.05084745762711865, 0.06779661016949153, 0.0847457627118644, 0.1016949152542373, 0.11864406779661017, 0.13559322033898305, 0.15254237288135594, 0.1694915254237288, 0.1864406779661017, 0.2033898305084746, 0.22033898305084745]","[30072.000000000025, 4461.956743542079, 1631.5164666187413, 2578.9480056852717, 2993.8359554777057, 2643.0758994467537, 893.3985151675059, 998.5535729582425, 983.2843232962449, 694.8534930072028, 691.0066422783862, 1242.0187657897693, 985.1252049076354, 1483.0954398223153]",3.0,0.3,263.0999999999876,15,0.4915254237288136,674883.3213979875,0.12823513686703367,0.13430393033575155,2344512.508474679,17501657478.11624,[0.01694915254237288],5,674883.3213979875,0.01694915254237288,"[0.0, 0.01694915254237288, 0.03389830508474576, 0.05084745762711865, 0.06779661016949153, 0.0847457627118644, 0.1016949152542373, 0.11864406779661017, 0.13559322033898305, 0.15254237288135594, 0.1694915254237288, 0.1864406779661017, 0.2033898305084746, 0.22033898305084745, 0.23728813559322035]","[3.154502336007309e-26, 674883.3213979875, 90232.06714739342, 225456.70562806953, 303832.329773258, 236808.48170292433, 27056.301928932433, 33800.31315483633, 32774.51052339504, 16366.826330315631, 16186.107785520326, 52291.88523979465, 32897.344723535956, 74561.76554649982, 43024.32023893593]",3.0,0.3,boxcar,59,29,263.0999999999876,15,16,233.93750000000966,8.000000000000796,741.0000000000126,"[2, 5, 8, 11, 15, 17, 22, 26, 28, 32, 35, 38, 42, 45, 50, 54]","[159.00000000000267, 159.00000000000807, 440.00000000002865, 365.00000000001404, 230.0000000000041, 276.0000000000165, 741.0000000000126, 15.999999999998295, 51.000000000001705, 135.00000000000932, 119.0000000000029, 329.0000000000215, 8.000000000000796, 146.00000000000307, 501.00000000002575, 68.00000000000489]","[0, 3, 3, 10, 12, 3, 3, 23, 23, 23, 34, 34, 41, 44, 48, 52]","[3, 6, 16, 16, 16, 19, 57, 27, 29, 57, 36, 57, 44, 48, 57, 57]",0.05,20,17672058.00000014,747.0000000000056,-747.0000000000056,DWT,mdp.39015061285097,0.0,0.0,5.5706550483591855e-12,0.0,1.0,64,0.0,7.958078640513122e-13,,7.366907084360719e-11,9.663381206337363e-12,3.3306690738754696e-16,0.0,7.62939453125e-06,0.0,2.5951463200613034e-15,0.0,0.0,2.60770320892334e-08,0.0,1.2391865311656147e-11,0.0,0.0,2.546585164964199e-11,1.2005330063402653e-09,1.0,64,9.663381206337363e-12,1.546140993013978e-10,9.890754881780595e-12,4.246603069191224e-15,8.498318493366241e-09,1.2391865311656147e-11,0.0,8.498318493366241e-09,1.261923898709938e-11,5.5706550483591855e-12,1.0,64.0,0.0,0.0,0.0,0.0,1.0337680578231812e-07,0.0,7.771561172376096e-16,0.5047734752861752,0.8249605580383675,0.49101043929608745,0.20426829268292745,0.7620833414018615,1.0,1.0,0.2,1.0,140,1.3473902374728484,0.6354049309223112,88,0,0,1.0,1.0,201,0,0,0.5574192213410839,0.6364264171893821,72,58.24874819828033,0.9004294902593498,125.25,107.03627928421173,0.8431634630783928,4,sym,362.23809523809524,385.5,173.08441540803972,126,1.0,0.9346107564589621,0.019616773062311375,6,4.5
rbio3.5,1,reflect,4.373605304831097e-27,321.0347295784852,3877429.8755566794,0.5857142857142857,451.0779133414081,59,raw,4.0916422792287134e-14,-6.088063386755543e-11,5.13231822994874,47706.64892877074,0.659067243735602,1.0369060324828098e-05,0.9999999999999999,0.4745762711864407,30072.0,0.10067187867245332,0.13988685781142182,65466.19384033428,28436256.169857405,3,2993.835955477632,0.06779661016949153,"[0.0, 0.01694915254237288, 0.03389830508474576, 0.05084745762711865, 0.06779661016949153, 0.0847457627118644, 0.1016949152542373, 0.11864406779661017, 0.13559322033898305, 0.15254237288135594, 0.1694915254237288, 0.1864406779661017, 0.2033898305084746, 0.22033898305084745]","[30072.0, 4461.956743542109, 1631.516466618751, 2578.948005685255, 2993.835955477632, 2643.075899446662, 893.3985151674742, 998.5535729581825, 983.2843232961878, 694.85349300715, 691.0066422783551, 1242.0187657897027, 985.1252049075906, 1483.0954398222427]",3.0,0.3,263.1000000000001,15,0.4915254237288136,674883.3213979964,0.1282351368670294,0.1343039303357512,2344512.508474576,17501657478.116264,[0.01694915254237288],5,674883.3213979964,0.01694915254237288,"[0.0, 0.01694915254237288, 0.03389830508474576, 0.05084745762711865, 0.06779661016949153, 0.0847457627118644, 0.1016949152542373, 0.11864406779661017, 0.13559322033898305, 0.15254237288135594, 0.1694915254237288, 0.1864406779661017, 0.2033898305084746, 0.22033898305084745, 0.23728813559322035]","[5.608004152901883e-26, 674883.3213979964, 90232.06714739451, 225456.70562806638, 303832.3297732433, 236808.48170290788, 27056.301928930436, 33800.31315483229, 32774.510523391225, 16366.82633031306, 16186.107785518865, 52291.885239789015, 32897.34472353297, 74561.76554649253, 43024.32023893233]",3.0,0.3,boxcar,59,29,263.1000000000001,15,16,233.93749999999994,7.999999999999886,740.9999999999999,"[2, 5, 8, 11, 15, 17, 22, 26, 28, 32, 35, 38, 42, 45, 50, 54]","[159.0, 158.99999999999994, 439.9999999999999, 364.9999999999998, 230.00000000000023, 275.9999999999999, 740.9999999999999, 16.000000000000114, 51.0, 134.9999999999999, 119.0, 328.9999999999999, 7.999999999999886, 146.00000000000006, 501.0, 68.0]","[0, 3, 3, 10, 12, 3, 3, 23, 23, 23, 34, 34, 41, 44, 48, 52]","[3, 6, 16, 16, 16, 19, 57, 27, 29, 57, 36, 57, 44, 48, 57, 57]",0.05,20,17672058.0,746.9999999999999,-746.9999999999999,DWT,mdp.39015061285097,0.0,0.0,1.1368683772161603e-13,0.0,1.0,64,0.0,1.1368683772161603e-13,,0.0,5.684341886080802e-14,2.7755575615628914e-17,0.0,1.52587890625e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.1368683772161603e-13,0.0,0.0,0.0,7.275957614183426e-12,1.0,64,5.684341886080802e-14,9.094947017729282e-13,8.526512829121202e-14,2.7755575615628914e-17,3.4924596548080444e-10,1.1368683772161603e-13,0.0,3.4924596548080444e-10,1.1368683772161603e-13,1.1368683772161603e-13,1.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9717133692966136,0.6551662833054318,0.22285645676566862,0.6464285714285718,0.03761869949687792,1.0,1.0,0.2,1.0,167,1.295658299983698,0.6110090823755511,98,0,0,1.0,1.0,197,0,0,0.5067566760586327,0.5785830903980446,109,47.161955006127556,0.9193812734937991,142.75,131.3949959157219,0.8376820897383526,5,rbio,240.86666666666667,209.0,178.2190836892749,135,0.6649401866701722,0.962336627648334,0.24584088103637924,2,4.25
rbio2.8,1,antireflect,8.533175264394771e-27,318.13201879721225,4088679.199190009,0.5789473684210527,394.93494755552797,59,raw,7.394461690791553e-14,-6.42292885544298e-11,5.200479171443897,182265.4882956353,0.9314851637339189,1.0369060324828097e-05,1.0,0.4745762711864407,30072.0,0.10067187867245335,0.13988685781142182,65466.193840334294,28436256.169857405,3,2993.8359554776334,0.06779661016949153,"[0.0, 0.01694915254237288, 0.03389830508474576, 0.05084745762711865, 0.06779661016949153, 0.0847457627118644, 0.1016949152542373, 0.11864406779661017, 0.13559322033898305, 0.15254237288135594, 0.1694915254237288, 0.1864406779661017, 0.2033898305084746, 0.22033898305084745]","[30072.0, 4461.956743542109, 1631.5164666187522, 2578.948005685256, 2993.8359554776334, 2643.075899446662, 893.3985151674731, 998.5535729581827, 983.2843232961874, 694.8534930071495, 691.006642278355, 1242.0187657897036, 985.1252049075912, 1483.0954398222436]",3.0,0.3,263.1,15,0.4915254237288136,674883.3213979963,0.12823513686702942,0.13430393033575122,2344512.508474576,17501657478.11626,[0.01694915254237288],5,674883.3213979963,0.01694915254237288,"[0.0, 0.01694915254237288, 0.03389830508474576, 0.05084745762711865, 0.06779661016949153, 0.0847457627118644, 0.1016949152542373, 0.11864406779661017, 0.13559322033898305, 0.15254237288135594, 0.1694915254237288, 0.1864406779661017, 0.2033898305084746, 0.22033898305084745, 0.23728813559322035]","[2.3855923916055276e-25, 674883.3213979963, 90232.06714739454, 225456.70562806638, 303832.32977324346, 236808.48170290788, 27056.30192893045, 33800.31315483234, 32774.510523391225, 16366.82633031305, 16186.10778551888, 52291.885239789095, 32897.34472353298, 74561.76554649262, 43024.32023893239]",3.0,0.3,boxcar,59,29,263.1,15,16,233.93750000000003,8.0,741.0000000000002,"[2, 5, 8, 11, 15, 17, 22, 26, 28, 32, 35, 38, 42, 45, 50, 54]","[159.0, 158.9999999999999, 440.0000000000001, 364.9999999999999, 230.00000000000006, 276.0, 741.0000000000002, 16.0, 51.000000000000114, 135.0, 119.0, 329.0, 8.0, 145.9999999999999, 501.0000000000001, 68.0]","[0, 3, 3, 10, 12, 3, 3, 23, 23, 23, 34, 34, 41, 44, 48, 52]","[3, 6, 16, 16, 16, 19, 57, 27, 29, 57, 36, 57, 44, 48, 57, 57]",0.05,20,17672058.000000004,747.0000000000002,-747.0000000000002,DWT,mdp.39015061285097,0.0,0.0,2.2737367544323206e-13,0.0,1.0,64,0.0,0.0,,1.3642420526593924e-12,2.842170943040401e-14,0.0,0.0,1.1444091796875e-05,0.0,2.7755575615628914e-17,0.0,0.0,0.0,0.0,5.684341886080802e-14,0.0,0.0,0.0,7.275957614183426e-12,1.0,64,2.842170943040401e-14,4.547473508864641e-13,6.039613253960852e-14,0.0,2.3283064365386963e-10,5.684341886080802e-14,0.0,2.3283064365386963e-10,2.2737367544323206e-13,2.2737367544323206e-13,1.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9381885513082742,0.7452036334198073,0.39958254728465,0.585526315789474,0.6777732395763912,1.0,1.0,0.2,1.0,12,1.6406260432835393,0.7736896473713163,20,0,0,1.0,1.0,251,0,0,0.6692548574757194,0.7641133545863786,20,116.89418291771409,0.8001808839013435,75.75,21.354129741226515,0.8353468522070819,6,rbio,240.86666666666667,209.0,178.2190836892749,135,0.6649401866701722,0.962336627648334,0.24584088103637924,2,5.0
rbio2.6,1,antisymmetric,7.869141569532121e-27,318.4838518695572,3894036.3935716352,0.5555555555555556,294.06604968861865,59,raw,6.72004824668027e-14,-6.389733187006687e-11,5.0455183320784345,141681.9388804399,0.9323188915923273,1.0369060324828095e-05,1.0,0.4745762711864407,30072.0,0.10067187867245335,0.13988685781142185,65466.193840334294,28436256.169857405,3,2993.8359554776343,0.06779661016949153,"[0.0, 0.01694915254237288, 0.03389830508474576, 0.05084745762711865, 0.06779661016949153, 0.0847457627118644, 0.1016949152542373, 0.11864406779661017, 0.13559322033898305, 0.15254237288135594, 0.1694915254237288, 0.1864406779661017, 0.2033898305084746, 0.22033898305084745]","[30072.0, 4461.956743542108, 1631.5164666187518, 2578.948005685255, 2993.8359554776343, 2643.0758994466623, 893.3985151674725, 998.553572958183, 983.2843232961875, 694.853493007149, 691.0066422783549, 1242.0187657897036, 985.1252049075906, 1483.0954398222432]",3.0,0.3,263.0999999999999,15,0.4915254237288136,674883.3213979964,0.12823513686702942,0.13430393033575122,2344512.5084745768,17501657478.11626,[0.01694915254237288],5,674883.3213979964,0.01694915254237288,"[0.0, 0.01694915254237288, 0.03389830508474576, 0.05084745762711865, 0.06779661016949153, 0.0847457627118644, 0.1016949152542373, 0.11864406779661017, 0.13559322033898305, 0.15254237288135594, 0.1694915254237288, 0.1864406779661017, 0.2033898305084746, 0.22033898305084745, 0.23728813559322035]","[2.3855923916055276e-25, 674883.3213979964, 90232.06714739461, 225456.70562806638, 303832.32977324334, 236808.48170290815, 27056.301928930447, 33800.31315483234, 32774.510523391225, 16366.82633031306, 16186.107785518885, 52291.885239789095, 32897.34472353297, 74561.76554649262, 43024.3202389324]",3.0,0.3,boxcar,59,29,263.0999999999999,15,16,233.93750000000006,8.0,741.0000000000002,"[2, 5, 8, 11, 15, 17, 22, 26, 28, 32, 35, 38, 42, 45, 50, 54]","[159.0, 158.9999999999999, 440.0000000000001, 365.00000000000006, 230.0, 276.0, 741.0000000000002, 16.0, 51.000000000000114, 135.0, 119.00000000000011, 329.0, 8.0, 145.9999999999999, 501.0000000000001, 68.0]","[0, 3, 3, 10, 12, 3, 3, 23, 23, 23, 34, 34, 41, 44, 48, 52]","[3, 6, 16, 16, 16, 19, 57, 27, 29, 57, 36, 57, 44, 48, 57, 57]",0.05,20,17672058.000000004,747.0000000000002,-747.0000000000002,DWT,mdp.39015061285097,0.0,0.0,2.2737367544323206e-13,0.0,1.0,64,0.0,0.0,,2.2737367544323206e-12,5.684341886080802e-14,0.0,0.0,1.1444091796875e-05,0.0,2.7755575615628914e-17,0.0,0.0,0.0,0.0,5.684341886080802e-14,0.0,0.0,0.0,7.275957614183426e-12,1.0,64,5.684341886080802e-14,9.094947017729282e-13,6.039613253960852e-14,0.0,3.4924596548080444e-10,5.684341886080802e-14,0.0,3.4924596548080444e-10,2.2737367544323206e-13,2.2737367544323206e-13,1.0,64.0,0.0,0.0,0.0,0.0,9.313225746154785e-10,0.0,2.7755575615628914e-17,0.9422520425071701,0.5405077615331646,0.2367490693214853,0.3750000000000005,0.4846997593582186,1.0,1.0,0.2,1.0,40,1.2978595446749146,0.6120471496644969,96,0,0,1.0,1.0,231,0,0,0.5158417265440078,0.5889558330467125,99,81.01234473831751,0.8615173594216795,116.5,80.24606477293287,0.8311860301381901,7,rbio,240.86666666666667,209.0,178.2190836892749,135,0.6649401866701722,0.962336627648334,0.24584088103637924,2,5.75
