signal_type,wavelet,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,wavelet_psnr,signal_length,decomposition_levels,original_level,padded,emd_value,kl_divergence,change_point_indices,change_point_prominences,num_change_points,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,prominence_threshold,distance_factor,max_autocorrelation,upper_envelope,lower_envelope,wavelet_type,htid,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,prominence_min_diff,prominence_max_diff,avg_prominence_diff,upper_envelope_diff,prominence_threshold_diff,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,distance_factor_diff,lower_envelope_diff,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,relative_num_peaks_diff,emd_value_normalized,smoothness_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,correlation_normalized,avg_variance_across_levels_normalized,kl_divergence_normalized,prominence_min_diff_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,relative_num_peaks_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_signal_weighted_score,reconstruction_signal_normalized_weighted_score,reconstruction_signal_normalized_weighted_rank,wavelet_signal_weighted_score,wavelet_signal_normalized_weighted_score,wavelet_signal_normalized_weighted_rank,reconstruction_signal_num_missing_metrics,reconstruction_signal_missing_metrics_count,reconstruction_signal_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_rank,wavelet_signal_num_missing_metrics,wavelet_signal_missing_metrics_count,wavelet_signal_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank
smoothed,db34,81794.845775561,0.6724137931034483,59.22856980397942,15.590891826042544,58,1,False,False,67.75078866295269,,"[1, 4, 8, 10, 15, 19, 25, 27, 29, 31, 35, 38, 41, 43, 46, 50, 52, 54]","[27.187581397717185, 30.89206161647556, 65.67497354723793, 58.447926886112164, 79.23617220800816, 253.6170161496046, 296.73125352251583, 62.09737703288299, 69.80114535557037, 271.69143267423806, 116.33879242411726, 135.6545001499511, 79.50807296964446, 88.38100629128171, 41.126695145260264, 50.109126251866606, 25.273909427403854, 4.776484743122268]",18,5.144370870931817,6497.642911877394,0.9999999999999999,1.3816520920333924e-05,-0.03621007347883209,16,182.10764747799274,36.843664070784456,487.2074954139425,"[3, 6, 10, 15, 21, 23, 25, 28, 31, 35, 37, 39, 43, 46, 50, 54]","[36.843664070784456, 72.80530562791881, 169.50910270626113, 180.69281089032393, 69.88621541251597, 320.3957336717936, 487.2074954139425, 100.93730618617238, 376.2534784062645, 116.62527000092246, 218.02962977263462, 290.9025248518668, 188.05090168337995, 107.94049109398456, 124.93142833002253, 52.71100152909557]","[1, 4, 8, 13, 19, 19, 19, 27, 27, 34, 36, 38, 41, 45, 45, 52]","[4, 8, 13, 19, 22, 24, 38, 29, 38, 38, 38, 41, 45, 48, 52, 55]",0.05,20,746927.4030549158,298.30292311885785,-298.30292311885785,SWT,mdp.39015061285097,0.0,-3.5,35.24366407078455,160.79250458605748,81.48859985894516,349.69707688114215,0.0,81.48859985894516,2209.389026314551,147.2561305002838,0.0,349.69707688114215,0.0,-3.5,0.0,-3.5,9.0,0.8397094672265357,0.40900417751418244,0.13322395796266145,0.9753780147214264,0.006487688323010804,0.6923076923076921,0.24303192631610873,1.2507804675416288e-12,,0.4010061374485861,0.6516649620788694,0.6516649620788694,0.7660767565012259,0.8774955666774369,0.6570400946646624,0.75,0.6060606060606061,0.5,0.8823375826372958,0.8823375826372958,0.5,2.371932769764294,0.8645801047751608,7,1.3196171671720516,0.864076388608573,12,0,0,0.6771403542320706,0.8280829449591012,5,0,0,0.41239286554660864,0.9585052471912887,4,3.559026084010437,0.9571201676625248,7.0,5.915492957746478,0.9363914091324672,1,db,22.741935483870968,19.0,18.846693329663047,31,0.29534981147884376,0.7091363534520144,0.580514225929205,1,1.0
smoothed,db30,84199.29567135153,0.6379310344827587,48.51124788059972,15.572580060115083,58,1,False,False,68.76836439670782,,"[1, 5, 7, 9, 12, 15, 20, 23, 27, 29, 32, 36, 41, 44, 46, 48, 53, 55]","[20.61821840541701, 52.93998587757373, 63.78302949161975, 34.514187438465356, 94.5865108239844, 245.6857420919291, 38.703621096618186, 4.507967856442079, 319.4530976625582, 340.52464198197566, 64.69522233005908, 42.874330452119516, 212.31476681377185, 126.30954394845125, 57.658056545711574, 12.825735223916489, 23.870678173519558, 5.063928709848241]",18,5.071682383957972,6497.642911877394,0.9999999999999999,1.3839152661201378e-05,-0.03921799824992017,15,197.72372481357777,34.708860193634266,489.30525700004137,"[3, 7, 12, 18, 23, 27, 29, 32, 36, 39, 41, 44, 48, 51, 55]","[34.708860193634266, 166.90130077006785, 212.17682139399454, 112.92295122096958, 215.01433838852776, 362.30948744416287, 489.30525700004137, 173.03393468868677, 128.03825910801794, 181.32637079559726, 348.9973463630252, 240.72506622542087, 140.39837886846155, 92.50482672724573, 67.49267301581285]","[1, 5, 9, 15, 15, 15, 15, 31, 34, 38, 40, 42, 46, 49, 53]","[5, 9, 15, 20, 26, 28, 42, 40, 38, 40, 42, 46, 49, 53, 57]",0.05,20,748599.8448704421,346.86515563550074,-346.86515563550074,SWT,mdp.39015061285097,0.0,-11.5,33.10886019363436,158.69474299995863,97.1046771945302,301.13484436449926,0.0,97.1046771945302,2261.5225388703334,162.05133324267388,0.0,301.13484436449926,0.0,-11.5,0.0,2.0,8.0,0.8545206745965359,0.4109107045791701,0.13195889155174328,0.9380939235509392,0.01608019536970126,0.5384615384615384,0.2408345890405576,1.2507804675416288e-12,,0.3766898048934959,0.7766006977729499,0.7766006977729499,0.8771017077211647,0.9003663461001636,0.6481955265775607,0.5,0.12121212121212122,0.1,0.7591939796151859,0.7591939796151859,0.7749999999999999,2.2971776127543166,0.8373315156481628,12,1.2476102591454168,0.8169267526456968,21,0,0,0.6141795717733981,0.7510874597107969,15,0,0,0.3913575646439296,0.9096138914576218,8,5.477225575051661,0.9340093304210644,14.0,12.398523985239853,0.8826673158129419,2,db,22.741935483870968,19.0,18.846693329663047,31,0.29534981147884376,0.7091363534520144,0.580514225929205,1,1.75
smoothed,db28,86591.81978269179,0.603448275862069,29.81219270598548,16.04016991442358,58,1,False,False,71.11147541867105,,"[1, 4, 6, 8, 10, 14, 19, 21, 23, 27, 29, 35, 37, 39, 43, 46, 48, 50, 52, 55]","[26.63288387892129, 19.404826412278698, 50.028483651445455, 87.43439847472514, 83.99135340888091, 245.82519491415698, 70.45866100934646, 97.75428057223516, 38.965281286036756, 271.30764422643756, 322.8765009114297, 79.11283511513074, 22.670664862767858, 27.536081281400158, 235.02547270503857, 67.00342005595101, 69.15181294416028, 50.94980765622614, 40.43807202597237, 44.80038583786424]",20,4.994219655464685,6497.642911877395,0.9999999999999999,1.3829037304466632e-05,0.07121397067042255,15,211.61723474242618,52.66158193912574,497.3303482212601,"[2, 6, 10, 17, 21, 27, 29, 31, 35, 39, 41, 43, 46, 50, 54]","[52.66158193912574, 137.88231411050964, 248.01222889948403, 139.7931298666775, 226.4715166124381, 271.30764422643756, 497.3303482212601, 291.13673456722546, 211.57064215175734, 151.23308748072932, 163.60329415350583, 343.9206768541535, 219.50109683815904, 129.65825237186579, 90.17597284306342]","[1, 4, 8, 14, 14, 14, 14, 30, 33, 37, 37, 42, 45, 48, 52]","[4, 8, 14, 19, 23, 28, 42, 42, 42, 40, 42, 45, 48, 52, 55]",0.05,20,746682.763155287,326.383161974701,-326.383161974701,SWT,mdp.39015061285097,0.0,-7.0,51.06158193912583,150.66965177873988,110.9981871233786,321.616838025299,0.0,110.9981871233786,2469.9251878030595,178.42877931204296,0.0,321.616838025299,0.0,-7.0,0.0,-11.5,8.0,0.8886255594576971,0.41005857387036854,0.16426228714532254,0.8983609816271704,0.025625124726552234,0.3846153846153843,0.32150691304731593,1.251043402262575e-12,,0.5811790120309337,0.8877551091550102,0.8877551091550102,1.0,0.9917918185302516,0.6143601917227228,0.5,0.3939393939393939,0.325,0.8111320056440035,0.8111320056440035,0.09999999999999998,2.426429515880315,0.8844444125108211,6,1.232604584528055,0.8071011384792856,23,0,0,0.6586703871517774,0.8054958038478729,7,0,0,0.38663185306138276,0.8986301433693031,11,7.804912982645397,0.9059649038235494,11.75,9.010811956752173,0.8821993193816542,3,db,22.741935483870968,19.0,18.846693329663047,31,0.29534981147884376,0.7091363534520144,0.580514225929205,1,2.5
smoothed,db23,89530.73863180476,0.5862068965517241,28.216362074850792,16.19462238464915,58,1,False,False,78.76324378739652,,"[2, 4, 6, 10, 15, 17, 20, 23, 34, 37, 39, 41, 43, 47, 49, 54]","[94.97313669996178, 106.68628107972937, 19.273870459261417, 255.91615920991384, 43.83154214490916, 44.04909939470287, 34.17443396881421, 227.89820930475813, 251.81584866174148, 68.87427759952227, 22.50275762022035, 64.76759495406876, 34.9245238953029, 214.22559859013526, 76.44408265773964, 65.7645989358839]",16,4.8850412788548425,6497.642911877393,0.9999999999999999,1.36486713256335e-05,0.12921788998664466,15,207.66997214253124,17.326684445437984,485.33080058661244,"[2, 6, 13, 17, 23, 30, 32, 34, 37, 41, 44, 46, 49, 52, 56]","[204.6727493042538, 230.33893956457308, 76.93342624363447, 199.24296461699413, 475.8403009058526, 17.326684445437984, 194.9491416584001, 485.33080058661244, 224.9958480047806, 157.5502726635011, 91.26667481193161, 311.90378264958264, 234.05499932085064, 171.13922769328744, 39.50376966827581]","[0, 4, 10, 10, 10, 29, 31, 10, 36, 39, 43, 45, 47, 50, 54]","[4, 10, 15, 20, 33, 31, 33, 47, 45, 45, 45, 47, 50, 54, 57]",0.05,20,774099.6910220677,260.67508679918626,-260.67508679918626,SWT,mdp.39015061285097,0.0,-7.0,15.726684445438075,162.66919941338756,107.05092452348366,387.32491320081374,0.0,107.05092452348366,2410.7162488046356,158.09661036925817,0.0,387.32491320081374,0.0,-11.5,0.0,-7.0,8.0,0.9999999999999999,0.39486431098700037,0.1749326197030739,0.8423601386211538,0.03734988547915627,0.30769230769230727,0.363879706165905,1.2505175328206825e-12,,0.17869936158008015,0.8561752093954316,0.8561752093954316,0.8474249995506604,0.965817075657561,0.6649526025916954,0.5,0.12121212121212122,0.325,0.9777538577589671,0.9777538577589671,0.325,2.3376500283259083,0.8520838921663504,10,1.2319026827118846,0.806641537921213,24,0,0,0.6329970245750762,0.7740995452189988,12,0,0,0.3901348710812309,0.9067720425958566,9,6.946221994724902,0.9163105783768084,13.75,11.900826446280991,0.8753239638871994,4,db,22.741935483870968,19.0,18.846693329663047,31,0.29534981147884376,0.7091363534520144,0.580514225929205,1,3.25
smoothed,db24,89364.20944427318,0.6206896551724138,26.148482150558195,15.540976705269644,58,1,False,False,76.15380771701071,,"[3, 5, 7, 10, 14, 16, 18, 20, 24, 33, 36, 38, 40, 46, 49, 51, 53, 55]","[42.48380657956239, 85.87387555910021, 93.36912885326107, 244.01857032896297, 16.062969088711192, 64.21826406646937, 93.68172666184293, 40.99422139492199, 172.517619826649, 237.49075090144316, 100.84274638863862, 79.75676989181096, 45.072418118216916, 240.9121895683689, 30.48966744600972, 45.389584885668484, 68.02938270895032, 0.9484478522117961]",18,4.885286253298354,6497.642911877395,0.9999999999999999,1.4031594668442291e-05,-0.05841384707132399,14,216.41412472019434,71.71545476075805,488.7440038447824,"[3, 7, 14, 18, 24, 31, 33, 36, 40, 43, 45, 48, 51, 55]","[71.71545476075805, 251.3698387031227, 133.54286491901019, 240.1992025791793, 425.93631630646325, 169.93016902020017, 488.7440038447824, 241.0690698122929, 164.86189930161115, 104.79674255367334, 288.0240452781931, 205.87556115323844, 156.16924697582732, 87.56333087436838]","[1, 5, 10, 10, 10, 30, 10, 34, 38, 42, 34, 46, 49, 53]","[5, 10, 16, 20, 32, 32, 46, 38, 44, 44, 46, 49, 53, 57]",0.05,20,737206.2173303289,251.9022207664019,-251.9022207664019,SWT,mdp.39015061285097,0.0,-6.0,70.11545476075814,159.2559961552176,115.79507710114676,396.0977792335981,0.0,115.79507710114676,2325.4644127493875,170.26931707954023,0.0,396.0977792335981,0.0,-10.5,0.0,3.0,7.0,0.9620186513149072,0.4271222676840208,0.12977557712725424,0.8424857933137544,0.0366855204584199,0.46153846153846134,0.22681171368258893,1.251043402262575e-12,,0.7982108026100786,0.9261324151542811,0.9261324151542811,0.9387704303808544,0.9284174100256741,0.6505618783015524,0.25,0.18181818181818182,0.375,0.9999999999999999,0.9999999999999999,0.825,2.5869452813352805,0.9429531270427721,3,1.2095333489510387,0.7919942495920733,27,0,0,0.7333369611204086,0.8968064399302118,2,0,0,0.3858047481400822,0.8967077424907295,12,11.575836902790225,0.8605320855085515,11.0,4.194174757281554,0.8640009825133119,5,db,22.741935483870968,19.0,18.846693329663047,31,0.29534981147884376,0.7091363534520144,0.580514225929205,1,4.0
smoothed,db22,90103.74457199273,0.5689655172413793,35.038545751192935,16.364310562007955,58,1,False,False,75.49239334458629,,"[3, 6, 9, 14, 16, 19, 22, 35, 37, 42, 44, 47, 50, 55]","[7.641918439710125, 39.880452864248355, 243.50851454660253, 17.060827270418656, 5.637951100067141, 93.46311564609034, 217.32204967448928, 212.6826432034966, 86.75392267955039, 30.760639988999067, 35.66446318760083, 232.19217847390811, 91.35758033171804, 48.16892988363513]",14,4.868256249893631,6497.642911877395,0.9999999999999999,1.4142619009640171e-05,0.12689894843537647,14,198.63248250232886,7.9263815363907995,462.05019334613405,"[2, 6, 13, 16, 22, 31, 33, 35, 38, 42, 45, 47, 50, 53]","[7.9263815363907995, 193.3987210563749, 109.10833989765503, 216.66839593014691, 462.05019334613405, 20.379208806482538, 252.4981180033514, 357.4449314272995, 220.36174968999063, 126.52250471177717, 95.0158465147793, 423.5116247699556, 183.03556841176967, 112.93317093049592]","[1, 3, 9, 9, 9, 30, 32, 34, 37, 40, 44, 34, 48, 51]","[3, 9, 14, 19, 34, 32, 34, 46, 46, 46, 46, 48, 51, 55]",0.05,20,728765.5104239497,259.2427489980047,-259.2427489980047,SWT,mdp.39015061285097,0.0,-6.0,6.32638153639089,185.94980665386595,98.01343488328128,388.7572510019953,0.0,98.01343488328128,2076.521421699271,156.64746086669697,0.0,388.7572510019953,0.0,-10.5,0.0,-6.0,7.0,0.9523915099606953,0.436475101502942,0.1866555094755248,0.8337505970535287,0.039635881759915295,0.23076923076923067,0.36218568217986535,1.251043402262575e-12,,0.07162587623485374,0.7838711734482366,0.7838711734482366,0.8365504102913135,0.8192070392291732,0.7631081400045057,0.25,0.18181818181818182,0.375,0.981385965025078,0.981385965025078,0.375,2.1571693838354813,0.7862978899185177,17,1.2025284937112668,0.787407517796761,28,0,0,0.6002353270437214,0.7340348779693405,17,0,0,0.38023293908786915,0.8837574500412823,13,6.4485140407177015,0.9223070597503892,18.75,17.369824561403508,0.8482017226462789,6,db,22.741935483870968,19.0,18.846693329663047,31,0.29534981147884376,0.7091363534520144,0.580514225929205,1,4.75
smoothed,sym11,120457.26305380254,0.6551724137931034,19.563628459610197,18.517546737524697,58,1,False,False,48.92275530557466,,"[4, 7, 11, 15, 18, 21, 26, 29, 34, 38, 40, 44, 49, 52]","[115.51578027389223, 325.22660565647, 43.383018574723344, 14.311528518766881, 7.309983100293017, 29.394019636580335, 18.997222429972933, 12.379107397888387, 10.504449570825729, 20.219768560295684, 38.179381437997336, 7.567435136553712, 159.36139194933952, 317.037869229866]",14,3.8308012154710926,6497.64291187755,0.9999999999999999,1.3160176162772071e-05,0.5067507804251651,16,132.32354721583602,10.504449570825729,501.54173403180613,"[1, 4, 7, 11, 15, 18, 21, 25, 28, 32, 36, 39, 44, 48, 50, 54]","[42.45775871708366, 355.05234026260666, 501.54173403180613, 145.75710801218088, 43.31586379390482, 11.678733711195452, 50.197997391109176, 29.305799191047292, 19.34177159747535, 33.95959447127064, 10.504449570825729, 45.10829942347576, 61.1692256791879, 125.59399693361333, 493.57187063005694, 148.62021203653663]","[0, 3, 5, 9, 13, 16, 13, 22, 26, 26, 34, 38, 40, 46, 49, 52]","[3, 5, 52, 49, 16, 20, 46, 46, 29, 38, 38, 40, 46, 49, 52, 57]",0.05,20,756808.2689242257,339.08389652570986,-339.08389652570986,SWT,mdp.39015061285097,0.0,-12.5,8.90444957082582,146.45826596819387,31.704499596788438,308.91610347429014,0.0,31.704499596788438,1412.8434221200432,79.77771543324818,0.0,308.91610347429014,0.0,-3.5,0.0,5.5,9.0,0.5656601781418641,0.35371284789075236,0.3354116027551542,0.3016089925294287,0.1607306654101609,0.615384615384615,0.6396735361449148,1.2960052395443952e-12,,0.10099117781874117,0.2533694709348125,0.2533694709348125,0.259710749109416,0.5280539518585152,0.5966041756009399,0.75,0.6060606060606061,0.05000000000000002,0.7789256153570121,0.7789256153570121,0.9499999999999998,1.6897376311179277,0.6159169251241658,26,1.2102519590450027,0.7924647906173471,26,0,0,0.4921675694193222,0.6018775394952124,27,0,0,0.37152280478227323,0.8635128965265442,24,1.2583057392117916,0.9848396898890146,25.75,25.7025171624714,0.8372993630167964,7,sym,52.214285714285715,59.0,26.57696681028828,14,0.6781076066790352,1.0,0.22532467532467532,5,6.5
smoothed,db29,84969.82657852804,0.5862068965517241,38.530277788563176,15.98432091023155,58,1,False,False,69.03165415948872,,"[4, 7, 9, 11, 14, 20, 22, 24, 26, 28, 30, 34, 36, 38, 42, 45, 47, 49, 51, 53, 55]","[16.55766869385424, 16.007700868314302, 60.41249220349444, 112.55894024364328, 241.99801392558498, 39.38143793078716, 88.90965961797536, 60.96084497896817, 87.87351258596168, 403.60394456811747, 122.00489350677705, 68.38016021851887, 25.92478870779741, 14.557928093453938, 207.78403616097148, 68.37897268364927, 73.70342997019547, 63.97525607117727, 26.42607786109282, 51.05356399828904, 18.139139109717924]",21,5.048741488608614,6497.642911877394,0.9999999999999999,1.3766726829970494e-05,0.07000121514427012,15,205.84674956580173,56.575630025202415,564.1591139439502,"[3, 7, 11, 18, 22, 26, 28, 30, 34, 38, 40, 42, 45, 49, 53]","[56.575630025202415, 116.60348399543565, 243.92714523451232, 86.35126294638943, 248.6483226699188, 87.87351258596168, 564.1591139439502, 315.5636153118901, 220.90540466635645, 129.44026634227978, 157.47645853433096, 337.3806458189018, 237.23246813974288, 147.16693813909228, 138.39697513306126]","[0, 4, 9, 14, 14, 14, 14, 29, 32, 36, 36, 41, 43, 47, 51]","[4, 9, 14, 20, 24, 27, 41, 41, 41, 39, 41, 43, 47, 51, 55]",0.05,20,759599.6267151424,411.0522524932144,-411.0522524932144,SWT,mdp.39015061285097,0.0,-2.5,54.975630025202506,83.84088605604984,105.22770194675415,236.94774750678562,0.0,105.22770194675415,2383.3679101536927,164.15452225814738,0.0,236.94774750678562,0.0,-11.5,0.0,-2.5,8.0,0.8583529586669857,0.40480945906497817,0.16040396460196754,0.9263268546608432,0.019154213742770043,0.30769230769230727,0.3206209756896534,1.2507804675416288e-12,,0.6257616998910978,0.8415885978499897,0.8415885978499897,0.8928842868392075,0.9538194604921817,0.3325972056292959,0.5,0.12121212121212122,0.55,0.5964290084644231,0.5964290084644231,0.55,2.2194481032968056,0.808998761749082,14,1.1992569516358607,0.7852653341907717,30,0,0,0.6168591655577276,0.7543643666302465,14,0,0,0.3746700917650945,0.8708279869160264,21,7.58836829188814,0.9085738760013478,19.75,17.872340425531917,0.835311034386216,8,db,22.741935483870968,19.0,18.846693329663047,31,0.29534981147884376,0.7091363534520144,0.580514225929205,1,6.25
smoothed,db33,82814.805397193,0.5862068965517241,42.596411454946605,15.476532164198149,58,1,False,False,77.6555064271338,,"[4, 8, 10, 12, 14, 18, 24, 27, 29, 32, 36, 39, 41, 44, 46, 48, 50, 54]","[28.088826564020884, 1.44373473825474, 22.973796111886358, 63.343449599428546, 50.76282605305853, 252.6859300048136, 73.48413601857601, 199.55973933102902, 54.08413949336145, 97.1775507971522, 61.23872652947935, 192.7289991112739, 42.202460037292624, 104.81740336397655, 23.684570897459103, 68.38539445283429, 49.55869534675534, 15.688365945694752]",18,5.1190983811146396,6497.642911877394,0.9999999999999999,1.3734526633910193e-05,-0.05329734377944606,16,186.24762274161097,37.20005478876964,438.07159072663393,"[2, 6, 10, 14, 21, 24, 26, 29, 32, 36, 38, 41, 44, 48, 51, 55]","[43.0089457694998, 55.35543257249732, 130.1958699422853, 227.74352577615508, 182.38714229106728, 303.43456513396984, 432.63402183093376, 438.07159072663393, 97.1775507971522, 153.5739787676966, 242.01384199009308, 233.13614686869238, 180.40058390516128, 136.29384769174584, 87.33486501342222, 37.20005478876964]","[0, 0, 8, 12, 18, 18, 18, 18, 31, 35, 37, 39, 42, 46, 50, 54]","[4, 8, 12, 18, 23, 25, 27, 39, 39, 37, 39, 42, 46, 50, 54, 57]",0.05,20,759338.2206993215,258.3044160953706,-258.3044160953706,SWT,mdp.39015061285097,0.0,-12.5,35.60005478876973,209.92840927336607,85.62857512256339,389.6955839046294,0.0,85.62857512256339,2275.6286305324425,151.09628194093995,0.0,389.6955839046294,0.0,-12.5,0.0,1.0,9.0,0.9838764553732018,0.40209687298304936,0.12532343282836256,0.9624150015445543,0.010556797799974149,0.30769230769230727,0.2305494013773701,1.2507804675416288e-12,,0.4050655807121256,0.6847866509768106,0.6847866509768106,0.794893707089843,0.9065546364167938,0.8642065607721976,0.75,0.06060606060606061,0.05000000000000002,0.9837653798187648,0.9837653798187648,0.725,2.5058071335092844,0.913377909210762,5,1.1927686415045282,0.7810168326359848,31,0,0,0.6577858839323475,0.804414134403431,8,0,0,0.37781378370000884,0.8781347215055649,19,11.814539065631521,0.8576561558357648,15.75,9.758724241482861,0.8339485598455932,9,db,22.741935483870968,19.0,18.846693329663047,31,0.29534981147884376,0.7091363534520144,0.580514225929205,1,7.0
smoothed,db26,87206.39962906901,0.5862068965517241,40.634810735310495,15.623101750964448,58,1,False,False,78.26197209175257,,"[4, 6, 9, 12, 17, 22, 25, 31, 34, 37, 39, 41, 44, 47, 49, 51, 54]","[50.868787680221715, 16.743787903788075, 59.34609508910928, 235.12371472323818, 31.75314726819127, 99.77564180045081, 186.03370376797355, 256.782999060646, 118.40403137517137, 48.05430821189524, 2.425683029665258, 47.16059949636506, 211.19909351976113, 131.66451732339053, 34.62576038233892, 4.719008964712216, 37.91726150900172]",17,4.976436613834552,6497.642911877396,0.9999999999999999,1.3894310351096655e-05,-0.03190511664230781,16,191.26559066695418,14.638479880071806,489.1673772401932,"[1, 4, 9, 16, 20, 25, 29, 31, 34, 37, 41, 43, 45, 49, 52, 56]","[14.638479880071806, 114.63320468569412, 208.53051127901313, 102.86683363386756, 221.37517756770677, 374.47686319985655, 103.8832056842318, 489.1673772401932, 208.46247501601266, 157.5683669264073, 133.23649767866698, 313.1230854992117, 324.9264694523094, 133.09322033659316, 107.4896899149892, 52.77799267644153]","[0, 0, 6, 12, 12, 12, 28, 12, 32, 35, 39, 32, 44, 47, 51, 54]","[3, 6, 12, 17, 22, 30, 30, 44, 35, 39, 42, 44, 47, 54, 54, 57]",0.05,20,742996.8393200277,268.06825934181734,-268.06825934181734,SWT,mdp.39015061285097,0.0,-3.5,13.038479880071897,158.83262275980678,90.6465430479066,379.93174065818266,0.0,90.6465430479066,2355.916117337934,156.22935336960361,0.0,379.93174065818266,0.0,-8.0,0.0,-8.0,9.0,0.9927037970869292,0.41555725957657075,0.13544917721668165,0.8892395296197151,0.0280769793139356,0.30769230769230727,0.24617676631259294,1.2513063369835214e-12,,0.14807955763124322,0.7249326813127039,0.7249326813127039,0.8334128821832003,0.9417764603667667,0.6487768542803328,0.75,0.33333333333333337,0.5,0.9590063278888831,0.9590063278888831,0.275,2.346619862544392,0.8553534368631013,8,1.1839537073983448,0.7752448734513249,33,0,0,0.6498547588498376,0.7947150677710606,9,0,0,0.376861977102498,0.8759224824145317,20,11.67618659209133,0.8593230531073334,17.5,12.641660015961692,0.8242398398066788,10,db,22.741935483870968,19.0,18.846693329663047,31,0.29534981147884376,0.7091363534520144,0.580514225929205,1,7.75
