amplitude_max,amplitude_max_diff,avg_prominence,avg_prominence_diff,avg_variance_across_levels,correlation,dominant_frequency,dominant_frequency_diff,dynamic_cutoff,dynamic_cutoff_diff,emd_value,frequency_max,frequency_max_diff,htid,is_complex,kl_divergence,lower_envelope,lower_envelope_diff,max_autocorrelation,max_autocorrelation_diff,num_fft_peaks,num_fft_peaks_diff,positive_amplitudes,positive_frequencies,prominence_max,prominence_max_diff,prominence_min,prominence_min_diff,relative_left_bases,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,relative_num_peaks,relative_num_peaks_diff,relative_peaks,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,relative_prominences,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,relative_right_bases,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,scales_used,signal_length,signal_type,smoothness,spectral_bandwidth,spectral_bandwidth_diff,spectral_centroid,spectral_centroid_diff,spectral_magnitude,spectral_magnitude_diff,upper_envelope,upper_envelope_diff,variance_ratio_across_levels,wavelet,wavelet_adaptive_threshold,wavelet_energy_entropy,wavelet_entropy,wavelet_psnr,wavelet_sparsity,wavelet_type,emd_value_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,correlation_normalized,avg_variance_across_levels_normalized,kl_divergence_normalized,prominence_min_diff_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,spectral_centroid_diff_normalized,dynamic_cutoff_diff_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,amplitude_max_diff_normalized,frequency_max_diff_normalized,spectral_bandwidth_diff_normalized,num_fft_peaks_diff_normalized,relative_num_peaks_diff_normalized,dominant_frequency_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_weighted_score,reconstruction_normalized_weighted_score,reconstruction_normalized_weighted_rank,signal_weighted_score,signal_normalized_weighted_score,signal_normalized_weighted_rank,reconstruction_missing_metrics_count,reconstruction_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_rank,signal_missing_metrics_count,signal_dynamically_weighted_score,signal_normalized_dynamically_weighted_score,signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank,top_wavelet_rank
,,75285.79162925135,74415.33162925135,1327562.1257269748,0.07548978419927095,,,274652.8348118706,273871.8348118706,257690.4465854474,,,mdp.39015065389044,False,,-332449.04051860963,330932.04051860963,26235726145447.664,26235465630270.664,,,[],[],312560.56447019044,311052.56447019044,13014.444526434992,12778.444526434992,"[0, 142, 142, 142, 142, 296]",0.0,-47.0,6,44.0,"[71, 156, 214, 260, 280, 299]",0.0,-47.0,"[312560.56447019044, 13815.852080736047, 14196.478165962151, 13217.229299080092, 84910.18123310438, 13014.444526434992]",74415.33162925135,408191.7497755081,74415.33162925133,"[370, 159, 220, 265, 370, 370]",0.0,-33.5,127,371,raw,1.4571192390439043e-08,,,,,0.0,0.0,332449.04051860963,330932.04051860963,0.029379912318564017,mexh,2608.739789529497,25450065008.386585,14.343410551516433,-44.85130334858898,0.6404906933803086,CWT,0.9999999999999999,0.07702946077465633,0.9354430486945133,0.8967502709322488,0.99693685202639,0.617810131973851,0.11366408396182776,,0.9999999999999999,0.6126962667797669,0.6126962667797669,0.6126962667797664,,1.0,0.8508185307356984,1.0,,,,,0.45454545454545453,,0.7523896033198605,0.909090909090909,0.375,0.39128018487296934,0.39128018487296934,0.05,3.129770053806029,1.0,1,1.9536787634630022,1.0,1,0.0,0.6437495476983689,0.8378793063850292,2,0,0.6625191211947838,1.0,1,0.5,0.95,1.25,1.1428571428571428,0.9125,1,mexh,1.0,1.0,,1,0.1,,,2,1.25,1
,,94536.48542297751,93666.0254229775,707097.0138752859,0.07470206450135625,,,155184.2401778899,154403.2401778899,153450.03755407885,,,mdp.39015065389044,False,,-270247.80582955736,268730.80582955736,10501856094055.617,10501595578878.617,,,[],[],258290.86330095172,256782.86330095172,9701.258782365017,9465.258782365017,"[0, 148, 148, 148, 148]",0.0,-47.5,5,45.0,"[40, 155, 279, 310, 332]",0.0,-34.0,"[258290.86330095172, 9701.258782365017, 10665.223770418, 16389.908068498276, 177635.17319265453]",93666.0254229775,429159.4271148875,93666.02542297752,"[370, 159, 292, 327, 370]",0.0,-38.5,127,371,raw,2.4555825243361236e-07,,,,,0.0,0.0,270247.80582955736,268730.80582955736,0.011716020403199344,gaus2,1315.687467770432,9809524699.936295,14.370802328293813,-40.86292077791738,0.5744847931744381,CWT,0.5280182480399062,0.3282923102193252,1.0,0.31172510658488983,0.2641376060320457,0.614159676284212,0.03532095213933204,,0.46856312345303697,1.0,1.0,1.0,,0.5635182900621042,0.9263038815118062,0.7155875423682283,,,,,0.5454545454545454,,0.2850702091464677,0.606060606060606,0.25,0.27664841963931963,0.27664841963931963,0.4833333333333333,2.7969228118904876,0.8936512152032463,2,1.376690707618248,0.7046658505812842,4,0.0,0.5997991693334837,0.7806752078790303,3,0,0.44023627132853027,0.6644884007794526,4,0.9574271077563381,0.9042572892243662,3.25,3.0,0.7896286446121832,2,gaus,5.5,5.5,2.449489742783178,8,0.55,1.0,0.31499999999999995,1,1.75,2
,,48817.696572598776,47947.23657259878,805574.9422382126,0.0868079450502602,,,5125.575864884725,4344.575864884725,60942.233785734934,,,mdp.39015065389044,False,,-175610.17054751914,174093.17054751914,2386021891877.5767,2385761376700.5767,,,[],[],173946.44181050154,172438.44181050154,8078.611589061489,7842.611589061489,"[0, 110, 141, 141, 141, 227, 141, 141, 141]",0.0,-45.5,9,41.0,"[24, 123, 155, 186, 215, 242, 279, 310, 342]",0.0,-18.5,"[173946.44181050154, 9485.232056317938, 8078.611589061489, 9355.532005605512, 33927.89917315513, 18522.871809642493, 13327.542519052606, 8904.120384057358, 163811.0178059949]",47947.23657259878,395836.269153389,47947.23657259877,"[141, 141, 158, 189, 227, 253, 293, 314, 370]",0.0,-32.0,127,371,raw,1.5866331107145545e-07,,,,,0.0,0.0,175610.17054751914,174093.17054751914,0.023460761821204636,gaus6,696.7476436203159,2997265821.200692,14.165851992756885,-34.42806337690354,0.6236602500159178,CWT,0.10915961444202239,0.733679852086102,0.516972960942543,0.05691659028600947,0.8100848256361923,0.6702608257728256,0.04775528434589002,,0.20828959134263486,0.08018600317511546,0.08018600317511546,0.08018600317511543,,0.015274941330959508,0.8063377914686722,0.27356181370572685,,,,,0.18181818181818182,,0.04401783549743106,0.9999999999999999,0.75,0.10223903300655304,0.10223903300655304,0.9999999999999999,1.1928733571916832,0.38113769915494655,6,1.3711409455005075,0.7018251777841334,5,0.0,0.33745258790729,0.4392151284680578,5,0,0.4206899933587979,0.6349854364959725,5,0.5,0.95,5.25,5.217391304347826,0.7124999999999999,3,gaus,5.5,5.5,2.449489742783178,8,0.55,1.0,0.31499999999999995,1,2.5,3
,,72296.85944156721,71426.3994415672,974383.2324358727,0.06565164595545037,,,45880.40274843752,45099.40274843752,82041.16510890181,,,mdp.39015065389044,False,,-207569.25801741943,206052.25801741943,3875603382980.9053,3875342867803.9053,,,[],[],201704.92640889453,200196.92640889453,8933.085830959913,8697.085830959913,"[0, 142, 142, 142, 142, 142]",0.0,-47.0,6,44.0,"[35, 155, 216, 279, 310, 342]",0.0,-24.5,"[201704.92640889453, 9105.029317974142, 19517.51614578464, 9053.183008160115, 8933.085830959913, 185467.41593762996]",71426.3994415672,390258.1566494033,71426.39944156722,"[142, 159, 227, 283, 314, 370]",0.0,-38.0,127,371,raw,1.9751448647710374e-07,,,,,0.0,0.0,207569.25801741943,206052.25801741943,0.015931255718238186,gaus4,779.0713135834723,4104263049.5886927,14.184673169921492,-36.535500864773724,0.6123267610416623,CWT,0.20469176615678877,0.6009140657438924,0.5613307193896282,0.09832316721352541,0.68426013195099,0.5722181684585496,0.06906989153180798,,0.3453477454220103,0.5525620915112651,0.5525620915112651,0.5525620915112653,,0.16417379278941946,0.7862561309100585,0.4190363354861714,,,,,0.45454545454545453,,0.08826062622346217,0.6363636363636362,0.375,0.16113700553467852,0.16113700553467852,0.7999999999999999,1.8371829963597144,0.5870025480388138,3,1.282002189371488,0.6561990708744099,6,0.0,0.43206742909595475,0.562362115976363,4,0,0.39868684434931184,0.6017740946560484,7,1.8257418583505538,0.8174258141649446,5.0,4.48,0.6587129070824723,4,gaus,5.5,5.5,2.449489742783178,8,0.55,1.0,0.31499999999999995,1,3.25,4
,,51257.99585910769,50387.53585910769,601185.3697910707,0.10989714308764302,,,10829.660499852223,10048.660499852223,49732.49061378215,,,mdp.39015065389044,False,,-152722.23600976745,151205.23600976745,1604222569894.702,1603962054717.702,,,[],[],155673.9161465027,154165.9161465027,7945.925971667501,7709.925971667501,"[0, 110, 141, 141, 141, 235, 265, 141, 141]",0.0,-45.5,9,41.0,"[24, 123, 155, 186, 213, 242, 279, 310, 342]",0.0,-18.5,"[155673.9161465027, 24201.638990124586, 7945.925971667501, 9937.483738336741, 68105.52925342208, 16365.125674455909, 21964.472960261024, 9738.870843553334, 147388.9991536454]",50387.53585910769,417798.9627319692,50387.535859107695,"[141, 141, 158, 189, 265, 265, 293, 314, 370]",0.0,-36.5,127,371,raw,1.3168810409425151e-07,,,,,0.0,0.0,152722.23600976745,151205.23600976745,0.020128275306651528,gaus8,629.0297730599398,2163632852.0902843,14.201974655367952,-32.699626263985884,0.6287964004499438,CWT,0.058403921227802164,0.8425691139315314,0.6021068677409117,0.025735041877755313,0.8671065032987748,0.7772609357966024,0.021948000565529008,,0.18700674289480046,0.12928226089791997,0.12928226089791997,0.12928226089792022,,0.036114967303717826,0.8854052819652791,0.17780057273203853,,,,,0.18181818181818182,,0.020797230247683103,0.7272727272727272,0.75,0.060058450069081615,0.060058450069081615,0.9999999999999999,1.1769930092831056,0.376063732813788,8,1.5035097754009557,0.7695788087166913,3,0.0,0.3195842419333109,0.41595838617681463,7,0,0.45644719777698683,0.6889570175028792,3,2.6299556396765835,0.7370044360323417,5.25,4.280254777070064,0.6060022180161708,5,gaus,5.5,5.5,2.449489742783178,8,0.55,1.0,0.31499999999999995,1,4.0,5
,,,,8347201.250300266,-0.05390505887146063,,,0.0,781.0,233836.6319200205,,,mdp.39015065389044,False,,-662751.2390707991,661234.2390707991,34572358122021.355,34572097606844.355,,,[],[],,,,,[],,,0,50.0,[],,,[],,,,[],,,127,371,raw,1.7865868571404433e-07,,,,,0.0,0.0,662751.2390707991,661234.2390707991,0.022836401657986876,gaus1,1034.1167168704985,28210427549.581306,13.946498264618924,-46.07401876179424,0.550692955833351,CWT,0.8919942338931959,0.0,0.0,1.0,0.0,0.01816771812035667,1.0,,,,,,,0.0022553214738436408,,,,,,,1.0,,1.0,,,1.0,1.0,,1.3011276607369218,0.4157262796845588,5,1.1748653574161012,0.6013605611055465,8,0.6428571428571429,0.7683082071519115,1.0,1,0,0.4157374217162219,0.6275100724134316,6,2.943920288775949,0.7056079711224051,5.0,2.6815642458100557,0.6028039855612026,6,gaus,5.5,5.5,2.449489742783178,8,0.55,1.0,0.31499999999999995,1,4.75,6
,,51133.67632733945,50263.216327339454,751252.2270936447,-0.029356928246061665,,,0.0,781.0,53720.99503525623,,,mdp.39015065389044,False,,-228459.36730221414,226942.36730221414,1916369496586.8416,1916108981409.8416,,,[],[],175247.8265126996,173739.8265126996,12389.106025307996,12153.106025307996,"[0, 153, 166, 236, 272, 301]",0.0,-47.0,6,44.0,"[93, 157, 219, 249, 281, 312]",0.0,-47.0,"[175247.8265126996, 12389.106025307996, 66074.28299180618, 23540.179162575787, 14903.267374282375, 14647.395897364768]",50263.216327339454,263279.0579640367,50263.216327339454,"[301, 166, 301, 301, 301, 329]",0.0,-47.0,127,371,raw,1.0732166653557069e-07,,,,,0.0,0.0,228459.36730221414,226942.36730221414,0.023360396166373695,gaus7,662.5232650969385,2495039561.80935,14.188537520063141,-33.5134138402566,0.6406392597151771,CWT,0.07646314914181988,0.7913015683454974,0.57043822146769,0.038131113944042144,0.9985862393967949,0.13192882292542701,0.04089621757124752,,0.899695348979966,0.12678108253614476,0.12678108253614476,0.12678108253614484,,0.0022553214738436408,0.3291210057191913,0.28038201012291925,,,,,0.45454545454545453,,0.030068459271336515,0.09090909090909083,0.375,0.19963576066728922,0.19963576066728922,0.05,1.023188372446172,0.32692126094116725,9,1.2705690654130983,0.6503469706355129,7,0.0,0.23511367571177258,0.30601479136000614,9,0,0.3782493332560742,0.5709259116536005,8,0.9574271077563381,0.9042572892243662,8.25,8.161943319838057,0.5396286446121832,7,gaus,5.5,5.5,2.449489742783178,8,0.55,1.0,0.31499999999999995,1,5.5,7
,,56719.98953022985,55849.52953022985,1059673.4799742997,-0.04202744913623867,,,0.0,781.0,70041.25111077305,,,mdp.39015065389044,False,,-270465.28200218675,268948.28200218675,3033273938516.118,3033013423339.118,,,[],[],203650.77179616614,202142.77179616614,11641.447629836384,11405.447629836384,"[0, 174, 208, 236, 272]",0.0,-47.5,5,45.0,"[93, 188, 219, 249, 281]",0.0,-47.5,"[203650.77179616614, 11641.447629836384, 27456.01486731917, 20834.75561431561, 20016.95774351195]",55849.52953022985,240076.94765114924,55849.52953022985,"[297, 208, 297, 297, 297]",0.0,-47.5,127,371,raw,1.1070230188841772e-07,,,,,0.0,0.0,270465.28200218675,268948.28200218675,0.021470612396585435,gaus5,730.0346513450141,3518492569.27669,14.193268846332579,-35.507018671223754,0.6074452957531252,CWT,0.1503583221034092,0.6657070894760552,0.5815890132570964,0.0764127686751059,0.6300659754948165,0.0732110135362718,0.07983907899850548,,0.7797705173810421,0.23917183486955154,0.23917183486955154,0.2391718348695516,,0.0022553214738436408,0.24559151376039823,0.4292339716780408,,,,,0.5454545454545454,,0.06324218610695262,0.06060606060606055,0.25,0.27704921035817576,0.27704921035817576,0.033333333333333326,1.1860760781588877,0.37896588495903477,7,1.0867790684945946,0.5562731646671633,9,0.0,0.262935812508516,0.3422269996089314,8,0,0.32245475164875154,0.4867101059170008,9,0.9574271077563381,0.9042572892243662,8.25,8.161943319838057,0.5396286446121832,8,gaus,5.5,5.5,2.449489742783178,8,0.55,1.0,0.31499999999999995,1,6.25,8
,,71793.87675248978,70923.41675248978,1549022.252475236,-0.057825410368996924,,,0.0,781.0,85090.35656234797,,,mdp.39015065389044,False,,-352345.70562002354,350828.70562002354,5258457562549.779,5258197047372.779,,,[],[],181549.05809767015,180041.05809767015,12667.386236599508,12431.386236599508,"[0, 208, 238]",0.0,-48.5,3,47.0,"[93, 219, 249]",0.0,-48.5,"[181549.05809767015, 21165.185923199726, 12667.386236599508]",70923.41675248978,171858.63025746937,70923.41675248981,"[238, 238, 270]",0.0,-48.5,127,371,raw,1.3038697194379692e-07,,,,,0.0,0.0,352345.70562002354,350828.70562002354,0.01924145239927132,gaus3,869.4219011384674,5234653577.63319,13.948311649470812,-37.89597962524796,0.6233206698219327,CWT,0.21849795454028004,0.5152056955189803,0.004273786199881835,0.14060475668576622,0.8063147973609806,0.0,0.1416267841553768,,0.9443316530441992,0.5424426082701818,0.5424426082701818,0.5424426082701822,,0.0022553214738436408,0.0,0.31340501785240066,,,,,0.7272727272727273,,0.1293334567041674,0.0,0.0,0.4279481039945051,0.4279481039945051,0.0,1.4560830738785224,0.46523643873064063,4,0.8262887077228392,0.42293990351729954,10,0.0,0.3285587292247782,0.4276392288489701,6,0,0.26093196778018085,0.39384820668966863,10,3.0,0.7,7.5,6.486486486486488,0.475,9,gaus,5.5,5.5,2.449489742783178,8,0.55,1.0,0.31499999999999995,1,7.0,9
,,44832.10061453157,43961.64061453157,427360.70502445765,0.15796126529191706,,,617.2998336316879,163.70016636831213,36833.583796857856,,,mdp.39015065389044,False,,-120133.45278555981,118616.45278555981,904014270761.8932,903753755584.8932,,,[],[],121747.18863873648,120239.18863873648,6780.05265359854,6544.05265359854,"[0, 58, 77, 94, 109, 109, 204, 235, 265, 296, 296]",0.0,-44.5,11,39.0,"[24, 60, 82, 106, 124, 187, 214, 242, 277, 311, 350]",0.0,-44.5,"[121747.18863873648, 6780.05265359854, 16515.245986039008, 13219.561620479002, 36137.490207202376, 87691.31040253706, 21395.53571230045, 23645.528308997404, 29544.338527625187, 17810.025999892263, 118666.82870243945]",43961.64061453157,449630.10675984726,43961.64061453156,"[296, 109, 109, 109, 142, 296, 296, 296, 296, 314, 370]",0.0,-40.0,127,371,raw,1.151154166187341e-08,,,,,0.0,0.0,120133.45278555981,118616.45278555981,0.021527104547280084,morl,555.1613068920601,1475611234.630941,14.281414434534216,-30.20067107236638,0.6407666022879216,CWT,0.0,0.9999999999999999,0.7893305734915435,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.9999999999999999,0.0,,,,,0.0,,0.0,0.515151515151515,1.0,0.0,0.0,0.13333333333333333,0.678181818181818,0.21668742639961658,10,1.7946652867457717,0.9186081766915609,2,0.0,0.18917748917748922,0.24622604238312484,10,0,0.5413329390702205,0.8170827403350763,2,4.618802153517006,0.5381197846482995,6.0,3.3333333333333335,0.46905989232414974,10,morl,10.0,10.0,,1,1.0,,,3,8.25,10
