signal_type,wavelet,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,wavelet_psnr,signal_length,scales_used,emd_value,kl_divergence,is_complex,change_point_indices,change_point_prominences,num_change_points,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,prominence_threshold,distance_factor,max_autocorrelation,upper_envelope,lower_envelope,wavelet_type,htid,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,max_autocorrelation_diff,prominence_min_diff,prominence_max_diff,avg_prominence_diff,upper_envelope_diff,prominence_threshold_diff,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,distance_factor_diff,lower_envelope_diff,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,relative_num_peaks_diff,emd_value_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,correlation_normalized,avg_variance_across_levels_normalized,kl_divergence_normalized,prominence_min_diff_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,relative_num_peaks_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_signal_weighted_score,reconstruction_signal_normalized_weighted_score,reconstruction_signal_normalized_weighted_rank,wavelet_signal_weighted_score,wavelet_signal_normalized_weighted_score,wavelet_signal_normalized_weighted_rank,reconstruction_signal_num_missing_metrics,reconstruction_signal_missing_metrics_count,reconstruction_signal_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_rank,wavelet_signal_num_missing_metrics,wavelet_signal_missing_metrics_count,wavelet_signal_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank
raw,gaus8,19.868159510297104,0.6986280717624002,575.9162768824804,-30.440165493751113,201,99,28292.060301759222,,False,"[1, 19, 30, 36, 45, 59, 69, 78, 119, 158, 164, 177, 187]","[1326.366339184442, 13928.236364612236, 341.38008038172484, 7195.388921735092, 337.1890123995954, 45219.02558530762, 6749.71571709511, 5675.005261913684, 88177.3796320949, 645.6376296354792, 56939.748121923854, 130.74064694509434, 284.2438594848418]",13,13.34104733930269,284174.5910507307,0.019078564753859745,3.407715181305843e-07,0.4348435651005972,11,15315.948839917466,130.74064694509434,71323.18599050438,"[7, 31, 45, 59, 69, 78, 120, 158, 164, 177, 187]","[5153.396608208532, 7195.388921735092, 337.1890123995954, 71323.18599050438, 6749.71571709511, 5675.005261913684, 670.3373916176934, 645.6376296354792, 70310.59619955262, 130.74064694509434, 284.2438594848418]","[1, 19, 19, 19, 65, 75, 119, 119, 119, 176, 186]","[19, 36, 46, 119, 119, 119, 121, 159, 200, 200, 200]",0.05,30,258718509241.44846,88402.5846758787,-88402.5846758787,CWT,mdp.39015067403850,0.0,-10.5,,112.74064694509434,70373.19415364905,14776.5348616178,87410.5846758787,0.0,14748.588839917466,154291.43723909213,14748.588839917462,0.0,87410.5846758787,0.0,-1.5,0.0,-10.5,15.0,0.47052501759978327,0.6678272421952137,0.6151950993833183,1.0,0.31832901554404147,0.9466864379561301,0.6081415035729457,,0.4269191315378996,0.97307124222633,0.97307124222633,0.9725478558005427,0.46457002757082877,0.5225890892761637,0.9285714285714285,,0.4067796610169492,0.4242424242424242,0.994287682849133,0.994287682849133,0.5277777777777778,2.4550638086105447,1.0,1,2.0987141831179694,1.0,1,0,0,0.7173929371620784,1.0,1,1,0.125,0.6547077594644903,0.998426747594269,2,0.5,0.9642857142857143,1.25,1.1428571428571428,0.9375,1,gaus,6.375,6.0,4.533604683755678,8,0.49038461538461536,1.0,0.3567307692307692,1,1.0
raw,gaus6,19.81396833674504,0.717071209608523,555.980433373611,-30.4652963670083,201,99,28257.834504244027,,False,"[2, 19, 36, 59, 68, 77, 119, 158, 164, 178, 189]","[1131.5497366268883, 10687.042222147837, 3698.667320063088, 46474.720716010364, 5693.735815308413, 4933.943721943106, 88219.78251175651, 472.4864769395863, 53530.43907738835, 196.72273076118836, 164.40360102590785]",11,13.311433356034058,268522.5081422446,0.019691482517739153,4.6824423274464796e-07,0.4253207004045035,10,15606.517639506288,164.40360102590785,70524.5241356118,"[7, 31, 59, 68, 77, 120, 158, 164, 178, 189]","[6080.229918340647, 6100.8290437119, 70524.5241356118, 5693.735815308413, 4933.943721943106, 426.8816636378324, 472.4864769395863, 61471.4192877825, 196.72273076118836, 164.40360102590785]","[2, 19, 19, 65, 75, 119, 119, 119, 177, 188]","[19, 36, 119, 119, 119, 121, 159, 200, 200, 200]",0.05,30,260175517679.84363,88655.14356826508,-88655.14356826508,CWT,mdp.39015067403850,0.0,-11.0,,146.40360102590785,69574.53229875647,15067.103661206622,87663.14356826508,0.0,15039.157639506288,141881.17639506288,15044.964536650437,0.0,87663.14356826508,0.0,-2.0,0.0,-20.0,16.0,0.4690427693870825,0.6656952849135932,0.5876465512562448,0.9938919603211024,0.43717616580310836,0.9246293915044054,0.5558436982196499,,0.558082171586284,1.0,0.9999999999999999,1.0,0.39425121712316175,0.511247786882718,1.0,,0.38983050847457634,0.39393939393939387,1.0,1.0,0.0,2.3985511437202223,0.9769811828547519,2,2.09795895976382,0.9996401494971424,2,0,0,0.6872792565005111,0.9580234497698104,2,1,0.125,0.6557394030578838,1.0,1,0.5,0.9642857142857143,1.75,1.6,0.9196428571428572,2,gaus,6.375,6.0,4.533604683755678,8,0.49038461538461536,1.0,0.3567307692307692,1,1.75
raw,gaus4,19.697720006196914,0.7140559827126991,492.1128433874406,-30.15947025209293,201,99,27243.26581402374,,False,"[2, 18, 31, 38, 59, 68, 77, 119, 158, 165, 178, 188]","[1023.3123039358816, 7963.659029668164, 5015.436146173934, 21.171982511274564, 48186.39981111154, 4753.554155033373, 3981.744298751706, 85347.75514386817, 616.3436113665666, 46508.638461804076, 732.6942978034949, 438.76410267464416]",12,13.219298829988139,237484.81243698814,0.021144327252371097,6.391935593640592e-07,0.41492674093741816,11,12647.707614497163,21.171982511274564,65854.65923131332,"[7, 17, 31, 38, 59, 68, 77, 158, 165, 178, 188]","[6552.019038184237, 268.2962308063943, 5015.436146173934, 21.171982511274564, 65854.65923131332, 4753.554155033373, 3981.744298751706, 616.3436113665666, 50890.10066484986, 732.6942978034949, 438.76410267464416]","[2, 16, 18, 36, 18, 65, 75, 119, 119, 177, 187]","[18, 18, 36, 39, 119, 119, 119, 159, 200, 200, 200]",0.05,30,242499958358.14157,85833.02164628558,-85833.02164628558,CWT,mdp.39015067403850,0.0,-1.5,,3.171982511274564,64904.66739445799,12108.293636197497,84841.02164628558,0.0,12080.347614497163,124940.78375946879,12080.347614497161,0.0,84841.02164628558,0.0,3.0,0.0,-19.5,15.0,0.42510390639715373,0.6916397957123611,0.5019379722408166,0.9807892838324412,0.4177461139896369,0.9005546982162724,0.45213843559749295,,0.0,0.7257892844155112,0.7257892844155112,0.725398903688016,0.2982638504092291,0.44493392740421306,0.9285714285714285,,0.5593220338983051,0.9696969696969696,0.9361699154425409,0.9361699154425409,0.02777777777777779,1.9290461241831032,0.7857417462704793,4,1.9920543765045529,0.9491784982102914,4,0,0,0.6064902742635035,0.8454087611493741,4,1,0.125,0.6180228865694536,0.9424824613062014,3,0.5,0.9642857142857143,3.75,3.6923076923076925,0.8482142857142858,3,gaus,6.375,6.0,4.533604683755678,8,0.49038461538461536,1.0,0.3567307692307692,1,2.5
raw,morl,19.75827070973467,0.6619428111965425,507.6910453095443,-29.35159128798094,201,99,25080.888793300946,,False,"[2, 19, 25, 39, 45, 58, 68, 74, 82, 92, 100, 120, 147, 157, 163, 178, 184, 192]","[1882.254509210251, 21108.42755416058, 62.28441990420106, 12213.827750657858, 3040.055455590893, 8210.035114284663, 7450.885376912527, 979.2809576304862, 39340.11656844615, 674.8185430308095, 1455.8247031716755, 78675.44527520618, 1265.9155776036896, 2616.706660211443, 55420.42645922039, 2409.48539202346, 2420.170143361772, 604.6263147860618]",18,13.28775641810127,253991.89685746012,0.01914685777728043,1.0799323235183087e-07,0.45786105472332367,19,10145.027697763606,59.01999707448704,76326.7382714365,"[6, 18, 24, 32, 38, 44, 58, 68, 74, 82, 92, 101, 121, 147, 157, 163, 178, 185, 193]","[4157.12251140155, 673.8579485685113, 62.28441990420106, 12213.827750657858, 1061.2416213095676, 3040.055455590893, 8210.035114284663, 7450.885376912527, 979.2809576304862, 67073.62949854835, 674.8185430308095, 1455.8247031716755, 59.01999707448704, 1265.9155776036896, 2616.706660211443, 76326.7382714365, 2409.48539202346, 2420.170143361772, 604.6263147860618]","[2, 17, 19, 19, 37, 19, 19, 19, 73, 19, 91, 100, 120, 120, 120, 120, 176, 184, 192]","[19, 19, 25, 39, 39, 45, 65, 73, 75, 120, 120, 120, 122, 148, 160, 200, 200, 200, 200]",0.05,30,201621590385.45697,79290.02433115884,-79290.02433115884,CWT,mdp.39015067403850,0.0,-6.5,,41.01999707448704,75376.74643458116,9605.61371946394,78298.02433115884,0.0,9577.667697763605,178571.52625750852,9577.667697763605,0.0,78298.02433115884,0.0,16.0,0.0,-2.0,7.0,0.3314558482992051,0.7601755534068968,0.565620967658579,0.9876141240333729,0.08193005181347113,0.9999999999999999,0.5072930302300205,,0.14746954880991556,0.49385088855843984,0.4938508885584397,0.49358526067815944,0.6021454579986212,0.5936414365390722,0.3571428571428571,,1.0,0.6666666666666666,0.7881819533948827,0.7881819533948827,1.0,1.9113170141320959,0.7785203005431517,5,1.967848865197272,0.9376450023669843,5,0,0,0.6187264093118281,0.8624651530016961,3,1,0.125,0.5986199393487923,0.9128930434213217,5,1.0,0.9285714285714286,4.5,4.285714285714286,0.8035714285714286,4,morl,4.0,4.0,,1,0.3076923076923077,,,6,4.5
raw,gaus2,19.456148420710882,0.6863158952711191,374.6173667496618,-29.166933089907907,201,99,24076.937380606447,,False,"[2, 18, 31, 38, 58, 68, 77, 84, 120, 158, 165, 178, 188]","[800.2528308968976, 5453.186853327192, 3740.7196777869513, 98.0834310567243, 43097.726213822694, 3790.946811806396, 2644.8726870251667, 60.806290413635, 77073.4075793798, 803.767811264679, 37701.87405929833, 822.2171964926019, 529.3472940861266]",13,12.99054088987835,183447.0247178621,0.023807522692880577,6.785453495626141e-07,0.40378191888971754,12,9439.373989042244,60.806290413635,55892.65739291048,"[7, 17, 31, 38, 58, 68, 77, 84, 158, 165, 178, 188]","[5453.186853327192, 640.5353942890051, 3740.7196777869513, 98.0834310567243, 55892.65739291048, 3790.946811806396, 2644.8726870251667, 60.806290413635, 803.767811264679, 38795.34702804799, 822.2171964926019, 529.3472940861266]","[2, 14, 2, 36, 2, 65, 75, 83, 120, 120, 177, 187]","[18, 18, 36, 39, 120, 120, 120, 120, 159, 200, 200, 200]",0.05,30,193070668073.38126,77672.16871681475,-77672.16871681475,CWT,mdp.39015067403850,0.0,-1.0,,42.806290413635,54942.66555605515,8899.960010742578,76680.16871681475,0.0,8872.013989042243,99088.48786850693,8877.032868810284,0.0,76680.16871681475,0.0,3.5,0.0,-19.0,14.0,0.2879767975497175,0.7758408821029521,0.28913481552262144,0.9535610705879854,0.23898963730569914,0.8747408422551377,0.27158369918440106,,0.15442959349934954,0.4284537164562072,0.4284537164562071,0.4286881433787007,0.1517800079468714,0.3034697087223467,0.8571428571428571,,0.576271186440678,0.9999999999999999,0.7515896786738427,0.7515896786738427,0.05555555555555558,1.4718636533536074,0.5995215473387698,8,1.7273711830800853,0.8230616617427172,8,0,0,0.49061865357887147,0.6838911120587565,6,1,0.125,0.5211539635012163,0.7947577361844348,7,0.9574271077563381,0.9316123494459758,7.25,7.148936170212766,0.7068776032944164,5,gaus,6.375,6.0,4.533604683755678,8,0.49038461538461536,1.0,0.3567307692307692,1,4.0
raw,cgau8,14.909120592866486,0.8044122820242223,720.6265192291111,-36.173913145209546,201,99,32225.934304231923,-219702.4584274251,True,"[1, 24, 42, 56, 69, 79, 87, 96, 119, 132, 141, 149, 156, 164, 178, 190, 199]","[96.68417037759355, 9946.583191322297, 1429.998982314246, 10175.377077794245, 4136.7801768683275, 162.61993328344397, 6423.0890586758105, 2778.2053374188254, 48984.36064463551, 237.11436619736924, 3068.9708660226024, 459.0638170145103, 2872.5653378531933, 5491.339669430483, 421.5784686916413, 1203.6971406372923, 792.9745384905364]",17,13.754702746331235,289564.90711700387,0.019178628071557555,2.5458680492362096e-06,0.3206653111597672,13,9948.991019114288,4.298347087255934,56282.68578454368,"[7, 31, 37, 45, 59, 69, 79, 120, 158, 164, 177, 184, 194]","[3367.608647021614, 6428.184204851949, 17.66215226602617, 556.8766401411981, 5974.620321484053, 4705.748388997614, 50584.40525948892, 443.22782838004787, 828.0340542837585, 56282.68578454368, 131.5153477724407, 4.298347087255934, 12.016272167170882]","[3, 20, 36, 20, 20, 65, 20, 119, 119, 119, 176, 183, 193]","[20, 36, 38, 46, 65, 74, 119, 121, 159, 200, 200, 200, 200]",0.05,30,254146592228.5304,63293.63286388246,-63293.63286388246,CWT,mdp.39015067403850,0.0,-9.5,,13.701652912744066,55332.693947688356,9409.577040814622,62301.63286388246,0.0,9381.631019114287,115152.88324848574,9473.295440685688,0.0,62301.63286388246,0.0,8.5,0.0,-9.5,13.0,0.640892931059404,0.18140940341176132,1.0,0.4410527676105197,0.9999999999999998,0.68222452115679,0.626151994705334,0.34550099485991925,0.04102740292039325,0.47568299082966625,0.47568299082966614,0.4839176587684546,0.24280381380221633,0.30900826036900875,0.7857142857142856,,0.7457627118644068,0.4848484848484848,0.4263793636420351,0.4263793636420351,0.5833333333333334,1.443364596170551,0.5879132717888217,9,2.0831909094589554,0.9926034360543788,3,0,0,0.4567117217136655,0.6366270115794045,7,0,0.0,0.614654076600466,0.9373450394076882,4,2.753785273643051,0.8033010518826392,5.75,4.777251184834124,0.6962933830841768,6,cgau,6.0,6.0,,1,0.46153846153846156,,,2,5.0
raw,gaus7,19.84671272718745,0.6796823961003066,552.0966772618107,-30.51585390033575,201,99,29879.460999228824,,False,"[10, 27, 44, 50, 66, 74, 88, 96, 105, 133, 141, 149, 172, 178, 190, 196]","[2618.9795108290587, 10426.053122970658, 1612.560196284183, 41760.37414941078, 1628.1374225693844, 1927.0869364565224, 2070.2589758051618, 4911.280255396719, 60326.84700818962, 1018.367702649768, 66818.72453652015, 233.4084349749537, 13104.202262444458, 1473.8700069866354, 1676.5254515133056, 3504.543333897902]",16,13.32826780731649,276788.80088018376,0.01972240075499987,2.286091204058284e-07,0.033969717275324204,15,10232.822902555718,21.278225666945218,104942.7713147619,"[10, 35, 41, 63, 74, 88, 96, 105, 131, 143, 151, 172, 178, 190, 196]","[5019.457742439706, 10426.053122970658, 21.278225666945218, 2753.840480922935, 1927.0869364565224, 2070.2589758051618, 4911.280255396719, 104942.7713147619, 432.91150241479045, 1166.2214412637986, 62.04248539432592, 13104.202262444458, 1473.8700069866354, 1676.5254515133056, 3504.543333897902]","[5, 27, 40, 50, 50, 50, 50, 50, 130, 141, 141, 141, 177, 185, 185]","[50, 50, 50, 66, 76, 92, 100, 141, 141, 144, 152, 185, 185, 193, 200]",0.05,30,261343414678.4431,67336.73242191767,-67336.73242191767,CWT,mdp.39015067403850,0.0,-17.5,,3.278225666945218,103992.77947790657,9693.408924256051,66344.73242191767,0.0,9665.462902555717,139308.34353833576,9667.7551029452,0.0,66344.73242191767,0.0,-8.5,0.0,-17.5,11.0,0.5392720452072389,0.6614062775155949,0.6033068792553546,0.9975826727189693,0.19624352331606204,0.018174549470440615,0.583463598467413,,0.0004139617470481638,0.5019873980766059,0.5019873980766058,0.5019297115385425,0.3796730750325572,1.0,0.6428571428571428,,0.16949152542372886,0.0,0.5178252309001709,0.5178252309001709,0.1388888888888889,1.6507319581709952,0.6723784336608485,6,1.6782228245602568,0.7996433426046577,9,0,0,0.406073296953455,0.5660402771176323,8,1,0.125,0.5079570779930105,0.7746325379019077,8,1.2583057392117916,0.9101210186277292,7.75,7.578947368421054,0.6782747950281502,7,gaus,6.375,6.0,4.533604683755678,8,0.49038461538461536,1.0,0.3567307692307692,1,5.5
raw,gaus5,19.768577287863213,0.6872204633398663,517.1684617007713,-30.40148725807367,201,99,29442.86866648418,,False,"[5, 27, 42, 50, 64, 74, 88, 96, 105, 134, 141, 149, 172, 183, 190, 196]","[4386.460978976115, 10856.659264139023, 1974.5483270175573, 36382.15834549531, 1814.8596513524194, 1833.6496390367647, 2093.861036827024, 60454.048647616684, 4654.128800402403, 472.53537938820955, 64289.38150391324, 177.15551222215436, 10381.579859178571, 1985.1257146107037, 1206.480351498587, 2454.1745006093643]",16,13.28076587707052,255242.35776367696,0.020544377884165296,2.400232950449064e-07,0.031647908967657734,15,9542.635175054844,114.31415109676891,100560.22549552895,"[10, 35, 41, 64, 74, 88, 96, 105, 130, 138, 151, 172, 183, 190, 196]","[4386.460978976115, 10856.659264139023, 122.6502496647081, 1814.8596513524194, 1833.6496390367647, 2093.861036827024, 100560.22549552895, 4654.128800402403, 166.788645401728, 508.56928749952203, 114.31415109676891, 10381.579859178571, 1985.1257146107037, 1206.480351498587, 2454.1745006093643]","[5, 27, 40, 50, 50, 50, 50, 100, 129, 136, 141, 141, 181, 185, 185]","[50, 50, 50, 66, 76, 92, 141, 141, 141, 141, 152, 185, 185, 193, 200]",0.05,30,254558230813.76056,65280.83805687499,-65280.83805687499,CWT,mdp.39015067403850,0.0,-17.5,,96.31415109676891,99610.23365867362,9003.221196755178,64288.83805687499,0.0,8975.275175054843,128955.52762582267,8976.608076764978,0.0,64288.83805687499,0.0,-8.5,0.0,-17.5,11.0,0.5203641379597216,0.6711084789970102,0.5591179837717776,0.988775807459592,0.24481865284974058,0.012796731415837037,0.5114711553688657,,0.3629155646603114,0.4380235514470599,0.4380235514470598,0.43791141302461256,0.3210121243159695,0.9377661809130255,0.6428571428571428,,0.16949152542372886,0.0,0.47132549956686576,0.47132549956686576,0.1388888888888889,1.6228513640779645,0.661022071355622,7,1.6403558402555847,0.7816003977342825,10,0,0,0.40246174517596084,0.5610060042799583,9,1,0.125,0.4949575639746493,0.7548083303619291,10,1.4142135623730951,0.8989847455447789,9.0,8.811188811188812,0.628063801343818,8,gaus,6.375,6.0,4.533604683755678,8,0.49038461538461536,1.0,0.3567307692307692,1,6.25
raw,fbsp,10.99605382649061,0.7333031810643751,752.7141422423879,-38.31231280457674,201,99,40517.88279337278,-229413.5633982556,True,"[6, 21, 27, 42, 55, 62, 69, 80, 88, 100, 109, 115, 122, 132, 141, 151, 162, 168, 176, 187, 199]","[6330.013942552225, 781.7738522782201, 13228.791698453842, 3240.23102702096, 14722.662102919334, 4554.762387154085, 16614.611516879406, 8415.4025250243, 5943.96038241966, 2805.4454176709332, 2479.02764801991, 2463.9733440269047, 69106.30536461329, 1668.6738563463805, 5886.312313249677, 7980.274392723775, 8910.460265228809, 3577.577623366109, 4310.427412534944, 5019.948270317707, 4690.282283431239]",21,13.614932152686121,401452.9669412104,0.017524588846092693,1.0963112731263195e-08,0.28714958453118106,24,10957.13095835562,277.8216764219651,66132.49711855431,"[7, 16, 26, 33, 39, 45, 53, 60, 69, 80, 87, 94, 102, 116, 130, 136, 144, 151, 158, 165, 173, 180, 187, 194]","[10650.761479995334, 277.8216764219651, 3128.148802630106, 11060.43675093231, 9302.519246070984, 7742.059567657771, 4934.82908085869, 13586.053746061909, 66132.49711855431, 15006.288412368565, 2765.6408036542125, 6416.491409183384, 2099.868197737811, 432.71705818915507, 885.54682888151, 4091.217694734776, 3210.32798535896, 17285.26232435245, 6163.163573810038, 53900.358393056915, 3999.695546563744, 8748.577233574691, 6571.847551950931, 4579.012517934367]","[2, 15, 17, 17, 38, 17, 17, 17, 17, 74, 86, 92, 101, 115, 119, 119, 119, 119, 119, 119, 172, 175, 185, 193]","[17, 17, 27, 38, 41, 47, 54, 64, 119, 119, 119, 119, 119, 119, 131, 137, 145, 153, 160, 199, 199, 199, 199, 199]",0.05,30,414600029398.4173,80874.81229261748,-80874.81229261748,CWT,mdp.39015067403850,0.0,-8.5,,259.8216764219651,65182.505281698985,10417.716980055953,79882.81229261748,0.0,10389.770958355619,248787.14300053485,10389.77095835562,0.0,79882.81229261748,0.0,-13.0,0.0,-8.5,2.0,1.0,0.0,0.8699777435931564,0.0,0.5417746113989634,0.6045947361391286,1.0,0.0,0.9999999999999998,0.5691133806864181,0.5691133806864181,0.5688072713233427,0.9999999999999998,0.44887933117710266,0.0,,0.01694915254237289,0.5454545454545454,0.8240263117826998,0.8240263117826998,0.638888888888889,2.0501785476879544,0.8350815732354683,3,1.5935366108118152,0.7592918671966882,11,0,0,0.5837715478603741,0.8137403055147229,5,0,0.0,0.5020433863914061,0.7656141815639672,9,3.6514837167011076,0.7391797345213494,7.0,5.439560439560439,0.6195898672606748,9,fbsp,9.0,9.0,,1,0.6923076923076923,,,4,7.75
raw,shan,12.691871752139846,0.7429016533494145,588.5297409587688,-33.37383224658508,201,99,23105.235121178775,-202896.56928817593,True,"[2, 10, 17, 25, 35, 41, 47, 56, 62, 69, 77, 85, 96, 111, 119, 126, 133, 144, 151, 157, 170, 178, 185, 192, 199]","[507.44387745828953, 9385.424335827309, 1312.2511438416586, 2116.590799213127, 2403.6116445059506, 7750.558251113851, 18365.8670439274, 462.0229605152381, 749.4594663269763, 12447.483712902946, 4325.271921655483, 10144.83386363076, 2742.230415252645, 788.4428479653434, 651.5261148221907, 37206.75624039554, 562.0956128934195, 6499.730448463295, 11792.895036523161, 7268.776352976358, 17592.293403216103, 1641.121834246198, 3113.885349805294, 649.8834124917721, 3347.260842227077]",25,13.5195948805827,258779.545560553,0.0247454745002111,2.1623837370243266e-08,0.31094600608441475,23,9563.423292137668,131.72058174783888,50387.91856782668,"[7, 18, 31, 39, 45, 53, 59, 69, 78, 85, 91, 99, 108, 121, 130, 136, 144, 151, 157, 165, 176, 187, 194]","[6969.020797241863, 1455.222420726488, 11003.567245837165, 6291.634546013618, 6659.765530034805, 4196.541522484325, 10389.571128801505, 12703.286382169274, 3812.3197341022023, 49744.78972801858, 7507.05812158397, 5661.1057909696665, 131.72058174783888, 473.76158143547946, 244.5234079880065, 3678.802812552667, 3303.1388417685775, 13414.780959684296, 50387.91856782668, 6952.016371960075, 3793.148711657009, 5004.813559530869, 6180.227375031443]","[4, 17, 25, 38, 41, 41, 41, 41, 41, 41, 90, 98, 107, 119, 119, 119, 119, 119, 119, 160, 175, 185, 185]","[41, 25, 41, 41, 47, 54, 64, 74, 79, 119, 119, 119, 119, 122, 131, 137, 145, 153, 199, 199, 199, 188, 199]",0.05,30,134007936216.60603,46797.61966408666,-46797.61966408666,CWT,mdp.39015067403850,0.0,-9.0,,113.72058174783888,49437.926730971354,9024.009313838002,45805.61966408666,0.0,8996.063292137667,205774.73571916638,8996.063292137671,0.0,45805.61966408666,0.0,-13.5,0.0,-4.5,3.0,0.245894390655487,0.41895199892192464,0.7812897948960636,0.19114041086598754,0.6036269430051808,0.6597124756361316,0.5232898481256476,0.9434197110675075,0.4307373118279783,0.4399501112507491,0.439950111250749,0.4397134750146139,0.7562838241251334,0.2253003217286314,0.0714285714285714,,0.0,0.5151515151515151,0.05327644799430559,0.05327644799430559,0.8611111111111112,1.2895167572366342,0.5252477563776408,11,1.9033742105646134,0.9069239755824455,6,0,0,0.35718160407313876,0.49788837549210746,10,0,0.0,0.5459156966467413,0.8325192814416735,6,2.6299556396765835,0.8121460257373869,8.25,7.630057803468209,0.6114301557258364,10,shan,10.0,10.0,,1,0.7692307692307693,,,7,9.25
