signal_type,wavelet,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,wavelet_psnr,signal_length,decomposition_levels,original_level,padded,emd_value,kl_divergence,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,prominence_threshold,distance_factor,max_autocorrelation,upper_envelope,lower_envelope,wavelet_type,htid,avg_prominence_diff,prominence_max_diff,upper_envelope_diff,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,lower_envelope_diff,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,max_autocorrelation_diff,prominence_threshold_diff,relative_num_peaks_diff,prominence_min_diff,distance_factor_diff,emd_value_normalized,smoothness_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,correlation_normalized,avg_variance_across_levels_normalized,kl_divergence_normalized,prominence_min_diff_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,relative_num_peaks_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_right_bases_array_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,relative_left_bases_array_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,relative_peaks_array_alignment_score_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_signal_weighted_score,reconstruction_signal_normalized_weighted_score,reconstruction_signal_normalized_weighted_rank,wavelet_signal_weighted_score,wavelet_signal_normalized_weighted_score,wavelet_signal_normalized_weighted_rank,reconstruction_signal_num_missing_metrics,reconstruction_signal_missing_metrics_count,reconstruction_signal_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_rank,wavelet_signal_num_missing_metrics,wavelet_signal_missing_metrics_count,wavelet_signal_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank,top_wavelet_rank
smoothed,bior1.5,470611.78461409605,0.6519721577726219,60.75750269762962,23.42956337681678,862,1,False,False,57.12044452938228,,8.856173972829183,27339.748504229094,1.0,3.139184185583555e-05,0.998130707323971,22,814.2461197471058,57.915434868689886,1540.1480749312325,"[13, 51, 89, 117, 146, 190, 246, 275, 325, 366, 396, 453, 487, 533, 561, 596, 628, 660, 705, 733, 777, 833]","[429.72048841842695, 591.9483118392011, 1238.2022733759559, 57.915434868689886, 1030.6086021810158, 1018.7571966558799, 1540.1480749312325, 785.1234483747587, 1062.1210762354256, 504.07734207811586, 923.5030847149203, 1129.5882575849855, 393.3651317137447, 993.6781256631655, 195.06587376474243, 736.6010558809446, 920.9582673655464, 521.270311993916, 512.898199467519, 1332.873433695735, 1036.4169840239883, 958.573659608422]","[0, 0, 0, 116, 125, 176, 0, 267, 267, 331, 331, 267, 480, 469, 554, 564, 615, 635, 469, 267, 744, 801]","[24, 64, 176, 125, 176, 228, 267, 310, 331, 370, 417, 469, 521, 615, 564, 615, 683, 683, 713, 861, 861, 861]",0.05,30,47133726.421290934,823.323316966823,-823.323316966823,SWT,uc1.c2693407,291.8449746897761,514.5186261098279,277.0100163665103,0.0,69.0,0.0,51.0,289.8982936601493,5853.414634436329,289.93683607832327,277.0100163665103,0.0,78.0,208713603.1342643,0.0,1.0,14.460433971004818,0.0,0.6004769018992161,0.6887949772440356,0.8894437203663199,0.31400279679272186,0.14529534738628108,0.1034482758620704,0.998228394304371,0.517178767816679,,0.046024705991626357,0.6314483822664415,0.6314483822664415,0.6030886439720082,0.5773417161721601,0.5503859754108016,0.5,0.40907024874717113,0.6649214659685865,0.0,0.8956043956043955,0.0,0.6752175063663438,0.6752175063663438,0.0,0.8660287081339713,2.1413473348446512,0.8476650602909662,13,1.7976390432455172,0.8330971315054432,6,0,0,0.4828623523291432,0.767277984876586,7,0,0,0.5321086477089618,0.8441890111375921,6,3.366501646120693,0.9682405505082954,8.0,7.2317880794702,0.9463844261975439,1,bior,18.266666666666666,17.0,12.864495252252926,15,0.24449923682047667,0.49151241145868463,0.6813968107880609,1,1.0,1
smoothed,bior1.3,470611.78461409605,0.6519721577726219,60.75750269762962,23.751129993667107,862,1,False,False,55.40321265413921,,8.864809131815354,26795.265650927668,1.0,3.212186920252958e-05,0.9990275347233631,22,801.2162977944228,58.2137455420029,1514.5154541132201,"[13, 51, 89, 117, 146, 190, 246, 275, 325, 366, 396, 452, 487, 533, 561, 596, 628, 660, 705, 733, 777, 833]","[422.22405168350394, 592.17480698005, 1221.9711515429947, 58.2137455420029, 1010.7101754166881, 997.5826631223795, 1514.5154541132201, 775.6548466329327, 1055.9449404434993, 485.65389586516943, 913.4157645395561, 1113.125116339448, 376.4719087694599, 979.0222327687286, 188.82344671207994, 726.43087162966, 902.1149765012706, 514.8621567894129, 505.2360345807555, 1306.6883857049206, 1016.5461786183008, 949.3757471812687]","[0, 0, 0, 116, 125, 177, 0, 267, 267, 331, 331, 267, 480, 469, 554, 564, 615, 635, 469, 267, 744, 801]","[24, 64, 177, 125, 177, 228, 267, 310, 331, 370, 417, 469, 521, 615, 564, 615, 683, 683, 713, 861, 861, 861]",0.05,30,46195037.982199304,814.9609852097306,-814.9609852097306,SWT,uc1.c2693407,278.81515273709306,488.88600529181554,285.3723481236027,0.0,73.5,0.0,51.0,276.86847170746626,5566.758551477302,276.9058350320697,285.3723481236027,0.0,82.5,209652291.5733559,0.0,1.0,14.75874464431783,0.0,0.5563915045899221,0.7432074890371934,0.9146196334443801,0.32442287248636825,0.14529534738628108,0.1034482758620704,0.9990783545856762,0.4657035003997887,,0.046998485102508036,0.5921334253464752,0.5921334253464752,0.5607312369728944,0.5285813761097925,0.5112609374957718,0.5,0.45268266477811836,0.6649214659685865,0.0,0.945054945054945,0.0,0.6994083214609008,0.6994083214609008,0.0,0.9090909090909091,2.106440612527242,0.833847026945202,15,1.8008026404301016,0.8345632677409789,5,0,0,0.48140034463676734,0.7649548252625278,9,0,0,0.53152087222396,0.8432565068312048,7,4.320493798938574,0.9592406245383154,9.0,7.682926829268294,0.9371674820804785,3,bior,18.266666666666666,17.0,12.864495252252926,15,0.24449923682047667,0.49151241145868463,0.6813968107880609,1,2.5,2
smoothed,haar,470611.78461409605,0.6519721577726219,60.75750269762962,24.713223762306193,862,1,False,False,50.29779092628666,,8.896010529980481,25152.921885200692,1.0,3.289514702485963e-05,1.0,23,738.7867843393102,61.45465162244125,1450.4590764924724,"[13, 51, 89, 117, 146, 190, 246, 275, 325, 366, 396, 452, 487, 533, 561, 596, 628, 660, 705, 733, 777, 827, 858]","[408.6181450497643, 587.9616290754801, 1172.3263629471892, 61.45465162244125, 960.0931149967512, 951.654897903493, 1450.4590764924724, 758.1244910160161, 1026.158067286016, 441.96058934435064, 884.0413703377649, 1079.4196931028891, 337.7872752820458, 950.8558126514646, 172.79569300518483, 700.8277135941971, 845.1928806157532, 499.7477493415504, 486.5271676618614, 1238.422694120446, 963.5720955944086, 918.0556232028025, 96.03924555979344]","[0, 0, 0, 116, 125, 177, 0, 267, 267, 331, 331, 267, 480, 469, 554, 564, 615, 635, 469, 267, 744, 801, 856]","[19, 64, 177, 125, 177, 229, 860, 310, 331, 370, 417, 469, 521, 615, 564, 615, 683, 683, 713, 860, 860, 860, 860]",0.05,30,43363637.330085956,809.9228493937765,-809.9228493937765,SWT,uc1.c2693407,216.3856392819805,424.8296276710678,290.4104839395568,0.8695652173913043,78.5,0.9130434782608695,83.0,214.4389582523537,4932.096039804135,214.43895825235376,290.4104839395568,1.0,92.0,212483692.22546926,0.0,0.0,17.99965072475618,0.0,0.4253232728917288,0.8008436705000724,0.9899433387762524,0.3620737056845605,0.14529534738628108,0.1034482758620704,1.0,0.31043674770288165,,0.05757781371455814,0.4037644943714198,0.4037644943714198,0.3576819919969963,0.4206249721340805,0.41348676836554876,0.0,0.5842324080664874,1.0000000000000002,1.0,1.0,1.0,0.7139827984710533,0.7139827984710533,1.0,1.0,2.1616018320077983,0.8556829232875864,9,1.7810546222446935,0.8254112539565664,8,0,0,0.6293186587476636,1.0,1,0,0,0.517170544850481,0.8204897490890077,13,4.9916597106239795,0.9529088706544908,7.75,3.046379170056957,0.9398978315536606,2,haar,2.0,2.0,,1,0.026769989432898905,,,7,3.25,3
smoothed,rbio1.1,470611.78461409605,0.6519721577726219,60.75750269762962,24.713223762306193,862,1,False,False,50.29779092628666,,8.896010529980481,25152.921885200692,1.0,3.289514702485963e-05,1.0,23,738.7867843393102,61.45465162244125,1450.4590764924724,"[13, 51, 89, 117, 146, 190, 246, 275, 325, 366, 396, 452, 487, 533, 561, 596, 628, 660, 705, 733, 777, 827, 858]","[408.6181450497643, 587.9616290754801, 1172.3263629471892, 61.45465162244125, 960.0931149967512, 951.654897903493, 1450.4590764924724, 758.1244910160161, 1026.158067286016, 441.96058934435064, 884.0413703377649, 1079.4196931028891, 337.7872752820458, 950.8558126514646, 172.79569300518483, 700.8277135941971, 845.1928806157532, 499.7477493415504, 486.5271676618614, 1238.422694120446, 963.5720955944086, 918.0556232028025, 96.03924555979344]","[0, 0, 0, 116, 125, 177, 0, 267, 267, 331, 331, 267, 480, 469, 554, 564, 615, 635, 469, 267, 744, 801, 856]","[19, 64, 177, 125, 177, 229, 860, 310, 331, 370, 417, 469, 521, 615, 564, 615, 683, 683, 713, 860, 860, 860, 860]",0.05,30,43363637.330085956,809.9228493937765,-809.9228493937765,SWT,uc1.c2693407,216.3856392819805,424.8296276710678,290.4104839395568,0.8695652173913043,78.5,0.9130434782608695,83.0,214.4389582523537,4932.096039804135,214.43895825235376,290.4104839395568,1.0,92.0,212483692.22546926,0.0,0.0,17.99965072475618,0.0,0.4253232728917288,0.8008436705000724,0.9899433387762524,0.3620737056845605,0.14529534738628108,0.1034482758620704,1.0,0.31043674770288165,,0.05757781371455814,0.4037644943714198,0.4037644943714198,0.3576819919969963,0.4206249721340805,0.41348676836554876,0.0,0.5842324080664874,1.0000000000000002,1.0,1.0,1.0,0.7139827984710533,0.7139827984710533,1.0,1.0,2.1616018320077983,0.8556829232875864,10,1.7810546222446935,0.8254112539565664,9,0,0,0.6293186587476636,1.0,2,0,0,0.517170544850481,0.8204897490890077,14,4.9916597106239795,0.9529088706544908,8.75,5.111561866125761,0.935180850421585,4,rbio,40.13333333333333,39.0,24.097618929994685,15,0.5371844546201714,0.920695181462318,0.3477623273271846,2,3.5,4
smoothed,db1,470611.78461409605,0.6519721577726219,60.75750269762962,24.713223762306193,862,1,False,False,50.29779092628666,,8.896010529980481,25152.921885200692,1.0,3.289514702485963e-05,1.0,23,738.7867843393102,61.45465162244125,1450.4590764924724,"[13, 51, 89, 117, 146, 190, 246, 275, 325, 366, 396, 452, 487, 533, 561, 596, 628, 660, 705, 733, 777, 827, 858]","[408.6181450497643, 587.9616290754801, 1172.3263629471892, 61.45465162244125, 960.0931149967512, 951.654897903493, 1450.4590764924724, 758.1244910160161, 1026.158067286016, 441.96058934435064, 884.0413703377649, 1079.4196931028891, 337.7872752820458, 950.8558126514646, 172.79569300518483, 700.8277135941971, 845.1928806157532, 499.7477493415504, 486.5271676618614, 1238.422694120446, 963.5720955944086, 918.0556232028025, 96.03924555979344]","[0, 0, 0, 116, 125, 177, 0, 267, 267, 331, 331, 267, 480, 469, 554, 564, 615, 635, 469, 267, 744, 801, 856]","[19, 64, 177, 125, 177, 229, 860, 310, 331, 370, 417, 469, 521, 615, 564, 615, 683, 683, 713, 860, 860, 860, 860]",0.05,30,43363637.330085956,809.9228493937765,-809.9228493937765,SWT,uc1.c2693407,216.3856392819805,424.8296276710678,290.4104839395568,0.8695652173913043,78.5,0.9130434782608695,83.0,214.4389582523537,4932.096039804135,214.43895825235376,290.4104839395568,1.0,92.0,212483692.22546926,0.0,0.0,17.99965072475618,0.0,0.4253232728917288,0.8008436705000724,0.9899433387762524,0.3620737056845605,0.14529534738628108,0.1034482758620704,1.0,0.31043674770288165,,0.05757781371455814,0.4037644943714198,0.4037644943714198,0.3576819919969963,0.4206249721340805,0.41348676836554876,0.0,0.5842324080664874,1.0000000000000002,1.0,1.0,1.0,0.7139827984710533,0.7139827984710533,1.0,1.0,2.1616018320077983,0.8556829232875864,11,1.7810546222446935,0.8254112539565664,10,0,0,0.6293186587476636,1.0,3,0,0,0.517170544850481,0.8204897490890077,15,4.9916597106239795,0.9529088706544908,9.75,6.76923076923077,0.9304638692895095,5,db,74.71052631578948,83.0,25.547949507540306,38,1.0,0.9761078086663953,0.007167657400081395,5,5.0,5
smoothed,bior1.1,470611.78461409605,0.6519721577726219,60.75750269762962,24.713223762306193,862,1,False,False,50.29779092628666,,8.896010529980481,25152.921885200692,1.0,3.289514702485963e-05,1.0,23,738.7867843393102,61.45465162244125,1450.4590764924724,"[13, 51, 89, 117, 146, 190, 246, 275, 325, 366, 396, 452, 487, 533, 561, 596, 628, 660, 705, 733, 777, 827, 858]","[408.6181450497643, 587.9616290754801, 1172.3263629471892, 61.45465162244125, 960.0931149967512, 951.654897903493, 1450.4590764924724, 758.1244910160161, 1026.158067286016, 441.96058934435064, 884.0413703377649, 1079.4196931028891, 337.7872752820458, 950.8558126514646, 172.79569300518483, 700.8277135941971, 845.1928806157532, 499.7477493415504, 486.5271676618614, 1238.422694120446, 963.5720955944086, 918.0556232028025, 96.03924555979344]","[0, 0, 0, 116, 125, 177, 0, 267, 267, 331, 331, 267, 480, 469, 554, 564, 615, 635, 469, 267, 744, 801, 856]","[19, 64, 177, 125, 177, 229, 860, 310, 331, 370, 417, 469, 521, 615, 564, 615, 683, 683, 713, 860, 860, 860, 860]",0.05,30,43363637.330085956,809.9228493937765,-809.9228493937765,SWT,uc1.c2693407,216.3856392819805,424.8296276710678,290.4104839395568,0.8695652173913043,78.5,0.9130434782608695,83.0,214.4389582523537,4932.096039804135,214.43895825235376,290.4104839395568,1.0,92.0,212483692.22546926,0.0,0.0,17.99965072475618,0.0,0.4253232728917288,0.8008436705000724,0.9899433387762524,0.3620737056845605,0.14529534738628108,0.1034482758620704,1.0,0.31043674770288165,,0.05757781371455814,0.4037644943714198,0.4037644943714198,0.3576819919969963,0.4206249721340805,0.41348676836554876,0.0,0.5842324080664874,1.0000000000000002,1.0,1.0,1.0,0.7139827984710533,0.7139827984710533,1.0,1.0,2.1616018320077983,0.8556829232875864,12,1.7810546222446935,0.8254112539565664,11,0,0,0.6293186587476636,1.0,4,0,0,0.517170544850481,0.8204897490890077,16,4.9916597106239795,0.9529088706544908,10.75,8.217898832684826,0.9257468881574341,7,bior,18.266666666666666,17.0,12.864495252252926,15,0.24449923682047667,0.49151241145868463,0.6813968107880609,1,5.5,6
smoothed,dmey,181592.26277180173,0.685614849187935,41.633623838797476,24.066717782333793,862,1,False,False,49.63590798864598,,8.666803464525678,25209.37524840887,1.0,3.268970116233711e-05,0.9904418490948613,22,798.1051762166707,26.578482780975804,1468.3931435104673,"[6, 51, 89, 117, 146, 190, 246, 276, 326, 366, 396, 453, 487, 533, 561, 596, 628, 659, 703, 733, 777, 833]","[421.74200611460077, 523.2374022949141, 1261.3268623034787, 26.578482780975804, 961.5060226559467, 974.5866376176139, 1468.3931435104673, 1041.9858156741702, 728.0417068901411, 464.3725358261021, 874.3157981191904, 1110.325737708062, 802.5466801277355, 999.5193383980281, 133.36157763967978, 686.6819303812483, 911.4232514814197, 481.95432789452406, 478.9277671661024, 1276.557640466137, 1018.8750088546833, 912.0542028615363]","[0, 0, 0, 116, 125, 177, 0, 267, 311, 332, 332, 267, 469, 469, 554, 564, 615, 635, 684, 267, 744, 801]","[19, 65, 177, 125, 177, 229, 860, 332, 332, 370, 417, 469, 521, 684, 564, 615, 684, 684, 718, 860, 860, 860]",0.05,30,43400189.375229426,763.3161035116384,-763.3161035116384,SWT,uc1.c2693407,275.70403115934096,442.76369468906273,337.01722982169485,0.0,55.5,0.0,46.5,273.75735012971415,5498.313876766755,275.3766975448825,337.01722982169485,0.0,55.5,212447140.1803258,0.0,1.0,16.876518116709263,0.0,0.40833117491194865,0.7855307846636913,0.9393274554620739,0.08548876088130837,0.020168078379699618,0.6034482758620695,0.9909413465315671,0.3157738339859551,,0.053911558463548184,0.5827462202682879,0.5827462202682879,0.5557607593654958,0.5169389034300085,0.44086091231405455,0.5,0.5825341630118013,0.617801047120419,0.0,0.7472527472527473,0.0,0.848808252010082,0.848808252010082,0.0,0.6507177033492823,2.108888637798824,0.834816092288158,14,1.7386488633322768,0.8057587457169462,16,0,0,0.47055542117900606,0.7477220238716672,13,0,0,0.5186262138347891,0.8227991642163464,11,2.0816659994661326,0.9803616415144705,13.5,13.255534864473411,0.9265015754742163,6,dmey,6.0,6.0,,1,0.08030996829869672,,,6,6.0,7
smoothed,rbio5.5,222521.0260805032,0.6693735498839907,43.159833318262,19.998420169039633,862,1,False,False,69.23824842735199,,8.650007079639689,29816.341586881645,1.0,2.903076953351464e-05,0.9460112151621577,22,927.1895934402614,168.57953352771383,1774.1343702154586,"[5, 34, 76, 112, 147, 189, 245, 275, 325, 367, 395, 453, 492, 532, 561, 596, 629, 661, 693, 733, 776, 832]","[168.57953352771383, 985.7716391477878, 1286.9873331825365, 680.0109060389885, 1176.0389371919068, 1177.8017930703402, 1774.1343702154586, 1196.2766062419705, 817.7580722010318, 634.2256120852271, 964.8784544850079, 1188.197228540399, 480.01875632726313, 1044.1283703208067, 307.64716998139073, 817.3337829344658, 886.8855520104813, 581.6046126763807, 688.1048183988647, 1417.6604658158926, 1148.9797475564283, 975.1472937354042]","[0, 0, 0, 100, 125, 125, 81, 267, 310, 332, 332, 332, 480, 470, 546, 565, 616, 634, 332, 332, 744, 801]","[10, 38, 81, 125, 177, 229, 861, 332, 332, 370, 418, 470, 521, 684, 565, 616, 684, 684, 696, 861, 861, 861]",0.05,30,54184383.23331645,976.4625795626858,-976.4625795626858,SWT,uc1.c2693407,404.78844838293173,748.504921394054,123.87075377064741,0.0,24.0,0.0,6.0,402.84176735330493,8338.17105568575,402.84176735330476,123.87075377064741,0.0,10.5,201662946.32223877,0.0,1.0,125.12453263002877,0.0,0.9115695429454278,0.5128126990943511,0.6208145821694872,0.06522050615989561,0.037887657818451395,0.3620689655172414,0.9488326039333748,0.7513152340788887,,0.4072668513091475,0.9722333767784679,0.9722333767784679,0.9700873196106929,1.0,0.9075372296500694,0.5,0.08148958899700298,0.19371727748691103,0.0,0.4010989010989011,0.0,0.23221145341570026,0.23221145341570026,0.0,0.2200956937799043,2.3874450246474113,0.9450842924115964,4,1.6762442253146015,0.7768379648068375,20,0,0,0.44313640764506035,0.7041526601593164,17,0,0,0.5263152239646397,0.8349977591576105,8,7.5,0.9292452830188679,12.25,8.267477203647417,0.9068396226415094,8,rbio,40.13333333333333,39.0,24.097618929994685,15,0.5371844546201714,0.920695181462318,0.3477623273271846,2,6.5,8
smoothed,rbio1.3,260201.75706833057,0.6832946635730859,48.94514473743868,24.55018843383334,862,1,False,False,46.74673345774513,,8.756473323667167,24128.218441868103,1.0,3.277858823753644e-05,0.9892323893065997,22,781.1656213344118,63.748035885607806,1405.6292313419763,"[31, 70, 112, 146, 189, 245, 275, 325, 366, 396, 452, 487, 533, 561, 596, 628, 658, 692, 733, 776, 827, 858]","[796.1421239225417, 1226.5932500180213, 606.9604427821371, 948.5095286791318, 967.8299655231351, 1405.6292313419763, 741.2423166151873, 1026.2689285975741, 431.6780782345963, 894.7952859683104, 1077.2394471942305, 325.7369972193251, 933.7673987727896, 136.37969377407765, 702.4481666344163, 874.066407514204, 466.1896400177389, 452.47053155357537, 1229.9149397822978, 960.3311895139705, 917.7020698122092, 63.748035885607806]","[0, 0, 99, 124, 176, 0, 267, 267, 331, 331, 331, 480, 469, 554, 564, 615, 633, 469, 331, 743, 801, 856]","[37, 176, 176, 176, 228, 860, 310, 331, 370, 417, 469, 521, 615, 564, 615, 683, 683, 713, 860, 860, 860, 860]",0.05,30,41597048.5937806,740.5481499917526,-740.5481499917526,SWT,uc1.c2693407,258.76447627708205,379.99978252057167,359.7851833415807,0.0,60.0,0.0,64.5,256.81779524745525,5125.643669357058,256.8332839066687,359.7851833415807,0.0,51.0,214250280.96177462,0.0,1.0,20.293034987922738,0.0,0.3341592422062224,0.792155973500035,0.9771790683476589,0.19369368463421394,0.05420104361545378,0.5689655172413806,0.9897950916529193,0.21356155053417902,,0.06506413548740686,0.5316344036327367,0.5316344036327367,0.4954851968174782,0.4535475186848006,0.3450595324737926,0.5,0.6663099107977365,0.8062827225130891,0.0,0.7967032967032968,0.0,0.9146721007163826,0.9146721007163826,0.0,0.6076555023923444,2.0673024655359327,0.8183539590111895,22,1.757078233616698,0.8142996458365181,14,0,0,0.4767950515355114,0.757636921944008,11,0,0,0.5154638964665078,0.8177821557848413,19,4.932882862316247,0.9534633692234317,16.5,15.359580052493438,0.8989014959324706,9,rbio,40.13333333333333,39.0,24.097618929994685,15,0.5371844546201714,0.920695181462318,0.3477623273271846,2,7.25,9
smoothed,sym2,307351.5003565136,0.6740139211136891,53.848391473774754,21.26674444852298,862,1,False,False,58.89675419847575,,8.784811074478144,25152.921885194446,1.0,3.2466877082640034e-05,0.9527179962629929,22,854.6717509251094,17.801589397852098,1604.2150268033508,"[5, 34, 76, 113, 147, 201, 246, 275, 325, 367, 395, 452, 492, 532, 561, 596, 629, 661, 693, 733, 770, 832]","[17.801589397852098, 922.0313116375833, 1300.4069547401166, 653.4396633810516, 1090.414905914, 1038.6180872216187, 1604.2150268033508, 1118.234981679843, 772.9870309641703, 557.2800846326952, 891.7213595547481, 1125.7386196294303, 409.03155691544475, 972.894569046781, 266.88402941525555, 778.3767449050995, 846.6479794436779, 539.1696260740925, 605.3715416312062, 1315.2327622074167, 1053.1374257320672, 923.1426694249051]","[0, 0, 0, 100, 125, 177, 0, 268, 310, 332, 332, 332, 480, 470, 548, 565, 616, 634, 332, 332, 744, 801]","[6, 38, 125, 125, 229, 229, 861, 332, 332, 370, 418, 470, 521, 616, 565, 616, 684, 684, 713, 861, 861, 861]",0.05,30,48039452.03969405,895.219409329527,-895.219409329527,SWT,uc1.c2693407,332.27060586777975,578.5855779819462,205.11392400380623,0.0,28.5,0.0,15.0,330.32392483815295,6742.778520352407,332.7411716517869,205.11392400380623,0.0,19.5,207807877.51586118,0.0,1.0,25.65341149983297,0.0,0.6460789656829677,0.7689226152311037,0.7201135147758173,0.22788894483856303,0.07461391598616847,0.4310344827586211,0.9551888967439892,0.3104367477022911,,0.0825620768643884,0.753424872351818,0.753424872351818,0.7422245903798332,0.7286229486121327,0.6481762848330663,0.5,0.36698931876585733,0.2879581151832461,0.0,0.45054945054945056,0.0,0.46723423963069166,0.46723423963069166,0.0,0.3062200956937799,2.093373671254188,0.8286744006356801,18,1.6864840644340382,0.7815835118228159,19,0,0,0.4096638190529233,0.6509640439839323,25,0,0,0.5167847604649403,0.8198777031462399,17,3.593976442141304,0.9660945618665915,19.75,19.322676061018974,0.8898869035748052,10,sym,42.473684210526315,33.0,26.173286680745974,19,0.5685100387460372,1.0,0.30204297287777393,3,8.25,10
