amplitude_max,amplitude_max_diff,avg_prominence,avg_prominence_diff,avg_variance_across_levels,correlation,dominant_frequency,dominant_frequency_diff,dynamic_cutoff,dynamic_cutoff_diff,emd_value,frequency_max,frequency_max_diff,htid,is_complex,kl_divergence,lower_envelope,lower_envelope_diff,max_autocorrelation,max_autocorrelation_diff,num_fft_peaks,num_fft_peaks_diff,positive_amplitudes,positive_frequencies,prominence_max,prominence_max_diff,prominence_min,prominence_min_diff,relative_left_bases,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,relative_num_peaks,relative_num_peaks_diff,relative_peaks,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,relative_prominences,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,relative_right_bases,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,scales_used,signal_length,signal_type,smoothness,spectral_bandwidth,spectral_bandwidth_diff,spectral_centroid,spectral_centroid_diff,spectral_magnitude,spectral_magnitude_diff,upper_envelope,upper_envelope_diff,variance_ratio_across_levels,wavelet,wavelet_adaptive_threshold,wavelet_energy_entropy,wavelet_entropy,wavelet_psnr,wavelet_sparsity,wavelet_type,emd_value_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,correlation_normalized,avg_variance_across_levels_normalized,kl_divergence_normalized,prominence_min_diff_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,spectral_centroid_diff_normalized,dynamic_cutoff_diff_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,amplitude_max_diff_normalized,frequency_max_diff_normalized,spectral_bandwidth_diff_normalized,num_fft_peaks_diff_normalized,relative_num_peaks_diff_normalized,dominant_frequency_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_weighted_score,reconstruction_normalized_weighted_score,reconstruction_normalized_weighted_rank,signal_weighted_score,signal_normalized_weighted_score,signal_normalized_weighted_rank,reconstruction_missing_metrics_count,reconstruction_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_rank,signal_missing_metrics_count,signal_dynamically_weighted_score,signal_normalized_dynamically_weighted_score,signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank,top_wavelet_rank
,,140054.264523173,139702.35785650634,1357225.3979336754,0.20535471789333165,,,278959.9057287194,278194.9057287194,257595.37248651378,,,mdp.39015065389044,False,,-331058.6131813615,329853.2131813615,26407753269307.703,26407531324052.824,,,[],[],336608.3457507968,335402.94575079676,9692.079968019098,9677.679968019098,"[0, 147, 147]",0.0,-43.5,3,42.0,"[71, 216, 278]",0.0,-34.5,"[336608.3457507968, 9692.079968019098, 73862.36785070319]",139702.35785650634,404326.9935695191,139702.35785650637,"[370, 222, 370]",0.0,-43.5,127,371,smoothed,4.773800887216814e-07,,,,,0.0,0.0,331058.6131813615,329853.2131813615,0.028979594834213075,mexh,2587.4020253820677,25546358958.9025,14.330860301176976,-46.87701886604902,0.6374769191586901,CWT,1.0,0.08334912074596479,0.9345492997972715,0.8789000667485434,1.0,0.941046782812629,0.11802746430831365,,0.38280475520368196,0.9314348334847259,0.9314348334847259,0.9314348334847258,,1.0,0.7970671871162781,1.0,,,,,0.7,,0.7319178692714501,0.02857142857142857,0.02857142857142857,0.3939915889930865,0.3939915889930865,0.3584905660377358,3.2326343394102888,1.0,1,2.0803638545688634,1.0,1,0.0,0.6149793509437397,0.8003953540482748,2,0,0.7079818192018176,1.0,1,0.5,0.95,1.25,1.1428571428571428,0.9125,1,mexh,1.0,1.0,,1,0.14285714285714285,,,2,1.25,1
,,119605.83965197051,119253.93298530385,703275.7601560103,0.1794505947631843,,,153680.19104347253,152915.19104347253,153428.74431803063,,,mdp.39015065389044,False,,-267209.0827946757,266003.6827946757,10492760022550.07,10492538077295.19,,,[],[],283319.73422253504,282114.334222535,10532.199097767516,10517.799097767516,"[0, 147, 147, 326]",0.0,-38.5,4,41.0,"[40, 216, 309, 333]",0.0,-34.0,"[283319.73422253504, 10532.199097767516, 171369.1596107144, 13202.265676865034]",119253.93298530385,462587.55860788206,119253.93298530382,"[370, 223, 370, 370]",0.0,-43.0,127,371,smoothed,2.3460121656779275e-06,,,,,0.0,0.0,267209.0827946757,266003.6827946757,0.012344234260518025,gaus2,1299.2622665451636,9793950073.270264,14.359072917379496,-42.856371093384894,0.5730628011121252,CWT,0.5283463659804679,0.33344105009148717,1.0,0.30631085871822894,0.2905563347358577,0.8546152562578568,0.03793224847044985,,0.4559505523611829,0.733198040428528,0.733198040428528,0.7331980404285273,,0.5495278421000891,1.0,0.7237757675203909,,,,,0.6,,0.2754039827684222,0.05714285714285714,0.3142857142857143,0.277081594315852,0.277081594315852,0.3773584905660377,2.5344643912708866,0.7840244596712521,2,1.4849655049938129,0.7138008583126236,3,0.0,0.5076573226187131,0.6607157815121116,3,0,0.47874315917919275,0.6762082672107743,3,0.5,0.95,2.75,2.666666666666667,0.8374999999999999,2,gaus,5.875,5.5,2.900123150094541,8,0.8392857142857143,1.0,0.11249999999999998,1,1.75,2
,,104034.36391917318,103682.45725250652,788948.4749503412,0.14332228998209856,,,5709.313915370337,4944.313915370337,61126.61200944425,,,mdp.39015065389044,False,,-172606.70165315704,171401.30165315705,2372995100955.018,2372773155700.138,,,[],[],197759.23820381874,196553.83820381874,14867.047902550094,14852.647902550094,"[0, 142, 227, 142]",0.0,-43.0,4,41.0,"[26, 214, 244, 342]",0.0,-43.0,"[197759.23820381874, 31167.013675755014, 14867.047902550094, 172344.1558945689]",103682.45725250652,400301.6556766927,103682.4572525065,"[142, 227, 252, 370]",0.0,-38.5,127,371,smoothed,1.4343849761142975e-06,,,,,0.0,0.0,172606.70165315704,171401.30165315705,0.023594327824827545,gaus6,653.1114367565045,2946890781.3622475,14.130467974074834,-36.40197911765533,0.614831164972303,CWT,0.11041370466131874,0.7349164921675492,0.46965735110525914,0.05742497175613069,0.7505843852267408,0.7340697925733058,0.04842537238468109,,0.8333684210365617,0.5822407206415477,0.5822407206415477,0.5822407206415473,,0.017464367229417257,0.7830461569244014,0.2802685777935527,,,,,0.6,,0.042492451838084234,0.3142857142857143,0.05714285714285714,0.10386240525169985,0.10386240525169985,0.037735849056603765,1.6618979408359467,0.514100193942479,4,1.350846988203511,0.649332079692118,5,0.0,0.35144652626680256,0.4574074989488348,5,0,0.41507029569642656,0.586272534744436,6,0.816496580927726,0.9183503419072274,5.0,4.8979591836734695,0.7091751709536137,3,gaus,5.875,5.5,2.900123150094541,8,0.8392857142857143,1.0,0.11249999999999998,1,2.5,3
,,73777.89371258124,73425.98704591457,582262.616587459,0.17843752842346944,,,11883.937845312747,11118.937845312747,49612.73854351792,,,mdp.39015065389044,False,,-149922.44825250542,148717.04825250542,1587616590307.9329,1587394645053.053,,,[],[],179308.83055273816,178103.43055273817,13781.258304831394,13766.858304831394,"[0, 110, 142, 234, 265, 142]",0.0,-42.0,6,39.0,"[25, 122, 214, 242, 278, 342]",0.0,-33.0,"[179308.83055273816, 16482.16625715095, 62327.52801814725, 13781.258304831394, 15250.915507104028, 155516.66363551572]",73425.98704591457,426831.56227548746,73425.98704591457,"[142, 142, 265, 265, 293, 370]",0.0,-42.0,127,371,smoothed,1.2391792825250344e-06,,,,,0.0,0.0,149922.44825250542,148717.04825250542,0.020721478941079462,gaus8,585.2951556292526,2106782731.4018676,14.151093764657997,-34.652297853600736,0.6187575609652567,CWT,0.05828030688000993,0.8437499906008575,0.5175073068205408,0.026887623057325713,0.7938288920056098,0.8512350657838197,0.0231106577952412,,0.7388330832991149,0.28892005361050954,0.28892005361050954,0.2889200536105093,,0.03966665411145419,0.8754549512450667,0.18462994983544337,,,,,0.39999999999999997,,0.019964248984809058,0.11428571428571428,0.11428571428571428,0.062327002747310706,0.062327002747310706,0.4150943396226415,1.332342687208175,0.4121538495601166,6,1.463201397597319,0.7033391752043079,4,0.0,0.2781163444282935,0.3619682996245192,7,0,0.4449428347062007,0.628466469955163,4,1.5,0.85,5.25,4.9411764705882355,0.6625,4,gaus,5.875,5.5,2.900123150094541,8,0.8392857142857143,1.0,0.11249999999999998,1,3.25,4
,,147126.86509672852,146774.95843006184,949850.5287699662,0.11608566029782974,,,42213.24755384093,41448.24755384093,81770.68728040616,,,mdp.39015065389044,False,,-206945.10667100977,205739.70667100977,3837998158732.256,3837776213477.376,,,[],[],228485.12668714195,227279.72668714196,16780.901911221772,16766.50191122177,"[0, 143, 143]",0.0,-43.5,3,42.0,"[37, 215, 340]",0.0,-39.0,"[228485.12668714195, 16780.901911221772, 196114.56669182185]",146774.95843006184,425544.79529018555,146774.9584300619,"[143, 225, 370]",0.0,-43.5,127,371,smoothed,1.7701967341350992e-06,,,,,0.0,0.0,206945.10667100977,205739.70667100977,0.01595272861511481,gaus4,734.0964798582846,4026218825.197249,14.15930928406252,-38.490372732195254,0.6054502621134622,CWT,0.20388752918382486,0.6050144420938908,0.536566563632998,0.09665780238612279,0.6472650771388493,0.6431922334298866,0.06813252410546855,,1.0,1.0,1.0,1.0,,0.1487226942400667,0.8709728930350016,0.43953778598184995,,,,,0.7,,0.08451535623240186,0.02857142857142857,0.02857142857142857,0.16673683398358302,0.16673683398358302,0.18867924528301885,2.362019233108982,0.7306793732630681,3,1.2842230408907243,0.6173069379523842,6,0.0,0.48736032142016883,0.6342992434031544,4,0,0.40010231028157733,0.5651307695057124,7,1.8257418583505538,0.8174258141649446,5.0,4.48,0.6587129070824723,5,gaus,5.875,5.5,2.900123150094541,8,0.8392857142857143,1.0,0.11249999999999998,1,4.0,5
,,,,8558225.035826778,-0.0766834770211076,,,0.0,765.0,238814.54736495338,,,mdp.39015065389044,False,,-662025.632382738,660820.232382738,35753636113756.45,35753414168501.57,,,[],[],,,,,[],,,0,45.0,[],,,[],,,,[],,,127,371,smoothed,2.166596929371512e-06,,,,,0.0,0.0,662025.632382738,660820.232382738,0.022618510710922527,gaus1,1056.9086049245484,28877919592.330856,13.96645220125,-48.216995959903116,0.5466816647919011,CWT,0.9149627421544072,0.0,0.0891556954410751,1.0,0.0,0.0,1.0,,,,,,,0.002436678487245281,,,,,,,1.0,,1.0,,,1.0,1.0,,1.3012183392436225,0.4025256811078102,7,1.2190666703668596,0.5859872385734658,8,0.6428571428571429,0.768344478554592,1.0,1,0,0.42915977679935474,0.6061734428197488,5,3.095695936834452,0.6904304063165548,5.25,2.7250608272506085,0.5827152031582774,6,gaus,5.875,5.5,2.900123150094541,8,0.8392857142857143,1.0,0.11249999999999998,1,4.75,6
,,43975.35343256644,43623.44676589977,393572.1169626735,0.22302340266395435,,,852.341280569012,87.34128056901204,36741.29514006546,,,mdp.39015065389044,False,,-115883.01589420093,114677.61589420094,891622673882.5305,891400728627.6505,,,[],[],143690.39988521993,142484.99988521994,5295.359851444446,5280.959851444446,"[0, 96, 109, 109, 109, 204, 233, 267, 294, 294]",0.0,-26.5,10,35.0,"[23, 104, 122, 155, 179, 214, 241, 278, 309, 342]",0.0,-17.5,"[143690.39988521993, 5295.359851444446, 27604.168809150266, 5659.875227386827, 78731.41994092191, 12273.846517757218, 14781.744740370079, 18801.402342829944, 6328.2016528129725, 126587.1153577709]",43623.44676589977,423917.7343256644,43623.44676589978,"[294, 109, 142, 159, 294, 294, 294, 294, 314, 370]",0.0,-26.5,127,371,smoothed,2.774944744755639e-07,,,,,0.0,0.0,115883.01589420093,114677.61589420094,0.020489304156371256,morl,503.6344100496178,1367081691.9451053,14.239704132861979,-32.14031654371422,0.6301547212258845,CWT,0.0,1.0,0.7230752911060313,0.0,0.9193548387096766,1.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.8653055250984538,0.0,,,,,0.0,,0.0,1.0,1.0,0.0,0.0,0.9999999999999999,0.8326527625492268,0.25757715693298083,9,1.7292795810368862,0.8312390052533689,2,0.0,0.27609325179274674,0.359335245451536,8,0,0.520347161402244,0.7349724912270856,2,3.774917217635375,0.6225082782364625,5.25,3.235955056179775,0.5487541391182312,7,morl,7.0,7.0,,1,1.0,,,3,6.0,7
,,63285.43571295134,62933.52904628467,1074045.64062067,-0.03788827060322944,,,0.0,765.0,71528.02217070333,,,mdp.39015065389044,False,,-270203.8623386045,268998.4623386045,3198205729386.3623,3197983784131.4824,,,[],[],198396.92355684075,197191.52355684075,16047.566281370724,16033.166281370724,"[2, 208, 238, 272]",0.0,-43.0,4,41.0,"[93, 219, 248, 288]",0.0,-43.0,"[198396.92355684075, 21096.560698442983, 16047.566281370724, 17600.692315150896]",62933.52904628467,237305.94285180536,62933.529046284675,"[299, 299, 299, 299]",0.0,-43.0,127,371,smoothed,1.2904252410717307e-06,,,,,0.0,0.0,270203.8623386045,268998.4623386045,0.021135899320479382,gaus5,699.4543763976081,3571570987.405756,14.171338806257632,-37.73369471639256,0.5997622938642103,CWT,0.1575100059215515,0.6520812521119304,0.5644739595697146,0.08013166677957632,0.5846189808321637,0.1294438301137596,0.08334383964880977,,0.9361514131388533,0.18720115652065433,0.18720115652065433,0.1872011565206541,,0.002436678487245281,0.21530057344505626,0.2835740523058427,,,,,0.6,,0.06616321973146982,0.05714285714285714,0.05714285714285714,0.2825651062292492,0.2825651062292492,0.037735849056603765,1.1050655105266436,0.3418467399960351,8,1.0797672264561622,0.5190280652515635,9,0.0,0.24159865589080334,0.31444054409722344,9,0,0.3216576478539294,0.4543303784503505,9,0.5,0.95,8.75,8.727272727272728,0.5375,8,gaus,5.875,5.5,2.900123150094541,8,0.8392857142857143,1.0,0.11249999999999998,1,6.25,8
,,53902.502432317786,53550.59576565112,758261.2584293156,-0.00875260647222291,,,0.0,765.0,55153.45407707063,,,mdp.39015065389044,False,,-228697.6387234785,227492.2387234785,2031854641126.9333,2031632695872.0535,,,[],[],173207.2138941991,172001.81389419912,8818.271023439782,8803.871023439782,"[2, 2, 166, 238, 272]",0.0,-42.5,5,40.0,"[75, 93, 219, 248, 281]",0.0,-42.5,"[8818.271023439782, 173207.2138941991, 59370.536750949504, 17521.991570510803, 10594.498922489707]",53550.59576565112,253676.71216158895,53550.5957656511,"[80, 303, 303, 303, 303]",0.0,-42.5,127,371,smoothed,1.1889246385830945e-06,,,,,0.0,0.0,228697.6387234785,227492.2387234785,0.023581232746512786,gaus7,639.3250109562966,2524914856.3664656,14.151921470005494,-35.76402397054902,0.6355243330432753,CWT,0.08336798287007612,0.7745985142189377,0.5194275078457254,0.04208643766553998,0.978494623655914,0.2266576950794984,0.04466682724798288,,0.3067257212293589,0.09623852175886571,0.09623852175886571,0.09623852175886533,,0.002436678487245281,0.272323128288411,0.1530019090579898,,,,,0.5,,0.03270700268677674,0.08571428571428572,0.08571428571428572,0.20656623274452973,0.20656623274452973,0.05660377358490565,0.7199568501696483,0.22271521445911074,10,1.2704541345413762,0.6106884292145455,7,0.0,0.15693391539492255,0.20424942167886245,10,0,0.3813285126548107,0.5386134252497083,8,1.5,0.85,8.75,8.549618320610687,0.4875,9,gaus,5.875,5.5,2.900123150094541,8,0.8392857142857143,1.0,0.11249999999999998,1,7.0,9
,,95665.24092744838,95313.33426078172,1586282.8059385172,-0.07089390193064958,,,0.0,765.0,86994.05048894716,,,mdp.39015065389044,False,,-351820.41397027794,350615.0139702779,5533642749848.223,5533420804593.343,,,[],[],176081.3659449233,174875.96594492331,15249.115909973458,15234.715909973458,"[2, 210]",0.0,-44.0,2,43.0,"[94, 219]",0.0,-44.0,"[176081.3659449233, 15249.115909973458]",95313.33426078172,175494.68185489677,95313.33426078172,"[237, 237]",0.0,-44.0,127,371,smoothed,1.534972781723911e-06,,,,,0.0,0.0,351820.41397027794,350615.0139702779,0.019164603417141327,gaus3,850.5279047626216,5367575452.613576,13.928021513572759,-40.114407276277255,0.6150009550692955,CWT,0.2275382730202053,0.5039964083296153,0.0,0.14541519146577414,0.7524544179523133,0.019317458099533225,0.14608222796833573,,0.8666335473523128,0.5011064468271924,0.5011064468271924,0.5011064468271921,,0.002436678487245281,0.0,0.16790022262767124,,,,,0.8,,0.1331541014970844,0.0,0.0,0.43200693546505,0.43200693546505,0.0,1.3555341418421873,0.4193280153329899,5,0.8105085642447908,0.3895994263045689,10,0.0,0.3098184115268566,0.4032285259727334,6,0,0.25640056811939677,0.3621569949472207,10,2.6299556396765835,0.7370044360323417,7.75,7.0588235294117645,0.4810022180161708,10,gaus,5.875,5.5,2.900123150094541,8,0.8392857142857143,1.0,0.11249999999999998,1,7.75,10
