signal_type,wavelet,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,wavelet_psnr,signal_length,scales_used,emd_value,kl_divergence,is_complex,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,prominence_threshold,distance_factor,max_autocorrelation,upper_envelope,lower_envelope,fft_frequency_max,fft_amplitude_max,fft_spectral_centroid,fft_spectral_bandwidth,fft_spectral_magnitude,fft_variance_magnitude,fft_num_peaks,fft_peak_amplitude,fft_dominant_frequency,fft_positive_frequencies,fft_positive_amplitudes,fft_snr_threshold,fft_stationarity_threshold,fft_dynamic_cutoff,fft_dynamic_cutoff_percentile,stft_frequency_max,stft_amplitude_max,stft_spectral_centroid,stft_spectral_bandwidth,stft_spectral_magnitude,stft_variance_magnitude,stft_peak_freq_over_time,stft_num_peaks,stft_peak_amplitude,stft_dominant_frequency,stft_positive_frequencies,stft_positive_amplitudes,stft_snr_threshold,stft_stationarity_threshold,stft_window,stft_nperseg,stft_noverlap,stft_dynamic_cutoff,stft_dynamic_cutoff_percentile,wavelet_type,htid,fft_frequency_max_diff,fft_snr_threshold_diff,lower_envelope_diff,stft_dynamic_cutoff_percentile_diff,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,prominence_threshold_diff,prominence_min_diff,stft_window_diff,fft_peak_amplitude_diff,avg_prominence_diff,stft_spectral_bandwidth_diff,stft_positive_frequencies_diff,stft_num_peaks_diff,stft_variance_magnitude_diff,stft_noverlap_diff,stft_positive_amplitudes_diff,fft_spectral_centroid_diff,stft_peak_freq_over_time_diff,stft_dominant_frequency_diff,stft_nperseg_diff,fft_variance_magnitude_diff,distance_factor_diff,stft_snr_threshold_diff,stft_dynamic_cutoff_diff,fft_stationarity_threshold_diff,fft_amplitude_max_diff,fft_spectral_magnitude_diff,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,max_autocorrelation_diff,stft_spectral_centroid_diff,stft_amplitude_max_diff,fft_dynamic_cutoff_diff,fft_num_peaks_diff,prominence_max_diff,upper_envelope_diff,stft_peak_amplitude_diff,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,stft_stationarity_threshold_diff,fft_dominant_frequency_diff,fft_dynamic_cutoff_percentile_diff,stft_frequency_max_diff,stft_spectral_magnitude_diff,relative_num_peaks_diff,fft_spectral_bandwidth_diff,emd_value_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,correlation_normalized,avg_variance_across_levels_normalized,kl_divergence_normalized,prominence_min_diff_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,relative_num_peaks_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_signal_weighted_score,reconstruction_signal_normalized_weighted_score,reconstruction_signal_normalized_weighted_rank,wavelet_signal_weighted_score,wavelet_signal_normalized_weighted_score,wavelet_signal_normalized_weighted_rank,reconstruction_signal_num_missing_metrics,reconstruction_signal_missing_metrics_count,reconstruction_signal_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_rank,wavelet_signal_num_missing_metrics,wavelet_signal_missing_metrics_count,wavelet_signal_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank,top_wavelet_rank
raw,mexh,22.175527190127493,0.606751968503937,1064.6401240524435,-31.6179157441106,400,127,100091.76250416072,,False,14.618075512236128,280477.5066794698,0.014908683085508405,3.0374397279801573e-08,0.20381757476290838,25,13408.64530453777,167.73131769138854,162481.81876698392,"[15, 37, 50, 66, 80, 93, 108, 122, 138, 151, 167, 180, 193, 207, 223, 238, 252, 265, 278, 293, 308, 329, 349, 362, 381]","[1952.774308130065, 222.1072045329929, 167.73131769138854, 162481.81876698392, 461.7349049562181, 2630.0889085517847, 612.0708351681969, 1929.0314249885705, 3836.0230414776306, 3844.5153775821673, 1839.8160799290781, 3148.2329385737467, 5186.524306242223, 1193.7203915684731, 2457.4052657875, 4375.694260052274, 218.55194831840345, 2114.1962713752146, 2628.2384812572127, 1904.7115592695773, 4611.190750406531, 6327.908161525091, 115258.22381098846, 3606.111385773518, 2207.710912314011]","[0, 0, 0, 0, 79, 92, 107, 121, 137, 150, 166, 179, 179, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 361, 380]","[16, 38, 51, 399, 201, 201, 201, 201, 201, 201, 201, 188, 201, 210, 224, 239, 253, 267, 279, 294, 320, 334, 399, 399, 399]",0.05,30,4695698703064.14,176818.22789375664,-176818.22789375664,0.4975,40141543.04455775,0.030363524511281062,0.09094531581550659,77386939.21984267,8574338890852.157,30.0,8124925.83785542,0.005,"[0.0, 0.0025, 0.005, 0.0075, 0.01, 0.0125, 0.015, 0.0175, 0.02, 0.0225, 0.025, 0.0275, 0.03, 0.0325, 0.035, 0.0375, 0.04, 0.0425, 0.045, 0.0475, 0.05, 0.0525, 0.055, 0.0575, 0.06, 0.0625, 0.065, 0.0675, 0.07, 0.0725, 0.075, 0.0775, 0.08, 0.0825, 0.085, 0.08750000000000001, 0.09, 0.0925, 0.095, 0.0975, 0.1, 0.10250000000000001, 0.105, 0.1075, 0.11, 0.1125, 0.115, 0.11750000000000001, 0.12, 0.1225, 0.125, 0.1275, 0.13, 0.1325, 0.135, 0.1375, 0.14, 0.14250000000000002, 0.145, 0.1475, 0.15, 0.1525, 0.155, 0.1575, 0.16, 0.1625, 0.165, 0.1675, 0.17, 0.17250000000000001, 0.17500000000000002, 0.1775, 0.18, 0.1825, 0.185, 0.1875, 0.19, 0.1925, 0.195, 0.1975, 0.2, 0.2025, 0.20500000000000002, 0.20750000000000002, 0.21, 0.2125, 0.215, 0.2175, 0.22, 0.2225, 0.225, 0.2275, 0.23, 0.2325, 0.23500000000000001, 0.23750000000000002, 0.24, 0.2425, 0.245, 0.2475]","[40141543.04455775, 5262234.489033307, 8124925.83785542, 5047185.49016339, 2351766.2920169984, 1783119.7861881822, 1451009.1705095985, 636735.8709168464, 848762.3604166989, 752229.6572462202, 685497.857479843, 406673.4303247819, 335935.5891423907, 200893.88065463185, 257499.99837792813, 452222.68101738225, 266615.47809679294, 119097.11009695688, 361591.4783231796, 128543.46720468478, 64885.64860443308, 174760.0591905793, 182875.422527455, 93963.88370906014, 141147.0097436361, 45984.78699382602, 116112.89310000656, 72714.90657562256, 87951.96650975433, 69310.21657690844, 144766.53146877314, 58486.98117208129, 52030.69365008849, 30174.731609135368, 78014.002355275, 48797.94169635328, 98799.012312806, 37018.29940480068, 80663.31391539436, 50595.68274681744, 54531.11178829614, 48269.884862188024, 56605.061865060175, 6645.406920678858, 24880.36400693118, 39670.451943109234, 36285.54554521678, 25763.520651187275, 77557.7068916162, 41649.38812386665, 46759.20689827514, 33144.98646845207, 51837.847130998045, 38628.6587571129, 44079.17948039324, 25080.479522154877, 22289.681886568993, 29046.617939714906, 41355.62627961825, 40300.12566210494, 43952.99089236955, 24408.012694250607, 18803.609647478166, 26906.865992955503, 35897.48852047554, 41348.258944988745, 46676.89029125971, 19590.48876210874, 1213.614134441944, 47504.947906562615, 46079.05921908623, 35715.31197452442, 35400.07996035781, 33194.83302649651, 8869.508987059648, 14892.378843072252, 27834.858365112952, 20303.40268323643, 14968.978998507377, 37502.45398664306, 11087.708240791488, 17292.91760158492, 47540.075855839816, 49304.81327590211, 4802.858384275039, 13487.834677642857, 20118.714985655522, 31119.92064786064, 24040.682330599964, 56157.26480676115, 45675.477125955265, 26300.220123375813, 18159.876914166303, 60285.303838753076, 63566.004441024386, 45328.76461721784, 23906.738430791098, 70698.18242120066, 17464.97987676686, 11285.113990884276]",3.0,0.3,53780.56977038027,15.0,,,,,,,,,,,,,,,,,,,,CWT,uc1.b4952552,0.0,0.0,173982.22789375664,,0.0,8.5,0.0,147.73131769138854,,8115351.881643438,12831.918031810497,,,,,,,0.19068393993920163,,,,8574263500349.195,0.0,,,0.0,40017656.04455775,76480789.45212376,0.0,-14.0,12831.918031810497,322528.13261344424,12832.025109030747,,,,53707.56977038027,1.0,159646.81876698392,173982.22789375664,,0.0,13.0,,0.04,0.0,,,3.0,0.07381375966983893,1.0,0.07084277171041448,0.7066346183543641,0.9848087785601382,0.06476520642924677,0.7502218528142852,0.14351942688701833,,0.14727185864864067,0.4770859053242244,0.4770859053242244,0.4722504149714409,0.7967801151438096,0.9094526026018235,0.16666666666666666,,1.0,0.09090909090909088,0.5502763823244128,0.5502763823244128,0.7962962962962964,1.8803519720999757,0.7680903706979505,3,1.57162995593572,0.7514202748251753,5,0,0,0.5361959683779202,0.8831704758887318,2,1,0.125,0.5252918078222096,0.9339205874332037,2,1.4142135623730951,0.8989847455447789,3.0,2.608695652173913,0.8423495156295323,1,mexh,1.0,1.0,,1,0.09090909090909091,,,5,2.0,1
raw,gaus6,20.48151391389669,0.6480708661417323,376.1913158632637,-22.587139558583193,400,127,29875.013818760617,,False,14.308724155014009,202203.8048541936,0.027240484848062005,4.131442074847494e-07,0.22073713312455376,17,17118.73193851987,80.93951258555171,118616.22688811118,"[16, 31, 49, 65, 97, 113, 144, 174, 193, 207, 225, 253, 285, 303, 317, 331, 363]","[80.93951258555171, 9227.043272601215, 245.28029160774895, 118616.22688811118, 692.8056382588893, 742.9833132926806, 8554.257732139718, 1520.0364641557098, 194.19338385100127, 513.5123697209601, 40353.60327203971, 302.2969389446189, 2767.360381134358, 6720.829815688394, 890.4071552176592, 690.4533731494776, 98906.21315233894]","[0, 0, 44, 0, 95, 112, 136, 136, 136, 136, 136, 252, 268, 136, 314, 136, 136]","[17, 44, 50, 136, 136, 136, 152, 175, 195, 209, 268, 268, 291, 314, 319, 333, 399]",0.05,30,588388922502.8806,94144.90670690064,-94144.90670690064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CWT,uc1.b4952552,,,91308.90670690064,,0.0,-4.5,0.0,60.93951258555171,,,16542.0046657926,,,,,,,,,,,,0.0,,,,,,0.0,-13.5,16542.0046657926,278330.4429548378,16580.95794370224,,,,,,115781.22688811118,91308.90670690064,,0.0,3.0,,,,,,5.0,,0.1806160765701855,0.5921517235280165,0.3799924368535167,0.7914490357606966,0.3955247399936969,0.8141948734940179,0.08014573732392125,,0.05712077930177433,0.6680384035880134,0.6680384035880134,0.665907676115568,0.6678451127774256,0.5921591018628116,0.5,,0.6153846153846154,0.13636363636363633,0.22013221913895595,0.22013221913895595,0.3148148148148149,1.6739243618914994,0.6837683597128229,6,1.5111427337196266,0.7225004104707399,6,0,0,0.44382808183954864,0.7310309688392619,6,1,0.125,0.4557606605034359,0.8103005937803953,6,0.0,1.0,6.0,6.0,0.7857142857142857,3,gaus,8.25,7.5,4.334248987508019,8,0.75,1.0,0.175,1,2.5,2
raw,morl,19.741879256196842,0.6473031496062992,274.4084826312989,-17.657281369326252,400,127,17018.48145561829,,False,14.381262223647537,103214.71980788902,0.022627443485564197,1.8262031294299713e-08,0.26987879703861745,24,15355.632021360776,988.6844908383082,77365.8827433142,"[15, 28, 42, 66, 80, 97, 110, 124, 146, 167, 180, 193, 207, 221, 234, 248, 270, 284, 301, 314, 331, 349, 364, 381]","[33650.18202151156, 4879.422488141528, 6119.541478997364, 77365.8827433142, 988.6844908383082, 3947.078436938704, 9675.102976591226, 2307.9552802412127, 8169.806363897268, 9582.844267153338, 1995.5487644443674, 13449.765313845977, 8000.796824959959, 55277.241950221316, 4130.666509939725, 3261.8088579823343, 2057.9974758863355, 30653.42384976175, 12064.78781445988, 1075.431091782044, 3942.302556387607, 2166.3038373752024, 67357.41779954883, 6415.175318438589]","[0, 23, 41, 0, 79, 94, 94, 123, 135, 135, 135, 135, 135, 135, 233, 246, 267, 267, 294, 313, 323, 267, 267, 380]","[49, 49, 49, 267, 135, 98, 135, 135, 152, 168, 181, 200, 208, 267, 267, 267, 271, 323, 323, 323, 334, 350, 399, 399]",0.05,30,189847776194.52972,59927.00651114561,-59927.00651114561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CWT,uc1.b4952552,,,57091.00651114561,,0.0,0.5,0.0,968.6844908383082,,,14778.904748633504,,,,,,,,,,,,0.0,,,,,,0.0,-8.5,14778.904748633504,355847.1685126586,14778.904748633506,,,,,,74530.8827433142,57091.00651114561,,0.0,8.0,,,,,,2.0,,0.030588681017985453,0.8767318252217744,0.4565849341131985,0.7070249233968272,0.3893791364639145,1.0,0.0,,1.0,0.5772943409597894,0.5772943409597894,0.5728196690524554,0.893979539043432,0.2937825032628618,0.0,,0.8076923076923077,0.5909090909090908,0.08348789586859631,0.08348789586859631,0.5000000000000001,1.6853588246523354,0.6884391345842391,5,1.672772282779039,0.7997779653527876,3,0,0,0.49839563196807657,0.8209093939995334,4,1,0.125,0.48807992860195715,0.8677612840072608,4,0.816496580927726,0.9416788156480196,4.0,3.8709677419354844,0.8279822649668669,2,morl,2.0,2.0,,1,0.18181818181818182,,,6,3.0,3
raw,gaus8,20.081689079093724,0.6489370078740158,328.7743134320111,-20.428917815128862,400,127,22770.913486033915,,False,14.385949926403908,139965.2355507679,0.020581719765447724,3.021724649018848e-07,0.23069898846872863,19,15614.046480298251,30.30215883220808,99113.20144930774,"[11, 28, 43, 65, 97, 115, 132, 145, 174, 193, 207, 221, 234, 283, 301, 317, 331, 363, 379]","[480.53524413457126, 16339.818004551027, 147.79942237480645, 99113.20144930774, 1667.3824659114248, 2756.069487248431, 274.69542933324556, 5813.374489070775, 2345.6260103148834, 86.84182806319723, 371.6857647230827, 58141.72327472946, 271.741960620544, 7403.04473003491, 12867.216392492857, 1377.2886694262343, 830.7460094800263, 86347.79033501731, 30.30215883220808]","[0, 0, 42, 0, 95, 112, 131, 134, 134, 134, 134, 134, 233, 268, 268, 316, 322, 134, 378]","[12, 45, 45, 134, 134, 134, 134, 152, 175, 195, 208, 268, 268, 293, 322, 322, 333, 399, 399]",0.05,30,358522394385.8667,75348.22653977165,-75348.22653977165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CWT,uc1.b4952552,,,72512.22653977165,,0.0,-8.0,0.0,10.302158832208079,,,15037.31920757098,,,,,,,,,,,,0.0,,,,,,0.0,-8.0,15037.31920757098,283978.88312566676,15110.93293702742,,,,,,96278.20144930774,72512.22653977165,,0.0,1.0,,,,,,3.0,,0.09771583251090751,0.7167368413247795,0.4615346504109328,0.7458118330851978,0.4024582414119134,0.8518607489453573,0.029754767203572202,,0.004523508274097319,0.590594538876902,0.590594538876902,0.5899711285270945,0.6843229344105841,0.4510876389821205,0.16666666666666666,,0.5384615384615385,0.6363636363636362,0.1450703472393656,0.1450703472393656,0.18518518518518523,1.3796247611448185,0.5635522018935365,8,1.5766595993205423,0.7538250241112409,4,0,0,0.39399266742528816,0.6489468629152625,7,1,0.125,0.4660175592703802,0.8285364177148696,5,1.8257418583505538,0.8695898672606748,6.0,5.5721393034825875,0.7205092193446231,4,gaus,8.25,7.5,4.334248987508019,8,0.75,1.0,0.175,1,3.25,4
raw,gaus4,20.95517406555077,0.6310826771653544,455.799090419012,-25.573843860241038,400,127,45787.9583345908,,False,14.346624738837468,305792.9561139246,0.02045930452185837,5.82573098633292e-07,0.19752322866615335,17,17247.373243675946,8.727053086935484,142216.95212138223,"[35, 49, 65, 96, 115, 144, 165, 180, 193, 208, 225, 239, 261, 289, 303, 331, 358]","[410.3702451246645, 202.7790700262267, 142216.95212138223, 8.727053086935484, 118.12650009014942, 5785.745280347532, 3111.1689886018794, 333.81462324953463, 5933.104007673646, 355.73451674075113, 12475.552732744569, 29.082618029129662, 2787.5633074851175, 667.844292309248, 2923.1346461201174, 689.6069436045655, 115156.0381958748]","[0, 0, 0, 95, 114, 136, 153, 178, 153, 200, 200, 238, 257, 200, 200, 200, 200]","[36, 50, 200, 200, 200, 200, 178, 181, 200, 209, 257, 257, 267, 291, 310, 332, 399]",0.05,30,1168289986603.1548,120080.88739441178,-120080.88739441178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CWT,uc1.b4952552,,,117244.88739441178,,0.0,-4.5,0.0,11.272946913064516,,,16670.645970948673,,,,,,,,,,,,0.0,,,,,,0.0,-13.5,16670.645970948673,280517.3451424911,16785.266450289353,,,,,,139381.95212138223,117244.88739441178,,0.0,3.0,,,,,,5.0,,0.36630981994074685,0.4197417715040041,0.4200114284991926,0.8455140223716393,0.25953356445004794,0.7264228667883909,0.16401588222511695,,0.005531870678814664,0.6746593752856747,0.6746593752856747,0.6764615663982074,0.6742248181628908,0.7628705047756438,0.5,,0.6153846153846154,0.13636363636363633,0.3237038734229244,0.3237038734229244,0.3148148148148149,1.7955606552707366,0.7334546243368034,4,1.4544896597054648,0.6954137109047044,8,0,0,0.4735315269996518,0.779955629494475,5,1,0.125,0.4511141936827341,0.8020396025407462,7,1.8257418583505538,0.8695898672606748,6.0,5.5721393034825875,0.7205092193446231,5,gaus,8.25,7.5,4.334248987508019,8,0.75,1.0,0.175,1,4.0,5
raw,gaus2,21.534257286868232,0.5986614173228346,542.0825032901134,-29.06672233236747,400,127,64641.64345902638,,False,14.375064395894197,275974.37670036487,0.013654968747624424,5.492022078573242e-07,0.1947936464215123,14,23568.536434620702,33.4671510265689,174999.92950896724,"[43, 65, 102, 138, 161, 175, 195, 208, 236, 266, 305, 318, 331, 358]","[521.9492289137561, 174999.92950896724, 155.35886536586622, 2091.2661064302083, 2223.370705153039, 256.67784397804644, 3222.6778113444198, 337.3379294719407, 2331.652279218102, 33.4671510265689, 1314.4051417026203, 698.8287636492896, 1142.3955272298917, 140630.1932222389]","[0, 0, 101, 137, 158, 174, 188, 201, 201, 201, 201, 201, 201, 201]","[44, 201, 201, 201, 201, 201, 201, 209, 245, 267, 311, 320, 333, 399]",0.05,30,2612026030077.053,159389.97369660472,-159389.97369660472,0.4975,24622217.80674166,0.019221745932489005,0.05940295681324201,65915982.17354498,4019036974418.5513,27.0,1030001.8274027313,0.02,"[0.0, 0.0025, 0.005, 0.0075, 0.01, 0.0125, 0.015, 0.0175, 0.02, 0.0225, 0.025, 0.0275, 0.03, 0.0325, 0.035, 0.0375, 0.04, 0.0425, 0.045, 0.0475, 0.05, 0.0525, 0.055, 0.0575, 0.06, 0.0625, 0.065, 0.0675, 0.07, 0.0725, 0.075, 0.0775, 0.08, 0.0825, 0.085, 0.08750000000000001, 0.09, 0.0925, 0.095, 0.0975, 0.1, 0.10250000000000001, 0.105, 0.1075, 0.11, 0.1125, 0.115, 0.11750000000000001, 0.12, 0.1225, 0.125, 0.1275, 0.13, 0.1325, 0.135, 0.1375, 0.14, 0.14250000000000002, 0.145, 0.1475, 0.15, 0.1525, 0.155, 0.1575, 0.16, 0.1625, 0.165, 0.1675, 0.17, 0.17250000000000001, 0.17500000000000002, 0.1775, 0.18, 0.1825, 0.185, 0.1875, 0.19, 0.1925, 0.195, 0.1975, 0.2, 0.2025, 0.20500000000000002, 0.20750000000000002, 0.21, 0.2125, 0.215, 0.2175, 0.22, 0.2225, 0.225, 0.2275, 0.23, 0.2325, 0.23500000000000001, 0.23750000000000002, 0.24, 0.2425, 0.245, 0.2475]","[24622217.80674166, 11176975.441297118, 6721250.934969034, 5560658.0261929585, 2523778.768401078, 2029227.0365395215, 1724258.658298192, 851643.371163443, 1030001.8274027313, 899367.2935454876, 832231.318203652, 480975.7782345494, 373821.5409963956, 232106.3501403695, 294021.73129837634, 571404.0846871395, 313688.1996550857, 112576.05154869962, 455096.27857129823, 139786.93995731627, 91324.81695173627, 208332.6100435115, 214889.9857900283, 97360.40659253369, 161281.29348459057, 38167.97016704948, 136517.262521886, 77875.72769428072, 97018.58329111482, 69012.87316339195, 174998.51785036, 76432.43489686956, 64751.97316147166, 34295.46127762984, 79801.47715270662, 42069.14878035789, 113403.67057523744, 42805.92280999035, 79860.25110817816, 55967.86018584472, 60934.91263038078, 48820.233334999364, 66068.69432693599, 3777.2136801665697, 23553.67507316806, 42991.20281892367, 37321.99871153437, 28219.45340223428, 61645.47035665647, 39590.24100158149, 44797.624725883245, 31252.295281017072, 57503.966318818784, 38303.11867972288, 55786.92415861024, 20131.973909462457, 16916.320246745214, 28401.117532801625, 37109.78552181216, 44845.75106889944, 48690.103294299246, 21473.530905176973, 15782.281843411916, 31923.523990856185, 32994.18932729735, 37587.586552020766, 45599.31102259417, 16546.484774035034, 4175.147207187391, 43149.66066312654, 45984.68431439924, 63402.38221138779, 53897.092016238435, 24372.844435510113, 11616.566156407478, 3911.972769548355, 32863.11857945128, 14253.823355499118, 11367.245034209325, 29062.825114801344, 7815.41927796395, 17492.890618434176, 26820.14809865297, 18507.390191047194, 13750.094892940198, 5890.798122667548, 2322.702208067187, 9874.47334563044, 21559.508962369273, 24386.43336779782, 19899.309770722095, 15918.236412736309, 14207.270781418449, 14656.013805692792, 18051.52238017149, 17555.048463371884, 18969.8165364476, 16588.648671776868, 11075.277636893758, 13110.36585653381]",3.0,0.3,0.0,5.0,0.5,167847472802.16125,0.016842519725502745,0.01250224060112058,194154053912.18073,1.0809606583168834e+19,"[0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625]",2.0,167847472802.16125,0.015625,"[0.0, 0.015625, 0.03125, 0.046875, 0.0625, 0.078125, 0.09375, 0.109375, 0.125, 0.140625, 0.15625, 0.171875, 0.1875, 0.203125, 0.21875, 0.234375]","[10062579893.698042, 167847472802.16125, 12837596340.975147, 2204517219.5563555, 434895203.40926236, 203355578.9811144, 171440667.93786275, 54104516.95400645, 53569884.39045572, 36885274.72061317, 31179073.4758413, 40188267.237960726, 39914910.58720793, 14461531.283785602, 8634833.636665942, 5686109.605481596]",3.0,0.7,cosine,64.0,32.0,0.0,5.0,CWT,uc1.b4952552,0.0,0.0,156553.97369660472,,0.0,-10.5,0.0,13.4671510265689,,1020427.871190749,22991.80916189343,,,,,,,0.2018257185179937,,,,4018961583915.59,0.0,,,0.0,24498330.80674166,65009832.40582606,0.0,-15.0,22991.80916189343,317271.5100846898,23048.51653366856,,,,73.0,4.0,172164.92950896724,156553.97369660472,,0.0,-1.5,,0.024999999999999998,10.0,,,8.0,0.10535611867210351,0.5863200992202042,0.21811250091610096,0.450040686187162,0.9116123135152329,0.0,0.7161022888128277,0.13987350297255852,,0.007811001397418088,1.0,1.0,1.0,0.7814453172523511,1.0,0.9999999999999999,,0.44230769230769235,0.0,0.48067912513067457,0.48067912513067457,0.09259259259259259,2.4480868968469585,1.0,1,1.3299803468810736,0.6358839076533438,9,0,0,0.607126237817617,1.0,1,1,0.125,0.42547305594629803,0.7564520147263688,8,4.349329450233296,0.6893336106976218,4.75,1.7888198757763976,0.6750239482059537,6,gaus,8.25,7.5,4.334248987508019,8,0.75,1.0,0.175,1,4.75,6
raw,cmor,18.875219661250732,0.6501181102362205,397.12101796089706,-24.279007923961153,400,127,40775.631972023126,-561134.1861413245,True,14.589620025296552,118759.5036651394,0.020245681432343225,7.582743783883672e-08,0.1456978633100003,24,8237.93023417377,106.17005679600697,72209.0076014461,"[15, 32, 48, 65, 78, 93, 110, 124, 144, 167, 180, 193, 207, 223, 240, 254, 270, 286, 301, 315, 329, 349, 364, 381]","[2271.485465962174, 3605.080340397355, 1468.169840438677, 72209.0076014461, 855.6718635263314, 2428.2202102226947, 3524.3847198068906, 325.6733502162642, 5163.328084776118, 3135.477974109419, 497.848561724948, 5913.330076798358, 2843.6669482243997, 12765.376367272, 4975.534315987552, 1348.4076490382686, 106.17005679600697, 459.20561941283813, 4640.838154832782, 924.2987477018687, 2004.449759317482, 2142.457357208048, 61491.60204105812, 2610.640513895778]","[0, 0, 0, 0, 77, 92, 109, 123, 134, 152, 179, 152, 152, 152, 239, 253, 267, 152, 152, 312, 152, 152, 152, 380]","[16, 34, 49, 152, 152, 152, 152, 152, 152, 168, 183, 200, 208, 267, 267, 267, 271, 287, 310, 317, 330, 350, 399, 399]",0.05,30,872496260018.1794,81834.90088608889,-81834.90088608889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CWT,uc1.b4952552,,,78998.90088608889,,0.0,14.0,0.0,86.17005679600697,,,7661.202961446496,,,,,,,,,,,,0.0,,,,,,0.0,-4.0,7661.202961446496,185022.32562017045,7661.202961446498,,,,,,69374.0076014461,78998.90088608889,,0.0,8.0,,,,,,2.0,,0.3078192216524021,0.4944872364397414,0.6765886459911715,0.6081018047148362,0.4119130160731171,0.5304706380836774,0.012585712487367104,0.15497237793185,0.08332787097716576,0.2109570900419576,0.2109570900419576,0.20514313427983957,0.395643501736757,0.2564812177551791,0.0,,0.8076923076923077,1.0,0.1709739597128651,0.1709739597128651,1.0000000000000002,0.9883367300026211,0.4037179935383669,11,1.475360031542974,0.7053921542924849,7,0,0,0.3760125109959078,0.6193316769631415,8,0,0.0,0.3996173316717703,0.7104829117565568,10,1.8257418583505538,0.8695898672606748,9.0,8.719037508846426,0.613366362201766,8,cmor,8.0,8.0,,1,0.7272727272727273,,,3,6.75,7
raw,gaus3,21.166616332352355,0.6250393700787401,555.5956842703451,-27.232615258559015,400,127,53582.65358563942,,False,14.393796024606084,441187.41576619574,0.016606711244167342,2.7701606068683485e-07,0.01641300778689226,16,10407.043231085554,4.292371425857709,148879.09961833933,"[30, 50, 91, 111, 125, 142, 170, 195, 213, 236, 251, 291, 313, 329, 345, 397]","[132.87007131695282, 4.292371425857709, 2503.1441006972673, 1473.1848743768496, 148879.09961833933, 958.0492167733537, 134.4697376572185, 143.3613240676932, 109.73216282095746, 7290.427272679695, 449.97254616374994, 2857.8808814036383, 13.129530392339802, 257.58321303929915, 31.324509968608254, 1274.1702662460157]","[3, 3, 3, 3, 3, 140, 169, 194, 212, 216, 250, 275, 275, 275, 275, 3]","[31, 51, 92, 112, 275, 275, 275, 275, 216, 275, 275, 295, 314, 330, 346, 398]",0.05,30,1700855709850.8347,161794.1592977839,-161794.1592977839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CWT,uc1.b4952552,,,158958.1592977839,,0.0,-9.5,0.0,15.70762857414229,,,9830.315958358282,,,,,,,,,,,,0.0,,,,,,0.0,-14.0,9830.315958358282,153824.69169736886,10112.121752274423,,,,,,146044.09961833933,158958.1592977839,,0.0,-5.0,,,,,,6.0,,0.4572688588640621,0.32398783394679054,0.4698192968920163,0.8696486752101656,0.21115663410022048,0.04164329642534992,0.27363694593460797,,0.010138196561982973,0.3225980263971807,0.3225980263971807,0.33174935563669744,0.3046327037802912,0.8110598944819587,0.6666666666666666,,0.3076923076923077,0.09090909090909088,0.4902798987786796,0.4902798987786796,0.12962962962962965,1.3825360725932416,0.5647414208923281,7,1.2118820946624553,0.579419330350443,11,0,0,0.3565194746425288,0.587224620573273,9,1,0.125,0.37191593448188753,0.6612323718641621,11,1.9148542155126762,0.8632246988919516,9.5,9.178807947019866,0.5923266351602615,9,gaus,8.25,7.5,4.334248987508019,8,0.75,1.0,0.175,1,7.0,8
