signal_type,wavelet,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,wavelet_psnr,signal_length,scales_used,emd_value,kl_divergence,is_complex,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,prominence_threshold,distance_factor,max_autocorrelation,upper_envelope,lower_envelope,fft_frequency_max,fft_amplitude_max,fft_spectral_centroid,fft_spectral_bandwidth,fft_spectral_magnitude,fft_variance_magnitude,fft_num_peaks,fft_peak_amplitude,fft_dominant_frequency,fft_positive_frequencies,fft_positive_amplitudes,fft_snr_threshold,fft_stationarity_threshold,fft_dynamic_cutoff,fft_dynamic_cutoff_percentile,wavelet_type,htid,fft_frequency_max_diff,fft_stationarity_threshold_diff,fft_amplitude_max_diff,fft_spectral_magnitude_diff,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,fft_snr_threshold_diff,lower_envelope_diff,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,max_autocorrelation_diff,prominence_threshold_diff,prominence_min_diff,fft_peak_amplitude_diff,fft_dynamic_cutoff_diff,avg_prominence_diff,fft_num_peaks_diff,prominence_max_diff,upper_envelope_diff,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,fft_dominant_frequency_diff,fft_dynamic_cutoff_percentile_diff,fft_spectral_centroid_diff,relative_num_peaks_diff,fft_variance_magnitude_diff,fft_spectral_bandwidth_diff,distance_factor_diff,emd_value_normalized,smoothness_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,correlation_normalized,avg_variance_across_levels_normalized,kl_divergence_normalized,prominence_min_diff_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,relative_num_peaks_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_signal_weighted_score,reconstruction_signal_normalized_weighted_score,reconstruction_signal_normalized_weighted_rank,wavelet_signal_weighted_score,wavelet_signal_normalized_weighted_score,wavelet_signal_normalized_weighted_rank,reconstruction_signal_num_missing_metrics,reconstruction_signal_missing_metrics_count,reconstruction_signal_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_rank,wavelet_signal_num_missing_metrics,wavelet_signal_missing_metrics_count,wavelet_signal_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank,top_wavelet_rank
raw,gaus8,20.10904396715739,0.6704117807472048,655.3046994663091,-32.9489774780389,193,95,31831.57003343654,,False,13.231773240038171,365693.58608294226,0.020078833449905194,6.186797315695779e-07,0.33680102667659123,9,21085.204897500967,392.00975202561676,91375.717071667,"[15, 40, 53, 68, 87, 95, 104, 147, 158]","[65320.58997510162, 1972.2205996175726, 2469.5728142689095, 9555.285397470656, 15509.33242655743, 1929.5085799102599, 392.00975202561676, 1242.6074608896524, 91375.717071667]","[0, 36, 48, 62, 80, 93, 102, 118, 118]","[118, 118, 62, 118, 118, 118, 118, 149, 192]",0.05,30,290367379031.5315,73509.06517001103,-73509.06517001103,,,,,,,,,,,,,,,,CWT,mdp.39015067403934,,,,,0.0,-6.0,,72640.06517001103,0.0,-15.0,20577.954897500967,177592.84407750872,20577.95489750097,,0.0,383.00975202561676,,,20577.954897500967,,90507.717071667,72640.06517001103,0.0,-15.0,,,,15.0,,,0.0,0.0999744760904735,0.19758595310483443,0.7224812580882202,0.36630846952841467,0.7929035719425771,0.34155299055613836,0.7772431508165127,0.07958244002484874,,0.5778278913964408,0.8328847344089992,0.8328847344089992,0.8327927224184485,0.6053767661312434,0.47163117411660294,0.7647058823529412,,0.0,0.38271604938271603,0.1387470561341187,0.1387470561341187,0.2063492063492064,1.9023436165167262,0.7419087887206425,4,1.5817143369060203,0.6985358885096824,5,0,0,0.48205527276948623,0.6935078674318469,5,1,0.11111111111111112,0.41664848321344694,0.7203089037506757,6,0.816496580927726,0.9416788156480196,5.0,4.8979591836734695,0.7922679792525812,1,gaus,6.875,6.5,4.764076885549662,8,0.49107142857142855,1.0,0.35624999999999996,1,1.0,1
raw,gaus6,20.107294035864715,0.6675756749386419,661.6364602755265,-33.566678085877776,193,95,34831.68691225264,,False,13.237680638162686,347243.29235402355,0.01867669274398211,6.770948948762301e-07,0.31926669482135783,10,19265.893448839506,84.73253305457911,98995.49652908325,"[15, 21, 40, 51, 68, 87, 95, 104, 147, 158]","[66836.10925922001, 84.73253305457911, 1678.8898699925885, 1411.8978674828431, 6896.5659584282575, 13242.756704554778, 1937.2033789486668, 704.6197794121181, 870.6626082179937, 98995.49652908325]","[0, 20, 37, 49, 62, 80, 93, 102, 118, 118]","[118, 118, 118, 118, 118, 118, 118, 118, 148, 192]",0.05,30,334894446972.5742,78924.21112760581,-78924.21112760581,,,,,,,,,,,,,,,,CWT,mdp.39015067403934,,,,,0.0,-5.5,,78055.21112760581,0.0,-10.0,18758.643448839506,180484.93448839505,18758.643448839506,,0.0,75.73253305457911,,,18758.643448839506,,98127.49652908325,78055.21112760581,0.0,-14.5,,,,14.0,,,0.0,0.129501463052205,0.21684815274909275,0.68029503112814,0.3749541211887065,0.7927288853826503,0.32791185729275957,0.7349354470565899,0.07164114181402238,,0.08580032373638463,0.7369623953958029,0.7369623953958029,0.7368175695266415,0.6160964984432546,0.5239199059482822,0.7058823529411765,,0.017543859649122792,0.3950617283950617,0.16791264559812139,0.16791264559812139,0.3650793650793651,1.7227654386481686,0.671873792273958,6,1.5497187851683005,0.6844056245043727,6,0,0,0.4379959738089281,0.6301220438786002,7,1,0.11111111111111112,0.4105464569024653,0.7097596180582824,7,0.5773502691896257,0.9587606950578839,6.5,6.461538461538462,0.7472374903860848,2,gaus,6.875,6.5,4.764076885549662,8,0.49107142857142855,1.0,0.35624999999999996,1,1.75,2
raw,gaus2,21.35291720330658,0.6620125443141532,1146.401698249123,-39.56484080760029,193,95,77007.38656568105,,False,13.11096676070241,326428.16974303796,0.02583767757036622,1.0086366107306652e-06,0.39540483006100924,9,24254.797289258444,513.73088606706,144495.33901285252,"[23, 41, 56, 68, 87, 95, 106, 144, 153]","[3037.5010479320044, 7164.176841989465, 2753.3623251332756, 42197.493594802916, 12759.276266953108, 2272.2832620575355, 513.73088606706, 144495.33901285252, 3100.0123655381176]","[0, 0, 0, 0, 79, 93, 102, 0, 150]","[27, 47, 61, 118, 118, 118, 118, 192, 192]",0.05,30,1331402724356.8125,133360.12003824595,-133360.12003824595,0.4922279792746114,14873012.453427235,0.013997638521615431,0.040747987774538356,25820935.553236444,2418110418280.22,17.0,3033487.057009005,0.010362694300518135,"[0.0, 0.0051813471502590676, 0.010362694300518135, 0.015544041450777202, 0.02072538860103627, 0.02590673575129534, 0.031088082901554404, 0.036269430051813475, 0.04145077720207254, 0.046632124352331605, 0.05181347150259068, 0.05699481865284974, 0.06217616580310881, 0.06735751295336788, 0.07253886010362695, 0.07772020725388601, 0.08290155440414508, 0.08808290155440415, 0.09326424870466321, 0.09844559585492228, 0.10362694300518135, 0.10880829015544041, 0.11398963730569948, 0.11917098445595856, 0.12435233160621761, 0.1295336787564767, 0.13471502590673576, 0.13989637305699482, 0.1450777202072539, 0.15025906735751296, 0.15544041450777202, 0.1606217616580311, 0.16580310880829016, 0.17098445595854922, 0.1761658031088083, 0.18134715025906736, 0.18652849740932642, 0.1917098445595855, 0.19689119170984457, 0.20207253886010362, 0.2072538860103627, 0.21243523316062177, 0.21761658031088082, 0.2227979274611399, 0.22797927461139897, 0.23316062176165803, 0.2383419689119171, 0.24352331606217617]","[14873012.453427235, 1704526.7655512525, 3033487.057009005, 2024029.373998009, 333696.804877112, 938472.6185772873, 530931.7631822784, 197877.74188166094, 439761.0380416603, 175372.98752460437, 189775.42777841093, 42955.575295210234, 164072.28459921456, 186185.1060868028, 34277.706594943396, 106690.8216277548, 11085.11000270277, 78902.58258086772, 33257.875149739644, 51418.32330359223, 20733.20200534622, 61499.66216476009, 47138.05582213215, 28384.87178936904, 13278.497496064161, 29289.069940783542, 12848.15007919338, 23757.875614356686, 8701.623120978476, 8939.41843892077, 4767.703756725744, 28078.65191679879, 12424.258280347462, 21178.088814629922, 8459.401372635262, 25549.54917712209, 12100.087864157149, 9177.992977192102, 7222.033397694025, 3874.80728308877, 14479.01571607782, 5449.581503302729, 7338.611194978207, 13085.419407924972, 4157.025852592171, 3441.5972332268057, 8144.016398487765, 10693.182575903646]",3.0,0.7,50636.19649954628,15.0,CWT,mdp.39015067403934,0.0,0.0,14796910.453427235,25457724.941240653,0.0,12.0,0.0,132491.12003824595,0.0,-10.5,23747.547289258444,206119.175603326,23747.547289258448,,0.0,504.73088606706006,3024192.075749947,50534.99649954628,23747.547289258444,1.0,143627.33901285252,132491.12003824595,0.0,-10.5,0.031088082901554404,0.0,0.14856465730898785,15.0,2418051691517.8433,0.11647183200651365,0.0,0.5445924025292395,0.32617289584128306,0.2706469739449402,0.18950461838643085,0.9170729822031016,0.3011542497376705,0.9186453082105346,0.06268198385277736,,0.772733825900098,1.0,1.0,1.0,0.711111578794564,0.8361506043974188,0.7647058823529412,,0.15789473684210525,0.8271604938271605,0.4611005640439534,0.4611005640439534,0.34920634920634924,2.564120610832975,1.0,1,1.4898991908932802,0.6579873690316888,9,0,0,0.695097049950712,1.0,1,1,0.11111111111111112,0.43575337128269165,0.7533377554947179,4,3.774917217635375,0.7303630558831875,3.75,1.6941176470588235,0.7312529565130224,3,gaus,6.875,6.5,4.764076885549662,8,0.49107142857142855,1.0,0.35624999999999996,1,2.5,3
raw,gaus4,20.188872828065364,0.6518680119989092,680.4555805701546,-34.024427133000316,193,95,35160.10199208377,,False,13.23075168804074,287436.4863460212,0.01806862286849511,7.802951088127395e-07,0.35540321731959784,10,20789.23431184733,301.72687069384847,111928.42269194679,"[16, 31, 40, 52, 67, 87, 95, 104, 147, 158]","[68994.22115403585, 301.72687069384847, 2240.0346493166653, 1800.4972121131177, 6648.1313409644645, 12179.50434305147, 2119.2352802607984, 792.8108248173612, 887.7587512728933, 111928.42269194679]","[0, 29, 37, 49, 62, 80, 93, 102, 118, 118]","[118, 118, 118, 118, 118, 118, 118, 118, 148, 192]",0.05,30,373524168184.98047,90164.14808415213,-90164.14808415213,,,,,,,,,,,,,,,,CWT,mdp.39015067403934,,,,,0.0,-5.5,,89295.14808415213,0.0,-10.0,20281.98431184733,195718.34311847328,20281.984311847325,,0.0,292.72687069384847,,,20281.98431184733,,111060.42269194679,89295.14808415213,0.0,-14.5,,,,14.0,,,0.0,0.1327337063853502,0.2508780691552126,0.6490327902502601,0.36481339800343854,0.8008724728664359,0.2523609653725081,0.8221274371131153,0.045899346668389074,,0.4332624509392411,0.8172798247186379,0.8172798247186379,0.8171792208211901,0.6725601767913589,0.6126687092054024,0.7058823529411765,,0.017543859649122792,0.3950617283950617,0.22845014346854028,0.22845014346854028,0.3650793650793651,1.9961242697418708,0.778482986061024,3,1.5355012419088672,0.6781267004398794,8,0,0,0.5092248166830229,0.7325952781976719,4,1,0.11111111111111112,0.40928421767128315,0.7075774376507802,8,2.6299556396765835,0.8121460257373869,5.75,4.800000000000001,0.7007158700115506,5,gaus,6.875,6.5,4.764076885549662,8,0.49107142857142855,1.0,0.35624999999999996,1,4.0,4
raw,morl,19.73938747755297,0.6698118352877012,533.6298430503211,-30.263722837954464,193,95,21673.570723904624,,False,13.204329077275112,259301.2858225905,0.025434360456015014,2.0460677232212543e-07,0.42912209753341723,14,13836.876271700923,103.37608968762834,71895.34804491966,"[14, 21, 34, 41, 57, 69, 87, 95, 102, 145, 158, 164, 171, 185]","[57321.4684854065, 1654.7449578644082, 103.37608968762834, 3734.1597089060965, 3581.025801321237, 22999.979969515225, 20857.00113830618, 3900.4423556776455, 160.23474273376632, 5143.050715004698, 71895.34804491966, 1086.8764656296917, 614.8365603201746, 663.7227685200196]","[0, 20, 33, 37, 49, 49, 79, 93, 101, 120, 120, 163, 170, 184]","[120, 120, 37, 49, 60, 120, 120, 120, 120, 149, 192, 192, 192, 192]",0.05,30,157077978908.7193,68847.67765781423,-68847.67765781423,,,,,,,,,,,,,,,,CWT,mdp.39015067403934,,,,,0.0,5.5,,67978.67765781423,0.0,10.0,13329.626271700923,181542.26780381292,13333.653602317576,,0.0,94.37608968762834,,,13329.626271700923,,71027.34804491966,67978.67765781423,0.0,10.0,,,,10.0,,,0.0,0.0,0.061046815716084085,0.9058723058784119,0.3261431266216792,0.7560026828654434,0.33866736621196253,1.0,0.03378951140718887,,0.11565331398866996,0.4507200224600972,0.4507200224600972,0.45063005043005405,0.6200155772048268,0.3379522667788918,0.4705882352941177,,0.8771929824561404,0.6666666666666667,0.11364115583558902,0.11364115583558902,1.0,1.507378666157698,0.5878735422153227,9,1.6518930840330943,0.7295290788317726,4,0,0,0.47228512078422824,0.6794520575475282,6,1,0.11111111111111112,0.4221346705320407,0.7297935166376561,5,2.160246899469287,0.8456966500379081,6.0,5.49618320610687,0.7085626107332397,4,morl,4.0,4.0,,1,0.2857142857142857,,,6,4.5,5
raw,fbsp,17.61579137718843,0.7137714753204254,1174.1646719522487,-38.86543270486826,193,95,68330.37007574357,-367627.19757847243,True,13.418687566348797,669800.97312146,0.019253068138989415,1.94742446116091e-08,0.191588283896332,21,14106.321689504966,417.4810239365943,115077.15170058221,"[10, 16, 23, 33, 41, 53, 61, 70, 78, 85, 96, 105, 118, 137, 146, 152, 159, 166, 172, 180, 187]","[4523.336990755968, 4333.543467174437, 71626.93081477443, 6463.98671796963, 8786.277207392523, 9518.53780675961, 2260.054600799791, 14726.851572787695, 1912.1545177385779, 20049.622401992972, 8584.1950877784, 4280.278633373939, 885.7088250087272, 2653.0677575391455, 13436.080348036849, 3547.0742092134315, 115077.15170058221, 525.1606095750612, 1005.2419122114952, 1620.0192742028448, 417.4810239365943]","[0, 0, 0, 32, 37, 49, 60, 62, 77, 81, 92, 101, 116, 119, 119, 148, 119, 165, 171, 179, 186]","[11, 18, 119, 37, 119, 62, 62, 119, 81, 119, 119, 119, 119, 138, 148, 154, 192, 192, 192, 192, 192]",0.05,30,1133278158938.9185,120095.82670851648,-120095.82670851648,,,,,,,,,,,,,,,,CWT,mdp.39015067403934,,,,,0.0,0.0,,119226.82670851648,0.0,-13.5,13599.071689504966,284058.7554796043,13599.071689504972,,0.0,408.4810239365943,,,13599.071689504966,,114209.15170058221,119226.82670851648,0.0,13.5,,,,3.0,,,0.0,0.45919367870811406,0.0,0.318413462410609,0.6398631075497692,0.5440151042676924,0.5501049317943336,0.42686665774931754,0.21047506883990183,0.36467944247868955,0.618613758977296,0.46492640517217626,0.46492640517217626,0.46463179901290563,1.0,0.6342760336251296,0.05882352941176483,,1.0,0.5308641975308642,0.38966002729490723,0.38966002729490723,0.253968253968254,1.8043410205423374,0.7036880452968174,5,1.5415957273124277,0.6808182210748336,7,0,0,0.5225292031216984,0.7517356075079731,3,0,0.0,0.39040127264426955,0.6749322847701337,10,2.9860788111948193,0.7867086563432272,6.25,5.153374233128834,0.6701400424573278,6,fbsp,6.0,6.0,,1,0.42857142857142855,,,4,5.5,6
raw,cgau8,12.166093042955286,0.8073084265066812,802.6980458228602,-32.167689634723196,193,95,31093.206900512607,-296841.7673427784,True,13.66476178800642,349945.27846822987,0.02297430869596508,2.3057208824815555e-06,0.2730065342313642,10,14185.588413872942,34.857669025976065,61280.550794781666,"[15, 40, 56, 68, 87, 95, 103, 119, 145, 158]","[46003.62434550572, 2050.753378759373, 4294.461008185852, 10632.079227939423, 13932.280455879398, 1618.659599401176, 34.857669025976065, 60.42708545697678, 1948.1905737938796, 61280.550794781666]","[0, 36, 48, 48, 80, 92, 102, 118, 120, 120]","[120, 120, 61, 120, 120, 120, 120, 120, 149, 192]",0.05,30,244733593083.6165,64540.18689697138,-64540.18689697138,,,,,,,,,,,,,,,,CWT,mdp.39015067403934,,,,,0.0,-1.0,,63671.18689697138,0.0,-10.0,13678.338413872942,129681.88413872942,13716.529095420197,,0.0,25.857669025976065,,,13678.338413872942,,60412.550794781666,63671.18689697138,0.0,-5.5,,,,14.0,,,0.0,0.0927075463408994,0.753881983407043,0.7758397716803987,0.9999999999999999,0.0,0.9999999999999999,0.6233166419440492,0.07280411936926814,0.8873224863764817,0.005938210568527003,0.4691057058701874,0.4691057058701874,0.47082809514421553,0.4277914930630282,0.2651110133066665,0.7058823529411765,,0.33333333333333337,0.5061728395061729,0.09044131817017403,0.09044131817017403,0.3650793650793651,1.2464405271651464,0.4861083842542923,11,2.2528580210085414,0.9949345104057623,2,0,0,0.3499358959186006,0.5034345864989844,10,0,0.0,0.5784302832353488,1.0,1,5.228129047119374,0.6265622109200447,6.0,2.3655913978494625,0.598995391174308,7,cgau,7.0,7.0,,1,0.5,,,2,5.75,7
raw,gaus7,20.159513870606734,0.6721025361330788,688.3644376235721,-33.77117960895341,193,95,34022.02081758609,,False,13.294664156989228,412178.60598619387,0.01926688062393686,4.0689414452867594e-07,0.08222241789871211,10,15576.46880678137,514.9881582003072,109315.99659546235,"[28, 35, 44, 52, 58, 74, 90, 98, 109, 191]","[1289.2519042605545, 1009.1161785900895, 14025.895164850856, 514.9881582003072, 6417.350220912205, 109315.99659546235, 5388.618172066052, 13612.610609032803, 1899.2632410337428, 2291.597823404736]","[3, 3, 3, 51, 51, 3, 83, 83, 108, 128]","[29, 37, 64, 53, 64, 128, 94, 128, 128, 192]",0.05,30,347095930547.3278,93898.88863136532,-93898.88863136532,,,,,,,,,,,,,,,,CWT,mdp.39015067403934,,,,,0.0,-19.0,,93029.88863136532,0.0,-10.0,15069.21880678137,143590.6880678137,15069.218806781368,,0.0,505.9881582003072,,,15069.21880678137,,108447.99659546235,93029.88863136532,0.0,-14.5,,,,14.0,,,0.0,0.12153277343568264,0.12775038253657167,0.6663284791178802,0.45835118428954275,0.7979417204974986,0.349685204616999,0.16298328322006694,0.09959032774802992,,0.7747470325793302,0.5424392193120611,0.5424392193120611,0.5421872909314895,0.47934543284955855,0.5947416224238808,0.7058823529411765,,0.017543859649122792,0.06172839506172839,0.24856518938005728,0.24856518938005728,0.3650793650793651,1.7203094716926541,0.6709159719026626,7,1.3476320128899633,0.5951576106653923,10,0,0,0.4269386807416573,0.6142144910152197,8,1,0.11111111111111112,0.3424648638772283,0.5920590152398503,12,2.217355782608345,0.841617444099404,9.25,8.865435356200528,0.5904515791925591,8,gaus,6.875,6.5,4.764076885549662,8,0.49107142857142855,1.0,0.35624999999999996,1,6.25,8
raw,mexh,22.183642723986793,0.6548677392964276,1652.6305214927484,-43.527717138629846,193,95,123279.49762407933,-417018.4437365582,False,13.092516758680521,534226.62748844,0.021675195855126502,2.938726681797933e-07,0.2538117945515482,14,15470.251862424459,31.149184076974052,168372.30475647782,"[15, 25, 35, 42, 62, 69, 79, 88, 96, 103, 123, 141, 151, 157]","[31.149184076974052, 1190.3774842407875, 103.00713255799201, 1717.8303093850845, 211.78750707185827, 8113.228458742931, 63.384103488730034, 3103.03587230877, 29562.3319563166, 2128.3831445837277, 368.55513996933587, 168372.30475647782, 316.15538255745196, 1301.9956421643437]","[0, 0, 0, 0, 0, 0, 78, 0, 0, 102, 119, 0, 150, 156]","[16, 26, 36, 45, 63, 78, 80, 92, 119, 119, 124, 192, 192, 192]",0.05,30,3303592931092.8345,177710.09365515015,-177710.09365515015,0.4922279792746114,23869045.041447308,0.011754706510076637,0.04427902762377058,36964397.359420225,6139889116923.37,17.0,780989.3336423944,0.02590673575129534,"[0.0, 0.0051813471502590676, 0.010362694300518135, 0.015544041450777202, 0.02072538860103627, 0.02590673575129534, 0.031088082901554404, 0.036269430051813475, 0.04145077720207254, 0.046632124352331605, 0.05181347150259068, 0.05699481865284974, 0.06217616580310881, 0.06735751295336788, 0.07253886010362695, 0.07772020725388601, 0.08290155440414508, 0.08808290155440415, 0.09326424870466321, 0.09844559585492228, 0.10362694300518135, 0.10880829015544041, 0.11398963730569948, 0.11917098445595856, 0.12435233160621761, 0.1295336787564767, 0.13471502590673576, 0.13989637305699482, 0.1450777202072539, 0.15025906735751296, 0.15544041450777202, 0.1606217616580311, 0.16580310880829016, 0.17098445595854922, 0.1761658031088083, 0.18134715025906736, 0.18652849740932642, 0.1917098445595855, 0.19689119170984457, 0.20207253886010362, 0.2072538860103627, 0.21243523316062177, 0.21761658031088082, 0.2227979274611399, 0.22797927461139897, 0.23316062176165803, 0.2383419689119171, 0.24352331606217617]","[23869045.041447308, 4664126.148121778, 2877507.771808068, 1650580.0791798856, 317056.3317146696, 780989.3336423944, 396063.21812053426, 204364.0304288467, 367366.7739846145, 128557.67012147224, 173205.3927056494, 37746.14659466201, 133345.80313578204, 156254.78663985414, 22972.669922122153, 88920.74848593268, 18375.902054210866, 72024.99467638637, 14419.589122913072, 43086.325667584606, 23694.842739983727, 63781.79460900903, 60398.66300906522, 35606.306706988355, 3721.901343961763, 34338.01102079996, 11809.204488714557, 16661.170300603088, 5012.102373604674, 13456.796763206057, 13022.695871996471, 28977.568183158488, 12286.545904990966, 20730.698078578785, 14849.60316639463, 22669.423912112557, 8831.708678610321, 4694.658568416501, 3258.7267640654445, 6228.935652656059, 21220.159549330845, 5400.586586661842, 6421.088453811271, 25929.910876216578, 8908.945315995057, 21010.477893692012, 9187.60922833571, 15401.890244335818]",3.0,0.7,76039.49499062552,15.0,CWT,mdp.39015067403934,0.0,0.0,23792943.041447308,36601186.74742444,0.0,19.0,0.0,176841.09365515015,0.0,-3.5,14963.001862424459,204409.52607394243,15051.404073658434,,0.0,22.149184076974052,771694.3523833368,75938.29499062552,14963.001862424459,1.0,167504.30475647782,176841.09365515015,0.0,1.0,0.015544041450777202,0.0,0.15080758932052662,10.0,6139830390160.993,0.11294079215728142,0.0,1.0,0.09048193855238645,0.0,0.16250249541270134,1.0000000000000002,0.26678908709338944,0.5770026240032908,0.15212172638216354,0.0,0.0,0.5368389809619724,0.5368389809619724,0.5412475003659664,0.7047746450550924,0.9999999999999999,0.4705882352941177,,0.5614035087719298,1.0,0.6999663551748174,0.6999663551748174,0.5714285714285715,2.0755128625650006,0.8094443193492188,2,1.306761204263604,0.5771077479615054,11,0,0,0.6102544277657713,0.8779413289252822,2,0,0.0,0.36098865238265904,0.6240832522867441,11,5.196152422706632,0.6288462555209549,6.5,3.384615384615385,0.5822802706176202,9,mexh,9.0,9.0,,1,0.6428571428571429,,,5,8.0,9
raw,gaus5,20.179981963656836,0.666212162530679,659.0539980822189,-34.31328742043504,193,95,34397.71697563269,,False,13.221146958200737,418448.73709191073,0.01747267356207351,4.260223563028854e-07,0.06380060963979942,10,15330.09812373584,300.88834131470503,115881.61566175532,"[28, 36, 44, 52, 58, 74, 90, 98, 109, 191]","[1046.938620254707, 493.7746353488137, 8539.628662127054, 300.88834131470503, 7241.022232552965, 115881.61566175532, 5853.642994080306, 10203.916394857453, 1675.2037853666998, 2064.349909700366]","[3, 3, 3, 51, 51, 3, 83, 83, 107, 128]","[29, 37, 64, 53, 64, 128, 94, 128, 128, 192]",0.05,30,393268244262.66583,92193.75535414836,-92193.75535414836,,,,,,,,,,,,,,,,CWT,mdp.39015067403934,,,,,0.0,-19.0,,91324.75535414836,0.0,-10.0,14822.84812373584,141126.98123735838,14822.848123735836,,0.0,291.88834131470503,,,14822.84812373584,,115013.61566175532,91324.75535414836,0.0,-14.5,,,,14.0,,,0.0,0.1252303545661192,0.1340578447291924,0.6293049067241137,0.35075659215802396,0.799984944010416,0.3213536201469047,0.11853423246781036,0.10228909133754564,,0.431919755987064,0.5294494411191115,0.5294494411191115,0.5291903606968391,0.4702135337850126,0.639796455911511,0.7058823529411765,,0.017543859649122792,0.06172839506172839,0.2393814633024673,0.2393814633024673,0.3650793650793651,1.6200563195093154,0.6318175177348726,8,1.247610949488186,0.5509850943248547,13,0,0,0.3965846573295813,0.5705457350994403,9,1,0.11111111111111112,0.31713339271196017,0.5482655419390041,13,2.6299556396765835,0.8121460257373869,10.75,10.257534246575343,0.522144441440122,11,gaus,6.875,6.5,4.764076885549662,8,0.49107142857142855,1.0,0.35624999999999996,1,8.5,10
