signal_type,wavelet,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,wavelet_psnr,signal_length,scales_used,emd_value,kl_divergence,is_complex,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,prominence_threshold,distance_factor,max_autocorrelation,upper_envelope,lower_envelope,wavelet_type,htid,avg_prominence_diff,prominence_max_diff,upper_envelope_diff,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,lower_envelope_diff,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,max_autocorrelation_diff,prominence_threshold_diff,relative_num_peaks_diff,prominence_min_diff,distance_factor_diff,emd_value_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,correlation_normalized,avg_variance_across_levels_normalized,kl_divergence_normalized,prominence_min_diff_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,relative_num_peaks_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_signal_weighted_score,reconstruction_signal_normalized_weighted_score,reconstruction_signal_normalized_weighted_rank,wavelet_signal_weighted_score,wavelet_signal_normalized_weighted_score,wavelet_signal_normalized_weighted_rank,reconstruction_signal_num_missing_metrics,reconstruction_signal_missing_metrics_count,reconstruction_signal_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_rank,wavelet_signal_num_missing_metrics,wavelet_signal_missing_metrics_count,wavelet_signal_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank,smoothness_normalized,across_emd_value_normalized,across_smoothness_normalized,across_wavelet_psnr_normalized,across_wavelet_entropy_normalized,across_wavelet_energy_entropy_normalized,across_wavelet_sparsity_normalized,across_correlation_normalized,across_avg_variance_across_levels_normalized,across_kl_divergence_normalized,across_prominence_min_diff_normalized,across_avg_prominence_diff_normalized,across_relative_prominences_avg_diff_normalized,across_relative_prominences_wasserstein_normalized,across_relative_prominences_total_diff_normalized,across_prominence_max_diff_normalized,across_relative_num_peaks_diff_normalized,across_max_autocorrelation_diff_normalized,across_relative_right_bases_global_alignment_score_normalized,across_relative_left_bases_global_alignment_score_normalized,across_upper_envelope_diff_normalized,across_lower_envelope_diff_normalized,across_relative_peaks_global_alignment_score_normalized,across_reconstruction_signal_weighted_score,across_reconstruction_signal_normalized_weighted_score,across_reconstruction_signal_normalized_weighted_rank,across_wavelet_signal_weighted_score,across_wavelet_signal_normalized_weighted_score,across_wavelet_signal_normalized_weighted_rank,across_rank_variability,across_normalized_rank_stability,across_average_rank,across_harmonic_average_rank,across_stability_score_weighted,across_stability_rank,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,across_normalized_family_mean_rank,across_normalized_family_std_dev,across_final_family_stability_score,across_final_family_stability_rank,across_family_informed_rank,across_top_wavelet_rank
smoothed,gaus6,17.529311781641834,0.7452380952380953,507.5651413898667,-17.272915070336904,72,35,8286.76723008244,,False,10.510265592218037,170049.78835404976,0.051896198407038505,1.0964591422429973e-06,0.6995795509828607,5,11035.96103601425,213.5048869659222,25454.391636274646,"[7, 21, 40, 44, 64]","[2427.1171746649834, 25454.391636274646, 4706.584851135977, 213.5048869659222, 22378.206631029716]","[1, 1, 37, 43, 51]","[11, 51, 51, 51, 71]",0.05,20,7421792894.898462,21274.499060506863,-21274.499060506863,CWT,mdp.39015038717792,10714.446419854583,24475.455970529798,20073.499060506863,0.0,-11.5,0.0,-2.5,10676.437226490441,50146.47184673791,10676.437226490441,20073.499060506863,0.0,2.0,,0.0,10.0,199.5048869659222,10.0,0.3737205201132987,0.7136380450006773,0.562387220924827,0.9993869463772531,0.39235127478753556,0.8769504345535237,0.6565578379101054,,0.2884889957311067,0.8929327914014344,0.8929327914014344,0.8929327914014347,0.8644900804467377,0.7635627272417305,1.0,,0.23684210526315788,0.0,0.9666399262169807,0.9666399262169807,0.7222222222222222,2.6589972402824094,0.9227246281489363,2,2.09304470053532,0.9156562592540873,3,0,0,0.7073070297952684,0.8730438899760549,2,1,0.11111111111111112,0.5669496522984376,0.9590351056068169,3,0.5773502691896257,0.9587606950578839,2.5,2.4000000000000004,0.8900946332432276,1,gaus,0.5,1.0,0.35,1,1.0,0.0050493831647255225,0.3625568521272237,0.01789408112228684,0.7497630353030881,0.5316830185179462,0.9927680210693435,0.39179632248939195,0.8785229127583113,0.5404227561910884,,0.28848899573110665,0.9158548486084711,0.9155782662636274,0.9135896344491846,0.8941420483896441,0.6957117864560263,0.22222222222222224,,0.46296296296296297,0.37209302325581395,0.9427887547986324,0.9427887547986324,0.7872340425531916,2.4119372388794096,0.9333864615712525,3,2.0505154175258675,0.8626751239397044,4,0.7071067811865476,0.9747461863861947,3.5,3.428571428571429,0.9248730931930973,1,13.3125,15.0,8.646531096341468,16,0.4930555555555556,0.9406185803020624,0.3726755370204924,4,1.75,1
smoothed,gaus8,17.536036317376208,0.7317460317460317,494.68253268324827,-16.860088637732485,72,35,7787.657412121387,,False,10.48591866281213,170860.05133599712,0.05497462916381353,9.71708292107863e-07,0.730301369838273,5,11819.919032676004,291.1817563513905,24691.684572354257,"[7, 21, 41, 44, 64]","[3442.0503906312674, 24691.684572354257, 291.1817563513905, 5989.56809809131, 24685.110345951794]","[1, 1, 36, 36, 51]","[11, 51, 43, 51, 71]",0.05,20,6771352521.52803,21622.193127540268,-21622.193127540268,CWT,mdp.39015038717792,11498.404416516336,23712.74890660941,20421.193127540268,0.0,-2.5,0.0,2.0,11460.395223152194,54066.26183004668,11460.395223152194,20421.193127540268,0.0,-2.5,,0.0,10.0,277.1817563513905,10.0,0.2895235995645309,0.7559054012759391,0.5351425708439298,0.9999246366565302,0.34419263456090643,0.9209201998154763,0.6617103230710029,,0.4074257610053482,1.0,1.0,1.0000000000000002,0.9822786894804827,0.7196670796822661,1.0,,0.47368421052631576,0.6666666666666667,1.0,1.0,0.4722222222222222,2.881680145046722,1.0,1,2.0794241983072395,0.909697620092613,4,0,0,0.8101620524652751,1.0,1,1,0.11111111111111112,0.5581764530609558,0.9441946236996173,4,1.7320508075688772,0.8762820851736516,2.5,1.6,0.8488553283011115,2,gaus,0.5,1.0,0.35,1,1.75,0.0025367031437751337,0.2808750368934421,0.015413839511230366,0.786698301163071,0.5059258226669173,0.9933021502336689,0.34370579915134364,0.9219307784532629,0.5446638452027577,,0.40742576100534816,1.0,1.0,1.0,0.9861564257610689,0.6571292069219231,0.22222222222222224,,0.6296296296296297,0.7906976744186046,0.9753256918409199,0.9753256918409199,0.5957446808510639,2.5840713768433936,1.0,1,2.034639799192483,0.8559960710068097,5,2.8284271247461903,0.8989847455447789,3.0,1.6666666666666667,0.8959209442009609,2,13.3125,15.0,8.646531096341468,16,0.4930555555555556,0.9406185803020624,0.3726755370204924,4,2.5,2
smoothed,gaus4,17.465014988014584,0.7392857142857143,474.87891838072335,-17.384766849152022,72,35,8397.86759755881,,False,10.486314984130152,159162.1237825489,0.05114466526181113,1.3196344822015288e-06,0.6676941530623393,5,9914.487558424944,92.17580638367599,24507.43902252612,"[7, 21, 40, 44, 64]","[1761.6492306083255, 24507.43902252612, 3815.93906949371, 92.17580638367599, 19395.23466311289]","[1, 1, 37, 43, 51]","[10, 51, 51, 51, 71]",0.05,20,7599944391.666138,19795.324001727146,-19795.324001727146,CWT,mdp.39015038717792,9592.972942265276,23528.50335678127,18594.324001727146,0.0,-11.5,0.0,-7.0,9554.963748901135,44539.104458791386,9554.963748901135,18594.324001727146,0.0,2.0,,0.0,10.0,78.17580638367599,10.0,0.3924625052971623,0.702186067579138,0.5355860614972715,0.9942458091615889,0.3711048158640229,0.8313153284926631,0.5873228717431185,,0.10271312072075528,0.7397702045356744,0.7397702045356744,0.7397702045356747,0.6959902353581295,0.7090632999321681,1.0,,0.0,0.0,0.8247180650822246,0.8247180650822246,0.7222222222222222,2.273465558420817,0.7889375100594158,4,2.022726880470076,0.8848939195566239,5,0,0,0.591561301833729,0.7301765122590512,4,1,0.11111111111111112,0.5474154379671868,0.9259916118359522,5,0.5773502691896257,0.9587606950578839,4.5,4.444444444444445,0.8186660618146562,3,gaus,0.5,1.0,0.35,1,2.5,0.009544488546974783,0.3807389823158915,0.022331155211379006,0.7397557420166935,0.5063451004180467,0.9876609335311856,0.37057991513437083,0.833470988030871,0.48343440104501406,,0.10271312072075528,0.7954828950661029,0.7948106540693509,0.789977229745508,0.7625129506339516,0.6478088938996346,0.22222222222222224,,0.2962962962962963,0.37209302325581395,0.8043687174000254,0.8043687174000254,0.7872340425531916,2.0849782084620565,0.8068578241089412,6,1.9867716251269159,0.8358573865366357,9,2.1213203435596424,0.9242385591585842,7.5,7.199999999999999,0.8281907081507207,5,13.3125,15.0,8.646531096341468,16,0.4930555555555556,0.9406185803020624,0.3726755370204924,4,4.75,3
smoothed,fbsp,5.03064202250705,0.9075396825396825,654.1245083267573,-24.243037506427143,72,35,11999.281122059556,-55958.689704697106,True,10.890940058505048,224058.38065302014,0.04779297156273857,7.383903456190395e-06,0.49627717447694564,6,8002.03494663523,88.013314186348,22370.74053928257,"[7, 17, 21, 40, 44, 65]","[2097.4976163518695, 88.013314186348, 22370.74053928257, 3964.638842249812, 381.2424999921168, 19110.076867748663]","[1, 1, 1, 37, 43, 51]","[11, 18, 51, 51, 51, 71]",0.05,20,12191851615.151772,20091.09435647797,-20091.09435647797,CWT,mdp.39015038717792,7680.520330475562,21391.804873537723,18890.09435647797,0.0,-11.0,0.0,-2.0,7642.511137111421,42978.87634647804,7642.511137111422,18890.09435647797,0.0,2.5,,0.0,9.0,74.013314186348,10.0,1.0,0.0,0.9883687669265124,0.0,0.9716713881019832,0.5859794534982337,1.0,0.0,0.09633962290414427,0.47858151382357894,0.47858151382357894,0.47858151382357905,0.6491058104508531,0.5860911026127907,0.5,,0.2631578947368421,0.03703703703703701,0.8530962336874696,0.8530962336874696,0.75,1.798481692496662,0.6241087150452995,6,1.8567512658346685,0.8122836163052956,8,0,0,0.5019723730489453,0.6195950199364104,6,0,0.0,0.5197453438108681,0.8791857066488246,6,1.0,0.9285714285714286,6.5,6.4,0.7321428571428572,6,fbsp,0.42857142857142855,,,4,5.5,0.13168848577108425,0.9701282980589596,0.14289828748849923,0.1261515004760193,0.934407592946695,0.0,0.9702970297029703,0.5912703156264014,0.8231152306570775,0.7678738479512679,0.09633962290414427,0.590212185113,0.5888652260445862,0.5791805671857124,0.7258876674113232,0.5397210800194335,0.11111111111111112,,0.4814814814814815,0.3953488372093023,0.8320466743281143,0.8320466743281143,0.8085106382978724,1.815831927793954,0.7027019238191894,9,2.1378252419982835,0.8994073586764593,3,4.242640687119285,0.8484771183171684,6.0,4.5,0.817095702015727,6,8.5,8.5,3.5355339059327378,2,0.3148148148148148,0.38461538461538464,0.6642450142450143,2,5.0,4
smoothed,morl,17.34967587837691,0.7238095238095238,427.23553893398577,-15.24979734889454,72,35,6325.4943883072265,,False,10.374111001790865,140576.28143873013,0.06461498018916383,8.68589038597504e-07,0.7855546849723742,6,9948.221340321155,100.75934303463288,25930.267587805713,"[6, 21, 29, 41, 44, 64]","[2865.049715712732, 22222.362970006994, 100.75934303463288, 325.0534897668947, 8245.834935599974, 25930.267587805713]","[1, 11, 28, 36, 36, 51]","[11, 51, 36, 42, 51, 71]",0.05,20,4726681798.210133,19345.878152138856,-19345.878152138856,CWT,mdp.39015038717792,9626.706724161488,24951.331922060865,18144.878152138856,0.0,-2.0,0.0,2.5,9588.697530797346,54655.9947085936,9588.697530797348,18144.878152138856,0.0,7.0,,0.0,9.0,86.75934303463288,10.0,0.04286520993727305,0.9207755506577817,0.41002779558405855,0.9850233556685345,0.31586402266288954,1.0,0.46913497594519893,,0.11585600472154506,0.7443773159861347,0.7443773159861347,0.7443773159861351,1.0,0.7909505462859932,0.5,,0.5,0.7037037037037037,0.7815952507309037,0.7815952507309037,1.0,2.4331801296097137,0.8443616248639085,3,1.9769879837836597,0.8648842623182564,6,0,0,0.7005693920109545,0.8647274824575693,3,1,0.11111111111111112,0.5124632729756934,0.8668675730294888,7,2.0615528128088303,0.8527462276565121,4.75,4.097560975609757,0.7567302566853988,5,morl,0.35714285714285715,,,6,5.25,0.00045971779425546706,0.041584753162386745,0.013363667803539193,0.9307698338166888,0.3876418380806912,0.9784995602143807,0.31541725601131543,1.0,0.3861521439344348,,0.11585600472154506,0.7991036683686938,0.7984433287346897,0.7936954754136122,1.0,0.7197846220397686,0.11111111111111112,,0.6481481481481481,0.8139534883720929,0.762309928658696,0.762309928658696,1.0,2.3076004337513933,0.8930095563266806,4,1.938644885705627,0.8156099206847724,12,5.656854249492381,0.7979694910895578,8.0,6.0,0.756127602687636,9,9.5,9.5,0.7071067811865476,2,0.35185185185185186,0.07692307692307693,0.7306267806267805,1,7.0,5
smoothed,cgau8,12.723918884836053,0.9027777777777778,569.2463132424417,-21.26678760828909,72,35,8117.847311960069,-50352.231894069235,True,10.856335788244229,165598.7347198796,0.0599140661765073,1.0565432298305415e-05,0.5549929801196162,5,9096.20165128407,102.7052315993497,19462.755728060394,"[6, 21, 41, 44, 64]","[2764.813842163229, 17440.071206644257, 102.7052315993497, 5710.662247953122, 19462.755728060394]","[1, 11, 36, 36, 51]","[11, 51, 43, 51, 71]",0.05,20,6230157497.5725765,15761.695106670675,-15761.695106670675,CWT,mdp.39015038717792,8774.687035124402,18483.820062315546,14560.695106670675,0.0,-2.5,0.0,2.0,8736.67784176026,40447.67492308701,8736.677841760262,14560.695106670675,0.0,2.0,,0.0,10.0,88.7052315993497,10.0,0.34522471335206323,0.30472422517904935,0.9496459687106472,0.6151503015317684,0.9546742209631729,0.6700148487795206,0.6282534622797369,0.6428328363951091,0.11883549775856558,0.6280147427811089,0.6280147427811089,0.6280147427811092,0.5730439050643319,0.41872950020994704,1.0,,0.47368421052631576,0.6666666666666667,0.4377049684811979,0.4377049684811979,0.7222222222222222,1.9303121400239291,0.6698564874876605,5,2.285841088707631,1.0,1,0,0,0.561053013979481,0.6925194931955033,5,0,0.0,0.5895877889865477,0.9973291017692749,2,2.0615528128088303,0.8527462276565121,3.25,2.1052631578947367,0.8103016852568274,4,cgau,0.2857142857142857,,,2,3.5,0.19576952368786227,0.33491226361212934,0.20615204658065966,0.3924343074173391,0.8977989121750801,0.6110761699716791,0.9533239038189534,0.6742318036002463,0.5171249935154931,0.9170921606742367,0.11883549775856558,0.7076532003233734,0.7066922660089777,0.6997831317680479,0.6664694526685044,0.39261669280393174,0.22222222222222224,,0.6296296296296297,0.7906976744186046,0.42690490120613234,0.42690490120613234,0.7872340425531916,1.7585626897807112,0.6805395181958582,11,2.3769265632251915,1.0,1,7.0710678118654755,0.7474618638619472,6.0,1.8333333333333335,0.7665880747881164,8,14.5,14.5,9.192388155425117,2,0.5370370370370371,1.0,0.324074074074074,6,7.5,6
smoothed,gaus2,17.278095639861746,0.7126984126984127,384.8590219016604,-16.801051665586446,72,35,7852.48466340223,,False,10.332481702525195,130194.91175841982,0.05708152100704906,1.8155124731616686e-06,0.634767815136485,5,8189.84215849005,25.094499405102397,21147.642764462384,"[7, 17, 21, 40, 64]","[1329.5830721601642, 25.094499405102397, 21147.642764462384, 2916.112211603564, 15530.77824481903]","[0, 0, 0, 37, 51]","[10, 18, 51, 51, 71]",0.05,20,6647656720.826976,16551.268827573014,-16551.268827573014,CWT,mdp.39015038717792,7868.327542330382,20168.707098717536,15350.268827573014,0.0,2.0,0.0,-7.0,7830.318348966241,35915.87745911691,7831.351191976355,15350.268827573014,0.0,-2.5,,0.0,10.0,11.094499405102397,10.0,0.3004595794412362,0.7619499191120835,0.3634438640870955,0.9792998380967272,0.2762039660056659,0.7841904054420706,0.40311955327460613,,0.0,0.5042308394425518,0.5042308394425518,0.5043718975330164,0.4368646398545399,0.5156988492903852,1.0,,0.0,0.9999999999999999,0.5134619056391292,0.5134619056391292,0.4722222222222222,1.7299610241979946,0.6003306880437786,7,1.8099449236576142,0.791806977571184,9,0,0,0.49704525825529366,0.6135133788885995,7,1,0.11111111111111112,0.480469367367357,0.8127476374770564,9,1.1547005383792515,0.9175213901157677,8.0,7.875,0.6730464093435982,7,gaus,0.5,1.0,0.35,1,5.5,0.019532257923815667,0.29148434043883725,0.032189983635026294,0.7919802940045318,0.3436012119939025,0.9728139494167649,0.275813295615276,0.7869482850216942,0.3318138440760054,,0.0,0.6103702373826845,0.6090895371690239,0.5999951238851773,0.5600886200738402,0.47784900696897326,0.22222222222222224,,0.2962962962962963,1.0,0.5007925883514408,0.5007925883514408,0.5957446808510639,1.6027897730817802,0.6202575468482953,14,1.788328224215402,0.7523699940434275,16,1.4142135623730951,0.9494923727723894,15.0,14.933333333333334,0.7068890435290518,12,13.3125,15.0,8.646531096341468,16,0.4930555555555556,0.9406185803020624,0.3726755370204924,4,10.0,7
smoothed,shan,9.993353558590199,0.7857142857142857,443.8437407519036,-19.366013328188764,72,35,6631.33090822015,-47750.55915437101,True,10.60246704884254,132271.1210098417,0.07187149818701942,8.522654243276009e-06,0.5687730439733913,7,6677.5261282919255,368.31998819461296,19216.937062227138,"[5, 16, 21, 30, 34, 44, 64]","[1890.405450361017, 468.05542703321225, 14195.858593016808, 1358.8891896572632, 368.31998819461296, 9244.21718755343, 19216.937062227138]","[1, 11, 11, 27, 32, 36, 52]","[11, 18, 52, 36, 36, 52, 71]",0.05,20,4067014311.8919363,12431.532235128872,-12431.532235128872,CWT,mdp.39015038717792,6356.011512132258,18238.00139648229,11230.532235128872,0.0,-6.0,0.0,12.0,6318.002318768116,41709.349564710144,6318.002318768116,11230.532235128872,0.0,3.0,,0.0,8.0,354.31998819461296,10.0,0.09445805031299476,0.4993355614469456,0.6655623022997375,0.39681575906687827,0.5368271954674222,0.6897371893022879,0.4163222264772729,0.9411389546471158,0.525537778739726,0.29768985566323986,0.29768985566323986,0.2976898556632399,0.6109568804336124,0.4045820377969325,0.0,,1.0,0.40740740740740744,0.11818706571113735,0.11818706571113735,0.7777777777777777,1.2769227854148575,0.4431174596562153,10,1.9391254289290685,0.8483203134761268,7,0,0,0.40464213171395413,0.4994582632976355,9,0,0.0,0.48831355245638947,0.826016626786357,8,1.2909944487358056,0.9077861108045853,8.5,8.351284175642089,0.650321626830864,8,shan,0.5714285714285714,,,7,7.75,0.15462473308685065,0.09163642758811322,0.1655384304910807,0.5624951316053971,0.6292251330258783,0.3941876540272977,0.536067892503536,0.6937021078764253,0.34268116547450844,0.9863368120366691,0.5255377787397257,0.44804768712523446,0.4462334380281412,0.4331889558293902,0.6960863982417651,0.3801816195312019,0.0,,1.0,0.627906976744186,0.11527088163136323,0.11527088163136323,0.8297872340425533,1.4688928639387053,0.5684412888521101,16,1.9498711210700401,0.8203329253993903,11,3.5355339059327378,0.8737309319309736,13.5,13.037037037037036,0.6957940373940582,13,14.0,14.0,1.4142135623730951,2,0.5185185185185185,0.15384615384615385,0.5908831908831909,3,10.5,8
raw,gaus7,17.62036035939712,0.7428571428571429,527.6324695789294,-17.167118276110052,72,35,7986.519140073071,,False,10.564803893884807,185181.23221978595,0.05288330064006715,1.9642512037950692e-07,0.12001148428842319,13,3946.9860786250565,185.5709774223542,31655.300949436798,"[3, 7, 9, 24, 27, 31, 34, 42, 48, 56, 59, 68, 70]","[198.20627402562968, 313.9959640567299, 2646.413452631729, 31655.300949436798, 424.22526484662376, 2895.6970710767455, 1140.2738349134615, 2238.408376524685, 7269.066946138824, 473.8329581005255, 185.5709774223542, 324.9849431787479, 1544.8420097728758]","[2, 5, 5, 14, 26, 28, 33, 38, 38, 55, 58, 60, 60]","[14, 8, 14, 60, 28, 60, 60, 43, 60, 60, 60, 69, 71]",0.05,30,7278658231.776021,20888.94540139336,-20888.94540139336,CWT,mdp.39015038717792,3308.819629363675,30490.67767784377,19666.94540139336,0.0,-16.5,0.0,-12.0,3301.333904712013,36460.81902212573,3337.6856064156773,19666.94540139336,0.0,-16.5,,0.0,10.0,170.94770582932574,0.0,0.2953349209648826,0.7947936854330603,0.519865639241908,1.0,0.29449838187702293,0.08847724626519338,0.6037447756123994,,0.25284807651838437,0.15802268022046723,0.15802268022046723,0.13727030558842984,0.6277082313401504,1.0000000000000002,0.125,,0.15789473684210525,0.2142857142857143,0.8979895475222762,0.8979895475222762,0.0,1.4721171025560924,0.5204291820433652,7,1.7200976686721012,0.7798720416703762,11,0,0,0.38558596000502254,0.4976966470423695,8,1,0.125,0.5075663784849238,0.8032738541492579,10,1.8257418583505538,0.8695898672606748,9.0,8.719037508846426,0.613366362201766,10,gaus,0.5,1.0,0.35,1,7.75,,0.31341975217469414,0.0,0.7592285937394759,0.5893803853601371,0.9999999999999999,0.3833097595473835,0.05963217850340047,0.6196239559736963,,0.24476299625908388,0.12098115628247338,0.12137881736374972,0.10468888609581628,0.5728807489474748,1.0,0.22222222222222224,,0.1111111111111111,0.13953488372093026,0.9047437834715353,0.9047437834715353,0.0,1.4398349330347815,0.5571962701717748,17,1.7692796321859543,0.7443560350410084,18,0.7071067811865476,0.9747461863861947,17.5,17.485714285714288,0.6748730931930973,14,13.3125,15.0,8.646531096341468,16,0.4930555555555556,0.9406185803020624,0.3726755370204924,4,11.5,9
raw,gaus5,17.61045874367964,0.7706349206349207,536.0345081337609,-17.558203800041852,72,35,8540.840818861667,,False,10.583469088040037,183909.62849717253,0.04947987459071009,2.2590512731787113e-07,0.10732330561324842,14,3367.6922509772626,89.23143843499747,31443.199310791853,"[3, 7, 9, 24, 27, 31, 34, 40, 42, 48, 56, 59, 68, 70]","[161.48785396327094, 89.23143843499747, 2937.0717163415375, 31443.199310791853, 289.84066850949057, 2786.422707939224, 959.1683585010342, 525.3980788013528, 2405.340836655161, 3714.317040913337, 365.96978858130024, 131.56410026303638, 111.73195972752, 1226.9476542585617]","[2, 5, 5, 14, 26, 28, 33, 38, 38, 38, 55, 58, 60, 60]","[5, 8, 14, 60, 28, 60, 60, 41, 43, 60, 60, 60, 69, 71]",0.05,30,7976120366.824205,21868.175162511303,-21868.175162511303,CWT,mdp.39015038717792,2729.5258017158812,30278.576039198826,20646.175162511303,0.0,-16.0,0.0,-11.5,2722.040077064219,32297.691513681675,2827.3421243299513,20646.175162511303,0.0,-16.0,,0.0,9.0,74.60816684196902,0.0,0.38844197295443184,0.7581644945369332,0.5429548980498262,0.9990506816475944,0.40776699029126245,0.06187785386824263,0.5968110759825699,,0.09684863977543506,0.07680755926721677,0.07680755926721677,0.06351187929325752,0.5206287643077985,0.9892705486425306,0.0,,0.18421052631578946,0.25,0.9961226066127026,0.9961226066127026,0.02380952380952378,1.2957743477946673,0.4580877314478849,10,1.7690164465140297,0.8020512398905889,10,0,0,0.35617835115868113,0.45973865624787325,10,1,0.125,0.5301882810472658,0.8390752461044998,9,0.5,0.9642857142857143,9.75,9.729729729729728,0.6339285714285714,9,gaus,0.5,1.0,0.35,1,7.0,,0.4041372642682409,0.0005861085501506491,0.7242384703859813,0.6091267383165426,0.9992135157076176,0.48231966053748254,0.04170463461553242,0.6129681112722486,,0.09725044553685444,0.05880337758110593,0.05899666234899986,0.04843719017424186,0.47515419032099016,0.9892705486425306,0.11111111111111112,,0.12962962962962962,0.16279069767441862,0.9963793335379323,0.9963793335379323,0.021276595744680826,1.2877522019130794,0.49834234977137126,20,1.8149271836592917,0.7635604783669306,15,3.5355339059327378,0.8737309319309736,17.5,17.142857142857142,0.6243654659654868,17,13.3125,15.0,8.646531096341468,16,0.4930555555555556,0.9406185803020624,0.3726755370204924,4,13.75,10
