signal_type,wavelet,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,wavelet_psnr,signal_length,decomposition_levels,original_level,padded,emd_value,kl_divergence,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,prominence_threshold,distance_factor,max_autocorrelation,upper_envelope,lower_envelope,fft_frequency_max,fft_amplitude_max,fft_spectral_centroid,fft_spectral_bandwidth,fft_spectral_magnitude,fft_variance_magnitude,fft_num_peaks,fft_peak_amplitude,fft_dominant_frequency,fft_positive_frequencies,fft_positive_amplitudes,fft_snr_threshold,fft_stationarity_threshold,fft_dynamic_cutoff,fft_dynamic_cutoff_percentile,stft_frequency_max,stft_amplitude_max,stft_spectral_centroid,stft_spectral_bandwidth,stft_spectral_magnitude,stft_variance_magnitude,stft_peak_freq_over_time,stft_num_peaks,stft_peak_amplitude,stft_dominant_frequency,stft_positive_frequencies,stft_positive_amplitudes,stft_snr_threshold,stft_stationarity_threshold,stft_window,stft_nperseg,stft_noverlap,stft_dynamic_cutoff,stft_dynamic_cutoff_percentile,wavelet_type,htid,fft_frequency_max_diff,fft_snr_threshold_diff,lower_envelope_diff,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,stft_dynamic_cutoff_percentile_diff,prominence_threshold_diff,prominence_min_diff,stft_window_diff,fft_peak_amplitude_diff,avg_prominence_diff,stft_spectral_bandwidth_diff,stft_num_peaks_diff,stft_variance_magnitude_diff,stft_noverlap_diff,fft_spectral_centroid_diff,stft_dominant_frequency_diff,stft_nperseg_diff,fft_variance_magnitude_diff,stft_snr_threshold_diff,stft_dynamic_cutoff_diff,distance_factor_diff,fft_stationarity_threshold_diff,fft_amplitude_max_diff,fft_spectral_magnitude_diff,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,max_autocorrelation_diff,stft_spectral_centroid_diff,stft_amplitude_max_diff,fft_dynamic_cutoff_diff,fft_num_peaks_diff,stft_peak_amplitude_diff,prominence_max_diff,upper_envelope_diff,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,stft_stationarity_threshold_diff,fft_dominant_frequency_diff,fft_dynamic_cutoff_percentile_diff,stft_frequency_max_diff,stft_spectral_magnitude_diff,relative_num_peaks_diff,fft_spectral_bandwidth_diff,emd_value_normalized,smoothness_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,correlation_normalized,avg_variance_across_levels_normalized,kl_divergence_normalized,prominence_min_diff_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,relative_num_peaks_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_right_bases_array_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,relative_left_bases_array_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,relative_peaks_array_alignment_score_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_signal_weighted_score,reconstruction_signal_normalized_weighted_score,reconstruction_signal_normalized_weighted_rank,wavelet_signal_weighted_score,wavelet_signal_normalized_weighted_score,wavelet_signal_normalized_weighted_rank,reconstruction_signal_num_missing_metrics,reconstruction_signal_missing_metrics_count,reconstruction_signal_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_rank,wavelet_signal_num_missing_metrics,wavelet_signal_missing_metrics_count,wavelet_signal_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank,top_wavelet_rank
smoothed,bior1.3,106086191.00038952,0.6212053571428572,336.14907010321167,0.7576227109309903,896,5,True,False,1008.6671583504362,,11.74059556969335,1281244.5114155135,0.46121697573277826,5.251457195072298e-06,0.914674184595026,22,4587.720361733976,300.19653051839896,7009.155281197678,"[11, 43, 74, 140, 169, 206, 256, 306, 336, 375, 413, 454, 510, 542, 575, 615, 651, 713, 750, 779, 833, 876]","[4587.827432897824, 2565.384458927963, 7009.155281197678, 5083.0407853275765, 300.19653051839896, 5833.612285196314, 5268.725548251293, 6038.627406136142, 3208.296446271339, 6652.714207133946, 3802.1273593701612, 5572.345531077792, 3928.5680669891262, 5357.032516509442, 900.2120847393405, 5662.458325086773, 6117.618288530511, 3960.0032830651917, 5956.065083901081, 1309.3921832056587, 6221.072160064239, 5595.372693749675]","[0, 20, 53, 105, 160, 160, 213, 213, 331, 213, 395, 420, 475, 527, 573, 580, 632, 682, 734, 774, 632, 840]","[53, 53, 632, 160, 172, 213, 264, 314, 368, 632, 420, 632, 527, 580, 580, 632, 787, 734, 787, 787, 893, 893]",0.05,30,2576485682.661666,4204.665468524213,-4204.665468524213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SWT,mdp.39015056038378,,,2835.998801857546,0.0,28.5,,0.0,278.19653051839896,,,3723.4739849223815,,,,,,,,,,,0.0,,,,0.0,10.5,3723.4739849223815,81052.1812914808,3723.4739849223815,2211666315.6616654,,,,,,5640.488614531011,2835.998801857546,0.0,18.0,,,,,,1.0,,0.7181998074721864,0.27443467011761047,0.5204805402458104,0.7932213690455819,0.09967472916765478,0.5367412140575087,0.9963977952341327,0.06171642524820468,,0.08792689312396756,0.4849373706319473,0.4849373706319473,0.4849373706319474,0.6217816228715001,0.5067689278962902,0.19999999999999996,0.5776991968356759,0.6808510638297872,0.0,0.8448275862068965,0.0,0.3564198109259628,0.3564198109259628,0.0,0.7589285714285714,1.8428680789674443,0.5456553385503241,16,1.6944688903469822,0.9438895779038603,10,0,0,0.4029022247462785,0.6659960594829186,11,0,0,0.5001083188235863,0.9495678040034228,10,2.8722813232690143,0.9729030063842545,11.75,11.318327974276528,0.9310269748902404,1,bior,23.133333333333333,19.0,25.922595402099546,15,0.34258248895817095,0.7600286273721034,0.5321836695176492,1,1.0,1
smoothed,bior1.5,111622596.33735915,0.6154017857142857,342.8537541854539,0.33459509003557175,896,5,True,False,1059.2358020056254,,11.749130612359828,1292470.3929113671,0.45722473876621017,4.983567006800376e-06,0.9210500640777894,22,4778.173310313034,287.3013392078009,7434.768151291315,"[11, 43, 74, 140, 169, 206, 256, 306, 336, 375, 413, 454, 510, 542, 575, 615, 651, 703, 750, 779, 833, 876]","[4780.639370618639, 2590.1341446948873, 7434.768151291315, 5175.330657726518, 287.3013392078009, 6042.370103742825, 5584.7399988876705, 6363.255639647014, 3375.764643373907, 6926.699337622804, 4077.6468011034926, 5694.0672287665275, 4070.737150973791, 5619.779188332443, 918.7449940938851, 5872.696781470631, 6313.72014416415, 3985.4186680747116, 6220.216657840043, 1434.5630182167624, 6579.2301052516395, 5771.98870178528]","[0, 20, 53, 105, 160, 160, 213, 213, 332, 213, 395, 420, 475, 527, 569, 580, 632, 682, 734, 774, 632, 840]","[53, 53, 632, 160, 172, 632, 264, 314, 368, 632, 580, 580, 527, 580, 580, 632, 787, 734, 787, 787, 893, 893]",0.05,30,2757692457.44519,4438.834455411621,-4438.834455411621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SWT,mdp.39015056038378,,,3070.167788744954,0.0,28.5,,0.0,265.3013392078009,,,3913.9269335014396,,,,,,,,,,,0.0,,,,0.0,15.0,3913.9269335014396,85242.14616022007,3913.9269335014387,2392873090.4451895,,,,,,6066.101484624648,3070.167788744954,0.0,9.0,,,,,,1.0,,0.7740308354156542,0.2569037538197715,0.461633546006472,0.8051041563586503,0.11495229925484747,0.4536741214057512,1.0,0.068241361191254,,0.08384389370287057,0.5232025851696614,0.5232025851696614,0.5232025851696613,0.6671313102114307,0.5682728986620171,0.19999999999999996,0.6449385573140669,0.4893617021276596,0.0,1.0,0.0,0.4047909126376783,0.4047909126376783,0.0,0.7589285714285714,1.9788451274108656,0.5859168218601013,10,1.655054925220062,0.9219343616593484,15,0,0,0.42447915713943485,0.7016626581437247,7,0,0,0.49181750918155,0.9338258424945283,15,3.947573094109004,0.962758744395198,11.75,10.632911392405063,0.9259548438957121,2,bior,23.133333333333333,19.0,25.922595402099546,15,0.34258248895817095,0.7600286273721034,0.5321836695176492,1,1.75,2
smoothed,coif1,96707580.90831403,0.6120535714285714,297.60074202193977,1.9149756140019023,896,5,True,False,830.079711008605,,11.725670439334678,1258035.3885992458,0.4683903451757877,5.613272235507379e-06,0.7324366662897392,20,4401.615959061363,1337.7710034059978,6903.859817763929,"[11, 44, 77, 116, 155, 207, 257, 307, 339, 376, 415, 468, 522, 576, 627, 666, 727, 780, 835, 888]","[2546.4697202586835, 4816.809677230499, 4128.856018851015, 1337.7710034059978, 4015.5927580180223, 6903.859817763929, 4823.352099322147, 6187.870140510446, 2088.676481391045, 3653.7131694672044, 5077.390029076006, 5415.092223278312, 3753.26161532651, 4690.875492320655, 5506.055349912327, 4237.762236008942, 3283.38614650113, 5228.668382511471, 5667.865184127011, 4668.99163594591]","[4, 4, 57, 110, 57, 57, 218, 218, 315, 369, 369, 369, 478, 529, 369, 635, 691, 736, 369, 868]","[27, 57, 110, 124, 187, 369, 266, 369, 343, 396, 424, 529, 529, 606, 790, 736, 736, 790, 868, 895]",0.05,30,2017063339.1688242,4771.70077782664,-4771.70077782664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SWT,mdp.39015056038378,,,3403.034111159973,0.0,23.0,,0.0,1315.7710034059978,,,3537.3695822497693,,,,,,,,,,,0.0,,,,0.0,-8.5,3537.3695822497693,68154.6525145606,3537.369582249769,1652243972.1688237,,,,,,5535.193151097262,3403.034111159973,0.0,-4.0,,,,,,3.0,,0.5210278043850284,0.2981120926842339,0.6814788681463256,0.7724420763575134,0.07379469252269302,0.40575079872204495,0.8934383746971248,0.04822634522852467,,0.4164536958758842,0.4475458524233198,0.4475458524233198,0.4475458524233198,0.4821864434811107,0.4915530132474494,0.6,0.37011755062670915,0.2127659574468085,0.0,0.1896551724137931,0.0,0.4735494231132059,0.4735494231132059,0.0,0.6607142857142857,1.8014606189955873,0.5333949918400419,17,1.616713881907755,0.9005768074459828,17,0,0,0.3570739076439008,0.5902420012318438,22,0,0,0.46178388159293604,0.8768002647903572,19,2.362907813126304,0.977708416857299,18.75,18.541422048271365,0.9004108122022345,3,coif,47.64705882352941,51.0,21.51726393059358,17,0.705607262390537,0.6308680252228052,0.31681450875978256,2,2.75,3
smoothed,bior4.4,95191485.67920604,0.6078125,287.48871922839237,2.070106501659418,896,5,True,False,837.1671811654362,,11.723953135435597,1250702.6674299224,0.4717383441171709,5.110527561054582e-06,0.8088641678964924,20,4505.130088866035,1310.6740752406001,6876.64752039906,"[11, 44, 77, 116, 155, 207, 257, 307, 339, 376, 414, 468, 522, 576, 626, 666, 727, 780, 835, 888]","[2827.6237543414263, 5035.407875858606, 4142.108485289042, 1310.6740752406001, 4049.98327031778, 6876.64752039906, 4923.994072388904, 6346.591761843904, 2043.3108713914232, 4261.846826550704, 5092.943248453611, 5335.017410949486, 3982.459553222443, 4508.286495671662, 5644.378931951087, 4246.323703450095, 3371.6090260896995, 5338.2135701422085, 5730.1933666115965, 5034.987957157355]","[4, 4, 57, 110, 57, 57, 218, 218, 332, 369, 369, 369, 478, 529, 369, 635, 684, 736, 369, 868]","[27, 57, 110, 124, 187, 369, 266, 369, 343, 395, 447, 529, 529, 605, 789, 736, 736, 789, 868, 895]",0.05,30,2032957651.9672282,4889.838361170106,-4889.838361170106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SWT,mdp.39015056038378,,,3521.1716945034386,0.0,32.0,,0.0,1288.6740752406001,,,3640.8837120544413,,,,,,,,,,,0.0,,,,0.0,-4.0,3640.8837120544413,70224.93511065403,3640.8837120544404,1668138284.9672275,,,,,,5507.980853732393,3521.1716945034386,0.0,-4.0,,,,,,3.0,,0.5288528262913442,0.26521213892381457,0.7030589872718853,0.7700511853236781,0.06961106619625904,0.3450479233226838,0.9366179095794008,0.04396427138285392,,0.407874006024994,0.46834358968185497,0.46834358968185497,0.46834358968185485,0.5045939507942655,0.4876206501560116,0.6,0.37601536227908755,0.2127659574468085,0.0,0.3448275862068965,0.0,0.49795250541645997,0.49795250541645997,0.0,0.8214285714285714,1.8872124849535188,0.5587852864490918,12,1.610138049401623,0.8969137955111292,18,0,0,0.384753866513445,0.6359968826931579,13,0,0,0.45780203853649,0.8692398427284128,23,5.066228051190222,0.9522053957434885,16.5,15.426728771049804,0.898272509192499,4,bior,23.133333333333333,19.0,25.922595402099546,15,0.34258248895817095,0.7600286273721034,0.5321836695176492,1,3.25,4
smoothed,bior2.4,145651745.2419075,0.6060267857142857,320.01834260377814,0.43692639301673053,896,5,True,False,1006.8203907256568,,11.702489064245238,1414314.302129711,0.4564987866984312,3.782361860286404e-06,0.8076009630424271,22,4958.139558403586,262.38696334826454,8235.134132389274,"[11, 44, 77, 116, 145, 207, 257, 307, 346, 376, 414, 468, 510, 543, 576, 626, 666, 698, 727, 780, 835, 888]","[4009.5944260082324, 6118.511696821636, 4909.755206094787, 1659.4783224788373, 5103.930018043715, 8235.134132389274, 5658.444970405994, 7689.9303468028165, 262.38696334826454, 5393.881512238313, 6262.841745623184, 6524.252400676451, 306.2054047275119, 4207.346481036894, 5693.52732857317, 6825.999435545634, 4782.917530733279, 2048.4947555450626, 3934.290795221698, 6337.055803379321, 6971.925013131715, 6143.165996053137]","[4, 4, 57, 110, 57, 57, 218, 218, 315, 369, 369, 369, 502, 529, 529, 369, 635, 684, 710, 736, 369, 868]","[27, 57, 136, 122, 187, 369, 266, 369, 349, 395, 447, 605, 513, 552, 605, 789, 736, 710, 736, 789, 868, 895]",0.05,30,2605136157.5746546,5763.431704129908,-5763.431704129908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SWT,mdp.39015056038378,,,4394.765037463241,0.0,42.0,,0.0,240.38696334826454,,,4093.8931815919923,,,,,,,,,,,0.0,,,,0.0,-7.5,4093.8931815919923,89201.40361821224,4093.893181591993,2240316790.574654,,,,,,6866.467465722607,4394.765037463241,0.0,1.5,,,,,,1.0,,0.7161608574942672,0.17829607126181757,0.4758687621001393,0.7401681486718157,0.2088548724507099,0.319488817891374,0.9359042319514153,0.1390619647219484,,0.07595526454171377,0.5593608444358543,0.5593608444358543,0.5593608444358547,0.7099839577736663,0.6839312571428152,0.19999999999999996,0.5883303645326505,0.32978723404255317,0.0,0.22413793103448273,0.0,0.6784062581044867,0.6784062581044867,0.0,0.9999999999999999,2.124089148828848,0.6289221658582702,7,1.5861518522740667,0.8835524870732906,24,0,0,0.4279388161615262,0.7073814631895851,6,0,0,0.46422546581793595,0.8814361600225666,16,8.460693430998036,0.9201821374434147,13.25,9.669064748201437,0.8975910687217074,5,bior,23.133333333333333,19.0,25.922595402099546,15,0.34258248895817095,0.7600286273721034,0.5321836695176492,1,4.0,5
smoothed,sym17,99305512.51830097,0.6029017857142858,319.68394076619126,1.112835536716071,896,5,True,False,956.5258173453517,,11.7537365311026,1253348.5403866698,0.46345253887259313,5.173170155563896e-06,0.8737708303471303,22,4407.857855369158,85.17173839738234,6951.299637065829,"[7, 43, 73, 140, 169, 206, 256, 306, 336, 375, 413, 454, 487, 539, 571, 615, 651, 702, 750, 801, 833, 872]","[4199.762883628479, 1946.6315589723686, 6951.299637065829, 4746.455446388894, 202.99182417990386, 5218.089488453129, 5056.475316266094, 5474.808426854233, 4373.865711512048, 6916.892562638252, 3684.226215475527, 4768.448161667319, 4387.365513572041, 5482.870621055041, 696.3545636031212, 5423.11224083721, 6519.773981106944, 4017.9753758504767, 6019.580452497516, 85.17173839738234, 5240.276654318329, 5560.444443781325]","[0, 27, 53, 105, 160, 160, 213, 213, 311, 213, 395, 420, 473, 420, 569, 579, 631, 681, 734, 787, 815, 840]","[53, 53, 631, 160, 170, 213, 263, 311, 367, 631, 420, 526, 526, 631, 579, 631, 840, 734, 840, 803, 840, 892]",0.05,30,2403429651.7215843,4080.3276652675554,-4080.3276652675554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SWT,mdp.39015056038378,,,2711.660998600889,0.0,15.0,,0.0,63.17173839738234,,,3543.6114785575637,,,,,,,,,,,0.0,,,,0.0,10.5,3543.6114785575637,77095.2061514548,3543.6114785575637,2038610284.7215838,,,,,,5582.632970399162,2711.660998600889,0.0,33.0,,,,,,1.0,,0.6606324207233027,0.26931151295504085,0.5698938789504275,0.8115166788193283,0.08096361889957444,0.27476038338658265,0.973288472354042,0.04550215966027785,,0.01984367662836884,0.4487999548308799,0.4487999548308799,0.44879995483088,0.578953677761294,0.49840839160767975,0.19999999999999996,0.5134842862108348,1.0,0.0,0.8448275862068965,0.0,0.3307359805952162,0.3307359805952162,0.0,0.5178571428571428,1.7056448195564116,0.5050248642773858,23,1.584580062493572,0.8826769348569492,25,0,0,0.3863279116847056,0.6385987742120439,12,0,0,0.46073364071857204,0.8748061469498655,20,5.715476066494082,0.946080414467037,20.0,18.449197860962563,0.8787005845920091,6,sym,67.52631578947368,76.0,30.620197439403785,19,1.0,0.8977583559340656,0.030672493219780314,5,5.75,6
smoothed,rbio1.1,86894950.0219954,0.6287946428571428,318.74406171270925,1.8749304039972958,896,5,True,False,886.7296189041776,,11.715819106866865,1241321.9434525063,0.47134086525412267,5.361557200835824e-06,0.9110441827557189,22,4044.0593951328624,91.21145643918408,6027.657085660807,"[11, 43, 74, 140, 169, 206, 256, 306, 336, 375, 413, 454, 510, 542, 575, 615, 651, 713, 756, 801, 833, 876]","[4102.203814910833, 2413.5658392123596, 6027.657085660807, 4637.432953700603, 402.97251549622865, 5424.25176902752, 4801.716578663101, 5257.834017668005, 2997.013043219382, 5943.567310628425, 2508.1075806576714, 5051.526678655423, 3621.3186264746882, 4688.041034714817, 974.3267910133034, 5160.4966848533095, 5525.8989181159395, 3664.746509013429, 5243.596288321468, 91.21145643918408, 5364.589515470635, 5067.231681005824]","[0, 20, 53, 104, 160, 160, 213, 213, 331, 213, 404, 420, 475, 527, 573, 580, 631, 681, 734, 787, 787, 840]","[53, 53, 787, 160, 172, 213, 263, 314, 368, 787, 420, 631, 527, 580, 580, 631, 787, 734, 787, 802, 840, 892]",0.05,30,2178997874.5006413,3672.173600841907,-3672.173600841907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SWT,mdp.39015056038378,,,2303.5069341752405,0.0,37.5,,0.0,69.21145643918408,,,3179.813018321268,,,,,,,,,,,0.0,,,,0.0,10.5,3179.813018321268,69091.6400262563,3179.813018321267,1814178507.5006409,,,,,,4658.99041899414,2303.5069341752405,0.0,31.5,,,,,,1.0,,0.5835729383276911,0.28163968944990775,0.67590821477512,0.7587267039757088,0.04671698650568014,0.6453674121405746,0.9943469393544053,0.03851181554901367,,0.021756030208419895,0.37570669881519103,0.37570669881519103,0.3757066988151909,0.4923278389409741,0.36493572555061726,0.19999999999999996,0.4302056715487024,0.9680851063829787,0.0,0.8448275862068965,0.0,0.24642566253471332,0.24642566253471332,0.0,0.9196428571428571,1.5321875617177887,0.4536658550079997,30,1.7391210292566435,0.9687626745939472,6,0,0,0.3663595148435279,0.6055910795566216,18,0,0,0.5030988375097627,0.9552459744212706,7,11.236102527122116,0.893999032762999,15.25,10.0398406374502,0.8750655541173485,8,rbio,43.2,29.0,34.107393417179885,15,0.6397505845674202,1.0,0.25217459080280585,3,6.75,7
smoothed,haar,86894950.0219954,0.6287946428571428,318.74406171270925,1.8749304039972958,896,5,True,False,886.7296189041776,,11.715819106866865,1241321.9434525063,0.47134086525412267,5.361557200835824e-06,0.9110441827557189,22,4044.0593951328624,91.21145643918408,6027.657085660807,"[11, 43, 74, 140, 169, 206, 256, 306, 336, 375, 413, 454, 510, 542, 575, 615, 651, 713, 756, 801, 833, 876]","[4102.203814910833, 2413.5658392123596, 6027.657085660807, 4637.432953700603, 402.97251549622865, 5424.25176902752, 4801.716578663101, 5257.834017668005, 2997.013043219382, 5943.567310628425, 2508.1075806576714, 5051.526678655423, 3621.3186264746882, 4688.041034714817, 974.3267910133034, 5160.4966848533095, 5525.8989181159395, 3664.746509013429, 5243.596288321468, 91.21145643918408, 5364.589515470635, 5067.231681005824]","[0, 20, 53, 104, 160, 160, 213, 213, 331, 213, 404, 420, 475, 527, 573, 580, 631, 681, 734, 787, 787, 840]","[53, 53, 787, 160, 172, 213, 263, 314, 368, 787, 420, 631, 527, 580, 580, 631, 787, 734, 787, 802, 840, 892]",0.05,30,2178997874.5006413,3672.173600841907,-3672.173600841907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SWT,mdp.39015056038378,,,2303.5069341752405,0.0,37.5,,0.0,69.21145643918408,,,3179.813018321268,,,,,,,,,,,0.0,,,,0.0,10.5,3179.813018321268,69091.6400262563,3179.813018321267,1814178507.5006409,,,,,,4658.99041899414,2303.5069341752405,0.0,31.5,,,,,,1.0,,0.5835729383276911,0.28163968944990775,0.67590821477512,0.7587267039757088,0.04671698650568014,0.6453674121405746,0.9943469393544053,0.03851181554901367,,0.021756030208419895,0.37570669881519103,0.37570669881519103,0.3757066988151909,0.4923278389409741,0.36493572555061726,0.19999999999999996,0.4302056715487024,0.9680851063829787,0.0,0.8448275862068965,0.0,0.24642566253471332,0.24642566253471332,0.0,0.9196428571428571,1.5321875617177887,0.4536658550079997,29,1.7391210292566435,0.9687626745939472,5,0,0,0.3663595148435279,0.6055910795566216,19,0,0,0.5030988375097627,0.9552459744212706,6,11.4418821295566,0.8920577157589,14.75,8.814824690041327,0.8764533861813368,7,haar,7.0,7.0,,1,0.10366328916601715,,,7,7.0,8
smoothed,db1,86894950.0219954,0.6287946428571428,318.74406171270925,1.8749304039972958,896,5,True,False,886.7296189041776,,11.715819106866865,1241321.9434525063,0.47134086525412267,5.361557200835824e-06,0.9110441827557189,22,4044.0593951328624,91.21145643918408,6027.657085660807,"[11, 43, 74, 140, 169, 206, 256, 306, 336, 375, 413, 454, 510, 542, 575, 615, 651, 713, 756, 801, 833, 876]","[4102.203814910833, 2413.5658392123596, 6027.657085660807, 4637.432953700603, 402.97251549622865, 5424.25176902752, 4801.716578663101, 5257.834017668005, 2997.013043219382, 5943.567310628425, 2508.1075806576714, 5051.526678655423, 3621.3186264746882, 4688.041034714817, 974.3267910133034, 5160.4966848533095, 5525.8989181159395, 3664.746509013429, 5243.596288321468, 91.21145643918408, 5364.589515470635, 5067.231681005824]","[0, 20, 53, 104, 160, 160, 213, 213, 331, 213, 404, 420, 475, 527, 573, 580, 631, 681, 734, 787, 787, 840]","[53, 53, 787, 160, 172, 213, 263, 314, 368, 787, 420, 631, 527, 580, 580, 631, 787, 734, 787, 802, 840, 892]",0.05,30,2178997874.5006413,3672.173600841907,-3672.173600841907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SWT,mdp.39015056038378,,,2303.5069341752405,0.0,37.5,,0.0,69.21145643918408,,,3179.813018321268,,,,,,,,,,,0.0,,,,0.0,10.5,3179.813018321268,69091.6400262563,3179.813018321267,1814178507.5006409,,,,,,4658.99041899414,2303.5069341752405,0.0,31.5,,,,,,1.0,,0.5835729383276911,0.28163968944990775,0.67590821477512,0.7587267039757088,0.04671698650568014,0.6453674121405746,0.9943469393544053,0.03851181554901367,,0.021756030208419895,0.37570669881519103,0.37570669881519103,0.3757066988151909,0.4923278389409741,0.36493572555061726,0.19999999999999996,0.4302056715487024,0.9680851063829787,0.0,0.8448275862068965,0.0,0.24642566253471332,0.24642566253471332,0.0,0.9196428571428571,1.5321875617177887,0.4536658550079997,31,1.7391210292566435,0.9687626745939472,7,0,0,0.3663595148435279,0.6055910795566216,17,0,0,0.5030988375097627,0.9552459744212706,8,11.116804097101529,0.8951244896499856,15.75,11.143962994430284,0.873269791994804,9,db,67.1842105263158,67.5,22.84596512150142,38,0.9949337490257211,0.6698244231701949,0.1025990487309368,4,7.75,9
smoothed,bior1.1,86894950.0219954,0.6287946428571428,318.74406171270925,1.8749304039972958,896,5,True,False,886.7296189041776,,11.715819106866865,1241321.9434525063,0.47134086525412267,5.361557200835824e-06,0.9110441827557189,22,4044.0593951328624,91.21145643918408,6027.657085660807,"[11, 43, 74, 140, 169, 206, 256, 306, 336, 375, 413, 454, 510, 542, 575, 615, 651, 713, 756, 801, 833, 876]","[4102.203814910833, 2413.5658392123596, 6027.657085660807, 4637.432953700603, 402.97251549622865, 5424.25176902752, 4801.716578663101, 5257.834017668005, 2997.013043219382, 5943.567310628425, 2508.1075806576714, 5051.526678655423, 3621.3186264746882, 4688.041034714817, 974.3267910133034, 5160.4966848533095, 5525.8989181159395, 3664.746509013429, 5243.596288321468, 91.21145643918408, 5364.589515470635, 5067.231681005824]","[0, 20, 53, 104, 160, 160, 213, 213, 331, 213, 404, 420, 475, 527, 573, 580, 631, 681, 734, 787, 787, 840]","[53, 53, 787, 160, 172, 213, 263, 314, 368, 787, 420, 631, 527, 580, 580, 631, 787, 734, 787, 802, 840, 892]",0.05,30,2178997874.5006413,3672.173600841907,-3672.173600841907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SWT,mdp.39015056038378,,,2303.5069341752405,0.0,37.5,,0.0,69.21145643918408,,,3179.813018321268,,,,,,,,,,,0.0,,,,0.0,10.5,3179.813018321268,69091.6400262563,3179.813018321267,1814178507.5006409,,,,,,4658.99041899414,2303.5069341752405,0.0,31.5,,,,,,1.0,,0.5835729383276911,0.28163968944990775,0.67590821477512,0.7587267039757088,0.04671698650568014,0.6453674121405746,0.9943469393544053,0.03851181554901367,,0.021756030208419895,0.37570669881519103,0.37570669881519103,0.3757066988151909,0.4923278389409741,0.36493572555061726,0.19999999999999996,0.4302056715487024,0.9680851063829787,0.0,0.8448275862068965,0.0,0.24642566253471332,0.24642566253471332,0.0,0.9196428571428571,1.5321875617177887,0.4536658550079997,32,1.7391210292566435,0.9687626745939472,8,0,0,0.3663595148435279,0.6055910795566216,16,0,0,0.5030988375097627,0.9552459744212706,9,11.086778913041726,0.8954077461033799,16.25,12.126315789473685,0.8710529296554635,10,bior,23.133333333333333,19.0,25.922595402099546,15,0.34258248895817095,0.7600286273721034,0.5321836695176492,1,7.75,10
