signal_type,wavelet,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,wavelet_psnr,signal_length,scales_used,emd_value,kl_divergence,is_complex,change_point_indices,change_point_prominences,num_change_points,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,prominence_threshold,distance_factor,max_autocorrelation,upper_envelope,lower_envelope,fft_frequency_max,fft_amplitude_max,fft_spectral_centroid,fft_spectral_bandwidth,fft_spectral_magnitude,fft_variance_magnitude,fft_num_peaks,fft_peak_amplitude,fft_dominant_frequency,fft_positive_frequencies,fft_positive_amplitudes,fft_snr_threshold,fft_stationarity_threshold,fft_dynamic_cutoff,fft_dynamic_cutoff_percentile,stft_frequency_max,stft_amplitude_max,stft_spectral_centroid,stft_spectral_bandwidth,stft_spectral_magnitude,stft_variance_magnitude,stft_peak_freq_over_time,stft_num_peaks,stft_peak_amplitude,stft_dominant_frequency,stft_positive_frequencies,stft_positive_amplitudes,stft_snr_threshold,stft_stationarity_threshold,stft_window,stft_nperseg,stft_noverlap,stft_dynamic_cutoff,stft_dynamic_cutoff_percentile,wavelet_type,htid,stft_amplitude_max_diff,stft_frequency_max_diff,avg_prominence_diff,fft_variance_magnitude_diff,stft_noverlap_diff,prominence_max_diff,stft_spectral_magnitude_diff,upper_envelope_diff,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,stft_num_peaks_diff,fft_peak_amplitude_diff,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,stft_window_diff,stft_nperseg_diff,prominence_threshold_diff,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,stft_dominant_frequency_diff,relative_num_peaks_diff,max_autocorrelation_diff,stft_variance_magnitude_diff,fft_amplitude_max_diff,fft_dominant_frequency_diff,fft_snr_threshold_diff,stft_stationarity_threshold_diff,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,stft_dynamic_cutoff_percentile_diff,lower_envelope_diff,fft_stationarity_threshold_diff,stft_dynamic_cutoff_diff,fft_frequency_max_diff,fft_num_peaks_diff,fft_dynamic_cutoff_percentile_diff,fft_dynamic_cutoff_diff,prominence_min_diff,fft_spectral_centroid_diff,stft_peak_amplitude_diff,fft_spectral_bandwidth_diff,stft_spectral_bandwidth_diff,fft_spectral_magnitude_diff,distance_factor_diff,stft_snr_threshold_diff,stft_spectral_centroid_diff,emd_value_normalized,smoothness_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,correlation_normalized,avg_variance_across_levels_normalized,kl_divergence_normalized,prominence_min_diff_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,relative_num_peaks_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_signal_weighted_score,reconstruction_signal_normalized_weighted_score,reconstruction_signal_normalized_weighted_rank,wavelet_signal_weighted_score,wavelet_signal_normalized_weighted_score,wavelet_signal_normalized_weighted_rank,reconstruction_signal_num_missing_metrics,reconstruction_signal_missing_metrics_count,reconstruction_signal_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_rank,wavelet_signal_num_missing_metrics,wavelet_signal_missing_metrics_count,wavelet_signal_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank
smoothed,cgau8,14.130464656161626,0.8457372466806429,1045.5521258681824,-28.855835721603412,108,53,24275.257840136226,-230391.96868945748,True,"[4, 24, 35, 50, 77, 90, 106]","[3630.9136987238307, 2109.019211897925, 6387.697612062366, 438.6171281904126, 1270.8819334388063, 360.0375692738453, 806.2277096631879]",7,11.96935753533863,560030.8059196708,0.04119855699821761,1.5360501783121712e-05,0.44309303888530743,3,35895.58030317404,32026.756182501478,41035.044987985966,"[12, 58, 96]","[41035.044987985966, 32026.756182501478, 34624.93973903469]","[0, 37, 73]","[73, 73, 107]",0.05,10,77019855366.69785,39662.76761146747,-39662.76761146747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CWT,uc1.l0082987033,,,35595.49696984071,,,40092.044987985966,,38719.76761146747,0.0,-14.5,,,0.0,-10.0,,,0.0,0.0,-10.0,,13.0,,,,,,,35595.49696984071,102885.40757618881,35595.496969840715,,38719.76761146747,,,,,,,32025.08951583481,,,,,,20.0,,,0.08813095951591005,0.42156407348103525,0.845554756765517,1.0,0.03884142169609128,1.0,0.6270476572813865,0.1006830774730894,0.9082353675274915,1.0000000000000002,1.0,1.0,1.0,0.7029674019542367,0.3836244356837182,0.6666666666666666,,0.2564102564102564,0.33333333333333326,0.058432789488207265,0.058432789488207265,0.03333333333333338,2.098976726921953,0.9454204046701196,4,2.234048515719226,1.0,1,0,0,0.5411000838631633,0.8637721739017813,5,0,0.0,0.55889525708228,1.0,1,2.0615528128088303,0.8527462276565121,2.75,1.6326530612244896,0.8281588281139703,1,cgau,1.0,1.0,,1,0.09090909090909091,,,2,1.25
smoothed,gaus6,19.553897651111896,0.676450034940601,876.7401546994664,-30.000308131277013,108,53,25295.163124126553,,False,"[13, 38, 49, 72, 95]","[42180.57556175683, 27171.163405191997, 868.9709130312676, 31068.255788758153, 52328.65525187334]",5,11.628988640840213,562800.2472922449,0.03512635624488871,1.1761361143763232e-06,0.5484661293532859,4,35390.38184888377,868.9709130312676,61192.7378254385,"[13, 46, 59, 95]","[61192.7378254385, 868.9709130312676, 27171.163405191997, 52328.65525187334]","[0, 38, 38, 72]","[72, 49, 72, 107]",0.05,10,98365932521.12173,56025.57805934664,-56025.57805934664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CWT,uc1.l0082987033,,,35090.298515550436,,,60249.7378254385,,55082.57805934664,0.0,-9.5,,,0.0,-5.0,,,0.0,0.0,-0.5,,12.0,,,,,,,35090.298515550436,136760.19406220174,35090.29851555044,,55082.57805934664,,,,,,,867.304246364601,,,,,,20.0,,,0.1045163013284596,0.0062226776328144755,0.7507133485534843,0.44943049836807936,0.749544793626747,0.33310392291810037,0.7882145450825422,0.10159932060466949,,0.026940053722588606,0.9817156873757913,0.9817156873757913,0.9817156873757913,0.9641997675770612,0.6201893449729173,0.3333333333333333,,0.7435897435897436,0.6666666666666666,0.188219799949344,0.188219799949344,0.3666666666666667,2.106800918702023,0.9489445745496867,3,1.5723044642600108,0.703791548481133,5,0,0,0.5869310198795867,0.9369332921781381,3,1,0.11111111111111112,0.4048626204588065,0.7243980250832635,7,1.9148542155126762,0.8632246988919516,4.5,3.9622641509433962,0.7708980637316901,2,gaus,8.125,8.0,4.703721930556695,8,0.7386363636363636,1.0,0.18295454545454543,1,1.75
smoothed,gaus2,20.638328588531508,0.6533892382948987,1433.662142780493,-35.15709642247153,108,53,51086.62719662894,,False,"[22, 47, 59, 90]","[38122.15903164708, 31.639194103081536, 23678.15985805764, 71445.43961249523]",4,11.544459564888832,444220.73751737236,0.04062820541380593,1.994399284370785e-06,0.6869343234425884,4,33319.34942407576,31.639194103081536,71445.43961249523,"[22, 47, 59, 90]","[38122.15903164708, 31.639194103081536, 23678.15985805764, 71445.43961249523]","[0, 38, 38, 0]","[38, 48, 73, 107]",0.05,10,322478432371.8828,83309.55757375283,-83309.55757375283,0.4907407407407407,5530321.458194821,0.034939239982217256,0.07919868790432132,9719916.151707448,573266811425.3561,7.0,1148725.895973327,0.027777777777777776,"[0.0, 0.009259259259259259, 0.018518518518518517, 0.027777777777777776, 0.037037037037037035, 0.046296296296296294, 0.05555555555555555, 0.06481481481481481, 0.07407407407407407, 0.08333333333333333, 0.09259259259259259, 0.10185185185185185, 0.1111111111111111, 0.12037037037037036, 0.12962962962962962, 0.1388888888888889, 0.14814814814814814, 0.15740740740740738, 0.16666666666666666, 0.17592592592592593, 0.18518518518518517, 0.19444444444444442, 0.2037037037037037, 0.21296296296296297, 0.2222222222222222, 0.23148148148148145, 0.24074074074074073]","[5530321.458194821, 300765.4906242373, 666644.005833869, 1148725.895973327, 241719.85642150682, 137983.37097459292, 323798.6900980568, 131426.965675607, 84733.16726091485, 167360.86916464803, 39249.51463017736, 59860.77264000172, 91448.36609087486, 50738.94782019898, 41236.77758762032, 46179.28974007492, 34981.40136532557, 30278.306244408763, 20000.12174875517, 25724.595789820367, 25389.821527235657, 22110.76459519429, 21835.98675490276, 21988.753498029655, 23690.00238766671, 19168.89808319082, 18605.32607273387]",3.0,0.3,34583.51132795092,15.0,0.5,20619210743.50158,0.04979291607645505,0.06066503558240621,36299627214.39403,3.327737629643082e+18,"[0.03125, 0.03125]",3.0,20619210743.50158,0.03125,"[0.0, 0.015625, 0.03125, 0.046875, 0.0625, 0.078125, 0.09375, 0.109375, 0.125, 0.140625, 0.15625, 0.171875, 0.1875, 0.203125, 0.21875, 0.234375]","[2.5084252075670564e-22, 5690141819.227234, 20619210743.50158, 2483369831.9014454, 2739454778.9923606, 1400962070.3373544, 399732794.77573824, 541781438.9644264, 373744505.48629683, 267292987.33969948, 200521947.14730585, 158931487.93536085, 138555072.0345085, 124365063.83530775, 105069751.71225928, 97912394.44019626]",3.0,0.3,boxcar,64.0,32.0,34583.51132795092,15.0,CWT,uc1.l0082987033,20614166171.8299,0.0,33019.26609074242,573181915472.8354,16.0,70502.43961249523,36289240027.91789,82366.55757375283,0.0,-0.5,1.0,1136736.0529133102,0.0,-5.0,,32.0,0.0,0.0,-9.5,0.0,12.0,,3.32773753539969e+18,5462736.124861488,0.0,0.0,0.2,33019.26609074242,128476.0643629697,33021.64452481287,0.0,82366.55757375283,0.0,34274.27799461759,0.0,1.0,0.0,34274.27799461759,29.972527436414907,0.029341449221052744,20614166171.8299,0.02488234514982665,0.00582959689444381,9580844.356285285,20.0,0.0,0.015575783940069511,0.5188704196056341,0.030182759820032254,0.32337490050151857,0.3126990520690862,0.8916519653328678,0.24225739848589128,1.0,0.06236842644193139,,0.0007901219995856508,0.9067601842690751,0.9067601842690751,0.906846265356083,0.9003150018575711,0.7405121164221328,0.3333333333333333,,0.28205128205128205,0.6666666666666666,0.40463165327596184,0.40463165327596184,0.9666666666666668,2.220151708756844,1.0,1,1.482766732800717,0.6637128613670046,8,0,0,0.6183304274536163,0.9870569852772255,2,1,0.11111111111111112,0.41712005972656463,0.7463295750694778,5,3.1622776601683795,0.7741230242736872,4.0,2.191780821917808,0.7442043692797007,3,gaus,8.125,8.0,4.703721930556695,8,0.7386363636363636,1.0,0.18295454545454543,1,2.5
smoothed,mexh,21.465140911871764,0.7014325646401118,2095.380845199349,-39.05933341559517,108,53,81034.52861620321,,False,"[25, 30, 59, 87]","[11625.869292660514, 339.47353217146883, 84218.82760694795, 17686.31710345202]",4,11.469734155434665,704946.8816378833,0.03834520646563488,3.4020950391535217e-06,0.4009768754991476,4,28467.621883807988,339.47353217146883,84218.82760694795,"[25, 30, 59, 87]","[11625.869292660514, 339.47353217146883, 84218.82760694795, 17686.31710345202]","[0, 28, 0, 73]","[37, 37, 107, 107]",0.05,20,784877259056.5597,107486.88243967688,-107486.88243967688,0.4907407407407407,8807480.611471873,0.025485748280578025,0.07019451586470232,13918987.853786489,1436692470672.6028,7.0,934888.2658440633,0.027777777777777776,"[0.0, 0.009259259259259259, 0.018518518518518517, 0.027777777777777776, 0.037037037037037035, 0.046296296296296294, 0.05555555555555555, 0.06481481481481481, 0.07407407407407407, 0.08333333333333333, 0.09259259259259259, 0.10185185185185185, 0.1111111111111111, 0.12037037037037036, 0.12962962962962962, 0.1388888888888889, 0.14814814814814814, 0.15740740740740738, 0.16666666666666666, 0.17592592592592593, 0.18518518518518517, 0.19444444444444442, 0.2037037037037037, 0.21296296296296297, 0.2222222222222222, 0.23148148148148145, 0.24074074074074073]","[8807480.611471873, 1391516.965881572, 749908.2783007064, 934888.2658440633, 236986.7874782101, 147307.58738510223, 267260.51569079043, 123406.66806484912, 83920.81035882804, 140349.4540237613, 46984.46656768336, 58412.43123903845, 85784.576053156, 50420.65137345691, 41436.442883901356, 43752.75294414979, 34862.43315887874, 32226.74806312854, 24724.445879327046, 27963.26511444861, 27037.45994336723, 24195.44125247363, 23537.081604535102, 23437.798365986644, 24313.46656847566, 20487.251581777156, 20152.76299100743]",3.0,0.3,59558.57948775113,15.0,0.5,6581911222.554805,0.022602350969481273,0.014970513363143137,15415895244.884735,8.144011710415301e+17,"[0.015625, 0.03125]",3.0,6581911222.554805,0.015625,"[0.0, 0.015625, 0.03125, 0.046875, 0.0625, 0.078125, 0.09375, 0.109375, 0.125, 0.140625, 0.15625, 0.171875, 0.1875, 0.203125, 0.21875, 0.234375]","[1876360511.1831026, 6581911222.554805, 5935270298.2014065, 629266085.3776382, 182145979.21643293, 87800633.9283675, 99423625.57763556, 9246116.159630489, 9070222.259692265, 2825194.2375845336, 915173.523801724, 613789.2999235552, 212742.62610204157, 138524.65505510097, 354454.6494458139, 74408.07120348944]",3.0,0.7,tukey,64.0,32.0,59558.57948775113,15.0,CWT,uc1.l0082987033,6576866650.883123,0.0,28167.538550474655,1436607574720.0823,16.0,83275.82760694795,15405508058.408598,106543.88243967688,0.0,-0.5,1.0,922898.4227840465,0.0,-5.0,,32.0,0.0,0.0,-5.0,0.015625,12.0,,8.144010767981381e+17,8739895.278138539,0.0,0.0,0.19999999999999996,28167.538550474655,109069.15420189862,28167.538550474652,0.0,106543.88243967688,0.0,59249.3461544178,0.0,1.0,0.0,59249.3461544178,337.8068655048022,0.03879494092269198,6576866650.883123,0.033886517189445645,0.039864925324819264,13779916.058364326,10.0,0.0,0.04276634904704329,1.0000000000000002,0.07140239088251818,0.0,0.19182569346488698,1.0,0.43152099105299385,0.5626314866164949,0.14862717202849834,,0.010403811222762606,0.7311648269191325,0.7311648269191325,0.7311648269191321,0.7506546326948152,0.890416939190795,0.3333333333333333,,0.5128205128205128,0.6666666666666666,0.5964020539226733,0.5964020539226733,0.9666666666666668,2.164881479721307,0.9751052016771931,2,1.374445423876394,0.6152263096371956,9,0,0,0.6264384292665247,1.0,1,1,0.11111111111111112,0.4201954112001185,0.7518321293219665,4,3.559026084010437,0.7457838511421117,4.0,2.1492537313432836,0.730034782713913,4,mexh,4.0,4.0,,1,0.36363636363636365,,,5,4.25
smoothed,gaus4,19.585706310208906,0.6850104821802935,899.8632643463839,-30.252739268158066,108,53,23843.15714385212,,False,"[14, 21, 38, 49, 59, 72, 93]","[45217.9968923661, 296.4261659792828, 15183.447229585387, 844.0160776360235, 7170.081634182823, 16967.97011164699, 56736.165329432064]",7,11.637963004095013,455639.47591659136,0.03957331573307945,1.4284194100849848e-06,0.5888060134455846,5,29240.770240037644,296.4261659792828,63914.55916568505,"[14, 21, 46, 59, 93]","[63914.55916568505, 296.4261659792828, 844.0160776360235, 24412.684461455814, 56736.165329432064]","[0, 19, 38, 38, 0]","[38, 38, 49, 72, 107]",0.05,20,105108775247.49063,60685.09755262854,-60685.09755262854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CWT,uc1.l0082987033,,,28940.68690670431,,,62971.55916568505,,59742.09755262854,0.0,-9.0,,,0.0,-4.5,,,0.0,0.0,0.0,,11.0,,,,,,,28940.68690670431,141402.51786685488,28940.686906704315,,59742.09755262854,,,,,,,294.7594993126162,,,,,,10.0,,,0.08118902312515507,0.01360994461647037,0.7297946053002577,0.46394713248043185,0.7537130983329886,0.3668272539573295,0.8499139177073856,0.06614620658676616,,0.009059438781907639,0.7591468726481831,0.7591468726481831,0.759146872648183,0.9999999999999999,0.6521318605995324,0.0,,0.7692307692307692,0.7,0.22517831066147118,0.22517831066147118,0.4,1.8290103485053688,0.823822237593623,8,1.588301520209945,0.7109521163190182,4,0,0,0.5215182756566418,0.8325132228354344,6,1,0.11111111111111112,0.41008709220779244,0.7337458799501313,6,1.632993161855452,0.8833576312960392,6.0,5.647058823529412,0.7273931013623053,5,gaus,8.125,8.0,4.703721930556695,8,0.7386363636363636,1.0,0.18295454545454543,1,4.0
smoothed,gaus8,19.555948980178727,0.6659678546471,836.859284570788,-29.460986551004535,108,53,23679.29294214617,,False,"[13, 38, 48, 58, 73, 95]","[40431.52470251289, 30932.598202829882, 355.1269895804635, 133.84164639519759, 35532.11202128163, 49888.52505134635]",6,11.581838767687753,587274.8083489763,0.03627857939405498,1.0366619562189085e-06,0.580505000628885,4,35756.96453540259,355.1269895804635,58967.55988397837,"[13, 47, 58, 95]","[58967.55988397837, 355.1269895804635, 33816.646216705194, 49888.52505134635]","[0, 38, 38, 73]","[73, 48, 73, 107]",0.05,10,86813944569.54996,51409.45301987512,-51409.45301987512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CWT,uc1.l0082987033,,,35456.88120206926,,,58024.55988397837,,50466.45301987512,0.0,-14.0,,,0.0,-9.5,,,0.0,0.0,-9.5,,12.0,,,,,,,35456.88120206926,138226.52480827703,35456.881202069264,,50466.45301987512,,,,,,,353.46032291379686,,,,,,20.0,,,0.07855645420141369,0.0021386464616849187,0.7954064470675571,0.3731624181082403,0.7498136061088212,0.2918100481761872,0.8372176173965244,0.10969649452889127,,0.01089266985933511,0.9949831714427184,0.9949831714427184,0.9949831714427184,0.9755076779528473,0.5940752940188417,0.3333333333333333,,0.28205128205128205,0.3666666666666666,0.15160548661385845,0.15160548661385845,0.06666666666666665,1.9557247974260963,0.8808969178602614,5,1.5584300745886357,0.6975811239653931,6,0,0,0.4931128398420704,0.7871688849284666,7,1,0.11111111111111112,0.39916966095060946,0.7142119312918844,8,1.2909944487358056,0.9077861108045853,6.5,6.303939962476548,0.7217501982594354,6,gaus,8.125,8.0,4.703721930556695,8,0.7386363636363636,1.0,0.18295454545454543,1,4.75
smoothed,morl,19.22863207639961,0.6610761705101328,643.727615616607,-27.42666406168832,108,53,18789.547970808326,,False,"[12, 21, 37, 58, 73, 96]","[28789.8697350969, 206.79273902018758, 33913.46099650528, 14314.498768750715, 38334.956927802836, 35304.684069993906]",6,11.425441900063346,428173.84527607716,0.04964708110642829,9.636248263976545e-07,0.6791752799635256,4,35246.37841997085,206.79273902018758,49777.86314277032,"[12, 21, 58, 96]","[49777.86314277032, 206.79273902018758, 48962.78214838377, 42038.075649709135]","[0, 20, 37, 73]","[73, 73, 73, 107]",0.05,20,54623398196.37788,39429.92379826184,-39429.92379826184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CWT,uc1.l0082987033,,,34946.29508663752,,,48834.86314277032,,38486.92379826184,0.0,-14.0,,,0.0,-9.5,,,0.0,0.0,-9.5,,12.0,,,,,,,34946.29508663752,136184.18034655007,34946.29508663752,,38486.92379826184,,,,,,,205.12607235352095,,,,,,10.0,,,0.0,0.0,0.9639889380156638,0.12018000151093466,0.7069209904127636,0.27253957329662765,0.9881326353409516,0.05705946596170755,,0.006260180206012059,0.976503866771746,0.976503866771746,0.9765038667717458,0.9597577196357993,0.48622764530678453,0.3333333333333333,,0.28205128205128205,0.3666666666666666,0.05658591223465778,0.05658591223465778,0.06666666666666665,1.8378970430599915,0.8278249796222742,6,1.519036528610962,0.6799478694946451,7,0,0,0.46197057655425805,0.7374556779589074,8,1,0.11111111111111112,0.38304714501177556,0.6853648159611841,9,1.2909944487358056,0.9077861108045853,7.5,7.330909090909092,0.6860359125451498,7,morl,7.0,7.0,,1,0.6363636363636364,,,6,6.75
smoothed,shan,13.834062730524058,0.6974143955276031,746.183974345786,-26.99211055113754,108,53,20532.898645536734,-225823.12165872593,True,"[4, 26, 36, 61, 72, 81, 88, 97, 106]","[2429.60393464196, 1004.6698682104688, 11234.0361297621, 891.7107433803649, 13260.43290967144, 13.168144877810846, 57.65266723662353, 960.1390503655712, 180.26343551054742]",9,11.72554755693502,420433.956411556,0.054287642400209835,3.0750637102434664e-06,0.48743963430337306,5,21010.165031390512,183.89458051173642,48531.28707107676,"[11, 21, 57, 97, 102]","[29994.182476967148, 865.0036060761468, 48531.28707107676, 25476.457422320764, 183.89458051173642]","[0, 19, 36, 74, 101]","[36, 36, 74, 107, 107]",0.05,20,50737898400.81825,32295.89279911741,-32295.89279911741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CWT,uc1.l0082987033,,,20710.08169805718,,,47588.28707107676,,31352.89279911741,0.0,-9.0,,,0.0,-4.5,,,0.0,0.0,4.5,,11.0,,,,,,,20710.08169805718,100249.49182361923,20710.081698057173,,31352.89279911741,,,,,,,182.2279138450698,,,,,,10.0,,,0.028007891666962673,0.061826379391578166,0.9999999999999999,0.6056210174540806,0.0,0.41569167240192706,0.6948752471941885,0.054498797921741275,1.0,0.005545069016452724,0.4612620366132792,0.4612620366132792,0.46126203661327875,0.6826399968527894,0.47159818559131733,0.0,,1.0,0.7,0.0,0.0,0.4,1.2439184448789404,0.5602853354446947,11,1.7957870770517452,0.8038263557913882,3,0,0,0.3869641134416997,0.6177209049814882,9,0,0.0,0.42894677844783086,0.7674904608909245,3,4.123105625617661,0.7054924553130242,6.5,4.604651162790698,0.6206033705136549,8,shan,8.0,8.0,,1,0.7272727272727273,,,7,7.75
smoothed,fbsp,17.367542136624536,0.6855345911949685,1359.3156391328134,-34.655300125513115,108,53,44413.82189486082,-275611.87913127744,True,"[4, 21, 46, 59, 66, 105]","[6947.971751671008, 128.40099360098975, 627.5235644781133, 27838.66003248882, 51.572752623622364, 1875.988955163295]",6,11.793493785524205,890825.7122687622,0.0283344049882403,1.4541616091655021e-06,0.3606700123485797,5,27893.909807171614,185.61189292182826,56729.122876139685,"[15, 21, 46, 59, 93]","[185.61189292182826, 53505.012145778914, 466.6446604627272, 28583.157460554932, 56729.122876139685]","[0, 0, 38, 38, 0]","[16, 72, 49, 72, 107]",0.05,20,286962802525.3728,88707.75935633735,-88707.75935633735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CWT,uc1.l0082987033,,,27593.826473838282,,,55786.122876139685,,87764.75935633735,0.0,-9.0,,,0.0,0.0,,,0.0,0.0,0.0,,11.0,,,,,,,27593.826473838282,134668.21570252473,27593.826473838286,,87764.75935633735,,,,,,,183.94522625516163,,,,,,10.0,,,0.41166811618164223,0.014363718253444758,0.36495831224378367,0.715528596603592,0.4630380297684801,0.3688919476944251,0.500982619129039,0.21012340139745103,0.0,0.005598700810466751,0.710400846197457,0.710400846197457,0.710400846197457,0.9480670472732495,0.5678056384595963,0.0,,0.7692307692307692,1.0,0.44744926541290575,0.44744926541290575,0.4,1.8348794977755134,0.8264658178710407,7,1.3680670381511986,0.612371230313575,10,0,0,0.5597336020993553,0.893517344960347,4,0,0.0,0.33883941569687304,0.6062664003731014,11,3.1622776601683795,0.7741230242736872,8.0,6.852057842046718,0.6013472264225579,9,fbsp,9.0,9.0,,1,0.8181818181818182,,,4,7.75
smoothed,gaus7,19.56667447368446,0.6673654786862334,899.843311032994,-30.082995210436316,108,53,23318.708358373544,,False,"[3, 33, 44, 52, 62, 67, 81, 106]","[7647.851458620091, 44212.80653077384, 793.8914699529424, 6494.448888269053, 4486.742666162768, 1140.1537315646956, 47988.55896813636, 6.339158176255296]",8,11.646710294196314,638843.1962756126,0.03532975106009533,9.92923778448813e-07,0.03312080190840351,5,21773.044915026083,6.339158176255296,93556.39879033685,"[33, 46, 62, 67, 106]","[93556.39879033685, 793.8914699529424, 13368.441425099669, 1140.1537315646956, 6.339158176255296]","[3, 44, 52, 65, 3]","[81, 52, 81, 81, 107]",0.05,20,97693593202.20926,62792.19304003008,-62792.19304003008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CWT,uc1.l0082987033,,,21472.96158169275,,,92613.39879033685,,61849.19304003008,0.0,-13.5,,,0.0,-13.5,,,0.0,0.0,-9.0,,11.0,,,,,,,21472.96158169275,104063.89124179709,21474.069769405007,,61849.19304003008,,,,,,,4.672491509588667,,,,,,10.0,,,0.07276346366572936,0.0008579211736364258,0.7438611440248974,0.4780964605463824,0.7512191078283489,0.2973158981417756,0.0,0.1267574013645981,,0.0,0.4888724423234641,0.4888724423234641,0.48891255022641794,0.712055520515274,1.0,0.0,,0.3076923076923077,0.09999999999999992,0.24189143124287124,0.24189143124287124,0.10000000000000003,1.4535507939860202,0.6547078689500567,9,1.2526902058566634,0.5607265003613291,11,0,0,0.34751567713055587,0.5547483374183318,10,1,0.11111111111111112,0.30330336903761546,0.5426837411736407,12,1.2909944487358056,0.9077861108045853,10.5,10.380078636959372,0.5788930554022926,10,gaus,8.125,8.0,4.703721930556695,8,0.7386363636363636,1.0,0.18295454545454543,1,7.75
