wavelet,wavelet_level,wavelet_mode,wavelet_mse,wavelet_psnr,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,signal_length,signal_type,emd_value,kl_divergence,change_point_indices,change_point_prominences,num_change_points,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,fft_frequency_max,fft_amplitude_max,fft_spectral_centroid,fft_spectral_bandwidth,fft_spectral_magnitude,fft_variance_magnitude,fft_num_peaks,fft_peak_amplitude,fft_dominant_frequency,fft_positive_frequencies,fft_positive_amplitudes,fft_snr_threshold,fft_stationarity_threshold,fft_dynamic_cutoff,fft_dynamic_cutoff_percentile,stft_frequency_max,stft_amplitude_max,stft_spectral_centroid,stft_spectral_bandwidth,stft_spectral_magnitude,stft_variance_magnitude,stft_peak_freq_over_time,stft_num_peaks,stft_peak_amplitude,stft_dominant_frequency,stft_positive_frequencies,stft_positive_amplitudes,stft_snr_threshold,stft_stationarity_threshold,stft_window,stft_nperseg,stft_noverlap,stft_dynamic_cutoff,stft_dynamic_cutoff_percentile,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,prominence_threshold,distance_factor,max_autocorrelation,upper_envelope,lower_envelope,wavelet_type,htid,stft_amplitude_max_diff,stft_frequency_max_diff,avg_prominence_diff,fft_variance_magnitude_diff,stft_noverlap_diff,prominence_max_diff,stft_spectral_magnitude_diff,upper_envelope_diff,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,stft_num_peaks_diff,fft_peak_amplitude_diff,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,stft_window_diff,stft_nperseg_diff,prominence_threshold_diff,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,stft_dominant_frequency_diff,relative_num_peaks_diff,max_autocorrelation_diff,stft_variance_magnitude_diff,fft_amplitude_max_diff,fft_dominant_frequency_diff,fft_snr_threshold_diff,stft_stationarity_threshold_diff,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,stft_dynamic_cutoff_percentile_diff,lower_envelope_diff,fft_stationarity_threshold_diff,stft_dynamic_cutoff_diff,fft_frequency_max_diff,fft_num_peaks_diff,fft_dynamic_cutoff_percentile_diff,fft_dynamic_cutoff_diff,prominence_min_diff,fft_spectral_centroid_diff,stft_peak_amplitude_diff,fft_spectral_bandwidth_diff,stft_spectral_bandwidth_diff,fft_spectral_magnitude_diff,distance_factor_diff,stft_snr_threshold_diff,stft_spectral_centroid_diff,emd_value_normalized,wavelet_mse_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,avg_variance_across_levels_normalized,prominence_min_diff_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,max_autocorrelation_diff_normalized,relative_left_bases_global_alignment_score_normalized,relative_left_bases_array_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,reconstruction_signal_weighted_score,reconstruction_signal_normalized_weighted_score,reconstruction_signal_normalized_weighted_rank,wavelet_signal_weighted_score,wavelet_signal_normalized_weighted_score,wavelet_signal_normalized_weighted_rank,reconstruction_signal_num_missing_metrics,reconstruction_signal_missing_metrics_count,reconstruction_signal_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_rank,wavelet_signal_num_missing_metrics,wavelet_signal_missing_metrics_count,wavelet_signal_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank,top_wavelet_rank
dmey,1,smooth,1.1502335125138554,55.66375960346754,166861957.09540945,0.5660377358490566,302.04630101079346,151,raw,0.7012530676693041,,"[6, 12, 19, 25, 31, 37, 46, 55, 67, 73, 78, 86, 91, 97, 105, 110, 118, 123, 131, 138, 143, 148]","[494.051812614212, 251.96898563535586, 322.52221890108507, 544.8620091806005, 500.0576372107066, 143.00305511341548, 315.7218330204973, 637.1111252946234, 525.8316268222035, 195.37467536988223, 588.1137521776734, 401.0426599546895, 463.60662906255857, 570.3888798296944, 202.66788878457828, 374.3282074298539, 447.3463548153424, 22.80872138276976, 621.6455264737738, 368.24061939577234, 6.730701812855443, 375.7942179043889]",22,3.906510280877975,2877368.2295883615,0.9975484466283301,7.134102040177565e-06,0.9999861726616084,0.4900662251655629,50575.919481493445,0.16601970376800707,0.16029326516037737,187186.72305654068,32588306.85550956,12,5555.442065563561,0.07947019867549669,"[0.0, 0.006622516556291391, 0.013245033112582781, 0.019867549668874173, 0.026490066225165563, 0.033112582781456956, 0.039735099337748346, 0.046357615894039736, 0.052980132450331126, 0.059602649006622516, 0.06622516556291391, 0.0728476821192053, 0.07947019867549669, 0.08609271523178808, 0.09271523178807947, 0.09933774834437085, 0.10596026490066225, 0.11258278145695365, 0.11920529801324503, 0.12582781456953643, 0.13245033112582782, 0.1390728476821192, 0.1456953642384106, 0.152317880794702, 0.15894039735099338, 0.16556291390728478, 0.17218543046357615, 0.17880794701986755, 0.18543046357615894, 0.19205298013245034, 0.1986754966887417, 0.2052980132450331, 0.2119205298013245, 0.2185430463576159, 0.2251655629139073, 0.23178807947019867, 0.23841059602649006]","[50575.919481493445, 2792.7410474026196, 1295.3907707022386, 4806.115477675263, 2873.191562831332, 390.2967079983023, 2538.6226901944497, 3089.299483049396, 2365.265411504999, 4613.8389782548165, 663.4955333210655, 1158.284851382733, 5555.442065563561, 117.27125100495357, 3083.7408243196837, 4393.572866237068, 975.185869210878, 2476.6257153635156, 1244.3176073122438, 775.6570889594167, 758.8391374093721, 1953.5058233639527, 1457.4286940050056, 3782.8530563892396, 950.9912552626827, 487.9114257861262, 1126.3697366950807, 501.12214117281167, 1196.8586854246494, 867.0611692984684, 2797.9902071121505, 1953.8128058001762, 675.0940201807831, 2487.8015238890944, 3609.6151966417333, 1274.561459089921, 4604.168930737957]",3.0,0.5,125.65965077577015,15,0.5,1315107.6479788104,0.22759376809963197,0.14354838252788446,8236527.554083105,3585517180.1351447,"[0.1875, 0.4375, 0.25, 0.3125, 0.25, 0.125, 0.0625, 0.25, 0.4375, 0.3125, 0.1875, 0.0625, 0.0625, 0.0625, 0.3125, 0.0625, 0.4375]",1,1315107.6479788104,0.0625,"[0.0, 0.0625, 0.125, 0.1875]","[533667.2518199737, 1315107.6479788104, 1153579.540948999, 1138847.7756870086]",3.0,0.7,blackmanharris,16,8,125.65965077577015,15,22,380.60732993145433,6.730701812855443,637.253245600087,"[6, 12, 19, 25, 31, 37, 46, 55, 67, 73, 78, 86, 91, 97, 105, 110, 118, 123, 131, 138, 143, 148]","[494.051812614212, 251.96898563535586, 322.52221890108507, 544.8620091806005, 500.0576372107066, 143.00305511341548, 315.7218330204973, 637.253245600087, 525.8316268222035, 195.37467536988223, 588.1137521776734, 401.0426599546895, 463.60662906255857, 570.3888798296944, 202.66788878457828, 374.3282074298539, 447.3463548153424, 22.80872138276976, 621.6455264737738, 368.24061939577234, 6.730701812855443, 375.7942179043889]","[0, 11, 0, 0, 27, 36, 36, 0, 58, 72, 58, 80, 80, 80, 100, 100, 100, 122, 100, 137, 142, 140]","[7, 13, 20, 27, 50, 40, 50, 100, 74, 74, 100, 88, 92, 100, 107, 115, 120, 124, 150, 150, 144, 150]",0.05,30,21737285.93739738,651.7525800251083,-651.7525800251083,DWT,uiug.30112087716855,7542.460961214034,0.0,0.6982390223633956,67865.33082555607,0.0,0.25324560008698427,41927.67933872249,0.7525800251082728,1.0,88,0.0,10.632951581014822,1.0,88.0,,0.0,0.0,1.0,88,0.0,0.0,56974.93739737943,38404679.78828573,54.919481493445346,0.0,0.0,0.0,0.6982390223633956,15.361258491995613,1.0304923021829975,0.0,0.7525800251082728,0.0,0.659650775770146,0.0,0.0,0.0,0.659650775770146,0.2692981871445568,4.5636296512885366e-05,7542.460961214034,1.28075855196641e-05,2.4114077349646212e-05,398.27740108483704,0.0,0.0,0.00013906649678163685,1.0,1.0,0.0,0.023060730575993893,0.9999999999999999,0.1043880575435553,1.0,0.4659794694416754,0.7851979918534336,0.7851979918534336,1.0,0.7851979918534711,0.1832562094613613,1.0,1.0,1.0,0.9738846186268751,0.9738846186268751,2.484693584052729,0.9110487111177702,9,1.8532855883054191,1.0,1,0,0,0.8138726265197386,0.9245550710680924,5,0,0,0.5896355411599356,1.0,1,3.8297084310253524,0.9957868994158137,4.0,1.7307692307692308,0.9956932296859047,1,dmey,466.6666666666667,473.0,263.1449220486689,9,0.7464431702320709,0.8604899382824683,0.2193427993528099,4,1.75,1
coif7,1,antireflect,1.2361263618075761e-26,315.3509910878592,4074709.2302032216,0.6041666666666666,332.35346425564404,151,raw,8.086246903859255e-14,-1.5911638673316092e-10,"[6, 12, 19, 25, 31, 37, 46, 55, 67, 73, 78, 86, 91, 97, 105, 110, 118, 123, 131, 138, 143, 148]","[493.00000000000017, 252.00000000000023, 321.99999999999994, 544.0, 499.0000000000001, 142.00000000000003, 315.0000000000002, 637.0000000000002, 525.0000000000001, 194.99999999999991, 587.0000000000002, 400.0000000000001, 462.0000000000001, 568.9999999999999, 202.00000000000017, 374.00000000000034, 446.00000000000017, 22.0, 625.0000000000001, 367.0, 6.999999999999716, 372.9999999999997]",22,6.541073700933604,100726.78868810672,0.9051035679327768,7.1626178647226625e-06,1.0,0.4900662251655629,50521.0,0.1659740674714942,0.16030607274589703,186788.44565545584,32520441.524684004,12,5544.809113982548,0.07947019867549669,"[0.0, 0.006622516556291391, 0.013245033112582781, 0.019867549668874173, 0.026490066225165563, 0.033112582781456956, 0.039735099337748346, 0.046357615894039736, 0.052980132450331126, 0.059602649006622516, 0.06622516556291391, 0.0728476821192053, 0.07947019867549669, 0.08609271523178808, 0.09271523178807947, 0.09933774834437085, 0.10596026490066225, 0.11258278145695365, 0.11920529801324503, 0.12582781456953643, 0.13245033112582782, 0.1390728476821192, 0.1456953642384106, 0.152317880794702, 0.15894039735099338, 0.16556291390728478, 0.17218543046357615, 0.17880794701986755, 0.18543046357615894, 0.19205298013245034, 0.1986754966887417, 0.2052980132450331, 0.2119205298013245, 0.2185430463576159, 0.2251655629139073, 0.23178807947019867, 0.23841059602649006]","[50521.0, 2765.971671592636, 1290.5527775433407, 4821.47040459266, 2892.037918568892, 369.39326131323986, 2544.380558043437, 3068.264493006482, 2351.8781496082106, 4607.151833904523, 666.66580149167, 1150.4711089387029, 5544.809113982548, 110.77442245998415, 3069.4578329282476, 4372.166308575693, 967.6526941371523, 2471.221463598146, 1244.2929273046036, 774.7264529007288, 761.6310928101144, 1947.5392062544784, 1453.0380392950913, 3761.7738440398284, 944.244187464012, 484.4141704956649, 1122.9990671158498, 499.3673392621817, 1198.6907273643835, 865.116512961334, 2797.9298788357096, 1951.1947971844884, 671.9354288963995, 2475.066396961388, 3592.5557842284047, 1268.6456494360964, 4603.5193913898975]",3.0,0.5,125.00000000000006,15,0.5,1307565.187017597,0.22773283459641364,0.1435724966052341,8194599.8747443855,3547112500.3468623,"[0.1875, 0.4375, 0.25, 0.3125, 0.25, 0.125, 0.0625, 0.25, 0.4375, 0.3125, 0.1875, 0.0625, 0.0625, 0.0625, 0.3125, 0.0625, 0.4375]",1,1307565.187017597,0.0625,"[0.0, 0.0625, 0.125, 0.1875]","[530282.1148226631, 1307565.187017597, 1146204.1979623726, 1131889.6488108295]",3.0,0.7,blackmanharris,16,8,125.00000000000006,15,22,379.909090909091,6.999999999999716,637.0000000000002,"[6, 12, 19, 25, 31, 37, 46, 55, 67, 73, 78, 86, 91, 97, 105, 110, 118, 123, 131, 138, 143, 148]","[493.00000000000017, 252.00000000000023, 321.99999999999994, 544.0, 499.0000000000001, 142.00000000000003, 315.0000000000002, 637.0000000000002, 525.0000000000001, 194.99999999999991, 587.0000000000002, 400.0000000000001, 462.0000000000001, 568.9999999999999, 202.00000000000017, 374.00000000000034, 446.00000000000017, 22.0, 625.0000000000001, 367.0, 6.999999999999716, 372.9999999999997]","[0, 11, 0, 0, 27, 36, 36, 0, 58, 72, 58, 80, 80, 80, 100, 100, 100, 122, 100, 137, 142, 140]","[7, 13, 20, 27, 50, 40, 50, 100, 74, 74, 100, 88, 92, 100, 107, 115, 120, 124, 150, 150, 144, 150]",0.05,30,21680311.0,651.0000000000001,-651.0000000000001,DWT,uiug.30112087716855,6.984919309616089e-10,0.0,5.684341886080802e-14,0.0,0.0,2.2737367544323206e-13,2.7939677238464355e-09,1.1368683772161603e-13,1.0,88,0.0,1.8189894035458565e-12,1.0,88.0,,0.0,0.0,1.0,88,0.0,0.0,0.0,3.337860107421875e-06,0.0,0.0,0.0,0.0,5.684341886080802e-14,1.8189894035458565e-12,1.4469233891842037e-13,0.0,1.1368683772161603e-13,0.0,5.684341886080802e-14,0.0,0.0,0.0,5.684341886080802e-14,2.8421709430404007e-13,2.7755575615628914e-17,6.984919309616089e-10,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,9.281529255441916e-14,9.880856925135622e-27,0.9595819067555625,0.8978803591251068,0.004059573092137027,0.24872286079182623,0.025775120607710113,4.917943645085104e-13,6.392272117435569e-14,6.392272117435569e-14,1.278742012990016e-13,9.297850352633448e-14,1.6453449883714706e-13,0.0,1.0,1.0,1.4711772689088132e-13,1.4711772689088132e-13,0.20000000000041185,0.07333288232939007,130,1.136518302721802,0.6132450982694985,127,0,0,0.18181818181829995,0.20654450897472562,133,0,0,0.3051456886246337,0.5175157657972055,121,5.123475382979799,0.9943636134400662,127.75,127.59340272654552,0.9269122797673378,2,coif,320.93518518518516,318.5,207.76826024536555,108,0.5133425937185279,0.6794069824479625,0.43683808966264176,2,2.0,2
db21,1,reflect,1.0415576071120074e-26,316.0947868196065,4106521.2528933473,0.640625,382.0302040048123,151,raw,7.49010860692808e-14,-1.4919621094122773e-10,"[6, 12, 19, 25, 31, 37, 46, 55, 67, 73, 78, 86, 91, 97, 105, 110, 118, 123, 131, 138, 143, 148]","[492.99999999999966, 251.9999999999998, 321.9999999999999, 543.9999999999998, 499.0, 141.99999999999977, 315.0, 637.0000000000001, 524.9999999999998, 194.99999999999997, 587.0000000000006, 400.00000000000017, 462.0, 569.0, 201.99999999999983, 373.9999999999999, 445.9999999999998, 21.999999999999773, 625.0000000000001, 367.0, 6.999999999999716, 372.9999999999999]",22,6.52564874253914,28512.030754835825,0.6692555047799548,7.162617864722668e-06,1.0,0.4900662251655629,50521.0,0.16597406747149424,0.16030607274589703,186788.4456554558,32520441.524684004,12,5544.809113982546,0.07947019867549669,"[0.0, 0.006622516556291391, 0.013245033112582781, 0.019867549668874173, 0.026490066225165563, 0.033112582781456956, 0.039735099337748346, 0.046357615894039736, 0.052980132450331126, 0.059602649006622516, 0.06622516556291391, 0.0728476821192053, 0.07947019867549669, 0.08609271523178808, 0.09271523178807947, 0.09933774834437085, 0.10596026490066225, 0.11258278145695365, 0.11920529801324503, 0.12582781456953643, 0.13245033112582782, 0.1390728476821192, 0.1456953642384106, 0.152317880794702, 0.15894039735099338, 0.16556291390728478, 0.17218543046357615, 0.17880794701986755, 0.18543046357615894, 0.19205298013245034, 0.1986754966887417, 0.2052980132450331, 0.2119205298013245, 0.2185430463576159, 0.2251655629139073, 0.23178807947019867, 0.23841059602649006]","[50521.0, 2765.9716715926374, 1290.5527775433409, 4821.470404592661, 2892.0379185688935, 369.3932613132402, 2544.380558043435, 3068.26449300648, 2351.878149608211, 4607.151833904522, 666.6658014916705, 1150.4711089387017, 5544.809113982546, 110.77442245998554, 3069.4578329282476, 4372.166308575693, 967.6526941371499, 2471.2214635981472, 1244.2929273046013, 774.7264529007299, 761.631092810115, 1947.539206254477, 1453.038039295091, 3761.7738440398257, 944.2441874640149, 484.4141704956654, 1122.9990671158525, 499.36733926218193, 1198.690727364385, 865.1165129613344, 2797.9298788357096, 1951.1947971844902, 671.9354288963973, 2475.066396961386, 3592.555784228404, 1268.6456494360966, 4603.519391389895]",3.0,0.5,124.99999999999994,15,0.5,1307565.1870175963,0.22773283459641358,0.1435724966052341,8194599.874744382,3547112500.34686,"[0.1875, 0.4375, 0.25, 0.3125, 0.25, 0.125, 0.0625, 0.25, 0.4375, 0.3125, 0.1875, 0.0625, 0.0625, 0.0625, 0.3125, 0.0625, 0.4375]",1,1307565.1870175963,0.0625,"[0.0, 0.0625, 0.125, 0.1875]","[530282.1148226629, 1307565.1870175963, 1146204.1979623723, 1131889.648810829]",3.0,0.7,blackmanharris,16,8,124.99999999999994,15,22,379.9090909090908,6.999999999999716,637.0000000000001,"[6, 12, 19, 25, 31, 37, 46, 55, 67, 73, 78, 86, 91, 97, 105, 110, 118, 123, 131, 138, 143, 148]","[492.99999999999966, 251.9999999999998, 321.9999999999999, 543.9999999999998, 499.0, 141.99999999999977, 315.0, 637.0000000000001, 524.9999999999998, 194.99999999999997, 587.0000000000006, 400.00000000000017, 462.0, 569.0, 201.99999999999983, 373.9999999999999, 445.9999999999998, 21.999999999999773, 625.0000000000001, 367.0, 6.999999999999716, 372.9999999999999]","[0, 11, 0, 0, 27, 36, 36, 0, 58, 72, 58, 80, 80, 80, 100, 100, 100, 122, 100, 137, 142, 140]","[7, 13, 20, 27, 50, 40, 50, 100, 74, 74, 100, 88, 92, 100, 107, 115, 120, 124, 150, 150, 144, 150]",0.05,30,21680311.0,651.0000000000001,-651.0000000000001,DWT,uiug.30112087716855,0.0,0.0,1.1368683772161603e-13,0.0,0.0,1.1368683772161603e-13,9.313225746154785e-10,1.1368683772161603e-13,1.0,88,0.0,9.094947017729282e-13,1.0,88.0,,0.0,0.0,1.0,88,0.0,0.0,0.0,9.5367431640625e-07,0.0,0.0,0.0,0.0,1.1368683772161603e-13,1.8189894035458565e-12,1.576112977504222e-13,0.0,1.1368683772161603e-13,0.0,5.684341886080802e-14,0.0,0.0,0.0,5.684341886080802e-14,2.8421709430404007e-13,5.551115123125783e-17,0.0,0.0,0.0,2.9103830456733704e-11,0.0,0.0,2.7755575615628914e-17,8.431424885970103e-14,8.189298188767949e-27,0.9623303396393319,0.8927584264852214,0.004254200619012111,0.3867337164750958,0.000437526490741965,4.917943645085104e-13,1.2784544234871139e-13,1.2784544234871139e-13,1.4041088770086452e-13,9.297850352633448e-14,8.226724941857353e-14,0.0,1.0,1.0,1.4711772689088132e-13,1.4711772689088132e-13,0.20000000000041285,0.07333288232939045,129,1.1807730145220763,0.637124155053585,28,0,0,0.18181818181830522,0.20654450897473162,130,0,0,0.3209306013870697,0.5442863921596933,20,60.999316936066315,0.9328940407744045,76.75,39.5418947368421,0.924230298715035,3,db,368.33040935672517,362.5,217.895773086272,342,0.5891522538280937,0.7125241820183752,0.37383616771482187,3,3.0,3
coif11,1,smooth,2.835228784297182e-26,311.74573867787933,78825878.9138264,0.5648148148148148,309.881780868096,151,raw,1.2710950761403779e-13,-1.6634649213642733e-10,"[6, 12, 19, 25, 31, 37, 46, 55, 67, 73, 78, 86, 91, 97, 105, 110, 118, 123, 131, 138, 143, 148]","[493.0000000000003, 252.00000000000009, 322.0000000000001, 544.0, 499.0000000000001, 142.00000000000009, 315.0, 637.0, 525.0, 195.00000000000014, 587.0000000000001, 400.00000000000045, 462.0000000000004, 568.9999999999999, 201.99999999999983, 374.0, 446.0000000000002, 22.000000000000227, 625.0000000000002, 367.0000000000002, 6.999999999999773, 373.0000000000001]",22,4.419009325361308,1519397.8427399483,0.9953725034476967,7.16261786472266e-06,1.0,0.4900662251655629,50521.0,0.16597406747149418,0.16030607274589706,186788.44565545587,32520441.524684004,12,5544.809113982549,0.07947019867549669,"[0.0, 0.006622516556291391, 0.013245033112582781, 0.019867549668874173, 0.026490066225165563, 0.033112582781456956, 0.039735099337748346, 0.046357615894039736, 0.052980132450331126, 0.059602649006622516, 0.06622516556291391, 0.0728476821192053, 0.07947019867549669, 0.08609271523178808, 0.09271523178807947, 0.09933774834437085, 0.10596026490066225, 0.11258278145695365, 0.11920529801324503, 0.12582781456953643, 0.13245033112582782, 0.1390728476821192, 0.1456953642384106, 0.152317880794702, 0.15894039735099338, 0.16556291390728478, 0.17218543046357615, 0.17880794701986755, 0.18543046357615894, 0.19205298013245034, 0.1986754966887417, 0.2052980132450331, 0.2119205298013245, 0.2185430463576159, 0.2251655629139073, 0.23178807947019867, 0.23841059602649006]","[50521.0, 2765.971671592642, 1290.5527775433436, 4821.470404592661, 2892.037918568895, 369.3932613132388, 2544.380558043437, 3068.2644930064835, 2351.8781496082124, 4607.151833904525, 666.6658014916687, 1150.4711089387022, 5544.809113982549, 110.77442245998442, 3069.457832928248, 4372.166308575691, 967.6526941371535, 2471.221463598148, 1244.2929273046034, 774.7264529007296, 761.6310928101144, 1947.5392062544774, 1453.0380392950915, 3761.7738440398257, 944.2441874640136, 484.41417049566405, 1122.9990671158514, 499.36733926218096, 1198.6907273643817, 865.1165129613335, 2797.9298788357073, 1951.19479718449, 671.9354288963982, 2475.0663969613875, 3592.5557842284074, 1268.6456494360982, 4603.519391389894]",3.0,0.5,125.00000000000003,15,0.5,1307565.187017597,0.22773283459641364,0.1435724966052341,8194599.874744386,3547112500.3468623,"[0.1875, 0.4375, 0.25, 0.3125, 0.25, 0.125, 0.0625, 0.25, 0.4375, 0.3125, 0.1875, 0.0625, 0.0625, 0.0625, 0.3125, 0.0625, 0.4375]",1,1307565.187017597,0.0625,"[0.0, 0.0625, 0.125, 0.1875]","[530282.1148226633, 1307565.187017597, 1146204.197962372, 1131889.6488108288]",3.0,0.7,blackmanharris,16,8,125.00000000000003,15,22,379.909090909091,6.999999999999773,637.0,"[6, 12, 19, 25, 31, 37, 46, 55, 67, 73, 78, 86, 91, 97, 105, 110, 118, 123, 131, 138, 143, 148]","[493.0000000000003, 252.00000000000009, 322.0000000000001, 544.0, 499.0000000000001, 142.00000000000009, 315.0, 637.0, 525.0, 195.00000000000014, 587.0000000000001, 400.00000000000045, 462.0000000000004, 568.9999999999999, 201.99999999999983, 374.0, 446.0000000000002, 22.000000000000227, 625.0000000000002, 367.0000000000002, 6.999999999999773, 373.0000000000001]","[0, 11, 0, 0, 27, 36, 36, 0, 58, 72, 58, 80, 80, 80, 100, 100, 100, 122, 100, 137, 142, 140]","[7, 13, 20, 27, 50, 40, 50, 100, 74, 74, 100, 88, 92, 100, 107, 115, 120, 124, 150, 150, 144, 150]",0.05,30,21680311.000000007,651.0000000000002,-651.0000000000002,DWT,uiug.30112087716855,6.984919309616089e-10,0.0,5.684341886080802e-14,0.0,0.0,0.0,3.725290298461914e-09,2.2737367544323206e-13,1.0,88,0.0,2.7284841053187847e-12,1.0,88.0,,0.0,0.0,1.0,88,0.0,0.0,7.450580596923828e-09,3.337860107421875e-06,0.0,0.0,0.0,0.0,5.684341886080802e-14,1.8189894035458565e-12,1.511518183344213e-13,0.0,2.2737367544323206e-13,0.0,2.842170943040401e-14,0.0,0.0,0.0,2.842170943040401e-14,2.2737367544323206e-13,0.0,6.984919309616089e-10,2.7755575615628914e-17,0.0,2.9103830456733704e-11,0.0,0.0,2.7755575615628914e-17,1.5876443517871268e-13,2.378327243548482e-26,0.9462599772862983,0.19323853700633498,0.46139092320019454,0.09975876259401156,0.5235364145841035,3.9343549160680837e-13,6.392272117435569e-14,6.392272117435569e-14,1.3414254449993306e-13,9.297850352633448e-14,0.0,1.3076943893696177e-13,1.0,1.0,2.9423545378176264e-13,2.9423545378176264e-13,0.2000000000004262,0.07333288232939533,124,1.1443887873463374,0.617491872039391,107,0,0,0.18181818181831524,0.206544508974743,126,0,0,0.31774065923872885,0.5388763686355592,36,42.366456857597456,0.9533922366803108,98.25,75.29468990676936,0.9226532140497263,4,coif,320.93518518518516,318.5,207.76826024536555,108,0.5133425937185279,0.6794069824479625,0.43683808966264176,2,3.5,4
