signal_type,wavelet,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,wavelet_psnr,signal_length,scales_used,emd_value,kl_divergence,is_complex,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,prominence_threshold,distance_factor,max_autocorrelation,upper_envelope,lower_envelope,wavelet_type,htid,avg_prominence_diff,prominence_max_diff,upper_envelope_diff,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,lower_envelope_diff,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,max_autocorrelation_diff,prominence_threshold_diff,relative_num_peaks_diff,prominence_min_diff,distance_factor_diff,emd_value_normalized,smoothness_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,correlation_normalized,avg_variance_across_levels_normalized,kl_divergence_normalized,prominence_min_diff_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,relative_num_peaks_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_right_bases_array_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_signal_weighted_score,reconstruction_signal_normalized_weighted_score,reconstruction_signal_normalized_weighted_rank,wavelet_signal_weighted_score,wavelet_signal_normalized_weighted_score,wavelet_signal_normalized_weighted_rank,reconstruction_signal_num_missing_metrics,reconstruction_signal_missing_metrics_count,reconstruction_signal_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_rank,wavelet_signal_num_missing_metrics,wavelet_signal_missing_metrics_count,wavelet_signal_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank
raw,morl,21.59759981196902,0.6809840829982089,523.8256849126878,-26.58736287514579,932,127,28769.130851950074,,False,15.629743351744505,316525.2123370833,0.02702911718603579,1.9354697501254163e-08,0.570746804858211,22,65199.200138315915,773.0465993810408,143685.88081138156,"[9, 42, 96, 128, 185, 237, 293, 325, 356, 395, 429, 469, 528, 581, 621, 696, 729, 766, 798, 861, 894, 925]","[6252.395188563114, 68940.82000168494, 143685.88081138156, 773.0465993810408, 76461.43598420254, 129451.36147918491, 106390.7240422706, 3366.244027655659, 143643.2164096529, 805.6437429332618, 108255.31892948868, 12815.249279475802, 72348.46802262178, 132145.02309424806, 32705.84198333777, 107379.5063513376, 42742.93855029881, 1017.8833567577385, 105659.04460881904, 127587.61698338561, 3493.4833467332173, 8461.260249535611]","[3, 3, 56, 126, 162, 162, 269, 324, 324, 380, 380, 463, 494, 494, 604, 629, 710, 765, 767, 767, 892, 922]","[10, 56, 767, 162, 217, 324, 324, 326, 767, 397, 494, 494, 550, 767, 629, 767, 767, 767, 825, 928, 928, 928]",0.05,30,1142693856022.4976,93481.27439161949,-93481.27439161949,CWT,mdp.39015056038394,64121.972720092606,142155.27923367798,91940.27439161949,0.0,-10.0,0.0,-8.5,64144.03347164925,1409058.4030429502,64144.03347164925,91940.27439161949,0.0,-8.5,,0.0,1.0,764.8466578145066,0.0,0.24024813974239279,0.00023811682677532878,1.0,0.11901247450156253,1.0,0.08095468472826928,1.0,0.576430832878026,,0.06106977134730884,0.6388009494735702,0.6388009494735704,0.6388009494735704,1.0,0.7934652921266299,0.1428571428571429,,0.8823529411764706,0.0,0.5454545454545454,0.890222589402873,0.890222589402873,0.5172413793103448,2.1494353494228977,0.7751502592982974,4,1.8946063212640498,0.8061215773959948,5,0,0,0.5876376230383769,0.9154964755392186,4,1,0.11111111111111112,0.4965549755290726,0.7732512966570735,5,0.5773502691896257,0.9587606950578839,4.5,4.444444444444445,0.8186660618146562,1,morl,1.0,1.0,,1,0.07692307692307693,,,6,2.25
raw,fbsp,15.554498123763919,0.7772802541313237,833.253008521303,-33.807066222724146,932,127,43632.49574229602,-1349064.7030642761,True,16.23566115813415,457167.1757481683,0.016404677056994225,1.7481509074069596e-08,0.3351340900796648,24,54477.73256073013,637.2530931671954,148164.2165420344,"[6, 39, 91, 126, 170, 203, 247, 291, 323, 357, 397, 429, 470, 526, 579, 621, 664, 697, 728, 760, 800, 859, 893, 926]","[2953.128363167416, 81203.45826164006, 111044.51231808774, 31848.14143275712, 7695.068268576746, 48407.22568372007, 104174.37450789614, 85774.00623203328, 2099.6183760607164, 120756.89503329, 4837.105957471458, 86194.5412105983, 14918.651137344037, 61821.91028830874, 91366.91806274895, 23986.0221782172, 637.2530931671954, 148164.2165420344, 36322.123497027555, 3362.832227674724, 78657.76845121902, 134526.64952813665, 19389.920940962947, 7323.239865382609]","[1, 1, 56, 116, 164, 164, 164, 270, 321, 164, 382, 382, 468, 494, 494, 606, 606, 164, 710, 759, 768, 768, 881, 924]","[7, 56, 929, 164, 172, 217, 321, 321, 325, 606, 398, 606, 494, 548, 606, 631, 665, 929, 768, 768, 825, 929, 929, 929]",0.05,30,2064913300455.178,93240.8756347246,-93240.8756347246,CWT,mdp.39015056038394,53400.50514250682,146633.61496433083,91699.8756347246,0.0,-9.0,0.041666666666666664,-7.5,53422.56589406347,1282141.5814575232,53422.565894063446,91699.8756347246,0.0,-12.0,,0.0,1.0,629.0531516006612,0.0,0.9999999999999999,0.0,0.0,0.9999999999999998,0.5324678621923109,1.0,0.5644426717478477,0.9999999999999999,0.0,0.049132510415181005,0.4406320679463823,0.44063206794638243,0.44063206794638204,0.826069909007814,0.8500019798351726,0.1428571428571429,,1.0,1.0,0.6363636363636364,0.8850621241079584,0.8850621241079584,0.2758620689655172,1.979321042913299,0.7138019852798815,7,2.0920109997952943,0.8901137867837401,3,0,0,0.6055621307307328,0.9434215487046852,3,0,0.0,0.5663233926600174,0.881896908262784,2,2.217355782608345,0.841617444099404,3.75,3.0545454545454547,0.7868801506211306,2,fbsp,2.0,2.0,,1,0.15384615384615385,,,4,2.5
raw,gaus8,21.556553632844405,0.6859940522456153,516.9088670756427,-27.02063947912916,932,127,30001.78768559291,,False,15.620637425523883,303620.7238515376,0.02684906386738566,2.025678082312098e-07,0.5203220176586658,20,68836.79614447759,590.1953368990944,144956.44110327202,"[5, 41, 96, 143, 196, 237, 292, 323, 357, 428, 470, 529, 581, 651, 696, 729, 800, 860, 893, 925]","[590.1953368990944, 74667.23483873912, 131521.48947993296, 15046.197232203684, 59710.243149704336, 137515.65242185816, 92523.13588113833, 622.7947965300555, 132288.9506659712, 103448.67844535779, 7211.9477217876765, 63114.36921800404, 106614.51506229432, 23588.561708421625, 144933.97739748826, 30190.53220494355, 88172.69250894446, 144956.44110327202, 17377.685924435864, 2640.6277916251565]","[2, 2, 56, 137, 162, 162, 270, 322, 324, 381, 462, 493, 493, 629, 162, 711, 767, 767, 883, 923]","[6, 56, 767, 162, 217, 324, 324, 324, 493, 493, 493, 549, 629, 657, 767, 767, 824, 928, 928, 928]",0.05,30,1260524629546.1736,98595.2227537363,-98595.2227537363,CWT,mdp.39015056038394,67759.56872625428,143425.83952556844,97054.2227537363,0.0,-9.5,0.0,-14.0,67781.62947781091,1351411.9228895518,67781.62947781093,97054.2227537363,0.0,-9.5,,0.0,3.0,581.9953953325602,0.0,0.303256303057261,0.023527885179778083,0.939986924237171,0.10577271273209538,0.9968244108960762,0.12876955329785547,0.90678395429143,0.5375665898925865,,0.044995783033179575,0.7060359923231,0.7060359923231,0.7060359923231002,0.9209997743938847,0.809505463019984,0.4285714285714286,,0.23529411764705882,0.0,0.5909090909090908,1.0,1.0,0.44827586206896547,2.257887811405658,0.8142614398462709,3,1.8425740118202492,0.7839827473426839,6,0,0,0.5843584228163762,0.9103877212183045,5,1,0.11111111111111112,0.4872554861424761,0.7587698342192585,6,1.4142135623730951,0.8989847455447789,5.0,4.615384615384616,0.7709209442009608,3,gaus,7.5,6.5,3.891382420536067,8,0.5769230769230769,1.0,0.29615384615384616,1,2.5
raw,gaus2,21.239993136653766,0.7039386975769659,477.27351146463536,-27.181167737302182,932,127,31220.724005323158,,False,15.707448667310187,222465.24651239344,0.02249372925979921,3.303167721184843e-07,0.4261635201896994,20,51091.186557990426,331.8998108446758,160045.73136819978,"[41, 89, 124, 162, 197, 249, 291, 356, 395, 427, 469, 528, 580, 651, 698, 730, 799, 859, 893, 925]","[59431.80064112269, 88552.88313676532, 12890.20889662393, 808.4499980898399, 35866.3974237769, 74121.96507503622, 67581.58304418181, 160045.73136819978, 331.8998108446758, 72138.73067363357, 2205.206116558711, 63438.11420699167, 47688.261530023956, 14067.51017704785, 129437.60588793631, 26182.370793121296, 95681.82142482833, 63931.09560256211, 6181.17971946967, 1240.9156329937541]","[2, 2, 112, 161, 163, 163, 163, 163, 381, 381, 465, 494, 550, 605, 605, 711, 767, 825, 883, 922]","[55, 163, 163, 163, 216, 269, 322, 928, 396, 605, 605, 605, 605, 655, 928, 767, 928, 928, 928, 928]",0.05,30,1305253653100.0386,92192.9422047487,-92192.9422047487,CWT,mdp.39015056038394,50013.95913976712,158515.1297904962,90651.9422047487,0.0,-14.0,0.0,-14.0,50036.01989132376,996499.7311598085,50036.019891323755,90651.9422047487,0.0,-9.5,,0.0,3.0,323.6998692781416,0.0,0.36556313218261816,0.03976713664173298,0.9177521798931575,0.23199382767582916,0.9723333112645174,0.3000322528624409,0.7327210917317122,0.2931519279367354,,0.022289681849981428,0.3780372758857964,0.37803727588579644,0.37803727588579633,0.43461893826303044,0.9999999999999999,0.4285714285714286,,0.23529411764705882,0.0,0.18181818181818182,0.8625668992298369,0.8625668992298369,0.44827586206896547,1.7120516554645495,0.6174167020290875,9,1.8047760670657287,0.7679003884347332,7,0,0,0.4315472181796699,0.6723190309522448,9,1,0.11111111111111112,0.4761088019680373,0.7414118609512874,7,1.1547005383792515,0.9175213901157677,8.0,7.875,0.6730464093435982,4,gaus,7.5,6.5,3.891382420536067,8,0.5769230769230769,1.0,0.29615384615384616,1,3.25
raw,gaus6,21.453224176605648,0.6725017741880978,472.91900681965836,-26.815705380919937,932,127,29189.4986509733,,False,15.571460718426385,272945.8931594598,0.02675786774783046,2.430547788586475e-07,0.5083278691520497,20,65051.70705358674,655.0367558433172,146879.93366198568,"[5, 41, 96, 143, 197, 237, 292, 323, 356, 428, 470, 529, 579, 651, 698, 729, 800, 860, 893, 925]","[655.0367558433172, 76428.2697542716, 120847.5619676942, 12623.166943648577, 51401.309910195305, 128838.86426879923, 84942.59626532256, 709.7527345767594, 123536.41476945157, 96860.6859303397, 5516.104182133464, 59835.75420599324, 100118.12770399978, 21394.812719300073, 146879.93366198568, 27504.29019369346, 79916.4536097502, 146603.82031051052, 14226.896072985379, 2194.289111240345]","[2, 2, 2, 137, 161, 161, 270, 322, 322, 381, 462, 493, 493, 629, 161, 711, 767, 767, 883, 923]","[6, 55, 767, 161, 217, 322, 322, 324, 493, 493, 493, 549, 629, 657, 767, 767, 824, 928, 928, 928]",0.05,30,1202422751951.2295,90520.10488440165,-90520.10488440165,CWT,mdp.39015056038394,63974.47963536343,145349.3320842821,88979.10488440165,0.0,-5.0,0.0,-14.0,63996.540386920075,1275710.1410717347,63996.54038692008,88979.10488440165,0.0,-9.5,,0.0,3.0,646.836814276783,0.0,0.26173554987169206,0.028674526506214985,0.9683723146532415,0.03427115750279419,0.9888301979792056,0.0,0.8846113848564084,0.44518368956380105,,0.05069582686243071,0.6360747798123495,0.6360747798123496,0.6360747798123498,0.8172560969572334,0.8337885683167472,0.4285714285714286,,0.23529411764705882,0.0,1.0,0.826657316970793,0.826657316970793,0.44827586206896547,2.128474464922222,0.7675911414768737,5,1.7116151192144007,0.728262048062516,9,0,0,0.5673400672155766,0.8838743667951354,6,1,0.11111111111111112,0.4459042970611142,0.6943764394266554,9,2.0615528128088303,0.8527462276565121,7.25,6.792452830188679,0.6674445423996846,5,gaus,7.5,6.5,3.891382420536067,8,0.5769230769230769,1.0,0.29615384615384616,1,4.0
raw,gaus4,21.339119272253722,0.6830962116859856,454.9897840239024,-26.63971340641227,932,127,28707.643528716726,,False,15.570838671120736,243498.60843354097,0.02588069776845823,3.059197797782045e-07,0.4899095858913141,19,62704.97342168508,224.7605069219244,148955.19016779857,"[5, 41, 96, 143, 197, 247, 291, 356, 427, 469, 529, 580, 651, 698, 729, 799, 859, 893, 925]","[224.7605069219244, 68420.49155302934, 112568.46041136827, 9430.613990495618, 44743.75940544541, 108170.81203898354, 78396.16886387502, 118415.04253313359, 87219.42625590338, 4310.061488715035, 56826.94497271917, 88265.83454400474, 17876.684327113853, 148955.19016779857, 26413.127394906824, 74724.19280934194, 134127.72200748962, 10730.546035376854, 1574.6557053938886]","[2, 2, 2, 137, 161, 161, 270, 161, 381, 463, 494, 494, 604, 161, 711, 767, 767, 883, 923]","[6, 55, 161, 161, 216, 322, 322, 494, 494, 494, 549, 604, 657, 928, 767, 825, 928, 928, 928]",0.05,30,1154461102096.184,83991.07566092769,-83991.07566092769,CWT,mdp.39015056038394,61627.74600346177,147424.588590095,82450.07566092769,0.0,-14.5,0.0,-14.5,61649.80675501841,1166070.4950120165,61649.80675501842,82450.07566092769,0.0,-14.5,,0.0,4.0,216.56056535539017,0.0,0.23710516985950042,0.03666582856475486,0.9927489359678414,0.03336671813697972,0.9800023290108375,0.10111272375423253,0.8505630600214034,0.35649776992185456,,0.012871338788728103,0.5926992273787987,0.5926992273787988,0.592699227378799,0.6670030936334606,0.8599876154719638,0.5714285714285714,,0.1764705882352941,0.0,0.1363636363636364,0.6865033945777907,0.6865033945777907,0.10344827586206895,1.8559319248651014,0.6693042026992942,8,1.7077346061608865,0.7266109581929765,10,0,0,0.4368213531596693,0.6805357478478412,8,1,0.11111111111111112,0.44295226134911997,0.6897794349567167,10,1.1547005383792515,0.9175213901157677,9.0,8.88888888888889,0.6373321236293124,6,gaus,7.5,6.5,3.891382420536067,8,0.5769230769230769,1.0,0.29615384615384616,1,4.75
raw,gaus1,21.142906390827914,0.7248065290121997,484.9380565611947,-27.70700279164587,932,127,32794.18699434267,,False,15.81235064826526,202163.26949607136,0.0232094047132971,3.153607133663496e-07,0.029801447047251267,17,52090.92138260078,720.5795682669323,143660.45463627463,"[5, 47, 104, 154, 210, 261, 313, 375, 433, 487, 543, 598, 653, 706, 760, 818, 874]","[720.5795682669323, 49584.07505584294, 124347.7214835559, 11143.376046011916, 21607.53785957797, 67531.78133481176, 52810.91241439948, 42791.50518966029, 28303.46430615323, 143660.45463627463, 47197.08240478183, 44876.92453717596, 6091.168442802707, 21373.77734521762, 67853.77075781437, 43568.27320311683, 112083.25891874896]","[4, 14, 14, 140, 176, 227, 276, 335, 335, 335, 521, 561, 649, 663, 663, 663, 335]","[14, 65, 335, 335, 227, 335, 335, 387, 443, 663, 663, 663, 663, 715, 777, 831, 931]",0.05,30,1459822013428.977,93109.03843931884,-93109.03843931884,CWT,mdp.39015056038394,51013.693964377475,142129.85305857105,91568.03843931884,0.0,-15.5,0.0,-15.5,51035.75471593412,860221.6635042133,51035.75471593412,91568.03843931884,0.0,-15.5,,0.0,6.0,712.379626700398,0.0,0.44599185352353965,0.03786594549649599,0.8449188474100349,0.3845183708513503,0.9648220734646725,0.49919367843896134,0.0,0.2320087862515047,,0.05645752840428566,0.3965157472875095,0.3965157472875096,0.3965157472875096,0.2478599538235826,0.7931442997294311,0.8571428571428572,,0.05882352941176472,0.0,0.04545454545454547,0.882232070906944,0.882232070906944,0.03448275862068961,1.6073778882872407,0.5796682311150844,10,1.6192598561862293,0.6889665123739093,11,0,0,0.3882597581741209,0.6048803314605056,10,1,0.11111111111111112,0.4206093888740144,0.6549863990113794,11,0.5773502691896257,0.9587606950578839,10.5,10.476190476190476,0.604380347528942,7,gaus,7.5,6.5,3.891382420536067,8,0.5769230769230769,1.0,0.29615384615384616,1,5.5
raw,shan,8.672067640978842,0.7527795613531141,798.9016551193199,-31.160279391055813,932,127,31644.055008992393,-1251779.327359059,True,16.156230284162653,452547.0326328007,0.019651351639290958,5.159319230914395e-08,0.39298498898228973,22,53341.154099215375,560.7638753900756,113465.45235783709,"[6, 39, 95, 126, 184, 239, 291, 323, 356, 393, 427, 470, 526, 585, 623, 697, 731, 767, 799, 859, 893, 926]","[3941.8512532780787, 53184.21810596555, 104560.67571135616, 44500.58493183623, 74542.06789438508, 78619.59778870957, 90997.70402335364, 1332.4317758301913, 113465.45235783709, 1179.5490602102745, 74279.38108162413, 13928.86352143898, 67122.38226111094, 92989.53344685392, 32995.09916782255, 62609.05128562138, 46174.202259343656, 560.7638753900756, 99111.90389163741, 78685.7777809037, 33545.820948880064, 5178.477759349291]","[1, 1, 56, 112, 163, 163, 269, 321, 56, 382, 382, 464, 382, 382, 606, 606, 710, 766, 768, 825, 877, 924]","[7, 56, 321, 163, 217, 269, 321, 324, 768, 395, 493, 493, 548, 768, 657, 768, 768, 768, 825, 929, 929, 929]",0.05,30,1127766261360.182,61926.42919295796,-61926.42919295796,CWT,mdp.39015056038394,52263.92668099207,111934.8507801335,60385.42919295796,0.0,-5.5,0.0,-8.5,52285.98743254871,1148181.3901827382,52285.9874325487,60385.42919295796,0.0,-13.0,,0.0,1.0,552.5639338235413,0.0,0.38720200870319144,0.004336224615752865,0.3666060368749253,0.8845097332173025,0.0,0.7661667472988223,0.6713867430247134,0.9860855883699476,0.5822418685184928,0.042408538286042956,0.41962426459704005,0.41962426459704016,0.41962426459704005,0.6424874022392286,0.4119479096307597,0.1428571428571429,,0.8823529411764706,0.0,0.9545454545454545,0.21285767438672176,0.21285767438672176,0.20689655172413787,1.2849571323727091,0.4633937255257888,12,1.9820323376140803,0.8433198055527097,4,0,0,0.38216031407875384,0.5953778432719773,11,0,0.0,0.516503883402572,0.8043163743227243,4,4.349329450233296,0.6893336106976218,7.75,5.932584269662921,0.5678810910630966,8,shan,8.0,8.0,,1,0.6153846153846154,,,7,7.75
raw,gaus7,21.499996814044746,0.6827498225811902,491.5203841773419,-26.86326425910293,932,127,30858.533002281576,,False,15.588860903705509,286290.96789106505,0.02689587032839755,1.9903257506903207e-07,0.05157612869339401,16,84741.03677497567,11453.941367774889,143233.7068335773,"[47, 104, 155, 210, 261, 311, 374, 432, 487, 543, 598, 653, 705, 760, 818, 874]","[90050.69603528455, 143233.7068335773, 29822.718074759643, 76834.40280217503, 125497.5370163841, 80934.84292891997, 101345.33832401338, 56765.64993895184, 85106.6604866663, 63123.88014193064, 135891.88950789266, 11453.941367774889, 39582.864769663036, 123681.18972832343, 77604.20079339299, 114927.06964990092]","[14, 73, 140, 176, 227, 280, 337, 409, 409, 521, 227, 648, 662, 662, 781, 662]","[73, 662, 227, 227, 337, 337, 521, 443, 521, 557, 662, 662, 714, 781, 833, 931]",0.05,20,1201415817294.6736,90775.4945080358,-90775.4945080358,CWT,mdp.39015056038394,83663.80935675236,141703.10525587373,89234.4945080358,0.0,-16.0,0.0,-16.0,83685.870108309,1330532.5883996107,83685.870108309,89234.4945080358,0.0,-16.0,,0.0,7.0,11445.741426208355,10.0,0.34704947189374624,0.023078491787062158,0.9617849417525327,0.059570539713740364,0.9924488217093814,0.09780680535397485,0.04025301508133505,0.48537483914783064,,1.0,1.0,1.0,1.0,0.8923861950249168,0.7877568279759705,1.0,,0.0,0.0,0.0,0.8321395803005556,0.8321395803005556,0.0,2.7729273436206654,1.0,1,1.4634928987005793,0.6226904189896485,12,0,0,0.6418786295078459,1.0,1,1,0.11111111111111112,0.3703653102493949,0.5767447120673882,12,6.3508529610858835,0.5463676456367226,6.5,1.8461538461538458,0.5410409656755042,9,gaus,7.5,6.5,3.891382420536067,8,0.5769230769230769,1.0,0.29615384615384616,1,7.0
raw,mexh,21.185421956854412,0.7076898381264574,483.2355923077351,-27.148683531609095,932,127,31093.09992495724,,False,15.789551464750412,211754.2586013145,0.023637750598585507,2.7493725086002557e-08,0.3541130734480334,24,32878.3678368854,113.77980268444298,157288.37085073726,"[9, 42, 90, 124, 185, 218, 249, 305, 356, 395, 427, 459, 492, 528, 578, 622, 668, 699, 732, 764, 798, 857, 891, 925]","[5839.409755485902, 46920.50901063211, 56406.878903416306, 10805.683938539787, 24551.021303106805, 2891.6050120615982, 52088.23753407573, 41730.447485294564, 157288.37085073726, 2100.8094758580337, 53227.09376969322, 177.08382836632518, 1449.2206870433401, 36995.536950504145, 34667.373928407615, 16656.337006692287, 6170.845255587932, 117762.14923311304, 1806.691650223409, 113.77980268444298, 68961.19908460873, 36706.43183715984, 6578.738290333622, 7185.373491623628]","[1, 1, 1, 114, 163, 217, 163, 163, 163, 381, 381, 458, 491, 491, 550, 604, 604, 604, 731, 763, 767, 824, 885, 922]","[10, 56, 163, 163, 217, 219, 267, 322, 928, 396, 928, 604, 496, 604, 604, 629, 672, 928, 767, 767, 928, 928, 928, 928]",0.05,30,1293676612771.8594,87250.82176996242,-87250.82176996242,CWT,mdp.39015056038394,31801.140418662093,155757.7692730337,85709.82176996242,0.0,-12.0,0.0,-12.0,31823.201170218734,763756.8280852496,31824.27751785488,85709.82176996242,0.0,-1.5,,0.0,1.0,105.57986111790876,0.0,0.35903953317344284,0.00127273747325779,0.9222515622263643,0.3513689963713159,0.9681113435283005,0.33583293017255256,0.5995275155205546,0.2608938157878854,,0.0031153080192755506,0.041402958867088446,0.041402958867088446,0.041422853401642146,0.115662051351897,0.9651897401508756,0.1428571428571429,,0.47058823529411764,0.0,0.36363636363636365,0.7564779937944652,0.7564779937944652,0.9999999999999999,1.221785634051606,0.44061220603649015,13,1.799686493072034,0.7657348644575233,8,0,0,0.3614025846180323,0.5630388176268373,12,1,0.11111111111111112,0.4692317487261536,0.7307026935911167,8,2.6299556396765835,0.8121460257373869,10.25,9.75,0.540001584297265,10,mexh,10.0,10.0,,1,0.7692307692307693,,,5,8.75
