signal_type,wavelet,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,wavelet_psnr,signal_length,scales_used,emd_value,kl_divergence,is_complex,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,prominence_threshold,distance_factor,max_autocorrelation,upper_envelope,lower_envelope,fft_frequency_max,fft_amplitude_max,fft_spectral_centroid,fft_spectral_bandwidth,fft_spectral_magnitude,fft_variance_magnitude,fft_num_peaks,fft_peak_amplitude,fft_dominant_frequency,fft_positive_frequencies,fft_positive_amplitudes,fft_snr_threshold,fft_stationarity_threshold,fft_dynamic_cutoff,fft_dynamic_cutoff_percentile,stft_frequency_max,stft_amplitude_max,stft_spectral_centroid,stft_spectral_bandwidth,stft_spectral_magnitude,stft_variance_magnitude,stft_peak_freq_over_time,stft_num_peaks,stft_peak_amplitude,stft_dominant_frequency,stft_positive_frequencies,stft_positive_amplitudes,stft_snr_threshold,stft_stationarity_threshold,stft_window,stft_nperseg,stft_noverlap,stft_dynamic_cutoff,stft_dynamic_cutoff_percentile,wavelet_type,htid,fft_frequency_max_diff,fft_snr_threshold_diff,lower_envelope_diff,stft_dynamic_cutoff_percentile_diff,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,prominence_threshold_diff,prominence_min_diff,stft_window_diff,fft_peak_amplitude_diff,avg_prominence_diff,stft_spectral_bandwidth_diff,stft_num_peaks_diff,stft_variance_magnitude_diff,stft_noverlap_diff,fft_spectral_centroid_diff,stft_dominant_frequency_diff,stft_nperseg_diff,fft_variance_magnitude_diff,stft_snr_threshold_diff,stft_dynamic_cutoff_diff,distance_factor_diff,fft_stationarity_threshold_diff,fft_amplitude_max_diff,fft_spectral_magnitude_diff,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,stft_spectral_centroid_diff,stft_amplitude_max_diff,fft_dynamic_cutoff_diff,fft_num_peaks_diff,stft_peak_amplitude_diff,prominence_max_diff,upper_envelope_diff,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,stft_stationarity_threshold_diff,fft_dominant_frequency_diff,fft_dynamic_cutoff_percentile_diff,stft_frequency_max_diff,stft_spectral_magnitude_diff,relative_num_peaks_diff,fft_spectral_bandwidth_diff,emd_value_normalized,smoothness_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,correlation_normalized,avg_variance_across_levels_normalized,kl_divergence_normalized,prominence_min_diff_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,relative_num_peaks_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_signal_weighted_score,reconstruction_signal_normalized_weighted_score,reconstruction_signal_normalized_weighted_rank,wavelet_signal_weighted_score,wavelet_signal_normalized_weighted_score,wavelet_signal_normalized_weighted_rank,reconstruction_signal_num_missing_metrics,reconstruction_signal_missing_metrics_count,reconstruction_signal_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_rank,wavelet_signal_num_missing_metrics,wavelet_signal_missing_metrics_count,wavelet_signal_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank,across_emd_value_normalized,across_smoothness_normalized,across_wavelet_psnr_normalized,across_wavelet_entropy_normalized,across_wavelet_energy_entropy_normalized,across_wavelet_sparsity_normalized,across_correlation_normalized,across_avg_variance_across_levels_normalized,across_kl_divergence_normalized,across_prominence_min_diff_normalized,across_avg_prominence_diff_normalized,across_relative_prominences_avg_diff_normalized,across_relative_prominences_wasserstein_normalized,across_relative_prominences_total_diff_normalized,across_prominence_max_diff_normalized,across_relative_num_peaks_diff_normalized,across_relative_right_bases_global_alignment_score_normalized,across_relative_left_bases_global_alignment_score_normalized,across_upper_envelope_diff_normalized,across_lower_envelope_diff_normalized,across_relative_peaks_global_alignment_score_normalized,across_reconstruction_signal_weighted_score,across_reconstruction_signal_normalized_weighted_score,across_reconstruction_signal_normalized_weighted_rank,across_wavelet_signal_weighted_score,across_wavelet_signal_normalized_weighted_score,across_wavelet_signal_normalized_weighted_rank,across_rank_variability,across_normalized_rank_stability,across_average_rank,across_harmonic_average_rank,across_stability_score_weighted,across_stability_rank,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,across_normalized_family_mean_rank,across_normalized_family_std_dev,across_final_family_stability_score,across_final_family_stability_rank,across_family_informed_rank,across_top_wavelet_rank
raw,cgau8,11.44411246359034,0.7364953886693018,238.98126763597193,-18.361722730956114,69,33,3580.979295292403,-47989.51676931824,True,10.488848150065317,38946.44778251249,0.08667330587734466,1.1007548104437311e-05,0.2796946575332322,6,2219.417035441103,54.86645230988006,8415.87566568026,"[9, 19, 39, 49, 59, 65]","[54.86645230988006, 8415.87566568026, 183.59991414662318, 1271.0862891067666, 362.8266444843375, 3028.2472469187496]","[0, 0, 33, 33, 33, 33]","[10, 33, 40, 54, 60, 68]",0.05,10,1150577579.5401692,6216.387075235105,-6216.387075235105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CWT,inu.32000013032828,,,5756.387075235105,,0.0,-11.0,0.0,29.86645230988006,,,2044.7648615280596,,,,,,,,,,,20.0,,,,0.0,-11.0,2044.7648615280596,9299.502212646617,2044.764861528059,,,,,,7965.87566568026,5756.387075235105,0.0,-15.5,,,,,,17.0,,0.1136416563578068,0.3049080504636881,0.7049258039014181,0.9003075460240441,0.1756835409105022,0.7349397590361447,0.4765092728110353,0.04262723923898152,0.5573742325776694,0.047482033861075634,0.2803932573940281,0.2803932573940281,0.2788794366524881,0.28337252835630344,0.30172576697165876,0.4444444444444445,0.3111111111111111,0.36507936507936506,0.07395544710503138,0.07395544710503138,0.42592592592592593,0.9188577326784901,0.347959324071274,12,1.811096139320105,0.839974469808488,3,0,0,0.26389316845004096,0.38853811227732915,12,0,0.0,0.4456574557023655,0.8600375490125348,3,5.196152422706632,0.6288462555209549,7.5,4.800000000000001,0.5465659849033346,11,cgau,0.8461538461538461,,,2,8.75,0.16797530876416336,0.06094937731505641,0.513631440818733,0.8514320593565712,0.33003315510413556,0.40298449461780617,0.47650927281103517,0.0690555297077558,0.29154625295436437,0.04748203386107565,0.2803932573940281,0.2803932573940281,0.27887943665248816,0.356867504590884,0.30172576697165876,0.7619047619047619,0.24561403508771928,0.3650793650793651,0.13830300485778613,0.13830300485778613,0.38983050847457623,1.0945595797884002,0.4037375504422148,11,1.4636270975817438,0.6901770641461127,12,0.7071067811865476,0.9747461863861947,11.5,11.478260869565217,0.7820159503359545,1,7.5,7.5,9.192388155425117,2,0.3333333333333333,0.5199999999999999,0.6106666666666667,2,1.25,1
raw,cmor,14.295396752372072,0.6952129995608256,277.22394430801006,-22.820813225820572,69,33,6038.585120551303,-57920.52819524643,True,10.426469359024132,31736.499893475004,0.07470142171039566,3.0459942187628427e-05,0.29718607348969284,5,2299.6203079759275,280.61572816026865,6999.525450580311,"[20, 38, 48, 59, 64]","[6999.525450580311, 280.61572816026865, 878.8008322138148, 2819.7590645938976, 519.4004643313465]","[0, 33, 33, 33, 61]","[33, 40, 54, 68, 68]",0.05,20,3044755140.4705663,9138.168894508288,-9138.168894508288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CWT,inu.32000013032828,,,8678.168894508288,,0.0,-11.5,0.0,255.61572816026865,,,2124.968134062884,,,,,,,,,,,10.0,,,,0.0,-16.0,2124.968134062884,7481.101539879637,2124.968134062884,,,,,,6549.525450580311,8678.168894508288,0.0,-16.0,,,,,,18.0,,0.2578068905868963,1.0,0.49466604338219666,0.8130988282778508,0.49658647654357696,0.5084337349397589,0.5140309845465346,0.029208867742462227,0.2622347723669505,0.43545207727298213,0.2926838724154573,0.2926838724154573,0.291149539893198,0.19252851685617378,0.24766900334960051,0.5555555555555556,0.2888888888888889,0.20634920634920634,0.16775656797707345,0.16775656797707345,0.4074074074074074,1.0340197091203582,0.39156964812504735,9,1.8545476894543833,0.8601270127872936,2,0,0,0.29549008969650614,0.4350592412894323,10,0,0.0,0.486229622042914,0.9383344249004545,2,4.349329450233296,0.6893336106976218,5.75,3.3027522935779814,0.6393096624916681,7,cmor,0.5384615384615384,,,3,6.0,0.30330323268656906,0.19989428689195912,0.36042946815156074,0.7689576888235219,0.5908484341553202,0.27878599463723625,0.5140309845465345,0.05600757257235332,0.13716738379589777,0.4354520772729821,0.29268387241545735,0.29268387241545735,0.29114953989319803,0.27534015862541805,0.24766900334960051,0.8095238095238095,0.22807017543859648,0.20634920634920634,0.22558621789945688,0.22558621789945688,0.3728813559322034,1.1871576099211654,0.4378931163446249,9,1.4415167724747247,0.6797508843528499,13,2.8284271247461903,0.8989847455447789,11.0,10.636363636363637,0.753063801343818,2,14.5,14.5,17.67766952966369,2,0.6444444444444445,1.0,0.24888888888888885,6,3.0,2
raw,gaus1,18.643140346541358,0.6025472112428634,658.6023372059055,-33.31145892393606,69,33,17965.454635452123,,False,10.109306090586497,553361.1602728787,0.0679312499081878,7.696761364094941e-06,0.05756135091324625,1,389.6911185125525,389.6911185125525,389.6911185125525,[32],[389.6911185125525],[3],[33],0.05,10,31267478218.761475,35061.459642933296,-35061.459642933296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CWT,inu.32000013032828,,,34601.459642933296,,0.0,-22.5,0.0,364.6911185125525,,,215.03894459950905,,,,,,,,,,,20.0,,,,0.0,-22.5,215.03894459950905,3627.3088814874473,221.87527181471734,,,,,,60.30888148744748,34601.459642933296,0.0,-22.5,,,,,,22.0,,0.9574471337712676,0.18660378416095505,0.0,0.369688472049948,0.9859111251723349,0.0,0.0,0.9999999999999999,,0.6229077569013488,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.9868723270704045,0.37371555536793466,10,1.4210150739908083,0.6590574390012164,6,0,0,0.30190897974177905,0.4445099725673745,9,1,0.11111111111111112,0.43190075883875756,0.833489634910123,5,2.3804761428476167,0.8299659897965987,7.5,6.923076923076923,0.6471258520411565,6,gaus,0.5576923076923077,1.0,0.30961538461538457,1,4.75,0.9600556189952747,0.03730103036619517,0.0,0.34961899238537,0.9885492047230873,0.0,0.0,1.0,,0.6229077569013488,0.0,0.0,0.0,0.10255673853251589,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0381506963366625,0.3829306571049077,12,1.3682910933626697,0.6452211299412479,14,1.4142135623730951,0.9494923727723894,13.0,12.923076923076923,0.7426033292433376,3,14.625,15.5,6.781101188843397,16,0.65,0.38359701076346603,0.4299208967709601,3,3.0,3
smoothed,gaus2,13.180600935946858,0.679144385026738,57.17311031567207,-7.964870106873226,68,33,989.2891360795788,,False,10.312861709248118,2433.859851299832,0.04321821241039124,5.056885892311552e-05,0.4406080014643948,2,1480.6061459892808,574.47374845624,2386.7385435223214,"[8, 40]","[2386.7385435223214, 574.47374845624]","[0, 29]","[61, 61]",0.05,10,113226182.1221299,3067.2762586755393,-3067.2762586755393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CWT,inu.32000013032828,,,2685.476258675539,,0.0,-8.0,0.0,574.1404151229066,,,1428.3246645077993,,,,,,,,,,,20.0,,,,0.0,-8.0,1428.3246645077993,2490.6789586452282,1428.3246645077993,,,,,,2004.9385435223214,2685.476258675539,0.0,-8.0,,,,,,7.0,,0.6467553794557914,0.27742664050974725,0.6306592009962194,0.441748416318515,0.9845869149743959,0.1705202312138729,0.8945392854227149,0.853065957809815,,1.0,0.854284358756916,0.854284358756916,0.8542843587569159,0.3564181936785918,0.5233266390819016,0.9999999999999999,0.0,0.0,1.0,1.0,0.0,2.3087283392614713,0.9279785735229521,2,2.13606798201241,0.8400087182405268,2,0,0,0.62021649241927,0.9325178585567478,2,1,0.11111111111111112,0.6068571977820785,0.8177107154305728,2,0.0,1.0,2.0,2.0,0.9285714285714286,1,gaus,0.45535714285714285,1.0,0.38125000000000003,1,1.0,0.025264038676962624,0.3435286182525423,0.8708384392803734,0.618750875792638,0.48887481367489216,0.23044339952590087,0.8216925398723984,0.002978119778975174,,0.9828648482027891,0.18592792068323116,0.18592792068323116,0.18457175293699066,0.05159634111182415,0.07421920429873628,0.2857142857142857,0.5087719298245614,0.46031746031746035,0.04656481918435469,0.04656481918435469,0.4915254237288135,0.8528211711765739,0.31457029564590144,15,1.6089993290517506,0.7587277080157919,8,4.949747468305833,0.8232233047033631,11.5,10.434782608695652,0.7062545094945387,5,14.625,15.5,6.781101188843397,16,0.65,0.38359701076346603,0.4299208967709601,3,4.5,4
raw,shan,9.883130420819558,0.7848045674132631,160.96917210855747,-12.103927421697811,69,33,1643.713364636689,-33095.806688859964,True,10.560156327913404,16042.016075109364,0.0635952489895523,5.085349012395524e-06,0.3234463533184817,10,1341.906007239128,27.23794092849721,4296.300114942507,"[4, 8, 14, 19, 21, 26, 38, 46, 59, 65]","[1620.7583383115043, 367.1783370301631, 32.04169383022179, 27.23794092849721, 3703.453933957604, 153.90348469803507, 678.9534710573434, 4296.300114942507, 394.9858143243571, 2144.2469433110464]","[0, 6, 11, 0, 0, 25, 32, 32, 55, 32]","[11, 11, 15, 20, 32, 32, 40, 55, 60, 68]",0.05,30,307298240.1171166,3912.7719501827496,-3912.7719501827496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CWT,inu.32000013032828,,,3452.7719501827496,,0.0,4.5,0.0,2.23794092849721,,,1167.2538333260845,,,,,,,,,,,0.0,,,,0.0,9.0,1167.2538333260845,9402.06007239128,1170.844683846384,,,,,,3846.300114942507,3452.7719501827496,0.0,0.0,,,,,,13.0,,0.0,0.0932902467720303,1.0,1.0,0.0,1.0,0.5703632250170622,0.0,1.0,0.0,0.14592056215573757,0.14592056215573757,0.1451805180748502,0.28849613369235727,0.144497053765493,0.0,1.0000000000000002,1.0,0.0,0.0,1.0,0.7476030864448229,0.283107444581914,14,2.1561323640384336,1.0,1,0,0,0.32250123582034795,0.4748285910874792,8,0,0.0,0.5181837190876769,1.0,1,6.27162924074226,0.5520264828041244,6.0,1.821138211382114,0.5617275271163479,10,shan,0.7692307692307693,,,7,9.25,0.06129987131738453,0.018648187352469897,0.7286319183891911,0.9457124547235911,0.18724558085874066,0.5483231648078345,0.570363225017062,0.027605016094009553,0.5230709206022324,0.0,0.1459205621557376,0.1459205621557376,0.14518051807485022,0.3614656496741444,0.144497053765493,0.5714285714285714,0.7894736842105263,1.0,0.06948645996738885,0.06948645996738885,0.9152542372881356,1.0024520728727802,0.3697629181735531,13,1.6953875170340922,0.799464276816046,6,4.949747468305833,0.8232233047033631,9.5,8.210526315789474,0.7419687952088244,4,16.0,16.0,16.97056274847714,2,0.7111111111111111,0.9599999999999999,0.21422222222222223,7,4.75,5
smoothed,gaus8,12.898638517399572,0.6564171122994652,43.857233918103866,-5.399846781222783,68,33,771.4253830866503,,False,10.161673686526358,1806.508939605462,0.05732177592640079,3.163373896003855e-05,0.46498111844603524,3,1679.7430677352693,59.75924719971897,2807.7050885110893,"[8, 41, 47]","[2807.7050885110893, 2171.764867494999, 59.75924719971897]","[0, 25, 46]","[62, 62, 62]",0.05,10,63478560.86033462,2466.335297410571,-2466.335297410571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CWT,inu.32000013032828,,,2084.535297410571,,0.0,-7.5,0.0,59.42591386638563,,,1627.4615862537878,,,,,,,,,,,20.0,,,,0.0,-7.5,1627.4615862537878,4568.695869872474,1627.461586253788,,,,,,2425.905088511089,2084.535297410571,0.0,6.0,,,,,,6.0,,0.33964291406565716,0.12855780559437563,0.8826608544054866,0.1490498788305001,0.9326423477872775,0.0968208092485547,0.9538829473918079,0.5278578387756415,,0.09221582045583616,0.9999999999999999,0.9999999999999999,1.0,1.0,0.7378049523027528,0.8333333333333333,1.0,0.05555555555555555,0.6144711977262327,0.6144711977262327,0.03333333333333334,2.4879112569341757,1.0,1,1.8423274800165923,0.724495267987705,6,0,0,0.6650987825361063,1.0,1,1,0.11111111111111112,0.495833868956857,0.6681121509331038,6,2.886751345948129,0.7938034752894194,3.5,1.7142857142857144,0.7719017376447097,4,gaus,0.45535714285714285,1.0,0.38125000000000003,1,3.25,0.013267383604186299,0.20827850354450547,0.9589655212222041,0.4188570208783803,0.4630828899566232,0.16206816150468273,0.8739765328754308,0.001842792876392444,,0.09828257592310373,0.21644432187708154,0.21644432187708154,0.21503722537515688,0.14476348858429022,0.0902859148994379,0.23809523809523808,1.0,0.4761904761904762,0.02861274021611589,0.02861274021611589,0.5084745762711864,0.6973843894554177,0.25723612520919237,16,1.497968029198034,0.7063706174098734,9,4.949747468305833,0.8232233047033631,12.5,11.52,0.6883973666373959,6,14.625,15.5,6.781101188843397,16,0.65,0.38359701076346603,0.4299208967709601,3,5.25,6
smoothed,morl,12.81917737476127,0.6385918003565062,40.88467734942944,-4.205498881556376,68,33,663.1702844196457,,False,10.143835547802624,1666.9704078125023,0.05963937028793442,2.5515779115538784e-05,0.4822058379389941,3,1598.2292205775675,42.86146743473478,2765.1637096813797,"[8, 40, 48]","[2765.1637096813797, 1986.6624846165882, 42.86146743473478]","[0, 25, 45]","[61, 61, 61]",0.05,10,48586326.25596554,2207.873322474891,-2207.873322474891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CWT,inu.32000013032828,,,1826.0733224748913,,0.0,-3.0,0.0,42.528134101401434,,,1545.947739096086,,,,,,,,,,,20.0,,,,0.0,-7.5,1545.947739096086,4324.154328399369,1545.9477390960865,,,,,,2383.3637096813795,1826.0733224748913,0.0,-7.5,,,,,,6.0,,0.18704070380374566,0.08045810747333412,0.9999999999999999,0.11451541623253253,0.9180036073345379,0.03901734104046223,0.9958216921109415,0.4555234201731127,,0.06241379019900975,0.9403533889916899,0.9403533889916899,0.9403533889916901,0.9242631346590269,0.7161305383092874,0.8333333333333333,0.03571428571428571,0.05555555555555555,0.44865701288432197,0.44865701288432197,0.33333333333333337,2.273828812917094,0.9139509323652915,4,1.7926541364964654,0.7049612260131829,9,0,0,0.5565931803206288,0.8368579148472775,4,1,0.11111111111111112,0.46824198046552773,0.6309334160333862,10,3.2015621187164243,0.7713169915202553,6.75,5.625,0.6445870671886991,7,morl,0.5,,,6,6.75,0.007306322800191167,0.1645790301658697,1.0,0.39527225371369074,0.4558143477868806,0.10844052384098243,0.9109261406801048,0.0015902677805675735,,0.06924225087979986,0.20395287006137253,0.20395287006137253,0.2025666205162572,0.13379955574309235,0.08866227038338735,0.23809523809523808,0.5263157894736842,0.4761904761904762,0.020891632680751143,0.020891632680751143,0.6610169491525424,0.6511940612262007,0.2401984323163202,17,1.485491679560766,0.7004873631450834,10,4.949747468305833,0.8232233047033631,13.5,12.592592592592593,0.6705402237802529,8,9.5,9.5,2.1213203435596424,2,0.4222222222222222,0.11999999999999998,0.6684444444444444,1,6.25,7
raw,mexh,18.768322708502254,0.6135265700483091,639.403697834173,-32.939412517258305,69,33,18690.85956739995,,False,9.980221113773892,126188.60663391283,0.06134051420610389,1.1130292425288601e-05,0.4383267049246232,4,6915.261433341102,5.205566424261633,26711.47447479717,"[22, 36, 38, 43]","[26711.47447479717, 477.31319475596683, 5.205566424261633, 467.05249738700877]","[0, 33, 37, 41]","[68, 68, 68, 68]",0.05,30,29531462400.347847,29467.20704371062,-29467.20704371062,0.4782608695652174,1295985.8844479548,0.02739946988976006,0.0707763854689118,2159241.4134519408,50631946941.048584,3.0,20425.737459904834,0.10144927536231885,"[0.0, 0.014492753623188406, 0.028985507246376812, 0.043478260869565216, 0.057971014492753624, 0.07246376811594203, 0.08695652173913043, 0.10144927536231885, 0.11594202898550725, 0.13043478260869565, 0.14492753623188406, 0.15942028985507248, 0.17391304347826086, 0.18840579710144928, 0.2028985507246377, 0.21739130434782608, 0.2318840579710145]","[1295985.8844479548, 376667.5951388227, 174000.49485678336, 45912.17717747238, 41917.9211094839, 31626.801232417198, 17927.236505186338, 20425.737459904834, 16202.095258740199, 17847.96506729584, 10086.892238995835, 8705.913474986726, 7950.675586291092, 7081.444436306676, 7643.074367710145, 6222.463850515613, 4129.256607761259]",3.0,0.7,8711.584685070684,15.0,0.5,3179882433.5945916,0.026540112885210587,0.03930457681638371,4347843593.399084,3.117294136309708e+17,[0.015625],5.0,3179882433.5945916,0.015625,"[0.0, 0.015625, 0.03125, 0.046875, 0.0625, 0.078125, 0.09375, 0.109375, 0.125, 0.140625, 0.15625, 0.171875, 0.1875, 0.203125, 0.21875, 0.234375]","[3.494838088036542e-23, 3179882433.5945916, 858676738.7741915, 57911441.292091504, 61340824.87135301, 42809981.41257327, 33478213.68546366, 11541924.704759931, 18327003.99196009, 5438285.689378273, 7737320.699855443, 8126242.961099083, 6820204.167704873, 6946910.216615569, 5256242.001333544, 3179777.2414871473]",3.0,0.3,boxcar,64.0,32.0,8711.584685070684,15.0,CWT,inu.32000013032828,0.0,0.0,29007.20704371062,,0.0,-7.5,0.0,19.794433575738367,,18568.00897531992,6740.609259428059,0.1085763099377195,5.0,3.117294130355267e+17,24.0,0.11257596384983487,,48.0,50621464482.96608,0.0,,0.0,0.0,1276151.8844479548,2109443.4341350435,0.0,-16.5,6740.609259428059,23644.045733364408,6758.354302302884,0.2309667319967203,3179671157.2904058,8564.584685070684,1.0,,26261.47447479717,29007.20704371062,0.0,-21.0,0.39999999999999997,0.0289855072463768,0.0,0.0,4346311196.005951,19.0,0.09334819686501475,1.0,0.30929407045228974,0.01754312644253231,0.18922111896046998,1.0,0.06024096385542166,0.8167988164962252,0.20499286457260893,,0.030172381235123447,1.0,1.0,1.0,0.9999999999999999,1.0,0.6666666666666667,0.06666666666666668,0.19047619047619047,0.8204016601147319,0.8204016601147319,0.5555555555555556,2.6407044419084933,1.0,1,1.4307377144511437,0.6635667356578117,5,0,0,0.6791950650691388,1.0,1,1,0.11111111111111112,0.4442058145418879,0.8572361465234073,4,2.0615528128088303,0.8527462276565121,2.75,1.6326530612244896,0.8281588281139703,1,mexh,0.07692307692307693,,,5,2.0,0.9999999999999999,0.06182611765297182,0.01278248187436648,0.17894876889765066,1.0,0.033031515952279156,0.8167988164962252,0.2269390493409345,,0.03017238123512344,1.0,1.0,1.0,1.0,1.0,0.8571428571428571,0.05263157894736842,0.19047619047619047,0.8328813129693793,0.8328813129693793,0.5084745762711864,2.711067074612025,1.0,1,1.3463994615851125,0.6348980755412809,15,9.899494936611665,0.6464466094067263,8.0,1.875,0.6803661618462202,7,16.0,16.0,12.727922061357855,2,0.7111111111111111,0.72,0.2862222222222222,5,6.5,8
raw,gaus4,16.469686808723395,0.6671058410188845,247.77110673776752,-21.781579506763677,69,33,4606.5182742504885,,False,10.08570332376593,41483.827967074365,0.05457626436787318,5.790547342190202e-06,0.46596840931672784,5,4395.23081150448,405.6768650732165,14929.76821049287,"[19, 38, 50, 59, 64]","[14929.76821049287, 405.6768650732165, 984.0150522984877, 760.0792058783027, 4896.614723779525]","[0, 33, 33, 33, 33]","[33, 40, 54, 61, 68]",0.05,20,2375018184.159905,12120.64986349599,-12120.64986349599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CWT,inu.32000013032828,,,11660.64986349599,,0.0,-11.5,0.0,380.6768650732165,,,4220.578637591437,,,,,,,,,,,10.0,,,,0.0,-16.0,4220.578637591437,17959.1540575224,4220.578637591436,,,,,,14479.76821049287,11660.64986349599,0.0,-16.0,,,,,,18.0,,0.17380063937819354,0.11848908244081299,0.5436690930274236,0.3366906053820132,0.741295874601904,0.35421686746987957,0.8760944199316549,0.04734953549803301,,0.6503806724345211,0.6138221641547307,0.6138221641547307,0.611751884634759,0.7159930852910753,0.550336559557004,0.5555555555555556,0.2888888888888889,0.20634920634920634,0.2635063792823451,0.2635063792823451,0.4074074074074074,1.8387279529781138,0.6963020638724816,4,1.4639459415139418,0.6789684928118108,4,0,0,0.4784433622493807,0.7044270296644123,4,1,0.11111111111111112,0.3933952091606837,0.7591809519861065,7,1.5,0.8928571428571429,4.75,4.48,0.7767857142857143,2,gaus,0.5576923076923077,1.0,0.30961538461538457,1,1.75,0.2244465538668157,0.023685290638988873,0.3961346542214832,0.31841249889819556,0.7897370788326231,0.19422531379940164,0.8760944199316547,0.07364746690257548,,0.650380672434521,0.6138221641547308,0.6138221641547308,0.611751884634759,0.7451199081843051,0.550336559557004,0.8095238095238095,0.22807017543859648,0.20634920634920634,0.3146827137745797,0.3146827137745797,0.3728813559322034,1.9623621181688538,0.7238338499794157,4,1.3237820150034934,0.6242327613325082,16,8.48528137423857,0.6969542366343369,10.0,6.4,0.6699056897457398,9,14.625,15.5,6.781101188843397,16,0.65,0.38359701076346603,0.4299208967709601,3,7.5,9
smoothed,gaus6,12.857179887439152,0.643048128342246,41.26701546826115,-5.4453182411344105,68,33,761.5186472993589,,False,10.142121007090093,1729.6192772126715,0.05595979029831728,3.49945686715071e-05,0.4762387380482509,3,1572.5058336107697,60.6184624403146,2744.0333527488774,"[8, 41, 47]","[2744.0333527488774, 1912.865685643117, 60.6184624403146]","[0, 25, 46]","[61, 61, 61]",0.05,10,64200602.38088152,2562.823842943067,-2562.823842943067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CWT,inu.32000013032828,,,2181.023842943067,,0.0,-7.5,0.0,60.28512910698126,,,1520.2243521292883,,,,,,,,,,,20.0,,,,0.0,-7.5,1520.2243521292883,4246.984167498977,1520.2243521292885,,,,,,2362.233352748877,2181.023842943067,0.0,-7.5,,,,,,6.0,,0.32567784640383973,0.15498081239184533,0.878193494219685,0.11119608213458676,0.9250046257087099,0.05346820809248551,0.9812929980945456,0.48799953616730174,,0.09373118868488714,0.9215306624277425,0.9215306624277425,0.9215306624277426,0.9003627942536852,0.7053648293317283,0.8333333333333333,0.03571428571428571,0.05555555555555555,0.6763726419446094,0.6763726419446094,0.03333333333333334,2.280036805487969,0.9164461952303042,3,1.7983183450338978,0.707188675978934,8,0,0,0.5645610492816046,0.8488378931154579,3,1,0.11111111111111112,0.48417114484606943,0.6523971944139161,8,2.886751345948129,0.7938034752894194,5.5,4.363636363636364,0.7004731662161383,5,gaus,0.45535714285714285,1.0,0.38125000000000003,1,4.0,0.012721869765814471,0.23228429832566694,0.9574032480710893,0.39300536678531345,0.45929054831438487,0.12184743325690765,0.8981258160777562,0.0017036444339214377,,0.09975921310361446,0.20001093307720663,0.20001093307720663,0.19863126222216398,0.13033965908766298,0.08785580408870092,0.23809523809523808,0.5263157894736842,0.4761904761904762,0.03149516977339502,0.03149516977339502,0.5084745762711864,0.628403139000346,0.23179180806150854,18,1.482762514327381,0.6992004183683302,11,4.949747468305833,0.8232233047033631,14.5,13.655172413793103,0.6526830809231101,10,14.625,15.5,6.781101188843397,16,0.65,0.38359701076346603,0.4299208967709601,3,8.25,10
