signal_type,wavelet,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,wavelet_psnr,signal_length,decomposition_levels,original_level,padded,emd_value,kl_divergence,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,dynamic_cutoff,dominant_frequency,amplitude_max,num_fft_peaks,positive_frequencies,positive_amplitudes,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,max_autocorrelation,upper_envelope,lower_envelope,spectral_magnitude,spectral_centroid,spectral_bandwidth,frequency_max,wavelet_type,htid,positive_frequencies_dtw,positive_frequencies_euclidean,positive_frequencies_wasserstein,max_autocorrelation_diff,frequency_max_diff,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,relative_num_peaks_diff,positive_amplitudes_dtw,positive_amplitudes_euclidean,positive_amplitudes_wasserstein,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,spectral_centroid_diff,lower_envelope_diff,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,spectral_bandwidth_diff,spectral_magnitude_diff,avg_prominence_diff,num_fft_peaks_diff,amplitude_max_diff,prominence_min_diff,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,prominence_max_diff,upper_envelope_diff,dominant_frequency_diff,dynamic_cutoff_diff,emd_value_normalized,smoothness_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,correlation_normalized,avg_variance_across_levels_normalized,kl_divergence_normalized,prominence_min_diff_normalized,positive_amplitudes_dtw_normalized,positive_amplitudes_euclidean_normalized,positive_amplitudes_wasserstein_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,spectral_centroid_diff_normalized,spectral_magnitude_diff_normalized,dynamic_cutoff_diff_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,amplitude_max_diff_normalized,spectral_bandwidth_diff_normalized,num_fft_peaks_diff_normalized,relative_num_peaks_diff_normalized,dominant_frequency_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_right_bases_array_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,relative_left_bases_array_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,relative_peaks_array_alignment_score_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_weighted_score,reconstruction_normalized_weighted_score,reconstruction_normalized_weighted_rank,signal_weighted_score,signal_normalized_weighted_score,signal_normalized_weighted_rank,reconstruction_missing_metrics_count,reconstruction_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_rank,signal_missing_metrics_count,signal_dynamically_weighted_score,signal_normalized_dynamically_weighted_score,signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank
smoothed,rbio3.1,1942237.306931448,0.6785714285714286,255.6649110375503,1.8028836148415373,28,2,False,False,408.1313012800228,,5.856716102364727,415999.9486998763,0.6672812250977631,5.243210199122723e-06,-0.03020100080744111,0.0,0.03571428571428571,10117.20242459122,1,"[0.0, 0.03571428571428571, 0.07142857142857142, 0.10714285714285714, 0.14285714285714285, 0.17857142857142855, 0.21428571428571427, 0.25, 0.2857142857142857, 0.3214285714285714, 0.3571428571428571, 0.39285714285714285, 0.42857142857142855, 0.46428571428571425]","[24002.598266021116, 6489.6308265996895, 10117.20242459122, 4183.98322929554, 3191.7924911329733, 1859.4154685191759, 692.2113695316865, 112.60177617210988, 402.37757516428115, 1959.2352599688124, 500.0987157604468, 587.9249938512312, 559.3203242590824, 605.1584674668436]",4,504.471070811347,105.81052833055355,847.1229859048401,"[1, 7, 11, 17]","[847.1229859048401, 105.81052833055355, 240.45116299407505, 824.4996060159193]","[0, 6, 6, 6]","[25, 8, 12, 25]",33537251.28546697,2121.1225959565404,-2121.1225959565404,55263.551188334204,0.07314360969690913,0.10406663542812991,0.46428571428571425,SWT,inu.32000013032851,0.0,0.0,0.0,21219474.24546697,0.0,0.0,-2.0,0.0,20867.708076122024,10866.651491276096,1797.7378791320114,0.0,-2.0,0.009231018177310674,1160.3225959565405,155.071070811347,620.284283245388,211.90957785892695,0.0070089819083428845,25168.33030784815,155.071070811347,0.0,6556.325878826754,93.0105283305536,0.0,-2.0,113.67701409515985,1160.3225959565405,0.0,45.0,1.0000000000000002,0.045136819892845986,0.0,1.0,1.0000000000000002,0.46153846153846156,0.30057043508860903,0.6807032742564778,,0.1860688649586303,0.9999999999999999,1.0,1.0,0.4090692695313437,0.4090692695313437,0.47468004568714894,0.6333406640197076,1.0,0.041892199204740965,0.3369206110198346,0.11265182420009176,1.0,0.4179287278200234,0.0,0.0,0.0,1.0,0.2424242424242424,0.0,0.19047619047619047,0.0,1.0,1.0,0.0,0.18181818181818177,4.40802099410039,1.0,1,1.8906659143212732,1.0,1,0.0,0.4475515419496723,1.0,1,0.11111111111111112,0.5554380682914938,1.0,1,0.0,1.0,1.0,1.0,0.9952830188679245,1,rbio,27.266666666666666,27.0,16.32030578611752,15,0.3985128205128205,0.4247498921604212,0.5936160579928993,1,1.0
smoothed,bior1.5,479866.50411373656,0.6607142857142857,109.13391308524506,7.45278187193416,28,2,False,False,361.52829887417397,,5.55099096144714,398013.4279056496,0.6714006772564146,6.807585702896134e-06,0.935817770377797,0.0,0.03571428571428571,7646.355894035896,1,"[0.0, 0.03571428571428571, 0.07142857142857142, 0.10714285714285714, 0.14285714285714285, 0.17857142857142855, 0.21428571428571427, 0.25, 0.2857142857142857, 0.3214285714285714, 0.3571428571428571, 0.39285714285714285, 0.42857142857142855, 0.46428571428571425]","[24002.598266021123, 5218.407649810663, 7646.355894035896, 3655.4287649277267, 3519.296666563699, 2528.7179718204784, 1013.0306047966905, 146.3387850555834, 394.8368633373526, 1456.7710721432002, 372.343294205125, 495.4501737801513, 515.153176905277, 591.0500231597188]",5,616.1736888259614,62.971240818452884,1961.3778639693971,"[6, 12, 15, 19, 24]","[560.5499448013823, 183.43752144457756, 62.971240818452884, 1961.3778639693971, 312.5318730959975]","[0, 10, 13, 0, 22]","[13, 13, 16, 27, 27]",29306836.043011144,1499.2703659394583,-1499.2703659394583,51555.779206562685,0.07246606548263712,0.10363697141996761,0.46428571428571425,SWT,inu.32000013032851,0.0,0.0,0.0,16989059.003011145,0.0,0.0,6.0,1.0,15990.313941802466,9242.603597926627,1532.8970232911884,0.0,10.5,0.008553473963038669,538.4703659394584,266.7736888259615,1683.2684441298074,306.79869434582326,0.007438645916505185,21460.558326076633,266.7736888259615,0.0,4085.47934827143,50.17124081845293,0.0,-3.0,1000.5778639693972,538.4703659394584,0.0,45.0,0.7032653677920769,0.12958125190038614,0.6952008459641924,0.24075871360441664,0.17949683447914763,0.3846153846153845,0.978194990352595,0.4919509232105076,,0.06849067888135682,0.49424404291791185,0.5532032958786517,0.7558587653893643,0.7049367683194796,0.7049367683194796,0.7678781477249473,0.5859494229891583,0.7837203927007106,0.041892199204740965,0.9419407267083397,1.0,0.6223675177502528,0.44368187884123417,0.0,0.25,0.0,0.5847537111401377,0.7272727272727272,0.0,0.14285714285714285,0.0,0.3073134686285952,0.3073134686285952,0.0,0.75,4.404088126139353,0.9991077928244215,2,1.6190067867994316,0.856315637012283,8,0.0,0.4437927355443397,0.9916013999438856,3,0.11111111111111112,0.46982748343428277,0.845868351946877,9,3.5118845842842465,0.966869013355809,5.5,3.74025974025974,0.9574911104514894,2,bior,43.266666666666666,23.0,38.423331205823125,15,0.6323589743589744,1.0,0.25734871794871794,2,2.0
smoothed,bior1.3,469901.71305314865,0.6607142857142857,117.66493635691603,7.562663857455493,28,2,False,False,356.0224193792557,,5.559244753016982,392674.00671514403,0.6680971823683212,6.39726436686931e-06,0.9383498660917386,0.0,0.03571428571428571,7604.018005680398,1,"[0.0, 0.03571428571428571, 0.07142857142857142, 0.10714285714285714, 0.14285714285714285, 0.17857142857142855, 0.21428571428571427, 0.25, 0.2857142857142857, 0.3214285714285714, 0.3571428571428571, 0.39285714285714285, 0.42857142857142855, 0.46428571428571425]","[24002.59826602112, 5216.151231845404, 7604.018005680398, 3581.1734132359215, 3373.3166619277094, 2386.49393121879, 964.5435881517332, 146.33878505558138, 430.62795834500304, 1640.8027837253142, 373.7296674025069, 477.19511495551586, 507.71323976326624, 590.3254921105694]",5,616.3447459068241,98.37712299714576,1879.0092450422405,"[6, 12, 15, 18, 24]","[577.3242301654986, 198.8701567117622, 98.37712299714576, 1879.0092450422405, 328.1429746174731]","[0, 10, 13, 0, 22]","[13, 13, 16, 27, 27]",29133029.418199364,1480.074398483489,-1480.074398483489,51295.02813943884,0.07266825051788134,0.10453827923694527,0.46428571428571425,SWT,inu.32000013032851,0.0,0.0,0.0,16815252.37819936,0.0,0.0,6.0,1.0,16067.237154200788,9145.910620518658,1514.271947068056,0.0,15.0,0.008755658998282886,519.274398483489,266.9447459068241,1684.1237295341202,305.2923228902742,0.006537338099527529,21199.807258952784,266.9447459068241,0.0,4043.141459915932,85.5771229971458,0.0,-3.0,918.2092450422406,519.274398483489,0.0,45.0,0.6682078598513296,0.10743225245761627,0.7087214521440929,0.2612562733089251,0.17390581570797659,0.3846153846153845,0.9799711569067298,0.43591850235143365,,0.16566688429468157,0.5022205098256389,0.526601799830121,0.7386894012087649,0.7053898483955277,0.7053898483955277,0.7632236070559772,0.6000913779143053,0.7685104125083817,0.041892199204740965,0.9424275306451297,0.9175898368362885,0.6158967953985468,0.3896593964217724,0.0,0.25,0.0,0.5676933159316395,0.7272727272727272,0.0,0.14285714285714285,0.0,0.2859309158748187,0.2859309158748187,0.0,0.9545454545454545,4.371565210989775,0.9917296711700315,3,1.5957079670370096,0.8439925610071888,11,0.0,0.44605692001123104,0.9966604473488568,2,0.11111111111111112,0.45944803161238046,0.8271813868027177,11,4.924428900898052,0.9535431235764334,6.75,3.940298507462687,0.9449319391467073,3,bior,43.266666666666666,23.0,38.423331205823125,15,0.6323589743589744,1.0,0.25734871794871794,2,2.75
smoothed,sym13,177931.22204599265,0.75,113.25309901862083,9.436099247546593,28,2,False,False,297.6983378973779,,5.508790763343833,379362.32333830977,0.6623183802248931,6.491647245979023e-06,0.9459785461452036,37.272429109645756,0.03571428571428571,5079.2516064447,2,"[0.0, 0.03571428571428571, 0.07142857142857142, 0.10714285714285714, 0.14285714285714285, 0.17857142857142855, 0.21428571428571427, 0.25, 0.2857142857142857, 0.3214285714285714, 0.3571428571428571, 0.39285714285714285, 0.42857142857142855, 0.46428571428571425]","[24002.598266021116, 4514.033264247478, 5079.2516064447, 2600.4279397554756, 3444.2718023260136, 2467.0420182236144, 1010.5868916369146, 146.3387850555736, 375.9507512833318, 1657.380246175224, 436.3987510364041, 536.9792596172479, 529.9096570822297, 594.8216361776168]",4,636.5898252277832,248.39168124131413,1621.4937452804934,"[6, 12, 18, 24]","[420.7887764359501, 248.39168124131413, 1621.4937452804934, 255.6850979533749]","[0, 9, 0, 22]","[14, 14, 27, 27]",26004411.943014648,1520.8916358570227,-1520.8916358570227,47395.99087508294,0.0738160649852627,0.11002924758573245,0.46428571428571425,SWT,inu.32000013032851,0.0,0.0,0.0,13686634.903014647,0.0,0.0,-2.0,0.0,13980.833850770927,8031.774187426956,1235.7692853283493,1.0,16.0,0.009903473465664253,560.0916358570228,287.1898252277832,1148.7593009111329,287.18982522778316,0.0010463697507403502,17300.76999459689,287.1898252277832,1.0,1518.3750606802337,235.59168124131418,0.0,-2.0,660.6937452804934,560.0916358570228,0.0,7.727570890354244,0.2968417680988824,0.11252700662528982,0.9392413321110638,0.1359582624608175,0.010087780194372835,0.769230769230769,0.9853223789354052,0.2962243634736403,,0.577402015009695,0.2858732410739798,0.22008837231030176,0.4819541499061992,0.7590131303554537,0.7590131303554537,0.7072886573663675,0.6803759570402133,0.5410740295468599,0.0009477165732241499,0.6377134432108493,0.6599444540562516,0.23002345577439462,0.0605423783503205,1.0,0.0,0.0,0.26059656032369855,0.2424242424242424,0.0,0.19047619047619047,0.0,0.3313975865912037,0.3313975865912037,1.0,1.0,3.820188671100898,0.8666448449800408,10,1.5796894576674112,0.835520144358503,16,0.0,0.4214440883590809,0.94166604034731,4,0.11111111111111112,0.43762365208572457,0.787889194256775,17,6.020797289396148,0.9432000255717344,11.75,8.486739469578783,0.9161754844839805,4,sym,51.10526315789474,39.0,32.92566499259626,19,0.746923076923077,0.8569185429608539,0.2200782832655899,4,4.0
smoothed,db2,283707.68082959554,0.6071428571428571,109.14996490543061,8.081297131888949,28,2,False,False,346.6874441582368,,5.546578453979545,379058.0311224491,0.6620473032923324,1.798407344898575e-05,0.9092824742766411,107.99674685079802,0.03571428571428571,7203.454288499495,1,"[0.0, 0.03571428571428571, 0.07142857142857142, 0.10714285714285714, 0.14285714285714285, 0.17857142857142855, 0.21428571428571427, 0.25, 0.2857142857142857, 0.3214285714285714, 0.3571428571428571, 0.39285714285714285, 0.42857142857142855, 0.46428571428571425]","[24002.59826602112, 5116.368978192145, 7203.454288499495, 3216.293022528167, 2755.693442024779, 1671.437843187862, 539.2006127615981, 60.61550947122309, 129.1583426750407, 521.8634701625964, 212.71959558302166, 383.18837235725636, 470.4573457162136, 580.7277165825686]",4,625.2422581099934,74.72338252913482,1837.875844726002,"[5, 11, 18, 22]","[489.395357176945, 98.97444800789197, 1837.875844726002, 74.72338252913482]","[0, 10, 0, 21]","[14, 14, 27, 27]",27733125.47672107,1427.7160104821257,-1427.7160104821257,46863.77680576309,0.059045669643438534,0.09435539366066703,0.46428571428571425,SWT,inu.32000013032851,0.0,0.0,0.0,15415348.43672107,0.0,0.0,-2.0,0.0,16083.603627414375,8606.661166159885,1246.0111502974294,0.25,2.5,0.004866921876159919,466.9160104821258,275.8422581099934,1103.3690324399736,291.65503410604754,0.016720223675805765,16768.555925277036,275.8422581099934,0.0,3642.577742735029,61.92338252913487,0.0,-2.0,877.0758447260021,466.9160104821258,0.0,62.99674685079802,0.6087694053338266,0.7328840761144325,0.7725375201022537,0.2298006424563513,0.06943655760589147,0.15384615384615374,0.9595815133108575,0.2930310904773904,,0.1007460123640796,0.5039176130525347,0.37824725936775444,0.49139552386010865,0.728956750655994,0.728956750655994,0.7210857166791733,0.3280913012005091,0.5100292267710813,0.061661972907673834,0.6118786034342112,0.8764356900788046,0.5546765338616181,0.9999999999999601,0.0,0.0,0.0,0.4302824748810344,0.2424242424242424,0.0,0.19047619047619047,0.0,0.22760845850923817,0.22760845850923817,0.25,0.3863636363636363,3.696615816135782,0.8386112092213855,11,1.578220659580712,0.8347432762320014,17,0.0,0.3673400929251185,0.820777180936238,17,0.11111111111111112,0.4719303143503391,0.849654248226051,7,4.898979485566356,0.9537832124003174,13.0,11.382608695652173,0.9155708514831775,5,db,68.42105263157895,71.5,25.934044804910418,38,1.0,0.674955658216851,0.0975133025349447,5,5.0
smoothed,rbio1.1,442286.0248982827,0.6785714285714286,113.43217479177245,7.894026907555208,28,2,False,False,339.3070809293257,,5.584585037416813,376974.9371938777,0.6601798390627568,5.5938218771538815e-06,0.9392409031805611,0.0,0.03571428571428571,7304.285945654699,1,"[0.0, 0.03571428571428571, 0.07142857142857142, 0.10714285714285714, 0.14285714285714285, 0.17857142857142855, 0.21428571428571427, 0.25, 0.2857142857142857, 0.3214285714285714, 0.3571428571428571, 0.39285714285714285, 0.42857142857142855, 0.46428571428571425]","[24002.59826602112, 5155.394651872333, 7304.285945654699, 3326.8062999213275, 3055.721235153117, 2153.8973313540737, 896.8931886537183, 146.3387850555832, 483.0640405561292, 2047.5866911937144, 441.9515853945037, 472.80627325756745, 475.48623703814377, 575.0812511457295]",6,528.1875104067487,108.98468965567213,1729.1763907280697,"[6, 8, 12, 15, 18, 24]","[587.330259200266, 108.98468965567213, 227.79629124592634, 158.6347329832613, 1729.1763907280697, 357.2026986272972]","[0, 7, 10, 13, 0, 22]","[13, 13, 13, 16, 27, 27]",28523791.976472303,1484.3763907280695,-1484.3763907280695,50537.91178227176,0.07366291428264841,0.10720267582964695,0.46428571428571425,SWT,inu.32000013032851,0.0,0.0,0.0,16206014.936472302,0.0,0.0,5.0,2.0,16560.79287495702,8856.819783608971,1460.192207270408,0.0,14.0,0.009750322763049962,523.5763907280696,178.78751040674877,1771.5250624404925,241.03246720670447,0.00387294150682585,20442.690901785707,178.78751040674877,0.0,3743.409399890233,96.18468965567217,0.0,-4.0,768.3763907280697,523.5763907280696,0.0,45.0,0.5617765238619461,0.06406271328297934,0.7494945532280652,0.32418662332074955,0.1584112779987683,0.46153846153846156,0.9805961847312887,0.2711708941133643,,0.1947807776116747,0.5533992210493183,0.44706914956046784,0.6888364644339526,0.47188716751770404,0.47188716751770404,0.5646669293125681,0.6696637382525578,0.7243467397655592,0.041892199204740965,0.9921738641204529,0.7676814113686325,0.5700871668208076,0.22996110536471348,0.0,0.5,0.0,0.5078921918782058,0.6666666666666666,0.0,0.09523809523809523,0.0,0.2907229419254503,0.2907229419254503,0.0,0.909090909090909,4.067771395821689,0.9228112573115952,7,1.5640696698933216,0.8272586172130808,20,0.0,0.40956410956252437,0.915121659012361,5,0.11111111111111112,0.4408490984538973,0.7936962257735273,15,6.994045086119096,0.9340184425837821,11.75,8.704663212435234,0.9115846929900042,6,rbio,27.266666666666666,27.0,16.32030578611752,15,0.3985128205128205,0.4247498921604212,0.5936160579928993,1,4.75
smoothed,sym2,283707.68082922726,0.6071428571428571,109.14996490506661,8.081297131890434,28,2,False,False,346.6874441582231,,5.546578453979498,379058.0311223892,0.6620473032923027,1.7984073448997107e-05,0.909282474276715,107.99674685139647,0.03571428571428571,7203.454288499052,1,"[0.0, 0.03571428571428571, 0.07142857142857142, 0.10714285714285714, 0.14285714285714285, 0.17857142857142855, 0.21428571428571427, 0.25, 0.2857142857142857, 0.3214285714285714, 0.3571428571428571, 0.39285714285714285, 0.42857142857142855, 0.46428571428571425]","[24002.59826602112, 5116.3689781922685, 7203.454288499052, 3216.293022527309, 2755.6934420234384, 1671.4378431867667, 539.2006127612087, 60.61550947118915, 129.15834267505454, 521.8634701629112, 212.71959558300597, 383.18837235717064, 470.45734571614116, 580.7277165825401]",4,625.2422581099117,74.72338252895338,1837.8758447260236,"[5, 11, 18, 22]","[489.3953571767869, 98.9744480078831, 1837.8758447260236, 74.72338252895338]","[0, 10, 0, 21]","[14, 14, 27, 27]",27733125.4767195,1427.716010481938,-1427.716010481938,46863.776805759175,0.059045669643431165,0.09435539366066636,0.46428571428571425,SWT,inu.32000013032851,0.0,0.0,0.0,15415348.436719498,0.0,0.0,-2.0,0.0,16083.603627414928,8606.661166159121,1246.0111502971545,0.25,2.5,0.004866921876167288,466.916010481938,275.84225810991177,1103.369032439647,291.65503410597023,0.01672022367580643,16768.555925273122,275.84225810991177,0.0,3642.577742734586,61.923382528953425,0.0,-2.0,877.0758447260237,466.916010481938,0.0,62.996746851396466,0.6087694053337395,0.7328840761150456,0.7725375201024365,0.22980064245623438,0.06943655760568483,0.15384615384615374,0.9595815133109094,0.29303109047676185,,0.1007460123635816,0.5039176130525921,0.3782472593675442,0.4913955238598553,0.7289567506557777,0.7289567506557777,0.7210857166789344,0.32809130120102453,0.5100292267708529,0.06166197290833125,0.6118786034340253,0.8764356900788262,0.5546765338615504,1.0,0.0,0.0,0.0,0.4302824748808801,0.2424242424242424,0.0,0.19047619047619047,0.0,0.22760845850902897,0.22760845850902897,0.25,0.3863636363636363,3.696615816135534,0.8386112092213293,12,1.578220659580587,0.8347432762319352,18,0.0,0.36734009292506475,0.820777180936118,18,0.11111111111111112,0.4719303143503152,0.8496542482260079,8,4.898979485566356,0.9537832124003174,14.0,12.521739130434783,0.9108538703511021,7,sym,51.10526315789474,39.0,32.92566499259626,19,0.746923076923077,0.8569185429608539,0.2200782832655899,4,6.25
smoothed,db1,442286.0248982827,0.6785714285714286,113.43217479177245,7.894026907555208,28,2,False,False,339.3070809293257,,5.584585037416813,376974.9371938777,0.6601798390627568,5.5938218771538815e-06,0.9392409031805611,0.0,0.03571428571428571,7304.285945654699,1,"[0.0, 0.03571428571428571, 0.07142857142857142, 0.10714285714285714, 0.14285714285714285, 0.17857142857142855, 0.21428571428571427, 0.25, 0.2857142857142857, 0.3214285714285714, 0.3571428571428571, 0.39285714285714285, 0.42857142857142855, 0.46428571428571425]","[24002.59826602112, 5155.394651872333, 7304.285945654699, 3326.8062999213275, 3055.721235153117, 2153.8973313540737, 896.8931886537183, 146.3387850555832, 483.0640405561292, 2047.5866911937144, 441.9515853945037, 472.80627325756745, 475.48623703814377, 575.0812511457295]",6,528.1875104067487,108.98468965567213,1729.1763907280697,"[6, 8, 12, 15, 18, 24]","[587.330259200266, 108.98468965567213, 227.79629124592634, 158.6347329832613, 1729.1763907280697, 357.2026986272972]","[0, 7, 10, 13, 0, 22]","[13, 13, 13, 16, 27, 27]",28523791.976472303,1484.3763907280695,-1484.3763907280695,50537.91178227176,0.07366291428264841,0.10720267582964695,0.46428571428571425,SWT,inu.32000013032851,0.0,0.0,0.0,16206014.936472302,0.0,0.0,5.0,2.0,16560.79287495702,8856.819783608971,1460.192207270408,0.0,14.0,0.009750322763049962,523.5763907280696,178.78751040674877,1771.5250624404925,241.03246720670447,0.00387294150682585,20442.690901785707,178.78751040674877,0.0,3743.409399890233,96.18468965567217,0.0,-4.0,768.3763907280697,523.5763907280696,0.0,45.0,0.5617765238619461,0.06406271328297934,0.7494945532280652,0.32418662332074955,0.1584112779987683,0.46153846153846156,0.9805961847312887,0.2711708941133643,,0.1947807776116747,0.5533992210493183,0.44706914956046784,0.6888364644339526,0.47188716751770404,0.47188716751770404,0.5646669293125681,0.6696637382525578,0.7243467397655592,0.041892199204740965,0.9921738641204529,0.7676814113686325,0.5700871668208076,0.22996110536471348,0.0,0.5,0.0,0.5078921918782058,0.6666666666666666,0.0,0.09523809523809523,0.0,0.2907229419254503,0.2907229419254503,0.0,0.909090909090909,4.067771395821689,0.9228112573115952,5,1.5640696698933216,0.8272586172130808,22,0.0,0.40956410956252437,0.915121659012361,7,0.11111111111111112,0.4408490984538973,0.7936962257735273,13,7.632168761236874,0.9279984079128597,11.75,8.597809748765298,0.908574675654543,8,db,68.42105263157895,71.5,25.934044804910418,38,1.0,0.674955658216851,0.0975133025349447,5,7.25
smoothed,haar,442286.0248982827,0.6785714285714286,113.43217479177245,7.894026907555208,28,2,False,False,339.3070809293257,,5.584585037416813,376974.9371938777,0.6601798390627568,5.5938218771538815e-06,0.9392409031805611,0.0,0.03571428571428571,7304.285945654699,1,"[0.0, 0.03571428571428571, 0.07142857142857142, 0.10714285714285714, 0.14285714285714285, 0.17857142857142855, 0.21428571428571427, 0.25, 0.2857142857142857, 0.3214285714285714, 0.3571428571428571, 0.39285714285714285, 0.42857142857142855, 0.46428571428571425]","[24002.59826602112, 5155.394651872333, 7304.285945654699, 3326.8062999213275, 3055.721235153117, 2153.8973313540737, 896.8931886537183, 146.3387850555832, 483.0640405561292, 2047.5866911937144, 441.9515853945037, 472.80627325756745, 475.48623703814377, 575.0812511457295]",6,528.1875104067487,108.98468965567213,1729.1763907280697,"[6, 8, 12, 15, 18, 24]","[587.330259200266, 108.98468965567213, 227.79629124592634, 158.6347329832613, 1729.1763907280697, 357.2026986272972]","[0, 7, 10, 13, 0, 22]","[13, 13, 13, 16, 27, 27]",28523791.976472303,1484.3763907280695,-1484.3763907280695,50537.91178227176,0.07366291428264841,0.10720267582964695,0.46428571428571425,SWT,inu.32000013032851,0.0,0.0,0.0,16206014.936472302,0.0,0.0,5.0,2.0,16560.79287495702,8856.819783608971,1460.192207270408,0.0,14.0,0.009750322763049962,523.5763907280696,178.78751040674877,1771.5250624404925,241.03246720670447,0.00387294150682585,20442.690901785707,178.78751040674877,0.0,3743.409399890233,96.18468965567217,0.0,-4.0,768.3763907280697,523.5763907280696,0.0,45.0,0.5617765238619461,0.06406271328297934,0.7494945532280652,0.32418662332074955,0.1584112779987683,0.46153846153846156,0.9805961847312887,0.2711708941133643,,0.1947807776116747,0.5533992210493183,0.44706914956046784,0.6888364644339526,0.47188716751770404,0.47188716751770404,0.5646669293125681,0.6696637382525578,0.7243467397655592,0.041892199204740965,0.9921738641204529,0.7676814113686325,0.5700871668208076,0.22996110536471348,0.0,0.5,0.0,0.5078921918782058,0.6666666666666666,0.0,0.09523809523809523,0.0,0.2907229419254503,0.2907229419254503,0.0,0.909090909090909,4.067771395821689,0.9228112573115952,6,1.5640696698933216,0.8272586172130808,21,0.0,0.40956410956252437,0.915121659012361,8,0.11111111111111112,0.4408490984538973,0.7936962257735273,16,6.994045086119096,0.9340184425837821,12.75,9.955555555555556,0.9068677118579288,9,haar,9.0,9.0,,1,0.13153846153846155,,,7,8.5
smoothed,bior1.1,442286.0248982827,0.6785714285714286,113.43217479177245,7.894026907555208,28,2,False,False,339.3070809293257,,5.584585037416813,376974.9371938777,0.6601798390627568,5.5938218771538815e-06,0.9392409031805611,0.0,0.03571428571428571,7304.285945654699,1,"[0.0, 0.03571428571428571, 0.07142857142857142, 0.10714285714285714, 0.14285714285714285, 0.17857142857142855, 0.21428571428571427, 0.25, 0.2857142857142857, 0.3214285714285714, 0.3571428571428571, 0.39285714285714285, 0.42857142857142855, 0.46428571428571425]","[24002.59826602112, 5155.394651872333, 7304.285945654699, 3326.8062999213275, 3055.721235153117, 2153.8973313540737, 896.8931886537183, 146.3387850555832, 483.0640405561292, 2047.5866911937144, 441.9515853945037, 472.80627325756745, 475.48623703814377, 575.0812511457295]",6,528.1875104067487,108.98468965567213,1729.1763907280697,"[6, 8, 12, 15, 18, 24]","[587.330259200266, 108.98468965567213, 227.79629124592634, 158.6347329832613, 1729.1763907280697, 357.2026986272972]","[0, 7, 10, 13, 0, 22]","[13, 13, 13, 16, 27, 27]",28523791.976472303,1484.3763907280695,-1484.3763907280695,50537.91178227176,0.07366291428264841,0.10720267582964695,0.46428571428571425,SWT,inu.32000013032851,0.0,0.0,0.0,16206014.936472302,0.0,0.0,5.0,2.0,16560.79287495702,8856.819783608971,1460.192207270408,0.0,14.0,0.009750322763049962,523.5763907280696,178.78751040674877,1771.5250624404925,241.03246720670447,0.00387294150682585,20442.690901785707,178.78751040674877,0.0,3743.409399890233,96.18468965567217,0.0,-4.0,768.3763907280697,523.5763907280696,0.0,45.0,0.5617765238619461,0.06406271328297934,0.7494945532280652,0.32418662332074955,0.1584112779987683,0.46153846153846156,0.9805961847312887,0.2711708941133643,,0.1947807776116747,0.5533992210493183,0.44706914956046784,0.6888364644339526,0.47188716751770404,0.47188716751770404,0.5646669293125681,0.6696637382525578,0.7243467397655592,0.041892199204740965,0.9921738641204529,0.7676814113686325,0.5700871668208076,0.22996110536471348,0.0,0.5,0.0,0.5078921918782058,0.6666666666666666,0.0,0.09523809523809523,0.0,0.2907229419254503,0.2907229419254503,0.0,0.909090909090909,4.067771395821689,0.9228112573115952,4,1.5640696698933216,0.8272586172130808,23,0.0,0.40956410956252437,0.915121659012361,6,0.11111111111111112,0.4408490984538973,0.7936962257735273,14,8.65544144839919,0.918344891996234,11.75,7.524829600778969,0.9037479176962302,10,bior,43.266666666666666,23.0,38.423331205823125,15,0.6323589743589744,1.0,0.25734871794871794,2,8.0
