amplitude_max,amplitude_max_diff,avg_prominence,avg_prominence_diff,avg_variance_across_levels,correlation,dominant_frequency,dominant_frequency_diff,dynamic_cutoff,dynamic_cutoff_diff,emd_value,frequency_max,frequency_max_diff,htid,is_complex,kl_divergence,lower_envelope,lower_envelope_diff,max_autocorrelation,max_autocorrelation_diff,num_fft_peaks,num_fft_peaks_diff,positive_amplitudes,positive_amplitudes_dtw,positive_amplitudes_euclidean,positive_amplitudes_wasserstein,positive_frequencies,positive_frequencies_dtw,positive_frequencies_euclidean,positive_frequencies_wasserstein,prominence_max,prominence_max_diff,prominence_min,prominence_min_diff,relative_left_bases,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,relative_num_peaks,relative_num_peaks_diff,relative_peaks,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,relative_prominences,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,relative_right_bases,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,scales_used,signal_length,signal_type,smoothness,spectral_bandwidth,spectral_bandwidth_diff,spectral_centroid,spectral_centroid_diff,spectral_magnitude,spectral_magnitude_diff,upper_envelope,upper_envelope_diff,variance_ratio_across_levels,wavelet,wavelet_adaptive_threshold,wavelet_energy_entropy,wavelet_entropy,wavelet_psnr,wavelet_sparsity,wavelet_type,emd_value_normalized,smoothness_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,correlation_normalized,avg_variance_across_levels_normalized,kl_divergence_normalized,prominence_min_diff_normalized,positive_amplitudes_dtw_normalized,positive_amplitudes_euclidean_normalized,positive_amplitudes_wasserstein_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,positive_frequencies_dtw_normalized,positive_frequencies_euclidean_normalized,positive_frequencies_wasserstein_normalized,spectral_centroid_diff_normalized,spectral_magnitude_diff_normalized,dynamic_cutoff_diff_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,amplitude_max_diff_normalized,frequency_max_diff_normalized,spectral_bandwidth_diff_normalized,num_fft_peaks_diff_normalized,relative_num_peaks_diff_normalized,dominant_frequency_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_weighted_score,reconstruction_normalized_weighted_score,reconstruction_normalized_weighted_rank,signal_weighted_score,signal_normalized_weighted_score,signal_normalized_weighted_rank,reconstruction_missing_metrics_count,reconstruction_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_rank,signal_missing_metrics_count,signal_dynamically_weighted_score,signal_normalized_dynamically_weighted_score,signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank,across_emd_value_normalized,across_smoothness_normalized,across_wavelet_psnr_normalized,across_wavelet_entropy_normalized,across_wavelet_energy_entropy_normalized,across_wavelet_sparsity_normalized,across_correlation_normalized,across_avg_variance_across_levels_normalized,across_kl_divergence_normalized,across_prominence_min_diff_normalized,across_positive_amplitudes_dtw_normalized,across_positive_amplitudes_euclidean_normalized,across_positive_amplitudes_wasserstein_normalized,across_avg_prominence_diff_normalized,across_relative_prominences_avg_diff_normalized,across_relative_prominences_wasserstein_normalized,across_positive_frequencies_dtw_normalized,across_positive_frequencies_euclidean_normalized,across_positive_frequencies_wasserstein_normalized,across_spectral_centroid_diff_normalized,across_spectral_magnitude_diff_normalized,across_dynamic_cutoff_diff_normalized,across_relative_prominences_total_diff_normalized,across_prominence_max_diff_normalized,across_amplitude_max_diff_normalized,across_frequency_max_diff_normalized,across_spectral_bandwidth_diff_normalized,across_num_fft_peaks_diff_normalized,across_relative_num_peaks_diff_normalized,across_dominant_frequency_diff_normalized,across_max_autocorrelation_diff_normalized,across_relative_right_bases_global_alignment_score_normalized,across_relative_left_bases_global_alignment_score_normalized,across_upper_envelope_diff_normalized,across_lower_envelope_diff_normalized,across_relative_peaks_global_alignment_score_normalized,across_reconstruction_weighted_score,across_reconstruction_normalized_weighted_score,across_reconstruction_normalized_weighted_rank,across_signal_weighted_score,across_signal_normalized_weighted_score,across_signal_normalized_weighted_rank,across_rank_variability,across_normalized_rank_stability,across_average_rank,across_harmonic_average_rank,across_stability_score_weighted,across_stability_rank,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,across_normalized_family_mean_rank,across_normalized_family_std_dev,across_final_family_stability_score,across_final_family_stability_rank,across_family_informed_rank
,,18759.291032734698,18558.633889877554,231044.38328579284,0.644457968611997,,,30167.719160100532,29743.919160100533,25068.4342166618,,,inu.32000013032927,False,,-36858.36386751384,36259.763867513844,49846121132.85572,49834707458.81572,,,[],,,,[],,,,36310.60312238076,35712.00312238076,1207.978943088634,1184.178943088634,"[0, 0]",0.0,-6.0,2,5.0,"[21, 35]",0.0,-6.0,"[1207.978943088634, 36310.60312238076]",18558.633889877554,36113.9820654694,18558.63388987755,"[27, 65]",0.0,-6.0,32,66,smoothed,1.4509443446018734e-05,,,,,0.0,0.0,36858.36386751384,36259.763867513844,0.0630849510557673,mexh,954.2933355054757,247094343.35830063,9.916149964407978,-33.11259806758619,0.6538825757575758,CWT,1.0,0.9999999999999999,0.028836349479139267,0.3964703310384326,1.0,0.8308823529411768,0.7873728848186338,0.1638520450952534,,0.05527409468017498,,,,1.0000000000000002,1.0000000000000002,1.0,,,,,,1.0,0.9411923123581384,1.0,,,,,0.5,,0.9349482322851931,0.09090909090909091,0.09090909090909091,0.7063104892026992,0.7063104892026992,0.05,3.3653585145886167,1.0,1,2.0283798883487254,1.0,1,0.0,0.6482752713962207,0.8425433519962604,2,0,0.6509267454215795,1.0,1,0.5,0.95,1.25,1.1428571428571428,0.9125,1,mexh,0.14285714285714285,,,2,1.25,0.9914543066265906,0.9999999999999999,0.028284589631374035,0.31095532144642274,1.0000000000000002,0.6820512820512825,0.7873728848186337,0.16385204509525336,,0.06695167083366396,,,,1.0,1.0,1.0,,,,,0.0,0.9999999999999999,0.9411923123581383,1.0,,,,,0.4,,0.9349482322851932,0.16666666666666669,0.05263157894736842,0.7062524597045459,0.7062524597045459,0.052631578947368425,3.3331128978044604,1.0,1,1.9231951912760807,1.0,1,0.0,1.0,1.0,1.0,0.975,1,1.5,1.5,0.7071067811865476,2,0.1111111111111111,0.12618861628126718,0.8843656373378419,1,1.0
38952.59806800024,35269.957173487106,15988.17391519778,15601.17391519778,210641.779473825,0.3926999181784983,0.09090909090909091,0.06060606060606061,10471.398863037,10343.898863037,25246.51281474889,0.48484848484848486,0.0,inu.32000013032927,False,,-36044.076561304966,35402.076561304966,49068995046.280785,49055900257.280785,2.0,3.0,"[1677954.3079748764, 387007.1894558471, 173148.81348448, 143845.18288819524, 61768.80422942219, 55773.180085628024, 17432.083462394487, 38952.59806800024, 21656.465411186822, 10046.223488208816, 14598.440747666931, 15667.2410389646, 12440.22302941228, 7879.985336454356, 9559.593575640716, 13290.63020985999, 10399.185202851924, 8103.1557547937655, 7695.084026395905, 7645.270826078921, 6714.696715169303, 5256.189462332094, 6687.948901103496, 7003.545399014134, 6511.386930179734, 6631.609560220965, 6012.2636736474615, 5739.0544826275745, 5378.284940332086, 6371.622163944968, 5950.151650597704, 6190.4818602199, 5688.893550711414]",2567785.27419083,1712944.8541708277,82023.6607370817,"[0.0, 0.015151515151515152, 0.030303030303030304, 0.045454545454545456, 0.06060606060606061, 0.07575757575757576, 0.09090909090909091, 0.10606060606060606, 0.12121212121212122, 0.13636363636363635, 0.15151515151515152, 0.16666666666666669, 0.18181818181818182, 0.19696969696969696, 0.21212121212121213, 0.2272727272727273, 0.24242424242424243, 0.25757575757575757, 0.2727272727272727, 0.2878787878787879, 0.30303030303030304, 0.3181818181818182, 0.33333333333333337, 0.3484848484848485, 0.36363636363636365, 0.3787878787878788, 0.3939393939393939, 0.4090909090909091, 0.42424242424242425, 0.4393939393939394, 0.4545454545454546, 0.4696969696969697, 0.48484848484848486]",0.0,0.0,0.0,29492.86969790561,28857.86969790561,2483.4781324899486,2471.4781324899486,"[0, 0]",0.0,2.0,2,6.0,"[20, 34]",0.0,-7.0,"[2483.4781324899486, 29492.86969790561]",15601.17391519778,28880.34783039556,15601.17391519778,"[27, 65]",0.0,-7.0,32,66,raw,4.31787000175874e-06,0.07790063698335523,0.06902277487258707,0.032197178376293815,0.094761827350834,2774999.7875864594,2706780.8043236975,36044.076561304966,35402.076561304966,0.064770930405558,mexh,980.6682706562613,245598238.8438208,9.952644608808896,-32.432260968075006,0.6595643939393939,CWT,0.9999999999999999,0.9999999999999999,0.011328561974723428,0.3783115570885583,1.0,0.7435897435897434,0.6313344062077034,0.14335776554656404,,0.5720284628333714,0.0,0.0,0.0,0.9999999999999999,0.9999999999999999,1.0,0.0,0.0,0.0,0.0,1.0,0.617449072197275,0.7636250660674255,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.995503894191587,0.0,0.47368421052631576,0.6832740392885677,0.6832740392885677,0.0,3.8805755918462137,1.0,1,1.9032656818667175,1.0,1,0.0,0.38106810312567096,0.6070111377223077,3,0,0.6134902543009116,1.0,1,1.0,0.9,1.5,1.2000000000000002,0.875,1,mexh,0.14285714285714285,,,2,1.25,0.9999999999999999,0.24421265053821722,0.07521354141457481,0.39911512868498566,0.9935193720626531,0.7435897435897434,0.45713353397177514,0.14261835530325612,,0.25056501230949546,0.0,0.0,0.0,0.7754907167979115,0.7754907167979115,0.7754907167979118,0.0,0.0,0.0,0.0,1.0,0.3449572619771876,0.7124904940693617,0.7600185198904832,0.0,0.0,0.0,0.0,0.6000000000000001,0.0,0.9196894819188418,0.0,0.4736842105263158,0.6832740392885676,0.6832740392885676,0.0,3.302367064506965,0.9907756399977486,2,1.6520458235299393,0.8590109995199041,4,1.4142135623730951,0.9292893218813453,3.0,2.6666666666666665,0.8896446609406726,2,1.5,1.5,0.7071067811865476,2,0.1111111111111111,0.12618861628126718,0.8843656373378419,1,1.75
,,9322.523671318691,8935.523671318691,86141.48279700654,0.5090751604669801,,,4684.36462277582,4556.86462277582,6397.676091908152,,,inu.32000013032927,False,,-16869.612003980976,16227.612003980976,4453250194.8257885,4440155405.8257885,,,[],,,,[],,,,22465.027446197328,21830.027446197328,800.4935443183231,788.4935443183231,"[0, 28, 28, 28]",0.0,12.0,4,4.0,"[13, 35, 44, 60]",0.0,12.0,"[22465.027446197328, 800.4935443183231, 4085.075267375468, 9939.498427383644]",8935.523671318691,34194.094685274766,8935.523671318691,"[28, 41, 49, 65]",0.0,-1.5,32,66,raw,1.9091631138374884e-06,,,,,0.0,68218.9832627621,16869.612003980976,16227.612003980976,0.059514968211698396,gaus4,407.1589573533763,27447877.498205315,10.201386982362322,-21.78366992902907,0.6832386363636364,CWT,0.08678598371454531,0.26856762876865137,0.7965992267709251,1.0,0.041883396988277984,1.0,0.8860382983942281,0.004160997909786045,,0.0240012957637038,,,,0.29106413589500635,0.29106413589500635,0.29106413589500646,,,,,0.0,0.26769775861544276,0.9794071914185299,0.6506855906082,,,,,0.0,,0.04582868724204098,1.0,0.9999999999999999,0.1695682811877674,0.1695682811877674,0.9999999999999999,1.7087950374518308,0.4403457675305478,3,1.861587036823259,0.9781015097153539,2,0.44444444444444436,0.38977441069167595,0.6208795922522272,2,0,0.5105044415683018,0.8321312979128496,2,0.5,0.95,2.25,2.181818181818182,0.8625,2,gaus,0.8392857142857143,1.0,0.11249999999999998,1,1.75,0.09547592574780052,0.0655876124703563,0.8097423739440075,1.0,0.04856444906364257,1.0,0.6097867833984334,0.01304662499810267,,0.010513261767934268,,,,0.2694820569542029,0.2694820569542029,0.269482056954203,,,,,0.025202995068456222,0.1495577368361633,0.8804922934615226,0.5139550307382714,,,,,0.2,,0.04555720405155817,0.9166666666666666,1.0,0.16956828118776737,0.16956828118776737,1.0,1.5950847385157683,0.47855706884890076,7,1.707580073722287,0.8878870337593094,2,3.5355339059327378,0.8232233047033631,4.5,3.1111111111111116,0.7991116523516816,3,11.25,10.5,5.6035702904487605,16,0.8333333333333334,1.0,0.11666666666666663,3,3.0
,,9449.300821713874,9062.300821713874,100790.10429084707,0.41848928043109207,,,1502.4965244266768,1374.9965244266768,5952.952687143185,,,inu.32000013032927,False,,-15200.706559607708,14558.706559607708,3939080668.5268273,3925985879.5268273,,,[],,,,[],,,,23969.460092263762,23334.460092263762,726.7858646745374,714.7858646745374,"[0, 28, 28, 28]",0.0,12.0,4,4.0,"[13, 35, 44, 60]",0.0,12.0,"[23969.460092263762, 726.7858646745374, 4116.508595759819, 8984.448734157379]",9062.300821713874,34701.203286855496,9062.300821713874,"[28, 41, 49, 65]",0.0,-1.5,32,66,raw,1.6840603389991387e-06,,,,,0.0,68218.9832627621,15200.706559607708,14558.706559607708,0.054733968942320826,gaus6,371.0396982528422,23636388.20163566,10.167783143078005,-21.364637884458055,0.6775568181818182,CWT,0.06523942078478012,0.20021250544650085,0.8275003639265007,0.9160130289742259,0.025143332224143892,0.9384615384615391,0.6877781206402017,0.02053879633038125,,0.0,,,,0.3045477219482514,0.3045477219482514,0.30454772194825147,,,,,0.0,0.07539501755000999,1.0,0.7254624541757764,,,,,0.0,,0.03488425377083351,1.0,0.9999999999999999,0.12485640232735598,0.12485640232735598,0.9999999999999999,1.6419063734326786,0.4231089781842206,4,1.7054253589973185,0.8960521777099676,3,0.44444444444444436,0.3777176241775168,0.6016740916102038,4,0,0.46011088834853425,0.7499889120045481,5,0.816496580927726,0.9183503419072274,4.0,3.8709677419354844,0.7591751709536136,3,gaus,0.8392857142857143,1.0,0.11249999999999998,1,2.5,0.07413439513196887,0.048894426625987225,0.838646772409736,0.9188234865029508,0.032054343132415695,0.9384615384615391,0.49096229231489985,0.02829194797487586,,0.0,,,,0.2791060746603792,0.2791060746603792,0.2791060746603793,,,,,0.025202995068456222,0.04212178783947364,0.896525266028625,0.5666292275723878,,,,,0.2,,0.03548335723514677,0.9166666666666666,1.0,0.12485640232735597,0.12485640232735597,1.0,1.5583063111708408,0.46752281094267933,8,1.5986219362914376,0.8312322865318305,5,2.1213203435596424,0.8939339828220179,6.5,6.153846153846153,0.784466991411009,4,11.25,10.5,5.6035702904487605,16,0.8333333333333334,1.0,0.11666666666666663,3,3.75
,,13126.205566104727,12925.548423247585,86964.5277932147,0.5401982175799,,,1360.7913665904987,936.9913665904987,5566.762300152541,,,inu.32000013032927,False,,-14811.941257190672,14213.341257190672,3534424869.443061,3523011195.403061,,,[],,,,[],,,,24080.492352987945,23481.892352987947,1630.5327887967967,1606.7327887967967,"[0, 28, 28]",0.0,-1.0,3,4.0,"[12, 45, 59]",0.0,-1.0,"[24080.492352987945, 1630.5327887967967, 13667.591556529438]",12925.548423247585,37974.01669831418,12925.548423247586,"[28, 48, 65]",0.0,-1.0,32,66,smoothed,4.833686663674336e-06,,,,,0.0,0.0,14811.941257190672,14213.341257190672,0.05569881585336864,gaus6,323.8984435718054,20811020.88771888,10.052556184590706,-21.493668165678695,0.6519886363636364,CWT,0.05608101708458976,0.11956891768812337,0.8459326221085934,0.8166048549103475,0.019815790163271996,0.8014705882352937,0.6506119254729085,0.013903196163989266,,0.11629919215592016,,,,0.5723762988656735,0.5723762988656735,0.5723762988656736,,,,,,0.02521300687438966,1.0,0.5717912239843838,,,,,0.25,,0.027588091119367254,1.0,1.0,0.11314509859868063,0.11314509859868063,0.55,1.817582627054425,0.5400858836214089,4,1.5648591601826565,0.7714822894722081,4,0.0,0.4631650434234604,0.6019613047602834,5,0,0.4154986139783897,0.6383185464430221,5,0.5773502691896257,0.9422649730810374,4.5,4.444444444444445,0.7461324865405188,2,gaus,0.8392857142857143,1.0,0.11249999999999998,1,1.75,0.05560176590851593,0.28246461524706,0.8297463966249568,0.6404706866419762,0.019815790163272003,0.6615384615384614,0.6506119254729084,0.013903196163989266,,0.12722244875594474,,,,0.5723762988656734,0.5723762988656734,0.5723762988656738,,,,,0.0,0.02733251991790593,1.0,0.5717912239843836,,,,,0.2,,0.027588091119367254,0.9999999999999999,0.31578947368421056,0.11560367227226356,0.11560367227226356,0.31578947368421056,1.6876396321308866,0.5063253732696975,4,1.4598324239944143,0.759066178314321,8,2.8284271247461903,0.8585786437626906,6.0,5.333333333333333,0.7792893218813453,5,11.25,10.5,5.6035702904487605,16,0.8333333333333334,1.0,0.11666666666666663,3,4.5
,,12123.065270569683,11922.40812771254,81003.59140940895,0.7269541363867768,,,4774.308695412504,4350.508695412504,6387.2792657054915,,,inu.32000013032927,False,,-16213.5572251267,15614.9572251267,4199136990.4498415,4187723316.4098415,,,[],,,,[],,,,19865.53472470373,19266.934724703733,1941.2148973807111,1917.4148973807112,"[0, 28, 28]",0.0,-1.0,3,4.0,"[13, 44, 58]",0.0,-1.0,"[19865.53472470373, 1941.2148973807111, 14562.446189624601]",11922.40812771254,34964.59581170905,11922.40812771254,"[65, 48, 65]",0.0,-5.5,32,66,smoothed,5.775728020191874e-06,,,,,0.0,0.0,16213.5572251267,15614.9572251267,0.05629954871505022,gaus4,375.19978544547666,26416422.704492997,10.112099585858937,-22.125555278305868,0.6628787878787878,CWT,0.09579563965158726,0.20528856833237236,0.801495431350993,1.0,0.04409652941795744,0.9705882352941168,0.8955858331092112,0.007699445152105397,,0.1611678074883144,,,,0.4962250370971724,0.4962250370971724,0.49622503709717247,,,,,,0.1407217593798969,0.9048528020084788,0.4242143229245682,,,,,0.25,,0.04061143797586833,0.18181818181818182,1.0,0.15085598248186935,0.15085598248186935,0.55,1.6386772479529215,0.48692501581907516,5,1.842820191336936,0.9085182721058969,2,0.0,0.38884095627504045,0.5053645837636278,6,0,0.5025687102885429,0.7720818261401274,2,2.0615528128088303,0.793844718719117,3.75,2.926829268292683,0.7094223593595586,5,gaus,0.8392857142857143,1.0,0.11249999999999998,1,4.0,0.09497699948861518,0.35232457787400545,0.7861594749912365,0.7843091830654024,0.044096529417957456,0.7794871794871792,0.895585833109211,0.00769944515210539,,0.1715364517192961,,,,0.49622503709717236,0.49622503709717236,0.4962250370971726,,,,,0.0,0.14259011775136454,0.9048528020084788,0.4242143229245681,,,,,0.2,,0.04061143797586833,0.25,0.31578947368421056,0.15315456143645365,0.15315456143645365,0.31578947368421056,1.5151964759132286,0.4545890050442926,9,1.6931979975446065,0.8804088140534159,3,4.242640687119285,0.7878679656440357,6.0,4.5,0.7439339828220178,6,11.25,10.5,5.6035702904487605,16,0.8333333333333334,1.0,0.11666666666666663,3,5.25
,,9348.04787621696,8961.04787621696,109508.9140099142,0.42502419516493667,,,412.89945640561564,285.39945640561564,5745.935202435849,,,inu.32000013032927,False,,-13963.254617556344,13321.254617556344,3633600953.3610992,3620506164.3610992,,,[],,,,[],,,,22426.667010548532,21791.667010548532,1285.0449497847335,1273.0449497847335,"[0, 28, 28, 28]",0.0,12.0,4,4.0,"[13, 35, 44, 60]",0.0,12.0,"[22426.667010548532, 1285.0449497847335, 5184.167562387301, 8496.311982147277]",8961.04787621696,34296.19150486784,8961.04787621696,"[28, 41, 49, 65]",0.0,-1.5,32,66,raw,1.5283078892657288e-06,,,,,0.0,68218.9832627621,13963.254617556344,13321.254617556344,0.05375161252959099,gaus8,365.20477665943764,24228264.740143467,10.163662002253123,-21.04625007628305,0.6571969696969697,CWT,0.055209556797375,0.15291642961225269,0.8509795833717609,0.9057129518870809,0.02774285456726302,0.7179487179487182,0.7020807178686677,0.030286806278378764,,0.18178487613853672,,,,0.29377880342076856,0.29377880342076856,0.2937788034207686,,,,,0.0,0.00954297831996738,0.9835531677559524,0.6487789096607991,,,,,0.0,,0.028381918940723866,1.0,0.9999999999999999,0.09170365450984297,0.09170365450984297,0.9999999999999999,1.5907463350629114,0.4099253570540811,5,1.6198799460114228,0.8511055295352403,4,0.44444444444444436,0.37223014911764263,0.59293298089536,5,0,0.43035970229143716,0.7014939508400886,6,0.816496580927726,0.9183503419072274,5.0,4.8979591836734695,0.7091751709536137,4,gaus,0.8392857142857143,1.0,0.11249999999999998,1,3.25,0.06419997310570065,0.03734412658644895,0.8606088352002836,0.9088680810814519,0.03461815574964292,0.7179487179487183,0.49953435583314065,0.037365912388257566,,0.07962703376982258,,,,0.2714196726768414,0.2714196726768414,0.27141967267684153,,,,,0.025202995068456222,0.005331483713545589,0.8837202322159072,0.5126119296407977,,,,,0.2,,0.029498257576962793,0.9166666666666666,1.0,0.09170365450984296,0.09170365450984296,1.0,1.5072166926253885,0.4521949117349731,10,1.520511243911409,0.7906172242987555,7,2.1213203435596424,0.8939339828220179,8.5,8.23529411764706,0.7344669914110089,7,11.25,10.5,5.6035702904487605,16,0.8333333333333334,1.0,0.11666666666666663,3,6.0
,,16939.507776665287,16738.850633808142,137968.88859585323,0.8065543022260472,,,16823.2546859063,16399.4546859063,15948.936471318571,,,inu.32000013032927,False,,-24273.389783002767,23674.78978300277,19814089918.344303,19802676244.304302,,,[],,,,[],,,,27132.30167968956,26533.701679689562,6746.713873641014,6722.913873641014,"[0, 27]",0.0,-6.0,2,5.0,"[15, 36]",0.0,-6.0,"[27132.30167968956, 6746.713873641014]",16738.850633808142,32474.415553330575,16738.850633808142,"[65, 65]",0.0,-6.0,32,66,smoothed,7.940259733814057e-06,,,,,0.0,0.0,24273.389783002767,23674.78978300277,0.08855588794828363,gaus2,627.8748208229812,108196085.78943445,9.873514516907942,-29.028431215362424,0.6387310606060606,CWT,0.5585985102540595,0.40224690887273995,0.316053635401567,0.2651521007444029,0.3983388728944563,0.5955882352941168,1.0,0.06698518438977913,,0.8551765034792538,,,,0.8618550249534507,0.8618550249534507,0.8618550249534507,,,,,,0.5484415938793057,0.8261221481696953,0.6786432027653428,,,,,0.5,,0.3465468071397356,0.09090909090909091,0.09090909090909091,0.36770811363701394,0.36770811363701394,0.05,2.6073644131155453,0.774765720149216,2,1.4746606616719677,0.7270140421637031,6,0.0,0.5219806956704213,0.67840219180395,3,0,0.45037043098139024,0.6918911139374111,4,1.707825127659933,0.8292174872340067,3.75,3.2,0.7271087436170034,3,gaus,0.8392857142857143,1.0,0.11249999999999998,1,2.5,0.553824898666585,0.5128420578894048,0.3100062088408307,0.2079612275229179,0.39833887289445635,0.5179487179487172,0.9999999999999998,0.0669851843897791,,0.8569666390094772,,,,0.8618550249534505,0.8618550249534505,0.8618550249534509,,,,,0.0,0.5494234329256118,0.8261221481696952,0.6786432027653428,,,,,0.4,,0.3465468071397356,0.16666666666666669,0.05263157894736842,0.36908666123152994,0.36908666123152994,0.052631578947368425,2.5732181145046304,0.7720164883102589,3,1.4431274234153808,0.75038011220163,10,4.949747468305833,0.7525126265847084,6.5,4.615384615384615,0.7137563132923542,8,11.25,10.5,5.6035702904487605,16,0.8333333333333334,1.0,0.11666666666666663,3,6.75
,,,,976839.2576627241,0.10424066513468737,,,0.0,127.5,23019.22501150897,,,inu.32000013032927,False,,-47866.11789971271,47224.11789971271,49280222114.34086,49267127325.34086,,,[],,,,[],,,,,,,,[],,,0,8.0,[],,,[],,,,[],,,32,66,raw,3.275686024610061e-06,,,,,0.0,68218.9832627621,47866.11789971271,47224.11789971271,0.07072797873671044,gaus1,825.952184982054,208138434.19501454,9.96223344835537,-32.58588089676625,0.5909090909090909,CWT,0.8920893384494345,0.683528493446938,0.0,0.4022771992982669,0.8354765008950176,0.0,0.0,1.0000000000000002,,,,,,,,,,,,,0.0,0.0,,,,,,,1.0,,1.0,,,1.0,1.0,,1.3,0.3350018493987164,6,1.4915621996655541,0.7836857533219609,7,0.7777777777777772,0.6277777777777778,1.0,1,0,0.4766714415112071,0.7769829075025598,3,2.753785273643051,0.7246214726356949,4.25,2.4347826086956523,0.6498107363178474,6,gaus,0.8392857142857143,1.0,0.11249999999999998,1,4.75,0.8931161923707737,0.1669263051030712,0.06461699709607482,0.42227880817647295,0.8312559378004931,0.0,0.07875200334373794,0.9400263587724227,,,,,,,,,,,,,0.025202995068456222,0.0,,,,,,,1.0,,0.9238279401865526,,,1.0,1.0,,1.27703576713435,0.3831360671807848,12,1.3910616653347456,0.7233075829457263,13,0.7071067811865476,0.9646446609406726,12.5,12.48,0.6698223304703363,9,11.25,10.5,5.6035702904487605,16,0.8333333333333334,1.0,0.11666666666666663,3,7.5
,,12732.758408720523,12532.10126586338,96095.64463613759,0.5128159479413168,,,615.696003593361,191.89600359336094,5513.298179993237,,,inu.32000013032927,False,,-13914.5780091282,13315.9780091282,3360881570.151409,3349467896.111409,,,[],,,,[],,,,22907.856868336825,22309.256868336826,2100.5916390335638,2076.7916390335636,"[0, 28, 28]",0.0,-1.0,3,4.0,"[12, 44, 59]",0.0,3.5,"[22907.856868336825, 2100.5916390335638, 13189.826718791182]",12532.10126586338,36793.67522616157,12532.10126586338,"[28, 48, 65]",0.0,-1.0,32,66,smoothed,4.347690334953836e-06,,,,,0.0,0.0,13914.5780091282,13315.9780091282,0.0541931130754875,gaus8,318.04351197602244,21549572.618868902,10.045671722194633,-21.321180354656427,0.6425189393939394,CWT,0.05349324932091841,0.07534640534926804,0.8580627535966205,0.7954005408621057,0.023014951007814338,0.6544117647058831,0.6146936978945295,0.023406262747254245,,0.18418494789188142,,,,0.5425085948093264,0.5425085948093264,0.5425085948093266,,,,,,0.0,0.9626817956077927,0.5307341301392832,,,,,0.25,,0.024187950652734023,1.0,1.0,0.08900128030403236,0.08900128030403236,1.0,1.8379156700174761,0.5461277489605425,3,1.479701984633055,0.7294994360438364,5,0.0,0.48266551209483843,0.6273054617331306,4,0,0.38722870318554925,0.5948882971996435,6,1.2909944487358056,0.8709005551264195,4.5,4.210526315789474,0.7104502775632098,4,gaus,0.8392857142857143,1.0,0.11249999999999998,1,3.25,0.05303611241467451,0.24642406869743017,0.8416444280162624,0.6238399484133373,0.02301495100781435,0.5589743589743594,0.6146936978945294,0.023406262747254238,,0.1942690816543932,,,,0.5425085948093264,0.5425085948093264,0.5425085948093267,,,,,0.0,0.00217433455561419,0.9626817956077927,0.5307341301392832,,,,,0.2,,0.024187950652734026,0.9999999999999999,0.31578947368421056,0.0915622881564474,0.0915622881564474,0.5526315789473685,1.6651577437228977,0.49958036069517664,5,1.397081888700422,0.7264379065826535,12,4.949747468305833,0.7525126265847084,8.5,7.0588235294117645,0.6637563132923542,10,11.25,10.5,5.6035702904487605,16,0.8333333333333334,1.0,0.11666666666666663,3,8.25
