signal_type,wavelet,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,wavelet_psnr,signal_length,scales_used,emd_value,kl_divergence,is_complex,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,prominence_threshold,distance_factor,max_autocorrelation,upper_envelope,lower_envelope,wavelet_type,htid,avg_prominence_diff,prominence_max_diff,upper_envelope_diff,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,lower_envelope_diff,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,max_autocorrelation_diff,prominence_threshold_diff,relative_num_peaks_diff,prominence_min_diff,distance_factor_diff,emd_value_normalized,smoothness_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,correlation_normalized,avg_variance_across_levels_normalized,kl_divergence_normalized,prominence_min_diff_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,relative_num_peaks_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_right_bases_array_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,relative_left_bases_array_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_signal_weighted_score,reconstruction_signal_normalized_weighted_score,reconstruction_signal_normalized_weighted_rank,wavelet_signal_weighted_score,wavelet_signal_normalized_weighted_score,wavelet_signal_normalized_weighted_rank,reconstruction_signal_num_missing_metrics,reconstruction_signal_missing_metrics_count,reconstruction_signal_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_rank,wavelet_signal_num_missing_metrics,wavelet_signal_missing_metrics_count,wavelet_signal_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank
raw,morl,21.034888684037426,0.6531640057035689,351.2781353411667,-30.667877600071996,1121,127,22212.710511492915,,False,15.923511225113957,151805.9802317188,0.012705705068931632,1.0412118058735057e-07,0.44705255141274625,22,41704.865505082416,293.909799304849,105983.46583147201,"[35, 74, 124, 164, 233, 283, 327, 372, 410, 463, 515, 575, 646, 707, 747, 791, 866, 904, 970, 1018, 1067, 1108]","[105983.46583147201, 1361.6805133653834, 418.65630747413525, 99523.6103159012, 10808.475720785338, 346.92046847351594, 71771.91788349494, 556.0575559499266, 28462.148981323524, 64087.22946550211, 18948.269270377314, 62572.816433983295, 83046.71783172191, 293.909799304849, 9296.282657069749, 98205.19333125057, 15500.452757143687, 90600.72128076007, 76819.09276126807, 8317.323333034408, 1149.9753139111635, 69436.12329824589]","[0, 73, 97, 97, 222, 282, 282, 368, 368, 368, 480, 480, 368, 704, 704, 704, 815, 815, 925, 1010, 1032, 704]","[704, 97, 125, 704, 282, 284, 368, 373, 440, 480, 554, 594, 704, 708, 754, 1032, 888, 1032, 1032, 1032, 1068, 1120]",0.05,30,965701039541.9907,78573.93894973578,-78573.93894973578,CWT,mdp.39015035518128,41114.00186871878,105134.46583147201,77717.93894973578,0.13636363636363635,2.5,0.09090909090909091,-2.0,41114.00186871878,904508.0411118132,41114.00186871878,77717.93894973578,0.0,-11.0,,0.0,0.0,211.909799304849,0.0,0.003258359800274363,0.0004279235237953233,0.9043132200072693,0.741476521805281,0.7642636650239241,0.1881838074398249,1.0,0.0,,0.24791049191727105,0.656044983663387,0.656044983663387,0.6560254732625518,1.0,0.29639098360066063,0.0,,1.0,1.0,1.0,1.0,0.050363378390894636,0.050363378390894636,0.23529411764705882,1.7802074464380793,0.7834645080376132,4,1.7718374333921152,0.7739350296000136,3,0,0,0.5606026993240077,1.0,1,1,0.11111111111111112,0.4446848816444905,0.7547907315072716,3,1.2583057392117916,0.9032072508298622,2.75,2.0869565217391304,0.8458343946457003,1,morl,1.0,1.0,,1,0.07692307692307693,,,5,2.0
raw,gaus8,21.171292428007366,0.6436603988283802,341.41247125773356,-31.85472547551999,1121,127,24610.557894191228,,False,15.772358115211466,171372.08654706978,0.011701602041664969,1.1676607990537468e-06,0.37219664492207233,17,52912.0068212417,432.8656679560445,125500.56417859156,"[35, 80, 165, 233, 325, 409, 465, 510, 576, 642, 749, 791, 867, 905, 967, 1018, 1090]","[125500.56417859156, 432.8656679560445, 80538.04204498048, 5696.656020291951, 69153.97528240354, 25789.455243678512, 61418.718725954895, 17971.574375097545, 55244.0835187407, 101501.74728963061, 4406.323525819931, 98776.51249615423, 10783.642076079288, 84066.83958483784, 60365.226854866065, 9895.595940418196, 87962.29313560762]","[0, 79, 99, 223, 283, 369, 369, 481, 481, 99, 704, 704, 813, 813, 927, 1010, 704]","[704, 99, 283, 283, 369, 441, 481, 536, 592, 704, 754, 1033, 887, 1033, 1033, 1033, 1120]",0.05,30,1268179667972.91,102293.19457706985,-102293.19457706985,CWT,mdp.39015035518128,52321.14318487806,124651.56417859156,101437.19457706985,0.0,-13.5,0.0,-9.0,52321.14318487806,886505.1159611089,52321.14318487806,101437.19457706985,0.0,-9.0,,0.0,5.0,350.8656679560445,0.0,0.057471578670044154,0.023457422424015308,0.8143572635959446,0.6671559787231053,0.7790581397385691,0.12089715536105079,0.8315054055371378,0.018399631865134648,,0.41118090841996235,1.0,1.0,1.0,0.9647644070801171,0.4481009977202092,1.0,,0.0,0.0,0.0,0.0,0.12080032172379057,0.12080032172379057,0.47058823529411764,2.272224750674492,1.0,1,1.6243209948219512,0.7095001457333161,4,0,0,0.46687394228299917,0.8328071606611427,2,1,0.11111111111111112,0.4084822664338196,0.6933418279234879,4,1.5,0.8846153846153846,2.75,2.0,0.8365384615384615,2,gaus,7.25,7.5,3.7701837772561855,8,0.5576923076923077,1.0,0.30961538461538457,1,1.75
raw,gaus6,21.19110791265082,0.6465051592012194,322.57886772449376,-32.1965833742973,1121,127,24291.194486892327,,False,15.637931574543732,171784.43026370808,0.011267180209402868,1.45189519586954e-06,0.33022113805564857,17,49858.832999120285,1.0699176083580824,134511.64232966534,"[35, 165, 231, 282, 325, 409, 465, 510, 576, 642, 749, 792, 867, 905, 967, 1018, 1088]","[134511.64232966534, 77457.92037558531, 4703.6545175222145, 1.0699176083580824, 60455.354478263114, 23896.476143947828, 58422.87344211441, 16385.186427153494, 50298.331579341946, 87223.93200127932, 3186.5160841857105, 89367.02540626777, 12732.91598406303, 68013.46430796666, 49292.18087248048, 12938.554442302911, 98713.06267529693]","[0, 99, 223, 281, 283, 283, 283, 481, 481, 99, 703, 703, 815, 815, 927, 1000, 703]","[703, 283, 283, 283, 369, 441, 481, 536, 592, 703, 754, 927, 888, 927, 1033, 1033, 1120]",0.05,30,1372556158002.2815,112281.13172353352,-112281.13172353352,CWT,mdp.39015035518128,49267.969362756645,133662.64232966534,111425.13172353352,0.0,-13.5,0.0,-9.0,49267.969362756645,834601.1609850448,49277.998570310745,111425.13172353352,0.0,-9.0,,0.0,5.0,80.93008239164192,0.0,0.0502510531170761,0.02961213035893256,0.7884464835562783,0.6010597302666287,0.7812073453100865,0.14103839267953097,0.7370219327104168,0.018787392846587238,,0.09401189705112374,0.9062959569937696,0.9062959569937696,0.9065984626177502,0.8631772142678988,0.5181457743164966,1.0,,0.0,0.0,0.0,0.0,0.15046060170269726,0.15046060170269726,0.47058823529411764,2.0889240641290243,0.9193298609694942,2,1.546899470259541,0.6756825794178929,5,0,0,0.4261453357814516,0.7601556972438965,3,1,0.11111111111111112,0.38787250205013657,0.6583596196734014,6,1.8257418583505538,0.8595583185884189,4.0,3.3333333333333335,0.7759330054480555,3,gaus,7.25,7.5,3.7701837772561855,8,0.5576923076923077,1.0,0.30961538461538457,1,2.5
raw,cgau8,16.02263923097301,0.7315178377011526,468.42326062096083,-31.661790707342025,1121,127,27136.35076309115,-1945918.199983065,True,16.287543763012714,172579.6381801654,0.012003109260033173,4.626598121285281e-05,0.2929354703084007,17,40363.60160184305,933.996675651877,86741.2410903164,"[35, 80, 165, 233, 326, 409, 465, 510, 574, 642, 748, 791, 868, 905, 967, 1018, 1090]","[86741.2410903164, 933.996675651877, 76728.31330642379, 5389.518782241975, 54121.63685233021, 20240.543001023565, 46972.08959278847, 13751.616426210607, 45163.934793579465, 62102.64068670447, 4258.919019302879, 76243.49993091161, 9016.741471899742, 67834.70533556046, 52370.87995521855, 5816.724773054571, 58494.225538113176]","[0, 78, 98, 223, 282, 369, 369, 481, 481, 369, 705, 705, 813, 813, 926, 1010, 705]","[705, 98, 705, 282, 369, 441, 481, 536, 592, 705, 754, 1033, 887, 1033, 1033, 1033, 1120]",0.05,30,1231698458112.039,86531.15153043332,-86531.15153043332,CWT,mdp.39015035518128,39772.73796547941,85892.2410903164,85675.15153043332,0.0,-13.5,0.0,-9.0,39772.73796547941,673182.2272313319,39772.7379654794,85675.15153043332,0.0,-9.0,,0.0,5.0,851.996675651877,0.0,0.11457753237227083,1.0000000000000002,0.8289805628034316,0.9204678500926811,0.22063050922728733,0.74293813407599,0.6530949086334021,0.01953519277587496,0.8021243820702447,1.0,0.6148806550682601,0.6148806550682601,0.6148588096744374,0.5472456758264986,0.14681761284377842,1.0,,0.0,0.0,0.0,0.0,0.07399319799570972,0.07399319799570972,0.47058823529411764,1.7241326065355334,0.7587861218498471,5,2.2893878240759293,1.0,1,0,0,0.36837557426905515,0.6571063156015016,6,0,0.0,0.5891498968945758,1.0,1,2.6299556396765835,0.7976957200248782,3.25,1.6901408450704225,0.7738478600124391,4,cgau,4.0,4.0,,1,0.3076923076923077,,,2,3.5
raw,gaus4,21.32655025292823,0.650101498240463,308.7327707870962,-33.01209041089257,1121,127,24495.0526298573,,False,15.444185106782495,188610.9997988787,0.013304777220253881,1.8002188338572615e-06,0.27607619464844446,18,43648.822316132995,409.35098059710344,149799.7258220441,"[38, 129, 166, 205, 267, 352, 409, 465, 510, 576, 640, 750, 792, 862, 905, 969, 1019, 1087]","[149799.7258220441, 409.35098059710344, 54256.01864564883, 515.4355874993335, 4853.69036341249, 48012.89000277469, 18990.495308863166, 52978.22029580145, 14624.598717731293, 46089.297242535074, 84284.25902632199, 2117.318519059785, 89616.82941314166, 14143.438038621342, 52337.40912569224, 11040.62351194562, 26601.764056319855, 115007.437032384]","[0, 100, 100, 204, 263, 282, 282, 282, 481, 481, 282, 703, 703, 815, 815, 927, 927, 703]","[703, 133, 703, 282, 282, 369, 441, 481, 536, 593, 703, 754, 927, 888, 927, 984, 1032, 1120]",0.05,30,1657624130193.392,124673.16486829496,-124673.16486829496,CWT,mdp.39015035518128,43057.958679769356,148950.7258220441,123817.16486829496,0.0,-13.0,0.0,-8.5,43057.958679769356,772679.801690394,43057.95867976937,123817.16486829496,0.0,-13.0,,0.0,4.0,327.35098059710344,0.0,0.054860106304818246,0.03715460334129877,0.7266359373568322,0.505796439199992,0.7958975453017234,0.16650089516610325,0.6151460419582542,0.034610811160394744,,0.3835516126133771,0.7157063797179264,0.7157063797179264,0.7156902535321668,0.7419838087025387,0.6369828740348532,0.8,,0.07142857142857145,0.0,0.03125,0.0,0.1872601096683288,0.1872601096683288,0.0,1.8538516300533037,0.815875115128027,3,1.4409360668726932,0.629397977799721,6,0,0,0.37048714993457277,0.6608729326157683,5,1,0.11111111111111112,0.36151974191812153,0.6136294749837035,9,2.5,0.8076923076923077,5.75,4.931506849315069,0.6826923076923077,5,gaus,7.25,7.5,3.7701837772561855,8,0.5576923076923077,1.0,0.30961538461538457,1,4.0
raw,gaus2,22.025025904069615,0.6456763154382688,355.20294858242033,-36.766448034985494,1121,127,42695.40176264517,,False,15.255728765523624,299745.79625764803,0.01963374607548888,1.8475306820460604e-06,0.201190076315391,20,35744.84489278214,56.14196947304299,181582.04685019495,"[42, 79, 124, 163, 226, 267, 309, 352, 413, 465, 511, 576, 641, 750, 793, 867, 905, 972, 1019, 1081]","[181582.04685019495, 315.4416429482808, 56.14196947304299, 28006.20507486885, 372.9665773708075, 2378.029718734746, 219.9688414484881, 38563.74746916294, 11610.548512776035, 78435.96496274331, 13286.104274447443, 39221.36472967581, 33430.602214357255, 922.2619576722418, 59145.517300672705, 6949.492814192967, 47737.624880202646, 3907.0723454950494, 22662.46868065001, 146093.32703855511]","[0, 78, 99, 99, 225, 263, 283, 283, 283, 283, 481, 481, 593, 703, 703, 814, 703, 703, 703, 703]","[703, 703, 125, 703, 703, 283, 310, 369, 439, 703, 537, 703, 703, 754, 814, 882, 926, 983, 1032, 1120]",0.05,30,3937295322516.903,148930.8543423314,-148930.8543423314,CWT,mdp.39015035518128,35153.9812564185,180733.04685019495,148074.8543423314,0.0,-12.0,0.0,-3.0,35153.9812564185,701897.8978556427,35171.313468900094,148074.8543423314,0.0,-7.5,,0.0,2.0,25.85803052695701,0.0,0.4663539812534875,0.03817907684178054,0.44207812858294276,0.4131342528997931,0.8716548526809382,0.1351700815595788,0.44658344308039827,0.13912007372346824,,0.029303317752644713,0.4731277767468934,0.4731277767468934,0.47362985851926565,0.6034484135521552,0.8840327318660203,0.4,,0.8571428571428572,0.0,0.09375,0.0,0.25929599164181943,0.25929599164181943,0.6470588235294118,1.6667166387156922,0.7335175088736009,6,1.3473507867140897,0.5885201155282302,8,0,0,0.3895152527956987,0.6948151574464204,4,1,0.11111111111111112,0.3634786807722428,0.616954501202747,8,1.9148542155126762,0.8527035218836403,6.5,6.0,0.6763517609418201,6,gaus,7.25,7.5,3.7701837772561855,8,0.5576923076923077,1.0,0.30961538461538457,1,4.75
raw,fbsp,16.00376518543186,0.7278161371666186,559.1192071820952,-36.94068194378281,1121,127,45863.92781601374,-2246109.0372485192,True,15.6819530069069,322617.6909414146,0.014586780270935979,8.435897806605615e-08,0.19242553052386366,21,38099.049749447324,272.33286215032604,146215.92926912336,"[36, 73, 130, 167, 206, 268, 324, 364, 412, 465, 511, 573, 640, 678, 754, 792, 864, 903, 969, 1046, 1088]","[146215.92926912336, 2927.3363562599916, 2673.2758815432753, 68907.67528057969, 2087.2979898096455, 8976.78609279538, 54088.02725895391, 4256.554172435961, 22287.93065949074, 70020.13398134537, 18547.381671834184, 48136.51999774707, 54099.747687213036, 272.33286215032604, 5363.750688093416, 74197.23819607671, 2259.250438335963, 64051.41681414071, 37062.40857804686, 1613.5351456310673, 112035.51571678712]","[0, 71, 98, 98, 204, 263, 281, 363, 281, 281, 482, 482, 482, 677, 703, 703, 814, 814, 927, 927, 703]","[703, 98, 133, 703, 281, 281, 367, 367, 442, 703, 552, 593, 703, 703, 756, 814, 866, 927, 1034, 1047, 1120]",0.05,30,4109421576843.111,202331.55609268456,-202331.55609268456,CWT,mdp.39015035518128,37508.186113083684,145366.92926912336,201475.55609268456,0.0,-7.0,0.0,-7.0,37508.186113083684,787081.0447383937,37508.18611308369,201475.55609268456,0.0,-11.5,,0.0,1.0,190.33286215032604,0.0,0.5379915665582443,0.0,0.42887224244590927,0.6227046488700004,0.21858341300107864,0.716729659836881,0.42685515899397725,0.16062841245253165,0.0,0.2225580145424981,0.5453799726540213,0.5453799726540213,0.5453541849244059,0.7701701358317032,0.6091253607931146,0.2,,0.2857142857142857,0.0,0.40625,0.0,0.41787525998917363,0.41787525998917363,0.1764705882352941,1.5988900419590497,0.7036672061090928,7,1.3610501388839142,0.5945039650209889,7,0,0,0.36729664538054957,0.6551817282068876,7,0,0.0,0.3458183446842914,0.5869785372230544,10,1.5,0.8846153846153846,7.75,7.5675675675675675,0.6442307692307692,7,fbsp,7.0,7.0,,1,0.5384615384615384,,,3,6.0
raw,mexh,22.730350592215697,0.6317405016611995,403.11646925399606,-40.02224541938045,1121,127,62637.22673309093,,False,15.217674345293872,519617.8681101701,0.01953391960688314,1.5418663542009438e-07,0.14311471519891494,23,26154.537555240182,10.553973651240085,196500.93398070522,"[48, 85, 122, 160, 199, 237, 276, 323, 383, 425, 463, 513, 575, 638, 675, 759, 796, 834, 872, 909, 977, 1019, 1059]","[590.8185729309334, 2809.044637412415, 557.7416261902836, 196500.93398070522, 534.8904393698467, 211.55733323689492, 10.553973651240085, 17503.977805127422, 284.3540634466299, 9076.18725452359, 62391.740166247924, 13363.345779388143, 24184.26203528332, 17472.326630373296, 1002.1174756854834, 608.8697635848221, 35985.55637030607, 612.8511223868809, 1032.1150443164806, 25975.50510530875, 1095.344618856383, 21888.188299021393, 167862.08167317076]","[0, 0, 0, 0, 198, 236, 275, 284, 368, 368, 368, 480, 480, 591, 674, 704, 704, 813, 704, 704, 704, 704, 704]","[49, 86, 123, 704, 704, 704, 284, 368, 385, 440, 704, 554, 704, 704, 704, 760, 813, 835, 873, 925, 983, 1032, 1120]",0.05,30,8315104227551.637,163190.76047894228,-163190.76047894228,CWT,mdp.39015035518128,25563.673918876546,195651.93398070522,162334.76047894228,0.0,-3.0,0.0,-7.5,25563.673918876546,588555.3637705242,25569.886616819924,162334.76047894228,0.0,-4.5,,0.0,1.0,71.44602634875991,0.0,0.9172210921406017,0.001512022617980703,0.19530819820396705,0.3944232572743839,0.9481550128722281,0.03650288442410972,0.3158604997836787,0.3458840110295235,,0.08286831747232135,0.17879452762464249,0.17879452762464249,0.1789386286793685,0.3816127197357555,1.0,0.2,,0.2142857142857143,0.0,0.65625,0.0,0.3016423542873392,0.3016423542873392,1.0,1.3643356734316772,0.6004404595217462,10,1.3433929465181857,0.5867913388857227,9,0,0,0.33391636742836606,0.5956381726863121,8,1,0.11111111111111112,0.3888028167377537,0.6599386994500777,5,2.160246899469287,0.8338271615792856,8.0,7.461139896373056,0.6092212730973351,8,mexh,8.0,8.0,,1,0.6153846153846154,,,4,7.0
raw,gaus7,21.175182651099384,0.6478818827396798,329.0303711144423,-32.131351907749725,1121,127,24286.88745888955,,False,15.724930713107149,173545.4825636276,0.011662031390272805,1.016900631675941e-06,0.0027895960977443192,21,40111.01615381581,79.21533190816263,147777.98429398792,"[63, 129, 174, 221, 274, 320, 360, 429, 473, 525, 583, 630, 682, 753, 805, 874, 916, 978, 1025, 1068, 1118]","[147777.98429398792, 463.78272472603203, 32060.360700618632, 1941.6164024717837, 60101.58838048368, 1448.6947091342954, 72402.46420649062, 17623.492030178022, 64994.99643041431, 23436.76824612576, 44820.4845486922, 79.21533190816263, 104976.17954222448, 3966.085796533178, 125481.72381608955, 15204.193460473438, 68045.83703018416, 37692.44502146615, 17555.364134548472, 758.3819936167711, 1499.680429764383]","[4, 127, 146, 204, 146, 292, 146, 390, 390, 495, 495, 620, 390, 720, 720, 852, 852, 946, 1016, 1049, 4]","[1049, 146, 184, 224, 292, 321, 390, 449, 620, 569, 620, 631, 1049, 755, 1049, 895, 1049, 1049, 1049, 1069, 1120]",0.05,30,1341071582607.3372,138386.1634573343,-138386.1634573343,CWT,mdp.39015035518128,39520.152517452174,146928.98429398792,137530.1634573343,0.0,-11.5,0.0,-7.0,39520.152517452174,829332.339230132,39520.49997501936,137530.1634573343,0.0,-11.5,,0.0,1.0,2.784668091837375,0.0,0.05015367500474182,0.02019291675959011,0.793390637801139,0.6438363772696954,0.7794800768899559,0.15078575691267168,0.0,0.020443456321431262,,0.0021925700637084183,0.6071286307605686,0.6071286307605686,0.6071170099642299,0.8528649979491932,0.6212675033218318,0.2,,0.2857142857142857,0.0,0.125,0.0,0.22798237008476194,0.22798237008476194,0.1764705882352941,1.5316947973526271,0.6740947597274238,8,1.27728827258345,0.5579169501781572,10,0,0,0.3243463540670861,0.5785672356879357,9,1,0.11111111111111112,0.30172980656434756,0.5121443764223216,11,1.2909944487358056,0.9006927347126303,9.5,9.367238320520402,0.5849617519716999,9,gaus,7.25,7.5,3.7701837772561855,8,0.5576923076923077,1.0,0.30961538461538457,1,7.0
raw,gaus5,21.236491290995435,0.6471864968707636,313.916203567129,-32.63306605410145,1121,127,24812.396456584884,,False,15.557714046624643,182547.17726722526,0.01113256053619448,1.021983802682708e-06,0.008603508964073503,20,37888.15190730057,28.570868457389224,140644.98541804746,"[64, 113, 174, 221, 273, 320, 360, 430, 473, 525, 583, 630, 682, 753, 805, 874, 915, 977, 1025, 1119]","[99358.48199061166, 48.4844557090687, 30105.636155884313, 1679.0544992236937, 48082.97892225699, 1078.865606398891, 59564.076592427125, 14855.191789397846, 56460.43328944553, 20733.38439519768, 42247.48367912912, 28.570868457389224, 140644.98541804746, 3668.8878206675363, 119410.92674233133, 16202.86862491583, 57369.68122614158, 26657.347454246406, 18306.354368166725, 1259.3442473550967]","[4, 112, 156, 204, 156, 293, 293, 390, 390, 495, 563, 614, 4, 720, 720, 844, 844, 946, 1015, 4]","[390, 156, 184, 224, 293, 321, 390, 449, 614, 563, 614, 631, 1047, 755, 1047, 895, 1047, 1047, 1047, 1120]",0.05,30,1505398673283.6738,159894.87618188563,-159894.87618188563,CWT,mdp.39015035518128,37297.28827093693,139795.98541804746,159038.87618188563,0.0,-12.0,0.0,-7.5,37297.28827093693,744764.0381460114,37310.31001124756,159038.87618188563,0.0,-12.0,,0.0,2.0,53.429131542610776,0.0,0.0620349709185923,0.020302985890140013,0.7553637121826181,0.5616175365631565,0.7861296679959837,0.14586234334593198,0.013086647888989222,0.028908496122353876,,0.061698819935882915,0.5389073701682874,0.5389073701682874,0.5392808842885342,0.6873466610132871,0.5658213841837705,0.4,,0.2142857142857143,0.0,0.09375,0.0,0.2918548626766822,0.2918548626766822,0.11764705882352941,1.4612972842307768,0.643113003586904,9,1.2269362115746707,0.5359232711346762,11,0,0,0.31009678487290415,0.553148932830378,10,1,0.11111111111111112,0.2911077395579151,0.4941148951945022,12,1.2909944487358056,0.9006927347126303,10.5,10.380078636959372,0.5465002135101613,10,gaus,7.25,7.5,3.7701837772561855,8,0.5576923076923077,1.0,0.30961538461538457,1,7.75
