signal_type,wavelet,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,wavelet_psnr,signal_length,scales_used,emd_value,kl_divergence,is_complex,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,dynamic_cutoff,dominant_frequency,amplitude_max,num_fft_peaks,positive_frequencies,positive_amplitudes,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,max_autocorrelation,upper_envelope,lower_envelope,spectral_magnitude,spectral_centroid,spectral_bandwidth,frequency_max,wavelet_type,htid,max_autocorrelation_diff,frequency_max_diff,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,relative_num_peaks_diff,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,spectral_centroid_diff,lower_envelope_diff,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,spectral_bandwidth_diff,spectral_magnitude_diff,avg_prominence_diff,num_fft_peaks_diff,amplitude_max_diff,prominence_min_diff,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,prominence_max_diff,upper_envelope_diff,dominant_frequency_diff,dynamic_cutoff_diff,emd_value_normalized,smoothness_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,correlation_normalized,avg_variance_across_levels_normalized,kl_divergence_normalized,prominence_min_diff_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,spectral_centroid_diff_normalized,dynamic_cutoff_diff_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,amplitude_max_diff_normalized,frequency_max_diff_normalized,spectral_bandwidth_diff_normalized,num_fft_peaks_diff_normalized,relative_num_peaks_diff_normalized,dominant_frequency_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_weighted_score,reconstruction_normalized_weighted_score,reconstruction_normalized_weighted_rank,signal_weighted_score,signal_normalized_weighted_score,signal_normalized_weighted_rank,reconstruction_missing_metrics_count,reconstruction_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_rank,signal_missing_metrics_count,signal_dynamically_weighted_score,signal_normalized_dynamically_weighted_score,signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank
smoothed,mexh,5562644532.168274,0.6973098418111205,1943.4767094606207,-45.85698073154237,207,102,143627.50971125887,-495923.8944857571,False,13.38026511933925,572188.166242278,0.019399734603635223,3.4840455072434813e-06,0.3391873146892556,152125.05536446164,,,,[],[],3,75991.46187393976,5492.1796409294475,181493.7553269613,"[57, 89, 160]","[181493.7553269613, 5492.1796409294475, 40988.45065392851]","[0, 82, 121]","[206, 206, 206]",4648633662624.449,197795.96910237634,-197795.96910237634,0.0,,,,CWT,mdp.39015067403868,4648590779599.89,,0.0,-21.5,20.0,0.0,-17.0,,197034.56910237635,75715.0444826354,221616.78562181926,75715.04448263542,,0.0,75715.0444826354,,,5487.579640929447,0.0,-21.5,180732.35532696132,197034.56910237635,,151690.45536446164,1.0,0.5895149678578713,0.0,0.7016291243850922,1.0,1.0,0.6000966843193625,0.10664919177566527,0.0,0.05536695638883501,0.779106760481824,0.779106760481824,0.7791067604818241,,1.0,0.8471947043164076,1.0,,,,,0.5,,1.0,0.0909090909090909,0.15384615384615383,0.6117616951343877,0.6117616951343877,0.5238095238095238,3.2153456307996806,1.0,1,2.0103674029879186,1.0,1,0,0.6237121500703044,1.0,1,0.0,0.55532110759311,0.9302968038330709,2,0.5,0.95,1.25,1.1428571428571428,0.9125,1,mexh,1.0,1.0,,1,0.1,,,2,1.25
smoothed,gaus2,2484543251.4716554,0.659846547314578,1344.5610487217718,-42.1919192168404,207,102,90522.07972035151,,False,13.454773041084158,384848.04542329314,0.01817868282801468,4.909509754692793e-06,0.5555893945495926,98462.6740861863,,,,[],[],3,87588.11844372131,4857.95088888309,145325.582687419,"[54, 89, 169]","[145325.582687419, 4857.95088888309, 112580.82175486184]","[0, 83, 119]","[206, 119, 206]",2005126358467.1606,144732.2243088564,-144732.2243088564,0.0,,,,CWT,mdp.39015067403868,2005083475442.6006,,0.0,-21.5,20.0,0.0,-17.0,,143970.82430885642,87311.70105241696,256406.7553311639,87311.70105241696,,0.0,87311.70105241696,,,4853.350888883089,0.0,-21.5,144564.182687419,143970.82430885642,,98028.0740861863,0.5450929252402607,0.9999999999999999,0.28292247285140937,0.9909945951987628,0.388464303164241,0.6609515645092161,0.9224491814850598,0.029001116304641084,,0.03512459867500544,1.0,1.0,1.0,,0.6379350168611706,1.0,0.7529573304092254,,,,,0.5,,0.40075595344266773,0.0909090909090909,0.15384615384615383,0.35145575835858034,0.35145575835858034,0.5238095238095238,2.776181262539896,0.8634161242097754,2,1.9679715553839927,0.9789113932404023,2,0,0.5570177989050001,0.8930686997875757,2,0.11111111111111112,0.5969289642886432,1.0,1,0.5,0.95,1.75,1.6,0.8875,2,gaus,5.5,5.5,2.449489742783178,8,0.55,1.0,0.31499999999999995,1,1.75
smoothed,gaus6,954927466.1539667,0.6438855735530927,774.8341483429163,-37.566285210810776,207,102,49871.720540276394,,False,13.392479395281935,542128.8870809048,0.02127963230308021,2.909548923857981e-06,0.4772898131777156,35855.913652948606,,,,[],[],4,55166.11166871055,7350.596214601421,103543.35696183516,"[19, 51, 90, 179]","[101673.11712329654, 7350.596214601421, 8097.376375109085, 103543.35696183516]","[0, 38, 83, 119]","[119, 119, 119, 206]",690669395263.8325,99785.90232170165,-99785.90232170165,0.0,,,,CWT,mdp.39015067403868,690626512239.2725,,0.0,-21.0,19.0,0.0,-12.0,,99024.50232170166,54889.694277406204,214306.8466748422,54889.694277406204,,0.0,54889.694277406204,,,7345.99621460142,0.0,-21.0,102781.95696183517,99024.50232170166,,35421.31365294861,0.19687738521531617,0.42407956748321124,0.6399958278938249,0.7490655529692095,0.0845709059484315,0.51650235747964,0.8058141399062411,0.09419032729579162,,0.11468109650657583,0.3824252649790002,0.3824252649790002,0.38242526497900015,,0.21552149139554366,0.8150878243290471,0.4675684973165733,,,,,0.25,,0.10278798171938713,0.13636363636363635,0.23076923076923073,0.13097010482961652,0.13097010482961652,1.0,1.568171293458482,0.487714688721805,5,1.5537055418773427,0.7728465650448471,4,0,0.3387139830711592,0.543061383416981,5,0.11111111111111112,0.43333145246840266,0.7259347064600915,5,0.5,0.95,4.75,4.705882352941176,0.7375,3,gaus,5.5,5.5,2.449489742783178,8,0.55,1.0,0.31499999999999995,1,2.5
smoothed,gaus1,4357669575.718923,0.5868144359192953,1216.5765272593226,-45.49028260955687,207,102,114257.62582731838,,False,13.220705895466207,2727559.6591125457,0.022819250188600624,4.898301908074107e-06,-0.0636703387982234,29113.731755621193,,,,[],[],1,35089.198173111006,35089.198173111006,35089.198173111006,[110],[35089.198173111006],[3],[128],4248057962218.615,276938.91368377826,-276938.91368377826,0.0,,,,CWT,mdp.39015067403868,4248015079194.055,,0.0,-22.5,22.0,0.0,-22.5,,276177.51368377823,34812.78078180666,28731.598173111004,34812.78078180666,,0.0,34812.78078180666,,,35084.59817311101,0.0,-22.5,34327.798173111005,276177.51368377823,,28679.131755621194,0.7484142776743516,0.9967725228550994,0.028307066346890952,0.08195099006856332,0.7606039787309646,0.0,0.0,1.0,,1.0,0.0,0.0,0.0,,0.17003137491495005,0.0,0.0,,,,,1.0,,0.909195407447436,0.0,0.0,0.9999999999999999,0.9999999999999999,0.0,1.639613391181193,0.5099337923349189,4,1.3618177643667337,0.6773974559788053,6,0,0.36280191302588477,0.5816816507181878,4,0.11111111111111112,0.44645054890392816,0.7479123574376404,4,1.0,0.9,4.5,4.363636363636364,0.7250000000000001,4,gaus,5.5,5.5,2.449489742783178,8,0.55,1.0,0.31499999999999995,1,3.25
smoothed,gaus5,960501974.4572196,0.6746708345173819,825.512570511334,-38.07896923047339,207,102,52263.57231868175,,False,13.444545660909819,611086.5382189265,0.019702093297677057,2.6040670455211705e-06,0.011815589595510115,3913.0388002993277,,,,[],[],2,82533.58348970616,16006.499511772665,149060.66746763967,"[68, 96]","[149060.66746763967, 16006.499511772665]","[3, 87]","[146, 146]",770839665044.9781,119418.15435346786,-119418.15435346786,0.0,,,,CWT,mdp.39015067403868,770796782020.4181,,0.0,-22.0,21.0,0.0,-22.0,,118656.75435346787,82257.16609840181,158709.5669794123,82257.16609840182,,0.0,82257.16609840181,,,16001.899511772664,0.0,-22.0,148299.26746763967,118656.75435346787,,3478.438800299328,0.21736625605130333,0.3361112169108954,0.600419457878616,0.9512746485134945,0.08567841038343015,0.7951135876553799,0.11244382463558233,0.12277165240897078,,0.3909471760753715,0.9037211636361072,0.9037211636361072,0.9037211636361073,,0.0,0.5708921888042012,0.7784694104484802,,,,,0.75,,0.12096139731831308,0.04545454545454545,0.07692307692307691,0.2272767597035433,0.2272767597035433,0.047619047619047644,2.0784669740235944,0.6464210112014191,3,1.4569030719442646,0.724694933761329,5,0,0.42478456092560335,0.6810586596360547,3,0.11111111111111112,0.3970918262491534,0.6652245912080434,6,1.5,0.85,4.25,3.8709677419354835,0.7124999999999999,5,gaus,5.5,5.5,2.449489742783178,8,0.55,1.0,0.31499999999999995,1,4.0
smoothed,gaus8,913816761.2167677,0.6497584541062802,699.2023623556378,-36.58598187008949,207,102,43857.65568199001,,False,13.277508697640025,535077.8286585221,0.023865190313835098,2.5247938140056495e-06,0.5037527964189296,29303.379911925917,,,,[],[],4,55058.456864484426,10544.322777751855,100751.66569583274,"[19, 52, 91, 178]","[95993.61606625249, 10544.322777751855, 12944.222918100619, 100751.66569583274]","[0, 38, 82, 119]","[119, 119, 119, 206]",551296778414.5619,97690.26144544361,-97690.26144544361,0.0,,,,CWT,mdp.39015067403868,551253895390.0018,,0.0,-21.0,19.0,0.0,-12.0,,96928.86144544362,54782.03947318008,213876.2274579377,54782.03947318008,,0.0,54782.03947318008,,,10539.722777751855,0.0,-21.0,99990.26569583274,96928.86144544362,,28868.779911925918,0.14536023051820074,0.3132832329436468,0.7156698225017752,0.302555312530234,0.07640331778333723,0.569652807543935,0.8452333947293219,0.09126782935921354,,0.21661364895371749,0.38037465510605023,0.38037465510605023,0.3803746551060502,,0.17131094833079802,0.8131964488172008,0.448500161465055,,,,,0.25,,0.0711942687878218,0.13636363636363635,0.23076923076923073,0.12068986992417052,0.12068986992417052,1.0,1.5444114326649534,0.4803251687380329,6,1.358935860349393,0.6759639349154128,7,0,0.33717514633242524,0.540594160774997,6,0.11111111111111112,0.3768726879331525,0.6313526574845795,7,0.5773502691896257,0.9422649730810374,6.5,6.461538461538462,0.6461324865405187,6,gaus,5.5,5.5,2.449489742783178,8,0.55,1.0,0.31499999999999995,1,4.75
smoothed,gaus4,973787953.7746788,0.659088756275457,841.8324304293849,-38.01734590390375,207,102,52312.706193459846,,False,13.457091818076883,446381.21658747626,0.021181696799581238,3.5632488689033783e-06,0.4954301358507615,46631.02867509983,,,,[],[],4,57599.18960081001,5285.875471793041,108412.08468136544,"[20, 52, 89, 178]","[108065.47605665702, 8633.322193424538, 5285.875471793041, 108412.08468136544]","[0, 38, 84, 119]","[119, 119, 119, 206]",767952037267.2865,100342.73507961778,-100342.73507961778,0.0,,,,CWT,mdp.39015067403868,767909154242.7264,,0.0,-21.0,19.0,0.0,-21.0,,99581.33507961778,57322.77220950566,224039.15840324003,57322.77220950567,,0.0,57322.77220950566,,,5281.27547179304,0.0,-21.0,107650.68468136544,99581.33507961778,,46196.42867509983,0.21778714233827517,0.61232283169234,0.605176437773353,1.0,0.08831797610240127,0.6540934419202745,0.8328359611235872,0.05450516902778714,,0.048782450757326984,0.4287705596928332,0.4287705596928332,0.4287705596928333,,0.28822217567161634,0.8578343051040296,0.5008237990242512,,,,,0.25,,0.12030681476742168,0.13636363636363635,0.23076923076923073,0.1337016661478165,0.1337016661478165,0.14285714285714288,1.5028871679782492,0.46741076716050267,7,1.7728716717530564,0.8818645134805295,3,0,0.29497675476348495,0.4729373232992741,8,0.11111111111111112,0.5025743144416966,0.8419332022874976,3,2.6299556396765835,0.7370044360323417,5.25,4.280254777070064,0.6060022180161708,7,gaus,5.5,5.5,2.449489742783178,8,0.55,1.0,0.31499999999999995,1,5.5
smoothed,gaus7,960570124.3193148,0.6639196741498532,786.8988860474321,-37.4445267257139,207,102,48705.82922018845,,False,13.394252218620561,608615.4598614356,0.02166148936522367,2.2869392289919515e-06,0.014100726760246398,7402.215935428743,,,,[],[],3,58506.37371341153,5911.580111500021,150115.43836476532,"[63, 96, 106]","[150115.43836476532, 19492.102663969243, 5911.580111500021]","[4, 87, 101]","[147, 147, 147]",666047445682.1526,103842.34850963239,-103842.34850963239,0.0,,,,CWT,mdp.39015067403868,666004562657.5925,,0.0,-21.5,20.0,0.0,-21.5,,103080.94850963239,58229.95632210718,169161.52114023457,58229.95632210719,,0.0,58229.95632210718,,,5906.980111500021,0.0,-21.5,149354.03836476532,103080.94850963239,,6967.615935428743,0.18689022928795077,0.2447892337786678,0.6493949093433625,0.7559506444874973,0.08569194992277768,0.6978139734247755,0.11584776452328716,0.12174744852803773,,0.06875274869680888,0.4460506124620208,0.4460506124620208,0.44605061246202093,,0.023541796515661878,0.6167994994273206,0.785673905428901,,,,,0.5,,0.09720654955226096,0.0909090909090909,0.15384615384615383,0.15086913436548355,0.15086913436548355,0.09523809523809525,1.4875530485562705,0.4626417248295341,8,1.3141257563215807,0.6536744250670075,8,0,0.29084699612366605,0.4663160659783234,9,0.11111111111111112,0.3517102136064889,0.5891994435646458,8,0.5,0.95,8.25,8.22857142857143,0.5625,8,gaus,5.5,5.5,2.449489742783178,8,0.55,1.0,0.31499999999999995,1,6.25
smoothed,gaus3,1303356239.9579551,0.6579047077768305,857.465482464798,-39.33678462664583,207,102,56932.39040703021,,False,13.290142541357907,820145.5337715629,0.024012727399187608,3.152408841367628e-06,-0.023862296551071825,6226.05315506495,,,,[],[],2,56686.981052648145,8879.437356509432,104494.52474878686,"[70, 106]","[8879.437356509432, 104494.52474878686]","[3, 3]","[86, 146]",1029837137538.9232,159745.46140982962,-159745.46140982962,0.0,,,,CWT,mdp.39015067403868,1029794254514.3632,,0.0,-22.0,21.0,0.0,-22.0,,158984.06140982962,56410.5636613438,107016.36210529628,56410.563661343804,,0.0,56410.5636613438,,,8874.837356509432,0.0,-22.0,103733.12474878687,158984.06140982962,,5791.45315506495,0.25735987590372905,0.49401493150469794,0.5033230678594653,0.3516212111621627,0.15379430490612558,0.6433776253750536,0.05929805219029616,0.20942169081826906,,0.16347634456537022,0.4113948014208572,0.4113948014208572,0.4113948014208573,,0.015606118912526196,0.34384411944356197,0.47406534280719664,,,,,0.75,,0.17967229750055008,0.04545454545454545,0.07692307692307691,0.4251036843165572,0.4251036843165572,0.047619047619047644,1.4176952094684943,0.4409153392059761,9,1.144952988325799,0.56952425045497,10,0,0.29864661900868306,0.47882123023420303,7,0.11111111111111112,0.3284707894094194,0.5502678024693544,9,1.2583057392117916,0.8741694260788209,8.75,8.600682593856655,0.49958471303941043,9,gaus,5.5,5.5,2.449489742783178,8,0.55,1.0,0.31499999999999995,1,7.0
smoothed,morl,529248613.29796696,0.658330965236336,526.3617084570734,-32.902684532431806,207,102,26888.437189788056,,False,13.199604559713269,314877.57159713446,0.034802488885647624,1.4368758318174987e-06,0.6076509066180972,11174.4587835312,,,,[],[],5,42271.72348266646,3757.435291900125,83278.90968606589,"[18, 54, 77, 92, 178]","[78524.34409302851, 18167.03769118094, 3757.435291900125, 27630.890651156806, 83278.90968606589]","[0, 39, 72, 72, 120]","[120, 120, 81, 120, 206]",237230129549.2601,73087.45546973869,-73087.45546973869,0.0,,,,CWT,mdp.39015067403868,237187246524.7001,,0.0,-11.5,18.0,0.0,-20.5,,72326.0554697387,41995.30609136211,205001.01741333227,41995.30609136211,,0.0,41995.30609136211,,,3752.835291900125,0.0,-16.0,82517.5096860659,72326.0554697387,,10739.8587835312,0.0,0.0,0.9999999999999999,0.0,0.0,0.647235319331333,0.9999999999999999,0.0,,0.0,0.1368128196262417,0.1368128196262417,0.1368128196262417,,0.048993463226298786,0.7742145495384656,0.3291544501740774,,,,,0.0,,0.0,1.0,1.0,0.0,0.0,0.1904761904761905,0.9374080072282766,0.2915419102223036,10,1.258894127732533,0.6262010246791185,9,0,0.2680912223066971,0.4298316495461536,10,0.11111111111111112,0.325348859360861,0.5450378165994632,10,0.5,0.95,9.75,9.72972972972973,0.4875,10,morl,10.0,10.0,,1,1.0,,,3,8.25
