wavelet,wavelet_level,wavelet_mode,wavelet_mse,wavelet_psnr,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,signal_length,signal_type,emd_value,kl_divergence,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,prominence_threshold,distance_factor,max_autocorrelation,upper_envelope,lower_envelope,wavelet_type,htid,avg_prominence_diff,prominence_max_diff,upper_envelope_diff,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,lower_envelope_diff,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,max_autocorrelation_diff,prominence_threshold_diff,relative_num_peaks_diff,prominence_min_diff,distance_factor_diff,emd_value_normalized,wavelet_mse_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,avg_variance_across_levels_normalized,kl_divergence_normalized,prominence_min_diff_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_right_bases_array_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,reconstruction_signal_weighted_score,reconstruction_signal_normalized_weighted_score,reconstruction_signal_normalized_weighted_rank,wavelet_signal_weighted_score,wavelet_signal_normalized_weighted_score,wavelet_signal_normalized_weighted_rank,reconstruction_signal_num_missing_metrics,reconstruction_signal_missing_metrics_count,reconstruction_signal_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_rank,wavelet_signal_num_missing_metrics,wavelet_signal_missing_metrics_count,wavelet_signal_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank
db31,1,zero,2.1126703996746776e-27,327.81527700110166,2801522.304463402,0.6344902386117137,70.91664455294952,862,smoothed,2.960921015975946e-14,,7.739298962745859,23513.082526461454,0.9599859374752886,6.57881299395124e-05,1.0,23,522.4011450573297,43.455000897684954,1025.6294488214048,"[13, 51, 89, 117, 146, 190, 246, 275, 325, 366, 396, 452, 487, 533, 561, 596, 628, 660, 705, 733, 777, 827, 858]","[288.9366612805567, 415.75165499676154, 828.9599210037193, 43.455000897684954, 678.8883521847184, 672.9216316569514, 1025.6294488214048, 536.0749685810248, 725.6033279472236, 312.5133297425933, 625.1116478152816, 763.2649847393545, 238.8516729504616, 672.3565930564961, 122.18500628379508, 495.5600287259204, 597.6416172939912, 353.3750224421253, 344.02665948518654, 875.6970849878808, 681.3483629569387, 649.1633566731435, 67.91000179537005]","[0, 0, 0, 116, 125, 177, 0, 267, 267, 331, 331, 267, 480, 469, 554, 564, 615, 635, 469, 267, 744, 801, 856]","[19, 64, 177, 125, 177, 229, 860, 310, 331, 370, 417, 469, 521, 615, 564, 615, 683, 683, 713, 860, 860, 860, 860]",0.05,30,21681818.665042978,572.7019390442701,-572.7019390442701,DWT,uc1.c2693407,0.0,2.2737367544323206e-13,527.6313942890631,0.8695652173913043,78.5,0.9130434782608695,83.0,1.9466810296268022,44.77366368141702,6.613814561383787,527.6313942890631,1.0,92,234165510.89051226,0.0,0.0,1.1368683772161603e-13,0.0,6.108464203616652e-14,4.227564181067952e-27,0.9649166436752882,0.8580491745166596,0.00017297111469973924,0.5621921980036342,0.0001797103173394944,,1.0115938963049056e-12,0.0,0.9999999954498471,0.6268200299577295,0.9999999954498836,8.211876551072897e-14,0.9999999961337901,1.0,1.0,0.23471366456655957,0.23471366456655957,1.7819314692410781,0.9483057617598306,187,1.2330098223492605,0.7430220861164271,177,0,0,0.5542043041932239,0.7916534578080324,205,0,0,0.3407872425182404,0.7049734908857267,188,11.615363389350618,0.9878245666778296,189.25,188.72812930772352,0.8947246523116611,1,db,405.6666666666667,375.5,257.38716458415064,342,0.4744022869022869,0.8792882039463042,0.40413193798450786,1,1.0
db31,1,smooth,2.2533731681850258e-27,327.53526328933367,1339864480.1073942,0.6193058568329718,75.21594128908431,862,smoothed,3.025422140190826e-14,,4.257471959252607,5899883.836336387,0.9998621015446986,6.57881299395124e-05,1.0,23,522.4011450573297,43.455000897684954,1025.6294488214048,"[13, 51, 89, 117, 146, 190, 246, 275, 325, 366, 396, 452, 487, 533, 561, 596, 628, 660, 705, 733, 777, 827, 858]","[288.9366612805567, 415.75165499676154, 828.9599210037193, 43.455000897684954, 678.8883521847184, 672.9216316569514, 1025.6294488214048, 536.0749685810248, 725.6033279472236, 312.5133297425933, 625.1116478152816, 763.2649847393545, 238.8516729504616, 672.3565930564961, 122.18500628379508, 495.5600287259204, 597.6416172939912, 353.3750224421253, 344.02665948518654, 875.6970849878808, 681.3483629569387, 649.1633566731435, 67.91000179537008]","[0, 0, 0, 116, 125, 177, 0, 267, 267, 331, 331, 267, 480, 469, 554, 564, 615, 635, 469, 267, 744, 801, 856]","[19, 64, 177, 125, 177, 229, 860, 310, 331, 370, 417, 469, 521, 615, 564, 615, 683, 683, 713, 860, 860, 860, 860]",0.05,30,21681818.665042978,572.7019390442704,-572.7019390442704,DWT,uc1.c2693407,0.0,2.2737367544323206e-13,527.6313942890629,0.8695652173913043,78.5,0.9130434782608695,83.0,1.9466810296268022,44.77366368141702,6.613814561383787,527.6313942890629,1.0,92,234165510.89051226,0.0,0.0,1.1368683772161603e-13,0.0,6.286977962073474e-14,4.544054301148795e-27,0.963890207652473,0.15785123234428278,0.5809909287489387,0.3889070371478726,0.559825797000639,,1.0115938963049056e-12,0.0,0.9999999954498471,0.6268200299577295,0.9999999954498836,8.211876551072897e-14,0.9999999961337901,1.0,1.0,0.2347136645665227,0.2347136645665227,1.7819314692410635,0.9483057617598228,192,1.327248338797518,0.7998110084872883,100,0,0,0.5542043041932172,0.7916534578080229,210,0,0,0.37878074327060995,0.7835691878914145,97,59.645480409946686,0.9374785320650454,149.75,132.10250590249981,0.8902539410849336,2,db,405.6666666666667,375.5,257.38716458415064,342,0.4744022869022869,0.8792882039463042,0.40413193798450786,1,1.75
db37,1,antisymmetric,2.6173576622797877e-27,326.8849637453226,2987635.6786451074,0.6263383297644539,81.0672084108875,862,smoothed,3.4237114303707375e-14,,7.92961727943012,25363.355513487953,0.9447983379916569,6.57881299395124e-05,1.0,23,522.4011450573297,43.45500089768498,1025.629448821404,"[13, 51, 89, 117, 146, 190, 246, 275, 325, 366, 396, 452, 487, 533, 561, 596, 628, 660, 705, 733, 777, 827, 858]","[288.9366612805566, 415.75165499676154, 828.9599210037192, 43.45500089768498, 678.8883521847183, 672.9216316569514, 1025.629448821404, 536.0749685810249, 725.6033279472235, 312.5133297425934, 625.1116478152815, 763.2649847393545, 238.85167295046165, 672.3565930564957, 122.1850062837951, 495.56002872592035, 597.6416172939914, 353.37502244212544, 344.0266594851866, 875.6970849878808, 681.3483629569384, 649.1633566731434, 67.91000179537002]","[0, 0, 0, 116, 125, 177, 0, 267, 267, 331, 331, 267, 480, 469, 554, 564, 615, 635, 469, 267, 744, 801, 856]","[19, 64, 177, 125, 177, 229, 860, 310, 331, 370, 417, 469, 521, 615, 564, 615, 683, 683, 713, 860, 860, 860, 860]",0.05,30,21681818.66504298,572.7019390442701,-572.7019390442701,DWT,uc1.c2693407,0.0,6.821210263296962e-13,527.6313942890631,0.8695652173913043,78.5,0.9130434782608695,83.0,1.9466810296268022,44.77366368141702,6.613814561383795,527.6313942890631,1.0,92,234165510.89051223,0.0,0.0,8.526512829121202e-14,0.0,7.389286162256949e-14,5.3627837224902356e-27,0.961506428396169,0.8963223263896082,0.000253818459433799,0.46916207952646566,0.0003559241880885172,,7.586954222286792e-13,0.0,0.9999999954498471,0.6268200299577972,0.9999999954498836,2.463562965321869e-13,0.9999999961334844,1.0,1.0,0.23471366456655957,0.23471366456655957,1.781931469240952,0.9483057617597636,220,1.212999130948066,0.7309634752278141,215,0,0,0.5542043041931942,0.79165345780799,223,0,0,0.3325143681371199,0.6878597131250893,233,7.58836829188814,0.9920457355430942,222.75,222.55893209487272,0.8792775847526791,3,db,405.6666666666667,375.5,257.38716458415064,342,0.4744022869022869,0.8792882039463042,0.40413193798450786,1,2.5
db37,1,symmetric,2.3758673888810397e-27,327.3053725116846,3016393.116719443,0.6263383297644539,77.98159145234796,862,smoothed,3.318407678058262e-14,,7.8540185530564175,25358.152696082034,0.9632518319503466,6.57881299395124e-05,1.0,23,522.4011450573297,43.45500089768498,1025.6294488214044,"[13, 51, 89, 117, 146, 190, 246, 275, 325, 366, 396, 452, 487, 533, 561, 596, 628, 660, 705, 733, 777, 827, 858]","[288.9366612805567, 415.75165499676154, 828.9599210037192, 43.45500089768498, 678.8883521847183, 672.9216316569514, 1025.6294488214044, 536.0749685810249, 725.6033279472235, 312.5133297425934, 625.1116478152815, 763.2649847393545, 238.85167295046165, 672.3565930564957, 122.1850062837951, 495.56002872592035, 597.6416172939914, 353.37502244212544, 344.0266594851866, 875.6970849878808, 681.3483629569384, 649.1633566731434, 67.91000179536994]","[0, 0, 0, 116, 125, 177, 0, 267, 267, 331, 331, 267, 480, 469, 554, 564, 615, 635, 469, 267, 744, 801, 856]","[19, 64, 177, 125, 177, 229, 860, 310, 331, 370, 417, 469, 521, 615, 564, 615, 683, 683, 713, 860, 860, 860, 860]",0.05,30,21681818.665042978,572.70193904427,-572.70193904427,DWT,uc1.c2693407,0.0,2.2737367544323206e-13,527.6313942890632,0.8695652173913043,78.5,0.9130434782608695,83.0,1.9466810296268022,44.77366368141702,6.613814561383769,527.6313942890632,1.0,92,234165510.89051226,0.0,0.0,8.526512829121202e-14,0.0,7.097846767460022e-14,4.819586979202955e-27,0.9630475054362062,0.8811193675451247,0.00026631064340438393,0.46916207952646566,0.0003554286889917213,,7.586954222286792e-13,0.0,0.9999999954498471,0.6268200299575791,0.9999999954498836,8.211876551072897e-14,0.9999999961337901,1.0,1.0,0.234713664566578,0.234713664566578,1.7819314692409647,0.9483057617597702,213,1.2063283456421925,0.7269436039144118,235,0,0,0.5542043041931906,0.7916534578079848,225,0,0,0.33056438454860915,0.6838258569061649,244,13.32603967176045,0.986031404956226,229.25,228.66341751403317,0.8728637108638573,4,db,405.6666666666667,375.5,257.38716458415064,342,0.4744022869022869,0.8792882039463042,0.40413193798450786,1,3.25
db31,1,periodic,2.159928841838962e-27,327.7192000393268,2995231.9343658504,0.6279826464208242,77.24357721920457,862,smoothed,2.991832097868062e-14,,7.757970989505765,25199.69113313813,0.9627963551898888,6.57881299395124e-05,1.0,23,522.4011450573297,43.455000897684954,1025.6294488214048,"[13, 51, 89, 117, 146, 190, 246, 275, 325, 366, 396, 452, 487, 533, 561, 596, 628, 660, 705, 733, 777, 827, 858]","[288.9366612805567, 415.75165499676154, 828.9599210037193, 43.455000897684954, 678.8883521847184, 672.9216316569514, 1025.6294488214048, 536.0749685810248, 725.6033279472236, 312.5133297425933, 625.1116478152816, 763.2649847393545, 238.8516729504616, 672.3565930564961, 122.18500628379508, 495.5600287259204, 597.6416172939912, 353.3750224421253, 344.02665948518654, 875.6970849878808, 681.3483629569387, 649.1633566731435, 67.91000179536991]","[0, 0, 0, 116, 125, 177, 0, 267, 267, 331, 331, 267, 480, 469, 554, 564, 615, 635, 469, 267, 744, 801, 856]","[19, 64, 177, 125, 177, 229, 860, 310, 331, 370, 417, 469, 521, 615, 564, 615, 683, 683, 713, 860, 860, 860, 860]",0.05,30,21681818.665042978,572.70193904427,-572.70193904427,DWT,uc1.c2693407,0.0,2.2737367544323206e-13,527.6313942890632,0.8695652173913043,78.5,0.9130434782608695,83.0,1.9466810296268022,44.77366368141702,6.61381456138378,527.6313942890632,1.0,92,234165510.89051226,0.0,0.0,1.1368683772161603e-13,0.0,6.194013928116729e-14,4.333865074744454e-27,0.9645644578701513,0.8618041326752232,0.00025711826046982445,0.48792712906544977,0.0003403373345985735,,1.0115938963049056e-12,0.0,0.9999999954498471,0.6268200299576693,0.9999999954498836,8.211876551072897e-14,0.9999999961337901,1.0,1.0,0.234713664566578,0.234713664566578,1.7819314692410677,0.9483057617598251,189,1.205076286749975,0.7261891026986279,239,0,0,0.5542043041932218,0.7916534578080294,207,0,0,0.33069902502942217,0.6841043825019938,243,25.942243542145693,0.9728068725973316,219.5,217.14053156531938,0.8713615075774918,5,db,405.6666666666667,375.5,257.38716458415064,342,0.4744022869022869,0.8792882039463042,0.40413193798450786,1,4.0
rbio3.1,1,constant,1.6573356754825435e-27,328.8694896863127,3437382.2143539223,0.6620370370370371,153.14546862144363,862,smoothed,2.7849339230701654e-14,,8.382138995006553,33342.12556676403,0.6289785471230889,6.578812993951244e-05,1.0,23,522.4011450573296,43.455000897685096,1025.6294488214044,"[13, 51, 89, 117, 146, 190, 246, 275, 325, 366, 396, 452, 487, 533, 561, 596, 628, 660, 705, 733, 777, 827, 858]","[288.93666128055656, 415.7516549967614, 828.959921003719, 43.455000897685096, 678.8883521847184, 672.9216316569513, 1025.6294488214044, 536.0749685810247, 725.6033279472233, 312.5133297425932, 625.1116478152815, 763.2649847393548, 238.8516729504616, 672.3565930564957, 122.18500628379505, 495.56002872592035, 597.6416172939912, 353.37502244212516, 344.0266594851864, 875.6970849878805, 681.3483629569383, 649.1633566731434, 67.91000179537]","[0, 0, 0, 116, 125, 177, 0, 267, 267, 331, 331, 267, 480, 469, 554, 564, 615, 635, 469, 267, 744, 801, 856]","[19, 64, 177, 125, 177, 229, 860, 310, 331, 370, 417, 469, 521, 615, 564, 615, 683, 683, 713, 860, 860, 860, 860]",0.05,30,21681818.66504297,572.7019390442699,-572.7019390442699,DWT,uc1.c2693407,1.1368683772161603e-13,2.2737367544323206e-13,527.6313942890633,0.8695652173913043,78.5,0.9130434782608695,83.0,1.946681029626916,44.77366368141884,6.613814561383787,527.6313942890633,1.0,92,234165510.89051226,0.0,0.0,2.842170943040401e-14,0.0,5.6214011054628843e-14,3.2033558938945033e-27,0.9687810325617364,0.9873247724379148,0.0004491876174820541,0.8765580685243697,0.001115795820416481,,2.528984740762264e-13,8.41032308711632e-14,0.9999999954499312,0.6268200299577295,0.9999999954499421,8.211876551072897e-14,0.9999999961337901,1.0,1.0,0.23471366456659642,0.23471366456659642,1.781931469240945,0.9483057617597598,229,1.4262251453026715,0.859455264286063,27,0,0,0.5542043041931822,0.7916534578079729,247,0,0,0.40488983670885376,0.8375800675505471,28,121.75487669904643,0.8723743430827605,132.75,49.281283016323805,0.8666116998432671,6,rbio,424.10370370370373,465.0,282.8034567246906,135,0.49596327096327103,0.9661155556650158,0.36299104362620543,3,5.25
rbio3.1,1,symmetric,1.668581061565323e-27,328.84012137604157,3424424.354640245,0.6620370370370371,152.89184154157067,862,smoothed,2.79152828720715e-14,,8.387560464304219,33238.811236734284,0.6282075724804943,6.578812993951244e-05,1.0,23,522.4011450573296,43.455000897685096,1025.6294488214044,"[13, 51, 89, 117, 146, 190, 246, 275, 325, 366, 396, 452, 487, 533, 561, 596, 628, 660, 705, 733, 777, 827, 858]","[288.93666128055656, 415.7516549967614, 828.959921003719, 43.455000897685096, 678.8883521847184, 672.9216316569513, 1025.6294488214044, 536.0749685810247, 725.6033279472233, 312.5133297425932, 625.1116478152815, 763.2649847393548, 238.8516729504616, 672.3565930564957, 122.18500628379505, 495.56002872592035, 597.6416172939912, 353.37502244212516, 344.0266594851864, 875.6970849878805, 681.3483629569383, 649.1633566731434, 67.91000179537]","[0, 0, 0, 116, 125, 177, 0, 267, 267, 331, 331, 267, 480, 469, 554, 564, 615, 635, 469, 267, 744, 801, 856]","[19, 64, 177, 125, 177, 229, 860, 310, 331, 370, 417, 469, 521, 615, 564, 615, 683, 683, 713, 860, 860, 860, 860]",0.05,30,21681818.66504297,572.7019390442699,-572.7019390442699,DWT,uc1.c2693407,1.1368683772161603e-13,2.2737367544323206e-13,527.6313942890633,0.8695652173913043,78.5,0.9130434782608695,83.0,1.946681029626916,44.77366368141884,6.613814561383787,527.6313942890633,1.0,92,234165510.89051226,0.0,0.0,2.842170943040401e-14,0.0,5.639651713356234e-14,3.228650730871592e-27,0.9686733782208072,0.9884150338558335,0.0004435587444583214,0.8765580685243697,0.001105956505825589,,2.528984740762264e-13,8.41032308711632e-14,0.9999999954499312,0.6268200299577295,0.9999999954499421,8.211876551072897e-14,0.9999999961337901,1.0,1.0,0.23471366456659642,0.23471366456659642,1.781931469240945,0.9483057617597598,230,1.4266989332447253,0.8597407728835622,26,0,0,0.5542043041931822,0.7916534578079729,246,0,0,0.4050279994073359,0.8378658794229031,27,122.28484506811682,0.8718188206833157,132.25,47.66930341577225,0.8665959931508822,7,rbio,424.10370370370373,465.0,282.8034567246906,135,0.49596327096327103,0.9661155556650158,0.36299104362620543,3,6.0
coif5,1,periodic,1.220028299036027e-27,330.1998954320443,2964451.3698398545,0.6280898876404495,80.391566292228,862,smoothed,2.0989654974142963e-14,,7.6969468548796725,25627.542363172783,0.9608159967724855,6.57881299395124e-05,1.0,23,522.4011450573297,43.45500089768504,1025.6294488214044,"[13, 51, 89, 117, 146, 190, 246, 275, 325, 366, 396, 452, 487, 533, 561, 596, 628, 660, 705, 733, 777, 827, 858]","[288.93666128055656, 415.75165499676143, 828.9599210037192, 43.45500089768504, 678.8883521847185, 672.9216316569514, 1025.6294488214044, 536.0749685810248, 725.6033279472235, 312.5133297425933, 625.1116478152816, 763.2649847393548, 238.8516729504616, 672.3565930564959, 122.1850062837951, 495.56002872592035, 597.6416172939911, 353.3750224421253, 344.0266594851864, 875.6970849878808, 681.3483629569383, 649.1633566731437, 67.91000179536996]","[0, 0, 0, 116, 125, 177, 0, 267, 267, 331, 331, 267, 480, 469, 554, 564, 615, 635, 469, 267, 744, 801, 856]","[19, 64, 177, 125, 177, 229, 860, 310, 331, 370, 417, 469, 521, 615, 564, 615, 683, 683, 713, 860, 860, 860, 860]",0.05,30,21681818.665042978,572.7019390442701,-572.7019390442701,DWT,uc1.c2693407,0.0,2.2737367544323206e-13,527.6313942890631,0.8695652173913043,78.5,0.9130434782608695,83.0,1.9466810296268022,44.77366368141702,6.61381456138382,527.6313942890631,1.0,92,234165510.89051226,0.0,0.0,2.842170943040401e-14,0.0,3.722910135932036e-14,2.2196974659253527e-27,0.9736578522494473,0.8495321348289284,0.00024374723368422347,0.48915097289814,0.00038108446860407943,,2.528984740762264e-13,0.0,0.9999999954498471,0.6268200299580078,0.9999999954498836,8.211876551072897e-14,0.9999999961337901,1.0,1.0,0.23471366456655957,0.23471366456655957,1.781931469240934,0.9483057617597539,246,1.2048954753276837,0.7260801442152895,240,0,0,0.5542043041931802,0.79165345780797,257,0,0,0.3304236845255488,0.683534796167824,247,7.047458170621991,0.9926127272844634,247.5,247.3511643564862,0.8665893825101563,8,coif,396.8888888888889,377.0,273.33283055152737,153,0.4641372141372142,0.9337619226021481,0.3949753733233056,2,6.5
coif12,1,periodization,4.7946515511042276e-27,324.2560239710731,2823192.2007582583,0.6299303944315545,78.7994557761408,862,smoothed,4.3597941281757535e-14,,7.6798946452245245,25149.50141111681,0.9638583379518314,6.57881299395124e-05,1.0,23,522.4011450573297,43.45500089768521,1025.6294488214046,"[13, 51, 89, 117, 146, 190, 246, 275, 325, 366, 396, 452, 487, 533, 561, 596, 628, 660, 705, 733, 777, 827, 858]","[288.9366612805567, 415.75165499676154, 828.959921003719, 43.45500089768521, 678.8883521847185, 672.9216316569514, 1025.6294488214046, 536.0749685810247, 725.6033279472234, 312.5133297425933, 625.1116478152818, 763.2649847393548, 238.85167295046176, 672.3565930564955, 122.18500628379505, 495.56002872592046, 597.6416172939913, 353.3750224421253, 344.02665948518654, 875.6970849878807, 681.3483629569387, 649.1633566731438, 67.91000179536988]","[0, 0, 0, 116, 125, 177, 0, 267, 267, 331, 331, 267, 480, 469, 554, 564, 615, 635, 469, 267, 744, 801, 856]","[19, 64, 177, 125, 177, 229, 860, 310, 331, 370, 417, 469, 521, 615, 564, 615, 683, 683, 713, 860, 860, 860, 860]",0.05,30,21681818.665042978,572.7019390442703,-572.7019390442703,DWT,uc1.c2693407,0.0,0.0,527.631394289063,0.8695652173913043,78.5,0.9130434782608695,83.0,1.9466810296268022,44.77366368141702,6.613814561383754,527.631394289063,1.0,92,234165510.89051226,0.0,0.0,1.4210854715202004e-13,0.0,9.979995125016759e-14,1.0260285112270298e-26,0.9518696200089529,0.8461029230679629,0.00018238448213668188,0.5101549571235144,0.00033555743171332,,1.264492370381132e-12,0.0,0.9999999954498471,0.6268200299574512,0.9999999954498836,0.0,0.9999999961337901,1.0,1.0,0.23471366456654114,0.23471366456654114,1.7819314692410224,0.948305761759801,200,1.1984606316025426,0.7222024532822376,254,0,0,0.5542043041932109,0.7916534578080139,213,0,0,0.32980649173062576,0.6822580331177426,254,27.932955446926844,0.9707201724874981,230.25,227.6756688514587,0.8646839856148183,9,coif,396.8888888888889,377.0,273.33283055152737,153,0.4641372141372142,0.9337619226021481,0.3949753733233056,2,7.25
db6,1,symmetric,5.317124406569219e-28,333.8068262585841,2922356.8331486746,0.6399082568807339,82.15597504757206,862,smoothed,1.3026702686384895e-14,,7.675492611858085,25716.55016247532,0.957521351116598,6.57881299395124e-05,1.0,23,522.4011450573297,43.45500089768501,1025.6294488214044,"[13, 51, 89, 117, 146, 190, 246, 275, 325, 366, 396, 452, 487, 533, 561, 596, 628, 660, 705, 733, 777, 827, 858]","[288.9366612805567, 415.75165499676154, 828.9599210037193, 43.45500089768501, 678.8883521847184, 672.9216316569514, 1025.6294488214044, 536.0749685810248, 725.6033279472235, 312.5133297425934, 625.1116478152817, 763.2649847393548, 238.85167295046162, 672.356593056496, 122.18500628379508, 495.56002872592035, 597.6416172939912, 353.3750224421252, 344.0266594851865, 875.6970849878808, 681.3483629569384, 649.1633566731435, 67.91000179537]","[0, 0, 0, 116, 125, 177, 0, 267, 267, 331, 331, 267, 480, 469, 554, 564, 615, 635, 469, 267, 744, 801, 856]","[19, 64, 177, 125, 177, 229, 860, 310, 331, 370, 417, 469, 521, 615, 564, 615, 683, 683, 713, 860, 860, 860, 860]",0.05,30,21681818.665042978,572.70193904427,-572.70193904427,DWT,uc1.c2693407,0.0,2.2737367544323206e-13,527.6313942890632,0.8695652173913043,78.5,0.9130434782608695,83.0,1.9466810296268022,44.77366368141702,6.613814561383785,527.6313942890632,1.0,92,234165510.89051226,0.0,0.0,5.684341886080802e-14,0.0,1.5190779413730163e-14,6.714324887800752e-28,0.986879646670824,0.8452176709570848,0.0002254614359318829,0.6240229778764788,0.00038956127659507645,,5.057969481524528e-13,0.0,0.9999999954498471,0.6268200299577145,0.9999999954498836,8.211876551072897e-14,0.9999999961337901,1.0,1.0,0.234713664566578,0.234713664566578,1.7819314692409296,0.9483057617597516,253,1.264614369860237,0.7620672521781454,150,0,0,0.5542043041931799,0.7916534578079696,258,0,0,0.3509621883167043,0.7260220107954244,159,58.463663928973865,0.9387173334077842,205.0,192.45098497339805,0.8619163186955063,10,db,405.6666666666667,375.5,257.38716458415064,342,0.4744022869022869,0.8792882039463042,0.40413193798450786,1,7.75
