wavelet,wavelet_level,wavelet_mode,wavelet_mse,wavelet_psnr,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,signal_length,signal_type,emd_value,kl_divergence,change_point_indices,change_point_prominences,num_change_points,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,prominence_threshold,distance_factor,max_autocorrelation,upper_envelope,lower_envelope,wavelet_type,htid,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,prominence_min_diff,prominence_max_diff,avg_prominence_diff,upper_envelope_diff,prominence_threshold_diff,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,distance_factor_diff,lower_envelope_diff,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,relative_num_peaks_diff,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,avg_variance_across_levels_normalized,kl_divergence_normalized,reconstruction_signal_weighted_score,reconstruction_signal_normalized_weighted_score,reconstruction_signal_normalized_weighted_rank,wavelet_signal_weighted_score,wavelet_signal_normalized_weighted_score,wavelet_signal_normalized_weighted_rank,wavelet_signal_num_missing_metrics,wavelet_signal_missing_metrics_count,wavelet_signal_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank
coif2,1,symmetric,2.2392991385384505e-28,335.6790703639538,218354.83873194558,0.65625,11.323145408928767,85,smoothed,4.656405979751392e-15,,"[7, 10, 12, 16, 22, 26, 29, 33, 35, 37, 43, 48, 50, 52, 54, 59, 61, 65, 69, 73, 76, 78]","[404.2666666666667, 15.266666666666637, 7.199999999999992, 20.19999999999994, 27.26666666666666, 19.733333333333352, 2.93333333333328, 34.60000000000002, 0.9333333333332838, 9.333333333333314, 14.733333333333409, 31.26666666666671, 2.133333333333329, 1.8666666666666742, 20.399999999999977, 11.46666666666664, 7.733333333333349, 6.5333333333334185, 6.7999999999999545, 2.5333333333334176, 5.933333333333373, 505.5333333333335]",22,2.7425804898848156,6236.370259541229,0.5904817292998599,3.424415393018393e-05,1.0,24,31.847222222222218,2.0000000000000013,404.40000000000003,"[7, 10, 12, 16, 20, 22, 24, 26, 28, 30, 34, 36, 39, 44, 48, 50, 52, 54, 59, 61, 63, 68, 73, 77]","[404.40000000000003, 15.266666666666637, 7.199999999999992, 27.266666666666772, 14.866666666666678, 39.06666666666661, 2.0000000000000013, 30.599999999999916, 5.599999999999912, 2.93333333333328, 27.533333333333363, 8.866666666666566, 9.333333333333314, 5.000000000000058, 68.13333333333338, 5.19999999999999, 4.133333333333326, 23.066666666666663, 19.33333333333337, 11.86666666666656, 4.600000000000136, 9.266666666666653, 12.866666666666674, 5.933333333333373]","[3, 9, 11, 14, 17, 21, 23, 25, 27, 29, 33, 35, 37, 43, 33, 49, 51, 49, 56, 60, 62, 65, 69, 76]","[78, 33, 21, 21, 21, 33, 25, 33, 33, 33, 43, 43, 43, 46, 78, 53, 53, 78, 78, 78, 69, 69, 78, 78]",0.05,30,431035.60000000015,505.5333333333335,-505.5333333333335,DWT,inu.32000013032919,0.0,-15.5,1.0666666666666642,178.46666666666664,13.854738562091502,1.1368683772161603e-13,0.0,13.854738562091502,12.600000000000023,26.07859477124184,0.0,1.1368683772161603e-13,0.0,-15.5,0.0,-15.5,7.0,0.858541567224787,0.22485355056291945,0.442674841912164,0.7460503842869342,0.3676148461714792,,0,,183,1.2943552287557791,0.6765693867476235,149,0,0,0.5279470380316568,0.6616106948630129,144,21.221058723196006,0.969770571619379,158.66666666666666,156.90101898101898,0.8718748394659098,54,coif,230.46031746031747,189.0,221.70038088322843,63,0.4089101352603299,0.9834084740000157,0.4187403631177643,3,41.25
db12,1,symmetric,4.465779287367059e-29,342.681218943316,167652.2832697969,0.6296296296296297,14.303930883032121,85,smoothed,3.300627744973849e-15,,"[7, 10, 12, 16, 22, 26, 29, 33, 35, 37, 43, 48, 50, 52, 54, 59, 61, 65, 69, 73, 76, 78]","[404.26666666666665, 15.266666666666644, 7.199999999999964, 20.199999999999932, 27.266666666666655, 19.733333333333352, 2.9333333333332807, 34.60000000000002, 0.9333333333332812, 9.333333333333318, 14.733333333333405, 31.26666666666671, 2.133333333333328, 1.866666666666673, 20.399999999999977, 11.466666666666642, 7.733333333333349, 6.53333333333342, 6.799999999999958, 2.5333333333333883, 5.933333333333341, 505.53333333333336]",22,4.017232972942272,6207.905671446344,0.5060947183621263,3.4244153930183933e-05,0.9999999999999998,24,31.847222222222214,2.0000000000000013,404.4,"[7, 10, 12, 16, 20, 22, 24, 26, 28, 30, 34, 36, 39, 44, 48, 50, 52, 54, 59, 61, 63, 68, 73, 77]","[404.4, 15.266666666666644, 7.199999999999964, 27.266666666666765, 14.86666666666667, 39.06666666666662, 2.0000000000000013, 30.599999999999913, 5.59999999999991, 2.9333333333332807, 27.53333333333336, 8.86666666666656, 9.333333333333318, 5.000000000000057, 68.13333333333338, 5.199999999999994, 4.1333333333333275, 23.066666666666663, 19.333333333333375, 11.86666666666656, 4.600000000000136, 9.266666666666655, 12.866666666666688, 5.933333333333341]","[3, 9, 11, 14, 17, 21, 23, 25, 27, 29, 33, 35, 37, 43, 33, 49, 51, 49, 56, 60, 62, 65, 69, 76]","[78, 33, 21, 21, 21, 33, 25, 33, 33, 33, 43, 43, 43, 46, 78, 53, 53, 78, 78, 78, 69, 69, 78, 78]",0.05,30,431035.6,505.53333333333336,-505.53333333333336,DWT,inu.32000013032919,0.0,-15.5,1.0666666666666642,178.4666666666667,13.854738562091505,0.0,0.0,13.854738562091505,12.600000000000136,26.078594771241843,0.0,0.0,0.0,-15.5,0.0,-15.5,7.0,0.9202026471482059,0.752634424058537,0.22741043161586574,0.5851915108960369,0.3639348335785618,,0,,192,1.4217945539159644,0.7431828975950586,69,0,0,0.5698747694594416,0.7141535325449684,81,67.8159273327439,0.9033961149106212,114.0,93.6131902643287,0.8705014762587294,55,db,248.8095238095238,195.0,152.94459334091817,189,0.441467481934408,0.6784246763345256,0.4874453597455567,2,41.75
bior2.6,1,periodic,5.359497788280224e-29,341.88895053383504,194296.8597181641,0.6632653061224489,11.636757303037552,85,smoothed,2.330162206977977e-15,,"[7, 10, 12, 16, 22, 26, 29, 33, 35, 37, 43, 48, 50, 52, 54, 59, 61, 65, 69, 73, 76, 78]","[404.26666666666665, 15.26666666666664, 7.199999999999992, 20.19999999999994, 27.26666666666665, 19.73333333333335, 2.9333333333332816, 34.60000000000002, 0.9333333333332794, 9.333333333333314, 14.733333333333405, 31.26666666666671, 2.133333333333325, 1.8666666666666738, 20.399999999999977, 11.46666666666664, 7.733333333333348, 6.5333333333334185, 6.799999999999956, 2.533333333333424, 5.933333333333302, 505.5333333333334]",22,2.8826510418309756,5681.557918540337,0.7161408800616923,3.4244153930183933e-05,1.0,24,31.847222222222214,1.9999999999999987,404.4,"[7, 10, 12, 16, 20, 22, 24, 26, 28, 30, 34, 36, 39, 44, 48, 50, 52, 54, 59, 61, 63, 68, 73, 77]","[404.4, 15.26666666666664, 7.199999999999992, 27.266666666666772, 14.866666666666674, 39.066666666666606, 1.9999999999999987, 30.59999999999991, 5.599999999999913, 2.9333333333332816, 27.53333333333336, 8.866666666666559, 9.333333333333314, 5.0000000000000595, 68.13333333333338, 5.19999999999999, 4.133333333333326, 23.066666666666663, 19.33333333333337, 11.86666666666656, 4.600000000000136, 9.266666666666653, 12.86666666666668, 5.933333333333302]","[4, 9, 11, 14, 17, 21, 23, 25, 27, 29, 33, 35, 37, 43, 33, 49, 51, 49, 56, 60, 62, 65, 69, 76]","[78, 33, 21, 21, 21, 33, 25, 33, 33, 33, 43, 43, 43, 46, 78, 53, 53, 78, 78, 78, 69, 69, 78, 78]",0.05,30,431035.6000000001,505.5333333333334,-505.5333333333334,DWT,inu.32000013032919,0.0,-15.5,1.0666666666666615,178.4666666666667,13.854738562091505,5.684341886080802e-14,0.0,13.854738562091505,12.600000000000136,26.078594771241843,0.0,5.684341886080802e-14,0.0,-15.5,0.0,-15.5,7.0,0.9132259134836573,0.28285097279351284,0.34053350765163404,0.7884417644085813,0.29588655012927667,,0,,13,1.293359114127911,0.6760487100060809,151,0,0,0.5241877416933325,0.6568996339356371,147,78.54510381515409,0.8881123877277007,103.66666666666667,33.2048252847992,0.8702195366938599,56,bior,261.4592592592593,201.0,225.44078757168091,135,0.4639121487246002,1.0,0.37526149589277985,5,43.25
db12,1,antireflect,1.0488282764022466e-28,338.9731476200433,178401.0416328692,0.6574074074074074,15.925168175951978,85,smoothed,4.952900834563051e-15,,"[7, 10, 12, 16, 22, 26, 29, 33, 35, 37, 43, 48, 50, 52, 54, 59, 61, 65, 69, 73, 76, 78]","[404.26666666666665, 15.266666666666637, 7.199999999999964, 20.199999999999932, 27.26666666666666, 19.733333333333352, 2.9333333333332807, 34.60000000000002, 0.9333333333332812, 9.333333333333318, 14.733333333333405, 31.26666666666671, 2.133333333333328, 1.866666666666673, 20.399999999999977, 11.466666666666642, 7.733333333333349, 6.53333333333342, 6.799999999999958, 2.533333333333381, 5.933333333333357, 505.5333333333334]",22,3.7556511884797272,6162.667385508539,0.530508590109655,3.4244153930183933e-05,1.0,24,31.847222222222214,2.0000000000000013,404.4,"[7, 10, 12, 16, 20, 22, 24, 26, 28, 30, 34, 36, 39, 44, 48, 50, 52, 54, 59, 61, 63, 68, 73, 77]","[404.4, 15.266666666666637, 7.199999999999964, 27.266666666666765, 14.86666666666667, 39.06666666666662, 2.0000000000000013, 30.599999999999913, 5.59999999999991, 2.9333333333332807, 27.53333333333336, 8.86666666666656, 9.333333333333318, 5.000000000000057, 68.13333333333338, 5.199999999999994, 4.1333333333333275, 23.066666666666663, 19.333333333333375, 11.86666666666656, 4.600000000000136, 9.266666666666655, 12.866666666666681, 5.933333333333357]","[1, 9, 11, 14, 17, 21, 23, 25, 27, 29, 33, 35, 37, 43, 33, 49, 51, 49, 56, 60, 62, 65, 69, 76]","[78, 33, 21, 21, 21, 33, 25, 33, 33, 33, 43, 43, 43, 46, 78, 53, 53, 78, 78, 78, 69, 69, 78, 78]",0.05,30,431035.6000000001,505.5333333333334,-505.5333333333334,DWT,inu.32000013032919,0.0,-15.5,1.0666666666666642,178.4666666666667,13.854738562091505,5.684341886080802e-14,0.0,13.854738562091505,12.600000000000136,26.078594771241843,0.0,5.684341886080802e-14,0.0,-15.5,0.0,-15.5,7.0,0.8875492865925684,0.6443242261581409,0.27304570797134486,0.7530442483474082,0.3580862521278773,,0,,198,1.435666739210398,0.7504339950441926,62,0,0,0.5832099442394679,0.730864857008927,66,77.39078325830107,0.8897567190052691,108.66666666666667,82.57399103139012,0.8674804487713905,57,db,248.8095238095238,195.0,152.94459334091817,189,0.441467481934408,0.6784246763345256,0.4874453597455567,2,43.25
db12,1,reflect,1.8405067491578987e-28,336.5308173507197,178847.8348856206,0.6481481481481481,15.771232714330194,85,smoothed,6.085328319680714e-15,,"[7, 10, 12, 16, 22, 26, 29, 33, 35, 37, 43, 48, 50, 52, 54, 59, 61, 65, 69, 73, 76, 78]","[404.26666666666665, 15.266666666666666, 7.199999999999978, 20.199999999999932, 27.266666666666655, 19.733333333333352, 2.9333333333332807, 34.60000000000002, 0.9333333333332812, 9.333333333333318, 14.733333333333405, 31.26666666666671, 2.133333333333328, 1.866666666666673, 20.399999999999977, 11.466666666666642, 7.733333333333349, 6.53333333333342, 6.7999999999999545, 2.533333333333367, 5.933333333333403, 505.5333333333333]",22,3.7462689132524427,6033.683200633413,0.5362588603070415,3.424415393018394e-05,1.0,24,31.847222222222214,2.0000000000000013,404.4,"[7, 10, 12, 16, 20, 22, 24, 26, 28, 30, 34, 36, 39, 44, 48, 50, 52, 54, 59, 61, 63, 68, 73, 77]","[404.4, 15.266666666666666, 7.199999999999978, 27.26666666666676, 14.86666666666667, 39.06666666666662, 2.0000000000000013, 30.599999999999913, 5.59999999999991, 2.9333333333332807, 27.53333333333336, 8.86666666666656, 9.333333333333318, 5.000000000000057, 68.13333333333338, 5.199999999999994, 4.1333333333333275, 23.066666666666663, 19.333333333333375, 11.86666666666656, 4.600000000000136, 9.266666666666655, 12.866666666666681, 5.933333333333403]","[6, 9, 11, 14, 17, 21, 23, 25, 27, 29, 33, 35, 37, 43, 33, 49, 51, 49, 56, 60, 62, 65, 69, 76]","[78, 33, 21, 21, 21, 33, 25, 33, 33, 33, 43, 43, 43, 46, 78, 53, 53, 78, 78, 78, 69, 69, 78, 78]",0.05,30,431035.6,505.5333333333333,-505.5333333333333,DWT,inu.32000013032919,0.0,-15.5,1.0666666666666642,178.4666666666667,13.854738562091505,5.684341886080802e-14,0.0,13.854738562091505,12.600000000000136,26.078594771241846,0.0,5.684341886080802e-14,0.0,-15.5,0.0,-15.5,7.0,0.8660420705960373,0.6404394140382484,0.2749426278642622,0.6970933358636175,0.3414106753359214,,0,,196,1.3927178677886933,0.7279842911655923,88,0,0,0.5639856247396174,0.7067733961874307,87,62.64449962553243,0.9107628210462501,123.66666666666667,107.29640575841358,0.8672997391081203,58,db,248.8095238095238,195.0,152.94459334091817,189,0.441467481934408,0.6784246763345256,0.4874453597455567,2,44.0
coif2,1,antisymmetric,2.2095834442925145e-28,335.7370874220405,218354.83873194558,0.65625,11.323145408928767,85,smoothed,4.403013901189885e-15,,"[7, 10, 12, 16, 22, 26, 29, 33, 35, 37, 43, 48, 50, 52, 54, 59, 61, 65, 69, 73, 76, 78]","[404.2666666666667, 15.266666666666637, 7.199999999999992, 20.19999999999994, 27.26666666666666, 19.733333333333352, 2.93333333333328, 34.60000000000002, 0.9333333333332838, 9.333333333333314, 14.733333333333409, 31.26666666666671, 2.133333333333329, 1.8666666666666742, 20.399999999999977, 11.46666666666664, 7.733333333333349, 6.5333333333334185, 6.7999999999999545, 2.5333333333334176, 5.933333333333373, 505.5333333333335]",22,2.7425804898848156,6079.592013450043,0.5799212252264575,3.424415393018393e-05,1.0,24,31.847222222222218,2.0000000000000013,404.40000000000003,"[7, 10, 12, 16, 20, 22, 24, 26, 28, 30, 34, 36, 39, 44, 48, 50, 52, 54, 59, 61, 63, 68, 73, 77]","[404.40000000000003, 15.266666666666637, 7.199999999999992, 27.266666666666772, 14.866666666666678, 39.06666666666661, 2.0000000000000013, 30.599999999999916, 5.599999999999912, 2.93333333333328, 27.533333333333363, 8.866666666666566, 9.333333333333314, 5.000000000000058, 68.13333333333338, 5.19999999999999, 4.133333333333326, 23.066666666666663, 19.33333333333337, 11.86666666666656, 4.600000000000136, 9.266666666666653, 12.866666666666674, 5.933333333333373]","[3, 9, 11, 14, 17, 21, 23, 25, 27, 29, 33, 35, 37, 43, 33, 49, 51, 49, 56, 60, 62, 65, 69, 76]","[78, 33, 21, 21, 21, 33, 25, 33, 33, 33, 43, 43, 43, 46, 78, 53, 53, 78, 78, 78, 69, 69, 78, 78]",0.05,30,431035.60000000015,505.5333333333335,-505.5333333333335,DWT,inu.32000013032919,0.0,-15.5,1.0666666666666642,178.46666666666664,13.854738562091502,1.1368683772161603e-13,0.0,13.854738562091502,12.600000000000023,26.07859477124184,0.0,1.1368683772161603e-13,0.0,-15.5,0.0,-15.5,7.0,0.8590524667601306,0.22485355056291945,0.442674841912164,0.7460503842869342,0.3473459451078892,,0,,188,1.2865542080515493,0.6724917335063724,163,0,0,0.5239954377260075,0.6566586431689854,149,19.75685535031659,0.9718563314098054,166.66666666666666,165.14796908720447,0.8672197136631173,59,coif,230.46031746031747,189.0,221.70038088322843,63,0.4089101352603299,0.9834084740000157,0.4187403631177643,3,45.0
db12,1,periodic,2.929842452998461e-28,334.51174881841735,172852.09965396693,0.6388888888888888,15.501532013592826,85,smoothed,6.586887897864316e-15,,"[7, 10, 12, 16, 22, 26, 29, 33, 35, 37, 43, 48, 50, 52, 54, 59, 61, 65, 69, 73, 76, 78]","[404.26666666666665, 15.266666666666627, 7.19999999999996, 20.199999999999932, 27.266666666666655, 19.733333333333352, 2.9333333333332807, 34.60000000000002, 0.9333333333332812, 9.333333333333318, 14.733333333333405, 31.26666666666671, 2.133333333333328, 1.866666666666673, 20.399999999999977, 11.466666666666642, 7.733333333333349, 6.53333333333342, 6.799999999999962, 2.5333333333333883, 5.933333333333387, 505.53333333333325]",22,3.672479106551367,5852.637602975932,0.5685345385841407,3.424415393018395e-05,0.9999999999999998,24,31.847222222222214,2.0000000000000013,404.4,"[7, 10, 12, 16, 20, 22, 24, 26, 28, 30, 34, 36, 39, 44, 48, 50, 52, 54, 59, 61, 63, 68, 73, 77]","[404.4, 15.266666666666627, 7.19999999999996, 27.266666666666765, 14.86666666666667, 39.06666666666662, 2.0000000000000013, 30.599999999999913, 5.59999999999991, 2.9333333333332807, 27.53333333333336, 8.86666666666656, 9.333333333333318, 5.000000000000057, 68.13333333333338, 5.199999999999994, 4.1333333333333275, 23.066666666666663, 19.333333333333375, 11.86666666666656, 4.600000000000136, 9.266666666666655, 12.866666666666688, 5.933333333333387]","[6, 9, 11, 14, 17, 21, 23, 25, 27, 29, 33, 35, 37, 43, 33, 49, 51, 49, 56, 60, 62, 65, 69, 76]","[78, 33, 21, 21, 21, 33, 25, 33, 33, 33, 43, 43, 43, 46, 78, 53, 53, 78, 78, 78, 69, 69, 78, 78]",0.05,30,431035.59999999986,505.53333333333325,-505.53333333333325,DWT,inu.32000013032919,0.0,-15.5,1.0666666666666642,178.4666666666667,13.854738562091505,1.1368683772161603e-13,0.0,13.854738562091505,12.600000000000136,26.078594771241846,0.0,1.1368683772161603e-13,0.0,-15.5,0.0,-15.5,7.0,0.8482621070991051,0.6098861070362088,0.24948694033194055,0.641142423379827,0.31800439673280645,,0,,193,1.3223025159885913,0.6911776477290692,120,0,0,0.5333563949159776,0.6683895724950206,128,40.0374824383352,0.9429665492331407,147.0,140.66557003669493,0.8667824199157157,60,db,248.8095238095238,195.0,152.94459334091817,189,0.441467481934408,0.6784246763345256,0.4874453597455567,2,45.5
db12,1,antisymmetric,1.0342328995436997e-28,339.034008006069,167657.02533520633,0.6296296296296297,14.303930883032121,85,smoothed,4.011170480733947e-15,,"[7, 10, 12, 16, 22, 26, 29, 33, 35, 37, 43, 48, 50, 52, 54, 59, 61, 65, 69, 73, 76, 78]","[404.2666666666667, 15.266666666666637, 7.199999999999971, 20.199999999999932, 27.266666666666655, 19.733333333333352, 2.9333333333332807, 34.60000000000002, 0.9333333333332812, 9.333333333333318, 14.733333333333405, 31.26666666666671, 2.133333333333328, 1.866666666666673, 20.399999999999977, 11.466666666666642, 7.733333333333349, 6.53333333333342, 6.7999999999999545, 2.5333333333334025, 5.933333333333337, 505.5333333333333]",22,4.017119348228459,6091.266148964152,0.5146132124895187,3.424415393018394e-05,0.9999999999999998,24,31.847222222222218,2.0000000000000013,404.40000000000003,"[7, 10, 12, 16, 20, 22, 24, 26, 28, 30, 34, 36, 39, 44, 48, 50, 52, 54, 59, 61, 63, 68, 73, 77]","[404.40000000000003, 15.266666666666637, 7.199999999999971, 27.26666666666676, 14.86666666666667, 39.06666666666662, 2.0000000000000013, 30.599999999999913, 5.59999999999991, 2.9333333333332807, 27.53333333333336, 8.86666666666656, 9.333333333333318, 5.000000000000057, 68.13333333333338, 5.199999999999994, 4.1333333333333275, 23.066666666666663, 19.333333333333375, 11.86666666666656, 4.600000000000136, 9.266666666666655, 12.866666666666688, 5.933333333333337]","[6, 9, 11, 14, 17, 21, 23, 25, 27, 29, 33, 35, 37, 43, 33, 49, 51, 49, 56, 60, 62, 65, 69, 76]","[78, 33, 21, 21, 21, 33, 25, 33, 33, 33, 43, 43, 43, 46, 78, 53, 53, 78, 78, 78, 69, 69, 78, 78]",0.05,30,431035.6,505.5333333333333,-505.5333333333333,DWT,inu.32000013032919,0.0,-15.5,1.0666666666666642,178.46666666666664,13.854738562091502,5.684341886080802e-14,0.0,13.854738562091502,12.600000000000023,26.07859477124184,0.0,5.684341886080802e-14,0.0,-15.5,0.0,-15.5,7.0,0.8880852245385242,0.7525873767640748,0.22743056468222983,0.5851915108960369,0.3488552227254025,,0,,197,1.3964787988948428,0.7299501586458308,84,0,0,0.5604299799212537,0.7023175465102844,94,62.55397669213365,0.9108917710938267,125.0,108.62008286392626,0.8664145465155744,61,db,248.8095238095238,195.0,152.94459334091817,189,0.441467481934408,0.6784246763345256,0.4874453597455567,2,46.25
db13,1,symmetric,2.2447791116282117e-28,335.6684553696299,170079.4614977791,0.6,18.339073203812568,85,smoothed,7.202082067980135e-15,,"[7, 10, 12, 16, 22, 26, 29, 33, 35, 37, 43, 48, 50, 52, 54, 59, 61, 65, 69, 73, 76, 78]","[404.2666666666667, 15.266666666666715, 7.1999999999999815, 20.19999999999993, 27.266666666666655, 19.73333333333335, 2.93333333333328, 34.60000000000004, 0.9333333333332803, 9.333333333333313, 14.733333333333409, 31.266666666666715, 2.133333333333329, 1.866666666666677, 20.399999999999984, 11.46666666666664, 7.733333333333347, 6.533333333333417, 6.799999999999958, 2.5333333333334167, 5.933333333333302, 505.5333333333334]",22,4.079652176622915,6276.206372896433,0.5051628470811597,3.4244153930183933e-05,1.0,24,31.847222222222218,1.9999999999999938,404.40000000000003,"[7, 10, 12, 16, 20, 22, 24, 26, 28, 30, 34, 36, 39, 44, 48, 50, 52, 54, 59, 61, 63, 68, 73, 77]","[404.40000000000003, 15.266666666666715, 7.1999999999999815, 27.266666666666758, 14.866666666666674, 39.066666666666606, 1.9999999999999938, 30.599999999999916, 5.599999999999908, 2.93333333333328, 27.533333333333363, 8.86666666666656, 9.333333333333313, 5.000000000000057, 68.13333333333341, 5.199999999999989, 4.133333333333325, 23.066666666666663, 19.33333333333337, 11.866666666666562, 4.600000000000136, 9.266666666666652, 12.866666666666678, 5.933333333333302]","[5, 9, 11, 14, 17, 21, 23, 25, 27, 29, 33, 35, 37, 43, 33, 49, 51, 49, 56, 60, 62, 65, 69, 76]","[78, 33, 21, 21, 21, 33, 25, 33, 33, 33, 43, 43, 43, 46, 78, 53, 53, 78, 78, 78, 69, 69, 78, 78]",0.05,30,431035.6000000001,505.5333333333334,-505.5333333333334,DWT,inu.32000013032919,0.0,-15.5,1.0666666666666567,178.46666666666664,13.854738562091502,5.684341886080802e-14,0.0,13.854738562091502,12.600000000000023,26.07859477124184,0.0,5.684341886080802e-14,0.0,-15.5,0.0,-15.5,7.0,0.8584480913429237,0.7784796346389532,0.23771533804845482,0.4061485909479075,0.37276501375203097,,0,,201,1.3347317830294334,0.6976745207610796,113,0,0,0.5307113337460542,0.6650748446293,135,45.796651988254915,0.9347626040053348,149.66666666666666,141.2955624164785,0.8607811120691442,62,db,248.8095238095238,195.0,152.94459334091817,189,0.441467481934408,0.6784246763345256,0.4874453597455567,2,47.0
bior3.3,1,constant,1.0925027483571113e-28,338.79596611242306,266538.75600304455,0.6304347826086957,11.334262767288715,85,smoothed,3.568387415618739e-15,,"[7, 10, 12, 16, 22, 26, 29, 33, 35, 37, 43, 48, 50, 52, 54, 59, 61, 65, 69, 73, 76, 78]","[404.26666666666665, 15.266666666666634, 7.199999999999996, 20.199999999999932, 27.266666666666648, 19.73333333333335, 2.93333333333328, 34.60000000000002, 0.9333333333332838, 9.333333333333314, 14.733333333333405, 31.26666666666671, 2.1333333333333275, 1.8666666666666725, 20.399999999999977, 11.46666666666664, 7.733333333333348, 6.533333333333417, 6.799999999999955, 2.533333333333424, 5.933333333333319, 505.5333333333334]",22,2.2774217302299484,6545.504037914667,0.8016215825327986,3.4244153930183933e-05,1.0,24,31.847222222222214,2.0000000000000018,404.4,"[7, 10, 12, 16, 20, 22, 24, 26, 28, 30, 34, 36, 39, 44, 48, 50, 52, 54, 59, 61, 63, 68, 73, 77]","[404.4, 15.266666666666634, 7.199999999999996, 27.26666666666676, 14.86666666666667, 39.066666666666606, 2.0000000000000018, 30.59999999999991, 5.599999999999911, 2.93333333333328, 27.53333333333336, 8.866666666666564, 9.333333333333314, 5.0000000000000515, 68.13333333333338, 5.199999999999991, 4.133333333333326, 23.066666666666663, 19.33333333333337, 11.86666666666656, 4.600000000000136, 9.26666666666665, 12.866666666666674, 5.933333333333319]","[3, 9, 11, 14, 17, 21, 23, 25, 27, 29, 33, 35, 37, 43, 33, 49, 51, 49, 56, 60, 62, 65, 69, 76]","[78, 33, 21, 21, 21, 33, 25, 33, 33, 33, 43, 43, 43, 46, 78, 53, 53, 78, 78, 78, 69, 69, 78, 78]",0.05,30,431035.6000000001,505.5333333333334,-505.5333333333334,DWT,inu.32000013032919,0.0,-15.5,1.0666666666666647,178.4666666666667,13.854738562091505,5.684341886080802e-14,0.0,13.854738562091505,12.600000000000136,26.07859477124184,0.0,5.684341886080802e-14,0.0,-15.5,0.0,-15.5,7.0,0.8859890221996473,0.032250547196928714,0.6472460403968643,0.5900568076337579,0.4075808626660167,,0,,83,1.2703967752365948,0.6640461196840077,175,0,0,0.512624656018643,0.6424090494699788,172,52.271725945613596,0.9255388519293254,143.33333333333334,127.24571739019711,0.8606801572087273,63,bior,261.4592592592593,201.0,225.44078757168091,135,0.4639121487246002,1.0,0.37526149589277985,5,48.5
