signal_type,wavelet,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,wavelet_psnr,signal_length,scales_used,emd_value,kl_divergence,is_complex,change_point_indices,change_point_prominences,num_change_points,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,prominence_threshold,distance_factor,max_autocorrelation,upper_envelope,lower_envelope,fft_frequency_max,fft_amplitude_max,fft_spectral_centroid,fft_spectral_bandwidth,fft_spectral_magnitude,fft_variance_magnitude,fft_num_peaks,fft_peak_amplitude,fft_dominant_frequency,fft_positive_frequencies,fft_positive_amplitudes,fft_snr_threshold,fft_stationarity_threshold,fft_dynamic_cutoff,fft_dynamic_cutoff_percentile,wavelet_type,htid,max_autocorrelation_diff,fft_amplitude_max_diff,fft_dominant_frequency_diff,prominence_max_diff,fft_variance_magnitude_diff,avg_prominence_diff,upper_envelope_diff,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,fft_snr_threshold_diff,lower_envelope_diff,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,fft_peak_amplitude_diff,fft_stationarity_threshold_diff,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,fft_frequency_max_diff,fft_num_peaks_diff,fft_dynamic_cutoff_percentile_diff,prominence_min_diff,fft_dynamic_cutoff_diff,fft_spectral_centroid_diff,fft_spectral_bandwidth_diff,prominence_threshold_diff,distance_factor_diff,fft_spectral_magnitude_diff,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,relative_num_peaks_diff,emd_value_normalized,smoothness_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,correlation_normalized,avg_variance_across_levels_normalized,kl_divergence_normalized,prominence_min_diff_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,relative_num_peaks_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_signal_weighted_score,reconstruction_signal_normalized_weighted_score,reconstruction_signal_normalized_weighted_rank,wavelet_signal_weighted_score,wavelet_signal_normalized_weighted_score,wavelet_signal_normalized_weighted_rank,reconstruction_signal_num_missing_metrics,reconstruction_signal_missing_metrics_count,reconstruction_signal_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_rank,wavelet_signal_num_missing_metrics,wavelet_signal_missing_metrics_count,wavelet_signal_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank,top_wavelet_rank
smoothed,gaus6,20.297532241974416,0.6928149039719503,749.346485462373,-34.565879688924156,197,97,36434.94517441223,,False,"[25, 63, 86, 117, 149, 181]","[98275.19415060477, 22431.822753248263, 14282.27025071223, 63746.33178005474, 6193.606082732564, 56244.009196222774]",6,13.365137158937351,407480.9013713156,0.016491400567270987,1.7331539815696422e-06,0.4385484833157035,5,43937.83422760524,6193.606082732564,120537.46285511043,"[25, 76, 98, 149, 181]","[120537.46285511043, 22431.822753248263, 14282.27025071223, 6193.606082732564, 56244.009196222774]","[0, 63, 86, 117, 117]","[117, 117, 117, 162, 196]",0.05,10,410028179961.694,101815.23712667916,-101815.23712667916,,,,,,,,,,,,,,,,CWT,mdp.39015014188836,,,,119689.1295217771,,43556.10406887509,100966.90379334583,43556.10406887509,211672.83780469288,43556.104068875095,,100966.90379334583,0.0,-5.0,,,0.0,-0.5,,,,6165.272749399231,,,,0.0,20.0,,0.0,-5.0,16.0,0.11237987658750975,0.027033744722623626,0.7284233497709907,0.43992549721183793,0.7671331966039483,0.4291694205772194,0.768372255869971,0.09748416234752184,,0.8528645314877275,0.997465009196701,0.997465009196701,0.9974556785153803,0.882804420696036,0.7536567456843143,1.0,,0.8999999999999999,0.75,0.27268080287754226,0.27268080287754226,0.9642857142857143,2.838735115717288,1.0,1,1.6004177786814127,0.6997958995788022,5,0,0,0.8034465595681382,1.0,1,1,0.11111111111111112,0.41568463240589726,0.7327435503176986,4,2.0615528128088303,0.8527462276565121,2.75,1.6326530612244896,0.8281588281139703,1,gaus,7.75,7.5,5.063877678504601,8,0.7045454545454546,1.0,0.2068181818181818,1,1.0,1
smoothed,gaus8,20.270640589765023,0.6780574598356796,717.6036188792401,-33.81699079912857,197,97,33411.40510153382,,False,"[25, 61, 85, 117, 135, 149, 181]","[92755.93119378162, 33089.38608418979, 18082.487777703136, 61960.43942501775, 21.019366522099517, 9891.852145424575, 54914.50607853593]",7,13.336848287964271,413615.77708335896,0.018714168337576945,1.4501832939652402e-06,0.4688325691154505,6,38517.37775194889,21.019366522099517,115105.01505931781,"[25, 77, 98, 135, 149, 181]","[115105.01505931781, 18082.487777703136, 33089.38608418979, 21.019366522099517, 9891.852145424575, 54914.50607853593]","[0, 61, 61, 117, 117, 117]","[117, 85, 117, 136, 162, 196]",0.05,20,345116560211.2482,93209.22594060951,-93209.22594060951,,,,,,,,,,,,,,,,CWT,mdp.39015014188836,,,,114256.68172598448,,38135.64759321873,92360.89260727618,38135.64759321873,223087.93317836,38149.53002660025,,92360.89260727618,0.0,-9.0,,,0.0,0.0,,,,7.313966811233826,,,,0.0,10.0,,0.0,-9.0,15.0,0.08355022970823581,0.020865356406233666,0.78576424528846,0.396325147781596,0.7639460406206527,0.3670411985018728,0.8217485328242191,0.10017738782881895,,0.0,0.8599591134867485,0.8599591134867485,0.859797122417103,0.9340624408461023,0.7120034092409581,0.8,,0.6333333333333333,0.7708333333333333,0.2333753172617861,0.2333753172617861,0.6785714285714286,2.286428609146377,0.8054392241414342,5,1.5985056648705056,0.6989598120132772,6,0,0,0.6312724941032775,0.7857056410106401,4,1,0.11111111111111112,0.41187171181445553,0.7260223661471845,6,0.9574271077563381,0.9316123494459758,5.25,5.1063829787234045,0.7783061747229879,3,gaus,7.75,7.5,5.063877678504601,8,0.7045454545454546,1.0,0.2068181818181818,1,2.5,2
smoothed,morl,19.904311395991048,0.6684808205557591,567.0717247509982,-31.47878242183632,197,97,24648.985336945676,,False,"[25, 60, 77, 99, 118, 134, 148, 163, 182]","[71854.68486004714, 44431.7763488872, 4842.422021329799, 19651.6659053538, 48136.85405037506, 3474.9507570285277, 15775.235885359112, 1023.4957626575538, 47535.541888055115]",9,13.255594692329298,292351.1269769581,0.02023415619522117,9.279440070147903e-07,0.5699670624505557,6,40964.74606701111,3474.9507570285277,97386.75776379992,"[25, 77, 99, 134, 148, 182]","[97386.75776379992, 11546.947640876373, 67364.24912678119, 3474.9507570285277, 18480.029225525526, 47535.541888055115]","[0, 60, 60, 118, 118, 118]","[118, 85, 118, 137, 163, 196]",0.05,20,202115125304.75275,71945.25793223419,-71945.25793223419,,,,,,,,,,,,,,,,CWT,mdp.39015014188836,,,,96538.42443046659,,40583.015908280955,71096.92459890086,40583.015908280955,237772.1430687333,40583.015908280955,,71096.92459890086,0.0,-4.5,,,0.0,-13.5,,,,3446.6174236951942,,,,0.0,10.0,,0.0,-18.0,15.0,0.0,0.009481227741682665,0.9647960937873509,0.2710926786060102,0.7205292853874153,0.3267239480061688,1.0,0.0469419090715227,,0.4763364022009098,0.922043842661525,0.922043842661525,0.9217569051072816,0.9999999999999999,0.5761485312812009,0.8,,0.0333333333333333,0.20833333333333337,0.1362582475047807,0.1362582475047807,1.0,2.359398529098552,0.8311443065029976,4,1.6269993494227046,0.7114189110554967,4,0,0,0.5943760571323892,0.739782938957226,6,1,0.11111111111111112,0.4118900872694632,0.7260547572800082,5,0.9574271077563381,0.9316123494459758,4.75,4.615384615384615,0.7961633175801308,2,morl,2.0,2.0,,1,0.18181818181818182,,,6,3.0,3
smoothed,gaus4,20.36880156299309,0.7077293421947773,744.8812957141871,-35.093244410130914,197,97,37223.6921729745,,False,"[26, 76, 96, 117, 149, 180]","[109407.8069425512, 16510.5162998877, 5651.815210625411, 44088.87529899182, 7255.971929949632, 58393.65787838967]",6,13.289648346176218,342520.0525375513,0.015074590575342677,2.222507847467571e-06,0.46331808966187993,5,44037.76308697907,7255.971929949632,128199.78400950575,"[26, 76, 96, 149, 180]","[128199.78400950575, 16510.5162998877, 9828.885317162596, 7255.971929949632, 58393.65787838967]","[0, 63, 86, 117, 117]","[117, 117, 117, 163, 196]",0.05,10,464310073790.49774,111387.1435658426,-111387.1435658426,,,,,,,,,,,,,,,,CWT,mdp.39015014188836,,,,127351.45067617242,,43656.03292824891,110538.81023250928,43656.03292824891,212172.482101562,43656.03292824891,,110538.81023250928,0.0,-14.0,,,0.0,-0.5,,,,7227.638596616299,,,,0.0,20.0,,0.0,-5.0,16.0,0.11990062937977877,0.037701014518444306,0.6880441082167861,0.32357802552972104,0.7755799235339784,0.49195858118528313,0.8120291579512701,0.06896619041496396,,0.9999999999999999,1.0,1.0,1.0,0.8850480092599882,0.8124076537424205,1.0,,0.8999999999999999,0.75,0.3163977377879796,0.3163977377879796,0.32142857142857145,2.8045726409021103,0.9879655996693635,2,1.5588675044519953,0.6816276988005795,7,0,0,0.7751399758339115,0.9647685544270153,2,1,0.11111111111111112,0.4091641482857226,0.7212496380786202,7,2.886751345948129,0.7938034752894194,4.5,3.1111111111111116,0.736187451930424,4,gaus,7.75,7.5,5.063877678504601,8,0.7045454545454546,1.0,0.2068181818181818,1,3.25,4
smoothed,gaus2,21.437556213332847,0.6771154953163431,1169.5918862935764,-40.185120937098525,197,97,80964.22236095302,,False,"[30, 76, 95, 134, 148, 175]","[141970.07643671805, 16916.79525005439, 6266.318313616925, 963.6119593006151, 50544.64368007032, 14166.106419861637]",6,13.203119272812536,344888.55613798526,0.0227345758518017,3.066745865028228e-06,0.4993612766900641,6,38471.258676603655,963.6119593006151,141970.07643671805,"[30, 76, 95, 134, 148, 175]","[141970.07643671805, 16916.79525005439, 6266.318313616925, 963.6119593006151, 50544.64368007032, 14166.106419861637]","[0, 62, 86, 118, 118, 165]","[196, 196, 196, 137, 196, 196]",0.05,20,1493858781750.659,147343.53312102368,-147343.53312102368,0.49238578680203043,16029887.35015014,0.013897574748032545,0.038311873754491785,28289200.135434613,2729159323247.736,17.0,2215561.2329874407,0.015228426395939085,"[0.0, 0.005076142131979695, 0.01015228426395939, 0.015228426395939085, 0.02030456852791878, 0.025380710659898477, 0.03045685279187817, 0.035532994923857864, 0.04060913705583756, 0.04568527918781726, 0.050761421319796954, 0.055837563451776644, 0.06091370558375634, 0.06598984771573603, 0.07106598984771573, 0.07614213197969542, 0.08121827411167512, 0.08629441624365482, 0.09137055837563451, 0.09644670050761421, 0.10152284263959391, 0.10659898477157359, 0.11167512690355329, 0.11675126903553298, 0.12182741116751268, 0.12690355329949238, 0.13197969543147206, 0.13705583756345177, 0.14213197969543145, 0.14720812182741116, 0.15228426395939085, 0.15736040609137056, 0.16243654822335024, 0.16751269035532992, 0.17258883248730963, 0.17766497461928932, 0.18274111675126903, 0.1878172588832487, 0.19289340101522842, 0.1979695431472081, 0.20304568527918782, 0.2081218274111675, 0.21319796954314718, 0.2182741116751269, 0.22335025380710657, 0.22842639593908629, 0.23350253807106597, 0.23857868020304568, 0.24365482233502536]","[16029887.35015014, 2599822.0145511013, 1911951.4148012183, 2215561.2329874407, 1126927.71568582, 1111538.0877421265, 419080.1399004608, 638722.0064947722, 270385.5743723275, 180232.34284415437, 212057.35587982388, 116335.95801487558, 132798.38756472289, 98197.15847394662, 144073.20523562952, 47254.41948164234, 47870.51183404151, 85265.99055873338, 52132.8125888248, 87258.62105300208, 69426.18576111137, 44543.79898290524, 29404.199532846415, 59271.84874396287, 35594.41179392199, 4523.536442665037, 24112.438938291238, 38064.8915593636, 31864.246415332185, 10855.169345032373, 26786.96721198704, 16670.069157575545, 21685.811769984786, 7653.834437878422, 10321.62753597924, 17119.685201934837, 4633.942303531314, 14653.839785922175, 19385.9687353257, 9074.204104061617, 12745.583166334332, 7435.528011187992, 10711.63595310896, 12289.968099778873, 5690.385311878811, 7689.929650884603, 7006.227674687557, 7177.095841861037, 6828.304715846146]",3.0,0.7,50993.68596855077,15.0,CWT,mdp.39015014188836,,15949137.35015014,0.02030456852791878,141121.7431033847,2729091361059.763,38089.5285178735,146495.19978769033,38089.5285178735,222811.2187262886,38089.5285178735,0.0,146495.19978769033,0.0,-9.0,2206108.5234803013,0.0,0.0,-4.5,0.0,1.0,0.0,935.2786259672818,50834.819301884105,0.07629544897471832,0.07905533259040827,0.0,10.0,28027004.157217883,0.0,-18.0,15.0,0.5369693664351304,0.05610429143684257,0.2981695034534553,0.19021470261302764,0.9022470301878242,0.36307556730557383,0.8755559603071857,0.07000596930350936,,0.12852118245839883,0.8587891668608247,0.8587891668608247,0.8582694043112455,0.9328198901274452,0.9179914798471658,0.8,,0.0333333333333333,0.5833333333333334,0.4806182252936596,0.4806182252936596,0.6785714285714286,2.4463446036331096,0.8617727628366517,3,1.4265096646005988,0.6237531395205472,9,0,0,0.6343045696909432,0.7894794770568054,3,1,0.11111111111111112,0.40598724332476305,0.7156495835212933,8,3.2015621187164243,0.7713169915202553,5.75,4.430769230769231,0.6803013529029849,5,gaus,7.75,7.5,5.063877678504601,8,0.7045454545454546,1.0,0.2068181818181818,1,4.0,5
smoothed,cmor,18.491155621266536,0.7097702653200063,678.7484027852138,-34.85515346618594,197,97,42496.737289881494,-362657.70802959264,True,"[15, 24, 76, 91, 100, 133, 149, 185, 194]","[8279.164317061775, 595.7593478222989, 12600.088999349828, 266.86266418563537, 8495.756499929746, 737.1414066172656, 6219.82033720483, 809.3758223148325, 1856.3752998090058]",9,13.524324803504948,185422.54641817982,0.01667044895721492,4.636733006613404e-05,0.2870324107020225,7,18933.888527026,205.49595185979342,70764.58953747952,"[26, 76, 90, 98, 134, 148, 180]","[70764.58953747952, 13436.868627609216, 299.66851302196665, 7109.945341441897, 205.49595185979342, 7597.579575649503, 33123.072142120116]","[0, 62, 86, 86, 117, 117, 117]","[117, 117, 92, 117, 136, 164, 196]",0.05,30,441092842423.70044,80948.8577546998,-80948.8577546998,,,,,,,,,,,,,,,,CWT,mdp.39015014188836,,,,69916.2562041462,,18552.15836829584,80100.52442136647,18552.15836829584,124520.88635584868,18552.158368295844,,80100.52442136647,0.0,-8.5,,,0.0,5.0,,,,177.16261852646008,,,,0.0,0.0,,0.0,-5.5,14.0,0.17017944991288503,1.0,0.7062742463940676,0.6852741693002049,0.553044303517513,0.5005507821105971,0.501322297409103,0.0,0.6663170001072565,0.023523686319324374,0.36316604096730704,0.36316604096730704,0.36082201087522997,0.491459772469295,0.37202284583211365,0.6000000000000001,,0.8666666666666667,0.9791666666666666,0.17737960508386233,0.17737960508386233,0.7142857142857143,1.403336961113476,0.4943529085695911,9,2.0612536510699475,0.901300193127714,2,0,0,0.45741988793477906,0.5693221067256141,8,0,0.0,0.5314402498612918,0.9367905019997157,2,3.774917217635375,0.7303630558831875,5.25,3.235955056179775,0.6776815279415938,6,cmor,6.0,6.0,,1,0.5454545454545454,,,3,5.25,6
smoothed,cgau8,15.207112486262352,0.8284054633942122,860.6204517620515,-33.04039500559909,197,97,33395.813309783276,-323259.651761852,True,"[16, 25, 49, 85, 120, 141, 184, 195]","[4172.138480491441, 1630.9818996928807, 1907.1811220568197, 5798.6912176390215, 33674.66975565873, 1976.6423963520974, 2207.6450768425493, 1354.2508902416885]",8,13.72852588292076,384197.7103043001,0.02114192527382437,1.5349793170900973e-05,0.3652714655890479,6,30274.787923589534,992.3722010324823,80198.69102491422,"[25, 77, 99, 134, 148, 182]","[80198.69102491422, 11006.405572447427, 39867.66605020301, 992.3722010324823, 11128.445793749888, 38455.146899190164]","[0, 61, 61, 118, 118, 118]","[118, 85, 118, 137, 164, 196]",0.05,20,290999115570.25354,63637.345219093004,-63637.345219093004,,,,,,,,,,,,,,,,CWT,mdp.39015014188836,,,,79350.3576915809,,29893.057764859375,62789.01188575967,29893.057764859375,173632.39420820386,29893.057764859375,,62789.01188575967,0.0,-4.5,,,0.0,-13.5,,,,964.0388676991489,,,,0.0,10.0,,0.0,-18.0,15.0,0.08340156098232226,0.32385854588857466,0.8452266019382362,1.0,0.16382471798853748,1.0,0.639220119053875,0.08726278437494196,0.9628960440265586,0.1325044163441921,0.650861466008442,0.650861466008442,0.6495763724320521,0.7119886928761558,0.4443588936080776,0.8,,0.0333333333333333,0.20833333333333337,0.09831424109076367,0.09831424109076367,1.0,1.7868072725830273,0.6294378304935785,8,2.2869779312006298,1.0,1,0,0,0.45653720467712955,0.5682234857319242,9,0,0.0,0.5672989304725605,1.0,1,4.349329450233296,0.6893336106976218,4.75,1.7888198757763976,0.6750239482059537,7,cgau,7.0,7.0,,1,0.6363636363636364,,,2,5.75,7
smoothed,fbsp,18.636507232641947,0.6851221937307028,1101.3889825349322,-39.407296402231765,197,97,69298.23407640435,-398607.50668899785,True,"[9, 22, 68, 76, 91, 101, 133, 150, 156, 195]","[9814.166571399197, 386.8306649608421, 103.0459957354542, 22095.907946515916, 591.9889853987406, 16691.44321525668, 2830.376856856761, 8627.215430739205, 848.3714004527283, 1679.4725030747504]",10,13.44572056153255,650961.7683197851,0.017050964376167096,4.929990269348002e-07,0.27802342669641383,8,29421.35316269471,90.62405999618932,125151.89500699044,"[26, 68, 76, 96, 136, 149, 156, 180]","[125151.89500699044, 90.62405999618932, 23905.62013824335, 12663.8914406679, 1225.5631331340555, 13266.63337644872, 323.1827168984237, 58743.41542917862]","[0, 62, 62, 86, 117, 117, 155, 117]","[117, 69, 117, 117, 137, 164, 164, 196]",0.05,30,1249023441518.71,147316.73065865508,-147316.73065865508,,,,,,,,,,,,,,,,CWT,mdp.39015014188836,,,,124303.56167365711,,29039.623003964552,146468.39732532174,29039.623003964552,227354.49196822435,29039.62300396455,,146468.39732532174,0.0,-12.5,,,0.0,5.5,,,,62.290726662855974,,,,0.0,0.0,,0.0,-3.5,13.0,0.4257334262343766,0.0,0.35772594232236826,0.5641250283550907,0.5702711460435732,0.39678343247411324,0.4854437918289947,0.20437285999246846,0.39569560591863334,0.007614167322156319,0.6292115714370367,0.6292115714370367,0.6278467898923059,0.9532208752930721,0.7890379407076996,0.4,,1.0,1.0,0.4804958127408151,0.4804958127408151,0.4285714285714286,2.077207248837559,0.7317369054043258,7,1.5024719565487497,0.6569682794271539,8,0,0,0.6188088308451971,0.770192893946567,5,0,0.0,0.3777945814632908,0.6659532764297433,10,2.0816659994661326,0.8513095714667048,7.5,7.044025157232705,0.6577976428762096,8,fbsp,8.0,8.0,,1,0.7272727272727273,,,4,7.0,8
smoothed,gaus7,20.287604635109442,0.6737139567742948,734.7752096664289,-34.402386431856584,197,97,36245.56926416377,,False,"[4, 41, 49, 82, 91, 105, 129, 139, 170, 195]","[6521.451985093125, 2576.861553605697, 64301.59882881471, 18269.719407616212, 578.3527046287563, 23858.542693314965, 56189.868835672816, 1169.8687144042487, 11636.80467193403, 378.0912403557304]",10,13.350687308458243,451385.2272244959,0.01711914529307209,1.2425111021822809e-06,0.031871666297770364,9,20358.792786085836,83.88300947674725,124677.01107943612,"[41, 49, 82, 91, 105, 127, 136, 159, 195]","[2576.861553605697, 124677.01107943612, 18269.719407616212, 578.3527046287563, 23858.542693314965, 83.88300947674725, 1169.8687144042487, 11636.80467193403, 378.0912403557304]","[4, 4, 73, 89, 89, 126, 129, 129, 4]","[44, 129, 89, 93, 129, 129, 139, 170, 196]",0.05,30,390473710336.43243,103216.46908989096,-103216.46908989096,,,,,,,,,,,,,,,,CWT,mdp.39015014188836,,,,123828.6777461028,,19977.062627355677,102368.13575655763,19977.062627355677,175212.80174143918,19977.062627355677,,102368.13575655763,0.0,-16.5,,,0.0,-16.5,,,,55.549676143413905,,,,0.0,0.0,,0.0,-12.0,12.0,0.11057416523978271,0.016338376130368606,0.7409416951478078,0.4176546002678276,0.7659565923784759,0.34875523243005047,0.05159663452357355,0.1167582690575945,,0.006680545793338152,0.3993129480263151,0.3993129480263151,0.3971019658609072,0.7190853099899093,0.7853967644369801,0.20000000000000007,,0.43333333333333335,0.08333333333333337,0.2790805276261586,0.2790805276261586,0.1428571428571429,1.3848338658140662,0.4878348311353975,10,1.2812884302273693,0.5602539546827685,10,0,0,0.343714612242491,0.42780021664072043,11,1,0.11111111111111112,0.3155163900913796,0.556173074094383,12,0.9574271077563381,0.9316123494459758,10.75,10.688259109311742,0.5818776032944164,10,gaus,7.75,7.5,5.063877678504601,8,0.7045454545454546,1.0,0.2068181818181818,1,7.75,9
smoothed,shan,13.824840215140473,0.737087236380763,669.7088568957536,-31.019009095972812,197,97,27910.346259950886,-318330.70018833765,True,"[5, 16, 24, 30, 37, 51, 58, 64, 71, 96, 102, 112, 129, 141, 153, 173, 182, 195]","[2327.722287122291, 1357.1135422837178, 3984.5344959705762, 198.97651531795418, 960.4392528902754, 2546.149678242662, 8957.976175576627, 575.6354873835298, 932.1083507274961, 682.8912734729565, 3273.841679789388, 21668.811770503773, 89.55333531471115, 1655.7959940237756, 549.7082633855207, 2275.6108387670065, 4105.4903044987, 1775.2973974495108]",18,13.573475494249267,289365.8438856948,0.018598326499307594,1.0039178068007877e-06,0.4165654962489152,10,18575.778730827413,137.11955362906156,62047.15442979515,"[18, 24, 80, 99, 133, 147, 156, 163, 182, 190]","[1400.3732724932852, 59839.89458210019, 6421.782102393998, 62047.15442979515, 20590.747495232474, 5284.893481219853, 137.11955362906156, 270.95279041116373, 29086.329148869296, 678.5404521296623]","[0, 0, 58, 58, 118, 138, 155, 162, 118, 188]","[21, 58, 85, 118, 164, 164, 164, 164, 196, 196]",0.05,30,183853431641.64825,42111.25425946644,-42111.25425946644,,,,,,,,,,,,,,,,CWT,mdp.39015014188836,,,,61198.82109646181,,18194.048572097254,41262.920926133105,18194.048572097254,177741.45397494078,18194.048572097254,,41262.920926133105,0.0,-11.5,,,0.0,2.0,,,,108.78622029572821,,,,0.0,0.0,,0.0,-7.0,11.0,0.031097283809634613,0.011137356519257173,1.0,0.7610278921415783,0.0,0.6155540868032607,0.729626823245145,0.045631362474059876,1.0,0.014053696847039679,0.35408152778839946,0.35408152778839946,0.35170405982454866,0.7304398981816412,0.3051818431915124,0.0,,0.7666666666666666,0.8541666666666667,0.0,0.0,0.5,1.1020704476944263,0.3882258832789887,12,1.949509247178443,0.8524390290705514,3,0,0,0.3525313239129062,0.4387738297148175,10,0,0.0,0.46600831166588164,0.8214510668611631,3,4.69041575982343,0.664970302869755,7.0,4.7058823529411775,0.5824851514348774,9,shan,9.0,9.0,,1,0.8181818181818182,,,7,8.5,10
