signal_type,wavelet,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,wavelet_psnr,signal_length,scales_used,emd_value,kl_divergence,is_complex,change_point_indices,change_point_prominences,num_change_points,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,prominence_threshold,distance_factor,max_autocorrelation,upper_envelope,lower_envelope,fft_frequency_max,fft_amplitude_max,fft_spectral_centroid,fft_spectral_bandwidth,fft_spectral_magnitude,fft_variance_magnitude,fft_num_peaks,fft_peak_amplitude,fft_dominant_frequency,fft_positive_frequencies,fft_positive_amplitudes,fft_snr_threshold,fft_stationarity_threshold,fft_dynamic_cutoff,fft_dynamic_cutoff_percentile,wavelet_type,htid,max_autocorrelation_diff,fft_amplitude_max_diff,fft_dominant_frequency_diff,prominence_max_diff,fft_variance_magnitude_diff,avg_prominence_diff,upper_envelope_diff,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,fft_snr_threshold_diff,lower_envelope_diff,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,fft_peak_amplitude_diff,fft_stationarity_threshold_diff,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,fft_frequency_max_diff,fft_num_peaks_diff,fft_dynamic_cutoff_percentile_diff,prominence_min_diff,fft_dynamic_cutoff_diff,fft_spectral_centroid_diff,fft_spectral_bandwidth_diff,prominence_threshold_diff,distance_factor_diff,fft_spectral_magnitude_diff,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,relative_num_peaks_diff,emd_value_normalized,smoothness_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,correlation_normalized,avg_variance_across_levels_normalized,kl_divergence_normalized,prominence_min_diff_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,relative_num_peaks_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_signal_weighted_score,reconstruction_signal_normalized_weighted_score,reconstruction_signal_normalized_weighted_rank,wavelet_signal_weighted_score,wavelet_signal_normalized_weighted_score,wavelet_signal_normalized_weighted_rank,reconstruction_signal_num_missing_metrics,reconstruction_signal_missing_metrics_count,reconstruction_signal_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_rank,wavelet_signal_num_missing_metrics,wavelet_signal_missing_metrics_count,wavelet_signal_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank
smoothed,mexh,22.459453769058722,0.6475747270449257,2227.0701689478096,-41.71282404481512,151,74,135323.13802661962,,False,"[47, 55, 63, 77, 87, 94, 102, 114]","[1924.3533772066585, 192892.67849823003, 184.74659104968305, 232.74836099843378, 123.92803990992252, 6486.038154622132, 962.4359639174072, 2802.386052488]",8,12.29416009276628,1184215.8024989266,0.028405343832674027,2.0370714194012752e-06,0.4599045070085033,8,27739.1017984688,123.92803990992252,209196.17784755817,"[47, 55, 63, 77, 87, 94, 102, 114]","[1924.3533772066585, 209196.17784755817, 184.74659104968305, 232.74836099843378, 123.92803990992252, 6486.038154622132, 962.4359639174072, 2802.386052488]","[0, 0, 62, 76, 86, 86, 99, 110]","[50, 150, 150, 150, 88, 150, 150, 150]",0.05,20,3257953789483.495,195477.69709483368,-195477.69709483368,0.4900662251655629,20428305.132823247,0.008944486255130144,0.028532492374774423,32285309.71865226,5876472556060.321,8.0,135925.3777869626,0.07947019867549669,"[0.0, 0.006622516556291391, 0.013245033112582781, 0.019867549668874173, 0.026490066225165563, 0.033112582781456956, 0.039735099337748346, 0.046357615894039736, 0.052980132450331126, 0.059602649006622516, 0.06622516556291391, 0.0728476821192053, 0.07947019867549669, 0.08609271523178808, 0.09271523178807947, 0.09933774834437085, 0.10596026490066225, 0.11258278145695365, 0.11920529801324503, 0.12582781456953643, 0.13245033112582782, 0.1390728476821192, 0.1456953642384106, 0.152317880794702, 0.15894039735099338, 0.16556291390728478, 0.17218543046357615, 0.17880794701986755, 0.18543046357615894, 0.19205298013245034, 0.1986754966887417, 0.2052980132450331, 0.2119205298013245, 0.2185430463576159, 0.2251655629139073, 0.23178807947019867, 0.23841059602649006]","[20428305.132823247, 5295655.026342501, 2752555.6016571266, 960142.0761089869, 501114.9565378412, 403652.4393530783, 393051.7775678772, 295226.56976526394, 189578.50768791907, 151376.28992335158, 143237.15114040344, 96377.50243344689, 135925.3777869626, 32341.575201060678, 44624.067117718194, 51462.66954090449, 42066.825660632596, 34199.33214579178, 21031.985195621848, 31263.00381612238, 21411.15702680274, 11331.99637784752, 13057.84394478942, 12679.006911175382, 8826.808676525068, 11213.35134938223, 13208.762257972849, 9272.311247750229, 10059.70357059767, 8341.89003971064, 7170.815113162319, 5123.781127362964, 9488.911506890225, 10397.887147013962, 8470.070638732495, 8789.171707376756, 3003.6153332175177]",3.0,0.7,66180.48048315979,15.0,CWT,mdp.39015065389036,,20336407.132823247,0.06622516556291391,207995.17784755817,5876361133927.463,27215.199837684486,194276.69709483368,27215.199837684486,213006.48105441706,27241.192170319726,0.0,194276.69709483368,0.0,-4.0,125808.30576368622,0.0,0.0,-13.0,0.0,2.0,0.0,97.59470657658915,65837.14714982646,0.08467992404472224,0.09777801521891702,0.0,10.0,32029266.227148745,0.0,-8.5,9.0,1.0000000000000002,0.03539307712930891,0.011425819628590073,0.3591842219068603,1.0,0.26629327902240324,0.8179670396395999,0.19432434515818908,,0.1149671287470552,0.7047951331150843,0.7047951331150843,0.7053844696909289,1.0,1.0,0.4,,0.42857142857142855,0.23076923076923078,0.7497723040744098,0.7497723040744098,0.6857142857142857,2.331968404107133,0.9684698315899631,2,1.5084993913974538,0.6468552686200768,4,0,0,0.6228784514893264,1.0,1,1,0.11111111111111112,0.4550179172550634,0.7964453646458379,2,1.2583057392117916,0.9101210186277292,2.25,1.7777777777777777,0.8747033664567218,1,mexh,1.0,1.0,,1,0.07142857142857142,,,5,2.0
smoothed,gaus4,20.18396770314314,0.6507069983891176,776.6542815649557,-30.868854511562795,151,74,35846.73873172344,,False,"[24, 39, 75, 85, 95, 118, 125]","[1013.1812287791108, 72323.68441396955, 991.7931433868398, 22444.319097608382, 2267.7305980628935, 66386.24089850431, 522.6470009382101]",7,12.446614016200954,396808.8374519495,0.029023640449899114,1.1484467244201713e-06,0.46086233702972634,6,34963.65094851406,522.6470009382101,111249.39441461166,"[24, 39, 78, 95, 118, 125]","[1013.1812287791108, 111249.39441461166, 991.7931433868398, 2267.7305980628935, 93737.15930530569, 522.6470009382101]","[0, 0, 75, 85, 85, 123]","[26, 150, 85, 97, 150, 150]",0.05,20,272372287802.78955,75694.31248995915,-75694.31248995915,,,,,,,,,,,,,,,,CWT,mdp.39015065389036,,,,110048.39441461166,,34439.74898772975,74493.31248995915,34439.74898772975,200875.57235775105,34439.748987729756,,74493.31248995915,0.0,-5.0,,,0.0,-9.5,,,,496.31366760487674,,,,0.0,10.0,,0.0,-9.5,11.0,0.20396946385862935,0.012304746054223456,0.5149280193531074,0.559168090652651,0.7376464014206571,0.28411405295315706,0.8196885876191009,0.047018706984170586,,0.5980282566599466,0.9356768115943171,0.9356768115943171,0.9353568091937201,0.9423825545511743,0.5069072229231557,0.6000000000000001,,0.3714285714285714,0.5,0.2012765053625487,0.2012765053625487,0.6285714285714286,2.2794342404520176,0.9466523178800083,3,1.4825748596449457,0.6357386450097195,5,0,0,0.6130484564368106,0.9842184377561756,2,1,0.11111111111111112,0.3917992030564065,0.685789827857017,6,1.8257418583505538,0.8695898672606748,4.0,3.3333333333333335,0.7919377907731946,2,gaus,7.375,7.5,4.2067123233504535,8,0.5267857142857143,1.0,0.33125,1,1.75
smoothed,gaus2,21.62389363014392,0.6036334347592626,1325.2792886424068,-37.667521295101764,151,74,85579.03621171719,,False,"[41, 53, 77, 94, 105, 117]","[135516.63353405197, 345.1245541040116, 57.63925096197636, 4591.952086041114, 840.6491158305435, 43158.56856560266]",6,12.22214622629697,682544.6307630392,0.04101957841831734,1.579714951026832e-06,0.5611834933402317,6,36976.396347739304,57.63925096197636,172864.44451389552,"[41, 53, 77, 94, 105, 117]","[172864.44451389552, 345.1245541040116, 57.63925096197636, 4591.952086041114, 840.6491158305435, 43158.56856560266]","[0, 52, 75, 86, 86, 86]","[150, 150, 86, 98, 108, 150]",0.05,20,1290015088050.5952,139045.81390510325,-139045.81390510325,0.4900662251655629,12616528.329939714,0.013263415880446593,0.03420777668381231,22415726.752926588,2270466668807.043,9.0,3027679.6628008843,0.013245033112582781,"[0.0, 0.006622516556291391, 0.013245033112582781, 0.019867549668874173, 0.026490066225165563, 0.033112582781456956, 0.039735099337748346, 0.046357615894039736, 0.052980132450331126, 0.059602649006622516, 0.06622516556291391, 0.0728476821192053, 0.07947019867549669, 0.08609271523178808, 0.09271523178807947, 0.09933774834437085, 0.10596026490066225, 0.11258278145695365, 0.11920529801324503, 0.12582781456953643, 0.13245033112582782, 0.1390728476821192, 0.1456953642384106, 0.152317880794702, 0.15894039735099338, 0.16556291390728478, 0.17218543046357615, 0.17880794701986755, 0.18543046357615894, 0.19205298013245034, 0.1986754966887417, 0.2052980132450331, 0.2119205298013245, 0.2185430463576159, 0.2251655629139073, 0.23178807947019867, 0.23841059602649006]","[12616528.329939714, 2596596.109985607, 3027679.6628008843, 976667.274074488, 496323.23424319155, 434899.1055428211, 478139.42681334406, 348710.4018731982, 213455.5811155178, 172729.15744200113, 168367.55632813973, 116134.74611577552, 155882.04864573153, 63558.336600722214, 49811.554341180046, 55887.116413808384, 40244.26269057182, 35661.94738934622, 17201.4216148008, 36575.18873425512, 15707.15972140633, 18221.773173853046, 15259.344488701317, 12132.170704269734, 9125.384830268304, 22668.40670431691, 18341.214589219693, 15203.74225032738, 12107.04602579358, 11101.535930922986, 10033.272243473957, 6338.58099708153, 11253.043105649978, 11067.598445226897, 11242.793875456191, 7223.128959306914, 1409.1540902694678]",3.0,0.7,47527.700925338126,15.0,CWT,mdp.39015065389036,,12524630.329939714,0.0,171663.44451389552,2270355246674.1846,36452.49438695499,137844.81390510325,36452.49438695499,212952.0447531025,36463.199646551424,0.0,137844.81390510325,0.0,-5.0,3017562.590777608,0.0,0.0,-14.0,0.0,1.0,0.0,31.305917628642987,47184.36759200479,0.08036099441940579,0.09210273090987914,0.0,10.0,22159683.261423074,0.0,-14.0,11.0,0.6019375015756191,0.023509998006253998,0.19925545404304884,0.26471888250845144,0.9036635677285285,0.016293279022403406,1.0,0.10047326765133253,,0.034656081901949964,0.9999999999999999,0.9999999999999999,1.0,0.9997414471825767,0.8170954200065645,0.6000000000000001,,0.11428571428571427,0.15384615384615385,0.49136709249128313,0.49136709249128313,0.6285714285714286,2.4078895676891423,1.0,1,1.3380853660883758,0.5737805224540782,7,0,0,0.6109108692314128,0.9807866490977515,3,1,0.11111111111111112,0.3831759382613992,0.6706960062432907,7,3.0,0.7857142857142857,4.5,2.4705882352941178,0.7321428571428572,3,gaus,7.375,7.5,4.2067123233504535,8,0.5267857142857143,1.0,0.33125,1,2.5
smoothed,gaus6,19.931137855027,0.6498120637193485,638.6812931311073,-29.984013285286657,151,74,33494.20195705554,,False,"[23, 39, 75, 85, 97, 118, 126, 135]","[4055.3473442795294, 55770.17420198327, 1773.7248173320186, 50629.98858769713, 2055.0381328145522, 60358.92157348635, 2110.5246500548747, 626.3492741490481]",8,12.343014470576485,431266.95384363044,0.033271317507996306,9.267536572478609e-07,0.3230531385448788,7,27606.109349599665,626.3492741490481,92718.57713074854,"[23, 39, 78, 95, 118, 126, 135]","[4055.3473442795294, 92718.57713074854, 1773.7248173320186, 2055.0381328145522, 89903.20409781912, 2110.5246500548747, 626.3492741490481]","[0, 0, 75, 85, 85, 123, 133]","[27, 85, 85, 97, 150, 150, 150]",0.05,20,220610357621.21924,61435.35373180635,-61435.35373180635,,,,,,,,,,,,,,,,CWT,mdp.39015065389036,,,,91517.57713074854,,27082.20738881535,60234.35373180635,27082.20738881535,184336.4321138643,27082.207388815354,,60234.35373180635,0.0,-4.5,,,0.0,-9.0,,,,600.0159408157148,,,,0.0,10.0,,0.0,-4.5,10.0,0.18514398240468555,0.006544695764337796,0.5560125597025447,0.4232697322009901,0.7084962249044813,0.2790224032586561,0.5719983482744369,0.05346502388339733,,0.7236669695397292,0.7005449689619653,0.7005449689619653,0.7003053818855131,0.8638275975730112,0.4136176646983158,0.5,,0.657142857142857,0.5384615384615384,0.13598381891316086,0.13598381891316086,0.6571428571428571,1.9916238564946909,0.8271242515519751,4,1.3187914279915656,0.5655071445650824,8,0,0,0.5606018701828395,0.9000180835320579,4,1,0.11111111111111112,0.3424385657436356,0.5993909207087441,8,2.309401076758503,0.8350427802315354,6.0,5.333333333333333,0.7032356758300534,4,gaus,7.375,7.5,4.2067123233504535,8,0.5267857142857143,1.0,0.33125,1,3.25
smoothed,cgau8,14.836675230098756,0.6660103812421693,701.4998718936856,-28.42889714674382,151,74,30747.742254798864,-346176.3809403105,True,"[3, 21, 42, 57, 73, 87, 101, 114, 126, 145]","[2102.063361558503, 3209.3987653927907, 10383.622709696487, 1934.823828346016, 5126.788649528658, 13842.229737749796, 1886.9005749546632, 11514.330139471138, 1619.7457453531242, 7002.749302280048]",10,12.613990427954953,449019.2785348455,0.04052420886563101,3.916290480359083e-05,0.22638625797422451,9,14253.118755017322,567.273878968349,59828.22613278219,"[12, 23, 39, 53, 78, 94, 118, 126, 135]","[1686.5556796941855, 5631.239672022817, 51190.292625890244, 567.273878968349, 2196.0580073255624, 3330.857136871209, 59828.22613278219, 2019.8836428574396, 1827.682018743897]","[0, 0, 0, 52, 75, 85, 85, 123, 131]","[17, 27, 85, 85, 85, 97, 150, 150, 150]",0.05,20,157241264415.63147,51464.71034936944,-51464.71034936944,,,,,,,,,,,,,,,,CWT,mdp.39015065389036,,,,58627.22613278219,,13729.216794233009,50263.71034936944,13729.216794233009,119371.73546182257,13729.216794233009,,50263.71034936944,0.0,1.0,,,0.0,-8.0,,,,540.9405456350156,,,,0.0,10.0,,0.0,1.0,8.0,0.16316624894454188,1.0,0.6282189961170314,0.7787267717625933,0.12112694917125266,0.3711812627291241,0.39825491860141643,0.05678607339628271,0.38490506901758215,0.6520951863611918,0.2738109517706969,0.2738109517706969,0.2737173081527396,0.555268695759064,0.24803801068423495,0.30000000000000004,,0.9714285714285713,0.6153846153846154,0.09032760353937758,0.09032760353937758,0.9714285714285714,1.352781747021031,0.5618122048343351,8,1.6602590623182665,0.7119308949405068,2,0,0,0.4429698391515947,0.7111657789612672,8,0,0.0,0.4335962544155359,0.7589497333210962,3,3.2015621187164243,0.7713169915202553,5.25,3.6923076923076925,0.6981584957601277,5,cgau,5.0,5.0,,1,0.35714285714285715,,,2,4.25
smoothed,gaus8,19.940982358275086,0.6482011813137641,596.0210318024364,-29.403607720116952,151,74,31360.239803578617,,False,"[15, 23, 39, 75, 85, 97, 118, 126, 135]","[78.31760098479936, 5996.332330046156, 45673.52326402377, 2403.7114317972955, 54810.96889324956, 2802.566615210635, 56832.48448199165, 2655.6746992433327, 1446.1205557244684]",9,12.23688308326259,464233.44150042895,0.034762655779465586,8.056698415721189e-07,0.3015611636860094,8,22591.077189635784,78.31760098479936,85308.16825382947,"[15, 23, 39, 78, 95, 118, 126, 135]","[78.31760098479936, 5996.332330046156, 80037.72603025008, 2403.7114317972955, 2802.566615210635, 85308.16825382947, 2655.6746992433327, 1446.1205557244684]","[0, 0, 0, 75, 85, 85, 123, 133]","[16, 27, 85, 85, 97, 150, 150, 150]",0.05,20,192576865189.9534,57672.94629330228,-57672.94629330228,,,,,,,,,,,,,,,,CWT,mdp.39015065389036,,,,84107.16825382947,,22067.17522885147,56471.94629330228,22067.17522885147,171822.28418375293,22069.9469189172,,56471.94629330228,0.0,-4.0,,,0.0,-8.5,,,,51.984267651465984,,,,0.0,10.0,,0.0,-4.0,9.0,0.1680675798692272,0.003398684585551457,0.5829616836279834,0.28405018997986015,0.709631253104411,0.26985743380855437,0.5333699224849334,0.05963229153304389,,0.059708582690077214,0.5402748927714616,0.5402748927714616,0.5401786654203423,0.8043899038493834,0.37631149736617026,0.4,,0.6857142857142857,0.5769230769230769,0.11875551400368546,0.11875551400368546,0.6857142857142857,1.565390609711847,0.6501089712408017,7,1.2432014701859722,0.5330936330050804,9,0,0,0.45391675926899294,0.7287405081740433,7,1,0.11111111111111112,0.32081557431864005,0.5615428917913229,9,1.1547005383792515,0.9175213901157677,8.0,7.875,0.6730464093435982,6,gaus,7.375,7.5,4.2067123233504535,8,0.5267857142857143,1.0,0.33125,1,4.75
smoothed,cmor,17.98711013444428,0.6830141399677824,916.3403711362919,-32.01784265161443,151,74,45596.244254270445,-381257.93689666025,True,"[5, 20, 39, 78, 94, 118, 127, 144]","[5145.833960582335, 2372.3002023681693, 4883.48120562527, 14.662993838628609, 1576.17409072406, 2208.413973700939, 444.567703261142, 9504.137195992276]",8,12.748169341689213,323280.9049033329,0.03166425486026099,1.4213256509821441e-05,0.25172857165446133,6,18245.12913431209,56.96721070053172,64184.67267376476,"[25, 40, 78, 95, 118, 125]","[361.6814707051017, 64184.67267376476, 639.3736241675142, 1528.3752908151073, 42699.70453571952, 56.96721070053172]","[0, 0, 75, 85, 85, 124]","[26, 150, 85, 98, 150, 150]",0.05,20,355067934516.38196,66099.50250925912,-66099.50250925912,,,,,,,,,,,,,,,,CWT,mdp.39015065389036,,,,62983.67267376476,,17721.227173527775,64898.502509259124,17721.227173527775,100564.44147253921,17732.077382984524,,64898.502509259124,0.0,-5.0,,,0.0,-9.5,,,,30.63387736719835,,,,0.0,10.0,,0.0,-9.5,11.0,0.28198700533818444,0.3517558725669467,0.4615787311427899,0.9547381046830162,0.4843583249311597,0.4679226069246438,0.4438037194798686,0.033263330782940304,0.20739588918604995,0.033841883034007786,0.4013873634935405,0.4013873634935405,0.40159672032495747,0.4659408257236247,0.2699696377146468,0.6000000000000001,,0.3714285714285714,0.5,0.15734125523405607,0.15734125523405607,0.6285714285714286,1.2552128757737149,0.5212917123015512,9,1.6475725354137025,0.706490821967653,3,0,0,0.36573385868770253,0.587167300158191,9,0,0.0,0.40964484278173324,0.7170261297681985,5,3.0,0.7857142857142857,6.5,5.294117647058823,0.6607142857142857,7,cmor,7.0,7.0,,1,0.5,,,3,6.0
smoothed,morl,19.47847768418715,0.643279040630034,430.90480382232704,-25.71399545519551,151,74,19988.301699174786,,False,"[12, 22, 40, 54, 61, 75, 85, 98, 118, 126, 135]","[5100.470189258502, 9330.885505871669, 28024.76456761267, 2168.8907245140026, 854.434732564956, 3541.091683154016, 38930.98338202321, 6903.51301094643, 39485.37853048162, 2067.751250994741, 4166.004809930844]",11,12.0203427883559,296026.7853272876,0.053049258647547656,6.748611207793162e-07,0.3873451739438641,10,16429.857175759917,854.434732564956,72346.7740427146,"[12, 22, 40, 54, 64, 78, 94, 118, 126, 135]","[5100.470189258502, 9330.885505871669, 57818.75580764942, 2168.8907245140026, 854.434732564956, 3541.091683154016, 6903.51301094643, 72346.7740427146, 2067.751250994741, 4166.004809930844]","[0, 0, 0, 51, 61, 75, 85, 85, 123, 131]","[17, 27, 85, 85, 85, 85, 98, 150, 131, 150]",0.05,20,82956965042.54443,42673.83816931609,-42673.83816931609,,,,,,,,,,,,,,,,CWT,mdp.39015065389036,,,,71145.7740427146,,15905.955214975604,41472.83816931609,15905.955214975604,155392.23842426582,15905.955214975602,,41472.83816931609,0.0,1.5,,,0.0,-3.0,,,,828.1013992316226,,,,0.0,10.0,,0.0,1.5,7.0,0.07706700033096567,0.0,0.754276061247904,0.0,0.6563064855199026,0.24185336048879877,0.6875531139287863,0.02816471513025702,,1.0,0.34337501864234876,0.34337501864234876,0.3432575840443026,0.7263531063645311,0.31106004507400076,0.2,,1.0,1.0,0.05007363614917895,0.05007363614917895,1.0,1.627738316577638,0.6760020635579989,6,1.1868674554271204,0.5089372067863552,10,0,0,0.5306306704221575,0.8519008309781774,5,1,0.11111111111111112,0.3000970365252712,0.525277982736064,10,2.6299556396765835,0.8121460257373869,7.75,7.0588235294117645,0.6292872985829792,8,morl,8.0,8.0,,1,0.5714285714285714,,,6,7.5
smoothed,gaus1,22.323889578656306,0.6007696438160014,2087.6895809060416,-41.95890289017599,151,74,127018.80546952994,,False,"[4, 85, 145]","[8553.060887128144, 811.98594871151, 10558.542119865626]",3,12.38213368696499,5490871.203168578,0.03023052429675617,1.568282639193771e-06,0.056063453057397024,2,5685.264034288568,811.98594871151,10558.542119865626,"[85, 145]","[811.98594871151, 10558.542119865626]","[4, 4]","[86, 150]",0.05,10,3418996870687.4263,250123.7315954411,-250123.7315954411,,,,,,,,,,,,,,,,CWT,mdp.39015065389036,,,,9357.542119865626,,5161.362073504254,248922.7315954411,5161.362073504254,2464.1947352438037,5161.362073504254,,248922.7315954411,0.0,-16.0,,,0.0,-16.0,,,,785.6526153781766,,,,0.0,20.0,,0.0,-16.0,15.0,0.9335470287970556,0.02321296259631534,0.0,0.47458498903023894,0.984370041318509,0.0,0.09212661381817566,1.0000000000000002,,0.9485719029917884,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,1.0000000000000002,1.0000000000000002,0.0,1.0845715708975368,0.4504241330047386,12,1.453356158119656,0.6232094579701661,6,0,0,0.32904765858264906,0.5282694525647554,10,1,0.11111111111111112,0.4329246488894813,0.7577741815728848,4,3.6514837167011076,0.7391797345213494,8.0,6.666666666666667,0.583875581546389,9,gaus,7.375,7.5,4.2067123233504535,8,0.5267857142857143,1.0,0.33125,1,7.0
smoothed,gaus7,20.066678257957285,0.6355826024700197,695.9168536184723,-30.711571108866966,151,74,35767.30463216906,,False,"[4, 18, 28, 49, 57, 70, 92, 103, 111, 145]","[11695.2932500596, 65.90553472017928, 824.4391627963541, 45113.91821174159, 3350.6727029168833, 1991.1831674856658, 6234.750381609083, 2492.792205874386, 55516.94640446617, 15099.219097350564]",10,12.394573926041978,574499.522685955,0.03227129745397371,7.235360286182691e-07,0.009368752320338859,8,16614.447108483193,65.90553472017928,102856.61461511243,"[17, 26, 49, 57, 70, 96, 106, 145]","[65.90553472017928, 824.4391627963541, 102856.61461511243, 3350.6727029168833, 1991.1831674856658, 6234.750381609083, 2492.792205874386, 15099.219097350564]","[4, 4, 4, 52, 66, 92, 103, 4]","[18, 28, 111, 111, 111, 111, 111, 150]",0.05,20,256351202969.50546,81649.9164257615,-81649.9164257615,,,,,,,,,,,,,,,,CWT,mdp.39015065389036,,,,101655.61461511243,,16090.54514769888,80448.9164257615,16090.54514769888,124009.24353453222,16094.959611240816,,80448.9164257615,0.0,-8.5,,,0.0,-13.0,,,,39.572201386845904,,,,0.0,10.0,,0.0,-13.0,9.0,0.203333815912942,0.0012646760703166286,0.5222309298781386,0.49090367130937934,0.7241234409943967,0.1980651731160901,0.00820027414817831,0.08026052595184027,,0.044670956402995385,0.3492741318759063,0.3492741318759063,0.34929570866954696,0.5772951881743662,0.46465551282424633,0.4,,0.1714285714285714,0.23076923076923078,0.2285475976626613,0.2285475976626613,0.42857142857142855,1.2260829341457433,0.5091940056546772,10,1.0968420509601922,0.4703336730221558,11,0,0,0.31852750465979335,0.5113798749951645,11,1,0.11111111111111112,0.2729922578671047,0.4778348502715743,12,0.816496580927726,0.9416788156480196,11.0,10.95435684647303,0.5779822649668669,10,gaus,7.375,7.5,4.2067123233504535,8,0.5267857142857143,1.0,0.33125,1,7.75
