signal_type,wavelet,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,wavelet_psnr,signal_length,scales_used,emd_value,kl_divergence,is_complex,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,prominence_threshold,distance_factor,max_autocorrelation,upper_envelope,lower_envelope,fft_frequency_max,fft_amplitude_max,fft_spectral_centroid,fft_spectral_bandwidth,fft_spectral_magnitude,fft_variance_magnitude,fft_num_peaks,fft_peak_amplitude,fft_dominant_frequency,fft_positive_frequencies,fft_positive_amplitudes,fft_snr_threshold,fft_stationarity_threshold,fft_dynamic_cutoff,fft_dynamic_cutoff_percentile,stft_frequency_max,stft_amplitude_max,stft_spectral_centroid,stft_spectral_bandwidth,stft_spectral_magnitude,stft_variance_magnitude,stft_peak_freq_over_time,stft_num_peaks,stft_peak_amplitude,stft_dominant_frequency,stft_positive_frequencies,stft_positive_amplitudes,stft_snr_threshold,stft_stationarity_threshold,stft_window,stft_nperseg,stft_noverlap,stft_dynamic_cutoff,stft_dynamic_cutoff_percentile,wavelet_type,htid,fft_frequency_max_diff,fft_snr_threshold_diff,lower_envelope_diff,stft_dynamic_cutoff_percentile_diff,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,prominence_threshold_diff,prominence_min_diff,stft_window_diff,fft_peak_amplitude_diff,avg_prominence_diff,stft_spectral_bandwidth_diff,stft_positive_frequencies_diff,stft_num_peaks_diff,stft_variance_magnitude_diff,stft_noverlap_diff,stft_positive_amplitudes_diff,fft_spectral_centroid_diff,stft_peak_freq_over_time_diff,stft_dominant_frequency_diff,stft_nperseg_diff,fft_variance_magnitude_diff,stft_snr_threshold_diff,stft_dynamic_cutoff_diff,distance_factor_diff,fft_stationarity_threshold_diff,fft_amplitude_max_diff,fft_spectral_magnitude_diff,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,max_autocorrelation_diff,stft_spectral_centroid_diff,stft_amplitude_max_diff,fft_dynamic_cutoff_diff,fft_num_peaks_diff,stft_peak_amplitude_diff,prominence_max_diff,upper_envelope_diff,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,stft_stationarity_threshold_diff,fft_dominant_frequency_diff,fft_dynamic_cutoff_percentile_diff,stft_frequency_max_diff,stft_spectral_magnitude_diff,relative_num_peaks_diff,fft_spectral_bandwidth_diff,emd_value_normalized,smoothness_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,correlation_normalized,avg_variance_across_levels_normalized,kl_divergence_normalized,prominence_min_diff_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,relative_num_peaks_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_signal_weighted_score,reconstruction_signal_normalized_weighted_score,reconstruction_signal_normalized_weighted_rank,wavelet_signal_weighted_score,wavelet_signal_normalized_weighted_score,wavelet_signal_normalized_weighted_rank,reconstruction_signal_num_missing_metrics,reconstruction_signal_missing_metrics_count,reconstruction_signal_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_rank,wavelet_signal_num_missing_metrics,wavelet_signal_missing_metrics_count,wavelet_signal_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank
smoothed,gaus8,974963.5586432491,0.6625188536953243,45.193430935927694,-6.11010130145872,104,51,1117.152678269017,,False,11.222573926326943,2062.4465893726397,0.027055290902850183,2.1046475350180687e-05,0.4207646596515249,6,1104.2629644512106,4.349738887825737,3361.8049516265696,"[7, 26, 29, 40, 68, 72]","[3361.8049516265696, 4.349738887825737, 230.7836435698555, 14.280159694025542, 55.33037927774808, 2959.0289136512383]","[0, 20, 20, 39, 43, 43]","[97, 27, 43, 43, 69, 97]",0.05,30,232738565.11870325,4590.913569820954,-4590.913569820954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CWT,inu.30000003214412,,,4204.3135698209535,,0.0,-14.5,0.0,4.283072221159074,,,1063.6069644512106,,,,,,,,,,,,,,0.0,,,,0.0,-19.0,1065.5811462693923,5774.577786707263,1065.8473474480045,,,,,,,3018.60495162657,4204.3135698209535,0.0,-19.0,,,,,,19.0,,0.30543180013017684,0.1654266559899809,0.8506525736179389,0.43538491095046117,0.7958571921002412,0.2849702380952379,0.8926834540821305,0.5457818508709197,,0.19422759351691826,0.8899128145684804,0.8899128145684804,0.8901990577182148,0.6372292695458872,0.6200890464088452,1.0,,0.0,0.0,0.706555735586231,0.706555735586231,0.0,2.1705571363234872,0.8683452157932521,2,1.956644349751477,0.8501473983595775,4,0,0,0.544556838958274,0.887349540162189,3,1,0.11111111111111112,0.5289680289240803,0.8045628298089093,4,0.9574271077563381,0.9316123494459758,3.25,3.0,0.8497347461515593,1,gaus,6.25,6.0,3.693623849670827,8,0.44642857142857145,1.0,0.3875,1,1.0
smoothed,morl,900742.7455021777,0.6402714932126696,39.90461188727752,-4.678965141517468,104,51,895.6315868595264,,False,11.183070809609818,1898.691527213918,0.028092565015313754,1.60361018033639e-05,0.4621203565544763,13,566.6625912644056,3.811674995670103,3422.334083231318,"[7, 17, 23, 27, 30, 33, 40, 57, 63, 68, 72, 78, 88]","[3422.334083231318, 59.89625428780164, 13.994858938374819, 125.10696668996913, 802.0500649229804, 98.91530213266375, 82.6424723243963, 4.462937294976172, 130.3717700252604, 151.09271333643676, 2386.409581073085, 85.52500718434135, 3.811674995670103]","[0, 16, 16, 16, 16, 32, 39, 44, 44, 44, 44, 77, 87]","[97, 19, 24, 29, 44, 44, 44, 58, 64, 69, 97, 97, 97]",0.05,30,168798449.3747487,4291.23376083374,-4291.23376083374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CWT,inu.30000003214412,,,3904.6337608337403,,0.0,-6.5,0.0,3.74500832900344,,,526.0065912644056,,,,,,,,,,,,,,0.0,,,,0.0,-2.0,527.9807730825873,6515.613686437273,528.1944937380377,,,,,,,3079.134083231318,3904.6337608337403,0.0,-11.0,,,,,,12.0,,0.09437294134742019,0.12348205912759522,0.9999999999999999,0.37589706739335915,0.7352677895169932,0.1971726190476188,1.0,0.4750272614060638,,0.16821259962309004,0.31183714667813056,0.31183714667813045,0.31206695810833673,0.7498426594901295,0.6413532185824103,0.6315789473684211,,0.34042553191489366,0.8292682926829269,0.6116437589047858,0.6116437589047858,0.3076923076923077,1.702581020870103,0.6811283882980949,7,1.8898188807791536,0.8211122297566603,6,0,0,0.4856168605523622,0.7913074762415435,6,1,0.11111111111111112,0.4945969116743256,0.7522842007688819,7,0.5773502691896257,0.9587606950578839,6.5,6.461538461538462,0.7472374903860848,2,morl,2.0,2.0,,1,0.14285714285714285,,,6,3.0
smoothed,gaus6,918601.9911521714,0.6429110105580694,40.89987789797621,-6.205942152829901,104,51,1100.1945507162063,,False,11.139574013910332,1928.8533692195265,0.02956966848326641,2.3067602100884285e-05,0.4176968177036708,9,689.8112555608387,0.3325611264837107,3174.989105613932,"[7, 22, 26, 31, 37, 40, 44, 68, 72]","[3174.989105613932, 12.246837531692307, 102.12368193758435, 18.857152172517345, 0.3325611264837107, 15.28814734447019, 22.363686836515853, 62.86586015071998, 2799.234267333633]","[0, 21, 21, 30, 36, 39, 43, 43, 43]","[97, 23, 43, 43, 43, 43, 45, 69, 97]",0.05,30,237809146.40027353,4599.63082216521,-4599.63082216521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CWT,inu.30000003214412,,,4213.030822165209,,0.0,-13.0,0.0,0.26589445981704785,,,649.1552555608388,,,,,,,,,,,,,,0.0,,,,0.0,-17.5,651.1294373790205,5357.3013000475485,651.692501742883,,,,,,,2831.7891056139324,4213.030822165209,0.0,-17.5,,,,,,16.0,,0.28927458897879066,0.18234662133266596,0.8406510203798885,0.3103951325375569,0.7498470022570083,0.20758928571428584,0.8847225145763049,0.4880594615742771,,0.0,0.44425752790102135,0.44425752790102124,0.44486298471325453,0.5738167955700724,0.5544597500841755,0.8421052631578948,,0.06382978723404253,0.07317073170731708,0.7093165877571544,0.7093165877571544,0.05769230769230768,1.6099589387803301,0.6440743340585028,8,1.8081465474645997,0.7856262091652619,7,0,0,0.4097571542896179,0.6676948968864568,9,1,0.11111111111111112,0.48855514786329163,0.7430946499396385,8,0.816496580927726,0.9416788156480196,8.0,7.937007874015748,0.6851251221097241,3,gaus,6.25,6.0,3.693623849670827,8,0.44642857142857145,1.0,0.3875,1,2.5
smoothed,gaus4,905787.386525982,0.6406485671191554,40.63730552023539,-6.426142943684713,104,51,1082.7362241224519,,False,11.13435479170097,1900.9514107558964,0.030550269785584838,2.6184064669950058e-05,0.4189979951103457,8,663.7534385143982,21.015398660544534,2965.7247787097676,"[7, 22, 27, 44, 55, 64, 68, 72]","[2965.7247787097676, 30.861301581524174, 50.970602743096265, 50.9777372944925, 21.015398660544534, 21.12174560461324, 82.14483281178502, 2087.2111107093624]","[0, 21, 25, 43, 43, 43, 43, 43]","[97, 25, 43, 45, 56, 65, 70, 97]",0.05,30,250031344.58350527,4706.678887260153,-4706.678887260153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CWT,inu.30000003214412,,,4320.078887260152,,0.0,-9.0,0.0,20.94873199387787,,,623.0974385143983,,,,,,,,,,,,,,0.0,,,,0.0,-18.0,625.07162033258,4459.027508115186,625.07162033258,,,,,,,2622.524778709768,4320.078887260152,0.0,-18.0,,,,,,17.0,,0.272640802716321,0.20843624616297976,0.8176717803033813,0.30253549258804113,0.7393859306817672,0.19866071428571444,0.8880990231438768,0.4760037022570714,,1.0,0.41623784870401415,0.41623784870401404,0.41623784870401404,0.43730835266679585,0.4809441955222411,0.8947368421052633,,0.04255319148936171,0.04878048780487809,0.7432199177560019,0.7432199177560019,0.21153846153846154,1.8403641021097534,0.7362493880679312,6,1.7809922703553882,0.7738278779858305,8,0,0,0.48758457606258726,0.7945138476030866,5,1,0.11111111111111112,0.4823736559618385,0.73369257203563,9,1.8257418583505538,0.8695898672606748,7.0,6.635944700460828,0.6847949336303374,4,gaus,6.25,6.0,3.693623849670827,8,0.44642857142857145,1.0,0.3875,1,3.25
smoothed,gaus1,1041759.0446719677,0.6909879336349924,53.332802424352074,-8.341686521671557,104,51,1846.150771885445,,False,11.412101398602456,1199.1234384266022,0.051256059018655875,3.6231264315492154e-05,0.07675856029799477,11,522.528437311974,0.3342039908429797,4440.277682817951,"[13, 33, 38, 41, 49, 52, 55, 68, 76, 81, 89]","[227.04166551465482, 4440.277682817951, 15.036981819007451, 11.068331775682964, 22.553190918445353, 27.038781405145983, 97.2468585967772, 7.259689770973637, 15.354976752195398, 884.6004470700382, 0.3342039908429797]","[0, 0, 37, 40, 47, 51, 53, 57, 57, 57, 88]","[17, 103, 57, 57, 57, 53, 57, 69, 80, 103, 103]",0.05,30,376809867.32435846,2467.1652498290123,-2467.1652498290123,0.4903846153846154,152957.0648918247,0.03804745048507257,0.07076425732794211,404972.40658760816,541118208.8837173,4.0,55543.518666903685,0.019230769230769232,"[0.0, 0.009615384615384616, 0.019230769230769232, 0.028846153846153848, 0.038461538461538464, 0.04807692307692308, 0.057692307692307696, 0.06730769230769232, 0.07692307692307693, 0.08653846153846154, 0.09615384615384616, 0.10576923076923078, 0.11538461538461539, 0.125, 0.13461538461538464, 0.14423076923076925, 0.15384615384615385, 0.16346153846153846, 0.17307692307692307, 0.1826923076923077, 0.19230769230769232, 0.20192307692307693, 0.21153846153846156, 0.22115384615384617, 0.23076923076923078, 0.2403846153846154]","[152957.0648918247, 49432.1608023156, 55543.518666903685, 27345.375657806464, 30263.49964231253, 20267.01172734204, 11419.78898528108, 4941.985546420616, 813.0564918270989, 3059.1044818755213, 5832.076269576551, 4580.5697350356695, 4436.698378786157, 3674.999537083877, 2145.3912094433813, 1415.7818634756225, 490.6610734032722, 1106.8628818334528, 2134.7416707964744, 2413.800414757222, 2286.337519581961, 1761.2894093743325, 1355.7111336070598, 646.0561563267861, 366.50625211142574, 678.3519642067822]",3.0,0.3,1129.974391807,15.0,0.5,22844786.25011098,0.017191151013934095,0.024613638658791383,38729819.32939021,6835917363153.755,"[0.015625, 0.015625]",4.0,22844786.25011098,0.015625,"[0.0, 0.015625, 0.03125, 0.046875, 0.0625, 0.078125, 0.09375, 0.109375, 0.125, 0.140625, 0.15625, 0.171875, 0.1875, 0.203125, 0.21875, 0.234375]","[9395387.315920623, 22844786.25011098, 3780592.577907148, 2024626.109866015, 207622.11140486583, 102868.0814452667, 111582.51233880923, 36188.46137235724, 10082.5904830611, 9853.95948249747, 6958.660105330215, 21191.840682052425, 9638.968848526813, 27181.266979255994, 8899.45807788237, 26454.620606278197]",3.0,0.7,hamming,64.0,32.0,1129.974391807,15.0,CWT,inu.30000003214412,0.004670329670329654,0.0,2080.5652498290124,,0.0,1.5,0.0,0.2675373241763168,,51911.28557461581,481.872437311974,,,,,,,0.02284582897484505,,,,516121681.7312697,,,0.0,0.39999999999999997,116825.19822515803,328988.08886599785,0.0,1.5,483.84661913015583,4896.812810431715,484.18593391886736,,,,802.9210584736668,1.0,,4097.077682817951,2080.5652498290124,0.0,1.5,,0.018864468864468867,0.0,,,14.0,0.03925671570976348,1.0,0.29254688877083673,0.6177736074371717,0.7207948116738423,0.8503850047509249,0.39732142857142844,0.0,0.17276086260072993,,7.943128483042794e-05,0.26438018460127904,0.26438018460127904,0.2647450459981318,0.5038375005523321,0.9989616525829867,0.736842105263158,,0.8723404255319149,1.0,0.033940681186840294,0.033940681186840294,0.6153846153846154,1.6080991107234295,0.643330297991273,9,1.772051055774801,0.7699429868379699,9,0,0,0.46573604234785054,0.7589118957809826,7,1,0.11111111111111112,0.5008922699200612,0.7618594699116165,5,1.9148542155126762,0.8632246988919516,7.5,7.078651685393258,0.663755206588833,5,gaus,6.25,6.0,3.693623849670827,8,0.44642857142857145,1.0,0.3875,1,4.0
smoothed,cgau8,23988.50629259656,0.8437028657616893,60.10098516626343,-11.100814622989324,104,51,1200.8384333187146,-5874.456902939837,True,11.597508609268747,2048.545912515853,0.026319138417601685,3.974153134663277e-05,0.3389763413461421,8,630.1871157161788,4.515266809960167,2610.8060667193304,"[7, 18, 29, 39, 63, 68, 72, 77]","[2610.8060667193304, 7.593466541116129, 370.12076032875996, 4.515266809960167, 6.696124760994508, 28.96314594059902, 1994.1382709006575, 18.66382372801263]","[0, 17, 17, 38, 43, 43, 43, 76]","[97, 20, 43, 43, 64, 69, 97, 97]",0.05,30,207005807.00650245,3471.4874353492837,-3471.4874353492837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CWT,inu.30000003214412,,,3084.887435349284,,0.0,-4.5,0.0,4.448600143293504,,,589.5311157161789,,,,,,,,,,,,,,0.0,,,,0.0,-4.5,591.5052975343606,4190.496925729431,592.0950547855396,,,,,,,2267.6060667193306,3084.887435349284,0.0,-18.0,,,,,,17.0,,0.3851651557433108,0.3219332676754715,0.32984245698175574,0.9999999999999999,0.01953842307809861,0.9999999999999999,0.6804457099676419,0.5397757056481708,0.5489678035048219,0.2022307469460276,0.38014435725946616,0.38014435725946605,0.380778516634854,0.3965004252813895,0.3562595618706888,0.8947368421052633,,0.04255319148936171,0.7073170731707317,0.35202084873268,0.35202084873268,0.38461538461538464,1.4299825667302468,0.5720736393934327,10,2.027479900401991,0.8809249175876128,2,0,0,0.40244351284149943,0.6557773964317497,10,0,0.0,0.5361853913999189,0.8155404716696629,3,4.349329450233296,0.6893336106976218,6.25,3.8709677419354844,0.6214525196345252,6,cgau,6.0,6.0,,1,0.42857142857142855,,,2,5.0
smoothed,gaus7,875235.1517909716,0.6500754147812972,37.33851666505311,-5.521110047379761,104,51,1185.9253592349005,,False,11.046190669336106,1771.8401209047524,0.0328221356930119,1.100653941873542e-05,0.11167033989745667,7,1206.6421429194104,10.074131029085947,4443.233371238024,"[11, 24, 33, 54, 86, 89, 94]","[3561.584472661656, 41.78234257773556, 311.06856664215957, 10.074131029085947, 16.755828345745613, 61.99628794146611, 4443.233371238024]","[1, 23, 26, 53, 53, 53, 1]","[53, 26, 53, 55, 87, 90, 103]",0.05,30,195573158.56131905,2359.9992502301793,-2359.9992502301793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CWT,inu.30000003214412,,,1973.3992502301794,,0.0,-9.5,0.0,10.007464362419284,,,1165.9861429194104,,,,,,,,,,,,,,0.0,,,,0.0,-14.0,1167.9603247375921,7595.4950004358725,1167.9603247375921,,,,,,,4100.033371238024,1973.3992502301794,0.0,-5.0,,,,,,18.0,,0.37095641211061464,0.0813768219339551,0.912117254911329,0.1697689173290151,0.7144449259711482,0.23586309523809526,0.0905948123000393,0.42021784630691283,,0.4709977480874984,1.0,1.0,1.0,0.913949547632974,0.9999999999999999,0.9473684210526316,,0.5957446808510639,0.24390243902439024,0.0,0.0,0.19230769230769232,2.4996477171128726,1.0,1,1.423747546348269,0.6186077058932816,11,0,0,0.6136892107463541,1.0,1,1,0.11111111111111112,0.3688619552070831,0.5610407477629464,11,5.773502691896258,0.5876069505788387,6.0,1.8333333333333335,0.579517761003705,7,gaus,6.25,6.0,3.693623849670827,8,0.44642857142857145,1.0,0.3875,1,5.5
smoothed,gaus3,791690.8142110708,0.6889140271493213,39.04027125437732,-5.309653165953767,104,51,1151.2493591685006,,False,11.01648783644153,1400.325809226726,0.04446307573553792,1.7362122019709408e-05,0.10529196459177126,9,771.5108262629602,6.525316183575342,4272.173199111947,"[13, 24, 27, 33, 55, 78, 81, 86, 91]","[1932.8022897892097, 44.23383146296601, 25.53483358528638, 505.644451504446, 54.743402163417215, 6.525316183575342, 60.009768445656164, 41.930344120138216, 4272.173199111947]","[0, 22, 22, 22, 53, 53, 0, 0, 0]","[53, 25, 28, 53, 57, 79, 82, 87, 103]",0.05,30,186477796.1565623,2447.399264757775,-2447.399264757775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CWT,inu.30000003214412,,,2060.7992647577753,,0.0,-4.0,0.0,6.458649516908679,,,730.8548262629603,,,,,,,,,,,,,,0.0,,,,0.0,-13.0,732.829008081142,6092.597436366642,732.8290080811422,,,,,,,3928.973199111947,2060.7992647577753,0.0,-8.5,,,,,,16.0,,0.33791812688640416,0.13458290478037538,0.9341840169118398,0.12503934601219696,0.6462443594594578,0.38913690476190466,0.07404315780899517,0.2596955256129797,,0.29941515746537695,0.5321081624160625,0.5321081624160624,0.5321081624160626,0.6855579278876373,0.9399057469404821,0.8421052631578948,,0.4468085106382979,0.2926829268292683,0.02768057070256308,0.02768057070256308,0.40384615384615385,1.8840864388882996,0.7537407875476331,5,1.377052807656517,0.598319189678817,12,0,0,0.46350060961820205,0.7552692820760263,8,1,0.11111111111111112,0.3570499872237136,0.543074689576704,12,3.4034296427770228,0.7568978826587841,9.25,8.135593220338983,0.5480917984722492,8,gaus,6.25,6.0,3.693623849670827,8,0.44642857142857145,1.0,0.3875,1,6.25
smoothed,shan,54.32660897487291,0.7119155354449472,52.534534627191555,-8.882219224882672,104,51,796.5805586895951,-5322.278642620227,True,11.552495671097285,2061.675632490203,0.030376374906884666,3.5164854585736455e-06,0.44071793163346684,21,349.6913297012516,5.242802437826242,3054.444612329993,"[4, 7, 13, 24, 28, 31, 34, 39, 44, 48, 53, 60, 63, 67, 73, 77, 80, 84, 88, 94, 101]","[244.20389917038938, 3054.444612329993, 72.8843523656833, 40.768561356352706, 32.284458477390785, 875.7115823874009, 6.341867447756215, 21.080537057542806, 45.135629229968345, 134.45723794038042, 118.30446571899817, 112.8913797713416, 93.22316402418106, 197.12677174154788, 257.28864069613496, 5.242802437826242, 152.9412315899828, 1603.2091024663341, 134.33232293636718, 118.33903842339498, 23.306266157317395]","[0, 0, 12, 16, 16, 16, 33, 38, 43, 45, 45, 45, 62, 45, 45, 76, 16, 16, 86, 93, 97]","[5, 97, 16, 25, 29, 45, 45, 45, 45, 52, 56, 62, 65, 68, 76, 78, 82, 97, 97, 97, 102]",0.05,30,126195148.41264766,3545.680598901462,-3545.680598901462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CWT,inu.30000003214412,,,3159.080598901462,,0.0,-7.0,0.0,5.176135771159579,,,309.0353297012516,,,,,,,,,,,,,,0.0,,,,0.0,-2.5,311.00951151943343,6492.517923726284,311.00951151943354,,,,,,,2711.2446123299933,3159.080598901462,0.0,-11.5,,,,,,4.0,,0.0,0.018673454430328695,0.5613658592720829,0.9322149023540554,0.0,0.4799107142857143,0.9444614771653056,0.5454487391063562,1.0,0.2374065600648977,0.07853037607894203,0.07853037607894203,0.0785303760789422,0.7463328536451226,0.5121118955584751,0.21052631578947367,,0.3191489361702128,0.8048780487804879,0.3755186607233686,0.3755186607233686,0.2884615384615385,1.1756346778848308,0.4703201454494176,12,1.9964573752923265,0.8674458614597703,3,0,0,0.3421245498461476,0.557488291883222,12,0,0.0,0.4980083496237603,0.7574730137409955,6,4.5,0.6785714285714286,8.25,6.0,0.5446428571428572,9,shan,9.0,9.0,,1,0.6428571428571429,,,7,8.5
smoothed,gaus2,1105251.2191346814,0.6159502262443439,44.975126574302465,-8.149422906660163,104,51,1324.3172705627094,,False,11.253491516360727,2343.900088634854,0.026633059206384663,3.461000405025229e-05,0.37547997459969545,7,515.2783112958308,1.2359892549006872,2627.7954205351825,"[7, 23, 26, 55, 61, 64, 72]","[2627.7954205351825, 1.2359892549006872, 13.235484758540224, 33.880705192970275, 17.41930024811313, 895.7404020820355, 17.640876999073697]","[0, 22, 25, 45, 45, 45, 71]","[97, 97, 97, 56, 63, 97, 97]",0.05,30,369135607.2766892,5060.539495872052,-5060.539495872052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CWT,inu.30000003214412,,,4673.939495872051,,0.0,-14.0,0.0,1.1693225882340244,,,474.6223112958308,,,,,,,,,,,,,,0.0,,,,0.0,-18.5,476.5964931140126,2755.948179070816,477.3427289734477,,,,,,,2284.5954205351827,4673.939495872051,0.0,-18.5,,,,,,18.0,,0.5028122037364245,0.2789744260394512,0.6378374398610842,0.48194378812115946,0.9022161927506478,0.10119047619047625,0.7751713252418088,0.6673910795031501,,0.04368008630001552,0.25658420519332786,0.25658420519332786,0.2573866242658623,0.1784956060002324,0.36222800276980716,0.9473684210526316,,0.021276595744680826,0.024390243902439046,0.8552915649802818,0.8552915649802818,0.019230769230769218,1.244109172894811,0.4977138035801998,11,1.9268195956594911,0.8371887648188238,5,0,0,0.3398173241344714,0.5537286922825215,13,1,0.11111111111111112,0.5378865608749697,0.8181279583455879,2,5.123475382979799,0.6340374726443001,7.75,4.609186140209508,0.5402330220364358,10,gaus,6.25,6.0,3.693623849670827,8,0.44642857142857145,1.0,0.3875,1,7.75
