wavelet,wavelet_level,wavelet_mode,wavelet_mse,wavelet_psnr,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,signal_length,signal_type,emd_value,kl_divergence,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,dynamic_cutoff,dominant_frequency,amplitude_max,num_fft_peaks,positive_frequencies,positive_amplitudes,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,max_autocorrelation,upper_envelope,lower_envelope,spectral_magnitude,spectral_centroid,spectral_bandwidth,frequency_max,wavelet_type,htid,max_autocorrelation_diff,frequency_max_diff,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,relative_num_peaks_diff,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,spectral_centroid_diff,lower_envelope_diff,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,spectral_bandwidth_diff,spectral_magnitude_diff,avg_prominence_diff,num_fft_peaks_diff,amplitude_max_diff,prominence_min_diff,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,prominence_max_diff,upper_envelope_diff,dominant_frequency_diff,dynamic_cutoff_diff,emd_value_normalized,wavelet_mse_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,avg_variance_across_levels_normalized,prominence_min_diff_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,spectral_centroid_diff_normalized,dynamic_cutoff_diff_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,amplitude_max_diff_normalized,frequency_max_diff_normalized,spectral_bandwidth_diff_normalized,num_fft_peaks_diff_normalized,dominant_frequency_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,reconstruction_weighted_score,reconstruction_normalized_weighted_score,reconstruction_normalized_weighted_rank,signal_weighted_score,signal_normalized_weighted_score,signal_normalized_weighted_rank,reconstruction_missing_metrics_count,reconstruction_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_rank,signal_missing_metrics_count,signal_dynamically_weighted_score,signal_normalized_dynamically_weighted_score,signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank
db22,1,reflect,1.4271122928317297e-26,317.6171354996925,7392510.810198927,0.616504854368932,294.1152469228688,163,raw,7.876998303794495e-14,-1.6378209899414835e-10,6.309190922940165,64473.04647695694,0.8476140753334737,7.772472971104554e-06,0.9999999999999999,369.0000000000001,,,,[],[],13,544.3076923076923,139.9999999999999,891.9999999999999,"[3, 12, 30, 39, 54, 69, 82, 96, 116, 128, 136, 147, 155]","[139.9999999999999, 612.0000000000002, 891.9999999999999, 581.9999999999999, 691.9999999999998, 754.9999999999998, 756.0000000000001, 243.00000000000006, 292.99999999999994, 742.0, 419.00000000000017, 664.0000000000001, 286.0000000000001]","[2, 2, 23, 36, 36, 64, 73, 91, 113, 113, 131, 145, 154]","[4, 23, 162, 40, 64, 162, 162, 113, 118, 162, 139, 162, 162]",37088220.99999999,907.9999999999998,-907.9999999999998,0.0,,,,DWT,mdp.39015067403959,7.450580596923828e-09,,0.0,35.5,12.0,0.0,35.5,,2.2737367544323206e-13,114.82769230769225,3661.0,114.8276923076923,,0.0,114.82769230769225,,,131.9999999999999,0.0,40,1.1368683772161603e-13,2.2737367544323206e-13,,1.1368683772161603e-13,6.71731264399957e-14,6.4169373605829554e-27,0.9542626746204205,0.9021743166169898,0.0010660992225723569,0.3634364541732937,0.0003128898563534416,0.6190717507115935,5.201069715730251e-09,5.201069715730251e-09,4.476314715479468e-09,,1.709856616921389e-13,0.9999999947989249,4.829974287364139e-14,,,,,,7.355854720687939e-14,1.0,2.0240904796110705e-13,2.0240904796110705e-13,0.7857215270767042,0.2729089085761829,479,1.1696775503039125,0.7131792641367092,112,0,0.2380974327626973,0.2935732799460026,487,0,0.317321776355671,0.6704985559470029,116,213.0735397306135,0.7678937475701377,298.5,184.41396048430678,0.7213651744386637,198,db,420.3859649122807,404.0,270.7046038748452,342,0.7039503319688988,0.9890315854850842,0.2105252919762456,5,149.75
db16,1,antireflect,1.3864327202008389e-26,317.7427289774385,6753525.706256679,0.5824742268041238,259.627820247205,163,raw,8.057358461414566e-14,-1.730653398368539e-10,6.188604353718912,130858.66466266818,0.9292089626670916,7.772472971104552e-06,1.0,369.0000000000001,,,,[],[],13,544.3076923076923,140.00000000000006,892.0000000000002,"[3, 12, 30, 39, 54, 69, 82, 96, 116, 128, 136, 147, 155]","[140.00000000000006, 612.0, 892.0000000000002, 581.9999999999999, 692.0, 754.9999999999999, 756.0000000000002, 243.00000000000023, 292.9999999999997, 741.9999999999999, 418.99999999999994, 664.0000000000002, 286.00000000000017]","[2, 2, 23, 36, 36, 64, 73, 91, 113, 113, 131, 145, 154]","[4, 23, 162, 40, 64, 162, 162, 113, 118, 162, 139, 162, 162]",37088221.00000001,908.0000000000001,-908.0000000000001,0.0,,,,DWT,mdp.39015067403959,7.450580596923828e-09,,0.0,35.5,12.0,0.0,35.5,,1.1368683772161603e-13,114.82769230769225,3661.0,114.82769230769232,,0.0,114.82769230769225,,,132.00000000000006,0.0,40,2.2737367544323206e-13,1.1368683772161603e-13,,1.1368683772161603e-13,6.89377538091732e-14,6.22323617597036e-27,0.95472067732719,0.8586328111483752,0.0006100246837366764,0.17072672029181712,0.003309781337570291,0.619071750711749,5.201069715730251e-09,5.201069715730251e-09,4.4763234666567966e-09,,1.709856616921389e-13,0.9999999947989249,9.659948574728278e-14,,,,,,7.355854720687939e-14,1.0,1.0120452398055352e-13,1.0120452398055352e-13,0.7857215270767369,0.27290890857619426,396,1.0720684249641457,0.6536647388175256,487,0,0.23809743276269818,0.2935732799460037,472,0,0.2840000021126798,0.600089894530475,507,48.50085909892044,0.9471668201536815,465.5,461.37850846799836,0.7200431050659475,199,db,420.3859649122807,404.0,270.7046038748452,342,0.7039503319688988,0.9890315854850842,0.2105252919762456,5,150.5
db19,1,periodic,1.2926555491923909e-26,318.0468888214949,7062116.8117146455,0.625,323.3452292398535,163,raw,7.61108967262046e-14,-1.5768220062995038e-10,6.272522140161987,60928.70859359017,0.840300085350776,7.772472971104554e-06,0.9999999999999999,369.00000000000006,,,,[],[],13,544.3076923076923,140.00000000000006,891.9999999999998,"[3, 12, 30, 39, 54, 69, 82, 96, 116, 128, 136, 147, 155]","[140.00000000000006, 611.9999999999998, 891.9999999999998, 582.0, 691.9999999999998, 755.0, 756.0, 242.99999999999994, 292.99999999999994, 742.0, 419.0, 664.0000000000002, 285.99999999999994]","[2, 2, 23, 36, 36, 64, 73, 91, 113, 113, 131, 145, 154]","[4, 23, 162, 40, 64, 162, 162, 113, 118, 162, 139, 162, 162]",37088221.0,907.9999999999998,-907.9999999999998,0.0,,,,DWT,mdp.39015067403959,0.0,,0.0,35.5,12.0,0.0,35.5,,2.2737367544323206e-13,114.82769230769225,3661.0,114.82769230769227,,0.0,114.82769230769225,,,132.00000000000006,0.0,40,2.2737367544323206e-13,2.2737367544323206e-13,,5.684341886080802e-14,6.457150059057355e-14,5.7767037288678936e-27,0.9558298593832054,0.8889339199776759,0.0008302810641158582,0.4115430384767951,0.0001528853809940137,0.619071750711749,5.201069715730251e-09,5.201069715730251e-09,4.47629721312481e-09,,8.549283084606944e-14,0.9999999947989249,9.659948574728278e-14,,,,,,0.0,1.0,2.0240904796110705e-13,2.0240904796110705e-13,0.7857215270766902,0.27290890857617806,506,1.183058385693954,0.7213378667657198,88,0,0.23809743276269973,0.29357327994600557,464,0,0.322469997754693,0.6813767095152303,83,231.29688713858644,0.7480426066028469,285.25,145.2259538173187,0.7186563795541467,200,db,420.3859649122807,404.0,270.7046038748452,342,0.7039503319688988,0.9890315854850842,0.2105252919762456,5,151.25
coif2,1,periodization,9.62803436532715e-27,319.3263406530983,6206303.73548174,0.5975609756097561,268.4312492349687,163,raw,6.610791425360484e-14,-1.7143997332880283e-10,5.97589524791783,64227.2523051755,0.847459145143173,7.772472971104552e-06,0.9999999999999998,369.0,,,,[],[],13,544.3076923076924,140.00000000000003,892.0000000000001,"[3, 12, 30, 39, 54, 69, 82, 96, 116, 128, 136, 147, 155]","[140.00000000000003, 612.0000000000001, 892.0000000000001, 582.0000000000001, 692.0000000000002, 755.0000000000002, 756.0000000000001, 242.99999999999997, 293.0, 741.9999999999999, 419.0000000000001, 664.0000000000002, 286.0]","[2, 2, 23, 36, 36, 64, 73, 91, 113, 113, 131, 145, 154]","[4, 23, 162, 40, 64, 162, 162, 113, 118, 162, 139, 162, 162]",37088221.00000001,908.0000000000002,-908.0000000000002,0.0,,,,DWT,mdp.39015067403959,7.450580596923828e-09,,0.0,35.5,12.0,0.0,35.5,,2.2737367544323206e-13,114.82769230769236,3660.999999999999,114.82769230769236,,0.0,114.82769230769236,,,132.00000000000003,0.0,40,1.1368683772161603e-13,2.2737367544323206e-13,,0.0,5.4784673567647886e-14,4.206069112106263e-27,0.9604956462741513,0.7818276183870776,0.00021944592623172922,0.2561604473640928,0.0003017938015199401,0.619071750711723,5.201139725148831e-09,5.201139725148831e-09,4.4763497201887834e-09,,0.0,0.9999999947988818,4.829974287364139e-14,,,,,,7.355854720687939e-14,1.0,2.0240904796110705e-13,2.0240904796110705e-13,0.7857215270766885,0.27290890857617744,508,1.069905816387407,0.6523461467038499,490,0,0.2380974327627055,0.2935732799460127,416,0,0.28557213596473263,0.6034118016799399,491,41.00711320409342,0.9553299420434712,476.25,473.3825122865916,0.7182695461851343,201,coif,346.9316239316239,320.0,233.4954672267613,117,0.58094858587426,0.8530863119772876,0.3374100962948317,3,151.5
coif12,1,periodization,5.892063827215717e-26,311.459042542454,6205380.516048914,0.6036585365853658,279.7485718952432,163,raw,1.642050488407514e-13,-1.5917400730813915e-10,5.976784325164121,64227.252305175476,0.8470311446467153,7.772472971104554e-06,1.0,369.0000000000001,,,,[],[],13,544.3076923076923,140.00000000000006,892.0000000000001,"[3, 12, 30, 39, 54, 69, 82, 96, 116, 128, 136, 147, 155]","[140.00000000000006, 612.0000000000007, 892.0000000000001, 582.0000000000001, 691.9999999999995, 755.0, 756.0000000000003, 242.99999999999997, 292.9999999999999, 741.9999999999998, 418.99999999999943, 663.9999999999997, 285.9999999999996]","[2, 2, 23, 36, 36, 64, 73, 91, 113, 113, 131, 145, 154]","[4, 23, 162, 40, 64, 162, 162, 113, 118, 162, 139, 162, 162]",37088220.999999985,908.0000000000001,-908.0000000000001,0.0,,,,DWT,mdp.39015067403959,1.4901161193847656e-08,,0.0,35.5,12.0,0.0,35.5,,1.1368683772161603e-13,114.82769230769225,3661.0,114.82769230769223,,0.0,114.82769230769225,,,132.00000000000006,0.0,40,1.1368683772161603e-13,1.1368683772161603e-13,,1.1368683772161603e-13,1.507620173527504e-13,2.7677396738940483e-26,0.9318059094000349,0.7821486471884724,0.00021878697992066095,0.2906899120558044,0.0003017938015199391,0.619071750711749,5.201069715730251e-09,5.201069715730251e-09,4.476270959592824e-09,,1.709856616921389e-13,0.9999999947989249,4.829974287364139e-14,,,,,,1.4711709441375877e-13,1.0,1.0120452398055352e-13,1.0120452398055352e-13,0.7857215270767339,0.2729089085761932,401,1.0666639450671924,0.6503695033101422,495,0,0.23809743276269568,0.2935732799460006,504,0,0.2864521499179862,0.6052712646252386,488,47.784237289438174,0.9479474539330739,472.0,467.9854150317933,0.7168931169447504,202,coif,346.9316239316239,320.0,233.4954672267613,117,0.58094858587426,0.8530863119772876,0.3374100962948317,3,152.25
db31,1,periodic,2.0072802875583957e-26,316.13563677399316,7798617.38724525,0.6383928571428571,324.0825620272461,163,raw,1.0200429458151134e-13,-1.6779266864830432e-10,6.469382107560818,63048.1173344577,0.8320650251810571,7.772472971104552e-06,1.0,369.00000000000017,,,,[],[],13,544.3076923076923,140.00000000000009,892.0,"[3, 12, 30, 39, 54, 69, 82, 96, 116, 128, 136, 147, 155]","[140.00000000000009, 612.0, 892.0, 581.9999999999999, 692.0000000000001, 755.0, 755.9999999999999, 242.99999999999997, 293.0000000000004, 741.9999999999999, 419.0000000000004, 664.0000000000001, 286.0000000000001]","[2, 2, 23, 36, 36, 64, 73, 91, 113, 113, 131, 145, 154]","[4, 23, 162, 40, 64, 162, 162, 113, 118, 162, 139, 162, 162]",37088221.0,908.0000000000001,-908.0000000000001,0.0,,,,DWT,mdp.39015067403959,0.0,,0.0,35.5,12.0,0.0,35.5,,1.1368683772161603e-13,114.82769230769225,3661.0,114.82769230769236,,0.0,114.82769230769225,,,132.00000000000009,0.0,40,0.0,1.1368683772161603e-13,,1.7053025658242404e-13,8.990536541937191e-14,9.17948427503926e-27,0.9488600817579299,0.960016291774159,0.0013559571061158805,0.48738454128180414,0.0002485633030245648,0.6190717507117749,5.201069715730251e-09,5.201069715730251e-09,4.4763497201887834e-09,,2.5647849253820834e-13,0.9999999947989249,0.0,,,,,,0.0,1.0,1.0120452398055352e-13,1.0120452398055352e-13,0.7857215270767103,0.272908908576185,461,1.2450554153288538,0.7591388794996919,25,0,0.23809743276269524,0.293573279946,509,0,0.34255220503187483,0.7238102642942961,26,266.0155070667874,0.7102227591865061,255.25,48.428863309587804,0.7160863251270222,203,db,420.3859649122807,404.0,270.7046038748452,342,0.7039503319688988,0.9890315854850842,0.2105252919762456,5,153.5
coif6,1,periodization,2.1161434837732365e-26,315.90626585617434,6207741.966890841,0.5975609756097561,274.3403723796941,163,raw,9.724216007141747e-14,-1.7307266730881656e-10,5.974510731568906,64227.25230517551,0.8481938994820064,7.772472971104548e-06,1.0,369.0000000000001,,,,[],[],13,544.3076923076923,140.00000000000003,892.0000000000002,"[3, 12, 30, 39, 54, 69, 82, 96, 116, 128, 136, 147, 155]","[140.00000000000003, 612.0000000000001, 892.0000000000002, 581.9999999999999, 692.0000000000003, 754.9999999999999, 755.9999999999998, 243.00000000000014, 293.0000000000002, 742.0000000000002, 419.00000000000006, 664.0000000000002, 285.9999999999998]","[2, 2, 23, 36, 36, 64, 73, 91, 113, 113, 131, 145, 154]","[4, 23, 162, 40, 64, 162, 162, 113, 118, 162, 139, 162, 162]",37088221.0,908.0000000000002,-908.0000000000002,0.0,,,,DWT,mdp.39015067403959,0.0,,0.0,35.5,12.0,0.0,35.5,,2.2737367544323206e-13,114.82769230769225,3661.0,114.82769230769236,,0.0,114.82769230769225,,,132.00000000000003,0.0,40,2.2737367544323206e-13,2.2737367544323206e-13,,1.1368683772161603e-13,8.52461363506559e-14,9.697850833578648e-27,0.948023633057722,0.781327695994664,0.00022047246147112334,0.2561604473640928,0.00030179380151994077,0.619071750711723,5.201069715730251e-09,5.201069715730251e-09,4.4763497201887834e-09,,1.709856616921389e-13,0.9999999947989249,9.659948574728278e-14,,,,,,0.0,1.0,2.0240904796110705e-13,2.0240904796110705e-13,0.7857215270767409,0.27290890857619565,386,1.0621731605289713,0.6476313688460474,510,0,0.23809743276270995,0.2935732799460182,354,0,0.2837191489542222,0.5994964538932087,511,82.16396209206727,0.9104967733201882,440.25,428.5746210692197,0.7154608049607476,204,coif,346.9316239316239,320.0,233.4954672267613,117,0.58094858587426,0.8530863119772876,0.3374100962948317,3,153.75
coif12,1,antireflect,2.043041336643421e-26,316.05894543285626,7829546.706490758,0.6196581196581197,304.91172320815025,163,raw,9.950867669057478e-14,-1.6589196683014587e-10,6.515136022494977,189360.42092715332,0.9459257526303005,7.772472971104552e-06,0.9999999999999998,369.00000000000017,,,,[],[],13,544.3076923076923,139.9999999999999,892.0000000000001,"[3, 12, 30, 39, 54, 69, 82, 96, 116, 128, 136, 147, 155]","[139.9999999999999, 611.9999999999999, 892.0000000000001, 582.0, 692.0, 755.0000000000002, 756.0000000000003, 242.9999999999999, 292.9999999999999, 741.9999999999997, 418.9999999999999, 663.9999999999998, 286.00000000000017]","[2, 2, 23, 36, 36, 64, 73, 91, 113, 113, 131, 145, 154]","[4, 23, 162, 40, 64, 162, 162, 113, 118, 162, 139, 162, 162]",37088221.0,908.0000000000002,-908.0000000000002,0.0,,,,DWT,mdp.39015067403959,0.0,,0.0,35.5,12.0,0.0,35.5,,2.2737367544323206e-13,114.82769230769225,3661.0,114.82769230769227,,0.0,114.82769230769225,,,131.9999999999999,0.0,40,1.1368683772161603e-13,2.2737367544323206e-13,,1.7053025658242404e-13,8.746367558528316e-14,9.349765256936753e-27,0.9485804108509938,0.9765371559979423,0.0013780328554946508,0.38129286641781707,0.005950766234250765,0.6190717507115935,5.201069715730251e-09,5.201069715730251e-09,4.47629721312481e-09,,2.5647849253820834e-13,0.9999999947989249,4.829974287364139e-14,,,,,,0.0,1.0,2.0240904796110705e-13,2.0240904796110705e-13,0.785721527076705,0.27290890857618316,478,1.213003293998168,0.739595965045448,38,0,0.2380974327626968,0.29357327994600196,498,0,0.33053417605094093,0.6984162583436503,41,259.07318785753705,0.717785198412269,263.75,72.98455560844873,0.7152379151102739,205,coif,346.9316239316239,320.0,233.4954672267613,117,0.58094858587426,0.8530863119772876,0.3374100962948317,3,154.5
db9,1,antisymmetric,5.739732587838261e-27,321.57280037803,6386086.048034194,0.6,302.67515988519636,163,raw,4.773277887468158e-14,-1.6262369229025446e-10,6.118098558720182,101360.63343023682,0.8980217794146244,7.772472971104554e-06,0.9999999999999999,369.00000000000006,,,,[],[],13,544.3076923076923,140.0,892.0000000000002,"[3, 12, 30, 39, 54, 69, 82, 96, 116, 128, 136, 147, 155]","[140.0, 612.0, 892.0000000000002, 582.0, 692.0, 754.9999999999999, 756.0000000000001, 243.00000000000003, 293.00000000000006, 742.0, 419.0000000000001, 664.0000000000001, 285.9999999999999]","[2, 2, 23, 36, 36, 64, 73, 91, 113, 113, 131, 145, 154]","[4, 23, 162, 40, 64, 162, 162, 113, 118, 162, 139, 162, 162]",37088221.0,908.0000000000002,-908.0000000000002,0.0,,,,DWT,mdp.39015067403959,0.0,,0.0,35.5,12.0,0.0,35.5,,2.2737367544323206e-13,114.82769230769225,3661.0,114.8276923076923,,0.0,114.82769230769225,,,132.0,0.0,40,2.2737367544323206e-13,2.2737367544323206e-13,,5.684341886080802e-14,3.680660832870871e-14,2.354602610073936e-27,0.9686878283295625,0.833174516096681,0.00034776524820387855,0.26997223324077746,0.0019781314873596662,0.6190717507116972,5.201069715730251e-09,5.201069715730251e-09,4.476314715479468e-09,,8.549283084606944e-14,0.9999999947989249,9.659948574728278e-14,,,,,,0.0,1.0,2.0240904796110705e-13,2.0240904796110705e-13,0.78572152707668,0.2729089085761745,528,1.1067539835614457,0.6748133204502721,372,0,0.23809743276269663,0.29357327994600174,499,0,0.2963086392003745,0.6260979532516788,384,79.27326157034287,0.9136456845638967,445.75,435.24216198753385,0.7140396178810768,206,db,420.3859649122807,404.0,270.7046038748452,342,0.7039503319688988,0.9890315854850842,0.2105252919762456,5,155.75
db32,1,antireflect,2.3052780600887064e-26,315.5344838003715,7545847.635661907,0.5973451327433629,284.6084668246936,163,raw,1.0745324194163469e-13,-1.656613735079315e-10,6.434947368857392,177680.5426015697,0.9497149184243167,7.772472971104554e-06,0.9999999999999999,369.0000000000001,,,,[],[],13,544.3076923076922,139.99999999999994,891.9999999999997,"[3, 12, 30, 39, 54, 69, 82, 96, 116, 128, 136, 147, 155]","[139.99999999999994, 611.9999999999998, 891.9999999999997, 581.9999999999999, 692.0, 754.9999999999998, 755.9999999999999, 242.99999999999966, 293.0000000000005, 742.0, 418.9999999999998, 663.9999999999995, 285.9999999999999]","[2, 2, 23, 36, 36, 64, 73, 91, 113, 113, 131, 145, 154]","[4, 23, 162, 40, 64, 162, 162, 113, 118, 162, 139, 162, 162]",37088221.0,907.9999999999998,-907.9999999999998,0.0,,,,DWT,mdp.39015067403959,0.0,,0.0,35.5,12.0,0.0,35.5,,2.2737367544323206e-13,114.82769230769213,3661.000000000002,114.8276923076922,,0.0,114.82769230769213,,,131.99999999999994,0.0,40,3.410605131648481e-13,2.2737367544323206e-13,,1.1368683772161603e-13,9.523656593048255e-14,1.0598440223145825e-26,0.9466678525590689,0.9475825657526934,0.0011755431227949138,0.2549381654281034,0.005423493478310308,0.6190717507116453,5.200999706311671e-09,5.200999706311671e-09,4.476253457238166e-09,,1.709856616921389e-13,0.999999994799011,1.448992286209242e-13,,,,,,0.0,1.0,2.0240904796110705e-13,2.0240904796110705e-13,0.7857215270767139,0.27290890857618627,448,1.1465244295357797,0.6990622746915454,174,0,0.23809743276269363,0.293573279945998,546,0,0.3079696600487238,0.6507376036705095,207,181.9237477626272,0.8018259828293821,343.75,273.1925258109573,0.7136853225693751,207,db,420.3859649122807,404.0,270.7046038748452,342,0.7039503319688988,0.9890315854850842,0.2105252919762456,5,156.5
db16,1,constant,1.5084801494409312e-26,317.3763209750961,6168695.664522822,0.5927835051546392,199.8396066211529,163,raw,8.631132618435575e-14,-1.731956800199449e-10,6.017139386698389,72439.30299136428,0.8800903840299227,7.772472971104548e-06,1.0,369.0000000000001,,,,[],[],13,544.3076923076923,140.0000000000001,892.0000000000002,"[3, 12, 30, 39, 54, 69, 82, 96, 116, 128, 136, 147, 155]","[140.0000000000001, 612.0000000000001, 892.0000000000002, 581.9999999999999, 692.0, 754.9999999999999, 756.0000000000002, 243.00000000000023, 292.9999999999997, 741.9999999999999, 418.9999999999999, 664.0000000000002, 286.0000000000001]","[2, 2, 23, 36, 36, 64, 73, 91, 113, 113, 131, 145, 154]","[4, 23, 162, 40, 64, 162, 162, 113, 118, 162, 139, 162, 162]",37088221.0,908.0000000000001,-908.0000000000001,0.0,,,,DWT,mdp.39015067403959,0.0,,0.0,35.5,12.0,0.0,35.5,,1.1368683772161603e-13,114.82769230769225,3661.0,114.82769230769232,,0.0,114.82769230769225,,,132.0000000000001,0.0,40,2.2737367544323206e-13,1.1368683772161603e-13,,1.1368683772161603e-13,7.455150794737291e-14,6.804381210045169e-27,0.9533844944308598,0.7967200886336356,0.00019260322909643216,0.22910643379120554,0.0006725160365063322,0.6190717507118009,5.201069715730251e-09,5.201069715730251e-09,4.4763234666567966e-09,,1.709856616921389e-13,0.9999999947989249,9.659948574728278e-14,,,,,,0.0,1.0,1.0120452398055352e-13,1.0120452398055352e-13,0.7857215270767157,0.2729089085761869,443,1.062398622520989,0.647768838200329,509,0,0.23809743276269618,0.2935732799460012,502,0,0.2828680194459112,0.5976980235654813,523,35.264476932648996,0.9615855371104042,494.25,492.2440400360309,0.7115934221499733,208,db,420.3859649122807,404.0,270.7046038748452,342,0.7039503319688988,0.9890315854850842,0.2105252919762456,5,157.25
coif10,1,periodic,2.21443225748696e-26,315.70909297880684,7743927.698094986,0.6036036036036037,305.68660918096987,163,raw,1.0200429458151137e-13,-1.7162427035089042e-10,6.470822077717751,59647.1825290945,0.8319992716076243,7.772472971104554e-06,1.0,368.99999999999994,,,,[],[],13,544.3076923076923,140.0,892.0000000000001,"[3, 12, 30, 39, 54, 69, 82, 96, 116, 128, 136, 147, 155]","[140.0, 612.0000000000002, 892.0000000000001, 581.9999999999998, 692.0000000000001, 755.0000000000003, 756.0, 242.99999999999991, 293.0000000000003, 742.0000000000001, 419.00000000000006, 664.0000000000002, 286.0]","[2, 2, 23, 36, 36, 64, 73, 91, 113, 113, 131, 145, 154]","[4, 23, 162, 40, 64, 162, 162, 113, 118, 162, 139, 162, 162]",37088221.0,908.0000000000002,-908.0000000000002,0.0,,,,DWT,mdp.39015067403959,0.0,,0.0,35.5,12.0,0.0,35.5,,2.2737367544323206e-13,114.82769230769225,3661.0,114.82769230769242,,0.0,114.82769230769225,,,132.0,0.0,40,1.1368683772161603e-13,2.2737367544323206e-13,,5.684341886080802e-14,8.990536541937194e-14,1.0165865875801832e-26,0.9473046012006817,0.9605362374767994,0.0013169224328435478,0.29037883579732093,9.50325711444387e-05,0.6190717507116972,5.201069715730251e-09,5.201069715730251e-09,4.4763847248980984e-09,,8.549283084606944e-14,0.9999999947989249,4.829974287364139e-14,,,,,,0.0,1.0,2.0240904796110705e-13,2.0240904796110705e-13,0.7857215270766769,0.2729089085761734,533,1.1654988880226438,0.710631437780585,124,0,0.23809743276269862,0.2935732799460042,467,0,0.3142330899255543,0.6639721844670794,140,214.26618958669144,0.7665945647203797,316.0,208.0637877485913,0.7111839925998413,209,coif,346.9316239316239,320.0,233.4954672267613,117,0.58094858587426,0.8530863119772876,0.3374100962948317,3,157.5
dmey,1,symmetric,0.6891633749236821,60.77849507910977,7940396.163685542,0.5982142857142857,297.22491018407527,163,raw,0.6949795943313658,,6.445785062000464,62353.5563703973,0.8451954777994651,7.730210618865714e-06,0.9999982946286278,369.66489105926235,,,,[],[],13,545.9048393715736,139.32099371729643,894.3437258872979,"[3, 12, 30, 39, 54, 69, 82, 96, 116, 128, 136, 147, 155]","[139.32099371729643, 614.2480538437533, 894.3437258872979, 583.8463995691316, 693.0276218299649, 757.2158522070766, 759.3820102112883, 244.20845962929576, 293.43140198360123, 744.2771227176411, 419.581029907917, 666.3620274004335, 287.518212925761]","[2, 2, 23, 36, 36, 64, 73, 91, 113, 113, 131, 145, 154]","[4, 23, 162, 40, 64, 162, 162, 113, 118, 162, 139, 162, 162]",37144822.0912553,909.1233369509304,-909.1233369509304,0.0,,,,DWT,mdp.39015067403959,56601.09125529975,,0.0,35.5,12.0,0.0,35.5,,1.1233369509303657,116.42483937157363,3640.2370881695424,116.42483937157371,,0.0,116.42483937157363,,,131.32099371729643,0.0,40,2.3437258872978646,1.1233369509303657,,0.6648910592623452,0.6799617107012975,0.32815428845720257,0.017647217936169635,0.9514958496142686,0.001457151468367457,0.2598600328667762,0.0002172082611756605,0.0,0.9835381136579641,0.9835381136579641,0.983538113646111,,0.9999999999959818,0.016461886342009513,0.995729672769851,,,,,,0.5588147110015647,1.0,0.9999995044902024,0.9999995044902024,2.6706872391393968,0.9276242465872,9,0.9919768140389114,0.6048310443276715,692,0,0.7746926927319865,0.9551933093801981,3,0,0.3198276370436083,0.6757934209637142,98,330.5334072878766,0.6399418221264961,200.5,8.770129394268142,0.7107661180349256,210,dmey,290.77777777777777,210.0,187.50385181228793,9,0.48691709590865473,0.6850538527531109,0.4536418770380084,2,158.0
