signal_type,wavelet,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,wavelet_psnr,signal_length,decomposition_levels,original_level,padded,emd_value,kl_divergence,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,dynamic_cutoff,dominant_frequency,amplitude_max,num_fft_peaks,positive_frequencies,positive_amplitudes,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,max_autocorrelation,upper_envelope,lower_envelope,spectral_magnitude,spectral_centroid,spectral_bandwidth,frequency_max,wavelet_type,htid,max_autocorrelation_diff,frequency_max_diff,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,relative_num_peaks_diff,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,spectral_centroid_diff,lower_envelope_diff,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,spectral_bandwidth_diff,spectral_magnitude_diff,avg_prominence_diff,num_fft_peaks_diff,amplitude_max_diff,prominence_min_diff,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,prominence_max_diff,upper_envelope_diff,dominant_frequency_diff,dynamic_cutoff_diff,emd_value_normalized,smoothness_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,correlation_normalized,avg_variance_across_levels_normalized,prominence_min_diff_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,spectral_centroid_diff_normalized,spectral_magnitude_diff_normalized,dynamic_cutoff_diff_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,amplitude_max_diff_normalized,frequency_max_diff_normalized,spectral_bandwidth_diff_normalized,num_fft_peaks_diff_normalized,relative_num_peaks_diff_normalized,dominant_frequency_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_weighted_score,reconstruction_normalized_weighted_score,reconstruction_normalized_weighted_rank,signal_weighted_score,signal_normalized_weighted_score,signal_normalized_weighted_rank,reconstruction_missing_metrics_count,reconstruction_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_rank,signal_missing_metrics_count,signal_dynamically_weighted_score,signal_normalized_dynamically_weighted_score,signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank,top_wavelet_rank
smoothed,rbio5.5,536839.8731468783,0.6872340425531915,56.48327391565361,10.96618875155,470,1,False,False,285.65505950594564,,8.694801185868013,272440.8700014381,1.0,1.1378392376619797e-05,0.9001780698505345,935.6766937903423,,,,[],[],16,1365.254287485543,718.4064155397674,2481.5424380034483,"[16, 44, 68, 92, 133, 184, 210, 234, 258, 302, 329, 353, 376, 400, 432, 466]","[761.6423569458232, 2267.7951464869884, 829.1761360529986, 1175.1652509836435, 786.7340947717221, 2372.199041643945, 1027.1228791437356, 2327.5763553333113, 1020.6672246655912, 912.1277421202784, 1027.612355743012, 1138.6449330100959, 2481.5424380034483, 718.4064155397674, 1147.5112568728234, 1850.1449724515032]","[1, 1, 49, 49, 120, 49, 189, 189, 239, 271, 239, 239, 189, 381, 381, 381]","[26, 49, 83, 120, 143, 189, 226, 239, 311, 311, 334, 371, 381, 405, 452, 469]",460489898.3935782,2113.596623219553,-2113.596623219553,0.0,,,,SWT,mdp.39015050659344,235986550.71357825,,0.0,-32.0,42.0,0.0,-36.5,,966.5966232195528,989.7094598993361,62.468599768686545,989.7094598993361,,0.0,989.7094598993361,,,692.8064155397674,0.0,-45.5,1334.5424380034483,966.5966232195528,,255.9766937903422,0.7400389031966279,0.921808632488625,0.7764664472024232,0.10822486675544432,0.045839600119473814,0.40625000000000083,0.9186299646021179,0.6716159473307656,0.9035477181743994,1.0,1.0,1.0,,0.0,0.8584095375114418,0.0,0.9983825952266082,,,,,0.5,,0.825029619137988,0.2534246575342466,0.0705128205128205,0.9186517147529184,0.9186517147529184,0.19178082191780824,3.1501857894797745,1.0,1,1.8400647272376425,0.7287831488216638,9,0,0.6292260799680767,1.0,1,0,0.5736092952119348,0.7728279950288789,3,3.7859388972001824,0.9642835953094322,3.5,1.6363636363636362,0.965632363692452,1,rbio,43.86666666666667,41.0,30.345314222101823,15,0.6099280400048787,0.8582770297474872,0.3155672630723388,2,1.25,1
smoothed,sym13,654798.9095990495,0.7063829787234043,76.21798902204795,11.808516460076229,470,1,False,False,280.8453352674353,,8.730819982539904,262929.48731045396,1.0,9.40925405774404e-06,0.9652682288360094,950.4839876184649,,,,[],[],16,1088.7989268236443,666.9186883342132,1950.5367043435717,"[16, 45, 69, 93, 138, 183, 209, 233, 258, 282, 328, 352, 377, 401, 433, 457]","[1278.5977849669337, 666.9186883342132, 849.2904562940175, 1785.9560183241867, 789.1077055206848, 1020.257492595779, 1606.1352283350166, 964.1975511806311, 823.5287806545276, 850.152250477454, 855.1025652112933, 1950.5367043435717, 740.5375754584828, 767.8345330651388, 1645.97055760193, 826.658936814448]","[0, 27, 46, 46, 120, 120, 186, 226, 186, 186, 186, 186, 359, 378, 378, 450]","[46, 46, 74, 186, 143, 186, 236, 236, 270, 311, 335, 378, 378, 406, 468, 468]",449098774.53754616,1702.1091211323107,-1702.1091211323107,0.0,,,,SWT,mdp.39015050659344,224595426.85754624,,0.0,-0.5,42.0,0.0,8.5,,555.1091211323107,713.2540992374373,4360.817170821694,713.2540992374373,,0.0,713.2540992374373,,,641.3186883342132,0.0,-27.5,803.5367043435717,555.1091211323107,,270.78398761846483,0.48943300616863394,0.6029666678135268,0.9493122707469873,0.2682772762108288,0.07638204323041319,0.6875,0.971688330962811,0.2607460103621059,0.8357984336265027,0.42231034195182227,0.42231034195182227,0.42231034195182204,,0.0,0.9227914179886492,0.6100069234876928,0.3815306893290613,,,,,0.5,,0.39205273372478455,0.6849315068493151,0.3012820512820512,0.2473939345904017,0.2473939345904017,0.8082191780821918,2.34323248537542,0.743839456453895,16,1.8376106608934284,0.7278111818189387,10,0,0.47988878862710127,0.7626651276937664,10,0,0.5382882006869134,0.7252396262701192,7,3.774917217635375,0.9643875734185342,10.75,9.86784140969163,0.9314862395394559,2,sym,40.05263157894737,34.0,35.35608337442013,19,0.556897182583242,1.0,0.3101719721917306,3,2.25,2
smoothed,sym9,649889.017446727,0.6872340425531915,70.89975489300475,11.51268620729195,470,1,False,False,285.0490987081196,,8.739007572165404,262929.48731045716,1.0,9.305158191919192e-06,0.920282944011245,956.7742013317566,,,,[],[],16,1073.9405636733795,389.7093905024477,2117.626651648552,"[16, 42, 69, 93, 138, 161, 209, 232, 258, 282, 328, 352, 384, 408, 433, 457]","[1283.0583403264468, 389.7093905024477, 803.8156322370749, 1914.2950968961952, 732.0016069519656, 983.3140881957106, 1784.1537070169024, 879.1114269341888, 803.4029739513726, 824.9271620336044, 860.279001220065, 2117.626651648552, 764.8404956949599, 423.0456797348917, 1775.814346213261, 843.6534192164315]","[0, 35, 46, 46, 120, 120, 186, 216, 186, 186, 186, 186, 378, 406, 378, 450]","[46, 46, 74, 186, 143, 186, 236, 236, 270, 311, 335, 378, 406, 413, 468, 468]",449067975.9531608,1693.0054858870344,-1693.0054858870344,0.0,,,,SWT,mdp.39015050659344,224564628.2731609,,0.0,-0.5,42.0,0.0,4.0,,546.0054858870344,698.3957360871726,4598.55098122593,698.3957360871725,,0.0,698.3957360871726,,,364.1093905024477,0.0,-27.5,970.6266516485521,546.0054858870344,,277.0742013317565,0.7084659185986514,0.5861115134264553,0.8886078404470987,0.3046594868418636,0.0751107535839946,0.40625000000000083,0.9350184908475778,0.2607460103622442,0.471037108599498,0.3912618475153927,0.3912618475153927,0.39126184751539234,,0.0,0.9501411681972989,0.6437452925139553,0.5756335886348845,,,,,0.5,,0.3908820788086555,0.6849315068493151,0.3012820512820512,0.23254321383908752,0.23254321383908752,0.7465753424657535,2.3146015692630217,0.7347508127910316,18,1.7522288545726497,0.6939945335557266,18,0,0.46020667383838426,0.7313852500546902,13,0,0.520621251763486,0.7014368168862067,16,2.362907813126304,0.977708416857299,16.25,15.96588486140725,0.9122032650324231,3,sym,40.05263157894737,34.0,35.35608337442013,19,0.556897182583242,1.0,0.3101719721917306,3,3.0,3
smoothed,sym5,652023.4740193902,0.6957446808510638,70.15250697374815,11.546719632345866,470,1,False,False,284.3754245464793,,8.73859430818148,262929.48731146834,1.0,9.30599349614311e-06,0.9241027611466871,954.384733124044,,,,[],[],16,1065.8135847584495,358.8268200965581,2074.0361750343754,"[16, 39, 69, 93, 138, 161, 209, 232, 258, 282, 328, 352, 384, 408, 433, 457]","[1306.8605433990913, 358.8268200965581, 797.3892190504741, 1887.7931705857711, 713.9109736330005, 978.1195620735346, 1769.2386611860036, 832.565736633896, 786.5741191139522, 809.7716351943493, 872.2284440718804, 2074.0361750343754, 832.966588874289, 410.20994410807555, 1773.5429593218983, 848.98280375804]","[0, 35, 46, 46, 120, 120, 186, 216, 186, 186, 186, 186, 378, 406, 378, 450]","[46, 46, 74, 186, 143, 186, 236, 236, 270, 311, 335, 378, 427, 413, 468, 468]",448791035.86981064,1673.107825855679,-1673.107825855679,0.0,,,,SWT,mdp.39015050659344,224287688.18981072,,0.0,4.0,42.0,0.0,8.5,,526.107825855679,690.2687571722425,4728.582643864811,690.2687571722425,,0.0,690.2687571722425,,,333.2268200965581,0.0,-27.5,927.0361750343754,526.107825855679,,274.684733124044,0.6733647965362488,0.5862467654995586,0.8955915064501782,0.30282311521149585,0.07566341593529965,0.5312499999999992,0.9381322220192648,0.260746010405925,0.43040078294375284,0.3742794614292988,0.3742794614292988,0.37427946142929863,,0.0,0.9397517980437292,0.6621989412051087,0.5249959648316351,,,,,0.5,,0.3803555797335411,0.7465753424657535,0.3012820512820512,0.20008424719896767,0.20008424719896767,0.8082191780821918,2.266086165947308,0.7193500058044298,22,1.7965329310243225,0.711541777336959,13,0,0.4544524344849064,0.7222403027350086,14,0,0.5329772290072463,0.7180841153167344,8,5.795112883571237,0.945329123739894,14.25,12.54680767724246,0.9054475807378715,4,sym,40.05263157894737,34.0,35.35608337442013,19,0.556897182583242,1.0,0.3101719721917306,3,3.75,4
smoothed,sym20,670509.5457034013,0.7106382978723405,73.67006836285574,11.23590658136135,470,1,False,False,277.39746615387077,,8.73692753829938,262929.4873099546,1.0,1.0037721167747714e-05,0.8733697352571113,934.3360932101061,,,,[],[],17,1187.4212097511427,359.50533785505866,2241.523744813529,"[16, 44, 68, 92, 133, 160, 184, 210, 234, 258, 302, 329, 353, 376, 400, 432, 466]","[652.4987096267631, 2058.7990264327427, 774.9682770512783, 1039.5836650727417, 668.7532518252877, 359.50533785505866, 2144.1732226689637, 941.2690612733459, 2115.727278181299, 835.2897850701859, 867.7520642228295, 981.1453497548569, 1108.1075386932175, 2241.523744813529, 706.1494680783144, 1078.292817161754, 1612.6219679872581]","[1, 1, 49, 49, 120, 158, 49, 189, 189, 239, 239, 239, 239, 189, 381, 381, 381]","[26, 49, 75, 120, 166, 166, 189, 215, 239, 271, 311, 334, 371, 381, 405, 452, 469]",448713457.2902784,2001.5576893844823,-2001.5576893844823,0.0,,,,SWT,mdp.39015050659344,224210109.61027846,,0.0,-40.5,41.0,0.0,-36.0,,854.5576893844823,811.8763821649358,1595.439434230575,811.8763821649359,,0.0,811.8763821649358,,,333.90533785505863,0.0,-45.0,1094.523744813529,854.5576893844823,,254.63609321010608,0.309785215735732,0.7047277712192321,0.8318126027978067,0.29541668967019263,0.08044990631141077,0.75,0.8967770998903369,0.2607460103405345,0.43129359944947926,0.6283945096232696,0.6283945096232696,0.6283945096232697,,0.0,0.8525806272914991,0.21755397615353744,0.719560769095303,,,,,0.25,,0.37740681610273624,0.13698630136986303,0.0769230769230769,0.7358830871848339,0.7358830871848339,0.1986301369863014,2.233964432917812,0.7091532316532771,24,1.7543839998483235,0.6948481087245368,17,0,0.44119233377408484,0.7011666359990489,19,0,0.5162144119956558,0.6954994494644892,18,3.1091263510296048,0.9706686193299094,19.5,19.168349474551828,0.893353177589483,5,sym,40.05263157894737,34.0,35.35608337442013,19,0.556897182583242,1.0,0.3101719721917306,3,4.5,5
smoothed,bior2.6,494008.0916730133,0.6914893617021277,51.52672265263968,11.858470932369832,470,1,False,False,278.59530211295487,,8.696134914969786,268663.32491290505,1.0,9.706608259325735e-06,0.9803701958766942,957.689542157842,,,,[],[],17,1142.4670808178148,590.936042377258,1939.885858555526,"[17, 45, 69, 93, 138, 161, 185, 209, 235, 258, 303, 328, 352, 377, 401, 433, 467]","[730.835737967084, 1742.746421455821, 881.3873343028782, 1171.417124295652, 786.9239450352569, 768.3422284373025, 1849.1831172667532, 909.381305071033, 1781.6798313133868, 895.6322213807506, 799.0864578852514, 890.5985049821793, 1053.418956398733, 1939.885858555526, 590.936042377258, 1711.794203177312, 918.6910840006788]","[0, 0, 47, 47, 120, 143, 47, 187, 187, 237, 263, 237, 187, 47, 393, 379, 450]","[27, 47, 74, 120, 143, 166, 187, 226, 237, 312, 312, 335, 360, 379, 406, 469, 469]",450700739.9612227,1729.500046492789,-1729.500046492789,0.0,,,,SWT,mdp.39015050659344,226197392.2812228,,0.0,-9.0,41.0,0.0,18.0,,582.5000464927889,766.9222532316079,2359.659626097149,766.9222532316081,,0.0,766.9222532316079,,,565.336042377258,0.0,-27.0,792.885858555526,582.5000464927889,,277.9895421578419,0.37219726684983734,0.6511141224274986,0.9595629390034419,0.11415139890042819,0.03474941755820697,0.46875000000000083,0.9839987279951885,0.508434655730223,0.7358179104799201,0.5344569737072695,0.5344569737072695,0.5344569737072699,,0.0,0.9541210557003763,0.32600949119649236,0.36915795188516565,,,,,0.25,,0.4529434771184508,0.5684931506849316,0.3076923076923076,0.2920766325115005,0.2920766325115005,0.9383561643835616,2.244993069149798,0.7126541795239763,23,1.7416549419047485,0.6898065888299739,19,0,0.47267437968573434,0.7511996001655162,11,0,0.5116198160581031,0.689309116783296,19,5.033222956847166,0.9525167645580456,18.0,16.69097222222222,0.8913527219016644,6,bior,23.466666666666665,23.0,12.98277246786606,15,0.3262836931333089,0.3672005275691538,0.6614412565359377,1,4.75,6
smoothed,bior2.8,494008.0916730133,0.6914893617021277,51.52672265263968,11.85018572962962,470,1,False,False,278.759518068871,,8.696111824231195,268714.5593357419,1.0,1.0146706378604082e-05,0.9787595600339143,956.9918913761525,,,,[],[],17,1135.8506240114853,579.3849196690863,1917.391188080846,"[17, 45, 69, 93, 138, 161, 185, 209, 235, 258, 282, 328, 352, 377, 401, 433, 467]","[733.1565363100729, 1746.3282211374762, 881.5525877126178, 1165.861649064043, 783.565403616485, 765.112989503665, 1834.947457449002, 903.2759921689951, 1766.484976658485, 898.4246112641463, 792.9567432391899, 882.6763108988424, 1050.978825154744, 1917.391188080846, 579.3849196690863, 1704.2375605122284, 903.1246357553222]","[0, 0, 47, 47, 120, 143, 47, 187, 187, 237, 263, 237, 47, 47, 393, 379, 450]","[27, 47, 74, 120, 143, 166, 187, 226, 237, 312, 312, 335, 360, 379, 406, 469, 469]",450612887.774268,1711.7430087154078,-1711.7430087154078,0.0,,,,SWT,mdp.39015050659344,226109540.09426805,,0.0,-9.0,41.0,0.0,18.0,,564.7430087154078,760.3057964252783,2472.1393918047543,760.3057964252782,,0.0,760.3057964252783,,,553.7849196690863,0.0,-27.0,770.391188080846,564.7430087154078,,277.2918913761524,0.3807535758808546,0.7223746060895289,0.9578628136527383,0.11404879335307513,0.03474941755820697,0.46875000000000083,0.9826858151378248,0.5106478653933733,0.7206185544065922,0.5206310212613207,0.5206310212613207,0.5206310212613203,,0.0,0.9510876810835872,0.34197223472455013,0.3430266326257552,,,,,0.25,,0.4496042134281295,0.5684931506849316,0.3076923076923076,0.263109653684086,0.263109653684086,0.9383561643835616,2.208132506576248,0.7009531037662708,27,1.7648887204508785,0.6990086489734197,16,0,0.46393088734543664,0.7373039708859077,12,0,0.5214841108832003,0.7025993532834506,15,6.557438524302,0.9381373724122453,17.5,16.029684601113175,0.8865215163948019,7,bior,23.466666666666665,23.0,12.98277246786606,15,0.3262836931333089,0.3672005275691538,0.6614412565359377,1,5.5,7
smoothed,sym16,666478.4825308664,0.7021276595744681,72.51714070133009,11.258907395016251,470,1,False,False,277.21468910291753,,8.737126500379606,262929.4873103997,1.0,1.0116383888408672e-05,0.8771790949610966,934.0306365233014,,,,[],[],17,1184.4581131567631,356.23502031209637,2235.4475989606053,"[16, 44, 68, 92, 133, 160, 184, 210, 234, 258, 302, 329, 353, 376, 400, 432, 466]","[655.8359785104741, 2053.9083913504496, 772.1805141240658, 1039.9315906019476, 671.4352317799388, 356.23502031209637, 2142.0794600640515, 940.1266121963876, 2107.253635511444, 834.494643177032, 866.6443557440317, 968.8833088684311, 1095.0315957208754, 2235.4475989606053, 698.7586755642865, 1076.9713254657643, 1620.5699857130962]","[1, 1, 49, 49, 120, 158, 49, 189, 189, 239, 239, 239, 239, 189, 381, 381, 381]","[26, 49, 75, 120, 166, 166, 189, 215, 239, 271, 311, 334, 371, 381, 405, 452, 469]",448706927.1087813,1994.9953625285289,-1994.9953625285289,0.0,,,,SWT,mdp.39015050659344,224203579.42878136,,0.0,-40.5,41.0,0.0,-36.0,,847.9953625285289,808.9132855705562,1645.812076335027,808.9132855705566,,0.0,808.9132855705562,,,330.63502031209634,0.0,-45.0,1088.4475989606053,847.9953625285289,,254.33063652330134,0.3002617993112483,0.7174648025195767,0.8365323746136148,0.29630079361793293,0.07940616671055645,0.625,0.8998823066669683,0.2607460103597624,0.4269904055466761,0.6222027314849383,0.6222027314849383,0.622202731484939,,0.0,0.8512525064255866,0.22470268918370379,0.7125023101893051,,,,,0.25,,0.3771586037505987,0.13698630136986303,0.0769230769230769,0.7251779918036035,0.7251779918036035,0.1986301369863014,2.2220757967230402,0.7053792840231168,25,1.7093422122923534,0.6770086842316414,22,0,0.4381406805624757,0.6963167842386705,24,0,0.5019492817249575,0.6762799352098321,20,2.217355782608345,0.979081549220676,22.75,22.583404619332764,0.882229453855621,8,sym,40.05263157894737,34.0,35.35608337442013,19,0.556897182583242,1.0,0.3101719721917306,3,6.75,8
smoothed,sym14,664021.6773098722,0.7127659574468085,72.96419995051026,11.270764527409176,470,1,False,False,277.14166310582334,,8.737544813192285,262929.48731044855,1.0,1.0169610426635929e-05,0.8791975065700226,934.1739788436008,,,,[],[],17,1181.4158062200786,353.80179934468833,2225.112208794276,"[16, 44, 68, 92, 133, 160, 184, 210, 234, 258, 302, 329, 353, 376, 400, 432, 466]","[658.9437316408403, 2043.0700296261548, 770.2273576652572, 1041.4511626965746, 674.9984211031915, 353.80179934468833, 2134.9056328758984, 940.7791181585291, 2094.9603469027984, 833.2744393226233, 867.0716249201703, 963.5694279667075, 1084.1540948006873, 2225.112208794276, 696.8281881683619, 1075.842670550302, 1625.07845120428]","[1, 1, 49, 49, 120, 158, 49, 189, 189, 239, 239, 239, 239, 189, 381, 381, 381]","[26, 49, 75, 120, 166, 166, 189, 215, 239, 271, 311, 334, 371, 381, 405, 452, 469]",448714146.63866067,1985.8650707858944,-1985.8650707858944,0.0,,,,SWT,mdp.39015050659344,224210798.95866075,,0.0,-40.5,41.0,0.0,-36.0,,838.8650707858944,805.8709786338717,1697.5312942586643,805.8709786338719,,0.0,805.8709786338717,,,328.2017993446883,0.0,-45.0,1078.1122087942758,838.8650707858944,,254.47397884360078,0.29645685237445224,0.7260832189398726,0.8389654606828334,0.2981596001234687,0.07877004050985373,0.7812499999999991,0.9015276187123265,0.26074601036187206,0.4237886914948845,0.6158454329694637,0.6158454329694637,0.615845432969464,,0.0,0.8518757565778404,0.23204250364715906,0.7004960271716933,,,,,0.25,,0.37743301825094416,0.13698630136986303,0.0769230769230769,0.710283786423588,0.710283786423588,0.1986301369863014,2.207551629740791,0.7007687092974122,28,1.7760155697503377,0.7034155919188984,15,0,0.4344186256118221,0.6904014939016228,26,0,0.5227448502130848,0.7042979565953245,14,7.274384280931732,0.9313737331987573,20.75,18.843830888697152,0.8678095081088126,10,sym,40.05263157894737,34.0,35.35608337442013,19,0.556897182583242,1.0,0.3101719721917306,3,8.25,9
smoothed,dmey,676593.3115361398,0.7085106382978723,73.71517594676838,11.728182165401936,470,1,False,False,280.7349827078066,,8.737101865449473,262718.2561999933,1.0,9.489939932110155e-06,0.9567983189706422,966.3564170804525,,,,[],[],17,1110.9256695674096,567.9807255170549,1945.8257237647858,"[17, 45, 69, 93, 138, 161, 185, 209, 235, 258, 282, 328, 352, 377, 401, 433, 467]","[695.2840366540996, 1698.6786482177508, 885.1085862545073, 1138.4351098386505, 772.9159471566628, 751.4926788894406, 1797.6384885124955, 868.2503791790278, 1731.9263028668306, 856.451822932082, 776.9658440744214, 857.2665616063774, 1945.8257237647858, 1009.3252831213824, 567.9807255170549, 1696.5920256663892, 835.5982183940026]","[0, 0, 47, 47, 120, 143, 47, 187, 187, 237, 263, 187, 47, 360, 394, 379, 451]","[27, 47, 74, 120, 143, 166, 187, 226, 237, 312, 312, 343, 379, 379, 406, 469, 469]",449830694.6161538,1681.1054659342585,-1681.1054659342585,0.0,,,,SWT,mdp.39015050659344,225327346.93615386,,0.0,-13.5,41.0,0.0,18.0,,534.1054659342585,735.3808419812027,2895.86361735404,735.3808419812026,,0.0,735.3808419812027,,,542.3807255170549,0.0,-36.0,798.8257237647858,534.1054659342585,,286.65641708045246,0.48368319582115826,0.6160312872248784,0.932827656527013,0.2961913263317131,0.08202514020137251,0.7187499999999992,0.96478406789627,0.25162131042514996,0.7056125318730884,0.4685470668203934,0.4685470668203934,0.46854706682039293,,0.0,0.9918044914351801,0.40210572714887527,0.3760580980471529,,,,,0.25,,0.4198730331098273,0.5068493150684932,0.19230769230769226,0.21313076282448437,0.21313076282448437,0.9383561643835616,2.171136033314923,0.6892088843031278,30,1.8527813234251291,0.7338197330649383,8,0,0.440991318632268,0.7008471719014593,21,0,0.5432392480534443,0.7319102085663062,5,11.633285577743433,0.8902520228514771,16.0,9.853372434017595,0.869654313312531,9,dmey,9.0,9.0,,1,0.1251372118551043,,,6,8.25,10
