wavelet,wavelet_level,wavelet_mode,wavelet_mse,wavelet_psnr,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,signal_length,signal_type,emd_value,kl_divergence,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,prominence_threshold,distance_factor,max_autocorrelation,upper_envelope,lower_envelope,wavelet_type,htid,avg_prominence_diff,prominence_max_diff,upper_envelope_diff,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,lower_envelope_diff,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,max_autocorrelation_diff,prominence_threshold_diff,relative_num_peaks_diff,prominence_min_diff,distance_factor_diff,emd_value_normalized,wavelet_mse_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,avg_variance_across_levels_normalized,kl_divergence_normalized,prominence_min_diff_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,relative_num_peaks_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_right_bases_array_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,relative_left_bases_array_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,relative_peaks_array_alignment_score_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_signal_weighted_score,reconstruction_signal_normalized_weighted_score,reconstruction_signal_normalized_weighted_rank,wavelet_signal_weighted_score,wavelet_signal_normalized_weighted_score,wavelet_signal_normalized_weighted_rank,reconstruction_signal_num_missing_metrics,reconstruction_signal_missing_metrics_count,reconstruction_signal_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_rank,wavelet_signal_num_missing_metrics,wavelet_signal_missing_metrics_count,wavelet_signal_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank
db23,1,reflect,2.9307791748219995e-27,325.37314745130857,1475890.4456997626,0.6341463414634146,127.51959633558346,201,smoothed,3.696766497120021e-14,,6.309624048369529,37825.073331230546,0.9523484819047495,3.5215713845328254e-05,1.0,22,356.9232557061677,4.748819762573248,876.7884843111178,"[7, 16, 22, 30, 44, 50, 57, 67, 77, 85, 93, 103, 111, 122, 129, 137, 146, 156, 163, 177, 186, 194]","[541.462695926309, 53.830972858479896, 110.2464592877198, 488.07743214619967, 305.9131259543866, 9.917846904093466, 644.3493931333433, 576.9131259543867, 629.2464592877197, 232.74409881286635, 501.24645928771986, 461.41076547953287, 166.57979262105317, 4.748819762573248, 474.5118023742672, 88.49763952514658, 490.5165233239743, 420.241738338013, 876.7884843111178, 153.8404147578937, 43.251180237426595, 577.9763952514654]","[0, 14, 19, 25, 41, 46, 0, 64, 74, 80, 90, 98, 108, 121, 125, 135, 125, 149, 125, 174, 183, 174]","[46, 19, 25, 46, 46, 51, 125, 74, 125, 125, 125, 125, 125, 125, 139, 139, 160, 160, 200, 183, 187, 200]",0.05,30,8166774.220595428,516.6221696796548,-516.6221696796548,DWT,mdp.39015067403850,1.1368683772161603e-13,1.1368683772161603e-13,442.0444969870118,0.5909090909090909,47.5,0.5,38.5,5.743410960498977,126.35504113097795,11.802127862039942,442.0444969870118,0.9545454545454546,83.5,31867716.112737924,0.0,0.0,2.5845135707600804,0.0,4.92513800100685e-14,5.447311328587965e-27,0.9700721757974569,0.9001338805024415,0.0011209312177883045,0.4796819221478805,0.00272157801423942,,4.497420446842795e-10,6.496458815199713e-15,3.727014429201597e-10,2.670875339927703e-11,0.9999999893262965,5.825706629919915e-14,0.0,0.9999999957661827,1.0,1.0,1.0,1.0,0.9999999919966089,0.9999999919966089,1.0,1.0,2.1999999895996605,0.8735612209872464,503,1.2256321114034516,0.7123774842075468,66,0,0,0.6249999981209322,0.9999999965164026,532,0,0,0.3362472125256938,0.6717032767246771,78,257.5284773897183,0.7274830927092928,294.75,125.62893460134653,0.7077891654022654,309,db,331.03801169590645,303.0,231.16872832536382,342,0.4262612951807229,0.9025670460042726,0.4308469795722121,1,232.0
coif8,1,zero,4.604184710981875e-27,323.41145103689774,1355805.514308261,0.5967741935483871,82.17451250451677,201,smoothed,4.572572282117857e-14,,6.023558788047974,32899.043885584106,0.9430383066843148,3.521571384532825e-05,1.0,22,356.92325570616777,4.7488197625731345,876.7884843111179,"[7, 16, 22, 30, 44, 50, 57, 67, 77, 85, 93, 103, 111, 122, 129, 137, 146, 156, 163, 177, 186, 194]","[541.4626959263092, 53.83097285847992, 110.24645928771976, 488.07743214619995, 305.91312595438654, 9.917846904093324, 644.3493931333433, 576.9131259543866, 629.24645928772, 232.74409881286664, 501.24645928771986, 461.4107654795331, 166.57979262105317, 4.7488197625731345, 474.5118023742674, 88.49763952514661, 490.5165233239743, 420.24173833801314, 876.7884843111179, 153.84041475789388, 43.25118023742661, 577.9763952514656]","[0, 14, 19, 25, 41, 46, 0, 64, 74, 80, 90, 98, 108, 121, 125, 135, 125, 149, 125, 174, 183, 174]","[46, 19, 25, 46, 46, 51, 125, 74, 125, 125, 125, 125, 125, 125, 139, 139, 160, 160, 200, 183, 187, 200]",0.05,30,8166774.220595431,516.6221696796547,-516.6221696796547,DWT,mdp.39015067403850,1.7053025658242404e-13,2.2737367544323206e-13,442.04449698701194,0.5909090909090909,47.5,0.5,38.5,5.74341096049892,126.35504113097613,11.80212786203993,442.04449698701194,0.9545454545454546,83.5,31867716.11273792,0.0,0.0,2.584513570760194,0.0,6.613416022106054e-14,9.130719522337269e-27,0.9628061950732538,0.7928581390906213,0.0006957710165619079,0.25472844986005483,0.0014144778698476023,,4.5016592974053234e-10,9.74468822279957e-15,3.726919894910431e-10,2.6707870231715387e-11,0.9999999893261245,1.165141325983983e-13,0.0,0.9999999957660771,1.0,1.0,1.0,1.0,0.999999991996702,0.999999991996702,1.0,1.0,2.199999989599713,0.8735612209872672,427,1.0769178431895248,0.6259398857876648,526,0,0,0.6249999981209562,0.999999996516441,312,0,0,0.28750043327291513,0.5743244133939844,532,103.39366518312426,0.890588714091932,449.25,428.8215917993676,0.7075959443475532,310,coif,482.8611111111111,525.0,240.53464955784978,144,0.6217564006024096,0.9391350191949009,0.283030013819843,5,233.75
db33,1,smooth,3.186260217042233e-27,325.0101660096578,194983268.73751083,0.5827067669172933,121.7397822259991,201,smoothed,4.099760884566051e-14,,4.419768611270048,2670120.832998447,0.9996058757410853,3.5215713845328254e-05,1.0,22,356.92325570616765,4.748819762573362,876.7884843111178,"[7, 16, 22, 30, 44, 50, 57, 67, 77, 85, 93, 103, 111, 122, 129, 137, 146, 156, 163, 177, 186, 194]","[541.4626959263092, 53.830972858479825, 110.24645928771977, 488.0774321461997, 305.9131259543865, 9.91784690409338, 644.349393133343, 576.9131259543866, 629.24645928772, 232.7440988128664, 501.2464592877197, 461.4107654795331, 166.57979262105312, 4.748819762573362, 474.5118023742673, 88.49763952514665, 490.5165233239741, 420.24173833801296, 876.7884843111178, 153.84041475789374, 43.25118023742664, 577.9763952514653]","[0, 14, 19, 25, 41, 46, 0, 64, 74, 80, 90, 98, 108, 121, 125, 135, 125, 149, 125, 174, 183, 174]","[46, 19, 25, 46, 46, 51, 125, 74, 125, 125, 125, 125, 125, 125, 139, 139, 160, 160, 200, 183, 187, 200]",0.05,30,8166774.220595428,516.6221696796546,-516.6221696796546,DWT,mdp.39015067403850,5.684341886080802e-14,1.1368683772161603e-13,442.04449698701205,0.5909090909090909,47.5,0.5,38.5,5.743410960499034,126.35504113097886,11.802127862039928,442.04449698701205,0.9545454545454546,83.5,31867716.112737924,0.0,0.0,2.5845135707599667,0.0,5.701984396184692e-14,6.009662141900748e-27,0.9687277189595368,0.19142970947475768,0.6862330009837808,0.1700526513479141,0.7011896252533424,,4.4931815962802663e-10,3.2482294075998564e-15,3.7271089634927624e-10,2.6707744064920864e-11,0.9999999893263826,5.825706629919915e-14,0.0,0.9999999957661827,1.0,1.0,1.0,1.0,0.9999999919967951,0.9999999919967951,1.0,1.0,2.199999989599652,0.8735612209872431,517,1.368564897245511,0.7954546959104511,16,0,0,0.6249999981209345,0.9999999965164064,512,0,0,0.3882332437170556,0.77555302237121,17,287.52796965396834,0.6957375982497689,265.5,31.94610299141886,0.7073926086486939,311,db,331.03801169590645,303.0,231.16872832536382,342,0.4262612951807229,0.9025670460042726,0.4308469795722121,1,233.5
db24,1,reflect,2.6397915425045793e-27,325.8272820893695,1487748.795121425,0.6129032258064516,119.95975008636698,201,smoothed,3.7396288387672436e-14,,6.2784089579159055,37626.98425300002,0.9567067712494391,3.521571384532825e-05,1.0,22,356.9232557061676,4.748819762573362,876.7884843111176,"[7, 16, 22, 30, 44, 50, 57, 67, 77, 85, 93, 103, 111, 122, 129, 137, 146, 156, 163, 177, 186, 194]","[541.4626959263092, 53.830972858479925, 110.24645928771983, 488.0774321461997, 305.91312595438643, 9.917846904093409, 644.3493931333431, 576.9131259543866, 629.2464592877197, 232.74409881286638, 501.2464592877198, 461.41076547953287, 166.5797926210532, 4.748819762573362, 474.5118023742674, 88.49763952514665, 490.5165233239744, 420.2417383380128, 876.7884843111176, 153.84041475789377, 43.251180237426645, 577.9763952514653]","[0, 14, 19, 25, 41, 46, 0, 64, 74, 80, 90, 98, 108, 121, 125, 135, 125, 149, 125, 174, 183, 174]","[46, 19, 25, 46, 46, 51, 125, 74, 125, 125, 125, 125, 125, 125, 139, 139, 160, 160, 200, 183, 187, 200]",0.05,30,8166774.220595428,516.6221696796547,-516.6221696796547,DWT,mdp.39015067403850,0.0,1.1368683772161603e-13,442.04449698701194,0.5909090909090909,47.5,0.5,38.5,5.743410960499091,126.35504113097977,11.802127862039965,442.04449698701194,0.9545454545454546,83.5,31867716.112737924,0.0,0.0,2.5845135707599667,0.0,5.007763111020287e-14,4.806805362761344e-27,0.9717542574397046,0.8884280831333885,0.0011629156547022916,0.35181363263690585,0.0026690159527222286,,4.4931815962802663e-10,0.0,3.7272034977839277e-10,2.67103935676058e-11,0.9999999893264686,5.825706629919915e-14,0.0,0.9999999957661827,1.0,1.0,1.0,1.0,0.999999991996702,0.999999991996702,1.0,1.0,2.1999999895996605,0.8735612209872464,501,1.1696411132937343,0.679833684154857,184,0,0,0.624999998120929,0.9999999965163975,552,0,0,0.31654684354535345,0.632348891308713,202,193.80810956544966,0.7949120533698946,359.75,281.83145659280785,0.7071121113410319,312,db,331.03801169590645,303.0,231.16872832536382,342,0.4262612951807229,0.9025670460042726,0.4308469795722121,1,234.25
db8,1,zero,8.592382870738634e-28,330.70184221397847,1348682.1314133792,0.5879629629629629,103.60078470116696,201,smoothed,1.865616561181062e-14,,6.055373635029099,37767.61874313937,0.9335443087094336,3.521571384532826e-05,1.0,22,356.9232557061676,4.748819762573305,876.7884843111176,"[7, 16, 22, 30, 44, 50, 57, 67, 77, 85, 93, 103, 111, 122, 129, 137, 146, 156, 163, 177, 186, 194]","[541.462695926309, 53.83097285847991, 110.2464592877198, 488.0774321461996, 305.9131259543864, 9.917846904093324, 644.3493931333431, 576.9131259543864, 629.2464592877197, 232.74409881286653, 501.2464592877198, 461.4107654795329, 166.57979262105312, 4.748819762573305, 474.5118023742673, 88.49763952514664, 490.5165233239742, 420.2417383380128, 876.7884843111176, 153.84041475789377, 43.25118023742664, 577.9763952514654]","[0, 14, 19, 25, 41, 46, 0, 64, 74, 80, 90, 98, 108, 121, 125, 135, 125, 149, 125, 174, 183, 174]","[46, 19, 25, 46, 46, 51, 125, 74, 125, 125, 125, 125, 125, 125, 139, 139, 160, 160, 200, 183, 187, 200]",0.05,30,8166774.220595426,516.6221696796546,-516.6221696796546,DWT,mdp.39015067403850,0.0,1.1368683772161603e-13,442.04449698701205,0.5909090909090909,47.5,0.5,38.5,5.743410960499091,126.35504113097977,11.80212786203992,442.04449698701205,0.9545454545454546,83.5,31867716.112737924,0.0,0.0,2.5845135707600235,0.0,1.395257012391779e-14,8.875495047277161e-28,0.989809273314837,0.8047888478176,0.0006705507089853743,0.2016911740838116,0.0027063326931915897,,4.4953010215615305e-10,0.0,3.7272034977839277e-10,2.6707239397742782e-11,0.9999999893264686,5.825706629919915e-14,0.0,0.9999999957661827,1.0,1.0,1.0,1.0,0.9999999919967951,0.9999999919967951,1.0,1.0,2.1999999895997604,0.8735612209872861,338,1.0783742659630005,0.6267864063558336,521,0,0,0.6249999981209535,0.9999999965164367,333,0,0,0.2856665969454914,0.570661055530421,554,117.41805653305627,0.8757480883248082,436.5,412.9661956239193,0.7069216632100231,313,db,331.03801169590645,303.0,231.16872832536382,342,0.4262612951807229,0.9025670460042726,0.4308469795722121,1,235.0
coif12,1,periodic,4.125295120658155e-27,323.88842818937826,1724413.7211158639,0.5882352941176471,103.39600598424731,201,smoothed,4.2888854435867724e-14,,6.30394912828609,39927.258206903854,0.9574344455305774,3.5215713845328254e-05,1.0,22,356.9232557061676,4.748819762573362,876.7884843111178,"[7, 16, 22, 30, 44, 50, 57, 67, 77, 85, 93, 103, 111, 122, 129, 137, 146, 156, 163, 177, 186, 194]","[541.4626959263088, 53.830972858479946, 110.24645928771977, 488.07743214619967, 305.91312595438643, 9.917846904093494, 644.3493931333433, 576.9131259543865, 629.24645928772, 232.74409881286658, 501.24645928771986, 461.41076547953304, 166.57979262105312, 4.748819762573362, 474.5118023742673, 88.4976395251466, 490.51652332397407, 420.24173833801274, 876.7884843111178, 153.84041475789374, 43.25118023742659, 577.9763952514654]","[0, 14, 19, 25, 41, 46, 0, 64, 74, 80, 90, 98, 108, 121, 125, 135, 125, 149, 125, 174, 183, 174]","[46, 19, 25, 46, 46, 51, 125, 74, 125, 125, 125, 125, 125, 125, 139, 139, 160, 160, 200, 183, 187, 200]",0.05,30,8166774.220595428,516.6221696796547,-516.6221696796547,DWT,mdp.39015067403850,0.0,1.1368683772161603e-13,442.04449698701194,0.5909090909090909,47.5,0.5,38.5,5.743410960499091,126.35504113097977,11.802127862039882,442.04449698701194,0.9545454545454546,83.5,31867716.112737924,0.0,0.0,2.5845135707599667,0.0,6.066557046553235e-14,8.076614105100791e-27,0.9645728837261714,0.8980057603010602,0.0020008268430010325,0.20333041191936885,0.0032793834810661195,,4.4931815962802663e-10,0.0,3.7272034977839277e-10,2.6704463728263324e-11,0.9999999893264686,5.825706629919915e-14,0.0,0.9999999957661827,1.0,1.0,1.0,1.0,0.999999991996702,0.999999991996702,1.0,1.0,2.1999999895996587,0.8735612209872458,508,1.1113909419679258,0.6459767787118187,382,0,0,0.6249999981209285,0.9999999965163967,568,0,0,0.2958841808958183,0.5910721827129836,433,81.91611563056442,0.9133162797560165,472.75,462.08920860902094,0.7065258647457331,314,coif,482.8611111111111,525.0,240.53464955784978,144,0.6217564006024096,0.9391350191949009,0.283030013819843,5,236.75
db28,1,antireflect,3.442290714619337e-27,324.6745029668051,4858909.012144675,0.61328125,117.16801004498934,201,smoothed,3.863797065600942e-14,,5.714562511537552,94291.66628507581,0.9801972248280517,3.521571384532826e-05,1.0,22,356.9232557061676,4.748819762573191,876.7884843111176,"[7, 16, 22, 30, 44, 50, 57, 67, 77, 85, 93, 103, 111, 122, 129, 137, 146, 156, 163, 177, 186, 194]","[541.4626959263092, 53.83097285847988, 110.24645928771986, 488.0774321461997, 305.9131259543864, 9.917846904093409, 644.349393133343, 576.9131259543865, 629.2464592877197, 232.74409881286647, 501.24645928771963, 461.41076547953287, 166.57979262105312, 4.748819762573191, 474.5118023742673, 88.49763952514664, 490.5165233239742, 420.24173833801274, 876.7884843111176, 153.8404147578938, 43.25118023742666, 577.9763952514654]","[0, 14, 19, 25, 41, 46, 0, 64, 74, 80, 90, 98, 108, 121, 125, 135, 125, 149, 125, 174, 183, 174]","[46, 19, 25, 46, 46, 51, 125, 74, 125, 125, 125, 125, 125, 125, 139, 139, 160, 160, 200, 183, 187, 200]",0.05,30,8166774.220595428,516.6221696796542,-516.6221696796542,DWT,mdp.39015067403850,0.0,1.1368683772161603e-13,442.0444969870124,0.5909090909090909,47.5,0.5,38.5,5.743410960499091,126.35504113097977,11.80212786203995,442.0444969870124,0.9545454545454546,83.5,31867716.112737924,0.0,0.0,2.584513570760137,0.0,5.247120388481878e-14,6.57322238611349e-27,0.9674844474822183,0.6769831649015599,0.01309849441240029,0.35408906660823825,0.01770473891850792,,4.499539872124059e-10,0.0,3.7272034977839277e-10,2.6709258066455114e-11,0.9999999893264686,5.825706629919915e-14,0.0,0.9999999957661827,1.0,1.0,1.0,1.0,0.9999999919970745,0.9999999919970745,1.0,1.0,2.1999999896,0.8735612209873813,137,1.0742490203570252,0.6243886786370667,537,0,0,0.6249999981210151,0.9999999965165353,128,0,0,0.28990855890328243,0.5791349986313529,512,226.58111130453923,0.7602316282491648,328.5,211.33726731684465,0.7063062903150585,315,db,331.03801169590645,303.0,231.16872832536382,342,0.4262612951807229,0.9025670460042726,0.4308469795722121,1,236.5
bior2.6,1,constant,1.1088480063378253e-27,329.59425822081306,1915262.041378607,0.6074766355140186,118.02747084387286,201,smoothed,1.948689965610723e-14,,5.961232499307723,52764.49366891929,0.9660681452409948,3.521571384532825e-05,0.9999999999999999,22,356.9232557061677,4.748819762573305,876.7884843111178,"[7, 16, 22, 30, 44, 50, 57, 67, 77, 85, 93, 103, 111, 122, 129, 137, 146, 156, 163, 177, 186, 194]","[541.4626959263092, 53.83097285847993, 110.2464592877198, 488.0774321461997, 305.9131259543865, 9.917846904093324, 644.3493931333433, 576.9131259543865, 629.2464592877199, 232.7440988128664, 501.2464592877199, 461.410765479533, 166.57979262105317, 4.748819762573305, 474.5118023742674, 88.49763952514662, 490.5165233239743, 420.24173833801285, 876.7884843111178, 153.84041475789377, 43.25118023742664, 577.9763952514654]","[0, 14, 19, 25, 41, 46, 0, 64, 74, 80, 90, 98, 108, 121, 125, 135, 125, 149, 125, 174, 183, 174]","[46, 19, 25, 46, 46, 51, 125, 74, 125, 125, 125, 125, 125, 125, 139, 139, 160, 160, 200, 183, 187, 200]",0.05,30,8166774.220595429,516.6221696796547,-516.6221696796547,DWT,mdp.39015067403850,1.1368683772161603e-13,1.1368683772161603e-13,442.04449698701194,0.5909090909090909,47.5,0.5,38.5,5.743410960498977,126.35504113097795,11.802127862039928,442.04449698701194,0.9545454545454546,83.5,31867716.112737924,0.0,0.0,2.5845135707600235,0.0,1.555396400871416e-14,1.436976684995214e-27,0.9857068628268244,0.7694855043759341,0.0026765245288504834,0.31914945899235747,0.006685687180858595,,4.4953010215615305e-10,6.496458815199713e-15,3.727014429201597e-10,2.6707744064920864e-11,0.9999999893262965,5.825706629919915e-14,0.0,0.9999999957661827,1.0,1.0,1.0,1.0,0.999999991996702,0.999999991996702,1.0,1.0,2.1999999895996334,0.8735612209872357,546,1.107839190617778,0.6439123846185114,402,0,0,0.6249999981209305,0.9999999965163999,542,0,0,0.29767200541497735,0.5946436252201421,400,82.58127309909109,0.9126124094189512,472.5,461.6761224870786,0.7063062047094756,316,bior,471.6592592592593,487.0,232.3964434105975,135,0.6073323293172691,0.9073604935689217,0.3026592214072351,4,238.0
rbio3.7,1,periodic,7.391744422354496e-28,331.35550899786244,1288903.8777228573,0.6481481481481481,136.78463382708975,201,smoothed,1.6800270406467047e-14,,6.212371733278687,37020.616586700555,0.8881494709804302,3.521571384532826e-05,1.0,22,356.9232557061676,4.748819762573419,876.7884843111177,"[7, 16, 22, 30, 44, 50, 57, 67, 77, 85, 93, 103, 111, 122, 129, 137, 146, 156, 163, 177, 186, 194]","[541.4626959263092, 53.83097285847992, 110.2464592877198, 488.07743214619967, 305.9131259543865, 9.91784690409338, 644.3493931333433, 576.9131259543865, 629.2464592877197, 232.74409881286644, 501.2464592877198, 461.4107654795331, 166.5797926210531, 4.748819762573419, 474.5118023742673, 88.4976395251466, 490.51652332397407, 420.2417383380129, 876.7884843111177, 153.84041475789377, 43.251180237426645, 577.9763952514654]","[0, 14, 19, 25, 41, 46, 0, 64, 74, 80, 90, 98, 108, 121, 125, 135, 125, 149, 125, 174, 183, 174]","[46, 19, 25, 46, 46, 51, 125, 74, 125, 125, 125, 125, 125, 125, 139, 139, 160, 160, 200, 183, 187, 200]",0.05,30,8166774.220595428,516.6221696796545,-516.6221696796545,DWT,mdp.39015067403850,0.0,0.0,442.04449698701217,0.5909090909090909,47.5,0.5,38.5,5.743410960499091,126.35504113097977,11.802127862039915,442.04449698701217,0.9545454545454546,83.5,31867716.112737924,0.0,0.0,2.58451357075991,0.0,1.0374988040861912e-14,6.232715755021925e-28,0.9922304075009742,0.8636638309981468,0.00045890604988018085,0.5639627357418767,0.0025081189721174882,,4.491062170999002e-10,0.0,3.7272034977839277e-10,2.670686089735922e-11,0.9999999893264686,0.0,0.0,0.9999999957661827,1.0,1.0,1.0,1.0,0.9999999919968883,0.9999999919968883,1.0,1.0,2.1999999895996414,0.8735612209872389,531,1.2539879549101989,0.7288588282193226,46,0,0,0.6249999981209351,0.9999999965164073,508,0,0,0.34611771418042947,0.6914210559580015,57,270.40032051263057,0.713862094695629,285.5,92.73269367793723,0.7058728462896134,317,rbio,411.10370370370373,424.0,256.1236080452571,135,0.5293579317269077,1.0,0.3294494477911646,3,238.5
rbio3.7,1,symmetric,7.562546544718766e-28,331.2562978145826,1275336.509296095,0.6574074074074074,132.31749238703895,201,smoothed,1.708307348537654e-14,,6.10676251953086,36000.54507766067,0.918948315945251,3.521571384532826e-05,1.0,22,356.9232557061676,4.748819762573419,876.7884843111177,"[7, 16, 22, 30, 44, 50, 57, 67, 77, 85, 93, 103, 111, 122, 129, 137, 146, 156, 163, 177, 186, 194]","[541.4626959263092, 53.83097285847992, 110.2464592877198, 488.07743214619967, 305.9131259543865, 9.91784690409338, 644.3493931333431, 576.9131259543865, 629.2464592877197, 232.74409881286644, 501.2464592877198, 461.4107654795331, 166.5797926210531, 4.748819762573419, 474.5118023742673, 88.4976395251466, 490.51652332397407, 420.2417383380129, 876.7884843111177, 153.84041475789377, 43.251180237426645, 577.9763952514654]","[0, 14, 19, 25, 41, 46, 0, 64, 74, 80, 90, 98, 108, 121, 125, 135, 125, 149, 125, 174, 183, 174]","[46, 19, 25, 46, 46, 51, 125, 74, 125, 125, 125, 125, 125, 125, 139, 139, 160, 160, 200, 183, 187, 200]",0.05,30,8166774.220595428,516.6221696796545,-516.6221696796545,DWT,mdp.39015067403850,0.0,0.0,442.04449698701217,0.5909090909090909,47.5,0.5,38.5,5.743410960499091,126.35504113097977,11.802127862039923,442.04449698701217,0.9545454545454546,83.5,31867716.112737924,0.0,0.0,2.58451357075991,0.0,1.0920143405898987e-14,6.6086759890666e-28,0.991862936499834,0.8240599074319553,0.00041087083827124845,0.6196968221508101,0.0022374475050732944,,4.491062170999002e-10,0.0,3.7272034977839277e-10,2.6707365564537302e-11,0.9999999893264686,0.0,0.0,0.9999999957661827,1.0,1.0,1.0,1.0,0.9999999919968883,0.9999999919968883,1.0,1.0,2.1999999895996414,0.8735612209872389,532,1.2561268588973706,0.7301020291987732,45,0,0,0.6249999981209351,0.9999999965164073,507,0,0,0.34832399777513645,0.6958284320335291,54,271.57135342300006,0.7126229064306877,284.5,89.70052600559077,0.7057823526862433,318,rbio,411.10370370370373,424.0,256.1236080452571,135,0.5293579317269077,1.0,0.3294494477911646,3,239.25
db37,1,antisymmetric,4.14509513691109e-27,323.867633392612,1632086.632892306,0.6094890510948905,120.13605447425643,201,smoothed,4.388308401015891e-14,,6.46338088824285,38474.47880220595,0.924558882993804,3.521571384532827e-05,1.0,22,356.9232557061677,4.748819762573419,876.7884843111176,"[7, 16, 22, 30, 44, 50, 57, 67, 77, 85, 93, 103, 111, 122, 129, 137, 146, 156, 163, 177, 186, 194]","[541.4626959263089, 53.83097285848001, 110.2464592877198, 488.0774321461998, 305.9131259543864, 9.917846904093324, 644.3493931333433, 576.9131259543865, 629.2464592877202, 232.74409881286635, 501.24645928771974, 461.41076547953287, 166.57979262105314, 4.748819762573419, 474.5118023742673, 88.4976395251467, 490.5165233239742, 420.24173833801296, 876.7884843111176, 153.84041475789377, 43.25118023742659, 577.9763952514655]","[0, 14, 19, 25, 41, 46, 0, 64, 74, 80, 90, 98, 108, 121, 125, 135, 125, 149, 125, 174, 183, 174]","[46, 19, 25, 46, 46, 51, 125, 74, 125, 125, 125, 125, 125, 125, 139, 139, 160, 160, 200, 183, 187, 200]",0.05,30,8166774.220595428,516.6221696796543,-516.6221696796543,DWT,mdp.39015067403850,1.1368683772161603e-13,1.1368683772161603e-13,442.0444969870123,0.5909090909090909,47.5,0.5,38.5,5.743410960498977,126.35504113097795,11.8021278620399,442.0444969870123,0.9545454545454546,83.5,31867716.112737924,0.0,0.0,2.58451357075991,0.0,6.258213229574083e-14,8.120196811460059e-27,0.9644958613126331,0.9577933774158671,0.0016739431703127442,0.33126275453085685,0.00289389488612312,,4.491062170999002e-10,6.496458815199713e-15,3.727014429201597e-10,2.6705725396208532e-11,0.9999999893262965,5.825706629919915e-14,0.0,0.9999999957661827,1.0,1.0,1.0,1.0,0.9999999919969813,0.9999999919969813,1.0,1.0,2.199999989599618,0.8735612209872295,568,1.1920938368474803,0.6928839417076798,116,0,0,0.6249999981209388,0.999999996516413,478,0,0,0.32258854733083653,0.6444180834939084,145,229.87442223962196,0.7567466431326751,326.75,206.50645069070518,0.7054897236827398,319,db,331.03801169590645,303.0,231.16872832536382,342,0.4262612951807229,0.9025670460042726,0.4308469795722121,1,239.5
