signal_type,wavelet,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,wavelet_psnr,signal_length,scales_used,emd_value,kl_divergence,is_complex,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,prominence_threshold,distance_factor,max_autocorrelation,upper_envelope,lower_envelope,wavelet_type,htid,avg_prominence_diff,prominence_max_diff,upper_envelope_diff,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,lower_envelope_diff,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,max_autocorrelation_diff,prominence_threshold_diff,relative_num_peaks_diff,prominence_min_diff,distance_factor_diff,emd_value_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,correlation_normalized,avg_variance_across_levels_normalized,kl_divergence_normalized,prominence_min_diff_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,relative_num_peaks_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_signal_weighted_score,reconstruction_signal_normalized_weighted_score,reconstruction_signal_normalized_weighted_rank,wavelet_signal_weighted_score,wavelet_signal_normalized_weighted_score,wavelet_signal_normalized_weighted_rank,reconstruction_signal_num_missing_metrics,reconstruction_signal_missing_metrics_count,reconstruction_signal_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_rank,wavelet_signal_num_missing_metrics,wavelet_signal_missing_metrics_count,wavelet_signal_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank,smoothness_normalized,across_emd_value_normalized,across_smoothness_normalized,across_wavelet_psnr_normalized,across_wavelet_entropy_normalized,across_wavelet_energy_entropy_normalized,across_wavelet_sparsity_normalized,across_correlation_normalized,across_avg_variance_across_levels_normalized,across_kl_divergence_normalized,across_prominence_min_diff_normalized,across_avg_prominence_diff_normalized,across_relative_prominences_avg_diff_normalized,across_relative_prominences_wasserstein_normalized,across_relative_prominences_total_diff_normalized,across_prominence_max_diff_normalized,across_relative_num_peaks_diff_normalized,across_max_autocorrelation_diff_normalized,across_relative_right_bases_global_alignment_score_normalized,across_relative_left_bases_global_alignment_score_normalized,across_upper_envelope_diff_normalized,across_lower_envelope_diff_normalized,across_relative_peaks_global_alignment_score_normalized,across_reconstruction_signal_weighted_score,across_reconstruction_signal_normalized_weighted_score,across_reconstruction_signal_normalized_weighted_rank,across_wavelet_signal_weighted_score,across_wavelet_signal_normalized_weighted_score,across_wavelet_signal_normalized_weighted_rank,across_rank_variability,across_normalized_rank_stability,across_average_rank,across_harmonic_average_rank,across_stability_score_weighted,across_stability_rank,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,across_normalized_family_mean_rank,across_normalized_family_std_dev,across_final_family_stability_score,across_final_family_stability_rank,across_family_informed_rank
smoothed,gaus2,19.426877349810074,0.6824966078697422,353.8470570278443,-29.640044591907238,201,99,24057.583549175703,,False,12.935033603329922,177222.35413030026,0.02514358224190238,2.903145425039624e-06,0.5592918626629289,7,16518.284286334307,101.61363900121432,57834.4979841518,"[8, 16, 32, 59, 68, 77, 165]","[4842.397996369065, 101.61363900121432, 2942.982094918423, 57834.4979841518, 2668.3891188845155, 1587.517424346268, 45650.59174666887]","[1, 15, 1, 1, 65, 74, 120]","[15, 17, 37, 120, 120, 120, 200]",0.05,30,188228440108.297,75016.92178890739,-75016.92178890739,CWT,mdp.39015067403850,16161.361030628139,56957.70949984068,74058.25512224072,0.0,-18.5,0.0,-14.0,16155.61761966764,107649.32333767349,16155.617619667642,74058.25512224072,0.0,-9.5,,0.0,15.0,94.280305667881,0.0,0.2824679293225611,0.7718462297534043,0.34357057757047726,0.9548412808824656,0.3440673049028138,0.8967122500518147,0.3366762862546718,,0.01758781754292065,0.4460065762626472,0.44600657626264717,0.44600657626264706,0.38819491627242697,0.34068944536009693,0.9166666666666667,,0.14516129032258063,0.04545454545454547,0.7125081495559059,0.7125081495559059,0.5757575757575757,1.5570074699337775,0.5357731718206663,6,1.8437514300927071,0.8176857630960911,8,0,0,0.4327123571063805,0.5452952426717771,7,1,0.11111111111111112,0.49226511334243067,0.8089774601971911,8,0.9574271077563381,0.9316123494459758,7.25,7.148936170212766,0.7068776032944164,6,gaus,0.4642857142857143,1.0,0.37499999999999994,1,4.75,0.05238349244568177,0.28246792932256115,0.05760974601676335,0.7472298067534231,0.33474777465885974,0.9541560157622062,0.32834994462901423,0.8974999464621429,0.2596129075074734,,0.018834490574898607,0.5034402597238139,0.5039068471059058,0.5039068471059056,0.20633723917010205,0.33533306327419393,0.9285714285714285,,0.13043478260869568,0.027777777777777762,0.6979780505565494,0.6979780505565494,0.5833333333333333,1.51296939893181,0.5694834446011331,10,1.7889982013038364,0.7631007403578852,14,2.8284271247461903,0.8989847455447789,12.0,11.666666666666666,0.7352066584866752,11,12.3125,12.5,7.7090314999140235,16,0.45601851851851855,0.7787297785671297,0.44716810346689806,2,8.75
raw,gaus7,19.84671272718745,0.6796823961003066,552.0966772618107,-30.51585390033575,201,99,29879.460999228824,,False,13.32826780731649,276788.80088018376,0.01972240075499987,2.286091204058284e-07,0.033969717275324204,15,10232.822902555718,21.278225666945218,104942.7713147619,"[10, 35, 41, 63, 74, 88, 96, 105, 131, 143, 151, 172, 178, 190, 196]","[5019.457742439706, 10426.053122970658, 21.278225666945218, 2753.840480922935, 1927.0869364565224, 2070.2589758051618, 4911.280255396719, 104942.7713147619, 432.91150241479045, 1166.2214412637986, 62.04248539432592, 13104.202262444458, 1473.8700069866354, 1676.5254515133056, 3504.543333897902]","[5, 27, 40, 50, 50, 50, 50, 50, 130, 141, 141, 141, 177, 185, 185]","[50, 50, 50, 66, 76, 92, 100, 141, 141, 144, 152, 185, 185, 193, 200]",0.05,30,261343414678.4431,67336.73242191767,-67336.73242191767,CWT,mdp.39015067403850,9693.408924256051,103992.77947790657,66344.73242191767,0.0,-17.5,0.0,-8.5,9665.462902555717,139308.34353833576,9667.7551029452,66344.73242191767,0.0,-17.5,,0.0,11.0,3.278225666945218,0.0,0.5392720452072389,0.6614062775155949,0.6033068792553546,0.9975826727189693,0.19624352331606204,0.018174549470440615,0.583463598467413,,0.0004139617470481638,0.5019873980766059,0.5019873980766058,0.5019297115385425,0.3796730750325572,1.0,0.6428571428571428,,0.16949152542372886,0.0,0.5178252309001709,0.5178252309001709,0.1388888888888889,1.6507319581709952,0.6723784336608485,6,1.6782228245602568,0.7996433426046577,9,0,0,0.406073296953455,0.5660402771176323,8,1,0.125,0.5079570779930105,0.7746325379019077,8,1.2583057392117916,0.9101210186277292,7.75,7.578947368421054,0.6782747950281502,7,gaus,0.49038461538461536,1.0,0.3567307692307692,1,5.5,,0.5287011910550387,0.00433531841002331,0.6761711254434265,0.6539008518680831,0.9977719335271901,0.312846068660022,0.013208503726222953,0.5883713722632341,,2.19632591710317e-05,0.22945165066484308,0.22923604872147807,0.22933305727342768,0.3843659591662554,1.0,0.6428571428571428,,0.2898550724637682,0.08333333333333334,0.5267415738834421,0.5267415738834421,0.1388888888888889,1.4315319006125253,0.5388302753464815,13,1.7572203986630028,0.7495458554482786,15,1.4142135623730951,0.9494923727723894,14.0,13.928571428571429,0.7247461863861947,12,12.3125,12.5,7.7090314999140235,16,0.45601851851851855,0.7787297785671297,0.44716810346689806,2,9.5
raw,gaus2,19.456148420710882,0.6863158952711191,374.6173667496618,-29.166933089907907,201,99,24076.937380606447,,False,12.99054088987835,183447.0247178621,0.023807522692880577,6.785453495626141e-07,0.40378191888971754,12,9439.373989042244,60.806290413635,55892.65739291048,"[7, 17, 31, 38, 58, 68, 77, 84, 158, 165, 178, 188]","[5453.186853327192, 640.5353942890051, 3740.7196777869513, 98.0834310567243, 55892.65739291048, 3790.946811806396, 2644.8726870251667, 60.806290413635, 803.767811264679, 38795.34702804799, 822.2171964926019, 529.3472940861266]","[2, 14, 2, 36, 2, 65, 75, 83, 120, 120, 177, 187]","[18, 18, 36, 39, 120, 120, 120, 120, 159, 200, 200, 200]",0.05,30,193070668073.38126,77672.16871681475,-77672.16871681475,CWT,mdp.39015067403850,8899.960010742578,54942.66555605515,76680.16871681475,0.0,-1.0,0.0,3.5,8872.013989042243,99088.48786850693,8877.032868810284,76680.16871681475,0.0,-19.0,,0.0,14.0,42.806290413635,0.0,0.2879767975497175,0.7758408821029521,0.28913481552262144,0.9535610705879854,0.23898963730569914,0.8747408422551377,0.27158369918440106,,0.15442959349934954,0.4284537164562072,0.4284537164562071,0.4286881433787007,0.1517800079468714,0.3034697087223467,0.8571428571428571,,0.576271186440678,0.9999999999999999,0.7515896786738427,0.7515896786738427,0.05555555555555558,1.4718636533536074,0.5995215473387698,8,1.7273711830800853,0.8230616617427172,8,0,0,0.49061865357887147,0.6838911120587565,6,1,0.125,0.5211539635012163,0.7947577361844348,7,0.9574271077563381,0.9316123494459758,7.25,7.148936170212766,0.7068776032944164,5,gaus,0.49038461538461536,1.0,0.3567307692307692,1,4.0,,0.28328648950028684,0.013297655180824718,0.7856156507049873,0.37979808088824885,0.9571969329647484,0.34939091915836074,0.6357251217257334,0.2801661482103166,,0.008193455578657607,0.1958403992830132,0.19565637981506667,0.19586878456856938,0.15819694389205965,0.3068578619805976,0.8571428571428571,,0.63768115942029,1.0,0.7561832654134883,0.7561832654134883,0.05555555555555558,1.231404784785599,0.4635021957702041,17,1.7349550163915888,0.7400485123635933,16,0.7071067811865476,0.9747461863861947,16.5,16.484848484848484,0.6927302360502402,13,12.3125,12.5,7.7090314999140235,16,0.45601851851851855,0.7787297785671297,0.44716810346689806,2,10.25
raw,gaus5,19.768577287863213,0.6872204633398663,517.1684617007713,-30.40148725807367,201,99,29442.86866648418,,False,13.28076587707052,255242.35776367696,0.020544377884165296,2.400232950449064e-07,0.031647908967657734,15,9542.635175054844,114.31415109676891,100560.22549552895,"[10, 35, 41, 64, 74, 88, 96, 105, 130, 138, 151, 172, 183, 190, 196]","[4386.460978976115, 10856.659264139023, 122.6502496647081, 1814.8596513524194, 1833.6496390367647, 2093.861036827024, 100560.22549552895, 4654.128800402403, 166.788645401728, 508.56928749952203, 114.31415109676891, 10381.579859178571, 1985.1257146107037, 1206.480351498587, 2454.1745006093643]","[5, 27, 40, 50, 50, 50, 50, 100, 129, 136, 141, 141, 181, 185, 185]","[50, 50, 50, 66, 76, 92, 141, 141, 141, 141, 152, 185, 185, 193, 200]",0.05,30,254558230813.76056,65280.83805687499,-65280.83805687499,CWT,mdp.39015067403850,9003.221196755178,99610.23365867362,64288.83805687499,0.0,-17.5,0.0,-8.5,8975.275175054843,128955.52762582267,8976.608076764978,64288.83805687499,0.0,-17.5,,0.0,11.0,96.31415109676891,0.0,0.5203641379597216,0.6711084789970102,0.5591179837717776,0.988775807459592,0.24481865284974058,0.012796731415837037,0.5114711553688657,,0.3629155646603114,0.4380235514470599,0.4380235514470598,0.43791141302461256,0.3210121243159695,0.9377661809130255,0.6428571428571428,,0.16949152542372886,0.0,0.47132549956686576,0.47132549956686576,0.1388888888888889,1.6228513640779645,0.661022071355622,7,1.6403558402555847,0.7816003977342825,10,0,0,0.40246174517596084,0.5610060042799583,9,1,0.125,0.4949575639746493,0.7548083303619291,10,1.4142135623730951,0.8989847455447789,9.0,8.811188811188812,0.628063801343818,8,gaus,0.49038461538461536,1.0,0.3567307692307692,1,6.25,,0.5102357466925634,0.004562678801223352,0.685450249000103,0.6153477782603332,0.9896545878252018,0.35437430786267965,0.009300130100306614,0.5172271686569284,,0.019254940005137212,0.20021464143262635,0.20002651175189437,0.2000829216824504,0.3261487890334299,0.9380689067521648,0.6428571428571428,,0.2898550724637682,0.08333333333333334,0.48110171241427724,0.48110171241427724,0.1388888888888889,1.3326627128204855,0.5016157978636724,16,1.7205715027389312,0.733913196012078,17,0.7071067811865476,0.9747461863861947,16.5,16.484848484848484,0.6927302360502402,14,12.3125,12.5,7.7090314999140235,16,0.45601851851851855,0.7787297785671297,0.44716810346689806,2,11.0
smoothed,gaus7,19.837351696136196,0.6765164078596915,540.8749935994333,-31.158203499426136,201,99,30401.977689790332,,False,13.294598031968913,273605.6680262296,0.020569916207565073,1.147247844260878e-06,0.03556715349206961,13,10879.024099495371,152.35229915480159,103756.98965362576,"[10, 34, 44, 64, 73, 88, 96, 106, 130, 138, 173, 183, 196]","[3931.6448028168797, 9672.321172839525, 554.2312826628404, 1151.9667784726146, 607.9411233818282, 1093.2680484508091, 3104.7694524342223, 103756.98965362576, 152.35229915480159, 333.0949589252268, 12907.063979389088, 370.317949621116, 3791.3517916651035]","[6, 27, 43, 50, 50, 50, 50, 50, 129, 137, 141, 181, 185]","[50, 50, 50, 66, 75, 91, 101, 141, 141, 141, 200, 185, 200]",0.05,30,264929020151.67233,66882.43654794422,-66882.43654794422,CWT,mdp.39015067403850,10522.100843789203,102880.20116931463,65923.76988127755,0.0,-15.5,0.0,-15.5,10516.357432828705,133448.64662677317,10516.357432828698,65923.76988127755,0.0,-11.0,,0.0,9.0,145.01896582146827,0.0,0.550800761190347,0.6446127459914828,0.6430884465610125,0.9975153245816735,0.30954453147664623,0.008334849676792877,0.7493929805591361,,0.028090162657626157,0.17949201067360482,0.17949201067360485,0.17949201067360432,0.6611386589172307,1.0,0.41666666666666674,,0.0967741935483871,0.3181818181818182,0.5281672648520307,0.5281672648520307,0.4848484848484848,1.516938058612344,0.5219851097777883,8,1.8043827797324699,0.8002261509236112,9,0,0,0.38337587887875735,0.48312242411025713,8,1,0.11111111111111112,0.48450734675079055,0.7962285203596812,10,0.9574271077563381,0.9316123494459758,8.75,8.674698795180722,0.6533061747229879,7,gaus,0.4642857142857143,1.0,0.37499999999999994,1,5.5,0.017213578413677634,0.550800761190347,0.022633799573271114,0.624054169147005,0.6265741028157824,0.9967994333937388,0.2954042081949058,0.015897518817604817,0.5778609854377565,,0.029323508299471095,0.26455582933487526,0.2652468820772392,0.26524688207723873,0.35141502341022474,0.984277816178774,0.49999999999999994,,0.08695652173913049,0.19444444444444445,0.5173964088957829,0.5173964088957829,0.5,1.4502570105078172,0.5458784285287166,12,1.7138147228021559,0.7310310780935521,18,4.242640687119285,0.8484771183171684,15.0,14.399999999999999,0.6563814163014414,15,12.3125,12.5,7.7090314999140235,16,0.45601851851851855,0.7787297785671297,0.44716810346689806,2,11.75
smoothed,gaus5,19.751846105230708,0.6845570129152219,501.6417471464844,-30.99399351895212,201,99,29911.128966422017,,False,13.241290125680083,250331.4168886551,0.021592509888993586,1.2674471022957827e-06,0.03369840433357049,13,10309.554211815295,236.038767249971,99541.90558150766,"[10, 34, 44, 64, 74, 88, 96, 106, 138, 173, 183, 191, 197]","[3263.458453795918, 10083.045632892692, 737.4083077946925, 697.9590975752731, 515.6326601117726, 967.6073352687672, 3361.367631942805, 99541.90558150766, 236.038767249971, 7965.247002903281, 533.7187650905616, 506.2717798736776, 5614.543737591774]","[6, 27, 43, 49, 49, 49, 49, 49, 137, 141, 178, 178, 178]","[49, 49, 49, 66, 75, 91, 101, 141, 141, 200, 185, 192, 200]",0.05,30,255102088351.74796,64654.287252652226,-64654.287252652226,CWT,mdp.39015067403850,9952.630956109128,98665.11709719653,63695.62058598556,0.0,-15.5,0.0,-15.5,9946.88754514863,126045.53808693217,9946.887545148624,63695.62058598556,0.0,-11.0,,0.0,9.0,228.70543391663767,0.0,0.5300405711641726,0.6583748151534858,0.5986828568523359,0.9886259278252478,0.3559617058311572,0.005164950509711885,0.6497318296437041,,0.04541234197229063,0.15257854778971344,0.15257854778971344,0.15257854778971303,0.5828175289624913,0.9394839148223022,0.41666666666666674,,0.0967741935483871,0.3181818181818182,0.4776737179121377,0.4776737179121377,0.4848484848484848,1.4082965694690655,0.48460109181152233,9,1.757921183366131,0.7796208864289488,10,0,0,0.35810566901632135,0.451277423631299,9,1,0.11111111111111112,0.4702199166469908,0.7727488777751442,11,0.9574271077563381,0.9316123494459758,9.75,9.682151589242054,0.6175918890087022,9,gaus,0.4642857142857143,1.0,0.37499999999999994,1,7.0,0.019621120640555934,0.5300405711641726,0.025028063827403642,0.6373773258640317,0.5833088370805504,0.9879164163295817,0.3397009966777406,0.012751794039028264,0.5010117322797094,,0.04662370591012955,0.24043254272724615,0.24114626267404238,0.24114626267404204,0.30978499414883537,0.9247131760163809,0.49999999999999994,,0.08695652173913049,0.19444444444444445,0.46793257121089643,0.46793257121089643,0.5,1.3633668423809622,0.5131728680052925,15,1.6759454219195495,0.7148778524953981,19,2.8284271247461903,0.8989847455447789,17.0,16.764705882352942,0.6459209442009609,16,12.3125,12.5,7.7090314999140235,16,0.45601851851851855,0.7787297785671297,0.44716810346689806,2,12.5
raw,cgau8,14.909120592866486,0.8044122820242223,720.6265192291111,-36.173913145209546,201,99,32225.934304231923,-219702.4584274251,True,13.754702746331235,289564.90711700387,0.019178628071557555,2.5458680492362096e-06,0.3206653111597672,13,9948.991019114288,4.298347087255934,56282.68578454368,"[7, 31, 37, 45, 59, 69, 79, 120, 158, 164, 177, 184, 194]","[3367.608647021614, 6428.184204851949, 17.66215226602617, 556.8766401411981, 5974.620321484053, 4705.748388997614, 50584.40525948892, 443.22782838004787, 828.0340542837585, 56282.68578454368, 131.5153477724407, 4.298347087255934, 12.016272167170882]","[3, 20, 36, 20, 20, 65, 20, 119, 119, 119, 176, 183, 193]","[20, 36, 38, 46, 65, 74, 119, 121, 159, 200, 200, 200, 200]",0.05,30,254146592228.5304,63293.63286388246,-63293.63286388246,CWT,mdp.39015067403850,9409.577040814622,55332.693947688356,62301.63286388246,0.0,-9.5,0.0,8.5,9381.631019114287,115152.88324848574,9473.295440685688,62301.63286388246,0.0,-9.5,,0.0,13.0,13.701652912744066,0.0,0.640892931059404,0.18140940341176132,1.0,0.4410527676105197,0.9999999999999998,0.68222452115679,0.626151994705334,0.34550099485991925,0.04102740292039325,0.47568299082966625,0.47568299082966614,0.4839176587684546,0.24280381380221633,0.30900826036900875,0.7857142857142856,,0.7457627118644068,0.4848484848484848,0.4263793636420351,0.4263793636420351,0.5833333333333334,1.443364596170551,0.5879132717888217,9,2.0831909094589554,0.9926034360543788,3,0,0,0.4567117217136655,0.6366270115794045,7,0,0.0,0.614654076600466,0.9373450394076882,4,2.753785273643051,0.8033010518826392,5.75,4.777251184834124,0.6962933830841768,6,cgau,0.46153846153846156,,,2,5.0,,0.6279440522138264,0.050493092688936786,0.2171051794146227,1.0,0.4848146552890689,0.9999999999999999,0.49581229754695744,0.6305567992728446,0.12487231547400518,0.002176760268020425,0.2174282618592749,0.2172239575726703,0.22110330112515597,0.24853213837637667,0.31236947228379963,0.7857142857142856,,0.7826086956521741,0.5277777777777778,0.4369867173731281,0.4369867173731281,0.5833333333333333,1.214616204822252,0.45718295471070974,18,1.9766981436816597,0.8431645240381926,9,6.363961030678928,0.7727156774757526,13.5,12.0,0.6452864101664477,17,10.0,10.0,9.899494936611665,2,0.37037037037037035,1.0,0.4407407407407407,3,13.5
raw,shan,12.691871752139846,0.7429016533494145,588.5297409587688,-33.37383224658508,201,99,23105.235121178775,-202896.56928817593,True,13.5195948805827,258779.545560553,0.0247454745002111,2.1623837370243266e-08,0.31094600608441475,23,9563.423292137668,131.72058174783888,50387.91856782668,"[7, 18, 31, 39, 45, 53, 59, 69, 78, 85, 91, 99, 108, 121, 130, 136, 144, 151, 157, 165, 176, 187, 194]","[6969.020797241863, 1455.222420726488, 11003.567245837165, 6291.634546013618, 6659.765530034805, 4196.541522484325, 10389.571128801505, 12703.286382169274, 3812.3197341022023, 49744.78972801858, 7507.05812158397, 5661.1057909696665, 131.72058174783888, 473.76158143547946, 244.5234079880065, 3678.802812552667, 3303.1388417685775, 13414.780959684296, 50387.91856782668, 6952.016371960075, 3793.148711657009, 5004.813559530869, 6180.227375031443]","[4, 17, 25, 38, 41, 41, 41, 41, 41, 41, 90, 98, 107, 119, 119, 119, 119, 119, 119, 160, 175, 185, 185]","[41, 25, 41, 41, 47, 54, 64, 74, 79, 119, 119, 119, 119, 122, 131, 137, 145, 153, 199, 199, 199, 188, 199]",0.05,30,134007936216.60603,46797.61966408666,-46797.61966408666,CWT,mdp.39015067403850,9024.009313838002,49437.926730971354,45805.61966408666,0.0,-9.0,0.0,-13.5,8996.063292137667,205774.73571916638,8996.063292137671,45805.61966408666,0.0,-4.5,,0.0,3.0,113.72058174783888,0.0,0.245894390655487,0.41895199892192464,0.7812897948960636,0.19114041086598754,0.6036269430051808,0.6597124756361316,0.5232898481256476,0.9434197110675075,0.4307373118279783,0.4399501112507491,0.439950111250749,0.4397134750146139,0.7562838241251334,0.2253003217286314,0.0714285714285714,,0.0,0.5151515151515151,0.05327644799430559,0.05327644799430559,0.8611111111111112,1.2895167572366342,0.5252477563776408,11,1.9033742105646134,0.9069239755824455,6,0,0,0.35718160407313876,0.49788837549210746,10,0,0.0,0.5459156966467413,0.8325192814416735,6,2.6299556396765835,0.8121460257373869,8.25,7.630057803468209,0.6114301557258364,10,shan,0.7692307692307693,,,7,9.25,,0.24218885066738588,0.00021235232516034035,0.44428940125691174,0.8091839466937594,0.25446879042711035,0.6611295681063118,0.4794514827917895,0.5289066095490494,0.34097442709992937,0.022853307779689226,0.2010952458636435,0.2009062887317857,0.2009062887317858,0.7581275805845985,0.2290687166885783,0.0714285714285714,,0.1449275362318841,0.5555555555555556,0.07078319542487466,0.07078319542487466,0.8611111111111112,0.9804817261110043,0.36905446412093973,21,1.6753052052311779,0.7146047667938419,20,0.7071067811865476,0.9747461863861947,20.5,20.48780487804878,0.6213016646216688,18,21.5,21.5,4.949747468305833,2,0.7962962962962963,0.5,0.2925925925925926,6,15.0
raw,gaus3,19.60497128591704,0.6787778280315594,435.65865607149,-29.842630423239438,201,99,27447.93111854409,,False,13.134723475974216,214759.223884513,0.02242358996118085,2.885909122111575e-07,0.029259088933485375,16,8252.907292355998,93.01466637502745,92041.20799954879,"[10, 35, 45, 64, 74, 88, 96, 105, 130, 137, 143, 151, 172, 178, 186, 196]","[3975.3285079362468, 11084.731234518276, 2059.4226718115133, 1305.5117511205299, 1612.0997378790962, 2066.741447549328, 92041.20799954879, 3199.5689852750947, 474.2372135309415, 602.681580303477, 2035.9725408858867, 93.01466637502745, 8381.704481892957, 789.3832204308228, 685.7201549135325, 1639.1904837244492]","[5, 28, 42, 50, 50, 50, 50, 100, 129, 136, 141, 141, 141, 177, 181, 181]","[50, 50, 50, 66, 76, 92, 141, 141, 141, 141, 144, 152, 181, 181, 187, 200]",0.05,30,223820963931.5363,60557.76634682102,-60557.76634682102,CWT,mdp.39015067403850,7713.493314056331,91091.21616269345,59565.76634682102,0.0,-17.0,0.0,-8.0,7685.547292355998,117862.51667769597,7685.547292355998,59565.76634682102,0.0,-12.5,,0.0,10.0,75.01466637502745,0.0,0.43396753570170005,0.718518646014089,0.4232613487929752,0.9703353145510382,0.1904145077720206,0.007263699482687347,0.3762061514660268,,0.2799250712870627,0.3184967137539141,0.3184967137539141,0.3183254037311709,0.25815709298675227,0.8167928892438485,0.5714285714285714,,0.18644067796610175,0.030303030303030276,0.36450018338342227,0.36450018338342227,0.4166666666666667,1.387427367958163,0.5651288423103692,10,1.487653523479264,0.7088404583367903,13,0,0,0.3536694331573231,0.49299263323722914,11,1,0.125,0.4394596005400767,0.6701741552982207,12,1.2909944487358056,0.9077861108045853,11.5,11.390640557583804,0.5431787696880069,11,gaus,0.49038461538461536,1.0,0.3567307692307692,1,8.5,,0.4258609065149508,0.0055301033227273064,0.7307930300624037,0.4968182067215836,0.9726578640823906,0.3078626799557031,0.005278953507996564,0.38355590311453885,,0.01485177539467377,0.1455805404322347,0.14544374713681774,0.14544374713681768,0.2637692672579266,0.8176840691063992,0.5714285714285714,,0.3043478260869566,0.1111111111111111,0.37625180270049663,0.37625180270049663,0.41666666666666663,1.1800739879170934,0.4441812240205864,19,1.5813101710220283,0.6745109980339342,22,2.1213203435596424,0.9242385591585842,20.5,20.390243902439025,0.5960478510078635,19,12.3125,12.5,7.7090314999140235,16,0.45601851851851855,0.7787297785671297,0.44716810346689806,2,14.75
raw,fbsp,10.99605382649061,0.7333031810643751,752.7141422423879,-38.31231280457674,201,99,40517.88279337278,-229413.5633982556,True,13.614932152686121,401452.9669412104,0.017524588846092693,1.0963112731263195e-08,0.28714958453118106,24,10957.13095835562,277.8216764219651,66132.49711855431,"[7, 16, 26, 33, 39, 45, 53, 60, 69, 80, 87, 94, 102, 116, 130, 136, 144, 151, 158, 165, 173, 180, 187, 194]","[10650.761479995334, 277.8216764219651, 3128.148802630106, 11060.43675093231, 9302.519246070984, 7742.059567657771, 4934.82908085869, 13586.053746061909, 66132.49711855431, 15006.288412368565, 2765.6408036542125, 6416.491409183384, 2099.868197737811, 432.71705818915507, 885.54682888151, 4091.217694734776, 3210.32798535896, 17285.26232435245, 6163.163573810038, 53900.358393056915, 3999.695546563744, 8748.577233574691, 6571.847551950931, 4579.012517934367]","[2, 15, 17, 17, 38, 17, 17, 17, 17, 74, 86, 92, 101, 115, 119, 119, 119, 119, 119, 119, 172, 175, 185, 193]","[17, 17, 27, 38, 41, 47, 54, 64, 119, 119, 119, 119, 119, 119, 131, 137, 145, 153, 160, 199, 199, 199, 199, 199]",0.05,30,414600029398.4173,80874.81229261748,-80874.81229261748,CWT,mdp.39015067403850,10417.716980055953,65182.505281698985,79882.81229261748,0.0,-8.5,0.0,-13.0,10389.770958355619,248787.14300053485,10389.77095835562,79882.81229261748,0.0,-8.5,,0.0,2.0,259.8216764219651,0.0,1.0,0.0,0.8699777435931564,0.0,0.5417746113989634,0.6045947361391286,1.0,0.0,0.9999999999999998,0.5691133806864181,0.5691133806864181,0.5688072713233427,0.9999999999999998,0.44887933117710266,0.0,,0.01694915254237289,0.5454545454545454,0.8240263117826998,0.8240263117826998,0.638888888888889,2.0501785476879544,0.8350815732354683,3,1.5935366108118152,0.7592918671966882,11,0,0,0.5837715478603741,0.8137403055147229,5,0,0.0,0.5020433863914061,0.7656141815639672,9,3.6514837167011076,0.7391797345213494,7.0,5.439560439560439,0.6195898672606748,9,fbsp,0.6923076923076923,,,4,7.75,,0.9786476766228582,0.0,0.043606384133455744,0.8865606943318649,0.07829341508941479,0.6082502768549278,0.43939421101670617,1.0,0.0,0.05305625296936442,0.2601340294881667,0.25988959715512183,0.2598895971551218,1.0,0.4515601640326796,0.0,,0.1594202898550725,0.5833333333333333,0.8272804052374567,0.8272804052374567,0.6388888888888888,1.5086362272382734,0.5678524337268711,11,1.6212429833262245,0.6915444185324544,21,7.0710678118654755,0.7474618638619472,16.0,14.4375,0.5880166462166879,20,15.0,15.0,7.0710678118654755,2,0.5555555555555556,0.7142857142857143,0.39682539682539675,4,16.0
