wavelet,wavelet_level,wavelet_mode,wavelet_mse,wavelet_psnr,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,signal_length,signal_type,emd_value,kl_divergence,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,fft_frequency_max,fft_amplitude_max,fft_spectral_centroid,fft_spectral_bandwidth,fft_spectral_magnitude,fft_variance_magnitude,fft_num_peaks,fft_peak_amplitude,fft_dominant_frequency,fft_positive_frequencies,fft_positive_amplitudes,fft_snr_threshold,fft_stationarity_threshold,fft_dynamic_cutoff,fft_dynamic_cutoff_percentile,stft_frequency_max,stft_amplitude_max,stft_spectral_centroid,stft_spectral_bandwidth,stft_spectral_magnitude,stft_variance_magnitude,stft_peak_freq_over_time,stft_num_peaks,stft_peak_amplitude,stft_dominant_frequency,stft_positive_frequencies,stft_positive_amplitudes,stft_snr_threshold,stft_stationarity_threshold,stft_window,stft_nperseg,stft_noverlap,stft_dynamic_cutoff,stft_dynamic_cutoff_percentile,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,prominence_threshold,distance_factor,max_autocorrelation,upper_envelope,lower_envelope,wavelet_type,htid,fft_frequency_max_diff,fft_snr_threshold_diff,lower_envelope_diff,stft_dynamic_cutoff_percentile_diff,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,prominence_threshold_diff,prominence_min_diff,stft_window_diff,fft_peak_amplitude_diff,avg_prominence_diff,stft_spectral_bandwidth_diff,stft_num_peaks_diff,stft_variance_magnitude_diff,stft_noverlap_diff,fft_spectral_centroid_diff,stft_dominant_frequency_diff,stft_nperseg_diff,fft_variance_magnitude_diff,stft_snr_threshold_diff,stft_dynamic_cutoff_diff,distance_factor_diff,fft_stationarity_threshold_diff,fft_amplitude_max_diff,fft_spectral_magnitude_diff,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,max_autocorrelation_diff,stft_spectral_centroid_diff,stft_amplitude_max_diff,fft_dynamic_cutoff_diff,fft_num_peaks_diff,stft_peak_amplitude_diff,prominence_max_diff,upper_envelope_diff,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,stft_stationarity_threshold_diff,fft_dominant_frequency_diff,fft_dynamic_cutoff_percentile_diff,stft_frequency_max_diff,stft_spectral_magnitude_diff,relative_num_peaks_diff,fft_spectral_bandwidth_diff,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,avg_variance_across_levels_normalized,max_autocorrelation_diff_normalized,reconstruction_signal_weighted_score,reconstruction_signal_normalized_weighted_score,reconstruction_signal_normalized_weighted_rank,wavelet_signal_weighted_score,wavelet_signal_normalized_weighted_score,wavelet_signal_normalized_weighted_rank,reconstruction_signal_num_missing_metrics,reconstruction_signal_missing_metrics_count,reconstruction_signal_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_rank,wavelet_signal_num_missing_metrics,wavelet_signal_missing_metrics_count,wavelet_signal_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank,kl_divergence_normalized,across_smoothness_normalized,across_wavelet_psnr_normalized,across_wavelet_entropy_normalized,across_wavelet_energy_entropy_normalized,across_wavelet_sparsity_normalized,across_avg_variance_across_levels_normalized,across_prominence_min_diff_normalized,across_avg_prominence_diff_normalized,across_relative_prominences_avg_diff_normalized,across_relative_prominences_wasserstein_normalized,across_relative_prominences_total_diff_normalized,across_relative_num_peaks_diff_normalized,across_max_autocorrelation_diff_normalized,across_relative_right_bases_global_alignment_score_normalized,across_relative_right_bases_array_alignment_score_normalized,across_relative_left_bases_global_alignment_score_normalized,across_relative_left_bases_array_alignment_score_normalized,across_relative_peaks_array_alignment_score_normalized,across_relative_peaks_global_alignment_score_normalized,across_reconstruction_signal_weighted_score,across_reconstruction_signal_normalized_weighted_score,across_reconstruction_signal_normalized_weighted_rank,across_wavelet_signal_weighted_score,across_wavelet_signal_normalized_weighted_score,across_wavelet_signal_normalized_weighted_rank,across_rank_variability,across_normalized_rank_stability,across_average_rank,across_harmonic_average_rank,across_stability_score_weighted,across_stability_rank,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,across_normalized_family_mean_rank,across_normalized_family_std_dev,across_final_family_stability_score,across_final_family_stability_rank,across_family_informed_rank,across_top_wavelet_rank
db11,1,symmetric,4.344753884972933e-29,340.1323321012648,84467.6180393209,0.6632653061224489,16.854459693172675,77,smoothed,3.4315984397504836e-15,,4.074012938019328,3483.185810150143,0.5062160557660308,5.682119525470189e-05,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,31.419607843137243,0.26666666666664973,307.26666666666665,"[7, 11, 14, 16, 19, 21, 24, 29, 31, 33, 35, 37, 43, 45, 51, 63, 68]","[307.26666666666665, 7.266666666666713, 0.26666666666664973, 3.400000000000034, 23.866666666666628, 0.9333333333332838, 32.60000000000003, 15.0, 2.8666666666666716, 4.799999999999956, 0.9999999999999454, 21.599999999999966, 44.59999999999997, 0.2666666666666533, 17.666666666666686, 46.40000000000004, 4.333333333333302]","[5, 10, 13, 10, 10, 20, 22, 28, 30, 32, 34, 28, 28, 44, 48, 48, 67]","[70, 13, 15, 17, 28, 22, 28, 36, 36, 36, 36, 39, 48, 48, 58, 70, 70]",0.05,30,230882.8177777778,362.0,-362.0,DWT,inu.32000013032836,,,0.0,,0.0,-12.5,0.0,0.8000000000000131,,,28.772984749455325,,,,,,,,,,,0.0,,,,0.0,-12.5,28.772984749455325,7.600000000000023,28.891503267973867,6599064.484444444,,,,,,0.0,0.0,0.0,-12.5,,,,,,8.0,,0.9322628926549656,0.807072093863765,0.18586686238808298,0.7435304018514618,0.32961465782824256,,0.0,,237,1.4850852375907853,0.809754995596693,50,,,,,,0,0,0.5996693817173037,0.797549825692662,52,107.39180601889512,0.838751042013671,113.0,69.04459550310001,0.8345406861720006,75,db,0.400821202812638,0.5883648501506041,0.5429157029859721,1,56.5,,0.9999999999933074,0.9418773644438388,0.5165691053442157,0.00042359408743366384,0.6942330939344379,0.0009247750644742593,0.9999999999359931,0.9999999999975858,0.9999999999975858,0.9999999999976679,0.9999999998446231,1.0,0.9999999999998757,0.0,0.0,0.0,0.0,0.0,0.0,2.599999999900899,0.9999999999691742,167,1.4016859159796848,0.8683106230786897,5,114.5512985522207,0.9151471862576143,86.0,9.709302325581396,0.9257217412769553,45,469.4558404558405,474.0,340.7887618264724,351,0.5404737691077253,0.8154261662467039,0.3770405117505811,1,34.0,45
db17,1,periodization,1.0560518181917909e-28,336.27513161736,64735.482991913224,0.6410256410256411,15.64710387012327,77,smoothed,5.262702731832078e-15,,3.5665574288928945,2863.3248710643584,0.5301333419625138,5.682119525470189e-05,0.9999999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,31.419607843137243,0.26666666666664973,307.2666666666666,"[7, 11, 14, 16, 19, 21, 24, 29, 31, 33, 35, 37, 43, 45, 51, 63, 68]","[307.2666666666666, 7.2666666666666995, 0.26666666666664973, 3.4000000000000337, 23.866666666666617, 0.9333333333332794, 32.600000000000016, 15.0, 2.8666666666666725, 4.799999999999953, 0.9999999999999472, 21.599999999999966, 44.599999999999966, 0.26666666666665373, 17.666666666666682, 46.40000000000003, 4.333333333333325]","[4, 10, 13, 10, 10, 20, 22, 28, 30, 32, 34, 28, 28, 44, 48, 48, 67]","[70, 13, 15, 17, 28, 22, 28, 36, 36, 36, 36, 39, 48, 48, 58, 70, 70]",0.05,30,230882.81777777773,362.0,-362.0,DWT,inu.32000013032836,,,0.0,,0.0,-12.5,0.0,0.8000000000000131,,,28.772984749455325,,,,,,,,,,,0.0,,,,0.0,-12.5,28.772984749455325,7.600000000000023,28.89150326797387,6599064.484444444,,,,,,5.684341886080802e-14,0.0,0.0,-12.5,,,,,,8.0,,0.8942345943387521,0.5885228294136906,0.025964189180876285,0.6169706582077717,0.193691987795862,,0.0,,348,1.168049324301988,0.6368885445196922,205,,,,,,0,0,0.4638768517873906,0.6169481276939751,216,79.57595951877258,0.8805165772991402,256.3333333333333,242.30203157431285,0.7478158462071276,189,db,0.400821202812638,0.5883648501506041,0.5429157029859721,1,142.0,,0.9999999999933074,0.9092467279952589,0.376685941412558,5.9172877191333156e-05,0.5934959349593499,0.0005434270480635097,0.9999999999359931,0.9999999999975858,0.9999999999975858,0.999999999997668,0.9999999998446231,1.0,0.9999999999998757,0.0,0.0,0.0,0.0,0.0,0.0,2.599999999900899,0.9999999999691742,184,1.2715363387429877,0.7876860985575612,74,77.78174593052023,0.9423838919033184,129.0,105.55038759689923,0.9234141681738814,46,469.4558404558405,474.0,340.7887618264724,351,0.5404737691077253,0.8154261662467039,0.3770405117505811,1,34.75,46
coif2,1,reflect,2.1359481526729225e-28,333.21607683794804,92067.22413742934,0.6136363636363636,10.732600757508402,77,smoothed,3.998244736734492e-15,,3.118734001590523,3084.636816547606,0.5248408970250257,5.682119525470186e-05,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,31.419607843137243,0.26666666666665106,307.26666666666665,"[7, 11, 14, 16, 19, 21, 24, 29, 31, 33, 35, 37, 43, 45, 51, 63, 68]","[307.26666666666665, 7.266666666666705, 0.26666666666665184, 3.400000000000036, 23.866666666666617, 0.9333333333332821, 32.60000000000002, 15.000000000000007, 2.8666666666666765, 4.7999999999999545, 0.9999999999999463, 21.599999999999966, 44.599999999999966, 0.26666666666665106, 17.666666666666686, 46.40000000000005, 4.333333333333307]","[4, 10, 13, 10, 10, 20, 22, 28, 30, 32, 34, 28, 28, 44, 48, 48, 67]","[70, 13, 15, 17, 28, 22, 28, 36, 36, 36, 36, 39, 48, 48, 58, 70, 70]",0.05,30,230882.81777777788,362.0000000000001,-362.0000000000001,DWT,inu.32000013032836,,,1.1368683772161603e-13,,0.0,-12.5,0.0,0.8000000000000118,,,28.772984749455325,,,,,,,,,,,0.0,,,,0.0,-12.5,28.772984749455325,7.600000000000023,28.891503267973867,6599064.484444444,,,,,,0.0,1.1368683772161603e-13,0.0,-12.5,,,,,,8.0,,0.8640752473712981,0.3956557132227031,0.24745154785114817,0.4611059044048733,0.24222111528776324,,0.0,,124,1.1213295868367592,0.6114142216674846,232,,,,,,0,0,0.4421019056275572,0.5879878288297766,251,68.50060826980541,0.897146233829121,202.33333333333334,183.38613660221463,0.7966712150126586,121,coif,0.47960911139391244,0.9735200389211432,0.3722176103479182,4,91.75,,0.9999999999933064,0.8833681394179207,0.2532407195809692,0.0005639467479533651,0.469433006018372,0.0006795815725646262,0.9999999999359914,0.9999999999975858,0.9999999999975858,0.9999999999976679,0.9999999998446231,1.0,0.9999999999998757,0.0,0.0,0.0,0.0,0.0,0.0,2.5999999999008985,0.9999999999691741,204,1.1449682518495803,0.709280220935912,168,25.45584412271571,0.9811438191683587,186.0,184.25806451612902,0.9216830206952904,47,501.3703703703704,485.5,352.6344800172805,108,0.5772162372714156,0.8437701424946294,0.34281759116162025,2,35.75,47
db10,1,periodization,7.750371089547682e-29,337.61875893229274,70349.26479280076,0.6794871794871795,12.714452794945158,77,smoothed,4.547849405882155e-15,,3.28195068502557,2863.324871064359,0.5601104521812759,5.6821195254701876e-05,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,31.419607843137243,0.26666666666664995,307.26666666666665,"[7, 11, 14, 16, 19, 21, 24, 29, 31, 33, 35, 37, 43, 45, 51, 63, 68]","[307.26666666666665, 7.266666666666698, 0.2666666666666536, 3.4000000000000323, 23.86666666666662, 0.9333333333332821, 32.60000000000002, 15.0, 2.8666666666666742, 4.799999999999956, 0.9999999999999447, 21.599999999999966, 44.599999999999966, 0.26666666666664995, 17.666666666666686, 46.40000000000002, 4.333333333333304]","[3, 10, 13, 10, 10, 20, 22, 28, 30, 32, 34, 28, 28, 44, 48, 48, 67]","[70, 13, 15, 17, 28, 22, 28, 36, 36, 36, 36, 39, 48, 48, 58, 70, 70]",0.05,30,230882.8177777778,362.0,-362.0,DWT,inu.32000013032836,,,0.0,,0.0,-12.5,0.0,0.8000000000000129,,,28.772984749455325,,,,,,,,,,,0.0,,,,0.0,-12.5,28.772984749455325,7.600000000000023,28.89150326797387,6599064.484444444,,,,,,0.0,0.0,0.0,-12.5,,,,,,8.0,,0.9074814713344608,0.4659493359525386,0.0714564136465615,0.8358445678033306,0.1936919877958621,,0.0,,294,1.2250063798399036,0.6679448496319339,161,,,,,,0,0,0.49488475530655074,0.6581880989194185,172,73.81734213584231,0.8891631499461827,209.0,194.47062757775052,0.7876746680661845,137,db,0.400821202812638,0.5883648501506041,0.5429157029859721,1,103.0,,0.9999999999933068,0.9206133693246117,0.2982323802777451,0.0001628505153688925,0.7677119628339144,0.0005434270480635097,0.9999999999359928,0.9999999999975858,0.9999999999975858,0.999999999997668,0.9999999998446231,1.0,0.9999999999998757,0.0,0.0,0.0,0.0,0.0,0.0,2.599999999900899,0.9999999999691742,183,1.308867792942107,0.8108120341801752,45,97.58073580374356,0.9277179734787084,114.0,72.23684210526316,0.921636764517132,48,469.4558404558405,474.0,340.7887618264724,351,0.5404737691077253,0.8154261662467039,0.3770405117505811,1,36.25,48
coif2,1,antireflect,2.10807834605047e-28,333.2731164309843,92067.22413742934,0.6136363636363636,10.732600757508402,77,smoothed,3.952204161882634e-15,,3.118734001590523,3240.9737260188613,0.5004761868952455,5.682119525470186e-05,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,31.419607843137243,0.26666666666665106,307.26666666666665,"[7, 11, 14, 16, 19, 21, 24, 29, 31, 33, 35, 37, 43, 45, 51, 63, 68]","[307.26666666666665, 7.266666666666705, 0.26666666666665184, 3.400000000000036, 23.866666666666617, 0.9333333333332821, 32.60000000000002, 15.000000000000007, 2.8666666666666765, 4.7999999999999545, 0.9999999999999463, 21.599999999999966, 44.599999999999966, 0.26666666666665106, 17.666666666666686, 46.40000000000005, 4.333333333333307]","[4, 10, 13, 10, 10, 20, 22, 28, 30, 32, 34, 28, 28, 44, 48, 48, 67]","[70, 13, 15, 17, 28, 22, 28, 36, 36, 36, 36, 39, 48, 48, 58, 70, 70]",0.05,30,230882.81777777788,362.0000000000001,-362.0000000000001,DWT,inu.32000013032836,,,1.1368683772161603e-13,,0.0,-12.5,0.0,0.8000000000000118,,,28.772984749455325,,,,,,,,,,,0.0,,,,0.0,-12.5,28.772984749455325,7.600000000000023,28.891503267973867,6599064.484444444,,,,,,0.0,1.1368683772161603e-13,0.0,-12.5,,,,,,8.0,,0.8646376030665415,0.3956557132227031,0.24745154785114817,0.4611059044048733,0.2765025626576914,,0.0,,126,1.1353795792018766,0.6190750960858487,229,,,,,,0,0,0.4490706662405915,0.5972561589824732,243,63.893139955188715,0.9040643544216386,199.33333333333334,182.72019388632634,0.8023825275611696,116,coif,0.47960911139391244,0.9735200389211432,0.3722176103479182,4,88.0,,0.9999999999933064,0.8838506754518417,0.2532407195809692,0.0005639467479533651,0.469433006018372,0.0007757624521125134,0.9999999999359914,0.9999999999975858,0.9999999999975858,0.9999999999976679,0.9999999998446231,1.0,0.9999999999998757,0.0,0.0,0.0,0.0,0.0,0.0,2.5999999999008985,0.9999999999691741,205,1.145296245821752,0.7094834052920475,167,26.870057685088806,0.9800962535666009,186.0,184.05913978494624,0.9211592378944116,49,501.3703703703704,485.5,352.6344800172805,108,0.5772162372714156,0.8437701424946294,0.34281759116162025,2,37.25,49
db9,1,smooth,1.7040708186585303e-29,344.1971075091198,74297.71980179376,0.5638297872340425,7.717044953551194,77,smoothed,2.1180748352913698e-15,,3.107535714335658,2389.6099592575824,0.5158353718566469,5.6821195254701876e-05,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,31.419607843137243,0.26666666666664796,307.26666666666665,"[7, 11, 14, 16, 19, 21, 24, 29, 31, 33, 35, 37, 43, 45, 51, 63, 68]","[307.26666666666665, 7.266666666666705, 0.26666666666665084, 3.4000000000000354, 23.866666666666617, 0.9333333333332785, 32.60000000000002, 14.999999999999996, 2.8666666666666725, 4.799999999999953, 0.9999999999999423, 21.599999999999966, 44.599999999999966, 0.26666666666664796, 17.666666666666686, 46.400000000000034, 4.333333333333298]","[5, 10, 13, 10, 10, 20, 22, 28, 30, 32, 34, 28, 28, 44, 48, 48, 67]","[70, 13, 15, 17, 28, 22, 28, 36, 36, 36, 36, 39, 48, 48, 58, 70, 70]",0.05,30,230882.8177777778,362.0,-362.0,DWT,inu.32000013032836,,,0.0,,0.0,-12.5,0.0,0.8000000000000149,,,28.772984749455325,,,,,,,,,,,0.0,,,,0.0,-12.5,28.772984749455325,7.600000000000023,28.89150326797387,6599064.484444444,,,,,,0.0,0.0,0.0,-12.5,,,,,,8.0,,0.9723376806892743,0.39083287181368087,0.1034533825229382,0.17767054178547895,0.08981611566574264,,0.0,,275,0.9375403985623627,0.5112016482913684,466,,,,,,0,0,0.346822118495423,0.46126737263164613,501,121.64292005702592,0.8173529728873485,414.0,385.6886687985967,0.5978656756328635,431,db,0.400821202812638,0.5883648501506041,0.5429157029859721,1,323.5,,0.9999999999933068,0.9762640158850342,0.25015384433052085,0.00023577221134895437,0.24382830454444354,0.00025199032319398774,0.9999999999359953,0.9999999999975858,0.9999999999975858,0.999999999997668,0.9999999998446231,1.0,0.9999999999998757,0.0,0.0,0.0,0.0,0.0,0.0,2.5999999999009,0.9999999999691745,140,1.1085853357470024,0.6867418817899639,201,43.1335136523794,0.9680492491463857,170.5,165.0439882697947,0.9208764764250447,50,469.4558404558405,474.0,340.7887618264724,351,0.5404737691077253,0.8154261662467039,0.3770405117505811,1,37.75,50
db9,1,zero,1.7040708186585303e-29,344.1971075091198,74297.71980179376,0.5638297872340425,7.717044953551194,77,smoothed,2.1180748352913698e-15,,3.107535714335658,2389.6099592575824,0.5158353718566469,5.6821195254701876e-05,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,31.419607843137243,0.26666666666664796,307.26666666666665,"[7, 11, 14, 16, 19, 21, 24, 29, 31, 33, 35, 37, 43, 45, 51, 63, 68]","[307.26666666666665, 7.266666666666705, 0.26666666666665084, 3.4000000000000354, 23.866666666666617, 0.9333333333332785, 32.60000000000002, 14.999999999999996, 2.8666666666666725, 4.799999999999953, 0.9999999999999423, 21.599999999999966, 44.599999999999966, 0.26666666666664796, 17.666666666666686, 46.400000000000034, 4.333333333333298]","[5, 10, 13, 10, 10, 20, 22, 28, 30, 32, 34, 28, 28, 44, 48, 48, 67]","[70, 13, 15, 17, 28, 22, 28, 36, 36, 36, 36, 39, 48, 48, 58, 70, 70]",0.05,30,230882.8177777778,362.0,-362.0,DWT,inu.32000013032836,,,0.0,,0.0,-12.5,0.0,0.8000000000000149,,,28.772984749455325,,,,,,,,,,,0.0,,,,0.0,-12.5,28.772984749455325,7.600000000000023,28.89150326797387,6599064.484444444,,,,,,0.0,0.0,0.0,-12.5,,,,,,8.0,,0.9723376806892743,0.39083287181368087,0.1034533825229382,0.17767054178547895,0.08981611566574264,,0.0,,271,0.9375403985623627,0.5112016482913684,467,,,,,,0,0,0.346822118495423,0.46126737263164613,500,123.79149136080933,0.8141268898486347,412.6666666666667,383.07500448989725,0.5972536351145075,432,db,0.400821202812638,0.5883648501506041,0.5429157029859721,1,324.25,,0.9999999999933068,0.9762640158850342,0.25015384433052085,0.00023577221134895437,0.24382830454444354,0.00025199032319398774,0.9999999999359953,0.9999999999975858,0.9999999999975858,0.999999999997668,0.9999999998446231,1.0,0.9999999999998757,0.0,0.0,0.0,0.0,0.0,0.0,2.5999999999009,0.9999999999691745,139,1.1085853357470024,0.6867418817899639,202,44.54772721475249,0.9670016835446278,170.5,164.68035190615834,0.9203526936241657,51,469.4558404558405,474.0,340.7887618264724,351,0.5404737691077253,0.8154261662467039,0.3770405117505811,1,38.5,51
db9,1,constant,1.7040708186585303e-29,344.1971075091198,74297.71980179376,0.5638297872340425,7.717044953551194,77,smoothed,2.1180748352913698e-15,,3.107535714335658,2389.6099592575824,0.5158353718566469,5.6821195254701876e-05,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,31.419607843137243,0.26666666666664796,307.26666666666665,"[7, 11, 14, 16, 19, 21, 24, 29, 31, 33, 35, 37, 43, 45, 51, 63, 68]","[307.26666666666665, 7.266666666666705, 0.26666666666665084, 3.4000000000000354, 23.866666666666617, 0.9333333333332785, 32.60000000000002, 14.999999999999996, 2.8666666666666725, 4.799999999999953, 0.9999999999999423, 21.599999999999966, 44.599999999999966, 0.26666666666664796, 17.666666666666686, 46.400000000000034, 4.333333333333298]","[5, 10, 13, 10, 10, 20, 22, 28, 30, 32, 34, 28, 28, 44, 48, 48, 67]","[70, 13, 15, 17, 28, 22, 28, 36, 36, 36, 36, 39, 48, 48, 58, 70, 70]",0.05,30,230882.8177777778,362.0,-362.0,DWT,inu.32000013032836,,,0.0,,0.0,-12.5,0.0,0.8000000000000149,,,28.772984749455325,,,,,,,,,,,0.0,,,,0.0,-12.5,28.772984749455325,7.600000000000023,28.89150326797387,6599064.484444444,,,,,,0.0,0.0,0.0,-12.5,,,,,,8.0,,0.9723376806892743,0.39083287181368087,0.1034533825229382,0.17767054178547895,0.08981611566574264,,0.0,,272,0.9375403985623627,0.5112016482913684,468,,,,,,0,0,0.346822118495423,0.46126737263164613,502,124.14507642270796,0.8135959813472853,414.0,384.3564566057709,0.5959871798628318,433,db,0.400821202812638,0.5883648501506041,0.5429157029859721,1,325.0,,0.9999999999933068,0.9762640158850342,0.25015384433052085,0.00023577221134895437,0.24382830454444354,0.00025199032319398774,0.9999999999359953,0.9999999999975858,0.9999999999975858,0.999999999997668,0.9999999998446231,1.0,0.9999999999998757,0.0,0.0,0.0,0.0,0.0,0.0,2.5999999999009,0.9999999999691745,138,1.1085853357470024,0.6867418817899639,203,45.96194077712559,0.9659541179428699,170.5,164.3049853372434,0.9198289108232868,52,469.4558404558405,474.0,340.7887618264724,351,0.5404737691077253,0.8154261662467039,0.3770405117505811,1,39.25,52
coif1,1,smooth,8.931192468546249e-30,347.00288941774045,96773.00674911375,0.6097560975609756,5.905079233859038,77,smoothed,1.2904540351162536e-15,,2.3858183757413554,2728.1379813603007,0.5820161097241209,5.6821195254701876e-05,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,31.419607843137243,0.26666666666665184,307.26666666666665,"[7, 11, 14, 16, 19, 21, 24, 29, 31, 33, 35, 37, 43, 45, 51, 63, 68]","[307.26666666666665, 7.266666666666707, 0.26666666666665184, 3.400000000000034, 23.866666666666617, 0.9333333333332812, 32.60000000000002, 15.0, 2.866666666666676, 4.7999999999999545, 0.999999999999944, 21.599999999999966, 44.599999999999966, 0.26666666666665306, 17.666666666666686, 46.400000000000034, 4.333333333333306]","[4, 10, 13, 10, 10, 20, 22, 28, 30, 32, 34, 28, 28, 44, 48, 48, 67]","[70, 13, 15, 17, 28, 22, 28, 36, 36, 36, 36, 39, 48, 48, 58, 70, 70]",0.05,30,230882.8177777778,362.0,-362.0,DWT,inu.32000013032836,,,0.0,,0.0,-12.5,0.0,0.800000000000011,,,28.772984749455325,,,,,,,,,,,0.0,,,,0.0,-12.5,28.772984749455325,7.600000000000023,28.89150326797387,6599064.484444444,,,,,,0.0,0.0,0.0,-12.5,,,,,,8.0,,1.0,0.08000602955084285,0.2855856482580468,0.43902439024390216,0.16404830186035335,,0.0,,185,1.0240249157461472,0.5583580458224268,331,,,,,,0,0,0.3937328739826291,0.5236578597944038,388,104.7011620438538,0.8427910479822015,301.3333333333333,272.63128100580246,0.6951692977648745,261,coif,0.47960911139391244,0.9735200389211432,0.3722176103479182,4,196.75,,0.9999999999933068,0.9999999999999999,0.05120811811168646,0.0006508550825237124,0.4518568879068582,0.000460257987097327,0.9999999999359904,0.9999999999975858,0.9999999999975858,0.999999999997668,0.9999999998446231,1.0,0.9999999999998757,0.0,0.0,0.0,0.0,0.0,0.0,2.5999999999008985,0.9999999999691741,222,1.1068563449526794,0.6856708136877588,207,10.606601717798213,0.9921432579868161,214.5,214.23776223776224,0.9166271845489636,53,501.3703703703704,485.5,352.6344800172805,108,0.5772162372714156,0.8437701424946294,0.34281759116162025,2,40.25,53
coif1,1,zero,8.931192468546249e-30,347.00288941774045,96773.00674911375,0.6097560975609756,5.905079233859038,77,smoothed,1.2904540351162536e-15,,2.3858183757413554,2728.1379813603007,0.5820161097241209,5.6821195254701876e-05,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,31.419607843137243,0.26666666666665184,307.26666666666665,"[7, 11, 14, 16, 19, 21, 24, 29, 31, 33, 35, 37, 43, 45, 51, 63, 68]","[307.26666666666665, 7.266666666666707, 0.26666666666665184, 3.400000000000034, 23.866666666666617, 0.9333333333332812, 32.60000000000002, 15.0, 2.866666666666676, 4.7999999999999545, 0.999999999999944, 21.599999999999966, 44.599999999999966, 0.26666666666665306, 17.666666666666686, 46.400000000000034, 4.333333333333306]","[4, 10, 13, 10, 10, 20, 22, 28, 30, 32, 34, 28, 28, 44, 48, 48, 67]","[70, 13, 15, 17, 28, 22, 28, 36, 36, 36, 36, 39, 48, 48, 58, 70, 70]",0.05,30,230882.8177777778,362.0,-362.0,DWT,inu.32000013032836,,,0.0,,0.0,-12.5,0.0,0.800000000000011,,,28.772984749455325,,,,,,,,,,,0.0,,,,0.0,-12.5,28.772984749455325,7.600000000000023,28.89150326797387,6599064.484444444,,,,,,0.0,0.0,0.0,-12.5,,,,,,8.0,,1.0,0.08000602955084285,0.2855856482580468,0.43902439024390216,0.16404830186035335,,0.0,,181,1.0240249157461472,0.5583580458224268,330,,,,,,0,0,0.3937328739826291,0.5236578597944038,387,106.36885509082691,0.8402870043681278,299.3333333333333,269.3205093849398,0.6954187774593392,260,coif,0.47960911139391244,0.9735200389211432,0.3722176103479182,4,196.0,,0.9999999999933068,0.9999999999999999,0.05120811811168646,0.0006508550825237124,0.4518568879068582,0.000460257987097327,0.9999999999359904,0.9999999999975858,0.9999999999975858,0.999999999997668,0.9999999998446231,1.0,0.9999999999998757,0.0,0.0,0.0,0.0,0.0,0.0,2.5999999999008985,0.9999999999691741,223,1.1068563449526794,0.6856708136877588,212,7.7781745930520225,0.9942383891903318,217.5,217.3609195402299,0.9165636390396104,54,501.3703703703704,485.5,352.6344800172805,108,0.5772162372714156,0.8437701424946294,0.34281759116162025,2,41.0,54
