wavelet,wavelet_level,wavelet_mode,wavelet_mse,wavelet_psnr,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,signal_length,signal_type,emd_value,kl_divergence,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,fft_frequency_max,fft_amplitude_max,fft_spectral_centroid,fft_spectral_bandwidth,fft_spectral_magnitude,fft_variance_magnitude,fft_num_peaks,fft_peak_amplitude,fft_dominant_frequency,fft_positive_frequencies,fft_positive_amplitudes,fft_snr_threshold,fft_stationarity_threshold,fft_dynamic_cutoff,fft_dynamic_cutoff_percentile,stft_frequency_max,stft_amplitude_max,stft_spectral_centroid,stft_spectral_bandwidth,stft_spectral_magnitude,stft_variance_magnitude,stft_peak_freq_over_time,stft_num_peaks,stft_peak_amplitude,stft_dominant_frequency,stft_positive_frequencies,stft_positive_amplitudes,stft_snr_threshold,stft_stationarity_threshold,stft_window,stft_nperseg,stft_noverlap,stft_dynamic_cutoff,stft_dynamic_cutoff_percentile,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,prominence_threshold,distance_factor,max_autocorrelation,upper_envelope,lower_envelope,wavelet_type,htid,fft_frequency_max_diff,fft_snr_threshold_diff,lower_envelope_diff,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,stft_dynamic_cutoff_percentile_diff,prominence_threshold_diff,prominence_min_diff,stft_window_diff,fft_peak_amplitude_diff,avg_prominence_diff,stft_spectral_bandwidth_diff,stft_num_peaks_diff,stft_variance_magnitude_diff,stft_noverlap_diff,fft_spectral_centroid_diff,stft_dominant_frequency_diff,stft_nperseg_diff,fft_variance_magnitude_diff,stft_snr_threshold_diff,stft_dynamic_cutoff_diff,distance_factor_diff,fft_stationarity_threshold_diff,fft_amplitude_max_diff,fft_spectral_magnitude_diff,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,max_autocorrelation_diff,stft_spectral_centroid_diff,stft_amplitude_max_diff,fft_dynamic_cutoff_diff,fft_num_peaks_diff,stft_peak_amplitude_diff,prominence_max_diff,upper_envelope_diff,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,stft_stationarity_threshold_diff,fft_dominant_frequency_diff,fft_dynamic_cutoff_percentile_diff,stft_frequency_max_diff,stft_spectral_magnitude_diff,relative_num_peaks_diff,fft_spectral_bandwidth_diff,emd_value_normalized,wavelet_mse_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,avg_variance_across_levels_normalized,prominence_min_diff_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_right_bases_array_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,relative_left_bases_array_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,reconstruction_signal_weighted_score,reconstruction_signal_normalized_weighted_score,reconstruction_signal_normalized_weighted_rank,wavelet_signal_weighted_score,wavelet_signal_normalized_weighted_score,wavelet_signal_normalized_weighted_rank,reconstruction_signal_num_missing_metrics,reconstruction_signal_missing_metrics_count,reconstruction_signal_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_rank,wavelet_signal_num_missing_metrics,wavelet_signal_missing_metrics_count,wavelet_signal_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank,across_emd_value_normalized,across_smoothness_normalized,across_wavelet_mse_normalized,across_wavelet_psnr_normalized,across_wavelet_entropy_normalized,across_wavelet_energy_entropy_normalized,across_wavelet_sparsity_normalized,across_avg_variance_across_levels_normalized,across_prominence_min_diff_normalized,across_avg_prominence_diff_normalized,across_relative_prominences_avg_diff_normalized,across_relative_prominences_wasserstein_normalized,across_relative_prominences_total_diff_normalized,across_prominence_max_diff_normalized,across_max_autocorrelation_diff_normalized,across_relative_right_bases_global_alignment_score_normalized,across_relative_right_bases_array_alignment_score_normalized,across_relative_left_bases_global_alignment_score_normalized,across_relative_left_bases_array_alignment_score_normalized,across_upper_envelope_diff_normalized,across_lower_envelope_diff_normalized,across_relative_peaks_global_alignment_score_normalized,across_reconstruction_signal_weighted_score,across_reconstruction_signal_normalized_weighted_score,across_reconstruction_signal_normalized_weighted_rank,across_wavelet_signal_weighted_score,across_wavelet_signal_normalized_weighted_score,across_wavelet_signal_normalized_weighted_rank,across_rank_variability,across_normalized_rank_stability,across_average_rank,across_harmonic_average_rank,across_stability_score_weighted,across_stability_rank,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,across_normalized_family_mean_rank,across_normalized_family_std_dev,across_final_family_stability_score,across_final_family_stability_rank,across_family_informed_rank,across_top_wavelet_rank
rbio3.1,1,smooth,6.502713182754506e-27,317.33014787863493,7355339.744161637,0.5916666666666667,305.8580128974084,598,smoothed,6.489272144536457e-14,-5.564271265967611e-10,8.280757412933534,17740.755790663577,0.585089820246111,7.129678023793615e-05,1.0,0.4983277591973244,173693.0,0.12146167143162433,0.13962672962311856,721819.9817820297,102950780.24594893,52,16211.127099687827,0.06020066889632107,"[0.0, 0.0016722408026755853, 0.0033444816053511705, 0.005016722408026756, 0.006688963210702341, 0.008361204013377926, 0.010033444816053512, 0.011705685618729096, 0.013377926421404682, 0.015050167224080268, 0.016722408026755852, 0.018394648829431436, 0.020066889632107024, 0.021739130434782608, 0.023411371237458192, 0.02508361204013378, 0.026755852842809364, 0.028428093645484948, 0.030100334448160536, 0.03177257525083612, 0.033444816053511704, 0.03511705685618729, 0.03678929765886287, 0.038461538461538464, 0.04013377926421405, 0.04180602006688963, 0.043478260869565216, 0.0451505016722408, 0.046822742474916385, 0.048494983277591976, 0.05016722408026756, 0.051839464882943144, 0.05351170568561873, 0.05518394648829431, 0.056856187290969896, 0.05852842809364548, 0.06020066889632107, 0.061872909698996656, 0.06354515050167224, 0.06521739130434782, 0.06688963210702341, 0.06856187290969899, 0.07023411371237458, 0.07190635451505016, 0.07357859531772575, 0.07525083612040134, 0.07692307692307693, 0.07859531772575251, 0.0802675585284281, 0.08193979933110368, 0.08361204013377926, 0.08528428093645485, 0.08695652173913043, 0.08862876254180602, 0.0903010033444816, 0.09197324414715718, 0.09364548494983277, 0.09531772575250835, 0.09698996655518395, 0.09866220735785954, 0.10033444816053512, 0.1020066889632107, 0.10367892976588629, 0.10535117056856187, 0.10702341137123746, 0.10869565217391304, 0.11036789297658862, 0.11204013377926421, 0.11371237458193979, 0.11538461538461538, 0.11705685618729096, 0.11872909698996656, 0.12040133779264214, 0.12207357859531773, 0.12374581939799331, 0.1254180602006689, 0.12709030100334448, 0.12876254180602006, 0.13043478260869565, 0.13210702341137123, 0.13377926421404682, 0.1354515050167224, 0.13712374581939799, 0.13879598662207357, 0.14046822742474915, 0.14214046822742474, 0.14381270903010032, 0.1454849498327759, 0.1471571906354515, 0.14882943143812707, 0.1505016722408027, 0.15217391304347827, 0.15384615384615385, 0.15551839464882944, 0.15719063545150502, 0.1588628762541806, 0.1605351170568562, 0.16220735785953178, 0.16387959866220736, 0.16555183946488294, 0.16722408026755853, 0.1688963210702341, 0.1705685618729097, 0.17224080267558528, 0.17391304347826086, 0.17558528428093645, 0.17725752508361203, 0.17892976588628762, 0.1806020066889632, 0.18227424749163879, 0.18394648829431437, 0.18561872909698995, 0.18729096989966554, 0.18896321070234112, 0.1906354515050167, 0.1923076923076923, 0.1939799331103679, 0.1956521739130435, 0.19732441471571907, 0.19899665551839466, 0.20066889632107024, 0.20234113712374582, 0.2040133779264214, 0.205685618729097, 0.20735785953177258, 0.20903010033444816, 0.21070234113712374, 0.21237458193979933, 0.2140468227424749, 0.2157190635451505, 0.21739130434782608, 0.21906354515050167, 0.22073578595317725, 0.22240802675585283, 0.22408026755852842, 0.225752508361204, 0.22742474916387959, 0.22909698996655517, 0.23076923076923075, 0.23244147157190634, 0.23411371237458192, 0.23578595317725753, 0.23745819397993312, 0.2391304347826087, 0.2408026755852843, 0.24247491638795987, 0.24414715719063546, 0.24581939799331104, 0.24749163879598662]","[173693.0, 4723.7456862325425, 3643.28465016469, 2846.9646476649473, 7099.295339905422, 5244.680475866683, 2910.963823863742, 4927.484397873321, 3419.9405421748365, 4219.903254085711, 4431.754533975873, 1983.0489312606217, 15258.741697158548, 5490.097356869183, 7658.260265568668, 7116.005955263215, 1719.8199398791553, 3090.955576046849, 2734.5020388817056, 2850.8593335599767, 1512.6595301490247, 1713.3561419317439, 3656.687156206578, 1490.1806858236673, 14601.28778731963, 2318.313036109618, 2087.3414575551406, 1042.90639689975, 5652.6194335100745, 2014.7787546575248, 3577.333508991994, 1873.1271510450788, 1462.6490684991952, 835.6852863714155, 1967.5498554816002, 4258.061602335783, 16211.127099687827, 3522.414143624731, 6038.6737649579245, 963.2708079724853, 3312.2887543798543, 4700.445964360407, 1073.7611035138075, 4692.342745777259, 2833.502381080617, 1954.9166330567434, 1657.7852306452291, 2437.85032234087, 12647.36582584437, 2298.8566088515954, 4380.178562473623, 2685.539209121137, 709.0878568900774, 5318.399052015993, 2985.73185855854, 3220.218878107455, 2215.0648910774094, 2433.951620378433, 3938.539433196999, 2581.5187639682977, 7251.958030467246, 5117.419818944423, 3335.8442925676736, 3672.5305926907577, 1660.4747210267496, 4294.988511865594, 3694.00524588624, 2852.807719889176, 4202.188209709613, 4388.695995643745, 2586.2002613328823, 2347.161208038079, 6636.348332279954, 2642.7396142899684, 90.1701365595119, 1631.0911325082448, 2548.8044784908607, 1711.3673509813957, 381.8268865769488, 3241.6924925203066, 3620.076005302834, 1392.5591072768118, 1373.5086989375243, 4231.057919972186, 2133.7856660803754, 4127.037484654637, 2767.5948244687315, 3703.9839046897528, 3088.2712096166038, 3131.3935286515193, 1656.3623011381592, 5064.76873326523, 3264.0944689777607, 3769.532621155373, 1452.6441988176182, 1539.2146217267891, 3933.9685966972856, 1207.3774317598536, 2990.845476178949, 1415.733403534862, 610.8682908642513, 631.2282760501693, 3808.9465483381855, 1079.5659387790586, 2988.123889400483, 4472.6116707457295, 1456.2194854071229, 2142.0926406936396, 1645.71655105192, 2411.384203038946, 568.686074295334, 518.0240010314009, 398.07049387859246, 3190.213868418301, 1183.9889010500026, 3229.5258916366656, 2102.4892149801367, 260.5195704383058, 1556.7856160243473, 1433.5598895094174, 1562.4528736761897, 1672.8835840276784, 1330.4557370705331, 1733.41480256905, 747.6902739427371, 766.7843911072307, 1773.3240894572778, 1546.6628532677837, 1919.94197120856, 1584.3867663304136, 3449.8247387861297, 2330.7222017685626, 866.3823692762492, 1638.3038278273582, 918.6347943219475, 459.2393248277994, 1065.9974648699392, 2522.452787690703, 2051.7385512963083, 1901.3999894588994, 1118.8393529321606, 1832.1099399722361, 886.5626595756949, 849.8026222606051, 2642.5700753456804, 1209.8916320021178, 1100.2998015060384, 1801.2951209022403, 480.7301338499952]",3.0,0.7,176.66666666666666,15,0.5,1974622.9287962788,0.09851259971005132,0.0990946979293194,13897012.4931065,2384592653.1305375,"[0.09375, 0.109375, 0.015625, 0.0625, 0.03125, 0.046875, 0.0625, 0.078125, 0.046875, 0.0625, 0.046875, 0.015625, 0.015625, 0.015625, 0.03125, 0.109375, 0.03125]",4,1974622.9287962788,0.015625,"[0.0, 0.015625, 0.03125, 0.046875, 0.0625, 0.078125, 0.09375, 0.109375, 0.125, 0.140625, 0.15625, 0.171875, 0.1875, 0.203125, 0.21875, 0.234375]","[97023.29474327507, 1974622.9287962788, 1700994.7399629056, 1515483.6211242592, 1629825.9475010347, 1442993.724394443, 990320.5723630473, 1002894.6573458943, 565079.2109512636, 543829.836558075, 520050.2417830976, 356532.47627752717, 201439.97112382588, 115251.73523492049, 201221.05926674217, 137754.49713814247]",3.0,0.3,tukey,64,32,176.66666666666666,15,24,320.1666666666666,7.333333333333314,592.9999999999999,"[8, 29, 54, 79, 105, 127, 156, 184, 225, 258, 291, 312, 334, 355, 376, 395, 415, 441, 475, 494, 521, 544, 567, 591]","[516.3333333333331, 121.99999999999989, 546.9999999999999, 207.99999999999986, 176.00000000000009, 228.0000000000001, 452.3333333333332, 217.99999999999986, 579.3333333333333, 397.99999999999994, 491.6666666666666, 146.66666666666657, 374.33333333333326, 524.6666666666666, 41.33333333333337, 148.3333333333334, 400.33333333333337, 89.3333333333332, 7.333333333333314, 592.9999999999999, 563.3333333333333, 130.3333333333334, 475.3333333333333, 252.99999999999991]","[0, 26, 49, 67, 98, 98, 151, 181, 151, 250, 250, 310, 298, 298, 375, 384, 397, 436, 448, 397, 497, 538, 548, 585]","[48, 30, 149, 98, 108, 132, 200, 200, 397, 262, 397, 318, 350, 397, 377, 397, 448, 448, 476, 596, 596, 548, 596, 596]",0.05,30,58345225.66666663,592.9999999999999,-592.9999999999999,DWT,txu.059172014718829,0.0,0.0,1.1368683772161603e-13,1.0,96,0.0,0.0,0.0,,5.4569682106375694e-12,1.1368683772161603e-13,0.0,0.0,1.430511474609375e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1641532182693481e-10,0.875,82.5,1.1368683772161603e-13,1.8189894035458565e-12,9.592326932761353e-14,7.450580596923828e-09,0.0,9.313225746154785e-10,0.0,0.0,9.313225746154785e-10,1.1368683772161603e-13,1.1368683772161603e-13,0.9583333333333334,91.5,0.0,0.0,0.0,0.0,5.587935447692871e-09,0.0,0.0,1.6582218724661308e-13,4.098645346738311e-26,0.970145427212155,0.999306476794043,0.00563247764232917,1.0,0.015745740116668412,0.0,1.5847586953019107e-13,1.5847586953019107e-13,1.0242601494344072e-13,1.0565057968679127e-13,9.170981818624966e-14,1.5272125444937879e-13,0.9090909090909092,0.9090909090909093,0.5,0.5,1.8310208798137783e-13,1.8310208798137783e-13,0.281818181818556,0.09031201239837257,56,1.490855029592196,0.9685579650980952,5,0,0,0.2167832167833041,0.2768247094602846,57,0,0,0.4272614459664803,0.9549161563759467,10,28.36664708185771,0.9702655690965852,32.0,11.92602279095834,0.9683612960786909,10,rbio,0.5545060993481752,1.0,0.31184573045627734,5,8.75,1.0850116897116828e-13,0.9999999999790514,9.414366216183757e-27,0.9586991631186131,0.9388991736246125,0.0004418601992051993,0.2964343062246149,0.0016463746934766601,0.0,8.990574847947221e-14,8.990574847947221e-14,6.196345182279292e-14,6.538599889416347e-14,7.457347666999882e-14,6.199445558023184e-14,0.909090909090909,0.9090909090909092,0.5,0.5,1.4285995470144624e-13,1.4285995470144624e-13,1.0,0.4818181818184125,0.15600758595495512,65,1.4641222871440611,0.8604118511449809,8,40.30508652763321,0.9788757408136094,36.5,14.246575342465754,0.9798728808889849,2,805.0592592592593,806.0,523.5350353875657,270,0.5587455819034767,0.9109890963064468,0.3355813637756323,2,2.0,1
dmey,1,smooth,0.603739712636711,59.75044159553754,194110695.4586162,0.6261398176291794,341.160818267248,598,raw,0.47426817630902407,,4.7326322061181525,1395533.1597756145,0.9920851479076643,6.19925372941511e-06,0.9999924284329003,0.4983277591973244,174583.38195720647,0.2084030972297289,0.16409804243237958,1227047.5857112044,102318459.610053,52,16321.044484864935,0.06020066889632107,"[0.0, 0.0016722408026755853, 0.0033444816053511705, 0.005016722408026756, 0.006688963210702341, 0.008361204013377926, 0.010033444816053512, 0.011705685618729096, 0.013377926421404682, 0.015050167224080268, 0.016722408026755852, 0.018394648829431436, 0.020066889632107024, 0.021739130434782608, 0.023411371237458192, 0.02508361204013378, 0.026755852842809364, 0.028428093645484948, 0.030100334448160536, 0.03177257525083612, 0.033444816053511704, 0.03511705685618729, 0.03678929765886287, 0.038461538461538464, 0.04013377926421405, 0.04180602006688963, 0.043478260869565216, 0.0451505016722408, 0.046822742474916385, 0.048494983277591976, 0.05016722408026756, 0.051839464882943144, 0.05351170568561873, 0.05518394648829431, 0.056856187290969896, 0.05852842809364548, 0.06020066889632107, 0.061872909698996656, 0.06354515050167224, 0.06521739130434782, 0.06688963210702341, 0.06856187290969899, 0.07023411371237458, 0.07190635451505016, 0.07357859531772575, 0.07525083612040134, 0.07692307692307693, 0.07859531772575251, 0.0802675585284281, 0.08193979933110368, 0.08361204013377926, 0.08528428093645485, 0.08695652173913043, 0.08862876254180602, 0.0903010033444816, 0.09197324414715718, 0.09364548494983277, 0.09531772575250835, 0.09698996655518395, 0.09866220735785954, 0.10033444816053512, 0.1020066889632107, 0.10367892976588629, 0.10535117056856187, 0.10702341137123746, 0.10869565217391304, 0.11036789297658862, 0.11204013377926421, 0.11371237458193979, 0.11538461538461538, 0.11705685618729096, 0.11872909698996656, 0.12040133779264214, 0.12207357859531773, 0.12374581939799331, 0.1254180602006689, 0.12709030100334448, 0.12876254180602006, 0.13043478260869565, 0.13210702341137123, 0.13377926421404682, 0.1354515050167224, 0.13712374581939799, 0.13879598662207357, 0.14046822742474915, 0.14214046822742474, 0.14381270903010032, 0.1454849498327759, 0.1471571906354515, 0.14882943143812707, 0.1505016722408027, 0.15217391304347827, 0.15384615384615385, 0.15551839464882944, 0.15719063545150502, 0.1588628762541806, 0.1605351170568562, 0.16220735785953178, 0.16387959866220736, 0.16555183946488294, 0.16722408026755853, 0.1688963210702341, 0.1705685618729097, 0.17224080267558528, 0.17391304347826086, 0.17558528428093645, 0.17725752508361203, 0.17892976588628762, 0.1806020066889632, 0.18227424749163879, 0.18394648829431437, 0.18561872909698995, 0.18729096989966554, 0.18896321070234112, 0.1906354515050167, 0.1923076923076923, 0.1939799331103679, 0.1956521739130435, 0.19732441471571907, 0.19899665551839466, 0.20066889632107024, 0.20234113712374582, 0.2040133779264214, 0.205685618729097, 0.20735785953177258, 0.20903010033444816, 0.21070234113712374, 0.21237458193979933, 0.2140468227424749, 0.2157190635451505, 0.21739130434782608, 0.21906354515050167, 0.22073578595317725, 0.22240802675585283, 0.22408026755852842, 0.225752508361204, 0.22742474916387959, 0.22909698996655517, 0.23076923076923075, 0.23244147157190634, 0.23411371237458192, 0.23578595317725753, 0.23745819397993312, 0.2391304347826087, 0.2408026755852843, 0.24247491638795987, 0.24414715719063546, 0.24581939799331104, 0.24749163879598662]","[174583.38195720647, 4894.616976684534, 3976.0001813754234, 2417.92533737658, 6761.954870783228, 5682.546912704504, 2369.5226808551233, 5189.539689682564, 3445.1013367872283, 3546.1528354137863, 4063.810238863382, 1893.4926235928262, 14519.579163533786, 5264.920914552707, 7998.284461657438, 7291.3545506107885, 1914.556391174439, 3140.1617814586166, 3275.432001000932, 2737.5076532866033, 1361.855983538686, 2328.8026628588864, 3467.6749838999153, 1523.5560354487457, 14166.803551873772, 2144.320562877573, 2196.3879548339, 709.4001883311657, 5922.245797617563, 2370.136753255686, 3403.0834583614464, 2429.9551466541197, 1676.7789203314715, 1219.603403498915, 1590.430699363391, 4689.3184765326505, 16321.044484864935, 3904.40285521676, 6149.815851364667, 928.5822186755387, 3331.714098710423, 4700.178968231465, 1385.2875937086235, 4574.199968800597, 2882.5800699075407, 2711.3880326434837, 1930.8041205603417, 2713.4874442334235, 13125.11673533903, 2278.023950001356, 4586.501771885272, 3611.659665628764, 550.889500206307, 5955.31155623207, 2955.5279203862415, 4120.093723910418, 2715.0840489123693, 3368.8784659555304, 4149.681775472135, 2785.2596522182866, 7882.904936409605, 5680.192209163684, 3786.449112778013, 4218.6662382445875, 2186.9839530588843, 4926.627086975627, 4949.282054713268, 3125.9510817193295, 5145.786685362211, 5777.333066791995, 3062.254325078663, 2465.73524663198, 7571.804953080737, 3278.461516665472, 261.16933506908686, 2127.5926682427844, 3055.7907094320044, 1959.9343232256394, 487.00540249099794, 4542.341195541085, 4745.04627974039, 2249.2038465938012, 2167.0788801511444, 5191.1838846017645, 2250.061079122857, 5236.744113193205, 3989.5128641817473, 5160.30097240725, 3958.260944785499, 4205.458831928523, 1549.9196577818175, 6620.908593246241, 4326.24678529926, 5725.809846943233, 1916.858314492239, 1878.6847418327595, 5534.071358903148, 2176.323617849335, 4403.956405048966, 2463.42862808803, 1036.532013437009, 984.7575096706812, 5438.706816597025, 2005.8201692661855, 4884.975242258542, 6705.169782500838, 2946.19638102361, 3197.68947273344, 2202.2285467787556, 3544.117191969312, 892.1643143905692, 205.9735130958751, 1016.6064088986641, 5518.1233648292855, 1652.7325380585694, 5217.199337706581, 3542.097936634791, 502.0147717711063, 3428.213712379546, 3112.5698027334333, 3533.6374144064316, 3472.1299947529656, 2359.105103771962, 4047.1898341040423, 1687.0757341083429, 1560.9859985667542, 4069.6036068097233, 3541.212631162638, 3907.0545551218906, 4234.114193569726, 6874.21937171378, 5229.181258773466, 1400.850920403648, 3321.865042906789, 2330.1730139508345, 1681.2240614202274, 2940.106450441862, 6028.462936636575, 3981.790329877951, 5208.312260671324, 2770.987472632011, 5806.543243437116, 2093.258633602401, 2523.331872929343, 6527.615051041996, 2659.576666349126, 2707.4037234108837, 4624.398381883476, 2194.954532420044]",3.0,0.7,101.68771787051965,15,0.5,3352092.5330305765,0.2433175155390997,0.16125854967388406,34864272.80650159,7074647761.643796,"[0.3125, 0.28125, 0.0625, 0.15625, 0.4375, 0.0625, 0.21875, 0.125, 0.0625, 0.375, 0.375, 0.4375, 0.375, 0.46875, 0.125, 0.09375, 0.15625, 0.375, 0.0625, 0.34375, 0.1875, 0.09375, 0.46875, 0.09375, 0.03125, 0.46875, 0.0625, 0.03125, 0.03125, 0.46875, 0.09375, 0.4375, 0.40625, 0.03125, 0.03125, 0.21875]",1,3352092.5330305765,0.09375,"[0.0, 0.03125, 0.0625, 0.09375, 0.125, 0.15625, 0.1875, 0.21875]","[1220220.4572924785, 2627087.753172079, 3224218.040720114, 3352092.5330305765, 2707318.8568538823, 1970166.171344955, 1464801.5105668488, 1258663.6914275007]",3.0,0.7,flattop,32,16,101.68771787051965,15,22,507.2620320293077,0.8147936733299161,756.5244942679109,"[9, 32, 53, 78, 105, 134, 155, 187, 224, 259, 290, 316, 354, 377, 403, 433, 452, 472, 493, 526, 562, 588]","[549.8292180009782, 292.54878261676544, 674.3344441517565, 556.022513121296, 490.9052668190492, 239.52919610964474, 507.02767797947996, 539.4666530715099, 756.5244942679109, 632.00748434509, 573.2520327257561, 521.6524134909865, 554.5532972874769, 578.8830937307255, 445.3509807975677, 449.50318485523127, 344.69224119349064, 0.8147936733299161, 697.1631334635391, 661.128044882572, 605.8323011933719, 488.74345686724365]","[2, 31, 49, 61, 97, 112, 150, 150, 49, 249, 267, 297, 297, 297, 398, 398, 447, 471, 398, 498, 546, 584]","[31, 34, 150, 150, 150, 136, 182, 188, 398, 398, 398, 351, 365, 398, 409, 447, 453, 473, 498, 546, 569, 597]",0.05,30,68346014.40214622,755.7957922005447,-755.7957922005447,DWT,txu.059172014718829,0.0,0.0,0.7957922005447244,1.0,88,0.0,0.0,0.18520632667008385,,5.2877484879736585,1.1256683929440783,7.790859745976375e-06,0.0,71854851.58450603,0.0,7.041379771580147e-05,0.0,0.0,92312.12607221305,0.0,0.8622821294803487,0.0,0.0,70.38195720646763,2517.865043865051,0.8636363636363636,74.5,1.1256683929440783,24.764704644769154,1.3395688596076538,120181.4021462202,3.0720625278091163e-06,15361.283830574248,0.8622821294803487,0.0,15361.283830574248,1.5244942679108817,0.7957922005447244,0.8181818181818182,70.0,0.0,0.0,0.0,0.0,170109.65112878382,0.0,1.189993720587812e-05,1.0,0.9999999999999999,0.0,0.0,0.346951856793037,0.23268200897380217,0.34937977445461704,0.9999999999995396,0.890200320771869,0.890200320771869,1.0,0.8902003207718738,0.9999999999998509,1.0,0.0,0.0,0.0,0.0,0.9999999999997143,0.9999999999997143,2.9792203528487313,0.9759227948060422,8,1.3063006417678862,0.8096850645171828,58,0,0,0.6669693047934176,0.8617458429552064,9,0,0,0.41843052003163667,0.8946716222565789,4,25.591339680967597,0.973174696351187,19.75,7.946717411988582,0.9762361951357612,1,dmey,0.16681047843242383,0.26537040911882237,0.8036215423616566,2,1.25,1.0,8.04981110602565e-06,0.9999999999999999,0.0,0.0,0.34824588604474727,0.4397777511733004,0.3521775629254172,0.6892295603332798,0.8902003207718688,0.8902003207718688,1.0,0.8902003207718739,0.9999999999998509,1.0,0.47474747474747464,0.6033057851239672,0.2037037037037037,0.4545454545454546,0.9999999999997143,0.9999999999997143,0.0,3.0596194627609132,0.9906721338839397,2,1.3909074836051922,0.8173861522691219,49,33.23401871576773,0.9825817511971867,25.5,3.8431372549019605,0.9846084856614865,1,1440.8333333333333,1712.5,574.6885857473033,18,1.0,1.0,0.0,7,2.5,2
