signal_type,wavelet,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,wavelet_psnr,signal_length,decomposition_levels,original_level,padded,emd_value,kl_divergence,change_point_indices,change_point_prominences,num_change_points,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,fft_frequency_max,fft_amplitude_max,fft_spectral_centroid,fft_spectral_bandwidth,fft_spectral_magnitude,fft_variance_magnitude,fft_num_peaks,fft_peak_amplitude,fft_dominant_frequency,fft_positive_frequencies,fft_positive_amplitudes,fft_snr_threshold,fft_stationarity_threshold,fft_dynamic_cutoff,fft_dynamic_cutoff_percentile,stft_frequency_max,stft_amplitude_max,stft_spectral_centroid,stft_spectral_bandwidth,stft_spectral_magnitude,stft_variance_magnitude,stft_peak_freq_over_time,stft_num_peaks,stft_peak_amplitude,stft_dominant_frequency,stft_positive_frequencies,stft_positive_amplitudes,stft_snr_threshold,stft_stationarity_threshold,stft_window,stft_nperseg,stft_noverlap,stft_dynamic_cutoff,stft_dynamic_cutoff_percentile,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,prominence_threshold,distance_factor,max_autocorrelation,upper_envelope,lower_envelope,wavelet_type,htid,stft_amplitude_max_diff,stft_frequency_max_diff,avg_prominence_diff,fft_variance_magnitude_diff,stft_noverlap_diff,prominence_max_diff,stft_spectral_magnitude_diff,upper_envelope_diff,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,stft_num_peaks_diff,fft_peak_amplitude_diff,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,stft_window_diff,stft_nperseg_diff,prominence_threshold_diff,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,stft_dominant_frequency_diff,relative_num_peaks_diff,max_autocorrelation_diff,stft_variance_magnitude_diff,fft_amplitude_max_diff,fft_dominant_frequency_diff,fft_snr_threshold_diff,stft_stationarity_threshold_diff,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,stft_dynamic_cutoff_percentile_diff,lower_envelope_diff,fft_stationarity_threshold_diff,stft_dynamic_cutoff_diff,fft_frequency_max_diff,fft_num_peaks_diff,fft_dynamic_cutoff_percentile_diff,fft_dynamic_cutoff_diff,prominence_min_diff,fft_spectral_centroid_diff,stft_peak_amplitude_diff,fft_spectral_bandwidth_diff,stft_spectral_bandwidth_diff,fft_spectral_magnitude_diff,distance_factor_diff,stft_snr_threshold_diff,stft_spectral_centroid_diff,emd_value_normalized,smoothness_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,correlation_normalized,avg_variance_across_levels_normalized,prominence_min_diff_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,relative_num_peaks_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_right_bases_array_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,relative_left_bases_array_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,relative_peaks_array_alignment_score_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_signal_weighted_score,reconstruction_signal_normalized_weighted_score,reconstruction_signal_normalized_weighted_rank,wavelet_signal_weighted_score,wavelet_signal_normalized_weighted_score,wavelet_signal_normalized_weighted_rank,reconstruction_signal_num_missing_metrics,reconstruction_signal_missing_metrics_count,reconstruction_signal_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_rank,wavelet_signal_num_missing_metrics,wavelet_signal_missing_metrics_count,wavelet_signal_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank
smoothed,rbio3.1,4801426.348610893,0.6303724928366762,203.55588976034318,9.947774611645404,698,1,False,False,215.38766491653337,,"[18, 64, 91, 119, 145, 173, 201, 236, 259, 289, 317, 363, 403, 427, 451, 481, 526, 557, 582, 622, 667, 690]","[1337.3156999190583, 511.8274584488628, 1434.189328941615, 115.25840533340727, 1542.671294288651, 599.8622527065878, 1674.0753044591509, 1504.4286025394786, 1823.6873142452046, 1090.7122099802493, 1427.5896656505404, 1388.1684625993905, 1447.4475810888625, 497.9799506506259, 1212.747055300028, 1835.4724272649808, 1569.894905364333, 1289.5270666238673, 1675.960922542315, 1437.4891605871521, 1584.095966553163, 917.7067508499406]",22,9.277110685534291,216725.35960327246,1.0,1.250335713888519e-05,0.67454963854414,0.498567335243553,488104.025940054,0.11316962501348642,0.11969381561145043,2805104.0313742897,749935389.716333,56,93598.1165389954,0.01862464183381089,"[0.0, 0.0014326647564469914, 0.0028653295128939827, 0.004297994269340974, 0.0057306590257879654, 0.007163323782234957, 0.008595988538681949, 0.010028653295128939, 0.011461318051575931, 0.012893982808022923, 0.014326647564469913, 0.015759312320916905, 0.017191977077363897, 0.01862464183381089, 0.020057306590257878, 0.02148997134670487, 0.022922636103151862, 0.024355300859598854, 0.025787965616045846, 0.027220630372492834, 0.028653295128939826, 0.03008595988538682, 0.03151862464183381, 0.0329512893982808, 0.034383954154727794, 0.03581661891117478, 0.03724928366762178, 0.03868194842406877, 0.040114613180515755, 0.04154727793696275, 0.04297994269340974, 0.044412607449856735, 0.045845272206303724, 0.04727793696275071, 0.04871060171919771, 0.050143266475644696, 0.05157593123209169, 0.05300859598853868, 0.05444126074498567, 0.055873925501432664, 0.05730659025787965, 0.05873925501432665, 0.06017191977077364, 0.061604584527220625, 0.06303724928366762, 0.06446991404011461, 0.0659025787965616, 0.0673352435530086, 0.06876790830945559, 0.07020057306590258, 0.07163323782234957, 0.07306590257879655, 0.07449856733524356, 0.07593123209169055, 0.07736389684813753, 0.07879656160458452, 0.08022922636103151, 0.08166189111747851, 0.0830945558739255, 0.08452722063037249, 0.08595988538681948, 0.08739255014326647, 0.08882521489971347, 0.09025787965616046, 0.09169054441260745, 0.09312320916905444, 0.09455587392550142, 0.09598853868194843, 0.09742120343839542, 0.0988538681948424, 0.10028653295128939, 0.10171919770773638, 0.10315186246418338, 0.10458452722063037, 0.10601719197707736, 0.10744985673352435, 0.10888252148997134, 0.11031518624641834, 0.11174785100286533, 0.11318051575931232, 0.1146131805157593, 0.1160458452722063, 0.1174785100286533, 0.11891117478510028, 0.12034383954154727, 0.12177650429799426, 0.12320916905444125, 0.12464183381088825, 0.12607449856733524, 0.12750716332378223, 0.12893982808022922, 0.1303724928366762, 0.1318051575931232, 0.13323782234957018, 0.1346704871060172, 0.1361031518624642, 0.13753581661891118, 0.13896848137535817, 0.14040114613180515, 0.14183381088825214, 0.14326647564469913, 0.14469914040114612, 0.1461318051575931, 0.1475644699140401, 0.1489971346704871, 0.1504297994269341, 0.1518624641833811, 0.15329512893982808, 0.15472779369627507, 0.15616045845272206, 0.15759312320916904, 0.15902578796561603, 0.16045845272206302, 0.16189111747851, 0.16332378223495703, 0.16475644699140402, 0.166189111747851, 0.167621776504298, 0.16905444126074498, 0.17048710601719197, 0.17191977077363896, 0.17335243553008595, 0.17478510028653294, 0.17621776504297992, 0.17765042979942694, 0.17908309455587393, 0.18051575931232092, 0.1819484240687679, 0.1833810888252149, 0.18481375358166188, 0.18624641833810887, 0.18767908309455586, 0.18911174785100285, 0.19054441260744986, 0.19197707736389685, 0.19340974212034384, 0.19484240687679083, 0.19627507163323782, 0.1977077363896848, 0.1991404011461318, 0.20057306590257878, 0.20200573065902577, 0.20343839541547276, 0.20487106017191978, 0.20630372492836677, 0.20773638968481375, 0.20916905444126074, 0.21060171919770773, 0.21203438395415472, 0.2134670487106017, 0.2148997134670487, 0.21633237822349569, 0.21776504297994267, 0.2191977077363897, 0.22063037249283668, 0.22206303724928367, 0.22349570200573066, 0.22492836676217765, 0.22636103151862463, 0.22779369627507162, 0.2292263610315186, 0.2306590257879656, 0.2320916905444126, 0.2335243553008596, 0.2349570200573066, 0.23638968481375358, 0.23782234957020057, 0.23925501432664756, 0.24068767908309455, 0.24212034383954154, 0.24355300859598852, 0.2449856733524355, 0.2464183381088825, 0.24785100286532952]","[488104.025940054, 12561.044489761194, 5905.683756556554, 12561.101601073105, 13766.735515867762, 13341.436703830648, 7133.600429369892, 5325.431998977275, 16074.750083987461, 13573.19460459446, 6884.349660009136, 6695.088264345374, 24881.784432453707, 93598.1165389954, 21630.649146254204, 15809.174156858462, 18943.997402351775, 7626.236264552157, 3610.835173889955, 14609.836094890728, 6276.240546614562, 12438.575191412745, 10366.35505943236, 10754.867404885195, 37108.20700145414, 45782.568885678666, 82945.29529179049, 25385.66007856324, 8519.493447345889, 10609.445898563028, 6404.222022022152, 11087.009378869487, 15054.14677920482, 5875.468668278529, 6824.066182966184, 11779.986864454184, 6716.862395241397, 10969.558306404173, 10440.368766200763, 23757.15425015593, 11329.089240587, 4317.002838835647, 2301.738567323724, 4711.988349513618, 15896.118513036403, 10156.845204235698, 1450.673838695955, 15832.983033826273, 10739.705367869969, 13073.412531627118, 34522.53546516817, 26565.96830509047, 22282.656690612526, 26155.280136671954, 29520.62183802338, 9843.882674729919, 18587.791615617538, 9335.503177149825, 9997.670724600903, 5460.489072101885, 26710.37504461475, 20241.65135892239, 2972.0559387816793, 34359.4219398956, 15833.885690031331, 20675.641702008565, 18260.52183463061, 13543.813463289422, 5825.904628552704, 2302.563661431794, 16168.005602841553, 2529.769029083985, 14580.742020380809, 13921.428434723055, 17321.644469757965, 10985.08133525907, 21901.351095056765, 23829.94372429087, 12616.230999228696, 7436.153432467341, 8112.710417808473, 3877.599947283826, 4690.591741259748, 5576.107198232179, 2448.3302801642903, 8427.015472129313, 12110.903137779158, 14911.89208995495, 7691.474816479555, 33346.825012538444, 21662.155141560765, 32312.079065103928, 12502.36647507584, 14341.422755400627, 11440.816250537475, 6135.303554241506, 10143.277291962662, 11443.84935617297, 12567.303039809573, 5039.420766151194, 4441.178511456193, 6676.792136572952, 17121.58958224966, 7355.968589566838, 6484.5513150270035, 9251.36052931836, 6830.458794784062, 7844.790558049121, 5199.493096865567, 9039.185726353466, 7393.633516360968, 7382.405037347783, 6607.340144058776, 5988.580420893544, 4652.7805881083295, 9493.28649817989, 9787.300211073783, 5256.287132562243, 5976.160113874021, 5029.8134989813025, 12174.46574482487, 14791.287191549538, 824.8550142422843, 3993.1774279212796, 13305.912950114132, 6350.979201874987, 9686.70627097545, 9876.849374700327, 12184.519149266043, 10424.678166319578, 8132.145537063794, 10814.78779032347, 6906.604503171915, 6224.19827220639, 16768.125746087164, 7124.468361559622, 5630.16853540039, 7069.830196218983, 385.3350929695163, 9827.656313587195, 7516.327517019429, 3812.6318903024776, 2742.505746012213, 6910.431696145279, 3818.300894880994, 3318.9949752912235, 3839.036461625279, 7806.2407009450935, 7655.601968419658, 6906.822442230979, 8085.6423104009655, 1694.0013558692028, 9488.860117387698, 6851.956236389932, 7165.874854800729, 7027.683191005053, 4706.612008954022, 2853.8363696194842, 4397.076674066784, 2719.0560578407385, 11532.356716949052, 4181.601232069061, 4248.312219702412, 8253.245722252734, 2045.2417387497242, 3180.3201082371384, 8021.950694902913, 2357.6357956752718, 4131.612569371587, 2871.3300769139405, 3849.298205743679, 3042.383116944654, 1955.8387391098283, 3585.034053683531]",3.0,0.7,151.04390101795641,15,0.5,52993146.23668861,0.07184815542046373,0.06869455757162483,248351697.51629528,670953120489.9895,"[0.015625, 0.015625, 0.03125, 0.015625, 0.03125, 0.03125, 0.03125, 0.03125, 0.03125, 0.03125, 0.09375, 0.03125, 0.015625, 0.015625, 0.078125, 0.09375, 0.03125, 0.078125, 0.015625, 0.03125]",5,52993146.23668861,0.03125,"[0.0, 0.015625, 0.03125, 0.046875, 0.0625, 0.078125, 0.09375, 0.109375, 0.125, 0.140625, 0.15625, 0.171875, 0.1875, 0.203125, 0.21875, 0.234375]","[4386301.012656035, 49845214.83791245, 52993146.23668861, 28769133.84302685, 13511501.492651233, 22165997.313827258, 18281315.997118548, 10054359.243397687, 14866994.69097977, 9005618.532243138, 3318675.408729788, 4635573.906692824, 5091781.460267555, 2077657.6770395187, 2673149.4202653784, 1463541.9540585382]",3.0,0.3,tukey,64,32,151.04390101795641,15,22,1346.7973590304227,115.25840533340727,1970.6476736018087,"[18, 64, 91, 119, 145, 173, 201, 236, 259, 289, 317, 363, 403, 427, 451, 481, 526, 557, 582, 622, 667, 690]","[1337.3156999190583, 511.8274584488628, 1446.5636976123797, 115.25840533340727, 1692.2243785096061, 599.8622527065878, 1833.115404661025, 1631.0007163718706, 1970.6476736018087, 1323.1146387302279, 1586.8065425477114, 1459.4094708039352, 1545.7354236737926, 497.9799506506259, 1212.747055300028, 1961.7499132718783, 1667.0631622123842, 1374.4977314964508, 1788.6855285764705, 1473.9051598182593, 1682.3248835729942, 917.7067508499406]","[10, 51, 51, 101, 101, 156, 187, 214, 187, 270, 298, 321, 321, 426, 432, 187, 510, 537, 563, 586, 641, 672]","[101, 72, 101, 120, 187, 176, 242, 242, 298, 298, 321, 378, 432, 432, 463, 693, 563, 563, 693, 641, 693, 693]",0.05,30,473211596.3749997,1838.0062265642325,-1838.0062265642325,SWT,mdp.39015056038063,28132261.65657193,0.0,632.0890256970894,379461737.8388402,0.0,772.981006935142,147555674.61617157,640.3395598975658,0.0,-13.0,0.0,28079.580402114538,0.0,-13.0,,0.0,0.0,0.0,-13.0,0.0,2.0,248866302.70833325,531839543173.9559,142962.35927338724,0.0,0.0,0.0,632.0890256970894,12476.5418986693,632.0890256970896,0.0,640.3395598975658,0.0,19.42723435128977,0.0,0.0,0.0,19.42723435128977,102.9250720000739,0.0076820851927352635,28132261.65657193,0.0028906534700041814,0.002578086827122003,1076422.0099015187,0.0,0.0,0.00960600282842032,1.0,0.0,0.46533539324222567,0.9999999999999999,1.0,0.03999999999999987,0.7556570777606528,1.0,0.4070377889970229,1.0,1.0,1.0,0.9715430898412052,0.9826101797338493,0.6666666666666666,1.0,0.0,0.0,0.004566210045662107,0.0,0.6992414030624678,0.6992414030624678,0.0,0.0045662100456621,3.0469210623919865,1.0,1,2.2974640670495967,1.0,1,0,0,0.5272170594659378,1.0,1,0,0,0.6576240588753598,1.0,1,0.0,1.0,1.0,1.0,0.9952830188679245,1,rbio,52.13333333333333,48.0,39.48031456428936,15,0.6995001315443304,1.0,0.21034990791896868,4,1.75
smoothed,rbio4.4,413225.35745710373,0.663323782234957,62.797107084008914,13.992549510047901,698,1,False,False,205.27590929539213,,"[19, 66, 93, 124, 147, 174, 203, 238, 261, 291, 318, 342, 375, 398, 421, 457, 483, 528, 558, 583, 613, 636, 669, 692]","[1336.1802558344107, 846.2195608519039, 1289.6340710664028, 632.9432914686115, 1432.5629683087286, 454.5466441183077, 1661.7101620963244, 1446.4461070700881, 1738.6255207579002, 1157.2783651488937, 1258.821422026671, 650.4294539465548, 1304.156475239253, 321.56149533001724, 1363.4409025397777, 184.93791960755368, 1653.2504244345357, 1334.4868566949497, 1202.8802663100773, 1552.0983395829185, 273.63560218982684, 1323.420406406625, 1604.0850757689095, 519.3778757234055]",24,8.915103880204525,202098.55924080402,1.0,1.954881829518376e-05,0.9884112656341918,0.498567335243553,488104.0259400541,0.10407010378892848,0.12320458999202306,2402420.2547642617,741549635.4182464,56,92934.14156667812,0.01862464183381089,"[0.0, 0.0014326647564469914, 0.0028653295128939827, 0.004297994269340974, 0.0057306590257879654, 0.007163323782234957, 0.008595988538681949, 0.010028653295128939, 0.011461318051575931, 0.012893982808022923, 0.014326647564469913, 0.015759312320916905, 0.017191977077363897, 0.01862464183381089, 0.020057306590257878, 0.02148997134670487, 0.022922636103151862, 0.024355300859598854, 0.025787965616045846, 0.027220630372492834, 0.028653295128939826, 0.03008595988538682, 0.03151862464183381, 0.0329512893982808, 0.034383954154727794, 0.03581661891117478, 0.03724928366762178, 0.03868194842406877, 0.040114613180515755, 0.04154727793696275, 0.04297994269340974, 0.044412607449856735, 0.045845272206303724, 0.04727793696275071, 0.04871060171919771, 0.050143266475644696, 0.05157593123209169, 0.05300859598853868, 0.05444126074498567, 0.055873925501432664, 0.05730659025787965, 0.05873925501432665, 0.06017191977077364, 0.061604584527220625, 0.06303724928366762, 0.06446991404011461, 0.0659025787965616, 0.0673352435530086, 0.06876790830945559, 0.07020057306590258, 0.07163323782234957, 0.07306590257879655, 0.07449856733524356, 0.07593123209169055, 0.07736389684813753, 0.07879656160458452, 0.08022922636103151, 0.08166189111747851, 0.0830945558739255, 0.08452722063037249, 0.08595988538681948, 0.08739255014326647, 0.08882521489971347, 0.09025787965616046, 0.09169054441260745, 0.09312320916905444, 0.09455587392550142, 0.09598853868194843, 0.09742120343839542, 0.0988538681948424, 0.10028653295128939, 0.10171919770773638, 0.10315186246418338, 0.10458452722063037, 0.10601719197707736, 0.10744985673352435, 0.10888252148997134, 0.11031518624641834, 0.11174785100286533, 0.11318051575931232, 0.1146131805157593, 0.1160458452722063, 0.1174785100286533, 0.11891117478510028, 0.12034383954154727, 0.12177650429799426, 0.12320916905444125, 0.12464183381088825, 0.12607449856733524, 0.12750716332378223, 0.12893982808022922, 0.1303724928366762, 0.1318051575931232, 0.13323782234957018, 0.1346704871060172, 0.1361031518624642, 0.13753581661891118, 0.13896848137535817, 0.14040114613180515, 0.14183381088825214, 0.14326647564469913, 0.14469914040114612, 0.1461318051575931, 0.1475644699140401, 0.1489971346704871, 0.1504297994269341, 0.1518624641833811, 0.15329512893982808, 0.15472779369627507, 0.15616045845272206, 0.15759312320916904, 0.15902578796561603, 0.16045845272206302, 0.16189111747851, 0.16332378223495703, 0.16475644699140402, 0.166189111747851, 0.167621776504298, 0.16905444126074498, 0.17048710601719197, 0.17191977077363896, 0.17335243553008595, 0.17478510028653294, 0.17621776504297992, 0.17765042979942694, 0.17908309455587393, 0.18051575931232092, 0.1819484240687679, 0.1833810888252149, 0.18481375358166188, 0.18624641833810887, 0.18767908309455586, 0.18911174785100285, 0.19054441260744986, 0.19197707736389685, 0.19340974212034384, 0.19484240687679083, 0.19627507163323782, 0.1977077363896848, 0.1991404011461318, 0.20057306590257878, 0.20200573065902577, 0.20343839541547276, 0.20487106017191978, 0.20630372492836677, 0.20773638968481375, 0.20916905444126074, 0.21060171919770773, 0.21203438395415472, 0.2134670487106017, 0.2148997134670487, 0.21633237822349569, 0.21776504297994267, 0.2191977077363897, 0.22063037249283668, 0.22206303724928367, 0.22349570200573066, 0.22492836676217765, 0.22636103151862463, 0.22779369627507162, 0.2292263610315186, 0.2306590257879656, 0.2320916905444126, 0.2335243553008596, 0.2349570200573066, 0.23638968481375358, 0.23782234957020057, 0.23925501432664756, 0.24068767908309455, 0.24212034383954154, 0.24355300859598852, 0.2449856733524355, 0.2464183381088825, 0.24785100286532952]","[488104.0259400541, 12560.51540724977, 5904.688808517139, 12556.340638174535, 13757.460563299437, 13327.394945189788, 7122.791307043743, 5314.451739282648, 16031.473705351116, 13526.962726635718, 6855.411690246318, 6661.050521263974, 24731.31074131797, 92934.14156667812, 21452.78474150887, 15660.030366359228, 18740.78041499003, 7533.941575624888, 3561.8767871587897, 14389.280149269105, 6171.333671127229, 12209.531421309894, 10157.024489533243, 10517.69654474194, 36217.940171249815, 44591.81190678737, 80614.06586487687, 24616.96373736724, 8242.321138605856, 10239.550417078517, 6165.518465726008, 10646.21403881737, 14417.066524463917, 5611.3269188078975, 6498.764609015182, 11185.593020885422, 6358.713989558231, 10352.434747338988, 9821.583088673427, 22275.83686432594, 10586.93163086347, 4020.2621661755006, 2135.926400600563, 4356.662875404447, 14642.707983701055, 9320.31757994286, 1326.0018694139164, 14414.527520075157, 9737.648487540047, 11804.16961719905, 31038.05852386439, 23780.63799294643, 19857.81176295102, 23203.363473120837, 26067.825858562624, 8651.553867634753, 16257.904163906209, 8125.392735299671, 8658.37186400592, 4705.012489776489, 22896.1414683773, 17260.07948801634, 2520.7518137195916, 28983.927614554166, 13283.102897239221, 17247.828692883577, 15146.60211995018, 11169.488673962036, 4776.505060960685, 1876.6268287956275, 13098.080772657418, 2036.9637587504087, 11668.106007162329, 11071.101379694315, 13688.358824815848, 8625.628717502299, 17086.563916819614, 18470.36731448458, 9714.590332616026, 5688.013394245297, 6164.1362351706, 2926.4521857594787, 3516.075222228786, 4151.408557370597, 1810.3056236164216, 6188.1236809543725, 8831.876182348784, 10799.17805240418, 5531.485502311611, 23815.303312800334, 15362.81207238753, 22756.327442650687, 8743.824965060072, 9960.479836132243, 7891.033360094023, 4202.572116572316, 6900.436294041975, 7732.3232544697985, 8434.197758480475, 3359.4963943434873, 2941.1396241111584, 4392.837700833333, 11192.35429365544, 4778.171074071906, 4185.958447389724, 5935.62948942529, 4356.26901538892, 4974.067501844717, 3278.107133359398, 5667.532349745084, 4611.055367975009, 4580.338064173111, 4079.1287076552235, 3679.5419701325436, 2845.7958386678965, 5781.29574313205, 5935.9318094926575, 3175.602081039588, 3597.470804531763, 3017.6249881764393, 7281.399856136672, 8821.41969826487, 490.6774176845522, 2369.973614688407, 7881.308974039454, 3755.319865798082, 5719.523797622688, 5825.126688659409, 7180.00377066884, 6139.5205182062655, 4788.046367556115, 6367.630191234861, 4067.759268660439, 3667.9864886350983, 9890.166464087179, 4206.931037537467, 3329.2384996777523, 4187.522585983062, 228.6770435435152, 5844.909224169272, 4481.071442549819, 2279.031523867209, 1644.0665036269065, 4155.4349620130215, 2303.614956317641, 2009.3678627500512, 2332.751790872981, 4761.650846766559, 4688.51861671843, 4247.585433707397, 4993.995876742266, 1050.9328675735412, 5913.6559011221, 4290.28458956087, 4508.31806989754, 4442.948062180563, 2990.3142004426645, 1822.293330165055, 2822.0283625045568, 1754.070098072985, 7478.211575516507, 2725.767954267329, 2783.82117051888, 5436.718823550943, 1354.4067660237365, 2117.237692759663, 5368.7345329115105, 1586.1991119300735, 2794.36208840316, 1952.1747452605573, 2630.736988317215, 2090.0442881799827, 1350.5276170468069, 2488.132616434419]",3.0,0.7,198.20428074317985,15,0.5,50604681.00733228,0.06002880629640114,0.06452456973529769,199837652.5288787,571722822951.0013,"[0.015625, 0.015625, 0.03125, 0.015625, 0.03125, 0.03125, 0.03125, 0.03125, 0.03125, 0.03125, 0.015625, 0.03125, 0.015625, 0.015625, 0.078125, 0.09375, 0.03125, 0.015625, 0.015625, 0.03125]",5,50604681.00733228,0.03125,"[0.0, 0.015625, 0.03125, 0.046875, 0.0625, 0.078125, 0.09375, 0.109375, 0.125, 0.140625, 0.15625, 0.171875, 0.1875, 0.203125, 0.21875, 0.234375]","[4149099.359642537, 47203941.110433765, 50604681.00733228, 27158417.454917412, 11563613.71740277, 17080408.553268384, 12496076.629903777, 5906080.553972248, 7787370.785650338, 4491050.676341145, 1398495.3046537268, 1800878.6692029515, 1843506.8315635, 822970.9851081279, 1080660.3827068007, 625110.9870560106]",3.0,0.3,tukey,64,32,198.20428074317985,15,24,1108.878612373591,184.93791960755368,1765.0070105397342,"[19, 66, 93, 124, 147, 174, 203, 238, 261, 291, 318, 342, 375, 398, 421, 457, 483, 528, 558, 583, 613, 636, 669, 692]","[1336.1802558344107, 846.2195608519039, 1289.6340710664028, 632.9432914686115, 1432.5629683087286, 454.5466441183077, 1682.8547530719213, 1446.4461070700881, 1765.0070105397342, 1157.2783651488937, 1258.821422026671, 650.4294539465548, 1304.156475239253, 321.56149533001724, 1363.4409025397777, 184.93791960755368, 1676.0815781206495, 1334.4868566949497, 1202.8802663100773, 1552.0983395829185, 273.63560218982684, 1323.420406406625, 1604.0850757689095, 519.3778757234055]","[0, 53, 53, 103, 0, 163, 0, 217, 217, 272, 272, 329, 272, 381, 272, 435, 435, 487, 539, 565, 592, 592, 565, 685]","[103, 80, 103, 127, 163, 178, 217, 244, 435, 300, 329, 356, 381, 399, 435, 460, 695, 565, 565, 592, 616, 643, 695, 695]",0.05,30,447609353.3261579,1747.4960776459425,-1747.4960776459425,SWT,mdp.39015056038063,25743796.427215602,0.0,394.1702790402577,371075983.54075354,0.0,567.3403438730675,99041629.62875497,549.8294109792757,0.875,82.5,0.0,27415.605429797266,0.375,31.5,,0.0,0.0,0.2916666666666667,19.5,0.0,0.0,223264059.65949148,432609245634.9677,142962.35927338735,0.0,0.0,0.0,394.1702790402577,9460.086696966187,394.1702790402581,0.0,549.8294109792757,0.0,66.5876140765132,0.0,0.0,0.0,66.5876140765132,172.6045862742203,0.0014174360318226775,25743796.427215602,0.0006201209105684558,0.0015919010092051433,673738.2332914907,0.0,0.0,0.0022133462956422725,0.04340138195891055,0.9062003756135459,0.9659998652696448,0.20203695287964615,0.04731982314618196,0.5,0.9912993637268365,0.4474144065003075,0.6833293998146222,0.43079825013217254,0.43079825013217254,0.388505043572024,0.5997370547818575,0.41439972000751885,0.0,0.4282442183156258,0.2981651376146789,0.2916666666666667,0.410958904109589,0.375,0.4067556101653711,0.4067556101653711,0.875,0.8767123287671234,1.951843560306465,0.6405953814813206,12,1.7646443425372955,0.7680835438716792,3,0,0,0.4573016371402996,0.8673877844611831,14,0,0,0.5129590211368841,0.7800186355926886,4,5.560275772537426,0.9475445681836092,8.25,5.419354838709677,0.934857189752182,2,rbio,52.13333333333333,48.0,39.48031456428936,15,0.6995001315443304,1.0,0.21034990791896868,4,2.5
