signal_type,wavelet,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,wavelet_psnr,signal_length,scales_used,emd_value,kl_divergence,is_complex,change_point_indices,change_point_prominences,num_change_points,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,prominence_threshold,distance_factor,max_autocorrelation,upper_envelope,lower_envelope,fft_frequency_max,fft_amplitude_max,fft_spectral_centroid,fft_spectral_bandwidth,fft_spectral_magnitude,fft_variance_magnitude,fft_num_peaks,fft_peak_amplitude,fft_dominant_frequency,fft_positive_frequencies,fft_positive_amplitudes,fft_snr_threshold,fft_stationarity_threshold,fft_dynamic_cutoff,fft_dynamic_cutoff_percentile,wavelet_type,htid,max_autocorrelation_diff,fft_amplitude_max_diff,fft_dominant_frequency_diff,prominence_max_diff,fft_variance_magnitude_diff,avg_prominence_diff,upper_envelope_diff,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,fft_snr_threshold_diff,lower_envelope_diff,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,fft_peak_amplitude_diff,fft_stationarity_threshold_diff,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,fft_frequency_max_diff,fft_num_peaks_diff,fft_dynamic_cutoff_percentile_diff,prominence_min_diff,fft_dynamic_cutoff_diff,fft_spectral_centroid_diff,fft_spectral_bandwidth_diff,prominence_threshold_diff,distance_factor_diff,fft_spectral_magnitude_diff,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,relative_num_peaks_diff,emd_value_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,correlation_normalized,avg_variance_across_levels_normalized,kl_divergence_normalized,prominence_min_diff_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,relative_num_peaks_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_right_bases_array_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,relative_left_bases_array_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,relative_peaks_array_alignment_score_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_signal_weighted_score,reconstruction_signal_normalized_weighted_score,reconstruction_signal_normalized_weighted_rank,wavelet_signal_weighted_score,wavelet_signal_normalized_weighted_score,wavelet_signal_normalized_weighted_rank,reconstruction_signal_num_missing_metrics,reconstruction_signal_missing_metrics_count,reconstruction_signal_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_rank,wavelet_signal_num_missing_metrics,wavelet_signal_missing_metrics_count,wavelet_signal_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank,across_emd_value_normalized,across_wavelet_psnr_normalized,across_wavelet_entropy_normalized,across_wavelet_energy_entropy_normalized,across_wavelet_sparsity_normalized,across_correlation_normalized,across_avg_variance_across_levels_normalized,across_kl_divergence_normalized,across_prominence_min_diff_normalized,across_avg_prominence_diff_normalized,across_relative_prominences_avg_diff_normalized,across_relative_prominences_wasserstein_normalized,across_relative_prominences_total_diff_normalized,across_prominence_max_diff_normalized,across_relative_num_peaks_diff_normalized,across_max_autocorrelation_diff_normalized,across_relative_right_bases_global_alignment_score_normalized,across_relative_right_bases_array_alignment_score_normalized,across_relative_left_bases_global_alignment_score_normalized,across_relative_left_bases_array_alignment_score_normalized,across_upper_envelope_diff_normalized,across_lower_envelope_diff_normalized,across_relative_peaks_array_alignment_score_normalized,across_relative_peaks_global_alignment_score_normalized,across_reconstruction_signal_weighted_score,across_reconstruction_signal_normalized_weighted_score,across_reconstruction_signal_normalized_weighted_rank,across_wavelet_signal_weighted_score,across_wavelet_signal_normalized_weighted_score,across_wavelet_signal_normalized_weighted_rank,across_rank_variability,across_normalized_rank_stability,across_average_rank,across_harmonic_average_rank,across_stability_score_weighted,across_stability_rank,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,across_normalized_family_mean_rank,across_normalized_family_std_dev,across_final_family_stability_score,across_final_family_stability_rank,across_family_informed_rank,across_top_wavelet_rank
raw,gaus8,2590070326.0907674,0.6866883116883117,699.8456418984002,-31.877579433149606,616,127,41370.64012805937,,False,"[15, 35, 82, 107, 135, 159, 182, 209, 230, 251, 289, 317, 344, 370, 390, 415, 436, 479, 504, 533, 555, 575, 597]","[302.9089049338945, 130066.01819651737, 50169.24163679773, 8029.65573000924, 10988.629272931175, 35866.879806789766, 85197.7912708629, 25248.02381864836, 77544.18165464945, 20818.235223456984, 41550.387103758105, 46244.41689017192, 11817.940582726778, 76227.15227113872, 336.5983514562872, 24291.8720081494, 56816.24939992325, 29550.028623035094, 51712.01819404382, 34119.62815204424, 10057.80907722003, 1951.7604769281897, 113754.16174967465]",23,15.189353297225505,490263.32316324563,0.01751847393277731,1.8404599878849193e-07,0.2739562003737496,22,44295.21628040417,302.9089049338945,156302.31385241705,"[15, 35, 97, 122, 147, 167, 209, 230, 251, 273, 309, 335, 359, 386, 415, 436, 458, 490, 524, 555, 575, 597]","[302.9089049338945, 143235.8133484283, 80002.14296027462, 21007.68692312638, 3976.0516457055783, 35866.879806789766, 25248.02381864836, 156302.31385241705, 20818.235223456984, 17041.108570618522, 41550.387103758105, 67246.71651166235, 7221.562452694619, 19197.171848503815, 24291.8720081494, 110080.34977471016, 11672.145336111695, 29550.028623035094, 34119.62815204424, 10057.80907722003, 1951.7604769281897, 113754.16174967465]","[0, 0, 82, 107, 145, 159, 182, 182, 239, 262, 289, 317, 356, 370, 370, 370, 453, 479, 504, 504, 370, 182]","[16, 182, 182, 182, 159, 182, 215, 370, 370, 317, 317, 370, 370, 396, 425, 504, 504, 504, 533, 559, 576, 615]",0.05,30,1766461585497.1836,140546.0972636794,-140546.0972636794,,,,,,,,,,,,,,,,CWT,inu.32000013025053,,,,154944.31385241705,,43178.807189495084,139188.0972636794,43178.807189495084,949933.7581688918,43187.997289046536,,139188.0972636794,0.045454545454545456,-6.5,,,0.18181818181818182,7.0,,,,101.09109506610548,,,,0.0,0.0,,0.18181818181818182,7.0,0.0,0.08110814963892116,0.8427895462993313,0.655682035310973,0.11455368191367966,0.5433578498138564,0.7427363939533196,0.033995650707695224,,0.059674356265816936,0.9929136307497611,0.9929136307497611,0.9933024790188455,0.9800654079526896,0.3518982911219067,0.0,,1.0,1.0,0.7142857142857144,1.0,0.056685071435315565,0.056685071435315565,1.0,0.4482758620689656,2.2613808509890445,1.0,1,1.4431599890735498,0.6792964377838512,3,0,0,0.6431133010056062,1.0,1,1,0.125,0.4243533296625395,0.7341583528845886,4,1.5,0.875,2.25,1.5483870967741935,0.84375,1,gaus,0.7125,1.0,0.20124999999999998,1,1.0,0.08056529211745896,0.8163050675746873,0.6556820353109729,0.11562404927466215,0.545668082030897,0.6589605516504898,0.039020236509034384,,0.04726049586637724,0.8809344605058116,0.8809344605058116,0.8812508721001884,0.9793729721793497,0.35621822213491117,0.0,,1.0,1.0,0.7241379310344827,1.0,0.12238234908444864,0.12238234908444864,1.0,0.3061224489795918,2.157500906383733,0.9972381602640661,2,1.397065218549036,0.6443377575959016,5,2.1213203435596424,0.9116116523516815,3.5,2.857142857142857,0.8828891595091741,1,12.8125,13.5,6.585020880756567,16,0.5338541666666666,0.7163558336981509,0.41139533322388805,3,1.5,1
smoothed,gaus8,21.643574670342034,0.67956846303303,675.7689588689891,-32.01389970716303,616,127,40778.995974693724,,False,"[35, 81, 107, 135, 159, 181, 209, 229, 251, 289, 316, 344, 370, 414, 436, 479, 504, 533, 574, 596]","[132842.9191396106, 48094.52781151989, 6769.1826508017775, 6716.363776661463, 35435.861373900276, 86538.1800730265, 22833.40846285097, 77338.11235358272, 19093.108827638338, 39774.86656331056, 45051.9140620477, 9081.743940936174, 73135.264930896, 27620.702025365736, 52036.20269696798, 27326.078572781604, 48852.637836480564, 31556.242555645447, 658.2016176021134, 127552.68113967591]",20,15.16767181228541,474267.7052846293,0.018043804957145748,4.5744833272318963e-07,0.3165675897636935,20,47486.041963323325,658.2016176021134,154037.21918294724,"[35, 98, 122, 147, 168, 209, 229, 251, 273, 309, 334, 360, 387, 414, 436, 459, 491, 524, 574, 596]","[145496.3567060324, 80836.89629172311, 18923.073877923827, 1288.7560761694913, 35435.861373900276, 22833.40846285097, 154037.21918294724, 19093.108827638338, 14787.153090267777, 39774.86656331056, 66151.46960999125, 3816.598067613955, 18676.557803518786, 27620.702025365736, 103935.31515037487, 9920.292271132888, 27326.078572781604, 31556.242555645447, 658.2016176021134, 127552.68113967591]","[0, 81, 107, 145, 159, 181, 181, 239, 262, 289, 316, 356, 370, 370, 370, 454, 479, 504, 370, 181]","[181, 181, 181, 159, 181, 215, 370, 370, 316, 316, 370, 370, 395, 425, 504, 504, 504, 533, 575, 615]",0.05,30,1725591537198.5278,137275.00992067266,-137275.00992067266,,,,,,,,,,,,,,,,CWT,inu.32000013025053,,,,152715.8858496139,,46540.37529665666,135953.67658733932,46540.37529665666,927970.5059331332,46540.37529665666,,135953.67658733932,0.0,5.0,,,0.0,-8.5,,,,414.5349509354468,,,,0.0,0.0,,0.0,-4.0,3.0,0.07539487703659759,0.8072133895823029,0.6789313726608736,0.8506246859488499,0.5092411999628494,0.7664993182083681,0.03478529952736556,,0.23200130477449482,1.0,1.0,1.0,0.9449636706237449,0.34181219048310907,0.5,,0.6451612903225806,,0.3666666666666667,,0.11596909798377178,0.11596909798377178,,0.7755102040816326,2.115660797694535,0.980199439518673,2,1.7959348532446562,0.8128867789007418,3,0,0,0.5865044602433144,0.9786290330752846,2,1,0.125,0.5255628775610296,0.8804134286031614,3,0.5773502691896257,0.9518874775675312,2.5,2.4000000000000004,0.871777072117099,1,gaus,0.5795454545454546,1.0,0.29431818181818176,1,1.0,0.07555365008263264,0.8072133895823029,0.6395031765891825,5.577125455251755e-10,0.49534736651910743,0.7673033014866413,0.03478529952736556,,0.23200130477449482,1.0,1.0,0.9999999999999999,0.9449636706237449,0.34181219048310907,0.6000000000000001,,0.4761904761904763,0.0,0.1896551724137931,0.0,0.11573715031990714,0.11573715031990714,0.0,0.7755102040816325,2.1209697877904916,0.9803527789460231,3,1.3457201043608649,0.6206569764124207,6,2.1213203435596424,0.9116116523516815,4.5,4.0,0.8620558261758408,2,12.8125,13.5,6.585020880756567,16,0.5338541666666666,0.7163558336981509,0.41139533322388805,3,2.25,2
raw,fbsp,163545747.17726544,0.7200889661519583,1134.280965524647,-38.11707178210896,616,127,90567.06991070787,-1834995.3315839672,True,"[3, 28, 51, 71, 98, 127, 158, 190, 228, 253, 277, 309, 333, 353, 377, 409, 436, 473, 495, 524, 557, 580, 603]","[5452.30389113049, 16032.203116997844, 2241.93107122113, 9321.953879862442, 57061.709497769596, 18226.34526314066, 19832.096986333163, 31063.131029031865, 100189.10441690189, 25237.790782979762, 16045.074154222013, 30307.224390406795, 38834.81834913844, 625.93236093206, 24465.12861853371, 25772.146805314085, 67380.69508720993, 19917.997296104557, 30048.930499649046, 34349.98831686475, 13985.082619035864, 6666.328093411634, 2327.9067599933187]",23,15.17314222602564,1007304.7837924341,0.016426249823596337,1.6350228415344056e-08,0.12418124939308738,23,40183.46096157799,904.4732374979794,182605.27810698785,"[35, 55, 76, 98, 121, 144, 166, 205, 228, 252, 272, 309, 333, 353, 391, 415, 436, 469, 491, 524, 553, 573, 595]","[182605.27810698785, 9237.257093469801, 904.4732374979794, 57476.57929866625, 16472.243586602213, 7445.583972796486, 32248.649487327424, 983.7624452749878, 146775.4385648392, 22057.785565183454, 15653.114902606016, 37364.846116321954, 56852.99572803064, 2514.5480031615025, 17498.906200051915, 5690.662309593303, 73651.81485485728, 18075.210266770024, 31797.15842706294, 39034.556877268355, 5632.750817071355, 15455.444570947177, 128790.54168390576]","[0, 53, 75, 83, 115, 143, 158, 181, 181, 239, 262, 288, 315, 352, 371, 371, 371, 454, 479, 479, 479, 181, 181]","[181, 181, 83, 181, 181, 181, 181, 206, 371, 371, 371, 315, 371, 371, 393, 418, 479, 479, 503, 532, 556, 578, 615]",0.05,30,7439840254126.893,280679.63741474453,-280679.63741474453,,,,,,,,,,,,,,,,CWT,inu.32000013025053,,,,181247.27810698785,,39067.0518706689,279321.63741474453,39067.0518706689,899658.6021162937,39067.0518706689,,279321.63741474453,0.0,-7.5,,,0.0,-1.5,,,,500.4732374979794,,,,0.0,0.0,,0.0,-3.0,1.0,0.5006444658568788,0.40290053720222063,0.6435852332978185,0.0060994190154256,0.7806229002088441,0.313507812068491,0.1724991111634317,0.0,0.4206639911491845,0.818938481767774,0.818938481767774,0.8189384817677741,0.8978864474983085,0.5293694775462601,0.25,,0.5,0.0,0.41071428571428575,0.0,0.3661453576062607,0.3661453576062607,0.0,0.37931034482758624,1.9902634340374867,0.8801097936099613,5,1.2234279176113245,0.5758683947801249,6,0,0,0.4384700471500979,0.6817928450002244,4,0,0.0,0.35248243485163877,0.6098171163101692,7,1.2909944487358056,0.8924171292720162,5.5,5.266457680250784,0.7170418979693415,3,fbsp,0.3,,,3,3.0,0.4972936482746909,0.40017140232765525,0.6435852332978185,0.007300890770649185,0.7817327671876411,0.27814616662015207,0.17591010342701224,0.06959509673478281,0.282652508422136,0.7352975584120691,0.7352975584120691,0.7352772756131007,0.900608088600204,0.5262579699351182,0.2,,0.5238095238095238,0.0,0.43103448275862066,0.0,0.41029023771951756,0.41029023771951756,0.0,0.26530612244897955,1.852652219759891,0.8563312700244535,10,1.2368876515010698,0.5704625705262214,9,0.7071067811865476,0.9705372174505605,9.5,9.473684210526315,0.7873519420586137,3,3.5,3.5,0.7071067811865476,2,0.14583333333333334,0.07692307692307693,0.8748397435897436,1,2.5,3
smoothed,gaus6,21.776837200294924,0.6715282748747315,685.7017673499429,-33.20254281206286,616,127,46011.68943822224,,False,"[35, 97, 136, 159, 181, 209, 230, 251, 289, 317, 344, 370, 395, 415, 436, 479, 503, 533, 573, 596]","[153887.05840939132, 43138.437839078644, 4207.202344286619, 103760.95875933819, 29865.17451687873, 17537.348348716452, 81363.10133641616, 19873.868386990733, 28763.55554227264, 47385.452269080386, 8014.11512047179, 79381.25322941713, 15914.641200061724, 24596.61514188212, 46020.372610652834, 41907.518516739554, 22245.991586254742, 21526.63357169517, 1296.9775804966048, 133375.2444114441]",20,15.086549896985115,529844.7599760634,0.014556480175017789,5.272140358846874e-07,0.26265475259335863,20,44495.03873233289,451.5907921594626,166751.7665892145,"[35, 97, 121, 147, 168, 209, 230, 251, 272, 308, 334, 360, 387, 415, 436, 459, 491, 524, 573, 596]","[166751.7665892145, 61047.784219561654, 6828.779053319569, 451.5907921594626, 29865.17451687873, 17537.348348716452, 162529.29407173657, 19873.868386990733, 11540.010990154125, 28763.55554227264, 56623.92140395825, 3316.0915299247754, 15914.641200061724, 24596.61514188212, 91731.01437967567, 9613.511840235884, 22245.991586254742, 25997.59306171942, 1296.9775804966048, 133375.2444114441]","[0, 82, 117, 146, 159, 159, 159, 239, 262, 289, 317, 356, 370, 370, 370, 453, 479, 479, 159, 159]","[159, 159, 159, 159, 181, 214, 370, 370, 370, 317, 370, 370, 395, 425, 479, 479, 503, 533, 576, 615]",0.05,30,2266966128896.1685,158915.92043985898,-158915.92043985898,,,,,,,,,,,,,,,,CWT,inu.32000013025053,,,,165430.43325588116,,43549.372065666226,157594.58710652564,43549.372065666226,868150.4413133244,43549.37206566622,,157594.58710652564,0.0,5.0,,,0.0,-13.0,,,,207.92412549279595,,,,0.0,0.0,,0.0,0.5,3.0,0.1197270831252144,0.7279386049926437,0.6140031916972009,0.8596981316008989,0.4508219559765948,0.6289481517159213,0.049499662300411806,,0.11022686157928323,0.8940597358214943,0.8940597358214943,0.8940516181590046,0.8512450072635199,0.4240074295227455,0.5,,0.935483870967742,,0.06666666666666668,,0.16051999928631908,0.16051999928631908,,0.7755102040816326,1.9948706981018105,0.9242365989493277,3,1.6612398575793714,0.7519203240415427,4,0,0,0.5555292607046851,0.9269444652184141,3,1,0.125,0.48669811162984083,0.8153078755166729,4,0.5773502691896257,0.9518874775675312,3.5,3.428571428571429,0.8301104054504322,2,gaus,0.5795454545454546,1.0,0.29431818181818176,1,1.75,0.1198782434518049,0.7279386049926437,0.5789694995596416,5.636615552561883e-10,0.4385219983738366,0.6302257474775428,0.049499662300411806,,0.11022686157928321,0.8940597358214943,0.8940597358214943,0.8940516181590044,0.8512450072635199,0.42400742952274556,0.6000000000000001,,0.6904761904761906,0.0,0.03448275862068967,0.0,0.16019894618264463,0.16019894618264463,0.0,0.7755102040816325,2.007023118006588,0.9276844500441457,5,1.2095103493534958,0.557835937753047,11,4.242640687119285,0.8232233047033631,8.0,6.875,0.744944985685015,5,12.8125,13.5,6.585020880756567,16,0.5338541666666666,0.7163558336981509,0.41139533322388805,3,4.5,4
smoothed,morl,21.30815808785078,0.673599038756519,567.99983215133,-29.82865014387884,616,127,31879.86112306177,,False,"[14, 35, 80, 100, 123, 159, 182, 227, 252, 289, 309, 334, 370, 415, 436, 479, 504, 533, 573, 597]","[23378.30029233564, 93310.2078566855, 79173.19371517605, 32003.53542509614, 39744.28678093939, 33668.42227940995, 70287.0739888942, 54900.563247659025, 20800.7163513524, 50443.39193235363, 6959.458141521696, 39568.72225732489, 71700.21980922096, 29087.142621500694, 46588.992995428816, 32065.885057029904, 30157.017021288775, 55283.8769659335, 2731.1857856237984, 115823.36523736562]",20,15.160771385287768,342881.4859757195,0.02623275517693184,1.4311596426720978e-07,0.4080876005175512,22,44765.91820465187,35.42085039036101,129570.7422802387,"[14, 35, 56, 100, 123, 147, 167, 200, 227, 252, 275, 309, 334, 359, 387, 415, 436, 470, 490, 514, 573, 597]","[23378.30029233564, 106124.29457401122, 2450.5535722647764, 32003.53542509614, 111227.72785526169, 2190.3849965439967, 33668.42227940995, 35.42085039036101, 129570.7422802387, 20800.7163513524, 24412.860581870922, 43220.1596853779, 91774.40721328097, 4446.408640295094, 25930.180117780008, 29087.142621500694, 102853.591289175, 20897.89877484768, 32065.885057029904, 30157.017021288775, 2731.1857856237984, 115823.36523736562]","[0, 0, 54, 80, 80, 145, 159, 182, 80, 240, 261, 289, 289, 356, 370, 370, 370, 452, 479, 504, 533, 80]","[26, 80, 80, 107, 182, 182, 182, 201, 370, 289, 289, 316, 370, 370, 396, 425, 533, 533, 533, 533, 576, 615]",0.05,30,1046112608477.9275,118501.28981542132,-118501.28981542132,,,,,,,,,,,,,,,,CWT,inu.32000013025053,,,,128249.40894690537,,43820.251537985205,117179.95648208799,43820.251537985205,963099.8671690078,43839.69944486672,,117179.95648208799,0.0,10.5,,,0.0,-3.0,,,,208.24581627630562,,,,0.0,0.0,,0.0,-3.0,1.0,0.0,0.9529553601451151,0.6734084240079599,0.8277871776627153,0.46586792978545527,0.9999999999999999,0.0,,0.11041646304841726,0.9036541898029111,0.9036541898029111,0.9043356979994145,1.0,0.18364471088532208,0.0,,0.7096774193548387,,0.7333333333333334,,0.0773207171428095,0.0773207171428095,,1.0,1.813669879764698,0.8402850785695438,6,1.9087181888365885,0.8639354470734052,2,0,0,0.5502797865427305,0.9181853028053335,4,1,0.125,0.5537526988001779,0.9276365073792813,2,1.9148542155126762,0.8404288153739436,3.5,2.823529411764706,0.7743810743536385,3,morl,0.2727272727272727,,,4,3.25,0.00017171984244057636,0.9529553601451151,0.6343540351063298,5.427391205729826e-10,0.45315746679916863,1.0,0.0,,0.11041646304841725,0.9036541898029111,0.9036541898029111,0.9043356979994144,1.0,0.18364471088532214,0.2,,0.5238095238095238,0.0,0.3793103448275862,0.0,0.07716606939594056,0.07716606939594056,0.0,0.9999999999999999,1.8396189322608445,0.8503070354068529,11,1.470264736584003,0.6780979662687194,4,4.949747468305833,0.7937605221539237,7.5,5.866666666666666,0.7406302610769618,6,7.5,7.5,2.1213203435596424,2,0.3125,0.23076923076923075,0.7120192307692308,2,5.0,5
raw,gaus7,2702430312.598748,0.6840167706309439,704.0498755287857,-32.37012493640802,616,127,43618.24651596634,,False,"[1, 27, 66, 104, 130, 163, 190, 219, 258, 284, 312, 340, 377, 402, 423, 447, 475, 511, 541, 565, 589]","[2961.2682948296424, 1545.4236528126057, 85594.74547250716, 28286.863704037707, 71919.82138118743, 18480.616891840727, 115769.74551544519, 23355.204166763964, 65941.54776234085, 29613.274429806886, 32483.336034776774, 18057.60162889662, 61050.168276102006, 37560.47990576166, 2876.651987483099, 63536.4553332774, 21194.687380213323, 21935.343199345025, 17456.683226550245, 70076.98171118685, 1575.9045141105316]",21,15.161249781675393,523668.2492353813,0.015684284798171924,1.7050752272847197e-07,0.021423952894382977,20,44462.696616684,1545.4236528126057,205252.70490076605,"[26, 66, 104, 130, 154, 212, 236, 258, 284, 312, 340, 364, 393, 423, 447, 475, 497, 530, 556, 588]","[1545.4236528126057, 205252.70490076605, 28286.863704037707, 76372.85866019478, 2392.7469426761236, 23355.204166763964, 15133.134624297967, 139890.609861809, 29613.274429806886, 32483.336034776774, 18057.60162889662, 56798.65491998842, 37560.47990576166, 18252.400575903826, 126532.9172357747, 21194.687380213323, 15563.102769193647, 21935.343199345025, 17456.683226550245, 1575.9045141105316]","[1, 1, 88, 88, 153, 190, 190, 190, 265, 299, 323, 323, 377, 377, 377, 468, 486, 511, 541, 565]","[27, 190, 118, 190, 190, 219, 241, 565, 377, 377, 346, 377, 402, 428, 565, 565, 565, 565, 565, 589]",0.05,30,1959152653001.687,194106.93301965643,-194106.93301965643,,,,,,,,,,,,,,,,CWT,inu.32000013025053,,,,203894.70490076605,,43346.28752577491,192748.93301965643,43346.28752577491,864692.93233368,43346.287525774904,,192748.93301965643,0.0,-12.0,,,0.0,-12.0,,,,1141.4236528126057,,,,0.0,0.0,,0.0,-12.0,2.0,0.10027524181321992,0.8080647095263979,0.6347110174620022,0.11957564609318004,0.5243802778534463,0.01902353171541371,0.04294405854258841,,1.0,1.0,1.0,1.0,0.8407321267574606,0.6821760457965309,0.5,,0.050000000000000044,0.0,0.035714285714285754,0.0,0.17496476052853127,0.17496476052853127,0.0,0.06896551724137931,2.2538045225081125,0.996649689291559,2,1.126603877281975,0.5302932498304717,8,0,0,0.435167833104448,0.6766581136232083,5,1,0.125,0.31503206900089264,0.5450255923935934,11,3.872983346207417,0.6772513878160487,6.5,4.367245657568239,0.5677923605746911,7,gaus,0.7125,1.0,0.20124999999999998,1,5.5,0.09960409878410284,0.7834554775585938,0.6347110174620021,0.12063994267783655,0.5267865209142653,0.016877800866611947,0.047864393569195286,,0.6604225491422098,0.8868665540877749,0.8868665540877749,0.8868578852484308,0.8458282107055813,0.6726659071952121,0.4,,0.09523809523809529,0.0,0.06896551724137931,0.0,0.23242443550722458,0.23242443550722458,0.0,0.08163265306122447,2.0412677877833363,0.9435129910129907,4,1.1142414823803355,0.5138971671794427,13,6.363961030678928,0.7348349570550448,8.5,6.117647058823529,0.690334145194189,7,12.8125,13.5,6.585020880756567,16,0.5338541666666666,0.7163558336981509,0.41139533322388805,3,6.0,6
