wavelet,wavelet_level,wavelet_mode,wavelet_mse,wavelet_psnr,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,signal_length,signal_type,emd_value,kl_divergence,change_point_indices,change_point_prominences,num_change_points,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,prominence_threshold,distance_factor,max_autocorrelation,upper_envelope,lower_envelope,wavelet_type,htid,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,max_autocorrelation_diff,prominence_min_diff,prominence_max_diff,avg_prominence_diff,upper_envelope_diff,prominence_threshold_diff,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,distance_factor_diff,lower_envelope_diff,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,relative_num_peaks_diff,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,avg_variance_across_levels_normalized,kl_divergence_normalized,max_autocorrelation_diff_normalized,reconstruction_signal_weighted_score,reconstruction_signal_normalized_weighted_score,reconstruction_signal_normalized_weighted_rank,wavelet_signal_weighted_score,wavelet_signal_normalized_weighted_score,wavelet_signal_normalized_weighted_rank,reconstruction_signal_num_missing_metrics,reconstruction_signal_missing_metrics_count,reconstruction_signal_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_rank,wavelet_signal_num_missing_metrics,wavelet_signal_missing_metrics_count,wavelet_signal_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank,across_smoothness_normalized,across_wavelet_psnr_normalized,across_wavelet_entropy_normalized,across_wavelet_energy_entropy_normalized,across_wavelet_sparsity_normalized,across_avg_variance_across_levels_normalized,across_kl_divergence_normalized,across_prominence_min_diff_normalized,across_avg_prominence_diff_normalized,across_relative_prominences_avg_diff_normalized,across_relative_prominences_wasserstein_normalized,across_relative_prominences_total_diff_normalized,across_relative_num_peaks_diff_normalized,across_max_autocorrelation_diff_normalized,across_relative_right_bases_global_alignment_score_normalized,across_relative_left_bases_global_alignment_score_normalized,across_relative_peaks_global_alignment_score_normalized,across_reconstruction_signal_weighted_score,across_reconstruction_signal_normalized_weighted_score,across_reconstruction_signal_normalized_weighted_rank,across_wavelet_signal_weighted_score,across_wavelet_signal_normalized_weighted_score,across_wavelet_signal_normalized_weighted_rank,across_rank_variability,across_normalized_rank_stability,across_average_rank,across_harmonic_average_rank,across_stability_score_weighted,across_stability_rank,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,across_normalized_family_mean_rank,across_normalized_family_std_dev,across_final_family_stability_score,across_final_family_stability_rank,across_family_informed_rank
rbio3.3,1,smooth,1.1307061090175143e-27,332.16873141193514,538150.2710447444,0.5476190476190477,7.714156680617254,36,smoothed,1.6246263593681455e-14,,"[6, 8, 14, 19, 21, 25, 28]","[683.3333333333333, 4.466666666666718, 13.266666666666765, 3.8000000000000673, 9.799999999999958, 5.133333333333354, 680.3333333333333]",7,2.344164398164489,30035.31972290624,0.7235638852342572,6.502436583686732e-06,0.9999999999999998,8,96.50833333333334,4.466666666666718,683.3333333333333,"[6, 8, 13, 15, 18, 20, 22, 27]","[683.3333333333333, 4.466666666666718, 14.133333333333436, 25.86666666666656, 5.066666666666833, 13.133333333333326, 20.93333333333328, 5.133333333333354]","[2, 7, 11, 14, 17, 19, 21, 25]","[28, 28, 14, 28, 19, 21, 28, 28]",0.05,20,948003.2088888886,683.3333333333333,-683.3333333333333,DWT,uc1.l0082986993,0.0,-5.5,13577685.551111113,2.1316282072803006e-14,1.1368683772161603e-13,81.69166666666665,1.1368683772161603e-13,0.0,81.69166666666665,118.93333333333328,85.22166666666665,10.0,1.1368683772161603e-13,0.0,-5.5,0.0,-5.5,3.0,0.7602330850565866,0.20828786135250837,0.5043375046192972,0.17460317460317473,0.4219219270201194,,0.8566929133858268,0.4283464566929134,0.8566929133858268,176,1.0510625746691724,0.5548742207873921,148,0,0,0.8566929133858268,0.8566929133858268,375,0,0,0.4138767105303373,0.5260643303341609,157,107.96604404472114,0.7551790384473444,214.0,186.26597317052702,0.6349591337361438,211,rbio,0.6124966875581603,1.0,0.27125231870928773,4,159.25,0.9999999999974796,0.7725124284854392,0.11942363398010314,0.004505352194050664,0.1135531135531136,0.006893139972525151,,2.220446049250313e-16,0.9999999998650485,0.9999999998650485,1.311400987802358e-11,5.510758516180658e-12,1.0,1.5267787034645153e-12,1.0,1.0,1.0,1.399999999926482,0.8749999980274022,546,0.8736504515878398,0.586144205102495,536,7.0710678118654755,0.9919829163130777,541.0,540.9537892791128,0.6893021157529107,258,426.6904761904762,410.0,245.45977557001046,252,0.6310563088904604,1.0,0.2582605837766777,5,194.75
bior3.3,1,zero,5.026194388411293e-28,335.68983598840043,597362.9623765366,0.5714285714285714,11.103842741862366,36,smoothed,8.351344307458123e-15,,"[6, 8, 14, 19, 21, 25, 28]","[683.3333333333333, 4.46666666666669, 13.266666666666767, 3.8000000000000673, 9.799999999999955, 5.1333333333333755, 680.3333333333334]",7,2.103859674962679,29922.34690420584,0.7829662564061233,6.5024365836867295e-06,1.0,8,96.50833333333334,4.46666666666669,683.3333333333333,"[6, 8, 13, 15, 18, 20, 22, 27]","[683.3333333333333, 4.46666666666669, 14.133333333333434, 25.86666666666656, 5.066666666666833, 13.133333333333326, 20.93333333333328, 5.1333333333333755]","[3, 7, 11, 14, 17, 19, 21, 25]","[28, 28, 14, 28, 19, 21, 28, 28]",0.05,20,948003.2088888887,683.3333333333333,-683.3333333333333,DWT,uc1.l0082986993,0.0,-5.5,13577685.551111113,7.105427357601002e-15,1.1368683772161603e-13,81.69166666666665,1.1368683772161603e-13,0.0,81.69166666666665,118.93333333333328,85.22166666666665,10.0,1.1368683772161603e-13,0.0,-5.5,0.0,-5.5,3.0,0.7900494362460119,0.06533168285222385,0.637449346942377,0.32104454685099815,0.41815355220622275,,0.8566929133858268,0.4283464566929134,0.8566929133858268,240,1.1210994162677959,0.5918478880504265,127,0,0,0.8566929133858268,0.8566929133858268,351,0,0,0.4464057130195668,0.5674108170427442,125,107.84672765859271,0.7554495971460483,210.75,174.75120142186017,0.6387792203417317,200,bior,0.6226034868457543,0.824538657566636,0.31681596193798117,3,150.75,0.999999999997479,0.8008017749330442,0.03745848139966129,0.005694468064616574,0.2087912087912085,0.0068315742339426925,,1.1102230246251565e-16,0.9999999998650485,0.9999999998650485,1.311400987802358e-11,5.510758516180658e-12,1.0,1.5267787034645153e-12,1.0,1.0,1.0,1.399999999926482,0.8749999980274022,542,0.8883066529012695,0.5959772538384844,510,22.627416997969522,0.9743453322018486,526.0,525.5133079847908,0.6889867250578404,259,386.3174603174603,361.5,241.44225183016977,252,0.5713464072234073,0.9836326594428307,0.3049677171107656,3,195.0
db9,1,periodization,1.2957942573619613e-27,331.5768682886177,313880.95731683174,0.5277777777777778,32.777498421228636,36,smoothed,1.9544829386691783e-14,,"[6, 8, 14, 19, 21, 25, 28]","[683.3333333333333, 4.466666666666633, 13.26666666666677, 3.800000000000076, 9.799999999999944, 5.133333333333276, 680.3333333333335]",7,3.020263532368335,26332.473648834024,0.5536417396326972,6.5024365836867295e-06,0.9999999999999998,8,96.50833333333333,4.466666666666633,683.3333333333333,"[6, 8, 13, 15, 18, 20, 22, 27]","[683.3333333333333, 4.466666666666633, 14.133333333333436, 25.86666666666656, 5.066666666666837, 13.133333333333319, 20.933333333333294, 5.133333333333276]","[3, 7, 11, 14, 17, 19, 21, 25]","[28, 28, 14, 28, 19, 21, 28, 28]",0.05,20,948003.2088888889,683.3333333333333,-683.3333333333333,DWT,uc1.l0082986993,0.0,-5.5,13577685.551111113,6.394884621840902e-14,1.1368683772161603e-13,81.69166666666666,1.1368683772161603e-13,0.0,81.69166666666666,118.9333333333334,85.22166666666666,10.0,1.1368683772161603e-13,0.0,-5.5,0.0,-5.5,3.0,0.7552212490381803,0.6104961376832369,0.00017360233055274676,0.0525686977299879,0.298408040708453,,0.8566929133858268,0.4283464566929134,0.8566929133858268,121,0.8988583148051794,0.47452294377694654,242,0,0,0.8566929133858268,0.8566929133858268,128,0,0,0.3433735454980822,0.436450202852558,282,81.09819151292257,0.816103874120357,193.25,168.38352256298555,0.6889476286701558,90,db,0.604556413537907,0.5561400522357376,0.4099684948527438,2,68.0,0.999999999997479,0.7677572669781666,0.3500332031810529,1.5508258530937125e-06,0.03418803418803407,0.004875234638924711,,8.881784197001252e-16,0.9999999998650786,0.9999999998650786,1.3114287433779737e-11,5.510869538483121e-12,1.0,1.5267787034645153e-12,1.0,1.0,1.0,1.3999999999265007,0.8749999980274139,506,0.9512970447203801,0.6382383813578526,290,152.73506473629428,0.8268309923624781,398.0,368.69346733668345,0.6877919134147992,260,352.7654320987654,327.5,241.69041188088897,162,0.5217244440792701,0.9846436603294034,0.33939979104568985,1,195.25
db8,1,periodization,1.948707080490733e-27,329.8047631665358,337946.4670875164,0.5555555555555556,15.141252752678438,36,smoothed,2.2995752544146913e-14,,"[6, 8, 14, 19, 21, 25, 28]","[683.3333333333333, 4.466666666666725, 13.266666666666763, 3.8000000000000647, 9.799999999999986, 5.133333333333141, 680.3333333333333]",7,2.8051875110840827,26332.473648834013,0.57241542112399,6.5024365836867295e-06,0.9999999999999998,8,96.50833333333333,4.466666666666725,683.3333333333334,"[6, 8, 13, 15, 18, 20, 22, 27]","[683.3333333333334, 4.466666666666725, 14.133333333333438, 25.866666666666557, 5.066666666666833, 13.133333333333333, 20.933333333333266, 5.133333333333141]","[5, 7, 11, 14, 17, 19, 21, 25]","[28, 28, 14, 28, 19, 21, 28, 28]",0.05,20,948003.2088888886,683.3333333333333,-683.3333333333333,DWT,uc1.l0082986993,0.0,-5.5,13577685.551111113,2.842170943040401e-14,0.0,81.69166666666666,1.1368683772161603e-13,0.0,81.69166666666666,118.9333333333334,85.22166666666666,10.0,1.1368683772161603e-13,0.0,-5.5,0.0,-5.5,3.0,0.7402152452353582,0.4825483983288945,0.05427356417944029,0.2234169653524492,0.29840804070845267,,0.8566929133858268,0.4283464566929134,0.8566929133858268,324,0.9212701308197431,0.48635453139809803,234,0,0,0.8566929133858268,0.8566929133858268,117,0,0,0.359772442760919,0.45729427232372627,236,84.92496688253696,0.8074263789511633,227.75,198.56811825809027,0.6454932348270556,183,db,0.604556413537907,0.5561400522357376,0.4099684948527438,2,137.75,0.999999999997479,0.7535197756877275,0.2766732680700258,0.00048483707678922267,0.14529914529914523,0.004875234638924705,,3.3306690738754696e-16,0.9999999998650786,0.9999999998650786,1.3114287433779737e-11,5.510869538483121e-12,1.0,1.5267787034645153e-12,1.0,1.0,1.0,1.3999999999265005,0.8749999980274138,509,0.9507606699605157,0.6378785200921869,298,149.19953083036154,0.8308395342059394,403.5,375.91573729863694,0.6866782705043302,261,352.7654320987654,327.5,241.69041188088897,162,0.5217244440792701,0.9846436603294034,0.33939979104568985,1,196.0
rbio3.3,1,antisymmetric,1.1307061090175143e-27,332.16873141193514,538150.2710447444,0.5476190476190477,7.714156680617254,36,smoothed,1.6246263593681455e-14,,"[6, 8, 14, 19, 21, 25, 28]","[683.3333333333333, 4.466666666666718, 13.266666666666765, 3.8000000000000673, 9.799999999999958, 5.133333333333354, 680.3333333333333]",7,2.344164398164489,30035.31972290624,0.7235638852342572,6.502436583686732e-06,0.9999999999999998,8,96.50833333333334,4.466666666666718,683.3333333333333,"[6, 8, 13, 15, 18, 20, 22, 27]","[683.3333333333333, 4.466666666666718, 14.133333333333436, 25.86666666666656, 5.066666666666833, 13.133333333333326, 20.93333333333328, 5.133333333333354]","[2, 7, 11, 14, 17, 19, 21, 25]","[28, 28, 14, 28, 19, 21, 28, 28]",0.05,20,948003.2088888886,683.3333333333333,-683.3333333333333,DWT,uc1.l0082986993,0.0,-5.5,13577685.551111113,2.1316282072803006e-14,1.1368683772161603e-13,81.69166666666665,1.1368683772161603e-13,0.0,81.69166666666665,118.93333333333328,85.22166666666665,10.0,1.1368683772161603e-13,0.0,-5.5,0.0,-5.5,3.0,0.7602330850565866,0.20828786135250837,0.5043375046192972,0.17460317460317473,0.4219219270201194,,0.8566929133858268,0.4283464566929134,0.8566929133858268,194,1.0510625746691724,0.5548742207873921,152,0,0,0.8566929133858268,0.8566929133858268,348,0,0,0.4138767105303373,0.5260643303341609,154,92.70742508918401,0.7897790814304217,212.0,189.56756375494035,0.6545267289238277,159,rbio,0.6124966875581603,1.0,0.27125231870928773,4,120.25,0.9999999999974796,0.7725124284854392,0.11942363398010314,0.004505352194050664,0.1135531135531136,0.006893139972525151,,2.220446049250313e-16,0.9999999998650485,0.9999999998650485,1.311400987802358e-11,5.510758516180658e-12,1.0,1.5267787034645153e-12,1.0,1.0,1.0,1.399999999926482,0.8749999980274022,551,0.8736504515878398,0.586144205102495,541,7.0710678118654755,0.9919829163130777,546.0,545.9542124542124,0.6864676486327292,262,426.6904761904762,410.0,245.45977557001046,252,0.6310563088904604,1.0,0.2582605837766777,5,197.75
bior3.3,1,periodic,5.026194388411293e-28,335.68983598840043,597362.9623765366,0.5714285714285714,11.103842741862366,36,smoothed,8.351344307458123e-15,,"[6, 8, 14, 19, 21, 25, 28]","[683.3333333333333, 4.46666666666669, 13.266666666666767, 3.8000000000000673, 9.799999999999955, 5.1333333333333755, 680.3333333333334]",7,2.103859674962679,29922.34690420584,0.7829662564061233,6.5024365836867295e-06,1.0,8,96.50833333333334,4.46666666666669,683.3333333333333,"[6, 8, 13, 15, 18, 20, 22, 27]","[683.3333333333333, 4.46666666666669, 14.133333333333434, 25.86666666666656, 5.066666666666833, 13.133333333333326, 20.93333333333328, 5.1333333333333755]","[3, 7, 11, 14, 17, 19, 21, 25]","[28, 28, 14, 28, 19, 21, 28, 28]",0.05,20,948003.2088888887,683.3333333333333,-683.3333333333333,DWT,uc1.l0082986993,0.0,-5.5,13577685.551111113,7.105427357601002e-15,1.1368683772161603e-13,81.69166666666665,1.1368683772161603e-13,0.0,81.69166666666665,118.93333333333328,85.22166666666665,10.0,1.1368683772161603e-13,0.0,-5.5,0.0,-5.5,3.0,0.7900494362460119,0.06533168285222385,0.637449346942377,0.32104454685099815,0.41815355220622275,,0.8566929133858268,0.4283464566929134,0.8566929133858268,237,1.1210994162677959,0.5918478880504265,128,0,0,0.8566929133858268,0.8566929133858268,386,0,0,0.4464057130195668,0.5674108170427442,127,122.4159575654525,0.7224127946361621,219.5,177.80465705414716,0.6123401841661535,278,bior,0.6226034868457543,0.824538657566636,0.31681596193798117,3,209.25,0.999999999997479,0.8008017749330442,0.03745848139966129,0.005694468064616574,0.2087912087912085,0.0068315742339426925,,1.1102230246251565e-16,0.9999999998650485,0.9999999998650485,1.311400987802358e-11,5.510758516180658e-12,1.0,1.5267787034645153e-12,1.0,1.0,1.0,1.399999999926482,0.8749999980274022,548,0.8883066529012695,0.5959772538384844,508,28.284271247461902,0.9679316652523108,528.0,527.2424242424242,0.684646104734999,263,386.3174603174603,361.5,241.44225183016977,252,0.5713464072234073,0.9836326594428307,0.3049677171107656,3,198.0
bior3.3,1,reflect,5.026194388411293e-28,335.68983598840043,594378.4311169626,0.5714285714285714,12.309452732717686,36,smoothed,8.351344307458123e-15,,"[6, 8, 14, 19, 21, 25, 28]","[683.3333333333333, 4.46666666666669, 13.266666666666767, 3.8000000000000673, 9.799999999999955, 5.1333333333333755, 680.3333333333334]",7,2.11787605995019,29968.877560739285,0.7833032300735177,6.5024365836867295e-06,1.0,8,96.50833333333334,4.46666666666669,683.3333333333333,"[6, 8, 13, 15, 18, 20, 22, 27]","[683.3333333333333, 4.46666666666669, 14.133333333333434, 25.86666666666656, 5.066666666666833, 13.133333333333326, 20.93333333333328, 5.1333333333333755]","[3, 7, 11, 14, 17, 19, 21, 25]","[28, 28, 14, 28, 19, 21, 28, 28]",0.05,20,948003.2088888887,683.3333333333333,-683.3333333333333,DWT,uc1.l0082986993,0.0,-5.5,13577685.551111113,7.105427357601002e-15,1.1368683772161603e-13,81.69166666666665,1.1368683772161603e-13,0.0,81.69166666666665,118.93333333333328,85.22166666666665,10.0,1.1368683772161603e-13,0.0,-5.5,0.0,-5.5,3.0,0.7900494362460119,0.0736699660432728,0.6307400343693912,0.32104454685099815,0.41970565080986766,,0.8566929133858268,0.4283464566929134,0.8566929133858268,234,1.1225347410182855,0.5926056209596736,122,0,0,0.8566929133858268,0.8566929133858268,365,0,0,0.44704192686390837,0.5682194863915075,124,115.08656162500758,0.7390327400793479,211.25,171.86214715807768,0.6300038983843452,238,bior,0.6226034868457543,0.824538657566636,0.31681596193798117,3,179.25,0.999999999997479,0.8008017749330442,0.04223930767232148,0.005634532375034871,0.2087912087912085,0.00685693160989527,,1.1102230246251565e-16,0.9999999998650485,0.9999999998650485,1.311400987802358e-11,5.510758516180658e-12,1.0,1.5267787034645153e-12,1.0,1.0,1.0,1.399999999926482,0.8749999980274022,547,0.8906772411431898,0.5975677143689635,499,33.94112549695428,0.961517998302773,523.0,521.8986615678776,0.6842737383804114,264,386.3174603174603,361.5,241.44225183016977,252,0.5713464072234073,0.9836326594428307,0.3049677171107656,3,198.75
coif3,1,zero,1.234830270305957e-27,331.05680184512335,544051.1344192529,0.6153846153846154,68.65131839856716,36,raw,2.3882130840825587e-14,,"[2, 8, 13, 16, 21, 23, 27, 30, 32]","[275.00000000000006, 311.0, 265.00000000000006, 113.00000000000003, 414.00000000000006, 272.0, 1.0000000000000178, 84.99999999999997, 815.0000000000001]",9,3.614125356247798,37228.16346153848,0.5652101830879523,2.4751732839696416e-06,0.9999999999999999,12,345.5833333333333,95.00000000000003,782.0,"[2, 5, 8, 11, 13, 16, 20, 23, 25, 29, 31, 34]","[479.00000000000006, 255.00000000000006, 717.0, 110.00000000000003, 496.0000000000001, 283.0, 416.0000000000001, 782.0, 249.00000000000006, 95.00000000000003, 135.00000000000009, 130.00000000000003]","[0, 4, 7, 10, 12, 14, 14, 21, 24, 27, 30, 32]","[7, 7, 32, 12, 21, 17, 21, 32, 32, 32, 32, 35]",0.05,20,1966269.0000000005,844.0000000000001,-844.0000000000001,DWT,uc1.l0082986993,0.0,-6.5,19550830.0,72.00000000000003,0.0,81.21969696969694,1.1368683772161603e-13,0.0,81.21969696969694,1239.0,136.93181818181822,0.0,1.1368683772161603e-13,0.0,-6.5,0.0,-6.5,0.0,0.916450387487854,0.5342936523609054,0.0018538007659011273,0.3806451612903226,7.114974724664602e-08,,0.8658297371518242,0.4329148685759121,0.8658297371518242,377,0.9702020520321435,0.6216135222693701,231,0,0,0.8658297371518242,0.8658297371518242,83,0,0,0.36664861461094606,0.5779014328114471,221,120.11661000877439,0.727626734673981,228.0,169.81818169254666,0.6053099659764463,285,coif,0.7178017447268522,0.6322633414762366,0.30785977624833244,5,215.0,8.169465104401752e-12,0.7635789361514934,0.5525925801147353,0.004623853990386033,0.3846153846153846,0.010812956636137688,,0.999999999981653,7.805632806778817e-10,7.805632806778817e-10,0.9999999999657972,0.9999999999742368,0.0,0.9999999999993601,0.0,0.0,0.0,1.6000000004393715,0.9999999980727227,88,0.8949269152465164,0.6004188796659216,480,277.18585822512665,0.6857303194726455,284.0,148.73239436619718,0.6818674273100189,265,374.27777777777777,408.5,230.28656607740555,54,0.5535402501900046,0.938184537742001,0.33106646354439645,2,199.25
rbio2.4,1,periodization,1.1347325865545798e-27,331.42393924789644,593178.1649146578,0.6111111111111112,117.95648837158514,36,raw,2.190840101926975e-14,,"[2, 8, 13, 16, 21, 23, 27, 30, 32]","[275.0, 311.0, 265.00000000000006, 113.0, 414.00000000000006, 272.0, 0.9999999999999964, 85.00000000000004, 815.0000000000001]",9,3.562136939634897,57474.006719895355,0.6835867940989213,2.4751732839696416e-06,0.9999999999999999,12,345.5833333333333,95.0,782.0,"[2, 5, 8, 11, 13, 16, 20, 23, 25, 29, 31, 34]","[479.0000000000001, 255.00000000000009, 717.0, 109.99999999999996, 496.0000000000001, 283.0, 416.00000000000006, 782.0, 249.0, 95.0, 134.99999999999997, 130.00000000000003]","[0, 4, 7, 10, 12, 14, 14, 21, 24, 27, 30, 32]","[7, 7, 32, 12, 21, 17, 21, 32, 32, 32, 32, 35]",0.05,20,1966269.0000000005,844.0000000000001,-844.0000000000001,DWT,uc1.l0082986993,0.0,-6.5,19550830.0,72.0,0.0,81.21969696969694,1.1368683772161603e-13,0.0,81.21969696969694,1239.0,136.9318181818182,0.0,1.1368683772161603e-13,0.0,-6.5,0.0,-6.5,0.0,0.9199905862136789,0.5158357429388836,0.0028431208297770823,0.36344086021505384,0.01115386335656202,,0.8658297371518242,0.4329148685759121,0.8658297371518242,92,0.9611716730411839,0.6158277112826378,235,0,0,0.8658297371518242,0.8658297371518242,79,0,0,0.3626528347107911,0.5716033947513579,235,86.47687552172546,0.8039073117421192,160.25,124.8500575647375,0.7202643134674315,58,rbio,0.4499154213310636,1.0,0.3850592050682554,3,44.25,8.169465104401752e-12,0.7665286006545989,0.5348599344833245,0.005610428495309712,0.36752136752136755,0.02184614415650019,,0.9999999999816527,7.805632806778817e-10,7.805632806778817e-10,0.9999999999657967,0.9999999999742368,0.0,0.9999999999993601,0.0,0.0,0.0,1.600000000439371,0.9999999980727223,262,0.8858993465556744,0.5943621586229866,514,178.19090885900997,0.7979694910895578,388.0,347.08247422680415,0.6790300970187018,266,426.6904761904762,410.0,245.45977557001046,252,0.6310563088904604,1.0,0.2582605837766777,5,200.75
bior3.3,1,antisymmetric,5.026194388411293e-28,335.68983598840043,597362.9623765366,0.5714285714285714,11.103842741862366,36,smoothed,8.351344307458123e-15,,"[6, 8, 14, 19, 21, 25, 28]","[683.3333333333333, 4.46666666666669, 13.266666666666767, 3.8000000000000673, 9.799999999999955, 5.1333333333333755, 680.3333333333334]",7,2.103859674962679,29922.34690420584,0.7829662564061233,6.5024365836867295e-06,1.0,8,96.50833333333334,4.46666666666669,683.3333333333333,"[6, 8, 13, 15, 18, 20, 22, 27]","[683.3333333333333, 4.46666666666669, 14.133333333333434, 25.86666666666656, 5.066666666666833, 13.133333333333326, 20.93333333333328, 5.1333333333333755]","[3, 7, 11, 14, 17, 19, 21, 25]","[28, 28, 14, 28, 19, 21, 28, 28]",0.05,20,948003.2088888887,683.3333333333333,-683.3333333333333,DWT,uc1.l0082986993,0.0,-5.5,13577685.551111113,7.105427357601002e-15,1.1368683772161603e-13,81.69166666666665,1.1368683772161603e-13,0.0,81.69166666666665,118.93333333333328,85.22166666666665,10.0,1.1368683772161603e-13,0.0,-5.5,0.0,-5.5,3.0,0.7900494362460119,0.06533168285222385,0.637449346942377,0.32104454685099815,0.41815355220622275,,0.8566929133858268,0.4283464566929134,0.8566929133858268,298,1.1210994162677959,0.5918478880504265,130,0,0,0.8566929133858268,0.8566929133858268,361,0,0,0.4464057130195668,0.5674108170427442,126,119.15640981499904,0.7298040593764195,228.75,183.86912972237877,0.6055482881916111,296,bior,0.6226034868457543,0.824538657566636,0.31681596193798117,3,222.75,0.999999999997479,0.8008017749330442,0.03745848139966129,0.005694468064616574,0.2087912087912085,0.0068315742339426925,,1.1102230246251565e-16,0.9999999998650485,0.9999999998650485,1.311400987802358e-11,5.510758516180658e-12,1.0,1.5267787034645153e-12,1.0,1.0,1.0,1.399999999926482,0.8749999980274022,558,0.8883066529012695,0.5959772538384844,507,36.062445840513924,0.9591128731966962,532.5,531.2788732394366,0.6776856882990284,267,386.3174603174603,361.5,241.44225183016977,252,0.5713464072234073,0.9836326594428307,0.3049677171107656,3,201.0
rbio3.7,1,periodization,1.028830209323499e-27,332.57879171925913,500470.1270682092,0.5833333333333334,17.211854621801766,36,smoothed,1.446656523835558e-14,,"[6, 8, 14, 19, 21, 25, 28]","[683.3333333333333, 4.4666666666667325, 13.266666666666765, 3.800000000000069, 9.79999999999996, 5.1333333333333115, 680.3333333333335]",7,2.4403124602237574,33924.14804231816,0.7141781642851261,6.5024365836867295e-06,0.9999999999999998,8,96.50833333333334,4.4666666666667325,683.3333333333333,"[6, 8, 13, 15, 18, 20, 22, 27]","[683.3333333333333, 4.4666666666667325, 14.133333333333438, 25.866666666666564, 5.066666666666832, 13.13333333333333, 20.93333333333328, 5.1333333333333115]","[2, 7, 11, 14, 17, 19, 21, 25]","[28, 28, 14, 28, 19, 21, 28, 28]",0.05,20,948003.2088888889,683.3333333333333,-683.3333333333333,DWT,uc1.l0082986993,0.0,-5.5,13577685.551111113,3.552713678800501e-14,1.1368683772161603e-13,81.69166666666665,1.1368683772161603e-13,0.0,81.69166666666665,118.93333333333328,85.22166666666666,10.0,1.1368683772161603e-13,0.0,-5.5,0.0,-5.5,3.0,0.7637054335388601,0.2654859028186266,0.41963145139143937,0.39426523297491056,0.5516395251381514,,0.8566929133858268,0.4283464566929134,0.8566929133858268,122,1.1791438404735737,0.6224905495136333,105,0,0,0.8566929133858268,0.8566929133858268,231,0,0,0.47894550917239764,0.608771023202724,95,62.82979654060113,0.857528806030383,138.25,122.79034569741444,0.7720183712691597,23,rbio,0.6124966875581603,1.0,0.27125231870928773,4,18.25,0.999999999997479,0.7758069452617472,0.1522186222433316,0.0037486553407250762,0.2564102564102564,0.009012398307929752,,4.440892098500626e-16,0.9999999998650485,0.9999999998650485,1.3114287433779737e-11,5.510758516180658e-12,1.0,1.5267787034645153e-12,1.0,1.0,1.0,1.3999999999264823,0.8749999980274025,525,0.9496368678355948,0.6371245456599559,301,158.39191898578665,0.8204173254129403,413.0,382.62711864406776,0.6760816785794861,268,426.6904761904762,410.0,245.45977557001046,252,0.6310563088904604,1.0,0.2582605837766777,5,202.25
