wavelet,wavelet_level,wavelet_mode,wavelet_mse,wavelet_psnr,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,signal_length,signal_type,emd_value,kl_divergence,change_point_indices,change_point_prominences,num_change_points,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,prominence_threshold,distance_factor,max_autocorrelation,upper_envelope,lower_envelope,wavelet_type,htid,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,max_autocorrelation_diff,prominence_min_diff,prominence_max_diff,avg_prominence_diff,upper_envelope_diff,prominence_threshold_diff,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,distance_factor_diff,lower_envelope_diff,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,relative_num_peaks_diff,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,avg_variance_across_levels_normalized,kl_divergence_normalized,max_autocorrelation_diff_normalized,reconstruction_signal_weighted_score,reconstruction_signal_normalized_weighted_score,reconstruction_signal_normalized_weighted_rank,wavelet_signal_weighted_score,wavelet_signal_normalized_weighted_score,wavelet_signal_normalized_weighted_rank,reconstruction_signal_num_missing_metrics,reconstruction_signal_missing_metrics_count,reconstruction_signal_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_rank,wavelet_signal_num_missing_metrics,wavelet_signal_missing_metrics_count,wavelet_signal_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank,across_smoothness_normalized,across_wavelet_psnr_normalized,across_wavelet_entropy_normalized,across_wavelet_energy_entropy_normalized,across_wavelet_sparsity_normalized,across_avg_variance_across_levels_normalized,across_kl_divergence_normalized,across_prominence_min_diff_normalized,across_avg_prominence_diff_normalized,across_relative_prominences_avg_diff_normalized,across_relative_prominences_wasserstein_normalized,across_relative_prominences_total_diff_normalized,across_relative_num_peaks_diff_normalized,across_max_autocorrelation_diff_normalized,across_relative_right_bases_global_alignment_score_normalized,across_relative_left_bases_global_alignment_score_normalized,across_relative_peaks_global_alignment_score_normalized,across_reconstruction_signal_weighted_score,across_reconstruction_signal_normalized_weighted_score,across_reconstruction_signal_normalized_weighted_rank,across_wavelet_signal_weighted_score,across_wavelet_signal_normalized_weighted_score,across_wavelet_signal_normalized_weighted_rank,across_rank_variability,across_normalized_rank_stability,across_average_rank,across_harmonic_average_rank,across_stability_score_weighted,across_stability_rank,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,across_normalized_family_mean_rank,across_normalized_family_std_dev,across_final_family_stability_score,across_final_family_stability_rank,across_family_informed_rank
rbio1.5,1,antisymmetric,2.948236156445995e-27,327.2772518366364,771429.4693906234,0.7045454545454546,238.6034854523819,36,raw,3.266522854674905e-14,,"[2, 8, 13, 16, 21, 23, 27, 30, 32]","[275.0, 311.0000000000001, 265.00000000000006, 113.00000000000004, 414.0, 272.0, 1.0, 85.00000000000001, 815.0000000000002]",9,4.2070900497419155,71821.869384009,0.5141746421296225,2.475173283969641e-06,1.0,12,345.5833333333334,95.0,782.0,"[2, 5, 8, 11, 13, 16, 20, 23, 25, 29, 31, 34]","[479.00000000000006, 255.0000000000001, 717.0000000000001, 110.00000000000003, 496.0000000000001, 283.00000000000006, 416.00000000000006, 782.0, 249.0, 95.0, 135.0, 130.00000000000006]","[0, 4, 7, 10, 12, 14, 14, 21, 24, 27, 30, 32]","[7, 7, 32, 12, 21, 17, 21, 32, 32, 32, 32, 35]",0.05,20,1966269.0000000005,844.0000000000002,-844.0000000000002,DWT,uc1.l0082986993,0.0,-6.5,19550830.0,72.0,0.0,81.21969696969705,2.2737367544323206e-13,0.0,81.21969696969705,1239.000000000001,136.93181818181824,0.0,2.2737367544323206e-13,0.0,-6.5,0.0,-6.5,0.0,0.8800052908478198,0.7448191754685942,0.006432745322684891,0.7395894428152493,0.019058354008063168,,0.8658297371518242,0.4329148685759121,0.8658297371518242,131,1.2070882536336562,0.7733877489328794,20,0,0,0.8658297371518242,0.8658297371518242,252,0,0,0.47798100169248225,0.7533804703662712,20,110.65373920478241,0.7490844915991328,105.75,35.841702404864016,0.7546442866158929,24,rbio,0.4499154213310636,1.0,0.3850592050682554,3,18.75,8.16935408209929e-12,0.7332131809504738,0.7548459562843062,0.009190091069904453,0.7412587412587412,0.029665164449677213,,0.9999999999816527,7.808040880519229e-10,7.808040880519229e-10,0.9999999999657978,0.9999999999742376,0.0,0.9999999999993601,0.0,0.0,0.0,1.6000000004395163,0.9999999980728131,67,1.1303154945332077,0.7583443422413062,42,17.67766952966369,0.9799572907826942,54.5,51.63302752293578,0.9590829537813698,1,426.6904761904762,410.0,245.45977557001046,252,0.6310563088904604,1.0,0.2582605837766777,5,2.0
rbio1.5,1,periodic,2.1404425894996788e-27,328.66783867862694,774548.1938498279,0.7045454545454546,241.2243767368499,36,raw,3.108624468950438e-14,,"[2, 8, 13, 16, 21, 23, 27, 30, 32]","[275.0, 311.0000000000001, 265.00000000000006, 113.00000000000004, 414.0, 272.0, 1.0, 85.00000000000001, 815.0]",9,4.224038699606806,72401.06630259112,0.509821615905973,2.475173283969641e-06,1.0,12,345.5833333333334,95.0,782.0,"[2, 5, 8, 11, 13, 16, 20, 23, 25, 29, 31, 34]","[479.0000000000001, 255.0000000000001, 717.0000000000001, 110.00000000000003, 496.0000000000001, 283.00000000000006, 416.00000000000006, 782.0, 249.0, 95.0, 135.0, 129.99999999999997]","[0, 4, 7, 10, 12, 14, 14, 21, 24, 27, 30, 32]","[7, 7, 32, 12, 21, 17, 21, 32, 32, 32, 32, 35]",0.05,20,1966269.0000000005,844.0000000000001,-844.0000000000001,DWT,uc1.l0082986993,0.0,-6.5,19550830.0,72.0,0.0,81.21969696969705,1.1368683772161603e-13,0.0,81.21969696969705,1239.000000000001,136.9318181818182,0.0,1.1368683772161603e-13,0.0,-6.5,0.0,-6.5,0.0,0.8934143135433531,0.750836605204165,0.006495550191004385,0.7395894428152493,0.01937744380809043,,0.8658297371518242,0.4329148685759121,0.8658297371518242,127,1.2183014204729326,0.7805720834951049,17,0,0,0.8658297371518242,0.8658297371518242,255,0,0,0.48194267111237243,0.7596247444282616,18,112.9819307087052,0.743805145785249,104.25,31.702084268058897,0.7537052939810599,26,rbio,0.4499154213310636,1.0,0.3850592050682554,3,20.25,8.16935408209929e-12,0.7443854685336053,0.760626944080545,0.009252721642286,0.7412587412587412,0.029980803967991423,,0.9999999999816527,7.808040880519229e-10,7.808040880519229e-10,0.9999999999657967,0.9999999999742376,0.0,0.9999999999993601,0.0,0.0,0.0,1.600000000439516,0.999999998072813,69,1.1400669320747228,0.7648867169358877,36,23.33452377915607,0.9735436238331564,52.5,47.31428571428572,0.9570099071546734,2,426.6904761904762,410.0,245.45977557001046,252,0.6310563088904604,1.0,0.2582605837766777,5,2.75
rbio1.5,1,symmetric,2.9257974462530414e-27,327.3104319512833,773717.5975950318,0.7045454545454546,238.6034854523819,36,raw,3.1875736618126714e-14,,"[2, 8, 13, 16, 21, 23, 27, 30, 32]","[275.0, 311.0000000000001, 265.00000000000006, 113.00000000000004, 414.0, 272.0, 1.0, 85.00000000000001, 815.0000000000002]",9,4.225750986732181,74122.93473601539,0.5020214897432064,2.475173283969641e-06,1.0,12,345.5833333333334,95.0,782.0,"[2, 5, 8, 11, 13, 16, 20, 23, 25, 29, 31, 34]","[479.00000000000006, 255.0000000000001, 717.0000000000001, 110.00000000000003, 496.0000000000001, 283.00000000000006, 416.00000000000006, 782.0, 249.0, 95.0, 135.0, 129.99999999999997]","[0, 4, 7, 10, 12, 14, 14, 21, 24, 27, 30, 32]","[7, 7, 32, 12, 21, 17, 21, 32, 32, 32, 32, 35]",0.05,20,1966269.0000000005,844.0000000000002,-844.0000000000002,DWT,uc1.l0082986993,0.0,-6.5,19550830.0,72.0,0.0,81.21969696969705,2.2737367544323206e-13,0.0,81.21969696969705,1239.000000000001,136.9318181818182,0.0,2.2737367544323206e-13,0.0,-6.5,0.0,-6.5,0.0,0.8803252370006998,0.7514445337144714,0.006478823644914309,0.7395894428152493,0.02032605150344837,,0.8658297371518242,0.4329148685759121,0.8658297371518242,116,1.2111230186075916,0.775972843925952,18,0,0,0.8658297371518242,0.8658297371518242,254,0,0,0.4796328177357566,0.7559840172504237,19,111.42224493639799,0.7473418482167846,101.75,33.12771182568044,0.7583081123170091,18,rbio,0.4499154213310636,1.0,0.3850592050682554,3,14.25,8.16935408209929e-12,0.7334797574573719,0.761210985349576,0.009236041515671317,0.7412587412587412,0.03091915447623815,,0.9999999999816527,7.808040880519229e-10,7.808040880519229e-10,0.9999999999657967,0.9999999999742376,0.0,0.9999999999993601,0.0,0.0,0.0,1.600000000439516,0.999999998072813,73,1.1341825262034895,0.760938787422859,38,24.748737341529164,0.9719402070957719,55.5,49.98198198198198,0.9545075185138723,3,426.6904761904762,410.0,245.45977557001046,252,0.6310563088904604,1.0,0.2582605837766777,5,3.5
rbio1.5,1,antireflect,2.848664379964765e-27,327.4264616649268,833256.5999589616,0.6818181818181818,260.1439356966028,36,raw,3.0494125743037635e-14,,"[2, 8, 13, 16, 21, 23, 27, 30, 32]","[275.0, 311.0000000000001, 265.00000000000006, 113.00000000000004, 414.0, 272.0, 1.0, 85.00000000000001, 815.0000000000002]",9,4.212621143455118,78722.27166130129,0.5197871982782315,2.475173283969641e-06,1.0,12,345.5833333333334,95.0,782.0,"[2, 5, 8, 11, 13, 16, 20, 23, 25, 29, 31, 34]","[479.00000000000006, 255.0000000000001, 717.0000000000001, 110.00000000000003, 496.0000000000001, 283.00000000000006, 416.00000000000006, 782.0, 249.0, 95.0, 135.0, 130.0]","[0, 4, 7, 10, 12, 14, 14, 21, 24, 27, 30, 32]","[7, 7, 32, 12, 21, 17, 21, 32, 32, 32, 32, 35]",0.05,20,1966269.0000000005,844.0000000000002,-844.0000000000002,DWT,uc1.l0082986993,0.0,-6.5,19550830.0,72.0,0.0,81.21969696969705,2.2737367544323206e-13,0.0,81.21969696969705,1239.000000000001,136.9318181818182,0.0,2.2737367544323206e-13,0.0,-6.5,0.0,-6.5,0.0,0.8814440776344677,0.7467829288085581,0.00767781998212022,0.6480938416422284,0.022859907352233238,,0.8658297371518242,0.4329148685759121,0.8658297371518242,130,1.1744783205738045,0.7524943944941369,35,0,0,0.8658297371518242,0.8658297371518242,287,0,0,0.46137171508392155,0.7272013709600228,36,118.67883832708621,0.7308869879204394,122.0,59.236587355840264,0.7271214984953671,52,rbio,0.4499154213310636,1.0,0.3850592050682554,3,39.75,8.16935408209929e-12,0.7344119662845158,0.7567325481668914,0.010431710400773946,0.65034965034965,0.03342561202994171,,0.9999999999816527,7.808040880519229e-10,7.808040880519229e-10,0.9999999999657967,0.9999999999742376,0.0,0.9999999999993601,0.0,0.0,0.0,1.600000000439516,0.999999998072813,80,1.0977394140088297,0.7364885980021624,64,11.313708498984761,0.9871726661009244,72.0,71.11111111111111,0.9527700065198499,4,426.6904761904762,410.0,245.45977557001046,252,0.6310563088904604,1.0,0.2582605837766777,5,4.25
bior2.6,1,periodic,2.4700111454586793e-27,328.0458853869822,901467.0897622643,0.7083333333333334,186.86954858256402,36,raw,2.9902006796570893e-14,,"[2, 8, 13, 16, 21, 23, 27, 30, 32]","[275.0000000000001, 311.0000000000001, 265.0, 112.99999999999997, 414.0, 272.00000000000006, 0.9999999999999929, 84.99999999999997, 815.0]",9,3.8562503440795233,69525.05844418044,0.7327001677639163,2.475173283969642e-06,1.0,12,345.5833333333334,94.99999999999999,782.0,"[2, 5, 8, 11, 13, 16, 20, 23, 25, 29, 31, 34]","[479.00000000000017, 255.00000000000003, 717.0000000000002, 110.0, 496.0, 283.0, 416.00000000000006, 782.0, 249.0, 94.99999999999999, 135.00000000000009, 130.00000000000003]","[0, 4, 7, 10, 12, 14, 14, 21, 24, 27, 30, 32]","[7, 7, 32, 12, 21, 17, 21, 32, 32, 32, 32, 35]",0.05,20,1966269.0000000005,844.0,-844.0,DWT,uc1.l0082986993,0.0,-6.5,19550830.0,71.99999999999999,0.0,81.21969696969705,0.0,0.0,81.21969696969705,1239.000000000001,136.93181818181822,0.0,0.0,0.0,-6.5,0.0,-6.5,0.0,0.8874169996386077,0.6202574378610998,0.009051442719922894,0.7548387096774194,0.017793000343398577,,0.8658297371518242,0.4329148685759121,0.8658297371518242,265,1.1561573240820031,0.7407560363481205,49,0,0,0.8658297371518242,0.8658297371518242,272,0,0,0.4578715180480896,0.721684456940653,42,128.81252527090163,0.7079081059616743,157.0,77.41774269854,0.6759495178334449,129,bior,0.5701787465118033,0.8415658717482527,0.3484051159172618,4,97.75,8.169576126704214e-12,0.7393885558434322,0.6351786038380323,0.011801521063655134,0.7564102564102564,0.028413492910261913,,0.9999999999816525,7.808040880519229e-10,7.808040880519229e-10,0.9999999999657972,0.9999999999742376,0.0,0.9999999999993601,0.0,0.0,0.0,1.600000000439516,0.999999998072813,74,1.0810526956875612,0.7252932472432716,82,5.656854249492381,0.9935863330504622,78.0,77.7948717948718,0.9525754794504011,5,386.3174603174603,361.5,241.44225183016977,252,0.5713464072234073,0.9836326594428307,0.3049677171107656,3,4.5
db9,1,symmetric,1.7502193950503514e-27,329.54194959469226,594217.3139751174,0.7692307692307693,269.64710239557036,36,raw,3.0790185216271006e-14,,"[2, 8, 13, 16, 21, 23, 27, 30, 32]","[275.0, 311.00000000000006, 265.00000000000006, 113.00000000000004, 414.0, 271.99999999999994, 1.0, 85.00000000000006, 815.0]",9,4.672629537249872,53059.14295762379,0.622640987282357,2.4751732839696424e-06,1.0,12,345.5833333333334,95.00000000000003,782.0,"[2, 5, 8, 11, 13, 16, 20, 23, 25, 29, 31, 34]","[479.00000000000006, 255.0000000000001, 717.0, 110.00000000000011, 496.0, 283.0000000000001, 416.0000000000001, 782.0, 248.99999999999997, 95.00000000000003, 134.99999999999994, 130.00000000000009]","[0, 4, 7, 10, 12, 14, 14, 21, 24, 27, 30, 32]","[7, 7, 32, 12, 21, 17, 21, 32, 32, 32, 32, 35]",0.05,20,1966269.0,844.0,-844.0,DWT,uc1.l0082986993,0.0,-6.5,19550830.0,72.00000000000003,0.0,81.21969696969705,0.0,0.0,81.21969696969705,1239.000000000001,136.9318181818182,0.0,0.0,0.0,-6.5,0.0,-6.5,0.0,0.9018431097594568,0.9101037956326954,0.002864047211943956,1.0,0.008721637027562476,,0.8658297371518242,0.4329148685759121,0.8658297371518242,366,1.4010784420890188,0.8976782759203874,2,0,0,0.8658297371518242,0.8658297371518242,130,0,0,0.5647065179263318,0.890074836840383,2,171.62361919813563,0.6108307954690801,125.0,3.9587320076545467,0.6636920417254698,156,db,0.4982108588715422,0.6567077839315655,0.45424006361045083,2,117.5,8.169687149006677e-12,0.7514082723161128,0.9136360733381641,0.005631296802624983,1.0,0.019440217214144295,,0.999999999981653,7.808040880519229e-10,7.808040880519229e-10,0.9999999999657967,0.9999999999742376,0.0,0.9999999999993601,0.0,0.0,0.0,1.600000000439516,0.999999998072813,70,1.318254735348171,0.8844353855353843,2,48.08326112068523,0.9454838309289283,36.0,3.8888888888888893,0.952333752199158,6,352.7654320987654,327.5,241.69041188088897,162,0.5217244440792701,0.9846436603294034,0.33939979104568985,1,4.75
db9,1,antireflect,1.6776441917700183e-27,329.72587594030733,875449.5428110888,0.6346153846153846,261.9922531480505,36,raw,2.930988785010413e-14,,"[2, 8, 13, 16, 21, 23, 27, 30, 32]","[275.0, 311.0000000000001, 265.0000000000001, 113.00000000000004, 414.0, 271.99999999999994, 1.0000000000000036, 85.00000000000001, 814.9999999999999]",9,4.505093709374266,69577.91704034034,0.5387289309164545,2.4751732839696416e-06,1.0,12,345.5833333333334,95.0,782.0,"[2, 5, 8, 11, 13, 16, 20, 23, 25, 29, 31, 34]","[479.0, 255.00000000000006, 717.0000000000001, 110.00000000000009, 496.0000000000001, 283.0000000000001, 416.0000000000001, 782.0, 248.99999999999994, 95.0, 135.0, 130.00000000000006]","[0, 4, 7, 10, 12, 14, 14, 21, 24, 27, 30, 32]","[7, 7, 32, 12, 21, 17, 21, 32, 32, 32, 32, 35]",0.05,20,1966269.0,844.0,-844.0,DWT,uc1.l0082986993,0.0,-6.5,19550830.0,72.0,0.0,81.21969696969705,0.0,0.0,81.21969696969705,1239.000000000001,136.93181818181824,0.0,0.0,0.0,-6.5,0.0,-6.5,0.0,0.903616657781189,0.8506220622516478,0.008527501399796897,0.458064516129032,0.0178221210764986,,0.8658297371518242,0.4329148685759121,0.8658297371518242,356,1.162099431376648,0.744563175528449,45,0,0,0.8658297371518242,0.8658297371518242,277,0,0,0.4477305717276329,0.7057005770755279,57,156.71922877128597,0.6446275991580817,183.75,86.60787057498119,0.6139804662457075,275,db,0.4982108588715422,0.6567077839315655,0.45424006361045083,2,206.75,8.169465104401752e-12,0.7528859779618708,0.8564915465409011,0.011279033784374427,0.46153846153846123,0.02844229876418724,,0.9999999999816527,7.808040880519229e-10,7.808040880519229e-10,0.9999999999657978,0.9999999999742376,0.0,0.9999999999993601,0.0,0.0,0.0,1.6000000004395163,0.9999999980728131,60,1.0816091810632704,0.7256666010000326,80,14.142135623730951,0.9839658326261553,70.0,68.57142857142857,0.952300376630538,7,352.7654320987654,327.5,241.69041188088897,162,0.5217244440792701,0.9846436603294034,0.33939979104568985,1,5.5
db5,1,antireflect,1.2451731132855214e-27,331.0205771713552,798235.7549398369,0.6818181818181818,199.97995105903453,36,raw,2.5263741715914675e-14,,"[2, 8, 13, 16, 21, 23, 27, 30, 32]","[274.99999999999994, 310.99999999999994, 265.0, 113.0, 413.99999999999994, 272.0, 1.000000000000032, 85.00000000000011, 815.0]",9,4.01300994513917,69605.75368126431,0.5430801846986884,2.4751732839696424e-06,1.0,12,345.5833333333333,95.00000000000007,782.0,"[2, 5, 8, 11, 13, 16, 20, 23, 25, 29, 31, 34]","[478.99999999999994, 255.0, 716.9999999999999, 109.99999999999997, 496.0, 283.0, 416.0, 782.0, 249.00000000000006, 95.00000000000007, 134.9999999999999, 130.0]","[0, 4, 7, 10, 12, 14, 14, 21, 24, 27, 30, 32]","[7, 7, 32, 12, 21, 17, 21, 32, 32, 32, 32, 35]",0.05,20,1966269.0,844.0,-844.0,DWT,uc1.l0082986993,0.0,-6.5,19550830.0,72.00000000000007,0.0,81.21969696969694,0.0,0.0,81.21969696969694,1239.0,136.9318181818182,0.0,0.0,0.0,-6.5,0.0,-6.5,0.0,0.9161010835407524,0.6759131916982581,0.0069725702594741305,0.6480938416422284,0.017837456773048235,,0.8658297371518242,0.4329148685759121,0.8658297371518242,108,1.1574760504694281,0.7416009512324786,48,0,0,0.8658297371518242,0.8658297371518242,274,0,0,0.4529836287827523,0.7139803007068718,47,107.03698737663848,0.7572857429101169,119.25,72.702390831335,0.7434387898224053,36,db,0.4982108588715422,0.6567077839315655,0.45424006361045083,2,27.5,8.169687149006677e-12,0.7632878989715621,0.6886474847160522,0.009728417885668979,0.65034965034965,0.028457468637594435,,0.9999999999816536,7.805632806778817e-10,7.805632806778817e-10,0.9999999999657967,0.9999999999742368,0.0,0.9999999999993601,0.0,0.0,0.0,1.6000000004393715,0.9999999980727227,86,1.0786835382811464,0.7237037466801781,88,1.4142135623730951,0.9983965832626155,87.0,86.98850574712644,0.9498785637401512,8,352.7654320987654,327.5,241.69041188088897,162,0.5217244440792701,0.9846436603294034,0.33939979104568985,1,6.25
rbio1.5,1,reflect,2.1236135568549638e-27,328.702119624803,770821.9904759624,0.7045454545454546,260.1439356966028,36,raw,3.069149872519322e-14,,"[2, 8, 13, 16, 21, 23, 27, 30, 32]","[275.0, 311.0000000000001, 265.00000000000006, 113.00000000000004, 414.0, 272.0, 1.0, 85.00000000000001, 815.0]",9,4.250056944792057,71313.97568921809,0.5130921698647235,2.475173283969641e-06,1.0,12,345.5833333333334,95.0,782.0,"[2, 5, 8, 11, 13, 16, 20, 23, 25, 29, 31, 34]","[479.00000000000006, 255.0000000000001, 717.0000000000001, 110.00000000000003, 496.0000000000001, 283.00000000000006, 416.00000000000006, 782.0, 249.0, 95.0, 135.0, 129.99999999999997]","[0, 4, 7, 10, 12, 14, 14, 21, 24, 27, 30, 32]","[7, 7, 32, 12, 21, 17, 21, 32, 32, 32, 32, 35]",0.05,20,1966269.0000000005,844.0000000000001,-844.0000000000001,DWT,uc1.l0082986993,0.0,-6.5,19550830.0,72.0,0.0,81.21969696969705,1.1368683772161603e-13,0.0,81.21969696969705,1239.000000000001,136.9318181818182,0.0,1.1368683772161603e-13,0.0,-6.5,0.0,-6.5,0.0,0.8937448746930914,0.7600740939418034,0.0064205119132441976,0.7395894428152493,0.018778546411878656,,0.8658297371518242,0.4329148685759121,0.8658297371518242,132,1.2228414234342297,0.7834808871056252,16,0,0,0.8658297371518242,0.8658297371518242,256,0,0,0.4837214939550535,0.762428475926317,16,114.56002793295748,0.7402266940295749,105.0,29.30789245446661,0.7510657279671684,29,rbio,0.4499154213310636,1.0,0.3850592050682554,3,22.5,8.16935408209929e-12,0.7446608893687059,0.7695014655966848,0.009177891610595807,0.7412587412587412,0.02938838238120374,,0.9999999999816527,7.808040880519229e-10,7.808040880519229e-10,0.9999999999657967,0.9999999999742376,0.0,0.9999999999993601,0.0,0.0,0.0,1.600000000439516,0.999999998072813,82,1.1443950616832925,0.7677905191194555,35,33.23401871576773,0.9623197066714652,58.5,49.05982905982906,0.9479965880296102,9,426.6904761904762,410.0,245.45977557001046,252,0.6310563088904604,1.0,0.2582605837766777,5,8.0
db5,1,antisymmetric,1.6364481222751433e-27,329.8338520952248,656867.7881907356,0.7045454545454546,193.63726432958458,36,raw,2.7434844519626097e-14,,"[2, 8, 13, 16, 21, 23, 27, 30, 32]","[274.99999999999994, 310.99999999999994, 265.0, 113.0, 413.99999999999994, 272.0, 1.000000000000032, 85.00000000000011, 814.9999999999999]",9,4.067444942855386,57783.73577404616,0.6110776201486646,2.475173283969643e-06,0.9999999999999999,12,345.5833333333333,95.0000000000001,782.0,"[2, 5, 8, 11, 13, 16, 20, 23, 25, 29, 31, 34]","[478.99999999999994, 255.0, 717.0, 109.99999999999997, 496.0, 283.0, 416.0, 782.0, 249.00000000000006, 95.0000000000001, 134.9999999999999, 129.99999999999997]","[0, 4, 7, 10, 12, 14, 14, 21, 24, 27, 30, 32]","[7, 7, 32, 12, 21, 17, 21, 32, 32, 32, 32, 35]",0.05,20,1966268.9999999995,843.9999999999999,-843.9999999999999,DWT,uc1.l0082986993,0.0,-6.5,19550830.0,72.0000000000001,0.0,81.21969696969694,1.1368683772161603e-13,0.0,81.21969696969694,1239.0,136.9318181818182,0.0,1.1368683772161603e-13,0.0,-6.5,0.0,-6.5,0.0,0.904657840300788,0.6952397325451389,0.004125702364470458,0.7395894428152493,0.01132449855640658,,0.8658297371518242,0.4329148685759121,0.8658297371518242,109,1.19284299818394,0.7642607393608241,25,0,0,0.8658297371518242,0.8658297371518242,248,0,0,0.4709874433164107,0.7423574165623701,26,104.9920631920972,0.7619227592015936,102.0,43.63567730936336,0.7653151210973954,10,db,0.4982108588715422,0.6567077839315655,0.45424006361045083,2,8.0,8.16979817130914e-12,0.7537534826860864,0.7072146307715985,0.006889450612436234,0.7412587412587412,0.022014934297337606,,0.999999999981654,7.805632806778817e-10,7.805632806778817e-10,0.9999999999657967,0.9999999999742368,0.0,0.9999999999993601,0.0,0.0,0.0,1.6000000004393715,0.9999999980727227,87,1.1146136005285516,0.7478097237754937,52,24.748737341529164,0.9719402070957719,69.5,65.09352517985612,0.9465710105773644,10,352.7654320987654,327.5,241.69041188088897,162,0.5217244440792701,0.9846436603294034,0.33939979104568985,1,7.75
