wavelet,wavelet_level,wavelet_mode,wavelet_mse,wavelet_psnr,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,signal_length,signal_type,emd_value,kl_divergence,change_point_indices,change_point_prominences,num_change_points,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,fft_frequency_max,fft_amplitude_max,fft_spectral_centroid,fft_spectral_bandwidth,fft_spectral_magnitude,fft_variance_magnitude,fft_num_peaks,fft_peak_amplitude,fft_dominant_frequency,fft_positive_frequencies,fft_positive_amplitudes,fft_snr_threshold,fft_stationarity_threshold,fft_dynamic_cutoff,fft_dynamic_cutoff_percentile,stft_frequency_max,stft_amplitude_max,stft_spectral_centroid,stft_spectral_bandwidth,stft_spectral_magnitude,stft_variance_magnitude,stft_peak_freq_over_time,stft_num_peaks,stft_peak_amplitude,stft_dominant_frequency,stft_positive_frequencies,stft_positive_amplitudes,stft_snr_threshold,stft_stationarity_threshold,stft_window,stft_nperseg,stft_noverlap,stft_dynamic_cutoff,stft_dynamic_cutoff_percentile,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,prominence_threshold,distance_factor,max_autocorrelation,upper_envelope,lower_envelope,wavelet_type,htid,stft_amplitude_max_diff,stft_frequency_max_diff,avg_prominence_diff,fft_variance_magnitude_diff,stft_noverlap_diff,prominence_max_diff,stft_spectral_magnitude_diff,upper_envelope_diff,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,stft_num_peaks_diff,fft_peak_amplitude_diff,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,stft_window_diff,stft_nperseg_diff,prominence_threshold_diff,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,stft_dominant_frequency_diff,relative_num_peaks_diff,max_autocorrelation_diff,stft_variance_magnitude_diff,fft_amplitude_max_diff,fft_dominant_frequency_diff,fft_snr_threshold_diff,stft_stationarity_threshold_diff,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,stft_dynamic_cutoff_percentile_diff,lower_envelope_diff,fft_stationarity_threshold_diff,stft_dynamic_cutoff_diff,fft_frequency_max_diff,fft_num_peaks_diff,fft_dynamic_cutoff_percentile_diff,fft_dynamic_cutoff_diff,prominence_min_diff,fft_spectral_centroid_diff,stft_peak_amplitude_diff,fft_spectral_bandwidth_diff,stft_spectral_bandwidth_diff,fft_spectral_magnitude_diff,distance_factor_diff,stft_snr_threshold_diff,stft_spectral_centroid_diff,emd_value_normalized,wavelet_mse_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,avg_variance_across_levels_normalized,kl_divergence_normalized,prominence_min_diff_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_right_bases_array_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,relative_peaks_array_alignment_score_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_signal_weighted_score,reconstruction_signal_normalized_weighted_score,reconstruction_signal_normalized_weighted_rank,wavelet_signal_weighted_score,wavelet_signal_normalized_weighted_score,wavelet_signal_normalized_weighted_rank,reconstruction_signal_num_missing_metrics,reconstruction_signal_missing_metrics_count,reconstruction_signal_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_rank,wavelet_signal_num_missing_metrics,wavelet_signal_missing_metrics_count,wavelet_signal_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank,top_wavelet_rank
coif17,1,smooth,4.9148777747372265e-26,311.4244737255749,244442184.8070456,0.5380434782608695,89.15813900509815,268,smoothed,1.6255653539660858e-13,-2.9001234747028114e-10,"[7, 21, 31, 47, 59, 75, 87, 107, 120, 135, 145, 153, 164, 175, 186, 195, 206, 221, 230, 241, 251, 259]","[506.3333333333337, 487.3333333333338, 178.33333333333337, 657.9999999999999, 177.3333333333328, 251.33333333333317, 826.0000000000006, 402.6666666666671, 464.3333333333334, 720.6666666666671, 26.000000000000284, 403.9999999999996, 266.66666666666674, 354.0000000000002, 7.999999999999886, 708.0000000000001, 12.999999999999957, 374.66666666666697, 186.0000000000004, 320.33333333333337, 39.00000000000034, 784.3333333333337]",22,4.878691869396113,3140624.4910367937,0.9997638628383622,5.0243599607621346e-05,0.9999999999999999,0.4962686567164179,121554.00000000001,0.08865106079547154,0.11817928633779162,398507.89060678676,112596314.98807687,21,13721.047680280322,0.018656716417910446,"[0.0, 0.0037313432835820895, 0.007462686567164179, 0.011194029850746268, 0.014925373134328358, 0.018656716417910446, 0.022388059701492536, 0.026119402985074626, 0.029850746268656716, 0.033582089552238806, 0.03731343283582089, 0.041044776119402986, 0.04477611940298507, 0.048507462686567165, 0.05223880597014925, 0.055970149253731345, 0.05970149253731343, 0.06343283582089553, 0.06716417910447761, 0.0708955223880597, 0.07462686567164178, 0.07835820895522388, 0.08208955223880597, 0.08582089552238806, 0.08955223880597014, 0.09328358208955223, 0.09701492537313433, 0.10074626865671642, 0.1044776119402985, 0.10820895522388059, 0.11194029850746269, 0.11567164179104478, 0.11940298507462686, 0.12313432835820895, 0.12686567164179105, 0.13059701492537312, 0.13432835820895522, 0.13805970149253732, 0.1417910447761194, 0.1455223880597015, 0.14925373134328357, 0.15298507462686567, 0.15671641791044777, 0.16044776119402984, 0.16417910447761194, 0.16791044776119401, 0.17164179104477612, 0.17537313432835822, 0.1791044776119403, 0.1828358208955224, 0.18656716417910446, 0.19029850746268656, 0.19402985074626866, 0.19776119402985073, 0.20149253731343283, 0.20522388059701493, 0.208955223880597, 0.2126865671641791, 0.21641791044776118, 0.22014925373134328, 0.22388059701492538, 0.22761194029850745, 0.23134328358208955, 0.23507462686567163, 0.23880597014925373, 0.24253731343283583, 0.2462686567164179]","[121554.00000000001, 6052.051399912044, 2416.1616301740964, 3953.0391187816786, 10172.989591899877, 13721.047680280322, 8828.549426485342, 2824.558112153939, 9180.104338499974, 7207.6957480555275, 9519.630082048887, 195.14067810596518, 1277.6719782334765, 9535.030288148893, 3656.394191567574, 5146.029874991982, 10453.515072187936, 10284.380090875236, 5990.386348154704, 7760.801690984618, 1620.5543917319721, 2389.2734817416404, 4277.209757863894, 4694.741377106063, 7496.5319400019325, 4616.412896545433, 2311.305883734298, 581.4365668410188, 2983.4785066461027, 4461.413306860649, 3894.2668717630577, 4559.74927270304, 2401.1076010066495, 2492.386418090717, 1943.14364843389, 3456.204502755784, 3116.215956087432, 2877.9881025381214, 3468.2855700650184, 1458.9999058411227, 3682.777483836134, 1599.46975465565, 3151.6410747189084, 1194.8128511616885, 2417.1791145578645, 1018.3556041475364, 3731.4767958277544, 1536.9131955592468, 1249.2692519943805, 1384.0331164964223, 941.1909802788456, 1674.9562299262673, 1784.8207749505036, 1537.9334773777443, 3709.4499786645442, 1525.0998243628553, 1488.7778262519287, 476.9435958302571, 1234.392977196273, 157.02230598194393, 1831.4206650927024, 2037.0311806897407, 2410.888420430236, 1863.4976128687435, 768.7304141833475, 1073.9457528799674, 1610.660236809686]",3.0,0.3,210.18333333333337,15,0.5,3052076.489631812,0.07280846413640582,0.07516762372825375,18564981.649340637,32983301458.519096,"[0.046875, 0.015625, 0.046875, 0.078125, 0.03125, 0.015625, 0.078125]",2,3052076.489631812,0.015625,"[0.0, 0.015625, 0.03125, 0.046875, 0.0625, 0.078125, 0.09375, 0.109375, 0.125, 0.140625, 0.15625, 0.171875, 0.1875, 0.203125, 0.21875, 0.234375]","[1860809.3960567662, 3052076.489631812, 2506750.988133413, 2083851.5139381813, 1573060.6240761674, 1630343.4251444943, 1355633.382739973, 993751.6465994345, 781488.8857827586, 639327.4313990095, 468143.687484745, 376267.5629110552, 324049.8653133309, 217162.47491569587, 141937.82374294606, 94267.5042697971]",3.0,0.5,flattop,64,32,210.18333333333337,15,22,370.74242424242436,7.999999999999886,826.0000000000006,"[7, 21, 31, 47, 59, 75, 87, 107, 120, 135, 145, 153, 164, 175, 186, 195, 206, 221, 230, 241, 251, 259]","[506.3333333333337, 487.3333333333338, 178.33333333333337, 657.9999999999999, 177.3333333333328, 251.33333333333317, 826.0000000000006, 402.6666666666671, 464.3333333333334, 720.6666666666671, 26.000000000000284, 403.9999999999996, 266.66666666666674, 354.0000000000002, 7.999999999999886, 708.0000000000001, 12.999999999999957, 374.66666666666697, 186.0000000000004, 320.33333333333337, 39.00000000000034, 784.3333333333337]","[0, 0, 0, 0, 53, 70, 0, 97, 112, 128, 144, 146, 161, 161, 181, 181, 204, 216, 226, 232, 250, 216]","[15, 28, 39, 83, 83, 83, 266, 128, 128, 266, 146, 181, 172, 181, 188, 216, 216, 250, 232, 250, 252, 266]",0.05,30,66351347.55555557,826.0000000000006,-826.0000000000006,DWT,uva.x030718199,4.656612873077393e-10,0.0,1.1368683772161603e-13,2.9802322387695312e-08,0.0,5.684341886080801e-13,3.725290298461914e-09,5.684341886080801e-13,1.0,88.0,0.0,3.637978807091713e-12,1.0,88,,0.0,0.0,1.0,88.0,0.0,0.0,2.9802322387695312e-08,1.1444091796875e-05,1.4551915228366852e-11,0.0,0.0,0.0,1.1368683772161603e-13,2.7284841053187847e-12,2.69360291647238e-13,0.0,5.684341886080801e-13,0.0,5.684341886080802e-14,0.0,0.0,0.0,5.684341886080802e-14,1.1368683772161603e-13,1.3877787807814457e-17,4.656612873077393e-10,1.3877787807814457e-17,2.7755575615628914e-17,1.7462298274040222e-10,0.0,0.0,0.0,2.525821687908638e-13,9.613326668147867e-26,0.9536728969244588,0.010572772178658374,0.970262935149618,0.2008119247575067,0.9050359534097764,0.9999999993897778,1.6312612249815704e-13,1.5603543647624934e-13,1.5603543647624934e-13,2.651163035896688e-13,1.7022047615589868e-13,3.077098365387621e-13,3.6401226910914187e-13,1.0,1.0,5.282452284793868e-13,5.282452284793868e-13,1.0,1.0,0.6000000000008543,0.20786392588072755,111,1.9049607428417137,0.9919691296576675,2,0,0,0.3076923076925106,0.40502139147245236,111,0,0.0,0.5050445602262561,0.9937373119146391,2,62.93117934166921,0.9340344032057974,56.5,3.9292035398230087,0.9374050422737583,1,coif,372.94117647058823,401.0,240.62496029511956,153,0.525044385704752,0.8315890589225897,0.38299221232989666,3,1.5,1
coif14,1,antisymmetric,2.8099508021013115e-26,313.8526137849475,12514082.597641764,0.5342857142857143,166.36984050829523,268,smoothed,1.2292654456536202e-13,-2.831792578206208e-10,"[7, 21, 31, 47, 59, 75, 87, 107, 120, 135, 145, 153, 164, 175, 186, 195, 206, 221, 230, 241, 251, 259]","[506.3333333333338, 487.33333333333337, 178.33333333333303, 658.0000000000003, 177.33333333333337, 251.33333333333357, 826.0000000000003, 402.6666666666668, 464.3333333333333, 720.6666666666669, 26.000000000000057, 404.0, 266.6666666666667, 354.0000000000002, 8.000000000000341, 707.9999999999998, 12.999999999999972, 374.6666666666669, 185.9999999999999, 320.33333333333377, 38.999999999999886, 784.3333333333336]",22,7.109054659652786,199583.49221463417,0.9949018631385486,5.024359960762138e-05,1.0,0.4962686567164179,121554.0,0.08865106079547154,0.11817928633779161,398507.8906067866,112596314.98807684,21,13721.047680280317,0.018656716417910446,"[0.0, 0.0037313432835820895, 0.007462686567164179, 0.011194029850746268, 0.014925373134328358, 0.018656716417910446, 0.022388059701492536, 0.026119402985074626, 0.029850746268656716, 0.033582089552238806, 0.03731343283582089, 0.041044776119402986, 0.04477611940298507, 0.048507462686567165, 0.05223880597014925, 0.055970149253731345, 0.05970149253731343, 0.06343283582089553, 0.06716417910447761, 0.0708955223880597, 0.07462686567164178, 0.07835820895522388, 0.08208955223880597, 0.08582089552238806, 0.08955223880597014, 0.09328358208955223, 0.09701492537313433, 0.10074626865671642, 0.1044776119402985, 0.10820895522388059, 0.11194029850746269, 0.11567164179104478, 0.11940298507462686, 0.12313432835820895, 0.12686567164179105, 0.13059701492537312, 0.13432835820895522, 0.13805970149253732, 0.1417910447761194, 0.1455223880597015, 0.14925373134328357, 0.15298507462686567, 0.15671641791044777, 0.16044776119402984, 0.16417910447761194, 0.16791044776119401, 0.17164179104477612, 0.17537313432835822, 0.1791044776119403, 0.1828358208955224, 0.18656716417910446, 0.19029850746268656, 0.19402985074626866, 0.19776119402985073, 0.20149253731343283, 0.20522388059701493, 0.208955223880597, 0.2126865671641791, 0.21641791044776118, 0.22014925373134328, 0.22388059701492538, 0.22761194029850745, 0.23134328358208955, 0.23507462686567163, 0.23880597014925373, 0.24253731343283583, 0.2462686567164179]","[121554.0, 6052.051399912045, 2416.161630174097, 3953.03911878167, 10172.989591899875, 13721.047680280317, 8828.54942648534, 2824.558112153938, 9180.104338499967, 7207.6957480555275, 9519.630082048885, 195.14067810596833, 1277.671978233473, 9535.03028814889, 3656.394191567569, 5146.029874991987, 10453.515072187936, 10284.380090875226, 5990.386348154707, 7760.801690984622, 1620.5543917319715, 2389.2734817416394, 4277.209757863894, 4694.741377106073, 7496.531940001924, 4616.412896545428, 2311.3058837342933, 581.4365668410146, 2983.478506646098, 4461.413306860649, 3894.26687176306, 4559.749272703036, 2401.1076010066467, 2492.38641809072, 1943.1436484338913, 3456.2045027557842, 3116.2159560874293, 2877.9881025381237, 3468.2855700650152, 1458.9999058411227, 3682.777483836134, 1599.4697546556536, 3151.641074718911, 1194.8128511616903, 2417.179114557866, 1018.3556041475333, 3731.4767958277534, 1536.9131955592457, 1249.2692519943828, 1384.0331164964248, 941.1909802788499, 1674.9562299262698, 1784.8207749505025, 1537.933477377743, 3709.449978664538, 1525.0998243628478, 1488.777826251932, 476.94359583025897, 1234.3929771962676, 157.02230598194492, 1831.4206650927053, 2037.0311806897394, 2410.8884204302276, 1863.4976128687465, 768.7304141833524, 1073.9457528799699, 1610.6602368096856]",3.0,0.3,210.1833333333333,15,0.5,3052076.489631812,0.07280846413640582,0.07516762372825372,18564981.649340637,32983301458.519123,"[0.046875, 0.015625, 0.046875, 0.078125, 0.03125, 0.015625, 0.078125]",2,3052076.489631812,0.015625,"[0.0, 0.015625, 0.03125, 0.046875, 0.0625, 0.078125, 0.09375, 0.109375, 0.125, 0.140625, 0.15625, 0.171875, 0.1875, 0.203125, 0.21875, 0.234375]","[1860809.3960567664, 3052076.489631812, 2506750.9881334137, 2083851.5139381823, 1573060.6240761676, 1630343.4251444938, 1355633.3827399728, 993751.6465994343, 781488.8857827585, 639327.4313990092, 468143.68748474494, 376267.5629110552, 324049.8653133307, 217162.47491569567, 141937.8237429458, 94267.50426979698]",3.0,0.5,flattop,64,32,210.1833333333333,15,22,370.7424242424244,8.000000000000341,826.0000000000003,"[7, 21, 31, 47, 59, 75, 87, 107, 120, 135, 145, 153, 164, 175, 186, 195, 206, 221, 230, 241, 251, 259]","[506.3333333333338, 487.33333333333337, 178.33333333333303, 658.0000000000003, 177.33333333333337, 251.33333333333357, 826.0000000000003, 402.6666666666668, 464.3333333333333, 720.6666666666669, 26.000000000000057, 404.0, 266.6666666666667, 354.0000000000002, 8.000000000000341, 707.9999999999998, 12.999999999999972, 374.6666666666669, 185.9999999999999, 320.33333333333377, 38.999999999999886, 784.3333333333336]","[0, 0, 0, 0, 53, 70, 0, 97, 112, 128, 144, 146, 161, 161, 181, 181, 204, 216, 226, 232, 250, 216]","[15, 28, 39, 83, 83, 83, 266, 128, 128, 266, 146, 181, 172, 181, 188, 216, 216, 250, 232, 250, 252, 266]",0.05,30,66351347.55555555,826.0000000000003,-826.0000000000003,DWT,uva.x030718199,4.656612873077393e-10,0.0,1.7053025658242404e-13,0.0,0.0,3.410605131648481e-13,3.725290298461914e-09,3.410605131648481e-13,1.0,88.0,0.0,1.8189894035458565e-12,1.0,88,,0.0,0.0,1.0,88.0,0.0,0.0,1.4901161193847656e-08,1.52587890625e-05,0.0,0.0,0.0,0.0,1.7053025658242404e-13,3.637978807091713e-12,1.860330071808262e-13,0.0,3.410605131648481e-13,0.0,0.0,0.0,0.0,0.0,0.0,3.410605131648481e-13,1.3877787807814457e-17,4.656612873077393e-10,0.0,0.0,0.0,0.0,0.0,0.0,1.764046287951016e-13,5.228223241173867e-26,0.9629393036591705,0.9614153831463677,0.01194984524715547,0.1651359332043577,0.047508514761956736,0.999999999389992,4.893783674944711e-13,2.34053154714374e-13,2.34053154714374e-13,1.6809501802068354e-13,2.2696063487453158e-13,1.8462590192325727e-13,1.8200613455457093e-13,1.0,1.0,3.1694713708763203e-13,3.1694713708763203e-13,1.0,1.0,0.6000000000007613,0.20786392588069533,118,1.5495039753348396,0.8068723282565375,46,0,0,0.3076923076924886,0.4050213914724234,115,0,0.0,0.39361862242614704,0.7744930696690779,56,38.05587996617606,0.9601091404966708,83.75,70.46409198386574,0.9361604402692998,2,coif,372.94117647058823,401.0,240.62496029511956,153,0.525044385704752,0.8315890589225897,0.38299221232989666,3,2.25,2
coif13,1,antisymmetric,6.433583370234029e-26,310.2550716146103,12278599.600866703,0.5348837209302325,167.35640988923447,268,smoothed,1.805719752827648e-13,-3.089140054868271e-10,"[7, 21, 31, 47, 59, 75, 87, 107, 120, 135, 145, 153, 164, 175, 186, 195, 206, 221, 230, 241, 251, 259]","[506.33333333333394, 487.33333333333314, 178.33333333333348, 658.0000000000003, 177.33333333333337, 251.3333333333332, 826.0000000000001, 402.66666666666663, 464.3333333333338, 720.6666666666667, 25.999999999999773, 404.0000000000002, 266.6666666666669, 354.00000000000017, 7.999999999999659, 708.0000000000002, 12.999999999999964, 374.66666666666697, 186.00000000000017, 320.3333333333329, 38.99999999999994, 784.333333333334]",22,7.077735913000738,191203.2325757281,0.9945962642658573,5.024359960762136e-05,1.0,0.4962686567164179,121554.00000000003,0.08865106079547155,0.11817928633779161,398507.8906067867,112596314.98807688,21,13721.047680280328,0.018656716417910446,"[0.0, 0.0037313432835820895, 0.007462686567164179, 0.011194029850746268, 0.014925373134328358, 0.018656716417910446, 0.022388059701492536, 0.026119402985074626, 0.029850746268656716, 0.033582089552238806, 0.03731343283582089, 0.041044776119402986, 0.04477611940298507, 0.048507462686567165, 0.05223880597014925, 0.055970149253731345, 0.05970149253731343, 0.06343283582089553, 0.06716417910447761, 0.0708955223880597, 0.07462686567164178, 0.07835820895522388, 0.08208955223880597, 0.08582089552238806, 0.08955223880597014, 0.09328358208955223, 0.09701492537313433, 0.10074626865671642, 0.1044776119402985, 0.10820895522388059, 0.11194029850746269, 0.11567164179104478, 0.11940298507462686, 0.12313432835820895, 0.12686567164179105, 0.13059701492537312, 0.13432835820895522, 0.13805970149253732, 0.1417910447761194, 0.1455223880597015, 0.14925373134328357, 0.15298507462686567, 0.15671641791044777, 0.16044776119402984, 0.16417910447761194, 0.16791044776119401, 0.17164179104477612, 0.17537313432835822, 0.1791044776119403, 0.1828358208955224, 0.18656716417910446, 0.19029850746268656, 0.19402985074626866, 0.19776119402985073, 0.20149253731343283, 0.20522388059701493, 0.208955223880597, 0.2126865671641791, 0.21641791044776118, 0.22014925373134328, 0.22388059701492538, 0.22761194029850745, 0.23134328358208955, 0.23507462686567163, 0.23880597014925373, 0.24253731343283583, 0.2462686567164179]","[121554.00000000003, 6052.051399912044, 2416.161630174097, 3953.03911878167, 10172.989591899885, 13721.047680280328, 8828.549426485337, 2824.558112153939, 9180.104338499978, 7207.695748055527, 9519.63008204889, 195.14067810596723, 1277.671978233477, 9535.030288148895, 3656.394191567569, 5146.029874991985, 10453.515072187936, 10284.38009087523, 5990.386348154706, 7760.801690984626, 1620.5543917319742, 2389.2734817416344, 4277.209757863894, 4694.741377106074, 7496.531940001928, 4616.412896545429, 2311.30588373429, 581.4365668410175, 2983.4785066460922, 4461.41330686065, 3894.2668717630586, 4559.7492727030385, 2401.107601006646, 2492.3864180907262, 1943.1436484338872, 3456.2045027557792, 3116.2159560874293, 2877.988102538128, 3468.285570065016, 1458.999905841115, 3682.777483836131, 1599.469754655655, 3151.6410747189116, 1194.8128511616926, 2417.1791145578677, 1018.3556041475435, 3731.476795827755, 1536.9131955592463, 1249.2692519943823, 1384.0331164964216, 941.1909802788506, 1674.9562299262748, 1784.8207749505004, 1537.9334773777437, 3709.449978664544, 1525.0998243628524, 1488.7778262519266, 476.94359583025425, 1234.392977196271, 157.0223059819424, 1831.4206650927063, 2037.0311806897412, 2410.8884204302326, 1863.4976128687492, 768.7304141833505, 1073.9457528799724, 1610.660236809685]",3.0,0.3,210.1833333333333,15,0.5,3052076.489631815,0.07280846413640579,0.07516762372825372,18564981.64934065,32983301458.51915,"[0.046875, 0.015625, 0.046875, 0.078125, 0.03125, 0.015625, 0.078125]",2,3052076.489631815,0.015625,"[0.0, 0.015625, 0.03125, 0.046875, 0.0625, 0.078125, 0.09375, 0.109375, 0.125, 0.140625, 0.15625, 0.171875, 0.1875, 0.203125, 0.21875, 0.234375]","[1860809.3960567676, 3052076.489631815, 2506750.9881334156, 2083851.5139381834, 1573060.6240761676, 1630343.4251444943, 1355633.382739973, 993751.6465994342, 781488.8857827582, 639327.4313990093, 468143.6874847454, 376267.56291105587, 324049.86531333136, 217162.47491569608, 141937.82374294603, 94267.50426979703]",3.0,0.5,flattop,64,32,210.1833333333333,15,22,370.74242424242436,7.999999999999659,826.0000000000001,"[7, 21, 31, 47, 59, 75, 87, 107, 120, 135, 145, 153, 164, 175, 186, 195, 206, 221, 230, 241, 251, 259]","[506.33333333333394, 487.33333333333314, 178.33333333333348, 658.0000000000003, 177.33333333333337, 251.3333333333332, 826.0000000000001, 402.66666666666663, 464.3333333333338, 720.6666666666667, 25.999999999999773, 404.0000000000002, 266.6666666666669, 354.00000000000017, 7.999999999999659, 708.0000000000002, 12.999999999999964, 374.66666666666697, 186.00000000000017, 320.3333333333329, 38.99999999999994, 784.333333333334]","[0, 0, 0, 0, 53, 70, 0, 97, 112, 128, 144, 146, 161, 161, 181, 181, 204, 216, 226, 232, 250, 216]","[15, 28, 39, 83, 83, 83, 266, 128, 128, 266, 146, 181, 172, 181, 188, 216, 216, 250, 232, 250, 252, 266]",0.05,30,66351347.5555556,826.0000000000001,-826.0000000000001,DWT,uva.x030718199,3.259629011154175e-09,0.0,1.1368683772161603e-13,4.470348358154297e-08,0.0,1.1368683772161603e-13,1.4901161193847656e-08,1.1368683772161603e-13,1.0,88.0,0.0,9.094947017729282e-12,1.0,88,,0.0,0.0,1.0,88.0,0.0,0.0,5.960464477539063e-08,4.1961669921875e-05,2.9103830456733704e-11,0.0,0.0,0.0,1.1368683772161603e-13,2.7284841053187847e-12,2.4190750412923407e-13,0.0,1.1368683772161603e-13,0.0,0.0,0.0,0.0,0.0,0.0,3.410605131648481e-13,0.0,3.259629011154175e-09,0.0,0.0,1.1641532182693481e-10,0.0,0.0,2.7755575615628914e-17,2.872117981115665e-13,1.2777180425524529e-25,0.9492101578189442,0.9480636544639487,0.010976843544863913,0.17081337333620603,0.04506505933708071,0.9999999993891856,4.893783674944711e-13,1.5603543647624934e-13,1.5603543647624934e-13,2.331519265611271e-13,1.7022047615589868e-13,6.154196730775242e-14,7.280245382182837e-13,1.0,1.0,1.0564904569587735e-13,1.0564904569587735e-13,1.0,1.0,0.6000000000008325,0.20786392588072003,114,1.5353977165208479,0.7995267840866522,75,0,0,0.3076923076924773,0.4050213914724085,120,0,0.0,0.3905161359863145,0.768388545875,99,20.049937655763422,0.9789832938618832,102.0,98.66893974165627,0.9360325274340863,3,coif,372.94117647058823,401.0,240.62496029511956,153,0.525044385704752,0.8315890589225897,0.38299221232989666,3,3.0,3
