signal_type,wavelet,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,wavelet_psnr,signal_length,scales_used,emd_value,kl_divergence,is_complex,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,prominence_threshold,distance_factor,max_autocorrelation,upper_envelope,lower_envelope,fft_frequency_max,fft_amplitude_max,fft_spectral_centroid,fft_spectral_bandwidth,fft_spectral_magnitude,fft_variance_magnitude,fft_num_peaks,fft_peak_amplitude,fft_dominant_frequency,fft_positive_frequencies,fft_positive_amplitudes,fft_snr_threshold,fft_stationarity_threshold,fft_dynamic_cutoff,fft_dynamic_cutoff_percentile,stft_frequency_max,stft_amplitude_max,stft_spectral_centroid,stft_spectral_bandwidth,stft_spectral_magnitude,stft_variance_magnitude,stft_peak_freq_over_time,stft_num_peaks,stft_peak_amplitude,stft_dominant_frequency,stft_positive_frequencies,stft_positive_amplitudes,stft_snr_threshold,stft_stationarity_threshold,stft_window,stft_nperseg,stft_noverlap,stft_dynamic_cutoff,stft_dynamic_cutoff_percentile,wavelet_type,htid,fft_frequency_max_diff,fft_snr_threshold_diff,lower_envelope_diff,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,stft_dynamic_cutoff_percentile_diff,prominence_threshold_diff,prominence_min_diff,stft_window_diff,fft_peak_amplitude_diff,avg_prominence_diff,stft_spectral_bandwidth_diff,stft_num_peaks_diff,stft_variance_magnitude_diff,stft_noverlap_diff,fft_spectral_centroid_diff,stft_dominant_frequency_diff,stft_nperseg_diff,fft_variance_magnitude_diff,stft_snr_threshold_diff,stft_dynamic_cutoff_diff,distance_factor_diff,fft_stationarity_threshold_diff,fft_amplitude_max_diff,fft_spectral_magnitude_diff,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,max_autocorrelation_diff,stft_spectral_centroid_diff,stft_amplitude_max_diff,fft_dynamic_cutoff_diff,fft_num_peaks_diff,stft_peak_amplitude_diff,prominence_max_diff,upper_envelope_diff,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,stft_stationarity_threshold_diff,fft_dominant_frequency_diff,fft_dynamic_cutoff_percentile_diff,stft_frequency_max_diff,stft_spectral_magnitude_diff,relative_num_peaks_diff,fft_spectral_bandwidth_diff,emd_value_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,correlation_normalized,avg_variance_across_levels_normalized,kl_divergence_normalized,prominence_min_diff_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,relative_num_peaks_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_signal_weighted_score,reconstruction_signal_normalized_weighted_score,reconstruction_signal_normalized_weighted_rank,wavelet_signal_weighted_score,wavelet_signal_normalized_weighted_score,wavelet_signal_normalized_weighted_rank,reconstruction_signal_num_missing_metrics,reconstruction_signal_missing_metrics_count,reconstruction_signal_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_rank,wavelet_signal_num_missing_metrics,wavelet_signal_missing_metrics_count,wavelet_signal_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank
raw,gaus6,20.502275578419738,0.6908686179785924,799.1266649031209,-36.32423390095907,207,102,43639.13603827647,,False,13.539883846160569,450160.3384804934,0.017691345145676572,9.96979465095324e-07,0.3259854712943853,6,41582.00432463258,161.21118380129337,115391.11529023331,"[26, 43, 99, 145, 173, 182]","[115391.11529023331, 1141.0176050938971, 40288.06271768982, 3508.47402144684, 161.21118380129337, 89002.14512953034]","[0, 39, 75, 75, 75, 75]","[75, 75, 120, 149, 174, 206]",0.05,30,566530950663.738,99951.95785636581,-99951.95785636581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CWT,inu.32000013032901,,,99153.95785636581,0.0,-22.0,,0.0,147.21118380129337,,,41161.80432463258,,,,,,,,,,,0.0,,,,0.0,-22.0,41161.80432463258,238987.02594779548,41162.00150884857,,,,,,,114604.11529023331,99153.95785636581,0.0,-8.5,,,,,,19.0,,0.11380557492830272,0.6949603938495639,0.5079261933018475,0.7505494125547882,0.47214510457153464,0.7367799011945146,0.08676780057912654,,0.2963141582133147,0.954249127212974,0.954249127212974,0.9542540743308374,0.6891774082605677,0.6480113604877551,0.9,,0.5263157894736842,0.03703703703703706,0.21677168322294874,0.21677168322294874,0.038461538461538464,2.127050594097751,0.875950723015582,2,1.5986328342546174,0.7658035415978024,5,0,0,0.5359677489280482,0.8688682989521764,5,1,0.125,0.4741691972828112,0.8317701130357767,4,1.4142135623730951,0.8989847455447789,4.0,3.4782608695652177,0.8066352299152466,1,gaus,7.625,8.0,5.3967582862307255,8,0.7625,1.0,0.16625,1,1.0
raw,gaus8,20.474445373088997,0.675618073316283,757.3904501942927,-35.54060663562301,207,102,40096.316578326616,,False,13.494015514553947,458880.94339117006,0.02017298758995593,8.45003699905598e-07,0.35284441132181704,6,41541.2201280506,65.85376087592886,110474.5957006333,"[26, 43, 99, 141, 168, 182]","[110474.5957006333, 1785.631073945362, 45813.92272259184, 7234.111540943535, 65.85376087592886, 83873.20596931363]","[0, 39, 74, 120, 74, 74]","[74, 74, 120, 149, 169, 206]",0.05,20,472994140064.7879,91808.9359776522,-91808.9359776522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CWT,inu.32000013032901,,,91010.9359776522,0.0,-22.0,,0.0,51.853760875928856,,,41121.0201280506,,,,,,,,,,,10.0,,,,0.0,-17.5,41121.0201280506,238742.3207683036,41130.92384196203,,,,,,,109687.5957006333,91010.9359776522,0.0,-4.0,,,,,,19.0,,0.08512195408584791,0.7513527174619852,0.44762868803685185,0.7471748439785365,0.4125485841199333,0.798297476525587,0.08984786092518703,,0.05113706233449705,0.9532259001435727,0.9532259001435727,0.9534743725669881,0.688460694066462,0.618020332255951,0.9,,0.7631578947368421,0.20370370370370378,0.18316113609275952,0.18316113609275952,0.038461538461538464,2.0642024056912613,0.8500689145491331,4,1.5940275513389224,0.7635974428043021,6,0,0,0.5407658058832205,0.876646527387104,4,1,0.125,0.4697460178762755,0.8240111348987862,5,0.9574271077563381,0.9316123494459758,4.75,4.615384615384615,0.7961633175801308,2,gaus,7.625,8.0,5.3967582862307255,8,0.7625,1.0,0.16625,1,1.75
raw,gaus4,20.557500877200305,0.6893530359003505,813.1538315209928,-36.745471628604,207,102,42499.35924054461,,False,13.533577351492374,357353.2874066758,0.016884149059001128,1.187987004173763e-06,0.34173725567612895,6,43405.56103588635,434.8977130479325,122704.65709808274,"[26, 43, 99, 145, 173, 181]","[122704.65709808274, 1856.705496687122, 35798.629234847525, 2824.3569585335517, 434.8977130479325, 96814.11971411924]","[0, 39, 75, 75, 75, 75]","[75, 75, 120, 149, 174, 206]",0.05,30,626244038833.5273,106382.21032035508,-106382.21032035508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CWT,inu.32000013032901,,,105584.21032035508,0.0,-22.0,,0.0,420.8977130479325,,,42985.36103588635,,,,,,,,,,,0.0,,,,0.0,-22.0,42985.36103588635,249928.3662153181,42985.36103588635,,,,,,,121917.65709808274,105584.21032035508,0.0,-8.5,,,,,,19.0,,0.10457763489897064,0.6646467800871249,0.49963581337871454,0.7572457899499332,0.46622246899870445,0.7728577055052226,0.05398896003134451,,0.9999999999999999,1.0,1.0,1.0,0.7212233743024644,0.6926243503958327,0.9,,0.5263157894736842,0.03703703703703706,0.243312727410106,0.243312727410106,0.038461538461538464,2.4282765436565703,1.0,1,1.5758298140003988,0.7548800616744407,7,0,0,0.6168572953742308,1.0,1,1,0.125,0.46791787897857356,0.8208042810873191,6,3.2015621187164243,0.7713169915202553,3.75,1.731958762886598,0.7517299243315563,3,gaus,7.625,8.0,5.3967582862307255,8,0.7625,1.0,0.16625,1,2.5
raw,morl,20.04246279802771,0.6750970919768874,593.6319968017327,-32.873331230037145,207,102,29582.5910950382,,False,13.442068530208674,304461.11677544814,0.024056295957581582,2.0858813991404142e-07,0.4409089351952818,11,22866.062049282144,335.883013060964,92956.505503204,"[17, 25, 45, 99, 107, 126, 132, 138, 146, 173, 183]","[767.6053050964183, 92956.505503204, 5166.2549846337315, 61164.91976858367, 427.8551633431016, 2165.9059249337333, 2564.5421019107707, 14893.196948668596, 335.883013060964, 1470.9753792432457, 69613.03844942535]","[0, 0, 39, 73, 106, 121, 121, 121, 145, 73, 73]","[19, 73, 73, 150, 150, 127, 133, 150, 150, 174, 206]",0.05,30,256806709545.91885,68962.16546352292,-68962.16546352292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CWT,inu.32000013032901,,,68164.16546352292,0.0,-10.5,,0.0,321.883013060964,,,22445.862049282143,,,,,,,,,,,0.0,,,,0.0,-19.5,22445.862049282143,241021.68254210358,22445.862049282143,,,,,,,92169.505503204,68164.16546352292,0.0,-15.0,,,,,,14.0,,0.0,0.943298384093102,0.3793403188647856,0.6947945325160149,0.4105126781417732,1.0,0.03530779295096727,,0.7454195400066748,0.48468835685439315,0.48468835685439315,0.48468835685439315,0.6951366906276155,0.5111590601500191,0.65,,0.1842105263157895,0.12962962962962968,0.08886046140771664,0.08886046140771664,0.48076923076923084,1.686075304871249,0.694350612279237,6,1.6813746445833577,0.8054398921282274,3,0,0,0.41900922257313095,0.6792644355757019,8,1,0.125,0.4885005295095204,0.8569096073227779,3,2.449489742783178,0.8250364469440588,5.0,4.173913043478261,0.7339467949006008,4,morl,4.0,4.0,,1,0.4,,,6,4.5
raw,gaus2,21.702552482890347,0.6350762527233116,1329.8478793765028,-41.976727675274674,207,102,95891.04243872949,,False,13.388044325655027,339281.23444653983,0.02447405212116969,1.3809826654082264e-06,0.3978595232039658,7,34902.84037929604,45.964878259415855,131262.23151961647,"[29, 47, 84, 99, 140, 168, 180]","[131262.23151961647, 7878.29845895672, 45.964878259415855, 32613.39116769623, 7128.285278609692, 61281.41115960271, 4110.300192331051]","[0, 38, 75, 75, 120, 75, 175]","[206, 206, 85, 120, 150, 206, 206]",0.05,20,2081264974684.8662,139032.8024208843,-139032.8024208843,0.49275362318840576,19930705.303014226,0.01649764575755296,0.04947833839984753,31821332.466230605,3924236207405.668,12.0,2872970.6833618926,0.014492753623188404,"[0.0, 0.004830917874396135, 0.00966183574879227, 0.014492753623188404, 0.01932367149758454, 0.024154589371980676, 0.02898550724637681, 0.033816425120772944, 0.03864734299516908, 0.043478260869565216, 0.04830917874396135, 0.05314009661835749, 0.05797101449275362, 0.06280193236714976, 0.06763285024154589, 0.07246376811594203, 0.07729468599033816, 0.08212560386473429, 0.08695652173913043, 0.09178743961352656, 0.0966183574879227, 0.10144927536231883, 0.10628019323671498, 0.1111111111111111, 0.11594202898550723, 0.12077294685990338, 0.12560386473429952, 0.13043478260869565, 0.13526570048309178, 0.1400966183574879, 0.14492753623188406, 0.1497584541062802, 0.15458937198067632, 0.15942028985507245, 0.16425120772946858, 0.16908212560386474, 0.17391304347826086, 0.178743961352657, 0.18357487922705312, 0.18840579710144928, 0.1932367149758454, 0.19806763285024154, 0.20289855072463767, 0.2077294685990338, 0.21256038647342995, 0.21739130434782608, 0.2222222222222222, 0.22705314009661834, 0.23188405797101447, 0.23671497584541062, 0.24154589371980675]","[19930705.303014226, 432772.2888432071, 2207142.762914521, 2872970.6833618926, 911626.7466119488, 1168081.1726184695, 713710.557729231, 576294.6506020108, 285091.24074848014, 112290.26661595805, 231978.28708418403, 355766.0254174819, 278216.1402542927, 11540.626905119072, 183726.5063775948, 60373.585436047644, 39943.74522942482, 91209.28554075155, 94284.02536348537, 80774.25541330916, 43937.14541715772, 75025.02946738178, 63002.63882751531, 24995.26063275043, 28150.87003559173, 30081.030107427192, 32774.032727506, 36002.30858462188, 47210.47286932996, 37748.891920287955, 13360.283089889164, 20406.8508482854, 31223.91925279394, 29653.005049315518, 16559.082159263166, 3986.8903750962763, 21602.89605837023, 8359.719031926561, 13933.033822895846, 30016.61557182189, 16558.148386674904, 2833.4921194204594, 7752.308205011389, 18512.936849544145, 14857.531976443437, 12899.544616654139, 12071.27504183037, 12097.056865214476, 10908.509623293117, 9672.358490404684, 6861.637807491153]",3.0,0.7,73094.56539053834,15.0,0.5,49184171870.910225,0.0169402681325693,0.014345245350318477,101410744394.54033,6.661852274453711e+18,"[0.015625, 0.015625, 0.015625, 0.015625, 0.015625]",1.0,49184171870.910225,0.015625,"[0.0, 0.015625, 0.03125, 0.046875, 0.0625, 0.078125, 0.09375, 0.109375, 0.125, 0.140625, 0.15625, 0.171875, 0.1875, 0.203125, 0.21875, 0.234375]","[25388926328.11657, 49184171870.910225, 21892958888.221416, 3775437714.9996195, 779046265.9069216, 239446933.29465964, 57558676.31219633, 29195913.65474749, 18997224.180395916, 10737183.492442422, 6698013.299013027, 5670563.68026375, 5392992.034549946, 2933767.519832278, 556614.4817399272, 252663.75095532477]",3.0,0.7,blackmanharris,64.0,32.0,73094.56539053834,15.0,CWT,inu.32000013032901,0.0,0.0,138234.8024208843,0.0,-17.0,0.0,0.0,31.964878259415855,,2863652.169195488,34482.64037929604,0.114889457245551,0.0,6.661852259144407e+18,16.0,0.1288493607783364,0.015625,32.0,3924154684931.307,0.0,72946.66539053834,10.0,0.19999999999999996,19837873.303014226,31460611.510992177,0.0,-8.0,34482.64037929604,233814.8826550723,34492.86474719697,,0.13574283957769237,49179971747.557045,72946.66539053834,3.0,49179971747.557045,130475.23151961647,138234.8024208843,0.0,-8.0,0.39999999999999997,0.009661835748792272,0.0,0.0,101393227529.98024,18.0,0.09968939310384603,0.5368510866821663,0.2881888683568922,0.30832128145029936,0.8960897230372706,0.2541180825467335,0.9013998526215337,0.04760602968825887,,0.0,0.7866768339571827,0.7866768339571827,0.7869333512084841,0.6740287770810386,0.7448260047154613,0.8500000000000001,,0.5526315789473685,0.5555555555555557,0.3780789457708975,0.3780789457708975,0.23076923076923078,2.0657176345476023,0.8506929080808003,3,1.4174237352051808,0.6789977617787553,8,0,0,0.5603546714777751,0.9084024387485323,2,1,0.125,0.4555464177690221,0.799102720235932,7,2.943920288775949,0.7897199793731465,5.0,3.632432432432433,0.7162885611151446,5,gaus,7.625,8.0,5.3967582862307255,8,0.7625,1.0,0.16625,1,4.0
raw,cgau8,14.939641045483981,0.8259448707019039,902.629020568373,-34.618567031718065,207,102,39283.73059800316,-389137.5401915886,True,13.914204548839232,417093.35353317007,0.023419509644787322,2.5952293408347716e-06,0.275231823888742,7,26515.29376199504,198.59094604121492,76697.35889855737,"[18, 24, 44, 99, 139, 168, 183]","[198.59094604121492, 76697.35889855737, 2342.592421929825, 38902.261638128504, 10189.170132242498, 212.28126023617733, 57064.80103682968]","[0, 0, 39, 74, 121, 74, 74]","[20, 74, 74, 121, 149, 169, 206]",0.05,30,386236567434.707,69902.71139545654,-69902.71139545654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CWT,inu.32000013032901,,,69104.71139545654,0.0,-21.5,,0.0,184.59094604121492,,,26095.09376199504,,,,,,,,,,,0.0,,,,0.0,-21.5,26095.09376199504,175102.05633396527,26095.159119020915,,,,,,,75910.35889855737,69104.71139545654,0.0,-8.0,,,,,,18.0,,0.07854303906492208,0.8177056355225598,1.0,0.07604875857351179,1.0,0.6205340134411437,0.07508875879897019,0.8926591167118132,0.392422686206964,0.5762432478146639,0.5762432478146639,0.5762448875448449,0.5020654533468438,0.4119774102128388,0.8500000000000001,,0.5526315789473685,0.05555555555555558,0.0927425906521436,0.0927425906521436,0.05769230769230768,1.5428218638437938,0.6353567380429279,8,2.087523427900539,1.0,1,0,0,0.3947134630366948,0.6398780820079832,9,0,0.0,0.570072415264115,1.0,1,4.349329450233296,0.6893336106976218,4.75,1.7888198757763976,0.6750239482059537,6,cgau,6.0,6.0,,1,0.6,,,2,5.0
raw,shan,14.312463817217493,0.7649426920526665,696.886475664263,-32.08540604151962,207,102,30676.936676136353,-372810.2449644573,True,13.772974412596486,298937.36692809523,0.024960702949571846,3.954398105608545e-08,0.30310275048118146,22,11147.076578501037,404.5562906874893,76612.22296089708,"[4, 17, 25, 40, 46, 54, 61, 69, 92, 99, 106, 113, 124, 130, 137, 143, 156, 164, 171, 182, 189, 195]","[1432.771209282672, 56375.853932368016, 1312.4393094666084, 2709.3048897585527, 10866.996218697917, 780.4018947141894, 4540.2344397240995, 4117.270863740647, 2345.147770310272, 76612.22296089708, 2372.573208172271, 404.5562906874893, 4478.227901183954, 6852.648617647641, 9781.47564032484, 1310.035890284351, 2299.03577701426, 4071.5750036579175, 8652.601262144679, 39571.64772508238, 2690.99337609571, 1657.6705457672397]","[0, 0, 23, 38, 38, 53, 60, 68, 71, 71, 105, 112, 123, 123, 135, 142, 150, 150, 150, 150, 183, 194]","[5, 71, 71, 41, 71, 71, 71, 71, 93, 150, 150, 150, 129, 150, 150, 150, 157, 165, 172, 206, 206, 206]",0.05,30,217129365682.1536,47433.4269222307,-47433.4269222307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CWT,inu.32000013032901,,,46635.4269222307,0.0,-0.5,,0.0,390.5562906874893,,,10726.876578501036,,,,,,,,,,,0.0,,,,0.0,4.0,10726.876578501036,234730.6847270228,10726.876578501035,,,,,,,75825.22296089708,46635.4269222307,0.0,-0.5,,,,,,3.0,,0.008860116659537495,0.9999999999999999,0.8143419525979967,0.0,0.7616139181935964,0.6843694374916114,0.033356840804796804,1.0,0.9219880152907598,0.1906729252761315,0.1906729252761315,0.19067292527613144,0.6767110592677957,0.4114580765127734,0.09999999999999998,,0.9473684210526316,1.0000000000000002,0.0,0.0,0.8653846153846154,1.400100370408217,0.5765819276497662,10,2.0015650898928614,0.958822815179551,2,0,0,0.4579107469447475,0.7423284937676635,7,0,0.0,0.5378177832184423,0.9434201143889254,2,3.947573094109004,0.7180304932779282,5.25,3.218390804597701,0.6715152466389641,7,shan,7.0,7.0,,1,0.7,,,7,7.0
raw,fbsp,18.725209985841108,0.6365444728616084,1126.7966776644635,-41.20434758230693,207,102,79481.5860146661,-455832.7681199739,True,13.562806017365144,749335.1326555867,0.01743310116454682,1.6810889041989946e-08,0.18211876290995768,24,14817.294938415393,177.05663736457063,114377.62600235254,"[4, 19, 26, 32, 43, 49, 61, 69, 77, 85, 92, 99, 107, 113, 121, 128, 134, 141, 148, 156, 164, 171, 182, 197]","[1984.9885052536883, 1071.846354323352, 114377.62600235254, 177.05663736457063, 11784.21824644129, 2353.3908706527436, 3963.691659395772, 6423.304172561508, 475.6978379180746, 2490.998837496638, 5134.3330735021955, 42292.6184171386, 1253.722858312547, 3222.258740492245, 4111.380156414922, 4399.235406137297, 13409.40283054733, 12276.215279967204, 1977.5396495658279, 5321.636921572128, 5530.61213694443, 11370.333806674622, 98825.8742233887, 1387.095897551204]","[0, 0, 0, 31, 38, 48, 60, 68, 75, 75, 75, 75, 105, 112, 119, 119, 119, 119, 146, 75, 75, 75, 75, 196]","[5, 21, 75, 75, 75, 75, 75, 75, 78, 87, 93, 119, 119, 119, 123, 129, 135, 149, 149, 157, 165, 172, 206, 206]",0.05,30,1741921086210.6748,159811.85362332227,-159811.85362332227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CWT,inu.32000013032901,,,159013.85362332227,0.0,-13.0,,0.0,163.05663736457063,,,14397.094938415392,,,,,,,,,,,0.0,,,,0.0,-4.0,14397.094938415392,345110.07852196944,14397.094938415394,,,,,,,113590.62600235254,159013.85362332227,0.0,0.5,,,,,,1.0,,0.40399570649147465,0.3437718094835636,0.5380591780972543,0.5350702367676786,0.25985563575791243,0.4072683470664148,0.19243437182252096,0.4541832652405045,0.33705500636488117,0.28275434629736207,0.28275434629736207,0.28275434629736207,1.0,0.6418290224961076,0.0,,1.0,0.7037037037037037,0.46384505203493764,0.46384505203493764,0.38461538461538464,1.6093413929325666,0.6627504586068163,7,1.3895231530249879,0.665632363428111,9,0,0,0.4869296883451698,0.789371694225911,6,0,0.0,0.3918298188409155,0.6873334130004877,10,1.8257418583505538,0.8695898672606748,8.0,7.682926829268292,0.6490806479160517,8,fbsp,8.0,8.0,,1,0.8,,,4,7.0
raw,mexh,22.559504795016412,0.7030406365444729,2036.3429397894752,-45.981397820859236,207,102,153096.2673986276,-524917.2029750046,False,13.327025564316557,589919.7364476988,0.021876172664680407,3.336187644054416e-07,0.16694565068651507,14,15960.401921468421,182.34051455033477,173093.67313863127,"[33, 50, 60, 71, 87, 99, 107, 115, 125, 132, 138, 145, 154, 162]","[2574.797170853126, 22992.739150409674, 1314.4056921321026, 473.1176182247582, 1307.7539658298774, 173093.67313863127, 852.1952197932114, 418.0796041073336, 191.2296856896719, 7461.182242798677, 2040.4747157933307, 307.7987018051208, 182.34051455033477, 10235.839479939401]","[0, 0, 58, 70, 0, 0, 106, 114, 121, 121, 137, 144, 151, 151]","[37, 73, 73, 73, 88, 206, 206, 206, 127, 206, 206, 151, 155, 206]",0.05,30,5215212168872.058,197628.8969408351,-197628.8969408351,0.49275362318840576,31783759.35151592,0.011483065557391973,0.04357634908969782,46820868.43475138,9937811734379.816,13.0,955573.6729787366,0.024154589371980676,"[0.0, 0.004830917874396135, 0.00966183574879227, 0.014492753623188404, 0.01932367149758454, 0.024154589371980676, 0.02898550724637681, 0.033816425120772944, 0.03864734299516908, 0.043478260869565216, 0.04830917874396135, 0.05314009661835749, 0.05797101449275362, 0.06280193236714976, 0.06763285024154589, 0.07246376811594203, 0.07729468599033816, 0.08212560386473429, 0.08695652173913043, 0.09178743961352656, 0.0966183574879227, 0.10144927536231883, 0.10628019323671498, 0.1111111111111111, 0.11594202898550723, 0.12077294685990338, 0.12560386473429952, 0.13043478260869565, 0.13526570048309178, 0.1400966183574879, 0.14492753623188406, 0.1497584541062802, 0.15458937198067632, 0.15942028985507245, 0.16425120772946858, 0.16908212560386474, 0.17391304347826086, 0.178743961352657, 0.18357487922705312, 0.18840579710144928, 0.1932367149758454, 0.19806763285024154, 0.20289855072463767, 0.2077294685990338, 0.21256038647342995, 0.21739130434782608, 0.2222222222222222, 0.22705314009661834, 0.23188405797101447, 0.23671497584541062, 0.24154589371980675]","[31783759.35151592, 4470191.49367978, 2504250.861693361, 2429475.319891517, 850628.3293838794, 955573.6729787366, 582556.2369651722, 473855.2271402219, 252586.12819633243, 122109.45204073314, 197376.7360661534, 279079.3771085956, 214927.58649263802, 18018.51760099785, 149281.223278025, 57639.47099354059, 39065.93131258513, 76996.93817605314, 70904.702898294, 70325.67314363019, 40942.860880638036, 66531.092383655, 55512.01019254177, 17207.670030986385, 22751.03211005649, 22073.2652131747, 27468.1744474225, 34314.105453951815, 33816.363615958464, 33767.68900988806, 9294.869411513053, 16648.685814199816, 25502.827762929577, 25079.503205032725, 11357.97333751724, 4802.331664550013, 17087.781115448484, 11689.830282726838, 6909.831626252345, 28638.6617026282, 16218.368198472639, 2960.1103128396308, 7312.912359375363, 17580.83708071573, 16098.680409018332, 11002.080226879432, 10091.512898613748, 13821.790728588525, 6298.203212323255, 16879.258882789116, 9057.866737960368]",3.0,0.7,114926.14916100803,15.0,,,,,,,,,,,,,,,,,,,,CWT,inu.32000013032901,0.0,0.0,196830.8969408351,0.0,-4.5,,0.0,168.34051455033477,,946255.1588123321,15540.20192146842,,,,,0.13386394097849738,,,9937730211905.455,,,0.0,0.19999999999999996,31690927.35151592,46460147.47951295,0.0,-13.5,15540.20192146842,212940.6269005579,15540.201921468417,,,,114778.24916100803,2.0,,172306.67313863127,196830.8969408351,0.0,-1.5,,0.0,0.0,,,11.0,0.10559138241399574,1.0,0.0,0.22810735270694887,1.0,0.5197112715158249,0.3725159304312412,0.13612990149726956,0.0,0.35064058390717656,0.3114335432978563,0.3114335432978563,0.31143354329785616,0.6128904087730307,1.0,0.5,,0.8947368421052632,0.35185185185185197,0.6199359401203894,0.6199359401203894,0.7115384615384616,1.9068685062782986,0.7852765004297574,5,1.3253965177312088,0.6349133619373003,10,0,0,0.5496525548591776,0.8910530182280135,3,0,0.0,0.40705805701891057,0.7140462266189818,9,3.304037933599835,0.7639972904571546,6.75,5.3731343283582085,0.6409272166571487,9,mexh,9.0,9.0,,1,0.9,,,5,8.0
raw,cmor,18.789417884274435,0.651984465283698,709.3888313963575,-36.68543690925191,207,102,49498.402505400045,-418188.7504878759,True,13.663188516212728,204493.81808690683,0.01654392969255257,2.2297284027302003e-06,0.20270146266021158,11,13105.099530730704,60.65901640149605,60037.320530382196,"[27, 45, 87, 98, 107, 115, 129, 135, 141, 172, 182]","[60037.320530382196, 2863.070513833547, 201.8773658798782, 20685.024589292712, 585.7151948726059, 98.77165866441283, 60.65901640149605, 856.2500777968962, 3876.0138176916844, 869.0896402259823, 54022.30243299633]","[0, 39, 75, 75, 106, 114, 121, 121, 121, 75, 75]","[75, 75, 88, 121, 121, 121, 130, 136, 149, 174, 206]",0.05,30,619568471489.2406,86369.0152017567,-86369.0152017567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CWT,inu.32000013032901,,,85571.0152017567,0.0,3.0,,0.0,46.65901640149605,,,12684.899530730703,,,,,,,,,,,0.0,,,,0.0,-19.5,12684.899530730703,133651.09483803774,12693.517239721039,,,,,,,59250.320530382196,85571.0152017567,0.0,-1.5,,,,,,14.0,,0.16124377483032687,0.6689670704489361,0.6700198150065282,0.542855804780033,0.3201924856561171,0.45441085459314107,0.0,0.7016671287300874,0.037780657295417575,0.23979739639825295,0.23979739639825295,0.24001360448506445,0.3806602075521046,0.310350299420928,0.65,,0.8947368421052632,0.12962962962962968,0.16070771323008942,0.16070771323008942,1.0,1.1994417023251378,0.4939477364958536,12,1.6466993722034788,0.7888291696249823,4,0,0,0.37034845497875774,0.6003794682432624,10,0,0.0,0.4399196167556462,0.7716907623952145,8,3.415650255319866,0.7560249817628667,8.5,7.164179104477612,0.5744410623100048,10,cmor,10.0,10.0,,1,1.0,,,3,8.25
