wavelet,wavelet_level,wavelet_mode,wavelet_mse,wavelet_psnr,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,signal_length,signal_type,emd_value,kl_divergence,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,dynamic_cutoff,dominant_frequency,amplitude_max,num_fft_peaks,positive_frequencies,positive_amplitudes,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,max_autocorrelation,upper_envelope,lower_envelope,spectral_magnitude,spectral_centroid,spectral_bandwidth,frequency_max,wavelet_type,htid,max_autocorrelation_diff,frequency_max_diff,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,relative_num_peaks_diff,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,spectral_centroid_diff,lower_envelope_diff,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,spectral_bandwidth_diff,spectral_magnitude_diff,avg_prominence_diff,num_fft_peaks_diff,amplitude_max_diff,prominence_min_diff,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,prominence_max_diff,upper_envelope_diff,dominant_frequency_diff,dynamic_cutoff_diff,emd_value_normalized,wavelet_mse_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,avg_variance_across_levels_normalized,prominence_min_diff_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,spectral_centroid_diff_normalized,dynamic_cutoff_diff_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,amplitude_max_diff_normalized,frequency_max_diff_normalized,spectral_bandwidth_diff_normalized,num_fft_peaks_diff_normalized,dominant_frequency_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,reconstruction_weighted_score,reconstruction_normalized_weighted_score,reconstruction_normalized_weighted_rank,signal_weighted_score,signal_normalized_weighted_score,signal_normalized_weighted_rank,reconstruction_missing_metrics_count,reconstruction_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_rank,signal_missing_metrics_count,signal_dynamically_weighted_score,signal_normalized_dynamically_weighted_score,signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank,kl_divergence_normalized,across_emd_value_normalized,across_smoothness_normalized,across_wavelet_mse_normalized,across_wavelet_psnr_normalized,across_wavelet_entropy_normalized,across_wavelet_energy_entropy_normalized,across_wavelet_sparsity_normalized,across_avg_variance_across_levels_normalized,across_kl_divergence_normalized,across_prominence_min_diff_normalized,across_avg_prominence_diff_normalized,across_relative_prominences_avg_diff_normalized,across_relative_prominences_wasserstein_normalized,across_spectral_centroid_diff_normalized,across_dynamic_cutoff_diff_normalized,across_relative_prominences_total_diff_normalized,across_prominence_max_diff_normalized,across_amplitude_max_diff_normalized,across_frequency_max_diff_normalized,across_spectral_bandwidth_diff_normalized,across_num_fft_peaks_diff_normalized,across_relative_num_peaks_diff_normalized,across_dominant_frequency_diff_normalized,across_max_autocorrelation_diff_normalized,across_relative_right_bases_global_alignment_score_normalized,across_relative_left_bases_global_alignment_score_normalized,across_upper_envelope_diff_normalized,across_lower_envelope_diff_normalized,across_relative_peaks_global_alignment_score_normalized,across_reconstruction_weighted_score,across_reconstruction_normalized_weighted_score,across_reconstruction_normalized_weighted_rank,across_signal_weighted_score,across_signal_normalized_weighted_score,across_signal_normalized_weighted_rank,across_rank_variability,across_normalized_rank_stability,across_average_rank,across_harmonic_average_rank,across_stability_score_weighted,across_stability_rank,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,across_normalized_family_mean_rank,across_normalized_family_std_dev,across_final_family_stability_score,across_final_family_stability_rank,across_family_informed_rank,across_top_wavelet_rank
coif15,1,smooth,3.6401159362716904e-26,315.0492767338676,190827123.52888593,0.5574162679425837,416.9278406022937,330,raw,1.4175327578413993e-13,-3.381078750308599e-10,5.217498419973237,2364628.4021800095,0.9964843604496315,7.405199226499847e-06,1.0,571.9999999999998,,,,[],[],14,646.0714285714287,231.00000000000023,1079.0000000000005,"[8, 32, 50, 79, 99, 115, 140, 163, 184, 210, 228, 277, 294, 316]","[763.9999999999999, 430.99999999999966, 789.0, 702.0000000000003, 231.00000000000023, 754.0000000000001, 1079.0000000000005, 673.0, 558.9999999999999, 828.0000000000002, 317.9999999999999, 685.0000000000002, 569.0000000000005, 662.9999999999999]","[0, 19, 34, 69, 95, 92, 116, 158, 179, 179, 224, 255, 287, 306]","[34, 34, 92, 92, 109, 116, 179, 179, 208, 329, 255, 329, 306, 329]",104505408.0,1080.0000000000005,-1080.0000000000005,0.0,,,,DWT,inu.32000013032893,0.0,,0.0,25.0,31.0,0.0,25.0,,4.547473508864641e-13,272.8714285714287,7748.999999999998,272.8714285714286,,0.0,272.8714285714287,,,224.00000000000023,0.0,20.5,4.547473508864641e-13,4.547473508864641e-13,,2.2737367544323206e-13,1.965375503295945e-13,3.8709344470191715e-26,0.9536823515740384,0.18575706817827187,0.6896145545208084,0.2963229992790184,0.7373847998614604,5.082422536617727e-08,5.162690610546185e-09,5.162690610546185e-09,4.896766693265618e-09,,3.3537483168838365e-12,0.9999999948372809,1.6878754930020372e-13,,,,,,0.0,1.0,0.5,4.2255341274398643e-13,4.2255341274398643e-13,0.6500000172344826,0.2117130119156224,30,1.4233783419502135,0.8539501004077341,12,0,0.20833333840733514,0.2680602387021016,30,0.0,0.4089659676305421,0.8036468200639488,7,12.010412149464313,0.987410469445006,19.75,13.658536585365855,0.9833540816826707,2,coif,0.5215105807383089,0.7184844704237421,0.41939725235606107,2,2.0,,1.965375503295945e-13,0.00017036580267115742,3.8709344470191715e-26,0.9536823515740385,0.18575706817827176,0.6906082138682049,0.5303378533670414,0.7391430590655041,0.9999999991223383,0.9996060872511946,0.9811650197882968,0.9811650197882968,0.9811650197882228,,3.353748316883837e-12,0.9999999999796404,1.6878754930020372e-13,,,,,1.0,,0.0,0.6000000000000001,0.5,4.2255341274398643e-13,4.2255341274398643e-13,0.0,2.192930343976553,0.5394924353510084,46,1.9182355263304753,0.8866119108463737,15,21.920310216782973,0.9885113678109104,30.5,22.62295081967213,0.9862630214316607,1,814.8235294117648,742.5,561.9565483190405,306,0.4644927644227187,1.0,0.37485506490409687,4,1.75,1
rbio3.9,1,zero,4.158932064027372e-27,324.4706106312424,14264533.539069068,0.5804597701149425,493.95368877527994,330,raw,3.718506983811191e-14,-3.3790759079721795e-10,7.408530774320077,61757.87070219726,0.6632421230310974,7.405199226499848e-06,1.0,572.0,,,,[],[],14,646.0714285714286,230.99999999999994,1079.0,"[8, 32, 50, 79, 99, 115, 140, 163, 184, 210, 228, 277, 294, 316]","[764.0, 431.00000000000006, 789.0, 702.0, 230.99999999999994, 754.0, 1079.0, 673.0, 559.0, 828.0, 317.9999999999999, 685.0, 569.0, 663.0]","[0, 19, 34, 69, 95, 95, 116, 158, 179, 179, 224, 255, 287, 306]","[34, 34, 116, 95, 109, 116, 179, 179, 208, 329, 255, 329, 306, 329]",104505408.0,1080.0,-1080.0,0.0,,,,DWT,inu.32000013032893,0.0,,0.0,16.0,31.0,0.0,25.0,,0.0,272.87142857142857,7749.0,272.87142857142857,,0.0,272.87142857142857,,,223.99999999999994,0.0,25.0,0.0,0.0,,0.0,2.5605492096128275e-14,2.2926776455992356e-27,0.9890757040480929,0.9182826724051226,0.00047112599845799226,0.6296646197449218,0.005525768640217687,5.082087699704623e-08,5.162624063019012e-09,5.162624063019012e-09,4.896733419502023e-09,,0.0,0.9999999948373569,0.0,,,,,,0.0,0.0,1.0,0.0,0.0,0.600000017231536,0.19542739604526732,556,1.3068984769847094,0.7840684748053047,47,0,0.16666667174001795,0.21444819226657685,539,0.0,0.3632885558338341,0.7138875010872213,55,286.75701095759337,0.6994161310717051,299.25,92.78102689106463,0.6928684428943431,358,rbio,0.6805553124069957,1.0,0.22361128131510297,6,270.0,,2.5605492096128275e-14,0.00017036580267121293,2.2926776455992385e-27,0.989075704048093,0.9182826724051227,0.0036709899840610244,0.7528233699744014,0.01218396462259147,0.9999999991223445,0.9996060872511933,0.9811650197882956,0.9811650197882956,0.9811650197882222,,0.0,0.9999999999796407,0.0,,,,,1.0,,0.0,0.2,0.75,0.0,0.0,0.0,2.1779303439746225,0.5358022194015897,394,1.7604762968519916,0.8136953111996456,370,16.97056274847714,0.9911055750794145,382.0,381.62303664921467,0.8954479657367722,2,687.8777777777777,475.5,550.6982420340835,270,0.3921269318469724,0.9799658775778419,0.4315213844337667,2,2.0,2
rbio3.9,1,constant,4.1588842542755405e-27,324.47066055663294,14264177.457941353,0.5804597701149425,493.95368877527994,330,raw,3.716892113957191e-14,-3.379018176374899e-10,7.4094605585091005,60897.18962353422,0.6583520888349632,7.405199226499848e-06,1.0,572.0,,,,[],[],14,646.0714285714286,230.99999999999994,1079.0,"[8, 32, 50, 79, 99, 115, 140, 163, 184, 210, 228, 277, 294, 316]","[764.0, 431.00000000000006, 789.0, 702.0, 230.99999999999994, 754.0, 1079.0, 673.0, 559.0, 828.0, 317.9999999999999, 685.0, 569.0, 663.0]","[0, 19, 34, 69, 95, 95, 116, 158, 179, 179, 224, 255, 287, 306]","[34, 34, 116, 95, 109, 116, 179, 179, 208, 329, 255, 329, 306, 329]",104505408.0,1080.0,-1080.0,0.0,,,,DWT,inu.32000013032893,0.0,,0.0,16.0,31.0,0.0,25.0,,0.0,272.87142857142857,7749.0,272.87142857142857,,0.0,272.87142857142857,,,223.99999999999994,0.0,25.0,0.0,0.0,,0.0,2.5579094681596145e-14,2.2926236458619605e-27,0.9890758916040127,0.9185935262012856,0.00046973617420813674,0.6296646197449218,0.0052522416608192565,5.082087699704623e-08,5.162624063019012e-09,5.162624063019012e-09,4.896733419502023e-09,,0.0,0.9999999948373569,0.0,,,,,,0.0,0.0,1.0,0.0,0.0,0.600000017231536,0.19542739604526732,553,1.3069439107124585,0.7840957325871817,46,0,0.16666667174001795,0.21444819226657685,548,0.0,0.3632937164836105,0.7138976421261108,54,288.9894750101925,0.6970760220018947,300.25,91.13530377958554,0.6911742793447628,366,rbio,0.6805553124069957,1.0,0.22361128131510297,6,276.0,,2.557909468159617e-14,0.00017036580267121293,2.2926236458619605e-27,0.9890758916040128,0.9185935262012859,0.003669604609155934,0.7528233699744014,0.011912268958854996,0.9999999991223446,0.9996060872511933,0.9811650197882956,0.9811650197882956,0.9811650197882222,,0.0,0.9999999999796407,0.0,,,,,1.0,,0.0,0.2,0.75,0.0,0.0,0.0,2.1779303439746225,0.5358022194015897,400,1.760522465330678,0.8137166503535436,369,21.920310216782973,0.9885113678109104,384.5,383.87516254876465,0.8934957258341765,3,687.8777777777777,475.5,550.6982420340835,270,0.3921269318469724,0.9799658775778419,0.4315213844337667,2,2.75,3
rbio3.9,1,smooth,4.162403052010344e-27,324.4669875803878,17633957.25477692,0.5862068965517241,552.3588689390097,330,raw,3.725504753178525e-14,-3.3792146858502577e-10,7.153968936634351,159910.8894883983,0.8700161959739413,7.405199226499848e-06,1.0,572.0,,,,[],[],14,646.0714285714286,230.99999999999994,1079.0,"[8, 32, 50, 79, 99, 115, 140, 163, 184, 210, 228, 277, 294, 316]","[764.0, 431.00000000000006, 789.0, 702.0, 230.99999999999994, 754.0, 1079.0, 673.0, 559.0, 828.0, 317.9999999999999, 685.0, 569.0, 663.0]","[0, 19, 34, 69, 95, 95, 116, 158, 179, 179, 224, 255, 287, 306]","[34, 34, 116, 95, 109, 116, 179, 179, 208, 329, 255, 329, 306, 329]",104505408.0,1080.0,-1080.0,0.0,,,,DWT,inu.32000013032893,0.0,,0.0,16.0,31.0,0.0,25.0,,0.0,272.87142857142857,7749.0,272.87142857142857,,0.0,272.87142857142857,,,223.99999999999994,0.0,25.0,0.0,0.0,,0.0,2.5719880892433962e-14,2.2965980265256847e-27,0.9890620932454905,0.8331752737882625,0.013622361555896,0.7128011336797344,0.03671908683088977,5.082087699704623e-08,5.162624063019012e-09,5.162624063019012e-09,4.896733419502023e-09,,0.0,0.9999999948373569,0.0,,,,,,0.0,0.0,1.0,0.0,0.0,0.600000017231536,0.19542739604526732,562,1.316644161823631,0.7899153591518353,44,0,0.16666667174001795,0.21444819226657685,558,0.0,0.3693399927286141,0.7257789991634158,49,296.48088752340624,0.689223388340245,303.25,85.64043285778324,0.6856756354699128,382,rbio,0.6805553124069957,1.0,0.22361128131510297,6,288.0,,2.5719880892433987e-14,0.00017036580267121293,2.2965980265256876e-27,0.9890620932454907,0.8331752737882627,0.016780123541125642,0.8083120012046372,0.04316843755684091,0.999999999122344,0.9996060872511933,0.9811650197882956,0.9811650197882956,0.9811650197882222,,0.0,0.9999999999796407,0.0,,,,,1.0,,0.0,0.2,0.75,0.0,0.0,0.0,2.1779303439746225,0.5358022194015897,413,1.7590582395063266,0.8130398825436375,388,17.67766952966369,0.9907349740410568,400.5,400.1098626716604,0.8904146568318492,4,687.8777777777777,475.5,550.6982420340835,270,0.3921269318469724,0.9799658775778419,0.4315213844337667,2,3.5,4
rbio3.7,1,symmetric,4.272594968031762e-27,324.35351164694225,14472528.990941457,0.5872093023255814,564.5399826743939,330,raw,3.706126314930522e-14,-3.3682734379425783e-10,7.45009365386782,51969.28241156812,0.5878817320229263,7.405199226499848e-06,1.0,572.0,,,,[],[],14,646.0714285714286,230.99999999999994,1079.0,"[8, 32, 50, 79, 99, 115, 140, 163, 184, 210, 228, 277, 294, 316]","[764.0, 431.0000000000001, 789.0, 702.0, 230.99999999999994, 753.9999999999999, 1079.0, 673.0000000000001, 559.0, 828.0, 317.99999999999983, 685.0, 569.0, 663.0]","[0, 19, 34, 69, 95, 95, 116, 158, 179, 179, 224, 255, 287, 306]","[34, 34, 116, 95, 109, 116, 179, 179, 208, 329, 255, 329, 306, 329]",104505408.0,1080.0,-1080.0,0.0,,,,DWT,inu.32000013032893,0.0,,0.0,16.0,31.0,0.0,25.0,,0.0,272.87142857142857,7749.0,272.87142857142857,,0.0,272.87142857142857,,,223.99999999999994,0.0,25.0,0.0,0.0,,0.0,2.5403111918048856e-14,2.421056621006181e-27,0.9886357954671176,0.9321783473793949,0.0012829553833161394,0.7273016884358079,0.0024149264780201456,5.082087699704623e-08,5.162624063019012e-09,5.162624063019012e-09,4.896733419502023e-09,,0.0,0.9999999948373569,0.0,,,,,,0.0,0.0,1.0,0.0,0.0,0.600000017231536,0.19542739604526732,554,1.351798774627165,0.8110062274393498,37,0,0.16666667174001795,0.21444819226657685,542,0.0,0.37883053044909754,0.7444285716546253,40,294.20330272336054,0.6916107937910267,293.25,71.84282275236073,0.6921104283420543,363,rbio,0.6805553124069957,1.0,0.22361128131510297,6,273.75,,2.540311191804888e-14,0.00017036580267121293,2.421056621006181e-27,0.9886357954671177,0.932178347379395,0.004480220400866691,0.817990250837819,0.009093950146152885,0.9999999991223779,0.9996060872511933,0.9811650197882956,0.9811650197882956,0.9811650197882222,,0.0,0.9999999999796407,0.0,,,,,1.0,,0.0,0.2,0.75,0.0,0.0,0.0,2.1779303439746225,0.5358022194015897,381,1.7923955509537504,0.8284484478627373,185,138.59292911256333,0.927362196481885,283.0,249.06360424028267,0.8895196726644226,5,687.8777777777777,475.5,550.6982420340835,270,0.3921269318469724,0.9799658775778419,0.4315213844337667,2,4.25,5
rbio3.7,1,smooth,4.279699497153934e-27,324.3462961364928,15786708.582148667,0.5872093023255814,561.1328240045856,330,raw,3.716353824005857e-14,-3.3686020639578673e-10,7.328499224143783,114148.0924130849,0.8133749631758648,7.405199226499848e-06,1.0,572.0,,,,[],[],14,646.0714285714286,230.99999999999994,1079.0,"[8, 32, 50, 79, 99, 115, 140, 163, 184, 210, 228, 277, 294, 316]","[764.0, 431.0000000000001, 789.0, 702.0, 230.99999999999994, 753.9999999999999, 1079.0, 673.0000000000001, 559.0, 828.0, 317.99999999999983, 685.0, 569.0, 663.0]","[0, 19, 34, 69, 95, 95, 116, 158, 179, 179, 224, 255, 287, 306]","[34, 34, 116, 95, 109, 116, 179, 179, 208, 329, 255, 329, 306, 329]",104505408.0,1080.0,-1080.0,0.0,,,,DWT,inu.32000013032893,0.0,,0.0,16.0,31.0,0.0,25.0,,0.0,272.87142857142857,7749.0,272.87142857142857,,0.0,272.87142857142857,,,223.99999999999994,0.0,25.0,0.0,0.0,,0.0,2.5570295543418777e-14,2.429080981965829e-27,0.9886086887848368,0.8915258061572129,0.006412344509466084,0.7273016884358079,0.022175535260919164,5.082087699704623e-08,5.162624063019012e-09,5.162624063019012e-09,4.896733419502023e-09,,0.0,0.9999999948373569,0.0,,,,,,0.0,0.0,1.0,0.0,0.0,0.600000017231536,0.19542739604526732,557,1.34192517808294,0.8050826029806736,41,0,0.16666667174001795,0.21444819226657685,554,0.0,0.37657486616403846,0.7399960330736713,44,296.1857525270248,0.6895327541645442,299.0,78.86761419304686,0.6880577816944314,376,rbio,0.6805553124069957,1.0,0.22361128131510297,6,283.5,,2.5570295543418802e-14,0.00017036580267121293,2.429080981965829e-27,0.9886086887848369,0.891525806157213,0.009593188443084162,0.817990250837819,0.028722257857934495,0.9999999991223769,0.9996060872511933,0.9811650197882956,0.9811650197882956,0.9811650197882222,,0.0,0.9999999999796407,0.0,,,,,1.0,,0.0,0.2,0.75,0.0,0.0,0.0,2.1779303439746225,0.5358022194015897,397,1.7824608234391117,0.823856598934602,232,116.67261889578035,0.9388508286709747,314.5,292.85850556438794,0.8870092717778353,6,687.8777777777777,475.5,550.6982420340835,270,0.3921269318469724,0.9799658775778419,0.4315213844337667,2,5.0,6
rbio3.7,1,zero,4.272700149485791e-27,324.35340473495273,14276904.867910918,0.5872093023255814,510.44257262649023,330,raw,3.7066646048818554e-14,-3.3682878708418984e-10,7.408779072702342,59907.01432251526,0.6441817921816108,7.405199226499848e-06,1.0,572.0,,,,[],[],14,646.0714285714286,230.99999999999994,1079.0,"[8, 32, 50, 79, 99, 115, 140, 163, 184, 210, 228, 277, 294, 316]","[764.0, 431.0000000000001, 789.0, 702.0, 230.99999999999994, 753.9999999999999, 1079.0, 673.0000000000001, 559.0, 828.0, 317.99999999999983, 685.0, 569.0, 663.0]","[0, 19, 34, 69, 95, 95, 116, 158, 179, 179, 224, 255, 287, 306]","[34, 34, 116, 95, 109, 116, 179, 179, 208, 329, 255, 329, 306, 329]",104505408.0,1080.0,-1080.0,0.0,,,,DWT,inu.32000013032893,0.0,,0.0,16.0,31.0,0.0,25.0,,0.0,272.87142857142857,7749.0,272.87142857142857,,0.0,272.87142857142857,,,223.99999999999994,0.0,25.0,0.0,0.0,,0.0,2.5411911056226224e-14,2.421175420428192e-27,0.9886353938282658,0.9183656857490999,0.0005194126710421551,0.7273016884358079,0.004937561036512556,5.082087699704623e-08,5.162624063019012e-09,5.162624063019012e-09,4.896733419502023e-09,,0.0,0.9999999948373569,0.0,,,,,,0.0,0.0,1.0,0.0,0.0,0.600000017231536,0.19542739604526732,569,1.3455194852959664,0.8072389931090036,40,0,0.16666667174001795,0.21444819226657685,561,0.0,0.37710853453153637,0.7410447288587834,43,302.26299255229156,0.6831624816013715,303.25,77.22631735687531,0.6826451821004761,395,rbio,0.6805553124069957,1.0,0.22361128131510297,6,297.75,,2.541191105622625e-14,0.00017036580267121293,2.421175420428192e-27,0.9886353938282659,0.9183656857491002,0.0037191220730322413,0.817990250837819,0.011599695181767075,0.9999999991223779,0.9996060872511933,0.9811650197882956,0.9811650197882956,0.9811650197882222,,0.0,0.9999999999796407,0.0,,,,,1.0,,0.0,0.2,0.75,0.0,0.0,0.0,2.1779303439746225,0.5358022194015897,396,1.7861107280056203,0.825543591390794,212,130.10764773832474,0.9318094089421778,304.0,276.15789473684214,0.8862401342404809,7,687.8777777777777,475.5,550.6982420340835,270,0.3921269318469724,0.9799658775778419,0.4315213844337667,2,5.75,7
rbio3.3,1,symmetric,4.470250044053866e-27,324.1571107323261,14379221.191167893,0.6011904761904762,585.6217769438329,330,raw,3.839083932909877e-14,-3.3567226775943776e-10,7.434380684090189,55192.54186298085,0.5599256937212643,7.405199226499848e-06,1.0,572.0,,,,[],[],14,646.0714285714286,230.9999999999999,1079.0,"[8, 32, 50, 79, 99, 115, 140, 163, 184, 210, 228, 277, 294, 316]","[764.0, 431.00000000000006, 789.0, 702.0, 230.9999999999999, 754.0, 1079.0, 673.0000000000002, 559.0, 828.0, 318.0, 684.9999999999998, 569.0, 662.9999999999999]","[0, 19, 34, 69, 95, 95, 116, 158, 179, 179, 224, 255, 287, 306]","[34, 34, 116, 95, 109, 116, 179, 179, 208, 329, 255, 329, 306, 329]",104505408.0,1080.0,-1080.0,0.0,,,,DWT,inu.32000013032893,0.0,,0.0,16.0,31.0,0.0,25.0,,0.0,272.87142857142857,7749.0,272.87142857142857,,0.0,272.87142857142857,,,223.9999999999999,0.0,25.0,0.0,0.0,,0.0,2.757649904785773e-14,2.6443023348647576e-27,0.987897971410253,0.9269250462778742,0.0009187646617848121,0.9295499021526412,0.003439287816289483,5.082020732322002e-08,5.162624063019012e-09,5.162624063019012e-09,4.896733419502023e-09,,0.0,0.9999999948373569,0.0,,,,,,0.0,0.0,1.0,0.0,0.0,0.6000000172313351,0.1954273960452019,606,1.429856364303562,0.8578365638138767,9,0,0.16666667173996214,0.21444819226650502,595,0.0,0.4069615674741244,0.799708033124846,11,340.95588668721746,0.6426038923614072,305.25,19.4788398126734,0.6613176694511439,435,rbio,0.6805553124069957,1.0,0.22361128131510297,6,327.75,,2.757649904785773e-14,0.00017036580267121293,2.6443023348647576e-27,0.9878979714102532,0.9269250462778744,0.004117195589399625,0.9529787897691824,0.010111453188518832,0.9999999991224138,0.9996060872511929,0.9811650197882956,0.9811650197882956,0.9811650197882222,,0.0,0.9999999999796407,0.0,,,,,1.0,,0.0,0.2,0.75,0.0,0.0,0.0,2.1779303439746225,0.5358022194015897,386,1.8435471103526446,0.852090790629781,102,200.8183258569795,0.8947493051064048,244.0,161.36065573770492,0.883433352762846,8,687.8777777777777,475.5,550.6982420340835,270,0.3921269318469724,0.9799658775778419,0.4315213844337667,2,6.5,8
rbio3.9,1,symmetric,4.156130412570042e-27,324.47353722816837,14587160.95340029,0.5890804597701149,550.6722540523914,330,raw,3.7061263149305225e-14,-3.3786051734097384e-10,7.461163475081653,51892.74773334076,0.5965635011396008,7.405199226499848e-06,1.0,572.0,,,,[],[],14,646.0714285714286,230.99999999999994,1079.0,"[8, 32, 50, 79, 99, 115, 140, 163, 184, 210, 228, 277, 294, 316]","[764.0, 431.00000000000006, 789.0, 702.0, 230.99999999999994, 754.0, 1079.0, 673.0, 559.0, 828.0, 317.9999999999999, 685.0, 569.0, 663.0]","[0, 19, 34, 69, 95, 95, 116, 158, 179, 179, 224, 255, 287, 306]","[34, 34, 116, 95, 109, 116, 179, 179, 208, 329, 255, 329, 306, 329]",104505408.0,1080.0,-1080.0,0.0,,,,DWT,inu.32000013032893,0.0,,0.0,16.0,31.0,0.0,25.0,,0.0,272.87142857142857,7749.0,272.87142857142857,,0.0,272.87142857142857,,,223.99999999999994,0.0,25.0,0.0,0.0,,0.0,2.5403111918048856e-14,2.2895132609946928e-27,0.9890866984654099,0.9358793093744373,0.0017303766837834756,0.7543693906471414,0.0023906035320721756,5.082087699704623e-08,5.162624063019012e-09,5.162624063019012e-09,4.896733419502023e-09,,0.0,0.9999999948373569,0.0,,,,,,0.0,0.0,1.0,0.0,0.0,0.600000017231536,0.19542739604526732,566,1.3649608597800496,0.8189027673870358,23,0,0.16666667174001795,0.21444819226657685,560,0.0,0.3833509112432672,0.7533114370719122,32,309.20260348192414,0.6758882563082556,295.25,51.09812449511366,0.6832009415713185,392,rbio,0.6805553124069957,1.0,0.22361128131510297,6,295.5,,2.540311191804888e-14,0.00017036580267121293,2.2895132609946928e-27,0.98908669846541,0.9358793093744375,0.0049262093392052324,0.8360563168197557,0.009069790046999617,0.9999999991223459,0.9996060872511933,0.9811650197882956,0.9811650197882956,0.9811650197882222,,0.0,0.9999999999796407,0.0,,,,,1.0,,0.0,0.2,0.75,0.0,0.0,0.0,2.1779303439746225,0.5358022194015897,395,1.801956330572517,0.8328674574007326,147,175.36248173426378,0.9080909424872832,271.0,214.2619926199262,0.883028699755172,9,687.8777777777777,475.5,550.6982420340835,270,0.3921269318469724,0.9799658775778419,0.4315213844337667,2,7.25,9
rbio3.3,1,periodic,4.4704030352597266e-27,324.1569621005966,14378852.069034982,0.6011904761904762,585.6217769438329,330,raw,3.839083932909877e-14,-3.3565039636585265e-10,7.434209500283099,55176.86050635617,0.559890644767591,7.405199226499848e-06,1.0,572.0,,,,[],[],14,646.0714285714286,230.9999999999999,1079.0,"[8, 32, 50, 79, 99, 115, 140, 163, 184, 210, 228, 277, 294, 316]","[764.0, 431.00000000000006, 789.0, 702.0, 230.9999999999999, 754.0, 1079.0, 673.0000000000002, 559.0, 828.0, 318.0, 684.9999999999998, 569.0, 662.9999999999999]","[0, 19, 34, 69, 95, 95, 116, 158, 179, 179, 224, 255, 287, 306]","[34, 34, 116, 95, 109, 116, 179, 179, 208, 329, 255, 329, 306, 329]",104505408.0,1080.0,-1080.0,0.0,,,,DWT,inu.32000013032893,0.0,,0.0,16.0,31.0,0.0,25.0,,0.0,272.87142857142857,7749.0,272.87142857142857,,0.0,272.87142857142857,,,223.9999999999999,0.0,25.0,0.0,0.0,,0.0,2.757649904785773e-14,2.6444751340240495e-27,0.9878974130418471,0.9268678145708782,0.0009173239370410709,0.9295499021526412,0.003434304235010944,5.082020732322002e-08,5.162624063019012e-09,5.162624063019012e-09,4.896733419502023e-09,,0.0,0.9999999948373569,0.0,,,,,,0.0,0.0,1.0,0.0,0.0,0.6000000172313351,0.1954273960452019,603,1.429824699634137,0.8578175667230556,10,0,0.16666667173996214,0.21444819226650502,596,0.0,0.4069523939910638,0.7996900065870065,12,339.7836321347258,0.6438326707183168,305.25,21.42823923633263,0.6619320586295987,433,rbio,0.6805553124069957,1.0,0.22361128131510297,6,326.25,,2.757649904785773e-14,0.00017036580267121293,2.6444751340240495e-27,0.9878974130418472,0.9268678145708784,0.004115759476952078,0.9529787897691824,0.010106502973274123,0.9999999991224144,0.9996060872511929,0.9811650197882956,0.9811650197882956,0.9811650197882222,,0.0,0.9999999999796407,0.0,,,,,1.0,,0.0,0.2,0.75,0.0,0.0,0.0,2.1779303439746225,0.5358022194015897,388,1.8435154613357814,0.8520761623972556,103,201.52543263816605,0.8943787040680471,245.5,162.786150712831,0.8828549704826609,10,687.8777777777777,475.5,550.6982420340835,270,0.3921269318469724,0.9799658775778419,0.4315213844337667,2,8.0,10
