wavelet,wavelet_level,wavelet_mode,wavelet_mse,wavelet_psnr,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,signal_length,signal_type,emd_value,kl_divergence,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,dynamic_cutoff,dominant_frequency,amplitude_max,num_fft_peaks,positive_frequencies,positive_amplitudes,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,max_autocorrelation,upper_envelope,lower_envelope,spectral_magnitude,spectral_centroid,spectral_bandwidth,frequency_max,wavelet_type,htid,max_autocorrelation_diff,frequency_max_diff,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,relative_num_peaks_diff,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,spectral_centroid_diff,lower_envelope_diff,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,spectral_bandwidth_diff,spectral_magnitude_diff,avg_prominence_diff,num_fft_peaks_diff,amplitude_max_diff,prominence_min_diff,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,prominence_max_diff,upper_envelope_diff,dominant_frequency_diff,dynamic_cutoff_diff,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,avg_variance_across_levels_normalized,spectral_centroid_diff_normalized,amplitude_max_diff_normalized,frequency_max_diff_normalized,spectral_bandwidth_diff_normalized,num_fft_peaks_diff_normalized,dominant_frequency_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,reconstruction_weighted_score,reconstruction_normalized_weighted_score,reconstruction_normalized_weighted_rank,signal_weighted_score,signal_normalized_weighted_score,signal_normalized_weighted_rank,reconstruction_missing_metrics_count,reconstruction_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_rank,signal_missing_metrics_count,signal_dynamically_weighted_score,signal_normalized_dynamically_weighted_score,signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank,top_wavelet_rank
rbio3.1,1,constant,3.9472723487538904e-26,313.57869148317667,5062886.528954499,0.575,428.83023196464404,37,smoothed,1.5670347902168695e-13,-2.6980817580124508e-11,4.107012554218528,131569.761125,0.8149052444363477,7.348795591192973e-05,1.0,771.0,,,,[],[],3,390.2,42.60000000000002,948.5999999999999,"[5, 12, 28]","[42.60000000000002, 948.5999999999999, 179.4000000000001]","[1, 1, 21]","[7, 34, 34]",20102811.239999995,948.5999999999999,-948.5999999999999,0.0,,,,DWT,uc1.l0082986993,3.725290298461914e-09,,0.0,11.0,1.0,0.0,11,,1.1368683772161603e-13,90.69999999999999,27.40000000000009,90.70000000000009,,0.0,90.69999999999999,,,15.200000000000045,0.0,11.0,1.1368683772161603e-13,1.1368683772161603e-13,,0.0,0.8926506357639165,0.3790981840815497,0.04589323699368047,0.4017964071856287,0.1190653485122873,,,,,,,0.00015812776723592663,1.0,1.0,0.20007906388361796,0.28582723411945427,74,0.9564307942751312,0.45949799311399697,123,0,0.666719375922412,0.666719375922412,44,0,0.3677007625074125,0.43564042034203654,129,40.64890322423636,0.9078256162715729,92.5,76.74183996096282,0.8490375246890745,21,rbio,219.9047619047619,215.5,123.42171144957784,126,0.7605506224009442,0.8465380552842389,0.2136531477340674,4,16.75,21
rbio3.1,1,antisymmetric,3.9472723487538904e-26,313.57869148317667,5062886.528954499,0.575,428.83023196464404,37,smoothed,1.5670347902168695e-13,-2.6980817580124508e-11,4.107012554218528,131569.761125,0.8149052444363477,7.348795591192973e-05,1.0,771.0,,,,[],[],3,390.2,42.60000000000002,948.5999999999999,"[5, 12, 28]","[42.60000000000002, 948.5999999999999, 179.4000000000001]","[1, 1, 21]","[7, 34, 34]",20102811.239999995,948.5999999999999,-948.5999999999999,0.0,,,,DWT,uc1.l0082986993,3.725290298461914e-09,,0.0,11.0,1.0,0.0,11,,1.1368683772161603e-13,90.69999999999999,27.40000000000009,90.70000000000009,,0.0,90.69999999999999,,,15.200000000000045,0.0,11.0,1.1368683772161603e-13,1.1368683772161603e-13,,0.0,0.8926506357639165,0.3790981840815497,0.04589323699368047,0.4017964071856287,0.1190653485122873,,,,,,,0.00015812776723592663,1.0,1.0,0.20007906388361796,0.28582723411945427,46,0.9564307942751312,0.45949799311399697,124,0,0.666719375922412,0.666719375922412,46,0,0.3677007625074125,0.43564042034203654,130,46.82947789587238,0.8938107077191102,86.5,67.52754758218741,0.8488327915012784,22,rbio,219.9047619047619,215.5,123.42171144957784,126,0.7605506224009442,0.8465380552842389,0.2136531477340674,4,17.5,22
bior1.5,1,antireflect,1.5807578588988742e-26,317.55300891001787,5302191.084998127,0.5217391304347826,187.02680205963205,37,smoothed,8.785764908385021e-14,-3.497162559540358e-11,4.178630118018793,257785.05620590004,0.9813732943938707,7.348795591192966e-05,1.0,771.0000000000002,,,,[],[],3,390.20000000000005,42.60000000000025,948.5999999999999,"[5, 12, 28]","[42.60000000000025, 948.5999999999999, 179.39999999999998]","[1, 1, 21]","[7, 34, 34]",20102811.240000002,948.5999999999999,-948.5999999999999,0.0,,,,DWT,uc1.l0082986993,3.725290298461914e-09,,0.0,11.0,1.0,0.0,11,,1.1368683772161603e-13,90.70000000000005,27.399999999999864,90.70000000000013,,0.0,90.70000000000005,,,15.200000000000273,0.0,11.0,1.1368683772161603e-13,1.1368683772161603e-13,,2.2737367544323206e-13,0.9385433262836651,0.5102323175467076,0.2151273107678478,0.022910700338453632,0.46267315894793704,,,,,,,0.00015812776723592663,1.0,1.0,0.20007906388361796,0.28582723411945427,104,1.120039353642033,0.5381004441594384,92,0,0.666719375922412,0.666719375922412,145,0,0.4298973627769223,0.5093290167444131,95,24.535688292770594,0.9443635186104975,109.0,105.5191324641429,0.8485989928653395,23,bior,199.13492063492063,185.0,120.06007517402966,126,0.6887171815599138,0.8234809043028405,0.2708537016172082,3,18.0,23
rbio3.1,1,zero,3.9472723487538904e-26,313.57869148317667,5062886.528954499,0.575,428.83023196464404,37,smoothed,1.5670347902168695e-13,-2.6980817580124508e-11,4.107012554218528,131569.761125,0.8149052444363477,7.348795591192973e-05,1.0,771.0,,,,[],[],3,390.2,42.60000000000002,948.5999999999999,"[5, 12, 28]","[42.60000000000002, 948.5999999999999, 179.4000000000001]","[1, 1, 21]","[7, 34, 34]",20102811.239999995,948.5999999999999,-948.5999999999999,0.0,,,,DWT,uc1.l0082986993,3.725290298461914e-09,,0.0,11.0,1.0,0.0,11,,1.1368683772161603e-13,90.69999999999999,27.40000000000009,90.70000000000009,,0.0,90.69999999999999,,,15.200000000000045,0.0,11.0,1.1368683772161603e-13,1.1368683772161603e-13,,0.0,0.8926506357639165,0.3790981840815497,0.04589323699368047,0.4017964071856287,0.1190653485122873,,,,,,,0.00015812776723592663,1.0,1.0,0.20007906388361796,0.28582723411945427,63,0.9564307942751312,0.45949799311399697,125,0,0.666719375922412,0.666719375922412,47,0,0.3677007625074125,0.43564042034203654,131,42.720018726587654,0.9031292092367627,91.5,75.78168896863397,0.8478231080197418,24,rbio,219.9047619047619,215.5,123.42171144957784,126,0.7605506224009442,0.8465380552842389,0.2136531477340674,4,19.0,24
db4,1,reflect,1.1978063984875843e-26,318.7577961194661,5325898.083734228,0.5454545454545454,129.67356394686405,37,smoothed,8.26726074985738e-14,-3.5072988957551865e-11,4.096439643062299,104434.62798763957,0.9861873226678977,7.348795591192969e-05,1.0,771.0,,,,[],[],3,390.2000000000001,42.60000000000002,948.6000000000003,"[5, 12, 28]","[42.60000000000002, 948.6000000000003, 179.4000000000001]","[1, 1, 21]","[7, 34, 34]",20102811.240000002,948.6000000000003,-948.6000000000003,0.0,,,,DWT,uc1.l0082986993,3.725290298461914e-09,,0.0,11.0,1.0,0.0,11,,2.2737367544323206e-13,90.7000000000001,27.399999999999636,90.70000000000014,,0.0,90.7000000000001,,,15.200000000000045,0.0,11.0,2.2737367544323206e-13,2.2737367544323206e-13,,0.0,0.9524553822689125,0.35973883325885236,0.2318926914166726,0.19161676646706582,0.04519281446455588,,,,,,,0.00015812776723592663,1.0,1.0,0.20007906388361796,0.28582723411945427,58,0.9620128240717587,0.46217976737765065,119,0,0.666719375922412,0.666719375922412,40,0,0.3561792975752118,0.42199014724552975,138,47.126602536854556,0.8931369556987425,88.75,69.09522868195263,0.8459448950829314,25,db,189.60493827160494,200.0,111.3308895828496,81,0.6557573040424418,0.7636082311095856,0.311887417837415,2,19.25,25
bior2.8,1,periodic,2.1407915360802765e-26,316.23591861584754,6032542.522401991,0.5555555555555556,87.37814791982699,37,smoothed,1.1011011922066147e-13,-3.6106806433622317e-11,4.355687553569091,113084.72306257082,0.990794878387933,7.34879559119297e-05,1.0,771.0000000000002,,,,[],[],3,390.1999999999999,42.59999999999991,948.5999999999999,"[5, 12, 28]","[42.59999999999991, 948.5999999999999, 179.39999999999986]","[1, 1, 21]","[7, 34, 34]",20102811.240000002,948.5999999999999,-948.5999999999999,0.0,,,,DWT,uc1.l0082986993,3.725290298461914e-09,,0.0,11.0,1.0,0.0,11,,1.1368683772161603e-13,90.69999999999987,27.40000000000032,90.70000000000005,,0.0,90.69999999999987,,,15.199999999999932,0.0,11.0,1.1368683772161603e-13,1.1368683772161603e-13,,2.2737367544323206e-13,0.9233344713369767,0.8344303515541899,0.7316254129441436,0.263473053892216,0.068741784712989,,,,,,,0.00015812776723592663,1.0,1.0,0.20007906388361796,0.28582723411945427,152,1.4699145004934346,0.7061909414342857,41,0,0.666719375922412,0.666719375922412,114,0,0.564321014888103,0.6685899764179628,44,54.51834553615874,0.8763756337048555,87.75,64.03238110064606,0.8386980209340604,26,bior,199.13492063492063,185.0,120.06007517402966,126,0.6887171815599138,0.8234809043028405,0.2708537016172082,3,20.25,26
bior2.4,1,periodic,1.6943964703807118e-26,317.2515120255183,5210069.568576478,0.5652173913043478,96.1080834014393,37,smoothed,9.558720181745671e-14,-3.4886293853730895e-11,4.049453667500972,124173.27299822225,0.9908114986591312,7.348795591192967e-05,1.0,771.0000000000002,,,,[],[],3,390.2,42.599999999999795,948.6000000000003,"[5, 12, 28]","[42.599999999999795, 948.6000000000003, 179.39999999999986]","[1, 1, 21]","[7, 34, 34]",20102811.240000002,948.6000000000003,-948.6000000000003,0.0,,,,DWT,uc1.l0082986993,3.725290298461914e-09,,0.0,11.0,1.0,0.0,11,,2.2737367544323206e-13,90.69999999999999,27.40000000000009,90.70000000000007,,0.0,90.69999999999999,,,15.199999999999818,0.0,11.0,2.2737367544323206e-13,2.2737367544323206e-13,,2.2737367544323206e-13,0.9350618471447419,0.2737059544048117,0.1499797859399159,0.3322051549075761,0.09892919077858027,,,,,,,0.00015812776723592663,1.0,1.0,0.20007906388361796,0.28582723411945427,111,0.9453337167336715,0.45416662477009534,131,0,0.666719375922412,0.666719375922412,67,0,0.3579763866351252,0.42411928243718433,136,31.41522985220173,0.9287636511287942,111.25,102.77251704358041,0.8382480387163246,27,bior,199.13492063492063,185.0,120.06007517402966,126,0.6887171815599138,0.8234809043028405,0.2708537016172082,3,21.0,27
bior1.5,1,symmetric,1.528394551244204e-26,317.699307598807,5165088.192581475,0.5652173913043478,123.49639732412923,37,smoothed,8.488105113674709e-14,-3.477897969617062e-11,4.06489489908406,121319.15623831446,0.9859913750766026,7.348795591192966e-05,1.0,771.0000000000002,,,,[],[],3,390.20000000000005,42.60000000000025,948.5999999999999,"[5, 12, 28]","[42.60000000000025, 948.5999999999999, 179.39999999999998]","[1, 1, 21]","[7, 34, 34]",20102811.240000002,948.5999999999999,-948.5999999999999,0.0,,,,DWT,uc1.l0082986993,3.725290298461914e-09,,0.0,11.0,1.0,0.0,11,,1.1368683772161603e-13,90.70000000000005,27.399999999999864,90.70000000000013,,0.0,90.70000000000005,,,15.200000000000273,0.0,11.0,1.1368683772161603e-13,1.1368683772161603e-13,,2.2737367544323206e-13,0.9402326831535269,0.3019793613155852,0.11816935311968078,0.3322051549075761,0.0911591593416533,,,,,,,0.00015812776723592663,1.0,1.0,0.20007906388361796,0.28582723411945427,124,0.9435596928094409,0.4533143305551877,136,0,0.666719375922412,0.666719375922412,93,0,0.3567491423676045,0.4226652816216318,137,20.534523775015252,0.9534364540249087,122.5,119.51209587033367,0.8378293381235655,28,bior,199.13492063492063,185.0,120.06007517402966,126,0.6887171815599138,0.8234809043028405,0.2708537016172082,3,21.75,28
bior2.4,1,symmetric,1.696641525875841e-26,317.2457614833148,5208961.70176717,0.5652173913043478,108.37385461274926,37,smoothed,9.642737059284873e-14,-3.4886293853730895e-11,4.051342387409622,124285.7618547211,0.9909459805963273,7.348795591192967e-05,1.0,771.0000000000002,,,,[],[],3,390.2,42.599999999999795,948.6000000000003,"[5, 12, 28]","[42.599999999999795, 948.6000000000003, 179.39999999999986]","[1, 1, 21]","[7, 34, 34]",20102811.240000002,948.6000000000003,-948.6000000000003,0.0,,,,DWT,uc1.l0082986993,3.725290298461914e-09,,0.0,11.0,1.0,0.0,11,,2.2737367544323206e-13,90.69999999999999,27.40000000000009,90.70000000000007,,0.0,90.69999999999999,,,15.199999999999818,0.0,11.0,2.2737367544323206e-13,2.2737367544323206e-13,,2.2737367544323206e-13,0.934995443829324,0.2771642631692647,0.14919631229261812,0.3322051549075761,0.09923542980971517,,,,,,,0.00015812776723592663,1.0,1.0,0.20007906388361796,0.28582723411945427,112,0.9467537879154522,0.4548488694887023,130,0,0.666719375922412,0.666719375922412,61,0,0.3585593208016996,0.42480992469646733,135,33.80828300875393,0.9233372267375194,109.5,98.95667711378834,0.8375189535048142,29,bior,199.13492063492063,185.0,120.06007517402966,126,0.6887171815599138,0.8234809043028405,0.2708537016172082,3,22.5,29
bior2.8,1,antisymmetric,2.168898436927651e-26,316.1792702486214,6033150.596847756,0.5555555555555556,98.89008655517388,37,smoothed,1.1234256768098881e-13,-3.621760669147991e-11,4.357887143302066,389554.600898907,0.997336412450932,7.34879559119297e-05,1.0,771.0000000000002,,,,[],[],3,390.1999999999999,42.59999999999991,948.5999999999999,"[5, 12, 28]","[42.59999999999991, 948.5999999999999, 179.39999999999986]","[1, 1, 21]","[7, 34, 34]",20102811.240000002,948.5999999999999,-948.5999999999999,0.0,,,,DWT,uc1.l0082986993,3.725290298461914e-09,,0.0,11.0,1.0,0.0,11,,1.1368683772161603e-13,90.69999999999987,27.40000000000032,90.70000000000005,,0.0,90.69999999999987,,,15.199999999999932,0.0,11.0,1.1368683772161603e-13,1.1368683772161603e-13,,2.2737367544323206e-13,0.9226803348636288,0.838457873272424,0.7320554378350861,0.263473053892216,0.8214018273319506,,,,,,,0.00015812776723592663,1.0,1.0,0.20007906388361796,0.28582723411945427,148,1.7728148089615987,0.851713319726399,12,0,0.666719375922412,0.666719375922412,123,0,0.7156137054390612,0.8478368478599778,13,71.7449185192466,0.8373131099336812,74.0,22.838448176027793,0.834756328209471,30,bior,199.13492063492063,185.0,120.06007517402966,126,0.6887171815599138,0.8234809043028405,0.2708537016172082,3,23.25,30
db4,1,antisymmetric,1.1534303074982767e-26,318.9217488189883,5223809.125979116,0.5227272727272727,133.04448485819404,37,smoothed,7.742755385791227e-14,-3.494318168151269e-11,4.057930158939611,206780.7650650626,0.9912146010470134,7.348795591192969e-05,1.0,771.0,,,,[],[],3,390.2000000000001,42.60000000000002,948.6000000000003,"[5, 12, 28]","[42.60000000000002, 948.6000000000003, 179.4000000000001]","[1, 1, 21]","[7, 34, 34]",20102811.240000002,948.6000000000003,-948.6000000000003,0.0,,,,DWT,uc1.l0082986993,3.725290298461914e-09,,0.0,11.0,1.0,0.0,11,,2.2737367544323206e-13,90.7000000000001,27.399999999999636,90.70000000000014,,0.0,90.7000000000001,,,15.200000000000045,0.0,11.0,2.2737367544323206e-13,2.2737367544323206e-13,,0.0,0.9543485955407649,0.2892266912275665,0.15969627989032148,0.02994011976047911,0.32381936321349547,,,,,,,0.00015812776723592663,1.0,1.0,0.20007906388361796,0.28582723411945427,59,0.9385744360729927,0.4509192639395294,138,0,0.666719375922412,0.666719375922412,91,0,0.35140620992652544,0.4163351415408266,142,39.770173078158294,0.9098182016368292,107.5,94.7265855151799,0.8330270146506142,31,db,189.60493827160494,200.0,111.3308895828496,81,0.6557573040424418,0.7636082311095856,0.311887417837415,2,23.75,31
bior1.5,1,reflect,1.5285651157642515e-26,317.6988229654588,5303840.571669804,0.5217391304347826,187.02680205963205,37,smoothed,8.497707042536332e-14,-3.477897969617062e-11,4.1807501697339315,109305.8300346435,0.9560583088472739,7.348795591192966e-05,1.0,771.0000000000002,,,,[],[],3,390.20000000000005,42.60000000000025,948.5999999999999,"[5, 12, 28]","[42.60000000000025, 948.5999999999999, 179.39999999999998]","[1, 1, 21]","[7, 34, 34]",20102811.240000002,948.5999999999999,-948.5999999999999,0.0,,,,DWT,uc1.l0082986993,3.725290298461914e-09,,0.0,11.0,1.0,0.0,11,,1.1368683772161603e-13,90.70000000000005,27.399999999999864,90.70000000000013,,0.0,90.70000000000005,,,15.200000000000273,0.0,11.0,1.1368683772161603e-13,1.1368683772161603e-13,,2.2737367544323206e-13,0.940227086940171,0.5141142025175698,0.21629381321017144,0.022910700338453632,0.058454147558043734,,,,,,,0.00015812776723592663,1.0,1.0,0.20007906388361796,0.28582723411945427,120,0.9618861991865723,0.4621189329911276,120,0,0.666719375922412,0.666719375922412,41,0,0.3503999901128819,0.4151430036198091,143,44.66915415959131,0.8987094009986591,106.0,83.24676093001243,0.829173294603638,32,bior,199.13492063492063,185.0,120.06007517402966,126,0.6887171815599138,0.8234809043028405,0.2708537016172082,3,24.75,32
bior2.4,1,reflect,1.7030867326771466e-26,317.22929474898154,5355429.312303007,0.5217391304347826,100.85189662632627,37,smoothed,9.707550079100828e-14,-3.4927216674418575e-11,4.1389277488608895,110228.39771152085,0.9903508573204014,7.348795591192967e-05,1.0,771.0000000000002,,,,[],[],3,390.2,42.599999999999795,948.6000000000003,"[5, 12, 28]","[42.599999999999795, 948.6000000000003, 179.39999999999986]","[1, 1, 21]","[7, 34, 34]",20102811.240000002,948.6000000000003,-948.6000000000003,0.0,,,,DWT,uc1.l0082986993,3.725290298461914e-09,,0.0,11.0,1.0,0.0,11,,2.2737367544323206e-13,90.69999999999999,27.40000000000009,90.70000000000007,,0.0,90.69999999999999,,,15.199999999999818,0.0,11.0,2.2737367544323206e-13,2.2737367544323206e-13,,2.2737367544323206e-13,0.9348052972805042,0.4375359634713932,0.25277691609202435,0.022910700338453632,0.060965740619941214,,,,,,,0.00015812776723592663,1.0,1.0,0.20007906388361796,0.28582723411945427,109,0.9395901945333692,0.4514072647199573,137,0,0.666719375922412,0.666719375922412,92,0,0.3417989235604634,0.40495272763905177,155,28.146935890075138,0.9361747485485825,123.25,118.36154438650044,0.828348145249348,33,bior,199.13492063492063,185.0,120.06007517402966,126,0.6887171815599138,0.8234809043028405,0.2708537016172082,3,25.5,33
bior1.5,1,periodic,1.5285011540692336e-26,317.69900469662684,5188409.162404864,0.5434782608695652,178.11577169244117,37,smoothed,8.502508006967143e-14,-3.477897969617062e-11,4.095070757791873,123940.39269647088,0.9640126745253988,7.348795591192966e-05,1.0,771.0000000000002,,,,[],[],3,390.20000000000005,42.60000000000025,948.5999999999999,"[5, 12, 28]","[42.60000000000025, 948.5999999999999, 179.39999999999998]","[1, 1, 21]","[7, 34, 34]",20102811.240000002,948.5999999999999,-948.5999999999999,0.0,,,,DWT,uc1.l0082986993,3.725290298461914e-09,,0.0,11.0,1.0,0.0,11,,1.1368683772161603e-13,90.70000000000005,27.399999999999864,90.70000000000013,,0.0,90.70000000000005,,,15.200000000000273,0.0,11.0,1.1368683772161603e-13,1.1368683772161603e-13,,2.2737367544323206e-13,0.9402291854469977,0.3572323589496846,0.13466173752232907,0.17755792762301487,0.09829519875307266,,,,,,,0.00015812776723592663,1.0,1.0,0.20007906388361796,0.28582723411945427,123,0.9204258100546405,0.44220012055443003,140,0,0.666719375922412,0.666719375922412,89,0,0.3415952816590198,0.4047114590516842,156,28.69378562220979,0.9349347264802499,127.0,121.5098206035989,0.8234764335349095,34,bior,199.13492063492063,185.0,120.06007517402966,126,0.6887171815599138,0.8234809043028405,0.2708537016172082,3,26.25,34
db7,1,zero,1.2690533305680452e-26,318.5068636740639,5119133.736643968,0.58,44.349750189037096,37,smoothed,7.655137784928918e-14,-3.055649067107426e-11,3.9269947366483766,153567.45536,0.9962684631447809,7.34879559119297e-05,1.0,770.9999999999999,,,,[],[],3,390.2,42.599999999999795,948.6,"[5, 12, 28]","[42.599999999999795, 948.6, 179.4000000000001]","[1, 1, 21]","[7, 34, 34]",20102811.24,948.6,-948.6,0.0,,,,DWT,uc1.l0082986993,0.0,,0.0,11.0,1.0,0.0,11,,0.0,90.69999999999999,27.40000000000009,90.70000000000003,,0.0,90.69999999999999,,,15.199999999999818,0.0,11.0,0.0,0.0,,1.1368683772161603e-13,0.9495577865760187,0.04947959245803288,0.08567076673688798,0.43736526946107784,0.17895174774683692,,,,,,,0.0,1.0,1.0,0.2,0.28571428571428575,155,0.8838366584262375,0.4246215964796829,154,0,0.6666666666666667,0.6666666666666667,161,0,0.3402050325957709,0.40306433522696367,159,3.304037933599835,0.9925078504907033,157.25,157.1980534959952,0.8179659433859412,35,db,189.60493827160494,200.0,111.3308895828496,81,0.6557573040424418,0.7636082311095856,0.311887417837415,2,26.75,35
db5,1,symmetric,7.358579806161622e-27,320.8737223632986,5394914.070108323,0.5434782608695652,127.82396123552756,37,smoothed,5.3914830558012994e-14,-3.2825342444198235e-11,4.132016596485758,110032.6046552918,0.9881593899105467,7.348795591192971e-05,1.0,771.0,,,,[],[],3,390.1999999999999,42.60000000000002,948.6,"[5, 12, 28]","[42.60000000000002, 948.6, 179.39999999999964]","[1, 1, 21]","[7, 34, 34]",20102811.24,948.6,-948.6,0.0,,,,DWT,uc1.l0082986993,0.0,,0.0,11.0,1.0,0.0,11,,0.0,90.69999999999987,27.40000000000032,90.70000000000005,,0.0,90.69999999999987,,,15.200000000000045,0.0,11.0,0.0,0.0,,0.0,0.9768886466113633,0.42488141436544863,0.28070018895341475,0.17755792762301487,0.06043271470334174,,,,,,,0.0,1.0,1.0,0.2,0.28571428571428575,162,1.0341202465567925,0.49682233233772954,105,0,0.6666666666666667,0.6666666666666667,155,0,0.3840921784513167,0.4550604598413009,113,28.906458332582588,0.9344524754363207,133.75,129.04133485144044,0.8155822467884551,36,db,189.60493827160494,200.0,111.3308895828496,81,0.6557573040424418,0.7636082311095856,0.311887417837415,2,27.5,36
db3,1,antireflect,8.835924396555523e-27,320.07914249400983,5165446.964853189,0.5714285714285714,141.3105100483764,37,smoothed,6.12603061371546e-14,-3.0979330212232993e-11,4.021355966543735,175892.97225101737,0.9912089621385619,7.348795591192965e-05,1.0,771.0000000000001,,,,[],[],3,390.2000000000001,42.600000000000136,948.6,"[5, 12, 28]","[42.600000000000136, 948.6, 179.4000000000001]","[1, 1, 21]","[7, 34, 34]",20102811.24,948.6,-948.6,0.0,,,,DWT,uc1.l0082986993,0.0,,0.0,11.0,1.0,0.0,11,,0.0,90.7000000000001,27.399999999999636,90.70000000000012,,0.0,90.7000000000001,,,15.20000000000016,0.0,11.0,0.0,0.0,,1.1368683772161603e-13,0.9677133835112854,0.2222581325036599,0.1184230737094732,0.37639007698887944,0.23973060953890088,,,,,,,0.0,1.0,1.0,0.2,0.28571428571428575,168,0.9974169078244499,0.4791889493590097,109,0,0.6666666666666667,0.6666666666666667,160,0,0.38490305525043983,0.45602116143791094,111,31.3581462037113,0.9288930925085912,137.0,131.64086236165858,0.8091177480683546,37,db,189.60493827160494,200.0,111.3308895828496,81,0.6557573040424418,0.7636082311095856,0.311887417837415,2,28.25,37
db4,1,symmetric,1.1703540389858931e-26,318.85848982373255,5225500.687917816,0.5454545454545454,133.04448485819404,37,smoothed,8.012809635024371e-14,-3.4957658989753805e-11,4.056616554633207,111424.18991737025,0.9860765125644202,7.348795591192971e-05,1.0,771.0,,,,[],[],3,390.2000000000001,42.60000000000002,948.6000000000003,"[5, 12, 28]","[42.60000000000002, 948.6000000000003, 179.4000000000001]","[1, 1, 21]","[7, 34, 34]",20102811.240000002,948.6000000000003,-948.6000000000003,0.0,,,,DWT,uc1.l0082986993,3.725290298461914e-09,,0.0,11.0,1.0,0.0,11,,2.2737367544323206e-13,90.7000000000001,27.399999999999636,90.70000000000014,,0.0,90.7000000000001,,,15.200000000000045,0.0,11.0,2.2737367544323206e-13,2.2737367544323206e-13,,0.0,0.9536181240710591,0.2868214381961067,0.16089253759080333,0.19161676646706582,0.06422115860493713,,,,,,,0.00015812776723592663,1.0,1.0,0.20007906388361796,0.28582723411945427,54,0.8983630323648916,0.43160050150029533,152,0,0.666719375922412,0.666719375922412,82,0,0.3314340049859944,0.3926726946747426,168,54.72354764328302,0.8759103228043469,114.0,92.49630909376472,0.8087034607219012,38,db,189.60493827160494,200.0,111.3308895828496,81,0.6557573040424418,0.7636082311095856,0.311887417837415,2,29.0,38
db5,1,antireflect,8.449046754098384e-27,320.27358527278204,5463823.308058264,0.5434782608695652,151.53123662073634,37,smoothed,5.719148878204183e-14,-3.31704885780937e-11,4.1759882891544535,288581.009979298,0.9946067123977529,7.348795591192973e-05,1.0,771.0,,,,[],[],3,390.1999999999998,42.59999999999991,948.6,"[5, 12, 28]","[42.59999999999991, 948.6, 179.39999999999964]","[1, 1, 21]","[7, 34, 34]",20102811.24,948.6,-948.6,0.0,,,,DWT,uc1.l0082986993,0.0,,0.0,11.0,1.0,0.0,11,,0.0,90.69999999999982,27.400000000000546,90.70000000000002,,0.0,90.69999999999982,,,15.199999999999932,0.0,11.0,0.0,0.0,,0.0,0.9699586752964174,0.5053950413185665,0.3294321949450424,0.17755792762301487,0.5465118905340907,,,,,,,0.0,1.0,1.0,0.2,0.28571428571428575,157,1.2890167505724972,0.6192822455359005,63,0,0.6666666666666667,0.6666666666666667,165,0,0.5057711459434264,0.5992219138006983,59,57.85038173311103,0.868819996070043,111.0,88.39349007317402,0.8085596578989671,39,db,189.60493827160494,200.0,111.3308895828496,81,0.6557573040424418,0.7636082311095856,0.311887417837415,2,29.75,39
db7,1,periodic,1.1720170430563591e-26,318.85232313547317,5898545.301904715,0.54,112.62554975710965,37,smoothed,7.518310298650791e-14,-3.0706370779398655e-11,4.237166335971221,115735.02079020768,0.9901846068079481,7.348795591192967e-05,1.0,770.9999999999999,,,,[],[],3,390.2,42.60000000000002,948.6,"[5, 12, 28]","[42.60000000000002, 948.6, 179.39999999999998]","[1, 1, 21]","[7, 34, 34]",20102811.24,948.6,-948.6,0.0,,,,DWT,uc1.l0082986993,0.0,,0.0,11.0,1.0,0.0,11,,0.0,90.69999999999999,27.40000000000009,90.70000000000005,,0.0,90.69999999999999,,,15.200000000000045,0.0,11.0,0.0,0.0,,1.1368683772161603e-13,0.9535469153865417,0.6174140731133616,0.6368637591165615,0.15281437125748554,0.07595694036121828,,,,,,,0.0,1.0,1.0,0.2,0.28571428571428575,159,1.290775589994368,0.6201272446611868,62,0,0.6666666666666667,0.6666666666666667,166,0,0.48731921184703375,0.5773606365189738,72,55.36168952142507,0.8744632890670634,114.75,94.49267021627254,0.8071296037172051,40,db,189.60493827160494,200.0,111.3308895828496,81,0.6557573040424418,0.7636082311095856,0.311887417837415,2,30.5,40
