wavelet,wavelet_level,wavelet_mode,wavelet_mse,wavelet_psnr,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,signal_length,signal_type,emd_value,kl_divergence,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,dynamic_cutoff,dominant_frequency,amplitude_max,num_fft_peaks,positive_frequencies,positive_amplitudes,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,max_autocorrelation,upper_envelope,lower_envelope,spectral_magnitude,spectral_centroid,spectral_bandwidth,frequency_max,wavelet_type,htid,max_autocorrelation_diff,frequency_max_diff,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,relative_num_peaks_diff,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,spectral_centroid_diff,lower_envelope_diff,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,spectral_bandwidth_diff,spectral_magnitude_diff,avg_prominence_diff,num_fft_peaks_diff,amplitude_max_diff,prominence_min_diff,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,prominence_max_diff,upper_envelope_diff,dominant_frequency_diff,dynamic_cutoff_diff,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,avg_variance_across_levels_normalized,spectral_centroid_diff_normalized,amplitude_max_diff_normalized,frequency_max_diff_normalized,spectral_bandwidth_diff_normalized,num_fft_peaks_diff_normalized,dominant_frequency_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,reconstruction_weighted_score,reconstruction_normalized_weighted_score,reconstruction_normalized_weighted_rank,signal_weighted_score,signal_normalized_weighted_score,signal_normalized_weighted_rank,reconstruction_missing_metrics_count,reconstruction_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_rank,signal_missing_metrics_count,signal_dynamically_weighted_score,signal_normalized_dynamically_weighted_score,signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank,top_wavelet_rank
db8,1,periodic,7.473455010413806e-27,320.80644816184144,6088914.582669942,0.5576923076923077,118.76251887505944,37,smoothed,5.0122068657671934e-14,-3.1941205236307735e-11,4.307740572592032,113201.88293941843,0.9901073408490941,7.348795591192971e-05,1.0,771.0000000000001,,,,[],[],3,390.20000000000005,42.600000000000364,948.6,"[5, 12, 28]","[42.600000000000364, 948.6, 179.39999999999975]","[1, 1, 21]","[7, 34, 34]",20102811.24,948.6,-948.6,0.0,,,,DWT,uc1.l0082986993,0.0,,0.0,11.0,1.0,0.0,11,,0.0,90.70000000000005,27.399999999999864,90.70000000000016,,0.0,90.70000000000005,,,15.200000000000387,0.0,11.0,0.0,0.0,,1.1368683772161603e-13,0.9761118102956262,0.7466378399262854,0.7714912373309091,0.2786734223859976,0.06906074010368642,,,,,,,0.0,1.0,1.0,0.2,0.28571428571428575,170,1.4838252898018467,0.7128741011653474,37,0,0.6666666666666667,0.6666666666666667,151,0,0.568395010008501,0.6734167190513447,41,70.59449931356787,0.8399217702640185,99.75,62.57612735249678,0.8068656470367712,41,db,189.60493827160494,200.0,111.3308895828496,81,0.6557573040424418,0.7636082311095856,0.311887417837415,2,31.25,41
db7,1,symmetric,1.5236528575868752e-26,317.7128021011607,5719877.832600289,0.56,134.49315981143738,37,smoothed,8.80496876610827e-14,-3.0473912282502635e-11,4.2741554600648985,106478.71008746394,0.991237484041261,7.348795591192971e-05,1.0,770.9999999999999,,,,[],[],3,390.2,42.60000000000002,948.6,"[5, 12, 28]","[42.60000000000002, 948.6, 179.39999999999986]","[1, 1, 21]","[7, 34, 34]",20102811.24,948.6,-948.6,0.0,,,,DWT,uc1.l0082986993,0.0,,0.0,11.0,1.0,0.0,11,,0.0,90.69999999999999,27.40000000000009,90.70000000000005,,0.0,90.69999999999999,,,15.200000000000045,0.0,11.0,0.0,0.0,,1.1368683772161603e-13,0.9403885084069538,0.6851423855310715,0.5105116988749817,0.29508982035928205,0.050757612092459575,,,,,,,0.0,1.0,1.0,0.2,0.28571428571428575,158,1.3003991202278955,0.6247506767541791,60,0,0.6666666666666667,0.6666666666666667,168,0,0.49637800505294977,0.5880932127940565,68,57.39628327107369,0.8698496977980188,113.5,91.62954088573923,0.8062400416427735,42,db,189.60493827160494,200.0,111.3308895828496,81,0.6557573040424418,0.7636082311095856,0.311887417837415,2,32.0,42
db9,1,symmetric,8.358002611381626e-27,320.3206373813273,6271418.731218237,0.5555555555555556,106.1399791530521,37,smoothed,6.519709697042e-14,-3.2239810821010915e-11,4.398544058177715,107131.56146281642,0.9902976351692419,7.348795591192965e-05,1.0,771.0,,,,[],[],3,390.20000000000005,42.600000000000136,948.5999999999999,"[5, 12, 28]","[42.600000000000136, 948.5999999999999, 179.4000000000001]","[1, 1, 21]","[7, 34, 34]",20102811.24,948.5999999999999,-948.5999999999999,0.0,,,,DWT,uc1.l0082986993,0.0,,0.0,11.0,1.0,0.0,11,,1.1368683772161603e-13,90.70000000000005,27.399999999999864,90.70000000000013,,0.0,90.70000000000005,,,15.20000000000016,0.0,11.0,1.1368683772161603e-13,1.1368683772161603e-13,,0.0,0.9705020007593472,0.9129020322004499,0.9005565633328221,0.263473053892216,0.0525349310099567,,,,,,,0.0,1.0,1.0,0.2,0.28571428571428575,166,1.6154336921831132,0.7761027185761491,18,0,0.6666666666666667,0.6666666666666667,154,0,0.6199937162389584,0.7345492604093152,25,80.16389461596785,0.8182224611882816,90.75,37.01196539398288,0.8062200741315557,43,db,189.60493827160494,200.0,111.3308895828496,81,0.6557573040424418,0.7636082311095856,0.311887417837415,2,32.75,43
db7,1,constant,1.2690533305680452e-26,318.5068636740639,5119133.736643968,0.58,44.349750189037096,37,smoothed,7.655137784928918e-14,-3.055649067107426e-11,3.9269947366483766,153567.45536,0.9962684631447809,7.34879559119297e-05,1.0,770.9999999999999,,,,[],[],3,390.2,42.599999999999795,948.6,"[5, 12, 28]","[42.599999999999795, 948.6, 179.4000000000001]","[1, 1, 21]","[7, 34, 34]",20102811.24,948.6,-948.6,0.0,,,,DWT,uc1.l0082986993,0.0,,0.0,11.0,1.0,0.0,11,,0.0,90.69999999999999,27.40000000000009,90.70000000000003,,0.0,90.69999999999999,,,15.199999999999818,0.0,11.0,0.0,0.0,,1.1368683772161603e-13,0.9495577865760187,0.04947959245803288,0.08567076673688798,0.43736526946107784,0.17895174774683692,,,,,,,0.0,1.0,1.0,0.2,0.28571428571428575,156,0.8838366584262375,0.4246215964796829,155,0,0.6666666666666667,0.6666666666666667,178,0,0.3402050325957709,0.40306433522696367,157,11.030261405182864,0.9749880693760026,161.5,160.97050020409128,0.8043874587242825,44,db,189.60493827160494,200.0,111.3308895828496,81,0.6557573040424418,0.7636082311095856,0.311887417837415,2,33.5,44
bior2.2,1,periodic,5.589058192925863e-27,322.0682760914516,5160428.154647654,0.5714285714285714,84.2092369699548,37,smoothed,4.916187577150964e-14,-3.262723424768412e-11,3.9294167840487084,131577.54554705214,0.993688669930152,7.348795591192967e-05,1.0,771.0,,,,[],[],3,390.2,42.59999999999991,948.6000000000001,"[5, 12, 28]","[42.59999999999991, 948.6000000000001, 179.39999999999986]","[1, 1, 21]","[7, 34, 34]",20102811.24,948.6000000000001,-948.6000000000001,0.0,,,,DWT,uc1.l0082986993,0.0,,0.0,11.0,1.0,0.0,11,,1.1368683772161603e-13,90.69999999999999,27.40000000000009,90.70000000000006,,0.0,90.69999999999999,,,15.199999999999932,0.0,11.0,1.1368683772161603e-13,1.1368683772161603e-13,,0.0,0.9906825333766963,0.0539144415397448,0.1148738153475588,0.37639007698887944,0.11908654077916059,,,,,,,0.0,1.0,1.0,0.2,0.28571428571428575,173,0.8769942955768856,0.42133432047784963,162,0,0.6666666666666667,0.6666666666666667,156,0,0.330989481606408,0.39214603720845304,170,7.7190241179396075,0.9824965439502503,165.25,164.9770563546007,0.8038899953311343,45,bior,199.13492063492063,185.0,120.06007517402966,126,0.6887171815599138,0.8234809043028405,0.2708537016172082,3,34.5,45
rbio3.5,1,reflect,1.0276512332879126e-26,319.4232049285797,5398726.766571159,0.5208333333333334,172.08567416684883,37,smoothed,6.807767562890687e-14,-3.276563464993389e-11,4.243469643372945,92344.80245740677,0.9688408826480079,7.34879559119297e-05,1.0,771.0000000000001,,,,[],[],3,390.2,42.59999999999991,948.6,"[5, 12, 28]","[42.59999999999991, 948.6, 179.39999999999998]","[1, 1, 21]","[7, 34, 34]",20102811.24,948.6,-948.6,0.0,,,,DWT,uc1.l0082986993,0.0,,0.0,11.0,1.0,0.0,11,,0.0,90.69999999999999,27.40000000000009,90.70000000000002,,0.0,90.69999999999999,,,15.199999999999932,0.0,11.0,0.0,0.0,,1.1368683772161603e-13,0.9601390666016048,0.6289556379227274,0.2833964943022871,0.016467065868263936,0.012279541343975464,,,,,,,0.0,1.0,1.0,0.2,0.28571428571428575,185,1.0437581489583658,0.501452669250614,103,0,0.6666666666666667,0.6666666666666667,152,0,0.38024756120777176,0.450505476978032,114,37.43883901333837,0.915104673439142,138.5,131.2981228726961,0.8005228582615211,49,rbio,219.9047619047619,215.5,123.42171144957784,126,0.7605506224009442,0.8465380552842389,0.2136531477340674,4,37.75,46
rbio3.7,1,antisymmetric,8.473389509193953e-27,320.2610906989041,5617520.33651352,0.5576923076923077,278.73189048173106,37,smoothed,5.727550565958102e-14,-3.272397908204995e-11,4.336466161219406,343019.04708909977,0.9873690585043092,7.348795591192971e-05,1.0,771.0000000000002,,,,[],[],3,390.2,42.600000000000136,948.6,"[5, 12, 28]","[42.600000000000136, 948.6, 179.39999999999986]","[1, 1, 21]","[7, 34, 34]",20102811.24,948.6,-948.6,0.0,,,,DWT,uc1.l0082986993,0.0,,0.0,11.0,1.0,0.0,11,,0.0,90.69999999999999,27.40000000000009,90.70000000000007,,0.0,90.69999999999999,,,15.20000000000016,0.0,11.0,0.0,0.0,,2.2737367544323206e-13,0.9698143965308909,0.7992353449661505,0.4381253794062908,0.2786734223859976,0.6947136970086871,,,,,,,0.0,1.0,1.0,0.2,0.28571428571428575,182,1.589923847862629,0.7638470254929953,20,0,0.6666666666666667,0.6666666666666667,150,0,0.6361124480596035,0.7536462322454421,21,85.01519472031652,0.8072217806795544,93.25,36.43643643643643,0.7978852667570108,51,rbio,219.9047619047619,215.5,123.42171144957784,126,0.7605506224009442,0.8465380552842389,0.2136531477340674,4,39.25,47
sym8,1,symmetric,1.770448256160275e-21,267.0608300221899,5771758.527056296,0.5769230769230769,135.7123045907892,37,smoothed,2.960620337477381e-11,3.496114953094122e-10,4.293958565122253,109804.63044775234,0.989249131425256,7.348795591195832e-05,1.0,771.0000000000052,,,,[],[],3,390.1999999999194,42.59999999991976,948.5999999998926,"[5, 12, 28]","[42.59999999991976, 948.5999999998926, 179.39999999994586]","[1, 1, 21]","[7, 35, 35]",20102811.23999937,948.5999999999879,-948.5999999999879,0.0,,,,DWT,uc1.l0082986993,6.295740604400635e-07,,0.0,2.0,1.0,0.0,11,,1.2164491636212915e-11,90.69999999991938,27.40000000024179,90.70000000000458,,0.0,90.69999999991938,,,15.199999999919783,0.0,11.0,1.0743406164692715e-10,1.2164491636212915e-11,,5.229594535194337e-12,0.3554942915696431,0.7214025273708313,0.5472012689282251,0.4154767388300321,0.059812079001161374,,,,,,,0.0267235926628716,0.0,1.0,0.11336179633143581,0.1619454233306226,193,1.0377140002237915,0.49854887921139396,104,0,0.34224119755429055,0.34224119755429055,190,0,0.41987738113997863,0.4974576543290316,97,52.630789467763066,0.8806558061955486,146.0,131.71253155716553,0.7747950232791803,62,sym,289.1388888888889,343.5,140.5528626487132,72,1.0,0.9640390301983726,0.010788290940488231,6,48.0,48
sym7,1,reflect,4.6931554272138105e-21,262.82701303281874,5666357.201895098,0.56,155.92720898897238,37,smoothed,4.9018705010977305e-11,,4.294123901953746,96627.13984378468,0.9850125892009705,7.348795591200711e-05,1.0,771.0000000000082,,,,[],[],3,390.20000000000636,42.5999999999824,948.6000000000008,"[5, 12, 28]","[42.5999999999824, 948.6000000000008, 179.4000000000359]","[1, 1, 21]","[7, 36, 36]",20102811.240000278,948.5999999999664,-948.5999999999664,0.0,,,,DWT,uc1.l0082986993,2.7939677238464355e-07,,0.0,2.0,1.0,0.0,11,,3.3651303965598345e-11,90.70000000000636,27.39999999998099,90.70000000000934,,0.0,90.70000000000636,,,15.199999999982424,0.0,11.0,7.958078640513122e-13,3.3651303965598345e-11,,8.185452315956354e-12,0.3066050781670546,0.7217052645902685,0.47266238035406327,0.29508982035928205,0.023937752592753894,,,,,,,0.011859582542694497,0.0,1.0,0.10592979127134726,0.15132827324478182,199,0.9087578985532131,0.4365945064830001,144,0,0.33728652751423155,0.33728652751423155,196,0,0.36400005921268447,0.43125594224663416,133,34.38022687534217,0.9220403018699724,168.0,162.66505294638597,0.7705439604587958,67,sym,289.1388888888889,343.5,140.5528626487132,72,1.0,0.9640390301983726,0.010788290940488231,6,51.75,49
rbio6.8,1,reflect,7.111426174551262e-22,271.0220953475055,6147458.932783534,0.5740740740740741,140.60360748388058,37,smoothed,1.835819184358066e-11,1.8712855709423435e-10,4.430372958285987,92606.13952241729,0.9896458838459016,7.348795591195331e-05,1.0,771.0000000000051,,,,[],[],3,390.1999999999475,42.599999999949546,948.5999999999212,"[5, 12, 28]","[42.599999999949546, 948.5999999999212, 179.39999999997178]","[1, 1, 21]","[7, 36, 36]",20102811.239999652,948.5999999999854,-948.5999999999854,0.0,,,,DWT,uc1.l0082986993,3.46451997756958e-07,,0.0,2.0,1.0,0.0,11,,1.4665602066088468e-11,90.69999999994752,27.400000000157434,90.70000000000476,,0.0,90.69999999994752,,,15.199999999949569,0.0,11.0,7.878497854107991e-11,1.4665602066088468e-11,,5.115907697472721e-12,0.40123626537715806,0.971181803437681,0.8128932859587591,0.3952095808383236,0.012991003901951403,,,,,,,0.014705882352941178,0.0,1.0,0.1073529411764706,0.15336134453781514,197,1.296059537820625,0.6226658114204516,61,0,0.3382352941176471,0.3382352941176471,195,0,0.5187023879027748,0.6145424468458305,57,79.11805525078752,0.8205939790231576,127.5,90.61736573928493,0.7657391663823271,69,rbio,219.9047619047619,215.5,123.42171144957784,126,0.7605506224009442,0.8465380552842389,0.2136531477340674,4,52.75,50
bior6.8,1,reflect,7.115201276301806e-22,271.019790506245,6173164.297758271,0.5740740740740741,133.03693205618652,37,smoothed,1.835451910579109e-11,1.876888644503022e-10,4.428447696673597,94741.16104125619,0.990365461149524,7.348795591195331e-05,1.0,771.0000000000055,,,,[],[],3,390.19999999994735,42.599999999949546,948.5999999999212,"[5, 12, 28]","[42.599999999949546, 948.5999999999212, 179.39999999997144]","[1, 1, 21]","[7, 36, 36]",20102811.239999652,948.5999999999854,-948.5999999999854,0.0,,,,DWT,uc1.l0082986993,3.46451997756958e-07,,0.0,2.0,1.0,0.0,11,,1.4665602066088468e-11,90.69999999994735,27.40000000015789,90.70000000000476,,0.0,90.69999999994735,,,15.199999999949569,0.0,11.0,7.878497854107991e-11,1.4665602066088468e-11,,5.4569682106375694e-12,0.4012096506518338,0.9676565856023113,0.8310718936060513,0.3952095808383236,0.018803374493415834,,,,,,,0.014705882352941178,0.0,1.0,0.1073529411764706,0.15336134453781514,198,1.3056952121279775,0.6272950778901539,59,0,0.3382352941176471,0.3382352941176471,194,0,0.5227902170383872,0.6193855795899154,54,80.58277317971462,0.8172726231752503,126.25,87.57944906384651,0.7654957220184642,70,bior,199.13492063492063,185.0,120.06007517402966,126,0.6887171815599138,0.8234809043028405,0.2708537016172082,3,53.25,51
rbio2.4,1,periodic,1.5110081634959577e-26,317.7489942993155,5097350.08425887,0.5652173913043478,158.23794935680456,37,smoothed,9.106229284141691e-14,-3.5474023718506965e-11,4.071590761258903,112384.89987425607,0.9795218625393066,7.348795591192967e-05,1.0,771.0,,,,[],[],3,390.2000000000001,42.60000000000002,948.6000000000001,"[5, 12, 28]","[42.60000000000002, 948.6000000000001, 179.4000000000002]","[1, 1, 21]","[7, 35, 35]",20102811.240000006,948.6000000000001,-948.6000000000001,0.0,,,,DWT,uc1.l0082986993,7.450580596923828e-09,,0.0,2.0,1.0,0.0,11,,1.1368683772161603e-13,90.7000000000001,27.399999999999636,90.70000000000014,,0.0,90.7000000000001,,,15.200000000000045,0.0,11.0,1.1368683772161603e-13,1.1368683772161603e-13,,0.0,0.9408064310766249,0.3142397069278556,0.07026555968291785,0.3322051549075761,0.06683658999570219,,,,,,,0.00031625553447185326,0.0,1.0,0.10015812776723593,0.1430830396674799,216,0.9163531899126729,0.44024351188692257,142,0,0.33343875184482397,0.33343875184482397,205,0,0.34487068851813535,0.4085920591656628,152,37.16068711241312,0.9157354033732129,178.75,172.9439610183747,0.755203302593636,82,rbio,219.9047619047619,215.5,123.42171144957784,126,0.7605506224009442,0.8465380552842389,0.2136531477340674,4,62.5,52
rbio2.6,1,symmetric,1.6253652780184967e-26,317.43215262762595,5412062.339744185,0.6,165.46894745922526,37,smoothed,9.634335371530956e-14,-3.543139115436136e-11,4.231290531293453,104919.37025147535,0.981495594351911,7.348795591192962e-05,1.0,771.0,,,,[],[],3,390.2000000000001,42.600000000000136,948.6000000000001,"[5, 12, 28]","[42.600000000000136, 948.6000000000001, 179.4000000000001]","[1, 1, 21]","[7, 35, 35]",20102811.240000006,948.6000000000001,-948.6000000000001,0.0,,,,DWT,uc1.l0082986993,7.450580596923828e-09,,0.0,2.0,1.0,0.0,11,,1.1368683772161603e-13,90.7000000000001,27.399999999999636,90.70000000000016,,0.0,90.7000000000001,,,15.20000000000016,0.0,11.0,1.1368683772161603e-13,1.1368683772161603e-13,,0.0,0.9371477608646271,0.606655279963423,0.29282729416459036,0.5796407185628744,0.04651247408105063,,,,,,,0.00031625553447185326,0.0,1.0,0.10015812776723593,0.1430830396674799,209,1.262491220640353,0.6065385866710236,66,0,0.33343875184482397,0.33343875184482397,212,0,0.4925567055273132,0.5835658560373035,71,82.0182906430023,0.8140174815351422,139.5,103.25860319318583,0.7488454754614486,87,rbio,219.9047619047619,215.5,123.42171144957784,126,0.7605506224009442,0.8465380552842389,0.2136531477340674,4,66.25,53
bior3.1,1,reflect,3.012851682124098e-26,314.7518848805577,5164232.686379308,0.575,153.4793936184424,37,smoothed,1.4902193593238857e-13,-2.7405322455820187e-11,3.917227327809093,128924.30373593744,0.9933975569964608,7.348795591192971e-05,1.0,770.9999999999998,,,,[],[],3,390.2,42.600000000000136,948.5999999999998,"[5, 12, 28]","[42.600000000000136, 948.5999999999998, 179.39999999999998]","[1, 1, 21]","[7, 34, 34]",20102811.239999995,948.5999999999998,-948.5999999999998,0.0,,,,DWT,uc1.l0082986993,3.725290298461914e-09,,0.0,11.0,1.0,0.0,11,,2.2737367544323206e-13,90.69999999999999,27.40000000000009,90.7000000000001,,0.0,90.69999999999999,,,15.20000000000016,0.0,11.0,2.2737367544323206e-13,2.2737367544323206e-13,,2.2737367544323206e-13,0.9061978680866789,0.031595143080342454,0.11756434667047062,0.4017964071856287,0.11186337017460682,,,,,,,0.00015812776723592663,1.0,1.0,0.20007906388361796,0.28582723411945427,153,0.8237623766715081,0.3957601126490794,209,0,0.666719375922412,0.666719375922412,74,0,0.3138034270395455,0.37178453459835653,203,62.43596719840256,0.8584218430875226,159.75,134.40743423515204,0.7480884725641694,88,bior,199.13492063492063,185.0,120.06007517402966,126,0.6887171815599138,0.8234809043028405,0.2708537016172082,3,66.75,54
rbio1.3,1,zero,1.798978105848012e-26,316.9914036275989,5107835.584477521,0.5714285714285714,51.50051373979501,37,smoothed,1.0446898601445798e-13,-3.639486489959156e-11,3.929579304049414,125729.6861975624,0.9957859391620832,7.348795591192965e-05,1.0,771.0000000000001,,,,[],[],3,390.2000000000001,42.600000000000136,948.6000000000003,"[5, 12, 28]","[42.600000000000136, 948.6000000000003, 179.39999999999986]","[1, 1, 21]","[7, 34, 34]",20102811.240000002,948.6000000000003,-948.6000000000003,0.0,,,,DWT,uc1.l0082986993,3.725290298461914e-09,,0.0,11.0,1.0,0.0,11,,2.2737367544323206e-13,90.7000000000001,27.399999999999636,90.70000000000014,,0.0,90.7000000000001,,,15.20000000000016,0.0,11.0,2.2737367544323206e-13,2.2737367544323206e-13,,1.1368683772161603e-13,0.9320582938486002,0.05421202104863068,0.07768081306087113,0.37639007698887944,0.10316636133081507,,,,,,,0.00015812776723592663,1.0,1.0,0.20007906388361796,0.28582723411945427,95,0.8170039686917888,0.3925131710805781,217,0,0.666719375922412,0.666719375922412,77,0,0.30870151325555933,0.36573994592182435,219,76.56805251974656,0.8263762981411642,152.0,122.3696874568787,0.7408525481635526,94,rbio,219.9047619047619,215.5,123.42171144957784,126,0.7605506224009442,0.8465380552842389,0.2136531477340674,4,71.5,55
rbio2.2,1,antireflect,9.088024087327404e-27,319.9569677118867,5050183.087754653,0.5476190476190477,175.20658236668157,37,smoothed,6.184842427992901e-14,-3.344498011870202e-11,4.009993349618109,152336.3215022676,0.9783095042476923,7.348795591192967e-05,1.0,771.0,,,,[],[],3,390.2000000000001,42.59999999999991,948.6000000000001,"[5, 12, 28]","[42.59999999999991, 948.6000000000001, 179.40000000000032]","[1, 1, 21]","[7, 35, 35]",20102811.240000002,948.6000000000001,-948.6000000000001,0.0,,,,DWT,uc1.l0082986993,3.725290298461914e-09,,0.0,2.0,1.0,0.0,11,,1.1368683772161603e-13,90.7000000000001,27.399999999999636,90.70000000000017,,0.0,90.7000000000001,,,15.199999999999932,0.0,11.0,1.1368683772161603e-13,1.1368683772161603e-13,,0.0,0.966302592962089,0.20145280423818065,0.036909475293762435,0.20701454234388428,0.17560011584725232,,,,,,,0.00015812776723592663,0.0,1.0,0.10007906388361797,0.1429700912623114,235,0.8520085588196795,0.4093304243620705,182,0,0.33338604258907867,0.33338604258907867,222,0,0.3174559061370337,0.3761118781656362,195,24.28305307548181,0.9449363875839415,208.5,206.3713621248017,0.7360736359688416,97,rbio,219.9047619047619,215.5,123.42171144957784,126,0.7605506224009442,0.8465380552842389,0.2136531477340674,4,73.75,56
bior1.3,1,periodic,1.851375526406692e-26,316.86671722200293,5113213.819084684,0.5476190476190477,123.49639732412923,37,smoothed,1.0754160325017733e-13,-3.59824836593248e-11,3.9756082557978063,124560.28609835601,0.9771583355164106,7.348795591192965e-05,1.0,771.0,,,,[],[],3,390.2,42.59999999999991,948.5999999999999,"[5, 12, 28]","[42.59999999999991, 948.5999999999999, 179.4000000000001]","[1, 1, 21]","[7, 34, 34]",20102811.240000002,948.5999999999999,-948.5999999999999,0.0,,,,DWT,uc1.l0082986993,3.725290298461914e-09,,0.0,11.0,1.0,0.0,11,,1.1368683772161603e-13,90.69999999999999,27.40000000000009,90.70000000000007,,0.0,90.69999999999999,,,15.199999999999932,0.0,11.0,1.1368683772161603e-13,1.1368683772161603e-13,,0.0,0.9306185007949829,0.13849255757551904,0.08148425319310833,0.20701454234388428,0.09998279306871188,,,,,,,0.00015812776723592663,1.0,1.0,0.20007906388361796,0.28582723411945427,132,0.791158440026342,0.3800962051863089,229,0,0.666719375922412,0.666719375922412,79,0,0.2915185293952413,0.34538208138927945,235,76.21187571500914,0.8271839552947639,168.75,138.61879017685862,0.7222654470351371,105,bior,199.13492063492063,185.0,120.06007517402966,126,0.6887171815599138,0.8234809043028405,0.2708537016172082,3,79.5,57
rbio1.5,1,periodic,2.0489915793340572e-26,316.4262606703103,5151775.457449668,0.5434782608695652,108.72276076499406,37,smoothed,1.1608731993702175e-13,-3.665587833268094e-11,4.065081498466375,114972.71916324382,0.9863074499506903,7.34879559119297e-05,1.0,771.0000000000002,,,,[],[],3,390.2000000000001,42.60000000000025,948.6000000000001,"[5, 12, 28]","[42.60000000000025, 948.6000000000001, 179.39999999999998]","[1, 1, 21]","[7, 35, 35]",20102811.240000002,948.6000000000001,-948.6000000000001,0.0,,,,DWT,uc1.l0082986993,3.725290298461914e-09,,0.0,2.0,1.0,0.0,11,,1.1368683772161603e-13,90.7000000000001,27.399999999999636,90.70000000000016,,0.0,90.7000000000001,,,15.200000000000273,0.0,11.0,1.1368683772161603e-13,1.1368683772161603e-13,,2.2737367544323206e-13,0.925532410771647,0.30232103097043705,0.10875470411892635,0.17755792762301487,0.07388165469346544,,,,,,,0.00015812776723592663,0.0,1.0,0.10007906388361797,0.1429700912623114,233,0.861433146934262,0.41385827870396125,172,0,0.33338604258907867,0.33338604258907867,248,0,0.3176095456354982,0.37629390546206004,194,34.93207694941714,0.9207889411577843,211.75,207.33234764248198,0.720315105499527,106,rbio,219.9047619047619,215.5,123.42171144957784,126,0.7605506224009442,0.8465380552842389,0.2136531477340674,4,80.5,58
bior3.7,1,symmetric,1.0864277668963799e-26,319.1816538386485,5917276.790253447,0.5576923076923077,153.4793936184424,37,smoothed,7.835173951084346e-14,-3.0530156180930155e-11,4.273597025756884,119916.48791324031,0.9921348457052793,7.348795591192967e-05,1.0,770.9999999999999,,,,[],[],3,390.1999999999998,42.59999999999991,948.5999999999998,"[5, 12, 28]","[42.59999999999991, 948.5999999999998, 179.39999999999986]","[1, 1, 21]","[7, 36, 36]",20102811.239999995,948.5999999999998,-948.5999999999998,0.0,,,,DWT,uc1.l0082986993,3.725290298461914e-09,,0.0,2.0,1.0,0.0,11,,2.2737367544323206e-13,90.69999999999982,27.400000000000546,90.70000000000005,,0.0,90.69999999999982,,,15.199999999999932,0.0,11.0,2.2737367544323206e-13,2.2737367544323206e-13,,1.1368683772161603e-13,0.9573498003643252,0.6841198738008081,0.6501105026534102,0.2786734223859976,0.08734054297160686,,,,,,,0.00015812776723592663,0.0,1.0,0.10007906388361797,0.1429700912623114,226,1.387930654588746,0.6668034469219176,51,0,0.33338604258907867,0.33338604258907867,247,0,0.5315188284352296,0.629726966733071,51,107.44106911853277,0.7563694577811049,143.75,83.87670052369131,0.7152028694801216,110,bior,199.13492063492063,185.0,120.06007517402966,126,0.6887171815599138,0.8234809043028405,0.2708537016172082,3,83.25,59
bior3.3,1,smooth,8.845646574198248e-27,320.07436657388956,5203634.412037587,0.5681818181818182,42.379812069846594,37,smoothed,6.730952131997704e-14,-3.3312774760929667e-11,3.9073571850863216,141222.2324231663,0.9958979833382227,7.348795591192966e-05,1.0,771.0,,,,[],[],3,390.2,42.59999999999991,948.5999999999999,"[5, 12, 28]","[42.59999999999991, 948.5999999999999, 179.4000000000002]","[1, 1, 21]","[7, 36, 36]",20102811.240000002,948.5999999999999,-948.5999999999999,0.0,,,,DWT,uc1.l0082986993,3.725290298461914e-09,,0.0,2.0,1.0,0.0,11,,1.1368683772161603e-13,90.69999999999999,27.40000000000009,90.70000000000012,,0.0,90.69999999999999,,,15.199999999999932,0.0,11.0,1.1368683772161603e-13,1.1368683772161603e-13,,0.0,0.9676582344629114,0.01352258455632148,0.14542889992898447,0.3532934131736533,0.1453431821609747,,,,,,,0.00015812776723592663,0.0,1.0,0.10007906388361797,0.1429700912623114,264,0.8595253210542511,0.41294170202290575,174,0,0.33338604258907867,0.33338604258907867,231,0,0.3250492628565691,0.38510825089695117,178,43.45399866525519,0.901464855634342,211.75,205.31786532935874,0.7106530627378058,115,bior,199.13492063492063,185.0,120.06007517402966,126,0.6887171815599138,0.8234809043028405,0.2708537016172082,3,87.0,60
