signal_type,wavelet,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,wavelet_psnr,signal_length,scales_used,emd_value,kl_divergence,is_complex,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,dynamic_cutoff,dominant_frequency,amplitude_max,num_fft_peaks,positive_frequencies,positive_amplitudes,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,max_autocorrelation,upper_envelope,lower_envelope,spectral_magnitude,spectral_centroid,spectral_bandwidth,frequency_max,wavelet_type,htid,max_autocorrelation_diff,frequency_max_diff,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,relative_num_peaks_diff,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,spectral_centroid_diff,lower_envelope_diff,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,spectral_bandwidth_diff,spectral_magnitude_diff,avg_prominence_diff,num_fft_peaks_diff,amplitude_max_diff,prominence_min_diff,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,prominence_max_diff,upper_envelope_diff,dominant_frequency_diff,dynamic_cutoff_diff,emd_value_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,correlation_normalized,avg_variance_across_levels_normalized,kl_divergence_normalized,prominence_min_diff_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,spectral_centroid_diff_normalized,spectral_magnitude_diff_normalized,dynamic_cutoff_diff_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,amplitude_max_diff_normalized,frequency_max_diff_normalized,spectral_bandwidth_diff_normalized,num_fft_peaks_diff_normalized,relative_num_peaks_diff_normalized,dominant_frequency_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_weighted_score,reconstruction_normalized_weighted_score,reconstruction_normalized_weighted_rank,signal_weighted_score,signal_normalized_weighted_score,signal_normalized_weighted_rank,reconstruction_missing_metrics_count,reconstruction_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_rank,signal_missing_metrics_count,signal_dynamically_weighted_score,signal_normalized_dynamically_weighted_score,signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank,smoothness_normalized,across_emd_value_normalized,across_smoothness_normalized,across_wavelet_psnr_normalized,across_wavelet_entropy_normalized,across_wavelet_energy_entropy_normalized,across_wavelet_sparsity_normalized,across_correlation_normalized,across_avg_variance_across_levels_normalized,across_kl_divergence_normalized,across_prominence_min_diff_normalized,across_avg_prominence_diff_normalized,across_relative_prominences_avg_diff_normalized,across_relative_prominences_wasserstein_normalized,across_spectral_centroid_diff_normalized,across_spectral_magnitude_diff_normalized,across_dynamic_cutoff_diff_normalized,across_relative_prominences_total_diff_normalized,across_prominence_max_diff_normalized,across_amplitude_max_diff_normalized,across_frequency_max_diff_normalized,across_spectral_bandwidth_diff_normalized,across_num_fft_peaks_diff_normalized,across_relative_num_peaks_diff_normalized,across_dominant_frequency_diff_normalized,across_max_autocorrelation_diff_normalized,across_relative_right_bases_global_alignment_score_normalized,across_relative_left_bases_global_alignment_score_normalized,across_upper_envelope_diff_normalized,across_lower_envelope_diff_normalized,across_relative_peaks_global_alignment_score_normalized,across_reconstruction_weighted_score,across_reconstruction_normalized_weighted_score,across_reconstruction_normalized_weighted_rank,across_signal_weighted_score,across_signal_normalized_weighted_score,across_signal_normalized_weighted_rank,across_rank_variability,across_normalized_rank_stability,across_average_rank,across_harmonic_average_rank,across_stability_score_weighted,across_stability_rank,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,across_normalized_family_mean_rank,across_normalized_family_std_dev,across_final_family_stability_score,across_final_family_stability_rank,across_family_informed_rank
smoothed,mexh,182881813.70711815,0.6184419713831478,1183.5374263549372,-26.711642853949012,37,17,18208.6226676651,,False,8.0802318800009,698677.4117222241,0.1083757835452588,5.687174639372612e-06,0.9021765969404247,21880.872871397463,,,,[],[],1,36835.97844766687,36835.97844766687,36835.97844766687,[16],[36835.97844766687],[0],[36],16708994923.942621,29976.155250651762,-29976.155250651762,0.0,,,,CWT,uc1.l0082986993,16688892112.702621,,0.0,-3.5,3.0,0.0,-3.5,,29027.555250651763,36536.47844766687,35637.97844766687,36536.47844766687,,0.0,36536.47844766687,,,36808.57844766687,0.0,-3.5,35887.37844766687,29027.555250651763,,21109.872871397463,0.864462781970669,0.07283297594853466,0.36201847219303396,1.0,0.4999999999999992,0.9568586624651181,0.258013754442034,,1.0,1.0,1.0,1.0,,0.0,1.0,1.0,1.0,,,,,1.0,,0.8050671396998831,0.0,0.0,0.8229428167552402,0.8229428167552402,0.0,3.831710696552038,1.0,1,1.9699968230196991,0.903951703577414,2,0,0.6967301848806909,1.0,1,0,0.6267733308774236,0.9493008984525492,2,0.5773502691896257,0.9422649730810374,1.5,1.3333333333333333,0.8961324865405187,1,mexh,0.14285714285714285,,,2,1.25,1.0,0.8644627819706691,1.0,0.07068637663728017,0.36201847219303396,0.9911686220805345,0.3043478260869561,0.9580253802665749,0.257995924792209,,1.0,1.0,1.0,1.0,,0.0,0.9828699206434212,0.9999999999999998,0.9999999999999999,,,,,0.5,,0.8050671396998832,0.0,0.6666666666666666,0.7897840758859702,0.7897840758859702,0.16666666666666669,3.7098821605260404,0.9791696582178467,2,1.8864918601686491,0.9019712418741138,3,0.7071067811865476,0.9646446609406726,2.5,2.4000000000000004,0.9198223304703363,1,2.0,2.0,1.4142135623730951,2,0.13793103448275862,0.2497562164217851,0.8285214109355332,1,1.0
raw,gaus1,182967691.04885286,0.6327503974562798,1683.5802243945175,-26.73349613966313,37,17,20421.63237387,,False,8.379787553444487,2437195.2750380565,0.12020382118702926,1.7930411286004205e-06,-0.08250037105799272,1310.3606190038963,,,0.0,"[0.0, 0.02702702702702703, 0.05405405405405406, 0.08108108108108109, 0.10810810810810811, 0.13513513513513514, 0.16216216216216217, 0.1891891891891892, 0.21621621621621623, 0.24324324324324326, 0.2702702702702703, 0.2972972972972973, 0.32432432432432434, 0.35135135135135137, 0.3783783783783784, 0.40540540540540543, 0.43243243243243246, 0.4594594594594595]","[9801.72247635555, 508233.6141251459, 254053.12381017298, 150853.70785105706, 101014.22690653232, 74066.80310250171, 56307.72365872086, 47712.18499659798, 45740.98963879217, 41446.53133739336, 37511.25372452054, 37788.290676997705, 34507.70466348266, 34156.3757179582, 32131.138983081866, 30513.45362560832, 30388.175676794366, 29594.59424899095]",1,5168.111954231321,5168.111954231321,5168.111954231321,[33],[5168.111954231321],[3],[36],20562528835.626366,36254.26414996334,-36254.26414996334,1555821.6152207043,0.12507228321752836,0.12303440134307067,0.4594594594594595,CWT,uc1.l0082986993,20541011736.626366,,0.0,0.0,4.0,0.0,-4.5,,35166.26414996334,4724.911954231321,2952.111954231321,4724.911954231321,,1555821.6152207043,4724.911954231321,,,5108.111954231321,0.0,-4.5,4085.111954231321,35166.26414996334,,488.3606190038963,1.0,0.0,1.0,0.9915847510798794,0.38095238095238065,0.07268178240431156,1.0,,0.12999710886390975,0.026164461580399437,0.026164461580399437,0.026164461580399437,,0.9999999999999999,0.011911691232648479,0.0,0.0,,,,,1.0,,0.9999999999999999,0.0,0.0,1.0,1.0,0.0,1.9685029936978564,0.5161453096631331,3,1.8772460408826164,1.0,1,0,0.3480268123225171,0.5042223670216479,3,0,0.6350312734909388,1.0,1,1.1547005383792515,0.8845299461620748,2.0,1.5,0.8422649730810374,1,gaus,0.8214285714285714,1.0,0.12500000000000003,1,1.0,,0.9889178006406448,0.21379658063974077,0.06942915193545784,0.9760226870450116,0.9916542105140237,0.434782608695652,0.06742525273079303,1.0,,0.12745155947859146,0.02550521043625048,0.02550521043625048,0.02550521043625048,,0.9999999999999999,0.011911691232648486,0.0,0.013372095403318851,,,,,1.0,,0.9959346125838463,0.4117647058823529,0.0,1.0,1.0,0.0,2.012975827434345,0.5312958114740205,4,1.987193398895486,0.9501187551827369,2,1.4142135623730951,0.9292893218813453,3.0,2.6666666666666665,0.8896446609406726,2,11.0625,10.5,5.6623758264530615,16,0.7629310344827587,1.0,0.16594827586206892,3,2.25
raw,mexh,184443661.5751339,0.6263910969793323,1224.8632102953086,-25.531982121869873,37,17,18330.900251837553,,False,8.096794306092802,678041.5318071365,0.10929365807223741,3.03598362381909e-06,0.8099832239169822,22295.68681378563,,,,[],[],1,36157.16193741138,36157.16193741138,36157.16193741138,[15],[36157.16193741138],[0],[36],16771072273.80597,29735.924742020077,-29735.924742020077,0.0,,,,CWT,uc1.l0082986993,16749555174.80597,,0.0,0.0,4.0,0.0,-4.5,,28647.924742020077,35713.96193741138,33941.16193741138,35713.96193741138,,0.0,35713.96193741138,,,36097.16193741138,0.0,-4.5,35074.16193741138,28647.924742020077,,21473.68681378563,0.8800348775945859,0.0742806268825622,0.25977182353261064,0.9999999999999999,0.317460317460317,0.9428279292006453,0.2424098130208135,,1.0000000000000002,1.0,1.0,1.0,,0.0,0.9999999999999999,0.9999999999999999,1.0,,,,,1.0,,0.8105989771033995,0.0,0.0,0.7713869560359792,0.7713869560359792,0.0,3.813854270966092,1.0,1,1.5395439750469286,0.8201077224395626,4,0,0.6902248592783572,1.0,1,0,0.5309693410987907,0.8361310115955526,2,1.4142135623730951,0.8585786437626906,2.0,1.4545454545454546,0.8292893218813453,2,mexh,0.2857142857142857,,,2,2.0,,0.8713394165278667,0.46473960483392524,0.13855253788832955,0.3959667506939823,1.0,0.3768115942028983,0.8746402372794955,0.24918847603623845,,0.9804184153973522,0.9748035654346185,0.9748035654346185,0.9748035654346185,,0.0,1.0000000000000002,0.9480871492087788,0.9747709144672936,,,,,1.0,,0.8080729148292844,0.4117647058823529,0.0,0.7767838865134397,0.7767838865134397,0.0,3.7888042479566515,1.0,1,1.7821947274959793,0.8521045998456308,4,2.1213203435596424,0.8939339828220179,2.5,1.6,0.8844669914110089,3,2.0,2.0,1.4142135623730951,2,0.13793103448275862,0.2497562164217851,0.8285214109355332,1,2.5
smoothed,gaus1,182709054.8025413,0.6454689984101749,1725.236754460334,-27.940325031853487,37,17,20618.691640828012,,False,8.39148542123735,2437033.36535514,0.11938689112685531,3.1784429017296185e-06,-0.07934246620610125,1050.6883293340684,,,0.0,"[0.0, 0.02702702702702703, 0.05405405405405406, 0.08108108108108109, 0.10810810810810811, 0.13513513513513514, 0.16216216216216217, 0.1891891891891892, 0.21621621621621623, 0.24324324324324326, 0.2702702702702703, 0.2972972972972973, 0.32432432432432434, 0.35135135135135137, 0.3783783783783784, 0.40540540540540543, 0.43243243243243246, 0.4594594594594595]","[11689.987906030547, 516876.43626410555, 248389.2553232488, 142769.04768393305, 94761.7920965814, 70800.57563805292, 57388.3808691152, 50176.41678284053, 44862.24382736383, 40783.46902894898, 37872.22313194887, 34783.483184902594, 33273.57932832037, 31633.626069184946, 30724.27655287926, 29908.174803995746, 29319.700450773318, 28855.421423350894]",1,4602.685282868493,4602.685282868493,4602.685282868493,[33],[4602.685282868493],[3],[36],20643162884.379627,34938.234466992355,-34938.234466992355,1534868.090365577,0.1233807411308776,0.12248514449821839,0.4594594594594595,CWT,uc1.l0082986993,20623060073.139626,,0.0,-3.5,3.0,0.0,-3.5,,33989.63446699236,4303.185282868493,3404.6852828684932,4303.185282868493,,1534868.090365577,4303.185282868493,,,4575.285282868494,0.0,-3.5,3654.0852828684933,33989.63446699236,,279.6883293340684,1.0,0.0,1.0,0.9990144409790069,0.9047619047619047,0.0444391852639654,1.0000000000000002,,0.10223704714577446,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,,,,,1.0,,1.0000000000000002,0.0,0.0,1.0,1.0,0.0,1.9306711141437325,0.503866619126816,2,2.1793164559825287,1.0,1,0,0.340149136476385,0.4882078369184373,4,0,0.6602472744933917,1.0,1,1.4142135623730951,0.8585786437626906,2.0,1.4545454545454546,0.8292893218813453,3,gaus,0.8392857142857143,1.0,0.11249999999999998,1,2.5,0.3337626649422564,1.0,0.49350132322468515,0.0,1.0,0.9901917669037179,0.5507246376811595,0.07028144877806852,0.9999308965141662,,0.11278562132080057,0.012586310515118188,0.012586310515118188,0.012586310515118188,,0.9865321803925735,0.002086413899683219,0.013846147500114814,0.0,,,,,0.5,,1.0,0.0,0.6666666666666666,0.9597071142804179,0.9597071142804179,0.16666666666666669,1.8289318005074569,0.4827200564647335,6,2.0915210736086225,1.0,1,3.5355339059327378,0.8232233047033631,3.5,1.7142857142857142,0.8241116523516816,4,11.0625,10.5,5.6623758264530615,16,0.7629310344827587,1.0,0.16594827586206892,3,3.75
smoothed,gaus4,19548347.87023881,0.6422893481717011,473.60644016373845,-15.328945951805565,37,17,4910.5307196081685,,False,8.156842352238524,192186.83352242367,0.18310181591362604,2.716684588221906e-06,0.9316834246796002,4071.709394723658,,,,[],[],2,12314.521447910234,5895.392843679666,18733.6500521408,"[12, 29]","[5895.392843679666, 18733.6500521408]","[0, 0]","[21, 36]",1371146665.8001285,9749.52879112474,-9749.52879112474,0.0,,,,CWT,uc1.l0082986993,1351043854.5601285,,0.0,1.5,2.0,0.0,1.5,,8800.92879112474,12015.021447910234,23431.04289582047,12015.021447910232,,0.0,12015.021447910234,,,5867.992843679666,0.0,-3.0,17785.050052140803,8800.92879112474,,3300.709394723658,0.11660601612364131,0.747568643651635,0.5190482233406447,0.06821144137343367,0.857142857142857,0.9842881901742746,0.04182728138767134,,0.13824158912779694,0.23925064453121875,0.23925064453121875,0.23925064453121875,,0.0,0.14503093140097228,0.6212941851942866,0.43839655777724185,,,,,0.0,,0.04509688375870767,0.9999999999999999,1.0,0.10121522005055036,0.10121522005055036,0.9999999999999999,1.32219342390226,0.3450660889122017,4,1.5937965695715313,0.7313286536227158,4,0,0.3538828347302508,0.5079194821892928,3,0,0.4432284211094771,0.6713067031583987,4,0.5,0.95,3.75,3.6923076923076925,0.7875,4,gaus,0.8392857142857143,1.0,0.11249999999999998,1,3.25,0.21113471568165854,0.11660601612364134,0.400274944623762,0.7255356247521734,0.5190482233406447,0.06760904035623341,0.5217391304347826,0.9847131016226494,0.041824390976724496,,0.1483671155700917,0.24882567214332488,0.24882567214332488,0.24882567214332485,,0.0,0.14433035938543934,0.6265378017652375,0.43839655777724185,,,,,0.0,,0.04509688375870767,0.5882352941176471,1.0,0.09713696675597118,0.09713696675597118,1.0,1.293312357057486,0.3413510628729329,8,1.5030249441376267,0.7186276835090026,7,0.7071067811865476,0.9646446609406726,7.5,7.466666666666667,0.7948223304703363,5,11.0625,10.5,5.6623758264530615,16,0.7629310344827587,1.0,0.16594827586206892,3,4.5
smoothed,gaus2,86237127.5705192,0.6518282988871225,855.9528292677734,-22.873147865722387,37,17,12170.095565790663,,False,7.952812820880785,468949.9409941741,0.15393470793831657,3.433934759399944e-06,0.948585125318201,15536.470241097206,,,,[],[],2,15021.017948786784,931.9649635726273,29110.07093400094,"[14, 26]","[29110.07093400094, 931.9649635726273]","[0, 22]","[36, 36]",7143510833.531981,19171.7733805537,-19171.7733805537,0.0,,,,CWT,uc1.l0082986993,7123408022.291982,,0.0,-3.0,2.0,0.0,-3.0,,18223.1733805537,14721.517948786784,28844.03589757357,14721.517948786784,,0.0,14721.517948786784,,,904.5649635726273,0.0,-3.0,28161.470934000943,18223.1733805537,,14765.470241097206,0.5248686983587494,0.300368638289538,0.10084552075849079,0.44865914445191823,1.0,1.0,0.15995867938631397,,0.0,0.32321651444836036,0.32321651444836036,0.3232165144483604,,0.0,0.6954226393199399,0.7892259250285698,0.7603128084317705,,,,,0.0,,0.3311099541780208,0.09999999999999998,1.0,0.4374202692068963,0.4374202692068963,0.09999999999999999,1.8838986341654336,0.49165993556367876,3,1.5969014879219285,0.7327533748199856,3,0,0.37470409391447834,0.5378037324142102,2,0,0.4920392064393141,0.7452347407520253,3,0.5,0.95,2.75,2.666666666666667,0.8374999999999999,2,gaus,0.8392857142857143,1.0,0.11249999999999998,1,1.75,0.4016129702695025,0.5248686983587495,0.545083676927623,0.29151590223588014,0.10084552075849085,0.4446968659902393,0.6086956521739133,1.0,0.159947625683979,,0.011749843476487165,0.3317347215490173,0.3317347215490173,0.3317347215490174,,0.0,0.6841454687608794,0.7921443339598243,0.7603128084317704,,,,,0.0,,0.33110995417802075,0.05882352941176466,1.0,0.4197953442883139,0.4197953442883139,0.25,1.9097429757588114,0.5040489956135261,5,1.4761237584449616,0.7057656635981773,8,2.1213203435596424,0.8939339828220179,6.5,6.153846153846153,0.784466991411009,6,11.0625,10.5,5.6623758264530615,16,0.7629310344827587,1.0,0.16594827586206892,3,5.25
raw,gaus4,19739893.921036582,0.6947535771065183,547.5810694562524,-14.211612206326334,37,17,4839.145264969151,,False,8.271519980836375,193875.92302067962,0.16064213620796117,1.2888509360047397e-06,0.852729119625021,5122.652748695533,,,,[],[],2,12788.433633989061,6532.717107253478,19044.150160724646,"[12, 29]","[6532.717107253478, 19044.150160724646]","[0, 0]","[22, 36]",1400016274.5301414,9832.696471042995,-9832.696471042995,0.0,,,,CWT,uc1.l0082986993,1378499175.5301414,,0.0,0.5,3.0,0.0,-4.0,,8744.696471042995,12345.23363398906,23360.867267978123,12345.233633989063,,0.0,12345.23363398906,,,6472.717107253478,0.0,-4.0,17961.150160724646,8744.696471042995,,4300.652748695533,0.10588498942521793,0.7741344458279869,0.7168034623007906,0.060941137907917005,0.9999999999999999,0.9845039629688075,0.03390096863990786,,0.16830775178561486,0.26563421202338816,0.26563421202338816,0.2656342120233882,,0.0,0.19141241702507272,0.6585795732629451,0.44777230066829504,,,,,0.5,,0.0427426976512707,0.1,0.5,0.07333530285050396,0.07333530285050396,0.09090909090909091,1.2673325499825452,0.33229705697735423,5,1.6924804370721973,0.9015762453154257,2,0,0.2428864715382308,0.3518947025353058,6,0,0.525166995295804,0.8269939091484722,3,1.8257418583505538,0.8174258141649446,4.0,3.3333333333333335,0.7087129070824723,5,gaus,0.8214285714285714,1.0,0.12500000000000003,1,4.0,,0.11259144806053993,0.11200344685783609,0.7898160997055819,0.7541048540459574,0.06869212635853747,1.0,0.9133021552550886,0.04254529889348653,,0.1650120193047434,0.2589411769818142,0.2589411769818142,0.2589411769818143,,0.0,0.19141241702507278,0.6243908301419997,0.44385985647537674,,,,,0.5,,0.046457258887823386,0.47058823529411764,0.3333333333333333,0.09521132908118494,0.09521132908118494,0.08333333333333334,1.2707542015020779,0.33539716447145856,9,1.7350056001605392,0.829542490416811,5,2.8284271247461903,0.8585786437626906,7.0,6.428571428571429,0.7542893218813453,7,11.0625,10.5,5.6623758264530615,16,0.7629310344827587,1.0,0.16594827586206892,3,6.0
smoothed,gaus6,9893407.668357488,0.6232114467408585,350.12414875859736,-13.126084892798932,37,17,3702.112641719913,,False,8.260557574899773,119732.05144085428,0.12267984415251168,2.3515363451903375e-06,0.6994787136887315,0.0,0.02702702702702703,106917.23665229225,1.0,"[0.0, 0.02702702702702703, 0.05405405405405406, 0.08108108108108109, 0.10810810810810811, 0.13513513513513514, 0.16216216216216217, 0.1891891891891892, 0.21621621621621623, 0.24324324324324326, 0.2702702702702703, 0.2972972972972973, 0.32432432432432434, 0.35135135135135137, 0.3783783783783784, 0.40540540540540543, 0.43243243243243246, 0.4594594594594595]","[41647.331599433775, 8933.345850702644, 106917.23665229225, 44883.24460057643, 13950.16175051476, 2670.3920547089897, 1881.303977794181, 1159.3598098700134, 742.7345134122653, 561.4823398159554, 497.26071126337047, 763.6688928114888, 203.94058189090893, 214.97376216906454, 139.05997793904515, 139.40790524381376, 152.23513700918448, 129.2378121024587]",2,12264.99979319172,8575.991607966105,15954.007978417336,"[7, 29]","[8575.991607966105, 15954.007978417336]","[0, 0]","[21, 36]",789262598.0953457,8451.20244714607,-8451.20244714607,225586.3779295506,0.058017495184889176,0.045923704893990884,0.4594594594594595,CWT,uc1.l0082986993,769159786.8553457,,0.0,1.5,2.0,0.0,-3.0,,7502.60244714607,11965.49979319172,23331.99958638344,11965.49979319172,,225586.3779295506,11965.49979319172,,,8548.591607966106,0.0,-3.0,15005.407978417335,7502.60244714607,,771.0,0.048647121039249806,0.8781483243972505,0.7316350294133087,0.013131713723979824,0.5714285714285707,0.768430843168978,0.01090124945671233,,0.21290173166239032,0.2377142934526825,0.2377142934526825,0.23771429345268252,,0.1469744399180389,0.023586525106093145,0.618221483037214,0.35216143251368104,,,,,0.0,,0.01626529171143761,0.9999999999999999,1.0,0.05488826810663122,0.05488826810663122,0.09999999999999999,1.11307072098382,0.29048923813204786,5,1.4884197432915023,0.6829754986732568,5,0,0.2862020213680111,0.4107788460708369,5,0,0.39206076289143477,0.5938089834483048,5,0.0,1.0,5.0,5.0,0.75,5,gaus,0.8392857142857143,1.0,0.11249999999999998,1,4.0,0.11416325050342797,0.04864712103924983,0.3265535900655094,0.8522667430972846,0.7316350294133087,0.013015742597353136,0.3478260869565214,0.7746934180676975,0.010900496142374927,,0.22215001311597138,0.2473086580565233,0.2473086580565233,0.24730865805652336,,0.14499501467432022,0.025219688705136474,0.6235076446954557,0.35216143251368104,,,,,0.0,,0.016265291711437615,0.5882352941176471,1.0,0.05267666139246495,0.05267666139246495,0.25,1.1146910277718605,0.2942065503576826,10,1.4496136456617668,0.6930906238303707,9,0.7071067811865476,0.9646446609406726,9.5,9.473684210526315,0.7448223304703363,8,11.0625,10.5,5.6623758264530615,16,0.7629310344827587,1.0,0.16594827586206892,3,6.75
raw,gaus8,11229775.304617766,0.6391096979332274,366.74336557013254,-12.466772182044565,37,17,3920.893585616574,,False,8.253620266218512,142352.61618932587,0.1247001594321863,1.0106891662710806e-06,0.5271472924745232,1057.3764233296345,,,,[],[],2,13091.396487111697,10971.713814615654,15211.07915960774,"[6, 30]","[10971.713814615654, 15211.07915960774]","[0, 0]","[20, 36]",849320611.4976295,9294.624904035727,-9294.624904035727,0.0,,,,CWT,uc1.l0082986993,827803512.4976295,,0.0,0.5,3.0,0.0,0.5,,8206.624904035727,12648.196487111696,23966.792974223394,12648.196487111696,,0.0,12648.196487111696,,,10911.713814615654,0.0,-4.0,14128.07915960774,8206.624904035727,,235.37642332963446,0.05319618536866487,0.8820048567379462,0.669983005505927,0.012420679523587504,0.44444444444444425,0.6670709323147713,0.011712145288708904,,0.29293048049930004,0.27515486507186676,0.27515486507186676,0.27515486507186676,,0.0,0.0,0.6781324703854497,0.3240811580486476,,,,,0.5,,0.015232868596813443,0.1,0.5,0.054463904614609454,0.054463904614609454,0.909090909090909,1.3078455148939507,0.34291963509205053,4,1.3356546209872941,0.7114968373348202,5,0,0.28359068607106264,0.41086709969786067,4,0,0.3915474641691501,0.6165798134896691,6,0.9574271077563381,0.9042572892243662,4.75,4.615384615384616,0.7146286446121831,3,gaus,0.8214285714285714,1.0,0.12500000000000003,1,2.5,,0.06095090189522624,0.05584416677795562,0.8901971594671334,0.7174155131509152,0.020572155662187272,0.49275362318840576,0.6188266813613678,0.02055501369496127,,0.2871944375127087,0.2682219435187371,0.2682219435187371,0.2682219435187372,,0.0,0.0,0.6429286806336476,0.32494333803217407,,,,,0.5,,0.019171011368825066,0.47058823529411764,0.3333333333333333,0.07678543309015633,0.07678543309015633,0.8333333333333334,1.298852592203474,0.34281332768879813,7,1.3910047779866797,0.6650684975345232,10,2.1213203435596424,0.8939339828220179,8.5,8.23529411764706,0.7344669914110089,9,11.0625,10.5,5.6623758264530615,16,0.7629310344827587,1.0,0.16594827586206892,3,7.5
raw,gaus6,11355385.089774821,0.6724960254372019,421.5953003206512,-12.521282968166517,37,17,3983.5828571895636,,False,8.329746604464766,138222.79907057362,0.11568538693689578,1.1163452084436889e-06,0.6414545451030433,0.0,0.02702702702702703,109743.76291997316,2.0,"[0.0, 0.02702702702702703, 0.05405405405405406, 0.08108108108108109, 0.10810810810810811, 0.13513513513513514, 0.16216216216216217, 0.1891891891891892, 0.21621621621621623, 0.24324324324324326, 0.2702702702702703, 0.2972972972972973, 0.32432432432432434, 0.35135135135135137, 0.3783783783783784, 0.40540540540540543, 0.43243243243243246, 0.4594594594594595]","[46491.72116898473, 2915.5077990461177, 109743.76291997316, 54143.5419553619, 20842.95869034571, 5902.1299264082145, 6419.746415341206, 7066.112599012644, 1271.6871518098278, 1132.549897414761, 2302.9435204411625, 1879.773374992362, 577.866777665238, 800.0469327964762, 455.78109154422066, 702.0947571784517, 388.50855567386986, 273.48437365368386]",3,8894.461201169916,623.6606001406958,16391.19311674864,"[6, 11, 30]","[9668.529886620412, 623.6606001406958, 16391.19311674864]","[0, 9, 0]","[20, 20, 36]",899384736.8866348,9302.172572794016,-9302.172572794016,263310.2179076437,0.07132513248487465,0.06295891676250202,0.4594594594594595,CWT,uc1.l0082986993,877867637.8866348,,0.0,1.0,2.0,0.0,1.0,,8214.172572794016,8451.261201169915,24467.38360350975,8451.261201169917,,263310.2179076437,8451.261201169915,,,563.6606001406958,0.0,-3.5,15308.19311674864,8214.172572794016,,822.0,0.056793263185812036,0.8786348624598631,0.8691074053582512,0.013136843965951307,0.7777777777777772,0.7785172557941076,0.009933614597332795,,0.00241379092314975,0.14326554493731264,0.14326554493731264,0.1432655449373127,,0.16924190751154414,0.027621009670052685,0.6942862611456717,0.36216280165441905,,,,,0.0,,0.017733806271950245,0.2,1.0,0.05472861858877928,0.05472861858877928,1.0,1.1240016590340114,0.29471541888497205,6,1.6118324803614499,0.8586154639610383,3,0,0.2675142299444189,0.387575478263866,5,0,0.4834144318770136,0.7612450788754916,4,1.2909944487358056,0.8709005551264195,4.5,4.2105263157894735,0.7104502775632098,4,gaus,0.8214285714285714,1.0,0.12500000000000003,1,3.25,,0.06447641488423309,0.07717552108370576,0.887061141033805,0.8734529268547493,0.02128240888583456,0.7971014492753619,0.7222129258636242,0.01879239669996962,,0.0023665250719750175,0.13965576400882593,0.13965576400882593,0.139655764008826,,0.16924190751154417,0.027621009670052696,0.6582438820644216,0.36155498522277785,,,,,0.0,,0.02165162309121286,0.5294117647058824,0.6666666666666666,0.0770438978893437,0.0770438978893437,0.9166666666666666,1.0962397752870205,0.28933660953274004,11,1.6373426420165391,0.7828477860811304,6,3.5355339059327378,0.8232233047033631,8.5,7.764705882352941,0.6991116523516816,10,11.0625,10.5,5.6623758264530615,16,0.7629310344827587,1.0,0.16594827586206892,3,8.25
