signal_type,wavelet,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,wavelet_psnr,signal_length,scales_used,emd_value,kl_divergence,is_complex,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,dynamic_cutoff,dominant_frequency,amplitude_max,num_fft_peaks,positive_frequencies,positive_amplitudes,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,max_autocorrelation,upper_envelope,lower_envelope,spectral_magnitude,spectral_centroid,spectral_bandwidth,frequency_max,wavelet_type,htid,max_autocorrelation_diff,frequency_max_diff,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,relative_num_peaks_diff,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,spectral_centroid_diff,lower_envelope_diff,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,spectral_bandwidth_diff,spectral_magnitude_diff,avg_prominence_diff,num_fft_peaks_diff,amplitude_max_diff,prominence_min_diff,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,prominence_max_diff,upper_envelope_diff,dominant_frequency_diff,dynamic_cutoff_diff,emd_value_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,correlation_normalized,avg_variance_across_levels_normalized,kl_divergence_normalized,prominence_min_diff_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,spectral_centroid_diff_normalized,spectral_magnitude_diff_normalized,dynamic_cutoff_diff_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,amplitude_max_diff_normalized,frequency_max_diff_normalized,spectral_bandwidth_diff_normalized,num_fft_peaks_diff_normalized,relative_num_peaks_diff_normalized,dominant_frequency_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_weighted_score,reconstruction_normalized_weighted_score,reconstruction_normalized_weighted_rank,signal_weighted_score,signal_normalized_weighted_score,signal_normalized_weighted_rank,reconstruction_missing_metrics_count,reconstruction_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_rank,signal_missing_metrics_count,signal_dynamically_weighted_score,signal_normalized_dynamically_weighted_score,signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank
raw,gaus1,182967691.04885286,0.6327503974562798,1683.5802243945175,-26.73349613966313,37,17,20421.63237387,,False,8.379787553444487,2437195.2750380565,0.12020382118702926,1.7930411286004205e-06,-0.08250037105799272,1310.3606190038963,,,0.0,"[0.0, 0.02702702702702703, 0.05405405405405406, 0.08108108108108109, 0.10810810810810811, 0.13513513513513514, 0.16216216216216217, 0.1891891891891892, 0.21621621621621623, 0.24324324324324326, 0.2702702702702703, 0.2972972972972973, 0.32432432432432434, 0.35135135135135137, 0.3783783783783784, 0.40540540540540543, 0.43243243243243246, 0.4594594594594595]","[9801.72247635555, 508233.6141251459, 254053.12381017298, 150853.70785105706, 101014.22690653232, 74066.80310250171, 56307.72365872086, 47712.18499659798, 45740.98963879217, 41446.53133739336, 37511.25372452054, 37788.290676997705, 34507.70466348266, 34156.3757179582, 32131.138983081866, 30513.45362560832, 30388.175676794366, 29594.59424899095]",1,5168.111954231321,5168.111954231321,5168.111954231321,[33],[5168.111954231321],[3],[36],20562528835.626366,36254.26414996334,-36254.26414996334,1555821.6152207043,0.12507228321752836,0.12303440134307067,0.4594594594594595,CWT,uc1.l0082986993,20541011736.626366,,0.0,0.0,4.0,0.0,-4.5,,35166.26414996334,4724.911954231321,2952.111954231321,4724.911954231321,,1555821.6152207043,4724.911954231321,,,5108.111954231321,0.0,-4.5,4085.111954231321,35166.26414996334,,488.3606190038963,1.0,0.0,1.0,0.9915847510798794,0.38095238095238065,0.07268178240431156,1.0,,0.12999710886390975,0.026164461580399437,0.026164461580399437,0.026164461580399437,,0.9999999999999999,0.011911691232648479,0.0,0.0,,,,,1.0,,0.9999999999999999,0.0,0.0,1.0,1.0,0.0,1.9685029936978564,0.5161453096631331,3,1.8772460408826164,1.0,1,0,0.3480268123225171,0.5042223670216479,3,0,0.6350312734909388,1.0,1,1.1547005383792515,0.8845299461620748,2.0,1.5,0.8422649730810374,1,gaus,5.75,5.5,3.1052950170405937,8,0.8214285714285714,1.0,0.12500000000000003,1,1.0
raw,mexh,184443661.5751339,0.6263910969793323,1224.8632102953086,-25.531982121869873,37,17,18330.900251837553,,False,8.096794306092802,678041.5318071365,0.10929365807223741,3.03598362381909e-06,0.8099832239169822,22295.68681378563,,,,[],[],1,36157.16193741138,36157.16193741138,36157.16193741138,[15],[36157.16193741138],[0],[36],16771072273.80597,29735.924742020077,-29735.924742020077,0.0,,,,CWT,uc1.l0082986993,16749555174.80597,,0.0,0.0,4.0,0.0,-4.5,,28647.924742020077,35713.96193741138,33941.16193741138,35713.96193741138,,0.0,35713.96193741138,,,36097.16193741138,0.0,-4.5,35074.16193741138,28647.924742020077,,21473.68681378563,0.8800348775945859,0.0742806268825622,0.25977182353261064,0.9999999999999999,0.317460317460317,0.9428279292006453,0.2424098130208135,,1.0000000000000002,1.0,1.0,1.0,,0.0,0.9999999999999999,0.9999999999999999,1.0,,,,,1.0,,0.8105989771033995,0.0,0.0,0.7713869560359792,0.7713869560359792,0.0,3.813854270966092,1.0,1,1.5395439750469286,0.8201077224395626,4,0,0.6902248592783572,1.0,1,0,0.5309693410987907,0.8361310115955526,2,1.4142135623730951,0.8585786437626906,2.0,1.4545454545454546,0.8292893218813453,2,mexh,2.0,2.0,,1,0.2857142857142857,,,2,2.0
raw,gaus8,11229775.304617766,0.6391096979332274,366.74336557013254,-12.466772182044565,37,17,3920.893585616574,,False,8.253620266218512,142352.61618932587,0.1247001594321863,1.0106891662710806e-06,0.5271472924745232,1057.3764233296345,,,,[],[],2,13091.396487111697,10971.713814615654,15211.07915960774,"[6, 30]","[10971.713814615654, 15211.07915960774]","[0, 0]","[20, 36]",849320611.4976295,9294.624904035727,-9294.624904035727,0.0,,,,CWT,uc1.l0082986993,827803512.4976295,,0.0,0.5,3.0,0.0,0.5,,8206.624904035727,12648.196487111696,23966.792974223394,12648.196487111696,,0.0,12648.196487111696,,,10911.713814615654,0.0,-4.0,14128.07915960774,8206.624904035727,,235.37642332963446,0.05319618536866487,0.8820048567379462,0.669983005505927,0.012420679523587504,0.44444444444444425,0.6670709323147713,0.011712145288708904,,0.29293048049930004,0.27515486507186676,0.27515486507186676,0.27515486507186676,,0.0,0.0,0.6781324703854497,0.3240811580486476,,,,,0.5,,0.015232868596813443,0.1,0.5,0.054463904614609454,0.054463904614609454,0.909090909090909,1.3078455148939507,0.34291963509205053,4,1.3356546209872941,0.7114968373348202,5,0,0.28359068607106264,0.41086709969786067,4,0,0.3915474641691501,0.6165798134896691,6,0.9574271077563381,0.9042572892243662,4.75,4.615384615384616,0.7146286446121831,3,gaus,5.75,5.5,3.1052950170405937,8,0.8214285714285714,1.0,0.12500000000000003,1,2.5
raw,gaus6,11355385.089774821,0.6724960254372019,421.5953003206512,-12.521282968166517,37,17,3983.5828571895636,,False,8.329746604464766,138222.79907057362,0.11568538693689578,1.1163452084436889e-06,0.6414545451030433,0.0,0.02702702702702703,109743.76291997316,2.0,"[0.0, 0.02702702702702703, 0.05405405405405406, 0.08108108108108109, 0.10810810810810811, 0.13513513513513514, 0.16216216216216217, 0.1891891891891892, 0.21621621621621623, 0.24324324324324326, 0.2702702702702703, 0.2972972972972973, 0.32432432432432434, 0.35135135135135137, 0.3783783783783784, 0.40540540540540543, 0.43243243243243246, 0.4594594594594595]","[46491.72116898473, 2915.5077990461177, 109743.76291997316, 54143.5419553619, 20842.95869034571, 5902.1299264082145, 6419.746415341206, 7066.112599012644, 1271.6871518098278, 1132.549897414761, 2302.9435204411625, 1879.773374992362, 577.866777665238, 800.0469327964762, 455.78109154422066, 702.0947571784517, 388.50855567386986, 273.48437365368386]",3,8894.461201169916,623.6606001406958,16391.19311674864,"[6, 11, 30]","[9668.529886620412, 623.6606001406958, 16391.19311674864]","[0, 9, 0]","[20, 20, 36]",899384736.8866348,9302.172572794016,-9302.172572794016,263310.2179076437,0.07132513248487465,0.06295891676250202,0.4594594594594595,CWT,uc1.l0082986993,877867637.8866348,,0.0,1.0,2.0,0.0,1.0,,8214.172572794016,8451.261201169915,24467.38360350975,8451.261201169917,,263310.2179076437,8451.261201169915,,,563.6606001406958,0.0,-3.5,15308.19311674864,8214.172572794016,,822.0,0.056793263185812036,0.8786348624598631,0.8691074053582512,0.013136843965951307,0.7777777777777772,0.7785172557941076,0.009933614597332795,,0.00241379092314975,0.14326554493731264,0.14326554493731264,0.1432655449373127,,0.16924190751154414,0.027621009670052685,0.6942862611456717,0.36216280165441905,,,,,0.0,,0.017733806271950245,0.2,1.0,0.05472861858877928,0.05472861858877928,1.0,1.1240016590340114,0.29471541888497205,6,1.6118324803614499,0.8586154639610383,3,0,0.2675142299444189,0.387575478263866,5,0,0.4834144318770136,0.7612450788754916,4,1.2909944487358056,0.8709005551264195,4.5,4.2105263157894735,0.7104502775632098,4,gaus,5.75,5.5,3.1052950170405937,8,0.8214285714285714,1.0,0.12500000000000003,1,3.25
raw,gaus4,19739893.921036582,0.6947535771065183,547.5810694562524,-14.211612206326334,37,17,4839.145264969151,,False,8.271519980836375,193875.92302067962,0.16064213620796117,1.2888509360047397e-06,0.852729119625021,5122.652748695533,,,,[],[],2,12788.433633989061,6532.717107253478,19044.150160724646,"[12, 29]","[6532.717107253478, 19044.150160724646]","[0, 0]","[22, 36]",1400016274.5301414,9832.696471042995,-9832.696471042995,0.0,,,,CWT,uc1.l0082986993,1378499175.5301414,,0.0,0.5,3.0,0.0,-4.0,,8744.696471042995,12345.23363398906,23360.867267978123,12345.233633989063,,0.0,12345.23363398906,,,6472.717107253478,0.0,-4.0,17961.150160724646,8744.696471042995,,4300.652748695533,0.10588498942521793,0.7741344458279869,0.7168034623007906,0.060941137907917005,0.9999999999999999,0.9845039629688075,0.03390096863990786,,0.16830775178561486,0.26563421202338816,0.26563421202338816,0.2656342120233882,,0.0,0.19141241702507272,0.6585795732629451,0.44777230066829504,,,,,0.5,,0.0427426976512707,0.1,0.5,0.07333530285050396,0.07333530285050396,0.09090909090909091,1.2673325499825452,0.33229705697735423,5,1.6924804370721973,0.9015762453154257,2,0,0.2428864715382308,0.3518947025353058,6,0,0.525166995295804,0.8269939091484722,3,1.8257418583505538,0.8174258141649446,4.0,3.3333333333333335,0.7087129070824723,5,gaus,5.75,5.5,3.1052950170405937,8,0.8214285714285714,1.0,0.12500000000000003,1,4.0
raw,gaus2,85796186.13762729,0.6406995230524642,849.3365868289106,-21.63052775277523,37,17,12169.494526665505,,False,7.997482128781755,448601.5189171322,0.15412329196222402,1.6646099955931777e-06,0.8686229541129199,14698.07999151617,,,,[],[],2,15476.281562696495,2313.433990946065,28639.129134446925,"[14, 27]","[28639.129134446925, 2313.433990946065]","[0, 23]","[36, 36]",7081740309.189669,19019.470959901104,-19019.470959901104,0.0,,,,CWT,uc1.l0082986993,7060223210.189669,,0.0,5.0,3.0,0.0,0.5,,17931.470959901104,15033.081562696494,28736.56312539299,15033.081562696494,,0.0,15033.081562696494,,,2253.433990946065,0.0,-4.0,27556.129134446925,17931.470959901104,,13876.07999151617,0.5264966197659663,0.315478375721417,0.0,0.4375612206567687,0.4603174603174602,1.0,0.14360008536926727,,0.049853378008376206,0.3501002358693442,0.3501002358693442,0.3501002358693442,,0.0,0.6422687736175261,0.8320503915143156,0.7573971190777058,,,,,0.5,,0.3265714390424245,1.0,0.5,0.39553645695879347,0.39553645695879347,0.909090909090909,2.299222851912608,0.6028606990613171,2,1.2075836399657154,0.6432740374287599,7,0,0.4905737087917918,0.7107447699068614,2,0,0.4119219659758401,0.6486640629703062,5,2.449489742783178,0.7550510257216823,4.0,2.9787234042553195,0.6775255128608411,6,gaus,5.75,5.5,3.1052950170405937,8,0.8214285714285714,1.0,0.12500000000000003,1,4.75
raw,morl,9051282.776682539,0.6454689984101749,299.51621146603026,-10.558161221005903,37,17,2993.7993494768148,,False,8.116281372022737,115156.56140929913,0.1497576395034863,9.356697480625379e-07,0.5606607718881353,0.0,0.02702702702702703,78562.54069697291,2.0,"[0.0, 0.02702702702702703, 0.05405405405405406, 0.08108108108108109, 0.10810810810810811, 0.13513513513513514, 0.16216216216216217, 0.1891891891891892, 0.21621621621621623, 0.24324324324324326, 0.2702702702702703, 0.2972972972972973, 0.32432432432432434, 0.35135135135135137, 0.3783783783783784, 0.40540540540540543, 0.43243243243243246, 0.4594594594594595]","[11507.655316384587, 16874.279604653253, 78562.54069697291, 54090.39758174938, 20107.58830552734, 4334.254734348628, 8973.690390844256, 9360.99736671607, 2311.28313251379, 1986.802022543404, 2695.3985904671513, 2143.4822466425244, 1073.8207758165481, 1743.3510796258913, 697.8410217980088, 1588.2931644936557, 1044.723319804458, 1105.119090275529]",3,7486.477398908104,1021.8786400941626,12326.56808408155,"[5, 12, 30]","[9110.9854725486, 1021.8786400941626, 12326.56808408155]","[0, 9, 0]","[22, 22, 36]",544386885.6208365,7741.720443274757,-7741.720443274757,220201.5184411774,0.09196628302527377,0.078297759072692,0.4594594594594595,CWT,uc1.l0082986993,522869786.6208365,,0.0,1.0,2.0,0.0,1.0,,6653.720443274757,7043.277398908104,20243.432196724312,7043.277398908105,,220201.5184411774,7043.277398908104,,,961.8786400941626,0.0,-3.5,11243.56808408155,6653.720443274757,,822.0,0.0,1.0,0.31074433051999245,0.0,0.5079365079365079,0.6997456225182486,0.0,,0.013593573660926686,0.09901944301079592,0.09901944301079592,0.09901944301079595,,0.14153391127037415,0.027621009670052685,0.5579816177610545,0.2309995347948913,,,,,0.0,,0.0,0.2,1.0,0.0,0.0,1.0,0.906416998683218,0.23766429818347842,9,1.2384450174418988,0.6597137458122563,6,0,0.23125253174597918,0.3350394130801924,7,0,0.3597752087106784,0.5665472296079164,7,1.2583057392117916,0.8741694260788209,7.25,7.098591549295775,0.5745847130394104,7,morl,7.0,7.0,,1,1.0,,,3,6.0
raw,gaus5,18659764.894451804,0.6311605723370429,447.8804279842755,-15.327016447755032,37,17,4831.340697858603,,False,8.232812482513863,244138.15536391552,0.15039263716333556,8.557710864833484e-07,-0.1458752317372951,0.0,0.02702702702702703,131494.39676921698,1.0,"[0.0, 0.02702702702702703, 0.05405405405405406, 0.08108108108108109, 0.10810810810810811, 0.13513513513513514, 0.16216216216216217, 0.1891891891891892, 0.21621621621621623, 0.24324324324324326, 0.2702702702702703, 0.2972972972972973, 0.32432432432432434, 0.35135135135135137, 0.3783783783783784, 0.40540540540540543, 0.43243243243243246, 0.4594594594594595]","[788.2860654804081, 54298.82821956739, 131494.39676921698, 68440.56877199817, 33467.234502877654, 16356.000805375941, 5270.432450732485, 2806.492348290015, 6755.260321387163, 6106.443747377222, 4767.115189019182, 8583.443120284492, 6319.687754862672, 8347.90222476101, 6596.176582829063, 5133.915146274836, 6546.069950391285, 5177.038046782903]",2,7657.5921370304095,6780.607759216875,8534.576514843944,"[15, 33]","[8534.576514843944, 6780.607759216875]","[3, 3]","[24, 36]",1448601006.2494652,14002.745479797146,-14002.745479797146,377255.2920175088,0.11370007687909718,0.10933823632723146,0.4594594594594595,CWT,uc1.l0082986993,1427083907.2494652,,0.0,0.5,3.0,0.0,-4.0,,12914.745479797146,7214.39213703041,13099.184274060819,7214.39213703041,,377255.2920175088,7214.39213703041,,,6720.607759216875,0.0,-4.0,7451.576514843944,12914.745479797146,,822.0,0.10543716742120718,0.7051773424951743,0.615555884250701,0.05478278009337373,0.3650793650793647,0.010893093923829533,0.055546702644354656,,0.17526716435266104,0.1043967492922505,0.1043967492922505,0.1043967492922505,,0.24247978581014407,0.027621009670052685,0.32744057418142947,0.1086340033798984,,,,,0.5,,0.045169732679829405,0.1,0.5,0.219588441527006,0.219588441527006,0.09090909090909091,0.9124749499031359,0.23925270476367622,7,0.9625145525545236,0.512726905047557,9,0,0.19132589946092468,0.2771935795835569,9,0,0.2732103337011436,0.43023130530128456,9,1.0,0.9,8.5,8.4,0.525,8,gaus,5.75,5.5,3.1052950170405937,8,0.8214285714285714,1.0,0.12500000000000003,1,6.25
raw,gaus7,13360163.23985993,0.6311605723370429,389.41734692361814,-14.031302929089065,37,17,4275.468463303223,,False,8.297100874881453,176133.73997872617,0.11808848151243384,7.340881799663644e-07,-0.15704796135442103,0.0,0.02702702702702703,120382.95581175953,1.0,"[0.0, 0.02702702702702703, 0.05405405405405406, 0.08108108108108109, 0.10810810810810811, 0.13513513513513514, 0.16216216216216217, 0.1891891891891892, 0.21621621621621623, 0.24324324324324326, 0.2702702702702703, 0.2972972972972973, 0.32432432432432434, 0.35135135135135137, 0.3783783783783784, 0.40540540540540543, 0.43243243243243246, 0.4594594594594595]","[489.06975487113596, 1686.9989063751677, 120382.95581175953, 63837.28870681056, 28611.671102132455, 11758.394641795978, 2694.2686547264884, 3147.4290118193835, 3218.802437939591, 2879.993982472537, 2494.219383556845, 6359.790898700026, 3844.2195233827897, 6517.174282678286, 4548.968080730311, 3167.230508007979, 4449.449374341557, 3216.872568855865]",3,6358.240958906371,537.6826242873569,11750.16390811586,"[8, 15, 33]","[537.6826242873569, 11750.16390811586, 6786.876344315895]","[3, 3, 3]","[9, 24, 36]",1066824455.3623396,11892.91440671071,-11892.91440671071,273304.7976309565,0.11470188009532956,0.10241341031701542,0.4594594594594595,CWT,uc1.l0082986993,1045307356.3623396,,0.0,1.0,2.0,0.0,-3.5,,10804.91440671071,5915.040958906371,16858.72287671911,5915.040958906371,,273304.7976309565,5915.040958906371,,,477.68262428735693,0.0,-3.5,10667.16390811586,10804.91440671071,,822.0,0.07354150754327841,0.7852816200994323,0.7837156544770983,0.024567090615316034,0.3650793650793647,0.0,0.026260190328237544,,0.0,0.063564443854318,0.063564443854318,0.063564443854318,,0.17566589572814634,0.027621009670052685,0.4487588657940752,0.2123992815996967,,,,,0.0,,0.026098204870675264,0.2,1.0,0.14559184919240123,0.14559184919240123,0.1818181818181818,0.7346465939136209,0.1926257643104771,10,1.0539086190318911,0.5614120877497654,8,0,0.18361589796190564,0.2660233045704547,10,0,0.2940636325918182,0.46306952880488994,8,1.1547005383792515,0.8845299461620748,9.0,8.88888888888889,0.4922649730810374,9,gaus,5.75,5.5,3.1052950170405937,8,0.8214285714285714,1.0,0.12500000000000003,1,7.0
raw,gaus3,52629790.40526584,0.5945945945945946,604.5730232705864,-19.835045448757377,37,17,8092.642056251124,,False,8.070677612106353,675161.2140918118,0.20149599150131653,1.089597358524747e-06,-0.11261429723987207,1178.1566570926584,,,0.0,"[0.0, 0.02702702702702703, 0.05405405405405406, 0.08108108108108109, 0.10810810810810811, 0.13513513513513514, 0.16216216216216217, 0.1891891891891892, 0.21621621621621623, 0.24324324324324326, 0.2702702702702703, 0.2972972972972973, 0.32432432432432434, 0.35135135135135137, 0.3783783783783784, 0.40540540540540543, 0.43243243243243246, 0.4594594594594595]","[3276.5476103689616, 194041.18687440586, 160736.34290026157, 87152.63882797491, 49605.94345349468, 30496.010562434843, 17927.404526613493, 13870.52151156258, 16558.07709217722, 14967.932846699212, 12812.536928574917, 15726.21201851776, 13341.634795435335, 14626.000726168295, 12895.51105406285, 11338.028767965987, 12430.02721191912, 11204.713293812503]",2,4335.515714199018,1800.37802674376,6870.6534016542755,"[19, 33]","[1800.37802674376, 6870.6534016542755]","[3, 3]","[24, 36]",4161611718.563871,20168.3795610577,-20168.3795610577,693007.27100245,0.11664903085958744,0.1167931090629312,0.4594594594594595,CWT,uc1.l0082986993,4140094619.563871,,0.0,0.5,3.0,0.0,-4.0,,19080.3795610577,3892.3157141990177,6455.031428398035,3892.315714199018,,693007.27100245,3892.3157141990177,,,1740.37802674376,0.0,-4.0,5787.6534016542755,19080.3795610577,,356.1566570926584,0.2925689441502923,0.4264796200880408,0.19145813426312464,0.24846294877305172,0.0,0.04332156000962839,0.2411693867960399,,0.03544957497430802,0.0,0.0,0.0,,0.4454284888593362,0.005686904068286886,0.11303733015590972,0.054940098142635674,,,,,0.5,,0.18069733154939666,0.1,0.5,0.43583130448188845,0.43583130448188845,0.09090909090909091,0.9075871377405822,0.23797111091784853,8,0.6774153755382677,0.36085593512279845,10,0,0.1931874285081828,0.2798905688649983,8,0,0.20620865629716825,0.3247220489844279,10,1.1547005383792515,0.8845299461620748,9.0,8.88888888888889,0.4922649730810374,10,gaus,5.75,5.5,3.1052950170405937,8,0.8214285714285714,1.0,0.12500000000000003,1,7.75
