wavelet,wavelet_level,wavelet_mode,wavelet_mse,wavelet_psnr,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,signal_length,signal_type,emd_value,kl_divergence,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,fft_frequency_max,fft_amplitude_max,fft_spectral_centroid,fft_spectral_bandwidth,fft_spectral_magnitude,fft_variance_magnitude,fft_num_peaks,fft_peak_amplitude,fft_dominant_frequency,fft_positive_frequencies,fft_positive_amplitudes,fft_snr_threshold,fft_stationarity_threshold,fft_dynamic_cutoff,fft_dynamic_cutoff_percentile,stft_frequency_max,stft_amplitude_max,stft_spectral_centroid,stft_spectral_bandwidth,stft_spectral_magnitude,stft_variance_magnitude,stft_peak_freq_over_time,stft_num_peaks,stft_peak_amplitude,stft_dominant_frequency,stft_positive_frequencies,stft_positive_amplitudes,stft_snr_threshold,stft_stationarity_threshold,stft_window,stft_nperseg,stft_noverlap,stft_dynamic_cutoff,stft_dynamic_cutoff_percentile,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,prominence_threshold,distance_factor,max_autocorrelation,upper_envelope,lower_envelope,wavelet_type,htid,fft_frequency_max_diff,fft_snr_threshold_diff,lower_envelope_diff,stft_dynamic_cutoff_percentile_diff,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,prominence_threshold_diff,prominence_min_diff,stft_window_diff,fft_peak_amplitude_diff,avg_prominence_diff,stft_spectral_bandwidth_diff,stft_num_peaks_diff,stft_variance_magnitude_diff,stft_noverlap_diff,fft_spectral_centroid_diff,stft_dominant_frequency_diff,stft_nperseg_diff,fft_variance_magnitude_diff,stft_snr_threshold_diff,stft_dynamic_cutoff_diff,distance_factor_diff,fft_stationarity_threshold_diff,fft_amplitude_max_diff,fft_spectral_magnitude_diff,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,max_autocorrelation_diff,stft_spectral_centroid_diff,stft_amplitude_max_diff,fft_dynamic_cutoff_diff,fft_num_peaks_diff,stft_peak_amplitude_diff,prominence_max_diff,upper_envelope_diff,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,stft_stationarity_threshold_diff,fft_dominant_frequency_diff,fft_dynamic_cutoff_percentile_diff,stft_frequency_max_diff,stft_spectral_magnitude_diff,relative_num_peaks_diff,fft_spectral_bandwidth_diff,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,avg_variance_across_levels_normalized,max_autocorrelation_diff_normalized,reconstruction_signal_weighted_score,reconstruction_signal_normalized_weighted_score,reconstruction_signal_normalized_weighted_rank,wavelet_signal_weighted_score,wavelet_signal_normalized_weighted_score,wavelet_signal_normalized_weighted_rank,reconstruction_signal_num_missing_metrics,reconstruction_signal_missing_metrics_count,reconstruction_signal_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_rank,wavelet_signal_num_missing_metrics,wavelet_signal_missing_metrics_count,wavelet_signal_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank
rbio1.5,1,constant,2.9541424996338033e-27,318.7006026550678,1695391.1952135328,0.5813953488372093,264.06708233804073,78,raw,4.864484883280686e-14,-8.193234979359018e-11,5.359881250898595,13095.508017045348,0.7805555939972033,3.0355219979486253e-05,0.9999999999999999,0.48717948717948717,25075.0,0.11235904142874004,0.14051776427824472,54865.438052596706,14935369.79112207,6,1809.5816837948128,0.11538461538461538,"[0.0, 0.01282051282051282, 0.02564102564102564, 0.038461538461538464, 0.05128205128205128, 0.0641025641025641, 0.07692307692307693, 0.08974358974358974, 0.10256410256410256, 0.11538461538461538, 0.1282051282051282, 0.14102564102564102, 0.15384615384615385, 0.16666666666666666, 0.1794871794871795, 0.1923076923076923, 0.20512820512820512, 0.21794871794871795, 0.23076923076923075]","[25075.0, 270.37095539481317, 1437.2402378267377, 1158.8021662923393, 1059.5840207169492, 707.1587203367402, 665.7353861184789, 1644.3090535491679, 1223.8585615149666, 1809.5816837948128, 774.4104587550538, 1265.878558166795, 1111.9419814702424, 1458.6953074580042, 1140.7885717508589, 409.9128888414656, 1417.3067317947377, 665.6093505693177, 901.9278972969228]",3.0,0.5,250.9,15,0.5,368859.1966960853,0.22140329820535679,0.12233021784845596,1274173.6875000002,474269783.3172133,"[0.125, 0.1875, 0.3125, 0.125, 0.125, 0.1875, 0.125, 0.125]",1,368859.1966960853,0.125,"[0.0, 0.0625, 0.125, 0.1875]","[1.324276578812617e-25, 135237.4406560231, 368859.1966960853, 268462.9522482793]",3.0,0.7,boxcar,16,8,250.9,15,24,112.875,5.000000000000057,459.0000000000001,"[1, 5, 8, 10, 14, 19, 23, 25, 27, 29, 32, 37, 40, 42, 45, 49, 52, 54, 60, 64, 67, 69, 73, 76]","[116.00000000000001, 126.99999999999994, 17.0, 310.0000000000001, 459.0000000000001, 80.0, 5.000000000000057, 225.00000000000003, 38.0, 24.0, 283.0, 37.0, 217.00000000000003, 11.0, 41.0, 14.0, 357.00000000000006, 18.0, 63.0, 42.0, 18.000000000000057, 138.0, 24.0, 45.0]","[0, 0, 7, 0, 0, 17, 21, 17, 26, 28, 30, 36, 36, 41, 44, 44, 36, 53, 56, 62, 56, 56, 72, 75]","[2, 9, 9, 12, 56, 21, 24, 56, 30, 30, 56, 38, 44, 44, 47, 50, 56, 56, 62, 65, 68, 77, 75, 77]",0.05,30,8869557.000000002,468.00000000000006,-468.00000000000006,DWT,inu.32000013032836,0.0,0.0,5.684341886080802e-14,0.0,1.0,96,0.0,5.684341886080802e-14,,0.0,0.0,0.0,0.0,0.0,0.0,1.3877787807814457e-17,0.0,0.0,0.0,0.0,5.684341886080802e-14,0.0,0.0,0.0,7.275957614183426e-12,1.0,96,0.0,0.0,2.1908401019269754e-14,1.862645149230957e-09,0.0,0.0,5.684341886080802e-14,0.0,0.0,1.1368683772161603e-13,5.684341886080802e-14,1.0,96,0.0,0.0,0.0,0.0,2.3283064365386963e-10,0.0,0.0,0.9450089889386954,0.774049387038159,0.0010678954069877587,0.32339356616157544,0.002812503365014478,5.640794223826716e-05,2.820397111913358e-05,5.640794223826716e-05,227,1.0850464623964264,0.7158619085135381,113,0,0,5.640794223826716e-05,5.640794223826716e-05,256,0,0,0.4092664681820864,0.6666380634401688,104,77.78174593052023,0.886283997177602,175.0,149.38484173041127,0.8152180219806139,1,rbio,372.24444444444447,450.0,218.42340324373924,135,0.8266727272727273,1.0,0.12132909090909086,5,2.0
db17,1,antireflect,6.041665702258389e-27,315.5933501494966,2157333.234262317,0.5272727272727272,224.83404684792305,78,raw,5.970722491920009e-14,-7.515088551457478e-11,5.741624200537417,91391.5955050849,0.9711301165136312,3.0355219979486266e-05,0.9999999999999999,0.48717948717948717,25075.0,0.11235904142874005,0.14051776427824475,54865.438052596684,14935369.79112207,6,1809.5816837948119,0.11538461538461538,"[0.0, 0.01282051282051282, 0.02564102564102564, 0.038461538461538464, 0.05128205128205128, 0.0641025641025641, 0.07692307692307693, 0.08974358974358974, 0.10256410256410256, 0.11538461538461538, 0.1282051282051282, 0.14102564102564102, 0.15384615384615385, 0.16666666666666666, 0.1794871794871795, 0.1923076923076923, 0.20512820512820512, 0.21794871794871795, 0.23076923076923075]","[25075.0, 270.37095539481317, 1437.2402378267382, 1158.8021662923386, 1059.584020716949, 707.1587203367396, 665.7353861184788, 1644.3090535491683, 1223.8585615149664, 1809.5816837948119, 774.410458755053, 1265.8785581667953, 1111.9419814702417, 1458.6953074580058, 1140.788571750859, 409.91288884146553, 1417.3067317947377, 665.6093505693179, 901.9278972969221]",3.0,0.5,250.8999999999999,15,0.5,368859.1966960851,0.2214032982053568,0.12233021784845596,1274173.6874999998,474269783.3172131,"[0.125, 0.1875, 0.3125, 0.125, 0.125, 0.1875, 0.125, 0.125]",1,368859.1966960851,0.125,"[0.0, 0.0625, 0.125, 0.1875]","[1.1344450905802327e-25, 135237.4406560231, 368859.1966960851, 268462.9522482793]",3.0,0.7,boxcar,16,8,250.8999999999999,15,24,112.875,4.999999999999773,458.9999999999999,"[1, 5, 8, 10, 14, 19, 23, 25, 27, 29, 32, 37, 40, 42, 45, 49, 52, 54, 60, 64, 67, 69, 73, 76]","[115.99999999999993, 127.0, 17.000000000000114, 310.0000000000001, 458.9999999999999, 79.99999999999994, 4.999999999999773, 225.0, 38.0, 24.000000000000057, 283.0, 37.00000000000006, 217.00000000000006, 10.999999999999886, 40.99999999999994, 14.000000000000057, 357.00000000000006, 17.999999999999943, 63.0, 42.0, 18.0, 138.0, 24.000000000000057, 45.00000000000006]","[0, 0, 7, 0, 0, 17, 21, 17, 26, 28, 30, 36, 36, 41, 44, 44, 36, 53, 56, 62, 56, 56, 72, 75]","[2, 9, 9, 12, 56, 21, 24, 56, 30, 30, 56, 38, 44, 44, 47, 50, 56, 56, 62, 65, 68, 77, 75, 77]",0.05,30,8869556.999999998,467.99999999999983,-467.99999999999983,DWT,inu.32000013032836,0.0,0.0,1.7053025658242404e-13,0.0,1.0,96,0.0,2.2737367544323206e-13,,9.094947017729282e-13,0.0,0.0,0.0,1.7881393432617188e-07,0.0,2.7755575615628914e-17,0.0,0.0,0.0,0.0,5.684341886080802e-14,0.0,0.0,0.0,1.4551915228366852e-11,1.0,96,0.0,0.0,5.506706202140775e-14,1.862645149230957e-09,2.7755575615628914e-17,1.7462298274040222e-10,5.684341886080802e-14,0.0,1.7462298274040222e-10,1.1368683772161603e-13,1.7053025658242404e-13,1.0,96,0.0,0.0,0.0,0.0,2.3283064365386963e-10,0.0,2.7755575615628914e-17,0.9123482910365135,0.9584028675555846,0.009855278461130726,0.07823883433639506,0.05117672446419764,5.640794223826716e-05,2.820397111913358e-05,5.640794223826716e-05,238,1.0833042711505025,0.7147124938170023,120,0,0,5.640794223826716e-05,5.640794223826716e-05,251,0,0,0.4020043991707643,0.6548091646696916,138,67.29722629252016,0.9016122422623974,186.75,168.31152922104934,0.8142929632364619,2,db,316.52777777777777,306.5,170.94542990734598,180,0.7029383116883117,0.7826333047131746,0.2731531904042295,4,2.5
haar,1,constant,2.871291877382899e-27,318.82414363775837,1667075.5094484352,0.5769230769230769,348.5785408342358,78,raw,4.7187325272273316e-14,-8.181910704507843e-11,5.320429068587638,10160.693622616702,0.6061656491041557,3.035521997948626e-05,0.9999999999999999,0.48717948717948717,25075.0,0.11235904142874004,0.1405177642782447,54865.43805259671,14935369.79112207,6,1809.5816837948128,0.11538461538461538,"[0.0, 0.01282051282051282, 0.02564102564102564, 0.038461538461538464, 0.05128205128205128, 0.0641025641025641, 0.07692307692307693, 0.08974358974358974, 0.10256410256410256, 0.11538461538461538, 0.1282051282051282, 0.14102564102564102, 0.15384615384615385, 0.16666666666666666, 0.1794871794871795, 0.1923076923076923, 0.20512820512820512, 0.21794871794871795, 0.23076923076923075]","[25075.0, 270.37095539481345, 1437.240237826738, 1158.8021662923393, 1059.5840207169495, 707.1587203367401, 665.735386118479, 1644.3090535491679, 1223.8585615149664, 1809.5816837948128, 774.4104587550538, 1265.8785581667953, 1111.9419814702424, 1458.6953074580051, 1140.788571750859, 409.9128888414655, 1417.3067317947382, 665.6093505693178, 901.9278972969228]",3.0,0.5,250.9,15,0.5,368859.1966960852,0.22140329820535679,0.12233021784845595,1274173.6875000002,474269783.31721336,"[0.125, 0.1875, 0.3125, 0.125, 0.125, 0.1875, 0.125, 0.125]",1,368859.1966960852,0.125,"[0.0, 0.0625, 0.125, 0.1875]","[1.3969779998377854e-25, 135237.44065602316, 368859.1966960852, 268462.95224827935]",3.0,0.7,boxcar,16,8,250.9,15,24,112.875,5.000000000000057,459.0000000000001,"[1, 5, 8, 10, 14, 19, 23, 25, 27, 29, 32, 37, 40, 42, 45, 49, 52, 54, 60, 64, 67, 69, 73, 76]","[115.99999999999999, 126.99999999999994, 17.0, 310.0000000000001, 459.0000000000001, 80.0, 5.000000000000057, 225.00000000000003, 38.0, 24.0, 283.0, 37.0, 217.00000000000006, 11.0, 41.0, 14.0, 357.00000000000006, 18.0, 63.0, 42.0, 18.000000000000057, 138.0, 24.0, 45.0]","[0, 0, 7, 0, 0, 17, 21, 17, 26, 28, 30, 36, 36, 41, 44, 44, 36, 53, 56, 62, 56, 56, 72, 75]","[2, 9, 9, 12, 56, 21, 24, 56, 30, 30, 56, 38, 44, 44, 47, 50, 56, 56, 62, 65, 68, 77, 75, 77]",0.05,30,8869557.000000002,468.00000000000006,-468.00000000000006,DWT,inu.32000013032836,0.0,0.0,5.684341886080802e-14,0.0,1.0,96,0.0,5.684341886080802e-14,,0.0,0.0,1.3877787807814457e-17,0.0,5.960464477539063e-08,0.0,1.3877787807814457e-17,0.0,0.0,0.0,0.0,5.684341886080802e-14,0.0,0.0,0.0,1.4551915228366852e-11,1.0,96,0.0,0.0,2.3092638912203256e-14,1.862645149230957e-09,0.0,5.820766091346741e-11,5.684341886080802e-14,0.0,5.820766091346741e-11,1.1368683772161603e-13,5.684341886080802e-14,1.0,96,0.0,0.0,0.0,0.0,2.3283064365386963e-10,0.0,2.7755575615628914e-17,0.9463075427919662,0.7549969143470082,0.0005292547200067264,0.30313588850174195,0.0009996412308893848,5.640794223826716e-05,2.820397111913358e-05,5.640794223826716e-05,236,1.0672018221017396,0.7040888658828302,170,0,0,5.640794223826716e-05,5.640794223826716e-05,259,0,0,0.40119384831832244,0.6534888902455694,181,42.85246006162696,0.9373502045882647,211.5,205.07029310678604,0.8140698391362375,3,haar,18.666666666666668,19.0,10.758717395675006,9,0.04145454545454546,0.049256248350225205,0.9562049436767506,1,2.5
rbio1.5,1,periodization,2.9741754694920792e-27,318.6712511883382,1662663.632420981,0.5769230769230769,325.12565898087973,78,raw,4.917559866831414e-14,-8.193445921733698e-11,5.295266201689203,9323.38000129133,0.6606041418722448,3.0355219979486253e-05,0.9999999999999999,0.48717948717948717,25075.0,0.11235904142874006,0.14051776427824472,54865.438052596706,14935369.79112207,6,1809.5816837948128,0.11538461538461538,"[0.0, 0.01282051282051282, 0.02564102564102564, 0.038461538461538464, 0.05128205128205128, 0.0641025641025641, 0.07692307692307693, 0.08974358974358974, 0.10256410256410256, 0.11538461538461538, 0.1282051282051282, 0.14102564102564102, 0.15384615384615385, 0.16666666666666666, 0.1794871794871795, 0.1923076923076923, 0.20512820512820512, 0.21794871794871795, 0.23076923076923075]","[25075.0, 270.3709553948132, 1437.2402378267377, 1158.8021662923393, 1059.5840207169495, 707.1587203367401, 665.7353861184789, 1644.3090535491679, 1223.8585615149666, 1809.5816837948128, 774.4104587550542, 1265.878558166795, 1111.9419814702421, 1458.6953074580033, 1140.7885717508589, 409.9128888414657, 1417.306731794738, 665.6093505693177, 901.9278972969227]",3.0,0.5,250.9,15,0.5,368859.19669608533,0.22140329820535679,0.12233021784845595,1274173.6875000005,474269783.3172135,"[0.125, 0.1875, 0.3125, 0.125, 0.125, 0.1875, 0.125, 0.125]",1,368859.19669608533,0.125,"[0.0, 0.0625, 0.125, 0.1875]","[1.4035413225692242e-25, 135237.4406560231, 368859.19669608533, 268462.95224827935]",3.0,0.7,boxcar,16,8,250.9,15,24,112.875,5.000000000000057,459.0000000000001,"[1, 5, 8, 10, 14, 19, 23, 25, 27, 29, 32, 37, 40, 42, 45, 49, 52, 54, 60, 64, 67, 69, 73, 76]","[115.99999999999997, 126.99999999999994, 17.0, 310.0000000000001, 459.0000000000001, 80.0, 5.000000000000057, 225.00000000000003, 38.0, 24.0, 283.0, 37.0, 217.00000000000003, 11.0, 41.0, 14.0, 357.00000000000006, 18.0, 63.0, 42.0, 18.000000000000057, 138.0, 24.0, 45.0]","[0, 0, 7, 0, 0, 17, 21, 17, 26, 28, 30, 36, 36, 41, 44, 44, 36, 53, 56, 62, 56, 56, 72, 75]","[2, 9, 9, 12, 56, 21, 24, 56, 30, 30, 56, 38, 44, 44, 47, 50, 56, 56, 62, 65, 68, 77, 75, 77]",0.05,30,8869557.000000002,468.00000000000006,-468.00000000000006,DWT,inu.32000013032836,0.0,0.0,5.684341886080802e-14,0.0,1.0,96,0.0,5.684341886080802e-14,,0.0,0.0,1.3877787807814457e-17,0.0,1.7881393432617188e-07,0.0,4.163336342344337e-17,0.0,0.0,0.0,0.0,5.684341886080802e-14,0.0,0.0,0.0,7.275957614183426e-12,1.0,96,0.0,0.0,2.2500519965736505e-14,1.862645149230957e-09,0.0,5.820766091346741e-11,5.684341886080802e-14,0.0,5.820766091346741e-11,1.1368683772161603e-13,5.684341886080802e-14,1.0,96,0.0,0.0,0.0,0.0,4.656612873077393e-10,0.0,0.0,0.9447004722069129,0.7428451192793792,0.0004453289238011151,0.30313588850174195,0.00048242482314328743,5.640794223826716e-05,2.820397111913358e-05,5.640794223826716e-05,245,1.059912832755692,0.6992799383343523,220,0,0,5.640794223826716e-05,5.640794223826716e-05,255,0,0,0.39832184674699567,0.648810799772605,197,26.056029372616745,0.9619063898061159,229.25,226.95295625766482,0.8133727855463329,4,rbio,372.24444444444447,450.0,218.42340324373924,135,0.8266727272727273,1.0,0.12132909090909086,5,4.25
haar,1,periodization,2.740680622328047e-27,319.0263327697212,1667075.5094484352,0.5769230769230769,348.5785408342358,78,raw,4.64956685297464e-14,-8.179767974070316e-11,5.320429068587638,10160.693622616702,0.6061656491041557,3.035521997948626e-05,0.9999999999999999,0.48717948717948717,25075.0,0.11235904142874001,0.1405177642782447,54865.438052596706,14935369.79112207,6,1809.5816837948128,0.11538461538461538,"[0.0, 0.01282051282051282, 0.02564102564102564, 0.038461538461538464, 0.05128205128205128, 0.0641025641025641, 0.07692307692307693, 0.08974358974358974, 0.10256410256410256, 0.11538461538461538, 0.1282051282051282, 0.14102564102564102, 0.15384615384615385, 0.16666666666666666, 0.1794871794871795, 0.1923076923076923, 0.20512820512820512, 0.21794871794871795, 0.23076923076923075]","[25075.0, 270.3709553948134, 1437.240237826738, 1158.8021662923388, 1059.5840207169495, 707.1587203367401, 665.7353861184788, 1644.3090535491679, 1223.8585615149666, 1809.5816837948128, 774.4104587550537, 1265.8785581667953, 1111.9419814702424, 1458.6953074580038, 1140.7885717508589, 409.91288884146553, 1417.306731794738, 665.6093505693177, 901.9278972969228]",3.0,0.5,250.9,15,0.5,368859.1966960853,0.22140329820535679,0.12233021784845595,1274173.6875000002,474269783.3172134,"[0.125, 0.1875, 0.3125, 0.125, 0.125, 0.1875, 0.125, 0.125]",1,368859.1966960853,0.125,"[0.0, 0.0625, 0.125, 0.1875]","[1.3793075155608347e-25, 135237.4406560231, 368859.1966960853, 268462.9522482793]",3.0,0.7,boxcar,16,8,250.9,15,24,112.875,5.000000000000057,459.00000000000006,"[1, 5, 8, 10, 14, 19, 23, 25, 27, 29, 32, 37, 40, 42, 45, 49, 52, 54, 60, 64, 67, 69, 73, 76]","[115.99999999999999, 126.99999999999994, 17.0, 310.00000000000006, 459.00000000000006, 80.0, 5.000000000000057, 225.00000000000003, 38.0, 24.0, 283.0, 37.0, 217.00000000000006, 11.0, 41.0, 14.0, 357.00000000000006, 18.0, 63.0, 42.0, 18.000000000000057, 138.0, 24.0, 45.0]","[0, 0, 7, 0, 0, 17, 21, 17, 26, 28, 30, 36, 36, 41, 44, 44, 36, 53, 56, 62, 56, 56, 72, 75]","[2, 9, 9, 12, 56, 21, 24, 56, 30, 30, 56, 38, 44, 44, 47, 50, 56, 56, 62, 65, 68, 77, 75, 77]",0.05,30,8869557.000000002,468.00000000000006,-468.00000000000006,DWT,inu.32000013032836,0.0,0.0,5.684341886080802e-14,0.0,1.0,96,0.0,5.684341886080802e-14,,0.0,0.0,1.3877787807814457e-17,0.0,1.1920928955078125e-07,0.0,1.3877787807814457e-17,0.0,0.0,0.0,0.0,5.684341886080802e-14,0.0,0.0,0.0,7.275957614183426e-12,1.0,96,0.0,0.0,1.835568734046926e-14,1.862645149230957e-09,0.0,0.0,5.684341886080802e-14,0.0,0.0,5.684341886080802e-14,5.684341886080802e-14,1.0,96,0.0,0.0,0.0,0.0,2.3283064365386963e-10,0.0,2.7755575615628914e-17,0.9484327766267775,0.7549969143470082,0.0005292547200067264,0.30313588850174195,0.0009996412308893848,5.640794223826716e-05,2.820397111913358e-05,5.640794223826716e-05,232,1.0684769624026265,0.70493014264014,163,0,0,5.640794223826716e-05,5.640794223826716e-05,263,0,0,0.40161889508528476,0.6541812322174341,144,56.26425745237083,0.9177423136661245,200.5,188.7501159122246,0.8123068293476821,5,haar,18.666666666666668,19.0,10.758717395675006,9,0.04145454545454546,0.049256248350225205,0.9562049436767506,1,4.0
rbio1.5,1,symmetric,2.9515534176884625e-27,318.7044105858853,1731634.865168537,0.5813953488372093,297.60630049396644,78,raw,4.846265838774017e-14,-8.191813893887496e-11,5.412300611564626,11080.681649686197,0.6938887320920636,3.0355219979486253e-05,0.9999999999999999,0.48717948717948717,25075.0,0.11235904142874004,0.14051776427824472,54865.438052596706,14935369.79112207,6,1809.5816837948128,0.11538461538461538,"[0.0, 0.01282051282051282, 0.02564102564102564, 0.038461538461538464, 0.05128205128205128, 0.0641025641025641, 0.07692307692307693, 0.08974358974358974, 0.10256410256410256, 0.11538461538461538, 0.1282051282051282, 0.14102564102564102, 0.15384615384615385, 0.16666666666666666, 0.1794871794871795, 0.1923076923076923, 0.20512820512820512, 0.21794871794871795, 0.23076923076923075]","[25075.0, 270.37095539481317, 1437.2402378267377, 1158.8021662923393, 1059.5840207169492, 707.1587203367402, 665.7353861184789, 1644.3090535491679, 1223.8585615149666, 1809.5816837948128, 774.4104587550538, 1265.878558166795, 1111.9419814702424, 1458.6953074580042, 1140.7885717508589, 409.9128888414656, 1417.3067317947377, 665.6093505693177, 901.9278972969228]",3.0,0.5,250.9,15,0.5,368859.1966960853,0.22140329820535679,0.12233021784845596,1274173.6875000002,474269783.3172133,"[0.125, 0.1875, 0.3125, 0.125, 0.125, 0.1875, 0.125, 0.125]",1,368859.1966960853,0.125,"[0.0, 0.0625, 0.125, 0.1875]","[1.324276578812617e-25, 135237.4406560231, 368859.1966960853, 268462.9522482793]",3.0,0.7,boxcar,16,8,250.9,15,24,112.875,5.000000000000057,459.0000000000001,"[1, 5, 8, 10, 14, 19, 23, 25, 27, 29, 32, 37, 40, 42, 45, 49, 52, 54, 60, 64, 67, 69, 73, 76]","[116.00000000000003, 126.99999999999994, 17.0, 310.0000000000001, 459.0000000000001, 80.0, 5.000000000000057, 225.00000000000003, 38.0, 24.0, 283.0, 37.0, 217.00000000000003, 11.0, 41.0, 14.0, 357.00000000000006, 18.0, 63.0, 42.0, 18.000000000000057, 138.0, 24.0, 45.0]","[0, 0, 7, 0, 0, 17, 21, 17, 26, 28, 30, 36, 36, 41, 44, 44, 36, 53, 56, 62, 56, 56, 72, 75]","[2, 9, 9, 12, 56, 21, 24, 56, 30, 30, 56, 38, 44, 44, 47, 50, 56, 56, 62, 65, 68, 77, 75, 77]",0.05,30,8869557.000000002,468.00000000000006,-468.00000000000006,DWT,inu.32000013032836,0.0,0.0,5.684341886080802e-14,0.0,1.0,96,0.0,5.684341886080802e-14,,0.0,0.0,0.0,0.0,0.0,0.0,1.3877787807814457e-17,0.0,0.0,0.0,0.0,5.684341886080802e-14,0.0,0.0,0.0,7.275957614183426e-12,1.0,96,0.0,0.0,2.2500519965736505e-14,1.862645149230957e-09,0.0,0.0,5.684341886080802e-14,0.0,0.0,1.1368683772161603e-13,5.684341886080802e-14,1.0,96,0.0,0.0,0.0,0.0,2.3283064365386963e-10,0.0,0.0,0.9450490145490501,0.7993640433911423,0.0017573477284053393,0.32339356616157544,0.0015679263876232684,5.640794223826716e-05,2.820397111913358e-05,5.640794223826716e-05,226,1.0975747013088835,0.7241274430588307,89,0,0,5.640794223826716e-05,5.640794223826716e-05,267,0,0,0.4142263796435593,0.6747170682660416,76,96.29987885073722,0.8592107034345947,164.5,122.83523282754557,0.8093568137056015,6,rbio,372.24444444444447,450.0,218.42340324373924,135,0.8266727272727273,1.0,0.12132909090909086,5,5.75
