signal_type,wavelet,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,wavelet_psnr,signal_length,decomposition_levels,original_level,padded,emd_value,kl_divergence,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,fft_frequency_max,fft_amplitude_max,fft_spectral_centroid,fft_spectral_bandwidth,fft_spectral_magnitude,fft_variance_magnitude,fft_num_peaks,fft_peak_amplitude,fft_dominant_frequency,fft_positive_frequencies,fft_positive_amplitudes,fft_snr_threshold,fft_stationarity_threshold,fft_dynamic_cutoff,fft_dynamic_cutoff_percentile,stft_frequency_max,stft_amplitude_max,stft_spectral_centroid,stft_spectral_bandwidth,stft_spectral_magnitude,stft_variance_magnitude,stft_peak_freq_over_time,stft_num_peaks,stft_peak_amplitude,stft_dominant_frequency,stft_positive_frequencies,stft_positive_amplitudes,stft_snr_threshold,stft_stationarity_threshold,stft_window,stft_nperseg,stft_noverlap,stft_dynamic_cutoff,stft_dynamic_cutoff_percentile,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,prominence_threshold,distance_factor,max_autocorrelation,upper_envelope,lower_envelope,wavelet_type,htid,fft_frequency_max_diff,fft_snr_threshold_diff,lower_envelope_diff,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,stft_dynamic_cutoff_percentile_diff,prominence_threshold_diff,prominence_min_diff,stft_window_diff,fft_peak_amplitude_diff,avg_prominence_diff,stft_spectral_bandwidth_diff,stft_num_peaks_diff,stft_variance_magnitude_diff,stft_noverlap_diff,fft_spectral_centroid_diff,stft_dominant_frequency_diff,stft_nperseg_diff,fft_variance_magnitude_diff,stft_snr_threshold_diff,stft_dynamic_cutoff_diff,distance_factor_diff,fft_stationarity_threshold_diff,fft_amplitude_max_diff,fft_spectral_magnitude_diff,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,max_autocorrelation_diff,stft_spectral_centroid_diff,stft_amplitude_max_diff,fft_dynamic_cutoff_diff,fft_num_peaks_diff,stft_peak_amplitude_diff,prominence_max_diff,upper_envelope_diff,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,stft_stationarity_threshold_diff,fft_dominant_frequency_diff,fft_dynamic_cutoff_percentile_diff,stft_frequency_max_diff,stft_spectral_magnitude_diff,relative_num_peaks_diff,fft_spectral_bandwidth_diff,emd_value_normalized,smoothness_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,correlation_normalized,avg_variance_across_levels_normalized,prominence_min_diff_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,relative_num_peaks_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_right_bases_array_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,relative_left_bases_array_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,relative_peaks_array_alignment_score_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_signal_weighted_score,reconstruction_signal_normalized_weighted_score,reconstruction_signal_normalized_weighted_rank,wavelet_signal_weighted_score,wavelet_signal_normalized_weighted_score,wavelet_signal_normalized_weighted_rank,reconstruction_signal_num_missing_metrics,reconstruction_signal_missing_metrics_count,reconstruction_signal_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_rank,wavelet_signal_num_missing_metrics,wavelet_signal_missing_metrics_count,wavelet_signal_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank,top_wavelet_rank
smoothed,rbio3.1,1100647.2680250902,0.6806020066889632,118.55164910076641,9.249856958075585,598,1,False,False,124.73490289370912,,9.276984574357853,59716.39480105786,1.0,2.6844830721795815e-05,0.48682502064565686,0.4983277591973244,245638.99628926997,0.12869683759115197,0.13486985340049326,1174458.5567293658,207309240.62504807,52,25124.158779840764,0.06020066889632107,"[0.0, 0.0016722408026755853, 0.0033444816053511705, 0.005016722408026756, 0.006688963210702341, 0.008361204013377926, 0.010033444816053512, 0.011705685618729096, 0.013377926421404682, 0.015050167224080268, 0.016722408026755852, 0.018394648829431436, 0.020066889632107024, 0.021739130434782608, 0.023411371237458192, 0.02508361204013378, 0.026755852842809364, 0.028428093645484948, 0.030100334448160536, 0.03177257525083612, 0.033444816053511704, 0.03511705685618729, 0.03678929765886287, 0.038461538461538464, 0.04013377926421405, 0.04180602006688963, 0.043478260869565216, 0.0451505016722408, 0.046822742474916385, 0.048494983277591976, 0.05016722408026756, 0.051839464882943144, 0.05351170568561873, 0.05518394648829431, 0.056856187290969896, 0.05852842809364548, 0.06020066889632107, 0.061872909698996656, 0.06354515050167224, 0.06521739130434782, 0.06688963210702341, 0.06856187290969899, 0.07023411371237458, 0.07190635451505016, 0.07357859531772575, 0.07525083612040134, 0.07692307692307693, 0.07859531772575251, 0.0802675585284281, 0.08193979933110368, 0.08361204013377926, 0.08528428093645485, 0.08695652173913043, 0.08862876254180602, 0.0903010033444816, 0.09197324414715718, 0.09364548494983277, 0.09531772575250835, 0.09698996655518395, 0.09866220735785954, 0.10033444816053512, 0.1020066889632107, 0.10367892976588629, 0.10535117056856187, 0.10702341137123746, 0.10869565217391304, 0.11036789297658862, 0.11204013377926421, 0.11371237458193979, 0.11538461538461538, 0.11705685618729096, 0.11872909698996656, 0.12040133779264214, 0.12207357859531773, 0.12374581939799331, 0.1254180602006689, 0.12709030100334448, 0.12876254180602006, 0.13043478260869565, 0.13210702341137123, 0.13377926421404682, 0.1354515050167224, 0.13712374581939799, 0.13879598662207357, 0.14046822742474915, 0.14214046822742474, 0.14381270903010032, 0.1454849498327759, 0.1471571906354515, 0.14882943143812707, 0.1505016722408027, 0.15217391304347827, 0.15384615384615385, 0.15551839464882944, 0.15719063545150502, 0.1588628762541806, 0.1605351170568562, 0.16220735785953178, 0.16387959866220736, 0.16555183946488294, 0.16722408026755853, 0.1688963210702341, 0.1705685618729097, 0.17224080267558528, 0.17391304347826086, 0.17558528428093645, 0.17725752508361203, 0.17892976588628762, 0.1806020066889632, 0.18227424749163879, 0.18394648829431437, 0.18561872909698995, 0.18729096989966554, 0.18896321070234112, 0.1906354515050167, 0.1923076923076923, 0.1939799331103679, 0.1956521739130435, 0.19732441471571907, 0.19899665551839466, 0.20066889632107024, 0.20234113712374582, 0.2040133779264214, 0.205685618729097, 0.20735785953177258, 0.20903010033444816, 0.21070234113712374, 0.21237458193979933, 0.2140468227424749, 0.2157190635451505, 0.21739130434782608, 0.21906354515050167, 0.22073578595317725, 0.22240802675585283, 0.22408026755852842, 0.225752508361204, 0.22742474916387959, 0.22909698996655517, 0.23076923076923075, 0.23244147157190634, 0.23411371237458192, 0.23578595317725753, 0.23745819397993312, 0.2391304347826087, 0.2408026755852843, 0.24247491638795987, 0.24414715719063546, 0.24581939799331104, 0.24749163879598662]","[245638.99628926997, 6680.938284779002, 5154.088359256598, 4029.2137896292115, 10053.200732242045, 7432.416012114553, 4128.9548204389785, 6996.66030903614, 4862.0053428448355, 6007.572508941295, 6318.867536577581, 2832.242008689825, 21833.042343108205, 7871.15039320291, 11003.064189689794, 10247.231541608242, 2482.5606416995497, 4473.162687315088, 3967.912212401885, 4148.362126647847, 2207.56060638328, 2508.0803357251853, 5369.748573399292, 2195.460399284254, 21584.635180708836, 3439.03800155138, 3107.50848268189, 1558.3275739836652, 8478.060804960918, 3033.5022997512983, 5407.3127048109145, 2842.676114619893, 2228.7911987830353, 1278.7047301263403, 3023.282859115698, 6570.7639310319755, 25124.158779840764, 5482.95643626516, 9441.301310944953, 1512.769162706596, 5225.197746194409, 7448.665250888626, 1709.3255808588792, 7504.051420717474, 4552.271952653498, 3155.290900968065, 2688.1433713533092, 3971.45034500248, 20699.67766154486, 3780.0610813337958, 7236.070973326794, 4457.238245520553, 1182.3762909939717, 8909.52578341597, 5025.021570393274, 5444.778782561947, 3762.54865585354, 4153.368101284832, 6751.610785163207, 4445.504687866091, 12544.793566836082, 8892.20839989238, 5822.395098240784, 6438.500189608592, 2923.8841445667667, 7595.9637925764555, 6561.376635623869, 5088.963944509517, 7527.900821663975, 7895.084960205509, 4671.830930387198, 4257.4704168793705, 12086.516042965206, 4832.462310912555, 165.53785168623938, 3006.153235061832, 4715.687502492087, 3178.3679518182457, 711.7971406966032, 6065.495467420139, 6798.176082386141, 2624.482840631329, 2597.7158715002083, 8029.966626574863, 4063.4429719675754, 7885.589228889321, 5305.472485673078, 7123.437973285523, 5958.101605741377, 6060.0290804686865, 3215.2105683162486, 9860.591099906458, 6373.343368180695, 7381.16990495097, 2852.342716716315, 3030.5250781308996, 7765.996407926409, 2389.6161868171585, 5934.292574538933, 2815.9004895801622, 1217.9097613427646, 1261.4105055457496, 7628.655906797907, 2166.886061104932, 6010.35043101912, 9014.614522356269, 2940.8170725356244, 4334.160789226407, 3335.936396888526, 4896.60898504594, 1156.7465468120329, 1055.4129278103371, 812.2874179682718, 6519.541473671521, 2423.051884421569, 6618.232363477382, 4314.152824468059, 535.2183424867223, 3201.9809461119467, 2951.7224701354203, 3220.377979011443, 3451.250034478857, 2747.2141524458093, 3582.1735352773608, 1546.2816652255522, 1586.8419801384127, 3672.086767126818, 3204.467099448232, 3979.7393149749887, 3285.528171080703, 7156.318863722837, 4836.18733977837, 1798.0987875537933, 3400.6443772999924, 1906.9709989619482, 953.3368903288331, 2212.7963768804934, 5235.50059869567, 4257.739934905089, 3944.7976120271032, 2320.520506001976, 3798.464641468195, 1837.2888964760025, 1760.2333941654706, 5470.609749954959, 2503.1434221778895, 2274.8537901057657, 3721.3783595922264, 992.3623216487046]",3.0,0.7,226.20051302332163,15,0.5,3889798.240954925,0.10840645403738491,0.09334546840498494,37208666.84332604,14093496190.361666,"[0.09375, 0.109375, 0.078125, 0.0625, 0.03125, 0.046875, 0.0625, 0.078125, 0.046875, 0.0625, 0.046875, 0.015625, 0.015625, 0.046875, 0.03125, 0.109375, 0.03125]",5,3889798.240954925,0.0625,"[0.0, 0.015625, 0.03125, 0.046875, 0.0625, 0.078125, 0.09375, 0.109375, 0.125, 0.140625, 0.15625, 0.171875, 0.1875, 0.203125, 0.21875, 0.234375]","[247295.4503553955, 3754675.5890211076, 3749615.958514818, 3410741.401636983, 3889798.240954925, 3877824.109627613, 2827107.2680968717, 3094250.7769355, 1887008.5558655723, 1915320.4213077899, 2013652.0481332694, 1399514.8022633197, 835647.9055815159, 496966.64391309646, 852252.9799596708, 594941.9514213041]",3.0,0.3,tukey,64,32,226.20051302332163,15,21,643.3465137702699,173.0643846954075,1053.589103967956,"[20, 52, 88, 125, 155, 183, 205, 224, 268, 290, 311, 332, 353, 386, 414, 436, 463, 491, 526, 565, 586]","[636.5728797631893, 1053.589103967956, 511.5328306233682, 704.1605029316034, 755.6025212629248, 421.0231626314901, 573.935004063081, 812.2299893229476, 705.5157909288778, 941.3359024545914, 367.45982395660917, 692.7878688675199, 841.6927718723869, 230.28110840641904, 643.5260964448571, 173.0643846954075, 214.90153591561148, 960.3688599815292, 1021.8282243796599, 839.5125259637284, 409.3559007419121]","[0, 47, 84, 97, 148, 180, 199, 148, 249, 148, 296, 296, 296, 381, 396, 434, 453, 396, 396, 546, 584]","[47, 396, 148, 148, 199, 199, 219, 249, 272, 396, 329, 348, 396, 396, 447, 447, 469, 496, 595, 595, 595]",0.05,30,121871072.81249987,932.0256631689685,-932.0256631689685,SWT,txu.059172014718829,0.0,0.0,339.02566316896855,0.0,-13.5,0.0,0.0,165.7310513620742,,8913.031680152932,323.1798471036032,0.005749229524334459,1.0,11708903537.231127,0.0,0.007235166159527642,0.046875,0.0,104358460.37909915,0.0,49.533846356654976,0.0,0.0,71945.99628926997,452638.574947336,0.0,-9.0,323.1798471036032,5826.2767891756685,323.1798471036033,63525847.14583323,0.009893854327333598,1915175.3121586451,49.533846356654976,0.0,1915175.3121586451,460.5891039679559,339.02566316896855,0.0,-13.5,0.0,0.0,0.0,0.0,23311654.350219533,3.0,0.0047568762226253,1.0,0.009332858384239584,0.27574617894127823,1.0,1.0,0.8421052631578948,0.5492482461311112,1.0,0.6651114467089897,1.0,1.0,0.9999999999999998,0.9919022083085406,1.0,0.75,1.0,0.004739336492890996,0.0,0.041095890410958895,0.0,0.9568205503799062,0.9568205503799062,0.0,0.004545454545454547,3.283705371918406,1.0,1,2.424788968595641,1.0,1,0,0,0.5856897148266653,1.0,1,0,0,0.7095540683268156,1.0,1,0.0,1.0,1.0,1.0,0.9952830188679245,1,rbio,52.46666666666667,52.0,32.7585684901494,15,0.72897014015844,1.0,0.18972090188909202,3,1.5,1
smoothed,rbio5.5,141553.9163416393,0.6588628762541806,40.32655080273189,11.75322767679443,598,1,False,False,124.04000987535505,,8.9417342726931,58142.62489896614,1.0,3.341876243168817e-05,0.9001984760359985,0.4983277591973244,245638.99628927006,0.11968871691491241,0.1310340911362421,1117756.449192275,208059465.84790954,52,24924.477714326316,0.06020066889632107,"[0.0, 0.0016722408026755853, 0.0033444816053511705, 0.005016722408026756, 0.006688963210702341, 0.008361204013377926, 0.010033444816053512, 0.011705685618729096, 0.013377926421404682, 0.015050167224080268, 0.016722408026755852, 0.018394648829431436, 0.020066889632107024, 0.021739130434782608, 0.023411371237458192, 0.02508361204013378, 0.026755852842809364, 0.028428093645484948, 0.030100334448160536, 0.03177257525083612, 0.033444816053511704, 0.03511705685618729, 0.03678929765886287, 0.038461538461538464, 0.04013377926421405, 0.04180602006688963, 0.043478260869565216, 0.0451505016722408, 0.046822742474916385, 0.048494983277591976, 0.05016722408026756, 0.051839464882943144, 0.05351170568561873, 0.05518394648829431, 0.056856187290969896, 0.05852842809364548, 0.06020066889632107, 0.061872909698996656, 0.06354515050167224, 0.06521739130434782, 0.06688963210702341, 0.06856187290969899, 0.07023411371237458, 0.07190635451505016, 0.07357859531772575, 0.07525083612040134, 0.07692307692307693, 0.07859531772575251, 0.0802675585284281, 0.08193979933110368, 0.08361204013377926, 0.08528428093645485, 0.08695652173913043, 0.08862876254180602, 0.0903010033444816, 0.09197324414715718, 0.09364548494983277, 0.09531772575250835, 0.09698996655518395, 0.09866220735785954, 0.10033444816053512, 0.1020066889632107, 0.10367892976588629, 0.10535117056856187, 0.10702341137123746, 0.10869565217391304, 0.11036789297658862, 0.11204013377926421, 0.11371237458193979, 0.11538461538461538, 0.11705685618729096, 0.11872909698996656, 0.12040133779264214, 0.12207357859531773, 0.12374581939799331, 0.1254180602006689, 0.12709030100334448, 0.12876254180602006, 0.13043478260869565, 0.13210702341137123, 0.13377926421404682, 0.1354515050167224, 0.13712374581939799, 0.13879598662207357, 0.14046822742474915, 0.14214046822742474, 0.14381270903010032, 0.1454849498327759, 0.1471571906354515, 0.14882943143812707, 0.1505016722408027, 0.15217391304347827, 0.15384615384615385, 0.15551839464882944, 0.15719063545150502, 0.1588628762541806, 0.1605351170568562, 0.16220735785953178, 0.16387959866220736, 0.16555183946488294, 0.16722408026755853, 0.1688963210702341, 0.1705685618729097, 0.17224080267558528, 0.17391304347826086, 0.17558528428093645, 0.17725752508361203, 0.17892976588628762, 0.1806020066889632, 0.18227424749163879, 0.18394648829431437, 0.18561872909698995, 0.18729096989966554, 0.18896321070234112, 0.1906354515050167, 0.1923076923076923, 0.1939799331103679, 0.1956521739130435, 0.19732441471571907, 0.19899665551839466, 0.20066889632107024, 0.20234113712374582, 0.2040133779264214, 0.205685618729097, 0.20735785953177258, 0.20903010033444816, 0.21070234113712374, 0.21237458193979933, 0.2140468227424749, 0.2157190635451505, 0.21739130434782608, 0.21906354515050167, 0.22073578595317725, 0.22240802675585283, 0.22408026755852842, 0.225752508361204, 0.22742474916387959, 0.22909698996655517, 0.23076923076923075, 0.23244147157190634, 0.23411371237458192, 0.23578595317725753, 0.23745819397993312, 0.2391304347826087, 0.2408026755852843, 0.24247491638795987, 0.24414715719063546, 0.24581939799331104, 0.24749163879598662]","[245638.99628927006, 6680.82029825591, 5153.725006067459, 4028.5768243582074, 10050.388669881644, 7429.187312107344, 4126.39114213888, 6990.79929009968, 4856.73978580678, 5999.4332061014475, 6308.43519923508, 2826.6653428945383, 21782.689876264445, 7850.213475610396, 10969.756162061714, 10212.342052497414, 2473.152744230289, 4454.472334022717, 3949.788316368022, 4127.81101532125, 2195.7851917519215, 2493.7730916457926, 5337.199405151654, 2181.404866819434, 21439.52961488206, 3414.896171489925, 3084.8521915576202, 1546.5899098369662, 8412.430538379193, 3009.492315410266, 5363.7793063515, 2819.5184481041447, 2210.516328990912, 1268.2093275500094, 2998.5834372202967, 6517.649075005117, 24924.477714326316, 5440.401302004343, 9370.271317838531, 1501.8272457351413, 5189.1957779297, 7400.29169426844, 1698.9914957636788, 7462.443110695102, 4529.546609869776, 3141.4438695925005, 2678.102662704232, 3959.4029915759575, 20652.377512908133, 3774.4219948503865, 7231.325520093374, 4458.221298668458, 1183.717917723711, 8928.091356450865, 5040.422430019462, 5466.964029687634, 3781.773879613174, 4178.979113754665, 6800.498359939007, 4482.532668927491, 12663.059418644845, 8985.853254162399, 5890.143090878194, 6520.506455594101, 2964.3206413185744, 7709.216124647114, 6666.171139495563, 5175.529072437252, 7663.563359301038, 8045.084285664184, 4764.98023297293, 4346.171907015922, 12348.566704109313, 4941.0668535156765, 169.37951050892664, 3077.926453961635, 4831.097052638247, 3257.8148186136445, 729.9037642839078, 6221.946560881299, 6975.323521073334, 2693.312886477654, 2666.016836943177, 8240.775493589823, 4169.504630950178, 8089.304341367063, 5440.471907800836, 7301.034019276535, 6102.806616795852, 6202.4918107356025, 3287.8469463668425, 10072.906668520982, 6502.884254274996, 7521.182035469169, 2902.140009171478, 3078.3792237438315, 7874.4300444255705, 2418.2225361875758, 5992.528067503943, 2836.9827624440013, 1223.9861411957256, 1264.3347060677602, 7624.627863008918, 2159.1911513883288, 5969.764871080937, 8923.26370761766, 2900.5421209149135, 4258.582256561684, 3264.6734295450156, 4771.9004770104875, 1122.3261978438609, 1019.2910709260145, 780.7096022961015, 6234.606333716231, 2305.0178813507146, 6261.521623163527, 4058.501607972761, 500.54020287954535, 2976.2503272366457, 2726.299159239329, 2954.9920682107168, 3145.4395649359653, 2486.3181976293035, 3218.6508255811086, 1379.0586643150937, 1404.4255528816936, 3224.4317731311025, 2791.104005861572, 3437.6373307057747, 2813.8557682477453, 6075.532501164196, 4069.1493884938254, 1499.094173729198, 2808.67689960464, 1559.9897142023656, 772.2799367121034, 1774.7455208011393, 4156.587111761733, 3345.507483724442, 3067.147293249484, 1785.0406289371908, 2890.3639807545355, 1382.7259601327878, 1310.0244806166338, 4025.6478440210626, 1821.0486036153457, 1635.9677336215852, 2645.241825017213, 697.1601489692663]",3.0,0.7,228.83123239115886,15,0.5,4017926.4637461416,0.10210283256904257,0.08743080026416022,36223611.83395691,14409778357.83029,"[0.09375, 0.109375, 0.078125, 0.0625, 0.03125, 0.046875, 0.0625, 0.078125, 0.046875, 0.0625, 0.046875, 0.015625, 0.015625, 0.015625, 0.109375, 0.109375, 0.03125]",5,4017926.4637461416,0.015625,"[0.0, 0.015625, 0.03125, 0.046875, 0.0625, 0.078125, 0.09375, 0.109375, 0.125, 0.140625, 0.15625, 0.171875, 0.1875, 0.203125, 0.21875, 0.234375]","[212942.92313279732, 4017926.4637461416, 3603743.761771067, 3387887.336125636, 3847189.277244859, 3829839.7777688457, 2887061.2964546625, 3180455.5794811957, 1979325.045186293, 2049919.0542777693, 2069753.7502816718, 1402736.191880925, 776554.0460739555, 422930.00213315885, 601151.1527734734, 351857.80322749517]",3.0,0.3,tukey,64,32,228.83123239115886,15,21,612.3977064728273,47.133432067342426,1027.5834567574195,"[22, 54, 89, 109, 128, 155, 185, 224, 244, 270, 291, 328, 354, 375, 395, 432, 451, 493, 529, 566, 594]","[912.7298968280829, 1006.6799500955522, 509.99339199811976, 282.8215125126131, 471.1777420056496, 681.2255093453089, 380.8748943575414, 923.498975501726, 332.3613279156333, 782.1408596374055, 643.7328329704666, 621.8769293498241, 818.191905541716, 47.133432067342426, 343.9176506803796, 639.5876756143341, 278.1925099921167, 1027.5834567574195, 858.8102905113722, 856.5639108928924, 441.2571813538753]","[0, 49, 85, 107, 99, 150, 182, 150, 233, 250, 273, 299, 299, 374, 383, 398, 448, 49, 498, 549, 584]","[49, 150, 150, 123, 131, 221, 202, 398, 250, 398, 299, 349, 398, 376, 398, 448, 471, 549, 549, 597, 597]",0.05,30,121167472.8906325,935.2295613197704,-935.2295613197704,SWT,txu.059172014718829,0.0,0.0,342.22956131977037,0.0,-1.5,0.0,0.0,39.80009873400911,,8713.350614638484,292.2310398061606,0.01166389766515917,1.0,12025185704.69975,0.0,0.0017729545167119165,0.0,0.0,105108685.60196061,0.0,52.164565724492206,0.0,0.0,71945.99628927006,395936.4674102452,0.0,0.0,292.2310398061606,5176.351835929372,292.23103980616054,62822247.22396586,0.003590232858991252,2043303.534949862,52.164565724492206,0.0,2043303.534949862,434.5834567574195,342.22956131977037,0.0,-9.0,0.0,0.0,0.0,0.0,22326599.340850405,3.0,0.00859263848687647,0.8429219991637277,0.5908306126919614,0.7303613313025814,0.12578790051683714,0.03644718772619971,0.5000000000000001,0.9123384541815329,0.748115112020429,0.1589068887656291,0.8704135089704386,0.8704135089704386,0.8704135089704379,0.8223354626865844,0.9171054718630416,0.75,0.9202452927704408,0.04739336492890995,0.0,0.12328767123287669,0.0,0.9772774148094672,0.9772774148094672,0.0,0.11363636363636362,2.8915936806303555,0.8805886500532868,2,1.8136415529405587,0.7479585136808673,7,0,0,0.526169117025881,0.898375203979125,2,0,0,0.5608503247004086,0.7904264801453932,2,2.5,0.9764150943396226,3.25,2.4347826086956523,0.972877358490566,2,rbio,52.46666666666667,52.0,32.7585684901494,15,0.72897014015844,1.0,0.18972090188909202,3,2.25,2
