signal_type,wavelet,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,wavelet_psnr,signal_length,decomposition_levels,original_level,padded,emd_value,kl_divergence,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,dynamic_cutoff,dominant_frequency,amplitude_max,num_fft_peaks,positive_frequencies,positive_amplitudes,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,max_autocorrelation,upper_envelope,lower_envelope,spectral_magnitude,spectral_centroid,spectral_bandwidth,frequency_max,wavelet_type,htid,max_autocorrelation_diff,frequency_max_diff,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,relative_num_peaks_diff,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,spectral_centroid_diff,lower_envelope_diff,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,spectral_bandwidth_diff,spectral_magnitude_diff,avg_prominence_diff,num_fft_peaks_diff,amplitude_max_diff,prominence_min_diff,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,prominence_max_diff,upper_envelope_diff,dominant_frequency_diff,dynamic_cutoff_diff,emd_value_normalized,smoothness_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,correlation_normalized,avg_variance_across_levels_normalized,prominence_min_diff_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,spectral_centroid_diff_normalized,spectral_magnitude_diff_normalized,dynamic_cutoff_diff_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,amplitude_max_diff_normalized,frequency_max_diff_normalized,spectral_bandwidth_diff_normalized,num_fft_peaks_diff_normalized,relative_num_peaks_diff_normalized,dominant_frequency_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_weighted_score,reconstruction_normalized_weighted_score,reconstruction_normalized_weighted_rank,signal_weighted_score,signal_normalized_weighted_score,signal_normalized_weighted_rank,reconstruction_missing_metrics_count,reconstruction_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_rank,signal_missing_metrics_count,signal_dynamically_weighted_score,signal_normalized_dynamically_weighted_score,signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank
smoothed,rbio5.5,55966.11699949132,0.6638795986622074,22.392621537392216,11.57302235971925,598,1,False,False,122.22563603564444,,8.98772629833142,53095.53059706109,1.0,0.00010155041505589478,0.9469021587222388,426.74514821476464,,,,[],[],15,560.7195075368713,198.3906818952342,866.5286041989461,"[21, 53, 89, 140, 170, 225, 269, 305, 355, 394, 431, 493, 528, 559, 593]","[778.6604469443357, 866.5286041989461, 301.0920371745616, 600.1289879318367, 565.7314137837703, 754.4506889192168, 504.5654352557684, 198.3906818952342, 644.3371699392803, 298.0247774728074, 474.618516940566, 659.2346278229013, 755.3838100715167, 657.546314486299, 352.09910021603037]","[0, 50, 85, 98, 151, 151, 250, 298, 298, 384, 399, 151, 151, 548, 583]","[50, 151, 98, 151, 201, 399, 399, 316, 399, 399, 448, 498, 596, 596, 596]",113394505.85180366,737.5268259875651,-737.5268259875651,0.0,,,,SWT,txu.059172014718829,57718529.0118037,,0.0,-49.0,55.0,0.0,-40.0,,218.72682598756512,414.31950753687136,1837.2073869469295,414.3195075368714,,0.0,414.31950753687136,,,193.3906818952342,0.0,-53.5,347.7286041989462,218.72682598756512,,124.84514821476466,0.943700858928598,0.9631081225574529,0.8555721045243406,0.04831655611561961,0.02866339951745288,0.48888888888888893,0.9549013682226009,0.7682789282348697,0.739879241396801,1.0,1.0,0.9999999999999999,,0.0,0.9241811713684156,0.04337166180952501,0.6923045380124185,,,,,0.6000000000000001,,0.8934855042276397,0.18620689655172412,0.13013698630136986,0.48050515570589114,0.48050515570589114,0.3103448275862069,2.9245406262129467,0.946466659968248,2,2.0087036091154995,0.7841870019085222,2,0,0.5653947425777257,0.975580030101675,2,0,0.6314287783737279,0.8545538129119319,2,0.0,1.0,2.0,2.0,0.9905660377358491,1,rbio,47.06666666666667,39.0,29.48235953599243,15,0.602964079377041,1.0,0.2779251444360713,3,1.5
smoothed,bior1.5,116253.32810330295,0.6705685618729097,31.13618845947912,12.153504385498522,598,1,False,False,120.08551743190696,,9.026702152416217,52322.69228593782,1.0,9.523509558258015e-05,0.9986258142924112,425.87936576520156,,,,[],[],16,508.10711463582874,134.13484182805132,780.7630009905824,"[22, 54, 89, 140, 169, 224, 270, 306, 356, 394, 432, 463, 493, 522, 560, 589]","[697.7994881791798, 780.7630009905824, 274.7728563343273, 588.6177817465941, 540.2063788852647, 447.7079730712994, 691.3106786074475, 440.4037809925114, 636.9750467449892, 134.13484182805132, 430.266742371595, 205.94264031189078, 750.5750657056449, 673.3214401523232, 594.8071757906678, 242.1089424608915]","[0, 49, 85, 99, 150, 150, 150, 299, 299, 383, 397, 447, 397, 498, 548, 584]","[49, 397, 99, 150, 201, 251, 397, 350, 397, 397, 447, 471, 596, 596, 596, 596]",112096118.16963382,742.6112755825314,-742.6112755825314,0.0,,,,SWT,txu.059172014718829,56420141.32963386,,0.0,-39.5,54.0,0.0,5.5,,223.8112755825315,361.7071146358287,2118.28616582674,361.70711463582876,,0.0,361.7071146358287,,,129.13484182805132,0.0,-26.0,261.9630009905825,223.8112755825315,,123.97936576520158,0.2774154505989884,0.8010995326882231,0.9714183419480119,0.24804976768100315,0.14523086965031576,0.5777777777777778,0.9988328358794075,0.5228616657707328,0.48092150292021474,0.6679182572446637,0.6679182572446637,0.6679182572446636,,0.0,0.9048928362947045,0.185694006461057,0.3702791052701445,,,,,0.4,,0.6161466965230717,0.3172413793103448,0.5068493150684931,0.5155254517640142,0.5155254517640142,0.9379310344827587,2.420114661710792,0.7832197029780004,13,1.9428347305917977,0.758472148739456,3,0,0.5169841034395207,0.8920482084714115,7,0,0.5678357802493076,0.768489254432844,4,4.5,0.9575471698113207,6.75,4.980615735461801,0.9469339622641509,2,bior,23.4,23.0,14.661903988617187,15,0.2997739261492087,0.49731107751799014,0.6409649284401568,1,1.75
smoothed,db2,75179.98488633211,0.6705685618729097,26.042043289681587,11.749327585093592,598,1,False,False,120.9467181509725,,9.018149137121151,51700.48117420387,1.0,9.973169799147298e-05,0.9508114943372111,424.8772547250471,,,,[],[],16,531.0280782717432,225.7806270539724,798.1335012674178,"[8, 55, 89, 140, 170, 225, 269, 327, 357, 394, 431, 465, 494, 528, 560, 593]","[761.6551486359156, 798.1335012674178, 263.65653103191823, 564.4108102545192, 567.3905193314441, 739.0083226042625, 475.73607258342884, 452.9980333468237, 610.8302680351059, 297.23163871880433, 448.8613025977827, 225.7806270539724, 608.8976612173358, 716.302130651057, 606.89369323529, 358.6629917828124]","[0, 50, 85, 98, 151, 151, 251, 299, 299, 384, 399, 448, 50, 50, 548, 584]","[50, 151, 98, 151, 201, 399, 299, 350, 399, 399, 448, 471, 499, 548, 596, 596]",112377168.75581661,703.0940282428637,-703.0940282428637,0.0,,,,SWT,txu.059172014718829,56701191.91581665,,0.0,-35.0,54.0,0.0,-35.0,,184.29402824286376,384.6280782717432,1751.5507476521088,384.6280782717432,,0.0,384.6280782717432,,,220.7806270539724,0.0,-30.5,279.3335012674179,184.29402824286376,,122.97725472504715,0.5455339893352282,0.9164520842963461,0.8907571681278712,0.20421952319849176,0.06581409748520947,0.5777777777777778,0.9582217609758887,0.32527654929977357,0.8502635776359446,0.8125920333293728,0.8125920333293728,0.8125920333293724,,0.0,0.8825673045940815,0.0,0.43550039048640965,,,,,0.4,,0.6761797941463811,0.3793103448275862,0.44520547945205474,0.24334147680489293,0.24334147680489293,0.3793103448275862,2.3991858900160934,0.7764465419332965,15,1.8525773685294216,0.7232361637814597,8,0,0.4915197526378631,0.8481098584111691,11,0,0.5605066188120733,0.7585702214933465,7,3.593976442141304,0.9660945618665915,10.25,9.402187738488934,0.9346982243295221,3,db,71.05263157894737,69.5,23.19709600699826,38,0.9102447150279618,0.7868127372464527,0.12678487830649093,4,3.25
smoothed,sym11,65059.606429360676,0.6705685618729097,25.1368876963752,11.870327374431305,598,1,False,False,121.2028224196089,,9.014844997283383,51700.48117420397,1.0,8.804804678999712e-05,0.9481365774833805,428.54419837733883,,,,[],[],13,537.5476400051361,120.02692434235098,876.041915830591,"[7, 54, 90, 141, 226, 270, 306, 356, 393, 432, 486, 529, 566]","[629.3370819718929, 876.041915830591, 275.00604100817327, 549.6188987746896, 770.0623964198918, 409.97135354042985, 360.5666595558625, 612.0122259795005, 120.02692434235098, 428.7440768464939, 814.7291726758533, 606.3055327626596, 535.6970403583798]","[0, 49, 85, 100, 150, 250, 299, 299, 391, 398, 398, 499, 549]","[49, 398, 150, 150, 398, 299, 351, 398, 398, 449, 597, 597, 597]",111374708.2802737,746.2175882588236,-746.2175882588236,0.0,,,,SWT,txu.059172014718829,55698731.44027375,,0.0,-59.0,57.0,0.0,-27.5,,227.41758825882368,391.14764000513617,3259.8806799332306,391.14764000513605,,0.0,391.14764000513617,,,115.02692434235098,0.0,-50.0,357.2419158305911,227.41758825882368,,126.64419837733885,0.6252672045436578,0.6167282360138835,0.9149049792595133,0.18728733590574534,0.046245985245204055,0.5777777777777778,0.955949821339115,0.3252765492998036,0.42406512375076544,0.8537425551560132,0.8537425551560132,0.8537425551560119,,0.0,0.9642613120176708,0.7637326920440624,0.7280243158766266,,,,,1.0,,0.4620517668430108,0.04827586206896552,0.1780821917808219,0.5403647456232644,0.5403647456232644,0.4827586206896552,3.0899563079285426,1.0,1,1.7819099396651232,0.6956479825673683,15,0,0.57954726945241,1.0,1,0,0.5311797361730876,0.7188802354833445,11,7.118052168020874,0.9328485644526333,7.0,1.8539325842696628,0.9334054143017884,4,sym,29.473684210526315,25.0,18.712350113858648,19,0.3775829929004878,0.6346964899812167,0.5452829579752935,2,3.5
smoothed,bior1.3,116253.32810330295,0.6705685618729097,31.13618845947912,12.176152008558216,598,1,False,False,119.93666509878334,,9.028443473824678,52217.10349548314,1.0,9.444301600042999e-05,0.9992706156451795,425.52802208329956,,,,[],[],16,504.8565640976653,133.71389232237624,769.314500261434,"[22, 54, 89, 140, 169, 226, 270, 306, 356, 394, 432, 463, 493, 522, 560, 589]","[701.3792162589364, 769.314500261434, 269.8673030398459, 586.5097196551819, 540.7068779038232, 443.6211168469103, 684.161166137044, 434.57015004772245, 634.7344021321044, 133.71389232237624, 427.33998321009005, 205.11399955268772, 738.6790989665268, 670.5670382687327, 593.1034903897464, 244.32307056948184]","[0, 49, 85, 99, 150, 150, 150, 299, 299, 383, 397, 447, 397, 498, 548, 584]","[49, 397, 99, 150, 201, 251, 397, 350, 397, 397, 447, 471, 596, 596, 596, 596]",111969833.97625004,741.560559099862,-741.560559099862,0.0,,,,SWT,txu.059172014718829,56293857.13625008,,0.0,-39.5,54.0,0.0,10.0,,222.760559099862,358.45656409766525,2170.2949744373554,358.45656409766525,,0.0,358.45656409766525,,,128.71389232237624,0.0,-26.0,250.51450026143402,222.760559099862,,123.62802208329958,0.23107309490763187,0.7807801020227457,0.9759381062155323,0.2569732338999324,0.14523086965031576,0.5777777777777778,0.9993804976690074,0.4893316097068421,0.4792250324999622,0.6474012568174464,0.6474012568174464,0.647401256817446,,0.0,0.8970654257645224,0.21202831605744465,0.3272932430638521,,,,,0.4,,0.5891720816942704,0.3172413793103448,0.5068493150684931,0.5082884044476904,0.5082884044476904,1.0,2.3849326053926956,0.7718337632390395,17,1.9168168286450078,0.7483149008353777,5,0,0.5125103581871073,0.8843288290726604,8,0,0.5570606614812232,0.7539065823355082,8,5.196152422706632,0.9509796941254092,9.5,7.8612716763005785,0.9306785263079875,5,bior,23.4,23.0,14.661903988617187,15,0.2997739261492087,0.49731107751799014,0.6409649284401568,1,4.0
smoothed,sym2,75179.98488628468,0.6705685618729097,26.042043289726642,11.749327585093726,598,1,False,False,120.94671815097182,,9.018149137121153,51700.4811742021,1.0,9.973169799152692e-05,0.9508114943372097,424.8772547250288,,,,[],[],16,531.0280782717102,225.7806270539562,798.1335012674137,"[8, 55, 89, 140, 170, 225, 269, 327, 357, 394, 431, 465, 494, 528, 560, 593]","[761.6551486358829, 798.1335012674137, 263.65653103187185, 564.4108102544731, 567.3905193314135, 739.0083226042219, 475.73607258336045, 452.9980333467766, 610.8302680351037, 297.2316387187439, 448.86130259774853, 225.7806270539562, 608.897661217396, 716.3021306509684, 606.8936932352685, 358.66299178276404]","[0, 50, 85, 98, 151, 151, 251, 299, 299, 384, 399, 448, 50, 50, 548, 584]","[50, 151, 98, 151, 201, 399, 299, 350, 399, 399, 448, 471, 499, 548, 596, 596]",112377168.75581565,703.094028242825,-703.094028242825,0.0,,,,SWT,txu.059172014718829,56701191.915815696,,0.0,-35.0,54.0,0.0,-35.0,,184.294028242825,384.62807827171025,1751.5507476526363,384.62807827171025,,0.0,384.62807827171025,,,220.7806270539562,0.0,-30.5,279.3335012674138,184.294028242825,,122.97725472502884,0.545533989335016,0.9164520842977298,0.8907571681278977,0.20421952319850087,0.06581409748511777,0.5777777777777778,0.9582217609758875,0.3252765492992098,0.8502635776358796,0.8125920333291647,0.8125920333291647,0.8125920333291642,,0.0,0.8825673045936737,2.6711965972481266e-13,0.4355003904863943,,,,,0.4,,0.6761797941461773,0.3793103448275862,0.44520547945205474,0.24334147680462592,0.24334147680462592,0.3793103448275862,2.3991858900156,0.7764465419331369,16,1.8525773685295217,0.7232361637814988,7,0,0.49151975263775777,0.8481098584109874,12,0,0.5605066188121421,0.7585702214934397,6,4.645786621588784,0.9561718243246341,10.25,8.784313725490197,0.9297368555585435,6,sym,29.473684210526315,25.0,18.712350113858648,19,0.3775829929004878,0.6346964899812167,0.5452829579752935,2,5.0
smoothed,sym7,64852.220147184926,0.6755852842809364,25.551445088537836,11.76455728339018,598,1,False,False,120.83795218483851,,9.013404257793123,51700.481174388435,1.0,8.69306144805738e-05,0.9323606109427341,426.144788544623,,,,[],[],14,502.5914014466711,117.00518877482682,850.8868673897782,"[11, 55, 90, 141, 226, 270, 306, 356, 393, 433, 486, 529, 562, 592]","[636.0998139648934, 850.8868673897782, 261.81521272187246, 556.4818634838967, 770.7889732383661, 404.61408240083, 213.35420885569425, 617.2573996962942, 117.00518877482682, 444.4436689704791, 607.9596831598045, 793.2561731339749, 538.1021357067048, 224.2143487559808]","[0, 49, 85, 100, 150, 252, 299, 299, 385, 398, 398, 398, 550, 585]","[49, 398, 100, 150, 398, 299, 317, 398, 398, 449, 499, 597, 597, 597]",111324612.607807,731.2278702431528,-731.2278702431528,0.0,,,,SWT,txu.059172014718829,55648635.76780704,,0.0,-58.5,56.0,0.0,-40.5,,212.42787024315282,356.1914014466711,3211.7203797466045,356.1914014466712,,0.0,356.1914014466711,,,112.00518877482682,0.0,-49.5,332.08686738977826,212.42787024315282,,124.24478854462302,0.5116717650494392,0.5880624442849065,0.893796544312498,0.1799042128882843,0.045844996481403714,0.6444444444444445,0.9425505100144347,0.3252765493583818,0.41188721419387264,0.6331038808706562,0.6331038808706562,0.6331038808706565,,0.0,0.9108060579224472,0.7393470487415024,0.6335742676431214,,,,,0.8,,0.4513512077851357,0.05517241379310345,0.18493150684931506,0.4371196739725841,0.4371196739725841,0.30344827586206896,2.6404468649135446,0.8545256313619716,3,1.743981395599551,0.680840884535303,17,0,0.4842712655565136,0.8356027041833556,14,0,0.516443933354224,0.6989373109343384,15,6.2915286960589585,0.940645955697557,12.25,7.543581616481775,0.912539958980854,7,sym,29.473684210526315,25.0,18.712350113858648,19,0.3775829929004878,0.6346964899812167,0.5452829579752935,2,5.75
smoothed,bior3.9,41141.771788156046,0.6622073578595318,19.315968766528705,11.401222776202422,598,1,False,False,121.21985135894232,,8.978297826089458,53072.60314812263,1.0,8.761649447540322e-05,0.9143861435678046,428.56720772718495,,,,[],[],16,488.7015215584273,15.740288013379313,900.1803176098125,"[21, 53, 88, 140, 170, 225, 269, 305, 355, 394, 431, 462, 492, 521, 559, 593]","[748.4646557987483, 900.1803176098125, 291.64617463704235, 609.8419668301689, 25.729084097225495, 490.6155634312705, 756.6291194082193, 216.0599555564035, 645.3187211819871, 236.21819356752087, 467.12064155932427, 15.740288013379313, 769.69493916041, 673.6400892088537, 659.4162159427349, 312.90841893173695]","[0, 50, 85, 98, 167, 151, 151, 298, 298, 382, 397, 447, 151, 497, 548, 583]","[50, 151, 98, 151, 200, 250, 397, 316, 397, 397, 447, 463, 596, 596, 596, 596]",112993011.5608068,812.9500990025751,-812.9500990025751,0.0,,,,SWT,txu.059172014718829,57317034.72080684,,0.0,-57.5,54.0,0.0,-53.0,,294.1500990025752,342.30152155842734,2428.775655065163,342.3085899011412,,0.0,342.30152155842734,,,10.740288013379313,0.0,-53.0,381.38031760981255,294.1500990025752,,126.66720772718497,0.6305688423955831,0.6056575083590772,0.8212862275160728,0.0,0.0,0.46666666666666673,0.9272839028223202,0.7609982439406535,0.0037791004282990426,0.5454329868927685,0.5454329868927685,0.5454776012400233,,0.0,0.9647739258387112,0.34290826601554425,0.8186571452147013,,,,,0.4,,0.8077253345230293,0.06896551724137931,0.136986301369863,1.0,1.0,0.13103448275862067,2.5658712168449997,0.8303907761612069,5,1.725619167107898,0.6736723700546778,23,0,0.4874115765610472,0.841021263065534,13,0,0.5265576739625467,0.7126248967645317,12,7.41057802513857,0.9300888865552965,13.25,9.907496893552397,0.9025444432776483,8,bior,23.4,23.0,14.661903988617187,15,0.2997739261492087,0.49731107751799014,0.6409649284401568,1,6.25
smoothed,sym15,65426.39826267665,0.6655518394648829,24.920471459849235,11.84280510548083,598,1,False,False,120.98566711137829,,9.015203376744036,51700.48117420209,1.0,8.872778885350032e-05,0.9444735159014299,426.9335225010272,,,,[],[],14,488.0615717047903,16.35763392333172,848.1550487346698,"[11, 54, 90, 141, 171, 226, 270, 306, 356, 393, 432, 486, 529, 566]","[631.1946625373555, 848.1550487346698, 273.98612753390955, 563.7679081572552, 16.35763392333172, 761.2233506319611, 408.9437829610316, 210.14776262072763, 597.9752854912833, 139.15138408415976, 425.9801030418781, 602.1829367124493, 807.5595561511245, 546.2364612859262]","[0, 49, 85, 100, 170, 150, 250, 299, 299, 383, 398, 398, 398, 549]","[49, 398, 100, 150, 202, 398, 299, 317, 398, 398, 449, 499, 597, 597]",111382701.78115098,721.6726972477384,-721.6726972477384,0.0,,,,SWT,txu.059172014718829,55706724.94115102,,0.0,-58.5,56.0,0.0,-27.0,,202.87269724773842,341.6615717047903,3415.1379961329358,341.6627821641236,,0.0,341.6615717047903,,,11.357633923331719,0.0,-45.0,329.3550487346698,202.87269724773842,,125.03352250102722,0.5576600107354744,0.6341658420840566,0.909412386618088,0.1891238647597288,0.04695519032024749,0.5111111111111112,0.9528386013443482,0.3252765492992075,0.006267068845362683,0.5413937168471818,0.5413937168471818,0.5414013570897703,,0.0,0.9283778680726938,0.8423461873563315,0.6233170660182756,,,,,0.8,,0.46375919832371026,0.05517241379310345,0.2465753424657534,0.37130625976993853,0.37130625976993853,0.4896551724137931,2.514665231790975,0.8138190256407756,7,1.736925220058567,0.6780861918482813,18,0,0.4548181085075356,0.7847817296029611,21,0,0.5158179445340327,0.698090119372192,16,6.027713773341708,0.9431347757231914,15.5,12.964630225080386,0.8984541803144259,9,sym,29.473684210526315,25.0,18.712350113858648,19,0.3775829929004878,0.6346964899812167,0.5452829579752935,2,7.25
smoothed,bior3.7,41141.771788156046,0.6622073578595318,19.315968766528705,11.401533700522545,598,1,False,False,121.26530746049457,,8.978550782566314,53079.559335186466,1.0,8.556095381100238e-05,0.9146073067149427,427.82884673132145,,,,[],[],16,521.8907379719232,17.221451001675007,896.5715547347038,"[21, 53, 88, 140, 170, 225, 269, 305, 355, 394, 431, 462, 492, 521, 559, 593]","[757.0435735787768, 896.5715547347038, 291.0784521368933, 609.2678547329158, 553.999639486022, 492.6277427235849, 751.8363777845959, 217.83436026711803, 645.3875113125132, 239.3780532588433, 466.32330141004866, 17.221451001675007, 763.4438739594165, 676.8246915953455, 657.2273031134966, 314.1860664548211]","[0, 50, 85, 98, 151, 151, 151, 298, 298, 382, 397, 447, 151, 497, 548, 583]","[50, 151, 98, 151, 200, 250, 397, 316, 397, 397, 447, 463, 596, 596, 596, 596]",113001331.16053519,806.6006068164025,-806.6006068164025,0.0,,,,SWT,txu.059172014718829,57325354.32053523,,0.0,-57.5,54.0,0.0,-53.0,,287.8006068164026,375.4907379719232,1897.7481924492295,375.4907379719231,,0.0,375.4907379719232,,,12.221451001675007,0.0,-53.0,377.77155473470384,287.8006068164026,,125.92884673132147,0.6447207389918366,0.552926170559684,0.8213482783824394,0.0012962848587973752,0.0,0.46666666666666673,0.9274717476592381,0.7632072032557187,0.009748341782287173,0.7549184753784918,0.7549184753784918,0.754918475378491,,0.0,0.9483243497347359,0.07402609050925985,0.8051072676058675,,,,,0.4,,0.8095024215217254,0.06896551724137931,0.136986301369863,0.9562664370989847,0.9562664370989847,0.13103448275862067,2.590139848313565,0.8382448132575548,4,1.7156894293569678,0.669795854255481,26,0,0.504065538190479,0.8697574205927144,9,0,0.5222046362967976,0.7067336465358107,14,9.429563439877091,0.9110418543407821,13.25,8.492546986390149,0.893020927170391,10,bior,23.4,23.0,14.661903988617187,15,0.2997739261492087,0.49731107751799014,0.6409649284401568,1,7.75
